,Nation,iso_code3,Year,frac_trns_mtkm_dem_freight_water_borne
7397,Sub-Saharan Africa,SSF,2036,0.09697775308733297
7398,Sub-Saharan Africa,SSF,2037,0.09697775308733297
7399,Sub-Saharan Africa,SSF,2038,0.09697775308733297
7400,Sub-Saharan Africa,SSF,2039,0.09697775308733297
7401,Sub-Saharan Africa,SSF,2040,0.09697775308733297
7402,Sub-Saharan Africa,SSF,2041,0.09697775308733297
7403,Sub-Saharan Africa,SSF,2042,0.09697775308733297
7404,Sub-Saharan Africa,SSF,2043,0.09697775308733297
7405,Sub-Saharan Africa,SSF,2044,0.09697775308733297
7406,Sub-Saharan Africa,SSF,2045,0.09697775308733297
7407,Sub-Saharan Africa,SSF,2046,0.09697775308733297
7408,Sub-Saharan Africa,SSF,2047,0.09697775308733297
7409,Sub-Saharan Africa,SSF,2048,0.09697775308733297
7410,Sub-Saharan Africa,SSF,2049,0.09697775308733297
7411,Sub-Saharan Africa,SSF,2050,0.09697775308733297
7412,Small states,SST,2017,0.09697775308733297
7413,Small states,SST,2018,0.09697775308733297
7414,Small states,SST,2019,0.09697775308733297
7415,Small states,SST,2020,0.09697775308733297
7416,Small states,SST,2021,0.09697775308733297
7417,Small states,SST,2022,0.09697775308733297
7418,Small states,SST,2023,0.09697775308733297
7419,Small states,SST,2024,0.09697775308733297
7420,Small states,SST,2025,0.09697775308733297
7421,Small states,SST,2026,0.09697775308733297
7422,Small states,SST,2027,0.09697775308733297
7423,Small states,SST,2028,0.09697775308733297
7424,Small states,SST,2029,0.09697775308733297
7425,Small states,SST,2030,0.09697775308733297
7426,Small states,SST,2031,0.09697775308733297
7427,Small states,SST,2032,0.09697775308733297
7428,Small states,SST,2033,0.09697775308733297
7429,Small states,SST,2034,0.09697775308733297
7430,Small states,SST,2035,0.09697775308733297
7431,Small states,SST,2036,0.09697775308733297
7432,Small states,SST,2037,0.09697775308733297
7433,Small states,SST,2038,0.09697775308733297
7434,Small states,SST,2039,0.09697775308733297
7435,Small states,SST,2040,0.09697775308733297
7436,Small states,SST,2041,0.09697775308733297
7437,Small states,SST,2042,0.09697775308733297
7438,Small states,SST,2043,0.09697775308733297
7439,Small states,SST,2044,0.09697775308733297
7440,Small states,SST,2045,0.09697775308733297
7441,Small states,SST,2046,0.09697775308733297
7442,Small states,SST,2047,0.09697775308733297
7443,Small states,SST,2048,0.09697775308733297
7444,Small states,SST,2049,0.09697775308733297
7445,Small states,SST,2050,0.09697775308733297
7446,Sao Tome and Principe,STP,2017,0.09697775308733297
7447,Sao Tome and Principe,STP,2018,0.09697775308733297
7448,Sao Tome and Principe,STP,2019,0.09697775308733297
7449,Sao Tome and Principe,STP,2020,0.09697775308733297
7450,Sao Tome and Principe,STP,2021,0.09697775308733297
7451,Sao Tome and Principe,STP,2022,0.09697775308733297
7452,Sao Tome and Principe,STP,2023,0.09697775308733297
7453,Sao Tome and Principe,STP,2024,0.09697775308733297
7454,Sao Tome and Principe,STP,2025,0.09697775308733297
7455,Sao Tome and Principe,STP,2026,0.09697775308733297
7456,Sao Tome and Principe,STP,2027,0.09697775308733297
7457,Sao Tome and Principe,STP,2028,0.09697775308733297
7458,Sao Tome and Principe,STP,2029,0.09697775308733297
7459,Sao Tome and Principe,STP,2030,0.09697775308733297
7460,Sao Tome and Principe,STP,2031,0.09697775308733297
7461,Sao Tome and Principe,STP,2032,0.09697775308733297
7462,Sao Tome and Principe,STP,2033,0.09697775308733297
7463,Sao Tome and Principe,STP,2034,0.09697775308733297
7464,Sao Tome and Principe,STP,2035,0.09697775308733297
7465,Sao Tome and Principe,STP,2036,0.09697775308733297
7466,Sao Tome and Principe,STP,2037,0.09697775308733297
7467,Sao Tome and Principe,STP,2038,0.09697775308733297
7468,Sao Tome and Principe,STP,2039,0.09697775308733297
7469,Sao Tome and Principe,STP,2040,0.09697775308733297
7470,Sao Tome and Principe,STP,2041,0.09697775308733297
7471,Sao Tome and Principe,STP,2042,0.09697775308733297
7472,Sao Tome and Principe,STP,2043,0.09697775308733297
7473,Sao Tome and Principe,STP,2044,0.09697775308733297
7474,Sao Tome and Principe,STP,2045,0.09697775308733297
7475,Sao Tome and Principe,STP,2046,0.09697775308733297
7476,Sao Tome and Principe,STP,2047,0.09697775308733297
7477,Sao Tome and Principe,STP,2048,0.09697775308733297
7478,Sao Tome and Principe,STP,2049,0.09697775308733297
7479,Sao Tome and Principe,STP,2050,0.09697775308733297
7480,Suriname,SUR,2017,0.09697775308733297
7481,Suriname,SUR,2018,0.09697775308733297
7482,Suriname,SUR,2019,0.09697775308733297
7483,Suriname,SUR,2020,0.09697775308733297
7484,Suriname,SUR,2021,0.09697775308733297
7485,Suriname,SUR,2022,0.09697775308733297
7486,Suriname,SUR,2023,0.09697775308733297
7487,Suriname,SUR,2024,0.09697775308733297
7488,Suriname,SUR,2025,0.09697775308733297
7489,Suriname,SUR,2026,0.09697775308733297
7490,Suriname,SUR,2027,0.09697775308733297
7491,Suriname,SUR,2028,0.09697775308733297
7492,Suriname,SUR,2029,0.09697775308733297
7493,Suriname,SUR,2030,0.09697775308733297
7494,Suriname,SUR,2031,0.09697775308733297
7495,Suriname,SUR,2032,0.09697775308733297
7496,Suriname,SUR,2033,0.09697775308733297
7497,Suriname,SUR,2034,0.09697775308733297
7498,Suriname,SUR,2035,0.09697775308733297
7499,Suriname,SUR,2036,0.09697775308733297
7500,Suriname,SUR,2037,0.09697775308733297
7501,Suriname,SUR,2038,0.09697775308733297
7502,Suriname,SUR,2039,0.09697775308733297
7503,Suriname,SUR,2040,0.09697775308733297
7504,Suriname,SUR,2041,0.09697775308733297
7505,Suriname,SUR,2042,0.09697775308733297
7506,Suriname,SUR,2043,0.09697775308733297
7507,Suriname,SUR,2044,0.09697775308733297
7508,Suriname,SUR,2045,0.09697775308733297
7509,Suriname,SUR,2046,0.09697775308733297
7510,Suriname,SUR,2047,0.09697775308733297
7511,Suriname,SUR,2048,0.09697775308733297
7512,Suriname,SUR,2049,0.09697775308733297
7513,Suriname,SUR,2050,0.09697775308733297
7514,Slovak Republic,SVK,2017,0.0
7515,Slovak Republic,SVK,2018,0.0
7516,Slovak Republic,SVK,2019,0.0
7517,Slovak Republic,SVK,2020,0.0
7518,Slovak Republic,SVK,2021,0.0
7519,Slovak Republic,SVK,2022,0.0
7520,Slovak Republic,SVK,2023,0.0
7521,Slovak Republic,SVK,2024,0.0
7522,Slovak Republic,SVK,2025,0.0
7523,Slovak Republic,SVK,2026,0.0
7524,Slovak Republic,SVK,2027,0.0
7525,Slovak Republic,SVK,2028,0.0
7526,Slovak Republic,SVK,2029,0.0
7527,Slovak Republic,SVK,2030,0.0
7528,Slovak Republic,SVK,2031,0.0
7529,Slovak Republic,SVK,2032,0.0
7530,Slovak Republic,SVK,2033,0.0
7531,Slovak Republic,SVK,2034,0.0
7532,Slovak Republic,SVK,2035,0.0
7533,Slovak Republic,SVK,2036,0.0
7534,Slovak Republic,SVK,2037,0.0
7535,Slovak Republic,SVK,2038,0.0
7536,Slovak Republic,SVK,2039,0.0
7537,Slovak Republic,SVK,2040,0.0
7538,Slovak Republic,SVK,2041,0.0
7539,Slovak Republic,SVK,2042,0.0
7540,Slovak Republic,SVK,2043,0.0
7541,Slovak Republic,SVK,2044,0.0
7542,Slovak Republic,SVK,2045,0.0
7543,Slovak Republic,SVK,2046,0.0
7544,Slovak Republic,SVK,2047,0.0
7545,Slovak Republic,SVK,2048,0.0
7546,Slovak Republic,SVK,2049,0.0
7547,Slovak Republic,SVK,2050,0.0
7548,Slovenia,SVN,2017,0.0
7549,Slovenia,SVN,2018,0.0
7550,Slovenia,SVN,2019,0.0
7551,Slovenia,SVN,2020,0.0
7552,Slovenia,SVN,2021,0.0
7553,Slovenia,SVN,2022,0.0
7554,Slovenia,SVN,2023,0.0
7555,Slovenia,SVN,2024,0.0
7556,Slovenia,SVN,2025,0.0
7557,Slovenia,SVN,2026,0.0
7558,Slovenia,SVN,2027,0.0
7559,Slovenia,SVN,2028,0.0
7560,Slovenia,SVN,2029,0.0
7561,Slovenia,SVN,2030,0.0
7562,Slovenia,SVN,2031,0.0
7563,Slovenia,SVN,2032,0.0
7564,Slovenia,SVN,2033,0.0
7565,Slovenia,SVN,2034,0.0
7566,Slovenia,SVN,2035,0.0
7567,Slovenia,SVN,2036,0.0
7568,Slovenia,SVN,2037,0.0
7569,Slovenia,SVN,2038,0.0
7570,Slovenia,SVN,2039,0.0
7571,Slovenia,SVN,2040,0.0
7572,Slovenia,SVN,2041,0.0
7573,Slovenia,SVN,2042,0.0
7574,Slovenia,SVN,2043,0.0
7575,Slovenia,SVN,2044,0.0
7576,Slovenia,SVN,2045,0.0
7577,Slovenia,SVN,2046,0.0
7578,Slovenia,SVN,2047,0.0
7579,Slovenia,SVN,2048,0.0
7580,Slovenia,SVN,2049,0.0
7581,Slovenia,SVN,2050,0.0
7582,Sweden,SWE,2017,0.09849248464760454
7583,Sweden,SWE,2018,0.09849248464760454
7584,Sweden,SWE,2019,0.09849248464760454
7585,Sweden,SWE,2020,0.09849248464760454
7586,Sweden,SWE,2021,0.09849248464760454
7587,Sweden,SWE,2022,0.09849248464760454
7588,Sweden,SWE,2023,0.09849248464760454
7589,Sweden,SWE,2024,0.09849248464760454
7590,Sweden,SWE,2025,0.09849248464760454
7591,Sweden,SWE,2026,0.09849248464760454
7592,Sweden,SWE,2027,0.09849248464760454
7593,Sweden,SWE,2028,0.09849248464760454
7594,Sweden,SWE,2029,0.09849248464760454
7595,Sweden,SWE,2030,0.09849248464760454
7596,Sweden,SWE,2031,0.09849248464760454
7597,Sweden,SWE,2032,0.09849248464760454
7598,Sweden,SWE,2033,0.09849248464760454
7599,Sweden,SWE,2034,0.09849248464760454
7600,Sweden,SWE,2035,0.09849248464760454
7601,Sweden,SWE,2036,0.09849248464760454
7602,Sweden,SWE,2037,0.09849248464760454
7603,Sweden,SWE,2038,0.09849248464760454
7604,Sweden,SWE,2039,0.09849248464760454
7605,Sweden,SWE,2040,0.09849248464760454
7606,Sweden,SWE,2041,0.09849248464760454
7607,Sweden,SWE,2042,0.09849248464760454
7608,Sweden,SWE,2043,0.09849248464760454
7609,Sweden,SWE,2044,0.09849248464760454
7610,Sweden,SWE,2045,0.09849248464760454
7611,Sweden,SWE,2046,0.09849248464760454
7612,Sweden,SWE,2047,0.09849248464760454
7613,Sweden,SWE,2048,0.09849248464760454
7614,Sweden,SWE,2049,0.09849248464760454
7615,Sweden,SWE,2050,0.09849248464760454
7616,Eswatini,SWZ,2017,0.09697775308733297
7617,Eswatini,SWZ,2018,0.09697775308733297
7618,Eswatini,SWZ,2019,0.09697775308733297
7619,Eswatini,SWZ,2020,0.09697775308733297
7620,Eswatini,SWZ,2021,0.09697775308733297
7621,Eswatini,SWZ,2022,0.09697775308733297
7622,Eswatini,SWZ,2023,0.09697775308733297
7623,Eswatini,SWZ,2024,0.09697775308733297
7624,Eswatini,SWZ,2025,0.09697775308733297
7625,Eswatini,SWZ,2026,0.09697775308733297
7626,Eswatini,SWZ,2027,0.09697775308733297
7627,Eswatini,SWZ,2028,0.09697775308733297
7628,Eswatini,SWZ,2029,0.09697775308733297
7629,Eswatini,SWZ,2030,0.09697775308733297
7630,Eswatini,SWZ,2031,0.09697775308733297
7631,Eswatini,SWZ,2032,0.09697775308733297
7632,Eswatini,SWZ,2033,0.09697775308733297
7633,Eswatini,SWZ,2034,0.09697775308733297
7634,Eswatini,SWZ,2035,0.09697775308733297
7635,Eswatini,SWZ,2036,0.09697775308733297
7636,Eswatini,SWZ,2037,0.09697775308733297
7637,Eswatini,SWZ,2038,0.09697775308733297
7638,Eswatini,SWZ,2039,0.09697775308733297
7639,Eswatini,SWZ,2040,0.09697775308733297
7640,Eswatini,SWZ,2041,0.09697775308733297
7641,Eswatini,SWZ,2042,0.09697775308733297
7642,Eswatini,SWZ,2043,0.09697775308733297
7643,Eswatini,SWZ,2044,0.09697775308733297
7644,Eswatini,SWZ,2045,0.09697775308733297
7645,Eswatini,SWZ,2046,0.09697775308733297
7646,Eswatini,SWZ,2047,0.09697775308733297
7647,Eswatini,SWZ,2048,0.09697775308733297
7648,Eswatini,SWZ,2049,0.09697775308733297
7649,Eswatini,SWZ,2050,0.09697775308733297
7650,Sint Maarten (Dutch part),SXM,2017,0.09697775308733297
7651,Sint Maarten (Dutch part),SXM,2018,0.09697775308733297
7652,Sint Maarten (Dutch part),SXM,2019,0.09697775308733297
7653,Sint Maarten (Dutch part),SXM,2020,0.09697775308733297
7654,Sint Maarten (Dutch part),SXM,2021,0.09697775308733297
7655,Sint Maarten (Dutch part),SXM,2022,0.09697775308733297
7656,Sint Maarten (Dutch part),SXM,2023,0.09697775308733297
7657,Sint Maarten (Dutch part),SXM,2024,0.09697775308733297
7658,Sint Maarten (Dutch part),SXM,2025,0.09697775308733297
7659,Sint Maarten (Dutch part),SXM,2026,0.09697775308733297
7660,Sint Maarten (Dutch part),SXM,2027,0.09697775308733297
7661,Sint Maarten (Dutch part),SXM,2028,0.09697775308733297
7662,Sint Maarten (Dutch part),SXM,2029,0.09697775308733297
7663,Sint Maarten (Dutch part),SXM,2030,0.09697775308733297
7664,Sint Maarten (Dutch part),SXM,2031,0.09697775308733297
7665,Sint Maarten (Dutch part),SXM,2032,0.09697775308733297
7666,Sint Maarten (Dutch part),SXM,2033,0.09697775308733297
7667,Sint Maarten (Dutch part),SXM,2034,0.09697775308733297
7668,Sint Maarten (Dutch part),SXM,2035,0.09697775308733297
7669,Sint Maarten (Dutch part),SXM,2036,0.09697775308733297
7670,Sint Maarten (Dutch part),SXM,2037,0.09697775308733297
7671,Sint Maarten (Dutch part),SXM,2038,0.09697775308733297
7672,Sint Maarten (Dutch part),SXM,2039,0.09697775308733297
7673,Sint Maarten (Dutch part),SXM,2040,0.09697775308733297
7674,Sint Maarten (Dutch part),SXM,2041,0.09697775308733297
7675,Sint Maarten (Dutch part),SXM,2042,0.09697775308733297
7676,Sint Maarten (Dutch part),SXM,2043,0.09697775308733297
7677,Sint Maarten (Dutch part),SXM,2044,0.09697775308733297
7678,Sint Maarten (Dutch part),SXM,2045,0.09697775308733297
7679,Sint Maarten (Dutch part),SXM,2046,0.09697775308733297
7680,Sint Maarten (Dutch part),SXM,2047,0.09697775308733297
7681,Sint Maarten (Dutch part),SXM,2048,0.09697775308733297
7682,Sint Maarten (Dutch part),SXM,2049,0.09697775308733297
7683,Sint Maarten (Dutch part),SXM,2050,0.09697775308733297
7684,Seychelles,SYC,2017,0.09697775308733297
7685,Seychelles,SYC,2018,0.09697775308733297
7686,Seychelles,SYC,2019,0.09697775308733297
7687,Seychelles,SYC,2020,0.09697775308733297
7688,Seychelles,SYC,2021,0.09697775308733297
7689,Seychelles,SYC,2022,0.09697775308733297
7690,Seychelles,SYC,2023,0.09697775308733297
7691,Seychelles,SYC,2024,0.09697775308733297
7692,Seychelles,SYC,2025,0.09697775308733297
7693,Seychelles,SYC,2026,0.09697775308733297
7694,Seychelles,SYC,2027,0.09697775308733297
7695,Seychelles,SYC,2028,0.09697775308733297
7696,Seychelles,SYC,2029,0.09697775308733297
7697,Seychelles,SYC,2030,0.09697775308733297
7698,Seychelles,SYC,2031,0.09697775308733297
7699,Seychelles,SYC,2032,0.09697775308733297
7700,Seychelles,SYC,2033,0.09697775308733297
7701,Seychelles,SYC,2034,0.09697775308733297
7702,Seychelles,SYC,2035,0.09697775308733297
7703,Seychelles,SYC,2036,0.09697775308733297
7704,Seychelles,SYC,2037,0.09697775308733297
7705,Seychelles,SYC,2038,0.09697775308733297
7706,Seychelles,SYC,2039,0.09697775308733297
7707,Seychelles,SYC,2040,0.09697775308733297
7708,Seychelles,SYC,2041,0.09697775308733297
7709,Seychelles,SYC,2042,0.09697775308733297
7710,Seychelles,SYC,2043,0.09697775308733297
7711,Seychelles,SYC,2044,0.09697775308733297
7712,Seychelles,SYC,2045,0.09697775308733297
7713,Seychelles,SYC,2046,0.09697775308733297
7714,Seychelles,SYC,2047,0.09697775308733297
7715,Seychelles,SYC,2048,0.09697775308733297
7716,Seychelles,SYC,2049,0.09697775308733297
7717,Seychelles,SYC,2050,0.09697775308733297
7718,Syrian Arab Republic,SYR,2017,0.09697775308733297
7719,Syrian Arab Republic,SYR,2018,0.09697775308733297
7720,Syrian Arab Republic,SYR,2019,0.09697775308733297
7721,Syrian Arab Republic,SYR,2020,0.09697775308733297
7722,Syrian Arab Republic,SYR,2021,0.09697775308733297
7723,Syrian Arab Republic,SYR,2022,0.09697775308733297
7724,Syrian Arab Republic,SYR,2023,0.09697775308733297
7725,Syrian Arab Republic,SYR,2024,0.09697775308733297
7726,Syrian Arab Republic,SYR,2025,0.09697775308733297
7727,Syrian Arab Republic,SYR,2026,0.09697775308733297
7728,Syrian Arab Republic,SYR,2027,0.09697775308733297
7729,Syrian Arab Republic,SYR,2028,0.09697775308733297
7730,Syrian Arab Republic,SYR,2029,0.09697775308733297
7731,Syrian Arab Republic,SYR,2030,0.09697775308733297
7732,Syrian Arab Republic,SYR,2031,0.09697775308733297
7733,Syrian Arab Republic,SYR,2032,0.09697775308733297
7734,Syrian Arab Republic,SYR,2033,0.09697775308733297
7735,Syrian Arab Republic,SYR,2034,0.09697775308733297
7736,Syrian Arab Republic,SYR,2035,0.09697775308733297
7737,Syrian Arab Republic,SYR,2036,0.09697775308733297
7738,Syrian Arab Republic,SYR,2037,0.09697775308733297
7739,Syrian Arab Republic,SYR,2038,0.09697775308733297
7740,Syrian Arab Republic,SYR,2039,0.09697775308733297
7741,Syrian Arab Republic,SYR,2040,0.09697775308733297
7742,Syrian Arab Republic,SYR,2041,0.09697775308733297
7743,Syrian Arab Republic,SYR,2042,0.09697775308733297
7744,Syrian Arab Republic,SYR,2043,0.09697775308733297
7745,Syrian Arab Republic,SYR,2044,0.09697775308733297
7746,Syrian Arab Republic,SYR,2045,0.09697775308733297
7747,Syrian Arab Republic,SYR,2046,0.09697775308733297
7748,Syrian Arab Republic,SYR,2047,0.09697775308733297
7749,Syrian Arab Republic,SYR,2048,0.09697775308733297
7750,Syrian Arab Republic,SYR,2049,0.09697775308733297
7751,Syrian Arab Republic,SYR,2050,0.09697775308733297
7752,Turks and Caicos Islands,TCA,2017,0.09697775308733297
7753,Turks and Caicos Islands,TCA,2018,0.09697775308733297
7754,Turks and Caicos Islands,TCA,2019,0.09697775308733297
7755,Turks and Caicos Islands,TCA,2020,0.09697775308733297
7756,Turks and Caicos Islands,TCA,2021,0.09697775308733297
7757,Turks and Caicos Islands,TCA,2022,0.09697775308733297
7758,Turks and Caicos Islands,TCA,2023,0.09697775308733297
7759,Turks and Caicos Islands,TCA,2024,0.09697775308733297
7760,Turks and Caicos Islands,TCA,2025,0.09697775308733297
7761,Turks and Caicos Islands,TCA,2026,0.09697775308733297
7762,Turks and Caicos Islands,TCA,2027,0.09697775308733297
7763,Turks and Caicos Islands,TCA,2028,0.09697775308733297
7764,Turks and Caicos Islands,TCA,2029,0.09697775308733297
7765,Turks and Caicos Islands,TCA,2030,0.09697775308733297
7766,Turks and Caicos Islands,TCA,2031,0.09697775308733297
7767,Turks and Caicos Islands,TCA,2032,0.09697775308733297
7768,Turks and Caicos Islands,TCA,2033,0.09697775308733297
7769,Turks and Caicos Islands,TCA,2034,0.09697775308733297
7770,Turks and Caicos Islands,TCA,2035,0.09697775308733297
7771,Turks and Caicos Islands,TCA,2036,0.09697775308733297
7772,Turks and Caicos Islands,TCA,2037,0.09697775308733297
7773,Turks and Caicos Islands,TCA,2038,0.09697775308733297
7774,Turks and Caicos Islands,TCA,2039,0.09697775308733297
7775,Turks and Caicos Islands,TCA,2040,0.09697775308733297
7776,Turks and Caicos Islands,TCA,2041,0.09697775308733297
7777,Turks and Caicos Islands,TCA,2042,0.09697775308733297
7778,Turks and Caicos Islands,TCA,2043,0.09697775308733297
7779,Turks and Caicos Islands,TCA,2044,0.09697775308733297
7780,Turks and Caicos Islands,TCA,2045,0.09697775308733297
7781,Turks and Caicos Islands,TCA,2046,0.09697775308733297
7782,Turks and Caicos Islands,TCA,2047,0.09697775308733297
7783,Turks and Caicos Islands,TCA,2048,0.09697775308733297
7784,Turks and Caicos Islands,TCA,2049,0.09697775308733297
7785,Turks and Caicos Islands,TCA,2050,0.09697775308733297
7786,Chad,TCD,2017,0.09697775308733297
7787,Chad,TCD,2018,0.09697775308733297
7788,Chad,TCD,2019,0.09697775308733297
7789,Chad,TCD,2020,0.09697775308733297
7790,Chad,TCD,2021,0.09697775308733297
7791,Chad,TCD,2022,0.09697775308733297
7792,Chad,TCD,2023,0.09697775308733297
7793,Chad,TCD,2024,0.09697775308733297
7794,Chad,TCD,2025,0.09697775308733297
7795,Chad,TCD,2026,0.09697775308733297
7796,Chad,TCD,2027,0.09697775308733297
7797,Chad,TCD,2028,0.09697775308733297
7798,Chad,TCD,2029,0.09697775308733297
7799,Chad,TCD,2030,0.09697775308733297
7800,Chad,TCD,2031,0.09697775308733297
7801,Chad,TCD,2032,0.09697775308733297
7802,Chad,TCD,2033,0.09697775308733297
7803,Chad,TCD,2034,0.09697775308733297
7804,Chad,TCD,2035,0.09697775308733297
7805,Chad,TCD,2036,0.09697775308733297
7806,Chad,TCD,2037,0.09697775308733297
7807,Chad,TCD,2038,0.09697775308733297
7808,Chad,TCD,2039,0.09697775308733297
7809,Chad,TCD,2040,0.09697775308733297
7810,Chad,TCD,2041,0.09697775308733297
7811,Chad,TCD,2042,0.09697775308733297
7812,Chad,TCD,2043,0.09697775308733297
7813,Chad,TCD,2044,0.09697775308733297
7814,Chad,TCD,2045,0.09697775308733297
7815,Chad,TCD,2046,0.09697775308733297
7816,Chad,TCD,2047,0.09697775308733297
7817,Chad,TCD,2048,0.09697775308733297
7818,Chad,TCD,2049,0.09697775308733297
7819,Chad,TCD,2050,0.09697775308733297
7820,East Asia & Pacific (IDA & IBRD countries),TEA,2017,0.09697775308733297
7821,East Asia & Pacific (IDA & IBRD countries),TEA,2018,0.09697775308733297
7822,East Asia & Pacific (IDA & IBRD countries),TEA,2019,0.09697775308733297
7823,East Asia & Pacific (IDA & IBRD countries),TEA,2020,0.09697775308733297
7824,East Asia & Pacific (IDA & IBRD countries),TEA,2021,0.09697775308733297
7825,East Asia & Pacific (IDA & IBRD countries),TEA,2022,0.09697775308733297
7826,East Asia & Pacific (IDA & IBRD countries),TEA,2023,0.09697775308733297
7827,East Asia & Pacific (IDA & IBRD countries),TEA,2024,0.09697775308733297
7828,East Asia & Pacific (IDA & IBRD countries),TEA,2025,0.09697775308733297
7829,East Asia & Pacific (IDA & IBRD countries),TEA,2026,0.09697775308733297
7830,East Asia & Pacific (IDA & IBRD countries),TEA,2027,0.09697775308733297
7831,East Asia & Pacific (IDA & IBRD countries),TEA,2028,0.09697775308733297
7832,East Asia & Pacific (IDA & IBRD countries),TEA,2029,0.09697775308733297
7833,East Asia & Pacific (IDA & IBRD countries),TEA,2030,0.09697775308733297
7834,East Asia & Pacific (IDA & IBRD countries),TEA,2031,0.09697775308733297
7835,East Asia & Pacific (IDA & IBRD countries),TEA,2032,0.09697775308733297
7836,East Asia & Pacific (IDA & IBRD countries),TEA,2033,0.09697775308733297
7837,East Asia & Pacific (IDA & IBRD countries),TEA,2034,0.09697775308733297
7838,East Asia & Pacific (IDA & IBRD countries),TEA,2035,0.09697775308733297
7839,East Asia & Pacific (IDA & IBRD countries),TEA,2036,0.09697775308733297
7840,East Asia & Pacific (IDA & IBRD countries),TEA,2037,0.09697775308733297
7841,East Asia & Pacific (IDA & IBRD countries),TEA,2038,0.09697775308733297
7842,East Asia & Pacific (IDA & IBRD countries),TEA,2039,0.09697775308733297
7843,East Asia & Pacific (IDA & IBRD countries),TEA,2040,0.09697775308733297
7844,East Asia & Pacific (IDA & IBRD countries),TEA,2041,0.09697775308733297
7845,East Asia & Pacific (IDA & IBRD countries),TEA,2042,0.09697775308733297
7846,East Asia & Pacific (IDA & IBRD countries),TEA,2043,0.09697775308733297
7847,East Asia & Pacific (IDA & IBRD countries),TEA,2044,0.09697775308733297
7848,East Asia & Pacific (IDA & IBRD countries),TEA,2045,0.09697775308733297
7849,East Asia & Pacific (IDA & IBRD countries),TEA,2046,0.09697775308733297
7850,East Asia & Pacific (IDA & IBRD countries),TEA,2047,0.09697775308733297
7851,East Asia & Pacific (IDA & IBRD countries),TEA,2048,0.09697775308733297
7852,East Asia & Pacific (IDA & IBRD countries),TEA,2049,0.09697775308733297
7853,East Asia & Pacific (IDA & IBRD countries),TEA,2050,0.09697775308733297
7854,Europe & Central Asia (IDA & IBRD countries),TEC,2017,0.09697775308733297
7855,Europe & Central Asia (IDA & IBRD countries),TEC,2018,0.09697775308733297
7856,Europe & Central Asia (IDA & IBRD countries),TEC,2019,0.09697775308733297
7857,Europe & Central Asia (IDA & IBRD countries),TEC,2020,0.09697775308733297
7858,Europe & Central Asia (IDA & IBRD countries),TEC,2021,0.09697775308733297
7859,Europe & Central Asia (IDA & IBRD countries),TEC,2022,0.09697775308733297
7860,Europe & Central Asia (IDA & IBRD countries),TEC,2023,0.09697775308733297
7861,Europe & Central Asia (IDA & IBRD countries),TEC,2024,0.09697775308733297
7862,Europe & Central Asia (IDA & IBRD countries),TEC,2025,0.09697775308733297
7863,Europe & Central Asia (IDA & IBRD countries),TEC,2026,0.09697775308733297
7864,Europe & Central Asia (IDA & IBRD countries),TEC,2027,0.09697775308733297
7865,Europe & Central Asia (IDA & IBRD countries),TEC,2028,0.09697775308733297
7866,Europe & Central Asia (IDA & IBRD countries),TEC,2029,0.09697775308733297
7867,Europe & Central Asia (IDA & IBRD countries),TEC,2030,0.09697775308733297
7868,Europe & Central Asia (IDA & IBRD countries),TEC,2031,0.09697775308733297
7869,Europe & Central Asia (IDA & IBRD countries),TEC,2032,0.09697775308733297
7870,Europe & Central Asia (IDA & IBRD countries),TEC,2033,0.09697775308733297
7871,Europe & Central Asia (IDA & IBRD countries),TEC,2034,0.09697775308733297
7872,Europe & Central Asia (IDA & IBRD countries),TEC,2035,0.09697775308733297
7873,Europe & Central Asia (IDA & IBRD countries),TEC,2036,0.09697775308733297
7874,Europe & Central Asia (IDA & IBRD countries),TEC,2037,0.09697775308733297
7875,Europe & Central Asia (IDA & IBRD countries),TEC,2038,0.09697775308733297
7876,Europe & Central Asia (IDA & IBRD countries),TEC,2039,0.09697775308733297
7877,Europe & Central Asia (IDA & IBRD countries),TEC,2040,0.09697775308733297
7878,Europe & Central Asia (IDA & IBRD countries),TEC,2041,0.09697775308733297
7879,Europe & Central Asia (IDA & IBRD countries),TEC,2042,0.09697775308733297
7880,Europe & Central Asia (IDA & IBRD countries),TEC,2043,0.09697775308733297
7881,Europe & Central Asia (IDA & IBRD countries),TEC,2044,0.09697775308733297
7882,Europe & Central Asia (IDA & IBRD countries),TEC,2045,0.09697775308733297
7883,Europe & Central Asia (IDA & IBRD countries),TEC,2046,0.09697775308733297
7884,Europe & Central Asia (IDA & IBRD countries),TEC,2047,0.09697775308733297
7885,Europe & Central Asia (IDA & IBRD countries),TEC,2048,0.09697775308733297
7886,Europe & Central Asia (IDA & IBRD countries),TEC,2049,0.09697775308733297
7887,Europe & Central Asia (IDA & IBRD countries),TEC,2050,0.09697775308733297
7888,Togo,TGO,2017,0.09697775308733297
7889,Togo,TGO,2018,0.09697775308733297
7890,Togo,TGO,2019,0.09697775308733297
7891,Togo,TGO,2020,0.09697775308733297
7892,Togo,TGO,2021,0.09697775308733297
7893,Togo,TGO,2022,0.09697775308733297
7894,Togo,TGO,2023,0.09697775308733297
7895,Togo,TGO,2024,0.09697775308733297
7896,Togo,TGO,2025,0.09697775308733297
7897,Togo,TGO,2026,0.09697775308733297
7898,Togo,TGO,2027,0.09697775308733297
