,Nation,iso_code3,Year,cost_enfu_fuel_oil_usd_per_m3
3572,Cambodia,KHM,2027.0,445.9649123840332
3573,Cambodia,KHM,2028.0,445.9649123840332
3574,Cambodia,KHM,2029.0,445.9649123840332
3575,Cambodia,KHM,2030.0,445.9649123840332
3576,Cambodia,KHM,2031.0,445.9649123840332
3577,Cambodia,KHM,2032.0,445.9649123840332
3578,Cambodia,KHM,2033.0,445.9649123840332
3579,Cambodia,KHM,2034.0,445.9649123840332
3580,Cambodia,KHM,2035.0,445.9649123840332
3581,Cambodia,KHM,2036.0,445.9649123840332
3582,Cambodia,KHM,2037.0,445.9649123840332
3583,Cambodia,KHM,2038.0,445.9649123840332
3584,Cambodia,KHM,2039.0,445.9649123840332
3585,Cambodia,KHM,2040.0,445.9649123840332
3586,Cambodia,KHM,2041.0,445.9649123840332
3587,Cambodia,KHM,2042.0,445.9649123840332
3588,Cambodia,KHM,2043.0,445.9649123840332
3589,Cambodia,KHM,2044.0,445.9649123840332
3590,Cambodia,KHM,2045.0,445.9649123840332
3591,Cambodia,KHM,2046.0,445.9649123840332
3592,Cambodia,KHM,2047.0,445.9649123840332
3593,Cambodia,KHM,2048.0,445.9649123840332
3594,Cambodia,KHM,2049.0,445.9649123840332
3595,Cambodia,KHM,2050.0,445.9649123840332
3596,Kiribati,KIR,2022.0,445.9649123840332
3597,Kiribati,KIR,2023.0,445.9649123840332
3598,Kiribati,KIR,2024.0,445.9649123840332
3599,Kiribati,KIR,2025.0,445.9649123840332
3600,Kiribati,KIR,2026.0,445.9649123840332
3601,Kiribati,KIR,2027.0,445.9649123840332
3602,Kiribati,KIR,2028.0,445.9649123840332
3603,Kiribati,KIR,2029.0,445.9649123840332
3604,Kiribati,KIR,2030.0,445.9649123840332
3605,Kiribati,KIR,2031.0,445.9649123840332
3606,Kiribati,KIR,2032.0,445.9649123840332
3607,Kiribati,KIR,2033.0,445.9649123840332
3608,Kiribati,KIR,2034.0,445.9649123840332
3609,Kiribati,KIR,2035.0,445.9649123840332
3610,Kiribati,KIR,2036.0,445.9649123840332
3611,Kiribati,KIR,2037.0,445.9649123840332
3612,Kiribati,KIR,2038.0,445.9649123840332
3613,Kiribati,KIR,2039.0,445.9649123840332
3614,Kiribati,KIR,2040.0,445.9649123840332
3615,Kiribati,KIR,2041.0,445.9649123840332
3616,Kiribati,KIR,2042.0,445.9649123840332
3617,Kiribati,KIR,2043.0,445.9649123840332
3618,Kiribati,KIR,2044.0,445.9649123840332
3619,Kiribati,KIR,2045.0,445.9649123840332
3620,Kiribati,KIR,2046.0,445.9649123840332
3621,Kiribati,KIR,2047.0,445.9649123840332
3622,Kiribati,KIR,2048.0,445.9649123840332
3623,Kiribati,KIR,2049.0,445.9649123840332
3624,Kiribati,KIR,2050.0,445.9649123840332
3625,St. Kitts and Nevis,KNA,2022.0,445.9649123840332
3626,St. Kitts and Nevis,KNA,2023.0,445.9649123840332
3627,St. Kitts and Nevis,KNA,2024.0,445.9649123840332
3628,St. Kitts and Nevis,KNA,2025.0,445.9649123840332
3629,St. Kitts and Nevis,KNA,2026.0,445.9649123840332
3630,St. Kitts and Nevis,KNA,2027.0,445.9649123840332
3631,St. Kitts and Nevis,KNA,2028.0,445.9649123840332
3632,St. Kitts and Nevis,KNA,2029.0,445.9649123840332
3633,St. Kitts and Nevis,KNA,2030.0,445.9649123840332
3634,St. Kitts and Nevis,KNA,2031.0,445.9649123840332
3635,St. Kitts and Nevis,KNA,2032.0,445.9649123840332
3636,St. Kitts and Nevis,KNA,2033.0,445.9649123840332
3637,St. Kitts and Nevis,KNA,2034.0,445.9649123840332
3638,St. Kitts and Nevis,KNA,2035.0,445.9649123840332
3639,St. Kitts and Nevis,KNA,2036.0,445.9649123840332
3640,St. Kitts and Nevis,KNA,2037.0,445.9649123840332
3641,St. Kitts and Nevis,KNA,2038.0,445.9649123840332
3642,St. Kitts and Nevis,KNA,2039.0,445.9649123840332
3643,St. Kitts and Nevis,KNA,2040.0,445.9649123840332
3644,St. Kitts and Nevis,KNA,2041.0,445.9649123840332
3645,St. Kitts and Nevis,KNA,2042.0,445.9649123840332
3646,St. Kitts and Nevis,KNA,2043.0,445.9649123840332
3647,St. Kitts and Nevis,KNA,2044.0,445.9649123840332
3648,St. Kitts and Nevis,KNA,2045.0,445.9649123840332
3649,St. Kitts and Nevis,KNA,2046.0,445.9649123840332
3650,St. Kitts and Nevis,KNA,2047.0,445.9649123840332
3651,St. Kitts and Nevis,KNA,2048.0,445.9649123840332
3652,St. Kitts and Nevis,KNA,2049.0,445.9649123840332
3653,St. Kitts and Nevis,KNA,2050.0,445.9649123840332
3654,"Korea, Rep.",KOR,2022.0,445.9649123840332
3655,"Korea, Rep.",KOR,2023.0,445.9649123840332
3656,"Korea, Rep.",KOR,2024.0,445.9649123840332
3657,"Korea, Rep.",KOR,2025.0,445.9649123840332
3658,"Korea, Rep.",KOR,2026.0,445.9649123840332
3659,"Korea, Rep.",KOR,2027.0,445.9649123840332
3660,"Korea, Rep.",KOR,2028.0,445.9649123840332
3661,"Korea, Rep.",KOR,2029.0,445.9649123840332
3662,"Korea, Rep.",KOR,2030.0,445.9649123840332
3663,"Korea, Rep.",KOR,2031.0,445.9649123840332
3664,"Korea, Rep.",KOR,2032.0,445.9649123840332
3665,"Korea, Rep.",KOR,2033.0,445.9649123840332
3666,"Korea, Rep.",KOR,2034.0,445.9649123840332
3667,"Korea, Rep.",KOR,2035.0,445.9649123840332
3668,"Korea, Rep.",KOR,2036.0,445.9649123840332
3669,"Korea, Rep.",KOR,2037.0,445.9649123840332
3670,"Korea, Rep.",KOR,2038.0,445.9649123840332
3671,"Korea, Rep.",KOR,2039.0,445.9649123840332
3672,"Korea, Rep.",KOR,2040.0,445.9649123840332
3673,"Korea, Rep.",KOR,2041.0,445.9649123840332
3674,"Korea, Rep.",KOR,2042.0,445.9649123840332
3675,"Korea, Rep.",KOR,2043.0,445.9649123840332
3676,"Korea, Rep.",KOR,2044.0,445.9649123840332
3677,"Korea, Rep.",KOR,2045.0,445.9649123840332
3678,"Korea, Rep.",KOR,2046.0,445.9649123840332
3679,"Korea, Rep.",KOR,2047.0,445.9649123840332
3680,"Korea, Rep.",KOR,2048.0,445.9649123840332
3681,"Korea, Rep.",KOR,2049.0,445.9649123840332
3682,"Korea, Rep.",KOR,2050.0,445.9649123840332
3683,Kuwait,KWT,2022.0,445.9649123840332
3684,Kuwait,KWT,2023.0,445.9649123840332
3685,Kuwait,KWT,2024.0,445.9649123840332
3686,Kuwait,KWT,2025.0,445.9649123840332
3687,Kuwait,KWT,2026.0,445.9649123840332
3688,Kuwait,KWT,2027.0,445.9649123840332
3689,Kuwait,KWT,2028.0,445.9649123840332
3690,Kuwait,KWT,2029.0,445.9649123840332
3691,Kuwait,KWT,2030.0,445.9649123840332
3692,Kuwait,KWT,2031.0,445.9649123840332
3693,Kuwait,KWT,2032.0,445.9649123840332
3694,Kuwait,KWT,2033.0,445.9649123840332
3695,Kuwait,KWT,2034.0,445.9649123840332
3696,Kuwait,KWT,2035.0,445.9649123840332
3697,Kuwait,KWT,2036.0,445.9649123840332
3698,Kuwait,KWT,2037.0,445.9649123840332
3699,Kuwait,KWT,2038.0,445.9649123840332
3700,Kuwait,KWT,2039.0,445.9649123840332
3701,Kuwait,KWT,2040.0,445.9649123840332
3702,Kuwait,KWT,2041.0,445.9649123840332
3703,Kuwait,KWT,2042.0,445.9649123840332
3704,Kuwait,KWT,2043.0,445.9649123840332
3705,Kuwait,KWT,2044.0,445.9649123840332
3706,Kuwait,KWT,2045.0,445.9649123840332
3707,Kuwait,KWT,2046.0,445.9649123840332
3708,Kuwait,KWT,2047.0,445.9649123840332
3709,Kuwait,KWT,2048.0,445.9649123840332
3710,Kuwait,KWT,2049.0,445.9649123840332
3711,Kuwait,KWT,2050.0,445.9649123840332
3712,Latin America & Caribbean (excluding high income),LAC,2022.0,445.9649123840332
3713,Latin America & Caribbean (excluding high income),LAC,2023.0,445.9649123840332
3714,Latin America & Caribbean (excluding high income),LAC,2024.0,445.9649123840332
3715,Latin America & Caribbean (excluding high income),LAC,2025.0,445.9649123840332
3716,Latin America & Caribbean (excluding high income),LAC,2026.0,445.9649123840332
3717,Latin America & Caribbean (excluding high income),LAC,2027.0,445.9649123840332
3718,Latin America & Caribbean (excluding high income),LAC,2028.0,445.9649123840332
3719,Latin America & Caribbean (excluding high income),LAC,2029.0,445.9649123840332
3720,Latin America & Caribbean (excluding high income),LAC,2030.0,445.9649123840332
3721,Latin America & Caribbean (excluding high income),LAC,2031.0,445.9649123840332
3722,Latin America & Caribbean (excluding high income),LAC,2032.0,445.9649123840332
3723,Latin America & Caribbean (excluding high income),LAC,2033.0,445.9649123840332
3724,Latin America & Caribbean (excluding high income),LAC,2034.0,445.9649123840332
3725,Latin America & Caribbean (excluding high income),LAC,2035.0,445.9649123840332
3726,Latin America & Caribbean (excluding high income),LAC,2036.0,445.9649123840332
3727,Latin America & Caribbean (excluding high income),LAC,2037.0,445.9649123840332
3728,Latin America & Caribbean (excluding high income),LAC,2038.0,445.9649123840332
3729,Latin America & Caribbean (excluding high income),LAC,2039.0,445.9649123840332
3730,Latin America & Caribbean (excluding high income),LAC,2040.0,445.9649123840332
3731,Latin America & Caribbean (excluding high income),LAC,2041.0,445.9649123840332
3732,Latin America & Caribbean (excluding high income),LAC,2042.0,445.9649123840332
3733,Latin America & Caribbean (excluding high income),LAC,2043.0,445.9649123840332
3734,Latin America & Caribbean (excluding high income),LAC,2044.0,445.9649123840332
3735,Latin America & Caribbean (excluding high income),LAC,2045.0,445.9649123840332
3736,Latin America & Caribbean (excluding high income),LAC,2046.0,445.9649123840332
3737,Latin America & Caribbean (excluding high income),LAC,2047.0,445.9649123840332
3738,Latin America & Caribbean (excluding high income),LAC,2048.0,445.9649123840332
3739,Latin America & Caribbean (excluding high income),LAC,2049.0,445.9649123840332
3740,Latin America & Caribbean (excluding high income),LAC,2050.0,445.9649123840332
3741,Lao PDR,LAO,2022.0,445.9649123840332
3742,Lao PDR,LAO,2023.0,445.9649123840332
3743,Lao PDR,LAO,2024.0,445.9649123840332
3744,Lao PDR,LAO,2025.0,445.9649123840332
3745,Lao PDR,LAO,2026.0,445.9649123840332
3746,Lao PDR,LAO,2027.0,445.9649123840332
3747,Lao PDR,LAO,2028.0,445.9649123840332
3748,Lao PDR,LAO,2029.0,445.9649123840332
3749,Lao PDR,LAO,2030.0,445.9649123840332
3750,Lao PDR,LAO,2031.0,445.9649123840332
3751,Lao PDR,LAO,2032.0,445.9649123840332
3752,Lao PDR,LAO,2033.0,445.9649123840332
3753,Lao PDR,LAO,2034.0,445.9649123840332
3754,Lao PDR,LAO,2035.0,445.9649123840332
3755,Lao PDR,LAO,2036.0,445.9649123840332
3756,Lao PDR,LAO,2037.0,445.9649123840332
3757,Lao PDR,LAO,2038.0,445.9649123840332
3758,Lao PDR,LAO,2039.0,445.9649123840332
3759,Lao PDR,LAO,2040.0,445.9649123840332
3760,Lao PDR,LAO,2041.0,445.9649123840332
3761,Lao PDR,LAO,2042.0,445.9649123840332
3762,Lao PDR,LAO,2043.0,445.9649123840332
3763,Lao PDR,LAO,2044.0,445.9649123840332
3764,Lao PDR,LAO,2045.0,445.9649123840332
3765,Lao PDR,LAO,2046.0,445.9649123840332
3766,Lao PDR,LAO,2047.0,445.9649123840332
3767,Lao PDR,LAO,2048.0,445.9649123840332
3768,Lao PDR,LAO,2049.0,445.9649123840332
3769,Lao PDR,LAO,2050.0,445.9649123840332
3770,Lebanon,LBN,2022.0,445.9649123840332
3771,Lebanon,LBN,2023.0,445.9649123840332
3772,Lebanon,LBN,2024.0,445.9649123840332
3773,Lebanon,LBN,2025.0,445.9649123840332
3774,Lebanon,LBN,2026.0,445.9649123840332
3775,Lebanon,LBN,2027.0,445.9649123840332
3776,Lebanon,LBN,2028.0,445.9649123840332
3777,Lebanon,LBN,2029.0,445.9649123840332
3778,Lebanon,LBN,2030.0,445.9649123840332
3779,Lebanon,LBN,2031.0,445.9649123840332
3780,Lebanon,LBN,2032.0,445.9649123840332
3781,Lebanon,LBN,2033.0,445.9649123840332
3782,Lebanon,LBN,2034.0,445.9649123840332
3783,Lebanon,LBN,2035.0,445.9649123840332
3784,Lebanon,LBN,2036.0,445.9649123840332
3785,Lebanon,LBN,2037.0,445.9649123840332
3786,Lebanon,LBN,2038.0,445.9649123840332
3787,Lebanon,LBN,2039.0,445.9649123840332
3788,Lebanon,LBN,2040.0,445.9649123840332
3789,Lebanon,LBN,2041.0,445.9649123840332
3790,Lebanon,LBN,2042.0,445.9649123840332
3791,Lebanon,LBN,2043.0,445.9649123840332
3792,Lebanon,LBN,2044.0,445.9649123840332
3793,Lebanon,LBN,2045.0,445.9649123840332
3794,Lebanon,LBN,2046.0,445.9649123840332
3795,Lebanon,LBN,2047.0,445.9649123840332
3796,Lebanon,LBN,2048.0,445.9649123840332
3797,Lebanon,LBN,2049.0,445.9649123840332
3798,Lebanon,LBN,2050.0,445.9649123840332
3799,Liberia,LBR,2022.0,445.9649123840332
3800,Liberia,LBR,2023.0,445.9649123840332
3801,Liberia,LBR,2024.0,445.9649123840332
3802,Liberia,LBR,2025.0,445.9649123840332
3803,Liberia,LBR,2026.0,445.9649123840332
3804,Liberia,LBR,2027.0,445.9649123840332
3805,Liberia,LBR,2028.0,445.9649123840332
3806,Liberia,LBR,2029.0,445.9649123840332
3807,Liberia,LBR,2030.0,445.9649123840332
3808,Liberia,LBR,2031.0,445.9649123840332
3809,Liberia,LBR,2032.0,445.9649123840332
3810,Liberia,LBR,2033.0,445.9649123840332
3811,Liberia,LBR,2034.0,445.9649123840332
3812,Liberia,LBR,2035.0,445.9649123840332
3813,Liberia,LBR,2036.0,445.9649123840332
3814,Liberia,LBR,2037.0,445.9649123840332
3815,Liberia,LBR,2038.0,445.9649123840332
3816,Liberia,LBR,2039.0,445.9649123840332
3817,Liberia,LBR,2040.0,445.9649123840332
3818,Liberia,LBR,2041.0,445.9649123840332
3819,Liberia,LBR,2042.0,445.9649123840332
3820,Liberia,LBR,2043.0,445.9649123840332
3821,Liberia,LBR,2044.0,445.9649123840332
3822,Liberia,LBR,2045.0,445.9649123840332
3823,Liberia,LBR,2046.0,445.9649123840332
3824,Liberia,LBR,2047.0,445.9649123840332
3825,Liberia,LBR,2048.0,445.9649123840332
3826,Liberia,LBR,2049.0,445.9649123840332
3827,Liberia,LBR,2050.0,445.9649123840332
3828,Libya,LBY,2022.0,445.9649123840332
3829,Libya,LBY,2023.0,445.9649123840332
3830,Libya,LBY,2024.0,445.9649123840332
3831,Libya,LBY,2025.0,445.9649123840332
3832,Libya,LBY,2026.0,445.9649123840332
3833,Libya,LBY,2027.0,445.9649123840332
3834,Libya,LBY,2028.0,445.9649123840332
3835,Libya,LBY,2029.0,445.9649123840332
3836,Libya,LBY,2030.0,445.9649123840332
3837,Libya,LBY,2031.0,445.9649123840332
3838,Libya,LBY,2032.0,445.9649123840332
3839,Libya,LBY,2033.0,445.9649123840332
3840,Libya,LBY,2034.0,445.9649123840332
3841,Libya,LBY,2035.0,445.9649123840332
3842,Libya,LBY,2036.0,445.9649123840332
3843,Libya,LBY,2037.0,445.9649123840332
3844,Libya,LBY,2038.0,445.9649123840332
3845,Libya,LBY,2039.0,445.9649123840332
3846,Libya,LBY,2040.0,445.9649123840332
3847,Libya,LBY,2041.0,445.9649123840332
3848,Libya,LBY,2042.0,445.9649123840332
3849,Libya,LBY,2043.0,445.9649123840332
3850,Libya,LBY,2044.0,445.9649123840332
3851,Libya,LBY,2045.0,445.9649123840332
3852,Libya,LBY,2046.0,445.9649123840332
3853,Libya,LBY,2047.0,445.9649123840332
3854,Libya,LBY,2048.0,445.9649123840332
3855,Libya,LBY,2049.0,445.9649123840332
3856,Libya,LBY,2050.0,445.9649123840332
3857,St. Lucia,LCA,2022.0,445.9649123840332
3858,St. Lucia,LCA,2023.0,445.9649123840332
3859,St. Lucia,LCA,2024.0,445.9649123840332
3860,St. Lucia,LCA,2025.0,445.9649123840332
3861,St. Lucia,LCA,2026.0,445.9649123840332
3862,St. Lucia,LCA,2027.0,445.9649123840332
3863,St. Lucia,LCA,2028.0,445.9649123840332
3864,St. Lucia,LCA,2029.0,445.9649123840332
3865,St. Lucia,LCA,2030.0,445.9649123840332
3866,St. Lucia,LCA,2031.0,445.9649123840332
3867,St. Lucia,LCA,2032.0,445.9649123840332
3868,St. Lucia,LCA,2033.0,445.9649123840332
3869,St. Lucia,LCA,2034.0,445.9649123840332
3870,St. Lucia,LCA,2035.0,445.9649123840332
3871,St. Lucia,LCA,2036.0,445.9649123840332
3872,St. Lucia,LCA,2037.0,445.9649123840332
3873,St. Lucia,LCA,2038.0,445.9649123840332
3874,St. Lucia,LCA,2039.0,445.9649123840332
3875,St. Lucia,LCA,2040.0,445.9649123840332
3876,St. Lucia,LCA,2041.0,445.9649123840332
3877,St. Lucia,LCA,2042.0,445.9649123840332
3878,St. Lucia,LCA,2043.0,445.9649123840332
3879,St. Lucia,LCA,2044.0,445.9649123840332
3880,St. Lucia,LCA,2045.0,445.9649123840332
3881,St. Lucia,LCA,2046.0,445.9649123840332
3882,St. Lucia,LCA,2047.0,445.9649123840332
3883,St. Lucia,LCA,2048.0,445.9649123840332
3884,St. Lucia,LCA,2049.0,445.9649123840332
3885,St. Lucia,LCA,2050.0,445.9649123840332
3886,Latin America & Caribbean,LCN,2022.0,445.9649123840332
3887,Latin America & Caribbean,LCN,2023.0,445.9649123840332
3888,Latin America & Caribbean,LCN,2024.0,445.9649123840332
3889,Latin America & Caribbean,LCN,2025.0,445.9649123840332
3890,Latin America & Caribbean,LCN,2026.0,445.9649123840332
3891,Latin America & Caribbean,LCN,2027.0,445.9649123840332
3892,Latin America & Caribbean,LCN,2028.0,445.9649123840332
3893,Latin America & Caribbean,LCN,2029.0,445.9649123840332
3894,Latin America & Caribbean,LCN,2030.0,445.9649123840332
3895,Latin America & Caribbean,LCN,2031.0,445.9649123840332
3896,Latin America & Caribbean,LCN,2032.0,445.9649123840332
3897,Latin America & Caribbean,LCN,2033.0,445.9649123840332
3898,Latin America & Caribbean,LCN,2034.0,445.9649123840332
3899,Latin America & Caribbean,LCN,2035.0,445.9649123840332
3900,Latin America & Caribbean,LCN,2036.0,445.9649123840332
3901,Latin America & Caribbean,LCN,2037.0,445.9649123840332
3902,Latin America & Caribbean,LCN,2038.0,445.9649123840332
3903,Latin America & Caribbean,LCN,2039.0,445.9649123840332
3904,Latin America & Caribbean,LCN,2040.0,445.9649123840332
3905,Latin America & Caribbean,LCN,2041.0,445.9649123840332
3906,Latin America & Caribbean,LCN,2042.0,445.9649123840332
3907,Latin America & Caribbean,LCN,2043.0,445.9649123840332
3908,Latin America & Caribbean,LCN,2044.0,445.9649123840332
3909,Latin America & Caribbean,LCN,2045.0,445.9649123840332
3910,Latin America & Caribbean,LCN,2046.0,445.9649123840332
3911,Latin America & Caribbean,LCN,2047.0,445.9649123840332
3912,Latin America & Caribbean,LCN,2048.0,445.9649123840332
3913,Latin America & Caribbean,LCN,2049.0,445.9649123840332
3914,Latin America & Caribbean,LCN,2050.0,445.9649123840332
3915,Least developed countries: UN classification,LDC,2022.0,445.9649123840332
3916,Least developed countries: UN classification,LDC,2023.0,445.9649123840332
3917,Least developed countries: UN classification,LDC,2024.0,445.9649123840332
3918,Least developed countries: UN classification,LDC,2025.0,445.9649123840332
3919,Least developed countries: UN classification,LDC,2026.0,445.9649123840332
3920,Least developed countries: UN classification,LDC,2027.0,445.9649123840332
3921,Least developed countries: UN classification,LDC,2028.0,445.9649123840332
3922,Least developed countries: UN classification,LDC,2029.0,445.9649123840332
3923,Least developed countries: UN classification,LDC,2030.0,445.9649123840332
3924,Least developed countries: UN classification,LDC,2031.0,445.9649123840332
3925,Least developed countries: UN classification,LDC,2032.0,445.9649123840332
3926,Least developed countries: UN classification,LDC,2033.0,445.9649123840332
3927,Least developed countries: UN classification,LDC,2034.0,445.9649123840332
3928,Least developed countries: UN classification,LDC,2035.0,445.9649123840332
3929,Least developed countries: UN classification,LDC,2036.0,445.9649123840332
3930,Least developed countries: UN classification,LDC,2037.0,445.9649123840332
3931,Least developed countries: UN classification,LDC,2038.0,445.9649123840332
3932,Least developed countries: UN classification,LDC,2039.0,445.9649123840332
3933,Least developed countries: UN classification,LDC,2040.0,445.9649123840332
3934,Least developed countries: UN classification,LDC,2041.0,445.9649123840332
3935,Least developed countries: UN classification,LDC,2042.0,445.9649123840332
3936,Least developed countries: UN classification,LDC,2043.0,445.9649123840332
3937,Least developed countries: UN classification,LDC,2044.0,445.9649123840332
3938,Least developed countries: UN classification,LDC,2045.0,445.9649123840332
3939,Least developed countries: UN classification,LDC,2046.0,445.9649123840332
3940,Least developed countries: UN classification,LDC,2047.0,445.9649123840332
3941,Least developed countries: UN classification,LDC,2048.0,445.9649123840332
3942,Least developed countries: UN classification,LDC,2049.0,445.9649123840332
3943,Least developed countries: UN classification,LDC,2050.0,445.9649123840332
3944,Low income,LIC,2022.0,445.9649123840332
3945,Low income,LIC,2023.0,445.9649123840332
3946,Low income,LIC,2024.0,445.9649123840332
3947,Low income,LIC,2025.0,445.9649123840332
3948,Low income,LIC,2026.0,445.9649123840332
3949,Low income,LIC,2027.0,445.9649123840332
3950,Low income,LIC,2028.0,445.9649123840332
3951,Low income,LIC,2029.0,445.9649123840332
3952,Low income,LIC,2030.0,445.9649123840332
3953,Low income,LIC,2031.0,445.9649123840332
3954,Low income,LIC,2032.0,445.9649123840332
3955,Low income,LIC,2033.0,445.9649123840332
3956,Low income,LIC,2034.0,445.9649123840332
3957,Low income,LIC,2035.0,445.9649123840332
3958,Low income,LIC,2036.0,445.9649123840332
3959,Low income,LIC,2037.0,445.9649123840332
3960,Low income,LIC,2038.0,445.9649123840332
3961,Low income,LIC,2039.0,445.9649123840332
3962,Low income,LIC,2040.0,445.9649123840332
3963,Low income,LIC,2041.0,445.9649123840332
3964,Low income,LIC,2042.0,445.9649123840332
3965,Low income,LIC,2043.0,445.9649123840332
3966,Low income,LIC,2044.0,445.9649123840332
3967,Low income,LIC,2045.0,445.9649123840332
3968,Low income,LIC,2046.0,445.9649123840332
3969,Low income,LIC,2047.0,445.9649123840332
3970,Low income,LIC,2048.0,445.9649123840332
3971,Low income,LIC,2049.0,445.9649123840332
3972,Low income,LIC,2050.0,445.9649123840332
3973,Liechtenstein,LIE,2022.0,445.9649123840332
3974,Liechtenstein,LIE,2023.0,445.9649123840332
3975,Liechtenstein,LIE,2024.0,445.9649123840332
3976,Liechtenstein,LIE,2025.0,445.9649123840332
3977,Liechtenstein,LIE,2026.0,445.9649123840332
3978,Liechtenstein,LIE,2027.0,445.9649123840332
3979,Liechtenstein,LIE,2028.0,445.9649123840332
3980,Liechtenstein,LIE,2029.0,445.9649123840332
3981,Liechtenstein,LIE,2030.0,445.9649123840332
3982,Liechtenstein,LIE,2031.0,445.9649123840332
3983,Liechtenstein,LIE,2032.0,445.9649123840332
3984,Liechtenstein,LIE,2033.0,445.9649123840332
3985,Liechtenstein,LIE,2034.0,445.9649123840332
3986,Liechtenstein,LIE,2035.0,445.9649123840332
3987,Liechtenstein,LIE,2036.0,445.9649123840332
3988,Liechtenstein,LIE,2037.0,445.9649123840332
3989,Liechtenstein,LIE,2038.0,445.9649123840332
3990,Liechtenstein,LIE,2039.0,445.9649123840332
3991,Liechtenstein,LIE,2040.0,445.9649123840332
3992,Liechtenstein,LIE,2041.0,445.9649123840332
3993,Liechtenstein,LIE,2042.0,445.9649123840332
3994,Liechtenstein,LIE,2043.0,445.9649123840332
3995,Liechtenstein,LIE,2044.0,445.9649123840332
3996,Liechtenstein,LIE,2045.0,445.9649123840332
3997,Liechtenstein,LIE,2046.0,445.9649123840332
3998,Liechtenstein,LIE,2047.0,445.9649123840332
3999,Liechtenstein,LIE,2048.0,445.9649123840332
4000,Liechtenstein,LIE,2049.0,445.9649123840332
4001,Liechtenstein,LIE,2050.0,445.9649123840332
4002,Sri Lanka,LKA,2022.0,445.9649123840332
4003,Sri Lanka,LKA,2023.0,445.9649123840332
4004,Sri Lanka,LKA,2024.0,445.9649123840332
4005,Sri Lanka,LKA,2025.0,445.9649123840332
4006,Sri Lanka,LKA,2026.0,445.9649123840332
4007,Sri Lanka,LKA,2027.0,445.9649123840332
4008,Sri Lanka,LKA,2028.0,445.9649123840332
4009,Sri Lanka,LKA,2029.0,445.9649123840332
4010,Sri Lanka,LKA,2030.0,445.9649123840332
4011,Sri Lanka,LKA,2031.0,445.9649123840332
4012,Sri Lanka,LKA,2032.0,445.9649123840332
4013,Sri Lanka,LKA,2033.0,445.9649123840332
4014,Sri Lanka,LKA,2034.0,445.9649123840332
4015,Sri Lanka,LKA,2035.0,445.9649123840332
4016,Sri Lanka,LKA,2036.0,445.9649123840332
4017,Sri Lanka,LKA,2037.0,445.9649123840332
4018,Sri Lanka,LKA,2038.0,445.9649123840332
4019,Sri Lanka,LKA,2039.0,445.9649123840332
4020,Sri Lanka,LKA,2040.0,445.9649123840332
4021,Sri Lanka,LKA,2041.0,445.9649123840332
4022,Sri Lanka,LKA,2042.0,445.9649123840332
4023,Sri Lanka,LKA,2043.0,445.9649123840332
4024,Sri Lanka,LKA,2044.0,445.9649123840332
4025,Sri Lanka,LKA,2045.0,445.9649123840332
4026,Sri Lanka,LKA,2046.0,445.9649123840332
4027,Sri Lanka,LKA,2047.0,445.9649123840332
4028,Sri Lanka,LKA,2048.0,445.9649123840332
4029,Sri Lanka,LKA,2049.0,445.9649123840332
4030,Sri Lanka,LKA,2050.0,445.9649123840332
4031,Lower middle income,LMC,2022.0,445.9649123840332
4032,Lower middle income,LMC,2023.0,445.9649123840332
4033,Lower middle income,LMC,2024.0,445.9649123840332
4034,Lower middle income,LMC,2025.0,445.9649123840332
4035,Lower middle income,LMC,2026.0,445.9649123840332
4036,Lower middle income,LMC,2027.0,445.9649123840332
4037,Lower middle income,LMC,2028.0,445.9649123840332
4038,Lower middle income,LMC,2029.0,445.9649123840332
4039,Lower middle income,LMC,2030.0,445.9649123840332
4040,Lower middle income,LMC,2031.0,445.9649123840332
4041,Lower middle income,LMC,2032.0,445.9649123840332
4042,Lower middle income,LMC,2033.0,445.9649123840332
4043,Lower middle income,LMC,2034.0,445.9649123840332
4044,Lower middle income,LMC,2035.0,445.9649123840332
4045,Lower middle income,LMC,2036.0,445.9649123840332
4046,Lower middle income,LMC,2037.0,445.9649123840332
4047,Lower middle income,LMC,2038.0,445.9649123840332
4048,Lower middle income,LMC,2039.0,445.9649123840332
4049,Lower middle income,LMC,2040.0,445.9649123840332
4050,Lower middle income,LMC,2041.0,445.9649123840332
4051,Lower middle income,LMC,2042.0,445.9649123840332
4052,Lower middle income,LMC,2043.0,445.9649123840332
4053,Lower middle income,LMC,2044.0,445.9649123840332
4054,Lower middle income,LMC,2045.0,445.9649123840332
4055,Lower middle income,LMC,2046.0,445.9649123840332
4056,Lower middle income,LMC,2047.0,445.9649123840332
4057,Lower middle income,LMC,2048.0,445.9649123840332
4058,Lower middle income,LMC,2049.0,445.9649123840332
4059,Lower middle income,LMC,2050.0,445.9649123840332
4060,Low & middle income,LMY,2022.0,445.9649123840332
4061,Low & middle income,LMY,2023.0,445.9649123840332
4062,Low & middle income,LMY,2024.0,445.9649123840332
4063,Low & middle income,LMY,2025.0,445.9649123840332
4064,Low & middle income,LMY,2026.0,445.9649123840332
4065,Low & middle income,LMY,2027.0,445.9649123840332
4066,Low & middle income,LMY,2028.0,445.9649123840332
4067,Low & middle income,LMY,2029.0,445.9649123840332
4068,Low & middle income,LMY,2030.0,445.9649123840332
4069,Low & middle income,LMY,2031.0,445.9649123840332
