,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_geothermal_mm_usd_per_gw
3248,Andorra,IRQ,2029,9449.533895524697
3249,Andorra,IRQ,2030,9233.70624306925
3250,Andorra,IRQ,2031,9022.808101008648
3251,Andorra,IRQ,2032,8816.72687916987
3252,Andorra,IRQ,2033,8615.352558942997
3253,Andorra,IRQ,2034,8418.57763454664
3254,Andorra,IRQ,2035,8226.297055634843
3255,Andorra,IRQ,2036,8038.408171214874
3256,Andorra,IRQ,2037,7854.810674845911
3257,Andorra,IRQ,2038,7675.406551089408
3258,Andorra,IRQ,2039,7500.100023182531
3259,Andorra,IRQ,2040,7328.797501906729
3260,Andorra,IRQ,2041,7161.407535624159
3261,Andorra,IRQ,2042,6997.840761455275
3262,Andorra,IRQ,2043,6838.0098575715165
3263,Andorra,IRQ,2044,6681.829496577646
3264,Andorra,IRQ,2045,6529.216299958826
3265,Andorra,IRQ,2046,6380.08879356813
3266,Andorra,IRQ,2047,6234.3673641307205
3267,Andorra,IRQ,2048,6091.974216741468
3268,Andorra,IRQ,2049,5952.833333333333
3269,Andorra,IRQ,2050,5816.870432094327
3270,Andorra,ISL,2021,11368.025855622782
3271,Andorra,ISL,2022,11108.37978624005
3272,Andorra,ISL,2023,10854.664041277943
3273,Andorra,ISL,2024,10606.743171939499
3274,Andorra,ISL,2025,10364.484823082554
3275,Andorra,ISL,2026,10127.759662560571
3276,Andorra,ISL,2027,9896.441312177316
3277,Andorra,ISL,2028,9670.406280218554
3278,Andorra,ISL,2029,9449.533895524697
3279,Andorra,ISL,2030,9233.70624306925
3280,Andorra,ISL,2031,9022.808101008648
3281,Andorra,ISL,2032,8816.72687916987
3282,Andorra,ISL,2033,8615.352558942997
3283,Andorra,ISL,2034,8418.57763454664
3284,Andorra,ISL,2035,8226.297055634843
3285,Andorra,ISL,2036,8038.408171214874
3286,Andorra,ISL,2037,7854.810674845911
3287,Andorra,ISL,2038,7675.406551089408
3288,Andorra,ISL,2039,7500.100023182531
3289,Andorra,ISL,2040,7328.797501906729
3290,Andorra,ISL,2041,7161.407535624159
3291,Andorra,ISL,2042,6997.840761455275
3292,Andorra,ISL,2043,6838.0098575715165
3293,Andorra,ISL,2044,6681.829496577646
3294,Andorra,ISL,2045,6529.216299958826
3295,Andorra,ISL,2046,6380.08879356813
3296,Andorra,ISL,2047,6234.3673641307205
3297,Andorra,ISL,2048,6091.974216741468
3298,Andorra,ISL,2049,5952.833333333333
3299,Andorra,ISL,2050,5816.870432094327
3300,Andorra,ISR,2021,11368.025855622782
3301,Andorra,ISR,2022,11108.37978624005
3302,Andorra,ISR,2023,10854.664041277943
3303,Andorra,ISR,2024,10606.743171939499
3304,Andorra,ISR,2025,10364.484823082554
3305,Andorra,ISR,2026,10127.759662560571
3306,Andorra,ISR,2027,9896.441312177316
3307,Andorra,ISR,2028,9670.406280218554
3308,Andorra,ISR,2029,9449.533895524697
3309,Andorra,ISR,2030,9233.70624306925
3310,Andorra,ISR,2031,9022.808101008648
3311,Andorra,ISR,2032,8816.72687916987
3312,Andorra,ISR,2033,8615.352558942997
3313,Andorra,ISR,2034,8418.57763454664
3314,Andorra,ISR,2035,8226.297055634843
3315,Andorra,ISR,2036,8038.408171214874
3316,Andorra,ISR,2037,7854.810674845911
3317,Andorra,ISR,2038,7675.406551089408
3318,Andorra,ISR,2039,7500.100023182531
3319,Andorra,ISR,2040,7328.797501906729
3320,Andorra,ISR,2041,7161.407535624159
3321,Andorra,ISR,2042,6997.840761455275
3322,Andorra,ISR,2043,6838.0098575715165
3323,Andorra,ISR,2044,6681.829496577646
3324,Andorra,ISR,2045,6529.216299958826
3325,Andorra,ISR,2046,6380.08879356813
3326,Andorra,ISR,2047,6234.3673641307205
3327,Andorra,ISR,2048,6091.974216741468
3328,Andorra,ISR,2049,5952.833333333333
3329,Andorra,ISR,2050,5816.870432094327
3330,Andorra,ITA,2021,11368.025855622782
3331,Andorra,ITA,2022,11108.37978624005
3332,Andorra,ITA,2023,10854.664041277943
3333,Andorra,ITA,2024,10606.743171939499
3334,Andorra,ITA,2025,10364.484823082554
3335,Andorra,ITA,2026,10127.759662560571
3336,Andorra,ITA,2027,9896.441312177316
3337,Andorra,ITA,2028,9670.406280218554
3338,Andorra,ITA,2029,9449.533895524697
3339,Andorra,ITA,2030,9233.70624306925
3340,Andorra,ITA,2031,9022.808101008648
3341,Andorra,ITA,2032,8816.72687916987
3342,Andorra,ITA,2033,8615.352558942997
3343,Andorra,ITA,2034,8418.57763454664
3344,Andorra,ITA,2035,8226.297055634843
3345,Andorra,ITA,2036,8038.408171214874
3346,Andorra,ITA,2037,7854.810674845911
3347,Andorra,ITA,2038,7675.406551089408
3348,Andorra,ITA,2039,7500.100023182531
3349,Andorra,ITA,2040,7328.797501906729
3350,Andorra,ITA,2041,7161.407535624159
3351,Andorra,ITA,2042,6997.840761455275
3352,Andorra,ITA,2043,6838.0098575715165
3353,Andorra,ITA,2044,6681.829496577646
3354,Andorra,ITA,2045,6529.216299958826
3355,Andorra,ITA,2046,6380.08879356813
3356,Andorra,ITA,2047,6234.3673641307205
3357,Andorra,ITA,2048,6091.974216741468
3358,Andorra,ITA,2049,5952.833333333333
3359,Andorra,ITA,2050,5816.870432094327
3360,Andorra,JAM,2021,11368.025855622782
3361,Andorra,JAM,2022,11108.37978624005
3362,Andorra,JAM,2023,10854.664041277943
3363,Andorra,JAM,2024,10606.743171939499
3364,Andorra,JAM,2025,10364.484823082554
3365,Andorra,JAM,2026,10127.759662560571
3366,Andorra,JAM,2027,9896.441312177316
3367,Andorra,JAM,2028,9670.406280218554
3368,Andorra,JAM,2029,9449.533895524697
3369,Andorra,JAM,2030,9233.70624306925
3370,Andorra,JAM,2031,9022.808101008648
3371,Andorra,JAM,2032,8816.72687916987
3372,Andorra,JAM,2033,8615.352558942997
3373,Andorra,JAM,2034,8418.57763454664
3374,Andorra,JAM,2035,8226.297055634843
3375,Andorra,JAM,2036,8038.408171214874
3376,Andorra,JAM,2037,7854.810674845911
3377,Andorra,JAM,2038,7675.406551089408
3378,Andorra,JAM,2039,7500.100023182531
3379,Andorra,JAM,2040,7328.797501906729
3380,Andorra,JAM,2041,7161.407535624159
3381,Andorra,JAM,2042,6997.840761455275
3382,Andorra,JAM,2043,6838.0098575715165
3383,Andorra,JAM,2044,6681.829496577646
3384,Andorra,JAM,2045,6529.216299958826
3385,Andorra,JAM,2046,6380.08879356813
3386,Andorra,JAM,2047,6234.3673641307205
3387,Andorra,JAM,2048,6091.974216741468
3388,Andorra,JAM,2049,5952.833333333333
3389,Andorra,JAM,2050,5816.870432094327
3390,Andorra,JEY,2021,11368.025855622782
3391,Andorra,JEY,2022,11108.37978624005
3392,Andorra,JEY,2023,10854.664041277943
3393,Andorra,JEY,2024,10606.743171939499
3394,Andorra,JEY,2025,10364.484823082554
3395,Andorra,JEY,2026,10127.759662560571
3396,Andorra,JEY,2027,9896.441312177316
3397,Andorra,JEY,2028,9670.406280218554
3398,Andorra,JEY,2029,9449.533895524697
3399,Andorra,JEY,2030,9233.70624306925
3400,Andorra,JEY,2031,9022.808101008648
3401,Andorra,JEY,2032,8816.72687916987
3402,Andorra,JEY,2033,8615.352558942997
3403,Andorra,JEY,2034,8418.57763454664
3404,Andorra,JEY,2035,8226.297055634843
3405,Andorra,JEY,2036,8038.408171214874
3406,Andorra,JEY,2037,7854.810674845911
3407,Andorra,JEY,2038,7675.406551089408
3408,Andorra,JEY,2039,7500.100023182531
3409,Andorra,JEY,2040,7328.797501906729
3410,Andorra,JEY,2041,7161.407535624159
3411,Andorra,JEY,2042,6997.840761455275
3412,Andorra,JEY,2043,6838.0098575715165
3413,Andorra,JEY,2044,6681.829496577646
3414,Andorra,JEY,2045,6529.216299958826
3415,Andorra,JEY,2046,6380.08879356813
3416,Andorra,JEY,2047,6234.3673641307205
3417,Andorra,JEY,2048,6091.974216741468
3418,Andorra,JEY,2049,5952.833333333333
3419,Andorra,JEY,2050,5816.870432094327
3420,Andorra,JOR,2021,11368.025855622782
3421,Andorra,JOR,2022,11108.37978624005
3422,Andorra,JOR,2023,10854.664041277943
3423,Andorra,JOR,2024,10606.743171939499
3424,Andorra,JOR,2025,10364.484823082554
3425,Andorra,JOR,2026,10127.759662560571
3426,Andorra,JOR,2027,9896.441312177316
3427,Andorra,JOR,2028,9670.406280218554
3428,Andorra,JOR,2029,9449.533895524697
3429,Andorra,JOR,2030,9233.70624306925
3430,Andorra,JOR,2031,9022.808101008648
3431,Andorra,JOR,2032,8816.72687916987
3432,Andorra,JOR,2033,8615.352558942997
3433,Andorra,JOR,2034,8418.57763454664
3434,Andorra,JOR,2035,8226.297055634843
3435,Andorra,JOR,2036,8038.408171214874
3436,Andorra,JOR,2037,7854.810674845911
3437,Andorra,JOR,2038,7675.406551089408
3438,Andorra,JOR,2039,7500.100023182531
3439,Andorra,JOR,2040,7328.797501906729
3440,Andorra,JOR,2041,7161.407535624159
3441,Andorra,JOR,2042,6997.840761455275
3442,Andorra,JOR,2043,6838.0098575715165
3443,Andorra,JOR,2044,6681.829496577646
3444,Andorra,JOR,2045,6529.216299958826
3445,Andorra,JOR,2046,6380.08879356813
3446,Andorra,JOR,2047,6234.3673641307205
3447,Andorra,JOR,2048,6091.974216741468
3448,Andorra,JOR,2049,5952.833333333333
3449,Andorra,JOR,2050,5816.870432094327
3450,Andorra,JPN,2021,11368.025855622782
3451,Andorra,JPN,2022,11108.37978624005
3452,Andorra,JPN,2023,10854.664041277943
3453,Andorra,JPN,2024,10606.743171939499
3454,Andorra,JPN,2025,10364.484823082554
3455,Andorra,JPN,2026,10127.759662560571
3456,Andorra,JPN,2027,9896.441312177316
3457,Andorra,JPN,2028,9670.406280218554
3458,Andorra,JPN,2029,9449.533895524697
3459,Andorra,JPN,2030,9233.70624306925
3460,Andorra,JPN,2031,9022.808101008648
3461,Andorra,JPN,2032,8816.72687916987
3462,Andorra,JPN,2033,8615.352558942997
3463,Andorra,JPN,2034,8418.57763454664
3464,Andorra,JPN,2035,8226.297055634843
3465,Andorra,JPN,2036,8038.408171214874
3466,Andorra,JPN,2037,7854.810674845911
3467,Andorra,JPN,2038,7675.406551089408
3468,Andorra,JPN,2039,7500.100023182531
3469,Andorra,JPN,2040,7328.797501906729
3470,Andorra,JPN,2041,7161.407535624159
3471,Andorra,JPN,2042,6997.840761455275
3472,Andorra,JPN,2043,6838.0098575715165
3473,Andorra,JPN,2044,6681.829496577646
3474,Andorra,JPN,2045,6529.216299958826
3475,Andorra,JPN,2046,6380.08879356813
3476,Andorra,JPN,2047,6234.3673641307205
3477,Andorra,JPN,2048,6091.974216741468
3478,Andorra,JPN,2049,5952.833333333333
3479,Andorra,JPN,2050,5816.870432094327
3480,Andorra,KAZ,2021,11368.025855622782
3481,Andorra,KAZ,2022,11108.37978624005
3482,Andorra,KAZ,2023,10854.664041277943
3483,Andorra,KAZ,2024,10606.743171939499
3484,Andorra,KAZ,2025,10364.484823082554
3485,Andorra,KAZ,2026,10127.759662560571
3486,Andorra,KAZ,2027,9896.441312177316
3487,Andorra,KAZ,2028,9670.406280218554
3488,Andorra,KAZ,2029,9449.533895524697
3489,Andorra,KAZ,2030,9233.70624306925
3490,Andorra,KAZ,2031,9022.808101008648
3491,Andorra,KAZ,2032,8816.72687916987
3492,Andorra,KAZ,2033,8615.352558942997
3493,Andorra,KAZ,2034,8418.57763454664
3494,Andorra,KAZ,2035,8226.297055634843
3495,Andorra,KAZ,2036,8038.408171214874
3496,Andorra,KAZ,2037,7854.810674845911
3497,Andorra,KAZ,2038,7675.406551089408
3498,Andorra,KAZ,2039,7500.100023182531
3499,Andorra,KAZ,2040,7328.797501906729
3500,Andorra,KAZ,2041,7161.407535624159
3501,Andorra,KAZ,2042,6997.840761455275
3502,Andorra,KAZ,2043,6838.0098575715165
3503,Andorra,KAZ,2044,6681.829496577646
3504,Andorra,KAZ,2045,6529.216299958826
3505,Andorra,KAZ,2046,6380.08879356813
3506,Andorra,KAZ,2047,6234.3673641307205
3507,Andorra,KAZ,2048,6091.974216741468
3508,Andorra,KAZ,2049,5952.833333333333
3509,Andorra,KAZ,2050,5816.870432094327
3510,Andorra,KEN,2021,11368.025855622782
3511,Andorra,KEN,2022,11108.37978624005
3512,Andorra,KEN,2023,10854.664041277943
3513,Andorra,KEN,2024,10606.743171939499
3514,Andorra,KEN,2025,10364.484823082554
3515,Andorra,KEN,2026,10127.759662560571
3516,Andorra,KEN,2027,9896.441312177316
3517,Andorra,KEN,2028,9670.406280218554
3518,Andorra,KEN,2029,9449.533895524697
3519,Andorra,KEN,2030,9233.70624306925
3520,Andorra,KEN,2031,9022.808101008648
3521,Andorra,KEN,2032,8816.72687916987
3522,Andorra,KEN,2033,8615.352558942997
3523,Andorra,KEN,2034,8418.57763454664
3524,Andorra,KEN,2035,8226.297055634843
3525,Andorra,KEN,2036,8038.408171214874
3526,Andorra,KEN,2037,7854.810674845911
3527,Andorra,KEN,2038,7675.406551089408
3528,Andorra,KEN,2039,7500.100023182531
3529,Andorra,KEN,2040,7328.797501906729
3530,Andorra,KEN,2041,7161.407535624159
3531,Andorra,KEN,2042,6997.840761455275
3532,Andorra,KEN,2043,6838.0098575715165
3533,Andorra,KEN,2044,6681.829496577646
3534,Andorra,KEN,2045,6529.216299958826
3535,Andorra,KEN,2046,6380.08879356813
3536,Andorra,KEN,2047,6234.3673641307205
3537,Andorra,KEN,2048,6091.974216741468
3538,Andorra,KEN,2049,5952.833333333333
3539,Andorra,KEN,2050,5816.870432094327
3540,Andorra,KGZ,2021,11368.025855622782
3541,Andorra,KGZ,2022,11108.37978624005
3542,Andorra,KGZ,2023,10854.664041277943
3543,Andorra,KGZ,2024,10606.743171939499
3544,Andorra,KGZ,2025,10364.484823082554
3545,Andorra,KGZ,2026,10127.759662560571
3546,Andorra,KGZ,2027,9896.441312177316
3547,Andorra,KGZ,2028,9670.406280218554
3548,Andorra,KGZ,2029,9449.533895524697
3549,Andorra,KGZ,2030,9233.70624306925
3550,Andorra,KGZ,2031,9022.808101008648
3551,Andorra,KGZ,2032,8816.72687916987
3552,Andorra,KGZ,2033,8615.352558942997
3553,Andorra,KGZ,2034,8418.57763454664
3554,Andorra,KGZ,2035,8226.297055634843
3555,Andorra,KGZ,2036,8038.408171214874
3556,Andorra,KGZ,2037,7854.810674845911
3557,Andorra,KGZ,2038,7675.406551089408
3558,Andorra,KGZ,2039,7500.100023182531
3559,Andorra,KGZ,2040,7328.797501906729
3560,Andorra,KGZ,2041,7161.407535624159
3561,Andorra,KGZ,2042,6997.840761455275
3562,Andorra,KGZ,2043,6838.0098575715165
3563,Andorra,KGZ,2044,6681.829496577646
3564,Andorra,KGZ,2045,6529.216299958826
3565,Andorra,KGZ,2046,6380.08879356813
3566,Andorra,KGZ,2047,6234.3673641307205
3567,Andorra,KGZ,2048,6091.974216741468
3568,Andorra,KGZ,2049,5952.833333333333
3569,Andorra,KGZ,2050,5816.870432094327
3570,Andorra,KHM,2021,11368.025855622782
3571,Andorra,KHM,2022,11108.37978624005
3572,Andorra,KHM,2023,10854.664041277943
3573,Andorra,KHM,2024,10606.743171939499
3574,Andorra,KHM,2025,10364.484823082554
3575,Andorra,KHM,2026,10127.759662560571
3576,Andorra,KHM,2027,9896.441312177316
3577,Andorra,KHM,2028,9670.406280218554
3578,Andorra,KHM,2029,9449.533895524697
3579,Andorra,KHM,2030,9233.70624306925
3580,Andorra,KHM,2031,9022.808101008648
3581,Andorra,KHM,2032,8816.72687916987
3582,Andorra,KHM,2033,8615.352558942997
3583,Andorra,KHM,2034,8418.57763454664
3584,Andorra,KHM,2035,8226.297055634843
3585,Andorra,KHM,2036,8038.408171214874
3586,Andorra,KHM,2037,7854.810674845911
3587,Andorra,KHM,2038,7675.406551089408
3588,Andorra,KHM,2039,7500.100023182531
3589,Andorra,KHM,2040,7328.797501906729
3590,Andorra,KHM,2041,7161.407535624159
3591,Andorra,KHM,2042,6997.840761455275
3592,Andorra,KHM,2043,6838.0098575715165
3593,Andorra,KHM,2044,6681.829496577646
3594,Andorra,KHM,2045,6529.216299958826
3595,Andorra,KHM,2046,6380.08879356813
3596,Andorra,KHM,2047,6234.3673641307205
3597,Andorra,KHM,2048,6091.974216741468
3598,Andorra,KHM,2049,5952.833333333333
3599,Andorra,KHM,2050,5816.870432094327
3600,Andorra,KIR,2021,11368.025855622782
3601,Andorra,KIR,2022,11108.37978624005
3602,Andorra,KIR,2023,10854.664041277943
3603,Andorra,KIR,2024,10606.743171939499
3604,Andorra,KIR,2025,10364.484823082554
3605,Andorra,KIR,2026,10127.759662560571
3606,Andorra,KIR,2027,9896.441312177316
3607,Andorra,KIR,2028,9670.406280218554
3608,Andorra,KIR,2029,9449.533895524697
3609,Andorra,KIR,2030,9233.70624306925
3610,Andorra,KIR,2031,9022.808101008648
3611,Andorra,KIR,2032,8816.72687916987
3612,Andorra,KIR,2033,8615.352558942997
3613,Andorra,KIR,2034,8418.57763454664
3614,Andorra,KIR,2035,8226.297055634843
3615,Andorra,KIR,2036,8038.408171214874
3616,Andorra,KIR,2037,7854.810674845911
3617,Andorra,KIR,2038,7675.406551089408
3618,Andorra,KIR,2039,7500.100023182531
3619,Andorra,KIR,2040,7328.797501906729
3620,Andorra,KIR,2041,7161.407535624159
3621,Andorra,KIR,2042,6997.840761455275
3622,Andorra,KIR,2043,6838.0098575715165
3623,Andorra,KIR,2044,6681.829496577646
3624,Andorra,KIR,2045,6529.216299958826
3625,Andorra,KIR,2046,6380.08879356813
3626,Andorra,KIR,2047,6234.3673641307205
3627,Andorra,KIR,2048,6091.974216741468
3628,Andorra,KIR,2049,5952.833333333333
3629,Andorra,KIR,2050,5816.870432094327
3630,Andorra,KNA,2021,11368.025855622782
3631,Andorra,KNA,2022,11108.37978624005
3632,Andorra,KNA,2023,10854.664041277943
3633,Andorra,KNA,2024,10606.743171939499
3634,Andorra,KNA,2025,10364.484823082554
3635,Andorra,KNA,2026,10127.759662560571
3636,Andorra,KNA,2027,9896.441312177316
3637,Andorra,KNA,2028,9670.406280218554
3638,Andorra,KNA,2029,9449.533895524697
3639,Andorra,KNA,2030,9233.70624306925
3640,Andorra,KNA,2031,9022.808101008648
3641,Andorra,KNA,2032,8816.72687916987
3642,Andorra,KNA,2033,8615.352558942997
3643,Andorra,KNA,2034,8418.57763454664
3644,Andorra,KNA,2035,8226.297055634843
3645,Andorra,KNA,2036,8038.408171214874
3646,Andorra,KNA,2037,7854.810674845911
3647,Andorra,KNA,2038,7675.406551089408
3648,Andorra,KNA,2039,7500.100023182531
3649,Andorra,KNA,2040,7328.797501906729
3650,Andorra,KNA,2041,7161.407535624159
3651,Andorra,KNA,2042,6997.840761455275
3652,Andorra,KNA,2043,6838.0098575715165
3653,Andorra,KNA,2044,6681.829496577646
3654,Andorra,KNA,2045,6529.216299958826
3655,Andorra,KNA,2046,6380.08879356813
3656,Andorra,KNA,2047,6234.3673641307205
3657,Andorra,KNA,2048,6091.974216741468
3658,Andorra,KNA,2049,5952.833333333333
3659,Andorra,KNA,2050,5816.870432094327
3660,Andorra,KOR,2021,11368.025855622782
3661,Andorra,KOR,2022,11108.37978624005
3662,Andorra,KOR,2023,10854.664041277943
3663,Andorra,KOR,2024,10606.743171939499
3664,Andorra,KOR,2025,10364.484823082554
3665,Andorra,KOR,2026,10127.759662560571
3666,Andorra,KOR,2027,9896.441312177316
3667,Andorra,KOR,2028,9670.406280218554
3668,Andorra,KOR,2029,9449.533895524697
3669,Andorra,KOR,2030,9233.70624306925
3670,Andorra,KOR,2031,9022.808101008648
3671,Andorra,KOR,2032,8816.72687916987
3672,Andorra,KOR,2033,8615.352558942997
3673,Andorra,KOR,2034,8418.57763454664
3674,Andorra,KOR,2035,8226.297055634843
3675,Andorra,KOR,2036,8038.408171214874
3676,Andorra,KOR,2037,7854.810674845911
3677,Andorra,KOR,2038,7675.406551089408
3678,Andorra,KOR,2039,7500.100023182531
3679,Andorra,KOR,2040,7328.797501906729
3680,Andorra,KOR,2041,7161.407535624159
3681,Andorra,KOR,2042,6997.840761455275
3682,Andorra,KOR,2043,6838.0098575715165
3683,Andorra,KOR,2044,6681.829496577646
3684,Andorra,KOR,2045,6529.216299958826
3685,Andorra,KOR,2046,6380.08879356813
3686,Andorra,KOR,2047,6234.3673641307205
3687,Andorra,KOR,2048,6091.974216741468
3688,Andorra,KOR,2049,5952.833333333333
3689,Andorra,KOR,2050,5816.870432094327
3690,Andorra,KWT,2021,11368.025855622782
3691,Andorra,KWT,2022,11108.37978624005
3692,Andorra,KWT,2023,10854.664041277943
3693,Andorra,KWT,2024,10606.743171939499
3694,Andorra,KWT,2025,10364.484823082554
3695,Andorra,KWT,2026,10127.759662560571
3696,Andorra,KWT,2027,9896.441312177316
3697,Andorra,KWT,2028,9670.406280218554
3698,Andorra,KWT,2029,9449.533895524697
3699,Andorra,KWT,2030,9233.70624306925
3700,Andorra,KWT,2031,9022.808101008648
3701,Andorra,KWT,2032,8816.72687916987
3702,Andorra,KWT,2033,8615.352558942997
3703,Andorra,KWT,2034,8418.57763454664
3704,Andorra,KWT,2035,8226.297055634843
3705,Andorra,KWT,2036,8038.408171214874
3706,Andorra,KWT,2037,7854.810674845911
3707,Andorra,KWT,2038,7675.406551089408
3708,Andorra,KWT,2039,7500.100023182531
3709,Andorra,KWT,2040,7328.797501906729
3710,Andorra,KWT,2041,7161.407535624159
3711,Andorra,KWT,2042,6997.840761455275
3712,Andorra,KWT,2043,6838.0098575715165
3713,Andorra,KWT,2044,6681.829496577646
3714,Andorra,KWT,2045,6529.216299958826
3715,Andorra,KWT,2046,6380.08879356813
3716,Andorra,KWT,2047,6234.3673641307205
3717,Andorra,KWT,2048,6091.974216741468
3718,Andorra,KWT,2049,5952.833333333333
3719,Andorra,KWT,2050,5816.870432094327
3720,Andorra,LAO,2021,11368.025855622782
3721,Andorra,LAO,2022,11108.37978624005
3722,Andorra,LAO,2023,10854.664041277943
3723,Andorra,LAO,2024,10606.743171939499
3724,Andorra,LAO,2025,10364.484823082554
3725,Andorra,LAO,2026,10127.759662560571
3726,Andorra,LAO,2027,9896.441312177316
3727,Andorra,LAO,2028,9670.406280218554
3728,Andorra,LAO,2029,9449.533895524697
3729,Andorra,LAO,2030,9233.70624306925
3730,Andorra,LAO,2031,9022.808101008648
3731,Andorra,LAO,2032,8816.72687916987
3732,Andorra,LAO,2033,8615.352558942997
3733,Andorra,LAO,2034,8418.57763454664
3734,Andorra,LAO,2035,8226.297055634843
3735,Andorra,LAO,2036,8038.408171214874
3736,Andorra,LAO,2037,7854.810674845911
3737,Andorra,LAO,2038,7675.406551089408
3738,Andorra,LAO,2039,7500.100023182531
3739,Andorra,LAO,2040,7328.797501906729
3740,Andorra,LAO,2041,7161.407535624159
3741,Andorra,LAO,2042,6997.840761455275
3742,Andorra,LAO,2043,6838.0098575715165
3743,Andorra,LAO,2044,6681.829496577646
3744,Andorra,LAO,2045,6529.216299958826
3745,Andorra,LAO,2046,6380.08879356813
3746,Andorra,LAO,2047,6234.3673641307205
3747,Andorra,LAO,2048,6091.974216741468
3748,Andorra,LAO,2049,5952.833333333333
3749,Andorra,LAO,2050,5816.870432094327
3750,Andorra,LBN,2021,11368.025855622782
3751,Andorra,LBN,2022,11108.37978624005
3752,Andorra,LBN,2023,10854.664041277943
3753,Andorra,LBN,2024,10606.743171939499
3754,Andorra,LBN,2025,10364.484823082554
3755,Andorra,LBN,2026,10127.759662560571
3756,Andorra,LBN,2027,9896.441312177316
3757,Andorra,LBN,2028,9670.406280218554
3758,Andorra,LBN,2029,9449.533895524697
3759,Andorra,LBN,2030,9233.70624306925
3760,Andorra,LBN,2031,9022.808101008648
3761,Andorra,LBN,2032,8816.72687916987
3762,Andorra,LBN,2033,8615.352558942997
3763,Andorra,LBN,2034,8418.57763454664
3764,Andorra,LBN,2035,8226.297055634843
3765,Andorra,LBN,2036,8038.408171214874
3766,Andorra,LBN,2037,7854.810674845911
3767,Andorra,LBN,2038,7675.406551089408
3768,Andorra,LBN,2039,7500.100023182531
3769,Andorra,LBN,2040,7328.797501906729
3770,Andorra,LBN,2041,7161.407535624159
3771,Andorra,LBN,2042,6997.840761455275
3772,Andorra,LBN,2043,6838.0098575715165
3773,Andorra,LBN,2044,6681.829496577646
3774,Andorra,LBN,2045,6529.216299958826
3775,Andorra,LBN,2046,6380.08879356813
3776,Andorra,LBN,2047,6234.3673641307205
3777,Andorra,LBN,2048,6091.974216741468
3778,Andorra,LBN,2049,5952.833333333333
3779,Andorra,LBN,2050,5816.870432094327
3780,Angola,LBR,2021,11368.025855622782
3781,Angola,LBR,2022,11108.37978624005
3782,Angola,LBR,2023,10854.664041277943
3783,Angola,LBR,2024,10606.743171939499
3784,Angola,LBR,2025,10364.484823082554
3785,Angola,LBR,2026,10127.759662560571
3786,Angola,LBR,2027,9896.441312177316
3787,Angola,LBR,2028,9670.406280218554
3788,Angola,LBR,2029,9449.533895524697
3789,Angola,LBR,2030,9233.70624306925
3790,Angola,LBR,2031,9022.808101008648
3791,Angola,LBR,2032,8816.72687916987
3792,Angola,LBR,2033,8615.352558942997
3793,Angola,LBR,2034,8418.57763454664
3794,Angola,LBR,2035,8226.297055634843
3795,Angola,LBR,2036,8038.408171214874
3796,Angola,LBR,2037,7854.810674845911
3797,Angola,LBR,2038,7675.406551089408
3798,Angola,LBR,2039,7500.100023182531
3799,Angola,LBR,2040,7328.797501906729
3800,Angola,LBR,2041,7161.407535624159
3801,Angola,LBR,2042,6997.840761455275
3802,Angola,LBR,2043,6838.0098575715165
3803,Angola,LBR,2044,6681.829496577646
3804,Angola,LBR,2045,6529.216299958826
3805,Angola,LBR,2046,6380.08879356813
3806,Angola,LBR,2047,6234.3673641307205
3807,Angola,LBR,2048,6091.974216741468
3808,Angola,LBR,2049,5952.833333333333
3809,Angola,LBR,2050,5816.870432094327
3810,Angola,LBY,2021,11368.025855622782
3811,Angola,LBY,2022,11108.37978624005
3812,Angola,LBY,2023,10854.664041277943
3813,Angola,LBY,2024,10606.743171939499
3814,Angola,LBY,2025,10364.484823082554
3815,Angola,LBY,2026,10127.759662560571
3816,Angola,LBY,2027,9896.441312177316
3817,Angola,LBY,2028,9670.406280218554
3818,Angola,LBY,2029,9449.533895524697
3819,Angola,LBY,2030,9233.70624306925
3820,Angola,LBY,2031,9022.808101008648
3821,Angola,LBY,2032,8816.72687916987
3822,Angola,LBY,2033,8615.352558942997
3823,Angola,LBY,2034,8418.57763454664
3824,Angola,LBY,2035,8226.297055634843
3825,Angola,LBY,2036,8038.408171214874
3826,Angola,LBY,2037,7854.810674845911
3827,Angola,LBY,2038,7675.406551089408
3828,Angola,LBY,2039,7500.100023182531
3829,Angola,LBY,2040,7328.797501906729
3830,Angola,LBY,2041,7161.407535624159
3831,Angola,LBY,2042,6997.840761455275
3832,Angola,LBY,2043,6838.0098575715165
3833,Angola,LBY,2044,6681.829496577646
3834,Angola,LBY,2045,6529.216299958826
3835,Angola,LBY,2046,6380.08879356813
3836,Angola,LBY,2047,6234.3673641307205
3837,Angola,LBY,2048,6091.974216741468
3838,Angola,LBY,2049,5952.833333333333
3839,Angola,LBY,2050,5816.870432094327
3840,Angola,LCA,2021,11368.025855622782
3841,Angola,LCA,2022,11108.37978624005
3842,Angola,LCA,2023,10854.664041277943
3843,Angola,LCA,2024,10606.743171939499
3844,Angola,LCA,2025,10364.484823082554
3845,Angola,LCA,2026,10127.759662560571
3846,Angola,LCA,2027,9896.441312177316
3847,Angola,LCA,2028,9670.406280218554
3848,Angola,LCA,2029,9449.533895524697
3849,Angola,LCA,2030,9233.70624306925
3850,Angola,LCA,2031,9022.808101008648
3851,Angola,LCA,2032,8816.72687916987
