Year,prodinit_ippu_glass_tonne,iso_code3
2043,473419.329782936,"POL"
2044,475029.677421334,"POL"
2045,476645.502697322,"POL"
2046,478266.82424322,"POL"
2047,479893.660754727,"POL"
2048,481526.030991136,"POL"
2049,483163.953775551,"POL"
2050,484807.447995101,"POL"
2021,163878.8,"PRT"
2022,159830.47656961,"PRT"
2023,155882.159501221,"PRT"
2024,152031.378322151,"PRT"
2025,148275.723588189,"PRT"
2026,144612.845375998,"PRT"
2027,141040.451812761,"PRT"
2028,137556.307642152,"PRT"
2029,134158.232825729,"PRT"
2030,130844.101178878,"PRT"
2031,127611.839040451,"PRT"
2032,124459.423975278,"PRT"
2033,121384.883508714,"PRT"
2034,118386.293892464,"PRT"
2035,115461.778900886,"PRT"
2036,112609.508657029,"PRT"
2037,109827.698487679,"PRT"
2038,107114.607806679,"PRT"
2039,104468.539025843,"PRT"
2040,101887.836492771,"PRT"
2041,99370.8854548974,"PRT"
2042,96916.1110491437,"PRT"
2043,94521.9773165163,"PRT"
2044,92186.9862410555,"PRT"
2045,89909.6768125224,"PRT"
2046,87688.6241122409,"PRT"
2047,85522.4384215217,"PRT"
2048,83409.7643521124,"PRT"
2049,81349.2799981267,"PRT"
2050,79339.6961089248,"PRT"
2021,9124.099,"PRY"
2022,9488.58951506494,"PRY"
2023,9867.6407375019,"PRY"
2024,10261.8343400579,"PRY"
2025,10671.7752322072,"PRY"
2026,11098.0924884146,"PRY"
2027,11541.440313481,"PRY"
2028,12002.4990464531,"PRY"
2029,12481.976204637,"PRY"
2030,12980.6075693182,"PRY"
2031,13499.1583148544,"PRY"
2032,14038.4241828732,"PRY"
2033,14599.2327033765,"PRY"
2034,15182.4444646262,"PRY"
2035,15788.9544337592,"PRY"
2036,16419.6933301585,"PRY"
2037,17075.6290536878,"PRY"
2038,17757.7681699815,"PRY"
2039,18467.1574550693,"PRY"
2040,19204.8855017053,"PRY"
2041,19972.0843898673,"PRY"
2042,20769.931423989,"PRY"
2043,21599.650939592,"PRY"
2044,22462.5161820882,"PRY"
2045,23359.8512606383,"PRY"
2046,24293.0331800619,"PRY"
2047,25263.4939539191,"PRY"
2048,26272.7228020064,"PRY"
2049,27322.2684356368,"PRY"
2050,28413.7414342143,"PRY"
2021,6748.266,"PSE"
2022,7161.88435293841,"PSE"
2023,7600.85442465725,"PSE"
2024,8066.73008635337,"PSE"
2025,8561.16044993362,"PSE"
2026,9085.89570555973,"PSE"
2027,9642.79331699115,"PSE"
2028,10233.8245966561,"PSE"
2029,10861.0816837255,"PSE"
2030,11526.7849498908,"PSE"
2031,12233.2908590605,"PSE"
2032,12983.1003087978,"PSE"
2033,13778.8674830259,"PSE"
2034,14623.4092473378,"PSE"
2035,15519.7151201691,"PSE"
2036,16470.9578551292,"PSE"
2037,17480.5046719494,"PSE"
2038,18551.9291758063,"PSE"
2039,19689.0240072085,"PSE"
2040,20895.8142672288,"PSE"
2041,22176.5717656022,"PSE"
2042,23535.8301421257,"PSE"
2043,24978.4009148879,"PSE"
2044,26509.3905121342,"PSE"
2045,28134.2183480598,"PSE"
2046,29858.6360065122,"PSE"
2047,31688.747600513,"PSE"
2048,33631.0313796654,"PSE"
2049,35692.3626619351,"PSE"
2050,37880.0381709785,"PSE"
2021,831.1175,"PYF"
2022,822.751912069722,"PYF"
2023,814.470527710442,"PYF"
2024,806.272499373677,"PYF"
2025,798.156988041915,"PYF"
2026,790.123163142752,"PYF"
2027,782.170202463882,"PYF"
2028,774.297292068956,"PYF"
2029,766.503626214274,"PYF"
2030,758.788407266324,"PYF"
2031,751.150845620153,"PYF"
2032,743.590159618549,"PYF"
2033,736.105575472049,"PYF"
2034,728.696327179745,"PYF"
2035,721.361656450886,"PYF"
2036,714.100812627274,"PYF"
2037,706.913052606438,"PYF"
2038,699.797640765585,"PYF"
2039,692.753848886307,"PYF"
2040,685.780956080059,"PYF"
2041,678.878248714377,"PYF"
2042,672.045020339841,"PYF"
2043,665.280571617779,"PYF"
2044,658.584210248689,"PYF"
2045,651.955250901391,"PYF"
2046,645.393015142883,"PYF"
2047,638.89683136891,"PYF"
2048,632.46603473523,"PYF"
2049,626.09996708957,"PYF"
2050,619.797976904269,"PYF"
2021,15134.12,"QAT"
2022,15013.062552473,"QAT"
2023,14892.9734404423,"QAT"
2024,14773.8449182166,"QAT"
2025,14655.6693020619,"QAT"
2026,14538.4389697064,"QAT"
2027,14422.1463598487,"QAT"
2028,14306.7839716699,"QAT"
2029,14192.3443643501,"QAT"
2030,14078.8201565883,"QAT"
2031,13966.2040261263,"QAT"
2032,13854.4887092764,"QAT"
2033,13743.6670004531,"QAT"
2034,13633.7317517082,"QAT"
2035,13524.6758722695,"QAT"
2036,13416.4923280842,"QAT"
2037,13309.1741413641,"QAT"
2038,13202.7143901367,"QAT"
2039,13097.1062077979,"QAT"
2040,12992.3427826693,"QAT"
2041,12888.4173575593,"QAT"
2042,12785.3232293266,"QAT"
2043,12683.0537484483,"QAT"
2044,12581.6023185908,"QAT"
2045,12480.9623961845,"QAT"
2046,12381.1274900015,"QAT"
2047,12282.0911607371,"QAT"
2048,12183.8470205947,"QAT"
2049,12086.3887328731,"QAT"
2050,11989.7100115586,"QAT"
2021,119546.9,"ROU"
2022,124265.752320837,"ROU"
2023,129170.871012663,"ROU"
2024,134269.608532939,"ROU"
2025,139569.607561301,"ROU"
2026,145078.812455438,"ROU"
2027,150805.481159183,"ROU"
2028,156758.19758063,"ROU"
2029,162945.884458865,"ROU"
2030,169377.816738578,"ROU"
2031,176063.635472608,"ROU"
2032,183013.362273261,"ROU"
2033,190237.414334063,"ROU"
2034,197746.620044461,"ROU"
2035,205552.235220886,"ROU"
2036,213665.959978495,"ROU"
2037,222099.956268892,"ROU"
2038,230866.866110113,"ROU"
2039,239979.830536193,"ROU"
2040,249452.509294738,"ROU"
2041,259299.101322003,"ROU"
2042,269534.366026185,"ROU"
2043,280173.645410829,"ROU"
2044,291232.887071503,"ROU"
2045,302728.668100217,"ROU"
2046,314678.21993342,"ROU"
2047,327099.454180815,"ROU"
2048,340010.989473706,"ROU"
2049,353432.179373137,"ROU"
2050,367383.141379627,"ROU"
2021,423474.1,"RUS"
2022,436137.055491302,"RUS"
2023,449178.665643598,"RUS"
2024,462610.253196856,"RUS"
2025,476443.479469849,"RUS"
2026,490690.354484515,"RUS"
2027,505363.247393075,"RUS"
2028,520474.897216945,"RUS"
2029,536038.423906767,"RUS"
2030,552067.339733164,"RUS"
2031,568575.561018109,"RUS"
2032,585577.420217089,"RUS"
2033,603087.678362559,"RUS"
2034,621121.537879488,"RUS"
2035,639694.655784118,"RUS"
2036,658823.157277405,"RUS"
2037,678523.649744933,"RUS"
2038,698813.237175466,"RUS"
2039,719709.535010649,"RUS"
2040,741230.685438752,"RUS"
2041,763395.373145742,"RUS"
2042,786222.841537341,"RUS"
2043,809732.909446176,"RUS"
2044,833945.988338509,"RUS"
2045,858883.100035495,"RUS"
2046,884565.89496435,"RUS"
2047,911016.670955273,"RUS"
2048,938258.392600448,"RUS"
2049,966314.711191928,"RUS"
2050,995209.985255712,"RUS"
2021,1976.818,"RWA"
2022,2110.72489939166,"RWA"
2023,2253.70246573632,"RWA"
2024,2406.3651333861,"RWA"
2025,2569.36895762077,"RWA"
2026,2743.41443399147,"RWA"
2027,2929.24950864282,"RWA"
2028,3127.67279255005,"RWA"
2029,3339.53699348409,"RWA"
2030,3565.75258045326,"RWA"
2031,3807.29169636899,"RWA"
2032,4065.19233575026,"RWA"
2033,4340.56280541973,"RWA"
2034,4634.58648736138,"RWA"
2035,4948.52692420739,"RWA"
2036,5283.73324920887,"RWA"
2037,5641.64598402522,"RWA"
2038,6023.80322924771,"RWA"
2039,6431.84727426048,"RWA"
2040,6867.53165484429,"RWA"
2041,7332.72868885263,"RWA"
2042,7829.43752234389,"RWA"
2043,8359.79272074749,"RWA"
2044,8926.07344198348,"RWA"
2045,9530.71323095661,"RWA"
2046,10176.3104775157,"RWA"
2047,10865.6395828208,"RWA"
2048,11601.6628821042,"RWA"
2049,12387.5433750631,"RWA"
2050,13226.6583185907,"RWA"
2021,166376,"SAU"
2022,171410.058364194,"SAU"
2023,176596.432829352,"SAU"
2024,181939.732041807,"SAU"
2025,187444.704092248,"SAU"
2026,193116.240734909,"SAU"
2027,198959.381734411,"SAU"
2028,204979.319344132,"SAU"
2029,211181.402920075,"SAU"
2030,217571.143674342,"SAU"
2031,224154.219572434,"SAU"
2032,230936.480378727,"SAU"
2033,237923.952854613,"SAU"
2034,245122.846113916,"SAU"
2035,252539.557140354,"SAU"
2036,260180.676471941,"SAU"
2037,268052.994057381,"SAU"
2038,276163.50528966,"SAU"
2039,284519.417222201,"SAU"
2040,293128.154973097,"SAU"
2041,301997.368323117,"SAU"
2042,311134.938513357,"SAU"
2043,320548.985248559,"SAU"
2044,330247.873912335,"SAU"
2045,340240.223000698,"SAU"
2046,350534.911780521,"SAU"
2047,361141.088179704,"SAU"
2048,372068.176916091,"SAU"
2049,383325.887872327,"SAU"
2050,394924.22472413,"SAU"
2021,1739704,"SDN"
2022,4549898.50006581,"SDN"
2023,11899481.9583683,"SDN"
2024,31121061.4644445,"SDN"
2025,81391817.7330923,"SDN"
2026,212866389.582036,"SDN"
2027,556715663.511568,"SDN"
2028,1455994676.32104,"SDN"
2029,3807905249.3395,"SDN"
2030,9958925416.25615,"SDN"
2031,26045867465.7822,"SDN"
2032,68118515170.0951,"SDN"
2033,178152335109.378,"SDN"
2034,465926986600.813,"SDN"
2035,1218552407464.27,"SDN"
2036,3186915573553.47,"SDN"
2037,8334833045131.41,"SDN"
2038,21798331423243.5,"SDN"
2039,57009810546249.7,"SDN"
2040,149099416621113,"SDN"
2041,389944043380420,"SDN"
2042,1019832004804364,"SDN"
2043,2667196321315857,"SDN"
2044,6975596159884704,"SDN"
2045,18243479640745912,"SDN"
2046,47712703226187288,"SDN"
2047,124784421282536896,"SDN"
2048,326352328456446912,"SDN"
2049,853518742117608320,"SDN"
2050,2232232405362614272,"SDN"
2021,11728.27,"SEN"
2022,12736.3893842233,"SEN"
2023,13831.1630399501,"SEN"
2024,15020.0394528333,"SEN"
2025,16311.1073532312,"SEN"
2026,17713.1507493109,"SEN"
2027,19235.7086905972,"SEN"
2028,20889.1401685784,"SEN"
2029,22684.6945959322,"SEN"
2030,24634.5883438886,"SEN"
2031,26752.0878584662,"SEN"
2032,29051.5999210776,"SEN"
2033,31548.7696676078,"SEN"
2034,34260.5870328553,"SEN"
2035,37205.50234455,"SEN"
2036,40403.5518534124,"SEN"
2037,43876.4940533187,"SEN"
2038,47647.9577190519,"SEN"
2039,51743.6026688379,"SEN"
2040,56191.2943454452,"SEN"
2041,61021.2934036387,"SEN"
2042,66266.461593882,"SEN"
2043,71962.4853430521,"SEN"
2044,78148.1185533392,"SEN"
2045,84865.446271255,"SEN"
2046,92160.1710206691,"SEN"
2047,100081.923747991,"SEN"
2048,108684.601495068,"SEN"
2049,118026.734097213,"SEN"
2050,128171.882401265,"SEN"
2021,62273.45,"SGP"
2022,64593.3773408008,"SGP"
2023,66999.7309654608,"SGP"
2024,69495.7305879816,"SGP"
2025,72084.7158691887,"SGP"
2026,74770.1508852154,"SGP"
2027,77555.6287624554,"SGP"
2028,80444.876485185,"SGP"
2029,83441.759882288,"SGP"
2030,86550.2887997553,"SGP"
2031,89774.6224658804,"SGP"
2032,93119.0750563289,"SGP"
2033,96588.1214665287,"SGP"
2034,100186.403299104,"SGP"
2035,103918.735074364,"SGP"
2036,107790.110672158,"SGP"
2037,111805.710013712,"SGP"
2038,115970.905992391,"SGP"
2039,120291.27166266,"SGP"
2040,124772.587696859,"SGP"
2041,129420.850119776,"SGP"
2042,134242.278331358,"SGP"
2043,139243.323428302,"SGP"
2044,144430.676835658,"SGP"
2045,149811.279259988,"SGP"
2046,155392.329976073,"SGP"
2047,161181.296459578,"SGP"
2048,167185.924378576,"SGP"
2049,173414.24795729,"SGP"
2050,179874.600725934,"SGP"
2021,395.9675,"SLB"
2022,531.69705299092,"SLB"
2023,713.951918173157,"SLB"
2024,958.680020127618,"SLB"
2025,1287.2959055052,"SLB"
2026,1728.55458916298,"SLB"
2027,2321.06771639564,"SLB"
2028,3116.68221407041,"SLB"
2029,4185.01707420547,"SLB"
2030,5619.55525408458,"SLB"
2031,7545.82375502134,"SLB"
2032,10132.3776646662,"SLB"
2033,13605.5493041577,"SLB"
2034,18269.2530809809,"SLB"
2035,24531.5790399537,"SLB"
2036,32940.5021390826,"SLB"
2037,44231.8319341647,"SLB"
2038,59393.5984336721,"SLB"
2039,79752.5081066239,"SLB"
2040,107090.03524008,"SLB"
2041,143798.307037432,"SLB"
2042,193089.422937201,"SLB"
2043,259276.524309261,"SLB"
2044,348151.209089036,"SLB"
2045,467490.316422096,"SLB"
2046,627736.426710326,"SLB"
2047,842911.62314314,"SLB"
2048,1131844.47197561,"SLB"
2049,1519817.58652792,"SLB"
2050,2040779.94239595,"SLB"
2021,904.4438,"SLE"
2022,3781.25102649548,"SLE"
2023,15808.4552355526,"SLE"
2024,66091.1574458704,"SLE"
2025,276310.431819502,"SLE"
2026,1155184.10756854,"SLE"
2027,4829532.90468111,"SLE"
2028,20191056.927273,"SLE"
2029,84413707.8857525,"SLE"
2030,352912386.146371,"SLE"
2031,1475437525.66929,"SLE"
2032,6168431536.00807,"SLE"
2033,25788653841.618,"SLE"
2034,107815846391.511,"SLE"
2035,450750814854.81,"SLE"
2036,1884475277914.92,"SLE"
2037,7878515037663.09,"SLE"
2038,32938080921582.5,"SLE"
2039,137705794760852,"SLE"
2040,575713137503788,"SLE"
2041,2406911178066709,"SLE"
2042,10062687546476840,"SLE"
2043,42069554365256128,"SLE"
2044,175882178226919296,"SLE"
2045,735318951783183872,"SLE"
2046,3074182764293088256,"SLE"
2047,12852381467060699136,"SLE"
2048,5.3732559850855e+19,"SLE"
2049,2.2464225758668e+20,"SLE"
2050,9.39172524698489e+20,"SLE"
2021,5821.27,"SLV"
2022,6025.39215786481,"SLV"
2023,6236.67183553739,"SLV"
2024,6455.36001062024,"SLV"
2025,6681.71646121641,"SLV"
2026,6916.01007451803,"SLV"
2027,7158.51916621544,"SLV"
2028,7409.53181110641,"SLV"
2029,7669.34618529812,"SLV"
2030,7938.27092040838,"SLV"
2031,8216.6254701869,"SLV"
2032,8504.74048999211,"SLV"
2033,8802.95822957426,"SLV"
2034,9111.63293963143,"SLV"
2035,9431.13129262134,"SLV"
2036,9761.832818329,"SLV"
2037,10104.1303547073,"SLV"
2038,10458.4305145264,"SLV"
2039,10825.1541683862,"SLV"
2040,11204.7369446652,"SLV"
2041,11597.6297470009,"SLV"
2042,12004.2992899142,"SLV"
2043,12425.2286532168,"SLV"
2044,12860.9178558578,"SLV"
2045,13311.8844498931,"SLV"
2046,13778.6641352812,"SLV"
2047,14261.8113962377,"SLV"
2048,14761.9001599028,"SLV"
2049,15279.5244781056,"SLV"
2050,15815.2992330334,"SLV"
2021,71.84893,"SMR"
2022,72.7030528935759,"SMR"
2023,73.5673293958045,"SMR"
2024,74.4418802103567,"SMR"
2025,75.3268274757997,"SMR"
2026,76.2222947826548,"SMR"
2027,77.1284071906581,"SMR"
2028,78.0452912462257,"SMR"
2029,78.9730750001272,"SMR"
2030,79.9118880253691,"SMR"
2031,80.8618614352911,"SMR"
2032,81.8231279018766,"SMR"
2033,82.7958216742819,"SMR"
2034,83.7800785975852,"SMR"
2035,84.7760361317586,"SMR"
2036,85.7838333708651,"SMR"
2037,86.803611062485,"SMR"
2038,87.835511627372,"SMR"
2039,88.8796791793439,"SMR"
2040,89.9362595454086,"SMR"
2041,91.0054002861312,"SMR"
2042,92.087250716241,"SMR"
2043,93.1819619254853,"SMR"
2044,94.2896867997302,"SMR"
2045,95.4105800423123,"SMR"
2046,96.5447981956446,"SMR"
2047,97.6924996630787,"SMR"
2048,98.8538447310274,"SMR"
2049,100.02899559135,"SMR"
2050,101.218116364004,"SMR"
2021,1034.378,"SOM"
2022,1131.82748630557,"SOM"
2023,1238.45775795385,"SOM"
2024,1355.13374325491,"SOM"
2025,1482.80185602948,"SOM"
2026,1622.49767241674,"SOM"
2027,1775.35433091972,"SOM"
2028,1942.61172382492,"SOM"
2029,2125.62655455209,"SOM"
2030,2325.88334251411,"SOM"
2031,2545.00646475248,"SOM"
2032,2784.77333202391,"SOM"
2033,3047.12880621533,"SOM"
2034,3334.2009760339,"SOM"
2035,3648.31841893584,"SOM"
2036,3992.02908931403,"SOM"
2037,4368.12098615497,"SOM"
2038,4779.64476781059,"SOM"
2039,5229.93849732363,"SOM"
2040,5722.6547190278,"SOM"
2041,6261.79008605358,"SOM"
2042,6851.71777906255,"SOM"
2043,7497.22297917351,"SOM"
2044,8203.54168281838,"SOM"
2045,8976.40317337306,"SOM"
2046,9822.07649407099,"SOM"
2047,10747.4212991628,"SOM"
2048,11759.9434957997,"SOM"
2049,12867.8561279789,"SOM"
2050,14080.1459964075,"SOM"
2021,34841.27,"SRB"
2022,36862.7516566222,"SRB"
2023,39001.5191667181,"SRB"
2024,41264.3774257862,"SRB"
2025,43658.5261476371,"SRB"
2026,46191.5827716524,"SRB"
2027,48871.6066991166,"SRB"
2028,51707.1249357342,"SRB"
2029,54707.1592219201,"SRB"
2030,57881.2547371817,"SRB"
2031,61239.5104699231,"SRB"
2032,64792.6113492961,"SRB"
2033,68551.8622413345,"SRB"
2034,72529.2239175349,"SRB"
2035,76737.3511103249,"SRB"
2036,81189.6327765012,"SRB"
2037,85900.2346967409,"SRB"
2038,90884.1445467263,"SRB"
2039,96157.2195832851,"SRB"
2040,101736.237097268,"SRB"
2041,107638.947793689,"SRB"
2042,113884.132268969,"SRB"
2043,120491.660764976,"SRB"
2044,127482.556389973,"SRB"
2045,134879.062007639,"SRB"
2046,142704.711006968,"SRB"
2047,150984.402178219,"SRB"
2048,159744.478933152,"SRB"
2049,169012.813121602,"SRB"
2050,178818.893711071,"SRB"
2021,81.2773,"SSD"
2022,137.462685452287,"SSD"
2023,232.487913498043,"SSD"
2024,393.202196980461,"SSD"
2025,665.015077059319,"SSD"
2026,1124.72681005439,"SSD"
2027,1902.22814623839,"SSD"
2028,3217.20073532037,"SSD"
2029,5441.1877943314,"SSD"
2030,9202.57299712223,"SSD"
2031,15564.1291880405,"SSD"
2032,26323.3029999074,"SSD"
2033,44520.0802726164,"SSD"
2034,75295.928762708,"SSD"
2035,127346.510911976,"SSD"
2036,215378.628140197,"SSD"
2037,364265.60199688,"SSD"
2038,616075.187886227,"SSD"
2039,1041955.74615991,"SSD"
2040,1762239.08753838,"SSD"
2041,2980440.01685605,"SSD"
2042,5040759.08705744,"SSD"
2043,8525335.86653266,"SSD"
2044,14418731.4612602,"SSD"
2045,24386114.5421933,"SSD"
2046,41243751.8558929,"SSD"
2047,69754739.4935461,"SSD"
2048,117974807.403882,"SSD"
2049,199528451.873451,"SSD"
2050,337458513.246159,"SSD"
2021,1419.802,"SUR"
2022,1419.802,"SUR"
2023,1419.802,"SUR"
2024,1419.802,"SUR"
2025,1419.802,"SUR"
2026,1419.802,"SUR"
2027,1419.802,"SUR"
2028,1419.802,"SUR"
2029,1419.802,"SUR"
2030,1419.802,"SUR"
2031,1419.802,"SUR"
2032,1419.802,"SUR"
2033,1419.802,"SUR"
2034,1419.802,"SUR"
2035,1419.802,"SUR"
2036,1419.802,"SUR"
2037,1419.802,"SUR"
2038,1419.802,"SUR"
2039,1419.802,"SUR"
2040,1419.802,"SUR"
2041,1419.802,"SUR"
2042,1419.802,"SUR"
2043,1419.802,"SUR"
2044,1419.802,"SUR"
2045,1419.802,"SUR"
2046,1419.802,"SUR"
2047,1419.802,"SUR"
2048,1419.802,"SUR"
2049,1419.802,"SUR"
2050,1419.802,"SUR"
2021,84306.11,"SVK"
2022,84116.2863374322,"SVK"
2023,83926.8900818799,"SVK"
2024,83737.9202709935,"SVK"
2025,83549.3759445899,"SVK"
2026,83361.2561446483,"SVK"
2027,83173.5599153046,"SVK"
2028,82986.2863028472,"SVK"
2029,82799.4343557119,"SVK"
2030,82613.0031244767,"SVK"
2031,82426.9916618577,"SVK"
2032,82241.3990227038,"SVK"
2033,82056.2242639918,"SVK"
2034,81871.4664448222,"SVK"
2035,81687.1246264136,"SVK"
2036,81503.1978720986,"SVK"
2037,81319.6852473188,"SVK"
2038,81136.58581962,"SVK"
2039,80953.8986586476,"SVK"
2040,80771.6228361416,"SVK"
2041,80589.7574259323,"SVK"
2042,80408.3015039351,"SVK"
2043,80227.2541481464,"SVK"
2044,80046.6144386382,"SVK"
2045,79866.3814575542,"SVK"
2046,79686.5542891044,"SVK"
2047,79507.1320195611,"SVK"
2048,79328.1137372537,"SVK"
2049,79149.4985325645,"SVK"
2050,78971.2854979237,"SVK"
2021,37215.65,"SVN"
2022,36867.4556522125,"SVN"
2023,36522.5190549635,"SVN"
2024,36180.8097283253,"SVN"
2025,35842.2974775443,"SVN"
2026,35506.9523903726,"SVN"
2027,35174.7448344253,"SVN"
2028,34845.6454545618,"SVN"
2029,34519.625170292,"SVN"
2030,34196.6551732063,"SVN"
2031,33876.7069244306,"SVN"
2032,33559.7521521039,"SVN"
2033,33245.7628488803,"SVN"
2034,32934.7112694542,"SVN"
2035,32626.5699281089,"SVN"
2036,32321.3115962871,"SVN"
2037,32018.9093001857,"SVN"
2038,31719.3363183717,"SVN"
2039,31422.5661794213,"SVN"
2040,31128.5726595807,"SVN"
2041,30837.329780449,"SVN"
2042,30548.8118066822,"SVN"
2043,30262.9932437198,"SVN"
2044,29979.8488355314,"SVN"
2045,29699.3535623854,"SVN"
2046,29421.4826386378,"SVN"
2047,29146.2115105424,"SVN"
2048,28873.5158540809,"SVN"
2049,28603.3715728136,"SVN"
2050,28335.7547957502,"SVN"
2021,181043.2,"SWE"
2022,175827.990012314,"SWE"
2023,170763.011655617,"SWE"
2024,165843.937291522,"SWE"
2025,161066.563945492,"SWE"
2026,156426.809715723,"SWE"
2027,151920.710285469,"SWE"
2028,147544.415535834,"SWE"
2029,143294.186256138,"SWE"
2030,139166.390949049,"SWE"
2031,135157.502727742,"SWE"
2032,131264.096302444,"SWE"
2033,127482.845053785,"SWE"
2034,123810.518190456,"SWE"
2035,120243.977988739,"SWE"
2036,116780.177111567,"SWE"
2037,113416.156004803,"SWE"
2038,110149.040368528,"SWE"
2039,106976.038701169,"SWE"
2040,103894.439914374,"SWE"
2041,100901.611016595,"SWE"
2042,97994.9948633925,"SWE"
2043,95172.1079725573,"SWE"
2044,92430.5384021584,"SWE"
2045,89767.9436897242,"SWE"
2046,87182.0488507868,"SWE"
2047,84670.6444350805,"SWE"
2048,82231.5846387354,"SWE"
2049,79862.7854708505,"SWE"
2050,77562.222972883,"SWE"
2021,739.7674,"SWZ"
2022,10823.37298002,"SWZ"
2023,158354.372826686,"SWZ"
2024,2316847.75528141,"SWZ"
2025,33897286.3542418,"SWZ"
2026,495943688.816921,"SWZ"
2027,7256042265.6534,"SWZ"
2028,106161547264.662,"SWZ"
2029,1553226084552.34,"SWZ"
2030,22724906822612.3,"SWZ"
2031,332483078434296,"SWZ"
2032,4864486279659847,"SWZ"
2033,71171221333825464,"SWZ"
2034,1041290375785080704,"SWZ"
2035,15234888855101151232,"SWZ"
2036,2.22898284498493e+20,"SWZ"
2037,3.26117543126908e+21,"SWZ"
2038,4.77135354246523e+22,"SWZ"
2039,6.98086168836868e+23,"SWZ"
2040,1.02135441187523e+25,"SWZ"
2041,1.49432101827069e+26,"SWZ"
2042,2.1863079844593e+27,"SWZ"
2043,3.19873878802971e+28,"SWZ"
2044,4.68000387263656e+29,"SWZ"
2045,6.84721000972518e+30,"SWZ"
2046,1.00180013079493e+32,"SWZ"
2047,1.46571158272537e+33,"SWZ"
2048,2.14445015297676e+34,"SWZ"
2049,3.13749752188709e+35,"SWZ"
2050,4.59040313256201e+36,"SWZ"
2021,127.6735,"SXM"
2022,166.185250033986,"SXM"
2023,216.313779514609,"SXM"
2024,281.563202500376,"SXM"
2025,366.494622673419,"SXM"
2026,477.044966301491,"SXM"
2027,620.941988762489,"SXM"
2028,808.244464662555,"SXM"
2029,1052.04532223626,"SXM"
2030,1369.38687294481,"SXM"
2031,1782.45211319178,"SXM"
2032,2320.11537323237,"SXM"
2033,3019.96070765128,"SXM"
2034,3930.90911813211,"SXM"
2035,5116.63825819501,"SXM"
2036,6660.03366612175,"SXM"
2037,8668.98267877991,"SXM"
2038,11283.9160359302,"SXM"
2039,14687.6243526931,"SXM"
2040,19118.035657028,"SXM"
2041,24884.8471751918,"SXM"
2042,32391.1739700625,"SXM"
2043,42161.7277282221,"SXM"
2044,54879.4954660084,"SXM"
2045,71433.4820910965,"SXM"
2046,92980.8541483324,"SXM"
2047,121027.828758624,"SXM"
2048,157534.962097243,"SXM"
2049,205054.1973489,"SXM"
2050,266907.25214665,"SXM"
2021,317.2176,"SYC"
2022,331.305154343322,"SYC"
2023,346.018333454551,"SYC"
2024,361.384921173286,"SYC"
2025,377.4339352125,"SYC"
2026,394.195681954546,"SYC"
2027,411.701813680647,"SYC"
2028,429.985388341921,"SYC"
2029,449.080931984837,"SYC"
2030,469.024503948959,"SYC"
2031,489.853764960109,"SYC"
2032,511.608048247531,"SYC"
2033,534.328433819353,"SYC"
2034,558.057826036595,"SYC"
2035,582.841034632229,"SYC"
2036,608.724859328272,"SYC"
2037,635.758178210698,"SYC"
2038,663.992040029067,"SYC"
2039,693.479760595147,"SYC"
2040,724.277023462585,"SYC"
2041,756.44198507773,"SYC"
2042,790.03538460018,"SYC"
2043,825.120658600432,"SYC"
2044,861.764060851224,"SYC"
2045,900.034787438788,"SYC"
2046,940.005107430252,"SYC"
2047,981.750499343953,"SYC"
2048,1025.34979368037,"SYC"
2049,1070.8853217828,"SYC"
2050,1118.44307130893,"SYC"
2021,9661.878,"SYR"
2022,8946.80864692844,"SYR"
2023,8284.66111502893,"SYR"
2024,7671.51869448285,"SYR"
2025,7103.75454863664,"SYR"
2026,6578.01026067598,"SYR"
2027,6091.17596804678,"SYR"
2028,5640.37196711484,"SYR"
2029,5222.93167925281,"SYR"
2030,4836.385877596,"SYR"
2031,4478.44808116585,"SYR"
2032,4147.00102996484,"SYR"
2033,3840.08416104101,"SYR"
2034,3555.8820114407,"SYR"
2035,3292.7134794514,"SYR"
2036,3049.02188061302,"SYR"
2037,2823.36573967738,"SYR"
2038,2614.41026404878,"SYR"
2039,2420.9194482698,"SYR"
2040,2241.74876284894,"SYR"
2041,2075.83838418349,"SYR"
2042,1922.20692553134,"SYR"
2043,1779.94563194955,"SYR"
2044,1648.21300486187,"SYR"
2045,1526.22982445835,"SYR"
2046,1413.27454048417,"SYR"
2047,1308.67900415298,"SYR"
2048,1211.82451593878,"SYR"
2049,1122.13816586806,"SYR"
2050,1039.08944466456,"SYR"
2021,395.7077,"TCD"
2022,413.289973951676,"TCD"
2023,431.653471916207,"TCD"
2024,450.832905612905,"TCD"
2025,470.86452908881,"TCD"
2026,491.786207248134,"TCD"
2027,513.637487426641,"TCD"
2028,536.459674146247,"TCD"
2029,560.295907191159,"TCD"
2030,585.191243153127,"TCD"
2031,611.192740599955,"TCD"
2032,638.349549028257,"TCD"
2033,666.71300176861,"TCD"
2034,696.336713018707,"TCD"
2035,727.276679187938,"TCD"
2036,759.591384744963,"TCD"
2037,793.341912768348,"TCD"
2038,828.592060409244,"TCD"
2039,865.408459484367,"TCD"
2040,903.860702427207,"TCD"
2041,944.021473835571,"TCD"
2042,985.966687864112,"TCD"
2043,1029.77563172154,"TCD"
2044,1075.53111554379,"TCD"
2045,1123.31962892638,"TCD"
2046,1173.23150441194,"TCD"
2047,1225.36108824189,"TCD"
2048,1279.80691869501,"TCD"
2049,1336.67191235004,"TCD"
