Year,iso_code3,ef_lndu_conv_grasslands_to_wetlands_gg_co2_ha
2043,SYR,0.002802
2044,SYR,0.002802
2045,SYR,0.002802
2046,SYR,0.002802
2047,SYR,0.002802
2048,SYR,0.002802
2049,SYR,0.002802
2050,SYR,0.002802
2020,TCD,0.003178
2021,TCD,0.003178
2022,TCD,0.003178
2023,TCD,0.003178
2024,TCD,0.003178
2025,TCD,0.003178
2026,TCD,0.003178
2027,TCD,0.003178
2028,TCD,0.003178
2029,TCD,0.003178
2030,TCD,0.003178
2031,TCD,0.003178
2032,TCD,0.003178
2033,TCD,0.003178
2034,TCD,0.003178
2035,TCD,0.003178
2036,TCD,0.003178
2037,TCD,0.003178
2038,TCD,0.003178
2039,TCD,0.003178
2040,TCD,0.003178
2041,TCD,0.003178
2042,TCD,0.003178
2043,TCD,0.003178
2044,TCD,0.003178
2045,TCD,0.003178
2046,TCD,0.003178
2047,TCD,0.003178
2048,TCD,0.003178
2049,TCD,0.003178
2050,TCD,0.003178
2020,TGO,0.003964
2021,TGO,0.003964
2022,TGO,0.003964
2023,TGO,0.003964
2024,TGO,0.003964
2025,TGO,0.003964
2026,TGO,0.003964
2027,TGO,0.003964
2028,TGO,0.003964
2029,TGO,0.003964
2030,TGO,0.003964
2031,TGO,0.003964
2032,TGO,0.003964
2033,TGO,0.003964
2034,TGO,0.003964
2035,TGO,0.003964
2036,TGO,0.003964
2037,TGO,0.003964
2038,TGO,0.003964
2039,TGO,0.003964
2040,TGO,0.003964
2041,TGO,0.003964
2042,TGO,0.003964
2043,TGO,0.003964
2044,TGO,0.003964
2045,TGO,0.003964
2046,TGO,0.003964
2047,TGO,0.003964
2048,TGO,0.003964
2049,TGO,0.003964
2050,TGO,0.003964
2020,THA,0.003922
2021,THA,0.003922
2022,THA,0.003922
2023,THA,0.003922
2024,THA,0.003922
2025,THA,0.003922
2026,THA,0.003922
2027,THA,0.003922
2028,THA,0.003922
2029,THA,0.003922
2030,THA,0.003922
2031,THA,0.003922
2032,THA,0.003922
2033,THA,0.003922
2034,THA,0.003922
2035,THA,0.003922
2036,THA,0.003922
2037,THA,0.003922
2038,THA,0.003922
2039,THA,0.003922
2040,THA,0.003922
2041,THA,0.003922
2042,THA,0.003922
2043,THA,0.003922
2044,THA,0.003922
2045,THA,0.003922
2046,THA,0.003922
2047,THA,0.003922
2048,THA,0.003922
2049,THA,0.003922
2050,THA,0.003922
2020,TKM,0.002925
2021,TKM,0.002925
2022,TKM,0.002925
2023,TKM,0.002925
2024,TKM,0.002925
2025,TKM,0.002925
2026,TKM,0.002925
2027,TKM,0.002925
2028,TKM,0.002925
2029,TKM,0.002925
2030,TKM,0.002925
2031,TKM,0.002925
2032,TKM,0.002925
2033,TKM,0.002925
2034,TKM,0.002925
2035,TKM,0.002925
2036,TKM,0.002925
2037,TKM,0.002925
2038,TKM,0.002925
2039,TKM,0.002925
2040,TKM,0.002925
2041,TKM,0.002925
2042,TKM,0.002925
2043,TKM,0.002925
2044,TKM,0.002925
2045,TKM,0.002925
2046,TKM,0.002925
2047,TKM,0.002925
2048,TKM,0.002925
2049,TKM,0.002925
2050,TKM,0.002925
2020,TUN,0.002775
2021,TUN,0.002775
2022,TUN,0.002775
2023,TUN,0.002775
2024,TUN,0.002775
2025,TUN,0.002775
2026,TUN,0.002775
2027,TUN,0.002775
2028,TUN,0.002775
2029,TUN,0.002775
2030,TUN,0.002775
2031,TUN,0.002775
2032,TUN,0.002775
2033,TUN,0.002775
2034,TUN,0.002775
2035,TUN,0.002775
2036,TUN,0.002775
2037,TUN,0.002775
2038,TUN,0.002775
2039,TUN,0.002775
2040,TUN,0.002775
2041,TUN,0.002775
2042,TUN,0.002775
2043,TUN,0.002775
2044,TUN,0.002775
2045,TUN,0.002775
2046,TUN,0.002775
2047,TUN,0.002775
2048,TUN,0.002775
2049,TUN,0.002775
2050,TUN,0.002775
2020,TUR,0.002981
2021,TUR,0.002981
2022,TUR,0.002981
2023,TUR,0.002981
2024,TUR,0.002981
2025,TUR,0.002981
2026,TUR,0.002981
2027,TUR,0.002981
2028,TUR,0.002981
2029,TUR,0.002981
2030,TUR,0.002981
2031,TUR,0.002981
2032,TUR,0.002981
2033,TUR,0.002981
2034,TUR,0.002981
2035,TUR,0.002981
2036,TUR,0.002981
2037,TUR,0.002981
2038,TUR,0.002981
2039,TUR,0.002981
2040,TUR,0.002981
2041,TUR,0.002981
2042,TUR,0.002981
2043,TUR,0.002981
2044,TUR,0.002981
2045,TUR,0.002981
2046,TUR,0.002981
2047,TUR,0.002981
2048,TUR,0.002981
2049,TUR,0.002981
2050,TUR,0.002981
2020,TZA,0.003695
2021,TZA,0.003695
2022,TZA,0.003695
2023,TZA,0.003695
2024,TZA,0.003695
2025,TZA,0.003695
2026,TZA,0.003695
2027,TZA,0.003695
2028,TZA,0.003695
2029,TZA,0.003695
2030,TZA,0.003695
2031,TZA,0.003695
2032,TZA,0.003695
2033,TZA,0.003695
2034,TZA,0.003695
2035,TZA,0.003695
2036,TZA,0.003695
2037,TZA,0.003695
2038,TZA,0.003695
2039,TZA,0.003695
2040,TZA,0.003695
2041,TZA,0.003695
2042,TZA,0.003695
2043,TZA,0.003695
2044,TZA,0.003695
2045,TZA,0.003695
2046,TZA,0.003695
2047,TZA,0.003695
2048,TZA,0.003695
2049,TZA,0.003695
2050,TZA,0.003695
2020,UGA,0.003928
2021,UGA,0.003928
2022,UGA,0.003928
2023,UGA,0.003928
2024,UGA,0.003928
2025,UGA,0.003928
2026,UGA,0.003928
2027,UGA,0.003928
2028,UGA,0.003928
2029,UGA,0.003928
2030,UGA,0.003928
2031,UGA,0.003928
2032,UGA,0.003928
2033,UGA,0.003928
2034,UGA,0.003928
2035,UGA,0.003928
2036,UGA,0.003928
2037,UGA,0.003928
2038,UGA,0.003928
2039,UGA,0.003928
2040,UGA,0.003928
2041,UGA,0.003928
2042,UGA,0.003928
2043,UGA,0.003928
2044,UGA,0.003928
2045,UGA,0.003928
2046,UGA,0.003928
2047,UGA,0.003928
2048,UGA,0.003928
2049,UGA,0.003928
2050,UGA,0.003928
2020,UKR,0.002962
2021,UKR,0.002962
2022,UKR,0.002962
2023,UKR,0.002962
2024,UKR,0.002962
2025,UKR,0.002962
2026,UKR,0.002962
2027,UKR,0.002962
2028,UKR,0.002962
2029,UKR,0.002962
2030,UKR,0.002962
2031,UKR,0.002962
2032,UKR,0.002962
2033,UKR,0.002962
2034,UKR,0.002962
2035,UKR,0.002962
2036,UKR,0.002962
2037,UKR,0.002962
2038,UKR,0.002962
2039,UKR,0.002962
2040,UKR,0.002962
2041,UKR,0.002962
2042,UKR,0.002962
2043,UKR,0.002962
2044,UKR,0.002962
2045,UKR,0.002962
2046,UKR,0.002962
2047,UKR,0.002962
2048,UKR,0.002962
2049,UKR,0.002962
2050,UKR,0.002962
2020,USA,0.003207
2021,USA,0.003207
2022,USA,0.003207
2023,USA,0.003207
2024,USA,0.003207
2025,USA,0.003207
2026,USA,0.003207
2027,USA,0.003207
2028,USA,0.003207
2029,USA,0.003207
2030,USA,0.003207
2031,USA,0.003207
2032,USA,0.003207
2033,USA,0.003207
2034,USA,0.003207
2035,USA,0.003207
2036,USA,0.003207
2037,USA,0.003207
2038,USA,0.003207
2039,USA,0.003207
2040,USA,0.003207
2041,USA,0.003207
2042,USA,0.003207
2043,USA,0.003207
2044,USA,0.003207
2045,USA,0.003207
2046,USA,0.003207
2047,USA,0.003207
2048,USA,0.003207
2049,USA,0.003207
2050,USA,0.003207
2020,UZB,0.002914
2021,UZB,0.002914
2022,UZB,0.002914
2023,UZB,0.002914
2024,UZB,0.002914
2025,UZB,0.002914
2026,UZB,0.002914
2027,UZB,0.002914
2028,UZB,0.002914
2029,UZB,0.002914
2030,UZB,0.002914
2031,UZB,0.002914
2032,UZB,0.002914
2033,UZB,0.002914
2034,UZB,0.002914
2035,UZB,0.002914
2036,UZB,0.002914
2037,UZB,0.002914
2038,UZB,0.002914
2039,UZB,0.002914
2040,UZB,0.002914
2041,UZB,0.002914
2042,UZB,0.002914
2043,UZB,0.002914
2044,UZB,0.002914
2045,UZB,0.002914
2046,UZB,0.002914
2047,UZB,0.002914
2048,UZB,0.002914
2049,UZB,0.002914
2050,UZB,0.002914
2020,VEN,0.003907
2021,VEN,0.003907
2022,VEN,0.003907
2023,VEN,0.003907
2024,VEN,0.003907
2025,VEN,0.003907
2026,VEN,0.003907
2027,VEN,0.003907
2028,VEN,0.003907
2029,VEN,0.003907
2030,VEN,0.003907
2031,VEN,0.003907
2032,VEN,0.003907
2033,VEN,0.003907
2034,VEN,0.003907
2035,VEN,0.003907
2036,VEN,0.003907
2037,VEN,0.003907
2038,VEN,0.003907
2039,VEN,0.003907
2040,VEN,0.003907
2041,VEN,0.003907
2042,VEN,0.003907
2043,VEN,0.003907
2044,VEN,0.003907
2045,VEN,0.003907
2046,VEN,0.003907
2047,VEN,0.003907
2048,VEN,0.003907
2049,VEN,0.003907
2050,VEN,0.003907
2020,VIR,0.003964
2021,VIR,0.003964
2022,VIR,0.003964
2023,VIR,0.003964
2024,VIR,0.003964
2025,VIR,0.003964
2026,VIR,0.003964
2027,VIR,0.003964
2028,VIR,0.003964
2029,VIR,0.003964
2030,VIR,0.003964
2031,VIR,0.003964
2032,VIR,0.003964
2033,VIR,0.003964
2034,VIR,0.003964
2035,VIR,0.003964
2036,VIR,0.003964
2037,VIR,0.003964
2038,VIR,0.003964
2039,VIR,0.003964
2040,VIR,0.003964
2041,VIR,0.003964
2042,VIR,0.003964
2043,VIR,0.003964
2044,VIR,0.003964
2045,VIR,0.003964
2046,VIR,0.003964
2047,VIR,0.003964
2048,VIR,0.003964
2049,VIR,0.003964
2050,VIR,0.003964
2020,VNM,0.003216
2021,VNM,0.003216
2022,VNM,0.003216
2023,VNM,0.003216
2024,VNM,0.003216
2025,VNM,0.003216
2026,VNM,0.003216
2027,VNM,0.003216
2028,VNM,0.003216
2029,VNM,0.003216
2030,VNM,0.003216
2031,VNM,0.003216
2032,VNM,0.003216
2033,VNM,0.003216
2034,VNM,0.003216
2035,VNM,0.003216
2036,VNM,0.003216
2037,VNM,0.003216
2038,VNM,0.003216
2039,VNM,0.003216
2040,VNM,0.003216
2041,VNM,0.003216
2042,VNM,0.003216
2043,VNM,0.003216
2044,VNM,0.003216
2045,VNM,0.003216
2046,VNM,0.003216
2047,VNM,0.003216
2048,VNM,0.003216
2049,VNM,0.003216
2050,VNM,0.003216
2020,ZAF,0.002892
2021,ZAF,0.002892
2022,ZAF,0.002892
2023,ZAF,0.002892
2024,ZAF,0.002892
2025,ZAF,0.002892
2026,ZAF,0.002892
2027,ZAF,0.002892
2028,ZAF,0.002892
2029,ZAF,0.002892
2030,ZAF,0.002892
2031,ZAF,0.002892
2032,ZAF,0.002892
2033,ZAF,0.002892
2034,ZAF,0.002892
2035,ZAF,0.002892
2036,ZAF,0.002892
2037,ZAF,0.002892
2038,ZAF,0.002892
2039,ZAF,0.002892
2040,ZAF,0.002892
2041,ZAF,0.002892
2042,ZAF,0.002892
2043,ZAF,0.002892
2044,ZAF,0.002892
2045,ZAF,0.002892
2046,ZAF,0.002892
2047,ZAF,0.002892
2048,ZAF,0.002892
2049,ZAF,0.002892
2050,ZAF,0.002892
2020,ZMB,0.003003
2021,ZMB,0.003003
2022,ZMB,0.003003
2023,ZMB,0.003003
2024,ZMB,0.003003
2025,ZMB,0.003003
2026,ZMB,0.003003
2027,ZMB,0.003003
2028,ZMB,0.003003
2029,ZMB,0.003003
2030,ZMB,0.003003
2031,ZMB,0.003003
2032,ZMB,0.003003
2033,ZMB,0.003003
2034,ZMB,0.003003
2035,ZMB,0.003003
2036,ZMB,0.003003
2037,ZMB,0.003003
2038,ZMB,0.003003
2039,ZMB,0.003003
2040,ZMB,0.003003
2041,ZMB,0.003003
2042,ZMB,0.003003
2043,ZMB,0.003003
2044,ZMB,0.003003
2045,ZMB,0.003003
2046,ZMB,0.003003
2047,ZMB,0.003003
2048,ZMB,0.003003
2049,ZMB,0.003003
2050,ZMB,0.003003
2020,ZWE,0.002773
2021,ZWE,0.002773
2022,ZWE,0.002773
2023,ZWE,0.002773
2024,ZWE,0.002773
2025,ZWE,0.002773
2026,ZWE,0.002773
2027,ZWE,0.002773
2028,ZWE,0.002773
2029,ZWE,0.002773
2030,ZWE,0.002773
2031,ZWE,0.002773
2032,ZWE,0.002773
2033,ZWE,0.002773
2034,ZWE,0.002773
2035,ZWE,0.002773
2036,ZWE,0.002773
2037,ZWE,0.002773
2038,ZWE,0.002773
2039,ZWE,0.002773
2040,ZWE,0.002773
2041,ZWE,0.002773
2042,ZWE,0.002773
2043,ZWE,0.002773
2044,ZWE,0.002773
2045,ZWE,0.002773
2046,ZWE,0.002773
2047,ZWE,0.002773
2048,ZWE,0.002773
2049,ZWE,0.002773
2050,ZWE,0.002773
2020,ABW,0.002848
2021,ABW,0.002848
2022,ABW,0.002848
2023,ABW,0.002848
2024,ABW,0.002848
2025,ABW,0.002848
2026,ABW,0.002848
2027,ABW,0.002848
2028,ABW,0.002848
2029,ABW,0.002848
2030,ABW,0.002848
2031,ABW,0.002848
2032,ABW,0.002848
2033,ABW,0.002848
2034,ABW,0.002848
2035,ABW,0.002848
2036,ABW,0.002848
2037,ABW,0.002848
2038,ABW,0.002848
2039,ABW,0.002848
2040,ABW,0.002848
2041,ABW,0.002848
2042,ABW,0.002848
2043,ABW,0.002848
2044,ABW,0.002848
2045,ABW,0.002848
2046,ABW,0.002848
2047,ABW,0.002848
2048,ABW,0.002848
2049,ABW,0.002848
2050,ABW,0.002848
2020,AND,0.004108
2021,AND,0.004108
2022,AND,0.004108
2023,AND,0.004108
2024,AND,0.004108
2025,AND,0.004108
2026,AND,0.004108
2027,AND,0.004108
2028,AND,0.004108
2029,AND,0.004108
2030,AND,0.004108
2031,AND,0.004108
2032,AND,0.004108
2033,AND,0.004108
2034,AND,0.004108
2035,AND,0.004108
2036,AND,0.004108
2037,AND,0.004108
2038,AND,0.004108
2039,AND,0.004108
2040,AND,0.004108
2041,AND,0.004108
2042,AND,0.004108
2043,AND,0.004108
2044,AND,0.004108
2045,AND,0.004108
2046,AND,0.004108
2047,AND,0.004108
2048,AND,0.004108
2049,AND,0.004108
2050,AND,0.004108
2020,ARE,0.002832
2021,ARE,0.002832
2022,ARE,0.002832
2023,ARE,0.002832
2024,ARE,0.002832
2025,ARE,0.002832
2026,ARE,0.002832
2027,ARE,0.002832
2028,ARE,0.002832
2029,ARE,0.002832
2030,ARE,0.002832
2031,ARE,0.002832
2032,ARE,0.002832
2033,ARE,0.002832
2034,ARE,0.002832
2035,ARE,0.002832
2036,ARE,0.002832
2037,ARE,0.002832
2038,ARE,0.002832
2039,ARE,0.002832
2040,ARE,0.002832
2041,ARE,0.002832
2042,ARE,0.002832
2043,ARE,0.002832
2044,ARE,0.002832
2045,ARE,0.002832
2046,ARE,0.002832
2047,ARE,0.002832
2048,ARE,0.002832
2049,ARE,0.002832
2050,ARE,0.002832
2020,ARM,0.003481
2021,ARM,0.003481
2022,ARM,0.003481
2023,ARM,0.003481
2024,ARM,0.003481
2025,ARM,0.003481
2026,ARM,0.003481
2027,ARM,0.003481
2028,ARM,0.003481
2029,ARM,0.003481
2030,ARM,0.003481
2031,ARM,0.003481
2032,ARM,0.003481
2033,ARM,0.003481
2034,ARM,0.003481
2035,ARM,0.003481
2036,ARM,0.003481
2037,ARM,0.003481
2038,ARM,0.003481
2039,ARM,0.003481
2040,ARM,0.003481
2041,ARM,0.003481
2042,ARM,0.003481
2043,ARM,0.003481
2044,ARM,0.003481
2045,ARM,0.003481
2046,ARM,0.003481
2047,ARM,0.003481
2048,ARM,0.003481
2049,ARM,0.003481
2050,ARM,0.003481
2020,ASM,0.004529
2021,ASM,0.004529
2022,ASM,0.004529
2023,ASM,0.004529
2024,ASM,0.004529
2025,ASM,0.004529
2026,ASM,0.004529
2027,ASM,0.004529
2028,ASM,0.004529
2029,ASM,0.004529
2030,ASM,0.004529
2031,ASM,0.004529
2032,ASM,0.004529
2033,ASM,0.004529
2034,ASM,0.004529
2035,ASM,0.004529
2036,ASM,0.004529
2037,ASM,0.004529
2038,ASM,0.004529
2039,ASM,0.004529
2040,ASM,0.004529
2041,ASM,0.004529
2042,ASM,0.004529
2043,ASM,0.004529
2044,ASM,0.004529
2045,ASM,0.004529
2046,ASM,0.004529
2047,ASM,0.004529
2048,ASM,0.004529
2049,ASM,0.004529
2050,ASM,0.004529
2020,ATG,0.003964
2021,ATG,0.003964
2022,ATG,0.003964
2023,ATG,0.003964
2024,ATG,0.003964
2025,ATG,0.003964
2026,ATG,0.003964
2027,ATG,0.003964
2028,ATG,0.003964
2029,ATG,0.003964
2030,ATG,0.003964
2031,ATG,0.003964
2032,ATG,0.003964
2033,ATG,0.003964
2034,ATG,0.003964
2035,ATG,0.003964
2036,ATG,0.003964
2037,ATG,0.003964
2038,ATG,0.003964
2039,ATG,0.003964
2040,ATG,0.003964
2041,ATG,0.003964
2042,ATG,0.003964
2043,ATG,0.003964
2044,ATG,0.003964
2045,ATG,0.003964
2046,ATG,0.003964
2047,ATG,0.003964
2048,ATG,0.003964
2049,ATG,0.003964
2050,ATG,0.003964
2020,BHR,0.002832
2021,BHR,0.002832
2022,BHR,0.002832
2023,BHR,0.002832
2024,BHR,0.002832
2025,BHR,0.002832
2026,BHR,0.002832
2027,BHR,0.002832
2028,BHR,0.002832
2029,BHR,0.002832
2030,BHR,0.002832
2031,BHR,0.002832
2032,BHR,0.002832
2033,BHR,0.002832
2034,BHR,0.002832
2035,BHR,0.002832
2036,BHR,0.002832
2037,BHR,0.002832
2038,BHR,0.002832
2039,BHR,0.002832
2040,BHR,0.002832
2041,BHR,0.002832
2042,BHR,0.002832
2043,BHR,0.002832
2044,BHR,0.002832
2045,BHR,0.002832
2046,BHR,0.002832
2047,BHR,0.002832
2048,BHR,0.002832
2049,BHR,0.002832
2050,BHR,0.002832
2020,BLR,0.002947
2021,BLR,0.002947
2022,BLR,0.002947
2023,BLR,0.002947
2024,BLR,0.002947
2025,BLR,0.002947
2026,BLR,0.002947
2027,BLR,0.002947
2028,BLR,0.002947
2029,BLR,0.002947
2030,BLR,0.002947
2031,BLR,0.002947
2032,BLR,0.002947
2033,BLR,0.002947
2034,BLR,0.002947
2035,BLR,0.002947
2036,BLR,0.002947
2037,BLR,0.002947
2038,BLR,0.002947
2039,BLR,0.002947
2040,BLR,0.002947
2041,BLR,0.002947
2042,BLR,0.002947
2043,BLR,0.002947
2044,BLR,0.002947
2045,BLR,0.002947
2046,BLR,0.002947
2047,BLR,0.002947
2048,BLR,0.002947
2049,BLR,0.002947
2050,BLR,0.002947
2020,BLZ,0.003886
2021,BLZ,0.003886
2022,BLZ,0.003886
2023,BLZ,0.003886
2024,BLZ,0.003886
2025,BLZ,0.003886
2026,BLZ,0.003886
2027,BLZ,0.003886
2028,BLZ,0.003886
2029,BLZ,0.003886
2030,BLZ,0.003886
2031,BLZ,0.003886
2032,BLZ,0.003886
2033,BLZ,0.003886
2034,BLZ,0.003886
2035,BLZ,0.003886
2036,BLZ,0.003886
2037,BLZ,0.003886
2038,BLZ,0.003886
2039,BLZ,0.003886
2040,BLZ,0.003886
2041,BLZ,0.003886
2042,BLZ,0.003886
2043,BLZ,0.003886
2044,BLZ,0.003886
2045,BLZ,0.003886
2046,BLZ,0.003886
2047,BLZ,0.003886
2048,BLZ,0.003886
2049,BLZ,0.003886
2050,BLZ,0.003886
2020,BMU,0.003886
2021,BMU,0.003886
2022,BMU,0.003886
2023,BMU,0.003886
2024,BMU,0.003886
2025,BMU,0.003886
2026,BMU,0.003886
2027,BMU,0.003886
2028,BMU,0.003886
2029,BMU,0.003886
2030,BMU,0.003886
2031,BMU,0.003886
2032,BMU,0.003886
2033,BMU,0.003886
2034,BMU,0.003886
2035,BMU,0.003886
2036,BMU,0.003886
2037,BMU,0.003886
2038,BMU,0.003886
2039,BMU,0.003886
2040,BMU,0.003886
2041,BMU,0.003886
2042,BMU,0.003886
2043,BMU,0.003886
2044,BMU,0.003886
2045,BMU,0.003886
2046,BMU,0.003886
2047,BMU,0.003886
2048,BMU,0.003886
2049,BMU,0.003886
2050,BMU,0.003886
2020,BRB,0.003964
2021,BRB,0.003964
2022,BRB,0.003964
2023,BRB,0.003964
2024,BRB,0.003964
2025,BRB,0.003964
2026,BRB,0.003964
2027,BRB,0.003964
2028,BRB,0.003964
2029,BRB,0.003964
2030,BRB,0.003964
2031,BRB,0.003964
2032,BRB,0.003964
2033,BRB,0.003964
2034,BRB,0.003964
2035,BRB,0.003964
2036,BRB,0.003964
2037,BRB,0.003964
2038,BRB,0.003964
2039,BRB,0.003964
2040,BRB,0.003964
2041,BRB,0.003964
2042,BRB,0.003964
2043,BRB,0.003964
2044,BRB,0.003964
2045,BRB,0.003964
2046,BRB,0.003964
2047,BRB,0.003964
2048,BRB,0.003964
2049,BRB,0.003964
2050,BRB,0.003964
2020,BRN,0.003992
2021,BRN,0.003992
2022,BRN,0.003992
2023,BRN,0.003992
2024,BRN,0.003992
2025,BRN,0.003992
2026,BRN,0.003992
2027,BRN,0.003992
2028,BRN,0.003992
2029,BRN,0.003992
2030,BRN,0.003992
2031,BRN,0.003992
2032,BRN,0.003992
2033,BRN,0.003992
2034,BRN,0.003992
2035,BRN,0.003992
2036,BRN,0.003992
2037,BRN,0.003992
2038,BRN,0.003992
2039,BRN,0.003992
2040,BRN,0.003992
2041,BRN,0.003992
2042,BRN,0.003992
2043,BRN,0.003992
2044,BRN,0.003992
2045,BRN,0.003992
2046,BRN,0.003992
2047,BRN,0.003992
2048,BRN,0.003992
2049,BRN,0.003992
2050,BRN,0.003992
2020,BWA,0.002892
2021,BWA,0.002892
2022,BWA,0.002892
2023,BWA,0.002892
2024,BWA,0.002892
2025,BWA,0.002892
2026,BWA,0.002892
2027,BWA,0.002892
2028,BWA,0.002892
2029,BWA,0.002892
2030,BWA,0.002892
2031,BWA,0.002892
2032,BWA,0.002892
2033,BWA,0.002892
2034,BWA,0.002892
2035,BWA,0.002892
2036,BWA,0.002892
2037,BWA,0.002892
2038,BWA,0.002892
2039,BWA,0.002892
2040,BWA,0.002892
2041,BWA,0.002892
2042,BWA,0.002892
2043,BWA,0.002892
2044,BWA,0.002892
2045,BWA,0.002892
2046,BWA,0.002892
2047,BWA,0.002892
2048,BWA,0.002892
2049,BWA,0.002892
2050,BWA,0.002892
2020,COM,0.003352
2021,COM,0.003352
2022,COM,0.003352
2023,COM,0.003352
2024,COM,0.003352
2025,COM,0.003352
2026,COM,0.003352
2027,COM,0.003352
2028,COM,0.003352
2029,COM,0.003352
2030,COM,0.003352
2031,COM,0.003352
2032,COM,0.003352
2033,COM,0.003352
2034,COM,0.003352
2035,COM,0.003352
2036,COM,0.003352
2037,COM,0.003352
2038,COM,0.003352
2039,COM,0.003352
2040,COM,0.003352
2041,COM,0.003352
2042,COM,0.003352
2043,COM,0.003352
2044,COM,0.003352
2045,COM,0.003352
2046,COM,0.003352
2047,COM,0.003352
2048,COM,0.003352
2049,COM,0.003352
2050,COM,0.003352
2020,CPV,0.003485
2021,CPV,0.003485
2022,CPV,0.003485
2023,CPV,0.003485
2024,CPV,0.003485
2025,CPV,0.003485
2026,CPV,0.003485
2027,CPV,0.003485
2028,CPV,0.003485
2029,CPV,0.003485
2030,CPV,0.003485
2031,CPV,0.003485
2032,CPV,0.003485
2033,CPV,0.003485
2034,CPV,0.003485
2035,CPV,0.003485
2036,CPV,0.003485
2037,CPV,0.003485
2038,CPV,0.003485
2039,CPV,0.003485
2040,CPV,0.003485
2041,CPV,0.003485
2042,CPV,0.003485
2043,CPV,0.003485
2044,CPV,0.003485
2045,CPV,0.003485
2046,CPV,0.003485
2047,CPV,0.003485
2048,CPV,0.003485
2049,CPV,0.003485
2050,CPV,0.003485
2020,CYM,0.003963
2021,CYM,0.003963
2022,CYM,0.003963
2023,CYM,0.003963
2024,CYM,0.003963
2025,CYM,0.003963
2026,CYM,0.003963
2027,CYM,0.003963
2028,CYM,0.003963
2029,CYM,0.003963
2030,CYM,0.003963
2031,CYM,0.003963
2032,CYM,0.003963
2033,CYM,0.003963
2034,CYM,0.003963
2035,CYM,0.003963
2036,CYM,0.003963
2037,CYM,0.003963
2038,CYM,0.003963
2039,CYM,0.003963
2040,CYM,0.003963
2041,CYM,0.003963
2042,CYM,0.003963
2043,CYM,0.003963
2044,CYM,0.003963
2045,CYM,0.003963
2046,CYM,0.003963
2047,CYM,0.003963
2048,CYM,0.003963
2049,CYM,0.003963
2050,CYM,0.003963
2020,DJI,0.003246
2021,DJI,0.003246
2022,DJI,0.003246
2023,DJI,0.003246
2024,DJI,0.003246
2025,DJI,0.003246
2026,DJI,0.003246
2027,DJI,0.003246
2028,DJI,0.003246
2029,DJI,0.003246
2030,DJI,0.003246
2031,DJI,0.003246
2032,DJI,0.003246
2033,DJI,0.003246
2034,DJI,0.003246
2035,DJI,0.003246
2036,DJI,0.003246
2037,DJI,0.003246
2038,DJI,0.003246
2039,DJI,0.003246
2040,DJI,0.003246
2041,DJI,0.003246
2042,DJI,0.003246
2043,DJI,0.003246
2044,DJI,0.003246
2045,DJI,0.003246
2046,DJI,0.003246
2047,DJI,0.003246
2048,DJI,0.003246
2049,DJI,0.003246
2050,DJI,0.003246
2020,DMA,0.003964
2021,DMA,0.003964
2022,DMA,0.003964
2023,DMA,0.003964
2024,DMA,0.003964
2025,DMA,0.003964
2026,DMA,0.003964
2027,DMA,0.003964
2028,DMA,0.003964
2029,DMA,0.003964
2030,DMA,0.003964
2031,DMA,0.003964
2032,DMA,0.003964
2033,DMA,0.003964
2034,DMA,0.003964
2035,DMA,0.003964
2036,DMA,0.003964
2037,DMA,0.003964
2038,DMA,0.003964
2039,DMA,0.003964
2040,DMA,0.003964
2041,DMA,0.003964
2042,DMA,0.003964
2043,DMA,0.003964
2044,DMA,0.003964
2045,DMA,0.003964
2046,DMA,0.003964
2047,DMA,0.003964
2048,DMA,0.003964
2049,DMA,0.003964
2050,DMA,0.003964
2020,EGY,0.002758
2021,EGY,0.002758
2022,EGY,0.002758
2023,EGY,0.002758
2024,EGY,0.002758
2025,EGY,0.002758
2026,EGY,0.002758
2027,EGY,0.002758
2028,EGY,0.002758
2029,EGY,0.002758
2030,EGY,0.002758
2031,EGY,0.002758
2032,EGY,0.002758
2033,EGY,0.002758
2034,EGY,0.002758
2035,EGY,0.002758
2036,EGY,0.002758
2037,EGY,0.002758
2038,EGY,0.002758
2039,EGY,0.002758
2040,EGY,0.002758
2041,EGY,0.002758
2042,EGY,0.002758
2043,EGY,0.002758
2044,EGY,0.002758
2045,EGY,0.002758
2046,EGY,0.002758
2047,EGY,0.002758
2048,EGY,0.002758
2049,EGY,0.002758
2050,EGY,0.002758
2020,FJI,0.004529
2021,FJI,0.004529
2022,FJI,0.004529
2023,FJI,0.004529
2024,FJI,0.004529
2025,FJI,0.004529
2026,FJI,0.004529
2027,FJI,0.004529
2028,FJI,0.004529
2029,FJI,0.004529
2030,FJI,0.004529
2031,FJI,0.004529
2032,FJI,0.004529
2033,FJI,0.004529
2034,FJI,0.004529
2035,FJI,0.004529
2036,FJI,0.004529
2037,FJI,0.004529
2038,FJI,0.004529
2039,FJI,0.004529
2040,FJI,0.004529
2041,FJI,0.004529
2042,FJI,0.004529
2043,FJI,0.004529
2044,FJI,0.004529
2045,FJI,0.004529
2046,FJI,0.004529
2047,FJI,0.004529
2048,FJI,0.004529
2049,FJI,0.004529
2050,FJI,0.004529
2020,FRA,0.003532
2021,FRA,0.003532
2022,FRA,0.003532
2023,FRA,0.003532
2024,FRA,0.003532
2025,FRA,0.003532
2026,FRA,0.003532
2027,FRA,0.003532
