Year,iso_code3,cost_enfu_fuel_biogas_usd_per_mmbtu
2018,BEN,22000.0
2019,BEN,22000.0
2020,BEN,22000.0
2015,BFA,22000.0
2016,BFA,22000.0
2017,BFA,22000.0
2018,BFA,22000.0
2019,BFA,22000.0
2020,BFA,22000.0
2015,BGD,22000.0
2016,BGD,22000.0
2017,BGD,22000.0
2018,BGD,22000.0
2019,BGD,22000.0
2020,BGD,22000.0
2015,BGR,22000.0
2016,BGR,22000.0
2017,BGR,22000.0
2018,BGR,22000.0
2019,BGR,22000.0
2020,BGR,22000.0
2015,BHR,22000.0
2016,BHR,22000.0
2017,BHR,22000.0
2018,BHR,22000.0
2019,BHR,22000.0
2020,BHR,22000.0
2015,BHS,22000.0
2016,BHS,22000.0
2017,BHS,22000.0
2018,BHS,22000.0
2019,BHS,22000.0
2020,BHS,22000.0
2015,BIH,22000.0
2016,BIH,22000.0
2017,BIH,22000.0
2018,BIH,22000.0
2019,BIH,22000.0
2020,BIH,22000.0
2015,BLR,22000.0
2016,BLR,22000.0
2017,BLR,22000.0
2018,BLR,22000.0
2019,BLR,22000.0
2020,BLR,22000.0
2015,BLZ,22000.0
2016,BLZ,22000.0
2017,BLZ,22000.0
2018,BLZ,22000.0
2019,BLZ,22000.0
2020,BLZ,22000.0
2015,BMU,22000.0
2016,BMU,22000.0
2017,BMU,22000.0
2018,BMU,22000.0
2019,BMU,22000.0
2020,BMU,22000.0
2015,BOL,22000.0
2016,BOL,22000.0
2017,BOL,22000.0
2018,BOL,22000.0
2019,BOL,22000.0
2020,BOL,22000.0
2015,BRA,22000.0
2016,BRA,22000.0
2017,BRA,22000.0
2018,BRA,22000.0
2019,BRA,22000.0
2020,BRA,22000.0
2015,BRB,22000.0
2016,BRB,22000.0
2017,BRB,22000.0
2018,BRB,22000.0
2019,BRB,22000.0
2020,BRB,22000.0
2015,BRN,22000.0
2016,BRN,22000.0
2017,BRN,22000.0
2018,BRN,22000.0
2019,BRN,22000.0
2020,BRN,22000.0
2015,BTN,22000.0
2016,BTN,22000.0
2017,BTN,22000.0
2018,BTN,22000.0
2019,BTN,22000.0
2020,BTN,22000.0
2015,BWA,22000.0
2016,BWA,22000.0
2017,BWA,22000.0
2018,BWA,22000.0
2019,BWA,22000.0
2020,BWA,22000.0
2015,CAF,22000.0
2016,CAF,22000.0
2017,CAF,22000.0
2018,CAF,22000.0
2019,CAF,22000.0
2020,CAF,22000.0
2015,CAN,22000.0
2016,CAN,22000.0
2017,CAN,22000.0
2018,CAN,22000.0
2019,CAN,22000.0
2020,CAN,22000.0
2015,CHE,22000.0
2016,CHE,22000.0
2017,CHE,22000.0
2018,CHE,22000.0
2019,CHE,22000.0
2020,CHE,22000.0
2015,CHL,22000.0
2016,CHL,22000.0
2017,CHL,22000.0
2018,CHL,22000.0
2019,CHL,22000.0
2020,CHL,22000.0
2015,CHN,22000.0
2016,CHN,22000.0
2017,CHN,22000.0
2018,CHN,22000.0
2019,CHN,22000.0
2020,CHN,22000.0
2015,CIV,22000.0
2016,CIV,22000.0
2017,CIV,22000.0
2018,CIV,22000.0
2019,CIV,22000.0
2020,CIV,22000.0
2015,CMR,22000.0
2016,CMR,22000.0
2017,CMR,22000.0
2018,CMR,22000.0
2019,CMR,22000.0
2020,CMR,22000.0
2015,COD,22000.0
2016,COD,22000.0
2017,COD,22000.0
2018,COD,22000.0
2019,COD,22000.0
2020,COD,22000.0
2015,COG,22000.0
2016,COG,22000.0
2017,COG,22000.0
2018,COG,22000.0
2019,COG,22000.0
2020,COG,22000.0
2015,COL,22000.0
2016,COL,22000.0
2017,COL,22000.0
2018,COL,22000.0
2019,COL,22000.0
2020,COL,22000.0
2015,COM,22000.0
2016,COM,22000.0
2017,COM,22000.0
2018,COM,22000.0
2019,COM,22000.0
2020,COM,22000.0
2015,CPV,22000.0
2016,CPV,22000.0
2017,CPV,22000.0
2018,CPV,22000.0
2019,CPV,22000.0
2020,CPV,22000.0
2015,CRI,22000.0
2016,CRI,22000.0
2017,CRI,22000.0
2018,CRI,22000.0
2019,CRI,22000.0
2020,CRI,22000.0
2015,CUB,22000.0
2016,CUB,22000.0
2017,CUB,22000.0
2018,CUB,22000.0
2019,CUB,22000.0
2020,CUB,22000.0
2015,CUW,22000.0
2016,CUW,22000.0
2017,CUW,22000.0
2018,CUW,22000.0
2019,CUW,22000.0
2020,CUW,22000.0
2015,CYM,22000.0
2016,CYM,22000.0
2017,CYM,22000.0
2018,CYM,22000.0
2019,CYM,22000.0
2020,CYM,22000.0
2015,CYP,22000.0
2016,CYP,22000.0
2017,CYP,22000.0
2018,CYP,22000.0
2019,CYP,22000.0
2020,CYP,22000.0
2015,CZE,22000.0
2016,CZE,22000.0
2017,CZE,22000.0
2018,CZE,22000.0
2019,CZE,22000.0
2020,CZE,22000.0
2015,DEU,22000.0
2016,DEU,22000.0
2017,DEU,22000.0
2018,DEU,22000.0
2019,DEU,22000.0
2020,DEU,22000.0
2015,DJI,22000.0
2016,DJI,22000.0
2017,DJI,22000.0
2018,DJI,22000.0
2019,DJI,22000.0
2020,DJI,22000.0
2015,DMA,22000.0
2016,DMA,22000.0
2017,DMA,22000.0
2018,DMA,22000.0
2019,DMA,22000.0
2020,DMA,22000.0
2015,DNK,22000.0
2016,DNK,22000.0
2017,DNK,22000.0
2018,DNK,22000.0
2019,DNK,22000.0
2020,DNK,22000.0
2015,DOM,22000.0
2016,DOM,22000.0
2017,DOM,22000.0
2018,DOM,22000.0
2019,DOM,22000.0
2020,DOM,22000.0
2015,DZA,22000.0
2016,DZA,22000.0
2017,DZA,22000.0
2018,DZA,22000.0
2019,DZA,22000.0
2020,DZA,22000.0
2015,ECU,22000.0
2016,ECU,22000.0
2017,ECU,22000.0
2018,ECU,22000.0
2019,ECU,22000.0
2020,ECU,22000.0
2015,EGY,22000.0
2016,EGY,22000.0
2017,EGY,22000.0
2018,EGY,22000.0
2019,EGY,22000.0
2020,EGY,22000.0
2015,ERI,22000.0
2016,ERI,22000.0
2017,ERI,22000.0
2018,ERI,22000.0
2019,ERI,22000.0
2020,ERI,22000.0
2015,ESP,22000.0
2016,ESP,22000.0
2017,ESP,22000.0
2018,ESP,22000.0
2019,ESP,22000.0
2020,ESP,22000.0
2015,EST,22000.0
2016,EST,22000.0
2017,EST,22000.0
2018,EST,22000.0
2019,EST,22000.0
2020,EST,22000.0
2015,ETH,22000.0
2016,ETH,22000.0
2017,ETH,22000.0
2018,ETH,22000.0
2019,ETH,22000.0
2020,ETH,22000.0
2015,FIN,22000.0
2016,FIN,22000.0
2017,FIN,22000.0
2018,FIN,22000.0
2019,FIN,22000.0
2020,FIN,22000.0
2015,FJI,22000.0
2016,FJI,22000.0
2017,FJI,22000.0
2018,FJI,22000.0
2019,FJI,22000.0
2020,FJI,22000.0
2015,FRA,22000.0
2016,FRA,22000.0
2017,FRA,22000.0
2018,FRA,22000.0
2019,FRA,22000.0
2020,FRA,22000.0
2015,FRO,22000.0
2016,FRO,22000.0
2017,FRO,22000.0
2018,FRO,22000.0
2019,FRO,22000.0
2020,FRO,22000.0
2015,FSM,22000.0
2016,FSM,22000.0
2017,FSM,22000.0
2018,FSM,22000.0
2019,FSM,22000.0
2020,FSM,22000.0
2015,GAB,22000.0
2016,GAB,22000.0
2017,GAB,22000.0
2018,GAB,22000.0
2019,GAB,22000.0
2020,GAB,22000.0
2015,GBR,22000.0
2016,GBR,22000.0
2017,GBR,22000.0
2018,GBR,22000.0
2019,GBR,22000.0
2020,GBR,22000.0
2015,GEO,22000.0
2016,GEO,22000.0
2017,GEO,22000.0
2018,GEO,22000.0
2019,GEO,22000.0
2020,GEO,22000.0
2015,GHA,22000.0
2016,GHA,22000.0
2017,GHA,22000.0
2018,GHA,22000.0
2019,GHA,22000.0
2020,GHA,22000.0
2015,GIB,22000.0
2016,GIB,22000.0
2017,GIB,22000.0
2018,GIB,22000.0
2019,GIB,22000.0
2020,GIB,22000.0
2015,GIN,22000.0
2016,GIN,22000.0
2017,GIN,22000.0
2018,GIN,22000.0
2019,GIN,22000.0
2020,GIN,22000.0
2015,GMB,22000.0
2016,GMB,22000.0
2017,GMB,22000.0
2018,GMB,22000.0
2019,GMB,22000.0
2020,GMB,22000.0
2015,GNB,22000.0
2016,GNB,22000.0
2017,GNB,22000.0
2018,GNB,22000.0
2019,GNB,22000.0
2020,GNB,22000.0
2015,GNQ,22000.0
2016,GNQ,22000.0
2017,GNQ,22000.0
2018,GNQ,22000.0
2019,GNQ,22000.0
2020,GNQ,22000.0
2015,GRC,22000.0
2016,GRC,22000.0
2017,GRC,22000.0
2018,GRC,22000.0
2019,GRC,22000.0
2020,GRC,22000.0
2015,GRD,22000.0
2016,GRD,22000.0
2017,GRD,22000.0
2018,GRD,22000.0
2019,GRD,22000.0
2020,GRD,22000.0
2015,GRL,22000.0
2016,GRL,22000.0
2017,GRL,22000.0
2018,GRL,22000.0
2019,GRL,22000.0
2020,GRL,22000.0
2015,GTM,22000.0
2016,GTM,22000.0
2017,GTM,22000.0
2018,GTM,22000.0
2019,GTM,22000.0
2020,GTM,22000.0
2015,GUM,22000.0
2016,GUM,22000.0
2017,GUM,22000.0
2018,GUM,22000.0
2019,GUM,22000.0
2020,GUM,22000.0
2015,GUY,22000.0
2016,GUY,22000.0
2017,GUY,22000.0
2018,GUY,22000.0
2019,GUY,22000.0
2020,GUY,22000.0
2015,HKG,22000.0
2016,HKG,22000.0
2017,HKG,22000.0
2018,HKG,22000.0
2019,HKG,22000.0
2020,HKG,22000.0
2015,HND,22000.0
2016,HND,22000.0
2017,HND,22000.0
2018,HND,22000.0
2019,HND,22000.0
2020,HND,22000.0
2015,HRV,22000.0
2016,HRV,22000.0
2017,HRV,22000.0
2018,HRV,22000.0
2019,HRV,22000.0
2020,HRV,22000.0
2015,HTI,22000.0
2016,HTI,22000.0
2017,HTI,22000.0
2018,HTI,22000.0
2019,HTI,22000.0
2020,HTI,22000.0
2015,HUN,22000.0
2016,HUN,22000.0
2017,HUN,22000.0
2018,HUN,22000.0
2019,HUN,22000.0
2020,HUN,22000.0
2015,IDN,22000.0
2016,IDN,22000.0
2017,IDN,22000.0
2018,IDN,22000.0
2019,IDN,22000.0
2020,IDN,22000.0
2015,IMN,22000.0
2016,IMN,22000.0
2017,IMN,22000.0
2018,IMN,22000.0
2019,IMN,22000.0
2020,IMN,22000.0
2015,IND,22000.0
2016,IND,22000.0
2017,IND,22000.0
2018,IND,22000.0
2019,IND,22000.0
2020,IND,22000.0
2015,IRL,22000.0
2016,IRL,22000.0
2017,IRL,22000.0
2018,IRL,22000.0
2019,IRL,22000.0
2020,IRL,22000.0
2015,IRN,22000.0
2016,IRN,22000.0
2017,IRN,22000.0
2018,IRN,22000.0
2019,IRN,22000.0
2020,IRN,22000.0
2015,IRQ,22000.0
2016,IRQ,22000.0
2017,IRQ,22000.0
2018,IRQ,22000.0
2019,IRQ,22000.0
2020,IRQ,22000.0
2015,ISL,22000.0
2016,ISL,22000.0
2017,ISL,22000.0
2018,ISL,22000.0
2019,ISL,22000.0
2020,ISL,22000.0
2015,ISR,22000.0
2016,ISR,22000.0
2017,ISR,22000.0
2018,ISR,22000.0
2019,ISR,22000.0
2020,ISR,22000.0
2015,ITA,22000.0
2016,ITA,22000.0
2017,ITA,22000.0
2018,ITA,22000.0
2019,ITA,22000.0
2020,ITA,22000.0
2015,JAM,22000.0
2016,JAM,22000.0
2017,JAM,22000.0
2018,JAM,22000.0
2019,JAM,22000.0
2020,JAM,22000.0
2015,JOR,22000.0
2016,JOR,22000.0
2017,JOR,22000.0
2018,JOR,22000.0
2019,JOR,22000.0
2020,JOR,22000.0
2015,JPN,22000.0
2016,JPN,22000.0
2017,JPN,22000.0
2018,JPN,22000.0
2019,JPN,22000.0
2020,JPN,22000.0
2015,KAZ,22000.0
2016,KAZ,22000.0
2017,KAZ,22000.0
2018,KAZ,22000.0
2019,KAZ,22000.0
2020,KAZ,22000.0
2015,KEN,22000.0
2016,KEN,22000.0
2017,KEN,22000.0
2018,KEN,22000.0
2019,KEN,22000.0
2020,KEN,22000.0
2015,KGZ,22000.0
2016,KGZ,22000.0
2017,KGZ,22000.0
2018,KGZ,22000.0
2019,KGZ,22000.0
2020,KGZ,22000.0
2015,KHM,22000.0
2016,KHM,22000.0
2017,KHM,22000.0
2018,KHM,22000.0
2019,KHM,22000.0
2020,KHM,22000.0
2015,KIR,22000.0
2016,KIR,22000.0
2017,KIR,22000.0
2018,KIR,22000.0
2019,KIR,22000.0
2020,KIR,22000.0
2015,KNA,22000.0
2016,KNA,22000.0
2017,KNA,22000.0
2018,KNA,22000.0
2019,KNA,22000.0
2020,KNA,22000.0
2015,KOR,22000.0
2016,KOR,22000.0
2017,KOR,22000.0
2018,KOR,22000.0
2019,KOR,22000.0
2020,KOR,22000.0
2015,KWT,22000.0
2016,KWT,22000.0
2017,KWT,22000.0
2018,KWT,22000.0
2019,KWT,22000.0
2020,KWT,22000.0
2015,LAO,22000.0
2016,LAO,22000.0
2017,LAO,22000.0
2018,LAO,22000.0
2019,LAO,22000.0
2020,LAO,22000.0
2015,LBN,22000.0
2016,LBN,22000.0
2017,LBN,22000.0
2018,LBN,22000.0
2019,LBN,22000.0
2020,LBN,22000.0
2015,LBR,22000.0
2016,LBR,22000.0
2017,LBR,22000.0
2018,LBR,22000.0
2019,LBR,22000.0
2020,LBR,22000.0
2015,LBY,22000.0
2016,LBY,22000.0
2017,LBY,22000.0
2018,LBY,22000.0
2019,LBY,22000.0
2020,LBY,22000.0
2015,LCA,22000.0
2016,LCA,22000.0
2017,LCA,22000.0
2018,LCA,22000.0
2019,LCA,22000.0
2020,LCA,22000.0
2015,LIE,22000.0
2016,LIE,22000.0
2017,LIE,22000.0
2018,LIE,22000.0
2019,LIE,22000.0
2020,LIE,22000.0
2015,LKA,22000.0
2016,LKA,22000.0
2017,LKA,22000.0
2018,LKA,22000.0
2019,LKA,22000.0
2020,LKA,22000.0
2015,LSO,22000.0
2016,LSO,22000.0
2017,LSO,22000.0
2018,LSO,22000.0
2019,LSO,22000.0
2020,LSO,22000.0
2015,LTU,22000.0
2016,LTU,22000.0
2017,LTU,22000.0
2018,LTU,22000.0
2019,LTU,22000.0
2020,LTU,22000.0
2015,LUX,22000.0
2016,LUX,22000.0
2017,LUX,22000.0
2018,LUX,22000.0
2019,LUX,22000.0
2020,LUX,22000.0
2015,LVA,22000.0
2016,LVA,22000.0
2017,LVA,22000.0
2018,LVA,22000.0
2019,LVA,22000.0
2020,LVA,22000.0
2015,MAC,22000.0
2016,MAC,22000.0
2017,MAC,22000.0
2018,MAC,22000.0
2019,MAC,22000.0
2020,MAC,22000.0
2015,MAF,22000.0
2016,MAF,22000.0
2017,MAF,22000.0
2018,MAF,22000.0
2019,MAF,22000.0
2020,MAF,22000.0
2015,MAR,22000.0
2016,MAR,22000.0
2017,MAR,22000.0
2018,MAR,22000.0
2019,MAR,22000.0
2020,MAR,22000.0
2015,MCO,22000.0
2016,MCO,22000.0
2017,MCO,22000.0
2018,MCO,22000.0
2019,MCO,22000.0
2020,MCO,22000.0
2015,MDA,22000.0
2016,MDA,22000.0
2017,MDA,22000.0
2018,MDA,22000.0
2019,MDA,22000.0
2020,MDA,22000.0
2015,MDG,22000.0
2016,MDG,22000.0
2017,MDG,22000.0
2018,MDG,22000.0
2019,MDG,22000.0
2020,MDG,22000.0
2015,MDV,22000.0
2016,MDV,22000.0
2017,MDV,22000.0
2018,MDV,22000.0
2019,MDV,22000.0
2020,MDV,22000.0
2015,MEX,22000.0
2016,MEX,22000.0
2017,MEX,22000.0
2018,MEX,22000.0
2019,MEX,22000.0
2020,MEX,22000.0
2015,MHL,22000.0
2016,MHL,22000.0
2017,MHL,22000.0
2018,MHL,22000.0
2019,MHL,22000.0
2020,MHL,22000.0
2015,MKD,22000.0
2016,MKD,22000.0
2017,MKD,22000.0
2018,MKD,22000.0
2019,MKD,22000.0
2020,MKD,22000.0
2015,MLI,22000.0
2016,MLI,22000.0
2017,MLI,22000.0
2018,MLI,22000.0
2019,MLI,22000.0
2020,MLI,22000.0
2015,MLT,22000.0
2016,MLT,22000.0
2017,MLT,22000.0
2018,MLT,22000.0
2019,MLT,22000.0
2020,MLT,22000.0
2015,MMR,22000.0
2016,MMR,22000.0
2017,MMR,22000.0
2018,MMR,22000.0
2019,MMR,22000.0
2020,MMR,22000.0
2015,MNE,22000.0
2016,MNE,22000.0
2017,MNE,22000.0
2018,MNE,22000.0
2019,MNE,22000.0
2020,MNE,22000.0
2015,MNG,22000.0
2016,MNG,22000.0
2017,MNG,22000.0
2018,MNG,22000.0
2019,MNG,22000.0
2020,MNG,22000.0
2015,MNP,22000.0
2016,MNP,22000.0
2017,MNP,22000.0
2018,MNP,22000.0
2019,MNP,22000.0
2020,MNP,22000.0
2015,MOZ,22000.0
2016,MOZ,22000.0
2017,MOZ,22000.0
2018,MOZ,22000.0
2019,MOZ,22000.0
2020,MOZ,22000.0
2015,MRT,22000.0
2016,MRT,22000.0
2017,MRT,22000.0
2018,MRT,22000.0
2019,MRT,22000.0
2020,MRT,22000.0
2015,MUS,22000.0
2016,MUS,22000.0
2017,MUS,22000.0
2018,MUS,22000.0
2019,MUS,22000.0
2020,MUS,22000.0
2015,MWI,22000.0
2016,MWI,22000.0
2017,MWI,22000.0
2018,MWI,22000.0
2019,MWI,22000.0
2020,MWI,22000.0
2015,MYS,22000.0
2016,MYS,22000.0
2017,MYS,22000.0
2018,MYS,22000.0
2019,MYS,22000.0
2020,MYS,22000.0
2015,NAM,22000.0
2016,NAM,22000.0
2017,NAM,22000.0
2018,NAM,22000.0
2019,NAM,22000.0
2020,NAM,22000.0
2015,NCL,22000.0
2016,NCL,22000.0
2017,NCL,22000.0
2018,NCL,22000.0
2019,NCL,22000.0
2020,NCL,22000.0
2015,NER,22000.0
2016,NER,22000.0
2017,NER,22000.0
2018,NER,22000.0
2019,NER,22000.0
2020,NER,22000.0
2015,NGA,22000.0
2016,NGA,22000.0
2017,NGA,22000.0
2018,NGA,22000.0
2019,NGA,22000.0
2020,NGA,22000.0
2015,NIC,22000.0
2016,NIC,22000.0
2017,NIC,22000.0
2018,NIC,22000.0
2019,NIC,22000.0
2020,NIC,22000.0
2015,NLD,22000.0
2016,NLD,22000.0
2017,NLD,22000.0
2018,NLD,22000.0
2019,NLD,22000.0
2020,NLD,22000.0
2015,NOR,22000.0
2016,NOR,22000.0
2017,NOR,22000.0
2018,NOR,22000.0
2019,NOR,22000.0
2020,NOR,22000.0
2015,NPL,22000.0
2016,NPL,22000.0
2017,NPL,22000.0
2018,NPL,22000.0
2019,NPL,22000.0
2020,NPL,22000.0
2015,NRU,22000.0
2016,NRU,22000.0
2017,NRU,22000.0
2018,NRU,22000.0
2019,NRU,22000.0
2020,NRU,22000.0
2015,NZL,22000.0
2016,NZL,22000.0
2017,NZL,22000.0
2018,NZL,22000.0
2019,NZL,22000.0
2020,NZL,22000.0
2015,OMN,22000.0
2016,OMN,22000.0
2017,OMN,22000.0
2018,OMN,22000.0
2019,OMN,22000.0
2020,OMN,22000.0
2015,PAK,22000.0
2016,PAK,22000.0
2017,PAK,22000.0
2018,PAK,22000.0
2019,PAK,22000.0
2020,PAK,22000.0
2015,PAN,22000.0
2016,PAN,22000.0
2017,PAN,22000.0
2018,PAN,22000.0
2019,PAN,22000.0
2020,PAN,22000.0
2015,PER,22000.0
2016,PER,22000.0
2017,PER,22000.0
2018,PER,22000.0
2019,PER,22000.0
2020,PER,22000.0
2015,PHL,22000.0
2016,PHL,22000.0
2017,PHL,22000.0
2018,PHL,22000.0
2019,PHL,22000.0
2020,PHL,22000.0
2015,PLW,22000.0
2016,PLW,22000.0
2017,PLW,22000.0
2018,PLW,22000.0
2019,PLW,22000.0
2020,PLW,22000.0
2015,PNG,22000.0
2016,PNG,22000.0
2017,PNG,22000.0
2018,PNG,22000.0
2019,PNG,22000.0
2020,PNG,22000.0
2015,POL,22000.0
2016,POL,22000.0
2017,POL,22000.0
2018,POL,22000.0
2019,POL,22000.0
2020,POL,22000.0
2015,PRI,22000.0
2016,PRI,22000.0
2017,PRI,22000.0
2018,PRI,22000.0
2019,PRI,22000.0
2020,PRI,22000.0
2015,PRK,22000.0
2016,PRK,22000.0
2017,PRK,22000.0
2018,PRK,22000.0
2019,PRK,22000.0
2020,PRK,22000.0
2015,PRT,22000.0
2016,PRT,22000.0
2017,PRT,22000.0
2018,PRT,22000.0
2019,PRT,22000.0
2020,PRT,22000.0
2015,PRY,22000.0
2016,PRY,22000.0
2017,PRY,22000.0
2018,PRY,22000.0
2019,PRY,22000.0
2020,PRY,22000.0
2015,PYF,22000.0
2016,PYF,22000.0
2017,PYF,22000.0
2018,PYF,22000.0
2019,PYF,22000.0
2020,PYF,22000.0
2015,QAT,22000.0
2016,QAT,22000.0
2017,QAT,22000.0
2018,QAT,22000.0
2019,QAT,22000.0
2020,QAT,22000.0
2015,ROU,22000.0
2016,ROU,22000.0
2017,ROU,22000.0
2018,ROU,22000.0
2019,ROU,22000.0
2020,ROU,22000.0
2015,RUS,22000.0
2016,RUS,22000.0
2017,RUS,22000.0
2018,RUS,22000.0
2019,RUS,22000.0
2020,RUS,22000.0
2015,RWA,22000.0
2016,RWA,22000.0
2017,RWA,22000.0
2018,RWA,22000.0
2019,RWA,22000.0
2020,RWA,22000.0
2015,SAU,22000.0
2016,SAU,22000.0
2017,SAU,22000.0
2018,SAU,22000.0
2019,SAU,22000.0
2020,SAU,22000.0
2015,SDN,22000.0
2016,SDN,22000.0
2017,SDN,22000.0
2018,SDN,22000.0
2019,SDN,22000.0
2020,SDN,22000.0
2015,SEN,22000.0
2016,SEN,22000.0
2017,SEN,22000.0
2018,SEN,22000.0
2019,SEN,22000.0
2020,SEN,22000.0
2015,SGP,22000.0
2016,SGP,22000.0
2017,SGP,22000.0
2018,SGP,22000.0
2019,SGP,22000.0
2020,SGP,22000.0
2015,SLB,22000.0
2016,SLB,22000.0
2017,SLB,22000.0
2018,SLB,22000.0
2019,SLB,22000.0
2020,SLB,22000.0
2015,SLE,22000.0
2016,SLE,22000.0
2017,SLE,22000.0
2018,SLE,22000.0
2019,SLE,22000.0
2020,SLE,22000.0
2015,SLV,22000.0
2016,SLV,22000.0
2017,SLV,22000.0
2018,SLV,22000.0
2019,SLV,22000.0
2020,SLV,22000.0
2015,SMR,22000.0
2016,SMR,22000.0
2017,SMR,22000.0
2018,SMR,22000.0
2019,SMR,22000.0
2020,SMR,22000.0
2015,SOM,22000.0
2016,SOM,22000.0
2017,SOM,22000.0
2018,SOM,22000.0
2019,SOM,22000.0
2020,SOM,22000.0
2015,SRB,22000.0
2016,SRB,22000.0
2017,SRB,22000.0
2018,SRB,22000.0
2019,SRB,22000.0
2020,SRB,22000.0
2015,SSD,22000.0
2016,SSD,22000.0
2017,SSD,22000.0
2018,SSD,22000.0
2019,SSD,22000.0
2020,SSD,22000.0
2015,STP,22000.0
2016,STP,22000.0
2017,STP,22000.0
2018,STP,22000.0
2019,STP,22000.0
2020,STP,22000.0
2015,SUR,22000.0
2016,SUR,22000.0
2017,SUR,22000.0
2018,SUR,22000.0
2019,SUR,22000.0
2020,SUR,22000.0
2015,SVK,22000.0
2016,SVK,22000.0
2017,SVK,22000.0
2018,SVK,22000.0
2019,SVK,22000.0
2020,SVK,22000.0
2015,SVN,22000.0
2016,SVN,22000.0
2017,SVN,22000.0
2018,SVN,22000.0
2019,SVN,22000.0
2020,SVN,22000.0
2015,SWE,22000.0
2016,SWE,22000.0
2017,SWE,22000.0
2018,SWE,22000.0
2019,SWE,22000.0
2020,SWE,22000.0
2015,SWZ,22000.0
2016,SWZ,22000.0
2017,SWZ,22000.0
2018,SWZ,22000.0
2019,SWZ,22000.0
2020,SWZ,22000.0
2015,SXM,22000.0
2016,SXM,22000.0
2017,SXM,22000.0
2018,SXM,22000.0
2019,SXM,22000.0
2020,SXM,22000.0
2015,SYC,22000.0
2016,SYC,22000.0
2017,SYC,22000.0
2018,SYC,22000.0
2019,SYC,22000.0
2020,SYC,22000.0
2015,SYR,22000.0
2016,SYR,22000.0
2017,SYR,22000.0
2018,SYR,22000.0
2019,SYR,22000.0
2020,SYR,22000.0
2015,TCA,22000.0
2016,TCA,22000.0
2017,TCA,22000.0
2018,TCA,22000.0
2019,TCA,22000.0
2020,TCA,22000.0
2015,TCD,22000.0
2016,TCD,22000.0
2017,TCD,22000.0
2018,TCD,22000.0
2019,TCD,22000.0
2020,TCD,22000.0
2015,TGO,22000.0
2016,TGO,22000.0
2017,TGO,22000.0
2018,TGO,22000.0
2019,TGO,22000.0
2020,TGO,22000.0
2015,THA,22000.0
2016,THA,22000.0
2017,THA,22000.0
2018,THA,22000.0
2019,THA,22000.0
2020,THA,22000.0
2015,TJK,22000.0
2016,TJK,22000.0
2017,TJK,22000.0
2018,TJK,22000.0
2019,TJK,22000.0
2020,TJK,22000.0
2015,TKM,22000.0
2016,TKM,22000.0
2017,TKM,22000.0
2018,TKM,22000.0
2019,TKM,22000.0
2020,TKM,22000.0
2015,TLS,22000.0
2016,TLS,22000.0
2017,TLS,22000.0
2018,TLS,22000.0
2019,TLS,22000.0
2020,TLS,22000.0
2015,TON,22000.0
2016,TON,22000.0
2017,TON,22000.0
2018,TON,22000.0
2019,TON,22000.0
2020,TON,22000.0
2015,TTO,22000.0
2016,TTO,22000.0
2017,TTO,22000.0
2018,TTO,22000.0
2019,TTO,22000.0
2020,TTO,22000.0
