Year,iso_code3,cost_enfu_fuel_biomass_usd_per_tonne
2018,DOM,209.78
2019,DOM,209.78
2020,DOM,209.78
2015,DZA,209.78
2016,DZA,209.78
2017,DZA,209.78
2018,DZA,209.78
2019,DZA,209.78
2020,DZA,209.78
2015,ECU,209.78
2016,ECU,209.78
2017,ECU,209.78
2018,ECU,209.78
2019,ECU,209.78
2020,ECU,209.78
2015,EGY,209.78
2016,EGY,209.78
2017,EGY,209.78
2018,EGY,209.78
2019,EGY,209.78
2020,EGY,209.78
2015,ERI,209.78
2016,ERI,209.78
2017,ERI,209.78
2018,ERI,209.78
2019,ERI,209.78
2020,ERI,209.78
2015,ESP,209.78
2016,ESP,209.78
2017,ESP,209.78
2018,ESP,209.78
2019,ESP,209.78
2020,ESP,209.78
2015,EST,209.78
2016,EST,209.78
2017,EST,209.78
2018,EST,209.78
2019,EST,209.78
2020,EST,209.78
2015,ETH,209.78
2016,ETH,209.78
2017,ETH,209.78
2018,ETH,209.78
2019,ETH,209.78
2020,ETH,209.78
2015,FIN,209.78
2016,FIN,209.78
2017,FIN,209.78
2018,FIN,209.78
2019,FIN,209.78
2020,FIN,209.78
2015,FJI,209.78
2016,FJI,209.78
2017,FJI,209.78
2018,FJI,209.78
2019,FJI,209.78
2020,FJI,209.78
2015,FRA,209.78
2016,FRA,209.78
2017,FRA,209.78
2018,FRA,209.78
2019,FRA,209.78
2020,FRA,209.78
2015,FRO,209.78
2016,FRO,209.78
2017,FRO,209.78
2018,FRO,209.78
2019,FRO,209.78
2020,FRO,209.78
2015,FSM,209.78
2016,FSM,209.78
2017,FSM,209.78
2018,FSM,209.78
2019,FSM,209.78
2020,FSM,209.78
2015,GAB,209.78
2016,GAB,209.78
2017,GAB,209.78
2018,GAB,209.78
2019,GAB,209.78
2020,GAB,209.78
2015,GBR,209.78
2016,GBR,209.78
2017,GBR,209.78
2018,GBR,209.78
2019,GBR,209.78
2020,GBR,209.78
2015,GEO,209.78
2016,GEO,209.78
2017,GEO,209.78
2018,GEO,209.78
2019,GEO,209.78
2020,GEO,209.78
2015,GHA,209.78
2016,GHA,209.78
2017,GHA,209.78
2018,GHA,209.78
2019,GHA,209.78
2020,GHA,209.78
2015,GIB,209.78
2016,GIB,209.78
2017,GIB,209.78
2018,GIB,209.78
2019,GIB,209.78
2020,GIB,209.78
2015,GIN,209.78
2016,GIN,209.78
2017,GIN,209.78
2018,GIN,209.78
2019,GIN,209.78
2020,GIN,209.78
2015,GMB,209.78
2016,GMB,209.78
2017,GMB,209.78
2018,GMB,209.78
2019,GMB,209.78
2020,GMB,209.78
2015,GNB,209.78
2016,GNB,209.78
2017,GNB,209.78
2018,GNB,209.78
2019,GNB,209.78
2020,GNB,209.78
2015,GNQ,209.78
2016,GNQ,209.78
2017,GNQ,209.78
2018,GNQ,209.78
2019,GNQ,209.78
2020,GNQ,209.78
2015,GRC,209.78
2016,GRC,209.78
2017,GRC,209.78
2018,GRC,209.78
2019,GRC,209.78
2020,GRC,209.78
2015,GRD,209.78
2016,GRD,209.78
2017,GRD,209.78
2018,GRD,209.78
2019,GRD,209.78
2020,GRD,209.78
2015,GRL,209.78
2016,GRL,209.78
2017,GRL,209.78
2018,GRL,209.78
2019,GRL,209.78
2020,GRL,209.78
2015,GTM,209.78
2016,GTM,209.78
2017,GTM,209.78
2018,GTM,209.78
2019,GTM,209.78
2020,GTM,209.78
2015,GUM,209.78
2016,GUM,209.78
2017,GUM,209.78
2018,GUM,209.78
2019,GUM,209.78
2020,GUM,209.78
2015,GUY,209.78
2016,GUY,209.78
2017,GUY,209.78
2018,GUY,209.78
2019,GUY,209.78
2020,GUY,209.78
2015,HKG,209.78
2016,HKG,209.78
2017,HKG,209.78
2018,HKG,209.78
2019,HKG,209.78
2020,HKG,209.78
2015,HND,209.78
2016,HND,209.78
2017,HND,209.78
2018,HND,209.78
2019,HND,209.78
2020,HND,209.78
2015,HRV,209.78
2016,HRV,209.78
2017,HRV,209.78
2018,HRV,209.78
2019,HRV,209.78
2020,HRV,209.78
2015,HTI,209.78
2016,HTI,209.78
2017,HTI,209.78
2018,HTI,209.78
2019,HTI,209.78
2020,HTI,209.78
2015,HUN,209.78
2016,HUN,209.78
2017,HUN,209.78
2018,HUN,209.78
2019,HUN,209.78
2020,HUN,209.78
2015,IDN,209.78
2016,IDN,209.78
2017,IDN,209.78
2018,IDN,209.78
2019,IDN,209.78
2020,IDN,209.78
2015,IMN,209.78
2016,IMN,209.78
2017,IMN,209.78
2018,IMN,209.78
2019,IMN,209.78
2020,IMN,209.78
2015,IND,209.78
2016,IND,209.78
2017,IND,209.78
2018,IND,209.78
2019,IND,209.78
2020,IND,209.78
2015,IRL,209.78
2016,IRL,209.78
2017,IRL,209.78
2018,IRL,209.78
2019,IRL,209.78
2020,IRL,209.78
2015,IRN,209.78
2016,IRN,209.78
2017,IRN,209.78
2018,IRN,209.78
2019,IRN,209.78
2020,IRN,209.78
2015,IRQ,209.78
2016,IRQ,209.78
2017,IRQ,209.78
2018,IRQ,209.78
2019,IRQ,209.78
2020,IRQ,209.78
2015,ISL,209.78
2016,ISL,209.78
2017,ISL,209.78
2018,ISL,209.78
2019,ISL,209.78
2020,ISL,209.78
2015,ISR,209.78
2016,ISR,209.78
2017,ISR,209.78
2018,ISR,209.78
2019,ISR,209.78
2020,ISR,209.78
2015,ITA,209.78
2016,ITA,209.78
2017,ITA,209.78
2018,ITA,209.78
2019,ITA,209.78
2020,ITA,209.78
2015,JAM,209.78
2016,JAM,209.78
2017,JAM,209.78
2018,JAM,209.78
2019,JAM,209.78
2020,JAM,209.78
2015,JOR,209.78
2016,JOR,209.78
2017,JOR,209.78
2018,JOR,209.78
2019,JOR,209.78
2020,JOR,209.78
2015,JPN,209.78
2016,JPN,209.78
2017,JPN,209.78
2018,JPN,209.78
2019,JPN,209.78
2020,JPN,209.78
2015,KAZ,209.78
2016,KAZ,209.78
2017,KAZ,209.78
2018,KAZ,209.78
2019,KAZ,209.78
2020,KAZ,209.78
2015,KEN,209.78
2016,KEN,209.78
2017,KEN,209.78
2018,KEN,209.78
2019,KEN,209.78
2020,KEN,209.78
2015,KGZ,209.78
2016,KGZ,209.78
2017,KGZ,209.78
2018,KGZ,209.78
2019,KGZ,209.78
2020,KGZ,209.78
2015,KHM,209.78
2016,KHM,209.78
2017,KHM,209.78
2018,KHM,209.78
2019,KHM,209.78
2020,KHM,209.78
2015,KIR,209.78
2016,KIR,209.78
2017,KIR,209.78
2018,KIR,209.78
2019,KIR,209.78
2020,KIR,209.78
2015,KNA,209.78
2016,KNA,209.78
2017,KNA,209.78
2018,KNA,209.78
2019,KNA,209.78
2020,KNA,209.78
2015,KOR,209.78
2016,KOR,209.78
2017,KOR,209.78
2018,KOR,209.78
2019,KOR,209.78
2020,KOR,209.78
2015,KWT,209.78
2016,KWT,209.78
2017,KWT,209.78
2018,KWT,209.78
2019,KWT,209.78
2020,KWT,209.78
2015,LAO,209.78
2016,LAO,209.78
2017,LAO,209.78
2018,LAO,209.78
2019,LAO,209.78
2020,LAO,209.78
2015,LBN,209.78
2016,LBN,209.78
2017,LBN,209.78
2018,LBN,209.78
2019,LBN,209.78
2020,LBN,209.78
2015,LBR,209.78
2016,LBR,209.78
2017,LBR,209.78
2018,LBR,209.78
2019,LBR,209.78
2020,LBR,209.78
2015,LBY,209.78
2016,LBY,209.78
2017,LBY,209.78
2018,LBY,209.78
2019,LBY,209.78
2020,LBY,209.78
2015,LCA,209.78
2016,LCA,209.78
2017,LCA,209.78
2018,LCA,209.78
2019,LCA,209.78
2020,LCA,209.78
2015,LIE,209.78
2016,LIE,209.78
2017,LIE,209.78
2018,LIE,209.78
2019,LIE,209.78
2020,LIE,209.78
2015,LKA,209.78
2016,LKA,209.78
2017,LKA,209.78
2018,LKA,209.78
2019,LKA,209.78
2020,LKA,209.78
2015,LSO,209.78
2016,LSO,209.78
2017,LSO,209.78
2018,LSO,209.78
2019,LSO,209.78
2020,LSO,209.78
2015,LTU,209.78
2016,LTU,209.78
2017,LTU,209.78
2018,LTU,209.78
2019,LTU,209.78
2020,LTU,209.78
2015,LUX,209.78
2016,LUX,209.78
2017,LUX,209.78
2018,LUX,209.78
2019,LUX,209.78
2020,LUX,209.78
2015,LVA,209.78
2016,LVA,209.78
2017,LVA,209.78
2018,LVA,209.78
2019,LVA,209.78
2020,LVA,209.78
2015,MAC,209.78
2016,MAC,209.78
2017,MAC,209.78
2018,MAC,209.78
2019,MAC,209.78
2020,MAC,209.78
2015,MAF,209.78
2016,MAF,209.78
2017,MAF,209.78
2018,MAF,209.78
2019,MAF,209.78
2020,MAF,209.78
2015,MAR,209.78
2016,MAR,209.78
2017,MAR,209.78
2018,MAR,209.78
2019,MAR,209.78
2020,MAR,209.78
2015,MCO,209.78
2016,MCO,209.78
2017,MCO,209.78
2018,MCO,209.78
2019,MCO,209.78
2020,MCO,209.78
2015,MDA,209.78
2016,MDA,209.78
2017,MDA,209.78
2018,MDA,209.78
2019,MDA,209.78
2020,MDA,209.78
2015,MDG,209.78
2016,MDG,209.78
2017,MDG,209.78
2018,MDG,209.78
2019,MDG,209.78
2020,MDG,209.78
2015,MDV,209.78
2016,MDV,209.78
2017,MDV,209.78
2018,MDV,209.78
2019,MDV,209.78
2020,MDV,209.78
2015,MEX,209.78
2016,MEX,209.78
2017,MEX,209.78
2018,MEX,209.78
2019,MEX,209.78
2020,MEX,209.78
2015,MHL,209.78
2016,MHL,209.78
2017,MHL,209.78
2018,MHL,209.78
2019,MHL,209.78
2020,MHL,209.78
2015,MKD,209.78
2016,MKD,209.78
2017,MKD,209.78
2018,MKD,209.78
2019,MKD,209.78
2020,MKD,209.78
2015,MLI,209.78
2016,MLI,209.78
2017,MLI,209.78
2018,MLI,209.78
2019,MLI,209.78
2020,MLI,209.78
2015,MLT,209.78
2016,MLT,209.78
2017,MLT,209.78
2018,MLT,209.78
2019,MLT,209.78
2020,MLT,209.78
2015,MMR,209.78
2016,MMR,209.78
2017,MMR,209.78
2018,MMR,209.78
2019,MMR,209.78
2020,MMR,209.78
2015,MNE,209.78
2016,MNE,209.78
2017,MNE,209.78
2018,MNE,209.78
2019,MNE,209.78
2020,MNE,209.78
2015,MNG,209.78
2016,MNG,209.78
2017,MNG,209.78
2018,MNG,209.78
2019,MNG,209.78
2020,MNG,209.78
2015,MNP,209.78
2016,MNP,209.78
2017,MNP,209.78
2018,MNP,209.78
2019,MNP,209.78
2020,MNP,209.78
2015,MOZ,209.78
2016,MOZ,209.78
2017,MOZ,209.78
2018,MOZ,209.78
2019,MOZ,209.78
2020,MOZ,209.78
2015,MRT,209.78
2016,MRT,209.78
2017,MRT,209.78
2018,MRT,209.78
2019,MRT,209.78
2020,MRT,209.78
2015,MUS,209.78
2016,MUS,209.78
2017,MUS,209.78
2018,MUS,209.78
2019,MUS,209.78
2020,MUS,209.78
2015,MWI,209.78
2016,MWI,209.78
2017,MWI,209.78
2018,MWI,209.78
2019,MWI,209.78
2020,MWI,209.78
2015,MYS,209.78
2016,MYS,209.78
2017,MYS,209.78
2018,MYS,209.78
2019,MYS,209.78
2020,MYS,209.78
2015,NAM,209.78
2016,NAM,209.78
2017,NAM,209.78
2018,NAM,209.78
2019,NAM,209.78
2020,NAM,209.78
2015,NCL,209.78
2016,NCL,209.78
2017,NCL,209.78
2018,NCL,209.78
2019,NCL,209.78
2020,NCL,209.78
2015,NER,209.78
2016,NER,209.78
2017,NER,209.78
2018,NER,209.78
2019,NER,209.78
2020,NER,209.78
2015,NGA,209.78
2016,NGA,209.78
2017,NGA,209.78
2018,NGA,209.78
2019,NGA,209.78
2020,NGA,209.78
2015,NIC,209.78
2016,NIC,209.78
2017,NIC,209.78
2018,NIC,209.78
2019,NIC,209.78
2020,NIC,209.78
2015,NLD,209.78
2016,NLD,209.78
2017,NLD,209.78
2018,NLD,209.78
2019,NLD,209.78
2020,NLD,209.78
2015,NOR,209.78
2016,NOR,209.78
2017,NOR,209.78
2018,NOR,209.78
2019,NOR,209.78
2020,NOR,209.78
2015,NPL,209.78
2016,NPL,209.78
2017,NPL,209.78
2018,NPL,209.78
2019,NPL,209.78
2020,NPL,209.78
2015,NRU,209.78
2016,NRU,209.78
2017,NRU,209.78
2018,NRU,209.78
2019,NRU,209.78
2020,NRU,209.78
2015,NZL,209.78
2016,NZL,209.78
2017,NZL,209.78
2018,NZL,209.78
2019,NZL,209.78
2020,NZL,209.78
2015,OMN,209.78
2016,OMN,209.78
2017,OMN,209.78
2018,OMN,209.78
2019,OMN,209.78
2020,OMN,209.78
2015,PAK,209.78
2016,PAK,209.78
2017,PAK,209.78
2018,PAK,209.78
2019,PAK,209.78
2020,PAK,209.78
2015,PAN,209.78
2016,PAN,209.78
2017,PAN,209.78
2018,PAN,209.78
2019,PAN,209.78
2020,PAN,209.78
2015,PER,209.78
2016,PER,209.78
2017,PER,209.78
2018,PER,209.78
2019,PER,209.78
2020,PER,209.78
2015,PHL,209.78
2016,PHL,209.78
2017,PHL,209.78
2018,PHL,209.78
2019,PHL,209.78
2020,PHL,209.78
2015,PLW,209.78
2016,PLW,209.78
2017,PLW,209.78
2018,PLW,209.78
2019,PLW,209.78
2020,PLW,209.78
2015,PNG,209.78
2016,PNG,209.78
2017,PNG,209.78
2018,PNG,209.78
2019,PNG,209.78
2020,PNG,209.78
2015,POL,209.78
2016,POL,209.78
2017,POL,209.78
2018,POL,209.78
2019,POL,209.78
2020,POL,209.78
2015,PRI,209.78
2016,PRI,209.78
2017,PRI,209.78
2018,PRI,209.78
2019,PRI,209.78
2020,PRI,209.78
2015,PRK,209.78
2016,PRK,209.78
2017,PRK,209.78
2018,PRK,209.78
2019,PRK,209.78
2020,PRK,209.78
2015,PRT,209.78
2016,PRT,209.78
2017,PRT,209.78
2018,PRT,209.78
2019,PRT,209.78
2020,PRT,209.78
2015,PRY,209.78
2016,PRY,209.78
2017,PRY,209.78
2018,PRY,209.78
2019,PRY,209.78
2020,PRY,209.78
2015,PYF,209.78
2016,PYF,209.78
2017,PYF,209.78
2018,PYF,209.78
2019,PYF,209.78
2020,PYF,209.78
2015,QAT,209.78
2016,QAT,209.78
2017,QAT,209.78
2018,QAT,209.78
2019,QAT,209.78
2020,QAT,209.78
2015,ROU,209.78
2016,ROU,209.78
2017,ROU,209.78
2018,ROU,209.78
2019,ROU,209.78
2020,ROU,209.78
2015,RUS,209.78
2016,RUS,209.78
2017,RUS,209.78
2018,RUS,209.78
2019,RUS,209.78
2020,RUS,209.78
2015,RWA,209.78
2016,RWA,209.78
2017,RWA,209.78
2018,RWA,209.78
2019,RWA,209.78
2020,RWA,209.78
2015,SAU,209.78
2016,SAU,209.78
2017,SAU,209.78
2018,SAU,209.78
2019,SAU,209.78
2020,SAU,209.78
2015,SDN,209.78
2016,SDN,209.78
2017,SDN,209.78
2018,SDN,209.78
2019,SDN,209.78
2020,SDN,209.78
2015,SEN,209.78
2016,SEN,209.78
2017,SEN,209.78
2018,SEN,209.78
2019,SEN,209.78
2020,SEN,209.78
2015,SGP,209.78
2016,SGP,209.78
2017,SGP,209.78
2018,SGP,209.78
2019,SGP,209.78
2020,SGP,209.78
2015,SLB,209.78
2016,SLB,209.78
2017,SLB,209.78
2018,SLB,209.78
2019,SLB,209.78
2020,SLB,209.78
2015,SLE,209.78
2016,SLE,209.78
2017,SLE,209.78
2018,SLE,209.78
2019,SLE,209.78
2020,SLE,209.78
2015,SLV,209.78
2016,SLV,209.78
2017,SLV,209.78
2018,SLV,209.78
2019,SLV,209.78
2020,SLV,209.78
2015,SMR,209.78
2016,SMR,209.78
2017,SMR,209.78
2018,SMR,209.78
2019,SMR,209.78
2020,SMR,209.78
2015,SOM,209.78
2016,SOM,209.78
2017,SOM,209.78
2018,SOM,209.78
2019,SOM,209.78
2020,SOM,209.78
2015,SRB,209.78
2016,SRB,209.78
2017,SRB,209.78
2018,SRB,209.78
2019,SRB,209.78
2020,SRB,209.78
2015,SSD,209.78
2016,SSD,209.78
2017,SSD,209.78
2018,SSD,209.78
2019,SSD,209.78
2020,SSD,209.78
2015,STP,209.78
2016,STP,209.78
2017,STP,209.78
2018,STP,209.78
2019,STP,209.78
2020,STP,209.78
2015,SUR,209.78
2016,SUR,209.78
2017,SUR,209.78
2018,SUR,209.78
2019,SUR,209.78
2020,SUR,209.78
2015,SVK,209.78
2016,SVK,209.78
2017,SVK,209.78
2018,SVK,209.78
2019,SVK,209.78
2020,SVK,209.78
2015,SVN,209.78
2016,SVN,209.78
2017,SVN,209.78
2018,SVN,209.78
2019,SVN,209.78
2020,SVN,209.78
2015,SWE,209.78
2016,SWE,209.78
2017,SWE,209.78
2018,SWE,209.78
2019,SWE,209.78
2020,SWE,209.78
2015,SWZ,209.78
2016,SWZ,209.78
2017,SWZ,209.78
2018,SWZ,209.78
2019,SWZ,209.78
2020,SWZ,209.78
2015,SXM,209.78
2016,SXM,209.78
2017,SXM,209.78
2018,SXM,209.78
2019,SXM,209.78
2020,SXM,209.78
2015,SYC,209.78
2016,SYC,209.78
2017,SYC,209.78
2018,SYC,209.78
2019,SYC,209.78
2020,SYC,209.78
2015,SYR,209.78
2016,SYR,209.78
2017,SYR,209.78
2018,SYR,209.78
2019,SYR,209.78
2020,SYR,209.78
2015,TCA,209.78
2016,TCA,209.78
2017,TCA,209.78
2018,TCA,209.78
2019,TCA,209.78
2020,TCA,209.78
2015,TCD,209.78
2016,TCD,209.78
2017,TCD,209.78
2018,TCD,209.78
2019,TCD,209.78
2020,TCD,209.78
2015,TGO,209.78
2016,TGO,209.78
2017,TGO,209.78
2018,TGO,209.78
2019,TGO,209.78
2020,TGO,209.78
2015,THA,209.78
2016,THA,209.78
2017,THA,209.78
2018,THA,209.78
2019,THA,209.78
2020,THA,209.78
2015,TJK,209.78
2016,TJK,209.78
2017,TJK,209.78
2018,TJK,209.78
2019,TJK,209.78
2020,TJK,209.78
2015,TKM,209.78
2016,TKM,209.78
2017,TKM,209.78
2018,TKM,209.78
2019,TKM,209.78
2020,TKM,209.78
2015,TLS,209.78
2016,TLS,209.78
2017,TLS,209.78
2018,TLS,209.78
2019,TLS,209.78
2020,TLS,209.78
2015,TON,209.78
2016,TON,209.78
2017,TON,209.78
2018,TON,209.78
2019,TON,209.78
2020,TON,209.78
2015,TTO,209.78
2016,TTO,209.78
2017,TTO,209.78
2018,TTO,209.78
2019,TTO,209.78
2020,TTO,209.78
2015,TUN,209.78
2016,TUN,209.78
2017,TUN,209.78
2018,TUN,209.78
2019,TUN,209.78
2020,TUN,209.78
2015,TUR,209.78
2016,TUR,209.78
2017,TUR,209.78
2018,TUR,209.78
2019,TUR,209.78
2020,TUR,209.78
2015,TUV,209.78
2016,TUV,209.78
2017,TUV,209.78
2018,TUV,209.78
2019,TUV,209.78
2020,TUV,209.78
2015,TZA,209.78
2016,TZA,209.78
2017,TZA,209.78
2018,TZA,209.78
2019,TZA,209.78
2020,TZA,209.78
2015,UGA,209.78
2016,UGA,209.78
2017,UGA,209.78
2018,UGA,209.78
2019,UGA,209.78
2020,UGA,209.78
2015,UKR,209.78
2016,UKR,209.78
2017,UKR,209.78
2018,UKR,209.78
2019,UKR,209.78
2020,UKR,209.78
2015,URY,209.78
2016,URY,209.78
2017,URY,209.78
2018,URY,209.78
2019,URY,209.78
2020,URY,209.78
2015,USA,209.78
2016,USA,209.78
2017,USA,209.78
2018,USA,209.78
2019,USA,209.78
2020,USA,209.78
2015,UZB,209.78
2016,UZB,209.78
2017,UZB,209.78
2018,UZB,209.78
2019,UZB,209.78
2020,UZB,209.78
2015,VCT,209.78
2016,VCT,209.78
2017,VCT,209.78
2018,VCT,209.78
2019,VCT,209.78
2020,VCT,209.78
2015,VEN,209.78
2016,VEN,209.78
2017,VEN,209.78
2018,VEN,209.78
2019,VEN,209.78
2020,VEN,209.78
2015,VGB,209.78
2016,VGB,209.78
2017,VGB,209.78
2018,VGB,209.78
2019,VGB,209.78
2020,VGB,209.78
2015,VIR,209.78
2016,VIR,209.78
2017,VIR,209.78
2018,VIR,209.78
2019,VIR,209.78
2020,VIR,209.78
2015,VNM,209.78
2016,VNM,209.78
2017,VNM,209.78
2018,VNM,209.78
2019,VNM,209.78
2020,VNM,209.78
2015,VUT,209.78
2016,VUT,209.78
2017,VUT,209.78
2018,VUT,209.78
2019,VUT,209.78
2020,VUT,209.78
2015,WSM,209.78
2016,WSM,209.78
2017,WSM,209.78
2018,WSM,209.78
2019,WSM,209.78
2020,WSM,209.78
2015,XKX,209.78
2016,XKX,209.78
2017,XKX,209.78
2018,XKX,209.78
2019,XKX,209.78
2020,XKX,209.78
2015,YEM,209.78
2016,YEM,209.78
2017,YEM,209.78
2018,YEM,209.78
2019,YEM,209.78
