Year,Nation,iso_code3,population_gnrl_rural
2021,Thailand,THA,34953509.519898
2022,Thailand,THA,34525841.310135104
2023,Thailand,THA,34098173.100372195
2024,Thailand,THA,33670504.8906092
2025,Thailand,THA,33242836.6808463
2026,Thailand,THA,32761476.1601356
2027,Thailand,THA,32280115.639425
2028,Thailand,THA,31798755.1187143
2029,Thailand,THA,31317394.5980037
2030,Thailand,THA,30836034.077293
2031,Thailand,THA,30303419.9299042
2032,Thailand,THA,29770805.782515302
2033,Thailand,THA,29238191.635126397
2034,Thailand,THA,28705577.487737603
2035,Thailand,THA,28172963.3403487
2036,Thailand,THA,27599124.0035886
2037,Thailand,THA,27025284.666828502
2038,Thailand,THA,26451445.3300683
2039,Thailand,THA,25877605.9933082
2040,Thailand,THA,25303766.656548
2041,Thailand,THA,24703290.4112679
2042,Thailand,THA,24102814.1659877
2043,Thailand,THA,23502337.920707602
2044,Thailand,THA,22901861.6754274
2045,Thailand,THA,22301385.4301473
2046,Thailand,THA,21691538.3440018
2047,Thailand,THA,21081691.2578564
2048,Thailand,THA,20471844.171710897
2049,Thailand,THA,19861997.0855655
2050,Thailand,THA,19252149.999420002
2021,Tajikistan,TJK,5493866.68381202
2022,Tajikistan,TJK,5518956.06042455
2023,Tajikistan,TJK,5544045.43703707
2024,Tajikistan,TJK,5569134.81364959
2025,Tajikistan,TJK,5594224.19026211
2026,Tajikistan,TJK,5607886.46608564
2027,Tajikistan,TJK,5621548.74190916
2028,Tajikistan,TJK,5635211.01773268
2029,Tajikistan,TJK,5648873.29355621
2030,Tajikistan,TJK,5662535.56937973
2031,Tajikistan,TJK,5667194.8250191
2032,Tajikistan,TJK,5671854.08065846
2033,Tajikistan,TJK,5676513.33629783
2034,Tajikistan,TJK,5681172.59193719
2035,Tajikistan,TJK,5685831.84757656
2036,Tajikistan,TJK,5683752.58364159
2037,Tajikistan,TJK,5681673.31970662
2038,Tajikistan,TJK,5679594.05577165
2039,Tajikistan,TJK,5677514.79183669
2040,Tajikistan,TJK,5675435.52790172
2041,Tajikistan,TJK,5665644.13668672
2042,Tajikistan,TJK,5655852.74547171
2043,Tajikistan,TJK,5646061.35425671
2044,Tajikistan,TJK,5636269.9630417
2045,Tajikistan,TJK,5626478.5718267
2046,Tajikistan,TJK,5609414.39663395
2047,Tajikistan,TJK,5592350.2214412
2048,Tajikistan,TJK,5575286.04624845
2049,Tajikistan,TJK,5558221.87105571
2050,Tajikistan,TJK,5541157.69586296
2021,Turkmenistan,TKM,2654096.05458559
2022,Turkmenistan,TKM,2651641.93117154
2023,Turkmenistan,TKM,2649187.8077575
2024,Turkmenistan,TKM,2646733.68434345
2025,Turkmenistan,TKM,2644279.5609294
2026,Turkmenistan,TKM,2635916.955642
2027,Turkmenistan,TKM,2627554.3503546
2028,Turkmenistan,TKM,2619191.7450672
2029,Turkmenistan,TKM,2610829.1397797996
2030,Turkmenistan,TKM,2602466.5344924
2031,Turkmenistan,TKM,2589057.44474162
2032,Turkmenistan,TKM,2575648.35499084
2033,Turkmenistan,TKM,2562239.26524006
2034,Turkmenistan,TKM,2548830.17548928
2035,Turkmenistan,TKM,2535421.08573851
2036,Turkmenistan,TKM,2518316.08023774
2037,Turkmenistan,TKM,2501211.07473698
2038,Turkmenistan,TKM,2484106.06923621
2039,Turkmenistan,TKM,2467001.06373545
2040,Turkmenistan,TKM,2449896.05823468
2041,Turkmenistan,TKM,2429327.2564669
2042,Turkmenistan,TKM,2408758.45469912
2043,Turkmenistan,TKM,2388189.65293134
2044,Turkmenistan,TKM,2367620.85116356
2045,Turkmenistan,TKM,2347052.04939578
2046,Turkmenistan,TKM,2323370.27099034
2047,Turkmenistan,TKM,2299688.49258491
2048,Turkmenistan,TKM,2276006.71417947
2049,Turkmenistan,TKM,2252324.93577404
2050,Turkmenistan,TKM,2228643.1573686
2021,Timor-Leste,TLS,958956.961231808
2022,Timor-Leste,TLS,972431.7340372159
2023,Timor-Leste,TLS,985906.506842624
2024,Timor-Leste,TLS,999381.279648032
2025,Timor-Leste,TLS,1012856.05245344
2026,Timor-Leste,TLS,1025100.5326647
2027,Timor-Leste,TLS,1037345.01287597
2028,Timor-Leste,TLS,1049589.49308723
2029,Timor-Leste,TLS,1061833.9732985
2030,Timor-Leste,TLS,1074078.45350976
2031,Timor-Leste,TLS,1083760.17323934
2032,Timor-Leste,TLS,1093441.89296893
2033,Timor-Leste,TLS,1103123.61269851
2034,Timor-Leste,TLS,1112805.3324281
2035,Timor-Leste,TLS,1122487.05215768
2036,Timor-Leste,TLS,1129354.69225526
2037,Timor-Leste,TLS,1136222.33235285
2038,Timor-Leste,TLS,1143089.97245043
2039,Timor-Leste,TLS,1149957.61254802
2040,Timor-Leste,TLS,1156825.2526456001
2041,Timor-Leste,TLS,1161136.01135864
2042,Timor-Leste,TLS,1165446.77007168
2043,Timor-Leste,TLS,1169757.52878472
2044,Timor-Leste,TLS,1174068.28749776
2045,Timor-Leste,TLS,1178379.0462108
2046,Timor-Leste,TLS,1180874.04828966
2047,Timor-Leste,TLS,1183369.05036853
2048,Timor-Leste,TLS,1185864.05244739
2049,Timor-Leste,TLS,1188359.05452626
2050,Timor-Leste,TLS,1190854.05660512
2021,Tonga,TON,83165.35921761549
2022,Tonga,TON,82996.2299918711
2023,Tonga,TON,82827.1007661266
2024,Tonga,TON,82657.9715403821
2025,Tonga,TON,82488.84231463769
2026,Tonga,TON,82246.5397261955
2027,Tonga,TON,82004.2371377534
2028,Tonga,TON,81761.9345493112
2029,Tonga,TON,81519.6319608691
2030,Tonga,TON,81277.329372427
2031,Tonga,TON,80943.0682128139
2032,Tonga,TON,80608.8070532009
2033,Tonga,TON,80274.5458935879
2034,Tonga,TON,79940.2847339749
2035,Tonga,TON,79606.0235743618
2036,Tonga,TON,79161.3759034484
2037,Tonga,TON,78716.728232535
2038,Tonga,TON,78272.08056162151
2039,Tonga,TON,77827.43289070809
2040,Tonga,TON,77382.78521979469
2041,Tonga,TON,76841.8176152804
2042,Tonga,TON,76300.8500107662
2043,Tonga,TON,75759.882406252
2044,Tonga,TON,75218.9148017377
2045,Tonga,TON,74677.94719722349
2046,Tonga,TON,74051.1899608169
2047,Tonga,TON,73424.4327244103
2048,Tonga,TON,72797.6754880038
2049,Tonga,TON,72170.91825159719
2050,Tonga,TON,71544.16101519059
2021,Trinidad and Tobago,TTO,637269.112471703
2022,Trinidad and Tobago,TTO,632858.8347002871
2023,Trinidad and Tobago,TTO,628448.55692887
2024,Trinidad and Tobago,TTO,624038.279157453
2025,Trinidad and Tobago,TTO,619628.001386037
2026,Trinidad and Tobago,TTO,614352.990679727
2027,Trinidad and Tobago,TTO,609077.9799734179
2028,Trinidad and Tobago,TTO,603802.969267108
2029,Trinidad and Tobago,TTO,598527.958560798
2030,Trinidad and Tobago,TTO,593252.947854489
2031,Trinidad and Tobago,TTO,587496.523466351
2032,Trinidad and Tobago,TTO,581740.099078212
2033,Trinidad and Tobago,TTO,575983.6746900739
2034,Trinidad and Tobago,TTO,570227.2503019361
2035,Trinidad and Tobago,TTO,564470.825913797
2036,Trinidad and Tobago,TTO,558239.048345438
2037,Trinidad and Tobago,TTO,552007.2707770789
2038,Trinidad and Tobago,TTO,545775.493208719
2039,Trinidad and Tobago,TTO,539543.71564036
2040,Trinidad and Tobago,TTO,533311.938072001
2041,Trinidad and Tobago,TTO,526615.255786888
2042,Trinidad and Tobago,TTO,519918.57350177603
2043,Trinidad and Tobago,TTO,513221.891216664
2044,Trinidad and Tobago,TTO,506525.208931551
2045,Trinidad and Tobago,TTO,499828.526646439
2046,Trinidad and Tobago,TTO,492747.325428361
2047,Trinidad and Tobago,TTO,485666.124210283
2048,Trinidad and Tobago,TTO,478584.92299220397
2049,Trinidad and Tobago,TTO,471503.721774126
2050,Trinidad and Tobago,TTO,464422.52055604797
2021,Tunisia,TUN,3482001.88424666
2022,Tunisia,TUN,3472065.10325812
2023,Tunisia,TUN,3462128.32226958
2024,Tunisia,TUN,3452191.54128104
2025,Tunisia,TUN,3442254.7602925003
2026,Tunisia,TUN,3424670.5625918
2027,Tunisia,TUN,3407086.3648910997
2028,Tunisia,TUN,3389502.1671904
2029,Tunisia,TUN,3371917.9694897
2030,Tunisia,TUN,3354333.771789
2031,Tunisia,TUN,3330153.7791429
2032,Tunisia,TUN,3305973.7864968
2033,Tunisia,TUN,3281793.7938507004
2034,Tunisia,TUN,3257613.8012046004
2035,Tunisia,TUN,3233433.8085585
2036,Tunisia,TUN,3204749.44560376
2037,Tunisia,TUN,3176065.08264902
2038,Tunisia,TUN,3147380.71969428
2039,Tunisia,TUN,3118696.35673954
2040,Tunisia,TUN,3090011.9937848
2041,Tunisia,TUN,3057674.85056026
2042,Tunisia,TUN,3025337.70733572
2043,Tunisia,TUN,2993000.56411118
2044,Tunisia,TUN,2960663.42088664
2045,Tunisia,TUN,2928326.2776621003
2046,Tunisia,TUN,2892685.11161004
2047,Tunisia,TUN,2857043.94555798
2048,Tunisia,TUN,2821402.77950592
2049,Tunisia,TUN,2785761.61345386
2050,Tunisia,TUN,2750120.4474017997
2021,Turkey,TUR,19092640.117803898
2022,Turkey,TUR,18827416.993050303
2023,Turkey,TUR,18562193.868296698
2024,Turkey,TUR,18296970.743543103
2025,Turkey,TUR,18031747.618789397
2026,Turkey,TUR,17712858.620814603
2027,Turkey,TUR,17393969.6228397
2028,Turkey,TUR,17075080.624864902
2029,Turkey,TUR,16756191.62689
2030,Turkey,TUR,16437302.628915198
2031,Turkey,TUR,16071353.1317957
2032,Turkey,TUR,15705403.634676099
2033,Turkey,TUR,15339454.137556601
2034,Turkey,TUR,14973504.640437
2035,Turkey,TUR,14607555.143317498
2036,Turkey,TUR,14201593.812563099
2037,Turkey,TUR,13795632.481808802
2038,Turkey,TUR,13389671.151054401
2039,Turkey,TUR,12983709.820300099
2040,Turkey,TUR,12577748.4895457
2041,Turkey,TUR,12138106.5257861
2042,Turkey,TUR,11698464.5620265
2043,Turkey,TUR,11258822.598266901
2044,Turkey,TUR,10819180.634507302
2045,Turkey,TUR,10379538.6707477
2046,Turkey,TUR,9913262.70753523
2047,Turkey,TUR,9446986.74432272
2048,Turkey,TUR,8980710.78111021
2049,Turkey,TUR,8514434.8178977
2050,Turkey,TUR,8048158.85468519
2021,Tanzania,TZA,38270246.9594093
2022,Tanzania,TZA,38737623.1084837
2023,Tanzania,TZA,39204999.257558204
2024,Tanzania,TZA,39672375.4066326
2025,Tanzania,TZA,40139751.555707
2026,Tanzania,TZA,40526905.6918001
2027,Tanzania,TZA,40914059.8278932
2028,Tanzania,TZA,41301213.963986404
2029,Tanzania,TZA,41688368.1000795
2030,Tanzania,TZA,42075522.2361726
2031,Tanzania,TZA,42367434.5573523
2032,Tanzania,TZA,42659346.878531896
2033,Tanzania,TZA,42951259.1997115
2034,Tanzania,TZA,43243171.520891204
2035,Tanzania,TZA,43535083.842070796
2036,Tanzania,TZA,43719587.926263
2037,Tanzania,TZA,43904092.0104552
2038,Tanzania,TZA,44088596.0946475
2039,Tanzania,TZA,44273100.178839706
2040,Tanzania,TZA,44457604.2630319
2041,Tanzania,TZA,44506524.2912419
2042,Tanzania,TZA,44555444.3194519
2043,Tanzania,TZA,44604364.3476619
2044,Tanzania,TZA,44653284.3758719
2045,Tanzania,TZA,44702204.404081896
2046,Tanzania,TZA,44617976.8769205
2047,Tanzania,TZA,44533749.3497591
2048,Tanzania,TZA,44449521.822597794
2049,Tanzania,TZA,44365294.295436405
2050,Tanzania,TZA,44281066.768275
2021,Uganda,UGA,34862528.7300855
2022,Uganda,UGA,35608154.9077594
2023,Uganda,UGA,36353781.0854333
2024,Uganda,UGA,37099407.2631072
2025,Uganda,UGA,37845033.440781
2026,Uganda,UGA,38597538.5124566
2027,Uganda,UGA,39350043.584132105
2028,Uganda,UGA,40102548.655807704
2029,Uganda,UGA,40855053.727483295
2030,Uganda,UGA,41607558.7991588
2031,Uganda,UGA,42340492.481542
2032,Uganda,UGA,43073426.1639252
2033,Uganda,UGA,43806359.846308395
2034,Uganda,UGA,44539293.528691605
2035,Uganda,UGA,45272227.2110747
2036,Uganda,UGA,45949578.0948395
2037,Uganda,UGA,46626928.978604205
2038,Uganda,UGA,47304279.8623689
2039,Uganda,UGA,47981630.7461337
2040,Uganda,UGA,48658981.6298984
2041,Uganda,UGA,49257728.0433904
2042,Uganda,UGA,49856474.456882395
2043,Uganda,UGA,50455220.8703744
2044,Uganda,UGA,51053967.2838664
2045,Uganda,UGA,51652713.697358295
2046,Uganda,UGA,52154666.72488
2047,Uganda,UGA,52656619.7524017
2048,Uganda,UGA,53158572.7799233
2049,Uganda,UGA,53660525.807445005
2050,Uganda,UGA,54162478.834966704
2021,Ukraine,UKR,12945039.1763578
2022,Ukraine,UKR,12840006.4870965
2023,Ukraine,UKR,12734973.7978351
2024,Ukraine,UKR,12629941.1085738
2025,Ukraine,UKR,12524908.4193124
2026,Ukraine,UKR,12430004.088689301
2027,Ukraine,UKR,12335099.758066198
2028,Ukraine,UKR,12240195.427443
2029,Ukraine,UKR,12145291.0968199
2030,Ukraine,UKR,12050386.7661968
2031,Ukraine,UKR,11965512.868327001
2032,Ukraine,UKR,11880638.9704573
2033,Ukraine,UKR,11795765.0725875
2034,Ukraine,UKR,11710891.1747178
2035,Ukraine,UKR,11626017.276848
2036,Ukraine,UKR,11550801.2683898
2037,Ukraine,UKR,11475585.259931501
2038,Ukraine,UKR,11400369.2514733
2039,Ukraine,UKR,11325153.243014999
2040,Ukraine,UKR,11249937.234556802
2041,Ukraine,UKR,11180379.575310199
2042,Ukraine,UKR,11110821.9160637
2043,Ukraine,UKR,11041264.256817099
2044,Ukraine,UKR,10971706.5975705
2045,Ukraine,UKR,10902148.938324
2046,Ukraine,UKR,10835968.583592301
2047,Ukraine,UKR,10769788.2288606
2048,Ukraine,UKR,10703607.8741289
2049,Ukraine,UKR,10637427.519397302
2050,Ukraine,UKR,10571247.164665598
2021,Uruguay,URY,150397.779801813
2022,Uruguay,URY,147138.609651276
2023,Uruguay,URY,143879.439500739
2024,Uruguay,URY,140620.269350202
2025,Uruguay,URY,137361.099199665
2026,Uruguay,URY,133992.74922446
2027,Uruguay,URY,130624.399249255
2028,Uruguay,URY,127256.04927405
2029,Uruguay,URY,123887.699298845
2030,Uruguay,URY,120519.34932364
2031,Uruguay,URY,117050.524561019
2032,Uruguay,URY,113581.69979839801
2033,Uruguay,URY,110112.87503577699
2034,Uruguay,URY,106644.050273156
2035,Uruguay,URY,103175.225510535
2036,Uruguay,URY,99651.69315267609
2037,Uruguay,URY,96128.16079481711
2038,Uruguay,URY,92604.62843695811
2039,Uruguay,URY,89081.096079099
2040,Uruguay,URY,85557.56372124
2041,Uruguay,URY,82025.518950052
2042,Uruguay,URY,78493.4741788639
2043,Uruguay,URY,74961.4294076759
2044,Uruguay,URY,71429.3846364879
2045,Uruguay,URY,67897.3398652998
2046,Uruguay,URY,64395.1768359039
2047,Uruguay,URY,60893.0138065079
2048,Uruguay,URY,57390.850777112
2049,Uruguay,URY,53888.687747715994
2050,Uruguay,URY,50386.5247183201
2021,United States,USA,57981733.3155587
2022,United States,USA,57757691.49125339
2023,United States,USA,57533649.666948095
2024,United States,USA,57309607.8426428
2025,United States,USA,57085566.0183375
2026,United States,USA,56793213.77237621
2027,United States,USA,56500861.52641489
2028,United States,USA,56208509.2804536
2029,United States,USA,55916157.0344923
2030,United States,USA,55623804.788531005
2031,United States,USA,55260266.4038978
2032,United States,USA,54896728.0192646
2033,United States,USA,54533189.634631395
2034,United States,USA,54169651.249998204
2035,United States,USA,53806112.865365006
2036,United States,USA,53375331.9306512
2037,United States,USA,52944550.9959374
2038,United States,USA,52513770.061223604
2039,United States,USA,52082989.12650979
2040,United States,USA,51652208.191796005
2041,United States,USA,51158042.403199896
2042,United States,USA,50663876.614603795
2043,United States,USA,50169710.8260077
2044,United States,USA,49675545.0374116
2045,United States,USA,49181379.2488155
2046,United States,USA,48637549.525369
2047,United States,USA,48093719.8019224
2048,United States,USA,47549890.078476004
2049,United States,USA,47006060.355029404
2050,United States,USA,46462230.6315829
2021,Uzbekistan,UZB,14965267.379321499
2022,Uzbekistan,UZB,14974294.9566302
2023,Uzbekistan,UZB,14983322.533938901
2024,Uzbekistan,UZB,14992350.1112476
2025,Uzbekistan,UZB,15001377.688556302
2026,Uzbekistan,UZB,14978971.529510198
2027,Uzbekistan,UZB,14956565.3704642
2028,Uzbekistan,UZB,14934159.2114181
2029,Uzbekistan,UZB,14911753.052372
2030,Uzbekistan,UZB,14889346.893326001
2031,Uzbekistan,UZB,14839275.6126624
2032,Uzbekistan,UZB,14789204.331998901
2033,Uzbekistan,UZB,14739133.0513353
2034,Uzbekistan,UZB,14689061.770671802
2035,Uzbekistan,UZB,14638990.4900082
2036,Uzbekistan,UZB,14572176.6243821
2037,Uzbekistan,UZB,14505362.758756101
2038,Uzbekistan,UZB,14438548.893129999
2039,Uzbekistan,UZB,14371735.027504
2040,Uzbekistan,UZB,14304921.161877898
2041,Uzbekistan,UZB,14224165.970394298
2042,Uzbekistan,UZB,14143410.7789107
2043,Uzbekistan,UZB,14062655.5874271
2044,Uzbekistan,UZB,13981900.3959435
2045,Uzbekistan,UZB,13901145.2044599
2046,Uzbekistan,UZB,13802591.5427008
2047,Uzbekistan,UZB,13704037.880941698
2048,Uzbekistan,UZB,13605484.2191826
2049,Uzbekistan,UZB,13506930.5574235
2050,Uzbekistan,UZB,13408376.8956644
2021,St. Vincent and the Grenadines,VCT,51224.157025952
2022,St. Vincent and the Grenadines,VCT,50775.943749664
2023,St. Vincent and the Grenadines,VCT,50327.730473375996
2024,St. Vincent and the Grenadines,VCT,49879.517197088
2025,St. Vincent and the Grenadines,VCT,49431.3039208
2026,St. Vincent and the Grenadines,VCT,48954.766072048
2027,St. Vincent and the Grenadines,VCT,48478.228223296
2028,St. Vincent and the Grenadines,VCT,48001.69037454401
2029,St. Vincent and the Grenadines,VCT,47525.152525792
2030,St. Vincent and the Grenadines,VCT,47048.61467704
2031,St. Vincent and the Grenadines,VCT,46538.747620448
2032,St. Vincent and the Grenadines,VCT,46028.88056385599
2033,St. Vincent and the Grenadines,VCT,45519.013507264004
2034,St. Vincent and the Grenadines,VCT,45009.146450672
2035,St. Vincent and the Grenadines,VCT,44499.27939408
2036,St. Vincent and the Grenadines,VCT,43957.296548287995
2037,St. Vincent and the Grenadines,VCT,43415.313702496
2038,St. Vincent and the Grenadines,VCT,42873.330856704
2039,St. Vincent and the Grenadines,VCT,42331.348010912
2040,St. Vincent and the Grenadines,VCT,41789.36516512
2041,St. Vincent and the Grenadines,VCT,41226.890986464
2042,St. Vincent and the Grenadines,VCT,40664.416807808
2043,St. Vincent and the Grenadines,VCT,40101.942629152
2044,St. Vincent and the Grenadines,VCT,39539.468450496
2045,St. Vincent and the Grenadines,VCT,38976.99427184
2046,St. Vincent and the Grenadines,VCT,38408.648496592
2047,St. Vincent and the Grenadines,VCT,37840.302721344
2048,St. Vincent and the Grenadines,VCT,37271.956946096
2049,St. Vincent and the Grenadines,VCT,36703.611170847995
2050,St. Vincent and the Grenadines,VCT,36135.2653956
2021,"Venezuela, RB",VEN,3928816.18167533
2022,"Venezuela, RB",VEN,3965872.01028556
2023,"Venezuela, RB",VEN,4002927.83889579
2024,"Venezuela, RB",VEN,4039983.66750602
2025,"Venezuela, RB",VEN,4077039.49611626
2026,"Venezuela, RB",VEN,4109801.76659572
2027,"Venezuela, RB",VEN,4142564.03707519
2028,"Venezuela, RB",VEN,4175326.30755466
2029,"Venezuela, RB",VEN,4208088.57803413
2030,"Venezuela, RB",VEN,4240850.8485136
2031,"Venezuela, RB",VEN,4267978.07431685
2032,"Venezuela, RB",VEN,4295105.3001201
2033,"Venezuela, RB",VEN,4322232.52592335
2034,"Venezuela, RB",VEN,4349359.7517266
2035,"Venezuela, RB",VEN,4376486.97752985
2036,"Venezuela, RB",VEN,4398024.94565712
2037,"Venezuela, RB",VEN,4419562.91378439
2038,"Venezuela, RB",VEN,4441100.88191166
2039,"Venezuela, RB",VEN,4462638.85003893
2040,"Venezuela, RB",VEN,4484176.8181662
2041,"Venezuela, RB",VEN,4500288.70175552
2042,"Venezuela, RB",VEN,4516400.58534484
2043,"Venezuela, RB",VEN,4532512.46893416
2044,"Venezuela, RB",VEN,4548624.35252348
2045,"Venezuela, RB",VEN,4564736.23611281
2046,"Venezuela, RB",VEN,4575333.57519704
2047,"Venezuela, RB",VEN,4585930.91428128
2048,"Venezuela, RB",VEN,4596528.25336552
2049,"Venezuela, RB",VEN,4607125.59244976
2050,"Venezuela, RB",VEN,4617722.931534
2021,Vietnam,VNM,60115827.82957521
2022,Vietnam,VNM,59822134.6868823
2023,Vietnam,VNM,59528441.544189505
2024,Vietnam,VNM,59234748.401496604
2025,Vietnam,VNM,58941055.2588038
2026,Vietnam,VNM,58508495.5384126
2027,Vietnam,VNM,58075935.8180215
2028,Vietnam,VNM,57643376.0976303
2029,Vietnam,VNM,57210816.37723921
2030,Vietnam,VNM,56778256.656848
2031,Vietnam,VNM,56241239.9069896
2032,Vietnam,VNM,55704223.1571312
2033,Vietnam,VNM,55167206.4072728
2034,Vietnam,VNM,54630189.6574144
2035,Vietnam,VNM,54093172.907556
2036,Vietnam,VNM,53470834.647108
2037,Vietnam,VNM,52848496.386659995
2038,Vietnam,VNM,52226158.126212
2039,Vietnam,VNM,51603819.865764
2040,Vietnam,VNM,50981481.605316
2041,Vietnam,VNM,50279478.11431079
2042,Vietnam,VNM,49577474.623305604
2043,Vietnam,VNM,48875471.1323004
2044,Vietnam,VNM,48173467.6412952
2045,Vietnam,VNM,47471464.150290005
2046,Vietnam,VNM,46691303.1533072
2047,Vietnam,VNM,45911142.156324394
2048,Vietnam,VNM,45130981.1593416
2049,Vietnam,VNM,44350820.1623588
2050,Vietnam,VNM,43570659.165376
2021,Vanuatu,VUT,222341.67234318
2022,Vanuatu,VUT,225892.64539986
2023,Vanuatu,VUT,229443.61845654
2024,Vanuatu,VUT,232994.59151322
2025,Vanuatu,VUT,236545.5645699
2026,Vanuatu,VUT,239995.008965688
2027,Vanuatu,VUT,243444.45336147601
2028,Vanuatu,VUT,246893.89775726397
2029,Vanuatu,VUT,250343.34215305198
2030,Vanuatu,VUT,253792.78654884
2031,Vanuatu,VUT,257014.51163646602
2032,Vanuatu,VUT,260236.23672409198
2033,Vanuatu,VUT,263457.961811718
2034,Vanuatu,VUT,266679.686899344
2035,Vanuatu,VUT,269901.41198697
2036,Vanuatu,VUT,272777.128100082
2037,Vanuatu,VUT,275652.844213194
2038,Vanuatu,VUT,278528.56032630603
2039,Vanuatu,VUT,281404.276439418
2040,Vanuatu,VUT,284279.99255253
2041,Vanuatu,VUT,286811.572085874
2042,Vanuatu,VUT,289343.151619218
2043,Vanuatu,VUT,291874.731152562
2044,Vanuatu,VUT,294406.31068590604
2045,Vanuatu,VUT,296937.89021925
2046,Vanuatu,VUT,299119.19166352804
2047,Vanuatu,VUT,301300.493107806
2048,Vanuatu,VUT,303481.794552084
2049,Vanuatu,VUT,305663.095996362
2050,Vanuatu,VUT,307844.39744064
2021,Samoa,WSM,152734.202491898
2022,Samoa,WSM,152208.280961495
2023,Samoa,WSM,151682.359431093
2024,Samoa,WSM,151156.43790069
2025,Samoa,WSM,150630.516370288
2026,Samoa,WSM,149934.377213062
2027,Samoa,WSM,149238.238055836
2028,Samoa,WSM,148542.098898611
2029,Samoa,WSM,147845.959741385
2030,Samoa,WSM,147149.82058416
2031,Samoa,WSM,146250.808329494
2032,Samoa,WSM,145351.79607482802
2033,Samoa,WSM,144452.78382016302
