,Nation,iso_code3,Year,occrate_trns_passenger_per_vehicle_rail_passenger
1162,Togo,TGO,2006,132.57142857142856
1163,Togo,TGO,2007,132.57142857142856
1164,Togo,TGO,2008,132.57142857142856
1165,Thailand,THA,2004,132.57142857142856
1166,Thailand,THA,2005,132.57142857142856
1167,Thailand,THA,2006,132.57142857142856
1168,Thailand,THA,2007,132.57142857142856
1169,Thailand,THA,2008,132.57142857142856
1170,Tajikistan,TJK,2004,132.57142857142856
1171,Tajikistan,TJK,2005,132.57142857142856
1172,Tajikistan,TJK,2006,132.57142857142856
1173,Tajikistan,TJK,2007,132.57142857142856
1174,Tajikistan,TJK,2008,132.57142857142856
1175,Turkmenistan,TKM,2004,132.57142857142856
1176,Turkmenistan,TKM,2005,132.57142857142856
1177,Turkmenistan,TKM,2006,132.57142857142856
1178,Turkmenistan,TKM,2007,132.57142857142856
1179,Turkmenistan,TKM,2008,132.57142857142856
1180,Latin America & the Caribbean (IDA & IBRD countries),TLA,2004,132.57142857142856
1181,Latin America & the Caribbean (IDA & IBRD countries),TLA,2005,132.57142857142856
1182,Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,132.57142857142856
1183,Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,132.57142857142856
1184,Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,132.57142857142856
1185,Timor-Leste,TLS,2004,132.57142857142856
1186,Timor-Leste,TLS,2005,132.57142857142856
1187,Timor-Leste,TLS,2006,132.57142857142856
1188,Timor-Leste,TLS,2007,132.57142857142856
1189,Timor-Leste,TLS,2008,132.57142857142856
1190,Middle East & North Africa (IDA & IBRD countries),TMN,2004,132.57142857142856
1191,Middle East & North Africa (IDA & IBRD countries),TMN,2005,132.57142857142856
1192,Middle East & North Africa (IDA & IBRD countries),TMN,2006,132.57142857142856
1193,Middle East & North Africa (IDA & IBRD countries),TMN,2007,132.57142857142856
1194,Middle East & North Africa (IDA & IBRD countries),TMN,2008,132.57142857142856
1195,Tonga,TON,2004,132.57142857142856
1196,Tonga,TON,2005,132.57142857142856
1197,Tonga,TON,2006,132.57142857142856
1198,Tonga,TON,2007,132.57142857142856
1199,Tonga,TON,2008,132.57142857142856
1200,South Asia (IDA & IBRD),TSA,2004,132.57142857142856
1201,South Asia (IDA & IBRD),TSA,2005,132.57142857142856
1202,South Asia (IDA & IBRD),TSA,2006,132.57142857142856
1203,South Asia (IDA & IBRD),TSA,2007,132.57142857142856
1204,South Asia (IDA & IBRD),TSA,2008,132.57142857142856
1205,Sub-Saharan Africa (IDA & IBRD countries),TSS,2004,132.57142857142856
1206,Sub-Saharan Africa (IDA & IBRD countries),TSS,2005,132.57142857142856
1207,Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,132.57142857142856
1208,Sub-Saharan Africa (IDA & IBRD countries),TSS,2007,132.57142857142856
1209,Sub-Saharan Africa (IDA & IBRD countries),TSS,2008,132.57142857142856
1210,Trinidad and Tobago,TTO,2004,132.57142857142856
1211,Trinidad and Tobago,TTO,2005,132.57142857142856
1212,Trinidad and Tobago,TTO,2006,132.57142857142856
1213,Trinidad and Tobago,TTO,2007,132.57142857142856
1214,Trinidad and Tobago,TTO,2008,132.57142857142856
1215,Tunisia,TUN,2004,132.57142857142856
1216,Tunisia,TUN,2005,132.57142857142856
1217,Tunisia,TUN,2006,132.57142857142856
1218,Tunisia,TUN,2007,132.57142857142856
1219,Tunisia,TUN,2008,132.57142857142856
1220,Turkiye,TUR,2004,132.57142857142856
1221,Turkiye,TUR,2005,132.57142857142856
1222,Turkiye,TUR,2006,132.57142857142856
1223,Turkiye,TUR,2007,132.57142857142856
1224,Turkiye,TUR,2008,132.57142857142856
1225,Tuvalu,TUV,2004,132.57142857142856
1226,Tuvalu,TUV,2005,132.57142857142856
1227,Tuvalu,TUV,2006,132.57142857142856
1228,Tuvalu,TUV,2007,132.57142857142856
1229,Tuvalu,TUV,2008,132.57142857142856
1230,Tanzania,TZA,2004,132.57142857142856
1231,Tanzania,TZA,2005,132.57142857142856
1232,Tanzania,TZA,2006,132.57142857142856
1233,Tanzania,TZA,2007,132.57142857142856
1234,Tanzania,TZA,2008,132.57142857142856
1235,Uganda,UGA,2004,132.57142857142856
1236,Uganda,UGA,2005,132.57142857142856
1237,Uganda,UGA,2006,132.57142857142856
1238,Uganda,UGA,2007,132.57142857142856
1239,Uganda,UGA,2008,132.57142857142856
1240,Ukraine,UKR,2004,132.57142857142856
1241,Ukraine,UKR,2005,132.57142857142856
1242,Ukraine,UKR,2006,132.57142857142856
1243,Ukraine,UKR,2007,132.57142857142856
1244,Ukraine,UKR,2008,132.57142857142856
1245,Upper middle income,UMC,2004,132.57142857142856
1246,Upper middle income,UMC,2005,132.57142857142856
1247,Upper middle income,UMC,2006,132.57142857142856
1248,Upper middle income,UMC,2007,132.57142857142856
1249,Upper middle income,UMC,2008,132.57142857142856
1250,Uruguay,URY,2004,132.57142857142856
1251,Uruguay,URY,2005,132.57142857142856
1252,Uruguay,URY,2006,132.57142857142856
1253,Uruguay,URY,2007,132.57142857142856
1254,Uruguay,URY,2008,132.57142857142856
1255,United States,USA,2004,132.57142857142856
1256,United States,USA,2005,132.57142857142856
1257,United States,USA,2006,132.57142857142856
1258,United States,USA,2007,132.57142857142856
1259,United States,USA,2008,132.57142857142856
1260,Uzbekistan,UZB,2004,132.57142857142856
1261,Uzbekistan,UZB,2005,132.57142857142856
1262,Uzbekistan,UZB,2006,132.57142857142856
1263,Uzbekistan,UZB,2007,132.57142857142856
1264,Uzbekistan,UZB,2008,132.57142857142856
1265,St. Vincent and the Grenadines,VCT,2004,132.57142857142856
1266,St. Vincent and the Grenadines,VCT,2005,132.57142857142856
1267,St. Vincent and the Grenadines,VCT,2006,132.57142857142856
1268,St. Vincent and the Grenadines,VCT,2007,132.57142857142856
1269,St. Vincent and the Grenadines,VCT,2008,132.57142857142856
1270,"Venezuela, RB",VEN,2004,132.57142857142856
1271,"Venezuela, RB",VEN,2005,132.57142857142856
1272,"Venezuela, RB",VEN,2006,132.57142857142856
1273,"Venezuela, RB",VEN,2007,132.57142857142856
1274,"Venezuela, RB",VEN,2008,132.57142857142856
1275,British Virgin Islands,VGB,2004,132.57142857142856
1276,British Virgin Islands,VGB,2005,132.57142857142856
1277,British Virgin Islands,VGB,2006,132.57142857142856
1278,British Virgin Islands,VGB,2007,132.57142857142856
1279,British Virgin Islands,VGB,2008,132.57142857142856
1280,Virgin Islands (U.S.),VIR,2004,132.57142857142856
1281,Virgin Islands (U.S.),VIR,2005,132.57142857142856
1282,Virgin Islands (U.S.),VIR,2006,132.57142857142856
1283,Virgin Islands (U.S.),VIR,2007,132.57142857142856
1284,Virgin Islands (U.S.),VIR,2008,132.57142857142856
1285,Vietnam,VNM,2004,132.57142857142856
1286,Vietnam,VNM,2005,132.57142857142856
1287,Vietnam,VNM,2006,132.57142857142856
1288,Vietnam,VNM,2007,132.57142857142856
1289,Vietnam,VNM,2008,132.57142857142856
1290,Vanuatu,VUT,2004,132.57142857142856
1291,Vanuatu,VUT,2005,132.57142857142856
1292,Vanuatu,VUT,2006,132.57142857142856
1293,Vanuatu,VUT,2007,132.57142857142856
1294,Vanuatu,VUT,2008,132.57142857142856
1295,World,WLD,2004,132.57142857142856
1296,World,WLD,2005,132.57142857142856
1297,World,WLD,2006,132.57142857142856
1298,World,WLD,2007,132.57142857142856
1299,World,WLD,2008,132.57142857142856
1300,Samoa,WSM,2004,132.57142857142856
1301,Samoa,WSM,2005,132.57142857142856
1302,Samoa,WSM,2006,132.57142857142856
1303,Samoa,WSM,2007,132.57142857142856
1304,Samoa,WSM,2008,132.57142857142856
1305,Kosovo,XKX,2004,132.57142857142856
1306,Kosovo,XKX,2005,132.57142857142856
1307,Kosovo,XKX,2006,132.57142857142856
1308,Kosovo,XKX,2007,132.57142857142856
1309,Kosovo,XKX,2008,132.57142857142856
1310,"Yemen, Rep.",YEM,2004,132.57142857142856
1311,"Yemen, Rep.",YEM,2005,132.57142857142856
1312,"Yemen, Rep.",YEM,2006,132.57142857142856
1313,"Yemen, Rep.",YEM,2007,132.57142857142856
1314,"Yemen, Rep.",YEM,2008,132.57142857142856
1315,South Africa,ZAF,2004,132.57142857142856
1316,South Africa,ZAF,2005,132.57142857142856
1317,South Africa,ZAF,2006,132.57142857142856
1318,South Africa,ZAF,2007,132.57142857142856
1319,South Africa,ZAF,2008,132.57142857142856
1320,Zambia,ZMB,2004,132.57142857142856
1321,Zambia,ZMB,2005,132.57142857142856
1322,Zambia,ZMB,2006,132.57142857142856
1323,Zambia,ZMB,2007,132.57142857142856
1324,Zambia,ZMB,2008,132.57142857142856
1325,Zimbabwe,ZWE,2004,132.57142857142856
1326,Zimbabwe,ZWE,2005,132.57142857142856
1327,Zimbabwe,ZWE,2006,132.57142857142856
1328,Zimbabwe,ZWE,2007,132.57142857142856
1329,Zimbabwe,ZWE,2008,132.57142857142856
