"iso_code3","frac_waso_initial_composition_mun_paper","Year"
"LBN",0.16,2025
"LBN",0.16,2026
"LBN",0.16,2027
"LBN",0.16,2028
"LBN",0.16,2029
"LBN",0.16,2030
"LBN",0.16,2031
"LBN",0.16,2032
"LBN",0.16,2033
"LBN",0.16,2034
"LBN",0.16,2035
"LBN",0.16,2036
"LBN",0.16,2037
"LBN",0.16,2038
"LBN",0.16,2039
"LBN",0.16,2040
"LBN",0.16,2041
"LBN",0.16,2042
"LBN",0.16,2043
"LBN",0.16,2044
"LBN",0.16,2045
"LBN",0.16,2046
"LBN",0.16,2047
"LBN",0.16,2048
"LBN",0.16,2049
"LBN",0.16,2050
"LBR",0.0987222011218232,2021
"LBR",0.0987222011218232,2022
"LBR",0.0987222011218232,2023
"LBR",0.0987222011218232,2024
"LBR",0.0987222011218232,2025
"LBR",0.0987222011218232,2026
"LBR",0.0987222011218232,2027
"LBR",0.0987222011218232,2028
"LBR",0.0987222011218232,2029
"LBR",0.0987222011218232,2030
"LBR",0.0987222011218232,2031
"LBR",0.0987222011218232,2032
"LBR",0.0987222011218232,2033
"LBR",0.0987222011218232,2034
"LBR",0.0987222011218232,2035
"LBR",0.0987222011218232,2036
"LBR",0.0987222011218232,2037
"LBR",0.0987222011218232,2038
"LBR",0.0987222011218232,2039
"LBR",0.0987222011218232,2040
"LBR",0.0987222011218232,2041
"LBR",0.0987222011218232,2042
"LBR",0.0987222011218232,2043
"LBR",0.0987222011218232,2044
"LBR",0.0987222011218232,2045
"LBR",0.0987222011218232,2046
"LBR",0.0987222011218232,2047
"LBR",0.0987222011218232,2048
"LBR",0.0987222011218232,2049
"LBR",0.0987222011218232,2050
"LBY",0.055,2021
"LBY",0.055,2022
"LBY",0.055,2023
"LBY",0.055,2024
"LBY",0.055,2025
"LBY",0.055,2026
"LBY",0.055,2027
"LBY",0.055,2028
"LBY",0.055,2029
"LBY",0.055,2030
"LBY",0.055,2031
"LBY",0.055,2032
"LBY",0.055,2033
"LBY",0.055,2034
"LBY",0.055,2035
"LBY",0.055,2036
"LBY",0.055,2037
"LBY",0.055,2038
"LBY",0.055,2039
"LBY",0.055,2040
"LBY",0.055,2041
"LBY",0.055,2042
"LBY",0.055,2043
"LBY",0.055,2044
"LBY",0.055,2045
"LBY",0.055,2046
"LBY",0.055,2047
"LBY",0.055,2048
"LBY",0.055,2049
"LBY",0.055,2050
"LCA",0.1,2021
"LCA",0.1,2022
"LCA",0.1,2023
"LCA",0.1,2024
"LCA",0.1,2025
"LCA",0.1,2026
"LCA",0.1,2027
"LCA",0.1,2028
"LCA",0.1,2029
"LCA",0.1,2030
"LCA",0.1,2031
"LCA",0.1,2032
"LCA",0.1,2033
"LCA",0.1,2034
"LCA",0.1,2035
"LCA",0.1,2036
"LCA",0.1,2037
"LCA",0.1,2038
"LCA",0.1,2039
"LCA",0.1,2040
"LCA",0.1,2041
"LCA",0.1,2042
"LCA",0.1,2043
"LCA",0.1,2044
"LCA",0.1,2045
"LCA",0.1,2046
"LCA",0.1,2047
"LCA",0.1,2048
"LCA",0.1,2049
"LCA",0.1,2050
"LIE",0.303,2021
"LIE",0.303,2022
"LIE",0.303,2023
"LIE",0.303,2024
"LIE",0.303,2025
"LIE",0.303,2026
"LIE",0.303,2027
"LIE",0.303,2028
"LIE",0.303,2029
"LIE",0.303,2030
"LIE",0.303,2031
"LIE",0.303,2032
"LIE",0.303,2033
"LIE",0.303,2034
"LIE",0.303,2035
"LIE",0.303,2036
"LIE",0.303,2037
"LIE",0.303,2038
"LIE",0.303,2039
"LIE",0.303,2040
"LIE",0.303,2041
"LIE",0.303,2042
"LIE",0.303,2043
"LIE",0.303,2044
"LIE",0.303,2045
"LIE",0.303,2046
"LIE",0.303,2047
"LIE",0.303,2048
"LIE",0.303,2049
"LIE",0.303,2050
"LKA",0.07,2021
"LKA",0.07,2022
"LKA",0.07,2023
"LKA",0.07,2024
"LKA",0.07,2025
"LKA",0.07,2026
"LKA",0.07,2027
"LKA",0.07,2028
"LKA",0.07,2029
"LKA",0.07,2030
"LKA",0.07,2031
"LKA",0.07,2032
"LKA",0.07,2033
"LKA",0.07,2034
"LKA",0.07,2035
"LKA",0.07,2036
"LKA",0.07,2037
"LKA",0.07,2038
"LKA",0.07,2039
"LKA",0.07,2040
"LKA",0.07,2041
"LKA",0.07,2042
"LKA",0.07,2043
"LKA",0.07,2044
"LKA",0.07,2045
"LKA",0.07,2046
"LKA",0.07,2047
"LKA",0.07,2048
"LKA",0.07,2049
"LKA",0.07,2050
"LSO",0.100211323622051,2021
"LSO",0.100211323622051,2022
"LSO",0.100211323622051,2023
"LSO",0.100211323622051,2024
"LSO",0.100211323622051,2025
"LSO",0.100211323622051,2026
"LSO",0.100211323622051,2027
"LSO",0.100211323622051,2028
"LSO",0.100211323622051,2029
"LSO",0.100211323622051,2030
"LSO",0.100211323622051,2031
"LSO",0.100211323622051,2032
"LSO",0.100211323622051,2033
"LSO",0.100211323622051,2034
"LSO",0.100211323622051,2035
"LSO",0.100211323622051,2036
"LSO",0.100211323622051,2037
"LSO",0.100211323622051,2038
"LSO",0.100211323622051,2039
"LSO",0.100211323622051,2040
"LSO",0.100211323622051,2041
"LSO",0.100211323622051,2042
"LSO",0.100211323622051,2043
"LSO",0.100211323622051,2044
"LSO",0.100211323622051,2045
"LSO",0.100211323622051,2046
"LSO",0.100211323622051,2047
"LSO",0.100211323622051,2048
"LSO",0.100211323622051,2049
"LSO",0.100211323622051,2050
"LTU",0.1005,2021
"LTU",0.1005,2022
"LTU",0.1005,2023
"LTU",0.1005,2024
"LTU",0.1005,2025
"LTU",0.1005,2026
"LTU",0.1005,2027
"LTU",0.1005,2028
"LTU",0.1005,2029
"LTU",0.1005,2030
"LTU",0.1005,2031
"LTU",0.1005,2032
"LTU",0.1005,2033
"LTU",0.1005,2034
"LTU",0.1005,2035
"LTU",0.1005,2036
"LTU",0.1005,2037
"LTU",0.1005,2038
"LTU",0.1005,2039
"LTU",0.1005,2040
"LTU",0.1005,2041
"LTU",0.1005,2042
"LTU",0.1005,2043
"LTU",0.1005,2044
"LTU",0.1005,2045
"LTU",0.1005,2046
"LTU",0.1005,2047
"LTU",0.1005,2048
"LTU",0.1005,2049
"LTU",0.1005,2050
"LUX",0.19,2021
"LUX",0.19,2022
"LUX",0.19,2023
"LUX",0.19,2024
"LUX",0.19,2025
"LUX",0.19,2026
"LUX",0.19,2027
"LUX",0.19,2028
"LUX",0.19,2029
"LUX",0.19,2030
"LUX",0.19,2031
"LUX",0.19,2032
"LUX",0.19,2033
"LUX",0.19,2034
"LUX",0.19,2035
"LUX",0.19,2036
"LUX",0.19,2037
"LUX",0.19,2038
"LUX",0.19,2039
"LUX",0.19,2040
"LUX",0.19,2041
"LUX",0.19,2042
"LUX",0.19,2043
"LUX",0.19,2044
"LUX",0.19,2045
"LUX",0.19,2046
"LUX",0.19,2047
"LUX",0.19,2048
"LUX",0.19,2049
"LUX",0.19,2050
"LVA",0.061,2021
"LVA",0.061,2022
"LVA",0.061,2023
"LVA",0.061,2024
"LVA",0.061,2025
"LVA",0.061,2026
"LVA",0.061,2027
"LVA",0.061,2028
"LVA",0.061,2029
"LVA",0.061,2030
"LVA",0.061,2031
"LVA",0.061,2032
"LVA",0.061,2033
"LVA",0.061,2034
"LVA",0.061,2035
"LVA",0.061,2036
"LVA",0.061,2037
"LVA",0.061,2038
"LVA",0.061,2039
"LVA",0.061,2040
"LVA",0.061,2041
"LVA",0.061,2042
"LVA",0.061,2043
"LVA",0.061,2044
"LVA",0.061,2045
"LVA",0.061,2046
"LVA",0.061,2047
"LVA",0.061,2048
"LVA",0.061,2049
"LVA",0.061,2050
"MAC",0.587,2021
"MAC",0.587,2022
"MAC",0.587,2023
"MAC",0.587,2024
"MAC",0.587,2025
"MAC",0.587,2026
"MAC",0.587,2027
"MAC",0.587,2028
"MAC",0.587,2029
"MAC",0.587,2030
"MAC",0.587,2031
"MAC",0.587,2032
"MAC",0.587,2033
"MAC",0.587,2034
"MAC",0.587,2035
"MAC",0.587,2036
"MAC",0.587,2037
"MAC",0.587,2038
"MAC",0.587,2039
"MAC",0.587,2040
"MAC",0.587,2041
"MAC",0.587,2042
"MAC",0.587,2043
"MAC",0.587,2044
"MAC",0.587,2045
"MAC",0.587,2046
"MAC",0.587,2047
"MAC",0.587,2048
"MAC",0.587,2049
"MAC",0.587,2050
"MAF",0.16481624862694,2021
"MAF",0.16481624862694,2022
"MAF",0.16481624862694,2023
"MAF",0.16481624862694,2024
"MAF",0.16481624862694,2025
"MAF",0.16481624862694,2026
"MAF",0.16481624862694,2027
"MAF",0.16481624862694,2028
"MAF",0.16481624862694,2029
"MAF",0.16481624862694,2030
"MAF",0.16481624862694,2031
"MAF",0.16481624862694,2032
"MAF",0.16481624862694,2033
"MAF",0.16481624862694,2034
"MAF",0.16481624862694,2035
"MAF",0.16481624862694,2036
"MAF",0.16481624862694,2037
"MAF",0.16481624862694,2038
"MAF",0.16481624862694,2039
"MAF",0.16481624862694,2040
"MAF",0.16481624862694,2041
"MAF",0.16481624862694,2042
"MAF",0.16481624862694,2043
"MAF",0.16481624862694,2044
"MAF",0.16481624862694,2045
"MAF",0.16481624862694,2046
"MAF",0.16481624862694,2047
"MAF",0.16481624862694,2048
"MAF",0.16481624862694,2049
"MAF",0.16481624862694,2050
"MAR",0.09,2021
"MAR",0.09,2022
"MAR",0.09,2023
"MAR",0.09,2024
"MAR",0.09,2025
"MAR",0.09,2026
"MAR",0.09,2027
"MAR",0.09,2028
"MAR",0.09,2029
"MAR",0.09,2030
"MAR",0.09,2031
"MAR",0.09,2032
"MAR",0.09,2033
"MAR",0.09,2034
"MAR",0.09,2035
"MAR",0.09,2036
"MAR",0.09,2037
"MAR",0.09,2038
"MAR",0.09,2039
"MAR",0.09,2040
"MAR",0.09,2041
"MAR",0.09,2042
"MAR",0.09,2043
"MAR",0.09,2044
"MAR",0.09,2045
"MAR",0.09,2046
"MAR",0.09,2047
"MAR",0.09,2048
"MAR",0.09,2049
"MAR",0.09,2050
"MCO",0.022,2021
"MCO",0.022,2022
"MCO",0.022,2023
"MCO",0.022,2024
"MCO",0.022,2025
"MCO",0.022,2026
"MCO",0.022,2027
"MCO",0.022,2028
"MCO",0.022,2029
"MCO",0.022,2030
"MCO",0.022,2031
"MCO",0.022,2032
"MCO",0.022,2033
"MCO",0.022,2034
"MCO",0.022,2035
"MCO",0.022,2036
"MCO",0.022,2037
"MCO",0.022,2038
"MCO",0.022,2039
"MCO",0.022,2040
"MCO",0.022,2041
"MCO",0.022,2042
"MCO",0.022,2043
"MCO",0.022,2044
"MCO",0.022,2045
"MCO",0.022,2046
"MCO",0.022,2047
"MCO",0.022,2048
"MCO",0.022,2049
"MCO",0.022,2050
"MDA",0.05,2021
"MDA",0.05,2022
"MDA",0.05,2023
"MDA",0.05,2024
"MDA",0.05,2025
"MDA",0.05,2026
"MDA",0.05,2027
"MDA",0.05,2028
"MDA",0.05,2029
"MDA",0.05,2030
"MDA",0.05,2031
"MDA",0.05,2032
"MDA",0.05,2033
"MDA",0.05,2034
"MDA",0.05,2035
"MDA",0.05,2036
"MDA",0.05,2037
"MDA",0.05,2038
"MDA",0.05,2039
"MDA",0.05,2040
"MDA",0.05,2041
"MDA",0.05,2042
"MDA",0.05,2043
"MDA",0.05,2044
"MDA",0.05,2045
"MDA",0.05,2046
"MDA",0.05,2047
"MDA",0.05,2048
"MDA",0.05,2049
"MDA",0.05,2050
"MDG",0.0989403241384852,2021
"MDG",0.0989403241384852,2022
"MDG",0.0989403241384852,2023
"MDG",0.0989403241384852,2024
"MDG",0.0989403241384852,2025
"MDG",0.0989403241384852,2026
"MDG",0.0989403241384852,2027
"MDG",0.0989403241384852,2028
"MDG",0.0989403241384852,2029
"MDG",0.0989403241384852,2030
"MDG",0.0989403241384852,2031
"MDG",0.0989403241384852,2032
"MDG",0.0989403241384852,2033
"MDG",0.0989403241384852,2034
"MDG",0.0989403241384852,2035
"MDG",0.0989403241384852,2036
"MDG",0.0989403241384852,2037
"MDG",0.0989403241384852,2038
"MDG",0.0989403241384852,2039
"MDG",0.0989403241384852,2040
"MDG",0.0989403241384852,2041
"MDG",0.0989403241384852,2042
"MDG",0.0989403241384852,2043
"MDG",0.0989403241384852,2044
"MDG",0.0989403241384852,2045
"MDG",0.0989403241384852,2046
"MDG",0.0989403241384852,2047
"MDG",0.0989403241384852,2048
"MDG",0.0989403241384852,2049
"MDG",0.0989403241384852,2050
"MDV",0.06,2021
"MDV",0.06,2022
"MDV",0.06,2023
"MDV",0.06,2024
"MDV",0.06,2025
"MDV",0.06,2026
"MDV",0.06,2027
"MDV",0.06,2028
"MDV",0.06,2029
"MDV",0.06,2030
"MDV",0.06,2031
"MDV",0.06,2032
"MDV",0.06,2033
"MDV",0.06,2034
"MDV",0.06,2035
"MDV",0.06,2036
"MDV",0.06,2037
"MDV",0.06,2038
"MDV",0.06,2039
"MDV",0.06,2040
"MDV",0.06,2041
"MDV",0.06,2042
"MDV",0.06,2043
"MDV",0.06,2044
"MDV",0.06,2045
"MDV",0.06,2046
"MDV",0.06,2047
"MDV",0.06,2048
"MDV",0.06,2049
"MDV",0.06,2050
"MEX",0.138,2021
"MEX",0.138,2022
"MEX",0.138,2023
"MEX",0.138,2024
"MEX",0.138,2025
"MEX",0.138,2026
"MEX",0.138,2027
"MEX",0.138,2028
"MEX",0.138,2029
"MEX",0.138,2030
"MEX",0.138,2031
"MEX",0.138,2032
"MEX",0.138,2033
"MEX",0.138,2034
"MEX",0.138,2035
"MEX",0.138,2036
"MEX",0.138,2037
"MEX",0.138,2038
"MEX",0.138,2039
"MEX",0.138,2040
"MEX",0.138,2041
"MEX",0.138,2042
"MEX",0.138,2043
"MEX",0.138,2044
"MEX",0.138,2045
"MEX",0.138,2046
"MEX",0.138,2047
"MEX",0.138,2048
"MEX",0.138,2049
"MEX",0.138,2050
"MHL",0.11,2021
"MHL",0.11,2022
"MHL",0.11,2023
"MHL",0.11,2024
"MHL",0.11,2025
"MHL",0.11,2026
"MHL",0.11,2027
"MHL",0.11,2028
"MHL",0.11,2029
"MHL",0.11,2030
"MHL",0.11,2031
"MHL",0.11,2032
"MHL",0.11,2033
"MHL",0.11,2034
"MHL",0.11,2035
"MHL",0.11,2036
"MHL",0.11,2037
"MHL",0.11,2038
"MHL",0.11,2039
"MHL",0.11,2040
"MHL",0.11,2041
"MHL",0.11,2042
"MHL",0.11,2043
"MHL",0.11,2044
"MHL",0.11,2045
"MHL",0.11,2046
"MHL",0.11,2047
"MHL",0.11,2048
"MHL",0.11,2049
"MHL",0.11,2050
"MKD",0.128,2021
"MKD",0.128,2022
"MKD",0.128,2023
"MKD",0.128,2024
"MKD",0.128,2025
"MKD",0.128,2026
"MKD",0.128,2027
"MKD",0.128,2028
"MKD",0.128,2029
"MKD",0.128,2030
"MKD",0.128,2031
"MKD",0.128,2032
"MKD",0.128,2033
"MKD",0.128,2034
"MKD",0.128,2035
"MKD",0.128,2036
"MKD",0.128,2037
"MKD",0.128,2038
"MKD",0.128,2039
"MKD",0.128,2040
"MKD",0.128,2041
"MKD",0.128,2042
"MKD",0.128,2043
"MKD",0.128,2044
"MKD",0.128,2045
"MKD",0.128,2046
"MKD",0.128,2047
"MKD",0.128,2048
"MKD",0.128,2049
"MKD",0.128,2050
"MLI",0.035,2021
"MLI",0.035,2022
"MLI",0.035,2023
"MLI",0.035,2024
"MLI",0.035,2025
"MLI",0.035,2026
"MLI",0.035,2027
"MLI",0.035,2028
"MLI",0.035,2029
"MLI",0.035,2030
"MLI",0.035,2031
"MLI",0.035,2032
"MLI",0.035,2033
"MLI",0.035,2034
"MLI",0.035,2035
"MLI",0.035,2036
"MLI",0.035,2037
"MLI",0.035,2038
"MLI",0.035,2039
"MLI",0.035,2040
"MLI",0.035,2041
"MLI",0.035,2042
"MLI",0.035,2043
"MLI",0.035,2044
"MLI",0.035,2045
"MLI",0.035,2046
"MLI",0.035,2047
"MLI",0.035,2048
"MLI",0.035,2049
"MLI",0.035,2050
"MLT",0.18,2021
"MLT",0.18,2022
"MLT",0.18,2023
"MLT",0.18,2024
"MLT",0.18,2025
"MLT",0.18,2026
"MLT",0.18,2027
"MLT",0.18,2028
"MLT",0.18,2029
"MLT",0.18,2030
"MLT",0.18,2031
"MLT",0.18,2032
"MLT",0.18,2033
"MLT",0.18,2034
"MLT",0.18,2035
"MLT",0.18,2036
"MLT",0.18,2037
"MLT",0.18,2038
"MLT",0.18,2039
"MLT",0.18,2040
"MLT",0.18,2041
"MLT",0.18,2042
"MLT",0.18,2043
"MLT",0.18,2044
"MLT",0.18,2045
"MLT",0.18,2046
"MLT",0.18,2047
"MLT",0.18,2048
"MLT",0.18,2049
"MLT",0.18,2050
"MMR",0.0975595116815386,2021
"MMR",0.0975595116815386,2022
"MMR",0.0975595116815386,2023
"MMR",0.0975595116815386,2024
"MMR",0.0975595116815386,2025
"MMR",0.0975595116815386,2026
"MMR",0.0975595116815386,2027
"MMR",0.0975595116815386,2028
"MMR",0.0975595116815386,2029
"MMR",0.0975595116815386,2030
"MMR",0.0975595116815386,2031
"MMR",0.0975595116815386,2032
"MMR",0.0975595116815386,2033
"MMR",0.0975595116815386,2034
"MMR",0.0975595116815386,2035
"MMR",0.0975595116815386,2036
"MMR",0.0975595116815386,2037
"MMR",0.0975595116815386,2038
"MMR",0.0975595116815386,2039
"MMR",0.0975595116815386,2040
"MMR",0.0975595116815386,2041
"MMR",0.0975595116815386,2042
"MMR",0.0975595116815386,2043
"MMR",0.0975595116815386,2044
"MMR",0.0975595116815386,2045
"MMR",0.0975595116815386,2046
"MMR",0.0975595116815386,2047
"MMR",0.0975595116815386,2048
"MMR",0.0975595116815386,2049
"MMR",0.0975595116815386,2050
"MNE",0.1372,2021
"MNE",0.1372,2022
"MNE",0.1372,2023
"MNE",0.1372,2024
"MNE",0.1372,2025
"MNE",0.1372,2026
"MNE",0.1372,2027
"MNE",0.1372,2028
"MNE",0.1372,2029
"MNE",0.1372,2030
"MNE",0.1372,2031
"MNE",0.1372,2032
"MNE",0.1372,2033
"MNE",0.1372,2034
"MNE",0.1372,2035
"MNE",0.1372,2036
"MNE",0.1372,2037
"MNE",0.1372,2038
"MNE",0.1372,2039
"MNE",0.1372,2040
"MNE",0.1372,2041
"MNE",0.1372,2042
"MNE",0.1372,2043
"MNE",0.1372,2044
"MNE",0.1372,2045
"MNE",0.1372,2046
"MNE",0.1372,2047
"MNE",0.1372,2048
"MNE",0.1372,2049
"MNE",0.1372,2050
"MNG",0.127,2021
"MNG",0.127,2022
"MNG",0.127,2023
"MNG",0.127,2024
"MNG",0.127,2025
"MNG",0.127,2026
"MNG",0.127,2027
"MNG",0.127,2028
"MNG",0.127,2029
"MNG",0.127,2030
"MNG",0.127,2031
"MNG",0.127,2032
"MNG",0.127,2033
"MNG",0.127,2034
"MNG",0.127,2035
"MNG",0.127,2036
"MNG",0.127,2037
"MNG",0.127,2038
"MNG",0.127,2039
"MNG",0.127,2040
"MNG",0.127,2041
"MNG",0.127,2042
"MNG",0.127,2043
"MNG",0.127,2044
"MNG",0.127,2045
"MNG",0.127,2046
"MNG",0.127,2047
"MNG",0.127,2048
"MNG",0.127,2049
"MNG",0.127,2050
"MNP",0.109,2021
"MNP",0.109,2022
"MNP",0.109,2023
"MNP",0.109,2024
"MNP",0.109,2025
"MNP",0.109,2026
"MNP",0.109,2027
"MNP",0.109,2028
"MNP",0.109,2029
"MNP",0.109,2030
"MNP",0.109,2031
"MNP",0.109,2032
"MNP",0.109,2033
"MNP",0.109,2034
"MNP",0.109,2035
"MNP",0.109,2036
"MNP",0.109,2037
"MNP",0.109,2038
"MNP",0.109,2039
"MNP",0.109,2040
"MNP",0.109,2041
"MNP",0.109,2042
"MNP",0.109,2043
"MNP",0.109,2044
"MNP",0.109,2045
"MNP",0.109,2046
"MNP",0.109,2047
"MNP",0.109,2048
"MNP",0.109,2049
"MNP",0.109,2050
"MOZ",0.25,2021
"MOZ",0.25,2022
"MOZ",0.25,2023
"MOZ",0.25,2024
"MOZ",0.25,2025
"MOZ",0.25,2026
"MOZ",0.25,2027
"MOZ",0.25,2028
"MOZ",0.25,2029
"MOZ",0.25,2030
"MOZ",0.25,2031
"MOZ",0.25,2032
"MOZ",0.25,2033
"MOZ",0.25,2034
"MOZ",0.25,2035
"MOZ",0.25,2036
"MOZ",0.25,2037
"MOZ",0.25,2038
"MOZ",0.25,2039
"MOZ",0.25,2040
"MOZ",0.25,2041
"MOZ",0.25,2042
"MOZ",0.25,2043
"MOZ",0.25,2044
"MOZ",0.25,2045
"MOZ",0.25,2046
"MOZ",0.25,2047
"MOZ",0.25,2048
"MOZ",0.25,2049
"MOZ",0.25,2050
"MRT",0.073,2021
"MRT",0.073,2022
"MRT",0.073,2023
"MRT",0.073,2024
"MRT",0.073,2025
"MRT",0.073,2026
"MRT",0.073,2027
"MRT",0.073,2028
"MRT",0.073,2029
"MRT",0.073,2030
"MRT",0.073,2031
"MRT",0.073,2032
"MRT",0.073,2033
"MRT",0.073,2034
"MRT",0.073,2035
"MRT",0.073,2036
"MRT",0.073,2037
"MRT",0.073,2038
"MRT",0.073,2039
"MRT",0.073,2040
"MRT",0.073,2041
"MRT",0.073,2042
"MRT",0.073,2043
"MRT",0.073,2044
"MRT",0.073,2045
"MRT",0.073,2046
"MRT",0.073,2047
"MRT",0.073,2048
"MRT",0.073,2049
"MRT",0.073,2050
"MUS",0.13,2021
"MUS",0.13,2022
"MUS",0.13,2023
"MUS",0.13,2024
"MUS",0.13,2025
"MUS",0.13,2026
"MUS",0.13,2027
"MUS",0.13,2028
"MUS",0.13,2029
"MUS",0.13,2030
"MUS",0.13,2031
"MUS",0.13,2032
"MUS",0.13,2033
"MUS",0.13,2034
"MUS",0.13,2035
"MUS",0.13,2036
"MUS",0.13,2037
"MUS",0.13,2038
"MUS",0.13,2039
"MUS",0.13,2040
"MUS",0.13,2041
"MUS",0.13,2042
"MUS",0.13,2043
"MUS",0.13,2044
"MUS",0.13,2045
"MUS",0.13,2046
"MUS",0.13,2047
"MUS",0.13,2048
"MUS",0.13,2049
"MUS",0.13,2050
"MWI",0.0977733963841373,2021
"MWI",0.0977733963841373,2022
"MWI",0.0977733963841373,2023
"MWI",0.0977733963841373,2024
"MWI",0.0977733963841373,2025
"MWI",0.0977733963841373,2026
"MWI",0.0977733963841373,2027
"MWI",0.0977733963841373,2028
"MWI",0.0977733963841373,2029
"MWI",0.0977733963841373,2030
"MWI",0.0977733963841373,2031
"MWI",0.0977733963841373,2032
"MWI",0.0977733963841373,2033
"MWI",0.0977733963841373,2034
"MWI",0.0977733963841373,2035
"MWI",0.0977733963841373,2036
"MWI",0.0977733963841373,2037
"MWI",0.0977733963841373,2038
"MWI",0.0977733963841373,2039
"MWI",0.0977733963841373,2040
"MWI",0.0977733963841373,2041
"MWI",0.0977733963841373,2042
"MWI",0.0977733963841373,2043
"MWI",0.0977733963841373,2044
"MWI",0.0977733963841373,2045
"MWI",0.0977733963841373,2046
"MWI",0.0977733963841373,2047
"MWI",0.0977733963841373,2048
"MWI",0.0977733963841373,2049
"MWI",0.0977733963841373,2050
"MYS",0.14,2021
"MYS",0.14,2022
"MYS",0.14,2023
"MYS",0.14,2024
"MYS",0.14,2025
"MYS",0.14,2026
"MYS",0.14,2027
"MYS",0.14,2028
"MYS",0.14,2029
"MYS",0.14,2030
"MYS",0.14,2031
"MYS",0.14,2032
"MYS",0.14,2033
"MYS",0.14,2034
"MYS",0.14,2035
"MYS",0.14,2036
"MYS",0.14,2037
"MYS",0.14,2038
"MYS",0.14,2039
"MYS",0.14,2040
"MYS",0.14,2041
"MYS",0.14,2042
"MYS",0.14,2043
"MYS",0.14,2044
"MYS",0.14,2045
"MYS",0.14,2046
"MYS",0.14,2047
"MYS",0.14,2048
"MYS",0.14,2049
"MYS",0.14,2050
"NAM",0.109706615490944,2021
"NAM",0.109706615490944,2022
"NAM",0.109706615490944,2023
"NAM",0.109706615490944,2024
"NAM",0.109706615490944,2025
"NAM",0.109706615490944,2026
"NAM",0.109706615490944,2027
"NAM",0.109706615490944,2028
"NAM",0.109706615490944,2029
"NAM",0.109706615490944,2030
"NAM",0.109706615490944,2031
"NAM",0.109706615490944,2032
"NAM",0.109706615490944,2033
"NAM",0.109706615490944,2034
"NAM",0.109706615490944,2035
"NAM",0.109706615490944,2036
"NAM",0.109706615490944,2037
"NAM",0.109706615490944,2038
"NAM",0.109706615490944,2039
"NAM",0.109706615490944,2040
"NAM",0.109706615490944,2041
"NAM",0.109706615490944,2042
"NAM",0.109706615490944,2043
"NAM",0.109706615490944,2044
"NAM",0.109706615490944,2045
"NAM",0.109706615490944,2046
"NAM",0.109706615490944,2047
"NAM",0.109706615490944,2048
"NAM",0.109706615490944,2049
"NAM",0.109706615490944,2050
"NCL",0.109,2021
"NCL",0.109,2022
"NCL",0.109,2023
"NCL",0.109,2024
"NCL",0.109,2025
"NCL",0.109,2026
"NCL",0.109,2027
"NCL",0.109,2028
"NCL",0.109,2029
"NCL",0.109,2030
"NCL",0.109,2031
"NCL",0.109,2032
"NCL",0.109,2033
"NCL",0.109,2034
"NCL",0.109,2035
"NCL",0.109,2036
"NCL",0.109,2037
"NCL",0.109,2038
"NCL",0.109,2039
"NCL",0.109,2040
"NCL",0.109,2041
"NCL",0.109,2042
"NCL",0.109,2043
"NCL",0.109,2044
"NCL",0.109,2045
"NCL",0.109,2046
"NCL",0.109,2047
"NCL",0.109,2048
"NCL",0.109,2049
"NCL",0.109,2050
"NER",0.02,2021
"NER",0.02,2022
"NER",0.02,2023
"NER",0.02,2024
"NER",0.02,2025
"NER",0.02,2026
"NER",0.02,2027
"NER",0.02,2028
"NER",0.02,2029
"NER",0.02,2030
"NER",0.02,2031
"NER",0.02,2032
"NER",0.02,2033
"NER",0.02,2034
"NER",0.02,2035
"NER",0.02,2036
"NER",0.02,2037
"NER",0.02,2038
"NER",0.02,2039
"NER",0.02,2040
"NER",0.02,2041
"NER",0.02,2042
"NER",0.02,2043
"NER",0.02,2044
"NER",0.02,2045
"NER",0.02,2046
"NER",0.02,2047
"NER",0.02,2048
"NER",0.02,2049
"NER",0.02,2050
"NGA",0.08,2021
"NGA",0.08,2022
"NGA",0.08,2023
"NGA",0.08,2024
"NGA",0.08,2025
"NGA",0.08,2026
"NGA",0.08,2027
"NGA",0.08,2028
"NGA",0.08,2029
"NGA",0.08,2030
"NGA",0.08,2031
"NGA",0.08,2032
"NGA",0.08,2033
"NGA",0.08,2034
"NGA",0.08,2035
"NGA",0.08,2036
"NGA",0.08,2037
"NGA",0.08,2038
"NGA",0.08,2039
"NGA",0.08,2040
"NGA",0.08,2041
"NGA",0.08,2042
"NGA",0.08,2043
"NGA",0.08,2044
"NGA",0.08,2045
"NGA",0.08,2046
"NGA",0.08,2047
"NGA",0.08,2048
"NGA",0.08,2049
"NGA",0.08,2050
"NIC",0.10614257814214,2021
"NIC",0.10614257814214,2022
"NIC",0.10614257814214,2023
"NIC",0.10614257814214,2024
"NIC",0.10614257814214,2025
"NIC",0.10614257814214,2026
"NIC",0.10614257814214,2027
"NIC",0.10614257814214,2028
"NIC",0.10614257814214,2029
"NIC",0.10614257814214,2030
"NIC",0.10614257814214,2031
"NIC",0.10614257814214,2032
"NIC",0.10614257814214,2033
"NIC",0.10614257814214,2034
"NIC",0.10614257814214,2035
"NIC",0.10614257814214,2036
"NIC",0.10614257814214,2037
"NIC",0.10614257814214,2038
"NIC",0.10614257814214,2039
"NIC",0.10614257814214,2040
"NIC",0.10614257814214,2041
"NIC",0.10614257814214,2042
"NIC",0.10614257814214,2043
"NIC",0.10614257814214,2044
