Nation,iso_code3,Year,nemomod_entc_variable_cost_pp_solar_mm_usd_per_mwh
Antigua and Barbuda,SEN,2034,0.695969849
Antigua and Barbuda,SEN,2035,0.680073876
Antigua and Barbuda,SEN,2036,0.664540967
Antigua and Barbuda,SEN,2037,0.649362831
Antigua and Barbuda,SEN,2038,0.634531363
Antigua and Barbuda,SEN,2039,0.620038647
Antigua and Barbuda,SEN,2040,0.605876944
Antigua and Barbuda,SEN,2041,0.592038696
Antigua and Barbuda,SEN,2042,0.578516513
Antigua and Barbuda,SEN,2043,0.565303178
Antigua and Barbuda,SEN,2044,0.552391636
Antigua and Barbuda,SEN,2045,0.539774993
Antigua and Barbuda,SEN,2046,0.527446515
Antigua and Barbuda,SEN,2047,0.51539962
Antigua and Barbuda,SEN,2048,0.503627877
Antigua and Barbuda,SEN,2049,0.492125
Antigua and Barbuda,SEN,2050,0.480884849
Antigua and Barbuda,SGP,2021,0.939802849
Antigua and Barbuda,SGP,2022,0.918337722
Antigua and Barbuda,SGP,2023,0.897362859
Antigua and Barbuda,SGP,2024,0.876867063
Antigua and Barbuda,SGP,2025,0.856839392
Antigua and Barbuda,SGP,2026,0.837269153
Antigua and Barbuda,SGP,2027,0.818145899
Antigua and Barbuda,SGP,2028,0.799459421
Antigua and Barbuda,SGP,2029,0.781199743
Antigua and Barbuda,SGP,2030,0.763357116
Antigua and Barbuda,SGP,2031,0.745922015
Antigua and Barbuda,SGP,2032,0.728885133
Antigua and Barbuda,SGP,2033,0.712237373
Antigua and Barbuda,SGP,2034,0.695969849
Antigua and Barbuda,SGP,2035,0.680073876
Antigua and Barbuda,SGP,2036,0.664540967
Antigua and Barbuda,SGP,2037,0.649362831
Antigua and Barbuda,SGP,2038,0.634531363
Antigua and Barbuda,SGP,2039,0.620038647
Antigua and Barbuda,SGP,2040,0.605876944
Antigua and Barbuda,SGP,2041,0.592038696
Antigua and Barbuda,SGP,2042,0.578516513
Antigua and Barbuda,SGP,2043,0.565303178
Antigua and Barbuda,SGP,2044,0.552391636
Antigua and Barbuda,SGP,2045,0.539774993
Antigua and Barbuda,SGP,2046,0.527446515
Antigua and Barbuda,SGP,2047,0.51539962
Antigua and Barbuda,SGP,2048,0.503627877
Antigua and Barbuda,SGP,2049,0.492125
Antigua and Barbuda,SGP,2050,0.480884849
Antigua and Barbuda,SGS,2021,0.939802849
Antigua and Barbuda,SGS,2022,0.918337722
Antigua and Barbuda,SGS,2023,0.897362859
Antigua and Barbuda,SGS,2024,0.876867063
Antigua and Barbuda,SGS,2025,0.856839392
Antigua and Barbuda,SGS,2026,0.837269153
Antigua and Barbuda,SGS,2027,0.818145899
Antigua and Barbuda,SGS,2028,0.799459421
Antigua and Barbuda,SGS,2029,0.781199743
Antigua and Barbuda,SGS,2030,0.763357116
Antigua and Barbuda,SGS,2031,0.745922015
Antigua and Barbuda,SGS,2032,0.728885133
Antigua and Barbuda,SGS,2033,0.712237373
Antigua and Barbuda,SGS,2034,0.695969849
Antigua and Barbuda,SGS,2035,0.680073876
Antigua and Barbuda,SGS,2036,0.664540967
Antigua and Barbuda,SGS,2037,0.649362831
Antigua and Barbuda,SGS,2038,0.634531363
Antigua and Barbuda,SGS,2039,0.620038647
Antigua and Barbuda,SGS,2040,0.605876944
Antigua and Barbuda,SGS,2041,0.592038696
Antigua and Barbuda,SGS,2042,0.578516513
Antigua and Barbuda,SGS,2043,0.565303178
Antigua and Barbuda,SGS,2044,0.552391636
Antigua and Barbuda,SGS,2045,0.539774993
Antigua and Barbuda,SGS,2046,0.527446515
Antigua and Barbuda,SGS,2047,0.51539962
Antigua and Barbuda,SGS,2048,0.503627877
Antigua and Barbuda,SGS,2049,0.492125
Antigua and Barbuda,SGS,2050,0.480884849
Antigua and Barbuda,SHN,2021,0.939802849
Antigua and Barbuda,SHN,2022,0.918337722
Antigua and Barbuda,SHN,2023,0.897362859
Antigua and Barbuda,SHN,2024,0.876867063
Antigua and Barbuda,SHN,2025,0.856839392
Antigua and Barbuda,SHN,2026,0.837269153
Antigua and Barbuda,SHN,2027,0.818145899
Antigua and Barbuda,SHN,2028,0.799459421
Antigua and Barbuda,SHN,2029,0.781199743
Antigua and Barbuda,SHN,2030,0.763357116
Antigua and Barbuda,SHN,2031,0.745922015
Antigua and Barbuda,SHN,2032,0.728885133
Antigua and Barbuda,SHN,2033,0.712237373
Antigua and Barbuda,SHN,2034,0.695969849
Antigua and Barbuda,SHN,2035,0.680073876
Antigua and Barbuda,SHN,2036,0.664540967
Antigua and Barbuda,SHN,2037,0.649362831
Antigua and Barbuda,SHN,2038,0.634531363
Antigua and Barbuda,SHN,2039,0.620038647
Antigua and Barbuda,SHN,2040,0.605876944
Antigua and Barbuda,SHN,2041,0.592038696
Antigua and Barbuda,SHN,2042,0.578516513
Antigua and Barbuda,SHN,2043,0.565303178
Antigua and Barbuda,SHN,2044,0.552391636
Antigua and Barbuda,SHN,2045,0.539774993
Antigua and Barbuda,SHN,2046,0.527446515
Antigua and Barbuda,SHN,2047,0.51539962
Antigua and Barbuda,SHN,2048,0.503627877
Antigua and Barbuda,SHN,2049,0.492125
Antigua and Barbuda,SHN,2050,0.480884849
Antigua and Barbuda,SJM,2021,0.939802849
Antigua and Barbuda,SJM,2022,0.918337722
Antigua and Barbuda,SJM,2023,0.897362859
Antigua and Barbuda,SJM,2024,0.876867063
Antigua and Barbuda,SJM,2025,0.856839392
Antigua and Barbuda,SJM,2026,0.837269153
Antigua and Barbuda,SJM,2027,0.818145899
Antigua and Barbuda,SJM,2028,0.799459421
Antigua and Barbuda,SJM,2029,0.781199743
Antigua and Barbuda,SJM,2030,0.763357116
Antigua and Barbuda,SJM,2031,0.745922015
Antigua and Barbuda,SJM,2032,0.728885133
Antigua and Barbuda,SJM,2033,0.712237373
Antigua and Barbuda,SJM,2034,0.695969849
Antigua and Barbuda,SJM,2035,0.680073876
Antigua and Barbuda,SJM,2036,0.664540967
Antigua and Barbuda,SJM,2037,0.649362831
Antigua and Barbuda,SJM,2038,0.634531363
Antigua and Barbuda,SJM,2039,0.620038647
Antigua and Barbuda,SJM,2040,0.605876944
Antigua and Barbuda,SJM,2041,0.592038696
Antigua and Barbuda,SJM,2042,0.578516513
Antigua and Barbuda,SJM,2043,0.565303178
Antigua and Barbuda,SJM,2044,0.552391636
Antigua and Barbuda,SJM,2045,0.539774993
Antigua and Barbuda,SJM,2046,0.527446515
Antigua and Barbuda,SJM,2047,0.51539962
Antigua and Barbuda,SJM,2048,0.503627877
Antigua and Barbuda,SJM,2049,0.492125
Antigua and Barbuda,SJM,2050,0.480884849
Antigua and Barbuda,SLB,2021,0.939802849
Antigua and Barbuda,SLB,2022,0.918337722
Antigua and Barbuda,SLB,2023,0.897362859
Antigua and Barbuda,SLB,2024,0.876867063
Antigua and Barbuda,SLB,2025,0.856839392
Antigua and Barbuda,SLB,2026,0.837269153
Antigua and Barbuda,SLB,2027,0.818145899
Antigua and Barbuda,SLB,2028,0.799459421
Antigua and Barbuda,SLB,2029,0.781199743
Antigua and Barbuda,SLB,2030,0.763357116
Antigua and Barbuda,SLB,2031,0.745922015
Antigua and Barbuda,SLB,2032,0.728885133
Antigua and Barbuda,SLB,2033,0.712237373
Antigua and Barbuda,SLB,2034,0.695969849
Antigua and Barbuda,SLB,2035,0.680073876
Antigua and Barbuda,SLB,2036,0.664540967
Antigua and Barbuda,SLB,2037,0.649362831
Antigua and Barbuda,SLB,2038,0.634531363
Antigua and Barbuda,SLB,2039,0.620038647
Antigua and Barbuda,SLB,2040,0.605876944
Antigua and Barbuda,SLB,2041,0.592038696
Antigua and Barbuda,SLB,2042,0.578516513
Antigua and Barbuda,SLB,2043,0.565303178
Antigua and Barbuda,SLB,2044,0.552391636
Antigua and Barbuda,SLB,2045,0.539774993
Antigua and Barbuda,SLB,2046,0.527446515
Antigua and Barbuda,SLB,2047,0.51539962
Antigua and Barbuda,SLB,2048,0.503627877
Antigua and Barbuda,SLB,2049,0.492125
Antigua and Barbuda,SLB,2050,0.480884849
Antigua and Barbuda,SLE,2021,0.939802849
Antigua and Barbuda,SLE,2022,0.918337722
Antigua and Barbuda,SLE,2023,0.897362859
Antigua and Barbuda,SLE,2024,0.876867063
Antigua and Barbuda,SLE,2025,0.856839392
Antigua and Barbuda,SLE,2026,0.837269153
Antigua and Barbuda,SLE,2027,0.818145899
Antigua and Barbuda,SLE,2028,0.799459421
Antigua and Barbuda,SLE,2029,0.781199743
Antigua and Barbuda,SLE,2030,0.763357116
Antigua and Barbuda,SLE,2031,0.745922015
Antigua and Barbuda,SLE,2032,0.728885133
Antigua and Barbuda,SLE,2033,0.712237373
Antigua and Barbuda,SLE,2034,0.695969849
Antigua and Barbuda,SLE,2035,0.680073876
Antigua and Barbuda,SLE,2036,0.664540967
Antigua and Barbuda,SLE,2037,0.649362831
Antigua and Barbuda,SLE,2038,0.634531363
Antigua and Barbuda,SLE,2039,0.620038647
Antigua and Barbuda,SLE,2040,0.605876944
Antigua and Barbuda,SLE,2041,0.592038696
Antigua and Barbuda,SLE,2042,0.578516513
Antigua and Barbuda,SLE,2043,0.565303178
Antigua and Barbuda,SLE,2044,0.552391636
Antigua and Barbuda,SLE,2045,0.539774993
Antigua and Barbuda,SLE,2046,0.527446515
Antigua and Barbuda,SLE,2047,0.51539962
Antigua and Barbuda,SLE,2048,0.503627877
Antigua and Barbuda,SLE,2049,0.492125
Antigua and Barbuda,SLE,2050,0.480884849
Antigua and Barbuda,SLV,2021,0.939802849
Antigua and Barbuda,SLV,2022,0.918337722
Antigua and Barbuda,SLV,2023,0.897362859
Antigua and Barbuda,SLV,2024,0.876867063
Antigua and Barbuda,SLV,2025,0.856839392
Antigua and Barbuda,SLV,2026,0.837269153
Antigua and Barbuda,SLV,2027,0.818145899
Antigua and Barbuda,SLV,2028,0.799459421
Antigua and Barbuda,SLV,2029,0.781199743
Antigua and Barbuda,SLV,2030,0.763357116
Antigua and Barbuda,SLV,2031,0.745922015
Antigua and Barbuda,SLV,2032,0.728885133
Antigua and Barbuda,SLV,2033,0.712237373
Antigua and Barbuda,SLV,2034,0.695969849
Antigua and Barbuda,SLV,2035,0.680073876
Antigua and Barbuda,SLV,2036,0.664540967
Antigua and Barbuda,SLV,2037,0.649362831
Antigua and Barbuda,SLV,2038,0.634531363
Antigua and Barbuda,SLV,2039,0.620038647
Antigua and Barbuda,SLV,2040,0.605876944
Antigua and Barbuda,SLV,2041,0.592038696
Antigua and Barbuda,SLV,2042,0.578516513
Antigua and Barbuda,SLV,2043,0.565303178
Antigua and Barbuda,SLV,2044,0.552391636
Antigua and Barbuda,SLV,2045,0.539774993
Antigua and Barbuda,SLV,2046,0.527446515
Antigua and Barbuda,SLV,2047,0.51539962
Antigua and Barbuda,SLV,2048,0.503627877
Antigua and Barbuda,SLV,2049,0.492125
Antigua and Barbuda,SLV,2050,0.480884849
Antigua and Barbuda,SMR,2021,0.939802849
Antigua and Barbuda,SMR,2022,0.918337722
Antigua and Barbuda,SMR,2023,0.897362859
Antigua and Barbuda,SMR,2024,0.876867063
Antigua and Barbuda,SMR,2025,0.856839392
Antigua and Barbuda,SMR,2026,0.837269153
Antigua and Barbuda,SMR,2027,0.818145899
Antigua and Barbuda,SMR,2028,0.799459421
Antigua and Barbuda,SMR,2029,0.781199743
Antigua and Barbuda,SMR,2030,0.763357116
Antigua and Barbuda,SMR,2031,0.745922015
Antigua and Barbuda,SMR,2032,0.728885133
Antigua and Barbuda,SMR,2033,0.712237373
Antigua and Barbuda,SMR,2034,0.695969849
Antigua and Barbuda,SMR,2035,0.680073876
Antigua and Barbuda,SMR,2036,0.664540967
Antigua and Barbuda,SMR,2037,0.649362831
Antigua and Barbuda,SMR,2038,0.634531363
Antigua and Barbuda,SMR,2039,0.620038647
Antigua and Barbuda,SMR,2040,0.605876944
Antigua and Barbuda,SMR,2041,0.592038696
Antigua and Barbuda,SMR,2042,0.578516513
Antigua and Barbuda,SMR,2043,0.565303178
Antigua and Barbuda,SMR,2044,0.552391636
Antigua and Barbuda,SMR,2045,0.539774993
Antigua and Barbuda,SMR,2046,0.527446515
Antigua and Barbuda,SMR,2047,0.51539962
Antigua and Barbuda,SMR,2048,0.503627877
Antigua and Barbuda,SMR,2049,0.492125
Antigua and Barbuda,SMR,2050,0.480884849
Antigua and Barbuda,SOM,2021,0.939802849
Antigua and Barbuda,SOM,2022,0.918337722
Antigua and Barbuda,SOM,2023,0.897362859
Antigua and Barbuda,SOM,2024,0.876867063
Antigua and Barbuda,SOM,2025,0.856839392
Antigua and Barbuda,SOM,2026,0.837269153
Antigua and Barbuda,SOM,2027,0.818145899
Antigua and Barbuda,SOM,2028,0.799459421
Antigua and Barbuda,SOM,2029,0.781199743
Antigua and Barbuda,SOM,2030,0.763357116
Antigua and Barbuda,SOM,2031,0.745922015
Antigua and Barbuda,SOM,2032,0.728885133
Antigua and Barbuda,SOM,2033,0.712237373
Antigua and Barbuda,SOM,2034,0.695969849
Antigua and Barbuda,SOM,2035,0.680073876
Antigua and Barbuda,SOM,2036,0.664540967
Antigua and Barbuda,SOM,2037,0.649362831
Antigua and Barbuda,SOM,2038,0.634531363
Antigua and Barbuda,SOM,2039,0.620038647
Antigua and Barbuda,SOM,2040,0.605876944
Antigua and Barbuda,SOM,2041,0.592038696
Antigua and Barbuda,SOM,2042,0.578516513
Antigua and Barbuda,SOM,2043,0.565303178
Antigua and Barbuda,SOM,2044,0.552391636
Antigua and Barbuda,SOM,2045,0.539774993
Antigua and Barbuda,SOM,2046,0.527446515
Antigua and Barbuda,SOM,2047,0.51539962
Antigua and Barbuda,SOM,2048,0.503627877
Antigua and Barbuda,SOM,2049,0.492125
Antigua and Barbuda,SOM,2050,0.480884849
Antigua and Barbuda,SPM,2021,0.939802849
Antigua and Barbuda,SPM,2022,0.918337722
Antigua and Barbuda,SPM,2023,0.897362859
Antigua and Barbuda,SPM,2024,0.876867063
Antigua and Barbuda,SPM,2025,0.856839392
Antigua and Barbuda,SPM,2026,0.837269153
Antigua and Barbuda,SPM,2027,0.818145899
Antigua and Barbuda,SPM,2028,0.799459421
Antigua and Barbuda,SPM,2029,0.781199743
Antigua and Barbuda,SPM,2030,0.763357116
Antigua and Barbuda,SPM,2031,0.745922015
Antigua and Barbuda,SPM,2032,0.728885133
Antigua and Barbuda,SPM,2033,0.712237373
Antigua and Barbuda,SPM,2034,0.695969849
Antigua and Barbuda,SPM,2035,0.680073876
Antigua and Barbuda,SPM,2036,0.664540967
Antigua and Barbuda,SPM,2037,0.649362831
Antigua and Barbuda,SPM,2038,0.634531363
Antigua and Barbuda,SPM,2039,0.620038647
Antigua and Barbuda,SPM,2040,0.605876944
Antigua and Barbuda,SPM,2041,0.592038696
Antigua and Barbuda,SPM,2042,0.578516513
Antigua and Barbuda,SPM,2043,0.565303178
Antigua and Barbuda,SPM,2044,0.552391636
Antigua and Barbuda,SPM,2045,0.539774993
Antigua and Barbuda,SPM,2046,0.527446515
Antigua and Barbuda,SPM,2047,0.51539962
Antigua and Barbuda,SPM,2048,0.503627877
Antigua and Barbuda,SPM,2049,0.492125
Antigua and Barbuda,SPM,2050,0.480884849
Antigua and Barbuda,SRB,2021,0.939802849
Antigua and Barbuda,SRB,2022,0.918337722
Antigua and Barbuda,SRB,2023,0.897362859
Antigua and Barbuda,SRB,2024,0.876867063
Antigua and Barbuda,SRB,2025,0.856839392
Antigua and Barbuda,SRB,2026,0.837269153
Antigua and Barbuda,SRB,2027,0.818145899
Antigua and Barbuda,SRB,2028,0.799459421
Antigua and Barbuda,SRB,2029,0.781199743
Antigua and Barbuda,SRB,2030,0.763357116
Antigua and Barbuda,SRB,2031,0.745922015
Antigua and Barbuda,SRB,2032,0.728885133
Antigua and Barbuda,SRB,2033,0.712237373
Antigua and Barbuda,SRB,2034,0.695969849
Antigua and Barbuda,SRB,2035,0.680073876
Antigua and Barbuda,SRB,2036,0.664540967
Antigua and Barbuda,SRB,2037,0.649362831
Antigua and Barbuda,SRB,2038,0.634531363
Antigua and Barbuda,SRB,2039,0.620038647
Antigua and Barbuda,SRB,2040,0.605876944
Antigua and Barbuda,SRB,2041,0.592038696
Antigua and Barbuda,SRB,2042,0.578516513
Antigua and Barbuda,SRB,2043,0.565303178
Antigua and Barbuda,SRB,2044,0.552391636
Antigua and Barbuda,SRB,2045,0.539774993
Antigua and Barbuda,SRB,2046,0.527446515
Antigua and Barbuda,SRB,2047,0.51539962
Antigua and Barbuda,SRB,2048,0.503627877
Antigua and Barbuda,SRB,2049,0.492125
Antigua and Barbuda,SRB,2050,0.480884849
Antigua and Barbuda,SSD,2021,0.939802849
Antigua and Barbuda,SSD,2022,0.918337722
Antigua and Barbuda,SSD,2023,0.897362859
Antigua and Barbuda,SSD,2024,0.876867063
Antigua and Barbuda,SSD,2025,0.856839392
Antigua and Barbuda,SSD,2026,0.837269153
Antigua and Barbuda,SSD,2027,0.818145899
Antigua and Barbuda,SSD,2028,0.799459421
Antigua and Barbuda,SSD,2029,0.781199743
Antigua and Barbuda,SSD,2030,0.763357116
Antigua and Barbuda,SSD,2031,0.745922015
Antigua and Barbuda,SSD,2032,0.728885133
Antigua and Barbuda,SSD,2033,0.712237373
Antigua and Barbuda,SSD,2034,0.695969849
Antigua and Barbuda,SSD,2035,0.680073876
Antigua and Barbuda,SSD,2036,0.664540967
Antigua and Barbuda,SSD,2037,0.649362831
Antigua and Barbuda,SSD,2038,0.634531363
Antigua and Barbuda,SSD,2039,0.620038647
Antigua and Barbuda,SSD,2040,0.605876944
Antigua and Barbuda,SSD,2041,0.592038696
Antigua and Barbuda,SSD,2042,0.578516513
Antigua and Barbuda,SSD,2043,0.565303178
Antigua and Barbuda,SSD,2044,0.552391636
Antigua and Barbuda,SSD,2045,0.539774993
Antigua and Barbuda,SSD,2046,0.527446515
Antigua and Barbuda,SSD,2047,0.51539962
Antigua and Barbuda,SSD,2048,0.503627877
Antigua and Barbuda,SSD,2049,0.492125
Antigua and Barbuda,SSD,2050,0.480884849
Antigua and Barbuda,STP,2021,0.939802849
Antigua and Barbuda,STP,2022,0.918337722
Antigua and Barbuda,STP,2023,0.897362859
Antigua and Barbuda,STP,2024,0.876867063
Antigua and Barbuda,STP,2025,0.856839392
Antigua and Barbuda,STP,2026,0.837269153
Antigua and Barbuda,STP,2027,0.818145899
Antigua and Barbuda,STP,2028,0.799459421
Antigua and Barbuda,STP,2029,0.781199743
Antigua and Barbuda,STP,2030,0.763357116
Antigua and Barbuda,STP,2031,0.745922015
Antigua and Barbuda,STP,2032,0.728885133
Antigua and Barbuda,STP,2033,0.712237373
Antigua and Barbuda,STP,2034,0.695969849
Antigua and Barbuda,STP,2035,0.680073876
Antigua and Barbuda,STP,2036,0.664540967
Antigua and Barbuda,STP,2037,0.649362831
Antigua and Barbuda,STP,2038,0.634531363
Antigua and Barbuda,STP,2039,0.620038647
Antigua and Barbuda,STP,2040,0.605876944
Antigua and Barbuda,STP,2041,0.592038696
Antigua and Barbuda,STP,2042,0.578516513
Antigua and Barbuda,STP,2043,0.565303178
Antigua and Barbuda,STP,2044,0.552391636
Antigua and Barbuda,STP,2045,0.539774993
Antigua and Barbuda,STP,2046,0.527446515
Antigua and Barbuda,STP,2047,0.51539962
Antigua and Barbuda,STP,2048,0.503627877
Antigua and Barbuda,STP,2049,0.492125
Antigua and Barbuda,STP,2050,0.480884849
Antigua and Barbuda,SUR,2021,0.939802849
Antigua and Barbuda,SUR,2022,0.918337722
Antigua and Barbuda,SUR,2023,0.897362859
Antigua and Barbuda,SUR,2024,0.876867063
Antigua and Barbuda,SUR,2025,0.856839392
Antigua and Barbuda,SUR,2026,0.837269153
Antigua and Barbuda,SUR,2027,0.818145899
Antigua and Barbuda,SUR,2028,0.799459421
Antigua and Barbuda,SUR,2029,0.781199743
Antigua and Barbuda,SUR,2030,0.763357116
Antigua and Barbuda,SUR,2031,0.745922015
Antigua and Barbuda,SUR,2032,0.728885133
Antigua and Barbuda,SUR,2033,0.712237373
Antigua and Barbuda,SUR,2034,0.695969849
Antigua and Barbuda,SUR,2035,0.680073876
Antigua and Barbuda,SUR,2036,0.664540967
Antigua and Barbuda,SUR,2037,0.649362831
Antigua and Barbuda,SUR,2038,0.634531363
Antigua and Barbuda,SUR,2039,0.620038647
Antigua and Barbuda,SUR,2040,0.605876944
Antigua and Barbuda,SUR,2041,0.592038696
Antigua and Barbuda,SUR,2042,0.578516513
Antigua and Barbuda,SUR,2043,0.565303178
Antigua and Barbuda,SUR,2044,0.552391636
Antigua and Barbuda,SUR,2045,0.539774993
Antigua and Barbuda,SUR,2046,0.527446515
Antigua and Barbuda,SUR,2047,0.51539962
Antigua and Barbuda,SUR,2048,0.503627877
Antigua and Barbuda,SUR,2049,0.492125
Antigua and Barbuda,SUR,2050,0.480884849
Antigua and Barbuda,SVK,2021,0.939802849
Antigua and Barbuda,SVK,2022,0.918337722
Antigua and Barbuda,SVK,2023,0.897362859
Antigua and Barbuda,SVK,2024,0.876867063
Antigua and Barbuda,SVK,2025,0.856839392
Antigua and Barbuda,SVK,2026,0.837269153
Antigua and Barbuda,SVK,2027,0.818145899
Antigua and Barbuda,SVK,2028,0.799459421
Antigua and Barbuda,SVK,2029,0.781199743
Antigua and Barbuda,SVK,2030,0.763357116
Antigua and Barbuda,SVK,2031,0.745922015
Antigua and Barbuda,SVK,2032,0.728885133
Antigua and Barbuda,SVK,2033,0.712237373
Antigua and Barbuda,SVK,2034,0.695969849
Antigua and Barbuda,SVK,2035,0.680073876
Antigua and Barbuda,SVK,2036,0.664540967
Antigua and Barbuda,SVK,2037,0.649362831
Antigua and Barbuda,SVK,2038,0.634531363
Antigua and Barbuda,SVK,2039,0.620038647
Antigua and Barbuda,SVK,2040,0.605876944
Antigua and Barbuda,SVK,2041,0.592038696
Antigua and Barbuda,SVK,2042,0.578516513
Antigua and Barbuda,SVK,2043,0.565303178
Antigua and Barbuda,SVK,2044,0.552391636
Antigua and Barbuda,SVK,2045,0.539774993
Antigua and Barbuda,SVK,2046,0.527446515
Antigua and Barbuda,SVK,2047,0.51539962
Antigua and Barbuda,SVK,2048,0.503627877
Antigua and Barbuda,SVK,2049,0.492125
Antigua and Barbuda,SVK,2050,0.480884849
Antigua and Barbuda,SVN,2021,0.939802849
Antigua and Barbuda,SVN,2022,0.918337722
Antigua and Barbuda,SVN,2023,0.897362859
Antigua and Barbuda,SVN,2024,0.876867063
Antigua and Barbuda,SVN,2025,0.856839392
Antigua and Barbuda,SVN,2026,0.837269153
Antigua and Barbuda,SVN,2027,0.818145899
Antigua and Barbuda,SVN,2028,0.799459421
Antigua and Barbuda,SVN,2029,0.781199743
Antigua and Barbuda,SVN,2030,0.763357116
Antigua and Barbuda,SVN,2031,0.745922015
Antigua and Barbuda,SVN,2032,0.728885133
Antigua and Barbuda,SVN,2033,0.712237373
Antigua and Barbuda,SVN,2034,0.695969849
Antigua and Barbuda,SVN,2035,0.680073876
Antigua and Barbuda,SVN,2036,0.664540967
Antigua and Barbuda,SVN,2037,0.649362831
Antigua and Barbuda,SVN,2038,0.634531363
Antigua and Barbuda,SVN,2039,0.620038647
Antigua and Barbuda,SVN,2040,0.605876944
Antigua and Barbuda,SVN,2041,0.592038696
Antigua and Barbuda,SVN,2042,0.578516513
Antigua and Barbuda,SVN,2043,0.565303178
Antigua and Barbuda,SVN,2044,0.552391636
Antigua and Barbuda,SVN,2045,0.539774993
Antigua and Barbuda,SVN,2046,0.527446515
Antigua and Barbuda,SVN,2047,0.51539962
Antigua and Barbuda,SVN,2048,0.503627877
Antigua and Barbuda,SVN,2049,0.492125
Antigua and Barbuda,SVN,2050,0.480884849
Argentina,SWE,2021,1.199281055
Argentina,SWE,2022,1.171889437
Argentina,SWE,2023,1.145123446
Argentina,SWE,2024,1.11896879
Argentina,SWE,2025,1.093411507
Argentina,SWE,2026,1.068437954
Argentina,SWE,2027,1.044034798
Argentina,SWE,2028,1.02018901
Argentina,SWE,2029,0.996887861
Argentina,SWE,2030,0.97411891
Argentina,SWE,2031,0.951870004
Argentina,SWE,2032,0.930129263
Argentina,SWE,2033,0.908885081
Argentina,SWE,2034,0.888126117
Argentina,SWE,2035,0.867841289
Argentina,SWE,2036,0.848019766
Argentina,SWE,2037,0.828650968
Argentina,SWE,2038,0.809724554
Argentina,SWE,2039,0.791230419
Argentina,SWE,2040,0.773158692
Argentina,SWE,2041,0.755499723
Argentina,SWE,2042,0.738244085
Argentina,SWE,2043,0.721382567
Argentina,SWE,2044,0.704906166
Argentina,SWE,2045,0.688806087
Argentina,SWE,2046,0.673073734
Argentina,SWE,2047,0.657700709
Argentina,SWE,2048,0.642678804
Argentina,SWE,2049,0.628
Argentina,SWE,2050,0.61365646
Argentina,SWZ,2021,1.199281055
Argentina,SWZ,2022,1.171889437
Argentina,SWZ,2023,1.145123446
Argentina,SWZ,2024,1.11896879
Argentina,SWZ,2025,1.093411507
Argentina,SWZ,2026,1.068437954
Argentina,SWZ,2027,1.044034798
Argentina,SWZ,2028,1.02018901
Argentina,SWZ,2029,0.996887861
Argentina,SWZ,2030,0.97411891
Argentina,SWZ,2031,0.951870004
Argentina,SWZ,2032,0.930129263
Argentina,SWZ,2033,0.908885081
Argentina,SWZ,2034,0.888126117
Argentina,SWZ,2035,0.867841289
Argentina,SWZ,2036,0.848019766
Argentina,SWZ,2037,0.828650968
Argentina,SWZ,2038,0.809724554
Argentina,SWZ,2039,0.791230419
Argentina,SWZ,2040,0.773158692
Argentina,SWZ,2041,0.755499723
Argentina,SWZ,2042,0.738244085
Argentina,SWZ,2043,0.721382567
Argentina,SWZ,2044,0.704906166
Argentina,SWZ,2045,0.688806087
Argentina,SWZ,2046,0.673073734
Argentina,SWZ,2047,0.657700709
Argentina,SWZ,2048,0.642678804
Argentina,SWZ,2049,0.628
Argentina,SWZ,2050,0.61365646
Argentina,SXM,2021,1.199281055
Argentina,SXM,2022,1.171889437
Argentina,SXM,2023,1.145123446
Argentina,SXM,2024,1.11896879
Argentina,SXM,2025,1.093411507
Argentina,SXM,2026,1.068437954
Argentina,SXM,2027,1.044034798
Argentina,SXM,2028,1.02018901
Argentina,SXM,2029,0.996887861
Argentina,SXM,2030,0.97411891
Argentina,SXM,2031,0.951870004
Argentina,SXM,2032,0.930129263
Argentina,SXM,2033,0.908885081
Argentina,SXM,2034,0.888126117
Argentina,SXM,2035,0.867841289
Argentina,SXM,2036,0.848019766
Argentina,SXM,2037,0.828650968
Argentina,SXM,2038,0.809724554
Argentina,SXM,2039,0.791230419
Argentina,SXM,2040,0.773158692
Argentina,SXM,2041,0.755499723
Argentina,SXM,2042,0.738244085
Argentina,SXM,2043,0.721382567
Argentina,SXM,2044,0.704906166
Argentina,SXM,2045,0.688806087
Argentina,SXM,2046,0.673073734
Argentina,SXM,2047,0.657700709
Argentina,SXM,2048,0.642678804
Argentina,SXM,2049,0.628
Argentina,SXM,2050,0.61365646
Argentina,SYC,2021,1.199281055
Argentina,SYC,2022,1.171889437
Argentina,SYC,2023,1.145123446
Argentina,SYC,2024,1.11896879
Argentina,SYC,2025,1.093411507
Argentina,SYC,2026,1.068437954
Argentina,SYC,2027,1.044034798
Argentina,SYC,2028,1.02018901
Argentina,SYC,2029,0.996887861
Argentina,SYC,2030,0.97411891
Argentina,SYC,2031,0.951870004
Argentina,SYC,2032,0.930129263
Argentina,SYC,2033,0.908885081
Argentina,SYC,2034,0.888126117
Argentina,SYC,2035,0.867841289
Argentina,SYC,2036,0.848019766
Argentina,SYC,2037,0.828650968
Argentina,SYC,2038,0.809724554
Argentina,SYC,2039,0.791230419
Argentina,SYC,2040,0.773158692
Argentina,SYC,2041,0.755499723
Argentina,SYC,2042,0.738244085
Argentina,SYC,2043,0.721382567
