Year,prodinit_ippu_electronics_tonne,iso_code3
2041,14454041.6841575,"MEX"
2042,14531062.271194,"MEX"
2043,14608493.2742896,"MEX"
2044,14686336.8804097,"MEX"
2045,14764595.2881728,"MEX"
2046,14843270.7079135,"MEX"
2047,14922365.3617443,"MEX"
2048,15001881.4836186,"MEX"
2049,15081821.3193938,"MEX"
2050,15162187.1268947,"MEX"
2021,3548.194,"MHL"
2022,7130.79656873667,"MHL"
2023,14330.7439516291,"MHL"
2024,28800.4601207602,"MHL"
2025,57880.212357936,"MHL"
2026,116321.717380651,"MHL"
2027,233771.463219739,"MHL"
2028,469809.922398794,"MHL"
2029,944175.820882332,"MHL"
2030,1897507.77545756,"MHL"
2031,3813416.60979753,"MHL"
2032,7663813.78140757,"MHL"
2033,15401947.3049946,"MHL"
2034,30953254.809156,"MHL"
2035,62206678.4353847,"MHL"
2036,125016605.388416,"MHL"
2037,251245557.807388,"MHL"
2038,504927566.396665,"MHL"
2039,1014751661.80933,"MHL"
2040,2039343865.68204,"MHL"
2041,4098464244.0294,"MHL"
2042,8236673295.88371,"MHL"
2043,16553221632.2142,"MHL"
2044,33266967932.5681,"MHL"
2045,66856541887.4587,"MHL"
2046,134361424287.592,"MHL"
2047,270025816874.877,"MHL"
2048,542670205868.588,"MHL"
2049,1090602949546.54,"MHL"
2050,2191782008109.08,"MHL"
2021,103820.3,"MKD"
2022,122381.155464462,"MKD"
2023,144260.296038605,"MKD"
2024,170050.960330974,"MKD"
2025,200452.445361321,"MKD"
2026,236289.067542623,"MKD"
2027,278532.513482301,"MKD"
2028,328328.186630021,"MKD"
2029,387026.264144233,"MKD"
2030,456218.306064086,"MKD"
2031,537780.409420531,"MKD"
2032,633924.077382131,"MKD"
2033,747256.182719258,"MKD"
2034,880849.651456852,"MKD"
2035,1038326.78325682,"MKD"
2036,1223957.46770783,"MKD"
2037,1442774.95959308,"MKD"
2038,1700712.35230676,"MKD"
2039,2004763.44980687,"MKD"
2040,2363172.39904225,"MKD"
2041,2785657.22461325,"MKD"
2042,3283673.32666246,"MKD"
2043,3870724.08656868,"MKD"
2044,4562727.00231456,"MKD"
2045,5378445.28104963,"MKD"
2046,6339996.59119879,"MKD"
2047,7473452.76859783,"MKD"
2048,8809546.73729593,"MKD"
2049,10384505.8127212,"MKD"
2050,12241033.9816803,"MKD"
2021,27710.03,"MLI"
2022,29212.2865475837,"MLI"
2023,30795.9856174151,"MLI"
2024,32465.5424902535,"MLI"
2025,34225.611814496,"MLI"
2026,36081.1005831255,"MLI"
2027,38037.1818141826,"MLI"
2028,40099.3089729041,"MLI"
2029,42273.2311757357,"MLI"
2030,44565.0092186057,"MLI"
2031,46981.0324741482,"MLI"
2032,49528.0367049821,"MLI"
2033,52213.1228427101,"MLI"
2034,55043.7767849922,"MLI"
2035,58027.8902658868,"MLI"
2036,61173.782857645,"MLI"
2037,64490.2251652991,"MLI"
2038,67986.4632787086,"MLI"
2039,71672.2445502374,"MLI"
2040,75557.8447699274,"MLI"
2041,79654.0968139324,"MLI"
2042,83972.4208460824,"MLI"
2043,88524.8561567798,"MLI"
2044,93324.0947279915,"MLI"
2045,98383.5166179154,"MLI"
2046,103717.227263973,"MLI"
2047,109340.096808125,"MLI"
2048,115267.801554148,"MLI"
2049,121516.867672456,"MLI"
2050,128104.717274309,"MLI"
2021,38345.31,"MLT"
2022,36919.2017150015,"MLT"
2023,35546.1321155825,"MLT"
2024,34224.1286291148,"MLT"
2025,32951.292045323,"MLT"
2026,31725.7937878505,"MLT"
2027,30545.8732872988,"MLT"
2028,29409.8354519669,"MLT"
2029,28316.0482326565,"MLT"
2030,27262.9402780459,"MLT"
2031,26248.9986772624,"MLT"
2032,25272.7667864116,"MLT"
2033,24332.8421359409,"MLT"
2034,23427.8744158305,"MLT"
2035,22556.5635357171,"MLT"
2036,21717.6577571647,"MLT"
2037,20909.9518953982,"MLT"
2038,20132.2855879163,"MLT"
2039,19383.5416274976,"MLT"
2040,18662.6443572033,"MLT"
2041,17968.5581250724,"MLT"
2042,17300.2857962884,"MLT"
2043,16656.8673206801,"MLT"
2044,16037.3783534989,"MLT"
2045,15440.9289274913,"MLT"
2046,14866.6621743586,"MLT"
2047,14313.7530937663,"MLT"
2048,13781.4073681366,"MLT"
2049,13268.8602215197,"MLT"
2050,12775.3753209049,"MLT"
2021,286746.1,"MMR"
2022,301363.516655484,"MMR"
2023,316726.083357229,"MMR"
2024,332871.785517057,"MMR"
2025,349840.544923926,"MMR"
2026,367674.318454358,"MMR"
2027,386417.201814824,"MMR"
2028,406115.538572582,"MMR"
2029,426818.034744568,"MMR"
2030,448575.879227671,"MMR"
2031,471442.870368164,"MMR"
2032,495475.548983249,"MMR"
2033,520733.338163618,"MMR"
2034,547278.690202717,"MMR"
2035,575177.241016001,"MMR"
2036,604497.972431991,"MMR"
2037,635313.382756434,"MMR"
2038,667699.666031276,"MMR"
2039,701736.900431698,"MMR"
2040,737509.246267049,"MMR"
2041,775105.154075238,"MMR"
2042,814617.583325125,"MMR"
2043,856144.232267681,"MMR"
2044,899787.779504231,"MMR"
2045,945656.137869093,"MMR"
2046,993862.721254355,"MMR"
2047,1044526.72503655,"MMR"
2048,1097773.42079857,"MMR"
2049,1153734.46607566,"MMR"
2050,1212548.22989118,"MMR"
2021,10194.04,"MNE"
2022,10752.8901784546,"MNE"
2023,11342.3772311965,"MNE"
2024,11964.1807104603,"MNE"
2025,12620.0722436605,"MNE"
2026,13311.9205810694,"MNE"
2027,14041.6969202151,"MNE"
2028,14811.4805221696,"MNE"
2029,15623.4646357292,"MNE"
2030,16479.9627463662,"MNE"
2031,17383.4151677548,"MNE"
2032,18336.3959946547,"MNE"
2033,19341.620436959,"MNE"
2034,20401.9525558046,"MNE"
2035,21520.4134237857,"MNE"
2036,22700.189732521,"MNE"
2037,23944.642872098,"MNE"
2038,25257.3185082643,"MNE"
2039,26641.9566846526,"MNE"
2040,28102.5024788224,"MNE"
2041,29643.1172424796,"MNE"
2042,31268.1904578988,"MNE"
2043,32982.3522443299,"MNE"
2044,34790.486550022,"MNE"
2045,36697.7450674502,"MNE"
2046,38709.5619113931,"MNE"
2047,40831.669101681,"MNE"
2048,43070.1128947283,"MNE"
2049,45431.2710103802,"MNE"
2050,47921.8708031584,"MNE"
2021,14971.84,"MNG"
2022,15718.9914544707,"MNG"
2023,16503.4285929935,"MNG"
2024,17327.0121122542,"MNG"
2025,18191.6955647425,"MNG"
2026,19099.5299926075,"MNG"
2027,20052.6687927606,"MNG"
2028,21053.3728247654,"MNG"
2029,22104.0157736306,"MNG"
2030,23207.0897802264,"MNG"
2031,24365.2113526803,"MNG"
2032,25581.1275727736,"MNG"
2033,26857.7226120606,"MNG"
2034,28198.0245731671,"MNG"
2035,29605.2126724951,"MNG"
2036,31082.6247813721,"MNG"
2037,32633.7653435322,"MNG"
2038,34262.3136877087,"MNG"
2039,35972.1327550581,"MNG"
2040,37767.2782621137,"MNG"
2041,39652.0083210068,"MNG"
2042,41630.7935397725,"MNG"
2043,43708.3276266991,"MNG"
2044,45889.5385238748,"MNG"
2045,48179.6000963404,"MNG"
2046,50583.944404575,"MNG"
2047,53108.2745894249,"MNG"
2048,55758.57840004,"MNG"
2049,58541.1423969041,"MNG"
2050,61462.5668636513,"MNG"
2021,127.3366,"MNP"
2022,154.258108938127,"MNP"
2023,186.871364345893,"MNP"
2024,226.379715483884,"MNP"
2025,274.240923760296,"MNP"
2026,332.220950557094,"MNP"
2027,402.459116880492,"MNP"
2028,487.547039067271,"MNP"
2029,590.624253081208,"MNP"
2030,715.494055701983,"MNP"
2031,866.763836862764,"MNP"
2032,1050.01508105608,"MNP"
2033,1272.00931044354,"MNP"
2034,1540.93756846588,"MNP"
2035,1866.7226492875,"MNP"
2036,2261.38522460205,"MNP"
2037,2739.48737698144,"MNP"
2038,3318.66990506286,"MNP"
2039,4020.30322581938,"MNP"
2040,4870.27589061394,"MNP"
2041,5899.9498093483,"MNP"
2042,7147.31742813876,"MNP"
2043,8658.40355754124,"MNP"
2044,10488.9635753543,"MNP"
2045,12706.5406635253,"MNP"
2046,15392.957986163,"MNP"
2047,18647.3377639229,"MNP"
2048,22589.7586412176,"MNP"
2049,27365.6862941445,"MNP"
2050,33151.3407577143,"MNP"
2021,23824.1,"MOZ"
2022,24257.9215182796,"MOZ"
2023,24699.642647026,"MOZ"
2024,25149.4072330585,"MOZ"
2025,25607.3617425542,"MOZ"
2026,26073.6553087452,"MOZ"
2027,26548.4397804834,"MOZ"
2028,27031.8697716908,"MOZ"
2029,27524.1027117092,"MOZ"
2030,28025.2988965672,"MOZ"
2031,28535.6215411812,"MOZ"
2032,29055.2368325059,"MOZ"
2033,29584.3139836533,"MOZ"
2034,30123.0252889974,"MOZ"
2035,30671.5461802818,"MOZ"
2036,31230.055283749,"MOZ"
2037,31798.7344783104,"MOZ"
2038,32377.7689547755,"MOZ"
2039,32967.3472761587,"MOZ"
2040,33567.6614390859,"MOZ"
2041,34178.9069363177,"MOZ"
2042,34801.282820412,"MOZ"
2043,35434.9917685456,"MOZ"
2044,36080.2401485161,"MOZ"
2045,36737.2380859459,"MOZ"
2046,37406.1995327097,"MOZ"
2047,38087.3423366078,"MOZ"
2048,38780.888312309,"MOZ"
2049,39487.0633135841,"MOZ"
2050,40206.0973068556,"MOZ"
2021,12808.71,"MRT"
2022,13703.056708352,"MRT"
2023,14659.8496766897,"MRT"
2024,15683.4491104565,"MRT"
2025,16778.5196591334,"MRT"
2026,17950.0516735334,"MRT"
2027,19203.3839473513,"MRT"
2028,20544.2280466036,"MRT"
2029,21978.6943378315,"MRT"
2030,23513.3198336789,"MRT"
2031,25155.0979827414,"MRT"
2032,26911.5105394421,"MRT"
2033,28790.561659167,"MRT"
2034,30800.814374037,"MRT"
2035,32951.4296155392,"MRT"
2036,35252.2079618482,"MRT"
2037,37713.6343000837,"MRT"
2038,40346.925607036,"MRT"
2039,43164.0820661,"MRT"
2040,46177.9417533638,"MRT"
2041,49402.2391420621,"MRT"
2042,52851.6676920038,"MRT"
2043,56541.9468092029,"MRT"
2044,60489.8934808526,"MRT"
2045,64713.4989120917,"MRT"
2046,69232.0105138043,"MRT"
2047,74066.0196150811,"MRT"
2048,79237.5553000552,"MRT"
2049,84770.1847967389,"MRT"
2050,90689.1208753414,"MRT"
2021,17011.45,"MUS"
2022,17776.0757212795,"MUS"
2023,18575.0696177376,"MUS"
2024,19409.9764601455,"MUS"
2025,20282.4104531829,"MUS"
2026,21194.0583563336,"MUS"
2027,22146.6827450571,"MUS"
2028,23142.125418544,"MUS"
2029,24182.3109606403,"MUS"
2030,25269.250460829,"MUS"
2031,26405.0454024597,"MUS"
2032,27591.8917257463,"MUS"
2033,28832.0840733865,"MUS"
2034,30128.0202270127,"MUS"
2035,31482.2057430506,"MUS"
2036,32897.2587969496,"MUS"
2037,34375.9152451498,"MUS"
2038,35921.0339145734,"MUS"
2039,37535.6021298658,"MUS"
2040,39222.7414890744,"MUS"
2041,40985.7138989303,"MUS"
2042,42827.9278814024,"MUS"
2043,44752.9451637166,"MUS"
2044,46764.4875645812,"MUS"
2045,48866.4441899326,"MUS"
2046,51062.8789521129,"MUS"
2047,53358.0384270175,"MUS"
2048,55756.360064404,"MUS"
2049,58262.4807672344,"MUS"
2050,60881.2458566406,"MUS"
2021,8318906,"MYS"
2022,8854275.60118762,"MYS"
2023,9424099.32529426,"MYS"
2024,10030594.4939301,"MYS"
2025,10676121.1261447,"MYS"
2026,11363191.121831,"MYS"
2027,12094478.0361336,"MYS"
2028,12872827.482897,"MYS"
2029,13701268.207636,"MYS"
2030,14583023.873115,"MYS"
2031,15521525.6033977,"MYS"
2032,16520425.3351791,"MYS"
2033,17583610.028352,"MYS"
2034,18715216.7911063,"MYS"
2035,19919648.9784149,"MYS"
2036,21201593.3265505,"MYS"
2037,22566038.1903075,"MYS"
2038,24018292.9538942,"MYS"
2039,25564008.6910276,"MYS"
2040,27209200.1546254,"MYS"
2041,28960269.1816604,"MYS"
2042,30824029.6042534,"MYS"
2043,32807733.7639379,"MYS"
2044,34919100.7322712,"MYS"
2045,37166346.347604,"MYS"
2046,39558215.1848908,"MYS"
2047,42104014.5829401,"MYS"
2048,44813650.8615165,"MYS"
2049,47697667.8692205,"MYS"
2050,50767288.0121484,"MYS"
2021,19493.55,"NAM"
2022,21080.1768775006,"NAM"
2023,22795.9431292255,"NAM"
2024,24651.3597191645,"NAM"
2025,26657.7931239247,"NAM"
2026,28827.5349649578,"NAM"
2027,31173.8773083222,"NAM"
2028,33711.1940932737,"NAM"
2029,36455.0291885247,"NAM"
2030,39422.1916156138,"NAM"
2031,42630.8585227351,"NAM"
2032,46100.6865398535,"NAM"
2033,49852.9321972819,"NAM"
2034,53910.5821454148,"NAM"
2035,58298.493973359,"NAM"
2036,63043.5484891317,"NAM"
2037,68174.8143943091,"NAM"
2038,73723.7263619409,"NAM"
2039,79724.2776086538,"NAM"
2040,86213.2281406612,"NAM"
2041,93230.3299494168,"NAM"
2042,100818.570536483,"NAM"
2043,109024.436259472,"NAM"
2044,117898.197112351,"NAM"
2045,127494.214684693,"NAM"
2046,137871.275186478,"NAM"
2047,149092.949578579,"NAM"
2048,161227.983015138,"NAM"
2049,174350.715983583,"NAM"
2050,188541.539722257,"NAM"
2021,13539.3,"NCL"
2022,13548.2736991077,"NCL"
2023,13557.2533458845,"NCL"
2024,13566.2389442723,"NCL"
2025,13575.230498216,"NCL"
2026,13584.2280116626,"NCL"
2027,13593.2314885623,"NCL"
2028,13602.2409328673,"NCL"
2029,13611.256348533,"NCL"
2030,13620.277739517,"NCL"
2031,13629.3051097797,"NCL"
2032,13638.3384632841,"NCL"
2033,13647.3778039958,"NCL"
2034,13656.4231358831,"NCL"
2035,13665.4744629169,"NCL"
2036,13674.5317890708,"NCL"
2037,13683.5951183207,"NCL"
2038,13692.6644546456,"NCL"
2039,13701.7398020268,"NCL"
2040,13710.8211644484,"NCL"
2041,13719.9085458972,"NCL"
2042,13729.0019503624,"NCL"
2043,13738.1013818361,"NCL"
2044,13747.2068443129,"NCL"
2045,13756.31834179,"NCL"
2046,13765.4358782674,"NCL"
2047,13774.5594577478,"NCL"
2048,13783.6890842362,"NCL"
2049,13792.8247617407,"NCL"
2050,13801.9664942717,"NCL"
2021,14974.5,"NER"
2022,16117.495918056,"NER"
2023,17347.7361293233,"NER"
2024,18671.8799460337,"NER"
2025,20097.0949823119,"NER"
2026,21631.0959525991,"NER"
2027,23282.1864315399,"NER"
2028,25059.3038013799,"NER"
2029,26972.0676301756,"NER"
2030,29030.8317426883,"NER"
2031,31246.7402658219,"NER"
2032,33631.787951981,"NER"
2033,36198.8851068803,"NER"
2034,38961.9274732593,"NER"
2035,41935.8714487863,"NER"
2036,45136.815045306,"NER"
2037,48582.0850276649,"NER"
2038,52290.3307037991,"NER"
2039,56281.6248737707,"NER"
2040,60577.5724841937,"NER"
2041,65201.4275761951,"NER"
2042,70178.2191599552,"NER"
2043,75534.8866971863,"NER"
2044,81300.4259249206,"NER"
2045,87506.0458099517,"NER"
2046,94185.3374835299,"NER"
2047,101374.456070755,"NER"
2048,109112.316398914,"NER"
2049,117440.803644137,"NER"
2050,126405.000056603,"NER"
2021,1373177,"NGA"
2022,1545253.4995966,"NGA"
2023,1738893.3677272,"NGA"
2024,1956798.76804358,"NGA"
2025,2202010.47958541,"NGA"
2026,2477950.32958441,"NGA"
2027,2788468.94363717,"NGA"
2028,3137899.4795804,"NGA"
2029,3531118.09490252,"NGA"
2030,3973611.99148908,"NGA"
2031,4471555.98723799,"NGA"
2032,5031898.68306973,"NGA"
2033,5662459.42775696,"NGA"
2034,6372037.43367766,"NGA"
2035,7170534.56615639,"NGA"
2036,8069093.51986783,"NGA"
2037,9080253.31049676,"NGA"
2038,10218124.2514758,"NGA"
2039,11498584.857528,"NGA"
2040,12939503.4227224,"NGA"
2041,14560987.3650694,"NGA"
2042,16385663.8171593,"NGA"
2043,18438995.3783663,"NGA"
2044,20749635.4348099,"NGA"
2045,23349828.0054164,"NGA"
2046,26275857.6937629,"NGA"
2047,29568556.024598,"NGA"
2048,33273871.2307504,"NGA"
2049,37443509.4415678,"NGA"
2050,42135656.2204005,"NGA"
2021,65645.84,"NIC"
2022,71277.725016863,"NIC"
2023,77392.7804652898,"NIC"
2024,84032.4584816857,"NIC"
2025,91241.7674623183,"NIC"
2026,99069.5771618077,"NIC"
2027,107568.949966612,"NIC"
2028,116797.500589114,"NIC"
2029,126817.786620565,"NIC"
2030,137697.732590334,"NIC"
2031,149511.090406024,"NIC"
2032,162337.939295649,"NIC"
2033,176265.228640832,"NIC"
2034,191387.367380717,"NIC"
2035,207806.863981999,"NIC"
2036,225635.021313241,"NIC"
2037,244992.691133805,"NIC"
2038,266011.093311878,"NIC"
2039,288832.705324803,"NIC"
2040,313612.228071389,"NIC"
2041,340517.634543152,"NIC"
2042,369731.308463102,"NIC"
2043,401451.280610591,"NIC"
2044,435892.571212878,"NIC"
2045,473288.6475031,"NIC"
2046,513893.006324986,"NIC"
2047,557980.892512327,"NIC"
2048,605851.164691585,"NIC"
2049,657828.321155354,"NIC"
2050,714264.699539468,"NIC"
2021,5233461,"NLD"
2022,5350406.70534305,"NLD"
2023,5469965.65228629,"NLD"
2024,5592196.23572025,"NLD"
2025,5717158.15541413,"NLD"
2026,5844912.44517432,"NLD"
2027,5975521.5026545,"NLD"
2028,6109049.11983183,"NLD"
2029,6245560.51416419,"NLD"
2030,6385122.36044367,"NLD"
2031,6527802.82336175,"NLD"
2032,6673671.59080234,"NLD"
2033,6822799.9078786,"NLD"
2034,6975260.61173048,"NLD"
2035,7131128.16709975,"NLD"
2036,7290478.70270003,"NLD"
2037,7453390.0483995,"NLD"
2038,7619941.77323455,"NLD"
2039,7790215.22427275,"NLD"
2040,7964293.56634442,"NLD"
2041,8142261.82266185,"NLD"
2042,8324206.91634631,"NLD"
2043,8510217.71288298,"NLD"
2044,8700385.06352455,"NLD"
2045,8894801.84966474,"NLD"
2046,9093563.02820332,"NLD"
2047,9296765.67792493,"NLD"
2048,9504509.0469142,"NLD"
2049,9716894.60103045,"NLD"
2050,9934026.07346553,"NLD"
2021,837305,"NOR"
2022,827513.41801198,"NOR"
2023,817836.340389547,"NOR"
2024,808272.428099872,"NOR"
2025,798820.357768994,"NOR"
2026,789478.821498705,"NOR"
2027,780246.526685572,"NOR"
2028,771122.195842081,"NOR"
2029,762104.566419863,"NOR"
2030,753192.390635001,"NOR"
2031,744384.435295363,"NOR"
2032,735679.481629971,"NOR"
2033,727076.325120356,"NOR"
2034,718573.775333881,"NOR"
2035,710170.655759027,"NOR"
2036,701865.803642594,"NOR"
2037,693658.069828805,"NOR"
2038,685546.318600304,"NOR"
2039,677529.427520996,"NOR"
2040,669606.287280739,"NOR"
2041,661775.801541847,"NOR"
2042,654036.886787385,"NOR"
2043,646388.472171244,"NOR"
2044,638829.499369964,"NOR"
2045,631358.922436294,"NOR"
2046,623975.70765446,"NOR"
2047,616678.833397133,"NOR"
2048,609467.289984058,"NOR"
2049,602340.079542349,"NOR"
2050,595296.215868408,"NOR"
2021,62011.38,"NPL"
2022,68692.6184134849,"NPL"
2023,76093.7077114015,"NPL"
2024,84292.2061642001,"NPL"
2025,93374.028335899,"NPL"
2026,103434.345408985,"NPL"
2027,114578.582512242,"NPL"
2028,126923.523502806,"NPL"
2029,140598.534779798,"NPL"
2030,155746.920954247,"NPL"
2031,172527.426581787,"NPL"
2032,191115.899695236,"NPL"
2033,211707.134569731,"NPL"
2034,234516.913031299,"NPL"
2035,259784.265700384,"NPL"
2036,287773.976866566,"NPL"
2037,318779.359243837,"NPL"
2038,353125.32768392,"NPL"
2039,391171.804058035,"NPL"
2040,433317.488987878,"NPL"
2041,480004.039950953,"NPL"
2042,531720.69954389,"NPL"
2043,589009.422404721,"NPL"
2044,652470.554520714,"NPL"
2045,722769.124436939,"NPL"
2046,800641.812293086,"NPL"
2047,886904.66971917,"NPL"
2048,982461.671489279,"NPL"
2049,1088314.18854874,"NPL"
2050,1205571.48168546,"NPL"
2021,246.5487,"NRU"
2022,299.536586642898,"NRU"
2023,363.912552520773,"NRU"
2024,442.124106996211,"NRU"
2025,537.14477457064,"NRU"
2026,652.587145289992,"NRU"
2027,792.840221778485,"NRU"
2028,963.236284696393,"NRU"
2029,1170.25362067837,"NRU"
2030,1421.76282026427,"NRU"
2031,1727.32600982175,"NRU"
2032,2098.56039395667,"NRU"
2033,2549.57992992766,"NRU"
2034,3097.53192608102,"NRU"
2035,3763.24896523774,"NRU"
2036,4572.04093850315,"NRU"
2037,5554.65730182647,"NRU"
2038,6748.45613933536,"NRU"
2039,8198.82448005535,"NRU"
2040,9960.9038670251,"NRU"
2041,12101.6867832065,"NRU"
2042,14702.5636381905,"NRU"
2043,17862.4171495675,"NRU"
2044,21701.3817642235,"NRU"
2045,26365.4110489731,"NRU"
2046,32031.8266981182,"NRU"
2047,38916.0601256108,"NRU"
2048,47279.8429503593,"NRU"
2049,57441.1577686798,"NRU"
2050,69786.3275322342,"NRU"
2021,442258.4,"NZL"
2022,461911.511064063,"NZL"
2023,482437.968512268,"NZL"
2024,503876.582174988,"NZL"
2025,526267.886516671,"NZL"
2026,549654.217275255,"NZL"
2027,574079.79150729,"NZL"
2028,599590.791190116,"NZL"
2029,626235.45053915,"NZL"
2030,654064.147205397,"NZL"
2031,683129.497525593,"NZL"
2032,713486.456005089,"NZL"
2033,745192.419221554,"NZL"
2034,778307.334345968,"NZL"
2035,812893.81248607,"NZL"
2036,849017.247066574,"NZL"
2037,886745.937469977,"NZL"
2038,926151.218171721,"NZL"
2039,967307.593613875,"NZL"
2040,1010292.87907234,"NZL"
2041,1055188.34778394,"NZL"
2042,1102078.88461151,"NZL"
2043,1151053.14653764,"NZL"
2044,1202203.73029036,"NZL"
2045,1255627.34741787,"NZL"
2046,1311425.00714322,"NZL"
2047,1369702.20734468,"NZL"
2048,1430569.13402292,"NZL"
2049,1494140.86963218,"NZL"
2050,1560537.61066918,"NZL"
2021,217268.9,"OMN"
2022,232963.428060488,"OMN"
2023,249791.658234078,"OMN"
2024,267835.484062029,"OMN"
2025,287182.714706663,"OMN"
2026,307927.502269221,"OMN"
2027,330170.799975245,"OMN"
2028,354020.853457198,"OMN"
2029,379593.727525147,"OMN"
2030,407013.870988978,"OMN"
2031,436414.72228083,"OMN"
2032,467939.358824976,"OMN"
2033,501741.193315256,"OMN"
2034,537984.720288463,"OMN"
2035,576846.31662683,"OMN"
2036,618515.09988522,"OMN"
2037,663193.848620009,"OMN"
2038,711099.989198387,"OMN"
2039,762466.653890327,"OMN"
2040,817543.815392355,"OMN"
2041,876599.503304217,"OMN"
2042,939921.108478348,"OMN"
2043,1007816.78158968,"OMN"
2044,1080616.93273183,"OMN"
2045,1158675.83933742,"OMN"
2046,1242373.37024723,"OMN"
2047,1332116.83431847,"OMN"
2048,1428342.96256811,"OMN"
2049,1531520.03349739,"OMN"
2050,1642150.15194013,"OMN"
2021,821693.5,"PAK"
2022,891003.874252227,"PAK"
2023,966160.623069889,"PAK"
2024,1047656.89190095,"PAK"
2025,1136027.42332852,"PAK"
2026,1231852.06581589,"PAK"
2027,1335759.57841649,"PAK"
2028,1448431.75641357,"PAK"
2029,1570607.90496024,"PAK"
2030,1703089.69007391,"PAK"
2031,1846746.39881523,"PAK"
2032,2002520.64316648,"PAK"
2033,2171434.54503583,"PAK"
2034,2354596.44297057,"PAK"
2035,2553208.16458606,"PAK"
2036,2768572.91242853,"PAK"
2037,3002103.81501569,"PAK"
2038,3255333.19916291,"PAK"
2039,3529922.64443622,"PAK"
2040,3827673.88570475,"PAK"
2041,4150540.63533058,"PAK"
2042,4500641.4025678,"PAK"
2043,4880273.39428618,"PAK"
2044,5291927.58822974,"PAK"
2045,5738305.07771443,"PAK"
2046,6222334.7950115,"PAK"
2047,6747192.72970966,"PAK"
2048,7316322.7681584,"PAK"
2049,7933459.29073178,"PAK"
2050,8602651.67518587,"PAK"
2021,193451.2,"PAN"
2022,207749.068118267,"PAN"
2023,223103.683533669,"PAN"
2024,239593.149837646,"PAN"
2025,257301.343213644,"PAN"
2026,276318.3390861,"PAN"
2027,296740.870302819,"PAN"
2028,318672.819181345,"PAN"
2029,342225.745922204,"PAN"
2030,367519.456076865,"PAN"
2031,394682.609956935,"PAN"
2032,423853.377084447,"PAN"
2033,455180.139012187,"PAN"
2034,488822.244089079,"PAN"
2035,524950.818009846,"PAN"
2036,563749.634271938,"PAN"
2037,605416.048967435,"PAN"
2038,650162.004664886,"PAN"
2039,698215.108487487,"PAN"
2040,749819.789871401,"PAN"
2041,805238.543893335,"PAN"
2042,864753.26649176,"PAN"
2043,928666.688373558,"PAN"
2044,997303.914899902,"PAN"
2045,1071014.07978423,"PAN"
2046,1150172.12101407,"PAN"
2047,1235180.68803028,"PAN"
2048,1326472.18986479,"PAN"
2049,1424510.99465502,"PAN"
2050,1529795.79172321,"PAN"
2021,429809.5,"PER"
2022,444278.142383931,"PER"
2023,459233.841504471,"PER"
2024,474692.993113095,"PER"
2025,490672.544890129,"PER"
2026,507190.015024289,"PER"
2027,524263.51141766,"PER"
2028,541911.751537169,"PER"
2029,560154.082934312,"PER"
2030,579010.504455649,"PER"
2031,598501.688167289,"PER"
2032,618649.002017428,"PER"
2033,639474.533261771,"PER"
2034,661001.112677525,"PER"
2035,683252.339592498,"PER"
2036,706252.607756761,"PER"
2037,730027.132085216,"PER"
2038,754601.976300403,"PER"
2039,780004.081505843,"PER"
2040,806261.295721243,"PER"
2041,833402.404411943,"PER"
2042,861457.162046067,"PER"
2043,890456.324713994,"PER"
2044,920431.683845879,"PER"
2045,951416.101064216,"PER"
2046,983443.544209636,"PER"
2047,1016549.12457944,"PER"
2048,1050769.13541968,"PER"
2049,1086141.09171301,"PER"
2050,1122703.77130592,"PER"
2021,6935497,"PHL"
2022,7210686.79174614,"PHL"
2023,7496795.68871016,"PHL"
2024,7794256.94409525,"PHL"
2025,8103521.00192146,"PHL"
2026,8425056.17913071,"PHL"
2027,8759349.37475671,"PHL"
2028,9106906.80723358,"PHL"
2029,9468254.78095977,"PHL"
2030,9843940.48327811,"PHL"
2031,10234532.8130787,"PHL"
2032,10640623.2422794,"PHL"
2033,11062826.7114888,"PHL"
2034,11501782.5612078,"PHL"
2035,11958155.4999789,"PHL"
2036,12432636.6109515,"PHL"
2037,12925944.3983852,"PHL"
2038,13438825.8756772,"PHL"
2039,13972057.6965604,"PHL"
2040,14526447.3311867,"PHL"
2041,15102834.2888741,"PHL"
2042,15702091.389372,"PHL"
2043,16325126.0845669,"PHL"
2044,16972881.8326325,"PHL"
2045,17646339.5267032,"PHL"
2046,18346518.9802355,"PHL"
2047,19074480.4713064,"PHL"
2048,19831326.3481865,"PHL"
2049,20618202.6986207,"PHL"
2050,21436301.0853424,"PHL"
2021,3946993,"POL"
2022,4073978.37038019,"POL"
2023,4205049.2013352,"POL"
2024,4340336.93310936,"POL"
2025,4479977.23473283,"POL"
2026,4624110.14007301,"POL"
2027,4772880.18826311,"POL"
2028,4926436.5686486,"POL"
2029,5084933.27039709,"POL"
2030,5248529.23692146,"POL"
2031,5417388.52527128,"POL"
2032,5591680.47065223,"POL"
2033,5771579.85623853,"POL"
2034,5957267.0884488,"POL"
2035,6148928.37786087,"POL"
2036,6346755.9259472,"POL"
2037,6550948.1178181,"POL"
2038,6761709.7211659,"POL"
2039,6979252.09160983,"POL"
2040,7203793.38464729,"POL"
2041,7435558.77442422,"POL"
2042,7674780.67954387,"POL"
2043,7921698.99614048,"POL"
2044,8176561.33845153,"POL"
2045,8439623.28712983,"POL"
2046,8711148.64554457,"POL"
2047,8991409.70432815,"POL"
2048,9280687.51443426,"POL"
