"iso_code3","frac_waso_initial_composition_ind_chemical_industrial","Year"
"BGD",0.844389867569521,2019
"BGD",0.844389867569521,2020
"BGR",0.994715301101598,2010
"BGR",0.994715301101598,2011
"BGR",0.994715301101598,2012
"BGR",0.994715301101598,2013
"BGR",0.994715301101598,2014
"BGR",0.994715301101598,2015
"BGR",0.994715301101598,2016
"BGR",0.994715301101598,2017
"BGR",0.994715301101598,2018
"BGR",0.994715301101598,2019
"BGR",0.994715301101598,2020
"BHR",1,2010
"BHR",1,2011
"BHR",1,2012
"BHR",1,2013
"BHR",1,2014
"BHR",1,2015
"BHR",1,2016
"BHR",1,2017
"BHR",1,2018
"BHR",1,2019
"BHR",1,2020
"BHS",1,2010
"BHS",1,2011
"BHS",1,2012
"BHS",1,2013
"BHS",1,2014
"BHS",1,2015
"BHS",1,2016
"BHS",1,2017
"BHS",1,2018
"BHS",1,2019
"BHS",1,2020
"BIH",1,2010
"BIH",1,2011
"BIH",1,2012
"BIH",1,2013
"BIH",1,2014
"BIH",1,2015
"BIH",1,2016
"BIH",1,2017
"BIH",1,2018
"BIH",1,2019
"BIH",1,2020
"BLR",1,2010
"BLR",1,2011
"BLR",1,2012
"BLR",1,2013
"BLR",1,2014
"BLR",1,2015
"BLR",1,2016
"BLR",1,2017
"BLR",1,2018
"BLR",1,2019
"BLR",1,2020
"BLZ",1,2010
"BLZ",1,2011
"BLZ",1,2012
"BLZ",1,2013
"BLZ",1,2014
"BLZ",1,2015
"BLZ",1,2016
"BLZ",1,2017
"BLZ",1,2018
"BLZ",1,2019
"BLZ",1,2020
"BMU",1,2010
"BMU",1,2011
"BMU",1,2012
"BMU",1,2013
"BMU",1,2014
"BMU",1,2015
"BMU",1,2016
"BMU",1,2017
"BMU",1,2018
"BMU",1,2019
"BMU",1,2020
"BOL",1,2010
"BOL",1,2011
"BOL",1,2012
"BOL",1,2013
"BOL",1,2014
"BOL",1,2015
"BOL",1,2016
"BOL",1,2017
"BOL",1,2018
"BOL",1,2019
"BOL",1,2020
"BRA",1,2010
"BRA",1,2011
"BRA",1,2012
"BRA",1,2013
"BRA",1,2014
"BRA",1,2015
"BRA",1,2016
"BRA",1,2017
"BRA",1,2018
"BRA",1,2019
"BRA",1,2020
"BRB",1,2010
"BRB",1,2011
"BRB",1,2012
"BRB",1,2013
"BRB",1,2014
"BRB",1,2015
"BRB",1,2016
"BRB",1,2017
"BRB",1,2018
"BRB",1,2019
"BRB",1,2020
"BRN",1,2010
"BRN",1,2011
"BRN",1,2012
"BRN",1,2013
"BRN",1,2014
"BRN",1,2015
"BRN",1,2016
"BRN",1,2017
"BRN",1,2018
"BRN",1,2019
"BRN",1,2020
"BTN",1,2010
"BTN",1,2011
"BTN",1,2012
"BTN",1,2013
"BTN",1,2014
"BTN",1,2015
"BTN",1,2016
"BTN",1,2017
"BTN",1,2018
"BTN",1,2019
"BTN",1,2020
"BWA",1,2010
"BWA",1,2011
"BWA",1,2012
"BWA",1,2013
"BWA",1,2014
"BWA",1,2015
"BWA",1,2016
"BWA",1,2017
"BWA",1,2018
"BWA",1,2019
"BWA",1,2020
"CAF",1,2010
"CAF",1,2011
"CAF",1,2012
"CAF",1,2013
"CAF",1,2014
"CAF",1,2015
"CAF",1,2016
"CAF",1,2017
"CAF",1,2018
"CAF",1,2019
"CAF",1,2020
"CAN",0.860809623281207,2010
"CAN",0.860809623281207,2011
"CAN",0.860809623281207,2012
"CAN",0.860809623281207,2013
"CAN",0.860809623281207,2014
"CAN",0.860809623281207,2015
"CAN",0.860809623281207,2016
"CAN",0.860809623281207,2017
"CAN",0.860809623281207,2018
"CAN",0.860809623281207,2019
"CAN",0.860809623281207,2020
"CHE",1,2010
"CHE",1,2011
"CHE",1,2012
"CHE",1,2013
"CHE",1,2014
"CHE",1,2015
"CHE",1,2016
"CHE",1,2017
"CHE",1,2018
"CHE",1,2019
"CHE",1,2020
"CHI",0.844389867569521,2010
"CHI",0.844389867569521,2011
"CHI",0.844389867569521,2012
"CHI",0.844389867569521,2013
"CHI",0.844389867569521,2014
"CHI",0.844389867569521,2015
"CHI",0.844389867569521,2016
"CHI",0.844389867569521,2017
"CHI",0.844389867569521,2018
"CHI",0.844389867569521,2019
"CHI",0.844389867569521,2020
"CHL",1,2010
"CHL",1,2011
"CHL",1,2012
"CHL",1,2013
"CHL",1,2014
"CHL",1,2015
"CHL",1,2016
"CHL",1,2017
"CHL",1,2018
"CHL",1,2019
"CHL",1,2020
"CHN",0.546107191734104,2010
"CHN",0.546107191734104,2011
"CHN",0.546107191734104,2012
"CHN",0.546107191734104,2013
"CHN",0.546107191734104,2014
"CHN",0.546107191734104,2015
"CHN",0.546107191734104,2016
"CHN",0.546107191734104,2017
"CHN",0.546107191734104,2018
"CHN",0.546107191734104,2019
"CHN",0.546107191734104,2020
"CIV",1,2010
"CIV",1,2011
"CIV",1,2012
"CIV",1,2013
"CIV",1,2014
"CIV",1,2015
"CIV",1,2016
"CIV",1,2017
"CIV",1,2018
"CIV",1,2019
"CIV",1,2020
"CMR",1,2010
"CMR",1,2011
"CMR",1,2012
"CMR",1,2013
"CMR",1,2014
"CMR",1,2015
"CMR",1,2016
"CMR",1,2017
"CMR",1,2018
"CMR",1,2019
"CMR",1,2020
"COD",0.844389867569521,2010
"COD",0.844389867569521,2011
"COD",0.844389867569521,2012
"COD",0.844389867569521,2013
"COD",0.844389867569521,2014
"COD",0.844389867569521,2015
"COD",0.844389867569521,2016
"COD",0.844389867569521,2017
"COD",0.844389867569521,2018
"COD",0.844389867569521,2019
"COD",0.844389867569521,2020
"COG",0.844389867569521,2010
"COG",0.844389867569521,2011
"COG",0.844389867569521,2012
"COG",0.844389867569521,2013
"COG",0.844389867569521,2014
"COG",0.844389867569521,2015
"COG",0.844389867569521,2016
"COG",0.844389867569521,2017
"COG",0.844389867569521,2018
"COG",0.844389867569521,2019
"COG",0.844389867569521,2020
"COL",1,2010
"COL",1,2011
"COL",1,2012
"COL",1,2013
"COL",1,2014
"COL",1,2015
"COL",1,2016
"COL",1,2017
"COL",1,2018
"COL",1,2019
"COL",1,2020
"COM",1,2010
"COM",1,2011
"COM",1,2012
"COM",1,2013
"COM",1,2014
"COM",1,2015
"COM",1,2016
"COM",1,2017
"COM",1,2018
"COM",1,2019
"COM",1,2020
"CPV",1,2010
"CPV",1,2011
"CPV",1,2012
"CPV",1,2013
"CPV",1,2014
"CPV",1,2015
"CPV",1,2016
"CPV",1,2017
"CPV",1,2018
"CPV",1,2019
"CPV",1,2020
"CRI",1,2010
"CRI",1,2011
"CRI",1,2012
"CRI",1,2013
"CRI",1,2014
"CRI",1,2015
"CRI",1,2016
"CRI",1,2017
"CRI",1,2018
"CRI",1,2019
"CRI",1,2020
"CUB",1,2010
"CUB",1,2011
"CUB",1,2012
"CUB",1,2013
"CUB",1,2014
"CUB",1,2015
"CUB",1,2016
"CUB",1,2017
"CUB",1,2018
"CUB",1,2019
"CUB",1,2020
"CUW",0.844389867569521,2010
"CUW",0.844389867569521,2011
"CUW",0.844389867569521,2012
"CUW",0.844389867569521,2013
"CUW",0.844389867569521,2014
"CUW",0.844389867569521,2015
"CUW",0.844389867569521,2016
"CUW",0.844389867569521,2017
"CUW",0.844389867569521,2018
"CUW",0.844389867569521,2019
"CUW",0.844389867569521,2020
"CYM",0.844389867569521,2010
"CYM",0.844389867569521,2011
"CYM",0.844389867569521,2012
"CYM",0.844389867569521,2013
"CYM",0.844389867569521,2014
"CYM",0.844389867569521,2015
"CYM",0.844389867569521,2016
"CYM",0.844389867569521,2017
"CYM",0.844389867569521,2018
"CYM",0.844389867569521,2019
"CYM",0.844389867569521,2020
"CYP",0.934211662280503,2010
"CYP",0.934211662280503,2011
"CYP",0.934211662280503,2012
"CYP",0.934211662280503,2013
"CYP",0.934211662280503,2014
"CYP",0.934211662280503,2015
"CYP",0.934211662280503,2016
"CYP",0.934211662280503,2017
"CYP",0.934211662280503,2018
"CYP",0.934211662280503,2019
"CYP",0.934211662280503,2020
"CZE",0.963549781710148,2010
"CZE",0.963549781710148,2011
"CZE",0.963549781710148,2012
"CZE",0.963549781710148,2013
"CZE",0.963549781710148,2014
"CZE",0.963549781710148,2015
"CZE",0.963549781710148,2016
"CZE",0.963549781710148,2017
"CZE",0.963549781710148,2018
"CZE",0.963549781710148,2019
"CZE",0.963549781710148,2020
"DEU",0.953601357701725,2010
"DEU",0.953601357701725,2011
"DEU",0.953601357701725,2012
"DEU",0.953601357701725,2013
"DEU",0.953601357701725,2014
"DEU",0.953601357701725,2015
"DEU",0.953601357701725,2016
"DEU",0.953601357701725,2017
"DEU",0.953601357701725,2018
"DEU",0.953601357701725,2019
"DEU",0.953601357701725,2020
"DJI",1,2010
"DJI",1,2011
"DJI",1,2012
"DJI",1,2013
"DJI",1,2014
"DJI",1,2015
"DJI",1,2016
"DJI",1,2017
"DJI",1,2018
"DJI",1,2019
"DJI",1,2020
"DMA",1,2010
"DMA",1,2011
"DMA",1,2012
"DMA",1,2013
"DMA",1,2014
"DMA",1,2015
"DMA",1,2016
"DMA",1,2017
"DMA",1,2018
"DMA",1,2019
"DMA",1,2020
"DNK",0.926008135504453,2010
"DNK",0.926008135504453,2011
"DNK",0.926008135504453,2012
"DNK",0.926008135504453,2013
"DNK",0.926008135504453,2014
"DNK",0.926008135504453,2015
"DNK",0.926008135504453,2016
"DNK",0.926008135504453,2017
"DNK",0.926008135504453,2018
"DNK",0.926008135504453,2019
"DNK",0.926008135504453,2020
"DOM",1,2010
"DOM",1,2011
"DOM",1,2012
"DOM",1,2013
"DOM",1,2014
"DOM",1,2015
"DOM",1,2016
"DOM",1,2017
"DOM",1,2018
"DOM",1,2019
"DOM",1,2020
"DZA",1,2010
"DZA",1,2011
"DZA",1,2012
"DZA",1,2013
"DZA",1,2014
"DZA",1,2015
"DZA",1,2016
"DZA",1,2017
"DZA",1,2018
"DZA",1,2019
"DZA",1,2020
"ECU",1,2010
"ECU",1,2011
"ECU",1,2012
"ECU",1,2013
"ECU",1,2014
"ECU",1,2015
"ECU",1,2016
"ECU",1,2017
"ECU",1,2018
"ECU",1,2019
"ECU",1,2020
"EGY",0.266598704813313,2010
"EGY",0.266598704813313,2011
"EGY",0.266598704813313,2012
"EGY",0.266598704813313,2013
"EGY",0.266598704813313,2014
"EGY",0.266598704813313,2015
"EGY",0.266598704813313,2016
"EGY",0.266598704813313,2017
"EGY",0.266598704813313,2018
"EGY",0.266598704813313,2019
"EGY",0.266598704813313,2020
"ERI",1,2010
"ERI",1,2011
"ERI",1,2012
"ERI",1,2013
"ERI",1,2014
"ERI",1,2015
"ERI",1,2016
"ERI",1,2017
"ERI",1,2018
"ERI",1,2019
"ERI",1,2020
"ESP",0.880420549104166,2010
"ESP",0.880420549104166,2011
"ESP",0.880420549104166,2012
"ESP",0.880420549104166,2013
"ESP",0.880420549104166,2014
"ESP",0.880420549104166,2015
"ESP",0.880420549104166,2016
"ESP",0.880420549104166,2017
"ESP",0.880420549104166,2018
"ESP",0.880420549104166,2019
"ESP",0.880420549104166,2020
"EST",0.995084234388388,2010
"EST",0.995084234388388,2011
"EST",0.995084234388388,2012
"EST",0.995084234388388,2013
"EST",0.995084234388388,2014
"EST",0.995084234388388,2015
"EST",0.995084234388388,2016
"EST",0.995084234388388,2017
"EST",0.995084234388388,2018
"EST",0.995084234388388,2019
"EST",0.995084234388388,2020
"ETH",1,2010
"ETH",1,2011
"ETH",1,2012
"ETH",1,2013
"ETH",1,2014
"ETH",1,2015
"ETH",1,2016
"ETH",1,2017
"ETH",1,2018
"ETH",1,2019
"ETH",1,2020
"FIN",0.987869991528483,2010
"FIN",0.987869991528483,2011
"FIN",0.987869991528483,2012
"FIN",0.987869991528483,2013
"FIN",0.987869991528483,2014
"FIN",0.987869991528483,2015
"FIN",0.987869991528483,2016
"FIN",0.987869991528483,2017
"FIN",0.987869991528483,2018
"FIN",0.987869991528483,2019
"FIN",0.987869991528483,2020
"FJI",1,2010
"FJI",1,2011
"FJI",1,2012
"FJI",1,2013
"FJI",1,2014
"FJI",1,2015
"FJI",1,2016
"FJI",1,2017
"FJI",1,2018
"FJI",1,2019
"FJI",1,2020
"FRA",0.957419047634832,2010
"FRA",0.957419047634832,2011
"FRA",0.957419047634832,2012
"FRA",0.957419047634832,2013
"FRA",0.957419047634832,2014
"FRA",0.957419047634832,2015
"FRA",0.957419047634832,2016
"FRA",0.957419047634832,2017
"FRA",0.957419047634832,2018
"FRA",0.957419047634832,2019
"FRA",0.957419047634832,2020
"FRO",0.844389867569521,2010
"FRO",0.844389867569521,2011
"FRO",0.844389867569521,2012
"FRO",0.844389867569521,2013
"FRO",0.844389867569521,2014
"FRO",0.844389867569521,2015
"FRO",0.844389867569521,2016
"FRO",0.844389867569521,2017
"FRO",0.844389867569521,2018
"FRO",0.844389867569521,2019
"FRO",0.844389867569521,2020
"FSM",1,2010
"FSM",1,2011
"FSM",1,2012
"FSM",1,2013
"FSM",1,2014
"FSM",1,2015
"FSM",1,2016
"FSM",1,2017
"FSM",1,2018
"FSM",1,2019
"FSM",1,2020
"GAB",1,2010
"GAB",1,2011
"GAB",1,2012
"GAB",1,2013
"GAB",1,2014
"GAB",1,2015
"GAB",1,2016
"GAB",1,2017
"GAB",1,2018
"GAB",1,2019
"GAB",1,2020
"GBR",0.942643967747257,2010
"GBR",0.942643967747257,2011
"GBR",0.942643967747257,2012
"GBR",0.942643967747257,2013
"GBR",0.942643967747257,2014
"GBR",0.942643967747257,2015
"GBR",0.942643967747257,2016
"GBR",0.942643967747257,2017
"GBR",0.942643967747257,2018
"GBR",0.942643967747257,2019
"GBR",0.942643967747257,2020
"GEO",1,2010
"GEO",1,2011
"GEO",1,2012
"GEO",1,2013
"GEO",1,2014
"GEO",1,2015
"GEO",1,2016
"GEO",1,2017
"GEO",1,2018
"GEO",1,2019
"GEO",1,2020
"GHA",1,2010
"GHA",1,2011
"GHA",1,2012
"GHA",1,2013
"GHA",1,2014
"GHA",1,2015
"GHA",1,2016
"GHA",1,2017
"GHA",1,2018
"GHA",1,2019
"GHA",1,2020
"GIB",1,2010
"GIB",1,2011
"GIB",1,2012
"GIB",1,2013
"GIB",1,2014
"GIB",1,2015
"GIB",1,2016
"GIB",1,2017
"GIB",1,2018
"GIB",1,2019
"GIB",1,2020
"GIN",1,2010
"GIN",1,2011
"GIN",1,2012
"GIN",1,2013
"GIN",1,2014
"GIN",1,2015
"GIN",1,2016
"GIN",1,2017
"GIN",1,2018
"GIN",1,2019
"GIN",1,2020
"GMB",1,2010
"GMB",1,2011
"GMB",1,2012
"GMB",1,2013
"GMB",1,2014
"GMB",1,2015
"GMB",1,2016
"GMB",1,2017
"GMB",1,2018
"GMB",1,2019
"GMB",1,2020
"GNB",1,2010
"GNB",1,2011
"GNB",1,2012
"GNB",1,2013
"GNB",1,2014
"GNB",1,2015
"GNB",1,2016
"GNB",1,2017
"GNB",1,2018
"GNB",1,2019
"GNB",1,2020
"GNQ",0.844389867569521,2010
"GNQ",0.844389867569521,2011
"GNQ",0.844389867569521,2012
"GNQ",0.844389867569521,2013
"GNQ",0.844389867569521,2014
"GNQ",0.844389867569521,2015
"GNQ",0.844389867569521,2016
"GNQ",0.844389867569521,2017
"GNQ",0.844389867569521,2018
"GNQ",0.844389867569521,2019
"GNQ",0.844389867569521,2020
"GRC",0.990604237105623,2010
"GRC",0.990604237105623,2011
"GRC",0.990604237105623,2012
"GRC",0.990604237105623,2013
"GRC",0.990604237105623,2014
"GRC",0.990604237105623,2015
"GRC",0.990604237105623,2016
"GRC",0.990604237105623,2017
"GRC",0.990604237105623,2018
"GRC",0.990604237105623,2019
"GRC",0.990604237105623,2020
"GRD",1,2010
"GRD",1,2011
"GRD",1,2012
"GRD",1,2013
"GRD",1,2014
"GRD",1,2015
"GRD",1,2016
"GRD",1,2017
"GRD",1,2018
"GRD",1,2019
"GRD",1,2020
"GRL",1,2010
"GRL",1,2011
"GRL",1,2012
"GRL",1,2013
"GRL",1,2014
"GRL",1,2015
"GRL",1,2016
"GRL",1,2017
"GRL",1,2018
"GRL",1,2019
"GRL",1,2020
"GTM",1,2010
"GTM",1,2011
"GTM",1,2012
"GTM",1,2013
"GTM",1,2014
"GTM",1,2015
"GTM",1,2016
"GTM",1,2017
"GTM",1,2018
"GTM",1,2019
"GTM",1,2020
"GUM",0.844389867569521,2010
"GUM",0.844389867569521,2011
"GUM",0.844389867569521,2012
"GUM",0.844389867569521,2013
"GUM",0.844389867569521,2014
"GUM",0.844389867569521,2015
"GUM",0.844389867569521,2016
"GUM",0.844389867569521,2017
"GUM",0.844389867569521,2018
"GUM",0.844389867569521,2019
"GUM",0.844389867569521,2020
"GUY",1,2010
"GUY",1,2011
"GUY",1,2012
"GUY",1,2013
"GUY",1,2014
"GUY",1,2015
"GUY",1,2016
"GUY",1,2017
"GUY",1,2018
"GUY",1,2019
"GUY",1,2020
"HKG",1,2010
"HKG",1,2011
"HKG",1,2012
"HKG",1,2013
"HKG",1,2014
"HKG",1,2015
"HKG",1,2016
"HKG",1,2017
"HKG",1,2018
"HKG",1,2019
"HKG",1,2020
"HND",1,2010
"HND",1,2011
"HND",1,2012
"HND",1,2013
"HND",1,2014
"HND",1,2015
"HND",1,2016
"HND",1,2017
"HND",1,2018
"HND",1,2019
"HND",1,2020
"HRV",0.726418094972052,2010
"HRV",0.726418094972052,2011
"HRV",0.726418094972052,2012
"HRV",0.726418094972052,2013
"HRV",0.726418094972052,2014
"HRV",0.726418094972052,2015
"HRV",0.726418094972052,2016
"HRV",0.726418094972052,2017
"HRV",0.726418094972052,2018
"HRV",0.726418094972052,2019
"HRV",0.726418094972052,2020
"HTI",1,2010
"HTI",1,2011
"HTI",1,2012
"HTI",1,2013
"HTI",1,2014
"HTI",1,2015
"HTI",1,2016
"HTI",1,2017
"HTI",1,2018
"HTI",1,2019
"HTI",1,2020
"HUN",0.92593065740596,2010
"HUN",0.92593065740596,2011
"HUN",0.92593065740596,2012
"HUN",0.92593065740596,2013
"HUN",0.92593065740596,2014
"HUN",0.92593065740596,2015
"HUN",0.92593065740596,2016
"HUN",0.92593065740596,2017
"HUN",0.92593065740596,2018
"HUN",0.92593065740596,2019
"HUN",0.92593065740596,2020
"IDN",0.16641684794538,2010
"IDN",0.16641684794538,2011
"IDN",0.16641684794538,2012
"IDN",0.16641684794538,2013
"IDN",0.16641684794538,2014
"IDN",0.16641684794538,2015
"IDN",0.16641684794538,2016
"IDN",0.16641684794538,2017
"IDN",0.16641684794538,2018
"IDN",0.16641684794538,2019
"IDN",0.16641684794538,2020
"IMN",1,2010
"IMN",1,2011
"IMN",1,2012
"IMN",1,2013
"IMN",1,2014
"IMN",1,2015
"IMN",1,2016
"IMN",1,2017
"IMN",1,2018
"IMN",1,2019
"IMN",1,2020
"IND",1,2010
"IND",1,2011
"IND",1,2012
"IND",1,2013
"IND",1,2014
"IND",1,2015
"IND",1,2016
"IND",1,2017
"IND",1,2018
"IND",1,2019
"IND",1,2020
"IRL",0.94415014636423,2010
"IRL",0.94415014636423,2011
"IRL",0.94415014636423,2012
"IRL",0.94415014636423,2013
"IRL",0.94415014636423,2014
"IRL",0.94415014636423,2015
"IRL",0.94415014636423,2016
"IRL",0.94415014636423,2017
"IRL",0.94415014636423,2018
"IRL",0.94415014636423,2019
"IRL",0.94415014636423,2020
"IRN",0.882242578527266,2010
"IRN",0.882242578527266,2011
"IRN",0.882242578527266,2012
"IRN",0.882242578527266,2013
"IRN",0.882242578527266,2014
"IRN",0.882242578527266,2015
"IRN",0.882242578527266,2016
"IRN",0.882242578527266,2017
"IRN",0.882242578527266,2018
"IRN",0.882242578527266,2019
"IRN",0.882242578527266,2020
"IRQ",1,2010
"IRQ",1,2011
"IRQ",1,2012
"IRQ",1,2013
"IRQ",1,2014
"IRQ",1,2015
"IRQ",1,2016
"IRQ",1,2017
"IRQ",1,2018
"IRQ",1,2019
"IRQ",1,2020
"ISL",0.836601307189543,2010
"ISL",0.836601307189543,2011
"ISL",0.836601307189543,2012
"ISL",0.836601307189543,2013
"ISL",0.836601307189543,2014
"ISL",0.836601307189543,2015
"ISL",0.836601307189543,2016
"ISL",0.836601307189543,2017
"ISL",0.836601307189543,2018
"ISL",0.836601307189543,2019
"ISL",0.836601307189543,2020
"ISR",1,2010
"ISR",1,2011
"ISR",1,2012
"ISR",1,2013
"ISR",1,2014
"ISR",1,2015
"ISR",1,2016
"ISR",1,2017
"ISR",1,2018
"ISR",1,2019
"ISR",1,2020
"ITA",0.928388650830505,2010
"ITA",0.928388650830505,2011
"ITA",0.928388650830505,2012
"ITA",0.928388650830505,2013
"ITA",0.928388650830505,2014
"ITA",0.928388650830505,2015
"ITA",0.928388650830505,2016
"ITA",0.928388650830505,2017
"ITA",0.928388650830505,2018
"ITA",0.928388650830505,2019
"ITA",0.928388650830505,2020
"JAM",1,2010
"JAM",1,2011
"JAM",1,2012
"JAM",1,2013
"JAM",1,2014
"JAM",1,2015
"JAM",1,2016
"JAM",1,2017
"JAM",1,2018
"JAM",1,2019
"JAM",1,2020
"JOR",0.248465130942739,2010
"JOR",0.248465130942739,2011
"JOR",0.248465130942739,2012
"JOR",0.248465130942739,2013
"JOR",0.248465130942739,2014
"JOR",0.248465130942739,2015
"JOR",0.248465130942739,2016
"JOR",0.248465130942739,2017
"JOR",0.248465130942739,2018
"JOR",0.248465130942739,2019
"JOR",0.248465130942739,2020
"JPN",0.930487961207447,2010
"JPN",0.930487961207447,2011
"JPN",0.930487961207447,2012
"JPN",0.930487961207447,2013
"JPN",0.930487961207447,2014
"JPN",0.930487961207447,2015
"JPN",0.930487961207447,2016
"JPN",0.930487961207447,2017
"JPN",0.930487961207447,2018
"JPN",0.930487961207447,2019
"JPN",0.930487961207447,2020
"KAZ",1,2010
"KAZ",1,2011
"KAZ",1,2012
"KAZ",1,2013
"KAZ",1,2014
"KAZ",1,2015
"KAZ",1,2016
"KAZ",1,2017
"KAZ",1,2018
"KAZ",1,2019
"KAZ",1,2020
"KEN",1,2010
"KEN",1,2011
"KEN",1,2012
"KEN",1,2013
"KEN",1,2014
"KEN",1,2015
"KEN",1,2016
"KEN",1,2017
"KEN",1,2018
"KEN",1,2019
"KEN",1,2020
"KGZ",0.996270869070838,2010
"KGZ",0.996270869070838,2011
"KGZ",0.996270869070838,2012
"KGZ",0.996270869070838,2013
"KGZ",0.996270869070838,2014
"KGZ",0.996270869070838,2015
"KGZ",0.996270869070838,2016
"KGZ",0.996270869070838,2017
"KGZ",0.996270869070838,2018
"KGZ",0.996270869070838,2019
"KGZ",0.996270869070838,2020
"KHM",1,2010
"KHM",1,2011
"KHM",1,2012
"KHM",1,2013
"KHM",1,2014
"KHM",1,2015
"KHM",1,2016
"KHM",1,2017
"KHM",1,2018
"KHM",1,2019
