"country","country_long","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","other_fuel1","other_fuel2","other_fuel3","commissioning_year","owner","source","url","geolocation_source","wepp_id","year_of_capacity_data","generation_gwh_2013","generation_gwh_2014","generation_gwh_2015","generation_gwh_2016","generation_gwh_2017","generation_gwh_2018","generation_gwh_2019","generation_data_source","estimated_generation_gwh_2013","estimated_generation_gwh_2014","estimated_generation_gwh_2015","estimated_generation_gwh_2016","estimated_generation_gwh_2017","estimated_generation_note_2013","estimated_generation_note_2014","estimated_generation_note_2015","estimated_generation_note_2016","estimated_generation_note_2017"
"ARG","Argentina","NUEVO PUERTO","ARG0000044",1217.7,-34.5721,-58.3835,"Gas","Coal","Other","",1988,"CT PUERTO SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,6820.35,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","OBERA (TG Nº21 FIAT )","ARG0000223",17.2,-27.5019,-55.1245,"Gas","","","",NA,"EMSA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048752",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,96.33,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","ORENSE","ARG0000016",1.72,-38.6851,-59.7804,"Oil","","","",NA,"COOPERATIVAS","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048515",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,7.79,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PARANA","ARG0000001",845.26,-33.3549,-60.1718,"Other","Gas","","",2001,"AES ARGENTINA GENERACION S.A.","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1037928",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PARQUE EOLICO ARAUCO SAPEM I","ARG0000192",25.2,-28.6684,-66.7524,"Wind","","","",NA,"PARQUE EOLICO ARAUCO S.A.","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,158.35,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PARQUE EOLICO ARAUCO SAPEM II","ARG0000193",25.2,-28.6684,-66.7524,"Wind","","","",NA,"PARQUE EOLICO ARAUCO S.A.","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,158.35,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PARQUE EOLICO DIADEMA","ARG0000081",6.3,-45.7458,-67.6953,"Wind","","","",NA,"HYCHICO SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,39.58,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PARQUE EOLICO EL TORDILLO","ARG0000082",3,-45.8507,-67.9081,"Wind","","","",NA,"VIENTOS DE LA PATAGONIA I.S.A./ENARSA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,18.85,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PARQUE EOLICO LOMA BLANCA IV (ENARSA)","ARG0000075",50,-43.0907,-65.2298,"Wind","","","",NA,"ENARSA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,314.19,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PARQUE EOLICO RAWSON I (ENARSA)","ARG0000076",48.6,-43.3522,-65.1734,"Wind","","","",NA,"ENARSA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1082815",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,305.39,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PARQUE EOLICO RAWSON II (ENARSA)","ARG0000077",28.8,-43.3522,-65.1734,"Wind","","","",NA,"ENARSA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1082815",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,180.97,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PASO DE LOS LIBRES","ARG0000132",2.135,-29.7148,-57.0933,"Oil","","","",NA,"DPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1013704",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,9.67,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PATAGONIA","ARG0000078",123.7,-45.7934,-67.5145,"Gas","Other","","",2001.1,"ENERGIA DEL SUR SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1016239",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,692.84,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PERUGORRIA","ARG0000133",1.11,-29.34,-58.6077,"Oil","","","",NA,"DPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048648",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5.02,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PICO TRUNCADO - JORGE ROMANUTTI","ARG0000305",2.4,-46.8065,-67.9808,"Wind","","","",NA,"MUNICIPAL","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,15.08,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PICO TRUNCADO I","ARG0000304",45.6,-46.7842,-67.9498,"Gas","","","",NA,"CT PATAGONICAS SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1033686",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,255.4,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PIEDRA DEL AGUILA (CPSA)","ARG0000233",1400,-31.6651,-63.8314,"Hydro","","","",1993.5,"CENTRAL PUERTO S.A","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1018415",2015,NA,NA,NA,NA,NA,NA,NA,"",2754.67,4695.7,5391.28,4233.28,2931.94,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","PIEDRAS MORAS","ARG0000099",6.3,-32.1675,-64.2438,"Hydro","","","",1995,"EPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1015808",2015,NA,NA,NA,NA,NA,NA,NA,"",16.23,18.28,18.8,21.7,18.44,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","PILAR  BICENTENARIO","ARG0000100",467,-31.6651,-63.8314,"Gas","Other","","",2010.3,"EPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2615.67,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PILAR ZANICHELLI","ARG0000101",216,-31.6662,-63.8344,"Coal","","","",1971.3,"EPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1015809",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1119.52,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PLANICIE BANDERITA","ARG0000241",472,-28.5339,-65.7997,"Hydro","","","",1979,"DUKE ENERGY CERROS COLORADOS SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",711.26,670.52,1075.16,988.7,726.87,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1","ARG0000298",1.2,-31.3891,-68.6752,"Solar","","","",NA,"EPSE - ENERGIA PROVINCIAL SOCIEDAD DEL ESTADO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",2.43,2.38,2.3,2.34,2.48,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"ARG","Argentina","PRESIDENTE SARMIENTO","ARG0000289",31.5,-31.5129,-68.5399,"Gas","","","",NA,"AES ARGENTINA GENERACION S.A.","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1009775",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,176.43,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PUEBLO VIEJO","ARG0000340",19.2,-27.1149,-65.7523,"Hydro","","","",1967,"H. TUCUMAN SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1009883",2015,NA,NA,NA,NA,NA,NA,NA,"",42.32,42.32,57.47,48.81,42.32,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","PUERTO MADRYN","ARG0000073",42,-42.7069,-65.1048,"Gas","","","",NA,"CT PATAGONICAS SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1009884",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,235.24,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PUERTO NUEVO","ARG0000045",589,-34.5754,-58.3788,"Coal","","","",1965.5,"CT PUERTO SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3052.77,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","PUNTA ALTA - CENTENARIO","ARG0000017",1.8,-38.7833,-61.8984,"Wind","","","",NA,"COOPERATIVAS","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1013293",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,11.31,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","QUEBRADA DE ULLUM","ARG0000299",45,-31.2567,-61.5203,"Hydro","","","",1981,"EPSE - ENERGIA PROVINCIAL SOCIEDAD DEL ESTADO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1009779",2015,NA,NA,NA,NA,NA,NA,NA,"",113.26,113.26,153.59,132.33,113.26,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","RIO CORRALITO","ARG0000282",13.2,-24.983,-65.686,"Hydro","","","",1962,"AES ARGENTINA GENERACION S.A.","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1009886",2015,NA,NA,NA,NA,NA,NA,NA,"",29.96,29.96,40.37,34.42,29.96,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","RIO CUARTO","ARG0000103",35.57,-33.1614,-64.3649,"Gas","Oil","","",1974.5,"EPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1015810",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,199.22,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","RIO GRANDE","ARG0000104",750,-53.7862,-67.7222,"Hydro","","","",1986,"EPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",1965.53,1965.53,2637.71,2290.56,1965.53,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","RIO HONDO","ARG0000332",19,-27.5225,-64.8861,"Hydro","","","",1976,"H. RIO HONDO SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1018426",2015,NA,NA,NA,NA,NA,NA,NA,"",75.68,75.75,85.09,87.29,75.75,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","SALTO ANDERSEN","ARG0000271",7.9,-38.8244,-64.8296,"Hydro","","","",2012,"DPA RIO NEGRO","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1082818",2015,NA,NA,NA,NA,NA,NA,NA,"",27.88,27.6,27.37,32.08,27.6,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","SALTO GRANDE (MITAD ARGENTINA)","ARG0000144",945,-31.3891,-68.6752,"Hydro","","","",1980.4,"CTMSG","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",1552.41,1822.94,2392.64,2344.9,1477.96,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","SAN FRANCISCO","ARG0000105",40,-31.4391,-62.1119,"Gas","","","",1978.5,"EPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048466",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,224.04,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","SAN MARTIN DE LOS ANDES","ARG0000250",4.218,-40.1511,-71.334,"Oil","","","",NA,"EPEN","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048777",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,19.11,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","SAN NICOLAS","ARG0000002",644,-33.3562,-60.1729,"Coal","Gas","","",1965.4,"AES ARGENTINA GENERACION S.A.","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1011932",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3337.83,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","SAN PEDRO","ARG0000227",2.216,-26.6253,-54.1102,"Oil","","","",NA,"EMSA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1009890",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,10.03,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","SAN ROQUE","ARG0000107",26,-31.3533,-64.3938,"Hydro","","","",1944,"EPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048630",2015,NA,NA,NA,NA,NA,NA,NA,"",65.87,61.22,90.36,74.91,62.38,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"ARG","Argentina","SANTA ISABEL","ARG0000181",2.25,-36.2314,-66.9381,"Oil","","","",NA,"APE","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048709",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,10.19,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","SANTO TOME","ARG0000135",2.684,-28.5497,-56.0722,"Oil","","","",NA,"DPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1048650",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,12.16,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","SORRENTO","ARG0000313",226,-32.9053,-60.6807,"Coal","","","",1962.2,"GENERACION ROSARIO SA","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","1009895",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1171.35,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","SUDOESTE","ARG0000108",140,-31.463,-64.2388,"Gas","","","",1981,"EPEC","Ministerio de Energía y Minería","http://energia3.mecon.gov.ar/contenidos/archivos/Reorganizacion/informacion_del_mercado/publicaciones/mercado_electrico/estadisticosectorelectrico/2015/A1.POT_GEN_COMB_POR_CENTRAL_2015.xlsx","Ministerio de Energía y Minería","",2015,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,784.14,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"ARG","Argentina","Saujil","WKS0071209",22.5,-28.165,-66.225,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",58.93,58.78,57.51,52.32,58.55,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
