Year,iso_code3,ef_frst_sequestration_mangroves_kt_co2_ha
2019,KWT,3.5558766370933674e-05
2015,LBR,0.002083704775924109
2016,LBR,0.002083704775924109
2017,LBR,0.002083704775924109
2018,LBR,0.002083704775924109
2019,LBR,0.002083704775924109
2015,LCA,0.0034614289261328366
2016,LCA,0.0034614289261328366
2017,LCA,0.0034614289261328366
2018,LCA,0.0034614289261328366
2019,LCA,0.0034614289261328366
2015,LIE,0.0028359346421750363
2016,LIE,0.0028359346421750363
2017,LIE,0.0028359346421750363
2018,LIE,0.0028359346421750363
2019,LIE,0.0028359346421750363
2015,LSO,0.0044675501884783
2016,LSO,0.0044675501884783
2017,LSO,0.0044675501884783
2018,LSO,0.0044675501884783
2019,LSO,0.0044675501884783
2015,LUX,0.0039636666666666666
2016,LUX,0.0039636666666666666
2017,LUX,0.0039636666666666666
2018,LUX,0.0039636666666666666
2019,LUX,0.0039636666666666666
2015,MAC,0.002889201142656111
2016,MAC,0.002889201142656111
2017,MAC,0.002889201142656111
2018,MAC,0.002889201142656111
2019,MAC,0.002889201142656111
2015,MAF,0.0034614289261328366
2016,MAF,0.0034614289261328366
2017,MAF,0.0034614289261328366
2018,MAF,0.0034614289261328366
2019,MAF,0.0034614289261328366
2015,MCO,0.0028359346421750363
2016,MCO,0.0028359346421750363
2017,MCO,0.0028359346421750363
2018,MCO,0.0028359346421750363
2019,MCO,0.0028359346421750363
2015,MDG,0.0022782967221451596
2016,MDG,0.0022782967221451596
2017,MDG,0.0022782967221451596
2018,MDG,0.0022782967221451596
2019,MDG,0.0022782967221451596
2015,MDV,0.00336608203762409
2016,MDV,0.00336608203762409
2017,MDV,0.00336608203762409
2018,MDV,0.00336608203762409
2019,MDV,0.00336608203762409
2015,MHL,0.0031903171461415904
2016,MHL,0.0031903171461415904
2017,MHL,0.0031903171461415904
2018,MHL,0.0031903171461415904
2019,MHL,0.0031903171461415904
2015,MLT,0.0037548487687752746
2016,MLT,0.0037548487687752746
2017,MLT,0.0037548487687752746
2018,MLT,0.0037548487687752746
2019,MLT,0.0037548487687752746
2015,MNP,0.0031903171461415904
2016,MNP,0.0031903171461415904
2017,MNP,0.0031903171461415904
2018,MNP,0.0031903171461415904
2019,MNP,0.0031903171461415904
2015,MRT,0.0015674145346958055
2016,MRT,0.0015674145346958055
2017,MRT,0.0015674145346958055
2018,MRT,0.0015674145346958055
2019,MRT,0.0015674145346958055
2015,MUS,0.0022782967221451596
2016,MUS,0.0022782967221451596
2017,MUS,0.0022782967221451596
2018,MUS,0.0022782967221451596
2019,MUS,0.0022782967221451596
2015,MYS,0.0031335072122930566
2016,MYS,0.0031335072122930566
2017,MYS,0.0031335072122930566
2018,MYS,0.0031335072122930566
2019,MYS,0.0031335072122930566
2015,NAM,0.0022206275343895194
2016,NAM,0.0022206275343895194
2017,NAM,0.0022206275343895194
2018,NAM,0.0022206275343895194
2019,NAM,0.0022206275343895194
2015,NCL,0.0032058349462249
2016,NCL,0.0032058349462249
2017,NCL,0.0032058349462249
2018,NCL,0.0032058349462249
2019,NCL,0.0032058349462249
2015,NOR,0.0021373835241859872
2016,NOR,0.0021373835241859872
2017,NOR,0.0021373835241859872
2018,NOR,0.0021373835241859872
2019,NOR,0.0021373835241859872
2015,NRU,0.0031903171461415904
2016,NRU,0.0031903171461415904
2017,NRU,0.0031903171461415904
2018,NRU,0.0031903171461415904
2019,NRU,0.0031903171461415904
2015,OMN,0.005398470322468786
2016,OMN,0.005398470322468786
2017,OMN,0.005398470322468786
2018,OMN,0.005398470322468786
2019,OMN,0.005398470322468786
2015,PHL,0.002889201142656111
2016,PHL,0.002889201142656111
2017,PHL,0.002889201142656111
2018,PHL,0.002889201142656111
2019,PHL,0.002889201142656111
2015,PLW,0.0031903171461415904
2016,PLW,0.0031903171461415904
2017,PLW,0.0031903171461415904
2018,PLW,0.0031903171461415904
2019,PLW,0.0031903171461415904
2015,PYF,0.0032058349462249
2016,PYF,0.0032058349462249
2017,PYF,0.0032058349462249
2018,PYF,0.0032058349462249
2019,PYF,0.0032058349462249
2015,QAT,0.005398470322468786
2016,QAT,0.005398470322468786
2017,QAT,0.005398470322468786
2018,QAT,0.005398470322468786
2019,QAT,0.005398470322468786
2015,SAU,0.0027101493613514624
2016,SAU,0.0027101493613514624
2017,SAU,0.0027101493613514624
2018,SAU,0.0027101493613514624
2019,SAU,0.0027101493613514624
2015,SGP,0.003787812058222448
2016,SGP,0.003787812058222448
2017,SGP,0.003787812058222448
2018,SGP,0.003787812058222448
2019,SGP,0.003787812058222448
2015,SLB,0.0031903171461415904
2016,SLB,0.0031903171461415904
2017,SLB,0.0031903171461415904
2018,SLB,0.0031903171461415904
2019,SLB,0.0031903171461415904
2015,SLV,0.004447703243172425
2016,SLV,0.004447703243172425
2017,SLV,0.004447703243172425
2018,SLV,0.004447703243172425
2019,SLV,0.004447703243172425
2015,SMR,0.003141068849937134
2016,SMR,0.003141068849937134
2017,SMR,0.003141068849937134
2018,SMR,0.003141068849937134
2019,SMR,0.003141068849937134
2015,STP,0.0017176988882013993
2016,STP,0.0017176988882013993
2017,STP,0.0017176988882013993
2018,STP,0.0017176988882013993
2019,STP,0.0017176988882013993
2015,SUR,0.004724916740169316
2016,SUR,0.004724916740169316
2017,SUR,0.004724916740169316
2018,SUR,0.004724916740169316
2019,SUR,0.004724916740169316
2015,SXM,0.0034614289261328366
2016,SXM,0.0034614289261328366
2017,SXM,0.0034614289261328366
2018,SXM,0.0034614289261328366
2019,SXM,0.0034614289261328366
2015,SYC,0.003435659975669099
2016,SYC,0.003435659975669099
2017,SYC,0.003435659975669099
2018,SYC,0.003435659975669099
2019,SYC,0.003435659975669099
2015,TCA,0.006241701113089554
2016,TCA,0.006241701113089554
2017,TCA,0.006241701113089554
2018,TCA,0.006241701113089554
2019,TCA,0.006241701113089554
2015,TJK,0.001670281699346405
2016,TJK,0.001670281699346405
2017,TJK,0.001670281699346405
2018,TJK,0.001670281699346405
2019,TJK,0.001670281699346405
2015,TLS,0.003787812058222448
2016,TLS,0.003787812058222448
2017,TLS,0.003787812058222448
2018,TLS,0.003787812058222448
2019,TLS,0.003787812058222448
2015,TON,0.0032058349462249
2016,TON,0.0032058349462249
2017,TON,0.0032058349462249
2018,TON,0.0032058349462249
2019,TON,0.0032058349462249
2015,TTO,0.004724916740169316
2016,TTO,0.004724916740169316
2017,TTO,0.004724916740169316
2018,TTO,0.004724916740169316
2019,TTO,0.004724916740169316
2015,TUV,0.0032058349462249
2016,TUV,0.0032058349462249
2017,TUV,0.0032058349462249
2018,TUV,0.0032058349462249
2019,TUV,0.0032058349462249
2015,URY,0.003559756584063866
2016,URY,0.003559756584063866
2017,URY,0.003559756584063866
2018,URY,0.003559756584063866
2019,URY,0.003559756584063866
2015,VCT,0.0034614289261328366
2016,VCT,0.0034614289261328366
2017,VCT,0.0034614289261328366
2018,VCT,0.0034614289261328366
2019,VCT,0.0034614289261328366
2015,VGB,0.0034614289261328366
2016,VGB,0.0034614289261328366
2017,VGB,0.0034614289261328366
2018,VGB,0.0034614289261328366
2019,VGB,0.0034614289261328366
2015,VUT,0.0032058349462249
2016,VUT,0.0032058349462249
2017,VUT,0.0032058349462249
2018,VUT,0.0032058349462249
2019,VUT,0.0032058349462249
2015,WSM,0.0032058349462249
2016,WSM,0.0032058349462249
2017,WSM,0.0032058349462249
2018,WSM,0.0032058349462249
2019,WSM,0.0032058349462249
2015,XKX,0.003913467254753172
2016,XKX,0.003913467254753172
2017,XKX,0.003913467254753172
2018,XKX,0.003913467254753172
2019,XKX,0.003913467254753172
2015,YEM,0.0027101493613514624
2016,YEM,0.0027101493613514624
2017,YEM,0.0027101493613514624
2018,YEM,0.0027101493613514624
2019,YEM,0.0027101493613514624
