,Nation,iso_code3,Year,fuelefficiency_trns_public_biofuels_km_per_litre
2006,Estonia,EST,2041,1.874884
2007,Estonia,EST,2042,1.874884
2008,Estonia,EST,2043,1.874884
2009,Estonia,EST,2044,1.874884
2010,Estonia,EST,2045,1.874884
2011,Estonia,EST,2046,1.874884
2012,Estonia,EST,2047,1.874884
2013,Estonia,EST,2048,1.874884
2014,Estonia,EST,2049,1.874884
2015,Estonia,EST,2050,1.874884
2016,Ethiopia,ETH,2023,1.874884
2017,Ethiopia,ETH,2024,1.874884
2018,Ethiopia,ETH,2025,1.874884
2019,Ethiopia,ETH,2026,1.874884
2020,Ethiopia,ETH,2027,1.874884
2021,Ethiopia,ETH,2028,1.874884
2022,Ethiopia,ETH,2029,1.874884
2023,Ethiopia,ETH,2030,1.874884
2024,Ethiopia,ETH,2031,1.874884
2025,Ethiopia,ETH,2032,1.874884
2026,Ethiopia,ETH,2033,1.874884
2027,Ethiopia,ETH,2034,1.874884
2028,Ethiopia,ETH,2035,1.874884
2029,Ethiopia,ETH,2036,1.874884
2030,Ethiopia,ETH,2037,1.874884
2031,Ethiopia,ETH,2038,1.874884
2032,Ethiopia,ETH,2039,1.874884
2033,Ethiopia,ETH,2040,1.874884
2034,Ethiopia,ETH,2041,1.874884
2035,Ethiopia,ETH,2042,1.874884
2036,Ethiopia,ETH,2043,1.874884
2037,Ethiopia,ETH,2044,1.874884
2038,Ethiopia,ETH,2045,1.874884
2039,Ethiopia,ETH,2046,1.874884
2040,Ethiopia,ETH,2047,1.874884
2041,Ethiopia,ETH,2048,1.874884
2042,Ethiopia,ETH,2049,1.874884
2043,Ethiopia,ETH,2050,1.874884
2044,European Union,EUU,2023,1.874884
2045,European Union,EUU,2024,1.874884
2046,European Union,EUU,2025,1.874884
2047,European Union,EUU,2026,1.874884
2048,European Union,EUU,2027,1.874884
2049,European Union,EUU,2028,1.874884
2050,European Union,EUU,2029,1.874884
2051,European Union,EUU,2030,1.874884
2052,European Union,EUU,2031,1.874884
2053,European Union,EUU,2032,1.874884
2054,European Union,EUU,2033,1.874884
2055,European Union,EUU,2034,1.874884
2056,European Union,EUU,2035,1.874884
2057,European Union,EUU,2036,1.874884
2058,European Union,EUU,2037,1.874884
2059,European Union,EUU,2038,1.874884
2060,European Union,EUU,2039,1.874884
2061,European Union,EUU,2040,1.874884
2062,European Union,EUU,2041,1.874884
2063,European Union,EUU,2042,1.874884
2064,European Union,EUU,2043,1.874884
2065,European Union,EUU,2044,1.874884
2066,European Union,EUU,2045,1.874884
2067,European Union,EUU,2046,1.874884
2068,European Union,EUU,2047,1.874884
2069,European Union,EUU,2048,1.874884
2070,European Union,EUU,2049,1.874884
2071,European Union,EUU,2050,1.874884
2072,Fragile and conflict affected situations,FCS,2023,1.874884
2073,Fragile and conflict affected situations,FCS,2024,1.874884
2074,Fragile and conflict affected situations,FCS,2025,1.874884
2075,Fragile and conflict affected situations,FCS,2026,1.874884
2076,Fragile and conflict affected situations,FCS,2027,1.874884
2077,Fragile and conflict affected situations,FCS,2028,1.874884
2078,Fragile and conflict affected situations,FCS,2029,1.874884
2079,Fragile and conflict affected situations,FCS,2030,1.874884
2080,Fragile and conflict affected situations,FCS,2031,1.874884
2081,Fragile and conflict affected situations,FCS,2032,1.874884
2082,Fragile and conflict affected situations,FCS,2033,1.874884
2083,Fragile and conflict affected situations,FCS,2034,1.874884
2084,Fragile and conflict affected situations,FCS,2035,1.874884
2085,Fragile and conflict affected situations,FCS,2036,1.874884
2086,Fragile and conflict affected situations,FCS,2037,1.874884
2087,Fragile and conflict affected situations,FCS,2038,1.874884
2088,Fragile and conflict affected situations,FCS,2039,1.874884
2089,Fragile and conflict affected situations,FCS,2040,1.874884
2090,Fragile and conflict affected situations,FCS,2041,1.874884
2091,Fragile and conflict affected situations,FCS,2042,1.874884
2092,Fragile and conflict affected situations,FCS,2043,1.874884
2093,Fragile and conflict affected situations,FCS,2044,1.874884
2094,Fragile and conflict affected situations,FCS,2045,1.874884
2095,Fragile and conflict affected situations,FCS,2046,1.874884
2096,Fragile and conflict affected situations,FCS,2047,1.874884
2097,Fragile and conflict affected situations,FCS,2048,1.874884
2098,Fragile and conflict affected situations,FCS,2049,1.874884
2099,Fragile and conflict affected situations,FCS,2050,1.874884
2100,Finland,FIN,2023,1.874884
2101,Finland,FIN,2024,1.874884
2102,Finland,FIN,2025,1.874884
2103,Finland,FIN,2026,1.874884
2104,Finland,FIN,2027,1.874884
2105,Finland,FIN,2028,1.874884
2106,Finland,FIN,2029,1.874884
2107,Finland,FIN,2030,1.874884
2108,Finland,FIN,2031,1.874884
2109,Finland,FIN,2032,1.874884
2110,Finland,FIN,2033,1.874884
2111,Finland,FIN,2034,1.874884
2112,Finland,FIN,2035,1.874884
2113,Finland,FIN,2036,1.874884
2114,Finland,FIN,2037,1.874884
2115,Finland,FIN,2038,1.874884
2116,Finland,FIN,2039,1.874884
2117,Finland,FIN,2040,1.874884
2118,Finland,FIN,2041,1.874884
2119,Finland,FIN,2042,1.874884
2120,Finland,FIN,2043,1.874884
2121,Finland,FIN,2044,1.874884
2122,Finland,FIN,2045,1.874884
2123,Finland,FIN,2046,1.874884
2124,Finland,FIN,2047,1.874884
2125,Finland,FIN,2048,1.874884
2126,Finland,FIN,2049,1.874884
2127,Finland,FIN,2050,1.874884
2128,Fiji,FJI,2023,1.874884
2129,Fiji,FJI,2024,1.874884
2130,Fiji,FJI,2025,1.874884
2131,Fiji,FJI,2026,1.874884
2132,Fiji,FJI,2027,1.874884
2133,Fiji,FJI,2028,1.874884
2134,Fiji,FJI,2029,1.874884
2135,Fiji,FJI,2030,1.874884
2136,Fiji,FJI,2031,1.874884
2137,Fiji,FJI,2032,1.874884
2138,Fiji,FJI,2033,1.874884
2139,Fiji,FJI,2034,1.874884
2140,Fiji,FJI,2035,1.874884
2141,Fiji,FJI,2036,1.874884
2142,Fiji,FJI,2037,1.874884
2143,Fiji,FJI,2038,1.874884
2144,Fiji,FJI,2039,1.874884
2145,Fiji,FJI,2040,1.874884
2146,Fiji,FJI,2041,1.874884
2147,Fiji,FJI,2042,1.874884
2148,Fiji,FJI,2043,1.874884
2149,Fiji,FJI,2044,1.874884
2150,Fiji,FJI,2045,1.874884
2151,Fiji,FJI,2046,1.874884
2152,Fiji,FJI,2047,1.874884
2153,Fiji,FJI,2048,1.874884
2154,Fiji,FJI,2049,1.874884
2155,Fiji,FJI,2050,1.874884
2156,France,FRA,2023,1.874884
2157,France,FRA,2024,1.874884
2158,France,FRA,2025,1.874884
2159,France,FRA,2026,1.874884
2160,France,FRA,2027,1.874884
2161,France,FRA,2028,1.874884
2162,France,FRA,2029,1.874884
2163,France,FRA,2030,1.874884
2164,France,FRA,2031,1.874884
2165,France,FRA,2032,1.874884
2166,France,FRA,2033,1.874884
2167,France,FRA,2034,1.874884
2168,France,FRA,2035,1.874884
2169,France,FRA,2036,1.874884
2170,France,FRA,2037,1.874884
2171,France,FRA,2038,1.874884
2172,France,FRA,2039,1.874884
2173,France,FRA,2040,1.874884
2174,France,FRA,2041,1.874884
2175,France,FRA,2042,1.874884
2176,France,FRA,2043,1.874884
2177,France,FRA,2044,1.874884
2178,France,FRA,2045,1.874884
2179,France,FRA,2046,1.874884
2180,France,FRA,2047,1.874884
2181,France,FRA,2048,1.874884
2182,France,FRA,2049,1.874884
2183,France,FRA,2050,1.874884
2184,Faroe Islands,FRO,2023,1.874884
2185,Faroe Islands,FRO,2024,1.874884
2186,Faroe Islands,FRO,2025,1.874884
2187,Faroe Islands,FRO,2026,1.874884
2188,Faroe Islands,FRO,2027,1.874884
2189,Faroe Islands,FRO,2028,1.874884
2190,Faroe Islands,FRO,2029,1.874884
2191,Faroe Islands,FRO,2030,1.874884
2192,Faroe Islands,FRO,2031,1.874884
2193,Faroe Islands,FRO,2032,1.874884
2194,Faroe Islands,FRO,2033,1.874884
2195,Faroe Islands,FRO,2034,1.874884
2196,Faroe Islands,FRO,2035,1.874884
2197,Faroe Islands,FRO,2036,1.874884
2198,Faroe Islands,FRO,2037,1.874884
2199,Faroe Islands,FRO,2038,1.874884
2200,Faroe Islands,FRO,2039,1.874884
2201,Faroe Islands,FRO,2040,1.874884
2202,Faroe Islands,FRO,2041,1.874884
2203,Faroe Islands,FRO,2042,1.874884
2204,Faroe Islands,FRO,2043,1.874884
2205,Faroe Islands,FRO,2044,1.874884
2206,Faroe Islands,FRO,2045,1.874884
2207,Faroe Islands,FRO,2046,1.874884
2208,Faroe Islands,FRO,2047,1.874884
2209,Faroe Islands,FRO,2048,1.874884
2210,Faroe Islands,FRO,2049,1.874884
2211,Faroe Islands,FRO,2050,1.874884
2212,"Micronesia, Fed. Sts.",FSM,2023,1.874884
2213,"Micronesia, Fed. Sts.",FSM,2024,1.874884
2214,"Micronesia, Fed. Sts.",FSM,2025,1.874884
2215,"Micronesia, Fed. Sts.",FSM,2026,1.874884
2216,"Micronesia, Fed. Sts.",FSM,2027,1.874884
2217,"Micronesia, Fed. Sts.",FSM,2028,1.874884
2218,"Micronesia, Fed. Sts.",FSM,2029,1.874884
2219,"Micronesia, Fed. Sts.",FSM,2030,1.874884
2220,"Micronesia, Fed. Sts.",FSM,2031,1.874884
2221,"Micronesia, Fed. Sts.",FSM,2032,1.874884
2222,"Micronesia, Fed. Sts.",FSM,2033,1.874884
2223,"Micronesia, Fed. Sts.",FSM,2034,1.874884
2224,"Micronesia, Fed. Sts.",FSM,2035,1.874884
2225,"Micronesia, Fed. Sts.",FSM,2036,1.874884
2226,"Micronesia, Fed. Sts.",FSM,2037,1.874884
2227,"Micronesia, Fed. Sts.",FSM,2038,1.874884
2228,"Micronesia, Fed. Sts.",FSM,2039,1.874884
2229,"Micronesia, Fed. Sts.",FSM,2040,1.874884
2230,"Micronesia, Fed. Sts.",FSM,2041,1.874884
2231,"Micronesia, Fed. Sts.",FSM,2042,1.874884
2232,"Micronesia, Fed. Sts.",FSM,2043,1.874884
2233,"Micronesia, Fed. Sts.",FSM,2044,1.874884
2234,"Micronesia, Fed. Sts.",FSM,2045,1.874884
2235,"Micronesia, Fed. Sts.",FSM,2046,1.874884
2236,"Micronesia, Fed. Sts.",FSM,2047,1.874884
2237,"Micronesia, Fed. Sts.",FSM,2048,1.874884
2238,"Micronesia, Fed. Sts.",FSM,2049,1.874884
2239,"Micronesia, Fed. Sts.",FSM,2050,1.874884
2240,Gabon,GAB,2023,1.874884
2241,Gabon,GAB,2024,1.874884
2242,Gabon,GAB,2025,1.874884
2243,Gabon,GAB,2026,1.874884
2244,Gabon,GAB,2027,1.874884
2245,Gabon,GAB,2028,1.874884
2246,Gabon,GAB,2029,1.874884
2247,Gabon,GAB,2030,1.874884
2248,Gabon,GAB,2031,1.874884
2249,Gabon,GAB,2032,1.874884
2250,Gabon,GAB,2033,1.874884
2251,Gabon,GAB,2034,1.874884
2252,Gabon,GAB,2035,1.874884
2253,Gabon,GAB,2036,1.874884
2254,Gabon,GAB,2037,1.874884
2255,Gabon,GAB,2038,1.874884
2256,Gabon,GAB,2039,1.874884
2257,Gabon,GAB,2040,1.874884
2258,Gabon,GAB,2041,1.874884
2259,Gabon,GAB,2042,1.874884
2260,Gabon,GAB,2043,1.874884
2261,Gabon,GAB,2044,1.874884
2262,Gabon,GAB,2045,1.874884
2263,Gabon,GAB,2046,1.874884
2264,Gabon,GAB,2047,1.874884
2265,Gabon,GAB,2048,1.874884
2266,Gabon,GAB,2049,1.874884
2267,Gabon,GAB,2050,1.874884
2268,United Kingdom,GBR,2023,1.874884
2269,United Kingdom,GBR,2024,1.874884
2270,United Kingdom,GBR,2025,1.874884
2271,United Kingdom,GBR,2026,1.874884
2272,United Kingdom,GBR,2027,1.874884
2273,United Kingdom,GBR,2028,1.874884
2274,United Kingdom,GBR,2029,1.874884
2275,United Kingdom,GBR,2030,1.874884
2276,United Kingdom,GBR,2031,1.874884
2277,United Kingdom,GBR,2032,1.874884
2278,United Kingdom,GBR,2033,1.874884
2279,United Kingdom,GBR,2034,1.874884
2280,United Kingdom,GBR,2035,1.874884
2281,United Kingdom,GBR,2036,1.874884
2282,United Kingdom,GBR,2037,1.874884
2283,United Kingdom,GBR,2038,1.874884
2284,United Kingdom,GBR,2039,1.874884
2285,United Kingdom,GBR,2040,1.874884
2286,United Kingdom,GBR,2041,1.874884
2287,United Kingdom,GBR,2042,1.874884
2288,United Kingdom,GBR,2043,1.874884
2289,United Kingdom,GBR,2044,1.874884
2290,United Kingdom,GBR,2045,1.874884
2291,United Kingdom,GBR,2046,1.874884
2292,United Kingdom,GBR,2047,1.874884
2293,United Kingdom,GBR,2048,1.874884
2294,United Kingdom,GBR,2049,1.874884
2295,United Kingdom,GBR,2050,1.874884
2296,Georgia,GEO,2023,1.874884
2297,Georgia,GEO,2024,1.874884
2298,Georgia,GEO,2025,1.874884
2299,Georgia,GEO,2026,1.874884
2300,Georgia,GEO,2027,1.874884
2301,Georgia,GEO,2028,1.874884
2302,Georgia,GEO,2029,1.874884
2303,Georgia,GEO,2030,1.874884
2304,Georgia,GEO,2031,1.874884
2305,Georgia,GEO,2032,1.874884
2306,Georgia,GEO,2033,1.874884
2307,Georgia,GEO,2034,1.874884
2308,Georgia,GEO,2035,1.874884
2309,Georgia,GEO,2036,1.874884
2310,Georgia,GEO,2037,1.874884
2311,Georgia,GEO,2038,1.874884
2312,Georgia,GEO,2039,1.874884
2313,Georgia,GEO,2040,1.874884
2314,Georgia,GEO,2041,1.874884
2315,Georgia,GEO,2042,1.874884
2316,Georgia,GEO,2043,1.874884
2317,Georgia,GEO,2044,1.874884
2318,Georgia,GEO,2045,1.874884
2319,Georgia,GEO,2046,1.874884
2320,Georgia,GEO,2047,1.874884
2321,Georgia,GEO,2048,1.874884
2322,Georgia,GEO,2049,1.874884
2323,Georgia,GEO,2050,1.874884
2324,Ghana,GHA,2023,1.874884
2325,Ghana,GHA,2024,1.874884
2326,Ghana,GHA,2025,1.874884
2327,Ghana,GHA,2026,1.874884
2328,Ghana,GHA,2027,1.874884
2329,Ghana,GHA,2028,1.874884
2330,Ghana,GHA,2029,1.874884
2331,Ghana,GHA,2030,1.874884
2332,Ghana,GHA,2031,1.874884
2333,Ghana,GHA,2032,1.874884
2334,Ghana,GHA,2033,1.874884
2335,Ghana,GHA,2034,1.874884
2336,Ghana,GHA,2035,1.874884
2337,Ghana,GHA,2036,1.874884
2338,Ghana,GHA,2037,1.874884
2339,Ghana,GHA,2038,1.874884
2340,Ghana,GHA,2039,1.874884
2341,Ghana,GHA,2040,1.874884
2342,Ghana,GHA,2041,1.874884
2343,Ghana,GHA,2042,1.874884
2344,Ghana,GHA,2043,1.874884
2345,Ghana,GHA,2044,1.874884
2346,Ghana,GHA,2045,1.874884
2347,Ghana,GHA,2046,1.874884
2348,Ghana,GHA,2047,1.874884
2349,Ghana,GHA,2048,1.874884
2350,Ghana,GHA,2049,1.874884
2351,Ghana,GHA,2050,1.874884
2352,Gibraltar,GIB,2023,1.874884
2353,Gibraltar,GIB,2024,1.874884
2354,Gibraltar,GIB,2025,1.874884
2355,Gibraltar,GIB,2026,1.874884
2356,Gibraltar,GIB,2027,1.874884
2357,Gibraltar,GIB,2028,1.874884
2358,Gibraltar,GIB,2029,1.874884
2359,Gibraltar,GIB,2030,1.874884
2360,Gibraltar,GIB,2031,1.874884
2361,Gibraltar,GIB,2032,1.874884
2362,Gibraltar,GIB,2033,1.874884
2363,Gibraltar,GIB,2034,1.874884
2364,Gibraltar,GIB,2035,1.874884
2365,Gibraltar,GIB,2036,1.874884
2366,Gibraltar,GIB,2037,1.874884
2367,Gibraltar,GIB,2038,1.874884
2368,Gibraltar,GIB,2039,1.874884
2369,Gibraltar,GIB,2040,1.874884
2370,Gibraltar,GIB,2041,1.874884
2371,Gibraltar,GIB,2042,1.874884
2372,Gibraltar,GIB,2043,1.874884
2373,Gibraltar,GIB,2044,1.874884
2374,Gibraltar,GIB,2045,1.874884
2375,Gibraltar,GIB,2046,1.874884
2376,Gibraltar,GIB,2047,1.874884
2377,Gibraltar,GIB,2048,1.874884
2378,Gibraltar,GIB,2049,1.874884
2379,Gibraltar,GIB,2050,1.874884
2380,Guinea,GIN,2023,1.874884
2381,Guinea,GIN,2024,1.874884
2382,Guinea,GIN,2025,1.874884
2383,Guinea,GIN,2026,1.874884
2384,Guinea,GIN,2027,1.874884
2385,Guinea,GIN,2028,1.874884
2386,Guinea,GIN,2029,1.874884
2387,Guinea,GIN,2030,1.874884
2388,Guinea,GIN,2031,1.874884
2389,Guinea,GIN,2032,1.874884
2390,Guinea,GIN,2033,1.874884
2391,Guinea,GIN,2034,1.874884
2392,Guinea,GIN,2035,1.874884
2393,Guinea,GIN,2036,1.874884
2394,Guinea,GIN,2037,1.874884
2395,Guinea,GIN,2038,1.874884
2396,Guinea,GIN,2039,1.874884
2397,Guinea,GIN,2040,1.874884
2398,Guinea,GIN,2041,1.874884
2399,Guinea,GIN,2042,1.874884
2400,Guinea,GIN,2043,1.874884
2401,Guinea,GIN,2044,1.874884
2402,Guinea,GIN,2045,1.874884
2403,Guinea,GIN,2046,1.874884
2404,Guinea,GIN,2047,1.874884
2405,Guinea,GIN,2048,1.874884
2406,Guinea,GIN,2049,1.874884
2407,Guinea,GIN,2050,1.874884
2408,"Gambia, The",GMB,2023,1.874884
2409,"Gambia, The",GMB,2024,1.874884
2410,"Gambia, The",GMB,2025,1.874884
2411,"Gambia, The",GMB,2026,1.874884
2412,"Gambia, The",GMB,2027,1.874884
2413,"Gambia, The",GMB,2028,1.874884
2414,"Gambia, The",GMB,2029,1.874884
2415,"Gambia, The",GMB,2030,1.874884
2416,"Gambia, The",GMB,2031,1.874884
2417,"Gambia, The",GMB,2032,1.874884
2418,"Gambia, The",GMB,2033,1.874884
2419,"Gambia, The",GMB,2034,1.874884
2420,"Gambia, The",GMB,2035,1.874884
2421,"Gambia, The",GMB,2036,1.874884
2422,"Gambia, The",GMB,2037,1.874884
2423,"Gambia, The",GMB,2038,1.874884
2424,"Gambia, The",GMB,2039,1.874884
2425,"Gambia, The",GMB,2040,1.874884
2426,"Gambia, The",GMB,2041,1.874884
2427,"Gambia, The",GMB,2042,1.874884
2428,"Gambia, The",GMB,2043,1.874884
2429,"Gambia, The",GMB,2044,1.874884
2430,"Gambia, The",GMB,2045,1.874884
2431,"Gambia, The",GMB,2046,1.874884
2432,"Gambia, The",GMB,2047,1.874884
2433,"Gambia, The",GMB,2048,1.874884
2434,"Gambia, The",GMB,2049,1.874884
2435,"Gambia, The",GMB,2050,1.874884
2436,Guinea-Bissau,GNB,2023,1.874884
2437,Guinea-Bissau,GNB,2024,1.874884
2438,Guinea-Bissau,GNB,2025,1.874884
2439,Guinea-Bissau,GNB,2026,1.874884
2440,Guinea-Bissau,GNB,2027,1.874884
2441,Guinea-Bissau,GNB,2028,1.874884
2442,Guinea-Bissau,GNB,2029,1.874884
2443,Guinea-Bissau,GNB,2030,1.874884
2444,Guinea-Bissau,GNB,2031,1.874884
2445,Guinea-Bissau,GNB,2032,1.874884
2446,Guinea-Bissau,GNB,2033,1.874884
2447,Guinea-Bissau,GNB,2034,1.874884
2448,Guinea-Bissau,GNB,2035,1.874884
2449,Guinea-Bissau,GNB,2036,1.874884
2450,Guinea-Bissau,GNB,2037,1.874884
2451,Guinea-Bissau,GNB,2038,1.874884
2452,Guinea-Bissau,GNB,2039,1.874884
2453,Guinea-Bissau,GNB,2040,1.874884
2454,Guinea-Bissau,GNB,2041,1.874884
2455,Guinea-Bissau,GNB,2042,1.874884
2456,Guinea-Bissau,GNB,2043,1.874884
2457,Guinea-Bissau,GNB,2044,1.874884
2458,Guinea-Bissau,GNB,2045,1.874884
2459,Guinea-Bissau,GNB,2046,1.874884
2460,Guinea-Bissau,GNB,2047,1.874884
2461,Guinea-Bissau,GNB,2048,1.874884
2462,Guinea-Bissau,GNB,2049,1.874884
2463,Guinea-Bissau,GNB,2050,1.874884
2464,Equatorial Guinea,GNQ,2023,1.874884
2465,Equatorial Guinea,GNQ,2024,1.874884
2466,Equatorial Guinea,GNQ,2025,1.874884
2467,Equatorial Guinea,GNQ,2026,1.874884
2468,Equatorial Guinea,GNQ,2027,1.874884
2469,Equatorial Guinea,GNQ,2028,1.874884
2470,Equatorial Guinea,GNQ,2029,1.874884
2471,Equatorial Guinea,GNQ,2030,1.874884
2472,Equatorial Guinea,GNQ,2031,1.874884
2473,Equatorial Guinea,GNQ,2032,1.874884
2474,Equatorial Guinea,GNQ,2033,1.874884
2475,Equatorial Guinea,GNQ,2034,1.874884
2476,Equatorial Guinea,GNQ,2035,1.874884
2477,Equatorial Guinea,GNQ,2036,1.874884
2478,Equatorial Guinea,GNQ,2037,1.874884
2479,Equatorial Guinea,GNQ,2038,1.874884
2480,Equatorial Guinea,GNQ,2039,1.874884
2481,Equatorial Guinea,GNQ,2040,1.874884
2482,Equatorial Guinea,GNQ,2041,1.874884
2483,Equatorial Guinea,GNQ,2042,1.874884
2484,Equatorial Guinea,GNQ,2043,1.874884
2485,Equatorial Guinea,GNQ,2044,1.874884
2486,Equatorial Guinea,GNQ,2045,1.874884
2487,Equatorial Guinea,GNQ,2046,1.874884
2488,Equatorial Guinea,GNQ,2047,1.874884
2489,Equatorial Guinea,GNQ,2048,1.874884
2490,Equatorial Guinea,GNQ,2049,1.874884
2491,Equatorial Guinea,GNQ,2050,1.874884
2492,Greece,GRC,2023,1.874884
2493,Greece,GRC,2024,1.874884
2494,Greece,GRC,2025,1.874884
2495,Greece,GRC,2026,1.874884
2496,Greece,GRC,2027,1.874884
2497,Greece,GRC,2028,1.874884
2498,Greece,GRC,2029,1.874884
2499,Greece,GRC,2030,1.874884
2500,Greece,GRC,2031,1.874884
2501,Greece,GRC,2032,1.874884
2502,Greece,GRC,2033,1.874884
2503,Greece,GRC,2034,1.874884
2504,Greece,GRC,2035,1.874884
2505,Greece,GRC,2036,1.874884
2506,Greece,GRC,2037,1.874884
2507,Greece,GRC,2038,1.874884
2508,Greece,GRC,2039,1.874884
2509,Greece,GRC,2040,1.874884
2510,Greece,GRC,2041,1.874884
2511,Greece,GRC,2042,1.874884
2512,Greece,GRC,2043,1.874884
2513,Greece,GRC,2044,1.874884
2514,Greece,GRC,2045,1.874884
2515,Greece,GRC,2046,1.874884
2516,Greece,GRC,2047,1.874884
2517,Greece,GRC,2048,1.874884
2518,Greece,GRC,2049,1.874884
2519,Greece,GRC,2050,1.874884
2520,Grenada,GRD,2023,1.874884
2521,Grenada,GRD,2024,1.874884
2522,Grenada,GRD,2025,1.874884
2523,Grenada,GRD,2026,1.874884
2524,Grenada,GRD,2027,1.874884
2525,Grenada,GRD,2028,1.874884
2526,Grenada,GRD,2029,1.874884
2527,Grenada,GRD,2030,1.874884
2528,Grenada,GRD,2031,1.874884
2529,Grenada,GRD,2032,1.874884
2530,Grenada,GRD,2033,1.874884
2531,Grenada,GRD,2034,1.874884
2532,Grenada,GRD,2035,1.874884
2533,Grenada,GRD,2036,1.874884
2534,Grenada,GRD,2037,1.874884
2535,Grenada,GRD,2038,1.874884
2536,Grenada,GRD,2039,1.874884
2537,Grenada,GRD,2040,1.874884
2538,Grenada,GRD,2041,1.874884
2539,Grenada,GRD,2042,1.874884
2540,Grenada,GRD,2043,1.874884
2541,Grenada,GRD,2044,1.874884
2542,Grenada,GRD,2045,1.874884
2543,Grenada,GRD,2046,1.874884
2544,Grenada,GRD,2047,1.874884
2545,Grenada,GRD,2048,1.874884
2546,Grenada,GRD,2049,1.874884
2547,Grenada,GRD,2050,1.874884
2548,Greenland,GRL,2023,1.874884
2549,Greenland,GRL,2024,1.874884
2550,Greenland,GRL,2025,1.874884
2551,Greenland,GRL,2026,1.874884
2552,Greenland,GRL,2027,1.874884
2553,Greenland,GRL,2028,1.874884
2554,Greenland,GRL,2029,1.874884
2555,Greenland,GRL,2030,1.874884
2556,Greenland,GRL,2031,1.874884
2557,Greenland,GRL,2032,1.874884
2558,Greenland,GRL,2033,1.874884
2559,Greenland,GRL,2034,1.874884
2560,Greenland,GRL,2035,1.874884
2561,Greenland,GRL,2036,1.874884
2562,Greenland,GRL,2037,1.874884
2563,Greenland,GRL,2038,1.874884
2564,Greenland,GRL,2039,1.874884
2565,Greenland,GRL,2040,1.874884
2566,Greenland,GRL,2041,1.874884
2567,Greenland,GRL,2042,1.874884
2568,Greenland,GRL,2043,1.874884
2569,Greenland,GRL,2044,1.874884
2570,Greenland,GRL,2045,1.874884
2571,Greenland,GRL,2046,1.874884
2572,Greenland,GRL,2047,1.874884
2573,Greenland,GRL,2048,1.874884
2574,Greenland,GRL,2049,1.874884
2575,Greenland,GRL,2050,1.874884
2576,Guatemala,GTM,2023,1.874884
2577,Guatemala,GTM,2024,1.874884
2578,Guatemala,GTM,2025,1.874884
2579,Guatemala,GTM,2026,1.874884
2580,Guatemala,GTM,2027,1.874884
2581,Guatemala,GTM,2028,1.874884
2582,Guatemala,GTM,2029,1.874884
2583,Guatemala,GTM,2030,1.874884
2584,Guatemala,GTM,2031,1.874884
2585,Guatemala,GTM,2032,1.874884
2586,Guatemala,GTM,2033,1.874884
2587,Guatemala,GTM,2034,1.874884
2588,Guatemala,GTM,2035,1.874884
2589,Guatemala,GTM,2036,1.874884
2590,Guatemala,GTM,2037,1.874884
2591,Guatemala,GTM,2038,1.874884
2592,Guatemala,GTM,2039,1.874884
2593,Guatemala,GTM,2040,1.874884
2594,Guatemala,GTM,2041,1.874884
2595,Guatemala,GTM,2042,1.874884
2596,Guatemala,GTM,2043,1.874884
2597,Guatemala,GTM,2044,1.874884
2598,Guatemala,GTM,2045,1.874884
2599,Guatemala,GTM,2046,1.874884
2600,Guatemala,GTM,2047,1.874884
2601,Guatemala,GTM,2048,1.874884
2602,Guatemala,GTM,2049,1.874884
2603,Guatemala,GTM,2050,1.874884
2604,Guam,GUM,2023,1.874884
2605,Guam,GUM,2024,1.874884
2606,Guam,GUM,2025,1.874884
2607,Guam,GUM,2026,1.874884
2608,Guam,GUM,2027,1.874884
2609,Guam,GUM,2028,1.874884
2610,Guam,GUM,2029,1.874884
2611,Guam,GUM,2030,1.874884
2612,Guam,GUM,2031,1.874884
2613,Guam,GUM,2032,1.874884
2614,Guam,GUM,2033,1.874884
2615,Guam,GUM,2034,1.874884
2616,Guam,GUM,2035,1.874884
2617,Guam,GUM,2036,1.874884
2618,Guam,GUM,2037,1.874884
2619,Guam,GUM,2038,1.874884
