"Nation","iso_code3","Year","nemomod_entc_variable_cost_pp_hydropower_mm_usd_per_gw"
"Albania","COG",2027,2.81865150901305
"Albania","COG",2028,2.75427341957433
"Albania","COG",2029,2.69136572773053
"Albania","COG",2030,2.62989484955418
"Albania","COG",2031,2.56982796817575
"Albania","COG",2032,2.51113301626406
"Albania","COG",2033,2.45377865890678
"Albania","COG",2034,2.39773427688197
"Albania","COG",2035,2.3429699503117
"Albania","COG",2036,2.28945644268897
"Albania","COG",2037,2.23716518526953
"Albania","COG",2038,2.18606826182017
"Albania","COG",2039,2.1361383937153
"Albania","COG",2040,2.08734892537403
"Albania","COG",2041,2.03967381002974
"Albania","COG",2042,1.99308759582482
"Albania","COG",2043,1.94756541222287
"Albania","COG",2044,1.90308295673133
"Albania","COG",2045,1.85961648192734
"Albania","COG",2046,1.81714278277992
"Albania","COG",2047,1.77563918426174
"Albania","COG",2048,1.73508352924382
"Albania","COG",2049,1.69545416666667
"Albania","COG",2050,1.65672993998171
"Albania","COK",2021,3.2377803517132
"Albania","COK",2022,3.16382934627709
"Albania","COK",2023,3.09156738413946
"Albania","COK",2024,3.02095588749806
"Albania","COK",2025,2.95195715966885
"Albania","COK",2026,2.88453436496126
"Albania","COK",2027,2.81865150901305
"Albania","COK",2028,2.75427341957433
"Albania","COK",2029,2.69136572773053
"Albania","COK",2030,2.62989484955418
"Albania","COK",2031,2.56982796817575
"Albania","COK",2032,2.51113301626406
"Albania","COK",2033,2.45377865890678
"Albania","COK",2034,2.39773427688197
"Albania","COK",2035,2.3429699503117
"Albania","COK",2036,2.28945644268897
"Albania","COK",2037,2.23716518526953
"Albania","COK",2038,2.18606826182017
"Albania","COK",2039,2.1361383937153
"Albania","COK",2040,2.08734892537403
"Albania","COK",2041,2.03967381002974
"Albania","COK",2042,1.99308759582482
"Albania","COK",2043,1.94756541222287
"Albania","COK",2044,1.90308295673133
"Albania","COK",2045,1.85961648192734
"Albania","COK",2046,1.81714278277992
"Albania","COK",2047,1.77563918426174
"Albania","COK",2048,1.73508352924382
"Albania","COK",2049,1.69545416666667
"Albania","COK",2050,1.65672993998171
"Albania","COL",2021,3.2377803517132
"Albania","COL",2022,3.16382934627709
"Albania","COL",2023,3.09156738413946
"Albania","COL",2024,3.02095588749806
"Albania","COL",2025,2.95195715966885
"Albania","COL",2026,2.88453436496126
"Albania","COL",2027,2.81865150901305
"Albania","COL",2028,2.75427341957433
"Albania","COL",2029,2.69136572773053
"Albania","COL",2030,2.62989484955418
"Albania","COL",2031,2.56982796817575
"Albania","COL",2032,2.51113301626406
"Albania","COL",2033,2.45377865890678
"Albania","COL",2034,2.39773427688197
"Albania","COL",2035,2.3429699503117
"Albania","COL",2036,2.28945644268897
"Albania","COL",2037,2.23716518526953
"Albania","COL",2038,2.18606826182017
"Albania","COL",2039,2.1361383937153
"Albania","COL",2040,2.08734892537403
"Albania","COL",2041,2.03967381002974
"Albania","COL",2042,1.99308759582482
"Albania","COL",2043,1.94756541222287
"Albania","COL",2044,1.90308295673133
"Albania","COL",2045,1.85961648192734
"Albania","COL",2046,1.81714278277992
"Albania","COL",2047,1.77563918426174
"Albania","COL",2048,1.73508352924382
"Albania","COL",2049,1.69545416666667
"Albania","COL",2050,1.65672993998171
"Albania","COM",2021,3.2377803517132
"Albania","COM",2022,3.16382934627709
"Albania","COM",2023,3.09156738413946
"Albania","COM",2024,3.02095588749806
"Albania","COM",2025,2.95195715966885
"Albania","COM",2026,2.88453436496126
"Albania","COM",2027,2.81865150901305
"Albania","COM",2028,2.75427341957433
"Albania","COM",2029,2.69136572773053
"Albania","COM",2030,2.62989484955418
"Albania","COM",2031,2.56982796817575
"Albania","COM",2032,2.51113301626406
"Albania","COM",2033,2.45377865890678
"Albania","COM",2034,2.39773427688197
"Albania","COM",2035,2.3429699503117
"Albania","COM",2036,2.28945644268897
"Albania","COM",2037,2.23716518526953
"Albania","COM",2038,2.18606826182017
"Albania","COM",2039,2.1361383937153
"Albania","COM",2040,2.08734892537403
"Albania","COM",2041,2.03967381002974
"Albania","COM",2042,1.99308759582482
"Albania","COM",2043,1.94756541222287
"Albania","COM",2044,1.90308295673133
"Albania","COM",2045,1.85961648192734
"Albania","COM",2046,1.81714278277992
"Albania","COM",2047,1.77563918426174
"Albania","COM",2048,1.73508352924382
"Albania","COM",2049,1.69545416666667
"Albania","COM",2050,1.65672993998171
"Albania","CPV",2021,3.2377803517132
"Albania","CPV",2022,3.16382934627709
"Albania","CPV",2023,3.09156738413946
"Albania","CPV",2024,3.02095588749806
"Albania","CPV",2025,2.95195715966885
"Albania","CPV",2026,2.88453436496126
"Albania","CPV",2027,2.81865150901305
"Albania","CPV",2028,2.75427341957433
"Albania","CPV",2029,2.69136572773053
"Albania","CPV",2030,2.62989484955418
"Albania","CPV",2031,2.56982796817575
"Albania","CPV",2032,2.51113301626406
"Albania","CPV",2033,2.45377865890678
"Albania","CPV",2034,2.39773427688197
"Albania","CPV",2035,2.3429699503117
"Albania","CPV",2036,2.28945644268897
"Albania","CPV",2037,2.23716518526953
"Albania","CPV",2038,2.18606826182017
"Albania","CPV",2039,2.1361383937153
"Albania","CPV",2040,2.08734892537403
"Albania","CPV",2041,2.03967381002974
"Albania","CPV",2042,1.99308759582482
"Albania","CPV",2043,1.94756541222287
"Albania","CPV",2044,1.90308295673133
"Albania","CPV",2045,1.85961648192734
"Albania","CPV",2046,1.81714278277992
"Albania","CPV",2047,1.77563918426174
"Albania","CPV",2048,1.73508352924382
"Albania","CPV",2049,1.69545416666667
"Albania","CPV",2050,1.65672993998171
"Albania","CRI",2021,3.2377803517132
"Albania","CRI",2022,3.16382934627709
"Albania","CRI",2023,3.09156738413946
"Albania","CRI",2024,3.02095588749806
"Albania","CRI",2025,2.95195715966885
"Albania","CRI",2026,2.88453436496126
"Albania","CRI",2027,2.81865150901305
"Albania","CRI",2028,2.75427341957433
"Albania","CRI",2029,2.69136572773053
"Albania","CRI",2030,2.62989484955418
"Albania","CRI",2031,2.56982796817575
"Albania","CRI",2032,2.51113301626406
"Albania","CRI",2033,2.45377865890678
"Albania","CRI",2034,2.39773427688197
"Albania","CRI",2035,2.3429699503117
"Albania","CRI",2036,2.28945644268897
"Albania","CRI",2037,2.23716518526953
"Albania","CRI",2038,2.18606826182017
"Albania","CRI",2039,2.1361383937153
"Albania","CRI",2040,2.08734892537403
"Albania","CRI",2041,2.03967381002974
"Albania","CRI",2042,1.99308759582482
"Albania","CRI",2043,1.94756541222287
"Albania","CRI",2044,1.90308295673133
"Albania","CRI",2045,1.85961648192734
"Albania","CRI",2046,1.81714278277992
"Albania","CRI",2047,1.77563918426174
"Albania","CRI",2048,1.73508352924382
"Albania","CRI",2049,1.69545416666667
"Albania","CRI",2050,1.65672993998171
"Albania","CUB",2021,3.2377803517132
"Albania","CUB",2022,3.16382934627709
"Albania","CUB",2023,3.09156738413946
"Albania","CUB",2024,3.02095588749806
"Albania","CUB",2025,2.95195715966885
"Albania","CUB",2026,2.88453436496126
"Albania","CUB",2027,2.81865150901305
"Albania","CUB",2028,2.75427341957433
"Albania","CUB",2029,2.69136572773053
"Albania","CUB",2030,2.62989484955418
"Albania","CUB",2031,2.56982796817575
"Albania","CUB",2032,2.51113301626406
"Albania","CUB",2033,2.45377865890678
"Albania","CUB",2034,2.39773427688197
"Albania","CUB",2035,2.3429699503117
"Albania","CUB",2036,2.28945644268897
"Albania","CUB",2037,2.23716518526953
"Albania","CUB",2038,2.18606826182017
"Albania","CUB",2039,2.1361383937153
"Albania","CUB",2040,2.08734892537403
"Albania","CUB",2041,2.03967381002974
"Albania","CUB",2042,1.99308759582482
"Albania","CUB",2043,1.94756541222287
"Albania","CUB",2044,1.90308295673133
"Albania","CUB",2045,1.85961648192734
"Albania","CUB",2046,1.81714278277992
"Albania","CUB",2047,1.77563918426174
"Albania","CUB",2048,1.73508352924382
"Albania","CUB",2049,1.69545416666667
"Albania","CUB",2050,1.65672993998171
"Albania","CUW",2021,3.2377803517132
"Albania","CUW",2022,3.16382934627709
"Albania","CUW",2023,3.09156738413946
"Albania","CUW",2024,3.02095588749806
"Albania","CUW",2025,2.95195715966885
"Albania","CUW",2026,2.88453436496126
"Albania","CUW",2027,2.81865150901305
"Albania","CUW",2028,2.75427341957433
"Albania","CUW",2029,2.69136572773053
"Albania","CUW",2030,2.62989484955418
"Albania","CUW",2031,2.56982796817575
"Albania","CUW",2032,2.51113301626406
"Albania","CUW",2033,2.45377865890678
"Albania","CUW",2034,2.39773427688197
"Albania","CUW",2035,2.3429699503117
"Albania","CUW",2036,2.28945644268897
"Albania","CUW",2037,2.23716518526953
"Albania","CUW",2038,2.18606826182017
"Albania","CUW",2039,2.1361383937153
"Albania","CUW",2040,2.08734892537403
"Albania","CUW",2041,2.03967381002974
"Albania","CUW",2042,1.99308759582482
"Albania","CUW",2043,1.94756541222287
"Albania","CUW",2044,1.90308295673133
"Albania","CUW",2045,1.85961648192734
"Albania","CUW",2046,1.81714278277992
"Albania","CUW",2047,1.77563918426174
"Albania","CUW",2048,1.73508352924382
"Albania","CUW",2049,1.69545416666667
"Albania","CUW",2050,1.65672993998171
"Albania","CXR",2021,3.2377803517132
"Albania","CXR",2022,3.16382934627709
"Albania","CXR",2023,3.09156738413946
"Albania","CXR",2024,3.02095588749806
"Albania","CXR",2025,2.95195715966885
"Albania","CXR",2026,2.88453436496126
"Albania","CXR",2027,2.81865150901305
"Albania","CXR",2028,2.75427341957433
"Albania","CXR",2029,2.69136572773053
"Albania","CXR",2030,2.62989484955418
"Albania","CXR",2031,2.56982796817575
"Albania","CXR",2032,2.51113301626406
"Albania","CXR",2033,2.45377865890678
"Albania","CXR",2034,2.39773427688197
"Albania","CXR",2035,2.3429699503117
"Albania","CXR",2036,2.28945644268897
"Albania","CXR",2037,2.23716518526953
"Albania","CXR",2038,2.18606826182017
"Albania","CXR",2039,2.1361383937153
"Albania","CXR",2040,2.08734892537403
"Albania","CXR",2041,2.03967381002974
"Albania","CXR",2042,1.99308759582482
"Albania","CXR",2043,1.94756541222287
"Albania","CXR",2044,1.90308295673133
"Albania","CXR",2045,1.85961648192734
"Albania","CXR",2046,1.81714278277992
"Albania","CXR",2047,1.77563918426174
"Albania","CXR",2048,1.73508352924382
"Albania","CXR",2049,1.69545416666667
"Albania","CXR",2050,1.65672993998171
"Albania","CYM",2021,3.2377803517132
"Albania","CYM",2022,3.16382934627709
"Albania","CYM",2023,3.09156738413946
"Albania","CYM",2024,3.02095588749806
"Albania","CYM",2025,2.95195715966885
"Albania","CYM",2026,2.88453436496126
"Albania","CYM",2027,2.81865150901305
"Albania","CYM",2028,2.75427341957433
"Albania","CYM",2029,2.69136572773053
"Albania","CYM",2030,2.62989484955418
"Albania","CYM",2031,2.56982796817575
"Albania","CYM",2032,2.51113301626406
"Albania","CYM",2033,2.45377865890678
"Albania","CYM",2034,2.39773427688197
"Albania","CYM",2035,2.3429699503117
"Albania","CYM",2036,2.28945644268897
"Albania","CYM",2037,2.23716518526953
"Albania","CYM",2038,2.18606826182017
"Albania","CYM",2039,2.1361383937153
"Albania","CYM",2040,2.08734892537403
"Albania","CYM",2041,2.03967381002974
"Albania","CYM",2042,1.99308759582482
"Albania","CYM",2043,1.94756541222287
"Albania","CYM",2044,1.90308295673133
"Albania","CYM",2045,1.85961648192734
"Albania","CYM",2046,1.81714278277992
"Albania","CYM",2047,1.77563918426174
"Albania","CYM",2048,1.73508352924382
"Albania","CYM",2049,1.69545416666667
"Albania","CYM",2050,1.65672993998171
"Albania","CYP",2021,3.2377803517132
"Albania","CYP",2022,3.16382934627709
"Albania","CYP",2023,3.09156738413946
"Albania","CYP",2024,3.02095588749806
"Albania","CYP",2025,2.95195715966885
"Albania","CYP",2026,2.88453436496126
"Albania","CYP",2027,2.81865150901305
"Albania","CYP",2028,2.75427341957433
"Albania","CYP",2029,2.69136572773053
"Albania","CYP",2030,2.62989484955418
"Albania","CYP",2031,2.56982796817575
"Albania","CYP",2032,2.51113301626406
"Albania","CYP",2033,2.45377865890678
"Albania","CYP",2034,2.39773427688197
"Albania","CYP",2035,2.3429699503117
"Albania","CYP",2036,2.28945644268897
"Albania","CYP",2037,2.23716518526953
"Albania","CYP",2038,2.18606826182017
"Albania","CYP",2039,2.1361383937153
"Albania","CYP",2040,2.08734892537403
"Albania","CYP",2041,2.03967381002974
"Albania","CYP",2042,1.99308759582482
"Albania","CYP",2043,1.94756541222287
"Albania","CYP",2044,1.90308295673133
"Albania","CYP",2045,1.85961648192734
"Albania","CYP",2046,1.81714278277992
"Albania","CYP",2047,1.77563918426174
"Albania","CYP",2048,1.73508352924382
"Albania","CYP",2049,1.69545416666667
"Albania","CYP",2050,1.65672993998171
"Albania","CZE",2021,3.2377803517132
"Albania","CZE",2022,3.16382934627709
"Albania","CZE",2023,3.09156738413946
"Albania","CZE",2024,3.02095588749806
"Albania","CZE",2025,2.95195715966885
"Albania","CZE",2026,2.88453436496126
"Albania","CZE",2027,2.81865150901305
"Albania","CZE",2028,2.75427341957433
"Albania","CZE",2029,2.69136572773053
"Albania","CZE",2030,2.62989484955418
"Albania","CZE",2031,2.56982796817575
"Albania","CZE",2032,2.51113301626406
"Albania","CZE",2033,2.45377865890678
"Albania","CZE",2034,2.39773427688197
"Albania","CZE",2035,2.3429699503117
"Albania","CZE",2036,2.28945644268897
"Albania","CZE",2037,2.23716518526953
"Albania","CZE",2038,2.18606826182017
"Albania","CZE",2039,2.1361383937153
"Albania","CZE",2040,2.08734892537403
"Albania","CZE",2041,2.03967381002974
"Albania","CZE",2042,1.99308759582482
"Albania","CZE",2043,1.94756541222287
"Albania","CZE",2044,1.90308295673133
"Albania","CZE",2045,1.85961648192734
"Albania","CZE",2046,1.81714278277992
"Albania","CZE",2047,1.77563918426174
"Albania","CZE",2048,1.73508352924382
"Albania","CZE",2049,1.69545416666667
"Albania","CZE",2050,1.65672993998171
"Albania","DEU",2021,3.2377803517132
"Albania","DEU",2022,3.16382934627709
"Albania","DEU",2023,3.09156738413946
"Albania","DEU",2024,3.02095588749806
"Albania","DEU",2025,2.95195715966885
"Albania","DEU",2026,2.88453436496126
"Albania","DEU",2027,2.81865150901305
"Albania","DEU",2028,2.75427341957433
"Albania","DEU",2029,2.69136572773053
"Albania","DEU",2030,2.62989484955418
"Albania","DEU",2031,2.56982796817575
"Albania","DEU",2032,2.51113301626406
"Albania","DEU",2033,2.45377865890678
"Albania","DEU",2034,2.39773427688197
"Albania","DEU",2035,2.3429699503117
"Albania","DEU",2036,2.28945644268897
"Albania","DEU",2037,2.23716518526953
"Albania","DEU",2038,2.18606826182017
"Albania","DEU",2039,2.1361383937153
"Albania","DEU",2040,2.08734892537403
"Albania","DEU",2041,2.03967381002974
"Albania","DEU",2042,1.99308759582482
"Albania","DEU",2043,1.94756541222287
"Albania","DEU",2044,1.90308295673133
"Albania","DEU",2045,1.85961648192734
"Albania","DEU",2046,1.81714278277992
"Albania","DEU",2047,1.77563918426174
"Albania","DEU",2048,1.73508352924382
"Albania","DEU",2049,1.69545416666667
"Albania","DEU",2050,1.65672993998171
"Albania","DJI",2021,3.2377803517132
"Albania","DJI",2022,3.16382934627709
"Albania","DJI",2023,3.09156738413946
"Albania","DJI",2024,3.02095588749806
"Albania","DJI",2025,2.95195715966885
"Albania","DJI",2026,2.88453436496126
"Albania","DJI",2027,2.81865150901305
"Albania","DJI",2028,2.75427341957433
"Albania","DJI",2029,2.69136572773053
"Albania","DJI",2030,2.62989484955418
"Albania","DJI",2031,2.56982796817575
"Albania","DJI",2032,2.51113301626406
"Albania","DJI",2033,2.45377865890678
"Albania","DJI",2034,2.39773427688197
"Albania","DJI",2035,2.3429699503117
"Albania","DJI",2036,2.28945644268897
"Albania","DJI",2037,2.23716518526953
"Albania","DJI",2038,2.18606826182017
"Albania","DJI",2039,2.1361383937153
"Albania","DJI",2040,2.08734892537403
"Albania","DJI",2041,2.03967381002974
"Albania","DJI",2042,1.99308759582482
"Albania","DJI",2043,1.94756541222287
"Albania","DJI",2044,1.90308295673133
"Albania","DJI",2045,1.85961648192734
"Albania","DJI",2046,1.81714278277992
"Albania","DJI",2047,1.77563918426174
"Albania","DJI",2048,1.73508352924382
"Albania","DJI",2049,1.69545416666667
"Albania","DJI",2050,1.65672993998171
"Albania","DMA",2021,3.2377803517132
"Albania","DMA",2022,3.16382934627709
"Albania","DMA",2023,3.09156738413946
"Albania","DMA",2024,3.02095588749806
"Albania","DMA",2025,2.95195715966885
"Albania","DMA",2026,2.88453436496126
"Albania","DMA",2027,2.81865150901305
"Albania","DMA",2028,2.75427341957433
"Albania","DMA",2029,2.69136572773053
"Albania","DMA",2030,2.62989484955418
"Albania","DMA",2031,2.56982796817575
"Albania","DMA",2032,2.51113301626406
"Albania","DMA",2033,2.45377865890678
"Albania","DMA",2034,2.39773427688197
"Albania","DMA",2035,2.3429699503117
"Albania","DMA",2036,2.28945644268897
"Albania","DMA",2037,2.23716518526953
"Albania","DMA",2038,2.18606826182017
"Albania","DMA",2039,2.1361383937153
"Albania","DMA",2040,2.08734892537403
"Albania","DMA",2041,2.03967381002974
"Albania","DMA",2042,1.99308759582482
"Albania","DMA",2043,1.94756541222287
"Albania","DMA",2044,1.90308295673133
"Albania","DMA",2045,1.85961648192734
"Albania","DMA",2046,1.81714278277992
"Albania","DMA",2047,1.77563918426174
"Albania","DMA",2048,1.73508352924382
"Albania","DMA",2049,1.69545416666667
"Albania","DMA",2050,1.65672993998171
"Albania","DNK",2021,3.2377803517132
"Albania","DNK",2022,3.16382934627709
"Albania","DNK",2023,3.09156738413946
"Albania","DNK",2024,3.02095588749806
"Albania","DNK",2025,2.95195715966885
"Albania","DNK",2026,2.88453436496126
"Albania","DNK",2027,2.81865150901305
"Albania","DNK",2028,2.75427341957433
"Albania","DNK",2029,2.69136572773053
"Albania","DNK",2030,2.62989484955418
"Albania","DNK",2031,2.56982796817575
"Albania","DNK",2032,2.51113301626406
"Albania","DNK",2033,2.45377865890678
"Albania","DNK",2034,2.39773427688197
"Albania","DNK",2035,2.3429699503117
"Albania","DNK",2036,2.28945644268897
"Albania","DNK",2037,2.23716518526953
"Albania","DNK",2038,2.18606826182017
"Albania","DNK",2039,2.1361383937153
"Albania","DNK",2040,2.08734892537403
"Albania","DNK",2041,2.03967381002974
"Albania","DNK",2042,1.99308759582482
"Albania","DNK",2043,1.94756541222287
"Albania","DNK",2044,1.90308295673133
"Albania","DNK",2045,1.85961648192734
"Albania","DNK",2046,1.81714278277992
"Albania","DNK",2047,1.77563918426174
"Albania","DNK",2048,1.73508352924382
"Albania","DNK",2049,1.69545416666667
"Albania","DNK",2050,1.65672993998171
"Algeria","DOM",2021,3.71239498028802
"Algeria","DOM",2022,3.6276037617537
"Algeria","DOM",2023,3.5447491773272
"Algeria","DOM",2024,3.46378699422436
"Algeria","DOM",2025,3.38467398993923
"Algeria","DOM",2026,3.30736792916923
"Algeria","DOM",2027,3.23182754126744
"Algeria","DOM",2028,3.15801249820982
"Algeria","DOM",2029,3.08588339306566
"Algeria","DOM",2030,3.01540171895981
"Algeria","DOM",2031,2.94652984851534
"Algeria","DOM",2032,2.87923101376581
"Algeria","DOM",2033,2.8134692865263
"Algeria","DOM",2034,2.74920955921276
"Algeria","DOM",2035,2.68641752609947
"Algeria","DOM",2036,2.62505966500456
"Algeria","DOM",2037,2.56510321939387
"Algeria","DOM",2038,2.5065161808935
"Algeria","DOM",2039,2.44926727220182
"Algeria","DOM",2040,2.39332593039176
"Algeria","DOM",2041,2.33866229059447
"Algeria","DOM",2042,2.28524717005566
"Algeria","DOM",2043,2.23305205255603
"Algeria","DOM",2044,2.18204907318768
"Algeria","DOM",2045,2.13221100347805
"Algeria","DOM",2046,2.08351123685377
"Algeria","DOM",2047,2.03592377443642
"Algeria","DOM",2048,1.98942321116283
"Algeria","DOM",2049,1.94398472222222
"Algeria","DOM",2050,1.89958404980332
"Algeria","DZA",2021,3.71239498028802
"Algeria","DZA",2022,3.6276037617537
"Algeria","DZA",2023,3.5447491773272
"Algeria","DZA",2024,3.46378699422436
"Algeria","DZA",2025,3.38467398993923
"Algeria","DZA",2026,3.30736792916923
"Algeria","DZA",2027,3.23182754126744
"Algeria","DZA",2028,3.15801249820982
"Algeria","DZA",2029,3.08588339306566
"Algeria","DZA",2030,3.01540171895981
"Algeria","DZA",2031,2.94652984851534
"Algeria","DZA",2032,2.87923101376581
"Algeria","DZA",2033,2.8134692865263
"Algeria","DZA",2034,2.74920955921276
"Algeria","DZA",2035,2.68641752609947
"Algeria","DZA",2036,2.62505966500456
"Algeria","DZA",2037,2.56510321939387
"Algeria","DZA",2038,2.5065161808935
"Algeria","DZA",2039,2.44926727220182
"Algeria","DZA",2040,2.39332593039176
"Algeria","DZA",2041,2.33866229059447
"Algeria","DZA",2042,2.28524717005566
"Algeria","DZA",2043,2.23305205255603
"Algeria","DZA",2044,2.18204907318768
"Algeria","DZA",2045,2.13221100347805
"Algeria","DZA",2046,2.08351123685377
"Algeria","DZA",2047,2.03592377443642
"Algeria","DZA",2048,1.98942321116283
"Algeria","DZA",2049,1.94398472222222
"Algeria","DZA",2050,1.89958404980332
"Algeria","ECU",2021,3.71239498028802
"Algeria","ECU",2022,3.6276037617537
"Algeria","ECU",2023,3.5447491773272
"Algeria","ECU",2024,3.46378699422436
"Algeria","ECU",2025,3.38467398993923
"Algeria","ECU",2026,3.30736792916923
"Algeria","ECU",2027,3.23182754126744
"Algeria","ECU",2028,3.15801249820982
"Algeria","ECU",2029,3.08588339306566
"Algeria","ECU",2030,3.01540171895981
"Algeria","ECU",2031,2.94652984851534
"Algeria","ECU",2032,2.87923101376581
"Algeria","ECU",2033,2.8134692865263
"Algeria","ECU",2034,2.74920955921276
"Algeria","ECU",2035,2.68641752609947
"Algeria","ECU",2036,2.62505966500456
"Algeria","ECU",2037,2.56510321939387
"Algeria","ECU",2038,2.5065161808935
"Algeria","ECU",2039,2.44926727220182
"Algeria","ECU",2040,2.39332593039176
"Algeria","ECU",2041,2.33866229059447
"Algeria","ECU",2042,2.28524717005566
"Algeria","ECU",2043,2.23305205255603
"Algeria","ECU",2044,2.18204907318768
"Algeria","ECU",2045,2.13221100347805
"Algeria","ECU",2046,2.08351123685377
"Algeria","ECU",2047,2.03592377443642
"Algeria","ECU",2048,1.98942321116283
"Algeria","ECU",2049,1.94398472222222
"Algeria","ECU",2050,1.89958404980332
"Algeria","EGY",2021,3.71239498028802
"Algeria","EGY",2022,3.6276037617537
"Algeria","EGY",2023,3.5447491773272
"Algeria","EGY",2024,3.46378699422436
"Algeria","EGY",2025,3.38467398993923
"Algeria","EGY",2026,3.30736792916923
"Algeria","EGY",2027,3.23182754126744
"Algeria","EGY",2028,3.15801249820982
"Algeria","EGY",2029,3.08588339306566
"Algeria","EGY",2030,3.01540171895981
"Algeria","EGY",2031,2.94652984851534
"Algeria","EGY",2032,2.87923101376581
"Algeria","EGY",2033,2.8134692865263
"Algeria","EGY",2034,2.74920955921276
"Algeria","EGY",2035,2.68641752609947
"Algeria","EGY",2036,2.62505966500456
"Algeria","EGY",2037,2.56510321939387
"Algeria","EGY",2038,2.5065161808935
"Algeria","EGY",2039,2.44926727220182
"Algeria","EGY",2040,2.39332593039176
"Algeria","EGY",2041,2.33866229059447
"Algeria","EGY",2042,2.28524717005566
"Algeria","EGY",2043,2.23305205255603
"Algeria","EGY",2044,2.18204907318768
"Algeria","EGY",2045,2.13221100347805
"Algeria","EGY",2046,2.08351123685377
"Algeria","EGY",2047,2.03592377443642
"Algeria","EGY",2048,1.98942321116283
"Algeria","EGY",2049,1.94398472222222
"Algeria","EGY",2050,1.89958404980332
"Algeria","ERI",2021,3.71239498028802
"Algeria","ERI",2022,3.6276037617537
"Algeria","ERI",2023,3.5447491773272
"Algeria","ERI",2024,3.46378699422436
"Algeria","ERI",2025,3.38467398993923
"Algeria","ERI",2026,3.30736792916923
"Algeria","ERI",2027,3.23182754126744
"Algeria","ERI",2028,3.15801249820982
"Algeria","ERI",2029,3.08588339306566
"Algeria","ERI",2030,3.01540171895981
"Algeria","ERI",2031,2.94652984851534
"Algeria","ERI",2032,2.87923101376581
"Algeria","ERI",2033,2.8134692865263
"Algeria","ERI",2034,2.74920955921276
"Algeria","ERI",2035,2.68641752609947
"Algeria","ERI",2036,2.62505966500456
"Algeria","ERI",2037,2.56510321939387
"Algeria","ERI",2038,2.5065161808935
"Algeria","ERI",2039,2.44926727220182
"Algeria","ERI",2040,2.39332593039176
"Algeria","ERI",2041,2.33866229059447
"Algeria","ERI",2042,2.28524717005566
"Algeria","ERI",2043,2.23305205255603
"Algeria","ERI",2044,2.18204907318768
"Algeria","ERI",2045,2.13221100347805
"Algeria","ERI",2046,2.08351123685377
"Algeria","ERI",2047,2.03592377443642
"Algeria","ERI",2048,1.98942321116283
"Algeria","ERI",2049,1.94398472222222
"Algeria","ERI",2050,1.89958404980332
"Algeria","ESH",2021,3.71239498028802
"Algeria","ESH",2022,3.6276037617537
"Algeria","ESH",2023,3.5447491773272
"Algeria","ESH",2024,3.46378699422436
"Algeria","ESH",2025,3.38467398993923
"Algeria","ESH",2026,3.30736792916923
"Algeria","ESH",2027,3.23182754126744
"Algeria","ESH",2028,3.15801249820982
"Algeria","ESH",2029,3.08588339306566
"Algeria","ESH",2030,3.01540171895981
"Algeria","ESH",2031,2.94652984851534
"Algeria","ESH",2032,2.87923101376581
"Algeria","ESH",2033,2.8134692865263
"Algeria","ESH",2034,2.74920955921276
"Algeria","ESH",2035,2.68641752609947
"Algeria","ESH",2036,2.62505966500456
"Algeria","ESH",2037,2.56510321939387
"Algeria","ESH",2038,2.5065161808935
"Algeria","ESH",2039,2.44926727220182
"Algeria","ESH",2040,2.39332593039176
"Algeria","ESH",2041,2.33866229059447
"Algeria","ESH",2042,2.28524717005566
"Algeria","ESH",2043,2.23305205255603
"Algeria","ESH",2044,2.18204907318768
"Algeria","ESH",2045,2.13221100347805
"Algeria","ESH",2046,2.08351123685377
"Algeria","ESH",2047,2.03592377443642
"Algeria","ESH",2048,1.98942321116283
"Algeria","ESH",2049,1.94398472222222
"Algeria","ESH",2050,1.89958404980332
"Algeria","ESP",2021,3.71239498028802
"Algeria","ESP",2022,3.6276037617537
"Algeria","ESP",2023,3.5447491773272
"Algeria","ESP",2024,3.46378699422436
"Algeria","ESP",2025,3.38467398993923
"Algeria","ESP",2026,3.30736792916923
"Algeria","ESP",2027,3.23182754126744
"Algeria","ESP",2028,3.15801249820982
"Algeria","ESP",2029,3.08588339306566
"Algeria","ESP",2030,3.01540171895981
"Algeria","ESP",2031,2.94652984851534
"Algeria","ESP",2032,2.87923101376581
"Algeria","ESP",2033,2.8134692865263
"Algeria","ESP",2034,2.74920955921276
"Algeria","ESP",2035,2.68641752609947
"Algeria","ESP",2036,2.62505966500456
"Algeria","ESP",2037,2.56510321939387
"Algeria","ESP",2038,2.5065161808935
"Algeria","ESP",2039,2.44926727220182
"Algeria","ESP",2040,2.39332593039176
"Algeria","ESP",2041,2.33866229059447
"Algeria","ESP",2042,2.28524717005566
"Algeria","ESP",2043,2.23305205255603
"Algeria","ESP",2044,2.18204907318768
"Algeria","ESP",2045,2.13221100347805
"Algeria","ESP",2046,2.08351123685377
"Algeria","ESP",2047,2.03592377443642
"Algeria","ESP",2048,1.98942321116283
"Algeria","ESP",2049,1.94398472222222
"Algeria","ESP",2050,1.89958404980332
"Algeria","EST",2021,3.71239498028802
"Algeria","EST",2022,3.6276037617537
"Algeria","EST",2023,3.5447491773272
"Algeria","EST",2024,3.46378699422436
"Algeria","EST",2025,3.38467398993923
"Algeria","EST",2026,3.30736792916923
"Algeria","EST",2027,3.23182754126744
"Algeria","EST",2028,3.15801249820982
