,Nation,iso_code3,Year,consumpinit_scoe_gj_per_hh_residential_elec_appliances
148,Angola,AGO,2039,46.35710585798662
149,Angola,AGO,2040,47.23655143064703
150,Angola,AGO,2041,48.11599092815137
151,Angola,AGO,2042,48.995436517343194
152,Angola,AGO,2043,49.87487599066742
153,Angola,AGO,2044,51.40817607323789
154,Angola,AGO,2045,52.94147616053598
155,Angola,AGO,2046,54.47477625237452
156,Angola,AGO,2047,56.00807634857568
157,Angola,AGO,2048,57.541376448970986
158,Angola,AGO,2049,57.541376448970986
159,Angola,AGO,2050,57.541376448970986
169,Argentina,ARG,2020,39.783150335894064
170,Argentina,ARG,2021,40.20901201285553
171,Argentina,ARG,2022,40.634876633910956
172,Argentina,ARG,2023,41.06074125924625
173,Argentina,ARG,2024,42.55128003327794
174,Argentina,ARG,2025,44.04181883026935
175,Argentina,ARG,2026,45.53235764985366
176,Argentina,ARG,2027,47.022896491671496
177,Argentina,ARG,2028,48.51343192881669
178,Argentina,ARG,2029,50.065174765505326
179,Argentina,ARG,2030,51.61691765366586
180,Argentina,ARG,2031,53.16866059259676
181,Argentina,ARG,2032,54.720399786593525
182,Argentina,ARG,2033,56.27214273496916
183,Argentina,ARG,2034,57.82905186908833
184,Argentina,ARG,2035,59.385965019434686
185,Argentina,ARG,2036,60.94287414067474
186,Argentina,ARG,2037,62.499783210410136
187,Argentina,ARG,2038,64.05669222923356
188,Argentina,ARG,2039,65.59729896510359
189,Argentina,ARG,2040,67.13790577800306
190,Argentina,ARG,2041,68.67850805750938
191,Argentina,ARG,2042,70.21911493282958
192,Argentina,ARG,2043,71.75971709524889
193,Argentina,ARG,2044,73.34101174787587
194,Argentina,ARG,2045,74.92230645362216
195,Argentina,ARG,2046,76.50360121214888
196,Argentina,ARG,2047,78.0848908568151
197,Argentina,ARG,2048,79.6661856264318
198,Argentina,ARG,2049,79.6661856264318
199,Argentina,ARG,2050,79.6661856264318
209,Armenia,ARM,2020,3.6859542749132816
210,Armenia,ARM,2021,3.8309613047538176
211,Armenia,ARM,2022,3.9759682431355072
212,Armenia,ARM,2023,4.120975089035713
213,Armenia,ARM,2024,4.25124384412153
214,Armenia,ARM,2025,4.381512635051259
215,Armenia,ARM,2026,4.511781462263866
216,Armenia,ARM,2027,4.642050326205514
217,Armenia,ARM,2028,4.772319227329705
218,Armenia,ARM,2029,4.906636465724186
219,Armenia,ARM,2030,5.040946980098979
220,Armenia,ARM,2031,5.175264179518476
221,Armenia,ARM,2032,5.309581465972452
222,Armenia,ARM,2033,5.443898840662568
223,Armenia,ARM,2034,5.576687570817081
224,Armenia,ARM,2035,5.709476240533639
225,Armenia,ARM,2036,5.842264848826628
226,Armenia,ARM,2037,5.975053394688886
227,Armenia,ARM,2038,6.107841877091113
228,Armenia,ARM,2039,6.22882652241402
229,Armenia,ARM,2040,6.349802424518564
230,Armenia,ARM,2041,6.470778176409845
231,Armenia,ARM,2042,6.591763294553386
232,Armenia,ARM,2043,6.712738975576719
233,Armenia,ARM,2044,6.817564622322521
234,Armenia,ARM,2045,6.922380238713638
235,Armenia,ARM,2046,7.0272060194984896
236,Armenia,ARM,2047,7.1320213077508505
237,Armenia,ARM,2048,7.236847225156848
238,Armenia,ARM,2049,7.236847225156848
239,Armenia,ARM,2050,7.236847225156848
249,Aruba,ABW,2020,0.5162492029255135
250,Aruba,ABW,2021,0.5199188345556884
251,Aruba,ABW,2022,0.5235884675262226
252,Aruba,ABW,2023,0.5272581017962532
253,Aruba,ABW,2024,0.5116990289302985
254,Aruba,ABW,2025,0.4961291410474127
255,Aruba,ABW,2026,0.480570210158407
256,Aruba,ABW,2027,0.46501113511539616
257,Aruba,ABW,2028,0.4494519196953804
258,Aruba,ABW,2029,0.43454815005502073
259,Aruba,ABW,2030,0.41964434762754704
260,Aruba,ABW,2031,0.40474051314606724
261,Aruba,ABW,2032,0.3898366473219947
262,Aruba,ABW,2033,0.37493275084584593
263,Aruba,ABW,2034,0.36111343208293134
264,Aruba,ABW,2035,0.3472870769651782
265,Aruba,ABW,2036,0.3334678370229144
266,Aruba,ABW,2037,0.31964847685534786
267,Aruba,ABW,2038,0.3058289987591038
268,Aruba,ABW,2039,0.29322314634644653
269,Aruba,ABW,2040,0.28061730235959675
270,Aruba,ABW,2041,0.2680114666606305
271,Aruba,ABW,2042,0.25540563911461855
272,Aruba,ABW,2043,0.2427998195895439
273,Aruba,ABW,2044,0.23163623312569423
274,Aruba,ABW,2045,0.2204770688941646
275,Aruba,ABW,2046,0.20931771516568295
276,Aruba,ABW,2047,0.19815447777531095
277,Aruba,ABW,2048,0.18699497696147596
278,Aruba,ABW,2049,0.18699497696147596
279,Aruba,ABW,2050,0.18699497696147596
289,Australia,AUS,2020,42.652994359439
290,Australia,AUS,2021,43.53431933690859
291,Australia,AUS,2022,44.41564431871269
292,Australia,AUS,2023,45.296969304680225
293,Australia,AUS,2024,46.352277631206896
294,Australia,AUS,2025,47.40758595359202
295,Australia,AUS,2026,48.462894271985704
296,Australia,AUS,2027,49.518202586530364
297,Australia,AUS,2028,50.573510897362205
298,Australia,AUS,2029,51.63516795269082
299,Australia,AUS,2030,52.6968206512408
300,Australia,AUS,2031,53.75847772708249
301,Australia,AUS,2032,54.820130366633514
302,Australia,AUS,2033,55.881787462523434
303,Australia,AUS,2034,57.00401933786998
304,Australia,AUS,2035,58.1262557634736
305,Australia,AUS,2036,59.248487604259566
306,Australia,AUS,2037,60.37072407837468
307,Australia,AUS,2038,61.49295588583406
308,Australia,AUS,2039,62.69656904732443
309,Australia,AUS,2040,63.900182222789965
310,Australia,AUS,2041,65.10379541183192
311,Australia,AUS,2042,66.30740861406657
312,Australia,AUS,2043,67.51102182912452
313,Australia,AUS,2044,68.7125209411023
314,Australia,AUS,2045,69.91402001376554
315,Australia,AUS,2046,71.11552410303753
316,Australia,AUS,2047,72.31702314047396
317,Australia,AUS,2048,73.5185272757117
318,Australia,AUS,2049,73.5185272757117
319,Australia,AUS,2050,73.5185272757117
329,Austria,AUT,2020,69.13671238314551
330,Austria,AUT,2021,70.14151373282502
331,Austria,AUT,2022,71.14631492040816
332,Austria,AUT,2023,72.15113499774733
333,Austria,AUT,2024,73.15553564268332
334,Austria,AUT,2025,74.15993629566307
335,Austria,AUT,2026,75.16433695662424
336,Austria,AUT,2027,76.168737625505
337,Austria,AUT,2028,77.17313830224431
338,Austria,AUT,2029,78.2653161210077
339,Austria,AUT,2030,79.357493763297
340,Austria,AUT,2031,80.44969207186142
341,Austria,AUT,2032,81.54186960491384
342,Austria,AUT,2033,82.63404696369832
343,Austria,AUT,2034,83.88189446067825
344,Austria,AUT,2035,85.12972039176798
345,Austria,AUT,2036,86.37756826010028
346,Austria,AUT,2037,87.6253939907841
347,Austria,AUT,2038,88.87324222781372
348,Austria,AUT,2039,90.20524907925811
349,Austria,AUT,2040,91.53727890112346
350,Austria,AUT,2041,92.86930894465125
351,Austria,AUT,2042,94.20131522723398
352,Austria,AUT,2043,95.53334540501257
353,Austria,AUT,2044,96.8296333364693
354,Austria,AUT,2045,98.12592122509112
355,Austria,AUT,2046,99.42220907099697
356,Austria,AUT,2047,100.71849687430534
357,Austria,AUT,2048,102.01478463513428
358,Austria,AUT,2049,102.01478463513428
359,Austria,AUT,2050,102.01478463513428
369,Azerbaijan,AZE,2020,62.0516589730267
370,Azerbaijan,AZE,2021,62.833584092289406
371,Azerbaijan,AZE,2022,63.615509301420815
372,Azerbaijan,AZE,2023,64.39743459891423
373,Azerbaijan,AZE,2024,65.17678003672721
374,Azerbaijan,AZE,2025,65.95615311217661
375,Azerbaijan,AZE,2026,66.73549833809957
376,Azerbaijan,AZE,2027,67.51487164345038
377,Azerbaijan,AZE,2028,68.29421666066847
378,Azerbaijan,AZE,2029,68.48677512585627
379,Azerbaijan,AZE,2030,68.67933359486608
380,Azerbaijan,AZE,2031,68.8719205485763
381,Azerbaijan,AZE,2032,69.06447901551819
382,Azerbaijan,AZE,2033,69.25703748623542
383,Azerbaijan,AZE,2034,69.59819672202859
384,Azerbaijan,AZE,2035,69.93935595340022
385,Azerbaijan,AZE,2036,70.28051518038306
386,Azerbaijan,AZE,2037,70.62167440300948
387,Azerbaijan,AZE,2038,70.96283362131162
388,Azerbaijan,AZE,2039,71.54327449026903
389,Azerbaijan,AZE,2040,72.12371548395681
390,Azerbaijan,AZE,2041,72.70412720014534
391,Azerbaijan,AZE,2042,73.28456824388448
392,Azerbaijan,AZE,2043,73.86500941145847
393,Azerbaijan,AZE,2044,74.60539833595169
394,Azerbaijan,AZE,2045,75.34581719056224
395,Azerbaijan,AZE,2046,76.08623617803732
396,Azerbaijan,AZE,2047,76.82665529841447
397,Azerbaijan,AZE,2048,77.56707455173118
398,Azerbaijan,AZE,2049,77.56707455173118
399,Azerbaijan,AZE,2050,77.56707455173118
409,"Bahamas, The",BHS,2020,2.0985752854270143
410,"Bahamas, The",BHS,2021,2.1335287240129777
411,"Bahamas, The",BHS,2022,2.1684822197022493
412,"Bahamas, The",BHS,2023,2.2034357708069088
413,"Bahamas, The",BHS,2024,2.2447941302302934
414,"Bahamas, The",BHS,2025,2.2861752126254595
415,"Bahamas, The",BHS,2026,2.327556400256035
416,"Bahamas, The",BHS,2027,2.368937690367014
417,"Bahamas, The",BHS,2028,2.41029541236129
418,"Bahamas, The",BHS,2029,2.451019017449264
419,"Bahamas, The",BHS,2030,2.4917426532167672
420,"Bahamas, The",BHS,2031,2.5324663189703807
421,"Bahamas, The",BHS,2032,2.5731900140374218
422,"Bahamas, The",BHS,2033,2.6139137377651833
423,"Bahamas, The",BHS,2034,2.6555934492590634
424,"Bahamas, The",BHS,2035,2.6972982120173086
425,"Bahamas, The",BHS,2036,2.7389778978320822
426,"Bahamas, The",BHS,2037,2.7806574576211696
427,"Bahamas, The",BHS,2038,2.8223368937396933
428,"Bahamas, The",BHS,2039,2.8661513019664855
429,"Bahamas, The",BHS,2040,2.909939569684193
430,"Bahamas, The",BHS,2041,2.9537541977085557
431,"Bahamas, The",BHS,2042,2.997569062800546
432,"Bahamas, The",BHS,2043,3.0413570073499825
433,"Bahamas, The",BHS,2044,3.083635867083086
434,"Bahamas, The",BHS,2045,3.125914746662934
435,"Bahamas, The",BHS,2046,3.1681936458365683
436,"Bahamas, The",BHS,2047,3.2104725643553103
437,"Bahamas, The",BHS,2048,3.2527515019746764
438,"Bahamas, The",BHS,2049,3.2527515019746764
439,"Bahamas, The",BHS,2050,3.2527515019746764
449,Bahrain,BHR,2020,7.9377910263754305
450,Bahrain,BHR,2021,8.112828861432009
451,Bahrain,BHR,2022,8.287866688736612
452,Bahrain,BHR,2023,8.462887820904559
453,Bahrain,BHR,2024,8.840154888604694
454,Bahrain,BHR,2025,9.21742202820822
455,Bahrain,BHR,2026,9.594689235344513
456,Bahrain,BHR,2027,9.971956505990288
457,Bahrain,BHR,2028,10.349223836435455
458,Bahrain,BHR,2029,10.770434194189408
459,Bahrain,BHR,2030,11.191644727899059
460,Bahrain,BHR,2031,11.612835877805603
461,Bahrain,BHR,2032,12.034046385677126
462,Bahrain,BHR,2033,12.455257055074648
463,Bahrain,BHR,2034,12.900131077406
464,Bahrain,BHR,2035,13.344984336084138
465,Bahrain,BHR,2036,13.789858394725526
466,Bahrain,BHR,2037,14.234732639988138
467,Bahrain,BHR,2038,14.67960706295235
468,Bahrain,BHR,2039,15.125084263937094
469,Bahrain,BHR,2040,15.570561274311535
470,Bahrain,BHR,2041,16.016038102469274
471,Bahrain,BHR,2042,16.461537948377376
472,Bahrain,BHR,2043,16.907014723323865
473,Bahrain,BHR,2044,17.353612409729333
474,Bahrain,BHR,2045,17.800209976264792
475,Bahrain,BHR,2046,18.24683181209409
476,Bahrain,BHR,2047,18.693429438775073
477,Bahrain,BHR,2048,19.140026951463142
478,Bahrain,BHR,2049,19.140026951463142
479,Bahrain,BHR,2050,19.140026951463142
489,Bangladesh,BGD,2020,81.87887407203021
490,Bangladesh,BGD,2021,87.34452068550263
491,Bangladesh,BGD,2022,92.81016733117603
492,Bangladesh,BGD,2023,98.2758140081576
493,Bangladesh,BGD,2024,104.39007008237473
494,Bangladesh,BGD,2025,110.50432617232762
495,Bangladesh,BGD,2026,116.61857923863029
496,Bangladesh,BGD,2027,122.73283522404039
497,Bangladesh,BGD,2028,128.8470912261728
498,Bangladesh,BGD,2029,135.70726007241632
499,Bangladesh,BGD,2030,142.56742899542562
500,Bangladesh,BGD,2031,149.42759799380514
501,Bangladesh,BGD,2032,156.28776315172504
502,Bangladesh,BGD,2033,163.14793214943452
503,Bangladesh,BGD,2034,171.28915132992105
504,Bangladesh,BGD,2035,179.43037052557767
505,Bangladesh,BGD,2036,187.5715897361952
506,Bangladesh,BGD,2037,195.71280896156745
507,Bangladesh,BGD,2038,203.8540282014938
508,Bangladesh,BGD,2039,213.257390982792
509,Bangladesh,BGD,2040,222.66074851155582
510,Bangladesh,BGD,2041,232.06411134307965
511,Bangladesh,BGD,2042,241.46747430410963
512,Bangladesh,BGD,2043,250.87083138473926
513,Bangladesh,BGD,2044,261.55653071323934
514,Bangladesh,BGD,2045,272.2422238195896
515,Bangladesh,BGD,2046,282.9279234552662
516,Bangladesh,BGD,2047,293.6136163806506
517,Bangladesh,BGD,2048,304.2993163211908
518,Bangladesh,BGD,2049,304.2993163211908
519,Bangladesh,BGD,2050,304.2993163211908
529,Barbados,BRB,2020,0.8238652169988826
530,Barbados,BRB,2021,0.8367635668393998
531,Barbados,BRB,2022,0.8496534214929413
532,Barbados,BRB,2023,0.8625431878946588
533,Barbados,BRB,2024,0.869519656375181
534,Barbados,BRB,2025,0.876487279085488
535,Barbados,BRB,2026,0.8834637997039065
536,Barbados,BRB,2027,0.8904403804259903
537,Barbados,BRB,2028,0.8974079111040362
538,Barbados,BRB,2029,0.9042834351154988
539,Barbados,BRB,2030,0.9111589390201043
540,Barbados,BRB,2031,0.9180437601784783
541,Barbados,BRB,2032,0.9249192997160527
542,Barbados,BRB,2033,0.9317948191277855
543,Barbados,BRB,2034,0.9388349863291193
544,Barbados,BRB,2035,0.9458847421571284
545,Barbados,BRB,2036,0.9529248364951549
546,Barbados,BRB,2037,0.9599747010835662
547,Barbados,BRB,2038,0.9670147220601026
548,Barbados,BRB,2039,0.9745355902568786
549,Barbados,BRB,2040,0.9820665597085096
550,Barbados,BRB,2041,0.989587415750878
551,Barbados,BRB,2042,0.9971082105815078
552,Barbados,BRB,2043,1.004628943621108
553,Barbados,BRB,2044,1.0116979548922167
554,Barbados,BRB,2045,1.0187669795988838
555,Barbados,BRB,2046,1.0258360179004409
556,Barbados,BRB,2047,1.0329050699587492
557,Barbados,BRB,2048,1.0399741359382502
558,Barbados,BRB,2049,1.0399741359382502
559,Barbados,BRB,2050,1.0399741359382502
569,Belarus,BLR,2020,50.948102117275205
570,Belarus,BLR,2021,51.43298065825072
571,Belarus,BLR,2022,51.917859181216244
572,Belarus,BLR,2023,52.402737685967146
573,Belarus,BLR,2024,53.81718947460742
574,Belarus,BLR,2025,55.23162694253618
575,Belarus,BLR,2026,56.646064043016075
576,Belarus,BLR,2027,58.0605164887136
577,Belarus,BLR,2028,59.47495328960417
578,Belarus,BLR,2029,60.84987892652781
579,Belarus,BLR,2030,62.224804616503796
580,Belarus,BLR,2031,63.59973036018593
581,Belarus,BLR,2032,64.9746561582387
582,Belarus,BLR,2033,66.34958201133772
583,Belarus,BLR,2034,67.61218871679486
584,Belarus,BLR,2035,68.8747952280365
585,Belarus,BLR,2036,70.13742123487202
586,Belarus,BLR,2037,71.40002778552949
587,Belarus,BLR,2038,72.66263413837993
588,Belarus,BLR,2039,73.73771599455368
589,Belarus,BLR,2040,74.81279770703807
590,Belarus,BLR,2041,75.8879010163324
591,Belarus,BLR,2042,76.96298283486304
592,Belarus,BLR,2043,78.0380645076118
593,Belarus,BLR,2044,78.92180233250068
594,Belarus,BLR,2045,79.80554026288777
595,Belarus,BLR,2046,80.68927830017532
596,Belarus,BLR,2047,81.57299246207907
597,Belarus,BLR,2048,82.45673034926416
598,Belarus,BLR,2049,82.45673034926416
599,Belarus,BLR,2050,82.45673034926416
609,Belgium,BEL,2020,64.29066751903174
610,Belgium,BEL,2021,65.22407669743413
611,Belgium,BEL,2022,66.15749926615025
612,Belgium,BEL,2023,67.09092188473822
613,Belgium,BEL,2024,68.30911625608287
614,Belgium,BEL,2025,69.52729666825424
615,Belgium,BEL,2026,70.745491155196
616,Belgium,BEL,2027,71.96367130862032
617,Belgium,BEL,2028,73.18186590982724
618,Belgium,BEL,2029,74.59724219130443
619,Belgium,BEL,2030,76.01260349267702
620,Belgium,BEL,2031,77.4279798231381
621,Belgium,BEL,2032,78.84335628845962
622,Belgium,BEL,2033,80.25873288709113
623,Belgium,BEL,2034,81.80145332022875
624,Belgium,BEL,2035,83.34417355529348
625,Belgium,BEL,2036,84.88691010234187
626,Belgium,BEL,2037,86.4296301876765
627,Belgium,BEL,2038,87.97236706587991
628,Belgium,BEL,2039,89.55425938174824
629,Belgium,BEL,2040,91.1361688977852
630,Belgium,BEL,2041,92.71806089459831
631,Belgium,BEL,2042,94.29997058708342
632,Belgium,BEL,2043,95.88186226934954
633,Belgium,BEL,2044,97.47549725023337
634,Belgium,BEL,2045,99.0691322410336
635,Belgium,BEL,2046,100.66276724166663
636,Belgium,BEL,2047,102.25640225204992
637,Belgium,BEL,2048,103.8500372721017
638,Belgium,BEL,2049,103.8500372721017
639,Belgium,BEL,2050,103.8500372721017
649,Belize,BLZ,2020,0.4539954752559123
650,Belize,BLZ,2021,0.46114252483825735
651,Belize,BLZ,2022,0.46829440685389756
652,Belize,BLZ,2023,0.47544146739356297
653,Belize,BLZ,2024,0.4904134094268165
654,Belize,BLZ,2025,0.5053803134104933
655,Belize,BLZ,2026,0.5203522178443803
656,Belize,BLZ,2027,0.5353241558542773
657,Belize,BLZ,2028,0.5502961265582881
658,Belize,BLZ,2029,0.5677184972053408
659,Belize,BLZ,2030,0.5851464004096936
660,Belize,BLZ,2031,0.6025686954109658
661,Belize,BLZ,2032,0.6199908911468265
662,Belize,BLZ,2033,0.6374189961585707
663,Belize,BLZ,2034,0.6577807389215632
664,Belize,BLZ,2035,0.6781424193318824
665,Belize,BLZ,2036,0.698504038478877
666,Belize,BLZ,2037,0.7188722145607692
667,Belize,BLZ,2038,0.7392338626048112
668,Belize,BLZ,2039,0.7625611879343467
669,Belize,BLZ,2040,0.7858955049573018
670,Belize,BLZ,2041,0.8092227388216038
671,Belize,BLZ,2042,0.8325498387526896
672,Belize,BLZ,2043,0.8558844654589252
673,Belize,BLZ,2044,0.8820931301433174
674,Belize,BLZ,2045,0.9083016537647397
675,Belize,BLZ,2046,0.9345183187656301
676,Belize,BLZ,2047,0.9607267690170848
677,Belize,BLZ,2048,0.9869350809574168
678,Belize,BLZ,2049,0.9869350809574168
679,Belize,BLZ,2050,0.9869350809574168
689,Benin,BEN,2020,4.723784764941513
690,Benin,BEN,2021,5.0189748193750425
691,Benin,BEN,2022,5.314166983741472
692,Benin,BEN,2023,5.609359190363011
693,Benin,BEN,2024,5.952295728826087
694,Benin,BEN,2025,6.295229835441853
695,Benin,BEN,2026,6.638166365886816
696,Benin,BEN,2027,6.981102933851333
697,Benin,BEN,2028,7.324039537197164
698,Benin,BEN,2029,7.7674165337463705
699,Benin,BEN,2030,8.210796368215926
700,Benin,BEN,2031,8.654173288904229
701,Benin,BEN,2032,9.097550122951606
702,Benin,BEN,2033,9.540930106990533
703,Benin,BEN,2034,10.141264987202339
704,Benin,BEN,2035,10.741599816568028
705,Benin,BEN,2036,11.341934597476587
706,Benin,BEN,2037,11.942273128379673
707,Benin,BEN,2038,12.542607949250392
708,Benin,BEN,2039,13.345355864545288
709,Benin,BEN,2040,14.148107925466501
710,Benin,BEN,2041,14.950855711674214
711,Benin,BEN,2042,15.753603347530978
712,Benin,BEN,2043,16.55635567071702
713,Benin,BEN,2044,17.61134502047042
714,Benin,BEN,2045,18.666339481211498
715,Benin,BEN,2046,19.721328665481415
716,Benin,BEN,2047,20.776323428408666
717,Benin,BEN,2048,21.831312453416032
718,Benin,BEN,2049,21.831312453416032
719,Benin,BEN,2050,21.831312453416032
729,Bhutan,BTN,2020,1.2036382828600503
730,Bhutan,BTN,2021,1.266309773445457
731,Bhutan,BTN,2022,1.328981273095417
732,Bhutan,BTN,2023,1.391652781402228
733,Bhutan,BTN,2024,1.504085074891385
734,Bhutan,BTN,2025,1.6165104522219187
735,Bhutan,BTN,2026,1.7289357188334924
736,Bhutan,BTN,2027,1.8413608792171194
737,Bhutan,BTN,2028,1.9537859376241662
738,Bhutan,BTN,2029,2.083296936936879
739,Bhutan,BTN,2030,2.2128174668266736
740,Bhutan,BTN,2031,2.3423282964592684
741,Bhutan,BTN,2032,2.471838821605031
742,Bhutan,BTN,2033,2.6013602208369226
743,Bhutan,BTN,2034,2.7510206245022357
744,Bhutan,BTN,2035,2.90069259748383
745,Bhutan,BTN,2036,3.050364958834246
746,Bhutan,BTN,2037,3.200024549319587
747,Bhutan,BTN,2038,3.3496971819251775
748,Bhutan,BTN,2039,3.5185729082095833
749,Bhutan,BTN,2040,3.6874483810025414
750,Bhutan,BTN,2041,3.856323607779654
751,Bhutan,BTN,2042,4.025214319403131
752,Bhutan,BTN,2043,4.194089577155689
753,Bhutan,BTN,2044,4.377775746853145
754,Bhutan,BTN,2045,4.561462104530998
755,Bhutan,BTN,2046,4.745130761525234
756,Bhutan,BTN,2047,4.92881694682826
757,Bhutan,BTN,2048,5.112503315081076
758,Bhutan,BTN,2049,5.112503315081076
759,Bhutan,BTN,2050,5.112503315081076
769,Bolivia,BOL,2020,10.197345082936568
770,Bolivia,BOL,2021,10.505615502450889
771,Bolivia,BOL,2022,10.813885934995856
772,Bolivia,BOL,2023,11.122156380140455
773,Bolivia,BOL,2024,11.779445557056974
774,Bolivia,BOL,2025,12.436738817820203
775,Bolivia,BOL,2026,13.094027852735042
776,Bolivia,BOL,2027,13.751321335852497
777,Bolivia,BOL,2028,14.408610233420662
778,Bolivia,BOL,2029,15.171929193895293
779,Bolivia,BOL,2030,15.93524822894528
780,Bolivia,BOL,2031,16.698561932354348
781,Bolivia,BOL,2032,17.461880909836314
782,Bolivia,BOL,2033,18.22519995982421
783,Bolivia,BOL,2034,19.13052461374335
784,Bolivia,BOL,2035,20.035843269485287
785,Bolivia,BOL,2036,20.94116173476917
786,Bolivia,BOL,2037,21.846486782774708
787,Bolivia,BOL,2038,22.75180511190432
788,Bolivia,BOL,2039,23.81532187334107
789,Bolivia,BOL,2040,24.878838720868004
790,Bolivia,BOL,2041,25.942355653070614
791,Bolivia,BOL,2042,27.005864537654016
792,Bolivia,BOL,2043,28.069381360657548
793,Bolivia,BOL,2044,29.296278779754797
