Year,iso_code3,yf_agrc_nuts_tonne_ha
2023,IRN,30170.786103405317
2024,IRN,30653.518681059802
2025,IRN,31143.974979956758
2026,IRN,31642.278579636066
2027,IRN,32148.555036910246
2028,IRN,32662.93191750081
2029,IRN,33185.53882818083
2030,IRN,33716.507449431716
2031,IRN,34255.97156862263
2032,IRN,34804.067113720586
2033,IRN,35360.932187540115
2034,IRN,35926.70710254076
2035,IRN,36501.53441618141
2036,IRN,37085.55896684031
2037,IRN,37678.927910309765
2038,IRN,38281.79075687472
2039,IRN,38894.29940898471
2040,IRN,39516.60819952847
2041,IRN,40148.873930720925
2042,IRN,40791.25591361246
2043,IRN,41443.91600823026
2044,IRN,42107.018664361945
2045,IRN,42780.730962991736
2046,IRN,43465.2226583996
2047,IRN,44160.666220934
2048,IRN,44867.23688046895
2049,IRN,45585.112670556446
2050,IRN,46314.47447328535
2020,IRQ,21308.21239999999
2021,IRQ,21649.143798399993
2022,IRQ,21995.53009917439
2023,IRQ,22347.45858076118
2024,IRQ,22705.01791805336
2025,IRQ,23068.298204742212
2026,IRQ,23437.39097601809
2027,IRQ,23812.38923163438
2028,IRQ,24193.38745934053
2029,IRQ,24580.48165868998
2030,IRQ,24973.769365229018
2031,IRQ,25373.349675072684
2032,IRQ,25779.32326987385
2033,IRQ,26191.79244219183
2034,IRQ,26610.8611212669
2035,IRQ,27036.63489920717
2036,IRQ,27469.221057594485
2037,IRQ,27908.728594516
2038,IRQ,28355.268252028254
2039,IRQ,28808.952544060707
2040,IRQ,29269.89578476568
2041,IRQ,29738.214117321928
2042,IRQ,30214.02554319908
2043,IRQ,30697.449951890267
2044,IRQ,31188.609151120512
2045,IRQ,31687.62689753844
2046,IRQ,32194.628927899055
2047,IRQ,32709.74299074544
2048,IRQ,33233.09887859737
2049,IRQ,33764.82846065492
2050,IRQ,34305.065716025405
2020,ISL,0.0
2021,ISL,0.0
2022,ISL,0.0
2023,ISL,0.0
2024,ISL,0.0
2025,ISL,0.0
2026,ISL,0.0
2027,ISL,0.0
2028,ISL,0.0
2029,ISL,0.0
2030,ISL,0.0
2031,ISL,0.0
2032,ISL,0.0
2033,ISL,0.0
2034,ISL,0.0
2035,ISL,0.0
2036,ISL,0.0
2037,ISL,0.0
2038,ISL,0.0
2039,ISL,0.0
2040,ISL,0.0
2041,ISL,0.0
2042,ISL,0.0
2043,ISL,0.0
2044,ISL,0.0
2045,ISL,0.0
2046,ISL,0.0
2047,ISL,0.0
2048,ISL,0.0
2049,ISL,0.0
2050,ISL,0.0
2020,ISR,278489.1672888888
2021,ISR,282944.99396551104
2022,ISR,287472.1138689592
2023,ISR,292071.66769086255
2024,ISR,296744.81437391636
2025,ISR,301492.73140389903
2026,ISR,306316.61510636145
2027,ISR,311217.6809480632
2028,ISR,316197.16384323227
2029,ISR,321256.318464724
2030,ISR,326396.4195601595
2031,ISR,331618.7622731221
2032,ISR,336924.66246949206
2033,ISR,342315.45706900395
2034,ISR,347792.504382108
2035,ISR,353357.1844522217
2036,ISR,359010.89940345724
2037,ISR,364755.07379391266
2038,ISR,370591.1549746152
2039,ISR,376520.61345420906
2040,ISR,382544.9432694764
2041,ISR,388665.66236178804
2042,ISR,394884.31295957667
2043,ISR,401202.4619669299
2044,ISR,407621.70135840075
2045,ISR,414143.6485801352
2046,ISR,420769.94695741736
2047,ISR,427502.26610873605
2048,ISR,434342.3023664758
2049,ISR,441291.77920433943
2050,ISR,448352.4476716089
2020,ITA,16947.756958518512
2021,ITA,17218.92106985481
2022,ITA,17494.423806972485
2023,ITA,17774.334587884045
2024,ITA,18058.72394129019
2025,ITA,18347.663524350835
2026,ITA,18641.226140740448
2027,ITA,18939.485758992298
2028,ITA,19242.517531136175
2029,ITA,19550.397811634353
2030,ITA,19863.2041766205
2031,ITA,20181.01544344643
2032,ITA,20503.911690541576
2033,ITA,20831.974277590238
2034,ITA,21165.28586603168
2035,ITA,21503.930439888187
2036,ITA,21847.9933269264
2037,ITA,22197.561220157226
2038,ITA,22552.722199679738
2039,ITA,22913.565754874617
2040,ITA,23280.182806952613
2041,ITA,23652.665731863854
2042,ITA,24031.108383573675
2043,ITA,24415.606117710853
2044,ITA,24806.255815594228
2045,ITA,25203.155908643737
2046,ITA,25606.406403182034
2047,ITA,26016.108905632947
2048,ITA,26432.366648123076
2049,ITA,26855.284514493043
2050,ITA,27284.969066724934
2020,JAM,10908.938755555555
2021,JAM,11083.481775644444
2022,JAM,11260.817484054754
2023,JAM,11440.990563799633
2024,JAM,11624.046412820426
2025,JAM,11810.031155425553
2026,JAM,11998.991653912362
2027,JAM,12190.975520374961
2028,JAM,12386.03112870096
2029,JAM,12584.207626760175
2030,JAM,12785.554948788338
2031,JAM,12990.123827968951
2032,JAM,13197.965809216455
2033,JAM,13409.13326216392
2034,JAM,13623.67939435854
2035,JAM,13841.658264668278
2036,JAM,14063.12479690297
2037,JAM,14288.13479365342
2038,JAM,14516.744950351873
2039,JAM,14749.012869557504
2040,JAM,14984.997075470425
2041,JAM,15224.757028677952
2042,JAM,15468.3531411368
2043,JAM,15715.846791394988
2044,JAM,15967.300340057307
2045,JAM,16222.777145498225
2046,JAM,16482.341579826196
2047,JAM,16746.059045103415
2048,JAM,17013.99598982507
2049,JAM,17286.21992566227
2050,JAM,17562.79944447287
2020,JOR,54763.63237037035
2021,JOR,55639.85048829628
2022,JOR,56530.088096109015
2023,JOR,57434.56950564676
2024,JOR,58353.522617737115
2025,JOR,59287.1789796209
2026,JOR,60235.77384329484
2027,JOR,61199.54622478756
2028,JOR,62178.73896438416
2029,JOR,63173.59878781431
2030,JOR,64184.37636841933
2031,JOR,65211.326390314054
2032,JOR,66254.70761255908
2033,JOR,67314.78293436002
2034,JOR,68391.81946130977
2035,JOR,69486.08857269073
2036,JOR,70597.86598985379
2037,JOR,71727.43184569146
2038,JOR,72875.07075522252
2039,JOR,74041.07188730608
2040,JOR,75225.72903750298
2041,JOR,76429.34070210303
2042,JOR,77652.21015333668
2043,JOR,78894.64551579006
2044,JOR,80156.9598440427
2045,JOR,81439.47120154739
2046,JOR,82742.50274077215
2047,JOR,84066.3827846245
2048,JOR,85411.44490917849
2049,JOR,86778.02802772535
2050,JOR,88166.47647616896
2020,JPN,14794.359822222217
2021,JPN,15031.069579377772
2022,JPN,15271.566692647817
2023,JPN,15515.911759730183
2024,JPN,15764.166347885866
2025,JPN,16016.393009452038
2026,JPN,16272.655297603273
2027,JPN,16533.017782364925
2028,JPN,16797.546066882765
2029,JPN,17066.306803952888
2030,JPN,17339.367712816133
2031,JPN,17616.797596221193
2032,JPN,17898.666357760732
2033,JPN,18185.045019484904
2034,JPN,18476.005739796663
2035,JPN,18771.62183163341
2036,JPN,19071.967780939543
2037,JPN,19377.11926543458
2038,JPN,19687.15317368153
2039,JPN,20002.14762446044
2040,JPN,20322.181986451804
2041,JPN,20647.336898235033
2042,JPN,20977.694288606795
2043,JPN,21313.337397224503
2044,JPN,21654.350795580096
2045,JPN,22000.820408309377
2046,JPN,22352.833534842328
2047,JPN,22710.478871399806
2048,JPN,23073.846533342203
2049,JPN,23443.028077875675
2050,JPN,23818.11652712169
2020,KAZ,13287.225422222224
2021,KAZ,13499.821028977778
2022,KAZ,13715.818165441422
2023,KAZ,13935.271256088487
2024,KAZ,14158.235596185903
2025,KAZ,14384.767365724876
2026,KAZ,14614.923643576474
2027,KAZ,14848.762421873698
2028,KAZ,15086.342620623678
2029,KAZ,15327.724102553659
2030,KAZ,15572.967688194516
2031,KAZ,15822.13517120563
2032,KAZ,16075.28933394492
2033,KAZ,16332.493963288038
2034,KAZ,16593.813866700646
2035,KAZ,16859.314888567857
2036,KAZ,17129.063926784944
2037,KAZ,17403.128949613503
2038,KAZ,17681.579012807317
2039,KAZ,17964.484277012238
2040,KAZ,18251.916025444432
2041,KAZ,18543.946681851543
2042,KAZ,18840.64982876117
2043,KAZ,19142.100226021346
2044,KAZ,19448.37382963769
2045,KAZ,19759.547810911892
2046,KAZ,20075.700575886483
2047,KAZ,20396.911785100667
2048,KAZ,20723.262373662277
2049,KAZ,21054.834571640873
2050,KAZ,21391.711924787127
2020,KEN,26107.53863703704
2021,KEN,26525.259255229634
2022,KEN,26949.663403313305
2023,KEN,27380.85801776632
2024,KEN,27818.95174605058
2025,KEN,28264.05497398739
2026,KEN,28716.279853571188
2027,KEN,29175.740331228328
2028,KEN,29642.552176527985
2029,KEN,30116.83301135243
2030,KEN,30598.70233953407
2031,KEN,31088.281576966616
2032,KEN,31585.694082198082
2033,KEN,32091.06518751325
2034,KEN,32604.522230513463
2035,KEN,33126.19458620168
2036,KEN,33656.213699580905
2037,KEN,34194.713118774205
2038,KEN,34741.82852867459
2039,KEN,35297.69778513339
2040,KEN,35862.460949695516
2041,KEN,36436.260324890645
2042,KEN,37019.2404900889
2043,KEN,37611.54833793032
2044,KEN,38213.333111337204
2045,KEN,38824.7464411186
2046,KEN,39445.9423841765
2047,KEN,40077.07746232332
2048,KEN,40718.3107017205
2049,KEN,41369.80367294802
2050,KEN,42031.7205317152
2020,KGZ,23292.61844444444
2021,KGZ,23665.300339555553
2022,KGZ,24043.94514498844
2023,KGZ,24428.648267308257
2024,KGZ,24819.50663958519
2025,KGZ,25216.61874581855
2026,KGZ,25620.08464575165
2027,KGZ,26030.006000083675
2028,KGZ,26446.486096085016
2029,KGZ,26869.629873622376
2030,KGZ,27299.54395160033
2031,KGZ,27736.33665482594
2032,KGZ,28180.118041303158
2033,KGZ,28630.999929964008
2034,KGZ,29089.095928843428
2035,KGZ,29554.521463704925
2036,KGZ,30027.393807124205
2037,KGZ,30507.832108038194
2038,KGZ,30995.957421766805
2039,KGZ,31491.892740515075
2040,KGZ,31995.763024363318
2041,KGZ,32507.69523275313
2042,KGZ,33027.81835647718
2043,KGZ,33556.26345018081
2044,KGZ,34093.163665383705
2045,KGZ,34638.65428402985
2046,KGZ,35192.87275257432
2047,KGZ,35755.95871661552
2048,KGZ,36328.05405608137
2049,KGZ,36909.30292097866
2050,KGZ,37499.851767714325
2020,KHM,13935.376977777772
2021,KHM,14158.343009422217
2022,KHM,14384.876497572972
2023,KHM,14615.034521534139
2024,KHM,14848.875073878686
2025,KHM,15086.457075060744
2026,KHM,15327.840388261717
2027,KHM,15573.085834473904
2028,KHM,15822.255207825488
2029,KHM,16075.411291150696
2030,KHM,16332.617871809107
2031,KHM,16593.939757758053
2032,KHM,16859.442793882183
2033,KHM,17129.193878584298
2034,KHM,17403.260980641644
2035,KHM,17681.713156331913
2036,KHM,17964.620566833222
2037,KHM,18252.054495902557
2038,KHM,18544.087367836997
2039,KHM,18840.792765722388
2040,KHM,19142.245449973947
2041,KHM,19448.521377173533
2042,KHM,19759.69771920831
2043,KHM,20075.85288271564
2044,KHM,20397.066528839092
2045,KHM,20723.419593300518
2046,KHM,21054.994306793324
2047,KHM,21391.87421570202
2048,KHM,21734.144203153253
2049,KHM,22081.890510403704
2050,KHM,22435.200758570165
2020,KIR,6734.522133333336
2021,KIR,6842.27448746667
2022,KIR,6951.750879266136
2023,KIR,7062.978893334394
2024,KIR,7175.986555627745
2025,KIR,7290.802340517788
2026,KIR,7407.455177966073
2027,KIR,7525.974460813531
2028,KIR,7646.390052186547
2029,KIR,7768.732293021532
2030,KIR,7893.032009709877
2031,KIR,8019.320521865236
2032,KIR,8147.629650215079
2033,KIR,8277.99172461852
2034,KIR,8410.439592212417
2035,KIR,8545.006625687814
2036,KIR,8681.72673169882
2037,KIR,8820.634359406002
2038,KIR,8961.764509156497
2039,KIR,9105.152741303002
2040,KIR,9250.83518516385
2041,KIR,9398.848548126472
2042,KIR,9549.230124896496
2043,KIR,9702.017806894839
2044,KIR,9857.250091805157
2045,KIR,10014.96609327404
2046,KIR,10175.205550766424
2047,KIR,10338.008839578688
2048,KIR,10503.416981011947
2049,KIR,10671.471652708138
2050,KIR,10842.21519915147
2020,KNA,11797.972622222223
2021,KNA,11986.74018417778
2022,KNA,12178.528027124623
2023,KNA,12373.384475558618
2024,KNA,12571.358627167556
2025,KNA,12772.500365202237
2026,KNA,12976.860371045474
2027,KNA,13184.4901369822
2028,KNA,13395.441979173916
2029,KNA,13609.7690508407
2030,KNA,13827.52535565415
2031,KNA,14048.765761344617
2032,KNA,14273.546013526133
2033,KNA,14501.922749742549
2034,KNA,14733.95351373843
2035,KNA,14969.696769958244
2036,KNA,15209.211918277577
2037,KNA,15452.55930897002
2038,KNA,15699.80025791354
2039,KNA,15950.997062040156
2040,KNA,16206.2130150328
2041,KNA,16465.512423273325
2042,KNA,16728.9606220457
2043,KNA,16996.62399199843
2044,KNA,17268.569975870403
2045,KNA,17544.867095484333
2046,KNA,17825.58496901208
2047,KNA,18110.794328516273
2048,KNA,18400.567037772536
2049,KNA,18694.976110376894
2050,KNA,18994.095728142926
2020,KOR,21422.890577777776
2021,KOR,21765.656827022223
2022,KOR,22113.90733625458
2023,KOR,22467.72985363465
2024,KOR,22827.213531292808
2025,KOR,23192.44894779349
2026,KOR,23563.528130958188
2027,KOR,23940.54458105352
2028,KOR,24323.593294350376
2029,KOR,24712.770787059984
2030,KOR,25108.17511965294
2031,KOR,25509.90592156739
2032,KOR,25918.06441631247
2033,KOR,26332.753446973467
2034,KOR,26754.07750212504
2035,KOR,27182.14274215904
2036,KOR,27617.057026033588
2037,KOR,28058.92993845013
2038,KOR,28507.87281746533
2039,KOR,28963.99878254478
2040,KOR,29427.422763065493
2041,KOR,29898.261527274542
2042,KOR,30376.633711710936
2043,KOR,30862.65985109831
2044,KOR,31356.462408715885
2045,KOR,31858.16580725534
2046,KOR,32367.89646017142
2047,KOR,32885.782803534166
2048,KOR,33411.955328390715
2049,KOR,33946.54661364496
2050,KOR,34489.691359463286
2020,KWT,0.0
2021,KWT,0.0
2022,KWT,0.0
2023,KWT,0.0
2024,KWT,0.0
2025,KWT,0.0
2026,KWT,0.0
2027,KWT,0.0
2028,KWT,0.0
2029,KWT,0.0
2030,KWT,0.0
2031,KWT,0.0
2032,KWT,0.0
2033,KWT,0.0
2034,KWT,0.0
2035,KWT,0.0
2036,KWT,0.0
2037,KWT,0.0
2038,KWT,0.0
2039,KWT,0.0
2040,KWT,0.0
2041,KWT,0.0
2042,KWT,0.0
2043,KWT,0.0
2044,KWT,0.0
2045,KWT,0.0
2046,KWT,0.0
2047,KWT,0.0
2048,KWT,0.0
2049,KWT,0.0
2050,KWT,0.0
2020,LAO,27846.20062222222
2021,LAO,28291.739832177776
2022,LAO,28744.40766949262
2023,LAO,29204.318192204504
2024,LAO,29671.587283279776
2025,LAO,30146.33267981225
2026,LAO,30628.674002689248
2027,LAO,31118.73278673228
2028,LAO,31616.632511319996
2029,LAO,32122.498631501116
2030,LAO,32636.45860960513
2031,LAO,33158.64194735882
2032,LAO,33689.18021851656
2033,LAO,34228.20710201282
2034,LAO,34775.85841564502
2035,LAO,35332.27215029534
2036,LAO,35897.58850470007
2037,LAO,36471.94992077528
2038,LAO,37055.50111950768
2039,LAO,37648.38913741981
2040,LAO,38250.76336361852
2041,LAO,38862.77557743642
2042,LAO,39484.5799866754
2043,LAO,40116.33326646221
2044,LAO,40758.194598725604
2045,LAO,41410.32571230522
2046,LAO,42072.8909237021
2047,LAO,42746.05717848133
2048,LAO,43429.99409333704
2049,LAO,44124.87399883043
2050,LAO,44830.87198281172
2020,LBN,65441.172422222204
2021,LBN,66488.23118097776
2022,LBN,67552.04287987339
2023,LBN,68632.87556595137
2024,LBN,69731.00157500661
2025,LBN,70846.6976002067
2026,LBN,71980.24476181001
2027,LBN,73131.92867799898
2028,LBN,74302.03953684696
2029,LBN,75490.87216943652
2030,LBN,76698.72612414749
2031,LBN,77925.90574213387
2032,LBN,79172.72023400801
2033,LBN,80439.48375775214
2034,LBN,81726.51549787616
2035,LBN,83034.13974584219
2036,LBN,84362.68598177566
2037,LBN,85712.48895748408
2038,LBN,87083.88878080381
2039,LBN,88477.23100129669
2040,LBN,89892.86669731744
2041,LBN,91331.15256447451
2042,LBN,92792.45100550611
2043,LBN,94277.1302215942
2044,LBN,95785.56430513972
2045,LBN,97318.13333402196
2046,LBN,98875.2234673663
2047,LBN,100457.22704284417
2048,LBN,102064.54267552968
2049,LBN,103697.57535833814
2050,LBN,105356.73656407156
2020,LBR,9284.151555555549
2021,LBR,9432.697980444438
2022,LBR,9583.62114813155
2023,LBR,9736.959086501654
2024,LBR,9892.75043188568
2025,LBR,10051.03443879585
2026,LBR,10211.850989816585
2027,LBR,10375.240605653651
2028,LBR,10541.24445534411
2029,LBR,10709.904366629617
2030,LBR,10881.262836495689
2031,LBR,11055.363041879622
2032,LBR,11232.248850549695
2033,LBR,11411.96483215849
2034,LBR,11594.556269473025
2035,LBR,11780.069169784594
2036,LBR,11968.550276501148
2037,LBR,12160.047080925167
2038,LBR,12354.607834219969
2039,LBR,12552.28155956749
2040,LBR,12753.11806452057
2041,LBR,12957.167953552898
2042,LBR,13164.482640809747
2043,LBR,13375.114363062701
2044,LBR,13589.116192871705
2045,LBR,13806.542051957653
2046,LBR,14027.446724788975
2047,LBR,14251.885872385597
2048,LBR,14479.91604634377
2049,LBR,14711.594703085268
2050,LBR,14946.980218334633
2020,LBY,11924.340444444451
2021,LBY,12115.129891555564
2022,LBY,12308.971969820452
2023,LBY,12505.915521337578
2024,LBY,12706.01016967898
2025,LBY,12909.306332393844
2026,LBY,13115.855233712145
2027,LBY,13325.70891745154
2028,LBY,13538.920260130766
2029,LBY,13755.542984292859
2030,LBY,13975.631672041543
2031,LBY,14199.241778794209
2032,LBY,14426.429647254918
2033,LBY,14657.252521610995
2034,LBY,14891.768561956771
2035,LBY,15130.036858948079
2036,LBY,15372.117448691248
2037,LBY,15618.07132787031
2038,LBY,15867.960469116235
2039,LBY,16121.847836622095
2040,LBY,16379.79740200805
2041,LBY,16641.874160440177
2042,LBY,16908.14414700722
2043,LBY,17178.674453359337
2044,LBY,17453.533244613085
2045,LBY,17732.789776526897
2046,LBY,18016.514412951325
2047,LBY,18304.778643558548
2048,LBY,18597.655101855486
2049,LBY,18895.21758348517
2050,LBY,19197.541064820936
2020,LCA,0.0
2021,LCA,0.0
2022,LCA,0.0
2023,LCA,0.0
2024,LCA,0.0
2025,LCA,0.0
2026,LCA,0.0
2027,LCA,0.0
2028,LCA,0.0
2029,LCA,0.0
2030,LCA,0.0
2031,LCA,0.0
2032,LCA,0.0
2033,LCA,0.0
2034,LCA,0.0
2035,LCA,0.0
2036,LCA,0.0
2037,LCA,0.0
2038,LCA,0.0
2039,LCA,0.0
2040,LCA,0.0
2041,LCA,0.0
2042,LCA,0.0
2043,LCA,0.0
2044,LCA,0.0
2045,LCA,0.0
2046,LCA,0.0
2047,LCA,0.0
2048,LCA,0.0
2049,LCA,0.0
2050,LCA,0.0
2020,LKA,21002.616533333327
2021,LKA,21338.658397866664
2022,LKA,21680.07693223253
2023,LKA,22026.95816314825
2024,LKA,22379.389493758623
2025,LKA,22737.45972565876
2026,LKA,23101.2590812693
2027,LKA,23470.87922656961
2028,LKA,23846.413294194725
2029,LKA,24227.95590690184
2030,LKA,24615.60320141227
2031,LKA,25009.452852634866
2032,LKA,25409.604098277025
2033,LKA,25816.157763849456
2034,LKA,26229.216288071046
2035,LKA,26648.883748680182
2036,LKA,27075.26588865907
2037,LKA,27508.470142877617
2038,LKA,27948.605665163657
2039,LKA,28395.783355806278
2040,LKA,28850.11588949918
2041,LKA,29311.717743731162
2042,LKA,29780.705227630864
2043,LKA,30257.196511272956
2044,LKA,30741.311655453326
2045,LKA,31233.17264194058
2046,LKA,31732.90340421163
2047,LKA,32240.629858679014
2048,LKA,32756.47993641788
2049,LKA,33280.58361540057
2050,LKA,33813.07295324698
2020,LSO,0.0
2021,LSO,0.0
2022,LSO,0.0
2023,LSO,0.0
2024,LSO,0.0
2025,LSO,0.0
2026,LSO,0.0
2027,LSO,0.0
2028,LSO,0.0
2029,LSO,0.0
2030,LSO,0.0
2031,LSO,0.0
2032,LSO,0.0
2033,LSO,0.0
2034,LSO,0.0
2035,LSO,0.0
2036,LSO,0.0
2037,LSO,0.0
2038,LSO,0.0
2039,LSO,0.0
2040,LSO,0.0
2041,LSO,0.0
2042,LSO,0.0
2043,LSO,0.0
2044,LSO,0.0
2045,LSO,0.0
2046,LSO,0.0
2047,LSO,0.0
2048,LSO,0.0
2049,LSO,0.0
2050,LSO,0.0
2020,LTU,0.0
2021,LTU,0.0
2022,LTU,0.0
2023,LTU,0.0
2024,LTU,0.0
2025,LTU,0.0
2026,LTU,0.0
2027,LTU,0.0
2028,LTU,0.0
2029,LTU,0.0
2030,LTU,0.0
2031,LTU,0.0
2032,LTU,0.0
2033,LTU,0.0
2034,LTU,0.0
2035,LTU,0.0
2036,LTU,0.0
2037,LTU,0.0
2038,LTU,0.0
2039,LTU,0.0
2040,LTU,0.0
2041,LTU,0.0
2042,LTU,0.0
2043,LTU,0.0
2044,LTU,0.0
2045,LTU,0.0
2046,LTU,0.0
2047,LTU,0.0
2048,LTU,0.0
2049,LTU,0.0
2050,LTU,0.0
2020,LUX,27883.645866666666
2021,LUX,28329.784200533333
2022,LUX,28783.060747741867
2023,LUX,29243.58971970574
2024,LUX,29711.48715522103
2025,LUX,30186.870949704564
2026,LUX,30669.86088489984
2027,LUX,31160.57865905824
2028,LUX,31659.14791760317
2029,LUX,32165.694284284822
2030,LUX,32680.345392833377
2031,LUX,33203.230919118716
2032,LUX,33734.48261382461
2033,LUX,34274.23433564581
2034,LUX,34822.62208501614
2035,LUX,35379.7840383764
2036,LUX,35945.86058299042
2037,LUX,36520.994352318274
2038,LUX,37105.330261955365
2039,LUX,37699.01554614665
2040,LUX,38302.199794885
2041,LUX,38915.034991603156
2042,LUX,39537.67555146881
2043,LUX,40170.27836029231
2044,LUX,40813.002814056985
2045,LUX,41466.0108590819
2046,LUX,42129.46703282721
2047,LUX,42803.538505352444
2048,LUX,43488.39512143809
2049,LUX,44184.20944338109
2050,LUX,44891.156794475195
2020,LVA,0.0
2021,LVA,0.0
2022,LVA,0.0
2023,LVA,0.0
2024,LVA,0.0
2025,LVA,0.0
2026,LVA,0.0
2027,LVA,0.0
2028,LVA,0.0
2029,LVA,0.0
2030,LVA,0.0
2031,LVA,0.0
2032,LVA,0.0
2033,LVA,0.0
2034,LVA,0.0
2035,LVA,0.0
2036,LVA,0.0
2037,LVA,0.0
2038,LVA,0.0
2039,LVA,0.0
2040,LVA,0.0
2041,LVA,0.0
2042,LVA,0.0
2043,LVA,0.0
2044,LVA,0.0
2045,LVA,0.0
2046,LVA,0.0
2047,LVA,0.0
2048,LVA,0.0
2049,LVA,0.0
2050,LVA,0.0
2020,MAC,0.0
2021,MAC,0.0
2022,MAC,0.0
2023,MAC,0.0
2024,MAC,0.0
2025,MAC,0.0
2026,MAC,0.0
2027,MAC,0.0
2028,MAC,0.0
2029,MAC,0.0
2030,MAC,0.0
2031,MAC,0.0
2032,MAC,0.0
2033,MAC,0.0
2034,MAC,0.0
2035,MAC,0.0
2036,MAC,0.0
2037,MAC,0.0
2038,MAC,0.0
2039,MAC,0.0
2040,MAC,0.0
2041,MAC,0.0
2042,MAC,0.0
2043,MAC,0.0
2044,MAC,0.0
2045,MAC,0.0
2046,MAC,0.0
2047,MAC,0.0
2048,MAC,0.0
2049,MAC,0.0
2050,MAC,0.0
2020,MAR,15733.617955555554
2021,MAR,15985.355842844445
2022,MAR,16241.121536329954
2023,MAR,16500.979480911235
2024,MAR,16764.995152605814
2025,MAR,17033.235075047505
2026,MAR,17305.76683624827
2027,MAR,17582.65910562824
2028,MAR,17863.981651318292
2029,MAR,18149.805357739388
2030,MAR,18440.202243463216
2031,MAR,18735.24547935863
2032,MAR,19035.009407028367
2033,MAR,19339.56955754082
2034,MAR,19649.002670461472
2035,MAR,19963.386713188855
2036,MAR,20282.80090059988
2037,MAR,20607.32571500948
2038,MAR,20937.04292644963
2039,MAR,21272.035613272823
2040,MAR,21612.38818308519
2041,MAR,21958.186394014552
2042,MAR,22309.51737631879
2043,MAR,22666.469654339886
2044,MAR,23029.133168809327
2045,MAR,23397.599299510275
2046,MAR,23771.960888302438
2047,MAR,24152.31226251528
2048,MAR,24538.749258715525
2049,MAR,24931.36924685497
2050,MAR,25330.271154804654
2020,MDA,14995.708444444446
2021,MDA,15235.639779555557
2022,MDA,15479.410016028445
2023,MDA,15727.080576284901
2024,MDA,15978.71386550546
2025,MDA,16234.373287353546
2026,MDA,16494.123259951204
2027,MDA,16758.029232110424
2028,MDA,17026.15769982419
2029,MDA,17298.57622302138
2030,MDA,17575.35344258972
2031,MDA,17856.559097671157
2032,MDA,18142.264043233896
2033,MDA,18432.540267925637
2034,MDA,18727.460912212446
2035,MDA,19027.100286807847
2036,MDA,19331.53389139677
2037,MDA,19640.838433659123
2038,MDA,19955.09184859767
2039,MDA,20274.373318175232
2040,MDA,20598.763291266037
2041,MDA,20928.34350392629
2042,MDA,21263.196999989115
2043,MDA,21603.40815198894
2044,MDA,21949.06268242076
2045,MDA,22300.247685339495
2046,MDA,22657.05164830493
2047,MDA,23019.564474677805
2048,MDA,23387.877506272653
2049,MDA,23762.083546373015
2050,MDA,24142.276883114984
2020,MDG,5999.683199999999
2021,MDG,6095.678131199999
2022,MDG,6193.208981299199
2023,MDG,6292.3003249999865
2024,MDG,6392.977130199986
2025,MDG,6495.264764283185
2026,MDG,6599.1890005117175
2027,MDG,6704.776024519905
2028,MDG,6812.052440912224
2029,MDG,6921.045279966819
2030,MDG,7031.782004446288
2031,MDG,7144.290516517429
2032,MDG,7258.599164781708
2033,MDG,7374.736751418215
2034,MDG,7492.732539440906
2035,MDG,7612.616260071961
2036,MDG,7734.418120233113
2037,MDG,7858.168810156843
2038,MDG,7983.899511119353
2039,MDG,8111.641903297263
2040,MDG,8241.428173750019
2041,MDG,8373.291024530019
2042,MDG,8507.2636809225
2043,MDG,8643.379899817259
2044,MDG,8781.673978214336
2045,MDG,8922.180761865766
2046,MDG,9064.935654055618
2047,MDG,9209.974624520508
2048,MDG,9357.334218512837
2049,MDG,9507.05156600904
2050,MDG,9659.164391065186
2020,MDV,29683.710000000006
2021,MDV,30158.64936000001
2022,MDV,30641.187749760007
2023,MDV,31131.44675375617
2024,MDV,31629.54990181627
2025,MDV,32135.622700245327
2026,MDV,32649.792663449254
2027,MDV,33172.18934606444
2028,MDV,33702.94437560147
2029,MDV,34242.1914856111
2030,MDV,34790.06654938088
2031,MDV,35346.70761417098
2032,MDV,35912.25493599771
2033,MDV,36486.85101497367
2034,MDV,37070.640631213246
2035,MDV,37663.77088131266
2036,MDV,38266.39121541366
2037,MDV,38878.653474860286
2038,MDV,39500.71193045805
2039,MDV,40132.72332134538
2040,MDV,40774.84689448691
2041,MDV,41427.2444447987
2042,MDV,42090.08035591548
2043,MDV,42763.521641610125
2044,MDV,43447.73798787589
2045,MDV,44142.9017956819
2046,MDV,44849.188224412814
2047,MDV,45566.77523600342
2048,MDV,46295.84363977947
2049,MDV,47036.57713801594
2050,MDV,47789.1623722242
2020,MEX,14363.893523809526
2021,MEX,14593.715820190479
2022,MEX,14827.215273313524
2023,MEX,15064.45071768654
2024,MEX,15305.481929169528
2025,MEX,15550.369640036239
2026,MEX,15799.175554276819
2027,MEX,16051.962363145249
2028,MEX,16308.793760955574
2029,MEX,16569.73446113086
2030,MEX,16834.850212508954
2031,MEX,17104.2078159091
2032,MEX,17377.875140963646
2033,MEX,17655.921143219064
2034,MEX,17938.41588151057
2035,MEX,18225.430535614738
2036,MEX,18517.037424184575
2037,MEX,18813.31002297153
2038,MEX,19114.322983339072
2039,MEX,19420.1521510725
2040,MEX,19730.87458548966
2041,MEX,20046.568578857492
2042,MEX,20367.313676119215
2043,MEX,20693.190694937122
2044,MEX,21024.281746056116
