Year,iso_code3,yf_agrc_nuts_tonne_ha
2048,PRT,13908.265584967605
2049,PRT,14130.797834327086
2050,PRT,14356.89059967632
2020,PRY,34609.92146666667
2021,PRY,35163.68021013333
2022,PRY,35726.299093495465
2023,PRY,36297.91987899139
2024,PRY,36878.68659705526
2025,PRY,37468.74558260814
2026,PRY,38068.24551192987
2027,PRY,38677.33744012075
2028,PRY,39296.17483916268
2029,PRY,39924.91363658929
2030,PRY,40563.71225477471
2031,PRY,41212.731650851114
2032,PRY,41872.135357264735
2033,PRY,42542.08952298097
2034,PRY,43222.76295534866
2035,PRY,43914.32716263424
2036,PRY,44616.95639723639
2037,PRY,45330.82769959218
2038,PRY,46056.120942785645
2039,PRY,46793.01887787022
2040,PRY,47541.70717991614
2041,PRY,48302.3744947948
2042,PRY,49075.21248671153
2043,PRY,49860.41588649891
2044,PRY,50658.18254068289
2045,PRY,51468.71346133381
2046,PRY,52292.21287671516
2047,PRY,53128.8882827426
2048,PRY,53978.95049526649
2049,PRY,54842.61370319074
2050,PRY,55720.0955224418
2020,PSE,39813.02115555558
2021,PSE,40450.029494044466
2022,PSE,41097.22996594918
2023,PSE,41754.785645404365
2024,PSE,42422.862215730835
2025,PSE,43101.628011182525
2026,PSE,43791.254059361454
2027,PSE,44491.91412431124
2028,PSE,45203.78475030022
2029,PSE,45927.04530630502
2030,PSE,46661.8780312059
2031,PSE,47408.4680797052
2032,PSE,48167.003568980486
2033,PSE,48937.67562608417
2034,PSE,49720.678436101516
2035,PSE,50516.20929107914
2036,PSE,51324.468639736406
2037,PSE,52145.6601379722
2038,PSE,52979.99070017975
2039,PSE,53827.670551382624
2040,PSE,54688.913280204746
2041,PSE,55563.93589268802
2042,PSE,56452.958866971036
2043,PSE,57356.20620884257
2044,PSE,58273.90550818405
2045,PSE,59206.287996315
2046,PSE,60153.58860425604
2047,PSE,61116.046021924136
2048,PSE,62093.902758274926
2049,PSE,63087.40520240732
2050,PSE,64096.80368564584
2020,PYF,0.0
2021,PYF,0.0
2022,PYF,0.0
2023,PYF,0.0
2024,PYF,0.0
2025,PYF,0.0
2026,PYF,0.0
2027,PYF,0.0
2028,PYF,0.0
2029,PYF,0.0
2030,PYF,0.0
2031,PYF,0.0
2032,PYF,0.0
2033,PYF,0.0
2034,PYF,0.0
2035,PYF,0.0
2036,PYF,0.0
2037,PYF,0.0
2038,PYF,0.0
2039,PYF,0.0
2040,PYF,0.0
2041,PYF,0.0
2042,PYF,0.0
2043,PYF,0.0
2044,PYF,0.0
2045,PYF,0.0
2046,PYF,0.0
2047,PYF,0.0
2048,PYF,0.0
2049,PYF,0.0
2050,PYF,0.0
2020,QAT,0.0
2021,QAT,0.0
2022,QAT,0.0
2023,QAT,0.0
2024,QAT,0.0
2025,QAT,0.0
2026,QAT,0.0
2027,QAT,0.0
2028,QAT,0.0
2029,QAT,0.0
2030,QAT,0.0
2031,QAT,0.0
2032,QAT,0.0
2033,QAT,0.0
2034,QAT,0.0
2035,QAT,0.0
2036,QAT,0.0
2037,QAT,0.0
2038,QAT,0.0
2039,QAT,0.0
2040,QAT,0.0
2041,QAT,0.0
2042,QAT,0.0
2043,QAT,0.0
2044,QAT,0.0
2045,QAT,0.0
2046,QAT,0.0
2047,QAT,0.0
2048,QAT,0.0
2049,QAT,0.0
2050,QAT,0.0
2020,ROU,120878.72041481473
2021,ROU,122812.77994145176
2022,ROU,124777.78442051499
2023,ROU,126774.22897124322
2024,ROU,128802.61663478313
2025,ROU,130863.45850093965
2026,ROU,132957.2738369547
2027,ROU,135084.59021834598
2028,ROU,137245.94366183953
2029,ROU,139441.87876042895
2030,ROU,141672.9488205958
2031,ROU,143939.71600172535
2032,ROU,146242.75145775295
2033,ROU,148582.635481077
2034,ROU,150959.95764877423
2035,ROU,153375.31697115462
2036,ROU,155829.3220426931
2037,ROU,158322.5911953762
2038,ROU,160855.7526545022
2039,ROU,163429.44469697427
2040,ROU,166044.31581212586
2041,ROU,168701.02486511986
2042,ROU,171400.2412629618
2043,ROU,174142.64512316918
2044,ROU,176928.92744513988
2045,ROU,179759.79028426213
2046,ROU,182635.9469288103
2047,ROU,185558.12207967127
2048,ROU,188527.05203294603
2049,ROU,191543.48486547315
2050,ROU,194608.18062332075
2020,RUS,31396.702933333334
2021,RUS,31899.05018026667
2022,RUS,32409.43498315093
2023,RUS,32927.98594288135
2024,RUS,33454.83371796745
2025,RUS,33990.11105745493
2026,RUS,34533.95283437421
2027,RUS,35086.4960797242
2028,RUS,35647.880016999785
2029,RUS,36218.24609727179
2030,RUS,36797.73803482813
2031,RUS,37386.501843385384
2032,RUS,37984.685872879556
2033,RUS,38592.440846845624
2034,RUS,39209.91990039515
2035,RUS,39837.27861880147
2036,RUS,40474.6750767023
2037,RUS,41122.26987792954
2038,RUS,41780.22619597641
2039,RUS,42448.70981511204
2040,RUS,43127.88917215383
2041,RUS,43817.93539890829
2042,RUS,44519.022365290824
2043,RUS,45231.32672313548
2044,RUS,45955.02795070565
2045,RUS,46690.30839791694
2046,RUS,47437.35333228361
2047,RUS,48196.35098560015
2048,RUS,48967.49260136975
2049,RUS,49750.97248299166
2050,RUS,50546.98804271953
2020,RWA,4030.9461333333334
2021,RWA,4095.441271466667
2022,RWA,4160.968331810133
2023,RWA,4227.543825119095
2024,RWA,4295.184526321002
2025,RWA,4363.907478742137
2026,RWA,4433.729998402012
2027,RWA,4504.669678376444
2028,RWA,4576.744393230467
2029,RWA,4649.972303522155
2030,RWA,4724.371860378509
2031,RWA,4799.961810144566
2032,RWA,4876.761199106879
2033,RWA,4954.7893782925885
2034,RWA,5034.066008345269
2035,RWA,5114.611064478794
2036,RWA,5196.444841510455
2037,RWA,5279.587958974623
2038,RWA,5364.061366318217
2039,RWA,5449.886348179309
2040,RWA,5537.084529750177
2041,RWA,5625.67788222618
2042,RWA,5715.688728341799
2043,RWA,5807.1397479952675
2044,RWA,5900.053983963192
2045,RWA,5994.454847706604
2046,RWA,6090.366125269909
2047,RWA,6187.811983274228
2048,RWA,6286.816975006615
2049,RWA,6387.406046606721
2050,RWA,6489.60454335243
2020,SAU,41652.81653333333
2021,SAU,42319.261597866665
2022,SAU,42996.36978343253
2023,SAU,43684.31169996745
2024,SAU,44383.260687166934
2025,SAU,45093.3928581616
2026,SAU,45814.887143892185
2027,SAU,46547.925338194465
2028,SAU,47292.69214360558
2029,SAU,48049.37521790327
2030,SAU,48818.16522138972
2031,SAU,49599.255864931954
2032,SAU,50392.84395877087
2033,SAU,51199.1294621112
2034,SAU,52018.315533504974
2035,SAU,52850.60858204106
2036,SAU,53696.21831935372
2037,SAU,54555.357812463386
2038,SAU,55428.2435374628
2039,SAU,56315.095434062205
2040,SAU,57216.1369610072
2041,SAU,58131.595152383314
2042,SAU,59061.70067482145
2043,SAU,60006.68788561859
2044,SAU,60966.794891788486
2045,SAU,61942.2636100571
2046,SAU,62933.33982781802
2047,SAU,63940.27326506311
2048,SAU,64963.31763730412
2049,SAU,66002.73071950098
2050,SAU,67058.774411013
2020,SDN,9556.134755555551
2021,SDN,9709.03291164444
2022,SDN,9864.377438230751
2023,SDN,10022.207477242444
2024,SDN,10182.562796878323
2025,SDN,10345.483801628376
2026,SDN,10511.011542454431
2027,SDN,10679.187727133702
2028,SDN,10850.05473076784
2029,SDN,11023.655606460128
2030,SDN,11200.034096163488
2031,SDN,11379.234641702105
2032,SDN,11561.30239596934
2033,SDN,11746.283234304849
2034,SDN,11934.223766053725
2035,SDN,12125.171346310584
2036,SDN,12319.174087851556
2037,SDN,12516.280873257181
2038,SDN,12716.541367229294
2039,SDN,12920.006029104965
2040,SDN,13126.726125570645
2041,SDN,13336.753743579775
2042,SDN,13550.141803477052
2043,SDN,13766.944072332684
2044,SDN,13987.215177490007
2045,SDN,14211.010620329847
2046,SDN,14438.386790255125
2047,SDN,14669.400978899208
2048,SDN,14904.111394561594
2049,SDN,15142.57717687458
2050,SDN,15384.858411704574
2020,SEN,11041.270874074073
2021,SEN,11217.931208059257
2022,SEN,11397.418107388205
2023,SEN,11579.776797106417
2024,SEN,11765.05322586012
2025,SEN,11953.294077473882
2026,SEN,12144.546782713463
2027,SEN,12338.85953123688
2028,SEN,12536.281283736671
2029,SEN,12736.861784276458
2030,SEN,12940.65157282488
2031,SEN,13147.70199799008
2032,SEN,13358.065229957921
2033,SEN,13571.794273637248
2034,SEN,13788.942982015442
2035,SEN,14009.566069727689
2036,SEN,14233.719126843333
2037,SEN,14461.45863287283
2038,SEN,14692.841970998792
2039,SEN,14927.927442534774
2040,SEN,15166.774281615331
2041,SEN,15409.442670121176
2042,SEN,15655.993752843116
2043,SEN,15906.489652888606
2044,SEN,16160.993487334823
2045,SEN,16419.56938313218
2046,SEN,16682.282493262293
2047,SEN,16949.19901315449
2048,SEN,17220.386197364965
2049,SEN,17495.912376522803
2050,SEN,17775.84697454717
2020,SGP,0.0
2021,SGP,0.0
2022,SGP,0.0
2023,SGP,0.0
2024,SGP,0.0
2025,SGP,0.0
2026,SGP,0.0
2027,SGP,0.0
2028,SGP,0.0
2029,SGP,0.0
2030,SGP,0.0
2031,SGP,0.0
2032,SGP,0.0
2033,SGP,0.0
2034,SGP,0.0
2035,SGP,0.0
2036,SGP,0.0
2037,SGP,0.0
2038,SGP,0.0
2039,SGP,0.0
2040,SGP,0.0
2041,SGP,0.0
2042,SGP,0.0
2043,SGP,0.0
2044,SGP,0.0
2045,SGP,0.0
2046,SGP,0.0
2047,SGP,0.0
2048,SGP,0.0
2049,SGP,0.0
2050,SGP,0.0
2020,SLB,10185.512888888887
2021,SLB,10348.48109511111
2022,SLB,10514.056792632888
2023,SLB,10682.281701315014
2024,SLB,10853.198208536054
2025,SLB,11026.84937987263
2026,SLB,11203.278969950594
2027,SLB,11382.531433469803
2028,SLB,11564.65193640532
2029,SLB,11749.686367387807
2030,SLB,11937.68134926601
2031,SLB,12128.684250854267
2032,SLB,12322.743198867936
2033,SLB,12519.907090049823
2034,SLB,12720.225603490619
2035,SLB,12923.74921314647
2036,SLB,13130.529200556814
2037,SLB,13340.617667765724
2038,SLB,13554.067550449974
2039,SLB,13770.932631257176
2040,SLB,13991.26755335729
2041,SLB,14215.127834211005
2042,SLB,14442.569879558383
2043,SLB,14673.650997631317
2044,SLB,14908.429413593418
2045,SLB,15146.964284210913
2046,SLB,15389.315712758287
2047,SLB,15635.54476416242
2048,SLB,15885.71348038902
2049,SLB,16139.884896075244
2050,SLB,16398.12305441245
2020,SLE,7635.375466666666
2021,SLE,7757.541474133333
2022,SLE,7881.662137719466
2023,SLE,8007.768731922978
2024,SLE,8135.893031633746
2025,SLE,8266.067320139886
2026,SLE,8398.324397262124
2027,SLE,8532.697587618319
2028,SLE,8669.220749020213
2029,SLE,8807.928281004535
2030,SLE,8948.855133500607
2031,SLE,9092.036815636618
2032,SLE,9237.509404686805
2033,SLE,9385.309555161793
2034,SLE,9535.47450804438
2035,SLE,9688.042100173092
2036,SLE,9843.050773775862
2037,SLE,10000.539586156276
2038,SLE,10160.548219534776
2039,SLE,10323.116991047333
2040,SLE,10488.286862904091
2041,SLE,10656.099452710556
2042,SLE,10826.597043953925
2043,SLE,10999.822596657188
2044,SLE,11175.819758203703
2045,SLE,11354.632874334962
2046,SLE,11536.307000324321
2047,SLE,11720.88791232951
2048,SLE,11908.422118926783
2049,SLE,12098.95687282961
2050,SLE,12292.540182794886
2020,SLV,5831.0272
2021,SLV,5924.323635200001
2022,SLV,6019.112813363201
2023,SLV,6115.4186183770125
2024,SLV,6213.265316271045
2025,SLV,6312.677561331381
2026,SLV,6413.680402312683
2027,SLV,6516.299288749687
2028,SLV,6620.5600773696815
2029,SLV,6726.489038607597
2030,SLV,6834.112863225318
2031,SLV,6943.458669036924
2032,SLV,7054.554007741515
2033,SLV,7167.426871865378
2034,SLV,7282.105701815224
2035,SLV,7398.619393044268
2036,SLV,7516.997303332977
2037,SLV,7637.2692601863055
2038,SLV,7759.465568349286
2039,SLV,7883.617017442874
2040,SLV,8009.75488972196
2041,SLV,8137.910967957512
2042,SLV,8268.117543444832
2043,SLV,8400.40742413995
2044,SLV,8534.813942926188
2045,SLV,8671.370966013008
2046,SLV,8810.112901469216
2047,SLV,8951.074707892723
2048,SLV,9094.291903219008
2049,SLV,9239.80057367051
2050,SLV,9387.63738284924
2020,SOM,11034.03093333333
2021,SOM,11210.575428266664
2022,SOM,11389.944635118929
2023,SOM,11572.183749280832
2024,SOM,11757.338689269327
2025,SOM,11945.456108297634
2026,SOM,12136.583406030399
2027,SOM,12330.768740526884
2028,SOM,12528.061040375314
2029,SOM,12728.51001702132
2030,SOM,12932.16617729366
2031,SOM,13139.08083613036
2032,SOM,13349.306129508446
2033,SOM,13562.895027580582
2034,SOM,13779.90134802187
2035,SOM,14000.37976959022
2036,SOM,14224.385845903664
2037,SOM,14451.976019438125
2038,SOM,14683.207635749133
2039,SOM,14918.13895792112
2040,SOM,15156.829181247858
2041,SOM,15399.338448147824
2042,SOM,15645.72786331819
2043,SOM,15896.05950913128
2044,SOM,16150.396461277382
2045,SOM,16408.80280465782
2046,SOM,16671.343649532344
2047,SOM,16938.085147924863
2048,SOM,17209.09451029166
2049,SOM,17484.440022456325
2050,SOM,17764.19106281563
2020,SRB,24568.64106666667
2021,SRB,24961.739323733338
2022,SRB,25361.12715291307
2023,SRB,25766.90518735968
2024,SRB,26179.175670357436
2025,SRB,26598.042481083154
2026,SRB,27023.611160780485
2027,SRB,27455.988939352974
2028,SRB,27895.284762382624
2029,SRB,28341.609318580748
2030,SRB,28795.075067678037
2031,SRB,29255.79626876089
2032,SRB,29723.889009061062
2033,SRB,30199.471233206037
2034,SRB,30682.662772937332
2035,SRB,31173.58537730433
2036,SRB,31672.3627433412
2037,SRB,32179.120547234666
2038,SRB,32693.986475990416
2039,SRB,33217.090259606266
2040,SRB,33748.563703759966
2041,SRB,34288.54072302012
2042,SRB,34837.15737458845
2043,SRB,35394.55189258186
2044,SRB,35960.864722863174
2045,SRB,36536.23855842899
2046,SRB,37120.81837536385
2047,SRB,37714.75146936967
2048,SRB,38318.18749287959
2049,SRB,38931.27849276566
2050,SRB,39554.17894864991
2020,SSD,6311.621809523812
2021,SSD,6412.607758476193
2022,SSD,6515.209482611812
2023,SSD,6619.452834333601
2024,SSD,6725.364079682939
2025,SSD,6832.969904957866
2026,SSD,6942.297423437192
2027,SSD,7053.374182212187
2028,SSD,7166.228169127582
2029,SSD,7280.887819833624
2030,SSD,7397.382024950962
2031,SSD,7515.740137350177
2032,SSD,7635.991979547781
2033,SSD,7758.167851220544
2034,SSD,7882.298536840073
2035,SSD,8008.415313429514
2036,SSD,8136.549958444387
2037,SSD,8266.734757779497
2038,SSD,8399.00251390397
2039,SSD,8533.386554126433
2040,SSD,8669.920738992456
2041,SSD,8808.639470816335
2042,SSD,8949.577702349397
2043,SSD,9092.770945586988
2044,SSD,9238.25528071638
2045,SSD,9386.067365207842
2046,SSD,9536.244443051168
2047,SSD,9688.824354139986
2048,SSD,9843.845543806226
2049,SSD,10001.347072507126
2050,SSD,10161.36862566724
2020,STP,0.0
2021,STP,0.0
2022,STP,0.0
2023,STP,0.0
2024,STP,0.0
2025,STP,0.0
2026,STP,0.0
2027,STP,0.0
2028,STP,0.0
2029,STP,0.0
2030,STP,0.0
2031,STP,0.0
2032,STP,0.0
2033,STP,0.0
2034,STP,0.0
2035,STP,0.0
2036,STP,0.0
2037,STP,0.0
2038,STP,0.0
2039,STP,0.0
2040,STP,0.0
2041,STP,0.0
2042,STP,0.0
2043,STP,0.0
2044,STP,0.0
2045,STP,0.0
2046,STP,0.0
2047,STP,0.0
2048,STP,0.0
2049,STP,0.0
2050,STP,0.0
2020,SUR,13962.03004444445
2021,SUR,14185.422525155562
2022,SUR,14412.389285558049
2023,SUR,14642.987514126979
2024,SUR,14877.275314353012
2025,SUR,15115.311719382658
2026,SUR,15357.156706892782
2027,SUR,15602.871214203067
2028,SUR,15852.517153630317
2029,SUR,16106.157428088403
2030,SUR,16363.855946937816
2031,SUR,16625.677642088824
2032,SUR,16891.688484362243
2033,SUR,17161.95550011204
2034,SUR,17436.546788113832
2035,SUR,17715.53153672365
2036,SUR,17998.98004131123
2037,SUR,18286.963721972214
2038,SUR,18579.555141523768
2039,SUR,18876.828023788148
2040,SUR,19178.85727216876
2041,SUR,19485.71898852346
2042,SUR,19797.490492339835
2043,SUR,20114.250340217273
2044,SUR,20436.07834566075
2045,SUR,20763.05559919132
2046,SUR,21095.264488778383
2047,SUR,21432.788720598837
2048,SUR,21775.71334012842
2049,SUR,22124.12475357047
2050,SUR,22478.1107496276
2020,SVK,1021.599288888889
2021,SVK,1037.9448775111111
2022,SVK,1054.5519955512889
2023,SVK,1071.4248274801096
2024,SVK,1088.5676247197914
2025,SVK,1105.984706715308
2026,SVK,1123.680462022753
2027,SVK,1141.659349415117
2028,SVK,1159.925899005759
2029,SVK,1178.4847133898513
2030,SVK,1197.3404688040887
2031,SVK,1216.4979163049543
2032,SVK,1235.9618829658336
2033,SVK,1255.7372730932868
2034,SVK,1275.8290694627794
2035,SVK,1296.2423345741838
2036,SVK,1316.9822119273708
2037,SVK,1338.053927318209
2038,SVK,1359.4627901553001
2039,SVK,1381.214194797785
2040,SVK,1403.3136219145497
2041,SVK,1425.7666398651825
2042,SVK,1448.5789061030255
2043,SVK,1471.7561686006738
2044,SVK,1495.3042672982847
2045,SVK,1519.2291355750572
2046,SVK,1543.5368017442581
2047,SVK,1568.2333905721662
2048,SVK,1593.325124821321
2049,SVK,1618.818326818462
2050,SVK,1644.7194200475576
2020,SVN,23127.07742518516
2021,SVN,23497.110663988125
2022,SVN,23873.064434611933
2023,SVN,24255.033465565728
2024,SVN,24643.11400101478
2025,SVN,25037.403825031015
2026,SVN,25438.002286231513
2027,SVN,25845.010322811217
2028,SVN,26258.530487976197
2029,SVN,26678.666975783817
2030,SVN,27105.525647396356
2031,SVN,27539.214057754703
2032,SVN,27979.841482678778
2033,SVN,28427.518946401637
2034,SVN,28882.35924954406
2035,SVN,29344.476997536767
2036,SVN,29813.988629497355
2037,SVN,30291.01244756932
2038,SVN,30775.668646730424
2039,SVN,31268.079345078113
2040,SVN,31768.368614599363
2041,SVN,32276.66251243295
2042,SVN,32793.08911263188
2043,SVN,33317.77853843399
2044,SVN,33850.862995048934
2045,SVN,34392.47680296972
2046,SVN,34942.75643181724
2047,SVN,35501.84053472631
2048,SVN,36069.86998328193
2049,SVN,36646.987903014444
2050,SVN,37233.33970946268
2020,SWE,0.0
2021,SWE,0.0
2022,SWE,0.0
2023,SWE,0.0
2024,SWE,0.0
2025,SWE,0.0
2026,SWE,0.0
2027,SWE,0.0
2028,SWE,0.0
2029,SWE,0.0
2030,SWE,0.0
2031,SWE,0.0
2032,SWE,0.0
2033,SWE,0.0
2034,SWE,0.0
2035,SWE,0.0
2036,SWE,0.0
2037,SWE,0.0
2038,SWE,0.0
2039,SWE,0.0
2040,SWE,0.0
2041,SWE,0.0
2042,SWE,0.0
2043,SWE,0.0
2044,SWE,0.0
2045,SWE,0.0
2046,SWE,0.0
2047,SWE,0.0
2048,SWE,0.0
2049,SWE,0.0
2050,SWE,0.0
2020,SWZ,9779.587022222226
2021,SWZ,9936.060414577782
2022,SWZ,10095.037381211025
2023,SWZ,10256.5579793104
2024,SWZ,10420.662906979369
2025,SWZ,10587.393513491037
2026,SWZ,10756.791809706896
2027,SWZ,10928.900478662206
2028,SWZ,11103.762886320801
2029,SWZ,11281.423092501935
2030,SWZ,11461.925861981965
2031,SWZ,11645.316675773678
2032,SWZ,11831.641742586056
2033,SWZ,12020.948010467433
2034,SWZ,12213.28317863491
2035,SWZ,12408.69570949307
2036,SWZ,12607.23484084496
2037,SWZ,12808.950598298481
2038,SWZ,13013.893807871254
2039,SWZ,13222.116108797196
2040,SWZ,13433.669966537951
2041,SWZ,13648.608686002559
2042,SWZ,13866.9864249786
2043,SWZ,14088.858207778258
2044,SWZ,14314.27993910271
2045,SWZ,14543.308418128354
2046,SWZ,14776.001352818406
2047,SWZ,15012.4173744635
2048,SWZ,15252.616052454918
2049,SWZ,15496.657909294196
2050,SWZ,15744.604435842904
2020,SYC,0.0
2021,SYC,0.0
2022,SYC,0.0
2023,SYC,0.0
2024,SYC,0.0
2025,SYC,0.0
2026,SYC,0.0
2027,SYC,0.0
2028,SYC,0.0
2029,SYC,0.0
2030,SYC,0.0
2031,SYC,0.0
2032,SYC,0.0
2033,SYC,0.0
2034,SYC,0.0
2035,SYC,0.0
2036,SYC,0.0
2037,SYC,0.0
2038,SYC,0.0
2039,SYC,0.0
2040,SYC,0.0
2041,SYC,0.0
2042,SYC,0.0
2043,SYC,0.0
2044,SYC,0.0
2045,SYC,0.0
2046,SYC,0.0
2047,SYC,0.0
2048,SYC,0.0
2049,SYC,0.0
2050,SYC,0.0
2020,SYR,23853.193622222225
2021,SYR,24234.84472017778
2022,SYR,24622.602235700622
2023,SYR,25016.563871471833
2024,SYR,25416.828893415386
2025,SYR,25823.49815571003
2026,SYR,26236.674126201393
2027,SYR,26656.460912220613
2028,SYR,27082.964286816146
2029,SYR,27516.291715405205
2030,SYR,27956.552382851685
2031,SYR,28403.857220977316
2032,SYR,28858.318936512955
2033,SYR,29320.05203949716
2034,SYR,29789.17287212911
2035,SYR,30265.79963808318
2036,SYR,30750.052432292512
2037,SYR,31242.053271209195
2038,SYR,31741.92612354854
2039,SYR,32249.796941525317
2040,SYR,32765.793692589723
2041,SYR,33290.04639167116
2042,SYR,33822.6871339379
2043,SYR,34363.85012808091
2044,SYR,34913.6717301302
2045,SYR,35472.29047781228
2046,SYR,36039.84712545728
2047,SYR,36616.48467946459
2048,SYR,37202.34843433603
2049,SYR,37797.586009285405
2050,SYR,38402.347385433975
2020,TCD,11931.542755555558
2021,TCD,12122.447439644448
2022,TCD,12316.406598678757
2023,TCD,12513.469104257618
2024,TCD,12713.68460992574
2025,TCD,12917.103563684552
2026,TCD,13123.777220703505
2027,TCD,13333.75765623476
2028,TCD,13547.097778734518
2029,TCD,13763.85134319427
2030,TCD,13984.072964685378
2031,TCD,14207.818132120345
2032,TCD,14435.143222234272
2033,TCD,14666.105513790018
2034,TCD,14900.76320201066
2035,TCD,15139.175413242829
2036,TCD,15381.402219854715
2037,TCD,15627.504655372393
2038,TCD,15877.54472985835
2039,TCD,16131.585445536084
2040,TCD,16389.690812664663
2041,TCD,16651.925865667297
2042,TCD,16918.356679517976
2043,TCD,17189.05038639026
2044,TCD,17464.075192572505
2045,TCD,17743.500395653668
2046,TCD,18027.396401984126
2047,TCD,18315.83474441587
2048,TCD,18608.888100326527
2049,TCD,18906.63030993175
2050,TCD,19209.13639489066
2020,TGO,22719.129718518514
2021,TGO,23082.635794014812
2022,TGO,23451.957966719045
2023,TGO,23827.18929418655
2024,TGO,24208.424322893537
2025,TGO,24595.759112059834
2026,TGO,24989.291257852794
2027,TGO,25389.119917978438
2028,TGO,25795.345836666093
2029,TGO,26208.071370052752
2030,TGO,26627.400511973592
2031,TGO,27053.438920165176
2032,TGO,27486.293942887816
2033,TGO,27926.074645974022
2034,TGO,28372.891840309603
2035,TGO,28826.858109754558
2036,TGO,29288.087839510634
2037,TGO,29756.697244942807
2038,TGO,30232.80440086189
2039,TGO,30716.529271275682
2040,TGO,31207.993739616093
2041,TGO,31707.32163944995
2042,TGO,32214.638785681153
2043,TGO,32730.07300625205
2044,TGO,33253.75417435208
2045,TGO,33785.814241141714
2046,TGO,34326.387268999984
2047,TGO,34875.60946530398
2048,TGO,35433.61921674885
2049,TGO,36000.55712421683
2050,TGO,36576.5660382043
2020,THA,16221.61122222223
2021,THA,16481.157001777785
2022,THA,16744.85551380623
2023,THA,17012.77320202713
2024,THA,17284.977573259566
2025,THA,17561.537214431715
2026,THA,17842.521809862625
2027,THA,18128.00215882043
2028,THA,18418.050193361556
2029,THA,18712.73899645534
2030,THA,19012.142820398625
2031,THA,19316.337105525006
2032,THA,19625.398499213406
2033,THA,19939.40487520082
2034,THA,20258.43535320403
2035,THA,20582.570318855294
2036,THA,20911.89144395698
2037,THA,21246.481707060295
2038,THA,21586.425414373258
2039,THA,21931.808221003233
2040,THA,22282.717152539284
2041,THA,22639.240626979914
2042,THA,23001.468477011593
2043,THA,23369.491972643777
2044,THA,23743.403844206077
2045,THA,24123.298305713375
2046,THA,24509.27107860479
2047,THA,24901.419415862467
2048,THA,25299.842126516265
2049,THA,25704.639600540526
2050,THA,26115.913834149174
2020,TJK,19857.466
2021,TJK,20175.185456000003
2022,TJK,20497.988423296
2023,TJK,20825.95623806874
2024,TJK,21159.17153787784
2025,TJK,21497.718282483882
2026,TJK,21841.681775003624
2027,TJK,22191.148683403684
2028,TJK,22546.207062338144
2029,TJK,22906.946375335556
2030,TJK,23273.45751734092
2031,TJK,23645.832837618378
2032,TJK,24024.166163020273
2033,TJK,24408.552821628597
2034,TJK,24799.089666774653
2035,TJK,25195.87510144305
2036,TJK,25599.00910306614
2037,TJK,26008.5932487152
2038,TJK,26424.73074069464
2039,TJK,26847.526432545757
2040,TJK,27277.08685546649
2041,TJK,27713.52024515395
2042,TJK,28156.936569076417
2043,TJK,28607.44755418164
2044,TJK,29065.166715048545
2045,TJK,29530.209382489324
2046,TJK,30002.69273260915
2047,TJK,30482.7358163309
2048,TJK,30970.459589392194
2049,TJK,31465.986942822467
2050,TJK,31969.44273390763
2020,TKL,0.0
2021,TKL,0.0
2022,TKL,0.0
2023,TKL,0.0
2024,TKL,0.0
2025,TKL,0.0
2026,TKL,0.0
2027,TKL,0.0
2028,TKL,0.0
2029,TKL,0.0
2030,TKL,0.0
2031,TKL,0.0
2032,TKL,0.0
2033,TKL,0.0
2034,TKL,0.0
2035,TKL,0.0
2036,TKL,0.0
2037,TKL,0.0
2038,TKL,0.0
2039,TKL,0.0
2040,TKL,0.0
2041,TKL,0.0
2042,TKL,0.0
2043,TKL,0.0
2044,TKL,0.0
2045,TKL,0.0
2046,TKL,0.0
2047,TKL,0.0
2048,TKL,0.0
2049,TKL,0.0
2050,TKL,0.0
2020,TKM,10519.46644444444
2021,TKM,10687.777907555552
2022,TKM,10858.78235407644
2023,TKM,11032.522871741663
2024,TKM,11209.04323768953
2025,TKM,11388.387929492563
2026,TKM,11570.602136364443
2027,TKM,11755.731770546276
2028,TKM,11943.823478875016
2029,TKM,12134.924654537017
2030,TKM,12329.083449009608
2031,TKM,12526.348784193762
2032,TKM,12726.770364740863
2033,TKM,12930.398690576718
2034,TKM,13137.285069625943
2035,TKM,13347.48163073996
2036,TKM,13561.041336831799
2037,TKM,13778.017998221108
2038,TKM,13998.466286192646
2039,TKM,14222.44174677173
2040,TKM,14450.000814720077
2041,TKM,14681.200827755598
2042,TKM,14916.100040999689
2043,TKM,15154.757641655682
2044,TKM,15397.233763922175
2045,TKM,15643.58950414493
2046,TKM,15893.886936211247
2047,TKM,16148.189127190628
2048,TKM,16406.56015322568
2049,TKM,16669.065115677287
2050,TKM,16935.770157528128
2020,TLS,15865.968888888878
2021,TLS,16119.8243911111
2022,TLS,16377.741581368877
2023,TLS,16639.78544667078
2024,TLS,16906.022013817514
2025,TLS,17176.518366038592
2026,TLS,17451.34265989521
2027,TLS,17730.564142453535
2028,TLS,18014.253168732794
2029,TLS,18302.481219432517
2030,TLS,18595.32091894344
2031,TLS,18892.84605364653
2032,TLS,19195.13159050488
2033,TLS,19502.253695952957
2034,TLS,19814.2897550882
2035,TLS,20131.318391169614
2036,TLS,20453.419485428327
2037,TLS,20780.674197195185
2038,TLS,21113.164984350304
2039,TLS,21450.975624099912
2040,TLS,21794.191234085512
2041,TLS,22142.898293830876
2042,TLS,22497.184666532175
2043,TLS,22857.139621196686
2044,TLS,23222.853855135836
2045,TLS,23594.41951681801
