,Nation,iso_code3,Year,occrateinit_gnrl_occupancy
112,Africa Western and Central,AFW,2043,4.181218872870249
113,Africa Western and Central,AFW,2044,4.181218872870249
114,Africa Western and Central,AFW,2045,4.181218872870249
115,Africa Western and Central,AFW,2046,4.181218872870249
116,Africa Western and Central,AFW,2047,4.181218872870249
117,Africa Western and Central,AFW,2048,4.181218872870249
118,Africa Western and Central,AFW,2049,4.181218872870249
119,Africa Western and Central,AFW,2050,4.181218872870249
120,Angola,AGO,2021,5.0600000000000005
121,Angola,AGO,2022,5.0600000000000005
122,Angola,AGO,2023,5.0600000000000005
123,Angola,AGO,2024,5.0600000000000005
124,Angola,AGO,2025,5.0600000000000005
125,Angola,AGO,2026,5.0600000000000005
126,Angola,AGO,2027,5.0600000000000005
127,Angola,AGO,2028,5.0600000000000005
128,Angola,AGO,2029,5.0600000000000005
129,Angola,AGO,2030,5.0600000000000005
130,Angola,AGO,2031,5.0600000000000005
131,Angola,AGO,2032,5.0600000000000005
132,Angola,AGO,2033,5.0600000000000005
133,Angola,AGO,2034,5.0600000000000005
134,Angola,AGO,2035,5.0600000000000005
135,Angola,AGO,2036,5.0600000000000005
136,Angola,AGO,2037,5.0600000000000005
137,Angola,AGO,2038,5.0600000000000005
138,Angola,AGO,2039,5.0600000000000005
139,Angola,AGO,2040,5.0600000000000005
140,Angola,AGO,2041,5.0600000000000005
141,Angola,AGO,2042,5.0600000000000005
142,Angola,AGO,2043,5.0600000000000005
143,Angola,AGO,2044,5.0600000000000005
144,Angola,AGO,2045,5.0600000000000005
145,Angola,AGO,2046,5.0600000000000005
146,Angola,AGO,2047,5.0600000000000005
147,Angola,AGO,2048,5.0600000000000005
148,Angola,AGO,2049,5.0600000000000005
149,Angola,AGO,2050,5.0600000000000005
150,Albania,ALB,2021,3.8660000000000005
151,Albania,ALB,2022,3.8660000000000005
152,Albania,ALB,2023,3.8660000000000005
153,Albania,ALB,2024,3.8660000000000005
154,Albania,ALB,2025,3.8660000000000005
155,Albania,ALB,2026,3.8660000000000005
156,Albania,ALB,2027,3.8660000000000005
157,Albania,ALB,2028,3.8660000000000005
158,Albania,ALB,2029,3.8660000000000005
159,Albania,ALB,2030,3.8660000000000005
160,Albania,ALB,2031,3.8660000000000005
161,Albania,ALB,2032,3.8660000000000005
162,Albania,ALB,2033,3.8660000000000005
163,Albania,ALB,2034,3.8660000000000005
164,Albania,ALB,2035,3.8660000000000005
165,Albania,ALB,2036,3.8660000000000005
166,Albania,ALB,2037,3.8660000000000005
167,Albania,ALB,2038,3.8660000000000005
168,Albania,ALB,2039,3.8660000000000005
169,Albania,ALB,2040,3.8660000000000005
170,Albania,ALB,2041,3.8660000000000005
171,Albania,ALB,2042,3.8660000000000005
172,Albania,ALB,2043,3.8660000000000005
173,Albania,ALB,2044,3.8660000000000005
174,Albania,ALB,2045,3.8660000000000005
175,Albania,ALB,2046,3.8660000000000005
176,Albania,ALB,2047,3.8660000000000005
177,Albania,ALB,2048,3.8660000000000005
178,Albania,ALB,2049,3.8660000000000005
179,Albania,ALB,2050,3.8660000000000005
180,Andorra,AND,2021,4.181218872870249
181,Andorra,AND,2022,4.181218872870249
182,Andorra,AND,2023,4.181218872870249
183,Andorra,AND,2024,4.181218872870249
184,Andorra,AND,2025,4.181218872870249
185,Andorra,AND,2026,4.181218872870249
186,Andorra,AND,2027,4.181218872870249
187,Andorra,AND,2028,4.181218872870249
188,Andorra,AND,2029,4.181218872870249
189,Andorra,AND,2030,4.181218872870249
190,Andorra,AND,2031,4.181218872870249
191,Andorra,AND,2032,4.181218872870249
192,Andorra,AND,2033,4.181218872870249
193,Andorra,AND,2034,4.181218872870249
194,Andorra,AND,2035,4.181218872870249
195,Andorra,AND,2036,4.181218872870249
196,Andorra,AND,2037,4.181218872870249
197,Andorra,AND,2038,4.181218872870249
198,Andorra,AND,2039,4.181218872870249
199,Andorra,AND,2040,4.181218872870249
200,Andorra,AND,2041,4.181218872870249
201,Andorra,AND,2042,4.181218872870249
202,Andorra,AND,2043,4.181218872870249
203,Andorra,AND,2044,4.181218872870249
204,Andorra,AND,2045,4.181218872870249
205,Andorra,AND,2046,4.181218872870249
206,Andorra,AND,2047,4.181218872870249
207,Andorra,AND,2048,4.181218872870249
208,Andorra,AND,2049,4.181218872870249
209,Andorra,AND,2050,4.181218872870249
210,Arab World,ARB,2021,4.181218872870249
211,Arab World,ARB,2022,4.181218872870249
212,Arab World,ARB,2023,4.181218872870249
213,Arab World,ARB,2024,4.181218872870249
214,Arab World,ARB,2025,4.181218872870249
215,Arab World,ARB,2026,4.181218872870249
216,Arab World,ARB,2027,4.181218872870249
217,Arab World,ARB,2028,4.181218872870249
218,Arab World,ARB,2029,4.181218872870249
219,Arab World,ARB,2030,4.181218872870249
220,Arab World,ARB,2031,4.181218872870249
221,Arab World,ARB,2032,4.181218872870249
222,Arab World,ARB,2033,4.181218872870249
223,Arab World,ARB,2034,4.181218872870249
224,Arab World,ARB,2035,4.181218872870249
225,Arab World,ARB,2036,4.181218872870249
226,Arab World,ARB,2037,4.181218872870249
227,Arab World,ARB,2038,4.181218872870249
228,Arab World,ARB,2039,4.181218872870249
229,Arab World,ARB,2040,4.181218872870249
230,Arab World,ARB,2041,4.181218872870249
231,Arab World,ARB,2042,4.181218872870249
232,Arab World,ARB,2043,4.181218872870249
233,Arab World,ARB,2044,4.181218872870249
234,Arab World,ARB,2045,4.181218872870249
235,Arab World,ARB,2046,4.181218872870249
236,Arab World,ARB,2047,4.181218872870249
237,Arab World,ARB,2048,4.181218872870249
238,Arab World,ARB,2049,4.181218872870249
239,Arab World,ARB,2050,4.181218872870249
240,United Arab Emirates,ARE,2021,4.181218872870249
241,United Arab Emirates,ARE,2022,4.181218872870249
242,United Arab Emirates,ARE,2023,4.181218872870249
243,United Arab Emirates,ARE,2024,4.181218872870249
244,United Arab Emirates,ARE,2025,4.181218872870249
245,United Arab Emirates,ARE,2026,4.181218872870249
246,United Arab Emirates,ARE,2027,4.181218872870249
247,United Arab Emirates,ARE,2028,4.181218872870249
248,United Arab Emirates,ARE,2029,4.181218872870249
249,United Arab Emirates,ARE,2030,4.181218872870249
250,United Arab Emirates,ARE,2031,4.181218872870249
251,United Arab Emirates,ARE,2032,4.181218872870249
252,United Arab Emirates,ARE,2033,4.181218872870249
253,United Arab Emirates,ARE,2034,4.181218872870249
254,United Arab Emirates,ARE,2035,4.181218872870249
255,United Arab Emirates,ARE,2036,4.181218872870249
256,United Arab Emirates,ARE,2037,4.181218872870249
257,United Arab Emirates,ARE,2038,4.181218872870249
258,United Arab Emirates,ARE,2039,4.181218872870249
259,United Arab Emirates,ARE,2040,4.181218872870249
260,United Arab Emirates,ARE,2041,4.181218872870249
261,United Arab Emirates,ARE,2042,4.181218872870249
262,United Arab Emirates,ARE,2043,4.181218872870249
263,United Arab Emirates,ARE,2044,4.181218872870249
264,United Arab Emirates,ARE,2045,4.181218872870249
265,United Arab Emirates,ARE,2046,4.181218872870249
266,United Arab Emirates,ARE,2047,4.181218872870249
267,United Arab Emirates,ARE,2048,4.181218872870249
268,United Arab Emirates,ARE,2049,4.181218872870249
269,United Arab Emirates,ARE,2050,4.181218872870249
270,Argentina,ARG,2021,3.2600000000000002
271,Argentina,ARG,2022,3.2600000000000002
272,Argentina,ARG,2023,3.2600000000000002
273,Argentina,ARG,2024,3.2600000000000002
274,Argentina,ARG,2025,3.2600000000000002
275,Argentina,ARG,2026,3.2600000000000002
276,Argentina,ARG,2027,3.2600000000000002
277,Argentina,ARG,2028,3.2600000000000002
278,Argentina,ARG,2029,3.2600000000000002
279,Argentina,ARG,2030,3.2600000000000002
280,Argentina,ARG,2031,3.2600000000000002
281,Argentina,ARG,2032,3.2600000000000002
282,Argentina,ARG,2033,3.2600000000000002
283,Argentina,ARG,2034,3.2600000000000002
284,Argentina,ARG,2035,3.2600000000000002
285,Argentina,ARG,2036,3.2600000000000002
286,Argentina,ARG,2037,3.2600000000000002
287,Argentina,ARG,2038,3.2600000000000002
288,Argentina,ARG,2039,3.2600000000000002
289,Argentina,ARG,2040,3.2600000000000002
290,Argentina,ARG,2041,3.2600000000000002
291,Argentina,ARG,2042,3.2600000000000002
292,Argentina,ARG,2043,3.2600000000000002
293,Argentina,ARG,2044,3.2600000000000002
294,Argentina,ARG,2045,3.2600000000000002
295,Argentina,ARG,2046,3.2600000000000002
296,Argentina,ARG,2047,3.2600000000000002
297,Argentina,ARG,2048,3.2600000000000002
298,Argentina,ARG,2049,3.2600000000000002
299,Argentina,ARG,2050,3.2600000000000002
300,Armenia,ARM,2021,3.9125
301,Armenia,ARM,2022,3.9125
302,Armenia,ARM,2023,3.9125
303,Armenia,ARM,2024,3.9125
304,Armenia,ARM,2025,3.9125
305,Armenia,ARM,2026,3.9125
306,Armenia,ARM,2027,3.9125
307,Armenia,ARM,2028,3.9125
308,Armenia,ARM,2029,3.9125
309,Armenia,ARM,2030,3.9125
310,Armenia,ARM,2031,3.9125
311,Armenia,ARM,2032,3.9125
312,Armenia,ARM,2033,3.9125
313,Armenia,ARM,2034,3.9125
314,Armenia,ARM,2035,3.9125
315,Armenia,ARM,2036,3.9125
316,Armenia,ARM,2037,3.9125
317,Armenia,ARM,2038,3.9125
318,Armenia,ARM,2039,3.9125
319,Armenia,ARM,2040,3.9125
320,Armenia,ARM,2041,3.9125
321,Armenia,ARM,2042,3.9125
322,Armenia,ARM,2043,3.9125
323,Armenia,ARM,2044,3.9125
324,Armenia,ARM,2045,3.9125
325,Armenia,ARM,2046,3.9125
326,Armenia,ARM,2047,3.9125
327,Armenia,ARM,2048,3.9125
328,Armenia,ARM,2049,3.9125
329,Armenia,ARM,2050,3.9125
330,American Samoa,ASM,2021,4.181218872870249
331,American Samoa,ASM,2022,4.181218872870249
332,American Samoa,ASM,2023,4.181218872870249
333,American Samoa,ASM,2024,4.181218872870249
334,American Samoa,ASM,2025,4.181218872870249
335,American Samoa,ASM,2026,4.181218872870249
336,American Samoa,ASM,2027,4.181218872870249
337,American Samoa,ASM,2028,4.181218872870249
338,American Samoa,ASM,2029,4.181218872870249
339,American Samoa,ASM,2030,4.181218872870249
340,American Samoa,ASM,2031,4.181218872870249
341,American Samoa,ASM,2032,4.181218872870249
342,American Samoa,ASM,2033,4.181218872870249
343,American Samoa,ASM,2034,4.181218872870249
344,American Samoa,ASM,2035,4.181218872870249
345,American Samoa,ASM,2036,4.181218872870249
346,American Samoa,ASM,2037,4.181218872870249
347,American Samoa,ASM,2038,4.181218872870249
348,American Samoa,ASM,2039,4.181218872870249
349,American Samoa,ASM,2040,4.181218872870249
350,American Samoa,ASM,2041,4.181218872870249
351,American Samoa,ASM,2042,4.181218872870249
352,American Samoa,ASM,2043,4.181218872870249
353,American Samoa,ASM,2044,4.181218872870249
354,American Samoa,ASM,2045,4.181218872870249
355,American Samoa,ASM,2046,4.181218872870249
356,American Samoa,ASM,2047,4.181218872870249
357,American Samoa,ASM,2048,4.181218872870249
358,American Samoa,ASM,2049,4.181218872870249
359,American Samoa,ASM,2050,4.181218872870249
360,Antigua and Barbuda,ATG,2021,4.181218872870249
361,Antigua and Barbuda,ATG,2022,4.181218872870249
362,Antigua and Barbuda,ATG,2023,4.181218872870249
363,Antigua and Barbuda,ATG,2024,4.181218872870249
364,Antigua and Barbuda,ATG,2025,4.181218872870249
365,Antigua and Barbuda,ATG,2026,4.181218872870249
366,Antigua and Barbuda,ATG,2027,4.181218872870249
367,Antigua and Barbuda,ATG,2028,4.181218872870249
368,Antigua and Barbuda,ATG,2029,4.181218872870249
369,Antigua and Barbuda,ATG,2030,4.181218872870249
370,Antigua and Barbuda,ATG,2031,4.181218872870249
371,Antigua and Barbuda,ATG,2032,4.181218872870249
372,Antigua and Barbuda,ATG,2033,4.181218872870249
373,Antigua and Barbuda,ATG,2034,4.181218872870249
374,Antigua and Barbuda,ATG,2035,4.181218872870249
375,Antigua and Barbuda,ATG,2036,4.181218872870249
376,Antigua and Barbuda,ATG,2037,4.181218872870249
377,Antigua and Barbuda,ATG,2038,4.181218872870249
378,Antigua and Barbuda,ATG,2039,4.181218872870249
379,Antigua and Barbuda,ATG,2040,4.181218872870249
380,Antigua and Barbuda,ATG,2041,4.181218872870249
381,Antigua and Barbuda,ATG,2042,4.181218872870249
382,Antigua and Barbuda,ATG,2043,4.181218872870249
383,Antigua and Barbuda,ATG,2044,4.181218872870249
384,Antigua and Barbuda,ATG,2045,4.181218872870249
385,Antigua and Barbuda,ATG,2046,4.181218872870249
386,Antigua and Barbuda,ATG,2047,4.181218872870249
387,Antigua and Barbuda,ATG,2048,4.181218872870249
388,Antigua and Barbuda,ATG,2049,4.181218872870249
389,Antigua and Barbuda,ATG,2050,4.181218872870249
390,Australia,AUS,2021,2.5166666666666666
391,Australia,AUS,2022,2.5166666666666666
392,Australia,AUS,2023,2.5166666666666666
393,Australia,AUS,2024,2.5166666666666666
394,Australia,AUS,2025,2.5166666666666666
395,Australia,AUS,2026,2.5166666666666666
396,Australia,AUS,2027,2.5166666666666666
397,Australia,AUS,2028,2.5166666666666666
398,Australia,AUS,2029,2.5166666666666666
399,Australia,AUS,2030,2.5166666666666666
400,Australia,AUS,2031,2.5166666666666666
401,Australia,AUS,2032,2.5166666666666666
402,Australia,AUS,2033,2.5166666666666666
403,Australia,AUS,2034,2.5166666666666666
404,Australia,AUS,2035,2.5166666666666666
405,Australia,AUS,2036,2.5166666666666666
406,Australia,AUS,2037,2.5166666666666666
407,Australia,AUS,2038,2.5166666666666666
408,Australia,AUS,2039,2.5166666666666666
409,Australia,AUS,2040,2.5166666666666666
410,Australia,AUS,2041,2.5166666666666666
411,Australia,AUS,2042,2.5166666666666666
412,Australia,AUS,2043,2.5166666666666666
413,Australia,AUS,2044,2.5166666666666666
414,Australia,AUS,2045,2.5166666666666666
415,Australia,AUS,2046,2.5166666666666666
416,Australia,AUS,2047,2.5166666666666666
417,Australia,AUS,2048,2.5166666666666666
418,Australia,AUS,2049,2.5166666666666666
419,Australia,AUS,2050,2.5166666666666666
420,Austria,AUT,2021,2.3316666666666666
421,Austria,AUT,2022,2.3316666666666666
422,Austria,AUT,2023,2.3316666666666666
423,Austria,AUT,2024,2.3316666666666666
424,Austria,AUT,2025,2.3316666666666666
425,Austria,AUT,2026,2.3316666666666666
426,Austria,AUT,2027,2.3316666666666666
427,Austria,AUT,2028,2.3316666666666666
428,Austria,AUT,2029,2.3316666666666666
429,Austria,AUT,2030,2.3316666666666666
430,Austria,AUT,2031,2.3316666666666666
431,Austria,AUT,2032,2.3316666666666666
432,Austria,AUT,2033,2.3316666666666666
433,Austria,AUT,2034,2.3316666666666666
434,Austria,AUT,2035,2.3316666666666666
435,Austria,AUT,2036,2.3316666666666666
436,Austria,AUT,2037,2.3316666666666666
437,Austria,AUT,2038,2.3316666666666666
438,Austria,AUT,2039,2.3316666666666666
439,Austria,AUT,2040,2.3316666666666666
440,Austria,AUT,2041,2.3316666666666666
441,Austria,AUT,2042,2.3316666666666666
442,Austria,AUT,2043,2.3316666666666666
443,Austria,AUT,2044,2.3316666666666666
444,Austria,AUT,2045,2.3316666666666666
445,Austria,AUT,2046,2.3316666666666666
446,Austria,AUT,2047,2.3316666666666666
447,Austria,AUT,2048,2.3316666666666666
448,Austria,AUT,2049,2.3316666666666666
449,Austria,AUT,2050,2.3316666666666666
450,Azerbaijan,AZE,2021,4.436666666666667
451,Azerbaijan,AZE,2022,4.436666666666667
452,Azerbaijan,AZE,2023,4.436666666666667
453,Azerbaijan,AZE,2024,4.436666666666667
454,Azerbaijan,AZE,2025,4.436666666666667
455,Azerbaijan,AZE,2026,4.436666666666667
456,Azerbaijan,AZE,2027,4.436666666666667
457,Azerbaijan,AZE,2028,4.436666666666667
458,Azerbaijan,AZE,2029,4.436666666666667
459,Azerbaijan,AZE,2030,4.436666666666667
460,Azerbaijan,AZE,2031,4.436666666666667
461,Azerbaijan,AZE,2032,4.436666666666667
462,Azerbaijan,AZE,2033,4.436666666666667
463,Azerbaijan,AZE,2034,4.436666666666667
464,Azerbaijan,AZE,2035,4.436666666666667
465,Azerbaijan,AZE,2036,4.436666666666667
466,Azerbaijan,AZE,2037,4.436666666666667
467,Azerbaijan,AZE,2038,4.436666666666667
468,Azerbaijan,AZE,2039,4.436666666666667
469,Azerbaijan,AZE,2040,4.436666666666667
470,Azerbaijan,AZE,2041,4.436666666666667
471,Azerbaijan,AZE,2042,4.436666666666667
472,Azerbaijan,AZE,2043,4.436666666666667
473,Azerbaijan,AZE,2044,4.436666666666667
474,Azerbaijan,AZE,2045,4.436666666666667
475,Azerbaijan,AZE,2046,4.436666666666667
476,Azerbaijan,AZE,2047,4.436666666666667
477,Azerbaijan,AZE,2048,4.436666666666667
478,Azerbaijan,AZE,2049,4.436666666666667
479,Azerbaijan,AZE,2050,4.436666666666667
480,Burundi,BDI,2021,4.801666666666667
481,Burundi,BDI,2022,4.801666666666667
482,Burundi,BDI,2023,4.801666666666667
483,Burundi,BDI,2024,4.801666666666667
484,Burundi,BDI,2025,4.801666666666667
485,Burundi,BDI,2026,4.801666666666667
486,Burundi,BDI,2027,4.801666666666667
487,Burundi,BDI,2028,4.801666666666667
488,Burundi,BDI,2029,4.801666666666667
489,Burundi,BDI,2030,4.801666666666667
490,Burundi,BDI,2031,4.801666666666667
491,Burundi,BDI,2032,4.801666666666667
492,Burundi,BDI,2033,4.801666666666667
493,Burundi,BDI,2034,4.801666666666667
494,Burundi,BDI,2035,4.801666666666667
495,Burundi,BDI,2036,4.801666666666667
496,Burundi,BDI,2037,4.801666666666667
497,Burundi,BDI,2038,4.801666666666667
498,Burundi,BDI,2039,4.801666666666667
499,Burundi,BDI,2040,4.801666666666667
500,Burundi,BDI,2041,4.801666666666667
501,Burundi,BDI,2042,4.801666666666667
502,Burundi,BDI,2043,4.801666666666667
503,Burundi,BDI,2044,4.801666666666667
504,Burundi,BDI,2045,4.801666666666667
505,Burundi,BDI,2046,4.801666666666667
506,Burundi,BDI,2047,4.801666666666667
507,Burundi,BDI,2048,4.801666666666667
508,Burundi,BDI,2049,4.801666666666667
509,Burundi,BDI,2050,4.801666666666667
510,Belgium,BEL,2021,2.36
511,Belgium,BEL,2022,2.36
512,Belgium,BEL,2023,2.36
513,Belgium,BEL,2024,2.36
514,Belgium,BEL,2025,2.36
515,Belgium,BEL,2026,2.36
516,Belgium,BEL,2027,2.36
517,Belgium,BEL,2028,2.36
518,Belgium,BEL,2029,2.36
519,Belgium,BEL,2030,2.36
520,Belgium,BEL,2031,2.36
521,Belgium,BEL,2032,2.36
522,Belgium,BEL,2033,2.36
523,Belgium,BEL,2034,2.36
524,Belgium,BEL,2035,2.36
525,Belgium,BEL,2036,2.36
526,Belgium,BEL,2037,2.36
527,Belgium,BEL,2038,2.36
528,Belgium,BEL,2039,2.36
529,Belgium,BEL,2040,2.36
530,Belgium,BEL,2041,2.36
531,Belgium,BEL,2042,2.36
532,Belgium,BEL,2043,2.36
533,Belgium,BEL,2044,2.36
534,Belgium,BEL,2045,2.36
535,Belgium,BEL,2046,2.36
536,Belgium,BEL,2047,2.36
537,Belgium,BEL,2048,2.36
538,Belgium,BEL,2049,2.36
539,Belgium,BEL,2050,2.36
540,Benin,BEN,2021,5.275
541,Benin,BEN,2022,5.275
542,Benin,BEN,2023,5.275
543,Benin,BEN,2024,5.275
544,Benin,BEN,2025,5.275
545,Benin,BEN,2026,5.275
546,Benin,BEN,2027,5.275
547,Benin,BEN,2028,5.275
548,Benin,BEN,2029,5.275
549,Benin,BEN,2030,5.275
550,Benin,BEN,2031,5.275
551,Benin,BEN,2032,5.275
552,Benin,BEN,2033,5.275
553,Benin,BEN,2034,5.275
554,Benin,BEN,2035,5.275
555,Benin,BEN,2036,5.275
556,Benin,BEN,2037,5.275
557,Benin,BEN,2038,5.275
558,Benin,BEN,2039,5.275
559,Benin,BEN,2040,5.275
560,Benin,BEN,2041,5.275
561,Benin,BEN,2042,5.275
562,Benin,BEN,2043,5.275
563,Benin,BEN,2044,5.275
564,Benin,BEN,2045,5.275
565,Benin,BEN,2046,5.275
566,Benin,BEN,2047,5.275
567,Benin,BEN,2048,5.275
568,Benin,BEN,2049,5.275
569,Benin,BEN,2050,5.275
570,Burkina Faso,BFA,2021,6.11
571,Burkina Faso,BFA,2022,6.11
572,Burkina Faso,BFA,2023,6.11
573,Burkina Faso,BFA,2024,6.11
574,Burkina Faso,BFA,2025,6.11
575,Burkina Faso,BFA,2026,6.11
576,Burkina Faso,BFA,2027,6.11
577,Burkina Faso,BFA,2028,6.11
578,Burkina Faso,BFA,2029,6.11
579,Burkina Faso,BFA,2030,6.11
580,Burkina Faso,BFA,2031,6.11
581,Burkina Faso,BFA,2032,6.11
582,Burkina Faso,BFA,2033,6.11
583,Burkina Faso,BFA,2034,6.11
584,Burkina Faso,BFA,2035,6.11
585,Burkina Faso,BFA,2036,6.11
586,Burkina Faso,BFA,2037,6.11
587,Burkina Faso,BFA,2038,6.11
588,Burkina Faso,BFA,2039,6.11
589,Burkina Faso,BFA,2040,6.11
590,Burkina Faso,BFA,2041,6.11
591,Burkina Faso,BFA,2042,6.11
592,Burkina Faso,BFA,2043,6.11
593,Burkina Faso,BFA,2044,6.11
594,Burkina Faso,BFA,2045,6.11
595,Burkina Faso,BFA,2046,6.11
596,Burkina Faso,BFA,2047,6.11
597,Burkina Faso,BFA,2048,6.11
598,Burkina Faso,BFA,2049,6.11
599,Burkina Faso,BFA,2050,6.11
600,Bangladesh,BGD,2021,4.6490909090909085
601,Bangladesh,BGD,2022,4.6490909090909085
602,Bangladesh,BGD,2023,4.6490909090909085
603,Bangladesh,BGD,2024,4.6490909090909085
604,Bangladesh,BGD,2025,4.6490909090909085
605,Bangladesh,BGD,2026,4.6490909090909085
606,Bangladesh,BGD,2027,4.6490909090909085
607,Bangladesh,BGD,2028,4.6490909090909085
608,Bangladesh,BGD,2029,4.6490909090909085
609,Bangladesh,BGD,2030,4.6490909090909085
610,Bangladesh,BGD,2031,4.6490909090909085
611,Bangladesh,BGD,2032,4.6490909090909085
612,Bangladesh,BGD,2033,4.6490909090909085
613,Bangladesh,BGD,2034,4.6490909090909085
614,Bangladesh,BGD,2035,4.6490909090909085
615,Bangladesh,BGD,2036,4.6490909090909085
616,Bangladesh,BGD,2037,4.6490909090909085
617,Bangladesh,BGD,2038,4.6490909090909085
618,Bangladesh,BGD,2039,4.6490909090909085
619,Bangladesh,BGD,2040,4.6490909090909085
620,Bangladesh,BGD,2041,4.6490909090909085
621,Bangladesh,BGD,2042,4.6490909090909085
