iso_code3,Nation,Year,yf_agrc_fruits_tonne_ha
AGO,Angola,2038,13.211400000000001
AGO,Angola,2039,13.211400000000001
AGO,Angola,2040,13.211400000000001
AGO,Angola,2041,13.211400000000001
AGO,Angola,2042,13.211400000000001
AGO,Angola,2043,13.211400000000001
AGO,Angola,2044,13.211400000000001
AGO,Angola,2045,13.211400000000001
AGO,Angola,2046,13.211400000000001
AGO,Angola,2047,13.211400000000001
AGO,Angola,2048,13.211400000000001
AGO,Angola,2049,13.211400000000001
AGO,Angola,2050,13.211400000000001
ALB,Albania,2020,19.297116666666668
ALB,Albania,2021,19.297116666666668
ALB,Albania,2022,19.297116666666668
ALB,Albania,2023,19.297116666666668
ALB,Albania,2024,19.297116666666668
ALB,Albania,2025,19.297116666666668
ALB,Albania,2026,19.297116666666668
ALB,Albania,2027,19.297116666666668
ALB,Albania,2028,19.297116666666668
ALB,Albania,2029,19.297116666666668
ALB,Albania,2030,19.297116666666668
ALB,Albania,2031,19.297116666666668
ALB,Albania,2032,19.297116666666668
ALB,Albania,2033,19.297116666666668
ALB,Albania,2034,19.297116666666668
ALB,Albania,2035,19.297116666666668
ALB,Albania,2036,19.297116666666668
ALB,Albania,2037,19.297116666666668
ALB,Albania,2038,19.297116666666668
ALB,Albania,2039,19.297116666666668
ALB,Albania,2040,19.297116666666668
ALB,Albania,2041,19.297116666666668
ALB,Albania,2042,19.297116666666668
ALB,Albania,2043,19.297116666666668
ALB,Albania,2044,19.297116666666668
ALB,Albania,2045,19.297116666666668
ALB,Albania,2046,19.297116666666668
ALB,Albania,2047,19.297116666666668
ALB,Albania,2048,19.297116666666668
ALB,Albania,2049,19.297116666666668
ALB,Albania,2050,19.297116666666668
ARE,United Arab Emirates,2020,20.551662500000003
ARE,United Arab Emirates,2021,20.551662500000003
ARE,United Arab Emirates,2022,20.551662500000003
ARE,United Arab Emirates,2023,20.551662500000003
ARE,United Arab Emirates,2024,20.551662500000003
ARE,United Arab Emirates,2025,20.551662500000003
ARE,United Arab Emirates,2026,20.551662500000003
ARE,United Arab Emirates,2027,20.551662500000003
ARE,United Arab Emirates,2028,20.551662500000003
ARE,United Arab Emirates,2029,20.551662500000003
ARE,United Arab Emirates,2030,20.551662500000003
ARE,United Arab Emirates,2031,20.551662500000003
ARE,United Arab Emirates,2032,20.551662500000003
ARE,United Arab Emirates,2033,20.551662500000003
ARE,United Arab Emirates,2034,20.551662500000003
ARE,United Arab Emirates,2035,20.551662500000003
ARE,United Arab Emirates,2036,20.551662500000003
ARE,United Arab Emirates,2037,20.551662500000003
ARE,United Arab Emirates,2038,20.551662500000003
ARE,United Arab Emirates,2039,20.551662500000003
ARE,United Arab Emirates,2040,20.551662500000003
ARE,United Arab Emirates,2041,20.551662500000003
ARE,United Arab Emirates,2042,20.551662500000003
ARE,United Arab Emirates,2043,20.551662500000003
ARE,United Arab Emirates,2044,20.551662500000003
ARE,United Arab Emirates,2045,20.551662500000003
ARE,United Arab Emirates,2046,20.551662500000003
ARE,United Arab Emirates,2047,20.551662500000003
ARE,United Arab Emirates,2048,20.551662500000003
ARE,United Arab Emirates,2049,20.551662500000003
ARE,United Arab Emirates,2050,20.551662500000003
ARG,Argentina,2020,14.294615
ARG,Argentina,2021,14.294615
ARG,Argentina,2022,14.294615
ARG,Argentina,2023,14.294615
ARG,Argentina,2024,14.294615
ARG,Argentina,2025,14.294615
ARG,Argentina,2026,14.294615
ARG,Argentina,2027,14.294615
ARG,Argentina,2028,14.294615
ARG,Argentina,2029,14.294615
ARG,Argentina,2030,14.294615
ARG,Argentina,2031,14.294615
ARG,Argentina,2032,14.294615
ARG,Argentina,2033,14.294615
ARG,Argentina,2034,14.294615
ARG,Argentina,2035,14.294615
ARG,Argentina,2036,14.294615
ARG,Argentina,2037,14.294615
ARG,Argentina,2038,14.294615
ARG,Argentina,2039,14.294615
ARG,Argentina,2040,14.294615
ARG,Argentina,2041,14.294615
ARG,Argentina,2042,14.294615
ARG,Argentina,2043,14.294615
ARG,Argentina,2044,14.294615
ARG,Argentina,2045,14.294615
ARG,Argentina,2046,14.294615
ARG,Argentina,2047,14.294615
ARG,Argentina,2048,14.294615
ARG,Argentina,2049,14.294615
ARG,Argentina,2050,14.294615
ARM,Armenia,2020,7.675292307692308
ARM,Armenia,2021,7.675292307692308
ARM,Armenia,2022,7.675292307692308
ARM,Armenia,2023,7.675292307692308
ARM,Armenia,2024,7.675292307692308
ARM,Armenia,2025,7.675292307692308
ARM,Armenia,2026,7.675292307692308
ARM,Armenia,2027,7.675292307692308
ARM,Armenia,2028,7.675292307692308
ARM,Armenia,2029,7.675292307692308
ARM,Armenia,2030,7.675292307692308
ARM,Armenia,2031,7.675292307692308
ARM,Armenia,2032,7.675292307692308
ARM,Armenia,2033,7.675292307692308
ARM,Armenia,2034,7.675292307692308
ARM,Armenia,2035,7.675292307692308
ARM,Armenia,2036,7.675292307692308
ARM,Armenia,2037,7.675292307692308
ARM,Armenia,2038,7.675292307692308
ARM,Armenia,2039,7.675292307692308
ARM,Armenia,2040,7.675292307692308
ARM,Armenia,2041,7.675292307692308
ARM,Armenia,2042,7.675292307692308
ARM,Armenia,2043,7.675292307692308
ARM,Armenia,2044,7.675292307692308
ARM,Armenia,2045,7.675292307692308
ARM,Armenia,2046,7.675292307692308
ARM,Armenia,2047,7.675292307692308
ARM,Armenia,2048,7.675292307692308
ARM,Armenia,2049,7.675292307692308
ARM,Armenia,2050,7.675292307692308
ATG,Antigua and Barbuda,2020,6.363040000000001
ATG,Antigua and Barbuda,2021,6.363040000000001
ATG,Antigua and Barbuda,2022,6.363040000000001
ATG,Antigua and Barbuda,2023,6.363040000000001
ATG,Antigua and Barbuda,2024,6.363040000000001
ATG,Antigua and Barbuda,2025,6.363040000000001
ATG,Antigua and Barbuda,2026,6.363040000000001
ATG,Antigua and Barbuda,2027,6.363040000000001
ATG,Antigua and Barbuda,2028,6.363040000000001
ATG,Antigua and Barbuda,2029,6.363040000000001
ATG,Antigua and Barbuda,2030,6.363040000000001
ATG,Antigua and Barbuda,2031,6.363040000000001
ATG,Antigua and Barbuda,2032,6.363040000000001
ATG,Antigua and Barbuda,2033,6.363040000000001
ATG,Antigua and Barbuda,2034,6.363040000000001
ATG,Antigua and Barbuda,2035,6.363040000000001
ATG,Antigua and Barbuda,2036,6.363040000000001
ATG,Antigua and Barbuda,2037,6.363040000000001
ATG,Antigua and Barbuda,2038,6.363040000000001
ATG,Antigua and Barbuda,2039,6.363040000000001
ATG,Antigua and Barbuda,2040,6.363040000000001
ATG,Antigua and Barbuda,2041,6.363040000000001
ATG,Antigua and Barbuda,2042,6.363040000000001
ATG,Antigua and Barbuda,2043,6.363040000000001
ATG,Antigua and Barbuda,2044,6.363040000000001
ATG,Antigua and Barbuda,2045,6.363040000000001
ATG,Antigua and Barbuda,2046,6.363040000000001
ATG,Antigua and Barbuda,2047,6.363040000000001
ATG,Antigua and Barbuda,2048,6.363040000000001
ATG,Antigua and Barbuda,2049,6.363040000000001
ATG,Antigua and Barbuda,2050,6.363040000000001
AUS,Australia,2020,11.811207407407409
AUS,Australia,2021,11.811207407407409
AUS,Australia,2022,11.811207407407409
AUS,Australia,2023,11.811207407407409
AUS,Australia,2024,11.811207407407409
AUS,Australia,2025,11.811207407407409
AUS,Australia,2026,11.811207407407409
AUS,Australia,2027,11.811207407407409
AUS,Australia,2028,11.811207407407409
AUS,Australia,2029,11.811207407407409
AUS,Australia,2030,11.811207407407409
AUS,Australia,2031,11.811207407407409
AUS,Australia,2032,11.811207407407409
AUS,Australia,2033,11.811207407407409
AUS,Australia,2034,11.811207407407409
AUS,Australia,2035,11.811207407407409
AUS,Australia,2036,11.811207407407409
AUS,Australia,2037,11.811207407407409
AUS,Australia,2038,11.811207407407409
AUS,Australia,2039,11.811207407407409
AUS,Australia,2040,11.811207407407409
AUS,Australia,2041,11.811207407407409
AUS,Australia,2042,11.811207407407409
AUS,Australia,2043,11.811207407407409
AUS,Australia,2044,11.811207407407409
AUS,Australia,2045,11.811207407407409
AUS,Australia,2046,11.811207407407409
AUS,Australia,2047,11.811207407407409
AUS,Australia,2048,11.811207407407409
AUS,Australia,2049,11.811207407407409
AUS,Australia,2050,11.811207407407409
AUT,Austria,2020,25.347558333333335
AUT,Austria,2021,25.347558333333335
AUT,Austria,2022,25.347558333333335
AUT,Austria,2023,25.347558333333335
AUT,Austria,2024,25.347558333333335
AUT,Austria,2025,25.347558333333335
AUT,Austria,2026,25.347558333333335
AUT,Austria,2027,25.347558333333335
AUT,Austria,2028,25.347558333333335
AUT,Austria,2029,25.347558333333335
AUT,Austria,2030,25.347558333333335
AUT,Austria,2031,25.347558333333335
AUT,Austria,2032,25.347558333333335
AUT,Austria,2033,25.347558333333335
AUT,Austria,2034,25.347558333333335
AUT,Austria,2035,25.347558333333335
AUT,Austria,2036,25.347558333333335
AUT,Austria,2037,25.347558333333335
AUT,Austria,2038,25.347558333333335
AUT,Austria,2039,25.347558333333335
AUT,Austria,2040,25.347558333333335
AUT,Austria,2041,25.347558333333335
AUT,Austria,2042,25.347558333333335
AUT,Austria,2043,25.347558333333335
AUT,Austria,2044,25.347558333333335
AUT,Austria,2045,25.347558333333335
AUT,Austria,2046,25.347558333333335
AUT,Austria,2047,25.347558333333335
AUT,Austria,2048,25.347558333333335
AUT,Austria,2049,25.347558333333335
AUT,Austria,2050,25.347558333333335
AZE,Azerbaijan,2020,8.971919047619048
AZE,Azerbaijan,2021,8.971919047619048
AZE,Azerbaijan,2022,8.971919047619048
AZE,Azerbaijan,2023,8.971919047619048
AZE,Azerbaijan,2024,8.971919047619048
AZE,Azerbaijan,2025,8.971919047619048
AZE,Azerbaijan,2026,8.971919047619048
AZE,Azerbaijan,2027,8.971919047619048
AZE,Azerbaijan,2028,8.971919047619048
AZE,Azerbaijan,2029,8.971919047619048
AZE,Azerbaijan,2030,8.971919047619048
AZE,Azerbaijan,2031,8.971919047619048
AZE,Azerbaijan,2032,8.971919047619048
AZE,Azerbaijan,2033,8.971919047619048
AZE,Azerbaijan,2034,8.971919047619048
AZE,Azerbaijan,2035,8.971919047619048
AZE,Azerbaijan,2036,8.971919047619048
AZE,Azerbaijan,2037,8.971919047619048
AZE,Azerbaijan,2038,8.971919047619048
AZE,Azerbaijan,2039,8.971919047619048
AZE,Azerbaijan,2040,8.971919047619048
AZE,Azerbaijan,2041,8.971919047619048
AZE,Azerbaijan,2042,8.971919047619048
AZE,Azerbaijan,2043,8.971919047619048
AZE,Azerbaijan,2044,8.971919047619048
AZE,Azerbaijan,2045,8.971919047619048
AZE,Azerbaijan,2046,8.971919047619048
AZE,Azerbaijan,2047,8.971919047619048
AZE,Azerbaijan,2048,8.971919047619048
AZE,Azerbaijan,2049,8.971919047619048
AZE,Azerbaijan,2050,8.971919047619048
BDI,Burundi,2020,6.8349
BDI,Burundi,2021,6.8349
BDI,Burundi,2022,6.8349
BDI,Burundi,2023,6.8349
BDI,Burundi,2024,6.8349
BDI,Burundi,2025,6.8349
BDI,Burundi,2026,6.8349
BDI,Burundi,2027,6.8349
BDI,Burundi,2028,6.8349
BDI,Burundi,2029,6.8349
BDI,Burundi,2030,6.8349
BDI,Burundi,2031,6.8349
BDI,Burundi,2032,6.8349
BDI,Burundi,2033,6.8349
BDI,Burundi,2034,6.8349
BDI,Burundi,2035,6.8349
BDI,Burundi,2036,6.8349
BDI,Burundi,2037,6.8349
BDI,Burundi,2038,6.8349
BDI,Burundi,2039,6.8349
BDI,Burundi,2040,6.8349
BDI,Burundi,2041,6.8349
BDI,Burundi,2042,6.8349
BDI,Burundi,2043,6.8349
BDI,Burundi,2044,6.8349
BDI,Burundi,2045,6.8349
BDI,Burundi,2046,6.8349
BDI,Burundi,2047,6.8349
BDI,Burundi,2048,6.8349
BDI,Burundi,2049,6.8349
BDI,Burundi,2050,6.8349
BEL,Belgium,2020,16.47404
BEL,Belgium,2021,16.47404
BEL,Belgium,2022,16.47404
BEL,Belgium,2023,16.47404
BEL,Belgium,2024,16.47404
BEL,Belgium,2025,16.47404
BEL,Belgium,2026,16.47404
BEL,Belgium,2027,16.47404
BEL,Belgium,2028,16.47404
BEL,Belgium,2029,16.47404
BEL,Belgium,2030,16.47404
BEL,Belgium,2031,16.47404
BEL,Belgium,2032,16.47404
BEL,Belgium,2033,16.47404
BEL,Belgium,2034,16.47404
BEL,Belgium,2035,16.47404
BEL,Belgium,2036,16.47404
BEL,Belgium,2037,16.47404
BEL,Belgium,2038,16.47404
BEL,Belgium,2039,16.47404
BEL,Belgium,2040,16.47404
BEL,Belgium,2041,16.47404
BEL,Belgium,2042,16.47404
BEL,Belgium,2043,16.47404
BEL,Belgium,2044,16.47404
BEL,Belgium,2045,16.47404
BEL,Belgium,2046,16.47404
BEL,Belgium,2047,16.47404
BEL,Belgium,2048,16.47404
BEL,Belgium,2049,16.47404
BEL,Belgium,2050,16.47404
BEN,Benin,2020,11.120700000000001
BEN,Benin,2021,11.120700000000001
BEN,Benin,2022,11.120700000000001
BEN,Benin,2023,11.120700000000001
BEN,Benin,2024,11.120700000000001
BEN,Benin,2025,11.120700000000001
BEN,Benin,2026,11.120700000000001
BEN,Benin,2027,11.120700000000001
BEN,Benin,2028,11.120700000000001
BEN,Benin,2029,11.120700000000001
BEN,Benin,2030,11.120700000000001
BEN,Benin,2031,11.120700000000001
BEN,Benin,2032,11.120700000000001
BEN,Benin,2033,11.120700000000001
BEN,Benin,2034,11.120700000000001
BEN,Benin,2035,11.120700000000001
BEN,Benin,2036,11.120700000000001
BEN,Benin,2037,11.120700000000001
BEN,Benin,2038,11.120700000000001
BEN,Benin,2039,11.120700000000001
BEN,Benin,2040,11.120700000000001
BEN,Benin,2041,11.120700000000001
BEN,Benin,2042,11.120700000000001
BEN,Benin,2043,11.120700000000001
BEN,Benin,2044,11.120700000000001
BEN,Benin,2045,11.120700000000001
BEN,Benin,2046,11.120700000000001
BEN,Benin,2047,11.120700000000001
BEN,Benin,2048,11.120700000000001
BEN,Benin,2049,11.120700000000001
BEN,Benin,2050,11.120700000000001
BFA,Burkina Faso,2020,7.753242857142857
BFA,Burkina Faso,2021,7.753242857142857
BFA,Burkina Faso,2022,7.753242857142857
BFA,Burkina Faso,2023,7.753242857142857
BFA,Burkina Faso,2024,7.753242857142857
BFA,Burkina Faso,2025,7.753242857142857
BFA,Burkina Faso,2026,7.753242857142857
BFA,Burkina Faso,2027,7.753242857142857
BFA,Burkina Faso,2028,7.753242857142857
BFA,Burkina Faso,2029,7.753242857142857
BFA,Burkina Faso,2030,7.753242857142857
BFA,Burkina Faso,2031,7.753242857142857
BFA,Burkina Faso,2032,7.753242857142857
BFA,Burkina Faso,2033,7.753242857142857
BFA,Burkina Faso,2034,7.753242857142857
BFA,Burkina Faso,2035,7.753242857142857
BFA,Burkina Faso,2036,7.753242857142857
BFA,Burkina Faso,2037,7.753242857142857
BFA,Burkina Faso,2038,7.753242857142857
BFA,Burkina Faso,2039,7.753242857142857
BFA,Burkina Faso,2040,7.753242857142857
BFA,Burkina Faso,2041,7.753242857142857
BFA,Burkina Faso,2042,7.753242857142857
BFA,Burkina Faso,2043,7.753242857142857
BFA,Burkina Faso,2044,7.753242857142857
BFA,Burkina Faso,2045,7.753242857142857
BFA,Burkina Faso,2046,7.753242857142857
BFA,Burkina Faso,2047,7.753242857142857
BFA,Burkina Faso,2048,7.753242857142857
BFA,Burkina Faso,2049,7.753242857142857
BFA,Burkina Faso,2050,7.753242857142857
BGD,Bangladesh,2020,9.512038461538461
BGD,Bangladesh,2021,9.512038461538461
BGD,Bangladesh,2022,9.512038461538461
BGD,Bangladesh,2023,9.512038461538461
BGD,Bangladesh,2024,9.512038461538461
BGD,Bangladesh,2025,9.512038461538461
BGD,Bangladesh,2026,9.512038461538461
BGD,Bangladesh,2027,9.512038461538461
BGD,Bangladesh,2028,9.512038461538461
BGD,Bangladesh,2029,9.512038461538461
BGD,Bangladesh,2030,9.512038461538461
BGD,Bangladesh,2031,9.512038461538461
BGD,Bangladesh,2032,9.512038461538461
BGD,Bangladesh,2033,9.512038461538461
BGD,Bangladesh,2034,9.512038461538461
BGD,Bangladesh,2035,9.512038461538461
BGD,Bangladesh,2036,9.512038461538461
BGD,Bangladesh,2037,9.512038461538461
BGD,Bangladesh,2038,9.512038461538461
BGD,Bangladesh,2039,9.512038461538461
BGD,Bangladesh,2040,9.512038461538461
BGD,Bangladesh,2041,9.512038461538461
BGD,Bangladesh,2042,9.512038461538461
BGD,Bangladesh,2043,9.512038461538461
BGD,Bangladesh,2044,9.512038461538461
BGD,Bangladesh,2045,9.512038461538461
BGD,Bangladesh,2046,9.512038461538461
BGD,Bangladesh,2047,9.512038461538461
BGD,Bangladesh,2048,9.512038461538461
BGD,Bangladesh,2049,9.512038461538461
BGD,Bangladesh,2050,9.512038461538461
BGR,Bulgaria,2020,5.682328571428572
BGR,Bulgaria,2021,5.682328571428572
BGR,Bulgaria,2022,5.682328571428572
BGR,Bulgaria,2023,5.682328571428572
BGR,Bulgaria,2024,5.682328571428572
BGR,Bulgaria,2025,5.682328571428572
BGR,Bulgaria,2026,5.682328571428572
BGR,Bulgaria,2027,5.682328571428572
BGR,Bulgaria,2028,5.682328571428572
BGR,Bulgaria,2029,5.682328571428572
BGR,Bulgaria,2030,5.682328571428572
BGR,Bulgaria,2031,5.682328571428572
BGR,Bulgaria,2032,5.682328571428572
BGR,Bulgaria,2033,5.682328571428572
BGR,Bulgaria,2034,5.682328571428572
BGR,Bulgaria,2035,5.682328571428572
BGR,Bulgaria,2036,5.682328571428572
BGR,Bulgaria,2037,5.682328571428572
BGR,Bulgaria,2038,5.682328571428572
BGR,Bulgaria,2039,5.682328571428572
BGR,Bulgaria,2040,5.682328571428572
BGR,Bulgaria,2041,5.682328571428572
BGR,Bulgaria,2042,5.682328571428572
BGR,Bulgaria,2043,5.682328571428572
BGR,Bulgaria,2044,5.682328571428572
BGR,Bulgaria,2045,5.682328571428572
BGR,Bulgaria,2046,5.682328571428572
BGR,Bulgaria,2047,5.682328571428572
BGR,Bulgaria,2048,5.682328571428572
BGR,Bulgaria,2049,5.682328571428572
BGR,Bulgaria,2050,5.682328571428572
BHR,Bahrain,2020,7.863880000000001
BHR,Bahrain,2021,7.863880000000001
BHR,Bahrain,2022,7.863880000000001
BHR,Bahrain,2023,7.863880000000001
BHR,Bahrain,2024,7.863880000000001
BHR,Bahrain,2025,7.863880000000001
BHR,Bahrain,2026,7.863880000000001
BHR,Bahrain,2027,7.863880000000001
BHR,Bahrain,2028,7.863880000000001
BHR,Bahrain,2029,7.863880000000001
BHR,Bahrain,2030,7.863880000000001
BHR,Bahrain,2031,7.863880000000001
BHR,Bahrain,2032,7.863880000000001
BHR,Bahrain,2033,7.863880000000001
BHR,Bahrain,2034,7.863880000000001
BHR,Bahrain,2035,7.863880000000001
BHR,Bahrain,2036,7.863880000000001
BHR,Bahrain,2037,7.863880000000001
BHR,Bahrain,2038,7.863880000000001
BHR,Bahrain,2039,7.863880000000001
BHR,Bahrain,2040,7.863880000000001
BHR,Bahrain,2041,7.863880000000001
BHR,Bahrain,2042,7.863880000000001
BHR,Bahrain,2043,7.863880000000001
BHR,Bahrain,2044,7.863880000000001
BHR,Bahrain,2045,7.863880000000001
BHR,Bahrain,2046,7.863880000000001
BHR,Bahrain,2047,7.863880000000001
BHR,Bahrain,2048,7.863880000000001
BHR,Bahrain,2049,7.863880000000001
BHR,Bahrain,2050,7.863880000000001
BHS,Bahamas,2020,16.466036363636366
BHS,Bahamas,2021,16.466036363636366
BHS,Bahamas,2022,16.466036363636366
BHS,Bahamas,2023,16.466036363636366
BHS,Bahamas,2024,16.466036363636366
BHS,Bahamas,2025,16.466036363636366
BHS,Bahamas,2026,16.466036363636366
BHS,Bahamas,2027,16.466036363636366
BHS,Bahamas,2028,16.466036363636366
BHS,Bahamas,2029,16.466036363636366
BHS,Bahamas,2030,16.466036363636366
BHS,Bahamas,2031,16.466036363636366
BHS,Bahamas,2032,16.466036363636366
BHS,Bahamas,2033,16.466036363636366
BHS,Bahamas,2034,16.466036363636366
BHS,Bahamas,2035,16.466036363636366
BHS,Bahamas,2036,16.466036363636366
BHS,Bahamas,2037,16.466036363636366
BHS,Bahamas,2038,16.466036363636366
BHS,Bahamas,2039,16.466036363636366
BHS,Bahamas,2040,16.466036363636366
BHS,Bahamas,2041,16.466036363636366
BHS,Bahamas,2042,16.466036363636366
BHS,Bahamas,2043,16.466036363636366
BHS,Bahamas,2044,16.466036363636366
BHS,Bahamas,2045,16.466036363636366
BHS,Bahamas,2046,16.466036363636366
BHS,Bahamas,2047,16.466036363636366
BHS,Bahamas,2048,16.466036363636366
BHS,Bahamas,2049,16.466036363636366
BHS,Bahamas,2050,16.466036363636366
BIH,Bosnia and Herzegovina,2020,4.165047368421053
BIH,Bosnia and Herzegovina,2021,4.165047368421053
BIH,Bosnia and Herzegovina,2022,4.165047368421053
BIH,Bosnia and Herzegovina,2023,4.165047368421053
BIH,Bosnia and Herzegovina,2024,4.165047368421053
BIH,Bosnia and Herzegovina,2025,4.165047368421053
BIH,Bosnia and Herzegovina,2026,4.165047368421053
BIH,Bosnia and Herzegovina,2027,4.165047368421053
BIH,Bosnia and Herzegovina,2028,4.165047368421053
BIH,Bosnia and Herzegovina,2029,4.165047368421053
BIH,Bosnia and Herzegovina,2030,4.165047368421053
BIH,Bosnia and Herzegovina,2031,4.165047368421053
BIH,Bosnia and Herzegovina,2032,4.165047368421053
BIH,Bosnia and Herzegovina,2033,4.165047368421053
BIH,Bosnia and Herzegovina,2034,4.165047368421053
BIH,Bosnia and Herzegovina,2035,4.165047368421053
BIH,Bosnia and Herzegovina,2036,4.165047368421053
BIH,Bosnia and Herzegovina,2037,4.165047368421053
BIH,Bosnia and Herzegovina,2038,4.165047368421053
BIH,Bosnia and Herzegovina,2039,4.165047368421053
BIH,Bosnia and Herzegovina,2040,4.165047368421053
BIH,Bosnia and Herzegovina,2041,4.165047368421053
BIH,Bosnia and Herzegovina,2042,4.165047368421053
BIH,Bosnia and Herzegovina,2043,4.165047368421053
BIH,Bosnia and Herzegovina,2044,4.165047368421053
BIH,Bosnia and Herzegovina,2045,4.165047368421053
BIH,Bosnia and Herzegovina,2046,4.165047368421053
BIH,Bosnia and Herzegovina,2047,4.165047368421053
BIH,Bosnia and Herzegovina,2048,4.165047368421053
BIH,Bosnia and Herzegovina,2049,4.165047368421053
BIH,Bosnia and Herzegovina,2050,4.165047368421053
BLR,Belarus,2020,5.2386125
BLR,Belarus,2021,5.2386125
BLR,Belarus,2022,5.2386125
BLR,Belarus,2023,5.2386125
BLR,Belarus,2024,5.2386125
BLR,Belarus,2025,5.2386125
BLR,Belarus,2026,5.2386125
BLR,Belarus,2027,5.2386125
BLR,Belarus,2028,5.2386125
BLR,Belarus,2029,5.2386125
BLR,Belarus,2030,5.2386125
BLR,Belarus,2031,5.2386125
BLR,Belarus,2032,5.2386125
BLR,Belarus,2033,5.2386125
BLR,Belarus,2034,5.2386125
BLR,Belarus,2035,5.2386125
BLR,Belarus,2036,5.2386125
BLR,Belarus,2037,5.2386125
BLR,Belarus,2038,5.2386125
BLR,Belarus,2039,5.2386125
BLR,Belarus,2040,5.2386125
BLR,Belarus,2041,5.2386125
BLR,Belarus,2042,5.2386125
BLR,Belarus,2043,5.2386125
BLR,Belarus,2044,5.2386125
BLR,Belarus,2045,5.2386125
BLR,Belarus,2046,5.2386125
BLR,Belarus,2047,5.2386125
BLR,Belarus,2048,5.2386125
BLR,Belarus,2049,5.2386125
BLR,Belarus,2050,5.2386125
BLZ,Belize,2020,17.248366666666666
BLZ,Belize,2021,17.248366666666666
BLZ,Belize,2022,17.248366666666666
BLZ,Belize,2023,17.248366666666666
BLZ,Belize,2024,17.248366666666666
BLZ,Belize,2025,17.248366666666666
BLZ,Belize,2026,17.248366666666666
BLZ,Belize,2027,17.248366666666666
BLZ,Belize,2028,17.248366666666666
BLZ,Belize,2029,17.248366666666666
BLZ,Belize,2030,17.248366666666666
BLZ,Belize,2031,17.248366666666666
BLZ,Belize,2032,17.248366666666666
BLZ,Belize,2033,17.248366666666666
BLZ,Belize,2034,17.248366666666666
BLZ,Belize,2035,17.248366666666666
BLZ,Belize,2036,17.248366666666666
BLZ,Belize,2037,17.248366666666666
BLZ,Belize,2038,17.248366666666666
BLZ,Belize,2039,17.248366666666666
BLZ,Belize,2040,17.248366666666666
BLZ,Belize,2041,17.248366666666666
BLZ,Belize,2042,17.248366666666666
BLZ,Belize,2043,17.248366666666666
BLZ,Belize,2044,17.248366666666666
BLZ,Belize,2045,17.248366666666666
BLZ,Belize,2046,17.248366666666666
BLZ,Belize,2047,17.248366666666666
BLZ,Belize,2048,17.248366666666666
BLZ,Belize,2049,17.248366666666666
BLZ,Belize,2050,17.248366666666666
BOL,Bolivia (Plurinational State of),2020,7.473771428571429
BOL,Bolivia (Plurinational State of),2021,7.473771428571429
BOL,Bolivia (Plurinational State of),2022,7.473771428571429
BOL,Bolivia (Plurinational State of),2023,7.473771428571429
BOL,Bolivia (Plurinational State of),2024,7.473771428571429
BOL,Bolivia (Plurinational State of),2025,7.473771428571429
BOL,Bolivia (Plurinational State of),2026,7.473771428571429
BOL,Bolivia (Plurinational State of),2027,7.473771428571429
BOL,Bolivia (Plurinational State of),2028,7.473771428571429
BOL,Bolivia (Plurinational State of),2029,7.473771428571429
BOL,Bolivia (Plurinational State of),2030,7.473771428571429
BOL,Bolivia (Plurinational State of),2031,7.473771428571429
BOL,Bolivia (Plurinational State of),2032,7.473771428571429
BOL,Bolivia (Plurinational State of),2033,7.473771428571429
