Year,iso_code3,cost_enfu_fuel_biofuels_usd_per_m3
2027,GRL,521.090317
2028,GRL,521.090317
2029,GRL,521.090317
2030,GRL,521.090317
2031,GRL,521.090317
2032,GRL,521.090317
2033,GRL,521.090317
2034,GRL,521.090317
2035,GRL,521.090317
2036,GRL,521.090317
2037,GRL,521.090317
2038,GRL,521.090317
2039,GRL,521.090317
2040,GRL,521.090317
2041,GRL,521.090317
2042,GRL,521.090317
2043,GRL,521.090317
2044,GRL,521.090317
2045,GRL,521.090317
2046,GRL,521.090317
2047,GRL,521.090317
2048,GRL,521.090317
2049,GRL,521.090317
2050,GRL,521.090317
2021,GTM,521.090317
2022,GTM,521.090317
2023,GTM,521.090317
2024,GTM,521.090317
2025,GTM,521.090317
2026,GTM,521.090317
2027,GTM,521.090317
2028,GTM,521.090317
2029,GTM,521.090317
2030,GTM,521.090317
2031,GTM,521.090317
2032,GTM,521.090317
2033,GTM,521.090317
2034,GTM,521.090317
2035,GTM,521.090317
2036,GTM,521.090317
2037,GTM,521.090317
2038,GTM,521.090317
2039,GTM,521.090317
2040,GTM,521.090317
2041,GTM,521.090317
2042,GTM,521.090317
2043,GTM,521.090317
2044,GTM,521.090317
2045,GTM,521.090317
2046,GTM,521.090317
2047,GTM,521.090317
2048,GTM,521.090317
2049,GTM,521.090317
2050,GTM,521.090317
2021,GUM,521.090317
2022,GUM,521.090317
2023,GUM,521.090317
2024,GUM,521.090317
2025,GUM,521.090317
2026,GUM,521.090317
2027,GUM,521.090317
2028,GUM,521.090317
2029,GUM,521.090317
2030,GUM,521.090317
2031,GUM,521.090317
2032,GUM,521.090317
2033,GUM,521.090317
2034,GUM,521.090317
2035,GUM,521.090317
2036,GUM,521.090317
2037,GUM,521.090317
2038,GUM,521.090317
2039,GUM,521.090317
2040,GUM,521.090317
2041,GUM,521.090317
2042,GUM,521.090317
2043,GUM,521.090317
2044,GUM,521.090317
2045,GUM,521.090317
2046,GUM,521.090317
2047,GUM,521.090317
2048,GUM,521.090317
2049,GUM,521.090317
2050,GUM,521.090317
2021,GUY,521.090317
2022,GUY,521.090317
2023,GUY,521.090317
2024,GUY,521.090317
2025,GUY,521.090317
2026,GUY,521.090317
2027,GUY,521.090317
2028,GUY,521.090317
2029,GUY,521.090317
2030,GUY,521.090317
2031,GUY,521.090317
2032,GUY,521.090317
2033,GUY,521.090317
2034,GUY,521.090317
2035,GUY,521.090317
2036,GUY,521.090317
2037,GUY,521.090317
2038,GUY,521.090317
2039,GUY,521.090317
2040,GUY,521.090317
2041,GUY,521.090317
2042,GUY,521.090317
2043,GUY,521.090317
2044,GUY,521.090317
2045,GUY,521.090317
2046,GUY,521.090317
2047,GUY,521.090317
2048,GUY,521.090317
2049,GUY,521.090317
2050,GUY,521.090317
2021,HKG,521.090317
2022,HKG,521.090317
2023,HKG,521.090317
2024,HKG,521.090317
2025,HKG,521.090317
2026,HKG,521.090317
2027,HKG,521.090317
2028,HKG,521.090317
2029,HKG,521.090317
2030,HKG,521.090317
2031,HKG,521.090317
2032,HKG,521.090317
2033,HKG,521.090317
2034,HKG,521.090317
2035,HKG,521.090317
2036,HKG,521.090317
2037,HKG,521.090317
2038,HKG,521.090317
2039,HKG,521.090317
2040,HKG,521.090317
2041,HKG,521.090317
2042,HKG,521.090317
2043,HKG,521.090317
2044,HKG,521.090317
2045,HKG,521.090317
2046,HKG,521.090317
2047,HKG,521.090317
2048,HKG,521.090317
2049,HKG,521.090317
2050,HKG,521.090317
2021,HND,521.090317
2022,HND,521.090317
2023,HND,521.090317
2024,HND,521.090317
2025,HND,521.090317
2026,HND,521.090317
2027,HND,521.090317
2028,HND,521.090317
2029,HND,521.090317
2030,HND,521.090317
2031,HND,521.090317
2032,HND,521.090317
2033,HND,521.090317
2034,HND,521.090317
2035,HND,521.090317
2036,HND,521.090317
2037,HND,521.090317
2038,HND,521.090317
2039,HND,521.090317
2040,HND,521.090317
2041,HND,521.090317
2042,HND,521.090317
2043,HND,521.090317
2044,HND,521.090317
2045,HND,521.090317
2046,HND,521.090317
2047,HND,521.090317
2048,HND,521.090317
2049,HND,521.090317
2050,HND,521.090317
2021,HRV,519.0163636
2022,HRV,519.0163636
2023,HRV,519.0163636
2024,HRV,519.0163636
2025,HRV,519.0163636
2026,HRV,519.0163636
2027,HRV,519.0163636
2028,HRV,519.0163636
2029,HRV,519.0163636
2030,HRV,519.0163636
2031,HRV,519.0163636
2032,HRV,519.0163636
2033,HRV,519.0163636
2034,HRV,519.0163636
2035,HRV,519.0163636
2036,HRV,519.0163636
2037,HRV,519.0163636
2038,HRV,519.0163636
2039,HRV,519.0163636
2040,HRV,519.0163636
2041,HRV,519.0163636
2042,HRV,519.0163636
2043,HRV,519.0163636
2044,HRV,519.0163636
2045,HRV,519.0163636
2046,HRV,519.0163636
2047,HRV,519.0163636
2048,HRV,519.0163636
2049,HRV,519.0163636
2050,HRV,519.0163636
2021,HTI,521.090317
2022,HTI,521.090317
2023,HTI,521.090317
2024,HTI,521.090317
2025,HTI,521.090317
2026,HTI,521.090317
2027,HTI,521.090317
2028,HTI,521.090317
2029,HTI,521.090317
2030,HTI,521.090317
2031,HTI,521.090317
2032,HTI,521.090317
2033,HTI,521.090317
2034,HTI,521.090317
2035,HTI,521.090317
2036,HTI,521.090317
2037,HTI,521.090317
2038,HTI,521.090317
2039,HTI,521.090317
2040,HTI,521.090317
2041,HTI,521.090317
2042,HTI,521.090317
2043,HTI,521.090317
2044,HTI,521.090317
2045,HTI,521.090317
2046,HTI,521.090317
2047,HTI,521.090317
2048,HTI,521.090317
2049,HTI,521.090317
2050,HTI,521.090317
2021,HUN,521.090317
2022,HUN,521.090317
2023,HUN,521.090317
2024,HUN,521.090317
2025,HUN,521.090317
2026,HUN,521.090317
2027,HUN,521.090317
2028,HUN,521.090317
2029,HUN,521.090317
2030,HUN,521.090317
2031,HUN,521.090317
2032,HUN,521.090317
2033,HUN,521.090317
2034,HUN,521.090317
2035,HUN,521.090317
2036,HUN,521.090317
2037,HUN,521.090317
2038,HUN,521.090317
2039,HUN,521.090317
2040,HUN,521.090317
2041,HUN,521.090317
2042,HUN,521.090317
2043,HUN,521.090317
2044,HUN,521.090317
2045,HUN,521.090317
2046,HUN,521.090317
2047,HUN,521.090317
2048,HUN,521.090317
2049,HUN,521.090317
2050,HUN,521.090317
2021,IDN,384.2515385
2022,IDN,384.2515385
2023,IDN,384.2515385
2024,IDN,384.2515385
2025,IDN,384.2515385
2026,IDN,384.2515385
2027,IDN,384.2515385
2028,IDN,384.2515385
2029,IDN,384.2515385
2030,IDN,384.2515385
2031,IDN,384.2515385
2032,IDN,384.2515385
2033,IDN,384.2515385
2034,IDN,384.2515385
2035,IDN,384.2515385
2036,IDN,384.2515385
2037,IDN,384.2515385
2038,IDN,384.2515385
2039,IDN,384.2515385
2040,IDN,384.2515385
2041,IDN,384.2515385
2042,IDN,384.2515385
2043,IDN,384.2515385
2044,IDN,384.2515385
2045,IDN,384.2515385
2046,IDN,384.2515385
2047,IDN,384.2515385
2048,IDN,384.2515385
2049,IDN,384.2515385
2050,IDN,384.2515385
2021,IMN,521.090317
2022,IMN,521.090317
2023,IMN,521.090317
2024,IMN,521.090317
2025,IMN,521.090317
2026,IMN,521.090317
2027,IMN,521.090317
2028,IMN,521.090317
2029,IMN,521.090317
2030,IMN,521.090317
2031,IMN,521.090317
2032,IMN,521.090317
2033,IMN,521.090317
2034,IMN,521.090317
2035,IMN,521.090317
2036,IMN,521.090317
2037,IMN,521.090317
2038,IMN,521.090317
2039,IMN,521.090317
2040,IMN,521.090317
2041,IMN,521.090317
2042,IMN,521.090317
2043,IMN,521.090317
2044,IMN,521.090317
2045,IMN,521.090317
2046,IMN,521.090317
2047,IMN,521.090317
2048,IMN,521.090317
2049,IMN,521.090317
2050,IMN,521.090317
2021,IND,521.090317
2022,IND,521.090317
2023,IND,521.090317
2024,IND,521.090317
2025,IND,521.090317
2026,IND,521.090317
2027,IND,521.090317
2028,IND,521.090317
2029,IND,521.090317
2030,IND,521.090317
2031,IND,521.090317
2032,IND,521.090317
2033,IND,521.090317
2034,IND,521.090317
2035,IND,521.090317
2036,IND,521.090317
2037,IND,521.090317
2038,IND,521.090317
2039,IND,521.090317
2040,IND,521.090317
2041,IND,521.090317
2042,IND,521.090317
2043,IND,521.090317
2044,IND,521.090317
2045,IND,521.090317
2046,IND,521.090317
2047,IND,521.090317
2048,IND,521.090317
2049,IND,521.090317
2050,IND,521.090317
2021,IRL,521.090317
2022,IRL,521.090317
2023,IRL,521.090317
2024,IRL,521.090317
2025,IRL,521.090317
2026,IRL,521.090317
2027,IRL,521.090317
2028,IRL,521.090317
2029,IRL,521.090317
2030,IRL,521.090317
2031,IRL,521.090317
2032,IRL,521.090317
2033,IRL,521.090317
2034,IRL,521.090317
2035,IRL,521.090317
2036,IRL,521.090317
2037,IRL,521.090317
2038,IRL,521.090317
2039,IRL,521.090317
2040,IRL,521.090317
2041,IRL,521.090317
2042,IRL,521.090317
2043,IRL,521.090317
2044,IRL,521.090317
2045,IRL,521.090317
2046,IRL,521.090317
2047,IRL,521.090317
2048,IRL,521.090317
2049,IRL,521.090317
2050,IRL,521.090317
2021,IRN,521.090317
2022,IRN,521.090317
2023,IRN,521.090317
2024,IRN,521.090317
2025,IRN,521.090317
2026,IRN,521.090317
2027,IRN,521.090317
2028,IRN,521.090317
2029,IRN,521.090317
2030,IRN,521.090317
2031,IRN,521.090317
2032,IRN,521.090317
2033,IRN,521.090317
2034,IRN,521.090317
2035,IRN,521.090317
2036,IRN,521.090317
2037,IRN,521.090317
2038,IRN,521.090317
2039,IRN,521.090317
2040,IRN,521.090317
2041,IRN,521.090317
2042,IRN,521.090317
2043,IRN,521.090317
2044,IRN,521.090317
2045,IRN,521.090317
2046,IRN,521.090317
2047,IRN,521.090317
2048,IRN,521.090317
2049,IRN,521.090317
2050,IRN,521.090317
2021,IRQ,521.090317
2022,IRQ,521.090317
2023,IRQ,521.090317
2024,IRQ,521.090317
2025,IRQ,521.090317
2026,IRQ,521.090317
2027,IRQ,521.090317
2028,IRQ,521.090317
2029,IRQ,521.090317
2030,IRQ,521.090317
2031,IRQ,521.090317
2032,IRQ,521.090317
2033,IRQ,521.090317
2034,IRQ,521.090317
2035,IRQ,521.090317
2036,IRQ,521.090317
2037,IRQ,521.090317
2038,IRQ,521.090317
2039,IRQ,521.090317
2040,IRQ,521.090317
2041,IRQ,521.090317
2042,IRQ,521.090317
2043,IRQ,521.090317
2044,IRQ,521.090317
2045,IRQ,521.090317
2046,IRQ,521.090317
2047,IRQ,521.090317
2048,IRQ,521.090317
2049,IRQ,521.090317
2050,IRQ,521.090317
2021,ISL,521.090317
2022,ISL,521.090317
2023,ISL,521.090317
2024,ISL,521.090317
2025,ISL,521.090317
2026,ISL,521.090317
2027,ISL,521.090317
2028,ISL,521.090317
2029,ISL,521.090317
2030,ISL,521.090317
2031,ISL,521.090317
2032,ISL,521.090317
2033,ISL,521.090317
2034,ISL,521.090317
2035,ISL,521.090317
2036,ISL,521.090317
2037,ISL,521.090317
2038,ISL,521.090317
2039,ISL,521.090317
2040,ISL,521.090317
2041,ISL,521.090317
2042,ISL,521.090317
2043,ISL,521.090317
2044,ISL,521.090317
2045,ISL,521.090317
2046,ISL,521.090317
2047,ISL,521.090317
2048,ISL,521.090317
2049,ISL,521.090317
2050,ISL,521.090317
2021,ISR,521.090317
2022,ISR,521.090317
2023,ISR,521.090317
2024,ISR,521.090317
2025,ISR,521.090317
2026,ISR,521.090317
2027,ISR,521.090317
2028,ISR,521.090317
2029,ISR,521.090317
2030,ISR,521.090317
2031,ISR,521.090317
2032,ISR,521.090317
2033,ISR,521.090317
2034,ISR,521.090317
2035,ISR,521.090317
2036,ISR,521.090317
2037,ISR,521.090317
2038,ISR,521.090317
2039,ISR,521.090317
2040,ISR,521.090317
2041,ISR,521.090317
2042,ISR,521.090317
2043,ISR,521.090317
2044,ISR,521.090317
2045,ISR,521.090317
2046,ISR,521.090317
2047,ISR,521.090317
2048,ISR,521.090317
2049,ISR,521.090317
2050,ISR,521.090317
2021,ITA,521.090317
2022,ITA,521.090317
2023,ITA,521.090317
2024,ITA,521.090317
2025,ITA,521.090317
2026,ITA,521.090317
2027,ITA,521.090317
2028,ITA,521.090317
2029,ITA,521.090317
2030,ITA,521.090317
2031,ITA,521.090317
2032,ITA,521.090317
2033,ITA,521.090317
2034,ITA,521.090317
2035,ITA,521.090317
2036,ITA,521.090317
2037,ITA,521.090317
2038,ITA,521.090317
2039,ITA,521.090317
2040,ITA,521.090317
2041,ITA,521.090317
2042,ITA,521.090317
2043,ITA,521.090317
2044,ITA,521.090317
2045,ITA,521.090317
2046,ITA,521.090317
2047,ITA,521.090317
2048,ITA,521.090317
2049,ITA,521.090317
2050,ITA,521.090317
2021,JAM,521.090317
2022,JAM,521.090317
2023,JAM,521.090317
2024,JAM,521.090317
2025,JAM,521.090317
2026,JAM,521.090317
2027,JAM,521.090317
2028,JAM,521.090317
2029,JAM,521.090317
2030,JAM,521.090317
2031,JAM,521.090317
2032,JAM,521.090317
2033,JAM,521.090317
2034,JAM,521.090317
2035,JAM,521.090317
2036,JAM,521.090317
2037,JAM,521.090317
2038,JAM,521.090317
2039,JAM,521.090317
2040,JAM,521.090317
2041,JAM,521.090317
2042,JAM,521.090317
2043,JAM,521.090317
2044,JAM,521.090317
2045,JAM,521.090317
2046,JAM,521.090317
2047,JAM,521.090317
2048,JAM,521.090317
2049,JAM,521.090317
2050,JAM,521.090317
2021,JOR,1.19
2022,JOR,1.19
2023,JOR,1.19
2024,JOR,1.19
2025,JOR,1.19
2026,JOR,1.19
2027,JOR,1.19
2028,JOR,1.19
2029,JOR,1.19
2030,JOR,1.19
2031,JOR,1.19
2032,JOR,1.19
2033,JOR,1.19
2034,JOR,1.19
2035,JOR,1.19
2036,JOR,1.19
2037,JOR,1.19
2038,JOR,1.19
2039,JOR,1.19
2040,JOR,1.19
2041,JOR,1.19
2042,JOR,1.19
2043,JOR,1.19
2044,JOR,1.19
2045,JOR,1.19
2046,JOR,1.19
2047,JOR,1.19
2048,JOR,1.19
2049,JOR,1.19
2050,JOR,1.19
2021,JPN,521.090317
2022,JPN,521.090317
2023,JPN,521.090317
2024,JPN,521.090317
2025,JPN,521.090317
2026,JPN,521.090317
2027,JPN,521.090317
2028,JPN,521.090317
2029,JPN,521.090317
2030,JPN,521.090317
2031,JPN,521.090317
2032,JPN,521.090317
2033,JPN,521.090317
2034,JPN,521.090317
2035,JPN,521.090317
2036,JPN,521.090317
2037,JPN,521.090317
2038,JPN,521.090317
2039,JPN,521.090317
2040,JPN,521.090317
2041,JPN,521.090317
2042,JPN,521.090317
2043,JPN,521.090317
2044,JPN,521.090317
2045,JPN,521.090317
2046,JPN,521.090317
2047,JPN,521.090317
2048,JPN,521.090317
2049,JPN,521.090317
2050,JPN,521.090317
2021,KAZ,521.090317
2022,KAZ,521.090317
2023,KAZ,521.090317
2024,KAZ,521.090317
2025,KAZ,521.090317
2026,KAZ,521.090317
2027,KAZ,521.090317
2028,KAZ,521.090317
2029,KAZ,521.090317
2030,KAZ,521.090317
2031,KAZ,521.090317
2032,KAZ,521.090317
2033,KAZ,521.090317
2034,KAZ,521.090317
2035,KAZ,521.090317
2036,KAZ,521.090317
2037,KAZ,521.090317
2038,KAZ,521.090317
2039,KAZ,521.090317
2040,KAZ,521.090317
2041,KAZ,521.090317
2042,KAZ,521.090317
2043,KAZ,521.090317
2044,KAZ,521.090317
2045,KAZ,521.090317
2046,KAZ,521.090317
2047,KAZ,521.090317
2048,KAZ,521.090317
2049,KAZ,521.090317
2050,KAZ,521.090317
2021,KEN,521.090317
2022,KEN,521.090317
2023,KEN,521.090317
2024,KEN,521.090317
2025,KEN,521.090317
2026,KEN,521.090317
2027,KEN,521.090317
2028,KEN,521.090317
2029,KEN,521.090317
2030,KEN,521.090317
2031,KEN,521.090317
2032,KEN,521.090317
2033,KEN,521.090317
2034,KEN,521.090317
2035,KEN,521.090317
2036,KEN,521.090317
2037,KEN,521.090317
2038,KEN,521.090317
2039,KEN,521.090317
2040,KEN,521.090317
2041,KEN,521.090317
2042,KEN,521.090317
2043,KEN,521.090317
2044,KEN,521.090317
2045,KEN,521.090317
2046,KEN,521.090317
2047,KEN,521.090317
2048,KEN,521.090317
2049,KEN,521.090317
2050,KEN,521.090317
2021,KGZ,521.090317
2022,KGZ,521.090317
2023,KGZ,521.090317
2024,KGZ,521.090317
2025,KGZ,521.090317
2026,KGZ,521.090317
2027,KGZ,521.090317
2028,KGZ,521.090317
2029,KGZ,521.090317
2030,KGZ,521.090317
2031,KGZ,521.090317
2032,KGZ,521.090317
2033,KGZ,521.090317
2034,KGZ,521.090317
2035,KGZ,521.090317
2036,KGZ,521.090317
2037,KGZ,521.090317
2038,KGZ,521.090317
2039,KGZ,521.090317
2040,KGZ,521.090317
2041,KGZ,521.090317
2042,KGZ,521.090317
2043,KGZ,521.090317
2044,KGZ,521.090317
2045,KGZ,521.090317
2046,KGZ,521.090317
2047,KGZ,521.090317
2048,KGZ,521.090317
2049,KGZ,521.090317
2050,KGZ,521.090317
2021,KHM,521.090317
2022,KHM,521.090317
2023,KHM,521.090317
2024,KHM,521.090317
2025,KHM,521.090317
2026,KHM,521.090317
2027,KHM,521.090317
2028,KHM,521.090317
2029,KHM,521.090317
2030,KHM,521.090317
2031,KHM,521.090317
2032,KHM,521.090317
2033,KHM,521.090317
2034,KHM,521.090317
2035,KHM,521.090317
2036,KHM,521.090317
2037,KHM,521.090317
2038,KHM,521.090317
2039,KHM,521.090317
2040,KHM,521.090317
2041,KHM,521.090317
2042,KHM,521.090317
2043,KHM,521.090317
2044,KHM,521.090317
2045,KHM,521.090317
2046,KHM,521.090317
2047,KHM,521.090317
2048,KHM,521.090317
2049,KHM,521.090317
2050,KHM,521.090317
2021,KIR,521.090317
2022,KIR,521.090317
2023,KIR,521.090317
2024,KIR,521.090317
2025,KIR,521.090317
2026,KIR,521.090317
2027,KIR,521.090317
2028,KIR,521.090317
2029,KIR,521.090317
2030,KIR,521.090317
2031,KIR,521.090317
2032,KIR,521.090317
2033,KIR,521.090317
2034,KIR,521.090317
2035,KIR,521.090317
2036,KIR,521.090317
2037,KIR,521.090317
2038,KIR,521.090317
2039,KIR,521.090317
2040,KIR,521.090317
2041,KIR,521.090317
2042,KIR,521.090317
2043,KIR,521.090317
2044,KIR,521.090317
2045,KIR,521.090317
2046,KIR,521.090317
2047,KIR,521.090317
2048,KIR,521.090317
2049,KIR,521.090317
2050,KIR,521.090317
2021,KNA,521.090317
2022,KNA,521.090317
2023,KNA,521.090317
2024,KNA,521.090317
2025,KNA,521.090317
2026,KNA,521.090317
2027,KNA,521.090317
2028,KNA,521.090317
2029,KNA,521.090317
2030,KNA,521.090317
2031,KNA,521.090317
2032,KNA,521.090317
2033,KNA,521.090317
2034,KNA,521.090317
2035,KNA,521.090317
2036,KNA,521.090317
2037,KNA,521.090317
2038,KNA,521.090317
2039,KNA,521.090317
2040,KNA,521.090317
2041,KNA,521.090317
2042,KNA,521.090317
2043,KNA,521.090317
2044,KNA,521.090317
2045,KNA,521.090317
2046,KNA,521.090317
2047,KNA,521.090317
2048,KNA,521.090317
2049,KNA,521.090317
2050,KNA,521.090317
2021,KOR,521.090317
2022,KOR,521.090317
2023,KOR,521.090317
2024,KOR,521.090317
2025,KOR,521.090317
2026,KOR,521.090317
2027,KOR,521.090317
2028,KOR,521.090317
2029,KOR,521.090317
2030,KOR,521.090317
2031,KOR,521.090317
2032,KOR,521.090317
2033,KOR,521.090317
2034,KOR,521.090317
2035,KOR,521.090317
2036,KOR,521.090317
2037,KOR,521.090317
2038,KOR,521.090317
2039,KOR,521.090317
2040,KOR,521.090317
2041,KOR,521.090317
2042,KOR,521.090317
2043,KOR,521.090317
2044,KOR,521.090317
2045,KOR,521.090317
2046,KOR,521.090317
2047,KOR,521.090317
2048,KOR,521.090317
2049,KOR,521.090317
2050,KOR,521.090317
2021,KWT,521.090317
2022,KWT,521.090317
2023,KWT,521.090317
2024,KWT,521.090317
2025,KWT,521.090317
2026,KWT,521.090317
2027,KWT,521.090317
2028,KWT,521.090317
2029,KWT,521.090317
2030,KWT,521.090317
2031,KWT,521.090317
2032,KWT,521.090317
2033,KWT,521.090317
2034,KWT,521.090317
2035,KWT,521.090317
2036,KWT,521.090317
2037,KWT,521.090317
2038,KWT,521.090317
2039,KWT,521.090317
2040,KWT,521.090317
2041,KWT,521.090317
2042,KWT,521.090317
2043,KWT,521.090317
2044,KWT,521.090317
2045,KWT,521.090317
2046,KWT,521.090317
2047,KWT,521.090317
2048,KWT,521.090317
2049,KWT,521.090317
2050,KWT,521.090317
2021,LAO,521.090317
2022,LAO,521.090317
2023,LAO,521.090317
2024,LAO,521.090317
2025,LAO,521.090317
2026,LAO,521.090317
2027,LAO,521.090317
2028,LAO,521.090317
2029,LAO,521.090317
2030,LAO,521.090317
2031,LAO,521.090317
2032,LAO,521.090317
2033,LAO,521.090317
2034,LAO,521.090317
2035,LAO,521.090317
2036,LAO,521.090317
2037,LAO,521.090317
2038,LAO,521.090317
2039,LAO,521.090317
2040,LAO,521.090317
2041,LAO,521.090317
2042,LAO,521.090317
2043,LAO,521.090317
2044,LAO,521.090317
2045,LAO,521.090317
2046,LAO,521.090317
2047,LAO,521.090317
2048,LAO,521.090317
2049,LAO,521.090317
2050,LAO,521.090317
2021,LBN,521.090317
2022,LBN,521.090317
2023,LBN,521.090317
2024,LBN,521.090317
2025,LBN,521.090317
2026,LBN,521.090317
2027,LBN,521.090317
2028,LBN,521.090317
2029,LBN,521.090317
2030,LBN,521.090317
2031,LBN,521.090317
2032,LBN,521.090317
2033,LBN,521.090317
2034,LBN,521.090317
2035,LBN,521.090317
2036,LBN,521.090317
2037,LBN,521.090317
2038,LBN,521.090317
2039,LBN,521.090317
2040,LBN,521.090317
2041,LBN,521.090317
2042,LBN,521.090317
2043,LBN,521.090317
2044,LBN,521.090317
2045,LBN,521.090317
2046,LBN,521.090317
2047,LBN,521.090317
2048,LBN,521.090317
2049,LBN,521.090317
2050,LBN,521.090317
2021,LBR,521.090317
2022,LBR,521.090317
2023,LBR,521.090317
2024,LBR,521.090317
2025,LBR,521.090317
2026,LBR,521.090317
2027,LBR,521.090317
2028,LBR,521.090317
2029,LBR,521.090317
2030,LBR,521.090317
2031,LBR,521.090317
2032,LBR,521.090317
2033,LBR,521.090317
2034,LBR,521.090317
2035,LBR,521.090317
2036,LBR,521.090317
2037,LBR,521.090317
2038,LBR,521.090317
2039,LBR,521.090317
2040,LBR,521.090317
2041,LBR,521.090317
2042,LBR,521.090317
2043,LBR,521.090317
2044,LBR,521.090317
2045,LBR,521.090317
2046,LBR,521.090317
2047,LBR,521.090317
2048,LBR,521.090317
2049,LBR,521.090317
2050,LBR,521.090317
2021,LBY,521.090317
2022,LBY,521.090317
2023,LBY,521.090317
2024,LBY,521.090317
2025,LBY,521.090317
2026,LBY,521.090317
2027,LBY,521.090317
2028,LBY,521.090317
2029,LBY,521.090317
2030,LBY,521.090317
2031,LBY,521.090317
2032,LBY,521.090317
2033,LBY,521.090317
2034,LBY,521.090317
2035,LBY,521.090317
2036,LBY,521.090317
2037,LBY,521.090317
2038,LBY,521.090317
2039,LBY,521.090317
2040,LBY,521.090317
2041,LBY,521.090317
2042,LBY,521.090317
2043,LBY,521.090317
2044,LBY,521.090317
2045,LBY,521.090317
2046,LBY,521.090317
2047,LBY,521.090317
2048,LBY,521.090317
2049,LBY,521.090317
2050,LBY,521.090317
2021,LCA,521.090317
2022,LCA,521.090317
2023,LCA,521.090317
2024,LCA,521.090317
2025,LCA,521.090317
2026,LCA,521.090317
2027,LCA,521.090317
2028,LCA,521.090317
2029,LCA,521.090317
2030,LCA,521.090317
2031,LCA,521.090317
2032,LCA,521.090317
2033,LCA,521.090317
2034,LCA,521.090317
2035,LCA,521.090317
2036,LCA,521.090317
2037,LCA,521.090317
2038,LCA,521.090317
2039,LCA,521.090317
2040,LCA,521.090317
2041,LCA,521.090317
2042,LCA,521.090317
2043,LCA,521.090317
2044,LCA,521.090317
2045,LCA,521.090317
2046,LCA,521.090317
2047,LCA,521.090317
2048,LCA,521.090317
2049,LCA,521.090317
2050,LCA,521.090317
2021,LIE,521.090317
2022,LIE,521.090317
2023,LIE,521.090317
2024,LIE,521.090317
2025,LIE,521.090317
2026,LIE,521.090317
2027,LIE,521.090317
2028,LIE,521.090317
2029,LIE,521.090317
2030,LIE,521.090317
2031,LIE,521.090317
2032,LIE,521.090317
2033,LIE,521.090317
2034,LIE,521.090317
2035,LIE,521.090317
2036,LIE,521.090317
2037,LIE,521.090317
2038,LIE,521.090317
2039,LIE,521.090317
2040,LIE,521.090317
2041,LIE,521.090317
2042,LIE,521.090317
2043,LIE,521.090317
2044,LIE,521.090317
2045,LIE,521.090317
2046,LIE,521.090317
2047,LIE,521.090317
2048,LIE,521.090317
2049,LIE,521.090317
2050,LIE,521.090317
2021,LKA,521.090317
2022,LKA,521.090317
2023,LKA,521.090317
2024,LKA,521.090317
2025,LKA,521.090317
2026,LKA,521.090317
2027,LKA,521.090317
2028,LKA,521.090317
2029,LKA,521.090317
2030,LKA,521.090317
2031,LKA,521.090317
2032,LKA,521.090317
2033,LKA,521.090317
2034,LKA,521.090317
2035,LKA,521.090317
2036,LKA,521.090317
2037,LKA,521.090317
2038,LKA,521.090317
2039,LKA,521.090317
2040,LKA,521.090317
2041,LKA,521.090317
2042,LKA,521.090317
2043,LKA,521.090317
2044,LKA,521.090317
2045,LKA,521.090317
2046,LKA,521.090317
2047,LKA,521.090317
2048,LKA,521.090317
2049,LKA,521.090317
2050,LKA,521.090317
2021,LSO,521.090317
2022,LSO,521.090317
2023,LSO,521.090317
2024,LSO,521.090317
2025,LSO,521.090317
2026,LSO,521.090317
2027,LSO,521.090317
2028,LSO,521.090317
2029,LSO,521.090317
2030,LSO,521.090317
2031,LSO,521.090317
2032,LSO,521.090317
2033,LSO,521.090317
2034,LSO,521.090317
2035,LSO,521.090317
2036,LSO,521.090317
2037,LSO,521.090317
2038,LSO,521.090317
2039,LSO,521.090317
2040,LSO,521.090317
2041,LSO,521.090317
2042,LSO,521.090317
2043,LSO,521.090317
2044,LSO,521.090317
2045,LSO,521.090317
2046,LSO,521.090317
2047,LSO,521.090317
2048,LSO,521.090317
2049,LSO,521.090317
2050,LSO,521.090317
2021,LTU,1.36
2022,LTU,1.36
2023,LTU,1.36
2024,LTU,1.36
2025,LTU,1.36
2026,LTU,1.36
2027,LTU,1.36
2028,LTU,1.36
2029,LTU,1.36
2030,LTU,1.36
2031,LTU,1.36
2032,LTU,1.36
2033,LTU,1.36
2034,LTU,1.36
2035,LTU,1.36
2036,LTU,1.36
2037,LTU,1.36
2038,LTU,1.36
2039,LTU,1.36
2040,LTU,1.36
2041,LTU,1.36
2042,LTU,1.36
2043,LTU,1.36
2044,LTU,1.36
2045,LTU,1.36
2046,LTU,1.36
2047,LTU,1.36
2048,LTU,1.36
2049,LTU,1.36
2050,LTU,1.36
2021,LUX,521.090317
2022,LUX,521.090317
2023,LUX,521.090317
2024,LUX,521.090317
2025,LUX,521.090317
2026,LUX,521.090317
2027,LUX,521.090317
2028,LUX,521.090317
2029,LUX,521.090317
2030,LUX,521.090317
2031,LUX,521.090317
2032,LUX,521.090317
2033,LUX,521.090317
2034,LUX,521.090317
2035,LUX,521.090317
2036,LUX,521.090317
2037,LUX,521.090317
2038,LUX,521.090317
2039,LUX,521.090317
2040,LUX,521.090317
2041,LUX,521.090317
2042,LUX,521.090317
2043,LUX,521.090317
2044,LUX,521.090317
2045,LUX,521.090317
2046,LUX,521.090317
2047,LUX,521.090317
