"Nation","iso_code3","Year","nemomod_entc_fixed_cost_pp_solar_mm_usd_per_gw"
"Albania","COG",2025,8.5683939192421
"Albania","COG",2026,8.3726915316588
"Albania","COG",2027,8.18145899278539
"Albania","COG",2028,7.99459421113625
"Albania","COG",2029,7.8119974269985
"Albania","COG",2030,7.63357115917427
"Albania","COG",2031,7.4592201529393
"Albania","COG",2032,7.28885132919026
"Albania","COG",2033,7.12237373475346
"Albania","COG",2034,6.9596984938286
"Albania","COG",2035,6.80073876054142
"Albania","COG",2036,6.6454096725802
"Albania","COG",2037,6.49362830589111
"Albania","COG",2038,6.34531363040828
"Albania","COG",2039,6.20038646679514
"Albania","COG",2040,6.05876944417367
"Albania","COG",2041,5.92038695881912
"Albania","COG",2042,5.78516513379821
"Albania","COG",2043,5.65303177952916
"Albania","COG",2044,5.5239163552425
"Albania","COG",2045,5.39774993132218
"Albania","COG",2046,5.27446515250673
"Albania","COG",2047,5.15399620193101
"Albania","COG",2048,5.03627876598913
"Albania","COG",2049,4.92125
"Albania","COG",2050,4.80884849465703
"Albania","COK",2021,9.39802848648827
"Albania","COK",2022,9.18337721920103
"Albania","COK",2023,8.97362859363425
"Albania","COK",2024,8.76867063329629
"Albania","COK",2025,8.5683939192421
"Albania","COK",2026,8.3726915316588
"Albania","COK",2027,8.18145899278539
"Albania","COK",2028,7.99459421113625
"Albania","COK",2029,7.8119974269985
"Albania","COK",2030,7.63357115917427
"Albania","COK",2031,7.4592201529393
"Albania","COK",2032,7.28885132919026
"Albania","COK",2033,7.12237373475346
"Albania","COK",2034,6.9596984938286
"Albania","COK",2035,6.80073876054142
"Albania","COK",2036,6.6454096725802
"Albania","COK",2037,6.49362830589111
"Albania","COK",2038,6.34531363040828
"Albania","COK",2039,6.20038646679514
"Albania","COK",2040,6.05876944417367
"Albania","COK",2041,5.92038695881912
"Albania","COK",2042,5.78516513379821
"Albania","COK",2043,5.65303177952916
"Albania","COK",2044,5.5239163552425
"Albania","COK",2045,5.39774993132218
"Albania","COK",2046,5.27446515250673
"Albania","COK",2047,5.15399620193101
"Albania","COK",2048,5.03627876598913
"Albania","COK",2049,4.92125
"Albania","COK",2050,4.80884849465703
"Albania","COL",2021,9.39802848648827
"Albania","COL",2022,9.18337721920103
"Albania","COL",2023,8.97362859363425
"Albania","COL",2024,8.76867063329629
"Albania","COL",2025,8.5683939192421
"Albania","COL",2026,8.3726915316588
"Albania","COL",2027,8.18145899278539
"Albania","COL",2028,7.99459421113625
"Albania","COL",2029,7.8119974269985
"Albania","COL",2030,7.63357115917427
"Albania","COL",2031,7.4592201529393
"Albania","COL",2032,7.28885132919026
"Albania","COL",2033,7.12237373475346
"Albania","COL",2034,6.9596984938286
"Albania","COL",2035,6.80073876054142
"Albania","COL",2036,6.6454096725802
"Albania","COL",2037,6.49362830589111
"Albania","COL",2038,6.34531363040828
"Albania","COL",2039,6.20038646679514
"Albania","COL",2040,6.05876944417367
"Albania","COL",2041,5.92038695881912
"Albania","COL",2042,5.78516513379821
"Albania","COL",2043,5.65303177952916
"Albania","COL",2044,5.5239163552425
"Albania","COL",2045,5.39774993132218
"Albania","COL",2046,5.27446515250673
"Albania","COL",2047,5.15399620193101
"Albania","COL",2048,5.03627876598913
"Albania","COL",2049,4.92125
"Albania","COL",2050,4.80884849465703
"Albania","COM",2021,9.39802848648827
"Albania","COM",2022,9.18337721920103
"Albania","COM",2023,8.97362859363425
"Albania","COM",2024,8.76867063329629
"Albania","COM",2025,8.5683939192421
"Albania","COM",2026,8.3726915316588
"Albania","COM",2027,8.18145899278539
"Albania","COM",2028,7.99459421113625
"Albania","COM",2029,7.8119974269985
"Albania","COM",2030,7.63357115917427
"Albania","COM",2031,7.4592201529393
"Albania","COM",2032,7.28885132919026
"Albania","COM",2033,7.12237373475346
"Albania","COM",2034,6.9596984938286
"Albania","COM",2035,6.80073876054142
"Albania","COM",2036,6.6454096725802
"Albania","COM",2037,6.49362830589111
"Albania","COM",2038,6.34531363040828
"Albania","COM",2039,6.20038646679514
"Albania","COM",2040,6.05876944417367
"Albania","COM",2041,5.92038695881912
"Albania","COM",2042,5.78516513379821
"Albania","COM",2043,5.65303177952916
"Albania","COM",2044,5.5239163552425
"Albania","COM",2045,5.39774993132218
"Albania","COM",2046,5.27446515250673
"Albania","COM",2047,5.15399620193101
"Albania","COM",2048,5.03627876598913
"Albania","COM",2049,4.92125
"Albania","COM",2050,4.80884849465703
"Albania","CPV",2021,9.39802848648827
"Albania","CPV",2022,9.18337721920103
"Albania","CPV",2023,8.97362859363425
"Albania","CPV",2024,8.76867063329629
"Albania","CPV",2025,8.5683939192421
"Albania","CPV",2026,8.3726915316588
"Albania","CPV",2027,8.18145899278539
"Albania","CPV",2028,7.99459421113625
"Albania","CPV",2029,7.8119974269985
"Albania","CPV",2030,7.63357115917427
"Albania","CPV",2031,7.4592201529393
"Albania","CPV",2032,7.28885132919026
"Albania","CPV",2033,7.12237373475346
"Albania","CPV",2034,6.9596984938286
"Albania","CPV",2035,6.80073876054142
"Albania","CPV",2036,6.6454096725802
"Albania","CPV",2037,6.49362830589111
"Albania","CPV",2038,6.34531363040828
"Albania","CPV",2039,6.20038646679514
"Albania","CPV",2040,6.05876944417367
"Albania","CPV",2041,5.92038695881912
"Albania","CPV",2042,5.78516513379821
"Albania","CPV",2043,5.65303177952916
"Albania","CPV",2044,5.5239163552425
"Albania","CPV",2045,5.39774993132218
"Albania","CPV",2046,5.27446515250673
"Albania","CPV",2047,5.15399620193101
"Albania","CPV",2048,5.03627876598913
"Albania","CPV",2049,4.92125
"Albania","CPV",2050,4.80884849465703
"Albania","CRI",2021,9.39802848648827
"Albania","CRI",2022,9.18337721920103
"Albania","CRI",2023,8.97362859363425
"Albania","CRI",2024,8.76867063329629
"Albania","CRI",2025,8.5683939192421
"Albania","CRI",2026,8.3726915316588
"Albania","CRI",2027,8.18145899278539
"Albania","CRI",2028,7.99459421113625
"Albania","CRI",2029,7.8119974269985
"Albania","CRI",2030,7.63357115917427
"Albania","CRI",2031,7.4592201529393
"Albania","CRI",2032,7.28885132919026
"Albania","CRI",2033,7.12237373475346
"Albania","CRI",2034,6.9596984938286
"Albania","CRI",2035,6.80073876054142
"Albania","CRI",2036,6.6454096725802
"Albania","CRI",2037,6.49362830589111
"Albania","CRI",2038,6.34531363040828
"Albania","CRI",2039,6.20038646679514
"Albania","CRI",2040,6.05876944417367
"Albania","CRI",2041,5.92038695881912
"Albania","CRI",2042,5.78516513379821
"Albania","CRI",2043,5.65303177952916
"Albania","CRI",2044,5.5239163552425
"Albania","CRI",2045,5.39774993132218
"Albania","CRI",2046,5.27446515250673
"Albania","CRI",2047,5.15399620193101
"Albania","CRI",2048,5.03627876598913
"Albania","CRI",2049,4.92125
"Albania","CRI",2050,4.80884849465703
"Albania","CUB",2021,9.39802848648827
"Albania","CUB",2022,9.18337721920103
"Albania","CUB",2023,8.97362859363425
"Albania","CUB",2024,8.76867063329629
"Albania","CUB",2025,8.5683939192421
"Albania","CUB",2026,8.3726915316588
"Albania","CUB",2027,8.18145899278539
"Albania","CUB",2028,7.99459421113625
"Albania","CUB",2029,7.8119974269985
"Albania","CUB",2030,7.63357115917427
"Albania","CUB",2031,7.4592201529393
"Albania","CUB",2032,7.28885132919026
"Albania","CUB",2033,7.12237373475346
"Albania","CUB",2034,6.9596984938286
"Albania","CUB",2035,6.80073876054142
"Albania","CUB",2036,6.6454096725802
"Albania","CUB",2037,6.49362830589111
"Albania","CUB",2038,6.34531363040828
"Albania","CUB",2039,6.20038646679514
"Albania","CUB",2040,6.05876944417367
"Albania","CUB",2041,5.92038695881912
"Albania","CUB",2042,5.78516513379821
"Albania","CUB",2043,5.65303177952916
"Albania","CUB",2044,5.5239163552425
"Albania","CUB",2045,5.39774993132218
"Albania","CUB",2046,5.27446515250673
"Albania","CUB",2047,5.15399620193101
"Albania","CUB",2048,5.03627876598913
"Albania","CUB",2049,4.92125
"Albania","CUB",2050,4.80884849465703
"Albania","CUW",2021,9.39802848648827
"Albania","CUW",2022,9.18337721920103
"Albania","CUW",2023,8.97362859363425
"Albania","CUW",2024,8.76867063329629
"Albania","CUW",2025,8.5683939192421
"Albania","CUW",2026,8.3726915316588
"Albania","CUW",2027,8.18145899278539
"Albania","CUW",2028,7.99459421113625
"Albania","CUW",2029,7.8119974269985
"Albania","CUW",2030,7.63357115917427
"Albania","CUW",2031,7.4592201529393
"Albania","CUW",2032,7.28885132919026
"Albania","CUW",2033,7.12237373475346
"Albania","CUW",2034,6.9596984938286
"Albania","CUW",2035,6.80073876054142
"Albania","CUW",2036,6.6454096725802
"Albania","CUW",2037,6.49362830589111
"Albania","CUW",2038,6.34531363040828
"Albania","CUW",2039,6.20038646679514
"Albania","CUW",2040,6.05876944417367
"Albania","CUW",2041,5.92038695881912
"Albania","CUW",2042,5.78516513379821
"Albania","CUW",2043,5.65303177952916
"Albania","CUW",2044,5.5239163552425
"Albania","CUW",2045,5.39774993132218
"Albania","CUW",2046,5.27446515250673
"Albania","CUW",2047,5.15399620193101
"Albania","CUW",2048,5.03627876598913
"Albania","CUW",2049,4.92125
"Albania","CUW",2050,4.80884849465703
"Albania","CXR",2021,9.39802848648827
"Albania","CXR",2022,9.18337721920103
"Albania","CXR",2023,8.97362859363425
"Albania","CXR",2024,8.76867063329629
"Albania","CXR",2025,8.5683939192421
"Albania","CXR",2026,8.3726915316588
"Albania","CXR",2027,8.18145899278539
"Albania","CXR",2028,7.99459421113625
"Albania","CXR",2029,7.8119974269985
"Albania","CXR",2030,7.63357115917427
"Albania","CXR",2031,7.4592201529393
"Albania","CXR",2032,7.28885132919026
"Albania","CXR",2033,7.12237373475346
"Albania","CXR",2034,6.9596984938286
"Albania","CXR",2035,6.80073876054142
"Albania","CXR",2036,6.6454096725802
"Albania","CXR",2037,6.49362830589111
"Albania","CXR",2038,6.34531363040828
"Albania","CXR",2039,6.20038646679514
"Albania","CXR",2040,6.05876944417367
"Albania","CXR",2041,5.92038695881912
"Albania","CXR",2042,5.78516513379821
"Albania","CXR",2043,5.65303177952916
"Albania","CXR",2044,5.5239163552425
"Albania","CXR",2045,5.39774993132218
"Albania","CXR",2046,5.27446515250673
"Albania","CXR",2047,5.15399620193101
"Albania","CXR",2048,5.03627876598913
"Albania","CXR",2049,4.92125
"Albania","CXR",2050,4.80884849465703
"Albania","CYM",2021,9.39802848648827
"Albania","CYM",2022,9.18337721920103
"Albania","CYM",2023,8.97362859363425
"Albania","CYM",2024,8.76867063329629
"Albania","CYM",2025,8.5683939192421
"Albania","CYM",2026,8.3726915316588
"Albania","CYM",2027,8.18145899278539
"Albania","CYM",2028,7.99459421113625
"Albania","CYM",2029,7.8119974269985
"Albania","CYM",2030,7.63357115917427
"Albania","CYM",2031,7.4592201529393
"Albania","CYM",2032,7.28885132919026
"Albania","CYM",2033,7.12237373475346
"Albania","CYM",2034,6.9596984938286
"Albania","CYM",2035,6.80073876054142
"Albania","CYM",2036,6.6454096725802
"Albania","CYM",2037,6.49362830589111
"Albania","CYM",2038,6.34531363040828
"Albania","CYM",2039,6.20038646679514
"Albania","CYM",2040,6.05876944417367
"Albania","CYM",2041,5.92038695881912
"Albania","CYM",2042,5.78516513379821
"Albania","CYM",2043,5.65303177952916
"Albania","CYM",2044,5.5239163552425
"Albania","CYM",2045,5.39774993132218
"Albania","CYM",2046,5.27446515250673
"Albania","CYM",2047,5.15399620193101
"Albania","CYM",2048,5.03627876598913
"Albania","CYM",2049,4.92125
"Albania","CYM",2050,4.80884849465703
"Albania","CYP",2021,9.39802848648827
"Albania","CYP",2022,9.18337721920103
"Albania","CYP",2023,8.97362859363425
"Albania","CYP",2024,8.76867063329629
"Albania","CYP",2025,8.5683939192421
"Albania","CYP",2026,8.3726915316588
"Albania","CYP",2027,8.18145899278539
"Albania","CYP",2028,7.99459421113625
"Albania","CYP",2029,7.8119974269985
"Albania","CYP",2030,7.63357115917427
"Albania","CYP",2031,7.4592201529393
"Albania","CYP",2032,7.28885132919026
"Albania","CYP",2033,7.12237373475346
"Albania","CYP",2034,6.9596984938286
"Albania","CYP",2035,6.80073876054142
"Albania","CYP",2036,6.6454096725802
"Albania","CYP",2037,6.49362830589111
"Albania","CYP",2038,6.34531363040828
"Albania","CYP",2039,6.20038646679514
"Albania","CYP",2040,6.05876944417367
"Albania","CYP",2041,5.92038695881912
"Albania","CYP",2042,5.78516513379821
"Albania","CYP",2043,5.65303177952916
"Albania","CYP",2044,5.5239163552425
"Albania","CYP",2045,5.39774993132218
"Albania","CYP",2046,5.27446515250673
"Albania","CYP",2047,5.15399620193101
"Albania","CYP",2048,5.03627876598913
"Albania","CYP",2049,4.92125
"Albania","CYP",2050,4.80884849465703
"Albania","CZE",2021,9.39802848648827
"Albania","CZE",2022,9.18337721920103
"Albania","CZE",2023,8.97362859363425
"Albania","CZE",2024,8.76867063329629
"Albania","CZE",2025,8.5683939192421
"Albania","CZE",2026,8.3726915316588
"Albania","CZE",2027,8.18145899278539
"Albania","CZE",2028,7.99459421113625
"Albania","CZE",2029,7.8119974269985
"Albania","CZE",2030,7.63357115917427
"Albania","CZE",2031,7.4592201529393
"Albania","CZE",2032,7.28885132919026
"Albania","CZE",2033,7.12237373475346
"Albania","CZE",2034,6.9596984938286
"Albania","CZE",2035,6.80073876054142
"Albania","CZE",2036,6.6454096725802
"Albania","CZE",2037,6.49362830589111
"Albania","CZE",2038,6.34531363040828
"Albania","CZE",2039,6.20038646679514
"Albania","CZE",2040,6.05876944417367
"Albania","CZE",2041,5.92038695881912
"Albania","CZE",2042,5.78516513379821
"Albania","CZE",2043,5.65303177952916
"Albania","CZE",2044,5.5239163552425
"Albania","CZE",2045,5.39774993132218
"Albania","CZE",2046,5.27446515250673
"Albania","CZE",2047,5.15399620193101
"Albania","CZE",2048,5.03627876598913
"Albania","CZE",2049,4.92125
"Albania","CZE",2050,4.80884849465703
"Albania","DEU",2021,9.39802848648827
"Albania","DEU",2022,9.18337721920103
"Albania","DEU",2023,8.97362859363425
"Albania","DEU",2024,8.76867063329629
"Albania","DEU",2025,8.5683939192421
"Albania","DEU",2026,8.3726915316588
"Albania","DEU",2027,8.18145899278539
"Albania","DEU",2028,7.99459421113625
"Albania","DEU",2029,7.8119974269985
"Albania","DEU",2030,7.63357115917427
"Albania","DEU",2031,7.4592201529393
"Albania","DEU",2032,7.28885132919026
"Albania","DEU",2033,7.12237373475346
"Albania","DEU",2034,6.9596984938286
"Albania","DEU",2035,6.80073876054142
"Albania","DEU",2036,6.6454096725802
"Albania","DEU",2037,6.49362830589111
"Albania","DEU",2038,6.34531363040828
"Albania","DEU",2039,6.20038646679514
"Albania","DEU",2040,6.05876944417367
"Albania","DEU",2041,5.92038695881912
"Albania","DEU",2042,5.78516513379821
"Albania","DEU",2043,5.65303177952916
"Albania","DEU",2044,5.5239163552425
"Albania","DEU",2045,5.39774993132218
"Albania","DEU",2046,5.27446515250673
"Albania","DEU",2047,5.15399620193101
"Albania","DEU",2048,5.03627876598913
"Albania","DEU",2049,4.92125
"Albania","DEU",2050,4.80884849465703
"Albania","DJI",2021,9.39802848648827
"Albania","DJI",2022,9.18337721920103
"Albania","DJI",2023,8.97362859363425
"Albania","DJI",2024,8.76867063329629
"Albania","DJI",2025,8.5683939192421
"Albania","DJI",2026,8.3726915316588
"Albania","DJI",2027,8.18145899278539
"Albania","DJI",2028,7.99459421113625
"Albania","DJI",2029,7.8119974269985
"Albania","DJI",2030,7.63357115917427
"Albania","DJI",2031,7.4592201529393
"Albania","DJI",2032,7.28885132919026
"Albania","DJI",2033,7.12237373475346
"Albania","DJI",2034,6.9596984938286
"Albania","DJI",2035,6.80073876054142
"Albania","DJI",2036,6.6454096725802
"Albania","DJI",2037,6.49362830589111
"Albania","DJI",2038,6.34531363040828
"Albania","DJI",2039,6.20038646679514
"Albania","DJI",2040,6.05876944417367
"Albania","DJI",2041,5.92038695881912
"Albania","DJI",2042,5.78516513379821
"Albania","DJI",2043,5.65303177952916
"Albania","DJI",2044,5.5239163552425
"Albania","DJI",2045,5.39774993132218
"Albania","DJI",2046,5.27446515250673
"Albania","DJI",2047,5.15399620193101
"Albania","DJI",2048,5.03627876598913
"Albania","DJI",2049,4.92125
"Albania","DJI",2050,4.80884849465703
"Albania","DMA",2021,9.39802848648827
"Albania","DMA",2022,9.18337721920103
"Albania","DMA",2023,8.97362859363425
"Albania","DMA",2024,8.76867063329629
"Albania","DMA",2025,8.5683939192421
"Albania","DMA",2026,8.3726915316588
"Albania","DMA",2027,8.18145899278539
"Albania","DMA",2028,7.99459421113625
"Albania","DMA",2029,7.8119974269985
"Albania","DMA",2030,7.63357115917427
"Albania","DMA",2031,7.4592201529393
"Albania","DMA",2032,7.28885132919026
"Albania","DMA",2033,7.12237373475346
"Albania","DMA",2034,6.9596984938286
"Albania","DMA",2035,6.80073876054142
"Albania","DMA",2036,6.6454096725802
"Albania","DMA",2037,6.49362830589111
"Albania","DMA",2038,6.34531363040828
"Albania","DMA",2039,6.20038646679514
"Albania","DMA",2040,6.05876944417367
"Albania","DMA",2041,5.92038695881912
"Albania","DMA",2042,5.78516513379821
"Albania","DMA",2043,5.65303177952916
"Albania","DMA",2044,5.5239163552425
"Albania","DMA",2045,5.39774993132218
"Albania","DMA",2046,5.27446515250673
"Albania","DMA",2047,5.15399620193101
"Albania","DMA",2048,5.03627876598913
"Albania","DMA",2049,4.92125
"Albania","DMA",2050,4.80884849465703
"Albania","DNK",2021,9.39802848648827
"Albania","DNK",2022,9.18337721920103
"Albania","DNK",2023,8.97362859363425
"Albania","DNK",2024,8.76867063329629
"Albania","DNK",2025,8.5683939192421
"Albania","DNK",2026,8.3726915316588
"Albania","DNK",2027,8.18145899278539
"Albania","DNK",2028,7.99459421113625
"Albania","DNK",2029,7.8119974269985
"Albania","DNK",2030,7.63357115917427
"Albania","DNK",2031,7.4592201529393
"Albania","DNK",2032,7.28885132919026
"Albania","DNK",2033,7.12237373475346
"Albania","DNK",2034,6.9596984938286
"Albania","DNK",2035,6.80073876054142
"Albania","DNK",2036,6.6454096725802
"Albania","DNK",2037,6.49362830589111
"Albania","DNK",2038,6.34531363040828
"Albania","DNK",2039,6.20038646679514
"Albania","DNK",2040,6.05876944417367
"Albania","DNK",2041,5.92038695881912
"Albania","DNK",2042,5.78516513379821
"Albania","DNK",2043,5.65303177952916
"Albania","DNK",2044,5.5239163552425
"Albania","DNK",2045,5.39774993132218
"Albania","DNK",2046,5.27446515250673
"Albania","DNK",2047,5.15399620193101
"Albania","DNK",2048,5.03627876598913
"Albania","DNK",2049,4.92125
"Albania","DNK",2050,4.80884849465703
"Algeria","DOM",2021,9.39802848648827
"Algeria","DOM",2022,9.18337721920103
"Algeria","DOM",2023,8.97362859363425
"Algeria","DOM",2024,8.76867063329629
"Algeria","DOM",2025,8.5683939192421
"Algeria","DOM",2026,8.3726915316588
"Algeria","DOM",2027,8.18145899278539
"Algeria","DOM",2028,7.99459421113625
"Algeria","DOM",2029,7.8119974269985
"Algeria","DOM",2030,7.63357115917427
"Algeria","DOM",2031,7.4592201529393
"Algeria","DOM",2032,7.28885132919026
"Algeria","DOM",2033,7.12237373475346
"Algeria","DOM",2034,6.9596984938286
"Algeria","DOM",2035,6.80073876054142
"Algeria","DOM",2036,6.6454096725802
"Algeria","DOM",2037,6.49362830589111
"Algeria","DOM",2038,6.34531363040828
"Algeria","DOM",2039,6.20038646679514
"Algeria","DOM",2040,6.05876944417367
"Algeria","DOM",2041,5.92038695881912
"Algeria","DOM",2042,5.78516513379821
"Algeria","DOM",2043,5.65303177952916
"Algeria","DOM",2044,5.5239163552425
"Algeria","DOM",2045,5.39774993132218
"Algeria","DOM",2046,5.27446515250673
"Algeria","DOM",2047,5.15399620193101
"Algeria","DOM",2048,5.03627876598913
"Algeria","DOM",2049,4.92125
"Algeria","DOM",2050,4.80884849465703
"Algeria","DZA",2021,9.39802848648827
"Algeria","DZA",2022,9.18337721920103
"Algeria","DZA",2023,8.97362859363425
"Algeria","DZA",2024,8.76867063329629
"Algeria","DZA",2025,8.5683939192421
"Algeria","DZA",2026,8.3726915316588
"Algeria","DZA",2027,8.18145899278539
"Algeria","DZA",2028,7.99459421113625
"Algeria","DZA",2029,7.8119974269985
"Algeria","DZA",2030,7.63357115917427
"Algeria","DZA",2031,7.4592201529393
"Algeria","DZA",2032,7.28885132919026
"Algeria","DZA",2033,7.12237373475346
"Algeria","DZA",2034,6.9596984938286
"Algeria","DZA",2035,6.80073876054142
"Algeria","DZA",2036,6.6454096725802
"Algeria","DZA",2037,6.49362830589111
"Algeria","DZA",2038,6.34531363040828
"Algeria","DZA",2039,6.20038646679514
"Algeria","DZA",2040,6.05876944417367
"Algeria","DZA",2041,5.92038695881912
"Algeria","DZA",2042,5.78516513379821
"Algeria","DZA",2043,5.65303177952916
"Algeria","DZA",2044,5.5239163552425
"Algeria","DZA",2045,5.39774993132218
"Algeria","DZA",2046,5.27446515250673
"Algeria","DZA",2047,5.15399620193101
"Algeria","DZA",2048,5.03627876598913
"Algeria","DZA",2049,4.92125
"Algeria","DZA",2050,4.80884849465703
"Algeria","ECU",2021,9.39802848648827
"Algeria","ECU",2022,9.18337721920103
"Algeria","ECU",2023,8.97362859363425
"Algeria","ECU",2024,8.76867063329629
"Algeria","ECU",2025,8.5683939192421
"Algeria","ECU",2026,8.3726915316588
"Algeria","ECU",2027,8.18145899278539
"Algeria","ECU",2028,7.99459421113625
"Algeria","ECU",2029,7.8119974269985
"Algeria","ECU",2030,7.63357115917427
"Algeria","ECU",2031,7.4592201529393
"Algeria","ECU",2032,7.28885132919026
"Algeria","ECU",2033,7.12237373475346
"Algeria","ECU",2034,6.9596984938286
"Algeria","ECU",2035,6.80073876054142
"Algeria","ECU",2036,6.6454096725802
"Algeria","ECU",2037,6.49362830589111
"Algeria","ECU",2038,6.34531363040828
"Algeria","ECU",2039,6.20038646679514
"Algeria","ECU",2040,6.05876944417367
"Algeria","ECU",2041,5.92038695881912
"Algeria","ECU",2042,5.78516513379821
"Algeria","ECU",2043,5.65303177952916
"Algeria","ECU",2044,5.5239163552425
"Algeria","ECU",2045,5.39774993132218
"Algeria","ECU",2046,5.27446515250673
"Algeria","ECU",2047,5.15399620193101
"Algeria","ECU",2048,5.03627876598913
"Algeria","ECU",2049,4.92125
"Algeria","ECU",2050,4.80884849465703
"Algeria","EGY",2021,9.39802848648827
"Algeria","EGY",2022,9.18337721920103
"Algeria","EGY",2023,8.97362859363425
"Algeria","EGY",2024,8.76867063329629
"Algeria","EGY",2025,8.5683939192421
"Algeria","EGY",2026,8.3726915316588
"Algeria","EGY",2027,8.18145899278539
"Algeria","EGY",2028,7.99459421113625
"Algeria","EGY",2029,7.8119974269985
"Algeria","EGY",2030,7.63357115917427
"Algeria","EGY",2031,7.4592201529393
"Algeria","EGY",2032,7.28885132919026
"Algeria","EGY",2033,7.12237373475346
"Algeria","EGY",2034,6.9596984938286
"Algeria","EGY",2035,6.80073876054142
"Algeria","EGY",2036,6.6454096725802
"Algeria","EGY",2037,6.49362830589111
"Algeria","EGY",2038,6.34531363040828
"Algeria","EGY",2039,6.20038646679514
"Algeria","EGY",2040,6.05876944417367
"Algeria","EGY",2041,5.92038695881912
"Algeria","EGY",2042,5.78516513379821
"Algeria","EGY",2043,5.65303177952916
"Algeria","EGY",2044,5.5239163552425
"Algeria","EGY",2045,5.39774993132218
"Algeria","EGY",2046,5.27446515250673
"Algeria","EGY",2047,5.15399620193101
"Algeria","EGY",2048,5.03627876598913
"Algeria","EGY",2049,4.92125
"Algeria","EGY",2050,4.80884849465703
"Algeria","ERI",2021,9.39802848648827
"Algeria","ERI",2022,9.18337721920103
"Algeria","ERI",2023,8.97362859363425
"Algeria","ERI",2024,8.76867063329629
"Algeria","ERI",2025,8.5683939192421
"Algeria","ERI",2026,8.3726915316588
"Algeria","ERI",2027,8.18145899278539
"Algeria","ERI",2028,7.99459421113625
"Algeria","ERI",2029,7.8119974269985
"Algeria","ERI",2030,7.63357115917427
"Algeria","ERI",2031,7.4592201529393
"Algeria","ERI",2032,7.28885132919026
"Algeria","ERI",2033,7.12237373475346
"Algeria","ERI",2034,6.9596984938286
"Algeria","ERI",2035,6.80073876054142
"Algeria","ERI",2036,6.6454096725802
"Algeria","ERI",2037,6.49362830589111
"Algeria","ERI",2038,6.34531363040828
"Algeria","ERI",2039,6.20038646679514
"Algeria","ERI",2040,6.05876944417367
"Algeria","ERI",2041,5.92038695881912
"Algeria","ERI",2042,5.78516513379821
"Algeria","ERI",2043,5.65303177952916
"Algeria","ERI",2044,5.5239163552425
"Algeria","ERI",2045,5.39774993132218
"Algeria","ERI",2046,5.27446515250673
"Algeria","ERI",2047,5.15399620193101
"Algeria","ERI",2048,5.03627876598913
"Algeria","ERI",2049,4.92125
"Algeria","ERI",2050,4.80884849465703
"Algeria","ESH",2021,9.39802848648827
"Algeria","ESH",2022,9.18337721920103
"Algeria","ESH",2023,8.97362859363425
"Algeria","ESH",2024,8.76867063329629
"Algeria","ESH",2025,8.5683939192421
"Algeria","ESH",2026,8.3726915316588
"Algeria","ESH",2027,8.18145899278539
"Algeria","ESH",2028,7.99459421113625
"Algeria","ESH",2029,7.8119974269985
"Algeria","ESH",2030,7.63357115917427
"Algeria","ESH",2031,7.4592201529393
"Algeria","ESH",2032,7.28885132919026
"Algeria","ESH",2033,7.12237373475346
"Algeria","ESH",2034,6.9596984938286
"Algeria","ESH",2035,6.80073876054142
"Algeria","ESH",2036,6.6454096725802
"Algeria","ESH",2037,6.49362830589111
"Algeria","ESH",2038,6.34531363040828
"Algeria","ESH",2039,6.20038646679514
"Algeria","ESH",2040,6.05876944417367
"Algeria","ESH",2041,5.92038695881912
"Algeria","ESH",2042,5.78516513379821
"Algeria","ESH",2043,5.65303177952916
"Algeria","ESH",2044,5.5239163552425
"Algeria","ESH",2045,5.39774993132218
"Algeria","ESH",2046,5.27446515250673
"Algeria","ESH",2047,5.15399620193101
"Algeria","ESH",2048,5.03627876598913
"Algeria","ESH",2049,4.92125
"Algeria","ESH",2050,4.80884849465703
"Algeria","ESP",2021,9.39802848648827
"Algeria","ESP",2022,9.18337721920103
"Algeria","ESP",2023,8.97362859363425
"Algeria","ESP",2024,8.76867063329629
"Algeria","ESP",2025,8.5683939192421
"Algeria","ESP",2026,8.3726915316588
"Algeria","ESP",2027,8.18145899278539
"Algeria","ESP",2028,7.99459421113625
"Algeria","ESP",2029,7.8119974269985
"Algeria","ESP",2030,7.63357115917427
"Algeria","ESP",2031,7.4592201529393
"Algeria","ESP",2032,7.28885132919026
"Algeria","ESP",2033,7.12237373475346
"Algeria","ESP",2034,6.9596984938286
"Algeria","ESP",2035,6.80073876054142
"Algeria","ESP",2036,6.6454096725802
"Algeria","ESP",2037,6.49362830589111
"Algeria","ESP",2038,6.34531363040828
"Algeria","ESP",2039,6.20038646679514
"Algeria","ESP",2040,6.05876944417367
"Algeria","ESP",2041,5.92038695881912
"Algeria","ESP",2042,5.78516513379821
"Algeria","ESP",2043,5.65303177952916
"Algeria","ESP",2044,5.5239163552425
"Algeria","ESP",2045,5.39774993132218
"Algeria","ESP",2046,5.27446515250673
"Algeria","ESP",2047,5.15399620193101
"Algeria","ESP",2048,5.03627876598913
"Algeria","ESP",2049,4.92125
"Algeria","ESP",2050,4.80884849465703
"Algeria","EST",2021,9.39802848648827
"Algeria","EST",2022,9.18337721920103
"Algeria","EST",2023,8.97362859363425
"Algeria","EST",2024,8.76867063329629
"Algeria","EST",2025,8.5683939192421
"Algeria","EST",2026,8.3726915316588
"Algeria","EST",2027,8.18145899278539
"Algeria","EST",2028,7.99459421113625
"Algeria","EST",2029,7.8119974269985
"Algeria","EST",2030,7.63357115917427
