Year,iso_code3,nemomod_entc_frac_min_share_production_pp_coal
2012,ARG,0.0200564774777413
2013,ARG,0.0200564774777413
2014,ARG,0.0200564774777413
2015,ARG,0.0200564774777413
2016,ARG,0.0160370516177351
2017,ARG,0.0153725475196175
2018,ARG,0.0155492889410866
2019,ARG,0.0092912829183249
2020,ARG,0.0144620473356622
2010,ARM,0.2616433501545301
2011,ARM,0.2921643896510908
2012,ARM,0.2884007257882571
2013,ARM,0.27201820708195
2014,ARM,0.3120891234332765
2015,ARM,0.3023604131574509
2016,ARM,0.3531768939086445
2017,ARM,0.3472018532326236
2018,ARM,0.3967598621408022
2019,ARM,0.3942983271432
2020,ARM,0.3579095870809003
2010,ASM,0.0461813909594195
2011,ASM,0.0493664311160424
2012,ASM,0.0814866516642395
2013,ASM,0.0561758589852985
2014,ASM,0.0457925522088246
2015,ASM,0.0432781456839195
2016,ASM,0.0243390076707399
2017,ASM,0.0277047013734185
2018,ASM,0.0360298501057229
2019,ASM,0.0513523187419169
2020,ASM,0.0528093545602678
2010,ATG,0.0747136502905965
2011,ATG,0.0747136502905965
2012,ATG,0.0747136502905965
2013,ATG,0.0747136502905965
2014,ATG,0.0747136502905965
2015,ATG,0.0874847676660066
2016,ATG,0.0783190733670267
2017,ATG,0.0385911098153285
2018,ATG,0.0569898915131663
2019,ATG,0.1017016711414155
2020,ATG,0.1178880062858901
2010,AUS,0.7073760468721699
2011,AUS,0.7060830645946533
2012,AUS,0.6715636504665855
2013,AUS,0.654312782562236
2014,AUS,0.6378405956672062
2015,AUS,0.667349943666392
2016,AUS,0.6640619200656454
2017,AUS,0.6410906486097286
2018,AUS,0.6359081628398188
2019,AUS,0.6050595972598725
2020,AUS,0.5843374866433779
2010,AUT,0.0979216210688395
2011,AUT,0.1158773225080749
2012,AUT,0.089658708891037
2013,AUT,0.0948581826886648
2014,AUT,0.0797851472190956
2015,AUT,0.0846770226382211
2016,AUT,0.0636771402256681
2017,AUT,0.061113226677807
2018,AUT,0.0585171848177534
2019,AUT,0.0520300261747217
2020,AUT,0.0371000099865599
2010,AZE,0.2616433501545301
2011,AZE,0.2921643896510908
2012,AZE,0.2884007257882571
2013,AZE,0.27201820708195
2014,AZE,0.3120891234332765
2015,AZE,0.3023604131574509
2016,AZE,0.3531768939086445
2017,AZE,0.3472018532326236
2018,AZE,0.3967598621408022
2019,AZE,0.3942983271432
2020,AZE,0.3579095870809003
2010,BDI,0.0890955352400809
2011,BDI,0.09119476059562
2012,BDI,0.1018075510238991
2013,BDI,0.1102034906766008
2014,BDI,0.1052186368574527
2015,BDI,0.1070885574022743
2016,BDI,0.1066566655893353
2017,BDI,0.0960706893860505
2018,BDI,0.0944620296624523
2019,BDI,0.0967563687923854
2020,BDI,0.0916948875257155
2010,BEL,0.0649742088639479
2011,BEL,0.0632701004071266
2012,BEL,0.0698213674583087
2013,BEL,0.0665338204037673
2014,BEL,0.0647679362956809
2015,BEL,0.066233468437272
2016,BEL,0.0338566683438046
2017,BEL,0.0310582682763781
2018,BEL,0.0357059094228858
2019,BEL,0.0307999030102917
2020,BEL,0.025226034700651
2010,BEN,0.0890955352400809
2011,BEN,0.09119476059562
2012,BEN,0.1018075510238991
2013,BEN,0.1102034906766008
2014,BEN,0.1052186368574527
2015,BEN,0.1070885574022743
2016,BEN,0.1066566655893353
2017,BEN,0.0960706893860505
2018,BEN,0.0944620296624523
2019,BEN,0.0967563687923854
2020,BEN,0.0916948875257155
2010,BFA,0.0890955352400809
2011,BFA,0.09119476059562
2012,BFA,0.1018075510238991
2013,BFA,0.1102034906766008
2014,BFA,0.1052186368574527
2015,BFA,0.1070885574022743
2016,BFA,0.1066566655893353
2017,BFA,0.0960706893860505
2018,BFA,0.0944620296624523
2019,BFA,0.0967563687923854
2020,BFA,0.0916948875257155
2010,BGD,0.7791634114072247
2011,BGD,0.7791634114072247
2012,BGD,0.7791634114072247
2013,BGD,0.7791634114072247
2014,BGD,0.7791634114072247
2015,BGD,0.7791634114072247
2016,BGD,0.7712930697191429
2017,BGD,0.7748183465998608
2018,BGD,0.7807872199509023
2019,BGD,0.7600800260026516
2020,BGD,0.7432153915684512
2010,BGR,0.4468219838810224
2011,BGR,0.4468219838810224
2012,BGR,0.4468219838810224
2013,BGR,0.4468219838810224
2014,BGR,0.4468219838810224
2015,BGR,0.4468219838810224
2016,BGR,0.4169068037918813
2017,BGR,0.4497977163316163
2018,BGR,0.3866420788119309
2019,BGR,0.3787376836657782
2020,BGR,0.3223382429202452
2010,BHR,0.0
2011,BHR,0.0
2012,BHR,0.0
2013,BHR,0.0
2014,BHR,0.0
2015,BHR,0.0
2016,BHR,0.0
2017,BHR,0.0
2018,BHR,0.0
2019,BHR,0.0
2020,BHR,0.0
2010,BHS,0.0
2011,BHS,0.0
2012,BHS,0.0
2013,BHS,0.0
2014,BHS,0.0
2015,BHS,0.0
2016,BHS,0.0
2017,BHS,0.0
2018,BHS,0.0
2019,BHS,0.0
2020,BHS,0.0
2010,BIH,0.2049909523117503
2011,BIH,0.2049909523117503
2012,BIH,0.2049909523117503
2013,BIH,0.2049909523117503
2014,BIH,0.2049909523117503
2015,BIH,0.2049909523117503
2016,BIH,0.208575538914903
2017,BIH,0.1225938539578389
2018,BIH,0.1127251584082828
2019,BIH,0.1400153664910336
2020,BIH,0.1007752363003186
2010,BLR,0.0
2011,BLR,0.0
2012,BLR,0.0
2013,BLR,0.0
2014,BLR,0.0005591836722077
2015,BLR,0.0
2016,BLR,0.0
2017,BLR,0.0
2018,BLR,0.0
2019,BLR,0.0
2020,BLR,0.0
2010,BLZ,0.0
2011,BLZ,0.0
2012,BLZ,0.0
2013,BLZ,0.0
2014,BLZ,0.0
2015,BLZ,0.0
2016,BLZ,0.0
2017,BLZ,0.0
2018,BLZ,0.0
2019,BLZ,0.0
2020,BLZ,0.0
2010,BMU,0.1295613711273173
2011,BMU,0.1167475141651456
2012,BMU,0.1001936942025779
2013,BMU,0.0983884057227311
2014,BMU,0.0999300617153985
2015,BMU,0.0946933094031901
2016,BMU,0.0946019065039624
2017,BMU,0.0915211415652986
2018,BMU,0.072794091473878
2019,BMU,0.0675285263154565
2020,BMU,0.0629044513444404
2010,BOL,0.0200564774777413
2011,BOL,0.0200564774777413
2012,BOL,0.0200564774777413
2013,BOL,0.0200564774777413
2014,BOL,0.0200564774777413
2015,BOL,0.0200564774777413
2016,BOL,0.0160370516177351
2017,BOL,0.0153725475196175
2018,BOL,0.0155492889410866
2019,BOL,0.0092912829183249
2020,BOL,0.0144620473356622
2010,BRA,0.0467801368624947
2011,BRA,0.0467801368624947
2012,BRA,0.0467801368624947
2013,BRA,0.0467801368624947
2014,BRA,0.0467801368624947
2015,BRA,0.0467801368624947
2016,BRA,0.0447776603580733
2017,BRA,0.0397994848561939
2018,BRA,0.0358072936751881
2019,BRA,0.0361738464440209
2020,BRA,0.0300700502360517
2010,BRB,0.0747136502905965
2011,BRB,0.0747136502905965
2012,BRB,0.0747136502905965
2013,BRB,0.0747136502905965
2014,BRB,0.0747136502905965
2015,BRB,0.0874847676660066
2016,BRB,0.0783190733670267
2017,BRB,0.0385911098153285
2018,BRB,0.0569898915131663
2019,BRB,0.1017016711414155
2020,BRB,0.1178880062858901
2010,BRN,0.71996738281994
2011,BRN,0.71996738281994
2012,BRN,0.71996738281994
2013,BRN,0.71996738281994
2014,BRN,0.71996738281994
2015,BRN,0.71996738281994
2016,BRN,0.7081427371404031
2017,BRN,0.7088763679244826
2018,BRN,0.6983497294285053
2019,BRN,0.6832608570112407
2020,BRN,0.6756613599051515
2010,BTN,0.7791634114072247
2011,BTN,0.7791634114072247
2012,BTN,0.7791634114072247
2013,BTN,0.7791634114072247
2014,BTN,0.7791634114072247
2015,BTN,0.7791634114072247
2016,BTN,0.7712930697191429
2017,BTN,0.7748183465998608
2018,BTN,0.7807872199509023
2019,BTN,0.7600800260026516
2020,BTN,0.7432153915684512
2010,BWA,0.0890955352400809
2011,BWA,0.09119476059562
2012,BWA,0.1018075510238991
2013,BWA,0.1102034906766008
2014,BWA,0.1052186368574527
2015,BWA,0.1070885574022743
2016,BWA,0.1066566655893353
2017,BWA,0.0960706893860505
2018,BWA,0.0944620296624523
2019,BWA,0.0967563687923854
2020,BWA,0.0916948875257155
2010,CAF,0.0890955352400809
2011,CAF,0.09119476059562
2012,CAF,0.1018075510238991
2013,CAF,0.1102034906766008
2014,CAF,0.1052186368574527
2015,CAF,0.1070885574022743
2016,CAF,0.1066566655893353
2017,CAF,0.0960706893860505
2018,CAF,0.0944620296624523
2019,CAF,0.0967563687923854
2020,CAF,0.0916948875257155
2010,CAN,0.1295613711273173
2011,CAN,0.1167475141651456
2012,CAN,0.1001936942025779
2013,CAN,0.0983884057227311
2014,CAN,0.0999300617153985
2015,CAN,0.0946933094031901
2016,CAN,0.0946019065039624
2017,CAN,0.0915211415652986
2018,CAN,0.072794091473878
2019,CAN,0.0675285263154565
2020,CAN,0.0629044513444404
2010,CHE,0.0
2011,CHE,0.0
2012,CHE,0.0
2013,CHE,0.0
2014,CHE,0.0
2015,CHE,0.0
2016,CHE,0.0
2017,CHE,0.0
2018,CHE,0.0
2019,CHE,0.0
2020,CHE,0.0
2010,CHL,0.2759383485921575
2011,CHL,0.2948991265055448
2012,CHL,0.3578655486807643
2013,CHL,0.4108626471625127
2014,CHL,0.3754529385705847
2015,CHL,0.3767544803123703
2016,CHL,0.3897529238697562
2017,CHL,0.3834317859958079
2018,CHL,0.3768457760771231
2019,CHL,0.3508126681191764
2020,CHL,0.3294232023382943
2010,CHN,0.71996738281994
2011,CHN,0.71996738281994
2012,CHN,0.71996738281994
2013,CHN,0.71996738281994
2014,CHN,0.71996738281994
2015,CHN,0.71996738281994
2016,CHN,0.7081427371404031
2017,CHN,0.7088763679244826
2018,CHN,0.6983497294285053
2019,CHN,0.6832608570112407
2020,CHN,0.6756613599051515
2010,CIV,0.0890955352400809
2011,CIV,0.09119476059562
2012,CIV,0.1018075510238991
2013,CIV,0.1102034906766008
2014,CIV,0.1052186368574527
2015,CIV,0.1070885574022743
2016,CIV,0.1066566655893353
2017,CIV,0.0960706893860505
2018,CIV,0.0944620296624523
2019,CIV,0.0967563687923854
2020,CIV,0.0916948875257155
2010,CMR,0.0890955352400809
2011,CMR,0.09119476059562
2012,CMR,0.1018075510238991
2013,CMR,0.1102034906766008
2014,CMR,0.1052186368574527
2015,CMR,0.1070885574022743
2016,CMR,0.1066566655893353
2017,CMR,0.0960706893860505
2018,CMR,0.0944620296624523
2019,CMR,0.0967563687923854
2020,CMR,0.0916948875257155
2010,COD,0.0890955352400809
2011,COD,0.09119476059562
2012,COD,0.1018075510238991
2013,COD,0.1102034906766008
2014,COD,0.1052186368574527
2015,COD,0.1070885574022743
2016,COD,0.1066566655893353
2017,COD,0.0960706893860505
2018,COD,0.0944620296624523
2019,COD,0.0967563687923854
2020,COD,0.0916948875257155
2010,COG,0.0890955352400809
2011,COG,0.09119476059562
2012,COG,0.1018075510238991
2013,COG,0.1102034906766008
2014,COG,0.1052186368574527
2015,COG,0.1070885574022743
2016,COG,0.1066566655893353
2017,COG,0.0960706893860505
2018,COG,0.0944620296624523
2019,COG,0.0967563687923854
2020,COG,0.0916948875257155
2010,COL,0.0747136502905965
2011,COL,0.0747136502905965
2012,COL,0.0747136502905965
2013,COL,0.0747136502905965
2014,COL,0.0747136502905965
2015,COL,0.0874847676660066
2016,COL,0.0783190733670267
2017,COL,0.0385911098153285
2018,COL,0.0569898915131663
2019,COL,0.1017016711414155
2020,COL,0.1178880062858901
2010,COM,0.0890955352400809
2011,COM,0.09119476059562
2012,COM,0.1018075510238991
2013,COM,0.1102034906766008
2014,COM,0.1052186368574527
2015,COM,0.1070885574022743
2016,COM,0.1066566655893353
2017,COM,0.0960706893860505
2018,COM,0.0944620296624523
2019,COM,0.0967563687923854
2020,COM,0.0916948875257155
2010,CPV,0.0890955352400809
2011,CPV,0.09119476059562
2012,CPV,0.1018075510238991
2013,CPV,0.1102034906766008
2014,CPV,0.1052186368574527
2015,CPV,0.1070885574022743
2016,CPV,0.1066566655893353
2017,CPV,0.0960706893860505
2018,CPV,0.0944620296624523
2019,CPV,0.0967563687923854
2020,CPV,0.0916948875257155
2010,CRI,0.0
2011,CRI,0.0
2012,CRI,0.0
2013,CRI,0.0
2014,CRI,0.0
2015,CRI,0.0
2016,CRI,0.0
2017,CRI,0.0
2018,CRI,0.0
2019,CRI,0.0
2020,CRI,0.0
2010,CUB,0.0
2011,CUB,0.0
2012,CUB,0.0
2013,CUB,0.0
2014,CUB,0.0
2015,CUB,0.0
2016,CUB,0.0
2017,CUB,0.0
2018,CUB,0.0
2019,CUB,0.0
2020,CUB,0.0
2010,CUW,0.0747136502905965
2011,CUW,0.0747136502905965
2012,CUW,0.0747136502905965
2013,CUW,0.0747136502905965
2014,CUW,0.0747136502905965
2015,CUW,0.0874847676660066
2016,CUW,0.0783190733670267
2017,CUW,0.0385911098153285
2018,CUW,0.0569898915131663
2019,CUW,0.1017016711414155
2020,CUW,0.1178880062858901
2010,CYM,0.0
2011,CYM,0.0
2012,CYM,0.0
2013,CYM,0.0
2014,CYM,0.0
2015,CYM,0.0
2016,CYM,0.0
2017,CYM,0.0
2018,CYM,0.0
2019,CYM,0.0
2020,CYM,0.0
2010,CYP,0.0
2011,CYP,0.0
2012,CYP,0.0
2013,CYP,0.0
2014,CYP,0.0
2015,CYP,0.0
2016,CYP,0.0
2017,CYP,0.0
2018,CYP,0.0
2019,CYP,0.0
2020,CYP,0.0
2010,CZE,0.5680385608978166
2011,CZE,0.5561015622099383
2012,CZE,0.5233797921782599
2013,CZE,0.4931531190836982
2014,CZE,0.4960811938688831
2015,CZE,0.5143862824967628
2016,CZE,0.5288930661042572
2017,CZE,0.4969033112853285
2018,CZE,0.4878499151114802
2019,CZE,0.446826324751422
2020,CZE,0.3945061117316938
2010,DEU,0.4622805706072905
2011,DEU,0.4865565040323611
2012,DEU,0.4987147691684261
2013,DEU,0.5121631041980539
2014,DEU,0.5032161206483258
2015,DEU,0.5016776776329326
2016,DEU,0.4817446354118868
2017,DEU,0.4639721679121624
2018,DEU,0.4501866548532163
2019,DEU,0.3801888268033374
2020,DEU,0.3275607627964517
2010,DJI,0.0
2011,DJI,0.0
2012,DJI,0.0
2013,DJI,0.0
2014,DJI,0.0
2015,DJI,0.0
2016,DJI,0.0
2017,DJI,0.0
2018,DJI,0.0
2019,DJI,0.0
2020,DJI,0.0
2010,DMA,0.0747136502905965
2011,DMA,0.0747136502905965
2012,DMA,0.0747136502905965
2013,DMA,0.0747136502905965
2014,DMA,0.0747136502905965
2015,DMA,0.0874847676660066
2016,DMA,0.0783190733670267
2017,DMA,0.0385911098153285
2018,DMA,0.0569898915131663
2019,DMA,0.1017016711414155
2020,DMA,0.1178880062858901
2010,DNK,0.561107065489188
2011,DNK,0.5663100299393664
2012,DNK,0.534690885823817
2013,DNK,0.622917644625401
2014,DNK,0.6003377893763758
2015,DNK,0.5041011683662306
2016,DNK,0.5177105880785356
2017,DNK,0.3979217347360735
2018,DNK,0.4147938894280359
2019,DNK,0.2616317394804207
2020,DNK,0.2610321306270576
2010,DOM,0.0747136502905965
2011,DOM,0.0747136502905965
2012,DOM,0.0747136502905965
2013,DOM,0.0747136502905965
2014,DOM,0.0747136502905965
2015,DOM,0.0874847676660066
2016,DOM,0.0783190733670267
2017,DOM,0.0385911098153285
2018,DOM,0.0569898915131663
2019,DOM,0.1017016711414155
2020,DOM,0.1178880062858901
2010,DZA,0.0
2011,DZA,0.0
2012,DZA,0.0
2013,DZA,0.0
2014,DZA,0.0
2015,DZA,0.0
2016,DZA,0.0
2017,DZA,0.0
2018,DZA,0.0
2019,DZA,0.0
2020,DZA,0.0
2010,ECU,0.0747136502905965
2011,ECU,0.0747136502905965
2012,ECU,0.0747136502905965
2013,ECU,0.0747136502905965
2014,ECU,0.0747136502905965
2015,ECU,0.0874847676660066
2016,ECU,0.0783190733670267
2017,ECU,0.0385911098153285
2018,ECU,0.0569898915131663
2019,ECU,0.1017016711414155
2020,ECU,0.1178880062858901
2010,EGY,0.0
2011,EGY,0.0
2012,EGY,0.0
2013,EGY,0.0
2014,EGY,0.0
2015,EGY,0.0
2016,EGY,0.0
2017,EGY,0.0
2018,EGY,0.0
2019,EGY,0.0
2020,EGY,0.0
2010,ERI,0.0890955352400809
2011,ERI,0.09119476059562
2012,ERI,0.1018075510238991
2013,ERI,0.1102034906766008
2014,ERI,0.1052186368574527
2015,ERI,0.1070885574022743
2016,ERI,0.1066566655893353
2017,ERI,0.0960706893860505
2018,ERI,0.0944620296624523
2019,ERI,0.0967563687923854
2020,ERI,0.0916948875257155
2010,ESP,0.1020676099184466
2011,ESP,0.1798244147190219
2012,ESP,0.2258104071676381
2013,ESP,0.1781962092645894
2014,ESP,0.1977443569507082
2015,ESP,0.226732583268705
2016,ESP,0.165261984399237
2017,ESP,0.2045445859290102
2018,ESP,0.1729223909523375
2019,ESP,0.064509386565134
2020,ESP,0.0297900665901078
2010,EST,0.9122210954940532
2011,EST,0.9116186466396452
2012,EST,0.893143674512665
2013,EST,0.9278644601081428
2014,EST,0.9234904546251164
2015,EST,0.9047698887614378
2016,EST,0.8844888937308493
2017,EST,0.8927367909676349
2018,EST,0.8710919056696614
2019,EST,0.7765146774603316
2020,EST,0.7680913908937851
2010,ETH,0.0890955352400809
2011,ETH,0.09119476059562
2012,ETH,0.1018075510238991
2013,ETH,0.1102034906766008
2014,ETH,0.1052186368574527
2015,ETH,0.1070885574022743
2016,ETH,0.1066566655893353
2017,ETH,0.0960706893860505
2018,ETH,0.0944620296624523
2019,ETH,0.0967563687923854
2020,ETH,0.0916948875257155
2010,FIN,0.2653478182552552
2011,FIN,0.2147071438450202
2012,FIN,0.1600999034699897
2013,FIN,0.2031813070556455
2014,FIN,0.1759388810952115
2015,FIN,0.1318969649793287
2016,FIN,0.158963794652698
2017,FIN,0.1465937865547635
2018,FIN,0.1556393352380933
2019,FIN,0.1268904445993042
2020,FIN,0.0843990931627097
2010,FJI,0.0461813909594195
2011,FJI,0.0493664311160424
2012,FJI,0.0814866516642395
2013,FJI,0.0561758589852985
2014,FJI,0.0457925522088246
2015,FJI,0.0432781456839195
2016,FJI,0.0243390076707399
2017,FJI,0.0277047013734185
2018,FJI,0.0360298501057229
2019,FJI,0.0513523187419169
2020,FJI,0.0528093545602678
2010,FRA,0.046638031124308
2011,FRA,0.0360991090718735
2012,FRA,0.0430749374772656
2013,FRA,0.0460040841570317
2014,FRA,0.0245583840721414
2015,FRA,0.0257648853596377
2016,FRA,0.0223790486831711
2017,FRA,0.0281004202445495
2018,FRA,0.0188958735686308
2019,FRA,0.0108748427751986
2020,FRA,0.0099920457883165
2010,FRO,0.0
2011,FRO,0.0
2012,FRO,0.0
2013,FRO,0.0
2014,FRO,0.0
2015,FRO,0.0
2016,FRO,0.0
2017,FRO,0.0
2018,FRO,0.0
2019,FRO,0.0
2020,FRO,0.0
2010,FSM,0.2723899157014824
2011,FSM,0.2792956225448779
2012,FSM,0.2943958167655542
2013,FSM,0.3268561272250489
2014,FSM,0.3348262446222904
2015,FSM,0.3439314500000259
2016,FSM,0.3464654236282893
2017,FSM,0.3434478187581546
2018,FSM,0.3302793137955717
2019,FSM,0.3305889137184944
2020,FSM,0.3159715539934741
2010,GAB,0.0890955352400809
2011,GAB,0.09119476059562
2012,GAB,0.1018075510238991
2013,GAB,0.1102034906766008
2014,GAB,0.1052186368574527
2015,GAB,0.1070885574022743
2016,GAB,0.1066566655893353
2017,GAB,0.0960706893860505
2018,GAB,0.0944620296624523
2019,GAB,0.0967563687923854
2020,GAB,0.0916948875257155
2010,GBR,0.2963590846582989
2011,GBR,0.3158109586124689
2012,GBR,0.4253078417299858
2013,GBR,0.4052808289285396
2014,GBR,0.3375202188688594
2015,GBR,0.2640990877784698
2016,GBR,0.1068732408904669
2017,GBR,0.0827395628527072
2018,GBR,0.0653927507659689
2019,GBR,0.0312169813255308
2020,GBR,0.0281531273606943
2010,GEO,0.2616433501545301
2011,GEO,0.2921643896510908
2012,GEO,0.2884007257882571
2013,GEO,0.27201820708195
2014,GEO,0.3120891234332765
2015,GEO,0.3023604131574509
2016,GEO,0.3531768939086445
2017,GEO,0.3472018532326236
2018,GEO,0.3967598621408022
2019,GEO,0.3942983271432
2020,GEO,0.3579095870809003
2010,GHA,0.0890955352400809
2011,GHA,0.09119476059562
2012,GHA,0.1018075510238991
2013,GHA,0.1102034906766008
2014,GHA,0.1052186368574527
2015,GHA,0.1070885574022743
2016,GHA,0.1066566655893353
2017,GHA,0.0960706893860505
2018,GHA,0.0944620296624523
2019,GHA,0.0967563687923854
2020,GHA,0.0916948875257155
2010,GIB,0.1020676099184466
2011,GIB,0.1798244147190219
2012,GIB,0.2258104071676381
2013,GIB,0.1781962092645894
2014,GIB,0.1977443569507082
2015,GIB,0.226732583268705
2016,GIB,0.165261984399237
2017,GIB,0.2045445859290102
2018,GIB,0.1729223909523375
2019,GIB,0.064509386565134
2020,GIB,0.0297900665901078
2010,GIN,0.0890955352400809
2011,GIN,0.09119476059562
2012,GIN,0.1018075510238991
2013,GIN,0.1102034906766008
2014,GIN,0.1052186368574527
2015,GIN,0.1070885574022743
2016,GIN,0.1066566655893353
2017,GIN,0.0960706893860505
2018,GIN,0.0944620296624523
2019,GIN,0.0967563687923854
2020,GIN,0.0916948875257155
2010,GMB,0.0890955352400809
2011,GMB,0.09119476059562
2012,GMB,0.1018075510238991
2013,GMB,0.1102034906766008
2014,GMB,0.1052186368574527
2015,GMB,0.1070885574022743
2016,GMB,0.1066566655893353
2017,GMB,0.0960706893860505
2018,GMB,0.0944620296624523
2019,GMB,0.0967563687923854
2020,GMB,0.0916948875257155
2010,GNB,0.0890955352400809
2011,GNB,0.09119476059562
2012,GNB,0.1018075510238991
2013,GNB,0.1102034906766008
2014,GNB,0.1052186368574527
2015,GNB,0.1070885574022743
2016,GNB,0.1066566655893353
2017,GNB,0.0960706893860505
2018,GNB,0.0944620296624523
2019,GNB,0.0967563687923854
2020,GNB,0.0916948875257155
2010,GNQ,0.0890955352400809
2011,GNQ,0.09119476059562
2012,GNQ,0.1018075510238991
2013,GNQ,0.1102034906766008
2014,GNQ,0.1052186368574527
2015,GNQ,0.1070885574022743
2016,GNQ,0.1066566655893353
2017,GNQ,0.0960706893860505
2018,GNQ,0.0944620296624523
2019,GNQ,0.0967563687923854
2020,GNQ,0.0916948875257155
2010,GRC,0.5576874810671263
2011,GRC,0.5489867174319882
2012,GRC,0.5390611122283774
2013,GRC,0.4879581597797548
2014,GRC,0.541067258085127
2015,GRC,0.4613621577609844
2016,GRC,0.3760872418205782
2017,GRC,0.3698076760957383
2018,GRC,0.3688343545836368
2019,GRC,0.2891828646182572
2020,GRC,0.1804012143828752
2010,GRD,0.0747136502905965
2011,GRD,0.0747136502905965
2012,GRD,0.0747136502905965
2013,GRD,0.0747136502905965
2014,GRD,0.0747136502905965
2015,GRD,0.0874847676660066
2016,GRD,0.0783190733670267
2017,GRD,0.0385911098153285
2018,GRD,0.0569898915131663
2019,GRD,0.1017016711414155
2020,GRD,0.1178880062858901
2010,GRL,0.0
2011,GRL,0.0
2012,GRL,0.0
2013,GRL,0.0
2014,GRL,0.0
2015,GRL,0.0
2016,GRL,0.0
2017,GRL,0.0
2018,GRL,0.0
2019,GRL,0.0
2020,GRL,0.0
2010,GTM,0.0
2011,GTM,0.0
2012,GTM,0.0
2013,GTM,0.0
2014,GTM,0.0
2015,GTM,0.0
2016,GTM,0.0
2017,GTM,0.0
2018,GTM,0.0
2019,GTM,0.0
2020,GTM,0.0
2010,GUM,0.2723899157014824
2011,GUM,0.2792956225448779
2012,GUM,0.2943958167655542
2013,GUM,0.3268561272250489
2014,GUM,0.3348262446222904
2015,GUM,0.3439314500000259
2016,GUM,0.3464654236282893
2017,GUM,0.3434478187581546
2018,GUM,0.3302793137955717
2019,GUM,0.3305889137184944
2020,GUM,0.3159715539934741
2010,GUY,0.0747136502905965
2011,GUY,0.0747136502905965
2012,GUY,0.0747136502905965
2013,GUY,0.0747136502905965
2014,GUY,0.0747136502905965
2015,GUY,0.0874847676660066
2016,GUY,0.0783190733670267
2017,GUY,0.0385911098153285
2018,GUY,0.0569898915131663
2019,GUY,0.1017016711414155
2020,GUY,0.1178880062858901
2010,HKG,0.71996738281994
2011,HKG,0.71996738281994
2012,HKG,0.71996738281994
2013,HKG,0.71996738281994
2014,HKG,0.71996738281994
2015,HKG,0.71996738281994
2016,HKG,0.7081427371404031
2017,HKG,0.7088763679244826
2018,HKG,0.6983497294285053
2019,HKG,0.6832608570112407
2020,HKG,0.6756613599051515
2010,HND,0.0
2011,HND,0.0
2012,HND,0.0
2013,HND,0.0
2014,HND,0.0
2015,HND,0.0
2016,HND,0.0
2017,HND,0.0
2018,HND,0.0
2019,HND,0.0
2020,HND,0.0
2010,HRV,0.2049909523117503
2011,HRV,0.2049909523117503
2012,HRV,0.2049909523117503
2013,HRV,0.2049909523117503
2014,HRV,0.2049909523117503
2015,HRV,0.2049909523117503
2016,HRV,0.208575538914903
2017,HRV,0.1225938539578389
2018,HRV,0.1127251584082828
2019,HRV,0.1400153664910336
2020,HRV,0.1007752363003186
2010,HTI,0.0747136502905965
2011,HTI,0.0747136502905965
2012,HTI,0.0747136502905965
2013,HTI,0.0747136502905965
2014,HTI,0.0747136502905965
2015,HTI,0.0874847676660066
2016,HTI,0.0783190733670267
2017,HTI,0.0385911098153285
2018,HTI,0.0569898915131663
2019,HTI,0.1017016711414155
2020,HTI,0.1178880062858901
2010,HUN,0.1710870606365325
