,Nation,Year,Oil and oil products (PJ),Gas (PJ),Coal and coal products (PJ),Biofuels and waste (PJ),Heat (PJ),Electricity (PJ),Other sources (PJ),Total final energy use (PJ),Pseudo Total (PJ),frac_scoe_heat_energy_commercial_municipal_coal,frac_scoe_heat_energy_commercial_municipal_diesel,frac_scoe_heat_energy_commercial_municipal_electricity,frac_scoe_heat_energy_commercial_municipal_gasoline,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids,frac_scoe_heat_energy_commercial_municipal_hydrogen,frac_scoe_heat_energy_commercial_municipal_kerosene,frac_scoe_heat_energy_commercial_municipal_natural_gas,frac_scoe_heat_energy_commercial_municipal_solid_biomass,gdp_mmm_usd,gdp_class
31,Austria,2015,1.61,2.66,0.0,0.16,0.17,35.93,0.0,40.53,40.53,0.0,0.02383419689119171,0.8865038243276585,0.007944732297063904,0.007944732297063904,0.0,0.0,0.0698248211201579,0.003947693066864051,340.6806748,2
32,Austria,2016,1.41,2.5,0.0,0.12,0.18,34.19,0.0,38.41,38.399999999999984,0.0,0.02203125000000001,0.8903645833333337,0.007343750000000002,0.007343750000000002,0.0,0.0,0.0697916666666667,0.003125000000000001,344.50716884,2
33,Austria,2017,1.58,2.63,0.0,0.21,0.19,35.92,0.0,40.53,40.53000000000001,0.0,0.0233900814211695,0.8862570935109794,0.007796693807056501,0.007796693807056501,0.0,0.0,0.06957809030347889,0.005181347150259066,348.33366288,2
34,Austria,2018,1.5,2.49,0.0,0.21,0.17,36.59,0.0,40.96,40.96,0.0,0.021972656249999997,0.8933105468750001,0.007324218750000001,0.007324218750000001,0.0,0.0,0.06494140625,0.005126953125,352.16015692,2
35,Austria,2019,1.46,2.66,0.0,0.23,0.18,36.61,0.0,41.14,41.14,0.0,0.02129314535731648,0.8898881866796305,0.007097715119105493,0.007097715119105493,0.0,0.0,0.0690325717063685,0.005590666018473505,355.98665096,2
36,Azerbaijan,2011,0.39,4.38,0.0,0.78,1.07,14.17,0.0,20.78,20.79,0.0,0.011255411255411255,0.6815776815776816,0.0037518037518037527,0.0037518037518037527,0.0,0.0,0.2621452621452622,0.03751803751803752,89.965753648,2
37,Azerbaijan,2012,0.39,5.66,0.0,0.79,1.12,16.04,0.0,23.99,24.0,0.0,0.00975,0.6683333333333333,0.0032500000000000007,0.0032500000000000007,0.0,0.0,0.28250000000000003,0.03291666666666667,95.026319836,2
38,Azerbaijan,2013,0.43,6.12,0.0,0.94,1.06,17.38,0.0,25.93,25.929999999999996,0.0,0.009949865021210954,0.670266101041265,0.003316621673736985,0.003316621673736985,0.0,0.0,0.2768993443887389,0.036251446201311224,100.086886024,2
39,Azerbaijan,2014,0.43,6.75,0.0,1.01,1.09,17.79,0.0,27.08,27.069999999999997,0.0,0.00953084595493166,0.65718507572959,0.003176948651643887,0.003176948651643887,0.0,0.0,0.28961950498707056,0.03731067602512007,105.147452212,2
40,Azerbaijan,2015,0.43,7.73,0.0,0.92,0.89,18.48,0.0,28.46,28.45,0.0,0.009068541300527241,0.6495606326889279,0.0030228471001757474,0.0030228471001757474,0.0,0.0,0.30298769771529005,0.03233743409490334,110.2080184,2
41,Azerbaijan,2016,0.97,5.42,0.0,0.77,1.13,16.64,0.0,24.92,24.93,0.0,0.023345367027677495,0.6674689129562776,0.007781789009225833,0.007781789009225833,0.0,0.0,0.2627356598475732,0.03088648215002006,110.45247888,2
42,Azerbaijan,2017,0.37,8.83,0.0,0.81,1.01,17.7,0.01,28.73,28.724000000000004,0.0,0.007728728589332961,0.6162094415819522,0.002576242863110987,0.002576242863110987,0.0,0.00013925637097897227,0.3425706726082718,0.028199415123241887,110.69693936,2
43,Azerbaijan,2018,0.11,4.05,0.0,1.06,0.98,21.19,0.0,27.39,27.389999999999997,0.0,0.0024096385542168677,0.7736400146038701,0.0008032128514056226,0.0008032128514056226,0.0,0.0,0.1836436655713764,0.03870025556772545,110.94139984,2
44,Azerbaijan,2019,0.64,23.87,0.0,1.04,0.98,22.71,0.01,49.25,49.244,0.0,0.0077979043132158235,0.4611729347737796,0.002599301437738608,0.002599301437738608,0.0,8.12281699293315e-05,0.5046300056859719,0.021119324181626188,111.18586032,2
45,Belarus,2011,1.84,1.94,2.15,4.86,45.92,25.73,0.0,82.44,82.44,0.026079573022804465,0.01339155749636099,0.31210577389616695,0.004463852498786998,0.004463852498786998,0.0,0.0,0.5805434255215914,0.05895196506550219,125.73442268,2
46,Belarus,2012,1.74,2.11,2.18,4.83,50.72,27.77,0.0,89.36,89.35,0.024398433128147736,0.011684387241186348,0.31080022383883604,0.0038947957470621157,0.0038947957470621157,0.0,0.0,0.591270285394516,0.054057078903189705,131.44220136,2
47,Belarus,2013,1.83,2.36,1.9,4.91,49.84,28.46,0.0,89.29,89.30000000000001,0.021276595744680847,0.012295632698768197,0.3187010078387458,0.004098544232922732,0.004098544232922732,0.0,0.0,0.5845464725643896,0.05498320268756998,137.14998004,2
48,Belarus,2014,1.48,2.13,1.7,5.14,50.05,29.1,0.0,89.59,89.60000000000001,0.018973214285714284,0.009910714285714285,0.3247767857142857,0.0033035714285714283,0.0033035714285714283,0.0,0.0,0.5823660714285713,0.05736607142857142,142.85775872,2
49,Belarus,2015,1.4,1.86,1.36,4.55,47.1,28.21,0.0,84.48,84.48,0.016098484848484848,0.009943181818181818,0.3339251893939394,0.003314393939393939,0.003314393939393939,0.0,0.0,0.5795454545454545,0.05385890151515151,148.5655374,2
50,Belarus,2016,1.48,1.91,1.29,4.53,48.33,28.8,0.0,86.35,86.34,0.014940931202223767,0.010284920083391243,0.33356497567755383,0.0034283066944637477,0.0034283066944637477,0.0,0.0,0.581885568681955,0.052466990965948576,149.38737018,2
51,Belarus,2017,1.83,2.09,1.24,4.4,47.72,28.79,0.0,86.07,86.07000000000001,0.014406878122458463,0.012757058208434995,0.33449517834320897,0.004252352736144998,0.004252352736144998,0.0,0.0,0.5787149994190774,0.05112118043453003,150.20920296,2
52,Belarus,2018,1.83,2.13,1.24,3.96,50.02,29.7,0.0,88.88,88.88,0.013951395139513953,0.012353735373537355,0.3341584158415842,0.004117911791179119,0.004117911791179119,0.0,0.0,0.5867461746174618,0.04455445544554456,151.03103574,2
53,Belarus,2019,1.95,2.07,1.06,3.35,46.28,30.38,0.0,85.09,85.09,0.012457398049124456,0.01375014690327888,0.3570337289928311,0.00458338230109296,0.00458338230109296,0.0,0.0,0.5682218827124221,0.03937007874015748,151.85286852,2
54,Belgium,2011,35.31,68.49,0.0,0.9,1.92,77.73,0.04,184.38,184.36599999999999,0.0,0.11491272794333013,0.4216070208172874,0.038304242647776716,0.038304242647776716,0.0,8.678389724786567e-05,0.38190338782638883,0.004881594220192444,374.04356334,2
55,Belgium,2012,34.89,76.43,0.0,1.62,1.65,78.62,0.04,193.25,193.22600000000003,0.0,0.10833945742291409,0.4068810615548632,0.036113152474304695,0.036113152474304695,0.0,8.280459151459947e-05,0.4040864065912455,0.008383964890853197,382.38528118,2
56,Belgium,2013,38.22,82.8,0.0,2.62,1.68,79.94,0.04,205.3,205.276,0.0,0.11171301077573607,0.38942691790564893,0.037237670258578694,0.037237670258578694,0.0,7.794384146222646e-05,0.41154348292055576,0.012763304039439583,390.72699902,2
57,Belgium,2014,29.99,66.24,0.0,2.71,2.32,76.12,0.04,177.43,177.39600000000002,0.0,0.10143407968612594,0.4290964847008952,0.033811359895375315,0.033811359895375315,0.0,9.019369095131795e-05,0.3864799657263973,0.015276556404879477,399.06871686,2
58,Belgium,2015,35.72,74.17,0.0,3.25,2.64,77.19,0.05,193.01,192.99,0.0,0.11105238613399657,0.39996891030623344,0.03701746204466552,0.03701746204466552,0.0,0.00010363231255505469,0.39799989636768746,0.01684025079019638,407.4104347,2
59,Belgium,2016,32.34,78.43,0.0,3.34,2.17,77.72,0.06,194.07,194.024,0.0,0.10000824640250691,0.40056900177297655,0.03333608213416897,0.03333608213416897,0.0,0.00012369603760359544,0.41541252628540803,0.01721436523316703,410.35955398,2
60,Belgium,2017,32.38,78.2,0.0,3.47,1.89,78.07,0.06,194.07,194.03399999999996,0.0,0.10012678190420238,0.40235216508446975,0.03337559396806746,0.03337559396806746,0.0,0.0001236896626364452,0.41276271168970396,0.0178834637228527,413.30867326,2
61,Belgium,2018,31.6,79.13,0.0,3.3,2.08,78.33,0.06,194.5,194.464,0.0,0.09749876583840711,0.4027994898798749,0.032499588612802374,0.032499588612802374,0.0,0.00012341615928912293,0.41760942899456965,0.0169697219022544,416.25779254,2
62,Belgium,2019,29.54,79.21,0.0,3.4,2.06,77.78,0.06,192.07,192.014,0.0,0.09230576937098336,0.4050746299748976,0.03076858979032779,0.03076858979032779,0.0,0.00012499088608122324,0.42325038799254217,0.01770704219483996,419.20691182,2
63,Bosnia and Herzegovina,2011,0.6155555555555555,0.6666666666666666,2.102222222222222,1.201111111111111,0.8177777777777778,5.117777777777778,0.0,10.517777777777777,10.52111111111111,0.19980990600908227,0.03510402365614109,0.4864294012039287,0.011701341218713699,0.011701341218713699,0.0,0.0,0.14109198437004963,0.114162002323371,27.651166044,2
64,Bosnia and Herzegovina,2012,0.6839506172839507,0.7407407407407409,2.335802469135803,1.3345679012345677,0.9086419753086419,5.686419753086421,0.0,11.686419753086419,11.690123456790126,0.19980990600908227,0.035104023656141084,0.4864294012039286,0.011701341218713697,0.011701341218713697,0.0,0.0,0.1410919843700496,0.11416200232337097,28.593412888,2
65,Bosnia and Herzegovina,2013,0.7599451303155007,0.8230452674897121,2.595336076817558,1.4828532235939642,1.00960219478738,6.318244170096022,0.0,12.984910836762689,12.989026063100138,0.19980990600908224,0.03510402365614109,0.4864294012039286,0.011701341218713699,0.011701341218713699,0.0,0.0,0.14109198437004963,0.11416200232337098,29.535659732,2
66,Bosnia and Herzegovina,2014,0.0,0.92,3.98,1.96,1.09,6.98,0.0,14.92,14.93,0.2665773610180844,0.0,0.4675150703281983,0.0,0.0,0.0,0.0,0.1346282652377763,0.13127930341594105,30.477906576,2
67,Bosnia and Herzegovina,2015,0.0,1.09,4.66,1.59,1.16,6.49,0.0,14.99,14.99,0.31087391594396263,0.0,0.43295530353569045,0.0,0.0,0.0,0.0,0.15010006671114076,0.10607071380920614,31.42015342,2
68,Bosnia and Herzegovina,2016,2.15,1.06,4.57,1.5,1.27,7.69,0.0,18.23,18.240000000000002,0.2505482456140351,0.0707236842105263,0.42160087719298245,0.02357456140350877,0.02357456140350877,0.0,0.0,0.12774122807017543,0.08223684210526315,32.098256014,2
69,Bosnia and Herzegovina,2017,1.59,1.03,1.89,1.25,1.31,7.83,0.0,14.89,14.899999999999999,0.1268456375838926,0.0640268456375839,0.5255033557046981,0.02134228187919464,0.02134228187919464,0.0,0.0,0.15704697986577182,0.08389261744966443,32.776358608,2
70,Bosnia and Herzegovina,2018,0.89,0.96,2.07,1.13,1.33,8.22,0.0,14.59,14.600000000000005,0.14178082191780816,0.03657534246575341,0.5630136986301368,0.012191780821917806,0.012191780821917806,0.0,0.0,0.1568493150684931,0.07739726027397256,33.454461202,2
71,Bosnia and Herzegovina,2019,0.91,0.94,1.75,3.38,1.2,8.85,0.0,17.04,17.03,0.10275983558426306,0.03206106870229008,0.5196711685261303,0.010687022900763359,0.010687022900763359,0.0,0.0,0.12566059894304166,0.19847328244274806,34.132563796,2
72,Brazil,2011,33.9,9.72,0.0,7.87,0.0,359.16,0.0,410.64,410.65,0.0,0.04953123097528309,0.8746134177523439,0.016510410325094364,0.016510410325094364,0.0,0.0,0.023669791793498117,0.01916473882868623,2064.4301636,1
73,Brazil,2012,30.88,9.94,0.0,7.84,0.0,384.18,0.0,432.84,432.84,0.0,0.04280565566953146,0.8875797061269753,0.014268551889843823,0.014268551889843823,0.0,0.0,0.022964605858977912,0.01811292856482765,2156.3083482,1
74,Brazil,2013,29.79,9.46,0.0,7.82,0.0,404.05,0.0,451.12,451.12000000000006,0.0,0.039621386770704016,0.8956596914346514,0.013207128923568007,0.013207128923568007,0.0,0.0,0.020970030147189216,0.017334633800319205,2248.1865328,1
75,Brazil,2014,31.04,9.16,0.0,7.91,0.0,430.09,0.0,478.2,478.2000000000001,0.0,0.03894604767879547,0.8993935591802591,0.012982015892931825,0.012982015892931825,0.0,0.0,0.019155165202843993,0.016541196152237553,2340.0647174,1
76,Brazil,2015,29.11,6.59,0.0,7.66,0.0,432.8,0.0,476.16,476.16,0.0,0.036680947580645155,0.9089381720430108,0.01222698252688172,0.01222698252688172,0.0,0.0,0.01383988575268817,0.016087029569892473,2431.942902,1
77,Brazil,2016,28.59,7.42,0.0,7.3,0.0,422.04,0.0,465.35,465.3500000000001,0.0,0.03686257655528097,0.9069302675405607,0.012287525518426988,0.012287525518426988,0.0,0.0,0.015944987643709035,0.01568711722359514,2421.7722246,1
78,Brazil,2017,28.99,5.65,0.0,7.35,0.0,425.11,0.0,467.1,467.1,0.0,0.03723827874116891,0.9101049025904517,0.012412759580389638,0.012412759580389638,0.0,0.0,0.012095910939841576,0.01573538856775851,2411.6015472,1
79,Brazil,2018,29.01,6.38,0.0,7.12,0.0,433.15,0.0,475.65,475.66,0.0,0.0365933650086196,0.9106294411974939,0.012197788336206534,0.012197788336206534,0.0,0.0,0.01341294201740739,0.014968675104065928,2401.4308698,1
80,Brazil,2019,29.49,6.16,0.0,6.9,0.0,449.76,0.0,492.31,492.31000000000006,0.0,0.035940769027645175,0.9135707176372609,0.011980256342548392,0.011980256342548392,0.0,0.0,0.01251244134793118,0.01401555930206577,2391.2601924,1
81,Bulgaria,2011,1.48,3.46,0.2,0.49,6.21,30.37,1.63,43.84,42.86200000000001,0.004666137837711725,0.02071765199944006,0.7085530306565254,0.006905883999813353,0.006905883999813353,0.0,0.015211609350940224,0.2256077644533619,0.011432037702393726,85.657160698,2
82,Bulgaria,2012,1.5,3.42,0.15,2.06,4.59,29.41,1.7,42.82,41.81,0.003587658454915092,0.02152595072949055,0.7034202343936857,0.0071753169098301844,0.0071753169098301844,0.0,0.016264051662281752,0.1915809614924659,0.049270509447500596,88.889704936,2
83,Bulgaria,2013,1.04,3.27,0.2,1.16,4.3,28.63,1.82,40.42,39.327999999999996,0.005085435313262816,0.015866558177379985,0.727980065093572,0.005288852725793329,0.005288852725793329,0.0,0.01851098454027665,0.19248372660699758,0.02949552481692433,92.122249174,2
84,Bulgaria,2014,0.69,3.48,0.09,0.26,4.27,28.19,1.83,38.81,37.711999999999996,0.002386508273228681,0.01097793805685193,0.7475074246924057,0.00365931268561731,0.00365931268561731,0.0,0.019410267288926607,0.20550487908358084,0.006894357233771744,95.354793412,2
85,Bulgaria,2015,1.62,3.73,0.23,0.75,4.71,29.07,1.91,42.03,40.874,0.005627048979791554,0.023780398297206046,0.7112100601849586,0.007926799432402017,0.007926799432402017,0.0,0.018691588785046728,0.2064882321280031,0.01834907276018985,98.58733765,2
86,Bulgaria,2016,1.64,3.75,0.25,0.66,6.14,30.62,1.98,45.04,43.852000000000004,0.005700994253397792,0.022439113381373707,0.6982577761561616,0.007479704460457904,0.007479704460457904,0.0,0.018060749794764207,0.22553133266441666,0.015050624828970172,101.19922308,2
87,Bulgaria,2017,1.46,3.97,0.16,2.57,4.68,30.36,2.02,45.21,44.008,0.0036357025995273585,0.019905471732412288,0.6898745682603162,0.006635157244137429,0.006635157244137429,0.0,0.01836029812761316,0.1965551717869478,0.05839847300490819,103.81110851,2
88,Bulgaria,2018,1.1,4.09,0.11,4.24,5.59,30.49,2.06,47.68,46.443999999999996,0.0023684437171647577,0.014210662302988548,0.6564895357850314,0.004736887434329516,0.004736887434329516,0.0,0.017741796572216004,0.20842304711049867,0.09129273964344158,106.42299394,2
89,Bulgaria,2019,1.27,3.75,0.16,4.82,5.05,31.52,2.1,48.67,47.41,0.0033748154397806374,0.016072558531955286,0.6648386416367855,0.005357519510651762,0.005357519510651762,0.0,0.017717781058848348,0.18561484918793505,0.1016663151233917,109.03487937,2
90,Canada,2011,18.56,50.3,0.0,0.0,0.0,182.72,0.0,251.58,251.57999999999998,0.0,0.04426424994037682,0.7262898481596312,0.014754749980125607,0.014754749980125607,0.0,0.0,0.19993640193974083,0.0,1248.397375,1
91,Canada,2012,18.24,48.92,0.0,0.0,0.0,179.55,0.0,246.71,246.70999999999998,0.0,0.04435977463418589,0.7277775525921123,0.014786591544728628,0.014786591544728628,0.0,0.0,0.19828948968424467,0.0,1278.761541,1
92,Canada,2013,17.24,51.76,0.0,0.0,0.0,190.69,0.0,259.69,259.69,0.0,0.03983210751280373,0.7342985867765413,0.013277369170934576,0.013277369170934576,0.0,0.0,0.19931456736878586,0.0,1309.125707,1
93,Canada,2014,18.01,51.24,0.0,0.0,0.0,196.58,0.0,265.83,265.83000000000004,0.0,0.040650039498927884,0.7394951660835872,0.013550013166309294,0.013550013166309294,0.0,0.0,0.19275476808486625,0.0,1339.489873,1
94,Canada,2015,18.11,52.28,0.0,0.0,0.0,193.11,0.0,263.5,263.5,0.0,0.04123719165085389,0.732865275142315,0.01374573055028463,0.01374573055028463,0.0,0.0,0.19840607210626188,0.0,1369.854039,1
95,Canada,2016,16.53,53.63,0.0,0.0,0.0,195.22,0.0,265.38,265.38000000000005,0.0,0.03737282387519782,0.7356243876705101,0.012457607958399276,0.012457607958399276,0.0,0.0,0.20208757253749338,0.0,1385.3011774,1
96,Canada,2017,18.06,56.78,0.0,0.0,0.0,213.09,0.0,287.93,287.92999999999995,0.0,0.03763414718855278,0.7400757128468727,0.012544715729517594,0.012544715729517594,0.0,0.0,0.19720070850553958,0.0,1400.7483158,1
97,Canada,2018,18.36,61.42,0.0,0.0,0.0,213.87,0.0,293.65,293.65,0.0,0.03751404733526307,0.7283160224757365,0.01250468244508769,0.01250468244508769,0.0,0.0,0.20916056529882515,0.0,1416.1954542,1
98,Canada,2019,18.53,61.58,0.0,0.0,0.0,219.99,0.0,300.1,300.09999999999997,0.0,0.03704765078307232,0.7330556481172944,0.012349216927690773,0.012349216927690773,0.0,0.0,0.20519826724425194,0.0,1431.6425926,1
99,Chile,2011,27.39,4.91,0.37,0.04,0.0,33.67,0.0,66.38,66.38000000000001,0.005573968062669478,0.24757457065381136,0.5072310937029225,0.0825248568846038,0.0825248568846038,0.0,0.0,0.07396806266947875,0.0006025911419102138,234.59259256,2
100,Chile,2012,20.9,5.11,0.4,0.0,0.0,33.51,0.0,59.92,59.919999999999995,0.006675567423230976,0.20927903871829107,0.5592456608811749,0.06975967957276369,0.06975967957276369,0.0,0.0,0.08528037383177571,0.0,245.49249002,2
101,Chile,2013,19.28,5.28,0.16,0.1,0.0,39.27,0.0,64.08,64.09,0.0024964893119051334,0.18049617725074113,0.6127320954907162,0.06016539241691372,0.06016539241691372,0.0,0.0,0.0823841472928694,0.0015603058199407083,256.39238748,2
102,Chile,2014,15.4,5.37,0.38,3.26,0.0,41.04,0.0,65.45,65.44999999999999,0.005805958747135219,0.14117647058823532,0.6270435446906036,0.04705882352941177,0.04705882352941177,0.0,0.0,0.08204736440030559,0.049809014514896874,267.29228494,2
103,Chile,2015,17.73,5.65,0.32,1.11,0.0,42.45,0.0,67.27,67.26,0.004757656853999405,0.15816235504014273,0.6311329170383586,0.05272078501338091,0.05272078501338091,0.0,0.0,0.084002378828427,0.01650312221231044,278.1921824,2
