,Nation,iso_code3,Year,frac_scoe_heat_energy_residential_electricity
212,Armenia,ARM,2023,0.07120643548163084
213,Armenia,ARM,2024,0.07120643548163084
214,Armenia,ARM,2025,0.07120643548163084
215,Armenia,ARM,2026,0.07120643548163084
216,Armenia,ARM,2027,0.07120643548163084
217,Armenia,ARM,2028,0.07120643548163084
218,Armenia,ARM,2029,0.07120643548163084
219,Armenia,ARM,2030,0.07120643548163084
220,Armenia,ARM,2031,0.07120643548163084
221,Armenia,ARM,2032,0.07120643548163084
222,Armenia,ARM,2033,0.07120643548163084
223,Armenia,ARM,2034,0.07120643548163084
224,Armenia,ARM,2035,0.07120643548163084
225,Armenia,ARM,2036,0.07120643548163084
226,Armenia,ARM,2037,0.07120643548163084
227,Armenia,ARM,2038,0.07120643548163084
228,Armenia,ARM,2039,0.07120643548163084
229,Armenia,ARM,2040,0.07120643548163084
230,Armenia,ARM,2041,0.07120643548163084
231,Armenia,ARM,2042,0.07120643548163084
232,Armenia,ARM,2043,0.07120643548163084
233,Armenia,ARM,2044,0.07120643548163084
234,Armenia,ARM,2045,0.07120643548163084
235,Armenia,ARM,2046,0.07120643548163084
236,Armenia,ARM,2047,0.07120643548163084
237,Armenia,ARM,2048,0.07120643548163084
238,Armenia,ARM,2049,0.07120643548163084
239,Armenia,ARM,2050,0.07120643548163084
249,Aruba,ABW,2020,0.07120643548163084
250,Aruba,ABW,2021,0.07120643548163084
251,Aruba,ABW,2022,0.07120643548163084
252,Aruba,ABW,2023,0.07120643548163084
253,Aruba,ABW,2024,0.07120643548163084
254,Aruba,ABW,2025,0.07120643548163084
255,Aruba,ABW,2026,0.07120643548163084
256,Aruba,ABW,2027,0.07120643548163084
257,Aruba,ABW,2028,0.07120643548163084
258,Aruba,ABW,2029,0.07120643548163084
259,Aruba,ABW,2030,0.07120643548163084
260,Aruba,ABW,2031,0.07120643548163084
261,Aruba,ABW,2032,0.07120643548163084
262,Aruba,ABW,2033,0.07120643548163084
263,Aruba,ABW,2034,0.07120643548163084
264,Aruba,ABW,2035,0.07120643548163084
265,Aruba,ABW,2036,0.07120643548163084
266,Aruba,ABW,2037,0.07120643548163084
267,Aruba,ABW,2038,0.07120643548163084
268,Aruba,ABW,2039,0.07120643548163084
269,Aruba,ABW,2040,0.07120643548163084
270,Aruba,ABW,2041,0.07120643548163084
271,Aruba,ABW,2042,0.07120643548163084
272,Aruba,ABW,2043,0.07120643548163084
273,Aruba,ABW,2044,0.07120643548163084
274,Aruba,ABW,2045,0.07120643548163084
275,Aruba,ABW,2046,0.07120643548163084
276,Aruba,ABW,2047,0.07120643548163084
277,Aruba,ABW,2048,0.07120643548163084
278,Aruba,ABW,2049,0.07120643548163084
279,Aruba,ABW,2050,0.07120643548163084
289,Australia,AUS,2020,0.17958677240114365
290,Australia,AUS,2021,0.17958677240114365
291,Australia,AUS,2022,0.17958677240114365
292,Australia,AUS,2023,0.17958677240114365
293,Australia,AUS,2024,0.17958677240114365
294,Australia,AUS,2025,0.17958677240114365
295,Australia,AUS,2026,0.17958677240114365
296,Australia,AUS,2027,0.17958677240114365
297,Australia,AUS,2028,0.17958677240114365
298,Australia,AUS,2029,0.17958677240114365
299,Australia,AUS,2030,0.17958677240114365
300,Australia,AUS,2031,0.17958677240114365
301,Australia,AUS,2032,0.17958677240114365
302,Australia,AUS,2033,0.17958677240114365
303,Australia,AUS,2034,0.17958677240114365
304,Australia,AUS,2035,0.17958677240114365
305,Australia,AUS,2036,0.17958677240114365
306,Australia,AUS,2037,0.17958677240114365
307,Australia,AUS,2038,0.17958677240114365
308,Australia,AUS,2039,0.17958677240114365
309,Australia,AUS,2040,0.17958677240114365
310,Australia,AUS,2041,0.17958677240114365
311,Australia,AUS,2042,0.17958677240114365
312,Australia,AUS,2043,0.17958677240114365
313,Australia,AUS,2044,0.17958677240114365
314,Australia,AUS,2045,0.17958677240114365
315,Australia,AUS,2046,0.17958677240114365
316,Australia,AUS,2047,0.17958677240114365
317,Australia,AUS,2048,0.17958677240114365
318,Australia,AUS,2049,0.17958677240114365
319,Australia,AUS,2050,0.17958677240114365
329,Austria,AUT,2020,0.10222133876658551
330,Austria,AUT,2021,0.10222133876658551
331,Austria,AUT,2022,0.10222133876658551
332,Austria,AUT,2023,0.10222133876658551
333,Austria,AUT,2024,0.10222133876658551
334,Austria,AUT,2025,0.10222133876658551
335,Austria,AUT,2026,0.10222133876658551
336,Austria,AUT,2027,0.10222133876658551
337,Austria,AUT,2028,0.10222133876658551
338,Austria,AUT,2029,0.10222133876658551
339,Austria,AUT,2030,0.10222133876658551
340,Austria,AUT,2031,0.10222133876658551
341,Austria,AUT,2032,0.10222133876658551
342,Austria,AUT,2033,0.10222133876658551
343,Austria,AUT,2034,0.10222133876658551
344,Austria,AUT,2035,0.10222133876658551
345,Austria,AUT,2036,0.10222133876658551
346,Austria,AUT,2037,0.10222133876658551
347,Austria,AUT,2038,0.10222133876658551
348,Austria,AUT,2039,0.10222133876658551
349,Austria,AUT,2040,0.10222133876658551
350,Austria,AUT,2041,0.10222133876658551
351,Austria,AUT,2042,0.10222133876658551
352,Austria,AUT,2043,0.10222133876658551
353,Austria,AUT,2044,0.10222133876658551
354,Austria,AUT,2045,0.10222133876658551
355,Austria,AUT,2046,0.10222133876658551
356,Austria,AUT,2047,0.10222133876658551
357,Austria,AUT,2048,0.10222133876658551
358,Austria,AUT,2049,0.10222133876658551
359,Austria,AUT,2050,0.10222133876658551
369,Azerbaijan,AZE,2020,0.0
370,Azerbaijan,AZE,2021,0.0
371,Azerbaijan,AZE,2022,0.0
372,Azerbaijan,AZE,2023,0.0
373,Azerbaijan,AZE,2024,0.0
374,Azerbaijan,AZE,2025,0.0
375,Azerbaijan,AZE,2026,0.0
376,Azerbaijan,AZE,2027,0.0
377,Azerbaijan,AZE,2028,0.0
378,Azerbaijan,AZE,2029,0.0
379,Azerbaijan,AZE,2030,0.0
380,Azerbaijan,AZE,2031,0.0
381,Azerbaijan,AZE,2032,0.0
382,Azerbaijan,AZE,2033,0.0
383,Azerbaijan,AZE,2034,0.0
384,Azerbaijan,AZE,2035,0.0
385,Azerbaijan,AZE,2036,0.0
386,Azerbaijan,AZE,2037,0.0
387,Azerbaijan,AZE,2038,0.0
388,Azerbaijan,AZE,2039,0.0
389,Azerbaijan,AZE,2040,0.0
390,Azerbaijan,AZE,2041,0.0
391,Azerbaijan,AZE,2042,0.0
392,Azerbaijan,AZE,2043,0.0
393,Azerbaijan,AZE,2044,0.0
394,Azerbaijan,AZE,2045,0.0
395,Azerbaijan,AZE,2046,0.0
396,Azerbaijan,AZE,2047,0.0
397,Azerbaijan,AZE,2048,0.0
398,Azerbaijan,AZE,2049,0.0
399,Azerbaijan,AZE,2050,0.0
409,"Bahamas, The",BHS,2020,0.07120643548163084
410,"Bahamas, The",BHS,2021,0.07120643548163084
411,"Bahamas, The",BHS,2022,0.07120643548163084
412,"Bahamas, The",BHS,2023,0.07120643548163084
413,"Bahamas, The",BHS,2024,0.07120643548163084
414,"Bahamas, The",BHS,2025,0.07120643548163084
415,"Bahamas, The",BHS,2026,0.07120643548163084
416,"Bahamas, The",BHS,2027,0.07120643548163084
417,"Bahamas, The",BHS,2028,0.07120643548163084
418,"Bahamas, The",BHS,2029,0.07120643548163084
419,"Bahamas, The",BHS,2030,0.07120643548163084
420,"Bahamas, The",BHS,2031,0.07120643548163084
421,"Bahamas, The",BHS,2032,0.07120643548163084
422,"Bahamas, The",BHS,2033,0.07120643548163084
423,"Bahamas, The",BHS,2034,0.07120643548163084
424,"Bahamas, The",BHS,2035,0.07120643548163084
425,"Bahamas, The",BHS,2036,0.07120643548163084
426,"Bahamas, The",BHS,2037,0.07120643548163084
427,"Bahamas, The",BHS,2038,0.07120643548163084
428,"Bahamas, The",BHS,2039,0.07120643548163084
429,"Bahamas, The",BHS,2040,0.07120643548163084
430,"Bahamas, The",BHS,2041,0.07120643548163084
431,"Bahamas, The",BHS,2042,0.07120643548163084
432,"Bahamas, The",BHS,2043,0.07120643548163084
433,"Bahamas, The",BHS,2044,0.07120643548163084
434,"Bahamas, The",BHS,2045,0.07120643548163084
435,"Bahamas, The",BHS,2046,0.07120643548163084
436,"Bahamas, The",BHS,2047,0.07120643548163084
437,"Bahamas, The",BHS,2048,0.07120643548163084
438,"Bahamas, The",BHS,2049,0.07120643548163084
439,"Bahamas, The",BHS,2050,0.07120643548163084
449,Bahrain,BHR,2020,0.07120643548163084
450,Bahrain,BHR,2021,0.07120643548163084
451,Bahrain,BHR,2022,0.07120643548163084
452,Bahrain,BHR,2023,0.07120643548163084
453,Bahrain,BHR,2024,0.07120643548163084
454,Bahrain,BHR,2025,0.07120643548163084
455,Bahrain,BHR,2026,0.07120643548163084
456,Bahrain,BHR,2027,0.07120643548163084
457,Bahrain,BHR,2028,0.07120643548163084
458,Bahrain,BHR,2029,0.07120643548163084
459,Bahrain,BHR,2030,0.07120643548163084
460,Bahrain,BHR,2031,0.07120643548163084
461,Bahrain,BHR,2032,0.07120643548163084
462,Bahrain,BHR,2033,0.07120643548163084
463,Bahrain,BHR,2034,0.07120643548163084
464,Bahrain,BHR,2035,0.07120643548163084
465,Bahrain,BHR,2036,0.07120643548163084
466,Bahrain,BHR,2037,0.07120643548163084
467,Bahrain,BHR,2038,0.07120643548163084
468,Bahrain,BHR,2039,0.07120643548163084
469,Bahrain,BHR,2040,0.07120643548163084
470,Bahrain,BHR,2041,0.07120643548163084
471,Bahrain,BHR,2042,0.07120643548163084
472,Bahrain,BHR,2043,0.07120643548163084
473,Bahrain,BHR,2044,0.07120643548163084
474,Bahrain,BHR,2045,0.07120643548163084
475,Bahrain,BHR,2046,0.07120643548163084
476,Bahrain,BHR,2047,0.07120643548163084
477,Bahrain,BHR,2048,0.07120643548163084
478,Bahrain,BHR,2049,0.07120643548163084
479,Bahrain,BHR,2050,0.07120643548163084
489,Bangladesh,BGD,2020,0.07120643548163084
490,Bangladesh,BGD,2021,0.07120643548163084
491,Bangladesh,BGD,2022,0.07120643548163084
492,Bangladesh,BGD,2023,0.07120643548163084
493,Bangladesh,BGD,2024,0.07120643548163084
494,Bangladesh,BGD,2025,0.07120643548163084
495,Bangladesh,BGD,2026,0.07120643548163084
496,Bangladesh,BGD,2027,0.07120643548163084
497,Bangladesh,BGD,2028,0.07120643548163084
498,Bangladesh,BGD,2029,0.07120643548163084
499,Bangladesh,BGD,2030,0.07120643548163084
500,Bangladesh,BGD,2031,0.07120643548163084
501,Bangladesh,BGD,2032,0.07120643548163084
502,Bangladesh,BGD,2033,0.07120643548163084
503,Bangladesh,BGD,2034,0.07120643548163084
504,Bangladesh,BGD,2035,0.07120643548163084
505,Bangladesh,BGD,2036,0.07120643548163084
506,Bangladesh,BGD,2037,0.07120643548163084
507,Bangladesh,BGD,2038,0.07120643548163084
508,Bangladesh,BGD,2039,0.07120643548163084
509,Bangladesh,BGD,2040,0.07120643548163084
510,Bangladesh,BGD,2041,0.07120643548163084
511,Bangladesh,BGD,2042,0.07120643548163084
512,Bangladesh,BGD,2043,0.07120643548163084
513,Bangladesh,BGD,2044,0.07120643548163084
514,Bangladesh,BGD,2045,0.07120643548163084
515,Bangladesh,BGD,2046,0.07120643548163084
516,Bangladesh,BGD,2047,0.07120643548163084
517,Bangladesh,BGD,2048,0.07120643548163084
518,Bangladesh,BGD,2049,0.07120643548163084
519,Bangladesh,BGD,2050,0.07120643548163084
529,Barbados,BRB,2020,0.07120643548163084
530,Barbados,BRB,2021,0.07120643548163084
531,Barbados,BRB,2022,0.07120643548163084
532,Barbados,BRB,2023,0.07120643548163084
533,Barbados,BRB,2024,0.07120643548163084
534,Barbados,BRB,2025,0.07120643548163084
535,Barbados,BRB,2026,0.07120643548163084
536,Barbados,BRB,2027,0.07120643548163084
537,Barbados,BRB,2028,0.07120643548163084
538,Barbados,BRB,2029,0.07120643548163084
539,Barbados,BRB,2030,0.07120643548163084
540,Barbados,BRB,2031,0.07120643548163084
541,Barbados,BRB,2032,0.07120643548163084
542,Barbados,BRB,2033,0.07120643548163084
543,Barbados,BRB,2034,0.07120643548163084
544,Barbados,BRB,2035,0.07120643548163084
545,Barbados,BRB,2036,0.07120643548163084
546,Barbados,BRB,2037,0.07120643548163084
547,Barbados,BRB,2038,0.07120643548163084
548,Barbados,BRB,2039,0.07120643548163084
549,Barbados,BRB,2040,0.07120643548163084
550,Barbados,BRB,2041,0.07120643548163084
551,Barbados,BRB,2042,0.07120643548163084
552,Barbados,BRB,2043,0.07120643548163084
553,Barbados,BRB,2044,0.07120643548163084
554,Barbados,BRB,2045,0.07120643548163084
555,Barbados,BRB,2046,0.07120643548163084
556,Barbados,BRB,2047,0.07120643548163084
557,Barbados,BRB,2048,0.07120643548163084
558,Barbados,BRB,2049,0.07120643548163084
559,Barbados,BRB,2050,0.07120643548163084
569,Belarus,BLR,2020,0.007837095585772657
570,Belarus,BLR,2021,0.007837095585772657
571,Belarus,BLR,2022,0.007837095585772657
572,Belarus,BLR,2023,0.007837095585772657
573,Belarus,BLR,2024,0.007837095585772657
574,Belarus,BLR,2025,0.007837095585772657
575,Belarus,BLR,2026,0.007837095585772657
576,Belarus,BLR,2027,0.007837095585772657
577,Belarus,BLR,2028,0.007837095585772657
578,Belarus,BLR,2029,0.007837095585772657
579,Belarus,BLR,2030,0.007837095585772657
580,Belarus,BLR,2031,0.007837095585772657
581,Belarus,BLR,2032,0.007837095585772657
582,Belarus,BLR,2033,0.007837095585772657
583,Belarus,BLR,2034,0.007837095585772657
584,Belarus,BLR,2035,0.007837095585772657
585,Belarus,BLR,2036,0.007837095585772657
586,Belarus,BLR,2037,0.007837095585772657
587,Belarus,BLR,2038,0.007837095585772657
588,Belarus,BLR,2039,0.007837095585772657
589,Belarus,BLR,2040,0.007837095585772657
590,Belarus,BLR,2041,0.007837095585772657
591,Belarus,BLR,2042,0.007837095585772657
592,Belarus,BLR,2043,0.007837095585772657
593,Belarus,BLR,2044,0.007837095585772657
594,Belarus,BLR,2045,0.007837095585772657
595,Belarus,BLR,2046,0.007837095585772657
596,Belarus,BLR,2047,0.007837095585772657
597,Belarus,BLR,2048,0.007837095585772657
598,Belarus,BLR,2049,0.007837095585772657
599,Belarus,BLR,2050,0.007837095585772657
609,Belgium,BEL,2020,0.04797216123285969
610,Belgium,BEL,2021,0.04797216123285969
611,Belgium,BEL,2022,0.04797216123285969
612,Belgium,BEL,2023,0.04797216123285969
613,Belgium,BEL,2024,0.04797216123285969
614,Belgium,BEL,2025,0.04797216123285969
615,Belgium,BEL,2026,0.04797216123285969
616,Belgium,BEL,2027,0.04797216123285969
617,Belgium,BEL,2028,0.04797216123285969
618,Belgium,BEL,2029,0.04797216123285969
619,Belgium,BEL,2030,0.04797216123285969
620,Belgium,BEL,2031,0.04797216123285969
621,Belgium,BEL,2032,0.04797216123285969
622,Belgium,BEL,2033,0.04797216123285969
623,Belgium,BEL,2034,0.04797216123285969
624,Belgium,BEL,2035,0.04797216123285969
625,Belgium,BEL,2036,0.04797216123285969
626,Belgium,BEL,2037,0.04797216123285969
627,Belgium,BEL,2038,0.04797216123285969
628,Belgium,BEL,2039,0.04797216123285969
629,Belgium,BEL,2040,0.04797216123285969
630,Belgium,BEL,2041,0.04797216123285969
631,Belgium,BEL,2042,0.04797216123285969
632,Belgium,BEL,2043,0.04797216123285969
633,Belgium,BEL,2044,0.04797216123285969
634,Belgium,BEL,2045,0.04797216123285969
635,Belgium,BEL,2046,0.04797216123285969
636,Belgium,BEL,2047,0.04797216123285969
637,Belgium,BEL,2048,0.04797216123285969
638,Belgium,BEL,2049,0.04797216123285969
639,Belgium,BEL,2050,0.04797216123285969
649,Belize,BLZ,2020,0.07120643548163084
650,Belize,BLZ,2021,0.07120643548163084
651,Belize,BLZ,2022,0.07120643548163084
652,Belize,BLZ,2023,0.07120643548163084
653,Belize,BLZ,2024,0.07120643548163084
654,Belize,BLZ,2025,0.07120643548163084
655,Belize,BLZ,2026,0.07120643548163084
656,Belize,BLZ,2027,0.07120643548163084
657,Belize,BLZ,2028,0.07120643548163084
658,Belize,BLZ,2029,0.07120643548163084
659,Belize,BLZ,2030,0.07120643548163084
660,Belize,BLZ,2031,0.07120643548163084
661,Belize,BLZ,2032,0.07120643548163084
662,Belize,BLZ,2033,0.07120643548163084
663,Belize,BLZ,2034,0.07120643548163084
664,Belize,BLZ,2035,0.07120643548163084
665,Belize,BLZ,2036,0.07120643548163084
666,Belize,BLZ,2037,0.07120643548163084
667,Belize,BLZ,2038,0.07120643548163084
668,Belize,BLZ,2039,0.07120643548163084
669,Belize,BLZ,2040,0.07120643548163084
670,Belize,BLZ,2041,0.07120643548163084
671,Belize,BLZ,2042,0.07120643548163084
672,Belize,BLZ,2043,0.07120643548163084
673,Belize,BLZ,2044,0.07120643548163084
674,Belize,BLZ,2045,0.07120643548163084
675,Belize,BLZ,2046,0.07120643548163084
676,Belize,BLZ,2047,0.07120643548163084
677,Belize,BLZ,2048,0.07120643548163084
678,Belize,BLZ,2049,0.07120643548163084
679,Belize,BLZ,2050,0.07120643548163084
689,Benin,BEN,2020,0.07120643548163084
690,Benin,BEN,2021,0.07120643548163084
691,Benin,BEN,2022,0.07120643548163084
692,Benin,BEN,2023,0.07120643548163084
693,Benin,BEN,2024,0.07120643548163084
694,Benin,BEN,2025,0.07120643548163084
695,Benin,BEN,2026,0.07120643548163084
696,Benin,BEN,2027,0.07120643548163084
697,Benin,BEN,2028,0.07120643548163084
698,Benin,BEN,2029,0.07120643548163084
699,Benin,BEN,2030,0.07120643548163084
700,Benin,BEN,2031,0.07120643548163084
701,Benin,BEN,2032,0.07120643548163084
702,Benin,BEN,2033,0.07120643548163084
703,Benin,BEN,2034,0.07120643548163084
704,Benin,BEN,2035,0.07120643548163084
705,Benin,BEN,2036,0.07120643548163084
706,Benin,BEN,2037,0.07120643548163084
707,Benin,BEN,2038,0.07120643548163084
708,Benin,BEN,2039,0.07120643548163084
709,Benin,BEN,2040,0.07120643548163084
710,Benin,BEN,2041,0.07120643548163084
711,Benin,BEN,2042,0.07120643548163084
712,Benin,BEN,2043,0.07120643548163084
713,Benin,BEN,2044,0.07120643548163084
714,Benin,BEN,2045,0.07120643548163084
715,Benin,BEN,2046,0.07120643548163084
716,Benin,BEN,2047,0.07120643548163084
717,Benin,BEN,2048,0.07120643548163084
718,Benin,BEN,2049,0.07120643548163084
719,Benin,BEN,2050,0.07120643548163084
729,Bhutan,BTN,2020,0.07120643548163084
730,Bhutan,BTN,2021,0.07120643548163084
731,Bhutan,BTN,2022,0.07120643548163084
732,Bhutan,BTN,2023,0.07120643548163084
733,Bhutan,BTN,2024,0.07120643548163084
734,Bhutan,BTN,2025,0.07120643548163084
735,Bhutan,BTN,2026,0.07120643548163084
736,Bhutan,BTN,2027,0.07120643548163084
737,Bhutan,BTN,2028,0.07120643548163084
738,Bhutan,BTN,2029,0.07120643548163084
739,Bhutan,BTN,2030,0.07120643548163084
740,Bhutan,BTN,2031,0.07120643548163084
741,Bhutan,BTN,2032,0.07120643548163084
742,Bhutan,BTN,2033,0.07120643548163084
743,Bhutan,BTN,2034,0.07120643548163084
744,Bhutan,BTN,2035,0.07120643548163084
745,Bhutan,BTN,2036,0.07120643548163084
746,Bhutan,BTN,2037,0.07120643548163084
747,Bhutan,BTN,2038,0.07120643548163084
748,Bhutan,BTN,2039,0.07120643548163084
749,Bhutan,BTN,2040,0.07120643548163084
750,Bhutan,BTN,2041,0.07120643548163084
751,Bhutan,BTN,2042,0.07120643548163084
752,Bhutan,BTN,2043,0.07120643548163084
753,Bhutan,BTN,2044,0.07120643548163084
754,Bhutan,BTN,2045,0.07120643548163084
755,Bhutan,BTN,2046,0.07120643548163084
756,Bhutan,BTN,2047,0.07120643548163084
757,Bhutan,BTN,2048,0.07120643548163084
758,Bhutan,BTN,2049,0.07120643548163084
759,Bhutan,BTN,2050,0.07120643548163084
769,Bolivia,BOL,2020,0.07120643548163084
770,Bolivia,BOL,2021,0.07120643548163084
771,Bolivia,BOL,2022,0.07120643548163084
772,Bolivia,BOL,2023,0.07120643548163084
773,Bolivia,BOL,2024,0.07120643548163084
774,Bolivia,BOL,2025,0.07120643548163084
775,Bolivia,BOL,2026,0.07120643548163084
776,Bolivia,BOL,2027,0.07120643548163084
777,Bolivia,BOL,2028,0.07120643548163084
778,Bolivia,BOL,2029,0.07120643548163084
779,Bolivia,BOL,2030,0.07120643548163084
780,Bolivia,BOL,2031,0.07120643548163084
