,Nation,iso_code3,Year,occrate_trns_passenger_per_vehicle_public
1159,Europe & Central Asia (IDA & IBRD countries),TEC,2008,78.34671428571428
1160,Togo,TGO,2004,78.34671428571428
1161,Togo,TGO,2005,78.34671428571428
1162,Togo,TGO,2006,78.34671428571428
1163,Togo,TGO,2007,78.34671428571428
1164,Togo,TGO,2008,78.34671428571428
1165,Thailand,THA,2004,78.34671428571428
1166,Thailand,THA,2005,78.34671428571428
1167,Thailand,THA,2006,78.34671428571428
1168,Thailand,THA,2007,78.34671428571428
1169,Thailand,THA,2008,78.34671428571428
1170,Tajikistan,TJK,2004,78.34671428571428
1171,Tajikistan,TJK,2005,78.34671428571428
1172,Tajikistan,TJK,2006,78.34671428571428
1173,Tajikistan,TJK,2007,78.34671428571428
1174,Tajikistan,TJK,2008,78.34671428571428
1175,Turkmenistan,TKM,2004,78.34671428571428
1176,Turkmenistan,TKM,2005,78.34671428571428
1177,Turkmenistan,TKM,2006,78.34671428571428
1178,Turkmenistan,TKM,2007,78.34671428571428
1179,Turkmenistan,TKM,2008,78.34671428571428
1180,Latin America & the Caribbean (IDA & IBRD countries),TLA,2004,78.34671428571428
1181,Latin America & the Caribbean (IDA & IBRD countries),TLA,2005,78.34671428571428
1182,Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,78.34671428571428
1183,Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,78.34671428571428
1184,Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,78.34671428571428
1185,Timor-Leste,TLS,2004,78.34671428571428
1186,Timor-Leste,TLS,2005,78.34671428571428
1187,Timor-Leste,TLS,2006,78.34671428571428
1188,Timor-Leste,TLS,2007,78.34671428571428
1189,Timor-Leste,TLS,2008,78.34671428571428
1190,Middle East & North Africa (IDA & IBRD countries),TMN,2004,78.34671428571428
1191,Middle East & North Africa (IDA & IBRD countries),TMN,2005,78.34671428571428
1192,Middle East & North Africa (IDA & IBRD countries),TMN,2006,78.34671428571428
1193,Middle East & North Africa (IDA & IBRD countries),TMN,2007,78.34671428571428
1194,Middle East & North Africa (IDA & IBRD countries),TMN,2008,78.34671428571428
1195,Tonga,TON,2004,78.34671428571428
1196,Tonga,TON,2005,78.34671428571428
1197,Tonga,TON,2006,78.34671428571428
1198,Tonga,TON,2007,78.34671428571428
1199,Tonga,TON,2008,78.34671428571428
1200,South Asia (IDA & IBRD),TSA,2004,78.34671428571428
1201,South Asia (IDA & IBRD),TSA,2005,78.34671428571428
1202,South Asia (IDA & IBRD),TSA,2006,78.34671428571428
1203,South Asia (IDA & IBRD),TSA,2007,78.34671428571428
1204,South Asia (IDA & IBRD),TSA,2008,78.34671428571428
1205,Sub-Saharan Africa (IDA & IBRD countries),TSS,2004,78.34671428571428
1206,Sub-Saharan Africa (IDA & IBRD countries),TSS,2005,78.34671428571428
1207,Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,78.34671428571428
1208,Sub-Saharan Africa (IDA & IBRD countries),TSS,2007,78.34671428571428
1209,Sub-Saharan Africa (IDA & IBRD countries),TSS,2008,78.34671428571428
1210,Trinidad and Tobago,TTO,2004,78.34671428571428
1211,Trinidad and Tobago,TTO,2005,78.34671428571428
1212,Trinidad and Tobago,TTO,2006,78.34671428571428
1213,Trinidad and Tobago,TTO,2007,78.34671428571428
1214,Trinidad and Tobago,TTO,2008,78.34671428571428
1215,Tunisia,TUN,2004,78.34671428571428
1216,Tunisia,TUN,2005,78.34671428571428
1217,Tunisia,TUN,2006,78.34671428571428
1218,Tunisia,TUN,2007,78.34671428571428
1219,Tunisia,TUN,2008,78.34671428571428
1220,Turkiye,TUR,2004,78.34671428571428
1221,Turkiye,TUR,2005,78.34671428571428
1222,Turkiye,TUR,2006,78.34671428571428
1223,Turkiye,TUR,2007,78.34671428571428
1224,Turkiye,TUR,2008,78.34671428571428
1225,Tuvalu,TUV,2004,78.34671428571428
1226,Tuvalu,TUV,2005,78.34671428571428
1227,Tuvalu,TUV,2006,78.34671428571428
1228,Tuvalu,TUV,2007,78.34671428571428
1229,Tuvalu,TUV,2008,78.34671428571428
1230,Tanzania,TZA,2004,78.34671428571428
1231,Tanzania,TZA,2005,78.34671428571428
1232,Tanzania,TZA,2006,78.34671428571428
1233,Tanzania,TZA,2007,78.34671428571428
1234,Tanzania,TZA,2008,78.34671428571428
1235,Uganda,UGA,2004,78.34671428571428
1236,Uganda,UGA,2005,78.34671428571428
1237,Uganda,UGA,2006,78.34671428571428
1238,Uganda,UGA,2007,78.34671428571428
1239,Uganda,UGA,2008,78.34671428571428
1240,Ukraine,UKR,2004,78.34671428571428
1241,Ukraine,UKR,2005,78.34671428571428
1242,Ukraine,UKR,2006,78.34671428571428
1243,Ukraine,UKR,2007,78.34671428571428
1244,Ukraine,UKR,2008,78.34671428571428
1245,Upper middle income,UMC,2004,78.34671428571428
1246,Upper middle income,UMC,2005,78.34671428571428
1247,Upper middle income,UMC,2006,78.34671428571428
1248,Upper middle income,UMC,2007,78.34671428571428
1249,Upper middle income,UMC,2008,78.34671428571428
1250,Uruguay,URY,2004,78.34671428571428
1251,Uruguay,URY,2005,78.34671428571428
1252,Uruguay,URY,2006,78.34671428571428
1253,Uruguay,URY,2007,78.34671428571428
1254,Uruguay,URY,2008,78.34671428571428
1255,United States,USA,2004,78.34671428571428
1256,United States,USA,2005,78.34671428571428
1257,United States,USA,2006,78.34671428571428
1258,United States,USA,2007,78.34671428571428
1259,United States,USA,2008,78.34671428571428
1260,Uzbekistan,UZB,2004,78.34671428571428
1261,Uzbekistan,UZB,2005,78.34671428571428
1262,Uzbekistan,UZB,2006,78.34671428571428
1263,Uzbekistan,UZB,2007,78.34671428571428
1264,Uzbekistan,UZB,2008,78.34671428571428
1265,St. Vincent and the Grenadines,VCT,2004,78.34671428571428
1266,St. Vincent and the Grenadines,VCT,2005,78.34671428571428
1267,St. Vincent and the Grenadines,VCT,2006,78.34671428571428
1268,St. Vincent and the Grenadines,VCT,2007,78.34671428571428
1269,St. Vincent and the Grenadines,VCT,2008,78.34671428571428
1270,"Venezuela, RB",VEN,2004,78.34671428571428
1271,"Venezuela, RB",VEN,2005,78.34671428571428
1272,"Venezuela, RB",VEN,2006,78.34671428571428
1273,"Venezuela, RB",VEN,2007,78.34671428571428
1274,"Venezuela, RB",VEN,2008,78.34671428571428
1275,British Virgin Islands,VGB,2004,78.34671428571428
1276,British Virgin Islands,VGB,2005,78.34671428571428
1277,British Virgin Islands,VGB,2006,78.34671428571428
1278,British Virgin Islands,VGB,2007,78.34671428571428
1279,British Virgin Islands,VGB,2008,78.34671428571428
1280,Virgin Islands (U.S.),VIR,2004,78.34671428571428
1281,Virgin Islands (U.S.),VIR,2005,78.34671428571428
1282,Virgin Islands (U.S.),VIR,2006,78.34671428571428
1283,Virgin Islands (U.S.),VIR,2007,78.34671428571428
1284,Virgin Islands (U.S.),VIR,2008,78.34671428571428
1285,Vietnam,VNM,2004,78.34671428571428
1286,Vietnam,VNM,2005,78.34671428571428
1287,Vietnam,VNM,2006,78.34671428571428
1288,Vietnam,VNM,2007,78.34671428571428
1289,Vietnam,VNM,2008,78.34671428571428
1290,Vanuatu,VUT,2004,78.34671428571428
1291,Vanuatu,VUT,2005,78.34671428571428
1292,Vanuatu,VUT,2006,78.34671428571428
1293,Vanuatu,VUT,2007,78.34671428571428
1294,Vanuatu,VUT,2008,78.34671428571428
1295,World,WLD,2004,78.34671428571428
1296,World,WLD,2005,78.34671428571428
1297,World,WLD,2006,78.34671428571428
1298,World,WLD,2007,78.34671428571428
1299,World,WLD,2008,78.34671428571428
1300,Samoa,WSM,2004,78.34671428571428
1301,Samoa,WSM,2005,78.34671428571428
1302,Samoa,WSM,2006,78.34671428571428
1303,Samoa,WSM,2007,78.34671428571428
1304,Samoa,WSM,2008,78.34671428571428
1305,Kosovo,XKX,2004,78.34671428571428
1306,Kosovo,XKX,2005,78.34671428571428
1307,Kosovo,XKX,2006,78.34671428571428
1308,Kosovo,XKX,2007,78.34671428571428
1309,Kosovo,XKX,2008,78.34671428571428
1310,"Yemen, Rep.",YEM,2004,78.34671428571428
1311,"Yemen, Rep.",YEM,2005,78.34671428571428
1312,"Yemen, Rep.",YEM,2006,78.34671428571428
1313,"Yemen, Rep.",YEM,2007,78.34671428571428
1314,"Yemen, Rep.",YEM,2008,78.34671428571428
1315,South Africa,ZAF,2004,78.34671428571428
1316,South Africa,ZAF,2005,78.34671428571428
1317,South Africa,ZAF,2006,78.34671428571428
1318,South Africa,ZAF,2007,78.34671428571428
1319,South Africa,ZAF,2008,78.34671428571428
1320,Zambia,ZMB,2004,78.34671428571428
1321,Zambia,ZMB,2005,78.34671428571428
1322,Zambia,ZMB,2006,78.34671428571428
1323,Zambia,ZMB,2007,78.34671428571428
1324,Zambia,ZMB,2008,78.34671428571428
1325,Zimbabwe,ZWE,2004,78.34671428571428
1326,Zimbabwe,ZWE,2005,78.34671428571428
1327,Zimbabwe,ZWE,2006,78.34671428571428
1328,Zimbabwe,ZWE,2007,78.34671428571428
1329,Zimbabwe,ZWE,2008,78.34671428571428
