Year,iso_code3,cost_enfu_fuel_biomass_usd_per_tonne
2039,SLB,209.78
2040,SLB,209.78
2041,SLB,209.78
2042,SLB,209.78
2043,SLB,209.78
2044,SLB,209.78
2045,SLB,209.78
2046,SLB,209.78
2047,SLB,209.78
2048,SLB,209.78
2049,SLB,209.78
2050,SLB,209.78
2021,SLE,209.78
2022,SLE,209.78
2023,SLE,209.78
2024,SLE,209.78
2025,SLE,209.78
2026,SLE,209.78
2027,SLE,209.78
2028,SLE,209.78
2029,SLE,209.78
2030,SLE,209.78
2031,SLE,209.78
2032,SLE,209.78
2033,SLE,209.78
2034,SLE,209.78
2035,SLE,209.78
2036,SLE,209.78
2037,SLE,209.78
2038,SLE,209.78
2039,SLE,209.78
2040,SLE,209.78
2041,SLE,209.78
2042,SLE,209.78
2043,SLE,209.78
2044,SLE,209.78
2045,SLE,209.78
2046,SLE,209.78
2047,SLE,209.78
2048,SLE,209.78
2049,SLE,209.78
2050,SLE,209.78
2021,SLV,209.78
2022,SLV,209.78
2023,SLV,209.78
2024,SLV,209.78
2025,SLV,209.78
2026,SLV,209.78
2027,SLV,209.78
2028,SLV,209.78
2029,SLV,209.78
2030,SLV,209.78
2031,SLV,209.78
2032,SLV,209.78
2033,SLV,209.78
2034,SLV,209.78
2035,SLV,209.78
2036,SLV,209.78
2037,SLV,209.78
2038,SLV,209.78
2039,SLV,209.78
2040,SLV,209.78
2041,SLV,209.78
2042,SLV,209.78
2043,SLV,209.78
2044,SLV,209.78
2045,SLV,209.78
2046,SLV,209.78
2047,SLV,209.78
2048,SLV,209.78
2049,SLV,209.78
2050,SLV,209.78
2021,SMR,209.78
2022,SMR,209.78
2023,SMR,209.78
2024,SMR,209.78
2025,SMR,209.78
2026,SMR,209.78
2027,SMR,209.78
2028,SMR,209.78
2029,SMR,209.78
2030,SMR,209.78
2031,SMR,209.78
2032,SMR,209.78
2033,SMR,209.78
2034,SMR,209.78
2035,SMR,209.78
2036,SMR,209.78
2037,SMR,209.78
2038,SMR,209.78
2039,SMR,209.78
2040,SMR,209.78
2041,SMR,209.78
2042,SMR,209.78
2043,SMR,209.78
2044,SMR,209.78
2045,SMR,209.78
2046,SMR,209.78
2047,SMR,209.78
2048,SMR,209.78
2049,SMR,209.78
2050,SMR,209.78
2021,SOM,209.78
2022,SOM,209.78
2023,SOM,209.78
2024,SOM,209.78
2025,SOM,209.78
2026,SOM,209.78
2027,SOM,209.78
2028,SOM,209.78
2029,SOM,209.78
2030,SOM,209.78
2031,SOM,209.78
2032,SOM,209.78
2033,SOM,209.78
2034,SOM,209.78
2035,SOM,209.78
2036,SOM,209.78
2037,SOM,209.78
2038,SOM,209.78
2039,SOM,209.78
2040,SOM,209.78
2041,SOM,209.78
2042,SOM,209.78
2043,SOM,209.78
2044,SOM,209.78
2045,SOM,209.78
2046,SOM,209.78
2047,SOM,209.78
2048,SOM,209.78
2049,SOM,209.78
2050,SOM,209.78
2021,SRB,209.78
2022,SRB,209.78
2023,SRB,209.78
2024,SRB,209.78
2025,SRB,209.78
2026,SRB,209.78
2027,SRB,209.78
2028,SRB,209.78
2029,SRB,209.78
2030,SRB,209.78
2031,SRB,209.78
2032,SRB,209.78
2033,SRB,209.78
2034,SRB,209.78
2035,SRB,209.78
2036,SRB,209.78
2037,SRB,209.78
2038,SRB,209.78
2039,SRB,209.78
2040,SRB,209.78
2041,SRB,209.78
2042,SRB,209.78
2043,SRB,209.78
2044,SRB,209.78
2045,SRB,209.78
2046,SRB,209.78
2047,SRB,209.78
2048,SRB,209.78
2049,SRB,209.78
2050,SRB,209.78
2021,SSD,209.78
2022,SSD,209.78
2023,SSD,209.78
2024,SSD,209.78
2025,SSD,209.78
2026,SSD,209.78
2027,SSD,209.78
2028,SSD,209.78
2029,SSD,209.78
2030,SSD,209.78
2031,SSD,209.78
2032,SSD,209.78
2033,SSD,209.78
2034,SSD,209.78
2035,SSD,209.78
2036,SSD,209.78
2037,SSD,209.78
2038,SSD,209.78
2039,SSD,209.78
2040,SSD,209.78
2041,SSD,209.78
2042,SSD,209.78
2043,SSD,209.78
2044,SSD,209.78
2045,SSD,209.78
2046,SSD,209.78
2047,SSD,209.78
2048,SSD,209.78
2049,SSD,209.78
2050,SSD,209.78
2021,STP,209.78
2022,STP,209.78
2023,STP,209.78
2024,STP,209.78
2025,STP,209.78
2026,STP,209.78
2027,STP,209.78
2028,STP,209.78
2029,STP,209.78
2030,STP,209.78
2031,STP,209.78
2032,STP,209.78
2033,STP,209.78
2034,STP,209.78
2035,STP,209.78
2036,STP,209.78
2037,STP,209.78
2038,STP,209.78
2039,STP,209.78
2040,STP,209.78
2041,STP,209.78
2042,STP,209.78
2043,STP,209.78
2044,STP,209.78
2045,STP,209.78
2046,STP,209.78
2047,STP,209.78
2048,STP,209.78
2049,STP,209.78
2050,STP,209.78
2021,SUR,209.78
2022,SUR,209.78
2023,SUR,209.78
2024,SUR,209.78
2025,SUR,209.78
2026,SUR,209.78
2027,SUR,209.78
2028,SUR,209.78
2029,SUR,209.78
2030,SUR,209.78
2031,SUR,209.78
2032,SUR,209.78
2033,SUR,209.78
2034,SUR,209.78
2035,SUR,209.78
2036,SUR,209.78
2037,SUR,209.78
2038,SUR,209.78
2039,SUR,209.78
2040,SUR,209.78
2041,SUR,209.78
2042,SUR,209.78
2043,SUR,209.78
2044,SUR,209.78
2045,SUR,209.78
2046,SUR,209.78
2047,SUR,209.78
2048,SUR,209.78
2049,SUR,209.78
2050,SUR,209.78
2021,SVK,209.78
2022,SVK,209.78
2023,SVK,209.78
2024,SVK,209.78
2025,SVK,209.78
2026,SVK,209.78
2027,SVK,209.78
2028,SVK,209.78
2029,SVK,209.78
2030,SVK,209.78
2031,SVK,209.78
2032,SVK,209.78
2033,SVK,209.78
2034,SVK,209.78
2035,SVK,209.78
2036,SVK,209.78
2037,SVK,209.78
2038,SVK,209.78
2039,SVK,209.78
2040,SVK,209.78
2041,SVK,209.78
2042,SVK,209.78
2043,SVK,209.78
2044,SVK,209.78
2045,SVK,209.78
2046,SVK,209.78
2047,SVK,209.78
2048,SVK,209.78
2049,SVK,209.78
2050,SVK,209.78
2021,SVN,209.78
2022,SVN,209.78
2023,SVN,209.78
2024,SVN,209.78
2025,SVN,209.78
2026,SVN,209.78
2027,SVN,209.78
2028,SVN,209.78
2029,SVN,209.78
2030,SVN,209.78
2031,SVN,209.78
2032,SVN,209.78
2033,SVN,209.78
2034,SVN,209.78
2035,SVN,209.78
2036,SVN,209.78
2037,SVN,209.78
2038,SVN,209.78
2039,SVN,209.78
2040,SVN,209.78
2041,SVN,209.78
2042,SVN,209.78
2043,SVN,209.78
2044,SVN,209.78
2045,SVN,209.78
2046,SVN,209.78
2047,SVN,209.78
2048,SVN,209.78
2049,SVN,209.78
2050,SVN,209.78
2021,SWE,209.78
2022,SWE,209.78
2023,SWE,209.78
2024,SWE,209.78
2025,SWE,209.78
2026,SWE,209.78
2027,SWE,209.78
2028,SWE,209.78
2029,SWE,209.78
2030,SWE,209.78
2031,SWE,209.78
2032,SWE,209.78
2033,SWE,209.78
2034,SWE,209.78
2035,SWE,209.78
2036,SWE,209.78
2037,SWE,209.78
2038,SWE,209.78
2039,SWE,209.78
2040,SWE,209.78
2041,SWE,209.78
2042,SWE,209.78
2043,SWE,209.78
2044,SWE,209.78
2045,SWE,209.78
2046,SWE,209.78
2047,SWE,209.78
2048,SWE,209.78
2049,SWE,209.78
2050,SWE,209.78
2021,SWZ,209.78
2022,SWZ,209.78
2023,SWZ,209.78
2024,SWZ,209.78
2025,SWZ,209.78
2026,SWZ,209.78
2027,SWZ,209.78
2028,SWZ,209.78
2029,SWZ,209.78
2030,SWZ,209.78
2031,SWZ,209.78
2032,SWZ,209.78
2033,SWZ,209.78
2034,SWZ,209.78
2035,SWZ,209.78
2036,SWZ,209.78
2037,SWZ,209.78
2038,SWZ,209.78
2039,SWZ,209.78
2040,SWZ,209.78
2041,SWZ,209.78
2042,SWZ,209.78
2043,SWZ,209.78
2044,SWZ,209.78
2045,SWZ,209.78
2046,SWZ,209.78
2047,SWZ,209.78
2048,SWZ,209.78
2049,SWZ,209.78
2050,SWZ,209.78
2021,SXM,209.78
2022,SXM,209.78
2023,SXM,209.78
2024,SXM,209.78
2025,SXM,209.78
2026,SXM,209.78
2027,SXM,209.78
2028,SXM,209.78
2029,SXM,209.78
2030,SXM,209.78
2031,SXM,209.78
2032,SXM,209.78
2033,SXM,209.78
2034,SXM,209.78
2035,SXM,209.78
2036,SXM,209.78
2037,SXM,209.78
2038,SXM,209.78
2039,SXM,209.78
2040,SXM,209.78
2041,SXM,209.78
2042,SXM,209.78
2043,SXM,209.78
2044,SXM,209.78
2045,SXM,209.78
2046,SXM,209.78
2047,SXM,209.78
2048,SXM,209.78
2049,SXM,209.78
2050,SXM,209.78
2021,SYC,209.78
2022,SYC,209.78
2023,SYC,209.78
2024,SYC,209.78
2025,SYC,209.78
2026,SYC,209.78
2027,SYC,209.78
2028,SYC,209.78
2029,SYC,209.78
2030,SYC,209.78
2031,SYC,209.78
2032,SYC,209.78
2033,SYC,209.78
2034,SYC,209.78
2035,SYC,209.78
2036,SYC,209.78
2037,SYC,209.78
2038,SYC,209.78
2039,SYC,209.78
2040,SYC,209.78
2041,SYC,209.78
2042,SYC,209.78
2043,SYC,209.78
2044,SYC,209.78
2045,SYC,209.78
2046,SYC,209.78
2047,SYC,209.78
2048,SYC,209.78
2049,SYC,209.78
2050,SYC,209.78
2021,SYR,209.78
2022,SYR,209.78
2023,SYR,209.78
2024,SYR,209.78
2025,SYR,209.78
2026,SYR,209.78
2027,SYR,209.78
2028,SYR,209.78
2029,SYR,209.78
2030,SYR,209.78
2031,SYR,209.78
2032,SYR,209.78
2033,SYR,209.78
2034,SYR,209.78
2035,SYR,209.78
2036,SYR,209.78
2037,SYR,209.78
2038,SYR,209.78
2039,SYR,209.78
2040,SYR,209.78
2041,SYR,209.78
2042,SYR,209.78
2043,SYR,209.78
2044,SYR,209.78
2045,SYR,209.78
2046,SYR,209.78
2047,SYR,209.78
2048,SYR,209.78
2049,SYR,209.78
2050,SYR,209.78
2021,TCA,209.78
2022,TCA,209.78
2023,TCA,209.78
2024,TCA,209.78
2025,TCA,209.78
2026,TCA,209.78
2027,TCA,209.78
2028,TCA,209.78
2029,TCA,209.78
2030,TCA,209.78
2031,TCA,209.78
2032,TCA,209.78
2033,TCA,209.78
2034,TCA,209.78
2035,TCA,209.78
2036,TCA,209.78
2037,TCA,209.78
2038,TCA,209.78
2039,TCA,209.78
2040,TCA,209.78
2041,TCA,209.78
2042,TCA,209.78
2043,TCA,209.78
2044,TCA,209.78
2045,TCA,209.78
2046,TCA,209.78
2047,TCA,209.78
2048,TCA,209.78
2049,TCA,209.78
2050,TCA,209.78
2021,TCD,209.78
2022,TCD,209.78
2023,TCD,209.78
2024,TCD,209.78
2025,TCD,209.78
2026,TCD,209.78
2027,TCD,209.78
2028,TCD,209.78
2029,TCD,209.78
2030,TCD,209.78
2031,TCD,209.78
2032,TCD,209.78
2033,TCD,209.78
2034,TCD,209.78
2035,TCD,209.78
2036,TCD,209.78
2037,TCD,209.78
2038,TCD,209.78
2039,TCD,209.78
2040,TCD,209.78
2041,TCD,209.78
2042,TCD,209.78
2043,TCD,209.78
2044,TCD,209.78
2045,TCD,209.78
2046,TCD,209.78
2047,TCD,209.78
2048,TCD,209.78
2049,TCD,209.78
2050,TCD,209.78
2021,TGO,209.78
2022,TGO,209.78
2023,TGO,209.78
2024,TGO,209.78
2025,TGO,209.78
2026,TGO,209.78
2027,TGO,209.78
2028,TGO,209.78
2029,TGO,209.78
2030,TGO,209.78
2031,TGO,209.78
2032,TGO,209.78
2033,TGO,209.78
2034,TGO,209.78
2035,TGO,209.78
2036,TGO,209.78
2037,TGO,209.78
2038,TGO,209.78
2039,TGO,209.78
2040,TGO,209.78
2041,TGO,209.78
2042,TGO,209.78
2043,TGO,209.78
2044,TGO,209.78
2045,TGO,209.78
2046,TGO,209.78
2047,TGO,209.78
2048,TGO,209.78
2049,TGO,209.78
2050,TGO,209.78
2021,THA,209.78
2022,THA,209.78
2023,THA,209.78
2024,THA,209.78
2025,THA,209.78
2026,THA,209.78
2027,THA,209.78
2028,THA,209.78
2029,THA,209.78
2030,THA,209.78
2031,THA,209.78
2032,THA,209.78
2033,THA,209.78
2034,THA,209.78
2035,THA,209.78
2036,THA,209.78
2037,THA,209.78
2038,THA,209.78
2039,THA,209.78
2040,THA,209.78
2041,THA,209.78
2042,THA,209.78
2043,THA,209.78
2044,THA,209.78
2045,THA,209.78
2046,THA,209.78
2047,THA,209.78
2048,THA,209.78
2049,THA,209.78
2050,THA,209.78
2021,TJK,209.78
2022,TJK,209.78
2023,TJK,209.78
2024,TJK,209.78
2025,TJK,209.78
2026,TJK,209.78
2027,TJK,209.78
2028,TJK,209.78
2029,TJK,209.78
2030,TJK,209.78
2031,TJK,209.78
2032,TJK,209.78
2033,TJK,209.78
2034,TJK,209.78
2035,TJK,209.78
2036,TJK,209.78
2037,TJK,209.78
2038,TJK,209.78
2039,TJK,209.78
2040,TJK,209.78
2041,TJK,209.78
2042,TJK,209.78
2043,TJK,209.78
2044,TJK,209.78
2045,TJK,209.78
2046,TJK,209.78
2047,TJK,209.78
2048,TJK,209.78
2049,TJK,209.78
2050,TJK,209.78
2021,TKM,209.78
2022,TKM,209.78
2023,TKM,209.78
2024,TKM,209.78
2025,TKM,209.78
2026,TKM,209.78
2027,TKM,209.78
2028,TKM,209.78
2029,TKM,209.78
2030,TKM,209.78
2031,TKM,209.78
2032,TKM,209.78
2033,TKM,209.78
2034,TKM,209.78
2035,TKM,209.78
2036,TKM,209.78
2037,TKM,209.78
2038,TKM,209.78
2039,TKM,209.78
2040,TKM,209.78
2041,TKM,209.78
2042,TKM,209.78
2043,TKM,209.78
2044,TKM,209.78
2045,TKM,209.78
2046,TKM,209.78
2047,TKM,209.78
2048,TKM,209.78
2049,TKM,209.78
2050,TKM,209.78
2021,TLS,209.78
2022,TLS,209.78
2023,TLS,209.78
2024,TLS,209.78
2025,TLS,209.78
2026,TLS,209.78
2027,TLS,209.78
2028,TLS,209.78
2029,TLS,209.78
2030,TLS,209.78
2031,TLS,209.78
2032,TLS,209.78
2033,TLS,209.78
2034,TLS,209.78
2035,TLS,209.78
2036,TLS,209.78
2037,TLS,209.78
2038,TLS,209.78
2039,TLS,209.78
2040,TLS,209.78
2041,TLS,209.78
2042,TLS,209.78
2043,TLS,209.78
2044,TLS,209.78
2045,TLS,209.78
2046,TLS,209.78
2047,TLS,209.78
2048,TLS,209.78
2049,TLS,209.78
2050,TLS,209.78
2021,TON,209.78
2022,TON,209.78
2023,TON,209.78
2024,TON,209.78
2025,TON,209.78
2026,TON,209.78
2027,TON,209.78
2028,TON,209.78
2029,TON,209.78
2030,TON,209.78
2031,TON,209.78
2032,TON,209.78
2033,TON,209.78
2034,TON,209.78
2035,TON,209.78
2036,TON,209.78
2037,TON,209.78
2038,TON,209.78
2039,TON,209.78
2040,TON,209.78
2041,TON,209.78
2042,TON,209.78
2043,TON,209.78
2044,TON,209.78
2045,TON,209.78
2046,TON,209.78
2047,TON,209.78
2048,TON,209.78
2049,TON,209.78
2050,TON,209.78
2021,TTO,209.78
2022,TTO,209.78
2023,TTO,209.78
2024,TTO,209.78
2025,TTO,209.78
2026,TTO,209.78
2027,TTO,209.78
2028,TTO,209.78
2029,TTO,209.78
2030,TTO,209.78
2031,TTO,209.78
2032,TTO,209.78
2033,TTO,209.78
2034,TTO,209.78
2035,TTO,209.78
2036,TTO,209.78
2037,TTO,209.78
2038,TTO,209.78
2039,TTO,209.78
2040,TTO,209.78
2041,TTO,209.78
2042,TTO,209.78
2043,TTO,209.78
2044,TTO,209.78
2045,TTO,209.78
2046,TTO,209.78
2047,TTO,209.78
2048,TTO,209.78
2049,TTO,209.78
2050,TTO,209.78
2021,TUN,209.78
2022,TUN,209.78
2023,TUN,209.78
2024,TUN,209.78
2025,TUN,209.78
2026,TUN,209.78
2027,TUN,209.78
2028,TUN,209.78
2029,TUN,209.78
2030,TUN,209.78
2031,TUN,209.78
2032,TUN,209.78
2033,TUN,209.78
2034,TUN,209.78
2035,TUN,209.78
2036,TUN,209.78
2037,TUN,209.78
2038,TUN,209.78
2039,TUN,209.78
2040,TUN,209.78
2041,TUN,209.78
2042,TUN,209.78
2043,TUN,209.78
2044,TUN,209.78
2045,TUN,209.78
2046,TUN,209.78
2047,TUN,209.78
2048,TUN,209.78
2049,TUN,209.78
2050,TUN,209.78
2021,TUR,209.78
2022,TUR,209.78
2023,TUR,209.78
2024,TUR,209.78
2025,TUR,209.78
2026,TUR,209.78
2027,TUR,209.78
2028,TUR,209.78
2029,TUR,209.78
2030,TUR,209.78
2031,TUR,209.78
2032,TUR,209.78
2033,TUR,209.78
2034,TUR,209.78
2035,TUR,209.78
2036,TUR,209.78
2037,TUR,209.78
2038,TUR,209.78
2039,TUR,209.78
2040,TUR,209.78
2041,TUR,209.78
2042,TUR,209.78
2043,TUR,209.78
2044,TUR,209.78
2045,TUR,209.78
2046,TUR,209.78
2047,TUR,209.78
2048,TUR,209.78
2049,TUR,209.78
2050,TUR,209.78
2021,TUV,209.78
2022,TUV,209.78
2023,TUV,209.78
2024,TUV,209.78
2025,TUV,209.78
2026,TUV,209.78
2027,TUV,209.78
2028,TUV,209.78
2029,TUV,209.78
2030,TUV,209.78
2031,TUV,209.78
2032,TUV,209.78
2033,TUV,209.78
2034,TUV,209.78
2035,TUV,209.78
2036,TUV,209.78
2037,TUV,209.78
2038,TUV,209.78
2039,TUV,209.78
2040,TUV,209.78
2041,TUV,209.78
2042,TUV,209.78
2043,TUV,209.78
2044,TUV,209.78
2045,TUV,209.78
2046,TUV,209.78
2047,TUV,209.78
2048,TUV,209.78
2049,TUV,209.78
2050,TUV,209.78
2021,TZA,209.78
2022,TZA,209.78
2023,TZA,209.78
2024,TZA,209.78
2025,TZA,209.78
2026,TZA,209.78
2027,TZA,209.78
2028,TZA,209.78
2029,TZA,209.78
2030,TZA,209.78
2031,TZA,209.78
2032,TZA,209.78
2033,TZA,209.78
2034,TZA,209.78
2035,TZA,209.78
2036,TZA,209.78
2037,TZA,209.78
2038,TZA,209.78
2039,TZA,209.78
2040,TZA,209.78
2041,TZA,209.78
2042,TZA,209.78
2043,TZA,209.78
2044,TZA,209.78
2045,TZA,209.78
2046,TZA,209.78
2047,TZA,209.78
2048,TZA,209.78
2049,TZA,209.78
2050,TZA,209.78
2021,UGA,209.78
2022,UGA,209.78
2023,UGA,209.78
2024,UGA,209.78
2025,UGA,209.78
2026,UGA,209.78
2027,UGA,209.78
2028,UGA,209.78
2029,UGA,209.78
2030,UGA,209.78
2031,UGA,209.78
2032,UGA,209.78
2033,UGA,209.78
2034,UGA,209.78
2035,UGA,209.78
2036,UGA,209.78
2037,UGA,209.78
2038,UGA,209.78
2039,UGA,209.78
2040,UGA,209.78
2041,UGA,209.78
2042,UGA,209.78
2043,UGA,209.78
2044,UGA,209.78
2045,UGA,209.78
2046,UGA,209.78
2047,UGA,209.78
2048,UGA,209.78
2049,UGA,209.78
2050,UGA,209.78
2021,UKR,209.78
2022,UKR,209.78
2023,UKR,209.78
2024,UKR,209.78
2025,UKR,209.78
2026,UKR,209.78
2027,UKR,209.78
2028,UKR,209.78
2029,UKR,209.78
2030,UKR,209.78
2031,UKR,209.78
2032,UKR,209.78
2033,UKR,209.78
2034,UKR,209.78
2035,UKR,209.78
2036,UKR,209.78
2037,UKR,209.78
2038,UKR,209.78
2039,UKR,209.78
2040,UKR,209.78
2041,UKR,209.78
2042,UKR,209.78
2043,UKR,209.78
2044,UKR,209.78
2045,UKR,209.78
2046,UKR,209.78
2047,UKR,209.78
2048,UKR,209.78
2049,UKR,209.78
2050,UKR,209.78
2021,URY,209.78
2022,URY,209.78
2023,URY,209.78
2024,URY,209.78
2025,URY,209.78
2026,URY,209.78
2027,URY,209.78
2028,URY,209.78
2029,URY,209.78
2030,URY,209.78
2031,URY,209.78
2032,URY,209.78
2033,URY,209.78
2034,URY,209.78
2035,URY,209.78
2036,URY,209.78
2037,URY,209.78
2038,URY,209.78
2039,URY,209.78
2040,URY,209.78
2041,URY,209.78
2042,URY,209.78
2043,URY,209.78
2044,URY,209.78
2045,URY,209.78
2046,URY,209.78
2047,URY,209.78
2048,URY,209.78
2049,URY,209.78
2050,URY,209.78
2021,USA,209.78
2022,USA,209.78
2023,USA,209.78
2024,USA,209.78
2025,USA,209.78
2026,USA,209.78
2027,USA,209.78
2028,USA,209.78
2029,USA,209.78
2030,USA,209.78
2031,USA,209.78
2032,USA,209.78
2033,USA,209.78
2034,USA,209.78
2035,USA,209.78
2036,USA,209.78
2037,USA,209.78
2038,USA,209.78
2039,USA,209.78
2040,USA,209.78
2041,USA,209.78
2042,USA,209.78
2043,USA,209.78
2044,USA,209.78
2045,USA,209.78
2046,USA,209.78
2047,USA,209.78
2048,USA,209.78
2049,USA,209.78
2050,USA,209.78
2021,UZB,209.78
2022,UZB,209.78
2023,UZB,209.78
2024,UZB,209.78
2025,UZB,209.78
2026,UZB,209.78
2027,UZB,209.78
2028,UZB,209.78
2029,UZB,209.78
2030,UZB,209.78
2031,UZB,209.78
2032,UZB,209.78
2033,UZB,209.78
2034,UZB,209.78
2035,UZB,209.78
2036,UZB,209.78
2037,UZB,209.78
2038,UZB,209.78
2039,UZB,209.78
2040,UZB,209.78
2041,UZB,209.78
2042,UZB,209.78
2043,UZB,209.78
2044,UZB,209.78
2045,UZB,209.78
2046,UZB,209.78
2047,UZB,209.78
2048,UZB,209.78
2049,UZB,209.78
2050,UZB,209.78
2021,VCT,209.78
2022,VCT,209.78
2023,VCT,209.78
2024,VCT,209.78
2025,VCT,209.78
2026,VCT,209.78
2027,VCT,209.78
2028,VCT,209.78
2029,VCT,209.78
2030,VCT,209.78
2031,VCT,209.78
2032,VCT,209.78
2033,VCT,209.78
2034,VCT,209.78
2035,VCT,209.78
2036,VCT,209.78
2037,VCT,209.78
2038,VCT,209.78
2039,VCT,209.78
2040,VCT,209.78
2041,VCT,209.78
2042,VCT,209.78
2043,VCT,209.78
2044,VCT,209.78
2045,VCT,209.78
2046,VCT,209.78
2047,VCT,209.78
2048,VCT,209.78
2049,VCT,209.78
2050,VCT,209.78
2021,VEN,209.78
2022,VEN,209.78
2023,VEN,209.78
2024,VEN,209.78
2025,VEN,209.78
2026,VEN,209.78
2027,VEN,209.78
2028,VEN,209.78
2029,VEN,209.78
2030,VEN,209.78
2031,VEN,209.78
2032,VEN,209.78
2033,VEN,209.78
2034,VEN,209.78
2035,VEN,209.78
2036,VEN,209.78
2037,VEN,209.78
2038,VEN,209.78
2039,VEN,209.78
2040,VEN,209.78
2041,VEN,209.78
2042,VEN,209.78
2043,VEN,209.78
2044,VEN,209.78
2045,VEN,209.78
2046,VEN,209.78
2047,VEN,209.78
2048,VEN,209.78
2049,VEN,209.78
2050,VEN,209.78
2021,VGB,209.78
2022,VGB,209.78
2023,VGB,209.78
2024,VGB,209.78
2025,VGB,209.78
2026,VGB,209.78
2027,VGB,209.78
2028,VGB,209.78
2029,VGB,209.78
2030,VGB,209.78
2031,VGB,209.78
2032,VGB,209.78
2033,VGB,209.78
2034,VGB,209.78
2035,VGB,209.78
2036,VGB,209.78
2037,VGB,209.78
2038,VGB,209.78
2039,VGB,209.78
2040,VGB,209.78
2041,VGB,209.78
2042,VGB,209.78
2043,VGB,209.78
2044,VGB,209.78
2045,VGB,209.78
2046,VGB,209.78
2047,VGB,209.78
2048,VGB,209.78
2049,VGB,209.78
2050,VGB,209.78
2021,VIR,209.78
2022,VIR,209.78
2023,VIR,209.78
2024,VIR,209.78
2025,VIR,209.78
2026,VIR,209.78
2027,VIR,209.78
2028,VIR,209.78
2029,VIR,209.78
2030,VIR,209.78
2031,VIR,209.78
2032,VIR,209.78
2033,VIR,209.78
2034,VIR,209.78
2035,VIR,209.78
2036,VIR,209.78
2037,VIR,209.78
2038,VIR,209.78
2039,VIR,209.78
2040,VIR,209.78
2041,VIR,209.78
2042,VIR,209.78
2043,VIR,209.78
2044,VIR,209.78
2045,VIR,209.78
2046,VIR,209.78
2047,VIR,209.78
2048,VIR,209.78
2049,VIR,209.78
2050,VIR,209.78
2021,VNM,209.78
2022,VNM,209.78
2023,VNM,209.78
2024,VNM,209.78
2025,VNM,209.78
2026,VNM,209.78
2027,VNM,209.78
2028,VNM,209.78
2029,VNM,209.78
2030,VNM,209.78
2031,VNM,209.78
2032,VNM,209.78
2033,VNM,209.78
2034,VNM,209.78
2035,VNM,209.78
2036,VNM,209.78
2037,VNM,209.78
2038,VNM,209.78
2039,VNM,209.78
2040,VNM,209.78
2041,VNM,209.78
2042,VNM,209.78
2043,VNM,209.78
2044,VNM,209.78
2045,VNM,209.78
2046,VNM,209.78
2047,VNM,209.78
2048,VNM,209.78
2049,VNM,209.78
2050,VNM,209.78
2021,VUT,209.78
2022,VUT,209.78
2023,VUT,209.78
2024,VUT,209.78
2025,VUT,209.78
2026,VUT,209.78
2027,VUT,209.78
2028,VUT,209.78
2029,VUT,209.78
2030,VUT,209.78
2031,VUT,209.78
2032,VUT,209.78
2033,VUT,209.78
2034,VUT,209.78
2035,VUT,209.78
2036,VUT,209.78
2037,VUT,209.78
2038,VUT,209.78
2039,VUT,209.78
2040,VUT,209.78
2041,VUT,209.78
2042,VUT,209.78
2043,VUT,209.78
2044,VUT,209.78
2045,VUT,209.78
2046,VUT,209.78
2047,VUT,209.78
2048,VUT,209.78
2049,VUT,209.78
2050,VUT,209.78
2021,WSM,209.78
2022,WSM,209.78
2023,WSM,209.78
2024,WSM,209.78
2025,WSM,209.78
2026,WSM,209.78
2027,WSM,209.78
2028,WSM,209.78
2029,WSM,209.78
2030,WSM,209.78
2031,WSM,209.78
2032,WSM,209.78
2033,WSM,209.78
2034,WSM,209.78
2035,WSM,209.78
2036,WSM,209.78
2037,WSM,209.78
2038,WSM,209.78
2039,WSM,209.78
2040,WSM,209.78
2041,WSM,209.78
2042,WSM,209.78
2043,WSM,209.78
2044,WSM,209.78
2045,WSM,209.78
2046,WSM,209.78
2047,WSM,209.78
2048,WSM,209.78
2049,WSM,209.78
2050,WSM,209.78
2021,XKX,209.78
2022,XKX,209.78
2023,XKX,209.78
2024,XKX,209.78
2025,XKX,209.78
2026,XKX,209.78
2027,XKX,209.78
2028,XKX,209.78
2029,XKX,209.78
2030,XKX,209.78
2031,XKX,209.78
2032,XKX,209.78
2033,XKX,209.78
2034,XKX,209.78
2035,XKX,209.78
2036,XKX,209.78
2037,XKX,209.78
2038,XKX,209.78
2039,XKX,209.78
2040,XKX,209.78
2041,XKX,209.78
2042,XKX,209.78
2043,XKX,209.78
2044,XKX,209.78
2045,XKX,209.78
2046,XKX,209.78
2047,XKX,209.78
2048,XKX,209.78
2049,XKX,209.78
2050,XKX,209.78
2021,YEM,209.78
2022,YEM,209.78
2023,YEM,209.78
2024,YEM,209.78
2025,YEM,209.78
2026,YEM,209.78
2027,YEM,209.78
2028,YEM,209.78
2029,YEM,209.78
2030,YEM,209.78
2031,YEM,209.78
2032,YEM,209.78
2033,YEM,209.78
2034,YEM,209.78
2035,YEM,209.78
2036,YEM,209.78
2037,YEM,209.78
2038,YEM,209.78
2039,YEM,209.78
2040,YEM,209.78
2041,YEM,209.78
2042,YEM,209.78
2043,YEM,209.78
2044,YEM,209.78
2045,YEM,209.78
2046,YEM,209.78
2047,YEM,209.78
2048,YEM,209.78
2049,YEM,209.78
2050,YEM,209.78
2021,ZAF,209.78
2022,ZAF,209.78
2023,ZAF,209.78
2024,ZAF,209.78
2025,ZAF,209.78
2026,ZAF,209.78
2027,ZAF,209.78
