Year,iso_code3,net_imports_cement_clinker_tonne
2045,GIN,796003.6666666666
2046,GIN,796003.6666666666
2047,GIN,796003.6666666666
2048,GIN,796003.6666666666
2049,GIN,796003.6666666666
2050,GIN,796003.6666666666
2021,GRC,-41354.0
2022,GRC,-1338541.445454545
2023,GRC,-1338541.445454545
2024,GRC,-1338541.445454545
2025,GRC,-1338541.445454545
2026,GRC,-1338541.445454545
2027,GRC,-1338541.445454545
2028,GRC,-1338541.445454545
2029,GRC,-1338541.445454545
2030,GRC,-1338541.445454545
2031,GRC,-1338541.445454545
2032,GRC,-1338541.445454545
2033,GRC,-1338541.445454545
2034,GRC,-1338541.445454545
2035,GRC,-1338541.445454545
2036,GRC,-1338541.445454545
2037,GRC,-1338541.445454545
2038,GRC,-1338541.445454545
2039,GRC,-1338541.445454545
2040,GRC,-1338541.445454545
2041,GRC,-1338541.445454545
2042,GRC,-1338541.445454545
2043,GRC,-1338541.445454545
2044,GRC,-1338541.445454545
2045,GRC,-1338541.445454545
2046,GRC,-1338541.445454545
2047,GRC,-1338541.445454545
2048,GRC,-1338541.445454545
2049,GRC,-1338541.445454545
2050,GRC,-1338541.445454545
2021,GRD,9.3703
2022,GRD,9.3703
2023,GRD,9.3703
2024,GRD,9.3703
2025,GRD,9.3703
2026,GRD,9.3703
2027,GRD,9.3703
2028,GRD,9.3703
2029,GRD,9.3703
2030,GRD,9.3703
2031,GRD,9.3703
2032,GRD,9.3703
2033,GRD,9.3703
2034,GRD,9.3703
2035,GRD,9.3703
2036,GRD,9.3703
2037,GRD,9.3703
2038,GRD,9.3703
2039,GRD,9.3703
2040,GRD,9.3703
2041,GRD,9.3703
2042,GRD,9.3703
2043,GRD,9.3703
2044,GRD,9.3703
2045,GRD,9.3703
2046,GRD,9.3703
2047,GRD,9.3703
2048,GRD,9.3703
2049,GRD,9.3703
2050,GRD,9.3703
2021,GRL,47.22291666666666
2022,GRL,47.22291666666666
2023,GRL,47.22291666666666
2024,GRL,47.22291666666666
2025,GRL,47.22291666666666
2026,GRL,47.22291666666666
2027,GRL,47.22291666666666
2028,GRL,47.22291666666666
2029,GRL,47.22291666666666
2030,GRL,47.22291666666666
2031,GRL,47.22291666666666
2032,GRL,47.22291666666666
2033,GRL,47.22291666666666
2034,GRL,47.22291666666666
2035,GRL,47.22291666666666
2036,GRL,47.22291666666666
2037,GRL,47.22291666666666
2038,GRL,47.22291666666666
2039,GRL,47.22291666666666
2040,GRL,47.22291666666666
2041,GRL,47.22291666666666
2042,GRL,47.22291666666666
2043,GRL,47.22291666666666
2044,GRL,47.22291666666666
2045,GRL,47.22291666666666
2046,GRL,47.22291666666666
2047,GRL,47.22291666666666
2048,GRL,47.22291666666666
2049,GRL,47.22291666666666
2050,GRL,47.22291666666666
2021,GTM,45509.0
2022,GTM,218457.22195454544
2023,GTM,218457.22195454544
2024,GTM,218457.22195454544
2025,GTM,218457.22195454544
2026,GTM,218457.22195454544
2027,GTM,218457.22195454544
2028,GTM,218457.22195454544
2029,GTM,218457.22195454544
2030,GTM,218457.22195454544
2031,GTM,218457.22195454544
2032,GTM,218457.22195454544
2033,GTM,218457.22195454544
2034,GTM,218457.22195454544
2035,GTM,218457.22195454544
2036,GTM,218457.22195454544
2037,GTM,218457.22195454544
2038,GTM,218457.22195454544
2039,GTM,218457.22195454544
2040,GTM,218457.22195454544
2041,GTM,218457.22195454544
2042,GTM,218457.22195454544
2043,GTM,218457.22195454544
2044,GTM,218457.22195454544
2045,GTM,218457.22195454544
2046,GTM,218457.22195454544
2047,GTM,218457.22195454544
2048,GTM,218457.22195454544
2049,GTM,218457.22195454544
2050,GTM,218457.22195454544
2021,GUY,2.82225
2022,GUY,1082.76478125
2023,GUY,1082.76478125
2024,GUY,1082.76478125
2025,GUY,1082.76478125
2026,GUY,1082.76478125
2027,GUY,1082.76478125
2028,GUY,1082.76478125
2029,GUY,1082.76478125
2030,GUY,1082.76478125
2031,GUY,1082.76478125
2032,GUY,1082.76478125
2033,GUY,1082.76478125
2034,GUY,1082.76478125
2035,GUY,1082.76478125
2036,GUY,1082.76478125
2037,GUY,1082.76478125
2038,GUY,1082.76478125
2039,GUY,1082.76478125
2040,GUY,1082.76478125
2041,GUY,1082.76478125
2042,GUY,1082.76478125
2043,GUY,1082.76478125
2044,GUY,1082.76478125
2045,GUY,1082.76478125
2046,GUY,1082.76478125
2047,GUY,1082.76478125
2048,GUY,1082.76478125
2049,GUY,1082.76478125
2050,GUY,1082.76478125
2021,"Gambia, The",73.50621428571428
2022,"Gambia, The",73.50621428571428
2023,"Gambia, The",73.50621428571428
2024,"Gambia, The",73.50621428571428
2025,"Gambia, The",73.50621428571428
2026,"Gambia, The",73.50621428571428
2027,"Gambia, The",73.50621428571428
2028,"Gambia, The",73.50621428571428
2029,"Gambia, The",73.50621428571428
2030,"Gambia, The",73.50621428571428
2031,"Gambia, The",73.50621428571428
2032,"Gambia, The",73.50621428571428
2033,"Gambia, The",73.50621428571428
2034,"Gambia, The",73.50621428571428
2035,"Gambia, The",73.50621428571428
2036,"Gambia, The",73.50621428571428
2037,"Gambia, The",73.50621428571428
2038,"Gambia, The",73.50621428571428
2039,"Gambia, The",73.50621428571428
2040,"Gambia, The",73.50621428571428
2041,"Gambia, The",73.50621428571428
2042,"Gambia, The",73.50621428571428
2043,"Gambia, The",73.50621428571428
2044,"Gambia, The",73.50621428571428
2045,"Gambia, The",73.50621428571428
2046,"Gambia, The",73.50621428571428
2047,"Gambia, The",73.50621428571428
2048,"Gambia, The",73.50621428571428
2049,"Gambia, The",73.50621428571428
2050,"Gambia, The",73.50621428571428
2021,HND,0.0
2022,HND,1282.5032000000035
2023,HND,1282.5032000000035
2024,HND,1282.5032000000035
2025,HND,1282.5032000000035
2026,HND,1282.5032000000035
2027,HND,1282.5032000000035
2028,HND,1282.5032000000035
2029,HND,1282.5032000000035
2030,HND,1282.5032000000035
2031,HND,1282.5032000000035
2032,HND,1282.5032000000035
2033,HND,1282.5032000000035
2034,HND,1282.5032000000035
2035,HND,1282.5032000000035
2036,HND,1282.5032000000035
2037,HND,1282.5032000000035
2038,HND,1282.5032000000035
2039,HND,1282.5032000000035
2040,HND,1282.5032000000035
2041,HND,1282.5032000000035
2042,HND,1282.5032000000035
2043,HND,1282.5032000000035
2044,HND,1282.5032000000035
2045,HND,1282.5032000000035
2046,HND,1282.5032000000035
2047,HND,1282.5032000000035
2048,HND,1282.5032000000035
2049,HND,1282.5032000000035
2050,HND,1282.5032000000035
2021,HRV,92361.729
2022,HRV,-199225.0068181818
2023,HRV,-199225.0068181818
2024,HRV,-199225.0068181818
2025,HRV,-199225.0068181818
2026,HRV,-199225.0068181818
2027,HRV,-199225.0068181818
2028,HRV,-199225.0068181818
2029,HRV,-199225.0068181818
2030,HRV,-199225.0068181818
2031,HRV,-199225.0068181818
2032,HRV,-199225.0068181818
2033,HRV,-199225.0068181818
2034,HRV,-199225.0068181818
2035,HRV,-199225.0068181818
2036,HRV,-199225.0068181818
2037,HRV,-199225.0068181818
2038,HRV,-199225.0068181818
2039,HRV,-199225.0068181818
2040,HRV,-199225.0068181818
2041,HRV,-199225.0068181818
2042,HRV,-199225.0068181818
2043,HRV,-199225.0068181818
2044,HRV,-199225.0068181818
2045,HRV,-199225.0068181818
2046,HRV,-199225.0068181818
2047,HRV,-199225.0068181818
2048,HRV,-199225.0068181818
2049,HRV,-199225.0068181818
2050,HRV,-199225.0068181818
2021,HUN,-15608.100000000002
2022,HUN,6824.672272727272
2023,HUN,6824.672272727272
2024,HUN,6824.672272727272
2025,HUN,6824.672272727272
2026,HUN,6824.672272727272
2027,HUN,6824.672272727272
2028,HUN,6824.672272727272
2029,HUN,6824.672272727272
2030,HUN,6824.672272727272
2031,HUN,6824.672272727272
2032,HUN,6824.672272727272
2033,HUN,6824.672272727272
2034,HUN,6824.672272727272
2035,HUN,6824.672272727272
2036,HUN,6824.672272727272
2037,HUN,6824.672272727272
2038,HUN,6824.672272727272
2039,HUN,6824.672272727272
2040,HUN,6824.672272727272
2041,HUN,6824.672272727272
2042,HUN,6824.672272727272
2043,HUN,6824.672272727272
2044,HUN,6824.672272727272
2045,HUN,6824.672272727272
2046,HUN,6824.672272727272
2047,HUN,6824.672272727272
2048,HUN,6824.672272727272
2049,HUN,6824.672272727272
2050,HUN,6824.672272727272
2021,"Hong Kong, China",342368.0
2022,"Hong Kong, China",383087.1818181818
2023,"Hong Kong, China",383087.1818181818
2024,"Hong Kong, China",383087.1818181818
2025,"Hong Kong, China",383087.1818181818
2026,"Hong Kong, China",383087.1818181818
2027,"Hong Kong, China",383087.1818181818
2028,"Hong Kong, China",383087.1818181818
2029,"Hong Kong, China",383087.1818181818
2030,"Hong Kong, China",383087.1818181818
2031,"Hong Kong, China",383087.1818181818
2032,"Hong Kong, China",383087.1818181818
2033,"Hong Kong, China",383087.1818181818
2034,"Hong Kong, China",383087.1818181818
2035,"Hong Kong, China",383087.1818181818
2036,"Hong Kong, China",383087.1818181818
2037,"Hong Kong, China",383087.1818181818
2038,"Hong Kong, China",383087.1818181818
2039,"Hong Kong, China",383087.1818181818
2040,"Hong Kong, China",383087.1818181818
2041,"Hong Kong, China",383087.1818181818
2042,"Hong Kong, China",383087.1818181818
2043,"Hong Kong, China",383087.1818181818
2044,"Hong Kong, China",383087.1818181818
2045,"Hong Kong, China",383087.1818181818
2046,"Hong Kong, China",383087.1818181818
2047,"Hong Kong, China",383087.1818181818
2048,"Hong Kong, China",383087.1818181818
2049,"Hong Kong, China",383087.1818181818
2050,"Hong Kong, China",383087.1818181818
2021,IDN,-10218509.743
2022,IDN,-1599758.1883181818
2023,IDN,-1599758.1883181818
2024,IDN,-1599758.1883181818
2025,IDN,-1599758.1883181818
2026,IDN,-1599758.1883181818
2027,IDN,-1599758.1883181818
2028,IDN,-1599758.1883181818
2029,IDN,-1599758.1883181818
2030,IDN,-1599758.1883181818
2031,IDN,-1599758.1883181818
2032,IDN,-1599758.1883181818
2033,IDN,-1599758.1883181818
2034,IDN,-1599758.1883181818
2035,IDN,-1599758.1883181818
2036,IDN,-1599758.1883181818
2037,IDN,-1599758.1883181818
2038,IDN,-1599758.1883181818
2039,IDN,-1599758.1883181818
2040,IDN,-1599758.1883181818
2041,IDN,-1599758.1883181818
2042,IDN,-1599758.1883181818
2043,IDN,-1599758.1883181818
2044,IDN,-1599758.1883181818
2045,IDN,-1599758.1883181818
2046,IDN,-1599758.1883181818
2047,IDN,-1599758.1883181818
2048,IDN,-1599758.1883181818
2049,IDN,-1599758.1883181818
2050,IDN,-1599758.1883181818
2021,IND,669616.0
2022,IND,-1134844.309090909
2023,IND,-1134844.309090909
2024,IND,-1134844.309090909
2025,IND,-1134844.309090909
2026,IND,-1134844.309090909
2027,IND,-1134844.309090909
2028,IND,-1134844.309090909
2029,IND,-1134844.309090909
2030,IND,-1134844.309090909
2031,IND,-1134844.309090909
2032,IND,-1134844.309090909
2033,IND,-1134844.309090909
2034,IND,-1134844.309090909
2035,IND,-1134844.309090909
2036,IND,-1134844.309090909
2037,IND,-1134844.309090909
2038,IND,-1134844.309090909
2039,IND,-1134844.309090909
2040,IND,-1134844.309090909
2041,IND,-1134844.309090909
2042,IND,-1134844.309090909
2043,IND,-1134844.309090909
2044,IND,-1134844.309090909
2045,IND,-1134844.309090909
2046,IND,-1134844.309090909
2047,IND,-1134844.309090909
2048,IND,-1134844.309090909
2049,IND,-1134844.309090909
2050,IND,-1134844.309090909
2021,IRL,-269145.0
2022,IRL,5085.360272727273
2023,IRL,5085.360272727273
2024,IRL,5085.360272727273
2025,IRL,5085.360272727273
2026,IRL,5085.360272727273
2027,IRL,5085.360272727273
2028,IRL,5085.360272727273
2029,IRL,5085.360272727273
2030,IRL,5085.360272727273
2031,IRL,5085.360272727273
2032,IRL,5085.360272727273
2033,IRL,5085.360272727273
2034,IRL,5085.360272727273
2035,IRL,5085.360272727273
2036,IRL,5085.360272727273
2037,IRL,5085.360272727273
2038,IRL,5085.360272727273
2039,IRL,5085.360272727273
2040,IRL,5085.360272727273
2041,IRL,5085.360272727273
2042,IRL,5085.360272727273
2043,IRL,5085.360272727273
2044,IRL,5085.360272727273
2045,IRL,5085.360272727273
2046,IRL,5085.360272727273
2047,IRL,5085.360272727273
2048,IRL,5085.360272727273
2049,IRL,5085.360272727273
2050,IRL,5085.360272727273
2021,IRN,-3616475.859714286
2022,IRN,-3616475.859714286
2023,IRN,-3616475.859714286
2024,IRN,-3616475.859714286
2025,IRN,-3616475.859714286
2026,IRN,-3616475.859714286
2027,IRN,-3616475.859714286
2028,IRN,-3616475.859714286
2029,IRN,-3616475.859714286
2030,IRN,-3616475.859714286
2031,IRN,-3616475.859714286
2032,IRN,-3616475.859714286
2033,IRN,-3616475.859714286
2034,IRN,-3616475.859714286
2035,IRN,-3616475.859714286
2036,IRN,-3616475.859714286
2037,IRN,-3616475.859714286
2038,IRN,-3616475.859714286
2039,IRN,-3616475.859714286
2040,IRN,-3616475.859714286
2041,IRN,-3616475.859714286
2042,IRN,-3616475.859714286
2043,IRN,-3616475.859714286
2044,IRN,-3616475.859714286
2045,IRN,-3616475.859714286
2046,IRN,-3616475.859714286
2047,IRN,-3616475.859714286
2048,IRN,-3616475.859714286
2049,IRN,-3616475.859714286
2050,IRN,-3616475.859714286
2021,IRQ,221696.0
2022,IRQ,221696.0
2023,IRQ,221696.0
2024,IRQ,221696.0
2025,IRQ,221696.0
2026,IRQ,221696.0
2027,IRQ,221696.0
2028,IRQ,221696.0
2029,IRQ,221696.0
2030,IRQ,221696.0
2031,IRQ,221696.0
2032,IRQ,221696.0
2033,IRQ,221696.0
2034,IRQ,221696.0
2035,IRQ,221696.0
2036,IRQ,221696.0
2037,IRQ,221696.0
2038,IRQ,221696.0
2039,IRQ,221696.0
2040,IRQ,221696.0
2041,IRQ,221696.0
2042,IRQ,221696.0
2043,IRQ,221696.0
2044,IRQ,221696.0
2045,IRQ,221696.0
2046,IRQ,221696.0
2047,IRQ,221696.0
2048,IRQ,221696.0
2049,IRQ,221696.0
2050,IRQ,221696.0
2021,ISL,323.012
2022,ISL,104.9654
2023,ISL,104.9654
2024,ISL,104.9654
2025,ISL,104.9654
2026,ISL,104.9654
2027,ISL,104.9654
2028,ISL,104.9654
2029,ISL,104.9654
2030,ISL,104.9654
2031,ISL,104.9654
2032,ISL,104.9654
2033,ISL,104.9654
2034,ISL,104.9654
2035,ISL,104.9654
2036,ISL,104.9654
2037,ISL,104.9654
2038,ISL,104.9654
2039,ISL,104.9654
2040,ISL,104.9654
2041,ISL,104.9654
2042,ISL,104.9654
2043,ISL,104.9654
2044,ISL,104.9654
2045,ISL,104.9654
2046,ISL,104.9654
2047,ISL,104.9654
2048,ISL,104.9654
2049,ISL,104.9654
2050,ISL,104.9654
2021,ISR,945045.0
2022,ISR,613796.2794090909
2023,ISR,613796.2794090909
2024,ISR,613796.2794090909
2025,ISR,613796.2794090909
2026,ISR,613796.2794090909
2027,ISR,613796.2794090909
2028,ISR,613796.2794090909
2029,ISR,613796.2794090909
2030,ISR,613796.2794090909
2031,ISR,613796.2794090909
2032,ISR,613796.2794090909
2033,ISR,613796.2794090909
2034,ISR,613796.2794090909
2035,ISR,613796.2794090909
2036,ISR,613796.2794090909
2037,ISR,613796.2794090909
2038,ISR,613796.2794090909
2039,ISR,613796.2794090909
2040,ISR,613796.2794090909
2041,ISR,613796.2794090909
2042,ISR,613796.2794090909
2043,ISR,613796.2794090909
2044,ISR,613796.2794090909
2045,ISR,613796.2794090909
2046,ISR,613796.2794090909
2047,ISR,613796.2794090909
2048,ISR,613796.2794090909
2049,ISR,613796.2794090909
2050,ISR,613796.2794090909
2021,ITA,-132985.0
2022,ITA,269002.79545454547
2023,ITA,269002.79545454547
2024,ITA,269002.79545454547
2025,ITA,269002.79545454547
2026,ITA,269002.79545454547
2027,ITA,269002.79545454547
2028,ITA,269002.79545454547
2029,ITA,269002.79545454547
2030,ITA,269002.79545454547
2031,ITA,269002.79545454547
2032,ITA,269002.79545454547
2033,ITA,269002.79545454547
2034,ITA,269002.79545454547
2035,ITA,269002.79545454547
2036,ITA,269002.79545454547
2037,ITA,269002.79545454547
2038,ITA,269002.79545454547
2039,ITA,269002.79545454547
2040,ITA,269002.79545454547
2041,ITA,269002.79545454547
2042,ITA,269002.79545454547
2043,ITA,269002.79545454547
2044,ITA,269002.79545454547
2045,ITA,269002.79545454547
2046,ITA,269002.79545454547
2047,ITA,269002.79545454547
2048,ITA,269002.79545454547
2049,ITA,269002.79545454547
2050,ITA,269002.79545454547
2021,JAM,0.13109
2022,JAM,-29804.31553875
2023,JAM,-29804.31553875
2024,JAM,-29804.31553875
2025,JAM,-29804.31553875
2026,JAM,-29804.31553875
2027,JAM,-29804.31553875
2028,JAM,-29804.31553875
2029,JAM,-29804.31553875
2030,JAM,-29804.31553875
2031,JAM,-29804.31553875
2032,JAM,-29804.31553875
2033,JAM,-29804.31553875
2034,JAM,-29804.31553875
2035,JAM,-29804.31553875
2036,JAM,-29804.31553875
2037,JAM,-29804.31553875
2038,JAM,-29804.31553875
2039,JAM,-29804.31553875
2040,JAM,-29804.31553875
2041,JAM,-29804.31553875
2042,JAM,-29804.31553875
2043,JAM,-29804.31553875
2044,JAM,-29804.31553875
2045,JAM,-29804.31553875
2046,JAM,-29804.31553875
2047,JAM,-29804.31553875
2048,JAM,-29804.31553875
2049,JAM,-29804.31553875
2050,JAM,-29804.31553875
2021,JOR,549161.0
2022,JOR,249627.1658
2023,JOR,249627.1658
2024,JOR,249627.1658
2025,JOR,249627.1658
2026,JOR,249627.1658
2027,JOR,249627.1658
2028,JOR,249627.1658
2029,JOR,249627.1658
2030,JOR,249627.1658
2031,JOR,249627.1658
2032,JOR,249627.1658
2033,JOR,249627.1658
2034,JOR,249627.1658
2035,JOR,249627.1658
2036,JOR,249627.1658
2037,JOR,249627.1658
2038,JOR,249627.1658
2039,JOR,249627.1658
2040,JOR,249627.1658
2041,JOR,249627.1658
2042,JOR,249627.1658
2043,JOR,249627.1658
2044,JOR,249627.1658
2045,JOR,249627.1658
2046,JOR,249627.1658
2047,JOR,249627.1658
2048,JOR,249627.1658
2049,JOR,249627.1658
2050,JOR,249627.1658
2021,JPN,-5366769.0
2022,JPN,-4737800.328636364
2023,JPN,-4737800.328636364
2024,JPN,-4737800.328636364
2025,JPN,-4737800.328636364
2026,JPN,-4737800.328636364
2027,JPN,-4737800.328636364
2028,JPN,-4737800.328636364
2029,JPN,-4737800.328636364
2030,JPN,-4737800.328636364
2031,JPN,-4737800.328636364
2032,JPN,-4737800.328636364
2033,JPN,-4737800.328636364
2034,JPN,-4737800.328636364
2035,JPN,-4737800.328636364
2036,JPN,-4737800.328636364
2037,JPN,-4737800.328636364
2038,JPN,-4737800.328636364
2039,JPN,-4737800.328636364
2040,JPN,-4737800.328636364
2041,JPN,-4737800.328636364
2042,JPN,-4737800.328636364
2043,JPN,-4737800.328636364
2044,JPN,-4737800.328636364
2045,JPN,-4737800.328636364
2046,JPN,-4737800.328636364
2047,JPN,-4737800.328636364
2048,JPN,-4737800.328636364
2049,JPN,-4737800.328636364
2050,JPN,-4737800.328636364
2021,KAZ,2585.0831000000007
2022,KAZ,2585.0831000000007
2023,KAZ,2585.0831000000007
2024,KAZ,2585.0831000000007
2025,KAZ,2585.0831000000007
2026,KAZ,2585.0831000000007
2027,KAZ,2585.0831000000007
2028,KAZ,2585.0831000000007
2029,KAZ,2585.0831000000007
2030,KAZ,2585.0831000000007
2031,KAZ,2585.0831000000007
2032,KAZ,2585.0831000000007
2033,KAZ,2585.0831000000007
2034,KAZ,2585.0831000000007
2035,KAZ,2585.0831000000007
2036,KAZ,2585.0831000000007
2037,KAZ,2585.0831000000007
2038,KAZ,2585.0831000000007
2039,KAZ,2585.0831000000007
2040,KAZ,2585.0831000000007
2041,KAZ,2585.0831000000007
2042,KAZ,2585.0831000000007
2043,KAZ,2585.0831000000007
2044,KAZ,2585.0831000000007
2045,KAZ,2585.0831000000007
2046,KAZ,2585.0831000000007
2047,KAZ,2585.0831000000007
2048,KAZ,2585.0831000000007
2049,KAZ,2585.0831000000007
2050,KAZ,2585.0831000000007
2021,KEN,-500280.0
2022,KEN,1261007.46375
2023,KEN,1261007.46375
2024,KEN,1261007.46375
2025,KEN,1261007.46375
2026,KEN,1261007.46375
2027,KEN,1261007.46375
2028,KEN,1261007.46375
2029,KEN,1261007.46375
2030,KEN,1261007.46375
2031,KEN,1261007.46375
2032,KEN,1261007.46375
2033,KEN,1261007.46375
2034,KEN,1261007.46375
2035,KEN,1261007.46375
2036,KEN,1261007.46375
2037,KEN,1261007.46375
2038,KEN,1261007.46375
2039,KEN,1261007.46375
2040,KEN,1261007.46375
2041,KEN,1261007.46375
2042,KEN,1261007.46375
2043,KEN,1261007.46375
2044,KEN,1261007.46375
2045,KEN,1261007.46375
2046,KEN,1261007.46375
2047,KEN,1261007.46375
2048,KEN,1261007.46375
2049,KEN,1261007.46375
2050,KEN,1261007.46375
2021,KGZ,4.5
2022,KGZ,-1222.042875
2023,KGZ,-1222.042875
2024,KGZ,-1222.042875
2025,KGZ,-1222.042875
2026,KGZ,-1222.042875
2027,KGZ,-1222.042875
2028,KGZ,-1222.042875
2029,KGZ,-1222.042875
2030,KGZ,-1222.042875
2031,KGZ,-1222.042875
2032,KGZ,-1222.042875
2033,KGZ,-1222.042875
2034,KGZ,-1222.042875
2035,KGZ,-1222.042875
2036,KGZ,-1222.042875
2037,KGZ,-1222.042875
2038,KGZ,-1222.042875
2039,KGZ,-1222.042875
2040,KGZ,-1222.042875
2041,KGZ,-1222.042875
2042,KGZ,-1222.042875
2043,KGZ,-1222.042875
2044,KGZ,-1222.042875
2045,KGZ,-1222.042875
2046,KGZ,-1222.042875
2047,KGZ,-1222.042875
2048,KGZ,-1222.042875
2049,KGZ,-1222.042875
2050,KGZ,-1222.042875
2021,KHM,74723.90000000001
2022,KHM,32941.89804545455
2023,KHM,32941.89804545455
2024,KHM,32941.89804545455
2025,KHM,32941.89804545455
2026,KHM,32941.89804545455
2027,KHM,32941.89804545455
2028,KHM,32941.89804545455
2029,KHM,32941.89804545455
2030,KHM,32941.89804545455
2031,KHM,32941.89804545455
2032,KHM,32941.89804545455
2033,KHM,32941.89804545455
2034,KHM,32941.89804545455
2035,KHM,32941.89804545455
2036,KHM,32941.89804545455
2037,KHM,32941.89804545455
2038,KHM,32941.89804545455
2039,KHM,32941.89804545455
2040,KHM,32941.89804545455
2041,KHM,32941.89804545455
2042,KHM,32941.89804545455
2043,KHM,32941.89804545455
2044,KHM,32941.89804545455
2045,KHM,32941.89804545455
2046,KHM,32941.89804545455
2047,KHM,32941.89804545455
2048,KHM,32941.89804545455
2049,KHM,32941.89804545455
2050,KHM,32941.89804545455
2021,KIR,261.4455666666667
2022,KIR,261.4455666666667
2023,KIR,261.4455666666667
2024,KIR,261.4455666666667
2025,KIR,261.4455666666667
2026,KIR,261.4455666666667
2027,KIR,261.4455666666667
2028,KIR,261.4455666666667
2029,KIR,261.4455666666667
2030,KIR,261.4455666666667
2031,KIR,261.4455666666667
2032,KIR,261.4455666666667
2033,KIR,261.4455666666667
2034,KIR,261.4455666666667
2035,KIR,261.4455666666667
2036,KIR,261.4455666666667
2037,KIR,261.4455666666667
2038,KIR,261.4455666666667
2039,KIR,261.4455666666667
2040,KIR,261.4455666666667
2041,KIR,261.4455666666667
2042,KIR,261.4455666666667
2043,KIR,261.4455666666667
2044,KIR,261.4455666666667
2045,KIR,261.4455666666667
2046,KIR,261.4455666666667
2047,KIR,261.4455666666667
2048,KIR,261.4455666666667
2049,KIR,261.4455666666667
2050,KIR,261.4455666666667
2021,KOR,-3532990.703
2022,KOR,-4571866.198454546
2023,KOR,-4571866.198454546
2024,KOR,-4571866.198454546
2025,KOR,-4571866.198454546
2026,KOR,-4571866.198454546
2027,KOR,-4571866.198454546
2028,KOR,-4571866.198454546
2029,KOR,-4571866.198454546
2030,KOR,-4571866.198454546
2031,KOR,-4571866.198454546
2032,KOR,-4571866.198454546
2033,KOR,-4571866.198454546
2034,KOR,-4571866.198454546
2035,KOR,-4571866.198454546
2036,KOR,-4571866.198454546
2037,KOR,-4571866.198454546
2038,KOR,-4571866.198454546
2039,KOR,-4571866.198454546
2040,KOR,-4571866.198454546
2041,KOR,-4571866.198454546
2042,KOR,-4571866.198454546
2043,KOR,-4571866.198454546
2044,KOR,-4571866.198454546
2045,KOR,-4571866.198454546
2046,KOR,-4571866.198454546
2047,KOR,-4571866.198454546
2048,KOR,-4571866.198454546
2049,KOR,-4571866.198454546
2050,KOR,-4571866.198454546
2021,KWT,91892.1
2022,KWT,1118087.7774
2023,KWT,1118087.7774
2024,KWT,1118087.7774
2025,KWT,1118087.7774
2026,KWT,1118087.7774
2027,KWT,1118087.7774
2028,KWT,1118087.7774
2029,KWT,1118087.7774
2030,KWT,1118087.7774
2031,KWT,1118087.7774
2032,KWT,1118087.7774
2033,KWT,1118087.7774
2034,KWT,1118087.7774
2035,KWT,1118087.7774
2036,KWT,1118087.7774
2037,KWT,1118087.7774
2038,KWT,1118087.7774
2039,KWT,1118087.7774
2040,KWT,1118087.7774
2041,KWT,1118087.7774
2042,KWT,1118087.7774
2043,KWT,1118087.7774
2044,KWT,1118087.7774
2045,KWT,1118087.7774
2046,KWT,1118087.7774
2047,KWT,1118087.7774
2048,KWT,1118087.7774
2049,KWT,1118087.7774
2050,KWT,1118087.7774
2021,LAO,-60601.75
2022,LAO,121392.44477272728
2023,LAO,121392.44477272728
2024,LAO,121392.44477272728
2025,LAO,121392.44477272728
2026,LAO,121392.44477272728
2027,LAO,121392.44477272728
2028,LAO,121392.44477272728
2029,LAO,121392.44477272728
2030,LAO,121392.44477272728
2031,LAO,121392.44477272728
2032,LAO,121392.44477272728
2033,LAO,121392.44477272728
2034,LAO,121392.44477272728
2035,LAO,121392.44477272728
2036,LAO,121392.44477272728
2037,LAO,121392.44477272728
2038,LAO,121392.44477272728
2039,LAO,121392.44477272728
2040,LAO,121392.44477272728
2041,LAO,121392.44477272728
2042,LAO,121392.44477272728
2043,LAO,121392.44477272728
2044,LAO,121392.44477272728
2045,LAO,121392.44477272728
2046,LAO,121392.44477272728
2047,LAO,121392.44477272728
2048,LAO,121392.44477272728
2049,LAO,121392.44477272728
2050,LAO,121392.44477272728
2021,LBN,30000.0
2022,LBN,-63975.96363636363
2023,LBN,-63975.96363636363
2024,LBN,-63975.96363636363
2025,LBN,-63975.96363636363
2026,LBN,-63975.96363636363
2027,LBN,-63975.96363636363
2028,LBN,-63975.96363636363
2029,LBN,-63975.96363636363
2030,LBN,-63975.96363636363
2031,LBN,-63975.96363636363
2032,LBN,-63975.96363636363
2033,LBN,-63975.96363636363
2034,LBN,-63975.96363636363
2035,LBN,-63975.96363636363
2036,LBN,-63975.96363636363
2037,LBN,-63975.96363636363
2038,LBN,-63975.96363636363
2039,LBN,-63975.96363636363
2040,LBN,-63975.96363636363
2041,LBN,-63975.96363636363
2042,LBN,-63975.96363636363
2043,LBN,-63975.96363636363
2044,LBN,-63975.96363636363
2045,LBN,-63975.96363636363
2046,LBN,-63975.96363636363
2047,LBN,-63975.96363636363
2048,LBN,-63975.96363636363
2049,LBN,-63975.96363636363
2050,LBN,-63975.96363636363
2021,LBY,3500.0
2022,LBY,3500.0
2023,LBY,3500.0
2024,LBY,3500.0
2025,LBY,3500.0
2026,LBY,3500.0
2027,LBY,3500.0
2028,LBY,3500.0
2029,LBY,3500.0
2030,LBY,3500.0
2031,LBY,3500.0
2032,LBY,3500.0
2033,LBY,3500.0
2034,LBY,3500.0
2035,LBY,3500.0
2036,LBY,3500.0
2037,LBY,3500.0
2038,LBY,3500.0
2039,LBY,3500.0
