Year,iso_code3,net_imports_cement_clinker_tonne
2047,ARM,24721.38025
2048,ARM,24721.38025
2049,ARM,24721.38025
2050,ARM,24721.38025
2021,ATG,485.14456666666666
2022,ATG,485.14456666666666
2023,ATG,485.14456666666666
2024,ATG,485.14456666666666
2025,ATG,485.14456666666666
2026,ATG,485.14456666666666
2027,ATG,485.14456666666666
2028,ATG,485.14456666666666
2029,ATG,485.14456666666666
2030,ATG,485.14456666666666
2031,ATG,485.14456666666666
2032,ATG,485.14456666666666
2033,ATG,485.14456666666666
2034,ATG,485.14456666666666
2035,ATG,485.14456666666666
2036,ATG,485.14456666666666
2037,ATG,485.14456666666666
2038,ATG,485.14456666666666
2039,ATG,485.14456666666666
2040,ATG,485.14456666666666
2041,ATG,485.14456666666666
2042,ATG,485.14456666666666
2043,ATG,485.14456666666666
2044,ATG,485.14456666666666
2045,ATG,485.14456666666666
2046,ATG,485.14456666666666
2047,ATG,485.14456666666666
2048,ATG,485.14456666666666
2049,ATG,485.14456666666666
2050,ATG,485.14456666666666
2021,AUS,4099169.32
2022,AUS,3098438.177636364
2023,AUS,3098438.177636364
2024,AUS,3098438.177636364
2025,AUS,3098438.177636364
2026,AUS,3098438.177636364
2027,AUS,3098438.177636364
2028,AUS,3098438.177636364
2029,AUS,3098438.177636364
2030,AUS,3098438.177636364
2031,AUS,3098438.177636364
2032,AUS,3098438.177636364
2033,AUS,3098438.177636364
2034,AUS,3098438.177636364
2035,AUS,3098438.177636364
2036,AUS,3098438.177636364
2037,AUS,3098438.177636364
2038,AUS,3098438.177636364
2039,AUS,3098438.177636364
2040,AUS,3098438.177636364
2041,AUS,3098438.177636364
2042,AUS,3098438.177636364
2043,AUS,3098438.177636364
2044,AUS,3098438.177636364
2045,AUS,3098438.177636364
2046,AUS,3098438.177636364
2047,AUS,3098438.177636364
2048,AUS,3098438.177636364
2049,AUS,3098438.177636364
2050,AUS,3098438.177636364
2021,AUT,164307.27
2022,AUT,245624.92454545453
2023,AUT,245624.92454545453
2024,AUT,245624.92454545453
2025,AUT,245624.92454545453
2026,AUT,245624.92454545453
2027,AUT,245624.92454545453
2028,AUT,245624.92454545453
2029,AUT,245624.92454545453
2030,AUT,245624.92454545453
2031,AUT,245624.92454545453
2032,AUT,245624.92454545453
2033,AUT,245624.92454545453
2034,AUT,245624.92454545453
2035,AUT,245624.92454545453
2036,AUT,245624.92454545453
2037,AUT,245624.92454545453
2038,AUT,245624.92454545453
2039,AUT,245624.92454545453
2040,AUT,245624.92454545453
2041,AUT,245624.92454545453
2042,AUT,245624.92454545453
2043,AUT,245624.92454545453
2044,AUT,245624.92454545453
2045,AUT,245624.92454545453
2046,AUT,245624.92454545453
2047,AUT,245624.92454545453
2048,AUT,245624.92454545453
2049,AUT,245624.92454545453
2050,AUT,245624.92454545453
2021,AZE,-623005.26
2022,AZE,257610.9048181818
2023,AZE,257610.9048181818
2024,AZE,257610.9048181818
2025,AZE,257610.9048181818
2026,AZE,257610.9048181818
2027,AZE,257610.9048181818
2028,AZE,257610.9048181818
2029,AZE,257610.9048181818
2030,AZE,257610.9048181818
2031,AZE,257610.9048181818
2032,AZE,257610.9048181818
2033,AZE,257610.9048181818
2034,AZE,257610.9048181818
2035,AZE,257610.9048181818
2036,AZE,257610.9048181818
2037,AZE,257610.9048181818
2038,AZE,257610.9048181818
2039,AZE,257610.9048181818
2040,AZE,257610.9048181818
2041,AZE,257610.9048181818
2042,AZE,257610.9048181818
2043,AZE,257610.9048181818
2044,AZE,257610.9048181818
2045,AZE,257610.9048181818
2046,AZE,257610.9048181818
2047,AZE,257610.9048181818
2048,AZE,257610.9048181818
2049,AZE,257610.9048181818
2050,AZE,257610.9048181818
2021,BDI,102322.0
2022,BDI,66047.97727272728
2023,BDI,66047.97727272728
2024,BDI,66047.97727272728
2025,BDI,66047.97727272728
2026,BDI,66047.97727272728
2027,BDI,66047.97727272728
2028,BDI,66047.97727272728
2029,BDI,66047.97727272728
2030,BDI,66047.97727272728
2031,BDI,66047.97727272728
2032,BDI,66047.97727272728
2033,BDI,66047.97727272728
2034,BDI,66047.97727272728
2035,BDI,66047.97727272728
2036,BDI,66047.97727272728
2037,BDI,66047.97727272728
2038,BDI,66047.97727272728
2039,BDI,66047.97727272728
2040,BDI,66047.97727272728
2041,BDI,66047.97727272728
2042,BDI,66047.97727272728
2043,BDI,66047.97727272728
2044,BDI,66047.97727272728
2045,BDI,66047.97727272728
2046,BDI,66047.97727272728
2047,BDI,66047.97727272728
2048,BDI,66047.97727272728
2049,BDI,66047.97727272728
2050,BDI,66047.97727272728
2021,BEL,1024166.0
2022,BEL,293367.3181818182
2023,BEL,293367.3181818182
2024,BEL,293367.3181818182
2025,BEL,293367.3181818182
2026,BEL,293367.3181818182
2027,BEL,293367.3181818182
2028,BEL,293367.3181818182
2029,BEL,293367.3181818182
2030,BEL,293367.3181818182
2031,BEL,293367.3181818182
2032,BEL,293367.3181818182
2033,BEL,293367.3181818182
2034,BEL,293367.3181818182
2035,BEL,293367.3181818182
2036,BEL,293367.3181818182
2037,BEL,293367.3181818182
2038,BEL,293367.3181818182
2039,BEL,293367.3181818182
2040,BEL,293367.3181818182
2041,BEL,293367.3181818182
2042,BEL,293367.3181818182
2043,BEL,293367.3181818182
2044,BEL,293367.3181818182
2045,BEL,293367.3181818182
2046,BEL,293367.3181818182
2047,BEL,293367.3181818182
2048,BEL,293367.3181818182
2049,BEL,293367.3181818182
2050,BEL,293367.3181818182
2021,BEN,749693.0
2022,BEN,550488.2727272727
2023,BEN,550488.2727272727
2024,BEN,550488.2727272727
2025,BEN,550488.2727272727
2026,BEN,550488.2727272727
2027,BEN,550488.2727272727
2028,BEN,550488.2727272727
2029,BEN,550488.2727272727
2030,BEN,550488.2727272727
2031,BEN,550488.2727272727
2032,BEN,550488.2727272727
2033,BEN,550488.2727272727
2034,BEN,550488.2727272727
2035,BEN,550488.2727272727
2036,BEN,550488.2727272727
2037,BEN,550488.2727272727
2038,BEN,550488.2727272727
2039,BEN,550488.2727272727
2040,BEN,550488.2727272727
2041,BEN,550488.2727272727
2042,BEN,550488.2727272727
2043,BEN,550488.2727272727
2044,BEN,550488.2727272727
2045,BEN,550488.2727272727
2046,BEN,550488.2727272727
2047,BEN,550488.2727272727
2048,BEN,550488.2727272727
2049,BEN,550488.2727272727
2050,BEN,550488.2727272727
2021,BFA,2383770.0
2022,BFA,1127135.522818182
2023,BFA,1127135.522818182
2024,BFA,1127135.522818182
2025,BFA,1127135.522818182
2026,BFA,1127135.522818182
2027,BFA,1127135.522818182
2028,BFA,1127135.522818182
2029,BFA,1127135.522818182
2030,BFA,1127135.522818182
2031,BFA,1127135.522818182
2032,BFA,1127135.522818182
2033,BFA,1127135.522818182
2034,BFA,1127135.522818182
2035,BFA,1127135.522818182
2036,BFA,1127135.522818182
2037,BFA,1127135.522818182
2038,BFA,1127135.522818182
2039,BFA,1127135.522818182
2040,BFA,1127135.522818182
2041,BFA,1127135.522818182
2042,BFA,1127135.522818182
2043,BFA,1127135.522818182
2044,BFA,1127135.522818182
2045,BFA,1127135.522818182
2046,BFA,1127135.522818182
2047,BFA,1127135.522818182
2048,BFA,1127135.522818182
2049,BFA,1127135.522818182
2050,BFA,1127135.522818182
2021,BGD,9759477.43975
2022,BGD,9759477.43975
2023,BGD,9759477.43975
2024,BGD,9759477.43975
2025,BGD,9759477.43975
2026,BGD,9759477.43975
2027,BGD,9759477.43975
2028,BGD,9759477.43975
2029,BGD,9759477.43975
2030,BGD,9759477.43975
2031,BGD,9759477.43975
2032,BGD,9759477.43975
2033,BGD,9759477.43975
2034,BGD,9759477.43975
2035,BGD,9759477.43975
2036,BGD,9759477.43975
2037,BGD,9759477.43975
2038,BGD,9759477.43975
2039,BGD,9759477.43975
2040,BGD,9759477.43975
2041,BGD,9759477.43975
2042,BGD,9759477.43975
2043,BGD,9759477.43975
2044,BGD,9759477.43975
2045,BGD,9759477.43975
2046,BGD,9759477.43975
2047,BGD,9759477.43975
2048,BGD,9759477.43975
2049,BGD,9759477.43975
2050,BGD,9759477.43975
2021,BGR,-226692.3
2022,BGR,-239255.86636363636
2023,BGR,-239255.86636363636
2024,BGR,-239255.86636363636
2025,BGR,-239255.86636363636
2026,BGR,-239255.86636363636
2027,BGR,-239255.86636363636
2028,BGR,-239255.86636363636
2029,BGR,-239255.86636363636
2030,BGR,-239255.86636363636
2031,BGR,-239255.86636363636
2032,BGR,-239255.86636363636
2033,BGR,-239255.86636363636
2034,BGR,-239255.86636363636
2035,BGR,-239255.86636363636
2036,BGR,-239255.86636363636
2037,BGR,-239255.86636363636
2038,BGR,-239255.86636363636
2039,BGR,-239255.86636363636
2040,BGR,-239255.86636363636
2041,BGR,-239255.86636363636
2042,BGR,-239255.86636363636
2043,BGR,-239255.86636363636
2044,BGR,-239255.86636363636
2045,BGR,-239255.86636363636
2046,BGR,-239255.86636363636
2047,BGR,-239255.86636363636
2048,BGR,-239255.86636363636
2049,BGR,-239255.86636363636
2050,BGR,-239255.86636363636
2021,BHR,333938.1814
2022,BHR,333938.1814
2023,BHR,333938.1814
2024,BHR,333938.1814
2025,BHR,333938.1814
2026,BHR,333938.1814
2027,BHR,333938.1814
2028,BHR,333938.1814
2029,BHR,333938.1814
2030,BHR,333938.1814
2031,BHR,333938.1814
2032,BHR,333938.1814
2033,BHR,333938.1814
2034,BHR,333938.1814
2035,BHR,333938.1814
2036,BHR,333938.1814
2037,BHR,333938.1814
2038,BHR,333938.1814
2039,BHR,333938.1814
2040,BHR,333938.1814
2041,BHR,333938.1814
2042,BHR,333938.1814
2043,BHR,333938.1814
2044,BHR,333938.1814
2045,BHR,333938.1814
2046,BHR,333938.1814
2047,BHR,333938.1814
2048,BHR,333938.1814
2049,BHR,333938.1814
2050,BHR,333938.1814
2021,BHS,4620.2909282
2022,BHS,4620.2909282
2023,BHS,4620.2909282
2024,BHS,4620.2909282
2025,BHS,4620.2909282
2026,BHS,4620.2909282
2027,BHS,4620.2909282
2028,BHS,4620.2909282
2029,BHS,4620.2909282
2030,BHS,4620.2909282
2031,BHS,4620.2909282
2032,BHS,4620.2909282
2033,BHS,4620.2909282
2034,BHS,4620.2909282
2035,BHS,4620.2909282
2036,BHS,4620.2909282
2037,BHS,4620.2909282
2038,BHS,4620.2909282
2039,BHS,4620.2909282
2040,BHS,4620.2909282
2041,BHS,4620.2909282
2042,BHS,4620.2909282
2043,BHS,4620.2909282
2044,BHS,4620.2909282
2045,BHS,4620.2909282
2046,BHS,4620.2909282
2047,BHS,4620.2909282
2048,BHS,4620.2909282
2049,BHS,4620.2909282
2050,BHS,4620.2909282
2021,BIH,-100830.38
2022,BIH,-18972.364003
2023,BIH,-18972.364003
2024,BIH,-18972.364003
2025,BIH,-18972.364003
2026,BIH,-18972.364003
2027,BIH,-18972.364003
2028,BIH,-18972.364003
2029,BIH,-18972.364003
2030,BIH,-18972.364003
2031,BIH,-18972.364003
2032,BIH,-18972.364003
2033,BIH,-18972.364003
2034,BIH,-18972.364003
2035,BIH,-18972.364003
2036,BIH,-18972.364003
2037,BIH,-18972.364003
2038,BIH,-18972.364003
2039,BIH,-18972.364003
2040,BIH,-18972.364003
2041,BIH,-18972.364003
2042,BIH,-18972.364003
2043,BIH,-18972.364003
2044,BIH,-18972.364003
2045,BIH,-18972.364003
2046,BIH,-18972.364003
2047,BIH,-18972.364003
2048,BIH,-18972.364003
2049,BIH,-18972.364003
2050,BIH,-18972.364003
2021,BLR,13223.972214285712
2022,BLR,13223.972214285712
2023,BLR,13223.972214285712
2024,BLR,13223.972214285712
2025,BLR,13223.972214285712
2026,BLR,13223.972214285712
2027,BLR,13223.972214285712
2028,BLR,13223.972214285712
2029,BLR,13223.972214285712
2030,BLR,13223.972214285712
2031,BLR,13223.972214285712
2032,BLR,13223.972214285712
2033,BLR,13223.972214285712
2034,BLR,13223.972214285712
2035,BLR,13223.972214285712
2036,BLR,13223.972214285712
2037,BLR,13223.972214285712
2038,BLR,13223.972214285712
2039,BLR,13223.972214285712
2040,BLR,13223.972214285712
2041,BLR,13223.972214285712
2042,BLR,13223.972214285712
2043,BLR,13223.972214285712
2044,BLR,13223.972214285712
2045,BLR,13223.972214285712
2046,BLR,13223.972214285712
2047,BLR,13223.972214285712
2048,BLR,13223.972214285712
2049,BLR,13223.972214285712
2050,BLR,13223.972214285712
2021,BLZ,39930.4
2022,BLZ,2852.9250642857146
2023,BLZ,2852.9250642857146
2024,BLZ,2852.9250642857146
2025,BLZ,2852.9250642857146
2026,BLZ,2852.9250642857146
2027,BLZ,2852.9250642857146
2028,BLZ,2852.9250642857146
2029,BLZ,2852.9250642857146
2030,BLZ,2852.9250642857146
2031,BLZ,2852.9250642857146
2032,BLZ,2852.9250642857146
2033,BLZ,2852.9250642857146
2034,BLZ,2852.9250642857146
2035,BLZ,2852.9250642857146
2036,BLZ,2852.9250642857146
2037,BLZ,2852.9250642857146
2038,BLZ,2852.9250642857146
2039,BLZ,2852.9250642857146
2040,BLZ,2852.9250642857146
2041,BLZ,2852.9250642857146
2042,BLZ,2852.9250642857146
2043,BLZ,2852.9250642857146
2044,BLZ,2852.9250642857146
2045,BLZ,2852.9250642857146
2046,BLZ,2852.9250642857146
2047,BLZ,2852.9250642857146
2048,BLZ,2852.9250642857146
2049,BLZ,2852.9250642857146
2050,BLZ,2852.9250642857146
2021,BMU,2.25185
2022,BMU,15.95033
2023,BMU,15.95033
2024,BMU,15.95033
2025,BMU,15.95033
2026,BMU,15.95033
2027,BMU,15.95033
2028,BMU,15.95033
2029,BMU,15.95033
2030,BMU,15.95033
2031,BMU,15.95033
2032,BMU,15.95033
2033,BMU,15.95033
2034,BMU,15.95033
2035,BMU,15.95033
2036,BMU,15.95033
2037,BMU,15.95033
2038,BMU,15.95033
2039,BMU,15.95033
2040,BMU,15.95033
2041,BMU,15.95033
2042,BMU,15.95033
2043,BMU,15.95033
2044,BMU,15.95033
2045,BMU,15.95033
2046,BMU,15.95033
2047,BMU,15.95033
2048,BMU,15.95033
2049,BMU,15.95033
2050,BMU,15.95033
2021,BOL,-5802.55
2022,BOL,87632.19409090909
2023,BOL,87632.19409090909
2024,BOL,87632.19409090909
2025,BOL,87632.19409090909
2026,BOL,87632.19409090909
2027,BOL,87632.19409090909
2028,BOL,87632.19409090909
2029,BOL,87632.19409090909
2030,BOL,87632.19409090909
2031,BOL,87632.19409090909
2032,BOL,87632.19409090909
2033,BOL,87632.19409090909
2034,BOL,87632.19409090909
2035,BOL,87632.19409090909
2036,BOL,87632.19409090909
2037,BOL,87632.19409090909
2038,BOL,87632.19409090909
2039,BOL,87632.19409090909
2040,BOL,87632.19409090909
2041,BOL,87632.19409090909
2042,BOL,87632.19409090909
2043,BOL,87632.19409090909
2044,BOL,87632.19409090909
2045,BOL,87632.19409090909
2046,BOL,87632.19409090909
2047,BOL,87632.19409090909
2048,BOL,87632.19409090909
2049,BOL,87632.19409090909
2050,BOL,87632.19409090909
2021,BRA,240099.0
2022,BRA,729431.0313636364
2023,BRA,729431.0313636364
2024,BRA,729431.0313636364
2025,BRA,729431.0313636364
2026,BRA,729431.0313636364
2027,BRA,729431.0313636364
2028,BRA,729431.0313636364
2029,BRA,729431.0313636364
2030,BRA,729431.0313636364
2031,BRA,729431.0313636364
2032,BRA,729431.0313636364
2033,BRA,729431.0313636364
2034,BRA,729431.0313636364
2035,BRA,729431.0313636364
2036,BRA,729431.0313636364
2037,BRA,729431.0313636364
2038,BRA,729431.0313636364
2039,BRA,729431.0313636364
2040,BRA,729431.0313636364
2041,BRA,729431.0313636364
2042,BRA,729431.0313636364
2043,BRA,729431.0313636364
2044,BRA,729431.0313636364
2045,BRA,729431.0313636364
2046,BRA,729431.0313636364
2047,BRA,729431.0313636364
2048,BRA,729431.0313636364
2049,BRA,729431.0313636364
2050,BRA,729431.0313636364
2021,BRB,79.8
2022,BRB,944.045777777778
2023,BRB,944.045777777778
2024,BRB,944.045777777778
2025,BRB,944.045777777778
2026,BRB,944.045777777778
2027,BRB,944.045777777778
2028,BRB,944.045777777778
2029,BRB,944.045777777778
2030,BRB,944.045777777778
2031,BRB,944.045777777778
2032,BRB,944.045777777778
2033,BRB,944.045777777778
2034,BRB,944.045777777778
2035,BRB,944.045777777778
2036,BRB,944.045777777778
2037,BRB,944.045777777778
2038,BRB,944.045777777778
2039,BRB,944.045777777778
2040,BRB,944.045777777778
2041,BRB,944.045777777778
2042,BRB,944.045777777778
2043,BRB,944.045777777778
2044,BRB,944.045777777778
2045,BRB,944.045777777778
2046,BRB,944.045777777778
2047,BRB,944.045777777778
2048,BRB,944.045777777778
2049,BRB,944.045777777778
2050,BRB,944.045777777778
2021,BRN,229274.951
2022,BRN,221697.73775454547
2023,BRN,221697.73775454547
2024,BRN,221697.73775454547
2025,BRN,221697.73775454547
2026,BRN,221697.73775454547
2027,BRN,221697.73775454547
2028,BRN,221697.73775454547
2029,BRN,221697.73775454547
2030,BRN,221697.73775454547
2031,BRN,221697.73775454547
2032,BRN,221697.73775454547
2033,BRN,221697.73775454547
2034,BRN,221697.73775454547
2035,BRN,221697.73775454547
2036,BRN,221697.73775454547
2037,BRN,221697.73775454547
2038,BRN,221697.73775454547
2039,BRN,221697.73775454547
2040,BRN,221697.73775454547
2041,BRN,221697.73775454547
2042,BRN,221697.73775454547
2043,BRN,221697.73775454547
2044,BRN,221697.73775454547
2045,BRN,221697.73775454547
2046,BRN,221697.73775454547
2047,BRN,221697.73775454547
2048,BRN,221697.73775454547
2049,BRN,221697.73775454547
2050,BRN,221697.73775454547
2021,BTN,5317.125000000001
2022,BTN,5317.125000000001
2023,BTN,5317.125000000001
2024,BTN,5317.125000000001
2025,BTN,5317.125000000001
2026,BTN,5317.125000000001
2027,BTN,5317.125000000001
2028,BTN,5317.125000000001
2029,BTN,5317.125000000001
2030,BTN,5317.125000000001
2031,BTN,5317.125000000001
2032,BTN,5317.125000000001
2033,BTN,5317.125000000001
2034,BTN,5317.125000000001
2035,BTN,5317.125000000001
2036,BTN,5317.125000000001
2037,BTN,5317.125000000001
2038,BTN,5317.125000000001
2039,BTN,5317.125000000001
2040,BTN,5317.125000000001
2041,BTN,5317.125000000001
2042,BTN,5317.125000000001
2043,BTN,5317.125000000001
2044,BTN,5317.125000000001
2045,BTN,5317.125000000001
2046,BTN,5317.125000000001
2047,BTN,5317.125000000001
2048,BTN,5317.125000000001
2049,BTN,5317.125000000001
2050,BTN,5317.125000000001
2021,BWA,3696.8
2022,BWA,4655.808272727273
2023,BWA,4655.808272727273
2024,BWA,4655.808272727273
2025,BWA,4655.808272727273
2026,BWA,4655.808272727273
2027,BWA,4655.808272727273
2028,BWA,4655.808272727273
2029,BWA,4655.808272727273
2030,BWA,4655.808272727273
2031,BWA,4655.808272727273
2032,BWA,4655.808272727273
2033,BWA,4655.808272727273
2034,BWA,4655.808272727273
2035,BWA,4655.808272727273
2036,BWA,4655.808272727273
2037,BWA,4655.808272727273
2038,BWA,4655.808272727273
2039,BWA,4655.808272727273
2040,BWA,4655.808272727273
2041,BWA,4655.808272727273
2042,BWA,4655.808272727273
2043,BWA,4655.808272727273
2044,BWA,4655.808272727273
2045,BWA,4655.808272727273
2046,BWA,4655.808272727273
2047,BWA,4655.808272727273
2048,BWA,4655.808272727273
2049,BWA,4655.808272727273
2050,BWA,4655.808272727273
2021,CAF,215.53360000000004
2022,CAF,215.53360000000004
2023,CAF,215.53360000000004
2024,CAF,215.53360000000004
2025,CAF,215.53360000000004
2026,CAF,215.53360000000004
2027,CAF,215.53360000000004
2028,CAF,215.53360000000004
2029,CAF,215.53360000000004
2030,CAF,215.53360000000004
2031,CAF,215.53360000000004
2032,CAF,215.53360000000004
2033,CAF,215.53360000000004
2034,CAF,215.53360000000004
2035,CAF,215.53360000000004
2036,CAF,215.53360000000004
2037,CAF,215.53360000000004
2038,CAF,215.53360000000004
2039,CAF,215.53360000000004
2040,CAF,215.53360000000004
2041,CAF,215.53360000000004
2042,CAF,215.53360000000004
2043,CAF,215.53360000000004
2044,CAF,215.53360000000004
2045,CAF,215.53360000000004
2046,CAF,215.53360000000004
2047,CAF,215.53360000000004
2048,CAF,215.53360000000004
2049,CAF,215.53360000000004
2050,CAF,215.53360000000004
2021,CAN,-587811.7
2022,CAN,-584080.7136363637
2023,CAN,-584080.7136363637
2024,CAN,-584080.7136363637
2025,CAN,-584080.7136363637
2026,CAN,-584080.7136363637
2027,CAN,-584080.7136363637
2028,CAN,-584080.7136363637
2029,CAN,-584080.7136363637
2030,CAN,-584080.7136363637
2031,CAN,-584080.7136363637
2032,CAN,-584080.7136363637
2033,CAN,-584080.7136363637
2034,CAN,-584080.7136363637
2035,CAN,-584080.7136363637
2036,CAN,-584080.7136363637
2037,CAN,-584080.7136363637
2038,CAN,-584080.7136363637
2039,CAN,-584080.7136363637
2040,CAN,-584080.7136363637
2041,CAN,-584080.7136363637
2042,CAN,-584080.7136363637
2043,CAN,-584080.7136363637
2044,CAN,-584080.7136363637
2045,CAN,-584080.7136363637
2046,CAN,-584080.7136363637
2047,CAN,-584080.7136363637
2048,CAN,-584080.7136363637
2049,CAN,-584080.7136363637
2050,CAN,-584080.7136363637
2021,CHE,-39274.9
2022,CHE,21854.72042909091
2023,CHE,21854.72042909091
2024,CHE,21854.72042909091
2025,CHE,21854.72042909091
2026,CHE,21854.72042909091
2027,CHE,21854.72042909091
2028,CHE,21854.72042909091
2029,CHE,21854.72042909091
2030,CHE,21854.72042909091
2031,CHE,21854.72042909091
2032,CHE,21854.72042909091
2033,CHE,21854.72042909091
2034,CHE,21854.72042909091
2035,CHE,21854.72042909091
2036,CHE,21854.72042909091
2037,CHE,21854.72042909091
2038,CHE,21854.72042909091
2039,CHE,21854.72042909091
2040,CHE,21854.72042909091
2041,CHE,21854.72042909091
2042,CHE,21854.72042909091
2043,CHE,21854.72042909091
