Year,iso_code3,ef_lndu_conv_forests_primary_to_grasslands_gg_co2_ha
2039,PLW,0.594491
2040,PLW,0.594491
2041,PLW,0.594491
2042,PLW,0.594491
2043,PLW,0.594491
2044,PLW,0.594491
2045,PLW,0.594491
2046,PLW,0.594491
2047,PLW,0.594491
2048,PLW,0.594491
2049,PLW,0.594491
2050,PLW,0.594491
2020,PYF,0.590228
2021,PYF,0.590228
2022,PYF,0.590228
2023,PYF,0.590228
2024,PYF,0.590228
2025,PYF,0.590228
2026,PYF,0.590228
2027,PYF,0.590228
2028,PYF,0.590228
2029,PYF,0.590228
2030,PYF,0.590228
2031,PYF,0.590228
2032,PYF,0.590228
2033,PYF,0.590228
2034,PYF,0.590228
2035,PYF,0.590228
2036,PYF,0.590228
2037,PYF,0.590228
2038,PYF,0.590228
2039,PYF,0.590228
2040,PYF,0.590228
2041,PYF,0.590228
2042,PYF,0.590228
2043,PYF,0.590228
2044,PYF,0.590228
2045,PYF,0.590228
2046,PYF,0.590228
2047,PYF,0.590228
2048,PYF,0.590228
2049,PYF,0.590228
2050,PYF,0.590228
2020,QAT,0.132995
2021,QAT,0.132995
2022,QAT,0.132995
2023,QAT,0.132995
2024,QAT,0.132995
2025,QAT,0.132995
2026,QAT,0.132995
2027,QAT,0.132995
2028,QAT,0.132995
2029,QAT,0.132995
2030,QAT,0.132995
2031,QAT,0.132995
2032,QAT,0.132995
2033,QAT,0.132995
2034,QAT,0.132995
2035,QAT,0.132995
2036,QAT,0.132995
2037,QAT,0.132995
2038,QAT,0.132995
2039,QAT,0.132995
2040,QAT,0.132995
2041,QAT,0.132995
2042,QAT,0.132995
2043,QAT,0.132995
2044,QAT,0.132995
2045,QAT,0.132995
2046,QAT,0.132995
2047,QAT,0.132995
2048,QAT,0.132995
2049,QAT,0.132995
2050,QAT,0.132995
2020,SAU,0.079734
2021,SAU,0.079734
2022,SAU,0.079734
2023,SAU,0.079734
2024,SAU,0.079734
2025,SAU,0.079734
2026,SAU,0.079734
2027,SAU,0.079734
2028,SAU,0.079734
2029,SAU,0.079734
2030,SAU,0.079734
2031,SAU,0.079734
2032,SAU,0.079734
2033,SAU,0.079734
2034,SAU,0.079734
2035,SAU,0.079734
2036,SAU,0.079734
2037,SAU,0.079734
2038,SAU,0.079734
2039,SAU,0.079734
2040,SAU,0.079734
2041,SAU,0.079734
2042,SAU,0.079734
2043,SAU,0.079734
2044,SAU,0.079734
2045,SAU,0.079734
2046,SAU,0.079734
2047,SAU,0.079734
2048,SAU,0.079734
2049,SAU,0.079734
2050,SAU,0.079734
2020,SGP,0.642456
2021,SGP,0.642456
2022,SGP,0.642456
2023,SGP,0.642456
2024,SGP,0.642456
2025,SGP,0.642456
2026,SGP,0.642456
2027,SGP,0.642456
2028,SGP,0.642456
2029,SGP,0.642456
2030,SGP,0.642456
2031,SGP,0.642456
2032,SGP,0.642456
2033,SGP,0.642456
2034,SGP,0.642456
2035,SGP,0.642456
2036,SGP,0.642456
2037,SGP,0.642456
2038,SGP,0.642456
2039,SGP,0.642456
2040,SGP,0.642456
2041,SGP,0.642456
2042,SGP,0.642456
2043,SGP,0.642456
2044,SGP,0.642456
2045,SGP,0.642456
2046,SGP,0.642456
2047,SGP,0.642456
2048,SGP,0.642456
2049,SGP,0.642456
2050,SGP,0.642456
2020,SLB,0.594491
2021,SLB,0.594491
2022,SLB,0.594491
2023,SLB,0.594491
2024,SLB,0.594491
2025,SLB,0.594491
2026,SLB,0.594491
2027,SLB,0.594491
2028,SLB,0.594491
2029,SLB,0.594491
2030,SLB,0.594491
2031,SLB,0.594491
2032,SLB,0.594491
2033,SLB,0.594491
2034,SLB,0.594491
2035,SLB,0.594491
2036,SLB,0.594491
2037,SLB,0.594491
2038,SLB,0.594491
2039,SLB,0.594491
2040,SLB,0.594491
2041,SLB,0.594491
2042,SLB,0.594491
2043,SLB,0.594491
2044,SLB,0.594491
2045,SLB,0.594491
2046,SLB,0.594491
2047,SLB,0.594491
2048,SLB,0.594491
2049,SLB,0.594491
2050,SLB,0.594491
2020,SLV,0.230785
2021,SLV,0.230785
2022,SLV,0.230785
2023,SLV,0.230785
2024,SLV,0.230785
2025,SLV,0.230785
2026,SLV,0.230785
2027,SLV,0.230785
2028,SLV,0.230785
2029,SLV,0.230785
2030,SLV,0.230785
2031,SLV,0.230785
2032,SLV,0.230785
2033,SLV,0.230785
2034,SLV,0.230785
2035,SLV,0.230785
2036,SLV,0.230785
2037,SLV,0.230785
2038,SLV,0.230785
2039,SLV,0.230785
2040,SLV,0.230785
2041,SLV,0.230785
2042,SLV,0.230785
2043,SLV,0.230785
2044,SLV,0.230785
2045,SLV,0.230785
2046,SLV,0.230785
2047,SLV,0.230785
2048,SLV,0.230785
2049,SLV,0.230785
2050,SLV,0.230785
2020,SMR,0.214514
2021,SMR,0.214514
2022,SMR,0.214514
2023,SMR,0.214514
2024,SMR,0.214514
2025,SMR,0.214514
2026,SMR,0.214514
2027,SMR,0.214514
2028,SMR,0.214514
2029,SMR,0.214514
2030,SMR,0.214514
2031,SMR,0.214514
2032,SMR,0.214514
2033,SMR,0.214514
2034,SMR,0.214514
2035,SMR,0.214514
2036,SMR,0.214514
2037,SMR,0.214514
2038,SMR,0.214514
2039,SMR,0.214514
2040,SMR,0.214514
2041,SMR,0.214514
2042,SMR,0.214514
2043,SMR,0.214514
2044,SMR,0.214514
2045,SMR,0.214514
2046,SMR,0.214514
2047,SMR,0.214514
2048,SMR,0.214514
2049,SMR,0.214514
2050,SMR,0.214514
2020,STP,0.166861
2021,STP,0.166861
2022,STP,0.166861
2023,STP,0.166861
2024,STP,0.166861
2025,STP,0.166861
2026,STP,0.166861
2027,STP,0.166861
2028,STP,0.166861
2029,STP,0.166861
2030,STP,0.166861
2031,STP,0.166861
2032,STP,0.166861
2033,STP,0.166861
2034,STP,0.166861
2035,STP,0.166861
2036,STP,0.166861
2037,STP,0.166861
2038,STP,0.166861
2039,STP,0.166861
2040,STP,0.166861
2041,STP,0.166861
2042,STP,0.166861
2043,STP,0.166861
2044,STP,0.166861
2045,STP,0.166861
2046,STP,0.166861
2047,STP,0.166861
2048,STP,0.166861
2049,STP,0.166861
2050,STP,0.166861
2020,SUR,0.299393
2021,SUR,0.299393
2022,SUR,0.299393
2023,SUR,0.299393
2024,SUR,0.299393
2025,SUR,0.299393
2026,SUR,0.299393
2027,SUR,0.299393
2028,SUR,0.299393
2029,SUR,0.299393
2030,SUR,0.299393
2031,SUR,0.299393
2032,SUR,0.299393
2033,SUR,0.299393
2034,SUR,0.299393
2035,SUR,0.299393
2036,SUR,0.299393
2037,SUR,0.299393
2038,SUR,0.299393
2039,SUR,0.299393
2040,SUR,0.299393
2041,SUR,0.299393
2042,SUR,0.299393
2043,SUR,0.299393
2044,SUR,0.299393
2045,SUR,0.299393
2046,SUR,0.299393
2047,SUR,0.299393
2048,SUR,0.299393
2049,SUR,0.299393
2050,SUR,0.299393
2020,SXM,0.120776
2021,SXM,0.120776
2022,SXM,0.120776
2023,SXM,0.120776
2024,SXM,0.120776
2025,SXM,0.120776
2026,SXM,0.120776
2027,SXM,0.120776
2028,SXM,0.120776
2029,SXM,0.120776
2030,SXM,0.120776
2031,SXM,0.120776
2032,SXM,0.120776
2033,SXM,0.120776
2034,SXM,0.120776
2035,SXM,0.120776
2036,SXM,0.120776
2037,SXM,0.120776
2038,SXM,0.120776
2039,SXM,0.120776
2040,SXM,0.120776
2041,SXM,0.120776
2042,SXM,0.120776
2043,SXM,0.120776
2044,SXM,0.120776
2045,SXM,0.120776
2046,SXM,0.120776
2047,SXM,0.120776
2048,SXM,0.120776
2049,SXM,0.120776
2050,SXM,0.120776
2020,SYC,0.079446
2021,SYC,0.079446
2022,SYC,0.079446
2023,SYC,0.079446
2024,SYC,0.079446
2025,SYC,0.079446
2026,SYC,0.079446
2027,SYC,0.079446
2028,SYC,0.079446
2029,SYC,0.079446
2030,SYC,0.079446
2031,SYC,0.079446
2032,SYC,0.079446
2033,SYC,0.079446
2034,SYC,0.079446
2035,SYC,0.079446
2036,SYC,0.079446
2037,SYC,0.079446
2038,SYC,0.079446
2039,SYC,0.079446
2040,SYC,0.079446
2041,SYC,0.079446
2042,SYC,0.079446
2043,SYC,0.079446
2044,SYC,0.079446
2045,SYC,0.079446
2046,SYC,0.079446
2047,SYC,0.079446
2048,SYC,0.079446
2049,SYC,0.079446
2050,SYC,0.079446
2020,TCA,0.29012
2021,TCA,0.29012
2022,TCA,0.29012
2023,TCA,0.29012
2024,TCA,0.29012
2025,TCA,0.29012
2026,TCA,0.29012
2027,TCA,0.29012
2028,TCA,0.29012
2029,TCA,0.29012
2030,TCA,0.29012
2031,TCA,0.29012
2032,TCA,0.29012
2033,TCA,0.29012
2034,TCA,0.29012
2035,TCA,0.29012
2036,TCA,0.29012
2037,TCA,0.29012
2038,TCA,0.29012
2039,TCA,0.29012
2040,TCA,0.29012
2041,TCA,0.29012
2042,TCA,0.29012
2043,TCA,0.29012
2044,TCA,0.29012
2045,TCA,0.29012
2046,TCA,0.29012
2047,TCA,0.29012
2048,TCA,0.29012
2049,TCA,0.29012
2050,TCA,0.29012
2020,TJK,0.117823
2021,TJK,0.117823
2022,TJK,0.117823
2023,TJK,0.117823
2024,TJK,0.117823
2025,TJK,0.117823
2026,TJK,0.117823
2027,TJK,0.117823
2028,TJK,0.117823
2029,TJK,0.117823
2030,TJK,0.117823
2031,TJK,0.117823
2032,TJK,0.117823
2033,TJK,0.117823
2034,TJK,0.117823
2035,TJK,0.117823
2036,TJK,0.117823
2037,TJK,0.117823
2038,TJK,0.117823
2039,TJK,0.117823
2040,TJK,0.117823
2041,TJK,0.117823
2042,TJK,0.117823
2043,TJK,0.117823
2044,TJK,0.117823
2045,TJK,0.117823
2046,TJK,0.117823
2047,TJK,0.117823
2048,TJK,0.117823
2049,TJK,0.117823
2050,TJK,0.117823
2020,TLS,0.642456
2021,TLS,0.642456
2022,TLS,0.642456
2023,TLS,0.642456
2024,TLS,0.642456
2025,TLS,0.642456
2026,TLS,0.642456
2027,TLS,0.642456
2028,TLS,0.642456
2029,TLS,0.642456
2030,TLS,0.642456
2031,TLS,0.642456
2032,TLS,0.642456
2033,TLS,0.642456
2034,TLS,0.642456
2035,TLS,0.642456
2036,TLS,0.642456
2037,TLS,0.642456
2038,TLS,0.642456
2039,TLS,0.642456
2040,TLS,0.642456
2041,TLS,0.642456
2042,TLS,0.642456
2043,TLS,0.642456
2044,TLS,0.642456
2045,TLS,0.642456
2046,TLS,0.642456
2047,TLS,0.642456
2048,TLS,0.642456
2049,TLS,0.642456
2050,TLS,0.642456
2020,TON,0.590228
2021,TON,0.590228
2022,TON,0.590228
2023,TON,0.590228
2024,TON,0.590228
2025,TON,0.590228
2026,TON,0.590228
2027,TON,0.590228
2028,TON,0.590228
2029,TON,0.590228
2030,TON,0.590228
2031,TON,0.590228
2032,TON,0.590228
2033,TON,0.590228
2034,TON,0.590228
2035,TON,0.590228
2036,TON,0.590228
2037,TON,0.590228
2038,TON,0.590228
2039,TON,0.590228
2040,TON,0.590228
2041,TON,0.590228
2042,TON,0.590228
2043,TON,0.590228
2044,TON,0.590228
2045,TON,0.590228
2046,TON,0.590228
2047,TON,0.590228
2048,TON,0.590228
2049,TON,0.590228
2050,TON,0.590228
2020,TTO,0.299393
2021,TTO,0.299393
2022,TTO,0.299393
2023,TTO,0.299393
2024,TTO,0.299393
2025,TTO,0.299393
2026,TTO,0.299393
2027,TTO,0.299393
2028,TTO,0.299393
2029,TTO,0.299393
2030,TTO,0.299393
2031,TTO,0.299393
2032,TTO,0.299393
2033,TTO,0.299393
2034,TTO,0.299393
2035,TTO,0.299393
2036,TTO,0.299393
2037,TTO,0.299393
2038,TTO,0.299393
2039,TTO,0.299393
2040,TTO,0.299393
2041,TTO,0.299393
2042,TTO,0.299393
2043,TTO,0.299393
2044,TTO,0.299393
2045,TTO,0.299393
2046,TTO,0.299393
2047,TTO,0.299393
2048,TTO,0.299393
2049,TTO,0.299393
2050,TTO,0.299393
2020,TUV,0.590228
2021,TUV,0.590228
2022,TUV,0.590228
2023,TUV,0.590228
2024,TUV,0.590228
2025,TUV,0.590228
2026,TUV,0.590228
2027,TUV,0.590228
2028,TUV,0.590228
2029,TUV,0.590228
2030,TUV,0.590228
2031,TUV,0.590228
2032,TUV,0.590228
2033,TUV,0.590228
2034,TUV,0.590228
2035,TUV,0.590228
2036,TUV,0.590228
2037,TUV,0.590228
2038,TUV,0.590228
2039,TUV,0.590228
2040,TUV,0.590228
2041,TUV,0.590228
2042,TUV,0.590228
2043,TUV,0.590228
2044,TUV,0.590228
2045,TUV,0.590228
2046,TUV,0.590228
2047,TUV,0.590228
2048,TUV,0.590228
2049,TUV,0.590228
2050,TUV,0.590228
2020,URY,0.141721
2021,URY,0.141721
2022,URY,0.141721
2023,URY,0.141721
2024,URY,0.141721
2025,URY,0.141721
2026,URY,0.141721
2027,URY,0.141721
2028,URY,0.141721
2029,URY,0.141721
2030,URY,0.141721
2031,URY,0.141721
2032,URY,0.141721
2033,URY,0.141721
2034,URY,0.141721
2035,URY,0.141721
2036,URY,0.141721
2037,URY,0.141721
2038,URY,0.141721
2039,URY,0.141721
2040,URY,0.141721
2041,URY,0.141721
2042,URY,0.141721
2043,URY,0.141721
2044,URY,0.141721
2045,URY,0.141721
2046,URY,0.141721
2047,URY,0.141721
2048,URY,0.141721
2049,URY,0.141721
2050,URY,0.141721
2020,VCT,0.120776
2021,VCT,0.120776
2022,VCT,0.120776
2023,VCT,0.120776
2024,VCT,0.120776
2025,VCT,0.120776
2026,VCT,0.120776
2027,VCT,0.120776
2028,VCT,0.120776
2029,VCT,0.120776
2030,VCT,0.120776
2031,VCT,0.120776
2032,VCT,0.120776
2033,VCT,0.120776
2034,VCT,0.120776
2035,VCT,0.120776
2036,VCT,0.120776
2037,VCT,0.120776
2038,VCT,0.120776
2039,VCT,0.120776
2040,VCT,0.120776
2041,VCT,0.120776
2042,VCT,0.120776
2043,VCT,0.120776
2044,VCT,0.120776
2045,VCT,0.120776
2046,VCT,0.120776
2047,VCT,0.120776
2048,VCT,0.120776
2049,VCT,0.120776
2050,VCT,0.120776
2020,VGB,0.120776
2021,VGB,0.120776
2022,VGB,0.120776
2023,VGB,0.120776
2024,VGB,0.120776
2025,VGB,0.120776
2026,VGB,0.120776
2027,VGB,0.120776
2028,VGB,0.120776
2029,VGB,0.120776
2030,VGB,0.120776
2031,VGB,0.120776
2032,VGB,0.120776
2033,VGB,0.120776
2034,VGB,0.120776
2035,VGB,0.120776
2036,VGB,0.120776
2037,VGB,0.120776
2038,VGB,0.120776
2039,VGB,0.120776
2040,VGB,0.120776
2041,VGB,0.120776
2042,VGB,0.120776
2043,VGB,0.120776
2044,VGB,0.120776
2045,VGB,0.120776
2046,VGB,0.120776
2047,VGB,0.120776
2048,VGB,0.120776
2049,VGB,0.120776
2050,VGB,0.120776
2020,VUT,0.590228
2021,VUT,0.590228
2022,VUT,0.590228
2023,VUT,0.590228
2024,VUT,0.590228
2025,VUT,0.590228
2026,VUT,0.590228
2027,VUT,0.590228
2028,VUT,0.590228
2029,VUT,0.590228
2030,VUT,0.590228
2031,VUT,0.590228
2032,VUT,0.590228
2033,VUT,0.590228
2034,VUT,0.590228
2035,VUT,0.590228
2036,VUT,0.590228
2037,VUT,0.590228
2038,VUT,0.590228
2039,VUT,0.590228
2040,VUT,0.590228
2041,VUT,0.590228
2042,VUT,0.590228
2043,VUT,0.590228
2044,VUT,0.590228
2045,VUT,0.590228
2046,VUT,0.590228
2047,VUT,0.590228
2048,VUT,0.590228
2049,VUT,0.590228
2050,VUT,0.590228
2020,WSM,0.590228
2021,WSM,0.590228
2022,WSM,0.590228
2023,WSM,0.590228
2024,WSM,0.590228
2025,WSM,0.590228
2026,WSM,0.590228
2027,WSM,0.590228
2028,WSM,0.590228
2029,WSM,0.590228
2030,WSM,0.590228
2031,WSM,0.590228
2032,WSM,0.590228
2033,WSM,0.590228
2034,WSM,0.590228
2035,WSM,0.590228
2036,WSM,0.590228
2037,WSM,0.590228
2038,WSM,0.590228
2039,WSM,0.590228
2040,WSM,0.590228
2041,WSM,0.590228
2042,WSM,0.590228
2043,WSM,0.590228
2044,WSM,0.590228
2045,WSM,0.590228
2046,WSM,0.590228
2047,WSM,0.590228
2048,WSM,0.590228
2049,WSM,0.590228
2050,WSM,0.590228
2020,XKX,0.250999
2021,XKX,0.250999
2022,XKX,0.250999
2023,XKX,0.250999
2024,XKX,0.250999
2025,XKX,0.250999
2026,XKX,0.250999
2027,XKX,0.250999
2028,XKX,0.250999
2029,XKX,0.250999
2030,XKX,0.250999
2031,XKX,0.250999
2032,XKX,0.250999
2033,XKX,0.250999
2034,XKX,0.250999
2035,XKX,0.250999
2036,XKX,0.250999
2037,XKX,0.250999
2038,XKX,0.250999
2039,XKX,0.250999
2040,XKX,0.250999
2041,XKX,0.250999
2042,XKX,0.250999
2043,XKX,0.250999
2044,XKX,0.250999
2045,XKX,0.250999
2046,XKX,0.250999
2047,XKX,0.250999
2048,XKX,0.250999
2049,XKX,0.250999
2050,XKX,0.250999
2020,YEM,0.079734
2021,YEM,0.079734
2022,YEM,0.079734
2023,YEM,0.079734
2024,YEM,0.079734
2025,YEM,0.079734
2026,YEM,0.079734
2027,YEM,0.079734
2028,YEM,0.079734
2029,YEM,0.079734
2030,YEM,0.079734
2031,YEM,0.079734
2032,YEM,0.079734
2033,YEM,0.079734
2034,YEM,0.079734
2035,YEM,0.079734
2036,YEM,0.079734
2037,YEM,0.079734
2038,YEM,0.079734
2039,YEM,0.079734
2040,YEM,0.079734
2041,YEM,0.079734
2042,YEM,0.079734
2043,YEM,0.079734
2044,YEM,0.079734
2045,YEM,0.079734
2046,YEM,0.079734
2047,YEM,0.079734
2048,YEM,0.079734
2049,YEM,0.079734
2050,YEM,0.079734
