"year","prodinit_ippu_textiles_tonne","location_code"
2044,414060.3399198,"TGO"
2045,453758.616820849,"TGO"
2046,497262.989203581,"TGO"
2047,544938.36869506,"TGO"
2048,597184.653037706,"TGO"
2049,654440.080403533,"TGO"
2050,717184.905305229,"TGO"
2021,360206.2,"THA"
2022,367638.579500837,"THA"
2023,375224.316342675,"THA"
2024,382966.574851831,"THA"
2025,390868.584646317,"THA"
2026,398933.641983049,"THA"
2027,407165.111132855,"THA"
2028,415566.425783851,"THA"
2029,424141.090473775,"THA"
2030,432892.682051876,"THA"
2031,441824.851170966,"THA"
2032,450941.323810258,"THA"
2033,460245.902829629,"THA"
2034,469742.469555951,"THA"
2035,479434.985402153,"THA"
2036,489327.493519689,"THA"
2037,499424.120485109,"THA"
2038,509729.078021422,"THA"
2039,520246.664754985,"THA"
2040,530981.268008631,"THA"
2041,541937.365631813,"THA"
2042,553119.527868497,"THA"
2043,564532.419263598,"THA"
2044,576180.800608763,"THA"
2045,588069.530928286,"THA"
2046,600203.569506017,"THA"
2047,612587.977954082,"THA"
2048,625227.922324293,"THA"
2049,638128.67526312,"THA"
2050,651295.618211136,"THA"
2021,23753.86,"TJK"
2022,23286.3035571223,"TJK"
2023,22827.9502091217,"TJK"
2024,22378.6188079109,"TJK"
2025,21938.1317710107,"TJK"
2026,21506.3150113667,"TJK"
2027,21082.9978685478,"TJK"
2028,20668.013041298,"TJK"
2029,20261.1965214171,"TJK"
2030,19862.3875289417,"TJK"
2031,19471.4284486032,"TJK"
2032,19088.1647675351,"TJK"
2033,18712.4450142078,"TJK"
2034,18344.1206985645,"TJK"
2035,17983.0462533358,"TJK"
2036,17629.0789765095,"TJK"
2037,17282.0789749322,"TJK"
2038,16941.9091090219,"TJK"
2039,16608.4349385683,"TJK"
2040,16281.5246695997,"TJK"
2041,15961.0491022964,"TJK"
2042,15646.8815799289,"TJK"
2043,15338.8979388011,"TJK"
2044,15036.9764591793,"TJK"
2045,14740.9978171864,"TJK"
2046,14450.8450376435,"TJK"
2047,14166.4034478397,"TJK"
2048,13887.5606322114,"TJK"
2049,13614.206387914,"TJK"
2050,13346.2326812686,"TJK"
2021,27007.39,"TKM"
2022,28006.2489259798,"TKM"
2023,29042.0503019337,"TKM"
2024,30116.1604315257,"TKM"
2025,31229.996150685,"TKM"
2026,32385.0266965255,"TKM"
2027,33582.7756453842,"TKM"
2028,34824.8229225393,"TKM"
2029,36112.806886256,"TKM"
2030,37448.42648891,"TKM"
2031,38833.4435180396,"TKM"
2032,40269.6849202826,"TKM"
2033,41759.0452112628,"TKM"
2034,43303.4889746055,"TKM"
2035,44905.0534533778,"TKM"
2036,46565.8512373734,"TKM"
2037,48288.0730497845,"TKM"
2038,50073.990636939,"TKM"
2039,51925.9597649123,"TKM"
2040,53846.4233269687,"TKM"
2041,55837.9145659306,"TKM"
2042,57903.0604157249,"TKM"
2043,60044.584966516,"TKM"
2044,62265.313057996,"TKM"
2045,64568.1740055701,"TKM"
2046,66956.2054643552,"TKM"
2047,69432.5574360861,"TKM"
2048,72000.4964242162,"TKM"
2049,74663.4097426932,"TKM"
2050,77424.8099840928,"TKM"
2021,946.5812,"TLS"
2022,1283.11838644006,"TLS"
2023,1739.30434454068,"TLS"
2024,2357.67769748145,"TLS"
2025,3195.90078794941,"TLS"
2026,4332.13660091301,"TLS"
2027,5872.33733904858,"TLS"
2028,7960.12429901599,"TLS"
2029,10790.1803315085,"TLS"
2030,14626.403710915,"TLS"
2031,19826.5162343919,"TLS"
2032,26875.420216882,"TLS"
2033,36430.4148694102,"TLS"
2034,49382.4884168199,"TLS"
2035,66939.4013485423,"TLS"
2036,90738.3081848709,"TLS"
2037,122998.419561335,"TLS"
2038,166727.940130459,"TLS"
2039,226004.578914802,"TLS"
2040,306355.789260579,"TLS"
2041,415274.195169526,"TLS"
2042,562916.266703918,"TLS"
2043,763049.39484747,"TLS"
2044,1034335.67906351,"TLS"
2045,1402072.13872127,"TLS"
2046,1900549.62036917,"TLS"
2047,2576250.36524849,"TLS"
2048,3492182.40518959,"TLS"
2049,4733754.96249157,"TLS"
2050,6416742.72558423,"TLS"
2021,159.3301,"TON"
2022,164.767527858785,"TON"
2023,170.39051777847,"TON"
2024,176.205402400029,"TON"
2025,182.218730477262,"TON"
2026,188.437274252038,"TON"
2027,194.868037081231,"TON"
2028,201.518261323933,"TON"
2029,208.395436497843,"TON"
2030,215.507307713998,"TON"
2031,222.861884399356,"TON"
2032,230.467449317061,"TON"
2033,238.332567894528,"TON"
2034,246.466097869877,"TON"
2035,254.877199267565,"TON"
2036,263.575344714448,"TON"
2037,272.570330107912,"TON"
2038,281.872285648058,"TON"
2039,291.491687246388,"TON"
2040,301.439368323835,"TON"
2041,311.726532011415,"TON"
2042,322.364763767256,"TON"
2043,333.366044424198,"TON"
2044,344.742763682675,"TON"
2045,356.507734064058,"TON"
2046,368.674205340183,"TON"
2047,381.255879455319,"TON"
2048,394.266925957367,"TON"
2049,407.721997955678,"TON"
2050,421.636248623465,"TON"
2021,158847.2,"TUN"
2022,155713.769807732,"TUN"
2023,152642.14986311,"TUN"
2024,149631.12089317,"TUN"
2025,146679.487676409,"TUN"
2026,143786.078568337,"TUN"
2027,140949.745036403,"TUN"
2028,138169.361204082,"TUN"
2029,135443.823403961,"TUN"
2030,132772.049739646,"TUN"
2031,130152.979656299,"TUN"
2032,127585.573519655,"TUN"
2033,125068.812203344,"TUN"
2034,122601.696684348,"TUN"
2035,120183.247646442,"TUN"
2036,117812.505091457,"TUN"
2037,115488.527958211,"TUN"
2038,113210.393748953,"TUN"
2039,110977.198163185,"TUN"
2040,108788.0547387,"TUN"
2041,106642.094499701,"TUN"
2042,104538.465611864,"TUN"
2043,102476.333044204,"TUN"
2044,100454.878237612,"TUN"
2045,98473.2987799302,"TUN"
2046,96530.8080874329,"TUN"
2047,94626.6350925977,"TUN"
2048,92760.0239380298,"TUN"
2049,90930.2336764267,"TUN"
2050,89136.5379764603,"TUN"
2021,1538460,"TUR"
2022,1503491.54173772,"TUR"
2023,1469317.89976787,"TUR"
2024,1435921.00829715,"TUR"
2025,1403283.21215909,"TUR"
2026,1371387.25748068,"TUR"
2027,1340216.2825612,"TUR"
2028,1309753.80895827,"TUR"
2029,1279983.73277662,"TUR"
2030,1250890.31615481,"TUR"
2031,1222458.17894543,"TUR"
2032,1194672.29058445,"TUR"
2033,1167517.96214536,"TUR"
2034,1140980.83857391,"TUR"
2035,1115046.89109934,"TUR"
2036,1089702.40981813,"TUR"
2037,1064933.9964463,"TUR"
2038,1040728.55723643,"TUR"
2039,1017073.29605572,"TUR"
2040,993955.70762131,"TUR"
2041,971363.570889444,"TUR"
2042,949284.942594823,"TUR"
2043,927708.150936844,"TUR"
2044,906621.789409337,"TUR"
2045,886014.710770549,"TUR"
2046,865876.021150186,"TUR"
2047,846195.074290407,"TUR"
2048,826961.465917705,"TUR"
2049,808165.028242722,"TUR"
2050,789795.82458508,"TUR"
2021,127826.7,"TZA"
2022,143770.092722495,"TZA"
2023,161702.050991185,"TZA"
2024,181870.601872851,"TZA"
2025,204554.708012926,"TZA"
2026,230068.126125773,"TZA"
2027,258763.746741433,"TZA"
2028,291038.47523433,"TZA"
2029,327338.721646208,"TZA"
2030,368166.575236148,"TZA"
2031,414086.749161361,"TZA"
2032,465734.391344575,"TZA"
2033,523823.869564532,"TZA"
2034,589158.652281168,"TZA"
2035,662642.421862756,"TZA"
2036,745291.573928353,"TZA"
2037,838249.275691025,"TZA"
2038,942801.277750762,"TZA"
2039,1060393.69803894,"TZA"
2040,1192653.02389413,"TZA"
2041,1341408.60892931,"TZA"
2042,1508717.97585732,"TZA"
2043,1696895.27525237,"TZA"
2044,1908543.29387677,"TZA"
2045,2146589.45529815,"TZA"
2046,2414326.31074217,"TZA"
2047,2715457.08023255,"TZA"
2048,3054146.87392376,"TZA"
2049,3435080.3020976,"TZA"
2050,3863526.27066011,"TZA"
2021,20988.95,"UGA"
2022,21836.5873961605,"UGA"
2023,22718.4565740619,"UGA"
2024,23635.9399820086,"UGA"
2025,24590.4758983911,"UGA"
2026,25583.56068638,"UGA"
2027,26616.7511396765,"UGA"
2028,27691.6669229952,"UGA"
2029,28809.9931111062,"UGA"
2030,29973.4828304157,"UGA"
2031,31183.9600072271,"UGA"
2032,32443.3222269903,"UGA"
2033,33753.5437090217,"UGA"
2034,35116.6784013577,"UGA"
2035,36534.8632005941,"UGA"
2036,38010.3213017584,"UGA"
2037,39545.3656834662,"UGA"
2038,41142.402733826,"UGA"
2039,42803.936022775,"UGA"
2040,44532.5702267617,"UGA"
2041,46331.0152119252,"UGA"
2042,48202.0902821745,"UGA"
2043,50148.7285988257,"UGA"
2044,52173.9817787261,"UGA"
2045,54281.0246780729,"UGA"
2046,56473.160369427,"UGA"
2047,58753.8253197221,"UGA"
2048,61126.5947773881,"UGA"
2049,63595.1883770328,"UGA"
2050,66163.4759704687,"UGA"
2021,154187.3,"UKR"
2022,157913.96648974,"UKR"
2023,161730.705528424,"UKR"
2024,165639.69414587,"UKR"
2025,169643.161990137,"UKR"
2026,173743.392599287,"UKR"
2027,177942.724703899,"UKR"
2028,182243.553561056,"UKR"
2029,186648.332320572,"UKR"
2030,191159.573424249,"UKR"
2031,195779.850038945,"UKR"
2032,200511.797524286,"UKR"
2033,205358.114935845,"UKR"
2034,210321.56656466,"UKR"
2035,215404.983513956,"UKR"
2036,220611.265313978,"UKR"
2037,225943.381575854,"UKR"
2038,231404.373685433,"UKR"
2039,236997.356538059,"UKR"
2040,242725.520315279,"UKR"
2041,248592.132304488,"UKR"
2042,254600.538762557,"UKR"
2043,260754.166824506,"UKR"
2044,267056.526458308,"UKR"
2045,273511.212466939,"UKR"
2046,280121.906538816,"UKR"
2047,286892.379347798,"UKR"
2048,293826.492703938,"UKR"
2049,300928.201756225,"UKR"
2050,308201.557248556,"UKR"
2021,40829.36,"URY"
2022,40594.135806065,"URY"
2023,40360.266774724,"URY"
2024,40127.745098678,"URY"
2025,39896.5630156068,"URY"
2026,39666.7128079101,"URY"
2027,39438.1868024499,"URY"
2028,39210.9773702946,"URY"
2029,38985.0769264637,"URY"
2030,38760.4779296751,"URY"
2031,38537.1728820931,"URY"
2032,38315.1543290782,"URY"
2033,38094.4148589382,"URY"
2034,37874.9471026809,"URY"
2035,37656.743733768,"URY"
2036,37439.7974678703,"URY"
2037,37224.1010626249,"URY"
2038,37009.6473173932,"URY"
2039,36796.4290730207,"URY"
2040,36584.4392115978,"URY"
2041,36373.6706562221,"URY"
2042,36164.1163707626,"URY"
2043,35955.7693596245,"URY"
2044,35748.6226675154,"URY"
2045,35542.6693792137,"URY"
2046,35337.9026193374,"URY"
2047,35134.3155521145,"URY"
2048,34931.901381155,"URY"
2049,34730.6533492241,"URY"
2050,34530.5647380162,"URY"
2021,20955210,"USA"
2022,21675792.7472458,"USA"
2023,22421154.0338443,"USA"
2024,23192145.9146286,"USA"
2025,23989649.7438762,"USA"
2026,24814577.1828238,"USA"
2027,25667871.2418259,"USA"
2028,26550507.3583519,"USA"
2029,27463494.5120503,"USA"
2030,28407876.3781573,"USA"
2031,29384732.5205673,"USA"
2032,30395179.6259294,"USA"
2033,31440372.7801799,"USA"
2034,32521506.7889717,"USA"
2035,33639817.5435082,"USA"
2036,34796583.4333442,"USA"
2037,35993126.8077684,"USA"
2038,37230815.4874385,"USA"
2039,38511064.327996,"USA"
2040,39835336.8374497,"USA"
2041,41205146.8491743,"USA"
2042,42622060.2524399,"USA"
2043,44087696.7824475,"USA"
2044,45603731.8719186,"USA"
2045,47171898.5663554,"USA"
2046,48793989.5051599,"USA"
2047,50471858.9708781,"USA"
2048,52207425.0089106,"USA"
2049,54002671.6201138,"USA"
2050,55859651.0287971,"USA"
2021,116803.4,"UZB"
2022,121181.71430242,"UZB"
2023,125724.147424419,"UZB"
2024,130436.851274032,"UZB"
2025,135326.208360347,"UZB"
2026,140398.840437465,"UZB"
2027,145661.61747247,"UZB"
2028,151121.666949569,"UZB"
2029,156786.383522981,"UZB"
2030,162663.439031668,"UZB"
2031,168760.79288946,"UZB"
2032,175086.702864646,"UZB"
2033,181649.736263639,"UZB"
2034,188458.781533844,"UZB"
2035,195523.060301468,"UZB"
2036,202852.139860547,"UZB"
2037,210455.946130124,"UZB"
2038,218344.777097124,"UZB"
2039,226529.316763119,"UZB"
2040,235020.649613887,"UZB"
2041,243830.275631354,"UZB"
2042,252970.125868246,"UZB"
2043,262452.578606556,"UZB"
2044,272290.476121698,"UZB"
2045,282497.142075055,"UZB"
2046,293086.399558485,"UZB"
2047,304072.589815204,"UZB"
2048,315470.591662427,"UZB"
2049,327295.841642038,"UZB"
2050,339564.354926617,"UZB"
2021,142084.3,"VEN"
2022,146582.702222882,"VEN"
2023,151223.524280741,"VEN"
2024,156011.275198869,"VEN"
2025,160950.606758719,"VEN"
2026,166046.318017582,"VEN"
2027,171303.35997135,"VEN"
2028,176726.840364907,"VEN"
2029,182322.028654819,"VEN"
2030,188094.36112914,"VEN"
2031,194049.446189312,"VEN"
2032,200193.069799289,"VEN"
2033,206531.201107186,"VEN"
2034,213069.998244907,"VEN"
2035,219815.814311385,"VEN"
2036,226775.203545263,"VEN"
2037,233954.927692987,"VEN"
2038,241361.962578533,"VEN"
2039,249003.504881113,"VEN"
2040,256886.979127476,"VEN"
2041,265020.044905585,"VEN"
2042,273410.60430667,"VEN"
2043,282066.80960291,"VEN"
2044,290997.071168185,"VEN"
2045,300210.065649596,"VEN"
2046,309714.744397703,"VEN"
2047,319520.342163663,"VEN"
2048,329636.386071717,"VEN"
2049,340072.70487575,"VEN"
2050,350839.438508914,"VEN"
2021,1272484,"VNM"
2022,1350126.42391346,"VNM"
2023,1432506.31092363,"VNM"
2024,1519912.72408987,"VNM"
2025,1612652.36406589,"VNM"
2026,1711050.64528267,"VNM"
2027,1815452.83779623,"VNM"
2028,1926225.27880694,"VNM"
2029,2043756.65810125,"VNM"
2030,2168459.38192666,"VNM"
2031,2300771.0200853,"VNM"
2032,2441155.84132413,"VNM"
2033,2590106.44240901,"VNM"
2034,2748145.47659923,"VNM"
2035,2915827.48758716,"VNM"
2036,3093740.85533855,"VNM"
2037,3282509.86066088,"VNM"
2038,3482796.8757444,"VNM"
2039,3695304.68836209,"VNM"
2040,3920778.96788403,"VNM"
2041,4160010.88175912,"VNM"
2042,4413839.87164515,"VNM"
2043,4683156.59892847,"VNM"
2044,4968906.06996867,"VNM"
2045,5272090.95203451,"VNM"
2046,5593775.09156645,"VNM"
2047,5935087.247111,"VNM"
2048,6297225.05002526,"VNM"
2049,6681459.20684963,"VNM"
2050,7089137.9580942,"VNM"
2021,494.5821,"VUT"
2022,532.919021909062,"VUT"
2023,574.227583069648,"VUT"
2024,618.738126435796,"VUT"
2025,666.698849711726,"VUT"
2026,718.377189340798,"VUT"
2027,774.061311772664,"VUT"
2028,834.061720324155,"VUT"
2029,898.712986594011,"VUT"
2030,968.37561608609,"VUT"
2031,1043.43805844406,"VUT"
2032,1124.31887350694,"VUT"
2033,1211.46906526382,"VUT"
2034,1305.37459672212,"VUT"
2035,1406.55909971285,"VUT"
2036,1515.586794743,"VUT"
2037,1633.06563717678,"VUT"
2038,1759.65070728914,"VUT"
2039,1896.04786309516,"VUT"
2040,2043.01767632399,"VUT"
2041,2201.37967348495,"VUT"
2042,2372.01690567469,"VUT"
2043,2555.88087260723,"VUT"
2044,2753.9968283242,"VUT"
2045,2967.46949817066,"VUT"
2046,3197.4892389152,"VUT"
2047,3445.33867636423,"VUT"
2048,3712.39985748268,"VUT"
2049,4000.16195690263,"VUT"
2050,4310.22958079232,"VUT"
2021,425.2178,"WSM"
2022,418.228663450171,"WSM"
2023,411.354404569414,"WSM"
2024,404.593135158986,"WSM"
2025,397.942998055718,"WSM"
2026,391.402166621898,"WSM"
2027,384.968844243532,"WSM"
2028,378.641263836861,"WSM"
2029,372.417687362979,"WSM"
2030,366.296405350439,"WSM"
2031,360.2757364257,"WSM"
2032,354.35402685129,"WSM"
2033,348.529650071566,"WSM"
2034,342.801006265934,"WSM"
2035,337.166521909419,"WSM"
2036,331.624649340453,"WSM"
2037,326.173866335768,"WSM"
2038,320.812675692275,"WSM"
2039,315.539604815822,"WSM"
2040,310.353205316702,"WSM"
2041,305.252052611816,"WSM"
2042,300.234745533374,"WSM"
2043,295.299905944024,"WSM"
2044,290.446178358315,"WSM"
2045,285.672229570371,"WSM"
2046,280.976748287693,"WSM"
2047,276.358444770978,"WSM"
2048,271.816050479857,"WSM"
2049,267.348317724457,"WSM"
2050,262.954019322689,"WSM"
2021,27631.91,"YEM"
2022,30564.7956082102,"YEM"
2023,33808.9813759406,"YEM"
2024,37397.5090928355,"YEM"
2025,41366.9276455627,"YEM"
2026,45757.6652654937,"YEM"
2027,50614.4412872188,"YEM"
2028,55986.7216116295,"YEM"
2029,61929.2225124222,"YEM"
2030,68502.4679172578,"YEM"
2031,75773.4058394431,"YEM"
2032,83816.0902384432,"YEM"
2033,92712.4352539264,"YEM"
2034,102553.049495156,"YEM"
2035,113438.158882904,"YEM"
2036,125478.627442969,"YEM"
2037,138797.086447991,"YEM"
2038,153529.183407804,"YEM"
2039,169824.963629186,"YEM"
2040,187850.3984161,"YEM"
2041,207789.075475019,"YEM"
2042,229844.068742007,"YEM"
2043,254240.006675574,"YEM"
2044,281225.360080752,"YEM"
2045,311074.972765672,"YEM"
2046,344092.860805219,"YEM"
2047,380615.308922034,"YEM"
2048,421014.295521293,"YEM"
2049,465701.281262966,"YEM"
2050,515131.399757895,"YEM"
2021,345647.6,"ZAF"
2022,345397.226220557,"ZAF"
2023,345147.033802216,"ZAF"
2024,344897.022613605,"ZAF"
2025,344647.192523449,"ZAF"
2026,344397.543400567,"ZAF"
2027,344148.075113873,"ZAF"
2028,343898.787532376,"ZAF"
2029,343649.68052518,"ZAF"
2030,343400.753961486,"ZAF"
2031,343152.007710585,"ZAF"
2032,342903.441641867,"ZAF"
2033,342655.055624815,"ZAF"
2034,342406.849529005,"ZAF"
2035,342158.823224111,"ZAF"
2036,341910.976579898,"ZAF"
2037,341663.309466227,"ZAF"
2038,341415.821753053,"ZAF"
2039,341168.513310426,"ZAF"
2040,340921.384008489,"ZAF"
2041,340674.433717478,"ZAF"
2042,340427.662307727,"ZAF"
2043,340181.069649659,"ZAF"
2044,339934.655613794,"ZAF"
2045,339688.420070745,"ZAF"
2046,339442.362891219,"ZAF"
2047,339196.483946015,"ZAF"
2048,338950.783106029,"ZAF"
2049,338705.260242247,"ZAF"
2050,338459.915225751,"ZAF"
2021,8728.456,"ZMB"
2022,8939.29868295113,"ZMB"
2023,9155.23443585117,"ZMB"
2024,9376.38628578906,"ZMB"
2025,9602.88023166929,"ZMB"
2026,9834.84531599846,"ZMB"
2027,10072.4136984059,"ZMB"
2028,10315.7207309401,"ZMB"
2029,10564.9050351843,"ZMB"
2030,10820.1085812344,"ZMB"
2031,11081.4767685851,"ZMB"
2032,11349.1585089695,"ZMB"
2033,11623.3063112004,"ZMB"
2034,11904.0763680599,"ZMB"
2035,12191.6286452894,"ZMB"
2036,12486.1269727274,"ZMB"
2037,12787.7391376508,"ZMB"
2038,13096.6369803691,"ZMB"
2039,13412.996492129,"ZMB"
2040,13736.9979153835,"ZMB"
2041,14068.8258464831,"ZMB"
2042,14408.6693408473,"ZMB"
2043,14756.7220206775,"ZMB"
2044,15113.1821852706,"ZMB"
2045,15478.2529239983,"ZMB"
2046,15852.1422320147,"ZMB"
2047,16235.0631287599,"ZMB"
2048,16627.233779325,"ZMB"
2049,17028.8776187496,"ZMB"
2050,17440.2234793214,"ZMB"
2021,6144.347,"ZWE"
2022,5941.0287163092,"ZWE"
2023,5744.43829556023,"ZWE"
2024,5554.35311075198,"ZWE"
2025,5370.55790167757,"ZWE"
2026,5192.84453115486,"ZWE"
2027,5021.01174932344,"ZWE"
2028,4854.8649657411,"ZWE"
2029,4694.2160290217,"ZWE"
2030,4538.88301376483,"ZWE"
2031,4388.69001453611,"ZWE"
2032,4243.46694666471,"ZWE"
2033,4103.04935363253,"ZWE"
2034,3967.27822083694,"ZWE"
2035,3835.99979551616,"ZWE"
2036,3709.0654126334,"ZWE"
2037,3586.33132652245,"ZWE"
2038,3467.65854810433,"ZWE"
2039,3352.91268749029,"ZWE"
2040,3241.9638017933,"ZWE"
2041,3134.68624797541,"ZWE"
2042,3030.95854056444,"ZWE"
2043,2930.66321407888,"ZWE"
2044,2833.68669000525,"ZWE"
2045,2739.91914817707,"ZWE"
2046,2649.25440241013,"ZWE"
2047,2561.58978025283,"ZWE"
2048,2476.82600671581,"ZWE"
2049,2394.86709184883,"ZWE"
2050,2315.62022203788,"ZWE"
