,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_tonne_production_rubber_and_leather
3177,Lesotho,LSO,2032,10.594397211366937
3178,Lesotho,LSO,2033,9.381038713589831
3179,Lesotho,LSO,2034,8.306644124259375
3180,Lesotho,LSO,2035,7.355298140613733
3181,Lesotho,LSO,2036,6.512908212754289
3182,Lesotho,LSO,2037,5.766995786825135
3183,Lesotho,LSO,2038,5.106511456760449
3184,Lesotho,LSO,2039,4.521671286391093
3185,Lesotho,LSO,2040,4.003811877305409
3186,Lesotho,LSO,2041,3.5452620355440505
3187,Lesotho,LSO,2042,3.139229136092384
3188,Lesotho,LSO,2043,2.779698501856727
3189,Lesotho,LSO,2044,2.461344306597044
3190,Lesotho,LSO,2045,2.1794506819970003
3191,Lesotho,LSO,2046,1.9298418602086442
3192,Lesotho,LSO,2047,1.7088203170539462
3193,Lesotho,LSO,2048,1.5131119995814837
3194,Lesotho,LSO,2049,1.3398178266189233
3195,Lesotho,LSO,2050,1.186370743885693
3196,San Marino,SMR,2017,371.285697866037
3197,San Marino,SMR,2018,396.21471806737406
3198,San Marino,SMR,2019,395.705185548753
3199,San Marino,SMR,2020,430.083921722841
3200,San Marino,SMR,2021,430.08399260506843
3201,San Marino,SMR,2022,432.37693374907127
3202,San Marino,SMR,2023,434.6820994333505
3203,San Marino,SMR,2024,436.99955483157504
3204,San Marino,SMR,2025,439.32936546487815
3205,San Marino,SMR,2026,441.67159720371063
3206,San Marino,SMR,2027,444.02631626970447
3207,San Marino,SMR,2028,446.3935892375453
3208,San Marino,SMR,2029,448.7734830368514
3209,San Marino,SMR,2030,451.16606495407325
3210,San Marino,SMR,2031,453.57140263438345
3211,San Marino,SMR,2032,455.989564083602
3212,San Marino,SMR,2033,458.42061767011165
3213,San Marino,SMR,2034,460.86463212679587
3214,San Marino,SMR,2035,463.32167655297553
3215,San Marino,SMR,2036,465.7918204163685
3216,San Marino,SMR,2037,468.2751335550517
3217,San Marino,SMR,2038,470.7716861794306
3218,San Marino,SMR,2039,473.2815488742371
3219,San Marino,SMR,2040,475.80479260051084
3220,San Marino,SMR,2041,478.3414886976132
3221,San Marino,SMR,2042,480.8917088852447
3222,San Marino,SMR,2043,483.4555252654689
3223,San Marino,SMR,2044,486.0330103247524
3224,San Marino,SMR,2045,488.62423693601824
3225,San Marino,SMR,2046,491.22927836069726
3226,San Marino,SMR,2047,493.84820825081016
3227,San Marino,SMR,2048,496.48110065104044
3228,San Marino,SMR,2049,499.12803000083255
3229,San Marino,SMR,2050,501.78907113650155
3230,Uruguay,URY,2017,0.4328235525476979
3231,Uruguay,URY,2018,0.5120365498160591
3232,Uruguay,URY,2019,0.6321104079665552
3233,Uruguay,URY,2020,0.8847716070804578
3234,Uruguay,URY,2021,0.8847715989967332
3235,Uruguay,URY,2022,0.9465777198037415
3236,Uruguay,URY,2023,1.0127013351749314
3237,Uruguay,URY,2024,1.083444045648703
3238,Uruguay,URY,2025,1.1591285202056727
3239,Uruguay,URY,2026,1.240099968014257
3240,Uruguay,URY,2027,1.32672771298569
3241,Uruguay,URY,2028,1.4194068783203166
3242,Uruguay,URY,2029,1.518560188728608
3243,Uruguay,URY,2030,1.6246398985471657
3244,Uruguay,URY,2031,1.7381298545441193
3245,Uruguay,URY,2032,1.8595477028227445
3246,Uruguay,URY,2033,1.9894472498893347
3247,Uruguay,URY,2034,2.128420988654526
3248,Uruguay,URY,2035,2.277102800889596
3249,Uruguay,URY,2036,2.436170848464075
3250,Uruguay,URY,2037,2.6063506665520584
3251,Uruguay,URY,2038,2.788418472915882
3252,Uruguay,URY,2039,2.983204708361225
3253,Uruguay,URY,2040,3.1915978245124297
3254,Uruguay,URY,2041,3.4145483361844584
3255,Uruguay,URY,2042,3.653073156835223
3256,Uruguay,URY,2043,3.9082602368728447
3257,Uruguay,URY,2044,4.181273525974009
3258,Uruguay,URY,2045,4.47335828204726
3259,Uruguay,URY,2046,4.785846751056389
3260,Uruguay,URY,2047,5.120164243610422
3261,Uruguay,URY,2048,5.477835636036616
3262,Uruguay,URY,2049,5.860492325588725
3263,Uruguay,URY,2050,6.269879671514613
3264,Cote d'Ivoire,CIV,2017,0.2540004348875829
3265,Cote d'Ivoire,CIV,2018,0.2281728323187516
3266,Cote d'Ivoire,CIV,2019,0.19971392530397025
3267,Cote d'Ivoire,CIV,2020,0.1578068717724216
3268,Cote d'Ivoire,CIV,2021,0.15780688603542095
3269,Cote d'Ivoire,CIV,2022,0.14183631053658718
3270,Cote d'Ivoire,CIV,2023,0.12748200976550317
3271,Cote d'Ivoire,CIV,2024,0.11458041140783674
3272,Cote d'Ivoire,CIV,2025,0.10298449720504614
3273,Cote d'Ivoire,CIV,2026,0.09256212762952926
3274,Cote d'Ivoire,CIV,2027,0.08319453610815383
3275,Cote d'Ivoire,CIV,2028,0.0747749756353141
3276,Cote d'Ivoire,CIV,2029,0.06720750235319665
3277,Cote d'Ivoire,CIV,2030,0.0604058822377167
3278,Cote d'Ivoire,CIV,2031,0.05429260843143559
3279,Cote d'Ivoire,CIV,2032,0.04879801802561355
3280,Cote d'Ivoire,CIV,2033,0.04385949822682221
3281,Cote d'Ivoire,CIV,2034,0.039420772862105304
3282,Cote d'Ivoire,CIV,2035,0.035431261092160646
3283,Cote d'Ivoire,CIV,2036,0.03184550102485768
3284,Cote d'Ivoire,CIV,2037,0.028622631660959776
3285,Cote d'Ivoire,CIV,2038,0.025725927268642822
3286,Cote d'Ivoire,CIV,2039,0.023122378880842134
3287,Cote d'Ivoire,CIV,2040,0.020782318146443973
3288,Cote d'Ivoire,CIV,2041,0.01867907924897237
3289,Cote d'Ivoire,CIV,2042,0.01678869504021577
3290,Cote d'Ivoire,CIV,2043,0.01508962392612964
3291,Cote d'Ivoire,CIV,2044,0.01356250439278324
3292,Cote d'Ivoire,CIV,2045,0.012189934375087093
3293,Cote d'Ivoire,CIV,2046,0.01095627295413073
3294,Cote d'Ivoire,CIV,2047,0.009847462123401199
3295,Cote d'Ivoire,CIV,2048,0.008850866592846302
3296,Cote d'Ivoire,CIV,2049,0.007955129805292971
3297,Cote d'Ivoire,CIV,2050,0.007150044524477476
3298,Djibouti,DJI,2017,15.572955310623382
3299,Djibouti,DJI,2018,20.34561499702422
3300,Djibouti,DJI,2019,14.293905776789602
3301,Djibouti,DJI,2020,12.367159087899266
3302,Djibouti,DJI,2021,12.367158698867527
3303,Djibouti,DJI,2022,11.71708108077569
3304,Djibouti,DJI,2023,11.101174683401087
3305,Djibouti,DJI,2024,10.517643302270866
3306,Djibouti,DJI,2025,9.964785150098374
3307,Djibouti,DJI,2026,9.440987893759615
3308,Djibouti,DJI,2027,8.94472395215021
3309,Djibouti,DJI,2028,8.474546041209702
3310,Djibouti,DJI,2029,8.02908295312111
3311,Djibouti,DJI,2030,7.6070355573757995
3312,Djibouti,DJI,2031,7.207173012041799
3313,Djibouti,DJI,2032,6.828329174186518
3314,Djibouti,DJI,2033,6.4693991989846715
3315,Djibouti,DJI,2034,6.129336317593287
3316,Djibouti,DJI,2035,5.807148784397841
3317,Djibouti,DJI,2036,5.501896984725205
3318,Djibouti,DJI,2037,5.212690694589686
3319,Djibouti,DJI,2038,4.938686484479687
3320,Djibouti,DJI,2039,4.679085259614117
3321,Djibouti,DJI,2040,4.433129929494736
3322,Djibouti,DJI,2041,4.200103199958105
3323,Djibouti,DJI,2042,3.9793254812878764
3324,Djibouti,DJI,2043,3.770152906286908
3325,Djibouti,DJI,2044,3.5719754525290477
3326,Djibouti,DJI,2045,3.3842151633144204
3327,Djibouti,DJI,2046,3.206324462139933
3328,Djibouti,DJI,2047,3.037784555769331
3329,Djibouti,DJI,2048,2.878103921245606
3330,Djibouti,DJI,2049,2.7268168724333854
3331,Djibouti,DJI,2050,2.5834822019106842
3332,"Yemen, Rep.",YEM,2017,4.060315178679646
3333,"Yemen, Rep.",YEM,2018,2.369032168827923
3334,"Yemen, Rep.",YEM,2019,2.077618748764606
3335,"Yemen, Rep.",YEM,2020,2.077618748764606
3336,"Yemen, Rep.",YEM,2021,2.0776188223142786
3337,"Yemen, Rep.",YEM,2022,1.8480067578083403
3338,"Yemen, Rep.",YEM,2023,1.643770714928906
3339,"Yemen, Rep.",YEM,2024,1.4621062135412997
3340,"Yemen, Rep.",YEM,2025,1.3005187160598226
3341,"Yemen, Rep.",YEM,2026,1.1567893735471881
3342,"Yemen, Rep.",YEM,2027,1.0289445574500597
3343,"Yemen, Rep.",YEM,2028,0.9152287585938059
3344,"Yemen, Rep.",YEM,2029,0.8140804812972795
3345,"Yemen, Rep.",YEM,2030,0.7241108015961499
3346,"Yemen, Rep.",YEM,2031,0.64408429514568
3347,"Yemen, Rep.",YEM,2032,0.5729020729132532
3348,"Yemen, Rep.",YEM,2033,0.5095866917141099
3349,"Yemen, Rep.",YEM,2034,0.45326873238849513
3350,"Yemen, Rep.",YEM,2035,0.4031748613174857
3351,"Yemen, Rep.",YEM,2036,0.3586172113435209
3352,"Yemen, Rep.",YEM,2037,0.31898393627902866
3353,"Yemen, Rep.",YEM,2038,0.2837308093018316
3354,"Yemen, Rep.",YEM,2039,0.25237374987012823
3355,"Yemen, Rep.",YEM,2040,0.22448217653992714
3356,"Yemen, Rep.",YEM,2041,0.19967309440872863
3357,"Yemen, Rep.",YEM,2042,0.177605835996809
3358,"Yemen, Rep.",YEM,2043,0.15797738335018485
3359,"Yemen, Rep.",YEM,2044,0.1405182071304216
3360,"Yemen, Rep.",YEM,2045,0.12498856555548199
3361,"Yemen, Rep.",YEM,2046,0.11117521237028978
3362,"Yemen, Rep.",YEM,2047,0.09888846864229768
3363,"Yemen, Rep.",YEM,2048,0.08795961817323218
3364,"Yemen, Rep.",YEM,2049,0.0782385907619514
3365,"Yemen, Rep.",YEM,2050,0.06959190150599079
3366,Azerbaijan,AZE,2017,12.973172751676932
3367,Azerbaijan,AZE,2018,12.075190406387662
3368,Azerbaijan,AZE,2019,9.540250714912677
3369,Azerbaijan,AZE,2020,10.090980309943017
3370,Azerbaijan,AZE,2021,10.090980652380393
3371,Azerbaijan,AZE,2022,10.185370669170696
3372,Azerbaijan,AZE,2023,10.28064360067231
3373,Azerbaijan,AZE,2024,10.376807705580516
3374,Azerbaijan,AZE,2025,10.473871319841658
3375,Azerbaijan,AZE,2026,10.571842857375621
3376,Azerbaijan,AZE,2027,10.670730810805264
3377,Azerbaijan,AZE,2028,10.77054375219257
3378,Azerbaijan,AZE,2029,10.871290333781783
3379,Azerbaijan,AZE,2030,10.972979288749277
3380,Azerbaijan,AZE,2031,11.075619431960726
3381,Azerbaijan,AZE,2032,11.179219660735251
3382,Azerbaijan,AZE,2033,11.28378895561641
3383,Azerbaijan,AZE,2034,11.389336381151073
3384,Azerbaijan,AZE,2035,11.495871086674821
3385,Azerbaijan,AZE,2036,11.60340230710524
3386,Azerbaijan,AZE,2037,11.711939363742404
3387,Azerbaijan,AZE,2038,11.821491665076918
3388,Azerbaijan,AZE,2039,11.932068707605444
3389,Azerbaijan,AZE,2040,12.043680076653953
3390,Azerbaijan,AZE,2041,12.156335447208425
3391,Azerbaijan,AZE,2042,12.270044584753908
3392,Azerbaijan,AZE,2043,12.384817346120705
3393,Azerbaijan,AZE,2044,12.500663680338908
3394,Azerbaijan,AZE,2045,12.617593629500815
3395,Azerbaijan,AZE,2046,12.735617329631546
3396,Azerbaijan,AZE,2047,12.854745011567546
3397,Azerbaijan,AZE,2048,12.974987001843335
3398,Azerbaijan,AZE,2049,13.096353723586937
3399,Azerbaijan,AZE,2050,13.218855697423304
3400,Burundi,BDI,2017,12.717298889216782
3401,Burundi,BDI,2018,11.147139679370412
3402,Burundi,BDI,2019,14.049857074980787
3403,Burundi,BDI,2020,15.5515626866245
3404,Burundi,BDI,2021,15.551561772554596
3405,Burundi,BDI,2022,13.747335402507872
3406,Burundi,BDI,2023,12.152427738966683
3407,Burundi,BDI,2024,10.742554511608546
3408,Burundi,BDI,2025,9.496248808363108
3409,Burundi,BDI,2026,8.394534217433021
3410,Burundi,BDI,2027,7.420635889994236
3411,Burundi,BDI,2028,6.559725124178385
3412,Burundi,BDI,2029,5.79869358134083
3413,Burundi,BDI,2030,5.125953696801435
3414,Burundi,BDI,2031,4.531262246086224
3415,Burundi,BDI,2032,4.005564380267114
3416,Burundi,BDI,2033,3.5408557556611924
3417,Burundi,BDI,2034,3.1300606586587834
3418,Burundi,BDI,2035,2.766924269993019
3419,Burundi,BDI,2036,2.4459174280529496
3420,Burundi,BDI,2037,2.162152441153816
3421,Burundi,BDI,2038,1.9113086669114676
3422,Burundi,BDI,2039,1.6895667255827007
3423,Burundi,BDI,2040,1.4935503456954036
3424,Burundi,BDI,2041,1.3202749565025553
3425,Burundi,BDI,2042,1.1671022445220718
3426,Burundi,BDI,2043,1.031699982234587
3427,Burundi,BDI,2044,0.9120065172856578
3428,Burundi,BDI,2045,0.8061993815004188
3429,Burundi,BDI,2046,0.7126675417474814
3430,Burundi,BDI,2047,0.629986870140185
3431,Burundi,BDI,2048,0.5568984600811988
3432,Burundi,BDI,2049,0.49228945798790924
3433,Burundi,BDI,2050,0.43517611883985774
3434,Croatia,HRV,2017,0.5627777005378962
3435,Croatia,HRV,2018,0.5763890212434143
3436,Croatia,HRV,2019,0.5862324944117151
3437,Croatia,HRV,2020,0.543335436568419
3438,Croatia,HRV,2021,0.5433355172582987
3439,Croatia,HRV,2022,0.5295849975934798
3440,Croatia,HRV,2023,0.516182470623867
3441,Croatia,HRV,2024,0.5031191294884217
3442,Croatia,HRV,2025,0.4903863902066475
3443,Croatia,HRV,2026,0.47797588603802127
3444,Croatia,HRV,2027,0.4658794619841687
3445,Croatia,HRV,2028,0.4540891694301789
3446,Croatia,HRV,2029,0.4425972609215299
3447,Croatia,HRV,2030,0.43139618507321026
3448,Croatia,HRV,2031,0.42047858160765617
3449,Croatia,HRV,2032,0.4098372765182949
3450,Croatia,HRV,2033,0.39946527735545984
3451,Croatia,HRV,2034,0.389355768631631
3452,Croatia,HRV,2035,0.3795021073429384
3453,Croatia,HRV,2036,0.369897818604017
3454,Croatia,HRV,2037,0.3605365913933344
3455,Croatia,HRV,2038,0.35141227440618555
3456,Croatia,HRV,2039,0.34251887201264347
3457,Croatia,HRV,2040,0.33385054031780526
3458,Croatia,HRV,2041,0.32540158332173874
3459,Croatia,HRV,2042,0.31716644917662123
3460,Croatia,HRV,2043,0.3091397265385883
3461,Croatia,HRV,2044,0.30131614101192244
3462,Croatia,HRV,2045,0.2936905516832153
3463,Croatia,HRV,2046,0.28625794774326024
3464,Croatia,HRV,2047,0.2790134451944166
3465,Croatia,HRV,2048,0.2719522836413224
3466,Croatia,HRV,2049,0.26506982316280936
3467,Croatia,HRV,2050,0.2583615412629942
3468,Slovak Republic,SVK,2017,0.014807223141599815
3469,Slovak Republic,SVK,2018,0.013608682327965978
3470,Slovak Republic,SVK,2019,0.013622194503722599
3471,Slovak Republic,SVK,2020,0.013016804958010959
3472,Slovak Republic,SVK,2021,0.013016804927604483
3473,Slovak Republic,SVK,2022,0.012673441949249993
3474,Slovak Republic,SVK,2023,0.012339136349842175
3475,Slovak Republic,SVK,2024,0.012013649209874437
3476,Slovak Republic,SVK,2025,0.011696747912163448
3477,Slovak Republic,SVK,2026,0.011388205975603813
3478,Slovak Republic,SVK,2027,0.011087802893307838
3479,Slovak Republic,SVK,2028,0.010795323975015071
3480,Slovak Republic,SVK,2029,0.0105105601936587
3481,Slovak Republic,SVK,2030,0.010233308035979409
3482,Slovak Republic,SVK,2031,0.00996336935707969
3483,Slovak Republic,SVK,2032,0.009700551238814895
3484,Slovak Republic,SVK,2033,0.00944466585191967
3485,Slovak Republic,SVK,2034,0.009195530321771185
3486,Slovak Republic,SVK,2035,0.008952966597693504
3487,Slovak Republic,SVK,2036,0.008716801325709352
3488,Slovak Republic,SVK,2037,0.008486865724648546
3489,Slovak Republic,SVK,2038,0.008262995465524501
3490,Slovak Republic,SVK,2039,0.008045030554092556
3491,Slovak Republic,SVK,2040,0.007832815216506294
3492,Slovak Republic,SVK,2041,0.007626197787989991
3493,Slovak Republic,SVK,2042,0.0074250306044477705
3494,Slovak Republic,SVK,2043,0.007229169896931912
3495,Slovak Republic,SVK,2044,0.007038475688894949
3496,Slovak Republic,SVK,2045,0.006852811696152038
3497,Slovak Republic,SVK,2046,0.006672045229482222
3498,Slovak Republic,SVK,2047,0.006496047099798913
3499,Slovak Republic,SVK,2048,0.00632469152582178
3500,Slovak Republic,SVK,2049,0.006157856044184178
3501,Slovak Republic,SVK,2050,0.005995421421911748
3502,South Africa,ZAF,2017,0.11149270322199868
3503,South Africa,ZAF,2018,0.10997036483038185
3504,South Africa,ZAF,2019,0.11017882935488607
3505,South Africa,ZAF,2020,0.12155479948638179
3506,South Africa,ZAF,2021,0.12155479407085246
3507,South Africa,ZAF,2022,0.1228435389305153
3508,South Africa,ZAF,2023,0.12414594728511469
3509,South Africa,ZAF,2024,0.12546216399737706
3510,South Africa,ZAF,2025,0.12679233546588817
3511,South Africa,ZAF,2026,0.12813660964137696
3512,South Africa,ZAF,2027,0.12949513604317134
3513,South Africa,ZAF,2028,0.13086806577582927
3514,South Africa,ZAF,2029,0.13225555154594457
3515,South Africa,ZAF,2030,0.13365774767913327
3516,South Africa,ZAF,2031,0.13507481013719813
3517,South Africa,ZAF,2032,0.1365068965354751
3518,South Africa,ZAF,2033,0.13795416616036615
3519,South Africa,ZAF,2034,0.13941677998705407
3520,South Africa,ZAF,2035,0.14089490069740895
3521,South Africa,ZAF,2036,0.142388692698082
3522,South Africa,ZAF,2037,0.14389832213879164
3523,South Africa,ZAF,2038,0.14542395693080465
3524,South Africa,ZAF,2039,0.14696576676561188
3525,South Africa,ZAF,2040,0.1485239231338024
3526,South Africa,ZAF,2041,0.1500985993441381
3527,South Africa,ZAF,2042,0.15168997054283068
3528,South Africa,ZAF,2043,0.15329821373302135
3529,South Africa,ZAF,2044,0.15492350779446953
3530,South Africa,ZAF,2045,0.15656603350344875
3531,South Africa,ZAF,2046,0.15822597355285353
3532,South Africa,ZAF,2047,0.15990351257251997
3533,South Africa,ZAF,2048,0.16159883714976178
3534,South Africa,ZAF,2049,0.16331213585012255
3535,South Africa,ZAF,2050,0.16504359923835168
3536,Nauru,NRU,2017,1399.6762158584777
3537,Nauru,NRU,2018,927.8696412645085
3538,Nauru,NRU,2019,1075.1693968772329
3539,Nauru,NRU,2020,1214.0950150099727
3540,Nauru,NRU,2021,1214.094939933476
3541,Nauru,NRU,2022,1246.3348299448635
3542,Nauru,NRU,2023,1279.4308395839334
3543,Nauru,NRU,2024,1313.4057028245488
3544,Nauru,NRU,2025,1348.2827573337404
3545,Nauru,NRU,2026,1384.0859605025728
3546,Nauru,NRU,2027,1420.8399059027176
3547,Nauru,NRU,2028,1458.5698401800205
3548,Nauru,NRU,2029,1497.3016803966568
3549,Nauru,NRU,2030,1537.062031833835
3550,Nauru,NRU,2031,1577.8782062672087
3551,Nauru,NRU,2032,1619.778240727617
3552,Nauru,NRU,2033,1662.7909167599887
3553,Nauru,NRU,2034,1706.9457801936608
3554,Nauru,NRU,2035,1752.2731614377196
3555,Nauru,NRU,2036,1798.804196315231
3556,Nauru,NRU,2037,1846.5708474507703
3557,Nauru,NRU,2038,1895.6059262258364
3558,Nauru,NRU,2039,1945.9431153173296
3559,Nauru,NRU,2040,1997.616991834502
3560,Nauru,NRU,2041,2050.663051070326
3561,Nauru,NRU,2042,2105.1177308835445
3562,Nauru,NRU,2043,2161.0184367281995
3563,Nauru,NRU,2044,2218.403567347817
3564,Nauru,NRU,2045,2277.3125411518567
3565,Nauru,NRU,2046,2337.7858232926415
3566,Nauru,NRU,2047,2399.8649534612136
3567,Nauru,NRU,2048,2463.5925744214073
3568,Nauru,NRU,2049,2529.0124613015673
3569,Nauru,NRU,2050,2596.1695516640857
3570,Indonesia,IDN,2017,0.018682850720942373
3571,Indonesia,IDN,2018,0.02170951677804299
3572,Indonesia,IDN,2019,0.01879560222501646
3573,Indonesia,IDN,2020,0.018164666172875998
3574,Indonesia,IDN,2021,0.018164665634988388
3575,Indonesia,IDN,2022,0.01787011124922211
3576,Indonesia,IDN,2023,0.017580333295233726
3577,Indonesia,IDN,2024,0.017295254319413256
3578,Indonesia,IDN,2025,0.01701479812412199
3579,Indonesia,IDN,2026,0.016738889747326197
3580,Indonesia,IDN,2027,0.01646745544256056
3581,Indonesia,IDN,2028,0.01620042265921698
3582,Indonesia,IDN,2029,0.015937720023152562
3583,Indonesia,IDN,2030,0.01567927731761262
3584,Indonesia,IDN,2031,0.015425025464462472
3585,Indonesia,IDN,2032,0.01517489650572391
3586,Indonesia,IDN,2033,0.014928823585410924
3587,Indonesia,IDN,2034,0.01468674093166012
3588,Indonesia,IDN,2035,0.014448583839150769
3589,Indonesia,IDN,2036,0.014214288651809895
3590,Indonesia,IDN,2037,0.013983792745798064
3591,Indonesia,IDN,2038,0.013757034512770772
3592,Indonesia,IDN,2039,0.013533953343411433
3593,Indonesia,IDN,2040,0.013314489611231342
3594,Indonesia,IDN,2041,0.01309858465663236
3595,Indonesia,IDN,2042,0.012886180771228023
3596,Indonesia,IDN,2043,0.012677221182418916
3597,Indonesia,IDN,2044,0.012471650038218035
3598,Indonesia,IDN,2045,0.01226941239232251
3599,Indonesia,IDN,2046,0.01207045418942709
3600,Indonesia,IDN,2047,0.011874722250775908
3601,Indonesia,IDN,2048,0.011682164259948637
3602,Indonesia,IDN,2049,0.011492728748876963
3603,Indonesia,IDN,2050,0.011306365084087928
3604,Hungary,HUN,2017,0.01640235804282626
3605,Hungary,HUN,2018,0.014801293569409815
3606,Hungary,HUN,2019,0.01557401239466608
3607,Hungary,HUN,2020,0.016272576402676188
3608,Hungary,HUN,2021,0.01627257638156446
3609,Hungary,HUN,2022,0.015611948453768733
3610,Hungary,HUN,2023,0.01497814044979763
3611,Hungary,HUN,2024,0.014370063544483882
3612,Hungary,HUN,2025,0.0137866731163744
3613,Hungary,HUN,2026,0.013226966953164372
3614,Hungary,HUN,2027,0.012689983529986763
3615,Hungary,HUN,2028,0.012174800357598981
3616,Hungary,HUN,2029,0.01168053239762926
3617,Hungary,HUN,2030,0.011206330542160399
3618,Hungary,HUN,2031,0.010751380155038627
3619,Hungary,HUN,2032,0.010314899672401954
3620,Hungary,HUN,2033,0.00989613926002376
3621,Hungary,HUN,2034,0.00949437952516493
3622,Hungary,HUN,2035,0.009108930280721877
3623,Hungary,HUN,2036,0.008739129359547152
3624,Hungary,HUN,2037,0.008384341476905697
3625,Hungary,HUN,2038,0.008043957139112998
3626,Hungary,HUN,2039,0.007717391596479559
3627,Hungary,HUN,2040,0.007404083838763507
3628,Hungary,HUN,2041,0.007103495631405655
3629,Hungary,HUN,2042,0.006815110590890629
3630,Hungary,HUN,2043,0.006538433297646553
3631,Hungary,HUN,2044,0.006272988444958777
3632,Hungary,HUN,2045,0.0060183200224357015
3633,Hungary,HUN,2046,0.0057739905326237555
3634,Hungary,HUN,2047,0.005539580239426385
3635,Hungary,HUN,2048,0.005314686447034881
3636,Hungary,HUN,2049,0.005098922808133413
3637,Hungary,HUN,2050,0.004891918660188892
3638,Cyprus,CYP,2017,20.996903079855514
3639,Cyprus,CYP,2018,18.723096611909
3640,Cyprus,CYP,2019,19.45871986086495
3641,Cyprus,CYP,2020,22.19160257654415
3642,Cyprus,CYP,2021,22.19159777357953
3643,Cyprus,CYP,2022,23.03691812391036
3644,Cyprus,CYP,2023,23.914438341144795
3645,Cyprus,CYP,2024,24.825384979722134
3646,Cyprus,CYP,2025,25.77103131588367
3647,Cyprus,CYP,2026,26.752699127395072
3648,Cyprus,CYP,2027,27.771760541061898
3649,Cyprus,CYP,2028,28.82963995062062
3650,Cyprus,CYP,2029,29.92781600768604
3651,Cyprus,CYP,2030,31.067823688537814
3652,Cyprus,CYP,2031,32.25125643963428
3653,Cyprus,CYP,2032,33.479768404853
3654,Cyprus,CYP,2033,34.75507673757169
3655,Cyprus,CYP,2034,36.078964000820484
3656,Cyprus,CYP,2035,37.4532806588603
3657,Cyprus,CYP,2036,38.87994766367064
3658,Cyprus,CYP,2037,40.3609591399615
3659,Cyprus,CYP,2038,41.89838517246211
3660,Cyprus,CYP,2039,43.49437469938346
3661,Cyprus,CYP,2040,45.15115851609809
3662,Cyprus,CYP,2041,46.8710523932354
3663,Cyprus,CYP,2042,48.65646031355191
3664,Cyprus,CYP,2043,50.5098778320995
3665,Cyprus,CYP,2044,52.43389556438891
3666,Cyprus,CYP,2045,54.43120280742455
3667,Cyprus,CYP,2046,56.5045912986707
3668,Cyprus,CYP,2047,58.656959118204824
3669,Cyprus,CYP,2048,60.891314739510186
3670,Cyprus,CYP,2049,63.210781234572345
3671,Cyprus,CYP,2050,65.61860063915407
3672,Bhutan,BTN,2017,81.27594305403157
3673,Bhutan,BTN,2018,37.01851976767533
3674,Bhutan,BTN,2019,24.475599344884245
3675,Bhutan,BTN,2020,31.746415310642636
3676,Bhutan,BTN,2021,31.746419933873756
3677,Bhutan,BTN,2022,25.63156014152757
3678,Bhutan,BTN,2023,20.694518520740132
3679,Bhutan,BTN,2024,16.708428766745097
3680,Bhutan,BTN,2025,13.490122593265871
3681,Bhutan,BTN,2026,10.891712806864577
3682,Bhutan,BTN,2027,8.793797613554412
3683,Bhutan,BTN,2028,7.099973882842082
3684,Bhutan,BTN,2029,5.732407243412146
3685,Bhutan,BTN,2030,4.628255448056702
3686,Bhutan,BTN,2031,3.7367806547735762
3687,Bhutan,BTN,2032,3.0170179279436784
3688,Bhutan,BTN,2033,2.4358928228515757
3689,Bhutan,BTN,2034,1.966701553034515
3690,Bhutan,BTN,2035,1.5878839013041677
3691,Bhutan,BTN,2036,1.2820324874054185
3692,Bhutan,BTN,2037,1.035092866306531
3693,Bhutan,BTN,2038,0.8357177001395696
3694,Bhutan,BTN,2039,0.6747453267828281
3695,Bhutan,BTN,2040,0.544778764335406
3696,Bhutan,BTN,2041,0.43984580595151856
3697,Bhutan,BTN,2042,0.35512458575574957
3698,Bhutan,BTN,2043,0.28672200507942025
3699,Bhutan,BTN,2044,0.23149483728875322
3700,Bhutan,BTN,2045,0.18690529063683886
3701,Bhutan,BTN,2046,0.15090439198204278
3702,Bhutan,BTN,2047,0.12183783263640609
3703,Bhutan,BTN,2048,0.09836994978451885
3704,Bhutan,BTN,2049,0.07942235027675103
3705,Bhutan,BTN,2050,0.06412435644524016
3706,Malaysia,MYS,2017,0.06041456697811371
3707,Malaysia,MYS,2018,0.057086236710641135
3708,Malaysia,MYS,2019,0.05202903053973496
3709,Malaysia,MYS,2020,0.0371431859654872
3710,Malaysia,MYS,2021,0.037143186146064495
3711,Malaysia,MYS,2022,0.0345777304140144
3712,Malaysia,MYS,2023,0.0321894690423842
3713,Malaysia,MYS,2024,0.0299661633318378
3714,Malaysia,MYS,2025,0.027896419902049743
3715,Malaysia,MYS,2026,0.025969632306070384
3716,Malaysia,MYS,2027,0.024175926677349004
3717,Malaysia,MYS,2028,0.022506111130881745
3718,Malaysia,MYS,2029,0.02095162865918903
3719,Malaysia,MYS,2030,0.01950451328173786
3720,Malaysia,MYS,2031,0.018157349223094428
3721,Malaysia,MYS,2032,0.01690323291061543
3722,Malaysia,MYS,2033,0.015735737596934318
3723,Malaysia,MYS,2034,0.014648880425949043
3724,Malaysia,MYS,2035,0.013637091773541022
3725,Malaysia,MYS,2036,0.012695186705910449
3726,Malaysia,MYS,2037,0.011818338409266008
3727,Malaysia,MYS,2038,0.011002053454708564
3728,Malaysia,MYS,2039,0.010242148771553262
3729,Malaysia,MYS,2040,0.009534730211089375
3730,Malaysia,MYS,2041,0.00887617259092728
3731,Malaysia,MYS,2042,0.00826310111766941
3732,Malaysia,MYS,2043,0.007692374092705162
