Year,iso_code3,cost_enfu_fuel_coal_usd_per_tonne
2020,BTN,104.8891667
2015,BWA,104.8891667
2016,BWA,104.8891667
2017,BWA,104.8891667
2018,BWA,104.8891667
2019,BWA,104.8891667
2020,BWA,104.8891667
2015,CAF,104.8891667
2016,CAF,104.8891667
2017,CAF,104.8891667
2018,CAF,104.8891667
2019,CAF,104.8891667
2020,CAF,104.8891667
2015,CAN,25.815
2016,CAN,25.815
2017,CAN,25.815
2018,CAN,25.815
2019,CAN,25.815
2020,CAN,25.815
2015,CHE,92.31375
2016,CHE,92.31375
2017,CHE,92.31375
2018,CHE,92.31375
2019,CHE,92.31375
2020,CHE,92.31375
2015,CHL,182.925625
2016,CHL,182.925625
2017,CHL,182.925625
2018,CHL,182.925625
2019,CHL,182.925625
2020,CHL,182.925625
2015,CHN,104.8891667
2016,CHN,104.8891667
2017,CHN,104.8891667
2018,CHN,104.8891667
2019,CHN,104.8891667
2020,CHN,104.8891667
2015,CIV,104.8891667
2016,CIV,104.8891667
2017,CIV,104.8891667
2018,CIV,104.8891667
2019,CIV,104.8891667
2020,CIV,104.8891667
2015,CMR,104.8891667
2016,CMR,104.8891667
2017,CMR,104.8891667
2018,CMR,104.8891667
2019,CMR,104.8891667
2020,CMR,104.8891667
2015,COD,104.8891667
2016,COD,104.8891667
2017,COD,104.8891667
2018,COD,104.8891667
2019,COD,104.8891667
2020,COD,104.8891667
2015,COG,104.8891667
2016,COG,104.8891667
2017,COG,104.8891667
2018,COG,104.8891667
2019,COG,104.8891667
2020,COG,104.8891667
2015,COL,104.8891667
2016,COL,104.8891667
2017,COL,104.8891667
2018,COL,104.8891667
2019,COL,104.8891667
2020,COL,104.8891667
2015,COM,104.8891667
2016,COM,104.8891667
2017,COM,104.8891667
2018,COM,104.8891667
2019,COM,104.8891667
2020,COM,104.8891667
2015,CPV,104.8891667
2016,CPV,104.8891667
2017,CPV,104.8891667
2018,CPV,104.8891667
2019,CPV,104.8891667
2020,CPV,104.8891667
2015,CRI,104.8891667
2016,CRI,104.8891667
2017,CRI,104.8891667
2018,CRI,104.8891667
2019,CRI,104.8891667
2020,CRI,104.8891667
2015,CUB,104.8891667
2016,CUB,104.8891667
2017,CUB,104.8891667
2018,CUB,104.8891667
2019,CUB,104.8891667
2020,CUB,104.8891667
2015,CUW,104.8891667
2016,CUW,104.8891667
2017,CUW,104.8891667
2018,CUW,104.8891667
2019,CUW,104.8891667
2020,CUW,104.8891667
2015,CYM,104.8891667
2016,CYM,104.8891667
2017,CYM,104.8891667
2018,CYM,104.8891667
2019,CYM,104.8891667
2020,CYM,104.8891667
2015,CYP,104.8891667
2016,CYP,104.8891667
2017,CYP,104.8891667
2018,CYP,104.8891667
2019,CYP,104.8891667
2020,CYP,104.8891667
2015,CZE,104.8891667
2016,CZE,104.8891667
2017,CZE,104.8891667
2018,CZE,104.8891667
2019,CZE,104.8891667
2020,CZE,104.8891667
2015,DEU,113.06375
2016,DEU,113.06375
2017,DEU,113.06375
2018,DEU,113.06375
2019,DEU,113.06375
2020,DEU,113.06375
2015,DJI,104.8891667
2016,DJI,104.8891667
2017,DJI,104.8891667
2018,DJI,104.8891667
2019,DJI,104.8891667
2020,DJI,104.8891667
2015,DMA,104.8891667
2016,DMA,104.8891667
2017,DMA,104.8891667
2018,DMA,104.8891667
2019,DMA,104.8891667
2020,DMA,104.8891667
2015,DNK,104.8891667
2016,DNK,104.8891667
2017,DNK,104.8891667
2018,DNK,104.8891667
2019,DNK,104.8891667
2020,DNK,104.8891667
2015,DOM,104.8891667
2016,DOM,104.8891667
2017,DOM,104.8891667
2018,DOM,104.8891667
2019,DOM,104.8891667
2020,DOM,104.8891667
2015,DZA,104.8891667
2016,DZA,104.8891667
2017,DZA,104.8891667
2018,DZA,104.8891667
2019,DZA,104.8891667
2020,DZA,104.8891667
2015,ECU,104.8891667
2016,ECU,104.8891667
2017,ECU,104.8891667
2018,ECU,104.8891667
2019,ECU,104.8891667
2020,ECU,104.8891667
2015,EGY,104.8891667
2016,EGY,104.8891667
2017,EGY,104.8891667
2018,EGY,104.8891667
2019,EGY,104.8891667
2020,EGY,104.8891667
2015,ERI,104.8891667
2016,ERI,104.8891667
2017,ERI,104.8891667
2018,ERI,104.8891667
2019,ERI,104.8891667
2020,ERI,104.8891667
2015,ESP,104.8891667
2016,ESP,104.8891667
2017,ESP,104.8891667
2018,ESP,104.8891667
2019,ESP,104.8891667
2020,ESP,104.8891667
2015,EST,104.8891667
2016,EST,104.8891667
2017,EST,104.8891667
2018,EST,104.8891667
2019,EST,104.8891667
2020,EST,104.8891667
2015,ETH,104.8891667
2016,ETH,104.8891667
2017,ETH,104.8891667
2018,ETH,104.8891667
2019,ETH,104.8891667
2020,ETH,104.8891667
2015,FIN,216.21125
2016,FIN,216.21125
2017,FIN,216.21125
2018,FIN,216.21125
2019,FIN,216.21125
2020,FIN,216.21125
2015,FJI,104.8891667
2016,FJI,104.8891667
2017,FJI,104.8891667
2018,FJI,104.8891667
2019,FJI,104.8891667
2020,FJI,104.8891667
2015,FRA,161.3725
2016,FRA,161.3725
2017,FRA,161.3725
2018,FRA,161.3725
2019,FRA,161.3725
2020,FRA,161.3725
2015,FRO,104.8891667
2016,FRO,104.8891667
2017,FRO,104.8891667
2018,FRO,104.8891667
2019,FRO,104.8891667
2020,FRO,104.8891667
2015,FSM,104.8891667
2016,FSM,104.8891667
2017,FSM,104.8891667
2018,FSM,104.8891667
2019,FSM,104.8891667
2020,FSM,104.8891667
2015,GAB,104.8891667
2016,GAB,104.8891667
2017,GAB,104.8891667
2018,GAB,104.8891667
2019,GAB,104.8891667
2020,GAB,104.8891667
2015,GBR,232.7929167
2016,GBR,232.7929167
2017,GBR,232.7929167
2018,GBR,232.7929167
2019,GBR,232.7929167
2020,GBR,232.7929167
2015,GEO,104.8891667
2016,GEO,104.8891667
2017,GEO,104.8891667
2018,GEO,104.8891667
2019,GEO,104.8891667
2020,GEO,104.8891667
2015,GHA,104.8891667
2016,GHA,104.8891667
2017,GHA,104.8891667
2018,GHA,104.8891667
2019,GHA,104.8891667
2020,GHA,104.8891667
2015,GIB,104.8891667
2016,GIB,104.8891667
2017,GIB,104.8891667
2018,GIB,104.8891667
2019,GIB,104.8891667
2020,GIB,104.8891667
2015,GIN,104.8891667
2016,GIN,104.8891667
2017,GIN,104.8891667
2018,GIN,104.8891667
2019,GIN,104.8891667
2020,GIN,104.8891667
2015,GMB,104.8891667
2016,GMB,104.8891667
2017,GMB,104.8891667
2018,GMB,104.8891667
2019,GMB,104.8891667
2020,GMB,104.8891667
2015,GNB,104.8891667
2016,GNB,104.8891667
2017,GNB,104.8891667
2018,GNB,104.8891667
2019,GNB,104.8891667
2020,GNB,104.8891667
2015,GNQ,104.8891667
2016,GNQ,104.8891667
2017,GNQ,104.8891667
2018,GNQ,104.8891667
2019,GNQ,104.8891667
2020,GNQ,104.8891667
2015,GRC,104.8891667
2016,GRC,104.8891667
2017,GRC,104.8891667
2018,GRC,104.8891667
2019,GRC,104.8891667
2020,GRC,104.8891667
2015,GRD,104.8891667
2016,GRD,104.8891667
2017,GRD,104.8891667
2018,GRD,104.8891667
2019,GRD,104.8891667
2020,GRD,104.8891667
2015,GRL,104.8891667
2016,GRL,104.8891667
2017,GRL,104.8891667
2018,GRL,104.8891667
2019,GRL,104.8891667
2020,GRL,104.8891667
2015,GTM,104.8891667
2016,GTM,104.8891667
2017,GTM,104.8891667
2018,GTM,104.8891667
2019,GTM,104.8891667
2020,GTM,104.8891667
2015,GUM,104.8891667
2016,GUM,104.8891667
2017,GUM,104.8891667
2018,GUM,104.8891667
2019,GUM,104.8891667
2020,GUM,104.8891667
2015,GUY,104.8891667
2016,GUY,104.8891667
2017,GUY,104.8891667
2018,GUY,104.8891667
2019,GUY,104.8891667
2020,GUY,104.8891667
2015,HKG,104.8891667
2016,HKG,104.8891667
2017,HKG,104.8891667
2018,HKG,104.8891667
2019,HKG,104.8891667
2020,HKG,104.8891667
2015,HND,104.8891667
2016,HND,104.8891667
2017,HND,104.8891667
2018,HND,104.8891667
2019,HND,104.8891667
2020,HND,104.8891667
2015,HRV,104.8891667
2016,HRV,104.8891667
2017,HRV,104.8891667
2018,HRV,104.8891667
2019,HRV,104.8891667
2020,HRV,104.8891667
2015,HTI,104.8891667
2016,HTI,104.8891667
2017,HTI,104.8891667
2018,HTI,104.8891667
2019,HTI,104.8891667
2020,HTI,104.8891667
2015,HUN,354.75
2016,HUN,354.75
2017,HUN,354.75
2018,HUN,354.75
2019,HUN,354.75
2020,HUN,354.75
2015,IDN,104.8891667
2016,IDN,104.8891667
2017,IDN,104.8891667
2018,IDN,104.8891667
2019,IDN,104.8891667
2020,IDN,104.8891667
2015,IMN,104.8891667
2016,IMN,104.8891667
2017,IMN,104.8891667
2018,IMN,104.8891667
2019,IMN,104.8891667
2020,IMN,104.8891667
2015,IND,104.8891667
2016,IND,104.8891667
2017,IND,104.8891667
2018,IND,104.8891667
2019,IND,104.8891667
2020,IND,104.8891667
2015,IRL,513.19625
2016,IRL,513.19625
2017,IRL,513.19625
2018,IRL,513.19625
2019,IRL,513.19625
2020,IRL,513.19625
2015,IRN,104.8891667
2016,IRN,104.8891667
2017,IRN,104.8891667
2018,IRN,104.8891667
2019,IRN,104.8891667
2020,IRN,104.8891667
2015,IRQ,104.8891667
2016,IRQ,104.8891667
2017,IRQ,104.8891667
2018,IRQ,104.8891667
2019,IRQ,104.8891667
2020,IRQ,104.8891667
2015,ISL,104.8891667
2016,ISL,104.8891667
2017,ISL,104.8891667
2018,ISL,104.8891667
2019,ISL,104.8891667
2020,ISL,104.8891667
2015,ISR,116.14
2016,ISR,116.14
2017,ISR,116.14
2018,ISR,116.14
2019,ISR,116.14
2020,ISR,116.14
2015,ITA,149.87
2016,ITA,149.87
2017,ITA,149.87
2018,ITA,149.87
2019,ITA,149.87
2020,ITA,149.87
2015,JAM,104.8891667
2016,JAM,104.8891667
2017,JAM,104.8891667
2018,JAM,104.8891667
2019,JAM,104.8891667
2020,JAM,104.8891667
2015,JOR,104.8891667
2016,JOR,104.8891667
2017,JOR,104.8891667
2018,JOR,104.8891667
2019,JOR,104.8891667
2020,JOR,104.8891667
2015,JPN,133.57
2016,JPN,133.57
2017,JPN,133.57
2018,JPN,133.57
2019,JPN,133.57
2020,JPN,133.57
2015,KAZ,104.8891667
2016,KAZ,104.8891667
2017,KAZ,104.8891667
2018,KAZ,104.8891667
2019,KAZ,104.8891667
2020,KAZ,104.8891667
2015,KEN,104.8891667
2016,KEN,104.8891667
2017,KEN,104.8891667
2018,KEN,104.8891667
2019,KEN,104.8891667
2020,KEN,104.8891667
2015,KGZ,104.8891667
2016,KGZ,104.8891667
2017,KGZ,104.8891667
2018,KGZ,104.8891667
2019,KGZ,104.8891667
2020,KGZ,104.8891667
2015,KHM,104.8891667
2016,KHM,104.8891667
2017,KHM,104.8891667
2018,KHM,104.8891667
2019,KHM,104.8891667
2020,KHM,104.8891667
2015,KIR,104.8891667
2016,KIR,104.8891667
2017,KIR,104.8891667
2018,KIR,104.8891667
2019,KIR,104.8891667
2020,KIR,104.8891667
2015,KNA,104.8891667
2016,KNA,104.8891667
2017,KNA,104.8891667
2018,KNA,104.8891667
2019,KNA,104.8891667
2020,KNA,104.8891667
2015,KOR,104.8891667
2016,KOR,104.8891667
2017,KOR,104.8891667
2018,KOR,104.8891667
2019,KOR,104.8891667
2020,KOR,104.8891667
2015,KWT,104.8891667
2016,KWT,104.8891667
2017,KWT,104.8891667
2018,KWT,104.8891667
2019,KWT,104.8891667
2020,KWT,104.8891667
2015,LAO,104.8891667
2016,LAO,104.8891667
2017,LAO,104.8891667
2018,LAO,104.8891667
2019,LAO,104.8891667
2020,LAO,104.8891667
2015,LBN,104.8891667
2016,LBN,104.8891667
2017,LBN,104.8891667
2018,LBN,104.8891667
2019,LBN,104.8891667
2020,LBN,104.8891667
2015,LBR,104.8891667
2016,LBR,104.8891667
2017,LBR,104.8891667
2018,LBR,104.8891667
2019,LBR,104.8891667
2020,LBR,104.8891667
2015,LBY,104.8891667
2016,LBY,104.8891667
2017,LBY,104.8891667
2018,LBY,104.8891667
2019,LBY,104.8891667
2020,LBY,104.8891667
2015,LCA,104.8891667
2016,LCA,104.8891667
2017,LCA,104.8891667
2018,LCA,104.8891667
2019,LCA,104.8891667
2020,LCA,104.8891667
2015,LIE,104.8891667
2016,LIE,104.8891667
2017,LIE,104.8891667
2018,LIE,104.8891667
2019,LIE,104.8891667
2020,LIE,104.8891667
2015,LKA,104.8891667
2016,LKA,104.8891667
2017,LKA,104.8891667
2018,LKA,104.8891667
2019,LKA,104.8891667
2020,LKA,104.8891667
2015,LSO,104.8891667
2016,LSO,104.8891667
2017,LSO,104.8891667
2018,LSO,104.8891667
2019,LSO,104.8891667
2020,LSO,104.8891667
2015,LTU,104.8891667
2016,LTU,104.8891667
2017,LTU,104.8891667
2018,LTU,104.8891667
2019,LTU,104.8891667
2020,LTU,104.8891667
2015,LUX,104.8891667
2016,LUX,104.8891667
2017,LUX,104.8891667
2018,LUX,104.8891667
2019,LUX,104.8891667
2020,LUX,104.8891667
2015,LVA,104.8891667
2016,LVA,104.8891667
2017,LVA,104.8891667
2018,LVA,104.8891667
2019,LVA,104.8891667
2020,LVA,104.8891667
2015,MAC,104.8891667
2016,MAC,104.8891667
2017,MAC,104.8891667
2018,MAC,104.8891667
2019,MAC,104.8891667
2020,MAC,104.8891667
2015,MAF,104.8891667
2016,MAF,104.8891667
2017,MAF,104.8891667
2018,MAF,104.8891667
2019,MAF,104.8891667
2020,MAF,104.8891667
2015,MAR,104.8891667
2016,MAR,104.8891667
2017,MAR,104.8891667
2018,MAR,104.8891667
2019,MAR,104.8891667
2020,MAR,104.8891667
2015,MCO,104.8891667
2016,MCO,104.8891667
2017,MCO,104.8891667
2018,MCO,104.8891667
2019,MCO,104.8891667
2020,MCO,104.8891667
2015,MDA,104.8891667
2016,MDA,104.8891667
2017,MDA,104.8891667
2018,MDA,104.8891667
2019,MDA,104.8891667
2020,MDA,104.8891667
2015,MDG,104.8891667
2016,MDG,104.8891667
2017,MDG,104.8891667
2018,MDG,104.8891667
2019,MDG,104.8891667
2020,MDG,104.8891667
2015,MDV,104.8891667
2016,MDV,104.8891667
2017,MDV,104.8891667
2018,MDV,104.8891667
2019,MDV,104.8891667
2020,MDV,104.8891667
2015,MEX,100.5975
2016,MEX,100.5975
2017,MEX,100.5975
2018,MEX,100.5975
2019,MEX,100.5975
2020,MEX,100.5975
2015,MHL,104.8891667
2016,MHL,104.8891667
2017,MHL,104.8891667
2018,MHL,104.8891667
2019,MHL,104.8891667
2020,MHL,104.8891667
2015,MKD,104.8891667
2016,MKD,104.8891667
2017,MKD,104.8891667
2018,MKD,104.8891667
2019,MKD,104.8891667
2020,MKD,104.8891667
2015,MLI,104.8891667
2016,MLI,104.8891667
2017,MLI,104.8891667
2018,MLI,104.8891667
2019,MLI,104.8891667
2020,MLI,104.8891667
2015,MLT,104.8891667
2016,MLT,104.8891667
2017,MLT,104.8891667
2018,MLT,104.8891667
2019,MLT,104.8891667
2020,MLT,104.8891667
2015,MMR,104.8891667
2016,MMR,104.8891667
2017,MMR,104.8891667
2018,MMR,104.8891667
2019,MMR,104.8891667
2020,MMR,104.8891667
2015,MNE,104.8891667
2016,MNE,104.8891667
2017,MNE,104.8891667
2018,MNE,104.8891667
2019,MNE,104.8891667
2020,MNE,104.8891667
2015,MNG,104.8891667
2016,MNG,104.8891667
2017,MNG,104.8891667
2018,MNG,104.8891667
2019,MNG,104.8891667
2020,MNG,104.8891667
2015,MNP,104.8891667
2016,MNP,104.8891667
2017,MNP,104.8891667
2018,MNP,104.8891667
2019,MNP,104.8891667
2020,MNP,104.8891667
2015,MOZ,104.8891667
2016,MOZ,104.8891667
2017,MOZ,104.8891667
2018,MOZ,104.8891667
2019,MOZ,104.8891667
2020,MOZ,104.8891667
2015,MRT,104.8891667
2016,MRT,104.8891667
2017,MRT,104.8891667
2018,MRT,104.8891667
2019,MRT,104.8891667
2020,MRT,104.8891667
2015,MUS,104.8891667
2016,MUS,104.8891667
2017,MUS,104.8891667
2018,MUS,104.8891667
2019,MUS,104.8891667
2020,MUS,104.8891667
2015,MWI,104.8891667
2016,MWI,104.8891667
2017,MWI,104.8891667
2018,MWI,104.8891667
2019,MWI,104.8891667
2020,MWI,104.8891667
2015,MYS,104.8891667
2016,MYS,104.8891667
2017,MYS,104.8891667
2018,MYS,104.8891667
2019,MYS,104.8891667
2020,MYS,104.8891667
2015,NAM,104.8891667
2016,NAM,104.8891667
2017,NAM,104.8891667
2018,NAM,104.8891667
2019,NAM,104.8891667
2020,NAM,104.8891667
2015,NCL,104.8891667
2016,NCL,104.8891667
2017,NCL,104.8891667
2018,NCL,104.8891667
2019,NCL,104.8891667
2020,NCL,104.8891667
2015,NER,104.8891667
2016,NER,104.8891667
2017,NER,104.8891667
2018,NER,104.8891667
2019,NER,104.8891667
2020,NER,104.8891667
2015,NGA,104.8891667
2016,NGA,104.8891667
2017,NGA,104.8891667
2018,NGA,104.8891667
2019,NGA,104.8891667
2020,NGA,104.8891667
2015,NIC,104.8891667
2016,NIC,104.8891667
2017,NIC,104.8891667
2018,NIC,104.8891667
2019,NIC,104.8891667
2020,NIC,104.8891667
2015,NLD,104.8891667
2016,NLD,104.8891667
2017,NLD,104.8891667
2018,NLD,104.8891667
2019,NLD,104.8891667
2020,NLD,104.8891667
2015,NOR,104.8891667
2016,NOR,104.8891667
2017,NOR,104.8891667
2018,NOR,104.8891667
2019,NOR,104.8891667
2020,NOR,104.8891667
2015,NPL,104.8891667
2016,NPL,104.8891667
2017,NPL,104.8891667
2018,NPL,104.8891667
2019,NPL,104.8891667
2020,NPL,104.8891667
2015,NRU,104.8891667
2016,NRU,104.8891667
2017,NRU,104.8891667
2018,NRU,104.8891667
2019,NRU,104.8891667
2020,NRU,104.8891667
2015,NZL,104.8891667
2016,NZL,104.8891667
2017,NZL,104.8891667
2018,NZL,104.8891667
2019,NZL,104.8891667
2020,NZL,104.8891667
2015,OMN,104.8891667
2016,OMN,104.8891667
2017,OMN,104.8891667
2018,OMN,104.8891667
2019,OMN,104.8891667
2020,OMN,104.8891667
2015,PAK,104.8891667
2016,PAK,104.8891667
2017,PAK,104.8891667
2018,PAK,104.8891667
2019,PAK,104.8891667
2020,PAK,104.8891667
2015,PAN,104.8891667
2016,PAN,104.8891667
2017,PAN,104.8891667
2018,PAN,104.8891667
2019,PAN,104.8891667
2020,PAN,104.8891667
2015,PER,104.8891667
2016,PER,104.8891667
2017,PER,104.8891667
2018,PER,104.8891667
2019,PER,104.8891667
2020,PER,104.8891667
2015,PHL,104.8891667
2016,PHL,104.8891667
2017,PHL,104.8891667
2018,PHL,104.8891667
2019,PHL,104.8891667
2020,PHL,104.8891667
2015,PLW,104.8891667
2016,PLW,104.8891667
2017,PLW,104.8891667
2018,PLW,104.8891667
2019,PLW,104.8891667
2020,PLW,104.8891667
2015,PNG,104.8891667
2016,PNG,104.8891667
2017,PNG,104.8891667
2018,PNG,104.8891667
2019,PNG,104.8891667
2020,PNG,104.8891667
2015,POL,263.9021875
2016,POL,263.9021875
2017,POL,263.9021875
2018,POL,263.9021875
2019,POL,263.9021875
2020,POL,263.9021875
2015,PRI,104.8891667
2016,PRI,104.8891667
2017,PRI,104.8891667
2018,PRI,104.8891667
2019,PRI,104.8891667
2020,PRI,104.8891667
2015,PRK,104.8891667
2016,PRK,104.8891667
2017,PRK,104.8891667
2018,PRK,104.8891667
2019,PRK,104.8891667
2020,PRK,104.8891667
2015,PRT,302.655
2016,PRT,302.655
2017,PRT,302.655
2018,PRT,302.655
2019,PRT,302.655
2020,PRT,302.655
2015,PRY,104.8891667
2016,PRY,104.8891667
2017,PRY,104.8891667
2018,PRY,104.8891667
2019,PRY,104.8891667
2020,PRY,104.8891667
2015,PYF,104.8891667
2016,PYF,104.8891667
2017,PYF,104.8891667
2018,PYF,104.8891667
2019,PYF,104.8891667
2020,PYF,104.8891667
2015,QAT,104.8891667
2016,QAT,104.8891667
2017,QAT,104.8891667
2018,QAT,104.8891667
2019,QAT,104.8891667
2020,QAT,104.8891667
2015,ROU,104.8891667
2016,ROU,104.8891667
2017,ROU,104.8891667
2018,ROU,104.8891667
2019,ROU,104.8891667
2020,ROU,104.8891667
2015,RUS,104.8891667
2016,RUS,104.8891667
2017,RUS,104.8891667
2018,RUS,104.8891667
2019,RUS,104.8891667
2020,RUS,104.8891667
2015,RWA,104.8891667
2016,RWA,104.8891667
2017,RWA,104.8891667
2018,RWA,104.8891667
2019,RWA,104.8891667
2020,RWA,104.8891667
2015,SAU,104.8891667
2016,SAU,104.8891667
2017,SAU,104.8891667
2018,SAU,104.8891667
2019,SAU,104.8891667
2020,SAU,104.8891667
2015,SDN,104.8891667
2016,SDN,104.8891667
2017,SDN,104.8891667
2018,SDN,104.8891667
2019,SDN,104.8891667
2020,SDN,104.8891667
2015,SEN,104.8891667
2016,SEN,104.8891667
2017,SEN,104.8891667
2018,SEN,104.8891667
2019,SEN,104.8891667
2020,SEN,104.8891667
2015,SGP,104.8891667
2016,SGP,104.8891667
2017,SGP,104.8891667
2018,SGP,104.8891667
2019,SGP,104.8891667
2020,SGP,104.8891667
2015,SLB,104.8891667
2016,SLB,104.8891667
2017,SLB,104.8891667
2018,SLB,104.8891667
2019,SLB,104.8891667
2020,SLB,104.8891667
2015,SLE,104.8891667
2016,SLE,104.8891667
2017,SLE,104.8891667
2018,SLE,104.8891667
2019,SLE,104.8891667
2020,SLE,104.8891667
2015,SLV,104.8891667
2016,SLV,104.8891667
2017,SLV,104.8891667
2018,SLV,104.8891667
2019,SLV,104.8891667
2020,SLV,104.8891667
2015,SMR,104.8891667
2016,SMR,104.8891667
2017,SMR,104.8891667
2018,SMR,104.8891667
2019,SMR,104.8891667
2020,SMR,104.8891667
2015,SOM,104.8891667
2016,SOM,104.8891667
2017,SOM,104.8891667
2018,SOM,104.8891667
2019,SOM,104.8891667
2020,SOM,104.8891667
2015,SRB,104.8891667
2016,SRB,104.8891667
2017,SRB,104.8891667
2018,SRB,104.8891667
2019,SRB,104.8891667
2020,SRB,104.8891667
2015,SSD,104.8891667
2016,SSD,104.8891667
2017,SSD,104.8891667
2018,SSD,104.8891667
2019,SSD,104.8891667
2020,SSD,104.8891667
2015,STP,104.8891667
2016,STP,104.8891667
2017,STP,104.8891667
2018,STP,104.8891667
2019,STP,104.8891667
2020,STP,104.8891667
2015,SUR,104.8891667
2016,SUR,104.8891667
2017,SUR,104.8891667
2018,SUR,104.8891667
2019,SUR,104.8891667
2020,SUR,104.8891667
2015,SVK,300.6975
2016,SVK,300.6975
2017,SVK,300.6975
2018,SVK,300.6975
2019,SVK,300.6975
2020,SVK,300.6975
2015,SVN,104.8891667
2016,SVN,104.8891667
2017,SVN,104.8891667
2018,SVN,104.8891667
2019,SVN,104.8891667
2020,SVN,104.8891667
2015,SWE,104.8891667
2016,SWE,104.8891667
2017,SWE,104.8891667
2018,SWE,104.8891667
