Country,Mode/vehicle type,Indicator,2000,2005,2010,2015,2016,2017,2018,2019,2020
Belgium,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                      ,2.48,2.44,2.42,2.41,2.41,2.42,2.42,2.43,2.43
Belgium,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                    ,15.21,14.82,14.53,13.83,13.77,13.72,13.53,13.51,10.30
Belgium,Freight trucks,Per capita energy intensity (GJ/cap)                                 ,10.85,11.96,11.07,10.96,11.26,11.65,11.95,12.25,11.02
Belgium,Freight trucks,Fuel intensity (litres/100 vkm)                                      ,20.31,19.70,19.11,18.96,18.82,18.82,18.75,18.67,19.44
Belgium,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                           ,4.90,4.58,4.50,4.95,4.85,5.18,5.16,..,..
Belgium,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                           ,2.21,2.61,2.46,2.21,2.32,2.25,2.32,..,..
Belgium,Freight trucks,Freight load factor (tkm/vkm)                                        ,3.04,2.50,2.57,2.84,2.69,2.78,2.69,..,..
Belgium,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                         ,1.61,1.83,1.75,1.74,1.80,1.87,1.92,1.97,1.69
Belgium,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                         ,6.73,6.53,6.34,6.29,6.24,6.24,6.22,6.21,6.50
Belgium,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                       ,28.05,28.97,25.47,23.63,23.96,23.96,23.95,23.91,20.30
Canada,Cars/light trucks,Per capita energy intensity (GJ/cap)                               ,30.57,30.42,29.38,28.00,28.56,28.34,28.26,28.17,23.18
Canada,Cars/light trucks,Fuel intensity (litres/100 vkm)                                    ,10.06,9.77,9.48,9.28,9.26,9.24,9.21,9.15,9.12
Canada,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                     ,14.82,15.23,15.21,14.90,15.25,15.19,15.23,15.30,12.64
Canada,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                     ,2.06,2.00,1.93,1.88,1.87,1.87,1.86,1.84,1.83
Canada,Cars/light trucks,Passenger average occupancy (#passengers)                          ,1.62,1.62,1.63,1.64,1.64,1.64,1.65,1.65,1.65
Canada,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                       ,9.16,9.38,9.34,9.10,9.30,9.25,9.26,9.29,7.66
Canada,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                       ,3.34,3.24,3.14,3.08,3.07,3.07,3.05,3.03,3.02
Canada,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                     ,18.48,18.24,16.88,15.46,15.48,15.19,15.06,15.31,13.18
Canada,Freight trucks,Per capita energy intensity (GJ/cap)                                  ,22.01,24.26,26.81,25.85,24.93,25.69,26.50,26.19,23.29
Canada,Freight trucks,Fuel intensity (litres/100 vkm)                                       ,26.19,25.05,23.43,21.60,20.77,20.59,20.36,19.94,20.00
Canada,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                            ,7.83,8.76,8.62,9.92,10.34,10.43,9.61,9.81,8.99
Canada,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                            ,2.81,2.77,3.11,2.61,2.41,2.46,2.76,2.67,2.59
Canada,Freight trucks,Freight load factor (tkm/vkm)                                         ,3.09,3.00,2.50,2.75,2.86,2.77,2.45,2.48,2.56
Canada,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                          ,2.54,2.92,3.45,3.61,3.62,3.76,3.92,3.96,3.51
Canada,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                          ,8.68,8.31,7.77,7.16,6.89,6.83,6.75,6.62,6.63
Canada,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                        ,31.24,30.88,28.91,26.18,25.42,25.65,26.11,26.20,23.47
Czech Republic,Cars/light trucks,Per capita energy intensity (GJ/cap)                       ,9.80,13.17,13.43,13.84,14.36,14.78,14.73,15.13,14.60
Czech Republic,Cars/light trucks,Fuel intensity (litres/100 vkm)                            ,9.69,10.93,11.39,10.04,9.92,8.54,8.12,8.11,7.65
Czech Republic,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)             ,6.22,6.71,6.04,6.61,6.84,7.02,7.34,7.61,6.44
Czech Republic,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)             ,1.58,1.96,2.22,2.09,2.10,2.11,2.01,1.99,2.27
Czech Republic,Cars/light trucks,Passenger average occupancy (#passengers)                  ,2.04,1.85,1.70,1.61,1.59,1.36,1.36,1.37,1.14
Czech Republic,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)               ,3.05,3.63,3.56,4.12,4.31,5.15,5.39,5.54,5.67
Czech Republic,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)               ,3.21,3.63,3.78,3.36,3.33,2.87,2.73,2.73,2.58
Czech Republic,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                             ,9.11,9.39,8.32,8.49,8.58,9.84,9.96,9.98,10.03
Czech Republic,Freight trucks,Per capita energy intensity (GJ/cap)                          ,4.27,6.60,6.32,7.13,7.42,7.88,7.87,7.75,7.37
Czech Republic,Freight trucks,Fuel intensity (litres/100 vkm)                               ,16.33,22.48,24.66,..,..,..,..,..,..
Czech Republic,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                    ,3.80,4.25,4.93,5.57,4.76,4.18,3.87,3.66,5.24
Czech Republic,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                    ,1.12,1.55,1.28,1.28,1.56,1.88,2.04,2.12,1.41
Czech Republic,Freight trucks,Freight load factor (tkm/vkm)                                 ,4.82,4.79,6.38,..,..,..,..,..,..
Czech Republic,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                  ,0.79,0.89,0.77,..,..,..,..,..,..
Czech Republic,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                  ,5.41,7.45,8.17,..,..,..,..,..,..
Czech Republic,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                ,27.19,20.64,13.59,..,..,..,..,..,..
Denmark,Cars/light trucks,Per capita energy intensity (GJ/cap)                              ,17.90,17.60,17.76,18.51,18.42,18.46,18.73,18.54,..
Denmark,Cars/light trucks,Fuel intensity (litres/100 vkm)                                   ,8.76,8.61,8.47,7.86,7.64,7.58,7.62,7.47,..
Denmark,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                    ,9.48,9.18,9.32,10.00,10.31,10.42,10.56,10.75,..
Denmark,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                    ,1.89,1.92,1.91,1.85,1.79,1.77,1.77,1.73,..
Denmark,Cars/light trucks,Passenger average occupancy (#passengers)                         ,1.54,1.49,1.47,1.41,1.42,1.42,1.42,1.43,..
Denmark,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                      ,6.17,6.17,6.32,7.10,7.27,7.35,7.42,7.49,..
Denmark,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                      ,2.90,2.86,2.81,2.61,2.53,2.51,2.52,2.48,..
Denmark,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                    ,17.16,16.59,15.64,16.17,16.19,16.08,15.94,15.85,..
Denmark,Freight trucks,Per capita energy intensity (GJ/cap)                                 ,10.17,10.62,9.80,8.01,7.98,8.11,8.35,8.10,..
Denmark,Freight trucks,Fuel intensity (litres/100 vkm)                                      ,21.97,18.34,18.02,18.54,18.49,18.62,19.25,18.87,..
Denmark,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                           ,4.50,5.01,3.75,3.75,4.32,4.25,3.85,4.00,..
Denmark,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                           ,2.26,2.12,2.61,2.13,1.85,1.91,2.17,2.02,..
Denmark,Freight trucks,Freight load factor (tkm/vkm)                                        ,3.22,2.87,2.29,2.88,3.32,3.24,2.95,3.10,..
Denmark,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                         ,1.40,1.75,1.64,1.30,1.30,1.31,1.30,1.29,..
Denmark,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                         ,7.28,6.08,5.97,6.15,6.14,6.19,6.40,6.27,..
Denmark,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                       ,23.20,22.48,22.42,22.28,22.48,22.77,22.95,23.08,..
Estonia,Cars/light trucks,Per capita energy intensity (GJ/cap)                              ,..,..,..,..,..,..,..,..,..
Estonia,Cars/light trucks,Fuel intensity (litres/100 vkm)                                   ,..,..,..,..,..,..,..,..,..
Estonia,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                    ,..,..,..,..,..,..,..,..,..
Estonia,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                    ,..,..,..,..,..,..,..,..,..
Estonia,Cars/light trucks,Passenger average occupancy (#passengers)                         ,..,..,..,..,..,..,..,..,..
Estonia,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                      ,..,..,..,..,..,..,..,..,..
Estonia,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                      ,..,..,..,..,..,..,..,..,..
Estonia,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                    ,..,..,..,..,..,..,..,..,..
Estonia,Freight trucks,Per capita energy intensity (GJ/cap)                                 ,..,..,..,..,..,..,..,..,..
Estonia,Freight trucks,Fuel intensity (litres/100 vkm)                                      ,..,..,..,..,..,..,..,..,..
Estonia,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                           ,..,..,..,..,..,..,..,..,..
Estonia,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                           ,..,..,..,..,..,..,..,..,..
Estonia,Freight trucks,Freight load factor (tkm/vkm)                                        ,..,..,..,..,..,..,..,..,..
Estonia,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                         ,..,..,..,..,..,..,..,..,..
Estonia,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                         ,..,..,..,..,..,..,..,..,..
Estonia,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                       ,..,..,..,..,..,..,..,..,..
Finland,Cars/light trucks,Per capita energy intensity (GJ/cap)                              ,15.96,17.34,16.97,16.38,16.36,16.11,15.98,15.75,14.60
Finland,Cars/light trucks,Fuel intensity (litres/100 vkm)                                   ,6.44,6.66,6.70,6.66,6.66,6.59,6.53,6.44,6.22
Finland,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                    ,10.76,11.80,12.06,12.10,12.09,12.09,12.11,12.10,11.59
Finland,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                    ,1.48,1.47,1.41,1.35,1.35,1.33,1.32,1.30,1.26
Finland,Cars/light trucks,Passenger average occupancy (#passengers)                         ,1.44,1.50,1.58,1.63,1.63,1.64,1.65,1.65,1.66
Finland,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                      ,7.48,7.85,7.64,7.41,7.40,7.36,7.35,7.32,6.98
Finland,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                      ,2.14,2.21,2.22,2.21,2.21,2.19,2.17,2.15,2.09
Finland,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                    ,18.25,17.06,14.34,12.55,12.24,11.92,11.68,11.39,10.63
Finland,Freight trucks,Per capita energy intensity (GJ/cap)                                 ,10.70,11.38,11.76,11.16,11.64,11.84,12.19,11.94,11.58
Finland,Freight trucks,Fuel intensity (litres/100 vkm)                                      ,23.59,23.06,22.76,20.74,21.43,21.91,22.28,21.94,21.66
Finland,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                           ,5.53,5.47,5.01,3.91,4.47,4.78,4.71,4.84,5.04
Finland,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                           ,1.94,2.08,2.35,2.85,2.60,2.48,2.59,2.47,2.30
Finland,Freight trucks,Freight load factor (tkm/vkm)                                        ,4.04,3.68,3.21,2.41,2.73,2.93,2.86,2.95,3.13
Finland,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                         ,1.37,1.49,1.56,1.62,1.64,1.63,1.65,1.64,1.61
Finland,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                         ,7.82,7.64,7.54,6.88,7.11,7.27,7.39,7.28,7.19
Finland,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                       ,23.53,21.71,18.19,16.03,15.64,14.99,14.65,14.09,13.32
France,Cars/light trucks,Per capita energy intensity (GJ/cap)                               ,16.22,16.02,15.80,14.59,14.52,14.54,14.20,14.00,11.41
France,Cars/light trucks,Fuel intensity (litres/100 vkm)                                    ,7.66,7.30,7.13,6.58,6.45,6.46,6.37,6.35,6.30
France,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                     ,10.80,10.80,10.64,10.57,10.69,10.68,10.56,10.41,8.53
France,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                     ,1.50,1.48,1.48,1.38,1.36,1.36,1.34,1.34,1.34
France,Cars/light trucks,Passenger average occupancy (#passengers)                          ,1.69,1.63,1.59,1.58,1.57,1.57,1.57,1.57,1.56
France,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                       ,6.39,6.62,6.68,6.69,6.79,6.79,6.73,6.65,5.46
France,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                       ,2.54,2.42,2.36,2.18,2.14,2.14,2.11,2.11,2.09
France,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                     ,13.52,12.99,12.49,12.36,12.39,12.26,12.10,11.92,9.88
France,Freight trucks,Per capita energy intensity (GJ/cap)                                  ,10.13,9.42,8.56,7.92,7.94,8.02,8.06,7.89,7.16
France,Freight trucks,Fuel intensity (litres/100 vkm)                                       ,17.55,16.59,15.84,15.09,14.92,14.90,14.79,14.64,14.85
France,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                            ,3.13,3.16,2.77,2.27,2.29,2.47,2.48,2.51,2.44
France,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                            ,3.24,2.98,3.09,3.49,3.46,3.25,3.25,3.15,2.93
France,Freight trucks,Freight load factor (tkm/vkm)                                         ,1.80,1.85,1.71,1.44,1.43,1.52,1.51,1.55,1.69
France,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                          ,1.74,1.71,1.63,1.58,1.60,1.62,1.64,1.62,1.44
France,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                          ,5.82,5.50,5.26,5.01,4.95,4.95,4.92,4.88,4.96
France,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                        ,19.00,18.60,17.66,16.82,16.84,16.71,16.66,16.71,15.53
Germany,Cars/light trucks,Per capita energy intensity (GJ/cap)                              ,18.57,18.17,18.12,18.34,18.49,18.70,18.56,18.63,16.72
Germany,Cars/light trucks,Fuel intensity (litres/100 vkm)                                   ,8.15,7.70,7.30,7.07,7.04,7.22,7.20,7.21,7.21
Germany,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                    ,10.43,10.77,11.24,11.58,11.72,11.50,11.02,11.04,9.89
Germany,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                    ,1.78,1.69,1.61,1.58,1.58,1.63,1.68,1.69,1.69
Germany,Cars/light trucks,Passenger average occupancy (#passengers)                         ,1.52,1.51,1.51,1.49,1.49,1.48,1.42,1.42,1.42
Germany,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                      ,6.87,7.11,7.46,7.78,7.89,7.78,7.75,7.76,6.95
Germany,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                      ,2.70,2.56,2.43,2.36,2.34,2.40,2.40,2.40,2.41
Germany,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                    ,14.10,14.14,14.35,14.32,14.41,14.03,13.82,13.69,12.12
Germany,Freight trucks,Per capita energy intensity (GJ/cap)                                 ,7.13,6.99,7.53,7.70,7.81,7.93,7.47,7.47,6.99
Germany,Freight trucks,Fuel intensity (litres/100 vkm)                                      ,23.32,22.37,22.29,20.68,20.55,23.53,21.30,21.08,20.57
Germany,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                           ,4.25,4.95,5.50,5.69,5.75,5.88,6.02,6.00,5.86
Germany,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                           ,1.68,1.41,1.37,1.35,1.36,1.35,1.24,1.24,1.19
Germany,Freight trucks,Freight load factor (tkm/vkm)                                        ,4.61,5.25,5.40,5.07,5.02,5.78,5.70,5.61,5.72
Germany,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                         ,0.92,0.94,1.02,1.12,1.15,1.02,1.06,1.07,1.02
Germany,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                         ,7.73,7.41,7.39,6.86,6.81,7.80,7.06,6.99,6.82
Germany,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                       ,21.74,20.59,21.67,21.03,20.89,23.96,24.12,23.64,21.95
Greece,Cars/light trucks,Per capita energy intensity (GJ/cap)                               ,11.20,13.64,12.97,9.83,9.84,9.53,9.39,9.25,..
Greece,Cars/light trucks,Fuel intensity (litres/100 vkm)                                    ,7.88,7.67,6.31,5.78,5.74,5.47,5.72,5.13,..
Greece,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                     ,5.83,7.74,8.96,9.08,9.27,9.47,9.63,9.90,..
Greece,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                     ,1.92,1.76,1.45,1.08,1.06,1.01,0.97,0.93,..
Greece,Cars/light trucks,Passenger average occupancy (#passengers)                          ,1.36,1.44,1.44,1.77,1.79,1.80,1.95,1.82,..
Greece,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                       ,4.29,5.37,6.20,5.13,5.17,5.25,4.95,5.44,..
Greece,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                       ,2.61,2.54,2.09,1.92,1.90,1.81,1.90,1.70,..
Greece,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                     ,14.50,13.70,13.21,10.86,10.79,10.79,10.05,10.79,..
Greece,Freight trucks,Per capita energy intensity (GJ/cap)                                  ,8.22,8.72,9.65,7.99,8.48,8.49,8.70,9.30,..
Greece,Freight trucks,Fuel intensity (litres/100 vkm)                                       ,..,3.42,3.39,3.43,3.73,3.84,3.77,3.84,..
Greece,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                            ,2.68,2.90,2.68,1.83,2.28,2.64,2.73,3.01,..
Greece,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                            ,3.06,3.01,3.60,4.38,3.72,3.22,3.19,3.09,..
Greece,Freight trucks,Freight load factor (tkm/vkm)                                         ,..,0.38,0.31,0.26,0.33,0.40,0.39,0.41,..
Greece,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                          ,..,7.70,8.58,7.03,6.87,6.67,6.97,7.30,..
Greece,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                          ,..,1.13,1.12,1.14,1.24,1.27,1.25,1.27,..
Greece,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                        ,..,71.28,72.39,57.50,55.51,53.38,55.66,57.57,..
Hungary,Cars/light trucks,Per capita energy intensity (GJ/cap)                              ,6.08,8.13,8.29,9.00,9.31,9.76,10.39,11.15,10.02
Hungary,Cars/light trucks,Fuel intensity (litres/100 vkm)                                   ,11.65,8.83,8.92,..,..,..,..,..,..
Hungary,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                    ,4.52,4.90,5.26,5.55,5.84,6.20,6.54,6.86,6.56
Hungary,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                    ,1.34,1.66,1.58,1.62,1.59,1.57,1.59,1.63,1.53
Hungary,Cars/light trucks,Passenger average occupancy (#passengers)                         ,2.87,1.76,1.88,..,..,..,..,..,..
Hungary,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                      ,1.58,2.78,2.81,..,..,..,..,..,..
Hungary,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                      ,3.86,2.93,2.96,..,..,..,..,..,..
Hungary,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                    ,6.80,9.70,9.40,..,..,..,..,..,..
Hungary,Freight trucks,Per capita energy intensity (GJ/cap)                                 ,4.94,6.82,7.20,7.16,7.12,7.57,8.13,8.54,7.49
Hungary,Freight trucks,Fuel intensity (litres/100 vkm)                                      ,..,..,..,..,..,..,..,..,..
Hungary,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                           ,1.87,2.49,3.37,3.90,4.08,4.05,3.88,3.78,3.30
Hungary,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                           ,2.64,2.74,2.14,1.84,1.75,1.87,2.09,2.26,2.27
Hungary,Freight trucks,Freight load factor (tkm/vkm)                                        ,..,..,..,..,..,..,..,..,..
Hungary,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                         ,..,..,..,..,..,..,..,..,..
Hungary,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                         ,..,..,..,..,..,..,..,..,..
Hungary,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                       ,..,..,..,..,..,..,..,..,..
Ireland,Cars/light trucks,Per capita energy intensity (GJ/cap)                              ,17.58,19.86,19.28,19.77,19.23,18.62,18.38,18.23,14.21
Ireland,Cars/light trucks,Fuel intensity (litres/100 vkm)                                   ,8.58,8.53,8.36,7.84,7.71,7.55,7.47,7.41,7.26
Ireland,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                    ,9.10,10.67,10.54,11.05,..,..,..,..,..
Ireland,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                    ,1.93,1.86,1.83,1.79,..,..,..,..,..
Ireland,Cars/light trucks,Passenger average occupancy (#passengers)                         ,1.47,1.52,1.52,1.45,..,..,..,..,..
Ireland,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                      ,6.18,7.02,6.95,7.61,7.52,7.44,7.41,7.41,5.89
