"Nation","iso_code3","efficfactor_enfu_industrial_energy_fuel_oil","Year"
"Estonia","EST",0.9554,2018
"Ethiopia","ETH",0.9602,2018
"Finland","FIN",0.9554,2018
"France","FRA",0.9554,2018
"Gabon","GAB",0.9602,2018
"Georgia","GEO",0.9554,2018
"Germany","DEU",0.9554,2018
"Ghana","GHA",0.9602,2018
"Gibraltar","GIB",0.9554,2018
"Greece","GRC",0.9554,2018
"Guatemala","GTM",0.9602,2018
"Haiti","HTI",0.9602,2018
"Honduras","HND",0.9602,2018
"Hungary","HUN",0.9554,2018
"Iceland","ISL",0.9554,2018
"India","IND",0.9602,2018
"Indonesia","IDN",0.9602,2018
"Iraq","IRQ",0.9602,2018
"Ireland","IRL",0.9554,2018
"Israel","ISR",0.9602,2018
"Italy","ITA",0.9554,2018
"Jamaica","JAM",0.9602,2018
"Japan","JPN",1.0175,2018
"Jordan","JOR",0.964191304347826,2018
"Kazakhstan","KAZ",0.9554,2018
"Kenya","KEN",0.9602,2018
"Korea","KOR",1.0175,2018
"Kosovo","XKX",0.9554,2018
"Kuwait","KWT",0.9602,2018
"Latvia","LVA",0.9554,2018
"Lebanon","LBN",0.9602,2018
"Libya","LBY",0.9602,2018
"Lithuania","LTU",0.9554,2018
"Luxembourg","LUX",0.9554,2018
"Malaysia","MYS",0.991860869565217,2018
"Malta","MLT",0.9554,2018
"Mauritius","MUS",0.9602,2018
"Mexico","MEX",0.9602,2018
"Mongolia","MNG",0.9602,2018
"Montenegro","MNE",0.9554,2018
"Morocco","MAR",0.9602,2018
"Mozambique","MOZ",0.9602,2018
"Myanmar","MMR",0.9602,2018
"Namibia","NAM",0.997,2018
"Nepal","NPL",1.04206097560976,2018
"Netherlands","NLD",0.9554,2018
"New Zealand","NZL",1.0175,2018
"Nicaragua","NIC",0.971852173913043,2018
"Niger","NER",0.9602,2018
"Nigeria","NGA",0.9602,2018
"Norway","NOR",0.9554,2018
"Oman","OMN",0.9602,2018
"Pakistan","PAK",0.976,2018
"Panama","PAN",0.9602,2018
"Paraguay","PRY",0.98,2018
"Peru","PER",0.9602,2018
"Philippines","PHL",0.9819,2018
"Poland","POL",0.9554,2018
"Portugal","PRT",0.9554,2018
"Qatar","QAT",0.9602,2018
"Romania","ROU",0.9554,2018
"Russian Federation","RUS",0.9554,2018
"Saudi Arabia","SAU",0.9602,2018
"Senegal","SEN",0.9602,2018
"Serbia","SRB",0.9554,2018
"Singapore","SGP",0.9602,2018
"Slovak Republic","SVK",0.9554,2018
"Slovenia","SVN",0.9554,2018
"South Africa","ZAF",0.98044347826087,2018
"South Sudan","SSD",0.964441652559124,2018
"Spain","ESP",0.9554,2018
"Sri Lanka","LKA",0.9701,2018
"Sudan","SDN",0.9602,2018
"Suriname","SUR",0.9602,2018
"Sweden","SWE",0.9554,2018
"Switzerland","CHE",0.9554,2018
"Syrian Arab Republic","SYR",0.9602,2018
"Tajikistan","TJK",0.9554,2018
"Thailand","THA",1.0104,2018
"Togo","TGO",0.9602,2018
"Trinidad and Tobago","TTO",0.9602,2018
"Tunisia","TUN",0.969191304347826,2018
"Turkey","TUR",0.9554,2018
"Turkmenistan","TKM",0.9554,2018
"Ukraine","UKR",0.9554,2018
"United Arab Emirates","ARE",0.9602,2018
"United Kingdom","GBR",0.9554,2018
"United States","USA",0.9602,2018
"Uruguay","URY",0.9602,2018
"Uzbekistan","UZB",0.9554,2018
"Venezuela","VEN",1.0339,2018
"Vietnam","VNM",0.991,2018
"Zambia","ZMB",0.973766666666667,2018
"Zimbabwe","ZWE",0.9602,2018
"Albania","ALB",0.9554,2019
"Algeria","DZA",0.9602,2019
"Angola","AGO",0.9602,2019
"Argentina","ARG",0.97354347826087,2019
"Armenia","ARM",0.9554,2019
"Australia","AUS",1.0175,2019
"Austria","AUT",0.9554,2019
"Azerbaijan","AZE",0.9554,2019
"Bahrain","BHR",0.9602,2019
"Bangladesh","BGD",0.9602,2019
"Belarus","BLR",0.9554,2019
"Belgium","BEL",0.9554,2019
"Benin","BEN",0.9602,2019
"Bolivia","BOL",0.9602,2019
"Bosnia and Herzegovina","BIH",0.9554,2019
"Botswana","BWA",0.9602,2019
"Brazil","BRA",0.962021276595745,2019
"Brunei Darussalam","BRN",0.9602,2019
"Bulgaria","BGR",0.9554,2019
"Cambodia","KHM",1,2019
"Cameroon","CMR",0.9602,2019
"Canada","CAN",0.9602,2019
"Chile","CHL",0.9602,2019
"China","CHN",0.983126086956522,2019
"Colombia","COL",0.9857,2019
"Costa Rica","CRI",0.9602,2019
"Croatia","HRV",0.9554,2019
"Cuba","CUB",0.953673913043478,2019
"Cyprus","CYP",0.9554,2019
"Denmark","DNK",0.9554,2019
"Dominican Republic","DOM",0.9602,2019
"Ecuador","ECU",0.9602,2019
"Egypt","EGY",0.972,2019
"El Salvador","SLV",0.9602,2019
"Eritrea","ERI",0.9602,2019
"Estonia","EST",0.9554,2019
"Ethiopia","ETH",0.9602,2019
"Finland","FIN",0.9554,2019
"France","FRA",0.9554,2019
"Gabon","GAB",0.9602,2019
"Georgia","GEO",0.9554,2019
"Germany","DEU",0.9554,2019
"Ghana","GHA",0.9602,2019
"Gibraltar","GIB",0.9554,2019
"Greece","GRC",0.9554,2019
"Guatemala","GTM",0.9602,2019
"Haiti","HTI",0.9602,2019
"Honduras","HND",0.9602,2019
"Hungary","HUN",0.9554,2019
"Iceland","ISL",0.9554,2019
"India","IND",0.9602,2019
"Indonesia","IDN",0.9602,2019
"Iraq","IRQ",0.9602,2019
"Ireland","IRL",0.9554,2019
"Israel","ISR",0.9602,2019
"Italy","ITA",0.9554,2019
"Jamaica","JAM",0.9602,2019
"Japan","JPN",1.0175,2019
"Jordan","JOR",0.964191304347826,2019
"Kazakhstan","KAZ",0.9554,2019
"Kenya","KEN",0.9602,2019
"Korea","KOR",1.0175,2019
"Kosovo","XKX",0.9554,2019
"Kuwait","KWT",0.9602,2019
"Latvia","LVA",0.9554,2019
"Lebanon","LBN",0.9602,2019
"Libya","LBY",0.9602,2019
"Lithuania","LTU",0.9554,2019
"Luxembourg","LUX",0.9554,2019
"Malaysia","MYS",0.991860869565217,2019
"Malta","MLT",0.9554,2019
"Mauritius","MUS",0.9602,2019
"Mexico","MEX",0.9602,2019
"Mongolia","MNG",0.9602,2019
"Montenegro","MNE",0.9554,2019
"Morocco","MAR",0.9602,2019
"Mozambique","MOZ",0.9602,2019
"Myanmar","MMR",0.9602,2019
"Namibia","NAM",0.997,2019
"Nepal","NPL",1.04206097560976,2019
"Netherlands","NLD",0.9554,2019
"New Zealand","NZL",1.0175,2019
"Nicaragua","NIC",0.971852173913043,2019
"Niger","NER",0.9602,2019
"Nigeria","NGA",0.9602,2019
"Norway","NOR",0.9554,2019
"Oman","OMN",0.9602,2019
"Pakistan","PAK",0.976,2019
"Panama","PAN",0.9602,2019
"Paraguay","PRY",0.98,2019
"Peru","PER",0.9602,2019
"Philippines","PHL",0.9819,2019
"Poland","POL",0.9554,2019
"Portugal","PRT",0.9554,2019
"Qatar","QAT",0.9602,2019
"Romania","ROU",0.9554,2019
"Russian Federation","RUS",0.9554,2019
"Saudi Arabia","SAU",0.9602,2019
"Senegal","SEN",0.9602,2019
"Serbia","SRB",0.9554,2019
"Singapore","SGP",0.9602,2019
"Slovak Republic","SVK",0.9554,2019
"Slovenia","SVN",0.9554,2019
"South Africa","ZAF",0.98044347826087,2019
"South Sudan","SSD",0.964441652559124,2019
"Spain","ESP",0.9554,2019
"Sri Lanka","LKA",0.9701,2019
"Sudan","SDN",0.9602,2019
"Suriname","SUR",0.9602,2019
"Sweden","SWE",0.9554,2019
"Switzerland","CHE",0.9554,2019
"Syrian Arab Republic","SYR",0.9602,2019
"Tajikistan","TJK",0.9554,2019
"Thailand","THA",1.0104,2019
"Togo","TGO",0.9602,2019
"Trinidad and Tobago","TTO",0.9602,2019
"Tunisia","TUN",0.969191304347826,2019
"Turkey","TUR",0.9554,2019
"Turkmenistan","TKM",0.9554,2019
"Ukraine","UKR",0.9554,2019
"United Arab Emirates","ARE",0.9602,2019
"United Kingdom","GBR",0.9554,2019
"United States","USA",0.9602,2019
"Uruguay","URY",0.9602,2019
"Uzbekistan","UZB",0.9554,2019
"Venezuela","VEN",1.0339,2019
"Vietnam","VNM",0.991,2019
"Zambia","ZMB",0.973766666666667,2019
"Zimbabwe","ZWE",0.9602,2019
"Albania","ALB",0.9554,2020
"Algeria","DZA",0.9602,2020
"Angola","AGO",0.9602,2020
"Argentina","ARG",0.97354347826087,2020
"Armenia","ARM",0.9554,2020
"Australia","AUS",1.0175,2020
"Austria","AUT",0.9554,2020
"Azerbaijan","AZE",0.9554,2020
"Bahrain","BHR",0.9602,2020
"Bangladesh","BGD",0.9602,2020
"Belarus","BLR",0.9554,2020
"Belgium","BEL",0.9554,2020
"Benin","BEN",0.9602,2020
"Bolivia","BOL",0.9602,2020
"Bosnia and Herzegovina","BIH",0.9554,2020
"Botswana","BWA",0.9602,2020
"Brazil","BRA",0.962021276595745,2020
"Brunei Darussalam","BRN",0.9602,2020
"Bulgaria","BGR",0.9554,2020
"Cambodia","KHM",1,2020
"Cameroon","CMR",0.9602,2020
"Canada","CAN",0.9602,2020
"Chile","CHL",0.9602,2020
"China","CHN",0.983126086956522,2020
"Colombia","COL",0.9857,2020
"Costa Rica","CRI",0.9602,2020
"Croatia","HRV",0.9554,2020
"Cuba","CUB",0.953673913043478,2020
"Cyprus","CYP",0.9554,2020
"Denmark","DNK",0.9554,2020
"Dominican Republic","DOM",0.9602,2020
"Ecuador","ECU",0.9602,2020
"Egypt","EGY",0.972,2020
"El Salvador","SLV",0.9602,2020
"Eritrea","ERI",0.9602,2020
"Estonia","EST",0.9554,2020
"Ethiopia","ETH",0.9602,2020
"Finland","FIN",0.9554,2020
"France","FRA",0.9554,2020
"Gabon","GAB",0.9602,2020
"Georgia","GEO",0.9554,2020
"Germany","DEU",0.9554,2020
"Ghana","GHA",0.9602,2020
"Gibraltar","GIB",0.9554,2020
"Greece","GRC",0.9554,2020
"Guatemala","GTM",0.9602,2020
"Haiti","HTI",0.9602,2020
"Honduras","HND",0.9602,2020
"Hungary","HUN",0.9554,2020
"Iceland","ISL",0.9554,2020
"India","IND",0.9602,2020
"Indonesia","IDN",0.9602,2020
"Iraq","IRQ",0.9602,2020
"Ireland","IRL",0.9554,2020
"Israel","ISR",0.9602,2020
"Italy","ITA",0.9554,2020
"Jamaica","JAM",0.9602,2020
"Japan","JPN",1.0175,2020
"Jordan","JOR",0.964191304347826,2020
"Kazakhstan","KAZ",0.9554,2020
"Kenya","KEN",0.9602,2020
"Korea","KOR",1.0175,2020
"Kosovo","XKX",0.9554,2020
"Kuwait","KWT",0.9602,2020
"Latvia","LVA",0.9554,2020
"Lebanon","LBN",0.9602,2020
"Libya","LBY",0.9602,2020
"Lithuania","LTU",0.9554,2020
"Luxembourg","LUX",0.9554,2020
"Malaysia","MYS",0.991860869565217,2020
"Malta","MLT",0.9554,2020
"Mauritius","MUS",0.9602,2020
"Mexico","MEX",0.9602,2020
"Mongolia","MNG",0.9602,2020
"Montenegro","MNE",0.9554,2020
"Morocco","MAR",0.9602,2020
"Mozambique","MOZ",0.9602,2020
"Myanmar","MMR",0.9602,2020
"Namibia","NAM",0.997,2020
"Nepal","NPL",1.04206097560976,2020
"Netherlands","NLD",0.9554,2020
"New Zealand","NZL",1.0175,2020
"Nicaragua","NIC",0.971852173913043,2020
"Niger","NER",0.9602,2020
"Nigeria","NGA",0.9602,2020
"Norway","NOR",0.9554,2020
"Oman","OMN",0.9602,2020
"Pakistan","PAK",0.976,2020
"Panama","PAN",0.9602,2020
"Paraguay","PRY",0.98,2020
"Peru","PER",0.9602,2020
"Philippines","PHL",0.9819,2020
"Poland","POL",0.9554,2020
"Portugal","PRT",0.9554,2020
"Qatar","QAT",0.9602,2020
"Romania","ROU",0.9554,2020
"Russian Federation","RUS",0.9554,2020
"Saudi Arabia","SAU",0.9602,2020
"Senegal","SEN",0.9602,2020
"Serbia","SRB",0.9554,2020
"Singapore","SGP",0.9602,2020
"Slovak Republic","SVK",0.9554,2020
"Slovenia","SVN",0.9554,2020
"South Africa","ZAF",0.98044347826087,2020
"South Sudan","SSD",0.964441652559124,2020
"Spain","ESP",0.9554,2020
"Sri Lanka","LKA",0.9701,2020
"Sudan","SDN",0.9602,2020
"Suriname","SUR",0.9602,2020
"Sweden","SWE",0.9554,2020
"Switzerland","CHE",0.9554,2020
"Syrian Arab Republic","SYR",0.9602,2020
"Tajikistan","TJK",0.9554,2020
"Thailand","THA",1.0104,2020
"Togo","TGO",0.9602,2020
"Trinidad and Tobago","TTO",0.9602,2020
"Tunisia","TUN",0.969191304347826,2020
"Turkey","TUR",0.9554,2020
"Turkmenistan","TKM",0.9554,2020
"Ukraine","UKR",0.9554,2020
"United Arab Emirates","ARE",0.9602,2020
"United Kingdom","GBR",0.9554,2020
"United States","USA",0.9602,2020
"Uruguay","URY",0.9602,2020
"Uzbekistan","UZB",0.9554,2020
"Venezuela","VEN",1.0339,2020
"Vietnam","VNM",0.991,2020
"Zambia","ZMB",0.973766666666667,2020
"Zimbabwe","ZWE",0.9602,2020
"Albania","ALB",0.9554,2021
"Algeria","DZA",0.9602,2021
"Angola","AGO",0.9602,2021
"Argentina","ARG",0.97354347826087,2021
"Armenia","ARM",0.9554,2021
"Australia","AUS",1.0175,2021
"Austria","AUT",0.9554,2021
"Azerbaijan","AZE",0.9554,2021
"Bahrain","BHR",0.9602,2021
"Bangladesh","BGD",0.9602,2021
"Belarus","BLR",0.9554,2021
"Belgium","BEL",0.9554,2021
"Benin","BEN",0.9602,2021
"Bolivia","BOL",0.9602,2021
"Bosnia and Herzegovina","BIH",0.9554,2021
"Botswana","BWA",0.9602,2021
"Brazil","BRA",0.962021276595745,2021
"Brunei Darussalam","BRN",0.9602,2021
"Bulgaria","BGR",0.9554,2021
"Cambodia","KHM",1,2021
"Cameroon","CMR",0.9602,2021
"Canada","CAN",0.9602,2021
"Chile","CHL",0.9602,2021
"China","CHN",0.983126086956522,2021
"Colombia","COL",0.9857,2021
"Costa Rica","CRI",0.9602,2021
"Croatia","HRV",0.9554,2021
"Cuba","CUB",0.953673913043478,2021
"Cyprus","CYP",0.9554,2021
"Denmark","DNK",0.9554,2021
"Dominican Republic","DOM",0.9602,2021
"Ecuador","ECU",0.9602,2021
"Egypt","EGY",0.972,2021
"El Salvador","SLV",0.9602,2021
"Eritrea","ERI",0.9602,2021
"Estonia","EST",0.9554,2021
"Ethiopia","ETH",0.9602,2021
"Finland","FIN",0.9554,2021
"France","FRA",0.9554,2021
"Gabon","GAB",0.9602,2021
"Georgia","GEO",0.9554,2021
"Germany","DEU",0.9554,2021
"Ghana","GHA",0.9602,2021
"Gibraltar","GIB",0.9554,2021
"Greece","GRC",0.9554,2021
"Guatemala","GTM",0.9602,2021
"Haiti","HTI",0.9602,2021
"Honduras","HND",0.9602,2021
"Hungary","HUN",0.9554,2021
"Iceland","ISL",0.9554,2021
"India","IND",0.9602,2021
"Indonesia","IDN",0.9602,2021
"Iraq","IRQ",0.9602,2021
"Ireland","IRL",0.9554,2021
"Israel","ISR",0.9602,2021
"Italy","ITA",0.9554,2021
"Jamaica","JAM",0.9602,2021
"Japan","JPN",1.0175,2021
"Jordan","JOR",0.964191304347826,2021
"Kazakhstan","KAZ",0.9554,2021
"Kenya","KEN",0.9602,2021
"Korea","KOR",1.0175,2021
"Kosovo","XKX",0.9554,2021
"Kuwait","KWT",0.9602,2021
"Latvia","LVA",0.9554,2021
"Lebanon","LBN",0.9602,2021
"Libya","LBY",0.9602,2021
"Lithuania","LTU",0.9554,2021
"Luxembourg","LUX",0.9554,2021
"Malaysia","MYS",0.991860869565217,2021
"Malta","MLT",0.9554,2021
"Mauritius","MUS",0.9602,2021
"Mexico","MEX",0.9602,2021
"Mongolia","MNG",0.9602,2021
"Montenegro","MNE",0.9554,2021
"Morocco","MAR",0.9602,2021
"Mozambique","MOZ",0.9602,2021
"Myanmar","MMR",0.9602,2021
"Namibia","NAM",0.997,2021
"Nepal","NPL",1.04206097560976,2021
"Netherlands","NLD",0.9554,2021
"New Zealand","NZL",1.0175,2021
"Nicaragua","NIC",0.971852173913043,2021
"Niger","NER",0.9602,2021
"Nigeria","NGA",0.9602,2021
"Norway","NOR",0.9554,2021
"Oman","OMN",0.9602,2021
"Pakistan","PAK",0.976,2021
"Panama","PAN",0.9602,2021
"Paraguay","PRY",0.98,2021
"Peru","PER",0.9602,2021
"Philippines","PHL",0.9819,2021
"Poland","POL",0.9554,2021
"Portugal","PRT",0.9554,2021
"Qatar","QAT",0.9602,2021
"Romania","ROU",0.9554,2021
"Russian Federation","RUS",0.9554,2021
"Saudi Arabia","SAU",0.9602,2021
"Senegal","SEN",0.9602,2021
"Serbia","SRB",0.9554,2021
"Singapore","SGP",0.9602,2021
"Slovak Republic","SVK",0.9554,2021
"Slovenia","SVN",0.9554,2021
"South Africa","ZAF",0.98044347826087,2021
"South Sudan","SSD",0.964441652559124,2021
"Spain","ESP",0.9554,2021
"Sri Lanka","LKA",0.9701,2021
"Sudan","SDN",0.9602,2021
"Suriname","SUR",0.9602,2021
"Sweden","SWE",0.9554,2021
"Switzerland","CHE",0.9554,2021
"Syrian Arab Republic","SYR",0.9602,2021
"Tajikistan","TJK",0.9554,2021
"Thailand","THA",1.0104,2021
"Togo","TGO",0.9602,2021
"Trinidad and Tobago","TTO",0.9602,2021
"Tunisia","TUN",0.969191304347826,2021
"Turkey","TUR",0.9554,2021
"Turkmenistan","TKM",0.9554,2021
"Ukraine","UKR",0.9554,2021
"United Arab Emirates","ARE",0.9602,2021
"United Kingdom","GBR",0.9554,2021
"United States","USA",0.9602,2021
"Uruguay","URY",0.9602,2021
"Uzbekistan","UZB",0.9554,2021
"Venezuela","VEN",1.0339,2021
"Vietnam","VNM",0.991,2021
"Zambia","ZMB",0.973766666666667,2021
"Zimbabwe","ZWE",0.9602,2021
