Year,Nation,iso_code3,pij_lndu_croplands_to_croplands
2046,Burundi,BDI,0.9796904686385048
2047,Burundi,BDI,0.9790763468674188
2048,Burundi,BDI,0.9784622250963328
2049,Burundi,BDI,0.9778481033252466
2050,Burundi,BDI,0.9772339815541606
2021,Cabo Verde,CPV,0.9945779071021936
2022,Cabo Verde,CPV,0.993847383877742
2023,Cabo Verde,CPV,0.9931168606532904
2024,Cabo Verde,CPV,0.9923863374288387
2025,Cabo Verde,CPV,0.9916558142043872
2026,Cabo Verde,CPV,0.9909252909799356
2027,Cabo Verde,CPV,0.990194767755484
2028,Cabo Verde,CPV,0.9894642445310322
2029,Cabo Verde,CPV,0.9887337213065808
2030,Cabo Verde,CPV,0.9880031980821291
2031,Cabo Verde,CPV,0.9872726748576774
2032,Cabo Verde,CPV,0.9865421516332258
2033,Cabo Verde,CPV,0.985811628408774
2034,Cabo Verde,CPV,0.9850811051843226
2035,Cabo Verde,CPV,0.9843505819598708
2036,Cabo Verde,CPV,0.9836200587354192
2037,Cabo Verde,CPV,0.9828895355109676
2038,Cabo Verde,CPV,0.982159012286516
2039,Cabo Verde,CPV,0.9814284890620644
2040,Cabo Verde,CPV,0.9806979658376128
2041,Cabo Verde,CPV,0.9799674426131612
2042,Cabo Verde,CPV,0.9792369193887096
2043,Cabo Verde,CPV,0.9785063961642579
2044,Cabo Verde,CPV,0.9777758729398064
2045,Cabo Verde,CPV,0.9770453497153548
2046,Cabo Verde,CPV,0.9763148264909032
2047,Cabo Verde,CPV,0.9755843032664516
2048,Cabo Verde,CPV,0.974853780042
2049,Cabo Verde,CPV,0.9741232568175484
2050,Cabo Verde,CPV,0.9733927335930966
2021,Cambodia,KHM,0.994353323678374
2022,Cambodia,KHM,0.9936521504957159
2023,Cambodia,KHM,0.9929509773130576
2024,Cambodia,KHM,0.9922498041303994
2025,Cambodia,KHM,0.9915486309477411
2026,Cambodia,KHM,0.9908474577650832
2027,Cambodia,KHM,0.9901462845824248
2028,Cambodia,KHM,0.9894451113997668
2029,Cambodia,KHM,0.9887439382171084
2030,Cambodia,KHM,0.9880427650344504
2031,Cambodia,KHM,0.9873415918517922
2032,Cambodia,KHM,0.9866404186691341
2033,Cambodia,KHM,0.9859392454864756
2034,Cambodia,KHM,0.9852380723038175
2035,Cambodia,KHM,0.9845368991211594
2036,Cambodia,KHM,0.9838357259385012
2037,Cambodia,KHM,0.9831345527558428
2038,Cambodia,KHM,0.9824333795731848
2039,Cambodia,KHM,0.9817322063905266
2040,Cambodia,KHM,0.9810310332078684
2041,Cambodia,KHM,0.9803298600252102
2042,Cambodia,KHM,0.979628686842552
2043,Cambodia,KHM,0.9789275136598938
2044,Cambodia,KHM,0.9782263404772356
2045,Cambodia,KHM,0.9775251672945774
2046,Cambodia,KHM,0.9768239941119192
2047,Cambodia,KHM,0.9761228209292612
2048,Cambodia,KHM,0.9754216477466028
2049,Cambodia,KHM,0.9747204745639446
2050,Cambodia,KHM,0.9740193013812865
2021,Cameroon,CMR,0.9951866223158776
2022,Cameroon,CMR,0.9946082778948471
2023,Cameroon,CMR,0.9940299334738164
2024,Cameroon,CMR,0.9934515890527856
2025,Cameroon,CMR,0.9928732446317551
2026,Cameroon,CMR,0.9922949002107244
2027,Cameroon,CMR,0.9917165557896938
2028,Cameroon,CMR,0.9911382113686632
2029,Cameroon,CMR,0.9905598669476324
2030,Cameroon,CMR,0.989981522526602
2031,Cameroon,CMR,0.9894031781055712
2032,Cameroon,CMR,0.9888248336845408
2033,Cameroon,CMR,0.98824648926351
2034,Cameroon,CMR,0.9876681448424792
2035,Cameroon,CMR,0.9870898004214488
2036,Cameroon,CMR,0.9865114560004179
2037,Cameroon,CMR,0.9859331115793876
2038,Cameroon,CMR,0.9853547671583568
2039,Cameroon,CMR,0.9847764227373262
2040,Cameroon,CMR,0.9841980783162956
2041,Cameroon,CMR,0.9836197338952648
2042,Cameroon,CMR,0.9830413894742344
2043,Cameroon,CMR,0.9824630450532036
2044,Cameroon,CMR,0.9818847006321729
2045,Cameroon,CMR,0.9813063562111424
2046,Cameroon,CMR,0.9807280117901118
2047,Cameroon,CMR,0.9801496673690812
2048,Cameroon,CMR,0.9795713229480504
2049,Cameroon,CMR,0.97899297852702
2050,Cameroon,CMR,0.9784146341059892
2021,Canada,CAN,0.9968469536025908
2022,Canada,CAN,0.9960586920032384
2023,Canada,CAN,0.9952704304038862
2024,Canada,CAN,0.9944821688045341
2025,Canada,CAN,0.9936939072051816
2026,Canada,CAN,0.9929056456058294
2027,Canada,CAN,0.9921173840064772
2028,Canada,CAN,0.9913291224071248
2029,Canada,CAN,0.9905408608077724
2030,Canada,CAN,0.9897525992084202
2031,Canada,CAN,0.988964337609068
2032,Canada,CAN,0.9881760760097156
2033,Canada,CAN,0.9873878144103632
2034,Canada,CAN,0.986599552811011
2035,Canada,CAN,0.9858112912116588
2036,Canada,CAN,0.9850230296123064
2037,Canada,CAN,0.9842347680129542
2038,Canada,CAN,0.9834465064136018
2039,Canada,CAN,0.9826582448142496
2040,Canada,CAN,0.9818699832148972
2041,Canada,CAN,0.9810817216155449
2042,Canada,CAN,0.9802934600161926
2043,Canada,CAN,0.9795051984168404
2044,Canada,CAN,0.978716936817488
2045,Canada,CAN,0.9779286752181358
2046,Canada,CAN,0.9771404136187836
2047,Canada,CAN,0.9763521520194312
2048,Canada,CAN,0.9755638904200788
2049,Canada,CAN,0.9747756288207264
2050,Canada,CAN,0.9739873672213742
2021,Cayman Islands,CYM,0.9976969696969691
2022,Cayman Islands,CYM,0.9971212121212114
2023,Cayman Islands,CYM,0.9965454545454536
2024,Cayman Islands,CYM,0.9959696969696962
2025,Cayman Islands,CYM,0.9953939393939386
2026,Cayman Islands,CYM,0.9948181818181809
2027,Cayman Islands,CYM,0.9942424242424236
2028,Cayman Islands,CYM,0.9936666666666658
2029,Cayman Islands,CYM,0.9930909090909084
2030,Cayman Islands,CYM,0.9925151515151508
2031,Cayman Islands,CYM,0.9919393939393932
2032,Cayman Islands,CYM,0.9913636363636356
2033,Cayman Islands,CYM,0.9907878787878779
2034,Cayman Islands,CYM,0.9902121212121204
2035,Cayman Islands,CYM,0.9896363636363628
2036,Cayman Islands,CYM,0.9890606060606052
2037,Cayman Islands,CYM,0.9884848484848476
2038,Cayman Islands,CYM,0.9879090909090902
2039,Cayman Islands,CYM,0.9873333333333326
2040,Cayman Islands,CYM,0.9867575757575752
2041,Cayman Islands,CYM,0.9861818181818176
2042,Cayman Islands,CYM,0.98560606060606
2043,Cayman Islands,CYM,0.9850303030303024
2044,Cayman Islands,CYM,0.9844545454545448
2045,Cayman Islands,CYM,0.9838787878787872
2046,Cayman Islands,CYM,0.9833030303030296
2047,Cayman Islands,CYM,0.9827272727272719
2048,Cayman Islands,CYM,0.9821515151515144
2049,Cayman Islands,CYM,0.9815757575757568
2050,Cayman Islands,CYM,0.9809999999999992
2021,Central African Republic,CAF,0.9971479027327076
2022,Central African Republic,CAF,0.9964348784158844
2023,Central African Republic,CAF,0.9957218540990612
2024,Central African Republic,CAF,0.9950088297822378
2025,Central African Republic,CAF,0.994295805465415
2026,Central African Republic,CAF,0.9935827811485921
2027,Central African Republic,CAF,0.9928697568317688
2028,Central African Republic,CAF,0.9921567325149456
2029,Central African Republic,CAF,0.9914437081981226
2030,Central African Republic,CAF,0.9907306838812994
2031,Central African Republic,CAF,0.9900176595644764
2032,Central African Republic,CAF,0.9893046352476532
2033,Central African Republic,CAF,0.9885916109308299
2034,Central African Republic,CAF,0.9878785866140068
2035,Central African Republic,CAF,0.9871655622971838
2036,Central African Republic,CAF,0.9864525379803606
2037,Central African Republic,CAF,0.9857395136635376
2038,Central African Republic,CAF,0.9850264893467144
2039,Central African Republic,CAF,0.9843134650298913
2040,Central African Republic,CAF,0.9836004407130682
2041,Central African Republic,CAF,0.9828874163962451
2042,Central African Republic,CAF,0.982174392079422
2043,Central African Republic,CAF,0.9814613677625988
2044,Central African Republic,CAF,0.9807483434457756
2045,Central African Republic,CAF,0.9800353191289524
2046,Central African Republic,CAF,0.9793222948121294
2047,Central African Republic,CAF,0.9786092704953062
2048,Central African Republic,CAF,0.9778962461784833
2049,Central African Republic,CAF,0.9771832218616601
2050,Central African Republic,CAF,0.9764701975448368
2021,Chad,TCD,0.9965721397386031
2022,Chad,TCD,0.9958809858130021
2023,Chad,TCD,0.9951898318874006
2024,Chad,TCD,0.9944986779617996
2025,Chad,TCD,0.9938075240361982
2026,Chad,TCD,0.9931163701105972
2027,Chad,TCD,0.9924252161849958
2028,Chad,TCD,0.9917340622593944
2029,Chad,TCD,0.9910429083337934
2030,Chad,TCD,0.990351754408192
2031,Chad,TCD,0.989660600482591
2032,Chad,TCD,0.9889694465569896
2033,Chad,TCD,0.9882782926313884
2034,Chad,TCD,0.9875871387057872
2035,Chad,TCD,0.9868959847801859
2036,Chad,TCD,0.9862048308545848
2037,Chad,TCD,0.9855136769289836
2038,Chad,TCD,0.9848225230033824
2039,Chad,TCD,0.9841313690777812
2040,Chad,TCD,0.98344021515218
2041,Chad,TCD,0.9827490612265788
2042,Chad,TCD,0.9820579073009776
2043,Chad,TCD,0.9813667533753764
2044,Chad,TCD,0.9806755994497752
2045,Chad,TCD,0.9799844455241741
2046,Chad,TCD,0.9792932915985726
2047,Chad,TCD,0.9786021376729714
2048,Chad,TCD,0.9779109837473702
2049,Chad,TCD,0.977219829821769
2050,Chad,TCD,0.9765286758961678
2021,Chile,CHL,0.9640574544392938
2022,Chile,CHL,0.9639696366484284
2023,Chile,CHL,0.963881818857563
2024,Chile,CHL,0.9637940010666975
2025,Chile,CHL,0.9637061832758321
2026,Chile,CHL,0.9636183654849666
2027,Chile,CHL,0.9635305476941012
2028,Chile,CHL,0.9634427299032358
2029,Chile,CHL,0.9633549121123702
2030,Chile,CHL,0.9632670943215048
2031,Chile,CHL,0.9631792765306394
2032,Chile,CHL,0.9630914587397741
2033,Chile,CHL,0.9630036409489086
2034,Chile,CHL,0.962915823158043
2035,Chile,CHL,0.9628280053671776
2036,Chile,CHL,0.9627401875763122
2037,Chile,CHL,0.9626523697854468
2038,Chile,CHL,0.9625645519945814
2039,Chile,CHL,0.9624767342037158
2040,Chile,CHL,0.9623889164128504
2041,Chile,CHL,0.962301098621985
2042,Chile,CHL,0.9622132808311196
2043,Chile,CHL,0.9621254630402539
2044,Chile,CHL,0.9620376452493886
2045,Chile,CHL,0.9619498274585232
2046,Chile,CHL,0.9618620096676578
2047,Chile,CHL,0.9617741918767924
2048,Chile,CHL,0.9616863740859268
2049,Chile,CHL,0.9615985562950614
2050,Chile,CHL,0.961510738504196
2021,China,CHN,0.9952315853516718
2022,China,CHN,0.9946644816895898
2023,China,CHN,0.9940973780275076
2024,China,CHN,0.9935302743654256
2025,China,CHN,0.9929631707033436
2026,China,CHN,0.9923960670412616
2027,China,CHN,0.9918289633791796
2028,China,CHN,0.9912618597170972
2029,China,CHN,0.9906947560550152
2030,China,CHN,0.9901276523929332
2031,China,CHN,0.9895605487308512
2032,China,CHN,0.9889934450687692
2033,China,CHN,0.9884263414066872
2034,China,CHN,0.9878592377446049
2035,China,CHN,0.9872921340825228
2036,China,CHN,0.9867250304204408
2037,China,CHN,0.9861579267583588
2038,China,CHN,0.9855908230962768
2039,China,CHN,0.9850237194341948
2040,China,CHN,0.9844566157721126
2041,China,CHN,0.9838895121100306
2042,China,CHN,0.9833224084479484
2043,China,CHN,0.9827553047858664
2044,China,CHN,0.9821882011237844
2045,China,CHN,0.9816210974617025
2046,China,CHN,0.9810539937996204
2047,China,CHN,0.9804868901375382
2048,China,CHN,0.9799197864754562
2049,China,CHN,0.979352682813374
2050,China,CHN,0.978785579151292
2021,Colombia,COL,0.9929143714418116
2022,Colombia,COL,0.9917679643022644
2023,Colombia,COL,0.9906215571627172
2024,Colombia,COL,0.9894751500231702
2025,Colombia,COL,0.9883287428836229
2026,Colombia,COL,0.9871823357440759
2027,Colombia,COL,0.9860359286045288
2028,Colombia,COL,0.9848895214649817
2029,Colombia,COL,0.9837431143254344
2030,Colombia,COL,0.9825967071858874
2031,Colombia,COL,0.9814503000463404
2032,Colombia,COL,0.9803038929067932
2033,Colombia,COL,0.979157485767246
2034,Colombia,COL,0.9780110786276988
2035,Colombia,COL,0.9768646714881518
2036,Colombia,COL,0.9757182643486046
2037,Colombia,COL,0.9745718572090576
2038,Colombia,COL,0.9734254500695104
2039,Colombia,COL,0.9722790429299633
2040,Colombia,COL,0.9711326357904159
2041,Colombia,COL,0.969986228650869
2042,Colombia,COL,0.968839821511322
2043,Colombia,COL,0.9676934143717748
2044,Colombia,COL,0.9665470072322276
2045,Colombia,COL,0.9654006000926804
2046,Colombia,COL,0.9642541929531334
2047,Colombia,COL,0.9631077858135862
2048,Colombia,COL,0.9619613786740392
2049,Colombia,COL,0.960814971534492
2050,Colombia,COL,0.9596685643949447
2021,Congo,COG,0.9976509522469262
2022,Congo,COG,0.9970636903086579
2023,Congo,COG,0.9964764283703901
2024,Congo,COG,0.9958891664321221
2025,Congo,COG,0.9953019044938538
2026,Congo,COG,0.9947146425555856
2027,Congo,COG,0.9941273806173176
2028,Congo,COG,0.9935401186790496
2029,Congo,COG,0.9929528567407816
2030,Congo,COG,0.9923655948025132
2031,Congo,COG,0.9917783328642452
2032,Congo,COG,0.9911910709259772
2033,Congo,COG,0.9906038089877092
2034,Congo,COG,0.9900165470494409
2035,Congo,COG,0.9894292851111728
2036,Congo,COG,0.9888420231729048
2037,Congo,COG,0.9882547612346368
2038,Congo,COG,0.9876674992963684
2039,Congo,COG,0.9870802373581004
2040,Congo,COG,0.9864929754198324
2041,Congo,COG,0.9859057134815644
2042,Congo,COG,0.9853184515432962
2043,Congo,COG,0.9847311896050279
2044,Congo,COG,0.98414392766676
2045,Congo,COG,0.983556665728492
2046,Congo,COG,0.9829694037902242
2047,Congo,COG,0.9823821418519556
2048,Congo,COG,0.9817948799136876
2049,Congo,COG,0.9812076179754196
2050,Congo,COG,0.9806203560371516
2021,Costa Rica,CRI,0.9927183630363032
2022,Costa Rica,CRI,0.9921454785478544
2023,Costa Rica,CRI,0.9915725940594056
2024,Costa Rica,CRI,0.9909997095709568
2025,Costa Rica,CRI,0.9904268250825079
2026,Costa Rica,CRI,0.9898539405940592
2027,Costa Rica,CRI,0.9892810561056102
2028,Costa Rica,CRI,0.9887081716171614
2029,Costa Rica,CRI,0.9881352871287126
2030,Costa Rica,CRI,0.9875624026402636
2031,Costa Rica,CRI,0.9869895181518148
2032,Costa Rica,CRI,0.986416633663366
2033,Costa Rica,CRI,0.9858437491749172
2034,Costa Rica,CRI,0.9852708646864684
2035,Costa Rica,CRI,0.9846979801980196
2036,Costa Rica,CRI,0.9841250957095706
2037,Costa Rica,CRI,0.9835522112211216
2038,Costa Rica,CRI,0.9829793267326729
2039,Costa Rica,CRI,0.9824064422442241
2040,Costa Rica,CRI,0.9818335577557752
2041,Costa Rica,CRI,0.9812606732673264
2042,Costa Rica,CRI,0.9806877887788774
2043,Costa Rica,CRI,0.9801149042904286
2044,Costa Rica,CRI,0.9795420198019796
2045,Costa Rica,CRI,0.9789691353135308
2046,Costa Rica,CRI,0.9783962508250821
2047,Costa Rica,CRI,0.9778233663366332
2048,Costa Rica,CRI,0.9772504818481844
2049,Costa Rica,CRI,0.9766775973597356
2050,Costa Rica,CRI,0.9761047128712866
2021,Cuba,CUB,0.9957476922007672
2022,Cuba,CUB,0.9947430929701626
2023,Cuba,CUB,0.993738493739558
2024,Cuba,CUB,0.9927338945089532
2025,Cuba,CUB,0.9917292952783484
2026,Cuba,CUB,0.990724696047744
2027,Cuba,CUB,0.9897200968171392
2028,Cuba,CUB,0.9887154975865344
2029,Cuba,CUB,0.9877108983559298
2030,Cuba,CUB,0.9867062991253251
2031,Cuba,CUB,0.9857016998947206
2032,Cuba,CUB,0.984697100664116
2033,Cuba,CUB,0.9836925014335112
2034,Cuba,CUB,0.9826879022029064
2035,Cuba,CUB,0.9816833029723018
2036,Cuba,CUB,0.9806787037416972
2037,Cuba,CUB,0.9796741045110924
2038,Cuba,CUB,0.9786695052804878
2039,Cuba,CUB,0.9776649060498832
2040,Cuba,CUB,0.9766603068192784
2041,Cuba,CUB,0.9756557075886736
2042,Cuba,CUB,0.9746511083580692
2043,Cuba,CUB,0.9736465091274644
2044,Cuba,CUB,0.9726419098968596
2045,Cuba,CUB,0.971637310666255
2046,Cuba,CUB,0.9706327114356504
2047,Cuba,CUB,0.9696281122050456
2048,Cuba,CUB,0.9686235129744409
2049,Cuba,CUB,0.9676189137438364
2050,Cuba,CUB,0.9666143145132317
2021,Czechia,CZE,0.9936401499007884
2022,Czechia,CZE,0.9930332782135788
2023,Czechia,CZE,0.9924264065263692
2024,Czechia,CZE,0.9918195348391596
2025,Czechia,CZE,0.9912126631519502
2026,Czechia,CZE,0.9906057914647406
2027,Czechia,CZE,0.9899989197775312
2028,Czechia,CZE,0.9893920480903216
2029,Czechia,CZE,0.9887851764031121
2030,Czechia,CZE,0.9881783047159024
2031,Czechia,CZE,0.9875714330286931
2032,Czechia,CZE,0.9869645613414836
2033,Czechia,CZE,0.986357689654274
2034,Czechia,CZE,0.9857508179670644
2035,Czechia,CZE,0.9851439462798548
2036,Czechia,CZE,0.9845370745926454
2037,Czechia,CZE,0.9839302029054359
2038,Czechia,CZE,0.9833233312182263
2039,Czechia,CZE,0.9827164595310168
2040,Czechia,CZE,0.9821095878438072
2041,Czechia,CZE,0.9815027161565978
2042,Czechia,CZE,0.9808958444693882
2043,Czechia,CZE,0.9802889727821786
2044,Czechia,CZE,0.9796821010949692
2045,Czechia,CZE,0.9790752294077596
2046,Czechia,CZE,0.97846835772055
2047,Czechia,CZE,0.9778614860333406
2048,Czechia,CZE,0.9772546143461309
2049,Czechia,CZE,0.9766477426589216
2050,Czechia,CZE,0.976040870971712
2021,Côte d'Ivoire,CIV,0.9951655437686436
2022,Côte d'Ivoire,CIV,0.9945819297108044
2023,Côte d'Ivoire,CIV,0.9939983156529651
2024,Côte d'Ivoire,CIV,0.9934147015951259
2025,Côte d'Ivoire,CIV,0.992831087537287
2026,Côte d'Ivoire,CIV,0.992247473479448
2027,Côte d'Ivoire,CIV,0.9916638594216088
2028,Côte d'Ivoire,CIV,0.9910802453637696
2029,Côte d'Ivoire,CIV,0.9904966313059304
2030,Côte d'Ivoire,CIV,0.9899130172480912
2031,Côte d'Ivoire,CIV,0.9893294031902522
2032,Côte d'Ivoire,CIV,0.9887457891324132
2033,Côte d'Ivoire,CIV,0.988162175074574
2034,Côte d'Ivoire,CIV,0.9875785610167348
2035,Côte d'Ivoire,CIV,0.9869949469588956
2036,Côte d'Ivoire,CIV,0.9864113329010564
2037,Côte d'Ivoire,CIV,0.9858277188432174
2038,Côte d'Ivoire,CIV,0.9852441047853784
2039,Côte d'Ivoire,CIV,0.9846604907275393
2040,Côte d'Ivoire,CIV,0.9840768766697
2041,Côte d'Ivoire,CIV,0.9834932626118608
2042,Côte d'Ivoire,CIV,0.9829096485540216
2043,Côte d'Ivoire,CIV,0.9823260344961826
2044,Côte d'Ivoire,CIV,0.9817424204383436
2045,Côte d'Ivoire,CIV,0.9811588063805043
2046,Côte d'Ivoire,CIV,0.9805751923226652
2047,Côte d'Ivoire,CIV,0.979991578264826
2048,Côte d'Ivoire,CIV,0.9794079642069871
2049,Côte d'Ivoire,CIV,0.9788243501491478
2050,Côte d'Ivoire,CIV,0.9782407360913088
2021,Democratic People's Republic of Korea,PRK,0.9930831495323141
2022,Democratic People's Republic of Korea,PRK,0.9925281052128486
2023,Democratic People's Republic of Korea,PRK,0.9919730608933832
2024,Democratic People's Republic of Korea,PRK,0.9914180165739176
2025,Democratic People's Republic of Korea,PRK,0.9908629722544524
2026,Democratic People's Republic of Korea,PRK,0.9903079279349868
2027,Democratic People's Republic of Korea,PRK,0.9897528836155214
2028,Democratic People's Republic of Korea,PRK,0.9891978392960559
2029,Democratic People's Republic of Korea,PRK,0.9886427949765904
2030,Democratic People's Republic of Korea,PRK,0.988087750657125
2031,Democratic People's Republic of Korea,PRK,0.9875327063376594
2032,Democratic People's Republic of Korea,PRK,0.986977662018194
2033,Democratic People's Republic of Korea,PRK,0.9864226176987284
2034,Democratic People's Republic of Korea,PRK,0.9858675733792632
2035,Democratic People's Republic of Korea,PRK,0.9853125290597976
2036,Democratic People's Republic of Korea,PRK,0.9847574847403322
2037,Democratic People's Republic of Korea,PRK,0.9842024404208668
2038,Democratic People's Republic of Korea,PRK,0.9836473961014012
2039,Democratic People's Republic of Korea,PRK,0.9830923517819358
2040,Democratic People's Republic of Korea,PRK,0.9825373074624704
2041,Democratic People's Republic of Korea,PRK,0.9819822631430049
2042,Democratic People's Republic of Korea,PRK,0.9814272188235392
2043,Democratic People's Republic of Korea,PRK,0.9808721745040742
2044,Democratic People's Republic of Korea,PRK,0.9803171301846084
2045,Democratic People's Republic of Korea,PRK,0.9797620858651429
2046,Democratic People's Republic of Korea,PRK,0.9792070415456776
2047,Democratic People's Republic of Korea,PRK,0.978651997226212
2048,Democratic People's Republic of Korea,PRK,0.9780969529067466
2049,Democratic People's Republic of Korea,PRK,0.9775419085872812
2050,Democratic People's Republic of Korea,PRK,0.9769868642678156
2021,Democratic Republic of the Congo,COD,0.9946553106475176
2022,Democratic Republic of the Congo,COD,0.9940246995534958
2023,Democratic Republic of the Congo,COD,0.9933940884594742
2024,Democratic Republic of the Congo,COD,0.9927634773654522
2025,Democratic Republic of the Congo,COD,0.9921328662714304
2026,Democratic Republic of the Congo,COD,0.9915022551774084
2027,Democratic Republic of the Congo,COD,0.9908716440833868
2028,Democratic Republic of the Congo,COD,0.9902410329893648
2029,Democratic Republic of the Congo,COD,0.9896104218953432
2030,Democratic Republic of the Congo,COD,0.9889798108013214
2031,Democratic Republic of the Congo,COD,0.9883491997072996
2032,Democratic Republic of the Congo,COD,0.9877185886132775
2033,Democratic Republic of the Congo,COD,0.987087977519256
2034,Democratic Republic of the Congo,COD,0.9864573664252341
2035,Democratic Republic of the Congo,COD,0.9858267553312124
2036,Democratic Republic of the Congo,COD,0.9851961442371904
2037,Democratic Republic of the Congo,COD,0.9845655331431686
2038,Democratic Republic of the Congo,COD,0.9839349220491468
2039,Democratic Republic of the Congo,COD,0.9833043109551249
2040,Democratic Republic of the Congo,COD,0.9826736998611032
2041,Democratic Republic of the Congo,COD,0.9820430887670816
2042,Democratic Republic of the Congo,COD,0.9814124776730596
2043,Democratic Republic of the Congo,COD,0.9807818665790378
2044,Democratic Republic of the Congo,COD,0.9801512554850159
2045,Democratic Republic of the Congo,COD,0.9795206443909942
2046,Democratic Republic of the Congo,COD,0.9788900332969724
