,Nation,iso_code3,Year,frac_scoe_heat_energy_residential_diesel
298,Australia,AUS,2029,0.019711927496358632
299,Australia,AUS,2030,0.019711927496358632
300,Australia,AUS,2031,0.019711927496358632
301,Australia,AUS,2032,0.019711927496358632
302,Australia,AUS,2033,0.019711927496358632
303,Australia,AUS,2034,0.019711927496358632
304,Australia,AUS,2035,0.019711927496358632
305,Australia,AUS,2036,0.019711927496358632
306,Australia,AUS,2037,0.019711927496358632
307,Australia,AUS,2038,0.019711927496358632
308,Australia,AUS,2039,0.019711927496358632
309,Australia,AUS,2040,0.019711927496358632
310,Australia,AUS,2041,0.019711927496358632
311,Australia,AUS,2042,0.019711927496358632
312,Australia,AUS,2043,0.019711927496358632
313,Australia,AUS,2044,0.019711927496358632
314,Australia,AUS,2045,0.019711927496358632
315,Australia,AUS,2046,0.019711927496358632
316,Australia,AUS,2047,0.019711927496358632
317,Australia,AUS,2048,0.019711927496358632
318,Australia,AUS,2049,0.019711927496358632
319,Australia,AUS,2050,0.019711927496358632
329,Austria,AUT,2020,0.10417929732147296
330,Austria,AUT,2021,0.10417929732147296
331,Austria,AUT,2022,0.10417929732147296
332,Austria,AUT,2023,0.10417929732147296
333,Austria,AUT,2024,0.10417929732147296
334,Austria,AUT,2025,0.10417929732147296
335,Austria,AUT,2026,0.10417929732147296
336,Austria,AUT,2027,0.10417929732147296
337,Austria,AUT,2028,0.10417929732147296
338,Austria,AUT,2029,0.10417929732147296
339,Austria,AUT,2030,0.10417929732147296
340,Austria,AUT,2031,0.10417929732147296
341,Austria,AUT,2032,0.10417929732147296
342,Austria,AUT,2033,0.10417929732147296
343,Austria,AUT,2034,0.10417929732147296
344,Austria,AUT,2035,0.10417929732147296
345,Austria,AUT,2036,0.10417929732147296
346,Austria,AUT,2037,0.10417929732147296
347,Austria,AUT,2038,0.10417929732147296
348,Austria,AUT,2039,0.10417929732147296
349,Austria,AUT,2040,0.10417929732147296
350,Austria,AUT,2041,0.10417929732147296
351,Austria,AUT,2042,0.10417929732147296
352,Austria,AUT,2043,0.10417929732147296
353,Austria,AUT,2044,0.10417929732147296
354,Austria,AUT,2045,0.10417929732147296
355,Austria,AUT,2046,0.10417929732147296
356,Austria,AUT,2047,0.10417929732147296
357,Austria,AUT,2048,0.10417929732147296
358,Austria,AUT,2049,0.10417929732147296
359,Austria,AUT,2050,0.10417929732147296
369,Azerbaijan,AZE,2020,0.0
370,Azerbaijan,AZE,2021,0.0
371,Azerbaijan,AZE,2022,0.0
372,Azerbaijan,AZE,2023,0.0
373,Azerbaijan,AZE,2024,0.0
374,Azerbaijan,AZE,2025,0.0
375,Azerbaijan,AZE,2026,0.0
376,Azerbaijan,AZE,2027,0.0
377,Azerbaijan,AZE,2028,0.0
378,Azerbaijan,AZE,2029,0.0
379,Azerbaijan,AZE,2030,0.0
380,Azerbaijan,AZE,2031,0.0
381,Azerbaijan,AZE,2032,0.0
382,Azerbaijan,AZE,2033,0.0
383,Azerbaijan,AZE,2034,0.0
384,Azerbaijan,AZE,2035,0.0
385,Azerbaijan,AZE,2036,0.0
386,Azerbaijan,AZE,2037,0.0
387,Azerbaijan,AZE,2038,0.0
388,Azerbaijan,AZE,2039,0.0
389,Azerbaijan,AZE,2040,0.0
390,Azerbaijan,AZE,2041,0.0
391,Azerbaijan,AZE,2042,0.0
392,Azerbaijan,AZE,2043,0.0
393,Azerbaijan,AZE,2044,0.0
394,Azerbaijan,AZE,2045,0.0
395,Azerbaijan,AZE,2046,0.0
396,Azerbaijan,AZE,2047,0.0
397,Azerbaijan,AZE,2048,0.0
398,Azerbaijan,AZE,2049,0.0
399,Azerbaijan,AZE,2050,0.0
409,"Bahamas, The",BHS,2020,0.058986585581893264
410,"Bahamas, The",BHS,2021,0.058986585581893264
411,"Bahamas, The",BHS,2022,0.058986585581893264
412,"Bahamas, The",BHS,2023,0.058986585581893264
413,"Bahamas, The",BHS,2024,0.058986585581893264
414,"Bahamas, The",BHS,2025,0.058986585581893264
415,"Bahamas, The",BHS,2026,0.058986585581893264
416,"Bahamas, The",BHS,2027,0.058986585581893264
417,"Bahamas, The",BHS,2028,0.058986585581893264
418,"Bahamas, The",BHS,2029,0.058986585581893264
419,"Bahamas, The",BHS,2030,0.058986585581893264
420,"Bahamas, The",BHS,2031,0.058986585581893264
421,"Bahamas, The",BHS,2032,0.058986585581893264
422,"Bahamas, The",BHS,2033,0.058986585581893264
423,"Bahamas, The",BHS,2034,0.058986585581893264
424,"Bahamas, The",BHS,2035,0.058986585581893264
425,"Bahamas, The",BHS,2036,0.058986585581893264
426,"Bahamas, The",BHS,2037,0.058986585581893264
427,"Bahamas, The",BHS,2038,0.058986585581893264
428,"Bahamas, The",BHS,2039,0.058986585581893264
429,"Bahamas, The",BHS,2040,0.058986585581893264
430,"Bahamas, The",BHS,2041,0.058986585581893264
431,"Bahamas, The",BHS,2042,0.058986585581893264
432,"Bahamas, The",BHS,2043,0.058986585581893264
433,"Bahamas, The",BHS,2044,0.058986585581893264
434,"Bahamas, The",BHS,2045,0.058986585581893264
435,"Bahamas, The",BHS,2046,0.058986585581893264
436,"Bahamas, The",BHS,2047,0.058986585581893264
437,"Bahamas, The",BHS,2048,0.058986585581893264
438,"Bahamas, The",BHS,2049,0.058986585581893264
439,"Bahamas, The",BHS,2050,0.058986585581893264
449,Bahrain,BHR,2020,0.058986585581893264
450,Bahrain,BHR,2021,0.058986585581893264
451,Bahrain,BHR,2022,0.058986585581893264
452,Bahrain,BHR,2023,0.058986585581893264
453,Bahrain,BHR,2024,0.058986585581893264
454,Bahrain,BHR,2025,0.058986585581893264
455,Bahrain,BHR,2026,0.058986585581893264
456,Bahrain,BHR,2027,0.058986585581893264
457,Bahrain,BHR,2028,0.058986585581893264
458,Bahrain,BHR,2029,0.058986585581893264
459,Bahrain,BHR,2030,0.058986585581893264
460,Bahrain,BHR,2031,0.058986585581893264
461,Bahrain,BHR,2032,0.058986585581893264
462,Bahrain,BHR,2033,0.058986585581893264
463,Bahrain,BHR,2034,0.058986585581893264
464,Bahrain,BHR,2035,0.058986585581893264
465,Bahrain,BHR,2036,0.058986585581893264
466,Bahrain,BHR,2037,0.058986585581893264
467,Bahrain,BHR,2038,0.058986585581893264
468,Bahrain,BHR,2039,0.058986585581893264
469,Bahrain,BHR,2040,0.058986585581893264
470,Bahrain,BHR,2041,0.058986585581893264
471,Bahrain,BHR,2042,0.058986585581893264
472,Bahrain,BHR,2043,0.058986585581893264
473,Bahrain,BHR,2044,0.058986585581893264
474,Bahrain,BHR,2045,0.058986585581893264
475,Bahrain,BHR,2046,0.058986585581893264
476,Bahrain,BHR,2047,0.058986585581893264
477,Bahrain,BHR,2048,0.058986585581893264
478,Bahrain,BHR,2049,0.058986585581893264
479,Bahrain,BHR,2050,0.058986585581893264
489,Bangladesh,BGD,2020,0.058986585581893264
490,Bangladesh,BGD,2021,0.058986585581893264
491,Bangladesh,BGD,2022,0.058986585581893264
492,Bangladesh,BGD,2023,0.058986585581893264
493,Bangladesh,BGD,2024,0.058986585581893264
494,Bangladesh,BGD,2025,0.058986585581893264
495,Bangladesh,BGD,2026,0.058986585581893264
496,Bangladesh,BGD,2027,0.058986585581893264
497,Bangladesh,BGD,2028,0.058986585581893264
498,Bangladesh,BGD,2029,0.058986585581893264
499,Bangladesh,BGD,2030,0.058986585581893264
500,Bangladesh,BGD,2031,0.058986585581893264
501,Bangladesh,BGD,2032,0.058986585581893264
502,Bangladesh,BGD,2033,0.058986585581893264
503,Bangladesh,BGD,2034,0.058986585581893264
504,Bangladesh,BGD,2035,0.058986585581893264
505,Bangladesh,BGD,2036,0.058986585581893264
506,Bangladesh,BGD,2037,0.058986585581893264
507,Bangladesh,BGD,2038,0.058986585581893264
508,Bangladesh,BGD,2039,0.058986585581893264
509,Bangladesh,BGD,2040,0.058986585581893264
510,Bangladesh,BGD,2041,0.058986585581893264
511,Bangladesh,BGD,2042,0.058986585581893264
512,Bangladesh,BGD,2043,0.058986585581893264
513,Bangladesh,BGD,2044,0.058986585581893264
514,Bangladesh,BGD,2045,0.058986585581893264
515,Bangladesh,BGD,2046,0.058986585581893264
516,Bangladesh,BGD,2047,0.058986585581893264
517,Bangladesh,BGD,2048,0.058986585581893264
518,Bangladesh,BGD,2049,0.058986585581893264
519,Bangladesh,BGD,2050,0.058986585581893264
529,Barbados,BRB,2020,0.058986585581893264
530,Barbados,BRB,2021,0.058986585581893264
531,Barbados,BRB,2022,0.058986585581893264
532,Barbados,BRB,2023,0.058986585581893264
533,Barbados,BRB,2024,0.058986585581893264
534,Barbados,BRB,2025,0.058986585581893264
535,Barbados,BRB,2026,0.058986585581893264
536,Barbados,BRB,2027,0.058986585581893264
537,Barbados,BRB,2028,0.058986585581893264
538,Barbados,BRB,2029,0.058986585581893264
539,Barbados,BRB,2030,0.058986585581893264
540,Barbados,BRB,2031,0.058986585581893264
541,Barbados,BRB,2032,0.058986585581893264
542,Barbados,BRB,2033,0.058986585581893264
543,Barbados,BRB,2034,0.058986585581893264
544,Barbados,BRB,2035,0.058986585581893264
545,Barbados,BRB,2036,0.058986585581893264
546,Barbados,BRB,2037,0.058986585581893264
547,Barbados,BRB,2038,0.058986585581893264
548,Barbados,BRB,2039,0.058986585581893264
549,Barbados,BRB,2040,0.058986585581893264
550,Barbados,BRB,2041,0.058986585581893264
551,Barbados,BRB,2042,0.058986585581893264
552,Barbados,BRB,2043,0.058986585581893264
553,Barbados,BRB,2044,0.058986585581893264
554,Barbados,BRB,2045,0.058986585581893264
555,Barbados,BRB,2046,0.058986585581893264
556,Barbados,BRB,2047,0.058986585581893264
557,Barbados,BRB,2048,0.058986585581893264
558,Barbados,BRB,2049,0.058986585581893264
559,Barbados,BRB,2050,0.058986585581893264
569,Belarus,BLR,2020,0.008480139326143747
570,Belarus,BLR,2021,0.008480139326143747
571,Belarus,BLR,2022,0.008480139326143747
572,Belarus,BLR,2023,0.008480139326143747
573,Belarus,BLR,2024,0.008480139326143747
574,Belarus,BLR,2025,0.008480139326143747
575,Belarus,BLR,2026,0.008480139326143747
576,Belarus,BLR,2027,0.008480139326143747
577,Belarus,BLR,2028,0.008480139326143747
578,Belarus,BLR,2029,0.008480139326143747
579,Belarus,BLR,2030,0.008480139326143747
580,Belarus,BLR,2031,0.008480139326143747
581,Belarus,BLR,2032,0.008480139326143747
582,Belarus,BLR,2033,0.008480139326143747
583,Belarus,BLR,2034,0.008480139326143747
584,Belarus,BLR,2035,0.008480139326143747
585,Belarus,BLR,2036,0.008480139326143747
586,Belarus,BLR,2037,0.008480139326143747
587,Belarus,BLR,2038,0.008480139326143747
588,Belarus,BLR,2039,0.008480139326143747
589,Belarus,BLR,2040,0.008480139326143747
590,Belarus,BLR,2041,0.008480139326143747
591,Belarus,BLR,2042,0.008480139326143747
592,Belarus,BLR,2043,0.008480139326143747
593,Belarus,BLR,2044,0.008480139326143747
594,Belarus,BLR,2045,0.008480139326143747
595,Belarus,BLR,2046,0.008480139326143747
596,Belarus,BLR,2047,0.008480139326143747
597,Belarus,BLR,2048,0.008480139326143747
598,Belarus,BLR,2049,0.008480139326143747
599,Belarus,BLR,2050,0.008480139326143747
609,Belgium,BEL,2020,0.22072165375533367
610,Belgium,BEL,2021,0.22072165375533367
611,Belgium,BEL,2022,0.22072165375533367
612,Belgium,BEL,2023,0.22072165375533367
613,Belgium,BEL,2024,0.22072165375533367
614,Belgium,BEL,2025,0.22072165375533367
615,Belgium,BEL,2026,0.22072165375533367
616,Belgium,BEL,2027,0.22072165375533367
617,Belgium,BEL,2028,0.22072165375533367
618,Belgium,BEL,2029,0.22072165375533367
619,Belgium,BEL,2030,0.22072165375533367
620,Belgium,BEL,2031,0.22072165375533367
621,Belgium,BEL,2032,0.22072165375533367
622,Belgium,BEL,2033,0.22072165375533367
623,Belgium,BEL,2034,0.22072165375533367
624,Belgium,BEL,2035,0.22072165375533367
625,Belgium,BEL,2036,0.22072165375533367
626,Belgium,BEL,2037,0.22072165375533367
627,Belgium,BEL,2038,0.22072165375533367
628,Belgium,BEL,2039,0.22072165375533367
629,Belgium,BEL,2040,0.22072165375533367
630,Belgium,BEL,2041,0.22072165375533367
631,Belgium,BEL,2042,0.22072165375533367
632,Belgium,BEL,2043,0.22072165375533367
633,Belgium,BEL,2044,0.22072165375533367
634,Belgium,BEL,2045,0.22072165375533367
635,Belgium,BEL,2046,0.22072165375533367
636,Belgium,BEL,2047,0.22072165375533367
637,Belgium,BEL,2048,0.22072165375533367
638,Belgium,BEL,2049,0.22072165375533367
639,Belgium,BEL,2050,0.22072165375533367
649,Belize,BLZ,2020,0.058986585581893264
650,Belize,BLZ,2021,0.058986585581893264
651,Belize,BLZ,2022,0.058986585581893264
652,Belize,BLZ,2023,0.058986585581893264
653,Belize,BLZ,2024,0.058986585581893264
654,Belize,BLZ,2025,0.058986585581893264
655,Belize,BLZ,2026,0.058986585581893264
656,Belize,BLZ,2027,0.058986585581893264
657,Belize,BLZ,2028,0.058986585581893264
658,Belize,BLZ,2029,0.058986585581893264
659,Belize,BLZ,2030,0.058986585581893264
660,Belize,BLZ,2031,0.058986585581893264
661,Belize,BLZ,2032,0.058986585581893264
662,Belize,BLZ,2033,0.058986585581893264
663,Belize,BLZ,2034,0.058986585581893264
664,Belize,BLZ,2035,0.058986585581893264
665,Belize,BLZ,2036,0.058986585581893264
666,Belize,BLZ,2037,0.058986585581893264
667,Belize,BLZ,2038,0.058986585581893264
668,Belize,BLZ,2039,0.058986585581893264
669,Belize,BLZ,2040,0.058986585581893264
670,Belize,BLZ,2041,0.058986585581893264
671,Belize,BLZ,2042,0.058986585581893264
672,Belize,BLZ,2043,0.058986585581893264
673,Belize,BLZ,2044,0.058986585581893264
674,Belize,BLZ,2045,0.058986585581893264
675,Belize,BLZ,2046,0.058986585581893264
676,Belize,BLZ,2047,0.058986585581893264
677,Belize,BLZ,2048,0.058986585581893264
678,Belize,BLZ,2049,0.058986585581893264
679,Belize,BLZ,2050,0.058986585581893264
689,Benin,BEN,2020,0.058986585581893264
690,Benin,BEN,2021,0.058986585581893264
691,Benin,BEN,2022,0.058986585581893264
692,Benin,BEN,2023,0.058986585581893264
693,Benin,BEN,2024,0.058986585581893264
694,Benin,BEN,2025,0.058986585581893264
695,Benin,BEN,2026,0.058986585581893264
696,Benin,BEN,2027,0.058986585581893264
697,Benin,BEN,2028,0.058986585581893264
698,Benin,BEN,2029,0.058986585581893264
699,Benin,BEN,2030,0.058986585581893264
700,Benin,BEN,2031,0.058986585581893264
701,Benin,BEN,2032,0.058986585581893264
702,Benin,BEN,2033,0.058986585581893264
703,Benin,BEN,2034,0.058986585581893264
704,Benin,BEN,2035,0.058986585581893264
705,Benin,BEN,2036,0.058986585581893264
706,Benin,BEN,2037,0.058986585581893264
707,Benin,BEN,2038,0.058986585581893264
708,Benin,BEN,2039,0.058986585581893264
709,Benin,BEN,2040,0.058986585581893264
710,Benin,BEN,2041,0.058986585581893264
711,Benin,BEN,2042,0.058986585581893264
712,Benin,BEN,2043,0.058986585581893264
713,Benin,BEN,2044,0.058986585581893264
714,Benin,BEN,2045,0.058986585581893264
715,Benin,BEN,2046,0.058986585581893264
716,Benin,BEN,2047,0.058986585581893264
717,Benin,BEN,2048,0.058986585581893264
718,Benin,BEN,2049,0.058986585581893264
719,Benin,BEN,2050,0.058986585581893264
729,Bhutan,BTN,2020,0.058986585581893264
730,Bhutan,BTN,2021,0.058986585581893264
731,Bhutan,BTN,2022,0.058986585581893264
732,Bhutan,BTN,2023,0.058986585581893264
733,Bhutan,BTN,2024,0.058986585581893264
734,Bhutan,BTN,2025,0.058986585581893264
735,Bhutan,BTN,2026,0.058986585581893264
736,Bhutan,BTN,2027,0.058986585581893264
737,Bhutan,BTN,2028,0.058986585581893264
738,Bhutan,BTN,2029,0.058986585581893264
739,Bhutan,BTN,2030,0.058986585581893264
740,Bhutan,BTN,2031,0.058986585581893264
741,Bhutan,BTN,2032,0.058986585581893264
742,Bhutan,BTN,2033,0.058986585581893264
743,Bhutan,BTN,2034,0.058986585581893264
744,Bhutan,BTN,2035,0.058986585581893264
745,Bhutan,BTN,2036,0.058986585581893264
746,Bhutan,BTN,2037,0.058986585581893264
747,Bhutan,BTN,2038,0.058986585581893264
748,Bhutan,BTN,2039,0.058986585581893264
749,Bhutan,BTN,2040,0.058986585581893264
750,Bhutan,BTN,2041,0.058986585581893264
751,Bhutan,BTN,2042,0.058986585581893264
752,Bhutan,BTN,2043,0.058986585581893264
753,Bhutan,BTN,2044,0.058986585581893264
754,Bhutan,BTN,2045,0.058986585581893264
755,Bhutan,BTN,2046,0.058986585581893264
756,Bhutan,BTN,2047,0.058986585581893264
757,Bhutan,BTN,2048,0.058986585581893264
758,Bhutan,BTN,2049,0.058986585581893264
759,Bhutan,BTN,2050,0.058986585581893264
769,Bolivia,BOL,2020,0.058986585581893264
770,Bolivia,BOL,2021,0.058986585581893264
771,Bolivia,BOL,2022,0.058986585581893264
772,Bolivia,BOL,2023,0.058986585581893264
773,Bolivia,BOL,2024,0.058986585581893264
774,Bolivia,BOL,2025,0.058986585581893264
775,Bolivia,BOL,2026,0.058986585581893264
776,Bolivia,BOL,2027,0.058986585581893264
777,Bolivia,BOL,2028,0.058986585581893264
778,Bolivia,BOL,2029,0.058986585581893264
779,Bolivia,BOL,2030,0.058986585581893264
780,Bolivia,BOL,2031,0.058986585581893264
