Year,iso_code3,cost_enfu_fuel_crude_usd_per_m3
2024,ALB,367.3625548236649
2025,ALB,367.3625548236649
2026,ALB,367.3625548236649
2027,ALB,367.3625548236649
2028,ALB,367.3625548236649
2029,ALB,367.3625548236649
2030,ALB,367.3625548236649
2031,ALB,367.3625548236649
2032,ALB,367.3625548236649
2033,ALB,367.3625548236649
2034,ALB,367.3625548236649
2035,ALB,367.3625548236649
2036,ALB,367.3625548236649
2037,ALB,367.3625548236649
2038,ALB,367.3625548236649
2039,ALB,367.3625548236649
2040,ALB,367.3625548236649
2041,ALB,367.3625548236649
2042,ALB,367.3625548236649
2043,ALB,367.3625548236649
2044,ALB,367.3625548236649
2045,ALB,367.3625548236649
2046,ALB,367.3625548236649
2047,ALB,367.3625548236649
2048,ALB,367.3625548236649
2049,ALB,367.3625548236649
2050,ALB,367.3625548236649
2021,AND,367.3625548236649
2022,AND,367.3625548236649
2023,AND,367.3625548236649
2024,AND,367.3625548236649
2025,AND,367.3625548236649
2026,AND,367.3625548236649
2027,AND,367.3625548236649
2028,AND,367.3625548236649
2029,AND,367.3625548236649
2030,AND,367.3625548236649
2031,AND,367.3625548236649
2032,AND,367.3625548236649
2033,AND,367.3625548236649
2034,AND,367.3625548236649
2035,AND,367.3625548236649
2036,AND,367.3625548236649
2037,AND,367.3625548236649
2038,AND,367.3625548236649
2039,AND,367.3625548236649
2040,AND,367.3625548236649
2041,AND,367.3625548236649
2042,AND,367.3625548236649
2043,AND,367.3625548236649
2044,AND,367.3625548236649
2045,AND,367.3625548236649
2046,AND,367.3625548236649
2047,AND,367.3625548236649
2048,AND,367.3625548236649
2049,AND,367.3625548236649
2050,AND,367.3625548236649
2021,ARE,367.3625548236649
2022,ARE,367.3625548236649
2023,ARE,367.3625548236649
2024,ARE,367.3625548236649
2025,ARE,367.3625548236649
2026,ARE,367.3625548236649
2027,ARE,367.3625548236649
2028,ARE,367.3625548236649
2029,ARE,367.3625548236649
2030,ARE,367.3625548236649
2031,ARE,367.3625548236649
2032,ARE,367.3625548236649
2033,ARE,367.3625548236649
2034,ARE,367.3625548236649
2035,ARE,367.3625548236649
2036,ARE,367.3625548236649
2037,ARE,367.3625548236649
2038,ARE,367.3625548236649
2039,ARE,367.3625548236649
2040,ARE,367.3625548236649
2041,ARE,367.3625548236649
2042,ARE,367.3625548236649
2043,ARE,367.3625548236649
2044,ARE,367.3625548236649
2045,ARE,367.3625548236649
2046,ARE,367.3625548236649
2047,ARE,367.3625548236649
2048,ARE,367.3625548236649
2049,ARE,367.3625548236649
2050,ARE,367.3625548236649
2021,ARG,367.3625548236649
2022,ARG,367.3625548236649
2023,ARG,367.3625548236649
2024,ARG,367.3625548236649
2025,ARG,367.3625548236649
2026,ARG,367.3625548236649
2027,ARG,367.3625548236649
2028,ARG,367.3625548236649
2029,ARG,367.3625548236649
2030,ARG,367.3625548236649
2031,ARG,367.3625548236649
2032,ARG,367.3625548236649
2033,ARG,367.3625548236649
2034,ARG,367.3625548236649
2035,ARG,367.3625548236649
2036,ARG,367.3625548236649
2037,ARG,367.3625548236649
2038,ARG,367.3625548236649
2039,ARG,367.3625548236649
2040,ARG,367.3625548236649
2041,ARG,367.3625548236649
2042,ARG,367.3625548236649
2043,ARG,367.3625548236649
2044,ARG,367.3625548236649
2045,ARG,367.3625548236649
2046,ARG,367.3625548236649
2047,ARG,367.3625548236649
2048,ARG,367.3625548236649
2049,ARG,367.3625548236649
2050,ARG,367.3625548236649
2021,ARM,367.3625548236649
2022,ARM,367.3625548236649
2023,ARM,367.3625548236649
2024,ARM,367.3625548236649
2025,ARM,367.3625548236649
2026,ARM,367.3625548236649
2027,ARM,367.3625548236649
2028,ARM,367.3625548236649
2029,ARM,367.3625548236649
2030,ARM,367.3625548236649
2031,ARM,367.3625548236649
2032,ARM,367.3625548236649
2033,ARM,367.3625548236649
2034,ARM,367.3625548236649
2035,ARM,367.3625548236649
2036,ARM,367.3625548236649
2037,ARM,367.3625548236649
2038,ARM,367.3625548236649
2039,ARM,367.3625548236649
2040,ARM,367.3625548236649
2041,ARM,367.3625548236649
2042,ARM,367.3625548236649
2043,ARM,367.3625548236649
2044,ARM,367.3625548236649
2045,ARM,367.3625548236649
2046,ARM,367.3625548236649
2047,ARM,367.3625548236649
2048,ARM,367.3625548236649
2049,ARM,367.3625548236649
2050,ARM,367.3625548236649
2021,ASM,367.3625548236649
2022,ASM,367.3625548236649
2023,ASM,367.3625548236649
2024,ASM,367.3625548236649
2025,ASM,367.3625548236649
2026,ASM,367.3625548236649
2027,ASM,367.3625548236649
2028,ASM,367.3625548236649
2029,ASM,367.3625548236649
2030,ASM,367.3625548236649
2031,ASM,367.3625548236649
2032,ASM,367.3625548236649
2033,ASM,367.3625548236649
2034,ASM,367.3625548236649
2035,ASM,367.3625548236649
2036,ASM,367.3625548236649
2037,ASM,367.3625548236649
2038,ASM,367.3625548236649
2039,ASM,367.3625548236649
2040,ASM,367.3625548236649
2041,ASM,367.3625548236649
2042,ASM,367.3625548236649
2043,ASM,367.3625548236649
2044,ASM,367.3625548236649
2045,ASM,367.3625548236649
2046,ASM,367.3625548236649
2047,ASM,367.3625548236649
2048,ASM,367.3625548236649
2049,ASM,367.3625548236649
2050,ASM,367.3625548236649
2021,ATG,367.3625548236649
2022,ATG,367.3625548236649
2023,ATG,367.3625548236649
2024,ATG,367.3625548236649
2025,ATG,367.3625548236649
2026,ATG,367.3625548236649
2027,ATG,367.3625548236649
2028,ATG,367.3625548236649
2029,ATG,367.3625548236649
2030,ATG,367.3625548236649
2031,ATG,367.3625548236649
2032,ATG,367.3625548236649
2033,ATG,367.3625548236649
2034,ATG,367.3625548236649
2035,ATG,367.3625548236649
2036,ATG,367.3625548236649
2037,ATG,367.3625548236649
2038,ATG,367.3625548236649
2039,ATG,367.3625548236649
2040,ATG,367.3625548236649
2041,ATG,367.3625548236649
2042,ATG,367.3625548236649
2043,ATG,367.3625548236649
2044,ATG,367.3625548236649
2045,ATG,367.3625548236649
2046,ATG,367.3625548236649
2047,ATG,367.3625548236649
2048,ATG,367.3625548236649
2049,ATG,367.3625548236649
2050,ATG,367.3625548236649
2021,AUS,367.3625548236649
2022,AUS,367.3625548236649
2023,AUS,367.3625548236649
2024,AUS,367.3625548236649
2025,AUS,367.3625548236649
2026,AUS,367.3625548236649
2027,AUS,367.3625548236649
2028,AUS,367.3625548236649
2029,AUS,367.3625548236649
2030,AUS,367.3625548236649
2031,AUS,367.3625548236649
2032,AUS,367.3625548236649
2033,AUS,367.3625548236649
2034,AUS,367.3625548236649
2035,AUS,367.3625548236649
2036,AUS,367.3625548236649
2037,AUS,367.3625548236649
2038,AUS,367.3625548236649
2039,AUS,367.3625548236649
2040,AUS,367.3625548236649
2041,AUS,367.3625548236649
2042,AUS,367.3625548236649
2043,AUS,367.3625548236649
2044,AUS,367.3625548236649
2045,AUS,367.3625548236649
2046,AUS,367.3625548236649
2047,AUS,367.3625548236649
2048,AUS,367.3625548236649
2049,AUS,367.3625548236649
2050,AUS,367.3625548236649
2021,AUT,308.7702804342887
2022,AUT,308.7702804342887
2023,AUT,308.7702804342887
2024,AUT,308.7702804342887
2025,AUT,308.7702804342887
2026,AUT,308.7702804342887
2027,AUT,308.7702804342887
2028,AUT,308.7702804342887
2029,AUT,308.7702804342887
2030,AUT,308.7702804342887
2031,AUT,308.7702804342887
2032,AUT,308.7702804342887
2033,AUT,308.7702804342887
2034,AUT,308.7702804342887
2035,AUT,308.7702804342887
2036,AUT,308.7702804342887
2037,AUT,308.7702804342887
2038,AUT,308.7702804342887
2039,AUT,308.7702804342887
2040,AUT,308.7702804342887
2041,AUT,308.7702804342887
2042,AUT,308.7702804342887
2043,AUT,308.7702804342887
2044,AUT,308.7702804342887
2045,AUT,308.7702804342887
2046,AUT,308.7702804342887
2047,AUT,308.7702804342887
2048,AUT,308.7702804342887
2049,AUT,308.7702804342887
2050,AUT,308.7702804342887
2021,AZE,367.3625548236649
2022,AZE,367.3625548236649
2023,AZE,367.3625548236649
2024,AZE,367.3625548236649
2025,AZE,367.3625548236649
2026,AZE,367.3625548236649
2027,AZE,367.3625548236649
2028,AZE,367.3625548236649
2029,AZE,367.3625548236649
2030,AZE,367.3625548236649
2031,AZE,367.3625548236649
2032,AZE,367.3625548236649
2033,AZE,367.3625548236649
2034,AZE,367.3625548236649
2035,AZE,367.3625548236649
2036,AZE,367.3625548236649
2037,AZE,367.3625548236649
2038,AZE,367.3625548236649
2039,AZE,367.3625548236649
2040,AZE,367.3625548236649
2041,AZE,367.3625548236649
2042,AZE,367.3625548236649
2043,AZE,367.3625548236649
2044,AZE,367.3625548236649
2045,AZE,367.3625548236649
2046,AZE,367.3625548236649
2047,AZE,367.3625548236649
2048,AZE,367.3625548236649
2049,AZE,367.3625548236649
2050,AZE,367.3625548236649
2021,BDI,367.3625548236649
2022,BDI,367.3625548236649
2023,BDI,367.3625548236649
2024,BDI,367.3625548236649
2025,BDI,367.3625548236649
2026,BDI,367.3625548236649
2027,BDI,367.3625548236649
2028,BDI,367.3625548236649
2029,BDI,367.3625548236649
2030,BDI,367.3625548236649
2031,BDI,367.3625548236649
2032,BDI,367.3625548236649
2033,BDI,367.3625548236649
2034,BDI,367.3625548236649
2035,BDI,367.3625548236649
2036,BDI,367.3625548236649
2037,BDI,367.3625548236649
2038,BDI,367.3625548236649
2039,BDI,367.3625548236649
2040,BDI,367.3625548236649
2041,BDI,367.3625548236649
2042,BDI,367.3625548236649
2043,BDI,367.3625548236649
2044,BDI,367.3625548236649
2045,BDI,367.3625548236649
2046,BDI,367.3625548236649
2047,BDI,367.3625548236649
2048,BDI,367.3625548236649
2049,BDI,367.3625548236649
2050,BDI,367.3625548236649
2021,BEL,329.96660009957577
2022,BEL,329.96660009957577
2023,BEL,329.96660009957577
2024,BEL,329.96660009957577
2025,BEL,329.96660009957577
2026,BEL,329.96660009957577
2027,BEL,329.96660009957577
2028,BEL,329.96660009957577
2029,BEL,329.96660009957577
2030,BEL,329.96660009957577
2031,BEL,329.96660009957577
2032,BEL,329.96660009957577
2033,BEL,329.96660009957577
2034,BEL,329.96660009957577
2035,BEL,329.96660009957577
2036,BEL,329.96660009957577
2037,BEL,329.96660009957577
2038,BEL,329.96660009957577
2039,BEL,329.96660009957577
2040,BEL,329.96660009957577
2041,BEL,329.96660009957577
2042,BEL,329.96660009957577
2043,BEL,329.96660009957577
2044,BEL,329.96660009957577
2045,BEL,329.96660009957577
2046,BEL,329.96660009957577
2047,BEL,329.96660009957577
2048,BEL,329.96660009957577
2049,BEL,329.96660009957577
2050,BEL,329.96660009957577
2021,BEN,367.3625548236649
2022,BEN,367.3625548236649
2023,BEN,367.3625548236649
2024,BEN,367.3625548236649
2025,BEN,367.3625548236649
2026,BEN,367.3625548236649
2027,BEN,367.3625548236649
2028,BEN,367.3625548236649
2029,BEN,367.3625548236649
2030,BEN,367.3625548236649
2031,BEN,367.3625548236649
2032,BEN,367.3625548236649
2033,BEN,367.3625548236649
2034,BEN,367.3625548236649
2035,BEN,367.3625548236649
2036,BEN,367.3625548236649
2037,BEN,367.3625548236649
2038,BEN,367.3625548236649
2039,BEN,367.3625548236649
2040,BEN,367.3625548236649
2041,BEN,367.3625548236649
2042,BEN,367.3625548236649
2043,BEN,367.3625548236649
2044,BEN,367.3625548236649
2045,BEN,367.3625548236649
2046,BEN,367.3625548236649
2047,BEN,367.3625548236649
2048,BEN,367.3625548236649
2049,BEN,367.3625548236649
2050,BEN,367.3625548236649
2021,BFA,367.3625548236649
2022,BFA,367.3625548236649
2023,BFA,367.3625548236649
2024,BFA,367.3625548236649
2025,BFA,367.3625548236649
2026,BFA,367.3625548236649
2027,BFA,367.3625548236649
2028,BFA,367.3625548236649
2029,BFA,367.3625548236649
2030,BFA,367.3625548236649
2031,BFA,367.3625548236649
2032,BFA,367.3625548236649
2033,BFA,367.3625548236649
2034,BFA,367.3625548236649
2035,BFA,367.3625548236649
2036,BFA,367.3625548236649
2037,BFA,367.3625548236649
2038,BFA,367.3625548236649
2039,BFA,367.3625548236649
2040,BFA,367.3625548236649
2041,BFA,367.3625548236649
2042,BFA,367.3625548236649
2043,BFA,367.3625548236649
2044,BFA,367.3625548236649
2045,BFA,367.3625548236649
2046,BFA,367.3625548236649
2047,BFA,367.3625548236649
2048,BFA,367.3625548236649
2049,BFA,367.3625548236649
2050,BFA,367.3625548236649
2021,BGD,367.3625548236649
2022,BGD,367.3625548236649
2023,BGD,367.3625548236649
2024,BGD,367.3625548236649
2025,BGD,367.3625548236649
2026,BGD,367.3625548236649
2027,BGD,367.3625548236649
2028,BGD,367.3625548236649
2029,BGD,367.3625548236649
2030,BGD,367.3625548236649
2031,BGD,367.3625548236649
2032,BGD,367.3625548236649
2033,BGD,367.3625548236649
2034,BGD,367.3625548236649
2035,BGD,367.3625548236649
2036,BGD,367.3625548236649
2037,BGD,367.3625548236649
2038,BGD,367.3625548236649
2039,BGD,367.3625548236649
2040,BGD,367.3625548236649
2041,BGD,367.3625548236649
2042,BGD,367.3625548236649
2043,BGD,367.3625548236649
2044,BGD,367.3625548236649
2045,BGD,367.3625548236649
2046,BGD,367.3625548236649
2047,BGD,367.3625548236649
2048,BGD,367.3625548236649
2049,BGD,367.3625548236649
2050,BGD,367.3625548236649
2021,BGR,367.3625548236649
2022,BGR,367.3625548236649
2023,BGR,367.3625548236649
2024,BGR,367.3625548236649
2025,BGR,367.3625548236649
2026,BGR,367.3625548236649
2027,BGR,367.3625548236649
2028,BGR,367.3625548236649
2029,BGR,367.3625548236649
2030,BGR,367.3625548236649
2031,BGR,367.3625548236649
2032,BGR,367.3625548236649
2033,BGR,367.3625548236649
2034,BGR,367.3625548236649
2035,BGR,367.3625548236649
2036,BGR,367.3625548236649
2037,BGR,367.3625548236649
2038,BGR,367.3625548236649
2039,BGR,367.3625548236649
2040,BGR,367.3625548236649
2041,BGR,367.3625548236649
2042,BGR,367.3625548236649
2043,BGR,367.3625548236649
2044,BGR,367.3625548236649
2045,BGR,367.3625548236649
2046,BGR,367.3625548236649
2047,BGR,367.3625548236649
2048,BGR,367.3625548236649
2049,BGR,367.3625548236649
2050,BGR,367.3625548236649
2021,BHR,367.3625548236649
2022,BHR,367.3625548236649
2023,BHR,367.3625548236649
2024,BHR,367.3625548236649
2025,BHR,367.3625548236649
2026,BHR,367.3625548236649
2027,BHR,367.3625548236649
2028,BHR,367.3625548236649
2029,BHR,367.3625548236649
2030,BHR,367.3625548236649
2031,BHR,367.3625548236649
2032,BHR,367.3625548236649
2033,BHR,367.3625548236649
2034,BHR,367.3625548236649
2035,BHR,367.3625548236649
2036,BHR,367.3625548236649
2037,BHR,367.3625548236649
2038,BHR,367.3625548236649
2039,BHR,367.3625548236649
2040,BHR,367.3625548236649
2041,BHR,367.3625548236649
2042,BHR,367.3625548236649
2043,BHR,367.3625548236649
2044,BHR,367.3625548236649
2045,BHR,367.3625548236649
2046,BHR,367.3625548236649
2047,BHR,367.3625548236649
2048,BHR,367.3625548236649
2049,BHR,367.3625548236649
2050,BHR,367.3625548236649
2021,BHS,367.3625548236649
2022,BHS,367.3625548236649
2023,BHS,367.3625548236649
2024,BHS,367.3625548236649
2025,BHS,367.3625548236649
2026,BHS,367.3625548236649
2027,BHS,367.3625548236649
2028,BHS,367.3625548236649
2029,BHS,367.3625548236649
2030,BHS,367.3625548236649
2031,BHS,367.3625548236649
2032,BHS,367.3625548236649
2033,BHS,367.3625548236649
2034,BHS,367.3625548236649
2035,BHS,367.3625548236649
2036,BHS,367.3625548236649
2037,BHS,367.3625548236649
2038,BHS,367.3625548236649
2039,BHS,367.3625548236649
2040,BHS,367.3625548236649
2041,BHS,367.3625548236649
2042,BHS,367.3625548236649
2043,BHS,367.3625548236649
2044,BHS,367.3625548236649
2045,BHS,367.3625548236649
2046,BHS,367.3625548236649
2047,BHS,367.3625548236649
2048,BHS,367.3625548236649
2049,BHS,367.3625548236649
2050,BHS,367.3625548236649
2021,BIH,367.3625548236649
2022,BIH,367.3625548236649
2023,BIH,367.3625548236649
2024,BIH,367.3625548236649
2025,BIH,367.3625548236649
2026,BIH,367.3625548236649
2027,BIH,367.3625548236649
2028,BIH,367.3625548236649
2029,BIH,367.3625548236649
2030,BIH,367.3625548236649
2031,BIH,367.3625548236649
2032,BIH,367.3625548236649
2033,BIH,367.3625548236649
2034,BIH,367.3625548236649
2035,BIH,367.3625548236649
2036,BIH,367.3625548236649
2037,BIH,367.3625548236649
2038,BIH,367.3625548236649
2039,BIH,367.3625548236649
2040,BIH,367.3625548236649
2041,BIH,367.3625548236649
2042,BIH,367.3625548236649
2043,BIH,367.3625548236649
2044,BIH,367.3625548236649
2045,BIH,367.3625548236649
2046,BIH,367.3625548236649
2047,BIH,367.3625548236649
2048,BIH,367.3625548236649
2049,BIH,367.3625548236649
2050,BIH,367.3625548236649
2021,BLR,367.3625548236649
2022,BLR,367.3625548236649
2023,BLR,367.3625548236649
2024,BLR,367.3625548236649
2025,BLR,367.3625548236649
2026,BLR,367.3625548236649
2027,BLR,367.3625548236649
2028,BLR,367.3625548236649
2029,BLR,367.3625548236649
2030,BLR,367.3625548236649
2031,BLR,367.3625548236649
2032,BLR,367.3625548236649
2033,BLR,367.3625548236649
2034,BLR,367.3625548236649
2035,BLR,367.3625548236649
2036,BLR,367.3625548236649
2037,BLR,367.3625548236649
2038,BLR,367.3625548236649
2039,BLR,367.3625548236649
2040,BLR,367.3625548236649
2041,BLR,367.3625548236649
2042,BLR,367.3625548236649
2043,BLR,367.3625548236649
2044,BLR,367.3625548236649
2045,BLR,367.3625548236649
2046,BLR,367.3625548236649
2047,BLR,367.3625548236649
2048,BLR,367.3625548236649
2049,BLR,367.3625548236649
2050,BLR,367.3625548236649
2021,BLZ,367.3625548236649
2022,BLZ,367.3625548236649
2023,BLZ,367.3625548236649
2024,BLZ,367.3625548236649
2025,BLZ,367.3625548236649
2026,BLZ,367.3625548236649
2027,BLZ,367.3625548236649
2028,BLZ,367.3625548236649
2029,BLZ,367.3625548236649
2030,BLZ,367.3625548236649
2031,BLZ,367.3625548236649
2032,BLZ,367.3625548236649
2033,BLZ,367.3625548236649
2034,BLZ,367.3625548236649
2035,BLZ,367.3625548236649
2036,BLZ,367.3625548236649
2037,BLZ,367.3625548236649
2038,BLZ,367.3625548236649
2039,BLZ,367.3625548236649
2040,BLZ,367.3625548236649
2041,BLZ,367.3625548236649
2042,BLZ,367.3625548236649
2043,BLZ,367.3625548236649
2044,BLZ,367.3625548236649
2045,BLZ,367.3625548236649
2046,BLZ,367.3625548236649
2047,BLZ,367.3625548236649
2048,BLZ,367.3625548236649
2049,BLZ,367.3625548236649
2050,BLZ,367.3625548236649
2021,BMU,367.3625548236649
2022,BMU,367.3625548236649
2023,BMU,367.3625548236649
2024,BMU,367.3625548236649
2025,BMU,367.3625548236649
2026,BMU,367.3625548236649
2027,BMU,367.3625548236649
2028,BMU,367.3625548236649
2029,BMU,367.3625548236649
2030,BMU,367.3625548236649
2031,BMU,367.3625548236649
2032,BMU,367.3625548236649
2033,BMU,367.3625548236649
2034,BMU,367.3625548236649
2035,BMU,367.3625548236649
2036,BMU,367.3625548236649
2037,BMU,367.3625548236649
2038,BMU,367.3625548236649
2039,BMU,367.3625548236649
2040,BMU,367.3625548236649
2041,BMU,367.3625548236649
2042,BMU,367.3625548236649
2043,BMU,367.3625548236649
2044,BMU,367.3625548236649
2045,BMU,367.3625548236649
2046,BMU,367.3625548236649
2047,BMU,367.3625548236649
2048,BMU,367.3625548236649
2049,BMU,367.3625548236649
2050,BMU,367.3625548236649
2021,BOL,367.3625548236649
2022,BOL,367.3625548236649
2023,BOL,367.3625548236649
2024,BOL,367.3625548236649
2025,BOL,367.3625548236649
2026,BOL,367.3625548236649
2027,BOL,367.3625548236649
2028,BOL,367.3625548236649
2029,BOL,367.3625548236649
2030,BOL,367.3625548236649
2031,BOL,367.3625548236649
2032,BOL,367.3625548236649
2033,BOL,367.3625548236649
2034,BOL,367.3625548236649
2035,BOL,367.3625548236649
2036,BOL,367.3625548236649
2037,BOL,367.3625548236649
2038,BOL,367.3625548236649
2039,BOL,367.3625548236649
2040,BOL,367.3625548236649
2041,BOL,367.3625548236649
2042,BOL,367.3625548236649
2043,BOL,367.3625548236649
2044,BOL,367.3625548236649
2045,BOL,367.3625548236649
2046,BOL,367.3625548236649
2047,BOL,367.3625548236649
2048,BOL,367.3625548236649
2049,BOL,367.3625548236649
2050,BOL,367.3625548236649
2021,BRA,367.3625548236649
2022,BRA,367.3625548236649
2023,BRA,367.3625548236649
2024,BRA,367.3625548236649
2025,BRA,367.3625548236649
2026,BRA,367.3625548236649
2027,BRA,367.3625548236649
2028,BRA,367.3625548236649
2029,BRA,367.3625548236649
2030,BRA,367.3625548236649
2031,BRA,367.3625548236649
2032,BRA,367.3625548236649
2033,BRA,367.3625548236649
2034,BRA,367.3625548236649
2035,BRA,367.3625548236649
2036,BRA,367.3625548236649
2037,BRA,367.3625548236649
2038,BRA,367.3625548236649
2039,BRA,367.3625548236649
2040,BRA,367.3625548236649
2041,BRA,367.3625548236649
2042,BRA,367.3625548236649
2043,BRA,367.3625548236649
2044,BRA,367.3625548236649
2045,BRA,367.3625548236649
2046,BRA,367.3625548236649
2047,BRA,367.3625548236649
2048,BRA,367.3625548236649
2049,BRA,367.3625548236649
2050,BRA,367.3625548236649
2021,BRB,367.3625548236649
2022,BRB,367.3625548236649
2023,BRB,367.3625548236649
2024,BRB,367.3625548236649
2025,BRB,367.3625548236649
2026,BRB,367.3625548236649
2027,BRB,367.3625548236649
2028,BRB,367.3625548236649
2029,BRB,367.3625548236649
2030,BRB,367.3625548236649
2031,BRB,367.3625548236649
2032,BRB,367.3625548236649
2033,BRB,367.3625548236649
2034,BRB,367.3625548236649
2035,BRB,367.3625548236649
2036,BRB,367.3625548236649
2037,BRB,367.3625548236649
2038,BRB,367.3625548236649
2039,BRB,367.3625548236649
2040,BRB,367.3625548236649
2041,BRB,367.3625548236649
2042,BRB,367.3625548236649
2043,BRB,367.3625548236649
2044,BRB,367.3625548236649
2045,BRB,367.3625548236649
2046,BRB,367.3625548236649
2047,BRB,367.3625548236649
2048,BRB,367.3625548236649
2049,BRB,367.3625548236649
2050,BRB,367.3625548236649
2021,BRN,367.3625548236649
2022,BRN,367.3625548236649
2023,BRN,367.3625548236649
2024,BRN,367.3625548236649
2025,BRN,367.3625548236649
2026,BRN,367.3625548236649
2027,BRN,367.3625548236649
2028,BRN,367.3625548236649
2029,BRN,367.3625548236649
2030,BRN,367.3625548236649
2031,BRN,367.3625548236649
2032,BRN,367.3625548236649
2033,BRN,367.3625548236649
2034,BRN,367.3625548236649
2035,BRN,367.3625548236649
2036,BRN,367.3625548236649
2037,BRN,367.3625548236649
2038,BRN,367.3625548236649
2039,BRN,367.3625548236649
2040,BRN,367.3625548236649
2041,BRN,367.3625548236649
2042,BRN,367.3625548236649
2043,BRN,367.3625548236649
2044,BRN,367.3625548236649
2045,BRN,367.3625548236649
2046,BRN,367.3625548236649
2047,BRN,367.3625548236649
2048,BRN,367.3625548236649
2049,BRN,367.3625548236649
2050,BRN,367.3625548236649
2021,BTN,367.3625548236649
2022,BTN,367.3625548236649
2023,BTN,367.3625548236649
2024,BTN,367.3625548236649
2025,BTN,367.3625548236649
2026,BTN,367.3625548236649
2027,BTN,367.3625548236649
2028,BTN,367.3625548236649
2029,BTN,367.3625548236649
2030,BTN,367.3625548236649
2031,BTN,367.3625548236649
2032,BTN,367.3625548236649
2033,BTN,367.3625548236649
2034,BTN,367.3625548236649
2035,BTN,367.3625548236649
2036,BTN,367.3625548236649
2037,BTN,367.3625548236649
2038,BTN,367.3625548236649
2039,BTN,367.3625548236649
2040,BTN,367.3625548236649
2041,BTN,367.3625548236649
2042,BTN,367.3625548236649
2043,BTN,367.3625548236649
2044,BTN,367.3625548236649
2045,BTN,367.3625548236649
2046,BTN,367.3625548236649
2047,BTN,367.3625548236649
2048,BTN,367.3625548236649
2049,BTN,367.3625548236649
2050,BTN,367.3625548236649
2021,BWA,367.3625548236649
2022,BWA,367.3625548236649
2023,BWA,367.3625548236649
2024,BWA,367.3625548236649
2025,BWA,367.3625548236649
2026,BWA,367.3625548236649
2027,BWA,367.3625548236649
2028,BWA,367.3625548236649
2029,BWA,367.3625548236649
2030,BWA,367.3625548236649
2031,BWA,367.3625548236649
2032,BWA,367.3625548236649
2033,BWA,367.3625548236649
2034,BWA,367.3625548236649
2035,BWA,367.3625548236649
2036,BWA,367.3625548236649
2037,BWA,367.3625548236649
2038,BWA,367.3625548236649
2039,BWA,367.3625548236649
2040,BWA,367.3625548236649
2041,BWA,367.3625548236649
2042,BWA,367.3625548236649
2043,BWA,367.3625548236649
2044,BWA,367.3625548236649
2045,BWA,367.3625548236649
2046,BWA,367.3625548236649
2047,BWA,367.3625548236649
2048,BWA,367.3625548236649
2049,BWA,367.3625548236649
