Year,iso_code3,ef_lndu_conv_forests_secondary_to_grasslands_gg_co2_ha
2031,BEL,0.147173
2032,BEL,0.147173
2033,BEL,0.147173
2034,BEL,0.147173
2035,BEL,0.147173
2036,BEL,0.147173
2037,BEL,0.147173
2038,BEL,0.147173
2039,BEL,0.147173
2040,BEL,0.147173
2041,BEL,0.147173
2042,BEL,0.147173
2043,BEL,0.147173
2044,BEL,0.147173
2045,BEL,0.147173
2046,BEL,0.147173
2047,BEL,0.147173
2048,BEL,0.147173
2049,BEL,0.147173
2050,BEL,0.147173
2020,BEN,0.079478
2021,BEN,0.079478
2022,BEN,0.079478
2023,BEN,0.079478
2024,BEN,0.079478
2025,BEN,0.079478
2026,BEN,0.079478
2027,BEN,0.079478
2028,BEN,0.079478
2029,BEN,0.079478
2030,BEN,0.079478
2031,BEN,0.079478
2032,BEN,0.079478
2033,BEN,0.079478
2034,BEN,0.079478
2035,BEN,0.079478
2036,BEN,0.079478
2037,BEN,0.079478
2038,BEN,0.079478
2039,BEN,0.079478
2040,BEN,0.079478
2041,BEN,0.079478
2042,BEN,0.079478
2043,BEN,0.079478
2044,BEN,0.079478
2045,BEN,0.079478
2046,BEN,0.079478
2047,BEN,0.079478
2048,BEN,0.079478
2049,BEN,0.079478
2050,BEN,0.079478
2020,BFA,0.089231
2021,BFA,0.089231
2022,BFA,0.089231
2023,BFA,0.089231
2024,BFA,0.089231
2025,BFA,0.089231
2026,BFA,0.089231
2027,BFA,0.089231
2028,BFA,0.089231
2029,BFA,0.089231
2030,BFA,0.089231
2031,BFA,0.089231
2032,BFA,0.089231
2033,BFA,0.089231
2034,BFA,0.089231
2035,BFA,0.089231
2036,BFA,0.089231
2037,BFA,0.089231
2038,BFA,0.089231
2039,BFA,0.089231
2040,BFA,0.089231
2041,BFA,0.089231
2042,BFA,0.089231
2043,BFA,0.089231
2044,BFA,0.089231
2045,BFA,0.089231
2046,BFA,0.089231
2047,BFA,0.089231
2048,BFA,0.089231
2049,BFA,0.089231
2050,BFA,0.089231
2020,BGD,0.207143
2021,BGD,0.207143
2022,BGD,0.207143
2023,BGD,0.207143
2024,BGD,0.207143
2025,BGD,0.207143
2026,BGD,0.207143
2027,BGD,0.207143
2028,BGD,0.207143
2029,BGD,0.207143
2030,BGD,0.207143
2031,BGD,0.207143
2032,BGD,0.207143
2033,BGD,0.207143
2034,BGD,0.207143
2035,BGD,0.207143
2036,BGD,0.207143
2037,BGD,0.207143
2038,BGD,0.207143
2039,BGD,0.207143
2040,BGD,0.207143
2041,BGD,0.207143
2042,BGD,0.207143
2043,BGD,0.207143
2044,BGD,0.207143
2045,BGD,0.207143
2046,BGD,0.207143
2047,BGD,0.207143
2048,BGD,0.207143
2049,BGD,0.207143
2050,BGD,0.207143
2020,BGR,0.153008
2021,BGR,0.153008
2022,BGR,0.153008
2023,BGR,0.153008
2024,BGR,0.153008
2025,BGR,0.153008
2026,BGR,0.153008
2027,BGR,0.153008
2028,BGR,0.153008
2029,BGR,0.153008
2030,BGR,0.153008
2031,BGR,0.153008
2032,BGR,0.153008
2033,BGR,0.153008
2034,BGR,0.153008
2035,BGR,0.153008
2036,BGR,0.153008
2037,BGR,0.153008
2038,BGR,0.153008
2039,BGR,0.153008
2040,BGR,0.153008
2041,BGR,0.153008
2042,BGR,0.153008
2043,BGR,0.153008
2044,BGR,0.153008
2045,BGR,0.153008
2046,BGR,0.153008
2047,BGR,0.153008
2048,BGR,0.153008
2049,BGR,0.153008
2050,BGR,0.153008
2020,BHS,0.12164
2021,BHS,0.12164
2022,BHS,0.12164
2023,BHS,0.12164
2024,BHS,0.12164
2025,BHS,0.12164
2026,BHS,0.12164
2027,BHS,0.12164
2028,BHS,0.12164
2029,BHS,0.12164
2030,BHS,0.12164
2031,BHS,0.12164
2032,BHS,0.12164
2033,BHS,0.12164
2034,BHS,0.12164
2035,BHS,0.12164
2036,BHS,0.12164
2037,BHS,0.12164
2038,BHS,0.12164
2039,BHS,0.12164
2040,BHS,0.12164
2041,BHS,0.12164
2042,BHS,0.12164
2043,BHS,0.12164
2044,BHS,0.12164
2045,BHS,0.12164
2046,BHS,0.12164
2047,BHS,0.12164
2048,BHS,0.12164
2049,BHS,0.12164
2050,BHS,0.12164
2020,BIH,0.151405
2021,BIH,0.151405
2022,BIH,0.151405
2023,BIH,0.151405
2024,BIH,0.151405
2025,BIH,0.151405
2026,BIH,0.151405
2027,BIH,0.151405
2028,BIH,0.151405
2029,BIH,0.151405
2030,BIH,0.151405
2031,BIH,0.151405
2032,BIH,0.151405
2033,BIH,0.151405
2034,BIH,0.151405
2035,BIH,0.151405
2036,BIH,0.151405
2037,BIH,0.151405
2038,BIH,0.151405
2039,BIH,0.151405
2040,BIH,0.151405
2041,BIH,0.151405
2042,BIH,0.151405
2043,BIH,0.151405
2044,BIH,0.151405
2045,BIH,0.151405
2046,BIH,0.151405
2047,BIH,0.151405
2048,BIH,0.151405
2049,BIH,0.151405
2050,BIH,0.151405
2020,BOL,0.137484
2021,BOL,0.137484
2022,BOL,0.137484
2023,BOL,0.137484
2024,BOL,0.137484
2025,BOL,0.137484
2026,BOL,0.137484
2027,BOL,0.137484
2028,BOL,0.137484
2029,BOL,0.137484
2030,BOL,0.137484
2031,BOL,0.137484
2032,BOL,0.137484
2033,BOL,0.137484
2034,BOL,0.137484
2035,BOL,0.137484
2036,BOL,0.137484
2037,BOL,0.137484
2038,BOL,0.137484
2039,BOL,0.137484
2040,BOL,0.137484
2041,BOL,0.137484
2042,BOL,0.137484
2043,BOL,0.137484
2044,BOL,0.137484
2045,BOL,0.137484
2046,BOL,0.137484
2047,BOL,0.137484
2048,BOL,0.137484
2049,BOL,0.137484
2050,BOL,0.137484
2020,BRA,0.164698
2021,BRA,0.164698
2022,BRA,0.164698
2023,BRA,0.164698
2024,BRA,0.164698
2025,BRA,0.164698
2026,BRA,0.164698
2027,BRA,0.164698
2028,BRA,0.164698
2029,BRA,0.164698
2030,BRA,0.164698
2031,BRA,0.164698
2032,BRA,0.164698
2033,BRA,0.164698
2034,BRA,0.164698
2035,BRA,0.164698
2036,BRA,0.164698
2037,BRA,0.164698
2038,BRA,0.164698
2039,BRA,0.164698
2040,BRA,0.164698
2041,BRA,0.164698
2042,BRA,0.164698
2043,BRA,0.164698
2044,BRA,0.164698
2045,BRA,0.164698
2046,BRA,0.164698
2047,BRA,0.164698
2048,BRA,0.164698
2049,BRA,0.164698
2050,BRA,0.164698
2020,BTN,0.248233
2021,BTN,0.248233
2022,BTN,0.248233
2023,BTN,0.248233
2024,BTN,0.248233
2025,BTN,0.248233
2026,BTN,0.248233
2027,BTN,0.248233
2028,BTN,0.248233
2029,BTN,0.248233
2030,BTN,0.248233
2031,BTN,0.248233
2032,BTN,0.248233
2033,BTN,0.248233
2034,BTN,0.248233
2035,BTN,0.248233
2036,BTN,0.248233
2037,BTN,0.248233
2038,BTN,0.248233
2039,BTN,0.248233
2040,BTN,0.248233
2041,BTN,0.248233
2042,BTN,0.248233
2043,BTN,0.248233
2044,BTN,0.248233
2045,BTN,0.248233
2046,BTN,0.248233
2047,BTN,0.248233
2048,BTN,0.248233
2049,BTN,0.248233
2050,BTN,0.248233
2020,CAF,0.079655
2021,CAF,0.079655
2022,CAF,0.079655
2023,CAF,0.079655
2024,CAF,0.079655
2025,CAF,0.079655
2026,CAF,0.079655
2027,CAF,0.079655
2028,CAF,0.079655
2029,CAF,0.079655
2030,CAF,0.079655
2031,CAF,0.079655
2032,CAF,0.079655
2033,CAF,0.079655
2034,CAF,0.079655
2035,CAF,0.079655
2036,CAF,0.079655
2037,CAF,0.079655
2038,CAF,0.079655
2039,CAF,0.079655
2040,CAF,0.079655
2041,CAF,0.079655
2042,CAF,0.079655
2043,CAF,0.079655
2044,CAF,0.079655
2045,CAF,0.079655
2046,CAF,0.079655
2047,CAF,0.079655
2048,CAF,0.079655
2049,CAF,0.079655
2050,CAF,0.079655
2020,CAN,0.143228
2021,CAN,0.143228
2022,CAN,0.143228
2023,CAN,0.143228
2024,CAN,0.143228
2025,CAN,0.143228
2026,CAN,0.143228
2027,CAN,0.143228
2028,CAN,0.143228
2029,CAN,0.143228
2030,CAN,0.143228
2031,CAN,0.143228
2032,CAN,0.143228
2033,CAN,0.143228
2034,CAN,0.143228
2035,CAN,0.143228
2036,CAN,0.143228
2037,CAN,0.143228
2038,CAN,0.143228
2039,CAN,0.143228
2040,CAN,0.143228
2041,CAN,0.143228
2042,CAN,0.143228
2043,CAN,0.143228
2044,CAN,0.143228
2045,CAN,0.143228
2046,CAN,0.143228
2047,CAN,0.143228
2048,CAN,0.143228
2049,CAN,0.143228
2050,CAN,0.143228
2020,CHE,0.145637
2021,CHE,0.145637
2022,CHE,0.145637
2023,CHE,0.145637
2024,CHE,0.145637
2025,CHE,0.145637
2026,CHE,0.145637
2027,CHE,0.145637
2028,CHE,0.145637
2029,CHE,0.145637
2030,CHE,0.145637
2031,CHE,0.145637
2032,CHE,0.145637
2033,CHE,0.145637
2034,CHE,0.145637
2035,CHE,0.145637
2036,CHE,0.145637
2037,CHE,0.145637
2038,CHE,0.145637
2039,CHE,0.145637
2040,CHE,0.145637
2041,CHE,0.145637
2042,CHE,0.145637
2043,CHE,0.145637
2044,CHE,0.145637
2045,CHE,0.145637
2046,CHE,0.145637
2047,CHE,0.145637
2048,CHE,0.145637
2049,CHE,0.145637
2050,CHE,0.145637
2020,CHL,0.214534
2021,CHL,0.214534
2022,CHL,0.214534
2023,CHL,0.214534
2024,CHL,0.214534
2025,CHL,0.214534
2026,CHL,0.214534
2027,CHL,0.214534
2028,CHL,0.214534
2029,CHL,0.214534
2030,CHL,0.214534
2031,CHL,0.214534
2032,CHL,0.214534
2033,CHL,0.214534
2034,CHL,0.214534
2035,CHL,0.214534
2036,CHL,0.214534
2037,CHL,0.214534
2038,CHL,0.214534
2039,CHL,0.214534
2040,CHL,0.214534
2041,CHL,0.214534
2042,CHL,0.214534
2043,CHL,0.214534
2044,CHL,0.214534
2045,CHL,0.214534
2046,CHL,0.214534
2047,CHL,0.214534
2048,CHL,0.214534
2049,CHL,0.214534
2050,CHL,0.214534
2020,CHN,0.206435
2021,CHN,0.206435
2022,CHN,0.206435
2023,CHN,0.206435
2024,CHN,0.206435
2025,CHN,0.206435
2026,CHN,0.206435
2027,CHN,0.206435
2028,CHN,0.206435
2029,CHN,0.206435
2030,CHN,0.206435
2031,CHN,0.206435
2032,CHN,0.206435
2033,CHN,0.206435
2034,CHN,0.206435
2035,CHN,0.206435
2036,CHN,0.206435
2037,CHN,0.206435
2038,CHN,0.206435
2039,CHN,0.206435
2040,CHN,0.206435
2041,CHN,0.206435
2042,CHN,0.206435
2043,CHN,0.206435
2044,CHN,0.206435
2045,CHN,0.206435
2046,CHN,0.206435
2047,CHN,0.206435
2048,CHN,0.206435
2049,CHN,0.206435
2050,CHN,0.206435
2020,CIV,0.081018
2021,CIV,0.081018
2022,CIV,0.081018
2023,CIV,0.081018
2024,CIV,0.081018
2025,CIV,0.081018
2026,CIV,0.081018
2027,CIV,0.081018
2028,CIV,0.081018
2029,CIV,0.081018
2030,CIV,0.081018
2031,CIV,0.081018
2032,CIV,0.081018
2033,CIV,0.081018
2034,CIV,0.081018
2035,CIV,0.081018
2036,CIV,0.081018
2037,CIV,0.081018
2038,CIV,0.081018
2039,CIV,0.081018
2040,CIV,0.081018
2041,CIV,0.081018
2042,CIV,0.081018
2043,CIV,0.081018
2044,CIV,0.081018
2045,CIV,0.081018
2046,CIV,0.081018
2047,CIV,0.081018
2048,CIV,0.081018
2049,CIV,0.081018
2050,CIV,0.081018
2020,CMR,0.092389
2021,CMR,0.092389
2022,CMR,0.092389
2023,CMR,0.092389
2024,CMR,0.092389
2025,CMR,0.092389
2026,CMR,0.092389
2027,CMR,0.092389
2028,CMR,0.092389
2029,CMR,0.092389
2030,CMR,0.092389
2031,CMR,0.092389
2032,CMR,0.092389
2033,CMR,0.092389
2034,CMR,0.092389
2035,CMR,0.092389
2036,CMR,0.092389
2037,CMR,0.092389
2038,CMR,0.092389
2039,CMR,0.092389
2040,CMR,0.092389
2041,CMR,0.092389
2042,CMR,0.092389
2043,CMR,0.092389
2044,CMR,0.092389
2045,CMR,0.092389
2046,CMR,0.092389
2047,CMR,0.092389
2048,CMR,0.092389
2049,CMR,0.092389
2050,CMR,0.092389
2020,COD,0.131021
2021,COD,0.131021
2022,COD,0.131021
2023,COD,0.131021
2024,COD,0.131021
2025,COD,0.131021
2026,COD,0.131021
2027,COD,0.131021
2028,COD,0.131021
2029,COD,0.131021
2030,COD,0.131021
2031,COD,0.131021
2032,COD,0.131021
2033,COD,0.131021
2034,COD,0.131021
2035,COD,0.131021
2036,COD,0.131021
2037,COD,0.131021
2038,COD,0.131021
2039,COD,0.131021
2040,COD,0.131021
2041,COD,0.131021
2042,COD,0.131021
2043,COD,0.131021
2044,COD,0.131021
2045,COD,0.131021
2046,COD,0.131021
2047,COD,0.131021
2048,COD,0.131021
2049,COD,0.131021
2050,COD,0.131021
2020,COG,0.11328
2021,COG,0.11328
2022,COG,0.11328
2023,COG,0.11328
2024,COG,0.11328
2025,COG,0.11328
2026,COG,0.11328
2027,COG,0.11328
2028,COG,0.11328
2029,COG,0.11328
2030,COG,0.11328
2031,COG,0.11328
2032,COG,0.11328
2033,COG,0.11328
2034,COG,0.11328
2035,COG,0.11328
2036,COG,0.11328
2037,COG,0.11328
2038,COG,0.11328
2039,COG,0.11328
2040,COG,0.11328
2041,COG,0.11328
2042,COG,0.11328
2043,COG,0.11328
2044,COG,0.11328
2045,COG,0.11328
2046,COG,0.11328
2047,COG,0.11328
2048,COG,0.11328
2049,COG,0.11328
2050,COG,0.11328
2020,COL,0.22057
2021,COL,0.22057
2022,COL,0.22057
2023,COL,0.22057
2024,COL,0.22057
2025,COL,0.22057
2026,COL,0.22057
2027,COL,0.22057
2028,COL,0.22057
2029,COL,0.22057
2030,COL,0.22057
2031,COL,0.22057
2032,COL,0.22057
2033,COL,0.22057
2034,COL,0.22057
2035,COL,0.22057
2036,COL,0.22057
2037,COL,0.22057
2038,COL,0.22057
2039,COL,0.22057
2040,COL,0.22057
2041,COL,0.22057
2042,COL,0.22057
2043,COL,0.22057
2044,COL,0.22057
2045,COL,0.22057
2046,COL,0.22057
2047,COL,0.22057
2048,COL,0.22057
2049,COL,0.22057
2050,COL,0.22057
2020,CRI,0.221269
2021,CRI,0.221269
2022,CRI,0.221269
2023,CRI,0.221269
2024,CRI,0.221269
2025,CRI,0.221269
2026,CRI,0.221269
2027,CRI,0.221269
2028,CRI,0.221269
2029,CRI,0.221269
2030,CRI,0.221269
2031,CRI,0.221269
2032,CRI,0.221269
2033,CRI,0.221269
2034,CRI,0.221269
2035,CRI,0.221269
2036,CRI,0.221269
2037,CRI,0.221269
2038,CRI,0.221269
2039,CRI,0.221269
2040,CRI,0.221269
2041,CRI,0.221269
2042,CRI,0.221269
2043,CRI,0.221269
2044,CRI,0.221269
2045,CRI,0.221269
2046,CRI,0.221269
2047,CRI,0.221269
2048,CRI,0.221269
2049,CRI,0.221269
2050,CRI,0.221269
2020,CUB,0.129109
2021,CUB,0.129109
2022,CUB,0.129109
2023,CUB,0.129109
2024,CUB,0.129109
2025,CUB,0.129109
2026,CUB,0.129109
2027,CUB,0.129109
2028,CUB,0.129109
2029,CUB,0.129109
2030,CUB,0.129109
2031,CUB,0.129109
2032,CUB,0.129109
2033,CUB,0.129109
2034,CUB,0.129109
2035,CUB,0.129109
2036,CUB,0.129109
2037,CUB,0.129109
2038,CUB,0.129109
2039,CUB,0.129109
2040,CUB,0.129109
2041,CUB,0.129109
2042,CUB,0.129109
2043,CUB,0.129109
2044,CUB,0.129109
2045,CUB,0.129109
2046,CUB,0.129109
2047,CUB,0.129109
2048,CUB,0.129109
2049,CUB,0.129109
2050,CUB,0.129109
2020,CUW,0.135034
2021,CUW,0.135034
2022,CUW,0.135034
2023,CUW,0.135034
2024,CUW,0.135034
2025,CUW,0.135034
2026,CUW,0.135034
2027,CUW,0.135034
2028,CUW,0.135034
2029,CUW,0.135034
2030,CUW,0.135034
2031,CUW,0.135034
2032,CUW,0.135034
2033,CUW,0.135034
2034,CUW,0.135034
2035,CUW,0.135034
2036,CUW,0.135034
2037,CUW,0.135034
2038,CUW,0.135034
2039,CUW,0.135034
2040,CUW,0.135034
2041,CUW,0.135034
2042,CUW,0.135034
2043,CUW,0.135034
2044,CUW,0.135034
2045,CUW,0.135034
2046,CUW,0.135034
2047,CUW,0.135034
2048,CUW,0.135034
2049,CUW,0.135034
2050,CUW,0.135034
2020,CYP,0.121616
2021,CYP,0.121616
2022,CYP,0.121616
2023,CYP,0.121616
2024,CYP,0.121616
2025,CYP,0.121616
2026,CYP,0.121616
2027,CYP,0.121616
2028,CYP,0.121616
2029,CYP,0.121616
2030,CYP,0.121616
2031,CYP,0.121616
2032,CYP,0.121616
2033,CYP,0.121616
2034,CYP,0.121616
2035,CYP,0.121616
2036,CYP,0.121616
2037,CYP,0.121616
2038,CYP,0.121616
2039,CYP,0.121616
2040,CYP,0.121616
2041,CYP,0.121616
2042,CYP,0.121616
2043,CYP,0.121616
2044,CYP,0.121616
2045,CYP,0.121616
2046,CYP,0.121616
2047,CYP,0.121616
2048,CYP,0.121616
2049,CYP,0.121616
2050,CYP,0.121616
2020,CZE,0.156893
2021,CZE,0.156893
2022,CZE,0.156893
2023,CZE,0.156893
2024,CZE,0.156893
2025,CZE,0.156893
2026,CZE,0.156893
2027,CZE,0.156893
2028,CZE,0.156893
2029,CZE,0.156893
2030,CZE,0.156893
2031,CZE,0.156893
2032,CZE,0.156893
2033,CZE,0.156893
2034,CZE,0.156893
2035,CZE,0.156893
2036,CZE,0.156893
2037,CZE,0.156893
2038,CZE,0.156893
2039,CZE,0.156893
2040,CZE,0.156893
2041,CZE,0.156893
2042,CZE,0.156893
2043,CZE,0.156893
2044,CZE,0.156893
2045,CZE,0.156893
2046,CZE,0.156893
2047,CZE,0.156893
2048,CZE,0.156893
2049,CZE,0.156893
2050,CZE,0.156893
2020,DEU,0.147918
2021,DEU,0.147918
2022,DEU,0.147918
2023,DEU,0.147918
2024,DEU,0.147918
2025,DEU,0.147918
2026,DEU,0.147918
2027,DEU,0.147918
2028,DEU,0.147918
2029,DEU,0.147918
2030,DEU,0.147918
2031,DEU,0.147918
2032,DEU,0.147918
2033,DEU,0.147918
2034,DEU,0.147918
2035,DEU,0.147918
2036,DEU,0.147918
2037,DEU,0.147918
2038,DEU,0.147918
2039,DEU,0.147918
2040,DEU,0.147918
2041,DEU,0.147918
2042,DEU,0.147918
2043,DEU,0.147918
2044,DEU,0.147918
2045,DEU,0.147918
2046,DEU,0.147918
2047,DEU,0.147918
2048,DEU,0.147918
2049,DEU,0.147918
2050,DEU,0.147918
2020,DNK,0.147173
2021,DNK,0.147173
2022,DNK,0.147173
2023,DNK,0.147173
2024,DNK,0.147173
2025,DNK,0.147173
2026,DNK,0.147173
2027,DNK,0.147173
2028,DNK,0.147173
2029,DNK,0.147173
2030,DNK,0.147173
2031,DNK,0.147173
2032,DNK,0.147173
2033,DNK,0.147173
2034,DNK,0.147173
2035,DNK,0.147173
2036,DNK,0.147173
2037,DNK,0.147173
2038,DNK,0.147173
2039,DNK,0.147173
2040,DNK,0.147173
2041,DNK,0.147173
2042,DNK,0.147173
2043,DNK,0.147173
2044,DNK,0.147173
2045,DNK,0.147173
2046,DNK,0.147173
2047,DNK,0.147173
2048,DNK,0.147173
2049,DNK,0.147173
2050,DNK,0.147173
2020,DOM,0.222053
2021,DOM,0.222053
2022,DOM,0.222053
2023,DOM,0.222053
2024,DOM,0.222053
2025,DOM,0.222053
2026,DOM,0.222053
2027,DOM,0.222053
2028,DOM,0.222053
2029,DOM,0.222053
2030,DOM,0.222053
2031,DOM,0.222053
2032,DOM,0.222053
2033,DOM,0.222053
2034,DOM,0.222053
2035,DOM,0.222053
2036,DOM,0.222053
2037,DOM,0.222053
2038,DOM,0.222053
2039,DOM,0.222053
2040,DOM,0.222053
2041,DOM,0.222053
2042,DOM,0.222053
2043,DOM,0.222053
2044,DOM,0.222053
2045,DOM,0.222053
2046,DOM,0.222053
2047,DOM,0.222053
2048,DOM,0.222053
2049,DOM,0.222053
2050,DOM,0.222053
2020,DZA,0.065028
2021,DZA,0.065028
2022,DZA,0.065028
2023,DZA,0.065028
2024,DZA,0.065028
2025,DZA,0.065028
2026,DZA,0.065028
2027,DZA,0.065028
2028,DZA,0.065028
2029,DZA,0.065028
2030,DZA,0.065028
2031,DZA,0.065028
2032,DZA,0.065028
2033,DZA,0.065028
2034,DZA,0.065028
2035,DZA,0.065028
2036,DZA,0.065028
2037,DZA,0.065028
2038,DZA,0.065028
2039,DZA,0.065028
2040,DZA,0.065028
2041,DZA,0.065028
2042,DZA,0.065028
2043,DZA,0.065028
2044,DZA,0.065028
2045,DZA,0.065028
2046,DZA,0.065028
2047,DZA,0.065028
2048,DZA,0.065028
2049,DZA,0.065028
2050,DZA,0.065028
2020,ECU,0.218682
2021,ECU,0.218682
2022,ECU,0.218682
2023,ECU,0.218682
2024,ECU,0.218682
2025,ECU,0.218682
2026,ECU,0.218682
2027,ECU,0.218682
2028,ECU,0.218682
2029,ECU,0.218682
2030,ECU,0.218682
2031,ECU,0.218682
2032,ECU,0.218682
2033,ECU,0.218682
2034,ECU,0.218682
2035,ECU,0.218682
2036,ECU,0.218682
2037,ECU,0.218682
2038,ECU,0.218682
2039,ECU,0.218682
