Year,iso_code3,nemomod_entc_frac_min_share_production_pp_hydropower
2016,RWA,0.4434032086101454
2017,RWA,0.4602134209963344
2018,RWA,0.4592875786585739
2019,RWA,0.4343833497701866
2020,RWA,0.4228068493460027
2010,SAU,0.0
2011,SAU,0.0
2012,SAU,0.0
2013,SAU,0.0
2014,SAU,0.0
2015,SAU,0.0
2016,SAU,0.0
2017,SAU,0.0
2018,SAU,0.0
2019,SAU,0.0
2020,SAU,0.0
2010,SDN,0.4652140806380279
2011,SDN,0.4566720919678633
2012,SDN,0.4491598600120554
2013,SDN,0.4433003996029614
2014,SDN,0.4571983048418085
2015,SDN,0.4422276904639571
2016,SDN,0.4434032086101454
2017,SDN,0.4602134209963344
2018,SDN,0.4592875786585739
2019,SDN,0.4343833497701866
2020,SDN,0.4228068493460027
2010,SEN,0.4652140806380279
2011,SEN,0.4566720919678633
2012,SEN,0.4491598600120554
2013,SEN,0.4433003996029614
2014,SEN,0.4571983048418085
2015,SEN,0.4422276904639571
2016,SEN,0.4434032086101454
2017,SEN,0.4602134209963344
2018,SEN,0.4592875786585739
2019,SEN,0.4343833497701866
2020,SEN,0.4228068493460027
2010,SGP,0.1988449554437998
2011,SGP,0.1988449554437998
2012,SGP,0.1988449554437998
2013,SGP,0.1988449554437998
2014,SGP,0.1988449554437998
2015,SGP,0.1988449554437998
2016,SGP,0.194655484584168
2017,SGP,0.1816073802062871
2018,SGP,0.1756084696676566
2019,SGP,0.1771992293582792
2020,SGP,0.1780012201406475
2010,SLB,0.0696117956227093
2011,SLB,0.058572890558822
2012,SLB,0.0704584771774564
2013,SLB,0.0832449570588209
2014,SLB,0.0612494909109054
2015,SLB,0.0591694039868732
2016,SLB,0.0731378480767828
2017,SLB,0.0551701425470702
2018,SLB,0.0719178908674261
2019,SLB,0.0567005889333526
2020,SLB,0.0590442374907075
2010,SLE,0.4652140806380279
2011,SLE,0.4566720919678633
2012,SLE,0.4491598600120554
2013,SLE,0.4433003996029614
2014,SLE,0.4571983048418085
2015,SLE,0.4422276904639571
2016,SLE,0.4434032086101454
2017,SLE,0.4602134209963344
2018,SLE,0.4592875786585739
2019,SLE,0.4343833497701866
2020,SLE,0.4228068493460027
2010,SLV,0.7349148933548073
2011,SLV,0.7349148933548073
2012,SLV,0.7349148933548073
2013,SLV,0.7349148933548073
2014,SLV,0.7349148933548073
2015,SLV,0.7349148933548073
2016,SLV,0.7349148933548073
2017,SLV,0.7349148933548073
2018,SLV,0.7349148933548073
2019,SLV,0.7349148933548073
2020,SLV,0.7349148933548073
2010,SMR,0.1868179257558502
2011,SMR,0.163632309440488
2012,SMR,0.1518177673937035
2013,SMR,0.1959479691843223
2014,SMR,0.2238080988745158
2015,SMR,0.1723083372146871
2016,SMR,0.1582623041132806
2017,SMR,0.1330301612416465
2018,SMR,0.1802724772144231
2019,SMR,0.1693259392829517
2020,SMR,0.1820330387844662
2010,SOM,0.4652140806380279
2011,SOM,0.4566720919678633
2012,SOM,0.4491598600120554
2013,SOM,0.4433003996029614
2014,SOM,0.4571983048418085
2015,SOM,0.4422276904639571
2016,SOM,0.4434032086101454
2017,SOM,0.4602134209963344
2018,SOM,0.4592875786585739
2019,SOM,0.4343833497701866
2020,SOM,0.4228068493460027
2010,SRB,0.3001792684736143
2011,SRB,0.3001792684736143
2012,SRB,0.3001792684736143
2013,SRB,0.3001792684736143
2014,SRB,0.3001792684736143
2015,SRB,0.3001792684736143
2016,SRB,0.3120598969385853
2017,SRB,0.2819698973813863
2018,SRB,0.3251154569042386
2019,SRB,0.292430273434021
2020,SRB,0.2742461069552814
2010,SSD,0.4652140806380279
2011,SSD,0.4566720919678633
2012,SSD,0.4491598600120554
2013,SSD,0.4433003996029614
2014,SSD,0.4571983048418085
2015,SSD,0.4422276904639571
2016,SSD,0.4434032086101454
2017,SSD,0.4602134209963344
2018,SSD,0.4592875786585739
2019,SSD,0.4343833497701866
2020,SSD,0.4228068493460027
2010,STP,0.4652140806380279
2011,STP,0.4566720919678633
2012,STP,0.4491598600120554
2013,STP,0.4433003996029614
2014,STP,0.4571983048418085
2015,STP,0.4422276904639571
2016,STP,0.4434032086101454
2017,STP,0.4602134209963344
2018,STP,0.4592875786585739
2019,STP,0.4343833497701866
2020,STP,0.4228068493460027
2010,SUR,0.6844986655713704
2011,SUR,0.6844986655713704
2012,SUR,0.6844986655713704
2013,SUR,0.6844986655713704
2014,SUR,0.6844986655713704
2015,SUR,0.6297528280722651
2016,SUR,0.6507973205399263
2017,SUR,0.78357080782195
2018,SUR,0.7489962294828991
2019,SUR,0.6785146690390046
2020,SUR,0.6284383077080216
2010,SVK,0.2198765105119876
2011,SVK,0.1377131966298408
2012,SVK,0.1544390132930064
2013,SVK,0.1715765104778898
2014,SVK,0.1613798105275478
2015,SVK,0.1611467285591275
2016,SVK,0.1829408875571096
2017,SVK,0.1808698892375744
2018,SVK,0.1533448608264634
2019,SVK,0.1700049151299186
2020,SVK,0.1587723084324606
2010,SVN,0.300932846587115
2011,SVN,0.2433656371282622
2012,SVN,0.2740229632331662
2013,SVN,0.3212870647313031
2014,SVN,0.3813126926094816
2015,SVN,0.2843406575970083
2016,SVN,0.3038266730581729
2017,SVN,0.2654530350343177
2018,SVN,0.313022177179604
2019,SVN,0.3037699567411707
2020,SVN,0.3169050043574709
2010,SWE,0.4606195464231686
2011,SWE,0.4541789528607158
2012,SWE,0.4851930979999289
2013,SWE,0.410783561356794
2014,SWE,0.4254343896038196
2015,SWE,0.4741512479733725
2016,SWE,0.4090434394643371
2017,SWE,0.407013516906353
2018,SWE,0.3909235329853579
2019,SWE,0.3960715685700649
2020,SWE,0.4521077917778144
2010,SWZ,0.4652140806380279
2011,SWZ,0.4566720919678633
2012,SWZ,0.4491598600120554
2013,SWZ,0.4433003996029614
2014,SWZ,0.4571983048418085
2015,SWZ,0.4422276904639571
2016,SWZ,0.4434032086101454
2017,SWZ,0.4602134209963344
2018,SWZ,0.4592875786585739
2019,SWZ,0.4343833497701866
2020,SWZ,0.4228068493460027
2010,SXM,0.6844986655713704
2011,SXM,0.6844986655713704
2012,SXM,0.6844986655713704
2013,SXM,0.6844986655713704
2014,SXM,0.6844986655713704
2015,SXM,0.6297528280722651
2016,SXM,0.6507973205399263
2017,SXM,0.78357080782195
2018,SXM,0.7489962294828991
2019,SXM,0.6785146690390046
2020,SXM,0.6284383077080216
2010,SYC,0.4652140806380279
2011,SYC,0.4566720919678633
2012,SYC,0.4491598600120554
2013,SYC,0.4433003996029614
2014,SYC,0.4571983048418085
2015,SYC,0.4422276904639571
2016,SYC,0.4434032086101454
2017,SYC,0.4602134209963344
2018,SYC,0.4592875786585739
2019,SYC,0.4343833497701866
2020,SYC,0.4228068493460027
2010,SYR,0.0
2011,SYR,0.0
2012,SYR,0.0
2013,SYR,0.0
2014,SYR,0.0
2015,SYR,0.0
2016,SYR,0.0
2017,SYR,0.0
2018,SYR,0.0
2019,SYR,0.0
2020,SYR,0.0
2010,TCA,0.6844986655713704
2011,TCA,0.6844986655713704
2012,TCA,0.6844986655713704
2013,TCA,0.6844986655713704
2014,TCA,0.6844986655713704
2015,TCA,0.6297528280722651
2016,TCA,0.6507973205399263
2017,TCA,0.78357080782195
2018,TCA,0.7489962294828991
2019,TCA,0.6785146690390046
2020,TCA,0.6284383077080216
2010,TCD,0.4652140806380279
2011,TCD,0.4566720919678633
2012,TCD,0.4491598600120554
2013,TCD,0.4433003996029614
2014,TCD,0.4571983048418085
2015,TCD,0.4422276904639571
2016,TCD,0.4434032086101454
2017,TCD,0.4602134209963344
2018,TCD,0.4592875786585739
2019,TCD,0.4343833497701866
2020,TCD,0.4228068493460027
2010,TGO,0.4652140806380279
2011,TGO,0.4566720919678633
2012,TGO,0.4491598600120554
2013,TGO,0.4433003996029614
2014,TGO,0.4571983048418085
2015,TGO,0.4422276904639571
2016,TGO,0.4434032086101454
2017,TGO,0.4602134209963344
2018,TGO,0.4592875786585739
2019,TGO,0.4343833497701866
2020,TGO,0.4228068493460027
2010,THA,0.1988449554437998
2011,THA,0.1988449554437998
2012,THA,0.1988449554437998
2013,THA,0.1988449554437998
2014,THA,0.1988449554437998
2015,THA,0.1988449554437998
2016,THA,0.194655484584168
2017,THA,0.1816073802062871
2018,THA,0.1756084696676566
2019,THA,0.1771992293582792
2020,THA,0.1780012201406475
2010,TJK,0.2534105320072211
2011,TJK,0.2352654592140632
2012,TJK,0.2490058254552193
2013,TJK,0.2545946696756921
2014,TJK,0.1662361450331581
2015,TJK,0.2640458501569711
2016,TJK,0.2552730713883884
2017,TJK,0.2040215840177948
2018,TJK,0.2024988251946836
2019,TJK,0.3061976473483312
2020,TJK,0.2948656140701221
2010,TKM,0.2534105320072211
2011,TKM,0.2352654592140632
2012,TKM,0.2490058254552193
2013,TKM,0.2545946696756921
2014,TKM,0.1662361450331581
2015,TKM,0.2640458501569711
2016,TKM,0.2552730713883884
2017,TKM,0.2040215840177948
2018,TKM,0.2024988251946836
2019,TKM,0.3061976473483312
2020,TKM,0.2948656140701221
2010,TLS,0.0696117956227093
2011,TLS,0.058572890558822
2012,TLS,0.0704584771774564
2013,TLS,0.0832449570588209
2014,TLS,0.0612494909109054
2015,TLS,0.0591694039868732
2016,TLS,0.0731378480767828
2017,TLS,0.0551701425470702
2018,TLS,0.0719178908674261
2019,TLS,0.0567005889333526
2020,TLS,0.0590442374907075
2010,TON,0.5641902074147817
2011,TON,0.5779103916214067
2012,TON,0.5299844411386339
2013,TON,0.5450784603465076
2014,TON,0.5707619830811305
2015,TON,0.5667852222444464
2016,TON,0.6031262098141925
2017,TON,0.5801779953258103
2018,TON,0.6038228219028539
2019,TON,0.5828611719105331
2020,TON,0.5568822036798835
2010,TTO,0.6844986655713704
2011,TTO,0.6844986655713704
2012,TTO,0.6844986655713704
2013,TTO,0.6844986655713704
2014,TTO,0.6844986655713704
2015,TTO,0.6297528280722651
2016,TTO,0.6507973205399263
2017,TTO,0.78357080782195
2018,TTO,0.7489962294828991
2019,TTO,0.6785146690390046
2020,TTO,0.6284383077080216
2010,TUN,0.0
2011,TUN,0.0
2012,TUN,0.0
2013,TUN,0.0
2014,TUN,0.0
2015,TUN,0.0
2016,TUN,0.0
2017,TUN,0.0
2018,TUN,0.0
2019,TUN,0.0
2020,TUN,0.0
2010,TUR,0.2534105320072211
2011,TUR,0.2352654592140632
2012,TUR,0.2490058254552193
2013,TUR,0.2545946696756921
2014,TUR,0.1662361450331581
2015,TUR,0.2640458501569711
2016,TUR,0.2552730713883884
2017,TUR,0.2040215840177948
2018,TUR,0.2024988251946836
2019,TUR,0.3061976473483312
2020,TUR,0.2948656140701221
2010,TUV,0.5641902074147817
2011,TUV,0.5779103916214067
2012,TUV,0.5299844411386339
2013,TUV,0.5450784603465076
2014,TUV,0.5707619830811305
2015,TUV,0.5667852222444464
2016,TUV,0.6031262098141925
2017,TUV,0.5801779953258103
2018,TUV,0.6038228219028539
2019,TUV,0.5828611719105331
2020,TUV,0.5568822036798835
2010,TZA,0.4652140806380279
2011,TZA,0.4566720919678633
2012,TZA,0.4491598600120554
2013,TZA,0.4433003996029614
2014,TZA,0.4571983048418085
2015,TZA,0.4422276904639571
2016,TZA,0.4434032086101454
2017,TZA,0.4602134209963344
2018,TZA,0.4592875786585739
2019,TZA,0.4343833497701866
2020,TZA,0.4228068493460027
2010,UGA,0.4652140806380279
2011,UGA,0.4566720919678633
2012,UGA,0.4491598600120554
2013,UGA,0.4433003996029614
2014,UGA,0.4571983048418085
2015,UGA,0.4422276904639571
2016,UGA,0.4434032086101454
2017,UGA,0.4602134209963344
2018,UGA,0.4592875786585739
2019,UGA,0.4343833497701866
2020,UGA,0.4228068493460027
2010,UKR,0.2759273344962601
2011,UKR,0.2759273344962601
2012,UKR,0.2759273344962601
2013,UKR,0.2759273344962601
2014,UKR,0.2759273344962601
2015,UKR,0.2759273344962601
2016,UKR,0.3026918481147105
2017,UKR,0.2474505151787057
2018,UKR,0.2979711998153668
2019,UKR,0.2871038338229815
2020,UKR,0.2991923498080848
2010,URY,0.2314365085644913
2011,URY,0.2314365085644913
2012,URY,0.2314365085644913
2013,URY,0.2314365085644913
2014,URY,0.2314365085644913
2015,URY,0.2314365085644913
2016,URY,0.210650919878254
2017,URY,0.2274237732845023
2018,URY,0.2289403596765527
2019,URY,0.2056013664934297
2020,URY,0.1716440346521324
2010,USA,0.0685765644584337
2011,USA,0.0830608059768635
2012,USA,0.0728691461150427
2013,USA,0.0705644933151435
2014,USA,0.0679976771251754
2015,USA,0.0657473400281734
2016,USA,0.0707133984037027
2017,USA,0.0793442420534994
2018,USA,0.0743606506865057
2019,USA,0.0738211689805124
2020,USA,0.0758696233948515
2010,UZB,0.2534105320072211
2011,UZB,0.2352654592140632
2012,UZB,0.2490058254552193
2013,UZB,0.2545946696756921
2014,UZB,0.1662361450331581
2015,UZB,0.2640458501569711
2016,UZB,0.2552730713883884
2017,UZB,0.2040215840177948
2018,UZB,0.2024988251946836
2019,UZB,0.3061976473483312
2020,UZB,0.2948656140701221
2010,VCT,0.6844986655713704
2011,VCT,0.6844986655713704
2012,VCT,0.6844986655713704
2013,VCT,0.6844986655713704
2014,VCT,0.6844986655713704
2015,VCT,0.6297528280722651
2016,VCT,0.6507973205399263
2017,VCT,0.78357080782195
2018,VCT,0.7489962294828991
2019,VCT,0.6785146690390046
2020,VCT,0.6284383077080216
2010,VEN,0.6844986655713704
2011,VEN,0.6844986655713704
2012,VEN,0.6844986655713704
2013,VEN,0.6844986655713704
2014,VEN,0.6844986655713704
2015,VEN,0.6297528280722651
2016,VEN,0.6507973205399263
2017,VEN,0.78357080782195
2018,VEN,0.7489962294828991
2019,VEN,0.6785146690390046
2020,VEN,0.6284383077080216
2010,VGB,0.6844986655713704
2011,VGB,0.6844986655713704
2012,VGB,0.6844986655713704
2013,VGB,0.6844986655713704
2014,VGB,0.6844986655713704
2015,VGB,0.6297528280722651
2016,VGB,0.6507973205399263
2017,VGB,0.78357080782195
2018,VGB,0.7489962294828991
2019,VGB,0.6785146690390046
2020,VGB,0.6284383077080216
2010,VIR,0.6844986655713704
2011,VIR,0.6844986655713704
2012,VIR,0.6844986655713704
2013,VIR,0.6844986655713704
2014,VIR,0.6844986655713704
2015,VIR,0.6297528280722651
2016,VIR,0.6507973205399263
2017,VIR,0.78357080782195
2018,VIR,0.7489962294828991
2019,VIR,0.6785146690390046
2020,VIR,0.6284383077080216
2010,VNM,0.1988449554437998
2011,VNM,0.1988449554437998
2012,VNM,0.1988449554437998
2013,VNM,0.1988449554437998
2014,VNM,0.1988449554437998
2015,VNM,0.1988449554437998
2016,VNM,0.194655484584168
2017,VNM,0.1816073802062871
2018,VNM,0.1756084696676566
2019,VNM,0.1771992293582792
2020,VNM,0.1780012201406475
2010,VUT,0.5641902074147817
2011,VUT,0.5779103916214067
2012,VUT,0.5299844411386339
2013,VUT,0.5450784603465076
2014,VUT,0.5707619830811305
2015,VUT,0.5667852222444464
2016,VUT,0.6031262098141925
2017,VUT,0.5801779953258103
2018,VUT,0.6038228219028539
2019,VUT,0.5828611719105331
2020,VUT,0.5568822036798835
2010,WSM,0.5641902074147817
2011,WSM,0.5779103916214067
2012,WSM,0.5299844411386339
2013,WSM,0.5450784603465076
2014,WSM,0.5707619830811305
2015,WSM,0.5667852222444464
2016,WSM,0.6031262098141925
2017,WSM,0.5801779953258103
2018,WSM,0.6038228219028539
2019,WSM,0.5828611719105331
2020,WSM,0.5568822036798835
2010,XKX,0.3497535620486692
2011,XKX,0.3497535620486692
2012,XKX,0.3497535620486692
2013,XKX,0.3497535620486692
2014,XKX,0.3497535620486692
2015,XKX,0.3497535620486692
2016,XKX,0.3538238874119648
2017,XKX,0.2079689098413331
2018,XKX,0.335903868149954
2019,XKX,0.2100408995839688
2020,XKX,0.2527248930809714
2010,YEM,0.0
2011,YEM,0.0
2012,YEM,0.0
2013,YEM,0.0
2014,YEM,0.0
2015,YEM,0.0
2016,YEM,0.0
2017,YEM,0.0
2018,YEM,0.0
2019,YEM,0.0
2020,YEM,0.0
2010,ZAF,0.4652140806380279
2011,ZAF,0.4566720919678633
2012,ZAF,0.4491598600120554
2013,ZAF,0.4433003996029614
2014,ZAF,0.4571983048418085
2015,ZAF,0.4422276904639571
2016,ZAF,0.4434032086101454
2017,ZAF,0.4602134209963344
2018,ZAF,0.4592875786585739
2019,ZAF,0.4343833497701866
2020,ZAF,0.4228068493460027
2010,ZMB,0.4652140806380279
2011,ZMB,0.4566720919678633
2012,ZMB,0.4491598600120554
2013,ZMB,0.4433003996029614
2014,ZMB,0.4571983048418085
2015,ZMB,0.4422276904639571
2016,ZMB,0.4434032086101454
2017,ZMB,0.4602134209963344
2018,ZMB,0.4592875786585739
2019,ZMB,0.4343833497701866
2020,ZMB,0.4228068493460027
2010,ZWE,0.4652140806380279
2011,ZWE,0.4566720919678633
2012,ZWE,0.4491598600120554
2013,ZWE,0.4433003996029614
2014,ZWE,0.4571983048418085
2015,ZWE,0.4422276904639571
2016,ZWE,0.4434032086101454
2017,ZWE,0.4602134209963344
2018,ZWE,0.4592875786585739
2019,ZWE,0.4343833497701866
2020,ZWE,0.4228068493460027
