Year,iso_code3,nemomod_entc_frac_min_share_production_pp_hydropower
2017,BEN,0.4602134209963344
2018,BEN,0.4592875786585739
2019,BEN,0.4343833497701866
2020,BEN,0.4228068493460027
2010,BFA,0.4652140806380279
2011,BFA,0.4566720919678633
2012,BFA,0.4491598600120554
2013,BFA,0.4433003996029614
2014,BFA,0.4571983048418085
2015,BFA,0.4422276904639571
2016,BFA,0.4434032086101454
2017,BFA,0.4602134209963344
2018,BFA,0.4592875786585739
2019,BFA,0.4343833497701866
2020,BFA,0.4228068493460027
2010,BGD,0.1138025970519615
2011,BGD,0.1138025970519615
2012,BGD,0.1138025970519615
2013,BGD,0.1138025970519615
2014,BGD,0.1138025970519615
2015,BGD,0.1138025970519615
2016,BGD,0.0992170774502072
2017,BGD,0.1008863868382396
2018,BGD,0.0958587680453304
2019,BGD,0.1089048771688092
2020,BGD,0.1118281730057818
2010,BGR,0.1347977869898795
2011,BGR,0.1347977869898795
2012,BGR,0.1347977869898795
2013,BGR,0.1347977869898795
2014,BGR,0.1347977869898795
2015,BGR,0.1347977869898795
2016,BGR,0.1101075744695481
2017,BGR,0.0836016329866004
2018,BGR,0.125733503734916
2019,BGR,0.0830846288869915
2020,BGR,0.0883683506350838
2010,BHR,0.0
2011,BHR,0.0
2012,BHR,0.0
2013,BHR,0.0
2014,BHR,0.0
2015,BHR,0.0
2016,BHR,0.0
2017,BHR,0.0
2018,BHR,0.0
2019,BHR,0.0
2020,BHR,0.0
2010,BHS,0.7349148933548073
2011,BHS,0.7349148933548073
2012,BHS,0.7349148933548073
2013,BHS,0.7349148933548073
2014,BHS,0.7349148933548073
2015,BHS,0.7349148933548073
2016,BHS,0.7349148933548073
2017,BHS,0.7349148933548073
2018,BHS,0.7349148933548073
2019,BHS,0.7349148933548073
2020,BHS,0.7349148933548073
2010,BIH,0.5938266240869299
2011,BIH,0.5938266240869299
2012,BIH,0.5938266240869299
2013,BIH,0.5938266240869299
2014,BIH,0.5938266240869299
2015,BIH,0.5938266240869299
2016,BIH,0.5671605911333257
2017,BIH,0.4719124935487154
2018,BIH,0.5839275871832313
2019,BIH,0.4778818174718426
2020,BIH,0.4464120658699672
2010,BLR,0.2497063255460151
2011,BLR,0.2475579586471387
2012,BLR,0.2057557947093923
2013,BLR,0.2507498100322499
2014,BLR,0.2766674054797195
2015,BLR,0.2311386430516288
2016,BLR,0.2778363480094372
2017,BLR,0.3165006031877774
2018,BLR,0.311581539136622
2019,BLR,0.2665072282543481
2020,BLR,0.1950465440524606
2010,BLZ,0.7349148933548073
2011,BLZ,0.7349148933548073
2012,BLZ,0.7349148933548073
2013,BLZ,0.7349148933548073
2014,BLZ,0.7349148933548073
2015,BLZ,0.7349148933548073
2016,BLZ,0.7349148933548073
2017,BLZ,0.7349148933548073
2018,BLZ,0.7349148933548073
2019,BLZ,0.7349148933548073
2020,BLZ,0.7349148933548073
2010,BMU,0.5974970638670345
2011,BMU,0.6081509593223147
2012,BMU,0.6153807376679494
2013,BMU,0.6090632825227549
2014,BMU,0.5928256502115117
2015,BMU,0.5929826864070743
2016,BMU,0.5925247824530102
2017,BMU,0.6068963995364886
2018,BMU,0.6017237177943303
2019,BMU,0.5997155393241905
2020,BMU,0.6112726207858281
2010,BOL,0.2314365085644913
2011,BOL,0.2314365085644913
2012,BOL,0.2314365085644913
2013,BOL,0.2314365085644913
2014,BOL,0.2314365085644913
2015,BOL,0.2314365085644913
2016,BOL,0.210650919878254
2017,BOL,0.2274237732845023
2018,BOL,0.2289403596765527
2019,BOL,0.2056013664934297
2020,BOL,0.1716440346521324
2010,BRA,0.629533334909958
2011,BRA,0.629533334909958
2012,BRA,0.629533334909958
2013,BRA,0.629533334909958
2014,BRA,0.629533334909958
2015,BRA,0.629533334909958
2016,BRA,0.6675055944711149
2017,BRA,0.6414135079371917
2018,BRA,0.6579730011650656
2019,BRA,0.6466236600876968
2020,BRA,0.648806300610339
2010,BRB,0.6844986655713704
2011,BRB,0.6844986655713704
2012,BRB,0.6844986655713704
2013,BRB,0.6844986655713704
2014,BRB,0.6844986655713704
2015,BRB,0.6297528280722651
2016,BRB,0.6507973205399263
2017,BRB,0.78357080782195
2018,BRB,0.7489962294828991
2019,BRB,0.6785146690390046
2020,BRB,0.6284383077080216
2010,BRN,0.1988449554437998
2011,BRN,0.1988449554437998
2012,BRN,0.1988449554437998
2013,BRN,0.1988449554437998
2014,BRN,0.1988449554437998
2015,BRN,0.1988449554437998
2016,BRN,0.194655484584168
2017,BRN,0.1816073802062871
2018,BRN,0.1756084696676566
2019,BRN,0.1771992293582792
2020,BRN,0.1780012201406475
2010,BTN,0.1138025970519615
2011,BTN,0.1138025970519615
2012,BTN,0.1138025970519615
2013,BTN,0.1138025970519615
2014,BTN,0.1138025970519615
2015,BTN,0.1138025970519615
2016,BTN,0.0992170774502072
2017,BTN,0.1008863868382396
2018,BTN,0.0958587680453304
2019,BTN,0.1089048771688092
2020,BTN,0.1118281730057818
2010,BWA,0.4652140806380279
2011,BWA,0.4566720919678633
2012,BWA,0.4491598600120554
2013,BWA,0.4433003996029614
2014,BWA,0.4571983048418085
2015,BWA,0.4422276904639571
2016,BWA,0.4434032086101454
2017,BWA,0.4602134209963344
2018,BWA,0.4592875786585739
2019,BWA,0.4343833497701866
2020,BWA,0.4228068493460027
2010,CAF,0.4652140806380279
2011,CAF,0.4566720919678633
2012,CAF,0.4491598600120554
2013,CAF,0.4433003996029614
2014,CAF,0.4571983048418085
2015,CAF,0.4422276904639571
2016,CAF,0.4434032086101454
2017,CAF,0.4602134209963344
2018,CAF,0.4592875786585739
2019,CAF,0.4343833497701866
2020,CAF,0.4228068493460027
2010,CAN,0.5974970638670345
2011,CAN,0.6081509593223147
2012,CAN,0.6153807376679494
2013,CAN,0.6090632825227549
2014,CAN,0.5928256502115117
2015,CAN,0.5929826864070743
2016,CAN,0.5925247824530102
2017,CAN,0.6068963995364886
2018,CAN,0.6017237177943303
2019,CAN,0.5997155393241905
2020,CAN,0.6112726207858281
2010,CHE,0.5757828382674591
2011,CHE,0.5461718083421307
2012,CHE,0.5954681391866861
2013,CHE,0.5876770662624587
2014,CHE,0.5718626413518956
2015,CHE,0.6076376946626586
2016,CHE,0.6003466222035809
2017,CHE,0.6064014659640177
2018,CHE,0.5648769478920179
2019,CHE,0.5749064262390107
2020,CHE,0.5900191663112003
2010,CHL,0.3716979943715778
2011,CHL,0.3313393259690875
2012,CHL,0.3034173694841242
2013,CHL,0.2828111466792795
2014,CHL,0.3298679844150896
2015,CHL,0.3249108182108708
2016,CHL,0.2983231694436699
2017,CHL,0.271184154260182
2018,CHL,0.2866601842766235
2019,CHL,0.2682980592558237
2020,CHL,0.2677525301668902
2010,CHN,0.1988449554437998
2011,CHN,0.1988449554437998
2012,CHN,0.1988449554437998
2013,CHN,0.1988449554437998
2014,CHN,0.1988449554437998
2015,CHN,0.1988449554437998
2016,CHN,0.194655484584168
2017,CHN,0.1816073802062871
2018,CHN,0.1756084696676566
2019,CHN,0.1771992293582792
2020,CHN,0.1780012201406475
2010,CIV,0.4652140806380279
2011,CIV,0.4566720919678633
2012,CIV,0.4491598600120554
2013,CIV,0.4433003996029614
2014,CIV,0.4571983048418085
2015,CIV,0.4422276904639571
2016,CIV,0.4434032086101454
2017,CIV,0.4602134209963344
2018,CIV,0.4592875786585739
2019,CIV,0.4343833497701866
2020,CIV,0.4228068493460027
2010,CMR,0.4652140806380279
2011,CMR,0.4566720919678633
2012,CMR,0.4491598600120554
2013,CMR,0.4433003996029614
2014,CMR,0.4571983048418085
2015,CMR,0.4422276904639571
2016,CMR,0.4434032086101454
2017,CMR,0.4602134209963344
2018,CMR,0.4592875786585739
2019,CMR,0.4343833497701866
2020,CMR,0.4228068493460027
2010,COD,0.4652140806380279
2011,COD,0.4566720919678633
2012,COD,0.4491598600120554
2013,COD,0.4433003996029614
2014,COD,0.4571983048418085
2015,COD,0.4422276904639571
2016,COD,0.4434032086101454
2017,COD,0.4602134209963344
2018,COD,0.4592875786585739
2019,COD,0.4343833497701866
2020,COD,0.4228068493460027
2010,COG,0.4652140806380279
2011,COG,0.4566720919678633
2012,COG,0.4491598600120554
2013,COG,0.4433003996029614
2014,COG,0.4571983048418085
2015,COG,0.4422276904639571
2016,COG,0.4434032086101454
2017,COG,0.4602134209963344
2018,COG,0.4592875786585739
2019,COG,0.4343833497701866
2020,COG,0.4228068493460027
2010,COL,0.6844986655713704
2011,COL,0.6844986655713704
2012,COL,0.6844986655713704
2013,COL,0.6844986655713704
2014,COL,0.6844986655713704
2015,COL,0.6297528280722651
2016,COL,0.6507973205399263
2017,COL,0.78357080782195
2018,COL,0.7489962294828991
2019,COL,0.6785146690390046
2020,COL,0.6284383077080216
2010,COM,0.4652140806380279
2011,COM,0.4566720919678633
2012,COM,0.4491598600120554
2013,COM,0.4433003996029614
2014,COM,0.4571983048418085
2015,COM,0.4422276904639571
2016,COM,0.4434032086101454
2017,COM,0.4602134209963344
2018,COM,0.4592875786585739
2019,COM,0.4343833497701866
2020,COM,0.4228068493460027
2010,CPV,0.4652140806380279
2011,CPV,0.4566720919678633
2012,CPV,0.4491598600120554
2013,CPV,0.4433003996029614
2014,CPV,0.4571983048418085
2015,CPV,0.4422276904639571
2016,CPV,0.4434032086101454
2017,CPV,0.4602134209963344
2018,CPV,0.4592875786585739
2019,CPV,0.4343833497701866
2020,CPV,0.4228068493460027
2010,CRI,0.7349148933548073
2011,CRI,0.7349148933548073
2012,CRI,0.7349148933548073
2013,CRI,0.7349148933548073
2014,CRI,0.7349148933548073
2015,CRI,0.7349148933548073
2016,CRI,0.7349148933548073
2017,CRI,0.7349148933548073
2018,CRI,0.7349148933548073
2019,CRI,0.7349148933548073
2020,CRI,0.7349148933548073
2010,CUB,0.7349148933548073
2011,CUB,0.7349148933548073
2012,CUB,0.7349148933548073
2013,CUB,0.7349148933548073
2014,CUB,0.7349148933548073
2015,CUB,0.7349148933548073
2016,CUB,0.7349148933548073
2017,CUB,0.7349148933548073
2018,CUB,0.7349148933548073
2019,CUB,0.7349148933548073
2020,CUB,0.7349148933548073
2010,CUW,0.6844986655713704
2011,CUW,0.6844986655713704
2012,CUW,0.6844986655713704
2013,CUW,0.6844986655713704
2014,CUW,0.6844986655713704
2015,CUW,0.6297528280722651
2016,CUW,0.6507973205399263
2017,CUW,0.78357080782195
2018,CUW,0.7489962294828991
2019,CUW,0.6785146690390046
2020,CUW,0.6284383077080216
2010,CYM,0.7349148933548073
2011,CYM,0.7349148933548073
2012,CYM,0.7349148933548073
2013,CYM,0.7349148933548073
2014,CYM,0.7349148933548073
2015,CYM,0.7349148933548073
2016,CYM,0.7349148933548073
2017,CYM,0.7349148933548073
2018,CYM,0.7349148933548073
2019,CYM,0.7349148933548073
2020,CYM,0.7349148933548073
2010,CYP,0.0
2011,CYP,0.0
2012,CYP,0.0
2013,CYP,0.0
2014,CYP,0.0
2015,CYP,0.0
2016,CYP,0.0
2017,CYP,0.0
2018,CYP,0.0
2019,CYP,0.0
2020,CYP,0.0
2010,CZE,0.0430434832147231
2011,CZE,0.0332333420505563
2012,CZE,0.0353950519805089
2013,CZE,0.045297125118227
2014,CZE,0.0372755942623116
2015,CZE,0.0395705481757515
2016,CZE,0.0415667858894148
2017,CZE,0.0377302422745286
2018,CZE,0.0328692613193747
2019,CZE,0.0393275800877949
2020,CZE,0.0454433510827548
2010,DEU,0.0459771391593713
2011,DEU,0.0405302849820083
2012,DEU,0.0467268547574945
2013,DEU,0.0477255039798301
2014,DEU,0.0430309177929758
2015,DEU,0.0406340423630694
2016,DEU,0.0423717194763416
2017,DEU,0.042405839699362
2018,DEU,0.0394503164241508
2019,DEU,0.0448929405554764
2020,DEU,0.0459993718947114
2010,DJI,0.0
2011,DJI,0.0
2012,DJI,0.0
2013,DJI,0.0
2014,DJI,0.0
2015,DJI,0.0
2016,DJI,0.0
2017,DJI,0.0
2018,DJI,0.0
2019,DJI,0.0
2020,DJI,0.0
2010,DMA,0.6844986655713704
2011,DMA,0.6844986655713704
2012,DMA,0.6844986655713704
2013,DMA,0.6844986655713704
2014,DMA,0.6844986655713704
2015,DMA,0.6297528280722651
2016,DMA,0.6507973205399263
2017,DMA,0.78357080782195
2018,DMA,0.7489962294828991
2019,DMA,0.6785146690390046
2020,DMA,0.6284383077080216
2010,DNK,0.0005805436116386
2011,DNK,0.000517946606164
2012,DNK,0.0005959805668265
2013,DNK,0.0004003357646853
2014,DNK,0.0004976004875157
2015,DNK,0.0006622952486505
2016,DNK,0.000677634952038
2017,DNK,0.0006166663262021
2018,DNK,0.0005186024757389
2019,DNK,0.0006159048121261
2020,DNK,0.0006379972447142
2010,DOM,0.6844986655713704
2011,DOM,0.6844986655713704
2012,DOM,0.6844986655713704
2013,DOM,0.6844986655713704
2014,DOM,0.6844986655713704
2015,DOM,0.6297528280722651
2016,DOM,0.6507973205399263
2017,DOM,0.78357080782195
2018,DOM,0.7489962294828991
2019,DOM,0.6785146690390046
2020,DOM,0.6284383077080216
2010,DZA,0.0
2011,DZA,0.0
2012,DZA,0.0
2013,DZA,0.0
2014,DZA,0.0
2015,DZA,0.0
2016,DZA,0.0
2017,DZA,0.0
2018,DZA,0.0
2019,DZA,0.0
2020,DZA,0.0
2010,ECU,0.6844986655713704
2011,ECU,0.6844986655713704
2012,ECU,0.6844986655713704
2013,ECU,0.6844986655713704
2014,ECU,0.6844986655713704
2015,ECU,0.6297528280722651
2016,ECU,0.6507973205399263
2017,ECU,0.78357080782195
2018,ECU,0.7489962294828991
2019,ECU,0.6785146690390046
2020,ECU,0.6284383077080216
2010,EGY,0.0
2011,EGY,0.0
2012,EGY,0.0
2013,EGY,0.0
2014,EGY,0.0
2015,EGY,0.0
2016,EGY,0.0
2017,EGY,0.0
2018,EGY,0.0
2019,EGY,0.0
2020,EGY,0.0
2010,ERI,0.4652140806380279
2011,ERI,0.4566720919678633
2012,ERI,0.4491598600120554
2013,ERI,0.4433003996029614
2014,ERI,0.4571983048418085
2015,ERI,0.4422276904639571
2016,ERI,0.4434032086101454
2017,ERI,0.4602134209963344
2018,ERI,0.4592875786585739
2019,ERI,0.4343833497701866
2020,ERI,0.4228068493460027
2010,ESP,0.1541404650477242
2011,ESP,0.1145514794008396
2012,ESP,0.0831086953978329
2013,ESP,0.1477333293093378
2014,ESP,0.1588124207175127
2015,ESP,0.1146796294278136
2016,ESP,0.1486608096988953
2017,ESP,0.078408650099644
2018,ESP,0.1376451955021514
2019,ESP,0.1005276420756644
2020,ESP,0.1318380078379208
2010,EST,0.0023013982784518
2011,EST,0.0025712689515267
2012,EST,0.0039897402878559
2013,EST,0.0022090335367824
2014,EST,0.0024660115113417
2015,EST,0.0030161828262571
2016,EST,0.0033722477881426
2017,EST,0.0023259581817786
2018,EST,0.0013827929042719
2019,EST,0.0029027212329798
2020,EST,0.0076284139397368
2010,ETH,0.4652140806380279
2011,ETH,0.4566720919678633
2012,ETH,0.4491598600120554
2013,ETH,0.4433003996029614
2014,ETH,0.4571983048418085
2015,ETH,0.4422276904639571
2016,ETH,0.4434032086101454
2017,ETH,0.4602134209963344
2018,ETH,0.4592875786585739
2019,ETH,0.4343833497701866
2020,ETH,0.4228068493460027
2010,FIN,0.1660800624501698
2011,FIN,0.1756117945837625
2012,FIN,0.2480755204667315
2013,FIN,0.1870062502618523
2014,FIN,0.2042322251031372
2015,FIN,0.2529702498182043
2016,FIN,0.2385113273348084
2017,FIN,0.2273436702235745
2018,FIN,0.1966593673211323
2019,FIN,0.1873902261900396
2020,FIN,0.2374580312661971
2010,FJI,0.5641902074147817
2011,FJI,0.5779103916214067
2012,FJI,0.5299844411386339
2013,FJI,0.5450784603465076
2014,FJI,0.5707619830811305
2015,FJI,0.5667852222444464
2016,FJI,0.6031262098141925
2017,FJI,0.5801779953258103
2018,FJI,0.6038228219028539
2019,FJI,0.5828611719105331
2020,FJI,0.5568822036798835
2010,FRA,0.1230036115915235
2011,FRA,0.0921287754246924
2012,FRA,0.117331008559041
2013,FRA,0.1371770258501417
2014,FRA,0.125911627814647
2015,FRA,0.1082250013512239
2016,FRA,0.1206826301756869
2017,FRA,0.1018212272562165
2018,FRA,0.1254341783245192
2019,FRA,0.1117479914882593
2020,FRA,0.1297393568213938
2010,FRO,0.7470438766791095
2011,FRO,0.7347932152149089
2012,FRO,0.7061748211248162
2013,FRO,0.7081668009074223
2014,FRO,0.7051620513396618
2015,FRO,0.729658329040935
2016,FRO,0.7204430670087094
2017,FRO,0.7371172424075927
2018,FRO,0.7039433154911082
2019,FRO,0.6971367315535267
2020,FRO,0.6879935367177291
2010,FSM,0.0874952243212357
2011,FSM,0.0854955452001425
2012,FSM,0.0803740712291792
2013,FSM,0.0830394739471491
2014,FSM,0.083933200184816
2015,FSM,0.0901186695565535
2016,FSM,0.0876826727649452
2017,FSM,0.0890490665390598
2018,FSM,0.0875932874361643
2019,FSM,0.0824627780918702
2020,FSM,0.0911135985216029
2010,GAB,0.4652140806380279
2011,GAB,0.4566720919678633
2012,GAB,0.4491598600120554
2013,GAB,0.4433003996029614
2014,GAB,0.4571983048418085
2015,GAB,0.4422276904639571
2016,GAB,0.4434032086101454
2017,GAB,0.4602134209963344
2018,GAB,0.4592875786585739
2019,GAB,0.4343833497701866
2020,GAB,0.4228068493460027
2010,GBR,0.0183908099825133
2011,GBR,0.024444221870221
2012,GBR,0.0239682301429342
2013,GBR,0.0223336361503026
2014,GBR,0.0272676649788375
2015,GBR,0.0277048775191135
2016,GBR,0.0259007736654209
2017,GBR,0.0272340702294758
2018,GBR,0.0250980286385879
2019,GBR,0.0247337022764982
2020,GBR,0.0274776395567287
2010,GEO,0.2534105320072211
2011,GEO,0.2352654592140632
2012,GEO,0.2490058254552193
2013,GEO,0.2545946696756921
2014,GEO,0.1662361450331581
2015,GEO,0.2640458501569711
2016,GEO,0.2552730713883884
2017,GEO,0.2040215840177948
2018,GEO,0.2024988251946836
2019,GEO,0.3061976473483312
2020,GEO,0.2948656140701221
2010,GHA,0.4652140806380279
2011,GHA,0.4566720919678633
2012,GHA,0.4491598600120554
2013,GHA,0.4433003996029614
2014,GHA,0.4571983048418085
2015,GHA,0.4422276904639571
2016,GHA,0.4434032086101454
2017,GHA,0.4602134209963344
2018,GHA,0.4592875786585739
2019,GHA,0.4343833497701866
2020,GHA,0.4228068493460027
2010,GIB,0.1541404650477242
2011,GIB,0.1145514794008396
2012,GIB,0.0831086953978329
2013,GIB,0.1477333293093378
2014,GIB,0.1588124207175127
2015,GIB,0.1146796294278136
2016,GIB,0.1486608096988953
2017,GIB,0.078408650099644
2018,GIB,0.1376451955021514
2019,GIB,0.1005276420756644
2020,GIB,0.1318380078379208
2010,GIN,0.4652140806380279
2011,GIN,0.4566720919678633
2012,GIN,0.4491598600120554
2013,GIN,0.4433003996029614
2014,GIN,0.4571983048418085
2015,GIN,0.4422276904639571
2016,GIN,0.4434032086101454
2017,GIN,0.4602134209963344
2018,GIN,0.4592875786585739
2019,GIN,0.4343833497701866
2020,GIN,0.4228068493460027
2010,GMB,0.4652140806380279
2011,GMB,0.4566720919678633
2012,GMB,0.4491598600120554
2013,GMB,0.4433003996029614
2014,GMB,0.4571983048418085
2015,GMB,0.4422276904639571
2016,GMB,0.4434032086101454
2017,GMB,0.4602134209963344
2018,GMB,0.4592875786585739
2019,GMB,0.4343833497701866
2020,GMB,0.4228068493460027
2010,GNB,0.4652140806380279
2011,GNB,0.4566720919678633
2012,GNB,0.4491598600120554
2013,GNB,0.4433003996029614
2014,GNB,0.4571983048418085
2015,GNB,0.4422276904639571
2016,GNB,0.4434032086101454
2017,GNB,0.4602134209963344
2018,GNB,0.4592875786585739
2019,GNB,0.4343833497701866
2020,GNB,0.4228068493460027
2010,GNQ,0.4652140806380279
2011,GNQ,0.4566720919678633
2012,GNQ,0.4491598600120554
2013,GNQ,0.4433003996029614
2014,GNQ,0.4571983048418085
2015,GNQ,0.4422276904639571
2016,GNQ,0.4434032086101454
2017,GNQ,0.4602134209963344
2018,GNQ,0.4592875786585739
2019,GNQ,0.4343833497701866
2020,GNQ,0.4228068493460027
2010,GRC,0.1399638481838473
2011,GRC,0.0792010178310917
2012,GRC,0.0853519696016395
2013,GRC,0.1214654673920907
2014,GRC,0.0985801748553091
2015,GRC,0.1222924911559078
2016,GRC,0.1112091004716585
2017,GRC,0.0798391530653154
2018,GRC,0.1014012651373058
2019,GRC,0.0892916030009804
2020,GRC,0.0802918703890276
2010,GRD,0.6844986655713704
2011,GRD,0.6844986655713704
2012,GRD,0.6844986655713704
2013,GRD,0.6844986655713704
2014,GRD,0.6844986655713704
2015,GRD,0.6297528280722651
2016,GRD,0.6507973205399263
2017,GRD,0.78357080782195
2018,GRD,0.7489962294828991
2019,GRD,0.6785146690390046
2020,GRD,0.6284383077080216
2010,GRL,0.7470438766791095
2011,GRL,0.7347932152149089
2012,GRL,0.7061748211248162
2013,GRL,0.7081668009074223
2014,GRL,0.7051620513396618
2015,GRL,0.729658329040935
2016,GRL,0.7204430670087094
2017,GRL,0.7371172424075927
2018,GRL,0.7039433154911082
2019,GRL,0.6971367315535267
2020,GRL,0.6879935367177291
2010,GTM,0.7349148933548073
2011,GTM,0.7349148933548073
2012,GTM,0.7349148933548073
2013,GTM,0.7349148933548073
2014,GTM,0.7349148933548073
2015,GTM,0.7349148933548073
2016,GTM,0.7349148933548073
2017,GTM,0.7349148933548073
2018,GTM,0.7349148933548073
2019,GTM,0.7349148933548073
2020,GTM,0.7349148933548073
2010,GUM,0.0874952243212357
2011,GUM,0.0854955452001425
2012,GUM,0.0803740712291792
2013,GUM,0.0830394739471491
2014,GUM,0.083933200184816
2015,GUM,0.0901186695565535
2016,GUM,0.0876826727649452
2017,GUM,0.0890490665390598
2018,GUM,0.0875932874361643
2019,GUM,0.0824627780918702
2020,GUM,0.0911135985216029
2010,GUY,0.6844986655713704
2011,GUY,0.6844986655713704
2012,GUY,0.6844986655713704
2013,GUY,0.6844986655713704
2014,GUY,0.6844986655713704
2015,GUY,0.6297528280722651
2016,GUY,0.6507973205399263
2017,GUY,0.78357080782195
2018,GUY,0.7489962294828991
2019,GUY,0.6785146690390046
2020,GUY,0.6284383077080216
2010,HKG,0.1988449554437998
2011,HKG,0.1988449554437998
2012,HKG,0.1988449554437998
2013,HKG,0.1988449554437998
2014,HKG,0.1988449554437998
2015,HKG,0.1988449554437998
