Year,iso_code3,cost_enfu_fuel_oil_usd_per_m3
2015,AZE,524.8036497480927
2016,AZE,524.8036497480927
2017,AZE,524.8036497480927
2018,AZE,524.8036497480927
2019,AZE,524.8036497480927
2020,AZE,524.8036497480927
2015,BDI,524.8036497480927
2016,BDI,524.8036497480927
2017,BDI,524.8036497480927
2018,BDI,524.8036497480927
2019,BDI,524.8036497480927
2020,BDI,524.8036497480927
2015,BEL,471.3808572851083
2016,BEL,471.3808572851083
2017,BEL,471.3808572851083
2018,BEL,471.3808572851083
2019,BEL,471.3808572851083
2020,BEL,471.3808572851083
2015,BEN,524.8036497480927
2016,BEN,524.8036497480927
2017,BEN,524.8036497480927
2018,BEN,524.8036497480927
2019,BEN,524.8036497480927
2020,BEN,524.8036497480927
2015,BFA,524.8036497480927
2016,BFA,524.8036497480927
2017,BFA,524.8036497480927
2018,BFA,524.8036497480927
2019,BFA,524.8036497480927
2020,BFA,524.8036497480927
2015,BGD,524.8036497480927
2016,BGD,524.8036497480927
2017,BGD,524.8036497480927
2018,BGD,524.8036497480927
2019,BGD,524.8036497480927
2020,BGD,524.8036497480927
2015,BGR,524.8036497480927
2016,BGR,524.8036497480927
2017,BGR,524.8036497480927
2018,BGR,524.8036497480927
2019,BGR,524.8036497480927
2020,BGR,524.8036497480927
2015,BHR,524.8036497480927
2016,BHR,524.8036497480927
2017,BHR,524.8036497480927
2018,BHR,524.8036497480927
2019,BHR,524.8036497480927
2020,BHR,524.8036497480927
2015,BHS,524.8036497480927
2016,BHS,524.8036497480927
2017,BHS,524.8036497480927
2018,BHS,524.8036497480927
2019,BHS,524.8036497480927
2020,BHS,524.8036497480927
2015,BIH,524.8036497480927
2016,BIH,524.8036497480927
2017,BIH,524.8036497480927
2018,BIH,524.8036497480927
2019,BIH,524.8036497480927
2020,BIH,524.8036497480927
2015,BLR,524.8036497480927
2016,BLR,524.8036497480927
2017,BLR,524.8036497480927
2018,BLR,524.8036497480927
2019,BLR,524.8036497480927
2020,BLR,524.8036497480927
2015,BLZ,524.8036497480927
2016,BLZ,524.8036497480927
2017,BLZ,524.8036497480927
2018,BLZ,524.8036497480927
2019,BLZ,524.8036497480927
2020,BLZ,524.8036497480927
2015,BMU,524.8036497480927
2016,BMU,524.8036497480927
2017,BMU,524.8036497480927
2018,BMU,524.8036497480927
2019,BMU,524.8036497480927
2020,BMU,524.8036497480927
2015,BOL,524.8036497480927
2016,BOL,524.8036497480927
2017,BOL,524.8036497480927
2018,BOL,524.8036497480927
2019,BOL,524.8036497480927
2020,BOL,524.8036497480927
2015,BRA,524.8036497480927
2016,BRA,524.8036497480927
2017,BRA,524.8036497480927
2018,BRA,524.8036497480927
2019,BRA,524.8036497480927
2020,BRA,524.8036497480927
2015,BRB,524.8036497480927
2016,BRB,524.8036497480927
2017,BRB,524.8036497480927
2018,BRB,524.8036497480927
2019,BRB,524.8036497480927
2020,BRB,524.8036497480927
2015,BRN,524.8036497480927
2016,BRN,524.8036497480927
2017,BRN,524.8036497480927
2018,BRN,524.8036497480927
2019,BRN,524.8036497480927
2020,BRN,524.8036497480927
2015,BTN,524.8036497480927
2016,BTN,524.8036497480927
2017,BTN,524.8036497480927
2018,BTN,524.8036497480927
2019,BTN,524.8036497480927
2020,BTN,524.8036497480927
2015,BWA,524.8036497480927
2016,BWA,524.8036497480927
2017,BWA,524.8036497480927
2018,BWA,524.8036497480927
2019,BWA,524.8036497480927
2020,BWA,524.8036497480927
2015,CAF,524.8036497480927
2016,CAF,524.8036497480927
2017,CAF,524.8036497480927
2018,CAF,524.8036497480927
2019,CAF,524.8036497480927
2020,CAF,524.8036497480927
2015,CAN,431.8849224698996
2016,CAN,431.8849224698996
2017,CAN,431.8849224698996
2018,CAN,431.8849224698996
2019,CAN,431.8849224698996
2020,CAN,431.8849224698996
2015,CHE,481.7543806018732
2016,CHE,481.7543806018732
2017,CHE,481.7543806018732
2018,CHE,481.7543806018732
2019,CHE,481.7543806018732
2020,CHE,481.7543806018732
2015,CHL,524.8036497480927
2016,CHL,524.8036497480927
2017,CHL,524.8036497480927
2018,CHL,524.8036497480927
2019,CHL,524.8036497480927
2020,CHL,524.8036497480927
2015,CHN,524.8036497480927
2016,CHN,524.8036497480927
2017,CHN,524.8036497480927
2018,CHN,524.8036497480927
2019,CHN,524.8036497480927
2020,CHN,524.8036497480927
2015,CIV,524.8036497480927
2016,CIV,524.8036497480927
2017,CIV,524.8036497480927
2018,CIV,524.8036497480927
2019,CIV,524.8036497480927
2020,CIV,524.8036497480927
2015,CMR,524.8036497480927
2016,CMR,524.8036497480927
2017,CMR,524.8036497480927
2018,CMR,524.8036497480927
2019,CMR,524.8036497480927
2020,CMR,524.8036497480927
2015,COD,524.8036497480927
2016,COD,524.8036497480927
2017,COD,524.8036497480927
2018,COD,524.8036497480927
2019,COD,524.8036497480927
2020,COD,524.8036497480927
2015,COG,524.8036497480927
2016,COG,524.8036497480927
2017,COG,524.8036497480927
2018,COG,524.8036497480927
2019,COG,524.8036497480927
2020,COG,524.8036497480927
2015,COL,524.8036497480927
2016,COL,524.8036497480927
2017,COL,524.8036497480927
2018,COL,524.8036497480927
2019,COL,524.8036497480927
2020,COL,524.8036497480927
2015,COM,524.8036497480927
2016,COM,524.8036497480927
2017,COM,524.8036497480927
2018,COM,524.8036497480927
2019,COM,524.8036497480927
2020,COM,524.8036497480927
2015,CPV,524.8036497480927
2016,CPV,524.8036497480927
2017,CPV,524.8036497480927
2018,CPV,524.8036497480927
2019,CPV,524.8036497480927
2020,CPV,524.8036497480927
2015,CRI,524.8036497480927
2016,CRI,524.8036497480927
2017,CRI,524.8036497480927
2018,CRI,524.8036497480927
2019,CRI,524.8036497480927
2020,CRI,524.8036497480927
2015,CUB,524.8036497480927
2016,CUB,524.8036497480927
2017,CUB,524.8036497480927
2018,CUB,524.8036497480927
2019,CUB,524.8036497480927
2020,CUB,524.8036497480927
2015,CUW,524.8036497480927
2016,CUW,524.8036497480927
2017,CUW,524.8036497480927
2018,CUW,524.8036497480927
2019,CUW,524.8036497480927
2020,CUW,524.8036497480927
2015,CYM,524.8036497480927
2016,CYM,524.8036497480927
2017,CYM,524.8036497480927
2018,CYM,524.8036497480927
2019,CYM,524.8036497480927
2020,CYM,524.8036497480927
2015,CYP,524.8036497480927
2016,CYP,524.8036497480927
2017,CYP,524.8036497480927
2018,CYP,524.8036497480927
2019,CYP,524.8036497480927
2020,CYP,524.8036497480927
2015,CZE,524.8036497480927
2016,CZE,524.8036497480927
2017,CZE,524.8036497480927
2018,CZE,524.8036497480927
2019,CZE,524.8036497480927
2020,CZE,524.8036497480927
2015,DEU,480.5106946283344
2016,DEU,480.5106946283344
2017,DEU,480.5106946283344
2018,DEU,480.5106946283344
2019,DEU,480.5106946283344
2020,DEU,480.5106946283344
2015,DJI,524.8036497480927
2016,DJI,524.8036497480927
2017,DJI,524.8036497480927
2018,DJI,524.8036497480927
2019,DJI,524.8036497480927
2020,DJI,524.8036497480927
2015,DMA,524.8036497480927
2016,DMA,524.8036497480927
2017,DMA,524.8036497480927
2018,DMA,524.8036497480927
2019,DMA,524.8036497480927
2020,DMA,524.8036497480927
2015,DNK,507.7581035988792
2016,DNK,507.7581035988792
2017,DNK,507.7581035988792
2018,DNK,507.7581035988792
2019,DNK,507.7581035988792
2020,DNK,507.7581035988792
2015,DOM,524.8036497480927
2016,DOM,524.8036497480927
2017,DOM,524.8036497480927
2018,DOM,524.8036497480927
2019,DOM,524.8036497480927
2020,DOM,524.8036497480927
2015,DZA,524.8036497480927
2016,DZA,524.8036497480927
2017,DZA,524.8036497480927
2018,DZA,524.8036497480927
2019,DZA,524.8036497480927
2020,DZA,524.8036497480927
2015,ECU,524.8036497480927
2016,ECU,524.8036497480927
2017,ECU,524.8036497480927
2018,ECU,524.8036497480927
2019,ECU,524.8036497480927
2020,ECU,524.8036497480927
2015,EGY,524.8036497480927
2016,EGY,524.8036497480927
2017,EGY,524.8036497480927
2018,EGY,524.8036497480927
2019,EGY,524.8036497480927
2020,EGY,524.8036497480927
2015,ERI,524.8036497480927
2016,ERI,524.8036497480927
2017,ERI,524.8036497480927
2018,ERI,524.8036497480927
2019,ERI,524.8036497480927
2020,ERI,524.8036497480927
2015,ESP,602.5669910039815
2016,ESP,602.5669910039815
2017,ESP,602.5669910039815
2018,ESP,602.5669910039815
2019,ESP,602.5669910039815
2020,ESP,602.5669910039815
2015,EST,524.8036497480927
2016,EST,524.8036497480927
2017,EST,524.8036497480927
2018,EST,524.8036497480927
2019,EST,524.8036497480927
2020,EST,524.8036497480927
2015,ETH,524.8036497480927
2016,ETH,524.8036497480927
2017,ETH,524.8036497480927
2018,ETH,524.8036497480927
2019,ETH,524.8036497480927
2020,ETH,524.8036497480927
2015,FIN,442.3293078758012
2016,FIN,442.3293078758012
2017,FIN,442.3293078758012
2018,FIN,442.3293078758012
2019,FIN,442.3293078758012
2020,FIN,442.3293078758012
2015,FJI,524.8036497480927
2016,FJI,524.8036497480927
2017,FJI,524.8036497480927
2018,FJI,524.8036497480927
2019,FJI,524.8036497480927
2020,FJI,524.8036497480927
2015,FRA,521.6239516969156
2016,FRA,521.6239516969156
2017,FRA,521.6239516969156
2018,FRA,521.6239516969156
2019,FRA,521.6239516969156
2020,FRA,521.6239516969156
2015,FRO,524.8036497480927
2016,FRO,524.8036497480927
2017,FRO,524.8036497480927
2018,FRO,524.8036497480927
2019,FRO,524.8036497480927
2020,FRO,524.8036497480927
2015,FSM,524.8036497480927
2016,FSM,524.8036497480927
2017,FSM,524.8036497480927
2018,FSM,524.8036497480927
2019,FSM,524.8036497480927
2020,FSM,524.8036497480927
2015,GAB,524.8036497480927
2016,GAB,524.8036497480927
2017,GAB,524.8036497480927
2018,GAB,524.8036497480927
2019,GAB,524.8036497480927
2020,GAB,524.8036497480927
2015,GBR,529.7727095198821
2016,GBR,529.7727095198821
2017,GBR,529.7727095198821
2018,GBR,529.7727095198821
2019,GBR,529.7727095198821
2020,GBR,529.7727095198821
2015,GEO,524.8036497480927
2016,GEO,524.8036497480927
2017,GEO,524.8036497480927
2018,GEO,524.8036497480927
2019,GEO,524.8036497480927
2020,GEO,524.8036497480927
2015,GHA,524.8036497480927
2016,GHA,524.8036497480927
2017,GHA,524.8036497480927
2018,GHA,524.8036497480927
2019,GHA,524.8036497480927
2020,GHA,524.8036497480927
2015,GIB,524.8036497480927
2016,GIB,524.8036497480927
2017,GIB,524.8036497480927
2018,GIB,524.8036497480927
2019,GIB,524.8036497480927
2020,GIB,524.8036497480927
2015,GIN,524.8036497480927
2016,GIN,524.8036497480927
2017,GIN,524.8036497480927
2018,GIN,524.8036497480927
2019,GIN,524.8036497480927
2020,GIN,524.8036497480927
2015,GMB,524.8036497480927
2016,GMB,524.8036497480927
2017,GMB,524.8036497480927
2018,GMB,524.8036497480927
2019,GMB,524.8036497480927
2020,GMB,524.8036497480927
2015,GNB,524.8036497480927
2016,GNB,524.8036497480927
2017,GNB,524.8036497480927
2018,GNB,524.8036497480927
2019,GNB,524.8036497480927
2020,GNB,524.8036497480927
2015,GNQ,524.8036497480927
2016,GNQ,524.8036497480927
2017,GNQ,524.8036497480927
2018,GNQ,524.8036497480927
2019,GNQ,524.8036497480927
2020,GNQ,524.8036497480927
2015,GRC,689.534063193846
2016,GRC,689.534063193846
2017,GRC,689.534063193846
2018,GRC,689.534063193846
2019,GRC,689.534063193846
2020,GRC,689.534063193846
2015,GRD,524.8036497480927
2016,GRD,524.8036497480927
2017,GRD,524.8036497480927
2018,GRD,524.8036497480927
2019,GRD,524.8036497480927
2020,GRD,524.8036497480927
2015,GRL,524.8036497480927
2016,GRL,524.8036497480927
2017,GRL,524.8036497480927
2018,GRL,524.8036497480927
2019,GRL,524.8036497480927
2020,GRL,524.8036497480927
2015,GTM,524.8036497480927
2016,GTM,524.8036497480927
2017,GTM,524.8036497480927
2018,GTM,524.8036497480927
2019,GTM,524.8036497480927
2020,GTM,524.8036497480927
2015,GUM,524.8036497480927
2016,GUM,524.8036497480927
2017,GUM,524.8036497480927
2018,GUM,524.8036497480927
2019,GUM,524.8036497480927
2020,GUM,524.8036497480927
2015,GUY,524.8036497480927
2016,GUY,524.8036497480927
2017,GUY,524.8036497480927
2018,GUY,524.8036497480927
2019,GUY,524.8036497480927
2020,GUY,524.8036497480927
2015,HKG,524.8036497480927
2016,HKG,524.8036497480927
2017,HKG,524.8036497480927
2018,HKG,524.8036497480927
2019,HKG,524.8036497480927
2020,HKG,524.8036497480927
2015,HND,524.8036497480927
2016,HND,524.8036497480927
2017,HND,524.8036497480927
2018,HND,524.8036497480927
2019,HND,524.8036497480927
2020,HND,524.8036497480927
2015,HRV,524.8036497480927
2016,HRV,524.8036497480927
2017,HRV,524.8036497480927
2018,HRV,524.8036497480927
2019,HRV,524.8036497480927
2020,HRV,524.8036497480927
2015,HTI,524.8036497480927
2016,HTI,524.8036497480927
2017,HTI,524.8036497480927
2018,HTI,524.8036497480927
2019,HTI,524.8036497480927
2020,HTI,524.8036497480927
2015,HUN,1019.1529086871096
2016,HUN,1019.1529086871096
2017,HUN,1019.1529086871096
2018,HUN,1019.1529086871096
2019,HUN,1019.1529086871096
2020,HUN,1019.1529086871096
2015,IDN,524.8036497480927
2016,IDN,524.8036497480927
2017,IDN,524.8036497480927
2018,IDN,524.8036497480927
2019,IDN,524.8036497480927
2020,IDN,524.8036497480927
2015,IMN,524.8036497480927
2016,IMN,524.8036497480927
2017,IMN,524.8036497480927
2018,IMN,524.8036497480927
2019,IMN,524.8036497480927
2020,IMN,524.8036497480927
2015,IND,524.8036497480927
2016,IND,524.8036497480927
2017,IND,524.8036497480927
2018,IND,524.8036497480927
2019,IND,524.8036497480927
2020,IND,524.8036497480927
2015,IRL,806.8509383412638
2016,IRL,806.8509383412638
2017,IRL,806.8509383412638
2018,IRL,806.8509383412638
2019,IRL,806.8509383412638
2020,IRL,806.8509383412638
2015,IRN,0.5
2016,IRN,0.5
2017,IRN,0.5
2018,IRN,0.5
2019,IRN,0.5
2020,IRN,0.5
2015,IRQ,524.8036497480927
2016,IRQ,524.8036497480927
2017,IRQ,524.8036497480927
2018,IRQ,524.8036497480927
2019,IRQ,524.8036497480927
2020,IRQ,524.8036497480927
2015,ISL,524.8036497480927
2016,ISL,524.8036497480927
2017,ISL,524.8036497480927
2018,ISL,524.8036497480927
2019,ISL,524.8036497480927
2020,ISL,524.8036497480927
2015,ISR,590.2998970868881
2016,ISR,590.2998970868881
2017,ISR,590.2998970868881
2018,ISR,590.2998970868881
2019,ISR,590.2998970868881
2020,ISR,590.2998970868881
2015,ITA,587.24032345805
2016,ITA,587.24032345805
2017,ITA,587.24032345805
2018,ITA,587.24032345805
2019,ITA,587.24032345805
2020,ITA,587.24032345805
2015,JAM,524.8036497480927
2016,JAM,524.8036497480927
2017,JAM,524.8036497480927
2018,JAM,524.8036497480927
2019,JAM,524.8036497480927
2020,JAM,524.8036497480927
2015,JOR,524.8036497480927
2016,JOR,524.8036497480927
2017,JOR,524.8036497480927
2018,JOR,524.8036497480927
2019,JOR,524.8036497480927
2020,JOR,524.8036497480927
2015,JPN,649.8179634026682
2016,JPN,649.8179634026682
2017,JPN,649.8179634026682
2018,JPN,649.8179634026682
2019,JPN,649.8179634026682
2020,JPN,649.8179634026682
2015,KAZ,524.8036497480927
2016,KAZ,524.8036497480927
2017,KAZ,524.8036497480927
2018,KAZ,524.8036497480927
2019,KAZ,524.8036497480927
2020,KAZ,524.8036497480927
2015,KEN,524.8036497480927
2016,KEN,524.8036497480927
2017,KEN,524.8036497480927
2018,KEN,524.8036497480927
2019,KEN,524.8036497480927
2020,KEN,524.8036497480927
2015,KGZ,524.8036497480927
2016,KGZ,524.8036497480927
2017,KGZ,524.8036497480927
2018,KGZ,524.8036497480927
2019,KGZ,524.8036497480927
2020,KGZ,524.8036497480927
2015,KHM,524.8036497480927
2016,KHM,524.8036497480927
2017,KHM,524.8036497480927
2018,KHM,524.8036497480927
2019,KHM,524.8036497480927
2020,KHM,524.8036497480927
2015,KIR,524.8036497480927
2016,KIR,524.8036497480927
2017,KIR,524.8036497480927
2018,KIR,524.8036497480927
2019,KIR,524.8036497480927
2020,KIR,524.8036497480927
2015,KNA,524.8036497480927
2016,KNA,524.8036497480927
2017,KNA,524.8036497480927
2018,KNA,524.8036497480927
2019,KNA,524.8036497480927
2020,KNA,524.8036497480927
2015,KOR,811.8074930438496
2016,KOR,811.8074930438496
2017,KOR,811.8074930438496
2018,KOR,811.8074930438496
2019,KOR,811.8074930438496
2020,KOR,811.8074930438496
2015,KWT,524.8036497480927
2016,KWT,524.8036497480927
2017,KWT,524.8036497480927
2018,KWT,524.8036497480927
2019,KWT,524.8036497480927
2020,KWT,524.8036497480927
2015,LAO,524.8036497480927
2016,LAO,524.8036497480927
2017,LAO,524.8036497480927
2018,LAO,524.8036497480927
2019,LAO,524.8036497480927
2020,LAO,524.8036497480927
2015,LBN,524.8036497480927
2016,LBN,524.8036497480927
2017,LBN,524.8036497480927
2018,LBN,524.8036497480927
2019,LBN,524.8036497480927
2020,LBN,524.8036497480927
2015,LBR,524.8036497480927
2016,LBR,524.8036497480927
2017,LBR,524.8036497480927
2018,LBR,524.8036497480927
2019,LBR,524.8036497480927
2020,LBR,524.8036497480927
2015,LBY,524.8036497480927
2016,LBY,524.8036497480927
2017,LBY,524.8036497480927
2018,LBY,524.8036497480927
2019,LBY,524.8036497480927
2020,LBY,524.8036497480927
2015,LCA,524.8036497480927
2016,LCA,524.8036497480927
2017,LCA,524.8036497480927
2018,LCA,524.8036497480927
2019,LCA,524.8036497480927
2020,LCA,524.8036497480927
2015,LIE,524.8036497480927
2016,LIE,524.8036497480927
2017,LIE,524.8036497480927
2018,LIE,524.8036497480927
2019,LIE,524.8036497480927
2020,LIE,524.8036497480927
2015,LKA,524.8036497480927
2016,LKA,524.8036497480927
2017,LKA,524.8036497480927
2018,LKA,524.8036497480927
2019,LKA,524.8036497480927
2020,LKA,524.8036497480927
2015,LSO,524.8036497480927
2016,LSO,524.8036497480927
2017,LSO,524.8036497480927
2018,LSO,524.8036497480927
2019,LSO,524.8036497480927
2020,LSO,524.8036497480927
2015,LTU,797.2118036341022
2016,LTU,797.2118036341022
2017,LTU,797.2118036341022
2018,LTU,797.2118036341022
2019,LTU,797.2118036341022
2020,LTU,797.2118036341022
2015,LUX,524.8036497480927
2016,LUX,524.8036497480927
2017,LUX,524.8036497480927
2018,LUX,524.8036497480927
2019,LUX,524.8036497480927
2020,LUX,524.8036497480927
2015,LVA,524.8036497480927
2016,LVA,524.8036497480927
2017,LVA,524.8036497480927
2018,LVA,524.8036497480927
2019,LVA,524.8036497480927
2020,LVA,524.8036497480927
2015,MAC,524.8036497480927
2016,MAC,524.8036497480927
2017,MAC,524.8036497480927
2018,MAC,524.8036497480927
2019,MAC,524.8036497480927
2020,MAC,524.8036497480927
2015,MAF,524.8036497480927
2016,MAF,524.8036497480927
2017,MAF,524.8036497480927
2018,MAF,524.8036497480927
2019,MAF,524.8036497480927
2020,MAF,524.8036497480927
2015,MAR,524.8036497480927
2016,MAR,524.8036497480927
2017,MAR,524.8036497480927
2018,MAR,524.8036497480927
2019,MAR,524.8036497480927
2020,MAR,524.8036497480927
2015,MCO,524.8036497480927
2016,MCO,524.8036497480927
2017,MCO,524.8036497480927
2018,MCO,524.8036497480927
2019,MCO,524.8036497480927
2020,MCO,524.8036497480927
2015,MDA,524.8036497480927
2016,MDA,524.8036497480927
2017,MDA,524.8036497480927
2018,MDA,524.8036497480927
2019,MDA,524.8036497480927
2020,MDA,524.8036497480927
2015,MDG,524.8036497480927
2016,MDG,524.8036497480927
2017,MDG,524.8036497480927
2018,MDG,524.8036497480927
2019,MDG,524.8036497480927
2020,MDG,524.8036497480927
2015,MDV,524.8036497480927
2016,MDV,524.8036497480927
2017,MDV,524.8036497480927
2018,MDV,524.8036497480927
2019,MDV,524.8036497480927
2020,MDV,524.8036497480927
2015,MEX,635.8992529666342
2016,MEX,635.8992529666342
2017,MEX,635.8992529666342
2018,MEX,635.8992529666342
2019,MEX,635.8992529666342
2020,MEX,635.8992529666342
2015,MHL,524.8036497480927
2016,MHL,524.8036497480927
2017,MHL,524.8036497480927
2018,MHL,524.8036497480927
2019,MHL,524.8036497480927
2020,MHL,524.8036497480927
2015,MKD,524.8036497480927
2016,MKD,524.8036497480927
2017,MKD,524.8036497480927
2018,MKD,524.8036497480927
2019,MKD,524.8036497480927
2020,MKD,524.8036497480927
2015,MLI,524.8036497480927
2016,MLI,524.8036497480927
2017,MLI,524.8036497480927
2018,MLI,524.8036497480927
2019,MLI,524.8036497480927
2020,MLI,524.8036497480927
2015,MLT,524.8036497480927
2016,MLT,524.8036497480927
2017,MLT,524.8036497480927
2018,MLT,524.8036497480927
2019,MLT,524.8036497480927
2020,MLT,524.8036497480927
2015,MMR,524.8036497480927
2016,MMR,524.8036497480927
2017,MMR,524.8036497480927
2018,MMR,524.8036497480927
2019,MMR,524.8036497480927
2020,MMR,524.8036497480927
2015,MNE,524.8036497480927
2016,MNE,524.8036497480927
2017,MNE,524.8036497480927
2018,MNE,524.8036497480927
2019,MNE,524.8036497480927
2020,MNE,524.8036497480927
2015,MNG,524.8036497480927
2016,MNG,524.8036497480927
2017,MNG,524.8036497480927
2018,MNG,524.8036497480927
2019,MNG,524.8036497480927
2020,MNG,524.8036497480927
2015,MNP,524.8036497480927
2016,MNP,524.8036497480927
2017,MNP,524.8036497480927
2018,MNP,524.8036497480927
2019,MNP,524.8036497480927
2020,MNP,524.8036497480927
2015,MOZ,524.8036497480927
2016,MOZ,524.8036497480927
2017,MOZ,524.8036497480927
2018,MOZ,524.8036497480927
2019,MOZ,524.8036497480927
2020,MOZ,524.8036497480927
2015,MRT,524.8036497480927
2016,MRT,524.8036497480927
2017,MRT,524.8036497480927
2018,MRT,524.8036497480927
2019,MRT,524.8036497480927
2020,MRT,524.8036497480927
2015,MUS,524.8036497480927
2016,MUS,524.8036497480927
2017,MUS,524.8036497480927
2018,MUS,524.8036497480927
2019,MUS,524.8036497480927
2020,MUS,524.8036497480927
2015,MWI,524.8036497480927
2016,MWI,524.8036497480927
2017,MWI,524.8036497480927
2018,MWI,524.8036497480927
2019,MWI,524.8036497480927
2020,MWI,524.8036497480927
2015,MYS,524.8036497480927
2016,MYS,524.8036497480927
2017,MYS,524.8036497480927
2018,MYS,524.8036497480927
2019,MYS,524.8036497480927
2020,MYS,524.8036497480927
2015,NAM,524.8036497480927
2016,NAM,524.8036497480927
2017,NAM,524.8036497480927
2018,NAM,524.8036497480927
2019,NAM,524.8036497480927
2020,NAM,524.8036497480927
2015,NCL,524.8036497480927
2016,NCL,524.8036497480927
2017,NCL,524.8036497480927
2018,NCL,524.8036497480927
2019,NCL,524.8036497480927
2020,NCL,524.8036497480927
2015,NER,524.8036497480927
2016,NER,524.8036497480927
2017,NER,524.8036497480927
2018,NER,524.8036497480927
2019,NER,524.8036497480927
2020,NER,524.8036497480927
2015,NGA,524.8036497480927
2016,NGA,524.8036497480927
2017,NGA,524.8036497480927
2018,NGA,524.8036497480927
2019,NGA,524.8036497480927
2020,NGA,524.8036497480927
2015,NIC,524.8036497480927
2016,NIC,524.8036497480927
2017,NIC,524.8036497480927
2018,NIC,524.8036497480927
2019,NIC,524.8036497480927
2020,NIC,524.8036497480927
2015,NLD,559.4415546180663
2016,NLD,559.4415546180663
2017,NLD,559.4415546180663
2018,NLD,559.4415546180663
2019,NLD,559.4415546180663
2020,NLD,559.4415546180663
2015,NOR,524.8036497480927
2016,NOR,524.8036497480927
2017,NOR,524.8036497480927
2018,NOR,524.8036497480927
2019,NOR,524.8036497480927
2020,NOR,524.8036497480927
2015,NPL,524.8036497480927
2016,NPL,524.8036497480927
2017,NPL,524.8036497480927
2018,NPL,524.8036497480927
2019,NPL,524.8036497480927
2020,NPL,524.8036497480927
2015,NRU,524.8036497480927
2016,NRU,524.8036497480927
2017,NRU,524.8036497480927
2018,NRU,524.8036497480927
2019,NRU,524.8036497480927
2020,NRU,524.8036497480927
2015,NZL,439.4599629057722
2016,NZL,439.4599629057722
2017,NZL,439.4599629057722
2018,NZL,439.4599629057722
2019,NZL,439.4599629057722
2020,NZL,439.4599629057722
2015,OMN,524.8036497480927
2016,OMN,524.8036497480927
2017,OMN,524.8036497480927
2018,OMN,524.8036497480927
2019,OMN,524.8036497480927
2020,OMN,524.8036497480927
2015,PAK,524.8036497480927
2016,PAK,524.8036497480927
2017,PAK,524.8036497480927
2018,PAK,524.8036497480927
2019,PAK,524.8036497480927
2020,PAK,524.8036497480927
2015,PAN,524.8036497480927
2016,PAN,524.8036497480927
2017,PAN,524.8036497480927
2018,PAN,524.8036497480927
2019,PAN,524.8036497480927
2020,PAN,524.8036497480927
2015,PER,524.8036497480927
2016,PER,524.8036497480927
2017,PER,524.8036497480927
2018,PER,524.8036497480927
2019,PER,524.8036497480927
2020,PER,524.8036497480927
2015,PHL,524.8036497480927
2016,PHL,524.8036497480927
2017,PHL,524.8036497480927
2018,PHL,524.8036497480927
2019,PHL,524.8036497480927
2020,PHL,524.8036497480927
2015,PLW,524.8036497480927
2016,PLW,524.8036497480927
2017,PLW,524.8036497480927
2018,PLW,524.8036497480927
2019,PLW,524.8036497480927
2020,PLW,524.8036497480927
2015,PNG,524.8036497480927
2016,PNG,524.8036497480927
2017,PNG,524.8036497480927
2018,PNG,524.8036497480927
2019,PNG,524.8036497480927
2020,PNG,524.8036497480927
2015,POL,911.0234696864004
2016,POL,911.0234696864004
2017,POL,911.0234696864004
