Year,prodinit_ippu_cement_tonne,iso_code3
2043,57010370.61,MAR
2044,63191969.25,MAR
2045,70043834.73,MAR
2046,77638643.68,MAR
2047,86056952.99,MAR
2048,95388054.28,MAR
2049,105730921,MAR
2050,117195258.3,MAR
2021,1142687,MDA
2022,1183643.439,MDA
2023,1226067.848,MDA
2024,1270012.841,MDA
2025,1315532.921,MDA
2026,1362684.542,MDA
2027,1411526.181,MDA
2028,1462118.413,MDA
2029,1514523.983,MDA
2030,1568807.885,MDA
2031,1625037.442,MDA
2032,1683282.392,MDA
2033,1743614.97,MDA
2034,1806110.001,MDA
2035,1870844.994,MDA
2036,1937900.232,MDA
2037,2007358.878,MDA
2038,2079307.077,MDA
2039,2153834.059,MDA
2040,2231032.253,MDA
2041,2310997.402,MDA
2042,2393828.68,MDA
2043,2479628.814,MDA
2044,2568504.216,MDA
2045,2660565.11,MDA
2046,2755925.67,MDA
2047,2854704.164,MDA
2048,2957023.099,MDA
2049,3063009.372,MDA
2050,3172794.428,MDA
2021,2759965,MDG
2022,2964121.284,MDG
2023,3183379.133,MDG
2024,3418855.618,MDG
2025,3671750.44,MDG
2026,3943352.047,MDG
2027,4235044.188,MDG
2028,4548312.975,MDG
2029,4884754.443,MDG
2030,5246082.691,MDG
2031,5634138.608,MDG
2032,6050899.257,MDG
2033,6498487.944,MDG
2034,6979185.037,MDG
2035,7495439.586,MDG
2036,8049881.796,MDG
2037,8645336.433,MDG
2038,9284837.211,MDG
2039,9971642.249,MDG
2040,10709250.67,MDG
2041,11501420.44,MDG
2042,12352187.48,MDG
2043,13265886.28,MDG
2044,14247171.93,MDG
2045,15301043.87,MDG
2046,16432871.37,MDG
2047,17648420.82,MDG
2048,18953885.21,MDG
2049,20355915.59,MDG
2050,21861655.01,MDG
2021,637290.8,MDV
2022,647439.2709,MDV
2023,657749.3501,MDV
2024,668223.6111,MDV
2025,678864.6684,MDV
2026,689675.1781,MDV
2027,700657.8386,MDV
2028,711815.3913,MDV
2029,723150.6214,MDV
2030,734666.3581,MDV
2031,746365.4759,MDV
2032,758250.8952,MDV
2033,770325.5826,MDV
2034,782592.552,MDV
2035,795054.8656,MDV
2036,807715.6339,MDV
2037,820578.0174,MDV
2038,833645.2265,MDV
2039,846920.5231,MDV
2040,860407.2207,MDV
2041,874108.6858,MDV
2042,888028.3385,MDV
2043,902169.6533,MDV
2044,916536.1599,MDV
2045,931131.4445,MDV
2046,945959.1501,MDV
2047,961022.978,MDV
2048,976326.6883,MDV
2049,991874.1009,MDV
2050,1007669.097,MDV
2021,48786600,MEX
2022,49762332,MEX
2023,50757578.64,MEX
2024,51772730.21,MEX
2025,52808184.82,MEX
2026,53864348.51,MEX
2027,54941635.48,MEX
2028,56040468.19,MEX
2029,57161277.56,MEX
2030,58304503.11,MEX
2031,59470593.17,MEX
2032,60660005.03,MEX
2033,61873205.13,MEX
2034,63110669.24,MEX
2035,64372882.62,MEX
2036,65660340.27,MEX
2037,66973547.08,MEX
2038,68313018.02,MEX
2039,69679278.38,MEX
2040,71072863.95,MEX
2041,72494321.23,MEX
2042,73944207.65,MEX
2043,75423091.81,MEX
2044,76931553.64,MEX
2045,78470184.72,MEX
2046,80039588.41,MEX
2047,81640380.18,MEX
2048,83273187.78,MEX
2049,84938651.54,MEX
2050,86637424.57,MEX
2021,48181.35,MHL
2022,140725.5184,MHL
2023,411023.5919,MHL
2024,1200495.795,MHL
2025,3506344.116,MHL
2026,10241142.96,MHL
2027,29911784.39,MHL
2028,87364745.18,MHL
2029,255170290.1,MHL
2030,745287779.8,MHL
2031,2176796814,MHL
2032,6357872086,MHL
2033,18569733836,MHL
2034,54237488597,MHL
2035,1.58414E+11,MHL
2036,4.62687E+11,MHL
2037,1.35139E+12,MHL
2038,3.94707E+12,MHL
2039,1.15284E+13,MHL
2040,3.36715E+13,MHL
2041,9.8346E+13,MHL
2042,2.87244E+14,MHL
2043,8.38966E+14,MHL
2044,2.45041E+15,MHL
2045,7.15702E+15,MHL
2046,2.09039E+16,MHL
2047,6.10549E+16,MHL
2048,1.78326E+17,MHL
2049,5.20844E+17,MHL
2050,1.52125E+18,MHL
2021,1526005,MKD
2022,1539919.313,MKD
2023,1553960.498,MKD
2024,1568129.713,MKD
2025,1582428.124,MKD
2026,1596856.91,MKD
2027,1611417.26,MKD
2028,1626110.373,MKD
2029,1640937.459,MKD
2030,1655899.741,MKD
2031,1670998.451,MKD
2032,1686234.833,MKD
2033,1701610.142,MKD
2034,1717125.646,MKD
2035,1732782.621,MKD
2036,1748582.359,MKD
2037,1764526.162,MKD
2038,1780615.341,MKD
2039,1796851.224,MKD
2040,1813235.148,MKD
2041,1829768.463,MKD
2042,1846452.531,MKD
2043,1863288.726,MKD
2044,1880278.436,MKD
2045,1897423.06,MKD
2046,1914724.011,MKD
2047,1932182.714,MKD
2048,1949800.608,MKD
2049,1967579.145,MKD
2050,1985519.788,MKD
2021,8566526,MLI
2022,8340981.938,MLI
2023,8121376.121,MLI
2024,7907552.203,MLI
2025,7699357.954,MLI
2026,7496645.155,MLI
2027,7299269.486,MLI
2028,7107090.43,MLI
2029,6919971.165,MLI
2030,6737778.477,MLI
2031,6560382.655,MLI
2032,6387657.404,MLI
2033,6219479.756,MLI
2034,6055729.979,MLI
2035,5896291.493,MLI
2036,5741050.788,MLI
2037,5589897.344,MLI
2038,5442723.547,MLI
2039,5299424.621,MLI
2040,5159898.546,MLI
2041,5024045.987,MLI
2042,4891770.227,MLI
2043,4762977.094,MLI
2044,4637574.895,MLI
2045,4515474.352,MLI
2046,4396588.537,MLI
2047,4280832.811,MLI
2048,4168124.763,MLI
2049,4058384.153,MLI
2050,3951532.852,MLI
2021,989320.8,MLT
2022,1052651.909,MLT
2023,1120037.142,MLT
2024,1191736.023,MLT
2025,1268024.688,MLT
2026,1349196.953,MLT
2027,1435565.438,MLT
2028,1527462.779,MLT
2029,1625242.904,MLT
2030,1729282.398,MLT
2031,1839981.953,MLT
2032,1957767.91,MLT
2033,2083093.904,MLT
2034,2216442.608,MLT
2035,2358327.594,MLT
2036,2509295.31,MLT
2037,2669927.184,MLT
2038,2840841.865,MLT
2039,3022697.605,MLT
2040,3216194.791,MLT
2041,3422078.648,MLT
2042,3641142.106,MLT
2043,3874228.853,MLT
2044,4122236.586,MLT
2045,4386120.469,MLT
2046,4666896.808,MLT
2047,4965646.971,MLT
2048,5283521.546,MLT
2049,5621744.777,MLT
2050,5981619.279,MLT
2021,16180440,MMR
2022,15135067.66,MMR
2023,14157233.85,MMR
2024,13242575.12,MMR
2025,12387009.9,MMR
2026,11586720.31,MMR
2027,10838135.17,MMR
2028,10137913.99,MMR
2029,9482932.12,MMR
2030,8870266.768,MMR
2031,8297183.986,MMR
2032,7761126.458,MMR
2033,7259702.086,MMR
2034,6790673.322,MMR
2035,6351947.175,MMR
2036,5941565.881,MMR
2037,5557698.159,MMR
2038,5198631.041,MMR
2039,4862762.232,MMR
2040,4548592.954,MMR
2041,4254721.262,MMR
2042,3979835.787,MMR
2043,3722709.883,MMR
2044,3482196.154,MMR
2045,3257221.335,MMR
2046,3046781.502,MMR
2047,2849937.589,MMR
2048,2665811.203,MMR
2049,2493580.701,MMR
2050,2332477.523,MMR
2021,1767351,MNE
2022,1822095.259,MNE
2023,1878535.238,MNE
2024,1936723.464,MNE
2025,1996714.089,MNE
2026,2058562.942,MNE
2027,2122327.583,MNE
2028,2188067.354,MNE
2029,2255843.436,MNE
2030,2325718.903,MNE
2031,2397758.785,MNE
2032,2472030.125,MNE
2033,2548602.043,MNE
2034,2627545.801,MNE
2035,2708934.867,MNE
2036,2792844.985,MNE
2037,2879354.246,MNE
2038,2968543.159,MNE
2039,3060494.726,MNE
2040,3155294.522,MNE
2041,3253030.773,MNE
2042,3353794.434,MNE
2043,3457679.282,MNE
2044,3564781.997,MNE
2045,3675202.252,MNE
2046,3789042.809,MNE
2047,3906409.614,MNE
2048,4027411.893,MNE
2049,4152162.256,MNE
2050,4280776.801,MNE
2021,1477258,MNG
2022,1898301.438,MNG
2023,2439349.356,MNG
2024,3134605.052,MNG
2025,4028020.345,MNG
2026,5176074.06,MNG
2027,6651342.441,MNG
2028,8547087.186,MNG
2029,10983151.15,MNG
2030,14113534.41,MNG
2031,18136129.69,MNG
2032,23305232.45,MNG
2033,29947616.64,MNG
2034,38483192.34,MNG
2035,49451551.02,MNG
2036,63546076.87,MNG
2037,81657780.24,MNG
2038,104931624.4,MNG
2039,134838906.7,MNG
2040,173270268.6,MNG
2041,222655216.7,MNG
2042,286115707.7,MNG
2043,367663508.6,MNG
2044,472453807.7,MNG
2045,607111109,MNG
2046,780148011.6,MNG
2047,1002503349,MNG
2048,1288233707,MNG
2049,1655402034,MNG
2050,2127219526,MNG
2021,36783.26,MNP
2022,48240.53339,MNP
2023,63266.52563,MNP
2024,82972.82356,MNP
2025,108817.2518,MNP
2026,142711.7191,MNP
2027,187163.6568,MNP
2028,245461.5125,MNP
2029,321918.0216,MNP
2030,422189.2533,MNP
2031,553693.0323,MNP
2032,726157.6927,MNP
2033,952341.756,MNP
2034,1248977.776,MNP
2035,1638010.174,MNP
2036,2148218.632,MNP
2037,2817347.148,MNP
2038,3694896.243,MNP
2039,4845784.891,MNP
2040,6355153.073,MNP
2041,8334660.224,MNP
2042,10930745.53,MNP
2043,14335461.15,MNP
2044,18800679.77,MNP
2045,24656727.55,MNP
2046,32336820.84,MNP
2047,42409114.51,MNP
2048,55618732.67,MNP
2049,72942891.15,MNP
2050,95663189.62,MNP
2021,2659903,MOZ
2022,2707729.091,MOZ
2023,2756415.114,MOZ
2024,2805976.531,MOZ
2025,2856429.081,MOZ
2026,2907788.787,MOZ
2027,2960071.961,MOZ
2028,3013295.207,MOZ
2029,3067475.428,MOZ
2030,3122629.83,MOZ
2031,3178775.93,MOZ
2032,3235931.558,MOZ
2033,3294114.867,MOZ
2034,3353344.334,MOZ
2035,3413638.771,MOZ
2036,3475017.324,MOZ
2037,3537499.488,MOZ
2038,3601105.106,MOZ
2039,3665854.377,MOZ
2040,3731767.866,MOZ
2041,3798866.504,MOZ
2042,3867171.602,MOZ
2043,3936704.853,MOZ
2044,4007488.338,MOZ
2045,4079544.538,MOZ
2046,4152896.337,MOZ
2047,4227567.029,MOZ
2048,4303580.33,MOZ
2049,4380960.379,MOZ
2050,4459731.752,MOZ
2021,1098327,MRT
2022,1081111.995,MRT
2023,1064166.816,MRT
2024,1047487.233,MRT
2025,1031069.083,MRT
2026,1014908.269,MRT
2027,999000.7561,MRT
2028,983342.5755,MRT
2029,967929.8187,MRT
2030,952758.6391,MRT
2031,937825.2501,MRT
2032,923125.9248,MRT
2033,908656.9943,MRT
2034,894414.8476,MRT
2035,880395.9301,MRT
2036,866596.7429,MRT
2037,853013.8419,MRT
2038,839643.8372,MRT
2039,826483.3919,MRT
2040,813529.2213,MRT
2041,800778.0923,MRT
2042,788226.8225,MRT
2043,775872.2794,MRT
2044,763711.3794,MRT
2045,751741.0874,MRT
2046,739958.416,MRT
2047,728360.4242,MRT
2048,716944.2176,MRT
2049,705706.9468,MRT
2050,694645.8072,MRT
2021,1647656,MUS
2022,1675896.357,MUS
2023,1704620.745,MUS
2024,1733837.461,MUS
2025,1763554.943,MUS
2026,1793781.775,MUS
2027,1824526.686,MUS
2028,1855798.556,MUS
2029,1887606.417,MUS
2030,1919959.455,MUS
2031,1952867.016,MUS
2032,1986338.603,MUS
2033,2020383.883,MUS
2034,2055012.69,MUS
2035,2090235.025,MUS
2036,2126061.06,MUS
2037,2162501.144,MUS
2038,2199565.8,MUS
2039,2237265.734,MUS
2040,2275611.834,MUS
2041,2314615.176,MUS
2042,2354287.023,MUS
2043,2394638.835,MUS
2044,2435682.266,MUS
2045,2477429.169,MUS
2046,2519891.602,MUS
2047,2563081.83,MUS
2048,2607012.326,MUS
2049,2651695.777,MUS
2050,2697145.091,MUS
2021,41341120,MYS
2022,46197553.71,MYS
2023,51624483.55,MYS
2024,57688926.95,MYS
2025,64465774.06,MYS
2026,72038712.54,MYS
2027,80501261.02,MYS
2028,89957923.98,MYS
2029,100525482.3,MYS
2030,112334435.2,MYS
2031,125530612.3,MYS
2032,140276973.7,MYS
2033,156755623.1,MYS
2034,175170056.3,MYS
2035,195747674.2,MYS
2036,218742590.7,MYS
2037,244438771.5,MYS
2038,273153540,MYS
2039,305241496.5,MYS
2040,341098896.9,MYS
2041,381168546.3,MYS
2042,425945266.9,MYS
2043,475982008.8,MYS
2044,531896678.7,MYS
2045,594379769.7,MYS
2046,664202888.9,MYS
2047,742228286,MYS
2048,829419500.7,MYS
2049,926853262.2,MYS
2050,1035732785,MYS
2021,683435.6,NAM
2022,620066.09,NAM
2023,562572.3272,NAM
2024,510409.5006,NAM
2025,463083.3152,NAM
2026,420145.3079,NAM
2027,381188.5982,NAM
2028,345844.0322,NAM
2029,313776.6848,NAM
2030,284682.6856,NAM
2031,258286.3401,NAM
2032,234337.5162,NAM
2033,212609.275,NAM
2034,192895.7196,NAM
2035,175010.0443,NAM
2036,158782.7644,NAM
2037,144060.1103,NAM
2038,130702.57,NAM
2039,118583.5674,NAM
2040,107588.2628,NAM
2041,97612.46482,NAM
2042,88561.64268,NAM
2043,80350.03079,NAM
2044,72899.81591,NAM
2045,66140.39979,NAM
2046,60007.7302,NAM
2047,54443.69394,NAM
2048,49395.56621,NAM
2049,44815.51093,NAM
2050,40660.12751,NAM
2021,620715.5,NCL
2022,645747.0578,NCL
2023,671788.0617,NCL
2024,698879.2197,NCL
2025,727062.8813,NCL
2026,756383.1037,NCL
2027,786885.721,NCL
2028,818618.4156,NCL
2029,851630.7928,NCL
2030,885974.4581,NCL
2031,921703.0984,NCL
2032,958872.5655,NCL
2033,997540.9636,NCL
2034,1037768.74,NCL
2035,1079618.779,NCL
2036,1123156.503,NCL
2037,1168449.97,NCL
2038,1215569.984,NCL
2039,1264590.203,NCL
2040,1315587.259,NCL
2041,1368640.869,NCL
2042,1423833.97,NCL
2043,1481252.84,NCL
2044,1540987.236,NCL
2045,1603130.539,NCL
2046,1667779.891,NCL
2047,1735036.353,NCL
2048,1805005.063,NCL
2049,1877795.397,NCL
2050,1953521.142,NCL
2021,2722533,NER
2022,2769758.569,NER
2023,2817803.322,NER
2024,2866681.468,NER
2025,2916407.464,NER
2026,2966996.016,NER
2027,3018462.087,NER
2028,3070820.898,NER
2029,3124087.934,NER
2030,3178278.951,NER
2031,3233409.975,NER
2032,3289497.312,NER
2033,3346557.551,NER
2034,3404607.568,NER
2035,3463664.531,NER
2036,3523745.907,NER
2037,3584869.466,NER
2038,3647053.285,NER
2039,3710315.757,NER
2040,3774675.592,NER
2041,3840151.824,NER
2042,3906763.82,NER
2043,3974531.28,NER
2044,4043474.246,NER
2045,4113613.111,NER
2046,4184968.617,NER
2047,4257561.87,NER
2048,4331414.338,NER
2049,4406547.866,NER
2050,4482984.673,NER
2021,9536544,NGA
2022,8439478.015,NGA
2023,7468616.425,NGA
2024,6609440.917,NGA
2025,5849103.335,NGA
2026,5176233.549,NGA
2027,4580769.432,NGA
2028,4053806.38,NGA
2029,3587464.161,NGA
2030,3174769.069,NGA
2031,2809549.64,NGA
2032,2486344.363,NGA
2033,2200320.01,NGA
2034,1947199.357,NGA
2035,1723197.226,NGA
2036,1524963.876,NGA
2037,1349534.916,NGA
2038,1194286.972,NGA
2039,1056898.457,NGA
2040,935314.8576,NGA
2041,827718.0053,NGA
2042,732498.8914,NGA
2043,648233.6043,NGA
2044,573662.0365,NGA
2045,507669.0408,NGA
2046,449267.7545,NGA
2047,397584.8417,NGA
2048,351847.4335,NGA
2049,311371.5702,NGA
2050,275551.9736,NGA
2021,2539715,NIC
2022,2716635.517,NIC
2023,2905880.594,NIC
2024,3108308.779,NIC
2025,3324838.428,NIC
2026,3556451.871,NIC
2027,3804199.868,NIC
2028,4069206.378,NIC
2029,4352673.655,NIC
2030,4655887.707,NIC
2031,4980224.123,NIC
2032,5327154.321,NIC
2033,5698252.219,NIC
2034,6095201.376,NIC
2035,6519802.633,NIC
2036,6973982.277,NIC
2037,7459800.785,NIC
2038,7979462.169,NIC
2039,8535323.978,NIC
2040,9129907.99,NIC
2041,9765911.653,NIC
2042,10446220.33,NIC
2043,11173920.36,NIC
2044,11952313.13,NIC
2045,12784929.94,NIC
2046,13675548.15,NIC
2047,14628208.21,NIC
2048,15647232.06,NIC
2049,16737242.71,NIC
2050,17903185.2,NIC
2021,44116440,NLD
2022,44102704.99,NLD
2023,44088974.27,NLD
2024,44075247.81,NLD
2025,44061525.63,NLD
2026,44047807.72,NLD
2027,44034094.09,NLD
2028,44020384.72,NLD
2029,44006679.62,NLD
2030,43992978.79,NLD
2031,43979282.22,NLD
2032,43965589.92,NLD
2033,43951901.87,NLD
2034,43938218.1,NLD
2035,43924538.58,NLD
2036,43910863.32,NLD
2037,43897192.32,NLD
2038,43883525.57,NLD
2039,43869863.08,NLD
2040,43856204.84,NLD
2041,43842550.86,NLD
2042,43828901.13,NLD
2043,43815255.64,NLD
2044,43801614.41,NLD
2045,43787977.42,NLD
2046,43774344.67,NLD
2047,43760716.17,NLD
2048,43747091.92,NLD
2049,43733471.91,NLD
2050,43719856.13,NLD
2021,13890500,NOR
2022,13647151.96,NOR
2023,13408067.13,NOR
2024,13173170.85,NOR
2025,12942389.71,NOR
2026,12715651.64,NOR
2027,12492885.79,NOR
2028,12274022.59,NOR
2029,12058993.66,NOR
2030,11847731.83,NOR
2031,11640171.09,NOR
2032,11436246.62,NOR
2033,11235894.71,NOR
2034,11039052.77,NOR
2035,10845659.31,NOR
2036,10655653.91,NOR
2037,10468977.22,NOR
2038,10285570.93,NOR
2039,10105377.73,NOR
2040,9928341.35,NOR
2041,9754406.471,NOR
2042,9583518.762,NOR
2043,9415624.839,NOR
2044,9250672.254,NOR
2045,9088609.478,NOR
2046,8929385.884,NOR
2047,8772951.733,NOR
2048,8619258.155,NOR
2049,8468257.14,NOR
2050,8319901.515,NOR
2021,2561488,NPL
2022,2764736.937,NPL
2023,2984113.269,NPL
2024,3220896.673,NPL
2025,3476468.365,NPL
2026,3752319.159,NPL
2027,4050058.16,NPL
2028,4371422.154,NPL
2029,4718285.736,NPL
2030,5092672.248,NPL
2031,5496765.579,NPL
2032,5932922.906,NPL
2033,6403688.442,NPL
2034,6911808.279,NPL
2035,7460246.406,NPL
2036,8052201.999,NPL
2037,8691128.082,NPL
2038,9380751.668,NPL
2039,10125095.5,NPL
2040,10928501.53,NPL
2041,11795656.21,NPL
2042,12731617.88,NPL
2043,13741846.23,NPL
2044,14832234.17,NPL
2045,16009142.21,NPL
2046,17279435.54,NPL
2047,18650524.1,NPL
2048,20130405.79,NPL
2049,21727713.13,NPL
2050,23451763.6,NPL
2021,9385.088,NRU
2022,26701.85011,NRU
2023,75970.39041,NRU
2024,216146.0796,NRU
2025,614964.9549,NRU
2026,1749658.826,NRU
2027,4978017.01,NRU
2028,14163134.55,NRU
2029,40296041.52,NRU
2030,114647711.4,NRU
2031,326188311.3,NRU
2032,928050051,NRU
2033,2640428450,NRU
2034,7512377581,NRU
2035,21373734605,NRU
2036,60811178087,NRU
2037,1.73016E+11,NRU
2038,4.92254E+11,NRU
2039,1.40053E+12,NRU
2040,3.9847E+12,NRU
2041,1.1337E+13,NRU
2042,3.22553E+13,NRU
2043,9.17708E+13,NRU
2044,2.611E+14,NRU
2045,7.42866E+14,NRU
2046,2.11355E+15,NRU
2047,6.01335E+15,NRU
2048,1.71088E+16,NRU
2049,4.86769E+16,NRU
2050,1.38492E+17,NRU
2021,11020450,NZL
2022,12299116.81,NZL
2023,13726143.16,NZL
2024,15318742.71,NZL
2025,17096126.39,NZL
2026,19079734.09,NZL
2027,21293493.31,NZL
2028,23764107.78,NZL
2029,26521379.58,NZL
2030,29598568.62,NZL
2031,33032793.85,NZL
2032,36865481.02,NZL
2033,41142862.35,NZL
2034,45916534.27,NZL
2035,51244079.76,NZL
2036,57189762.94,NZL
2037,63825304.31,NZL
2038,71230745.88,NZL
2039,79495416.64,NZL
2040,88719010.16,NZL
2041,99012787.1,NZL
2042,110500917.3,NZL
2043,123321977.8,NZL
2044,137630624.1,NZL
2045,153599455.8,NZL
2046,171421098.9,NZL
2047,191310529,NZL
2048,213507664.8,NZL
2049,238280261.7,NZL
2050,265927142.1,NZL
2021,13079650,OMN
2022,13967605.61,OMN
2023,14915843.05,OMN
2024,15928454.74,OMN
2025,17009810.96,OMN
2026,18164578.64,OMN
2027,19397741.57,OMN
2028,20714621.88,OMN
2029,22120902.99,OMN
2030,23622654.18,OMN
2031,25226356.75,OMN
2032,26938932.02,OMN
2033,28767771.16,OMN
2034,30720767.14,OMN
2035,32806348.76,OMN
2036,35033517.03,OMN
2037,37411884.04,OMN
2038,39951714.42,OMN
2039,42663969.64,OMN
2040,45560355.35,OMN
2041,48653371.85,OMN
2042,51956368.08,OMN
2043,55483599.2,OMN
2044,59250288.17,OMN
2045,63272691.36,OMN
2046,67568168.8,OMN
2047,72155259.02,OMN
2048,77053759.15,OMN
2049,82284810.28,OMN
2050,87870988.74,OMN
2021,67534510,PAK
2022,66633519.85,PAK
2023,65744549.98,PAK
2024,64867440.01,PAK
2025,64002031.72,PAK
2026,63148169.01,PAK
2027,62305697.83,PAK
2028,61474466.21,PAK
2029,60654324.21,PAK
2030,59845123.87,PAK
2031,59046719.21,PAK
2032,58258966.22,PAK
2033,57481722.78,PAK
2034,56714848.69,PAK
2035,55958205.61,PAK
2036,55211657.04,PAK
2037,54475068.31,PAK
2038,53748306.54,PAK
2039,53031240.63,PAK
2040,52323741.23,PAK
2041,51625680.71,PAK
2042,50936933.13,PAK
2043,50257374.27,PAK
2044,49586881.52,PAK
2045,48925333.94,PAK
2046,48272612.19,PAK
2047,47628598.51,PAK
2048,46993176.74,PAK
2049,46366232.24,PAK
2050,45747651.93,PAK
2021,1596447,PAN
2022,1650514.26,PAN
2023,1706412.63,PAN
2024,1764204.123,PAN
2025,1823952.854,PAN
2026,1885725.111,PAN
2027,1949589.423,PAN
2028,2015616.644,PAN
2029,2083880.025,PAN
2030,2154455.299,PAN
2031,2227420.762,PAN
2032,2302857.365,PAN
2033,2380848.797,PAN
2034,2461481.585,PAN
2035,2544845.183,PAN
2036,2631032.076,PAN
2037,2720137.881,PAN
2038,2812261.455,PAN
2039,2907505,PAN
2040,3005974.181,PAN
2041,3107778.243,PAN
2042,3213030.127,PAN
2043,3321846.603,PAN
2044,3434348.392,PAN
2045,3550660.308,PAN
2046,3670911.387,PAN
2047,3795235.039,PAN
2048,3923769.191,PAN
2049,4056656.44,PAN
2050,4194044.214,PAN
2021,12093690,PER
2022,12982635.57,PER
2023,13936923,PER
2024,14961355.25,PER
2025,16061088.29,PER
2026,17241657.11,PER
2027,18509003.52,PER
2028,19869506.13,PER
2029,21330012.35,PER
2030,22897872.94,PER
2031,24580978.98,PER
2032,26387801.58,PER
2033,28327434.51,PER
2034,30409639.98,PER
2035,32644897.77,PER
2036,35044457.97,PER
2037,37620397.63,PER
2038,40385681.5,PER
2039,43354227.3,PER
2040,46540975.79,PER
2041,49961965.94,PER
2042,53634415.65,PER
2043,57576808.44,PER
2044,61808986.44,PER
2045,66352250.3,PER
2046,71229466.36,PER
2047,76465181.73,PER
2048,82085747.88,PER
2049,88119453.22,PER
2050,94596665.53,PER
2021,46069140,PHL
2022,54818468.7,PHL
2023,65229446.68,PHL
2024,77617649.93,PHL
2025,92358587.85,PHL
2026,109899085.5,PHL
2027,130770828,PHL
2028,155606476.3,PHL
2029,185158844.9,PHL
2030,220323721,PHL
2031,262167016.9,PHL
2032,311957080.4,PHL
2033,371203140.5,PHL
2034,441701054.9,PHL
2035,525587746.1,PHL
2036,625405974.8,PHL
2037,744181416.4,PHL
2038,885514374.4,PHL
2039,1053688912,PHL
2040,1253802712,PHL
2041,1491921593,PHL
2042,1775263379,PHL
2043,2112416685,PHL
2044,2513601251,PHL
2045,2990977724,PHL
2046,3559016269,PHL
2047,4234935185,PHL
2048,5039222827,PHL
2049,5996258642,PHL
2050,7135052156,PHL
2021,34859140,POL
2022,35865966.3,POL
2023,36901872.46,POL
2024,37967698.4,POL
2025,39064308.27,POL
2026,40192591.2,POL
2027,41353462,POL
2028,42547861.89,POL
2029,43776759.28,POL
2030,45041150.56,POL
2031,46342060.87,POL
2032,47680544.99,POL
2033,49057688.16,POL
2034,50474606.95,POL
2035,51932450.19,POL
2036,53432399.88,POL
2037,54975672.19,POL
2038,56563518.37,POL
2039,58197225.85,POL
2040,59878119.22,POL
2041,61607561.34,POL
2042,63386954.42,POL
2043,65217741.2,POL
2044,67101406.05,POL
2045,69039476.24,POL
2046,71033523.14,POL
2047,73085163.51,POL
2048,75196060.81,POL
2049,77367926.54,POL
2050,79602521.62,POL
2021,18500930,PRT
2022,17857365.99,PRT
2023,17236188.67,PRT
2024,16636619.31,PRT
2025,16057906.27,PRT
2026,15499324.05,PRT
2027,14960172.39,PRT
2028,14439775.38,PRT
2029,13937480.64,PRT
2030,13452658.48,PRT
2031,12984701.09,PRT
2032,12533021.83,PRT
2033,12097054.46,PRT
2034,11676252.43,PRT
2035,11270088.21,PRT
2036,10878052.61,PRT
2037,10499654.16,PRT
2038,10134418.49,PRT
2039,9781887.728,PRT
2040,9441619.92,PRT
2041,9113188.495,PRT
2042,8796181.721,PRT
2043,8490202.184,PRT
2044,8194866.296,PRT
2045,7909803.814,PRT
2046,7634657.372,PRT
2047,7369082.034,PRT
2048,7112744.867,PRT
2049,6865324.514,PRT
2050,6626510.801,PRT
2021,3242889,PRY
2022,3480461.566,PRY
2023,3735438.59,PRY
2024,4009095.114,PRY
2025,4302799.59,PRY
2026,4618020.721,PRY
2027,4956334.809,PRY
2028,5319433.632,PRY
2029,5709132.909,PRY
2030,6127381.377,PRY
2031,6576270.536,PRY
2032,7058045.11,PRY
2033,7575114.27,PRY
2034,8130063.679,PRY
2035,8725668.429,PRY
2036,9364906.91,PRY
2037,10050975.71,PRY
2038,10787305.6,PRY
2039,11577578.68,PRY
2040,12425746.8,PRY
2041,13336051.33,PRY
2042,14313044.36,PRY
2043,15361611.45,PRY
2044,16486996.08,PRY
2045,17694825.88,PRY
2046,18991140.74,PRY
2047,20382423.03,PRY
2048,21875630.02,PRY
2049,23478228.68,PRY
2050,25198232.99,PRY
2021,6491694,PSE
2022,6614332.925,PSE
2023,6739288.703,PSE
2024,6866605.104,PSE
2025,6996326.725,PSE
2026,7128499.003,PSE
2027,7263168.236,PSE
2028,7400381.595,PSE
2029,7540187.144,PSE
2030,7682633.852,PSE
2031,7827771.616,PSE
2032,7975651.275,PSE
2033,8126324.627,PSE
2034,8279844.45,PSE
2035,8436264.518,PSE
2036,8595639.622,PSE
2037,8758025.588,PSE
2038,8923479.295,PSE
2039,9092058.699,PSE
2040,9263822.849,PSE
2041,9438831.91,PSE
2042,9617147.184,PSE
2043,9798831.131,PSE
2044,9983947.391,PSE
2045,10172560.81,PSE
2046,10364737.44,PSE
2047,10560544.61,PSE
2048,10760050.91,PSE
2049,10963326.22,PSE
2050,11170441.73,PSE
2021,571932.4,PYF
2022,572138.5477,PYF
2023,572344.7697,PYF
2024,572551.0661,PYF
2025,572757.4368,PYF
2026,572963.8819,PYF
2027,573170.4014,PYF
2028,573376.9953,PYF
2029,573583.6637,PYF
2030,573790.4066,PYF
2031,573997.224,PYF
2032,574204.116,PYF
2033,574411.0825,PYF
2034,574618.1237,PYF
2035,574825.2394,PYF
2036,575032.4298,PYF
2037,575239.6949,PYF
2038,575447.0347,PYF
2039,575654.4493,PYF
2040,575861.9386,PYF
2041,576069.5026,PYF
2042,576277.1415,PYF
2043,576484.8553,PYF
2044,576692.6439,PYF
2045,576900.5074,PYF
2046,577108.4458,PYF
