Year,iso_code3,nemomod_entc_residual_capacity_pp_hydropower_gw
2011,LUX,1.3422581796549675
2012,LUX,1.3792647233789412
2013,LUX,1.397767995240928
2014,LUX,1.5589006543723976
2015,LUX,1.5604425936942297
2016,LUX,1.3183581201665673
2017,LUX,1.315143947650208
2018,LUX,1.3196996073765617
2019,LUX,1.3682583604997027
2020,LUX,1.39391545984533
2010,LVA,1.6371621508962069
2011,LVA,1.6499674864526883
2012,LVA,1.7031096290120886
2013,LVA,1.8618957899124635
2014,LVA,1.870859524802001
2015,LVA,1.8766219258024175
2016,LVA,1.772121403232164
2017,LVA,1.7807077461568783
2018,LVA,1.7647429121009066
2019,LVA,1.778657728025227
2020,LVA,1.7821886511627911
2010,MAR,1.6765
2011,MAR,2.344826834870343
2012,MAR,2.4181172152021717
2013,MAR,2.515621343986304
2014,MAR,2.559466806780281
2015,MAR,2.643544795219007
2016,MAR,2.505593180640275
2017,MAR,2.5278695523721684
2018,MAR,2.513798354787863
2019,MAR,2.925657499612524
2020,MAR,2.9477066723845544
2010,MDA,0.064
2011,MDA,0.064
2012,MDA,0.064
2013,MDA,0.064
2014,MDA,0.064
2015,MDA,0.064
2016,MDA,0.064
2017,MDA,0.064
2018,MDA,0.064
2019,MDA,0.064
2020,MDA,0.064
2010,MDG,0.2124288138938629
2011,MDG,0.2351632116162001
2012,MDG,0.2495978085195637
2013,MDG,0.2505334797116925
2014,MDG,0.2531110863015789
2015,MDG,0.254399889596522
2016,MDG,0.2522518841049501
2017,MDG,0.3098184312790786
2018,MDG,0.3033946060559835
2019,MDG,0.220739877903514
2020,MDG,0.203208794487817
2010,MEX,17.12192274005044
2011,MEX,17.475740847190853
2012,MEX,18.06778032208673
2013,MEX,18.18126602501656
2014,MEX,18.58771266900623
2015,MEX,18.560270453777928
2016,MEX,20.139118810173805
2017,MEX,19.997216676713048
2018,MEX,24.534799430026432
2019,MEX,25.980349644428628
2020,MEX,25.255485849127176
2010,MKD,0.6696334271743962
2011,MKD,0.6696334271743962
2012,MKD,0.6948872425544523
2013,MKD,0.7050702326270557
2014,MKD,0.7164751815083715
2015,MKD,0.7291020891983996
2016,MKD,0.742543636094236
2017,MKD,0.7478387909319898
2018,MKD,0.7491267355163727
2019,MKD,0.7511743311601718
2020,MKD,0.7637420930573903
2010,MLI,0.584999
2011,MLI,0.665207
2012,MLI,0.705091
2013,MLI,0.8269610000000001
2014,MLI,0.87015
2015,MLI,0.871178
2016,MLI,0.957571
2017,MLI,1.029252
2018,MLI,1.029252
2019,MLI,1.030097
2020,MLI,1.112842
2010,MMR,2.8338595865332263
2011,MMR,3.054355787429437
2012,MMR,3.185008338554972
2013,MMR,3.728785841066992
2014,MMR,4.221145253702756
2015,MMR,4.604773233711304
2016,MMR,4.49151189562548
2017,MMR,4.3526358826277125
2018,MMR,4.50400373688904
2019,MMR,5.500007303919487
2020,MMR,5.195783773221489
2010,MNE,0.667
2011,MNE,0.667
2012,MNE,0.667
2013,MNE,0.667
2014,MNE,0.667
2015,MNE,0.667
2016,MNE,0.667
2017,MNE,0.7144545454545456
2018,MNE,0.7523202597402598
2019,MNE,0.753789090909091
2020,MNE,0.7884120779220778
2010,MNG,0.0
2011,MNG,0.0
2012,MNG,0.0
2013,MNG,0.0
2014,MNG,0.0
2015,MNG,0.0
2016,MNG,0.0
2017,MNG,0.0
2018,MNG,0.0
2019,MNG,0.0
2020,MNG,0.0
2010,MOZ,2.478
2011,MOZ,2.4799999999999995
2012,MOZ,2.488
2013,MOZ,2.651
2014,MOZ,2.68936
2015,MOZ,2.507
2016,MOZ,2.4915000000000003
2017,MOZ,2.618
2018,MOZ,2.683
2019,MOZ,2.753
2020,MOZ,2.753
2010,MRT,0.0
2011,MRT,0.0
2012,MRT,0.0
2013,MRT,0.0
2014,MRT,0.0
2015,MRT,0.0
2016,MRT,0.0
2017,MRT,0.0
2018,MRT,0.0
2019,MRT,0.0
2020,MRT,0.0
2010,MUS,0.051383
2011,MUS,0.051383
2012,MUS,0.051383
2013,MUS,0.051383
2014,MUS,0.051383
2015,MUS,0.051383
2016,MUS,0.0413829999999999
2017,MUS,0.0413829999999999
2018,MUS,0.0413829999999999
2019,MUS,0.0413829999999999
2020,MUS,0.0413829999999999
2010,MWI,0.503
2011,MWI,0.4830110832637148
2012,MWI,0.4839679197994987
2013,MWI,0.4727176374966134
2014,MWI,0.5352749932267679
2015,MWI,0.5385331888377133
2016,MWI,0.5389055540503929
2017,MWI,0.5454219452722838
2018,MWI,0.5491455973990788
2019,MWI,0.5491455973990788
2020,MWI,0.5668329450013546
2010,MYS,2.5078521356235104
2011,MYS,2.838726788125496
2012,MYS,3.179340167524362
2013,MYS,3.478477075798383
2014,MYS,3.1542397756732443
2015,MYS,3.660252043382585
2016,MYS,3.5177643550068147
2017,MYS,3.555539493229656
2018,MYS,4.046985107830665
2019,MYS,4.019142755968405
2020,MYS,4.206716525226314
2010,NAM,0.240781442860183
2011,NAM,0.24
2012,NAM,0.2618420168067227
2013,NAM,0.253018487394958
2014,NAM,0.2539764705882353
2015,NAM,0.2498434077079107
2016,NAM,0.2550609045226131
2017,NAM,0.27233608040201
2018,NAM,0.2808747738693467
2019,NAM,0.2864382089552238
2020,NAM,0.291195223880597
2010,NER,0.0
2011,NER,0.0
2012,NER,0.0
2013,NER,0.0
2014,NER,0.0
2015,NER,0.0
2016,NER,0.0
2017,NER,0.0
2018,NER,0.0
2019,NER,0.0
2020,NER,0.0
2010,NGA,3.4833333333333334
2011,NGA,3.692682926829268
2012,NGA,3.6987804878048784
2013,NGA,4.072764227642277
2014,NGA,5.587583333333334
2015,NGA,5.588638888888889
2016,NGA,6.615694444444444
2017,NGA,6.478472222222223
2018,NGA,8.183333333333334
2019,NGA,8.618990291262136
2020,NGA,8.823056092843327
2010,NIC,0.0978515780647324
2011,NIC,0.0990564230579733
2012,NIC,0.1149654524552471
2013,NIC,0.1153782098866808
2014,NIC,0.1186963507965182
2015,NIC,0.1202598259155854
2016,NIC,0.1247492330431926
2017,NIC,0.1324370635572343
2018,NIC,0.1324370635572343
2019,NIC,0.1447087350960748
2020,NIC,0.2316753144266337
2010,NLD,0.0
2011,NLD,0.0
2012,NLD,0.0
2013,NLD,0.0
2014,NLD,0.0
2015,NLD,0.0
2016,NLD,0.0
2017,NLD,0.0
2018,NLD,0.0
2019,NLD,0.0
2020,NLD,0.0
2010,NOR,29.61665137614679
2011,NOR,29.922700808239757
2012,NOR,31.182913845267247
2013,NOR,31.76500105182982
2014,NOR,31.937589225837357
2015,NOR,32.07027945023766
2016,NOR,31.99816048885799
2017,NOR,32.3511047976012
2018,NOR,33.417978854443405
2019,NOR,34.85497036887608
2020,NOR,37.08580899393857
2010,NPL,0.63
2011,NPL,0.762
2012,NPL,0.762
2013,NPL,0.7715
2014,NPL,0.7824961155535534
2015,NPL,0.7525906633629912
2016,NPL,0.9139632910123622
2017,NPL,1.0755204056267462
2018,NPL,1.120745571827729
2019,NPL,1.128518647268523
2020,NPL,1.3286887209796752
2010,NZL,6.669905212902225
2011,NZL,6.757045693336861
2012,NZL,6.6900457311311845
2013,NZL,6.490980072252651
2014,NZL,6.671686417358532
2015,NZL,6.453007387783744
2016,NZL,6.3463025600996605
2017,NZL,6.360134667392042
2018,NZL,6.39175091263177
2019,NZL,6.413487081234083
2020,NZL,6.522167924245651
2010,OMN,0.0
2011,OMN,0.0
2012,OMN,0.0
2013,OMN,0.0
2014,OMN,0.0
2015,OMN,0.0
2016,OMN,0.0
2017,OMN,0.0
2018,OMN,0.0
2019,OMN,0.0
2020,OMN,0.0
2010,PAK,10.874888130968625
2011,PAK,10.327267372600929
2012,PAK,10.579830949284789
2013,PAK,11.09611600057712
2014,PAK,11.09234492350487
2015,PAK,10.37734808815965
2016,PAK,11.148588893905192
2017,PAK,13.02723294295429
2018,PAK,13.424502964771538
2019,PAK,14.504622113707708
2020,PAK,17.06728284329564
2010,PAN,1.2847504675910997
2011,PAN,1.5465942252165543
2012,PAN,1.5666462624318256
2013,PAN,1.6365234697781177
2014,PAN,1.818102308084672
2015,PAN,2.072184130323897
2016,PAN,2.412740329451861
2017,PAN,2.4330433798646363
2018,PAN,2.881798554709532
2019,PAN,2.9075269952058664
2020,PAN,2.970232636437688
2010,PER,6.0828488395507945
2011,PER,5.406357148379762
2012,PER,4.163563754492239
2013,PER,4.067270128227554
2014,PER,4.123177241963913
2015,PER,4.468622126728018
2016,PER,5.366116917338955
2017,PER,5.461484979932704
2018,PER,5.623758543803463
2019,PER,5.604589563222119
2020,PER,5.629292109295822
2010,PHL,0.0
2011,PHL,0.0
2012,PHL,0.0
2013,PHL,0.0
2014,PHL,0.0
2015,PHL,0.0
2016,PHL,0.0
2017,PHL,3.9579537969098224
2018,PHL,4.040799685300931
2019,PHL,4.325393286419861
2020,PHL,4.447078528305188
2010,PNG,0.3884023141236191
2011,PNG,0.3866029589082184
2012,PNG,0.3897905713857229
2013,PNG,0.4241187057588482
2014,PNG,0.4277967201559688
2015,PNG,0.443653375824835
2016,PNG,0.4761920335932813
2017,PNG,0.4761753599280143
2018,PNG,0.5405494391121776
2019,PNG,0.6499237792441511
2020,PNG,0.6553240851829635
2010,POL,4.3167852470251065
2011,POL,4.696594332831622
2012,POL,4.6208960842423865
2013,POL,4.803548689138577
2014,POL,4.7932846480504425
2015,POL,4.856498428661219
2016,POL,4.90866575393615
2017,POL,5.146741509225948
2018,POL,5.054442138521753
2019,POL,4.916170328030178
2020,POL,5.041554340404539
2010,PRK,3.805
2011,PRK,3.805
2012,PRK,3.805
2013,PRK,3.805
2014,PRK,3.805
2015,PRK,3.805
2016,PRK,3.805
2017,PRK,3.805
2018,PRK,3.805
2019,PRK,3.805
2020,PRK,3.805
2010,PRT,3.692068527665391
2011,PRT,3.816138700338846
2012,PRT,3.766391970750788
2013,PRT,3.559858161183972
2014,PRT,3.4827286289497947
2015,PRT,3.697151050836756
2016,PRT,3.883189136267643
2017,PRT,3.9516222162371673
2018,PRT,4.007219260306918
2019,PRT,4.084208026675276
2020,PRT,4.110999575507544
2010,PRY,8.8161
2011,PRY,8.8161
2012,PRY,8.8161
2013,PRY,8.824700000000002
2014,PRY,8.774700000000001
2015,PRY,8.774700000000001
2016,PRY,8.7605
2017,PRY,8.7605
2018,PRY,8.7605
2019,PRY,8.7605
2020,PRY,8.7605
2010,QAT,0.0
2011,QAT,0.0
2012,QAT,0.0
2013,QAT,0.0
2014,QAT,0.0
2015,QAT,0.0
2016,QAT,0.0
2017,QAT,0.0
2018,QAT,0.0
2019,QAT,0.0
2020,QAT,0.0
2010,ROU,5.830121616871703
2011,ROU,5.800441576086956
2012,ROU,5.607518478428947
2013,ROU,5.906510833880499
2014,ROU,6.209929458767713
2015,ROU,6.168980118249412
2016,ROU,6.052814606525172
2017,ROU,6.005788785489802
2018,ROU,5.986528239709517
2019,ROU,5.308006034469622
2020,ROU,5.196586079142959
2010,RUS,104.27543473676496
2011,RUS,110.50830875285162
2012,RUS,118.7776249298958
2013,RUS,122.53062316244296
2014,RUS,123.18715268266128
2015,RUS,124.9987541952272
2016,RUS,129.1477173896244
2017,RUS,133.12890006625253
2018,RUS,138.87289189054147
2019,RUS,154.46186948320172
2020,RUS,161.42898129090506
2010,RWA,0.0996
2011,RWA,0.0996
2012,RWA,0.0996
2013,RWA,0.0996
2014,RWA,0.1276
2015,RWA,0.1305677958015267
2016,RWA,0.1276
2017,RWA,0.1375059975216852
2018,RWA,0.1485636100784799
2019,RWA,0.1504860429574556
2020,RWA,0.1570412887236679
2010,SAU,0.0
2011,SAU,0.0
2012,SAU,0.0
2013,SAU,0.0
2014,SAU,0.0
2015,SAU,0.0
2016,SAU,0.0
2017,SAU,0.0
2018,SAU,0.0
2019,SAU,0.0
2020,SAU,0.0
2010,SDN,1.622687912824567
2011,SDN,1.622687912824567
2012,SDN,1.622687912824567
2013,SDN,1.8504530768978544
2014,SDN,1.8300503429862984
2015,SDN,2.062987608456261
2016,SDN,2.213316726567196
2017,SDN,2.361782260569317
2018,SDN,2.4717337229892986
2019,SDN,2.445643545465914
2020,SDN,2.478080236310745
2010,SEN,0.0
2011,SEN,0.0
2012,SEN,0.0
2013,SEN,0.0
2014,SEN,0.0
2015,SEN,0.0
2016,SEN,0.0
2017,SEN,0.0
2018,SEN,0.0
2019,SEN,0.0
2020,SEN,0.5171583114927787
2010,SGP,0.0
2011,SGP,0.0
2012,SGP,0.0
2013,SGP,0.0
2014,SGP,0.0
2015,SGP,0.0
2016,SGP,0.0
2017,SGP,0.0
2018,SGP,0.0
2019,SGP,0.0
2020,SGP,0.0
2010,SLE,0.0524657534246575
2011,SLE,0.0525342465753424
2012,SLE,0.0525342465753424
2013,SLE,0.0526712328767123
2014,SLE,0.0540410958904109
2015,SLE,0.0927260273972602
2016,SLE,0.0956849315068493
2017,SLE,0.097945205479452
2018,SLE,0.0972602739726027
2019,SLE,0.097945205479452
2020,SLE,0.05
2010,SLV,0.8192182083089528
2011,SLV,0.8260558736102983
2012,SLV,0.8197399578700995
2013,SLV,0.8428149393767704
2014,SLV,0.6172666141732284
2015,SLV,0.6527801574803149
2016,SLV,0.6753991338582676
2017,SLV,0.7452283394985614
2018,SLV,0.772622497328401
2019,SLV,0.7983478694497155
2020,SLV,0.776229147691223
2010,SRB,2.39
2011,SRB,2.39
2012,SRB,2.39
2013,SRB,2.39
2014,SRB,2.39
2015,SRB,2.39
2016,SRB,2.39
2017,SRB,2.39
2018,SRB,2.39
2019,SRB,2.39
2020,SRB,2.5950123633108384
2012,SUR,0.0
2013,SUR,0.0
2014,SUR,0.0
2015,SUR,0.0
2016,SUR,0.0
2017,SUR,0.0
2018,SUR,0.0
2019,SUR,0.0
2020,SUR,0.0
2010,SVK,3.1588126426244854
2011,SVK,4.050652751289115
2012,SVK,4.074386098749735
2013,SVK,5.167340381931038
2014,SVK,4.943735915179235
2015,SVK,4.754344153722788
2016,SVK,4.729906507083247
2017,SVK,4.686529684298061
2018,SVK,4.635788245152023
2019,SVK,4.631046194668919
2020,SVK,5.0425887001185306
2010,SVN,0.698158549222798
2011,SVN,0.7145575129533679
2012,SVN,0.7331430051813472
2013,SVN,0.7099529411764706
2014,SVN,0.7142970588235295
2015,SVN,0.6946450980392156
2016,SVN,0.7310529411764706
2017,SVN,0.7482846078431372
2018,SVN,0.7852923529411764
2019,SVN,0.927762763052209
2020,SVN,0.9513545725760184
2010,SWE,25.733913274652608
2011,SWE,24.86140587899608
2012,SWE,26.71072969374168
2013,SWE,26.22725803798579
2014,SWE,27.57406463586891
2015,SWE,28.382874806035197
2016,SWE,28.66147629339157
2017,SWE,27.47872692839
2018,SWE,28.431988620755117
2019,SWE,28.856964011550104
2020,SWE,28.9192121254066
2010,SWZ,0.0387966101694915
2011,SWZ,0.040322033898305
2012,SWZ,0.0455338983050847
2013,SWZ,0.0455338983050847
2014,SWZ,0.0477966101694915
2015,SWZ,0.0477966101694915
2016,SWZ,0.0602478260869565
2017,SWZ,0.0603293478260869
2018,SWZ,0.0615684782608695
2019,SWZ,0.0589434782608695
2020,SWZ,0.1402566049382716
2010,SYR,2.0005725623582773
2011,SYR,1.985139022822244
2012,SYR,1.985139022822244
2013,SYR,2.017565338124796
2014,SYR,2.380438076416337
2015,SYR,2.3342596055763347
2016,SYR,2.478567664059844
2017,SYR,2.4795911254675285
2018,SYR,2.573749574974499
2019,SYR,2.5741256970418225
2020,SYR,2.5741256970418225
2010,TGO,0.0655999999999999
2011,TGO,0.0676125752124399
2012,TGO,0.0763205100607849
2013,TGO,0.0763205100607849
2014,TGO,0.0763205100607849
2015,TGO,0.0763205100607849
2016,TGO,0.0716135182508687
2017,TGO,0.0764012013489549
2018,TGO,0.0763877528009266
2019,TGO,0.0774535502321719
2020,TGO,0.0865649415213669
2010,THA,6.466256250876795
2011,THA,4.520628981186062
2012,THA,4.315581172322726
2013,THA,4.54399410792556
2014,THA,4.418068847431006
2015,THA,4.510079022538442
2016,THA,4.734487012291033
2017,THA,4.814194609637524
2018,THA,5.631631697517154
2019,THA,5.939660562634684
2020,THA,6.648060549776328
2010,TJK,5.105
2011,TJK,5.079
2012,TJK,6.168000000000001
2013,TJK,6.1850000000000005
2014,TJK,6.28
2015,TJK,6.283
2016,TJK,6.577
2017,TJK,6.577
2018,TJK,6.577
2019,TJK,6.4512
2020,TJK,6.6263000000000005
2010,TKM,0.0
2011,TKM,0.0
2012,TKM,0.0
2013,TKM,0.0
2014,TKM,0.0
2015,TKM,0.0
2016,TKM,0.0
2017,TKM,0.0
2018,TKM,0.0
2019,TKM,0.0
2020,TKM,0.0
2010,TTO,0.0
2011,TTO,0.0
2012,TTO,0.0
2013,TTO,0.0
2014,TTO,0.0
2015,TTO,0.0
2016,TTO,0.0
2017,TTO,0.0
2018,TTO,0.0
2019,TTO,0.0
2020,TTO,0.0
2010,TUN,0.09790295987098
2011,TUN,0.0905860890932149
2012,TUN,0.0919200380469245
2013,TUN,0.0923140167342038
2014,TUN,0.0878127023177521
2015,TUN,0.0767673915518615
2016,TUN,0.0808402595923944
2017,TUN,0.078448992371627
2018,TUN,0.0746692474097688
2019,TUN,0.091426445861323
2020,TUN,0.1075496011050425
2010,TUR,19.407894862036155
2011,TUR,20.67842196969269
2012,TUR,22.19672184648597
2013,TUR,24.198288595187623
2014,TUR,25.413655034326453
2015,TUR,25.06472014301738
2016,TUR,26.87972719917058
2017,TUR,29.197424745004717
2018,TUR,30.345709353937654
2019,TUR,31.27654643373094
2020,TUR,30.501461235338603
2010,TZA,0.9437700453857792
2011,TZA,0.9446187594553708
2012,TZA,0.6284102564102565
2013,TZA,0.628974358974359
2014,TZA,0.6313435897435898
2015,TZA,0.7784051282051283
2016,TZA,0.7863082051282052
2017,TZA,0.7966820512820513
2018,TZA,0.9065692307692308
2019,TZA,0.8630205128205128
2020,TZA,0.9071897435897436
2010,UGA,0.6665
2011,UGA,0.6665
2012,UGA,0.6678953244940683
2013,UGA,0.7697540125610606
2014,UGA,0.7912420097697139
2015,UGA,0.7750481431465226
2016,UGA,0.7847688723835247
2017,UGA,0.8208885820391627
2018,UGA,0.8852434098582039
2019,UGA,1.114471479013991
2020,UGA,1.0956310938511329
2010,UKR,4.805864714086471
2011,UKR,4.8091233505611966
2012,UKR,4.89198609056074
2013,UKR,5.259613854880856
2014,UKR,5.239257659397253
2015,UKR,5.786582262412972
2016,UKR,7.017260129601472
2017,UKR,6.847654707123827
2018,UKR,6.9134173029992905
2019,UKR,6.899889296517989
2020,UKR,12.824184586616802
2010,URY,1.215409705746672
2011,URY,1.43
2012,URY,1.43
2013,URY,1.4746290563871929
2014,URY,1.6000705246248483
2015,URY,1.7110121217029777
2016,URY,1.6865616758345263
2017,URY,1.9409231917593488
2018,URY,2.0662169596234463
2019,URY,2.0344457777327998
2020,URY,2.021064226058649
2010,USA,123.45828258220216
2011,USA,125.44117102161158
2012,USA,125.67014266542004
2013,USA,122.84034350944296
2014,USA,125.7100424313485
2015,USA,125.4235249736944
2016,USA,127.90977852582884
2017,USA,128.9841177751081
2018,USA,131.69133105970758
2019,USA,131.01523106076536
2020,USA,136.11546377828986
2010,UZB,2.429252545824847
2011,UZB,2.4274531568228106
2012,UZB,2.4341863543788187
2013,UZB,2.535397148676171
2014,UZB,2.2208876270173343
2015,UZB,2.2183809187279158
2016,UZB,2.367341254416962
2017,UZB,2.4132487976148416
2018,UZB,2.525324911660778
2019,UZB,2.81949593639576
2020,UZB,2.937591342756184
2010,VEN,0.0
2011,VEN,3.095597948717949
2012,VEN,3.085696709331132
2013,VEN,13.83165668145519
2014,VEN,24.0459858747698
2015,VEN,24.303653329260843
2016,VEN,26.32997930385701
2017,VEN,27.432052243574457
2018,VEN,25.48877195192308
2019,VEN,25.61169570666667
2020,VEN,25.238274064710957
2010,VNM,13.086313688273542
2011,VNM,16.575314270640884
2012,VNM,20.85946824994069
2013,VNM,21.862552596945864
2014,VNM,21.40130609327481
2015,VNM,19.63154263561682
2016,VNM,20.454913961076
2017,VNM,20.48862827785544
2018,VNM,20.429252759972403
2019,VNM,25.68826310100065
2020,VNM,33.8133474024404
2010,XKX,0.0
2011,XKX,0.0
2012,XKX,0.0
2013,XKX,0.0
2014,XKX,0.0
2015,XKX,0.0
2016,XKX,0.0
2017,XKX,0.0
2018,XKX,0.0
2019,XKX,0.0
2020,XKX,0.0
2010,YEM,0.0
2011,YEM,0.0
2012,YEM,0.0
2013,YEM,0.0
2014,YEM,0.0
2015,YEM,0.0
2016,YEM,0.0
2017,YEM,0.0
2018,YEM,0.0
2019,YEM,0.0
2020,YEM,0.0
2010,ZAF,2.085048911540437
2011,ZAF,2.0813963400817728
2012,ZAF,2.070090830273301
2013,ZAF,2.075856289712716
2014,ZAF,2.2734865590278552
2015,ZAF,2.187532415642333
2016,ZAF,2.330079639660072
2017,ZAF,2.4654688457870755
2018,ZAF,2.5450257921960864
2019,ZAF,2.65723242706953
2020,ZAF,2.6662433715165905
2010,ZMB,2.16
2011,ZMB,2.16
2012,ZMB,2.16
2013,ZMB,2.16
2014,ZMB,2.261609155547547
2015,ZMB,2.223848030413731
2016,ZMB,2.3076878114377504
2017,ZMB,2.364618669455755
2018,ZMB,2.3662726980688062
2019,ZMB,2.433202764185126
2020,ZMB,2.457345934033096
2010,ZWE,2.112
2011,ZWE,2.112
2012,ZWE,2.112
2013,ZWE,2.112
2014,ZWE,1.992
2015,ZWE,1.992
2016,ZWE,2.0201
2017,ZWE,2.0213
2018,ZWE,2.3256
2019,ZWE,2.36256
2020,ZWE,1.0618113772455091
