Year,iso_code3,pij_lndu_croplands_to_wetlands
2030,LBR,0.0
2031,LBR,0.0
2032,LBR,0.0
2033,LBR,0.0
2034,LBR,0.0
2035,LBR,0.0
2036,LBR,0.0
2037,LBR,0.0
2038,LBR,0.0
2039,LBR,0.0
2040,LBR,0.0
2041,LBR,0.0
2042,LBR,0.0
2043,LBR,0.0
2044,LBR,0.0
2045,LBR,0.0
2046,LBR,0.0
2047,LBR,0.0
2048,LBR,0.0
2049,LBR,0.0
2050,LBR,0.0
2019,LBY,0.0
2020,LBY,0.0
2021,LBY,0.0
2022,LBY,0.0
2023,LBY,0.0
2024,LBY,0.0
2025,LBY,0.0
2026,LBY,0.0
2027,LBY,0.0
2028,LBY,0.0
2029,LBY,0.0
2030,LBY,0.0
2031,LBY,0.0
2032,LBY,0.0
2033,LBY,0.0
2034,LBY,0.0
2035,LBY,0.0
2036,LBY,0.0
2037,LBY,0.0
2038,LBY,0.0
2039,LBY,0.0
2040,LBY,0.0
2041,LBY,0.0
2042,LBY,0.0
2043,LBY,0.0
2044,LBY,0.0
2045,LBY,0.0
2046,LBY,0.0
2047,LBY,0.0
2048,LBY,0.0
2049,LBY,0.0
2050,LBY,0.0
2019,LKA,0.0
2020,LKA,4.44539059593088e-05
2021,LKA,4.44539059593088e-05
2022,LKA,4.44539059593088e-05
2023,LKA,4.44539059593088e-05
2024,LKA,4.44539059593088e-05
2025,LKA,4.44539059593088e-05
2026,LKA,4.44539059593088e-05
2027,LKA,4.44539059593088e-05
2028,LKA,4.44539059593088e-05
2029,LKA,4.44539059593088e-05
2030,LKA,4.44539059593088e-05
2031,LKA,4.44539059593088e-05
2032,LKA,4.44539059593088e-05
2033,LKA,4.44539059593088e-05
2034,LKA,4.44539059593088e-05
2035,LKA,4.44539059593088e-05
2036,LKA,4.44539059593088e-05
2037,LKA,4.44539059593088e-05
2038,LKA,4.44539059593088e-05
2039,LKA,4.44539059593088e-05
2040,LKA,4.44539059593088e-05
2041,LKA,4.44539059593088e-05
2042,LKA,4.44539059593088e-05
2043,LKA,4.44539059593088e-05
2044,LKA,4.44539059593088e-05
2045,LKA,4.44539059593088e-05
2046,LKA,4.44539059593088e-05
2047,LKA,4.44539059593088e-05
2048,LKA,4.44539059593088e-05
2049,LKA,4.44539059593088e-05
2050,LKA,4.44539059593088e-05
2019,LTU,0.0
2020,LTU,2.1196956120841607e-06
2021,LTU,2.1196956120841607e-06
2022,LTU,2.1196956120841607e-06
2023,LTU,2.1196956120841607e-06
2024,LTU,2.1196956120841607e-06
2025,LTU,2.1196956120841607e-06
2026,LTU,2.1196956120841607e-06
2027,LTU,2.1196956120841607e-06
2028,LTU,2.1196956120841607e-06
2029,LTU,2.1196956120841607e-06
2030,LTU,2.1196956120841607e-06
2031,LTU,2.1196956120841607e-06
2032,LTU,2.1196956120841607e-06
2033,LTU,2.1196956120841607e-06
2034,LTU,2.1196956120841607e-06
2035,LTU,2.1196956120841607e-06
2036,LTU,2.1196956120841607e-06
2037,LTU,2.1196956120841607e-06
2038,LTU,2.1196956120841607e-06
2039,LTU,2.1196956120841607e-06
2040,LTU,2.1196956120841607e-06
2041,LTU,2.1196956120841607e-06
2042,LTU,2.1196956120841607e-06
2043,LTU,2.1196956120841607e-06
2044,LTU,2.1196956120841607e-06
2045,LTU,2.1196956120841607e-06
2046,LTU,2.1196956120841607e-06
2047,LTU,2.1196956120841607e-06
2048,LTU,2.1196956120841607e-06
2049,LTU,2.1196956120841607e-06
2050,LTU,2.1196956120841607e-06
2019,LVA,0.0
2020,LVA,0.0
2021,LVA,0.0
2022,LVA,0.0
2023,LVA,0.0
2024,LVA,0.0
2025,LVA,0.0
2026,LVA,0.0
2027,LVA,0.0
2028,LVA,0.0
2029,LVA,0.0
2030,LVA,0.0
2031,LVA,0.0
2032,LVA,0.0
2033,LVA,0.0
2034,LVA,0.0
2035,LVA,0.0
2036,LVA,0.0
2037,LVA,0.0
2038,LVA,0.0
2039,LVA,0.0
2040,LVA,0.0
2041,LVA,0.0
2042,LVA,0.0
2043,LVA,0.0
2044,LVA,0.0
2045,LVA,0.0
2046,LVA,0.0
2047,LVA,0.0
2048,LVA,0.0
2049,LVA,0.0
2050,LVA,0.0
2019,MAR,0.0
2020,MAR,0.0
2021,MAR,0.0
2022,MAR,0.0
2023,MAR,0.0
2024,MAR,0.0
2025,MAR,0.0
2026,MAR,0.0
2027,MAR,0.0
2028,MAR,0.0
2029,MAR,0.0
2030,MAR,0.0
2031,MAR,0.0
2032,MAR,0.0
2033,MAR,0.0
2034,MAR,0.0
2035,MAR,0.0
2036,MAR,0.0
2037,MAR,0.0
2038,MAR,0.0
2039,MAR,0.0
2040,MAR,0.0
2041,MAR,0.0
2042,MAR,0.0
2043,MAR,0.0
2044,MAR,0.0
2045,MAR,0.0
2046,MAR,0.0
2047,MAR,0.0
2048,MAR,0.0
2049,MAR,0.0
2050,MAR,0.0
2019,MDA,0.0048381619645595
2020,MDA,0.0012066732637154
2021,MDA,0.0012066732637154
2022,MDA,0.0012066732637154
2023,MDA,0.0012066732637154
2024,MDA,0.0012066732637154
2025,MDA,0.0012066732637154
2026,MDA,0.0012066732637154
2027,MDA,0.0012066732637154
2028,MDA,0.0012066732637154
2029,MDA,0.0012066732637154
2030,MDA,0.0012066732637154
2031,MDA,0.0012066732637154
2032,MDA,0.0012066732637154
2033,MDA,0.0012066732637154
2034,MDA,0.0012066732637154
2035,MDA,0.0012066732637154
2036,MDA,0.0012066732637154
2037,MDA,0.0012066732637154
2038,MDA,0.0012066732637154
2039,MDA,0.0012066732637154
2040,MDA,0.0012066732637154
2041,MDA,0.0012066732637154
2042,MDA,0.0012066732637154
2043,MDA,0.0012066732637154
2044,MDA,0.0012066732637154
2045,MDA,0.0012066732637154
2046,MDA,0.0012066732637154
2047,MDA,0.0012066732637154
2048,MDA,0.0012066732637154
2049,MDA,0.0012066732637154
2050,MDA,0.0012066732637154
2019,MDG,0.0002283029926214
2020,MDG,0.000197457038827
2021,MDG,0.000197457038827
2022,MDG,0.000197457038827
2023,MDG,0.000197457038827
2024,MDG,0.000197457038827
2025,MDG,0.000197457038827
2026,MDG,0.000197457038827
2027,MDG,0.000197457038827
2028,MDG,0.000197457038827
2029,MDG,0.000197457038827
2030,MDG,0.000197457038827
2031,MDG,0.000197457038827
2032,MDG,0.000197457038827
2033,MDG,0.000197457038827
2034,MDG,0.000197457038827
2035,MDG,0.000197457038827
2036,MDG,0.000197457038827
2037,MDG,0.000197457038827
2038,MDG,0.000197457038827
2039,MDG,0.000197457038827
2040,MDG,0.000197457038827
2041,MDG,0.000197457038827
2042,MDG,0.000197457038827
2043,MDG,0.000197457038827
2044,MDG,0.000197457038827
2045,MDG,0.000197457038827
2046,MDG,0.000197457038827
2047,MDG,0.000197457038827
2048,MDG,0.000197457038827
2049,MDG,0.000197457038827
2050,MDG,0.000197457038827
2019,MEX,2.0921415701884084e-05
2020,MEX,6.539045949664226e-05
2021,MEX,6.539045949664226e-05
2022,MEX,6.539045949664226e-05
2023,MEX,6.539045949664226e-05
2024,MEX,6.539045949664226e-05
2025,MEX,6.539045949664226e-05
2026,MEX,6.539045949664226e-05
2027,MEX,6.539045949664226e-05
2028,MEX,6.539045949664226e-05
2029,MEX,6.539045949664226e-05
2030,MEX,6.539045949664226e-05
2031,MEX,6.539045949664226e-05
2032,MEX,6.539045949664226e-05
2033,MEX,6.539045949664226e-05
2034,MEX,6.539045949664226e-05
2035,MEX,6.539045949664226e-05
2036,MEX,6.539045949664226e-05
2037,MEX,6.539045949664226e-05
2038,MEX,6.539045949664226e-05
2039,MEX,6.539045949664226e-05
2040,MEX,6.539045949664226e-05
2041,MEX,6.539045949664226e-05
2042,MEX,6.539045949664226e-05
2043,MEX,6.539045949664226e-05
2044,MEX,6.539045949664226e-05
2045,MEX,6.539045949664226e-05
2046,MEX,6.539045949664226e-05
2047,MEX,6.539045949664226e-05
2048,MEX,6.539045949664226e-05
2049,MEX,6.539045949664226e-05
2050,MEX,6.539045949664226e-05
2019,MKD,0.0
2020,MKD,0.0
2021,MKD,0.0
2022,MKD,0.0
2023,MKD,0.0
2024,MKD,0.0
2025,MKD,0.0
2026,MKD,0.0
2027,MKD,0.0
2028,MKD,0.0
2029,MKD,0.0
2030,MKD,0.0
2031,MKD,0.0
2032,MKD,0.0
2033,MKD,0.0
2034,MKD,0.0
2035,MKD,0.0
2036,MKD,0.0
2037,MKD,0.0
2038,MKD,0.0
2039,MKD,0.0
2040,MKD,0.0
2041,MKD,0.0
2042,MKD,0.0
2043,MKD,0.0
2044,MKD,0.0
2045,MKD,0.0
2046,MKD,0.0
2047,MKD,0.0
2048,MKD,0.0
2049,MKD,0.0
2050,MKD,0.0
2019,MLI,0.0
2020,MLI,0.0001571350699989
2021,MLI,0.0001571350699989
2022,MLI,0.0001571350699989
2023,MLI,0.0001571350699989
2024,MLI,0.0001571350699989
2025,MLI,0.0001571350699989
2026,MLI,0.0001571350699989
2027,MLI,0.0001571350699989
2028,MLI,0.0001571350699989
2029,MLI,0.0001571350699989
2030,MLI,0.0001571350699989
2031,MLI,0.0001571350699989
2032,MLI,0.0001571350699989
2033,MLI,0.0001571350699989
2034,MLI,0.0001571350699989
2035,MLI,0.0001571350699989
2036,MLI,0.0001571350699989
2037,MLI,0.0001571350699989
2038,MLI,0.0001571350699989
2039,MLI,0.0001571350699989
2040,MLI,0.0001571350699989
2041,MLI,0.0001571350699989
2042,MLI,0.0001571350699989
2043,MLI,0.0001571350699989
2044,MLI,0.0001571350699989
2045,MLI,0.0001571350699989
2046,MLI,0.0001571350699989
2047,MLI,0.0001571350699989
2048,MLI,0.0001571350699989
2049,MLI,0.0001571350699989
2050,MLI,0.0001571350699989
2019,MMR,0.0
2020,MMR,1.74937118976096e-05
2021,MMR,1.74937118976096e-05
2022,MMR,1.74937118976096e-05
2023,MMR,1.74937118976096e-05
2024,MMR,1.74937118976096e-05
2025,MMR,1.74937118976096e-05
2026,MMR,1.74937118976096e-05
2027,MMR,1.74937118976096e-05
2028,MMR,1.74937118976096e-05
2029,MMR,1.74937118976096e-05
2030,MMR,1.74937118976096e-05
2031,MMR,1.74937118976096e-05
2032,MMR,1.74937118976096e-05
2033,MMR,1.74937118976096e-05
2034,MMR,1.74937118976096e-05
2035,MMR,1.74937118976096e-05
2036,MMR,1.74937118976096e-05
2037,MMR,1.74937118976096e-05
2038,MMR,1.74937118976096e-05
2039,MMR,1.74937118976096e-05
2040,MMR,1.74937118976096e-05
2041,MMR,1.74937118976096e-05
2042,MMR,1.74937118976096e-05
2043,MMR,1.74937118976096e-05
2044,MMR,1.74937118976096e-05
2045,MMR,1.74937118976096e-05
2046,MMR,1.74937118976096e-05
2047,MMR,1.74937118976096e-05
2048,MMR,1.74937118976096e-05
2049,MMR,1.74937118976096e-05
2050,MMR,1.74937118976096e-05
2019,MNE,0.0
2020,MNE,1.124716094561267e-06
2021,MNE,1.124716094561267e-06
2022,MNE,1.124716094561267e-06
2023,MNE,1.124716094561267e-06
2024,MNE,1.124716094561267e-06
2025,MNE,1.124716094561267e-06
2026,MNE,1.124716094561267e-06
2027,MNE,1.124716094561267e-06
2028,MNE,1.124716094561267e-06
2029,MNE,1.124716094561267e-06
2030,MNE,1.124716094561267e-06
2031,MNE,1.124716094561267e-06
2032,MNE,1.124716094561267e-06
2033,MNE,1.124716094561267e-06
2034,MNE,1.124716094561267e-06
2035,MNE,1.124716094561267e-06
2036,MNE,1.124716094561267e-06
2037,MNE,1.124716094561267e-06
2038,MNE,1.124716094561267e-06
2039,MNE,1.124716094561267e-06
2040,MNE,1.124716094561267e-06
2041,MNE,1.124716094561267e-06
2042,MNE,1.124716094561267e-06
2043,MNE,1.124716094561267e-06
2044,MNE,1.124716094561267e-06
2045,MNE,1.124716094561267e-06
2046,MNE,1.124716094561267e-06
2047,MNE,1.124716094561267e-06
2048,MNE,1.124716094561267e-06
2049,MNE,1.124716094561267e-06
2050,MNE,1.124716094561267e-06
2019,MNG,2.4606587077530783e-05
2020,MNG,2.4616022045226213e-05
2021,MNG,2.4616022045226213e-05
2022,MNG,2.4616022045226213e-05
2023,MNG,2.4616022045226213e-05
2024,MNG,2.4616022045226213e-05
2025,MNG,2.4616022045226213e-05
2026,MNG,2.4616022045226213e-05
2027,MNG,2.4616022045226213e-05
2028,MNG,2.4616022045226213e-05
2029,MNG,2.4616022045226213e-05
2030,MNG,2.4616022045226213e-05
2031,MNG,2.4616022045226213e-05
2032,MNG,2.4616022045226213e-05
2033,MNG,2.4616022045226213e-05
2034,MNG,2.4616022045226213e-05
2035,MNG,2.4616022045226213e-05
2036,MNG,2.4616022045226213e-05
2037,MNG,2.4616022045226213e-05
2038,MNG,2.4616022045226213e-05
2039,MNG,2.4616022045226213e-05
2040,MNG,2.4616022045226213e-05
2041,MNG,2.4616022045226213e-05
2042,MNG,2.4616022045226213e-05
2043,MNG,2.4616022045226213e-05
2044,MNG,2.4616022045226213e-05
2045,MNG,2.4616022045226213e-05
2046,MNG,2.4616022045226213e-05
2047,MNG,2.4616022045226213e-05
2048,MNG,2.4616022045226213e-05
2049,MNG,2.4616022045226213e-05
2050,MNG,2.4616022045226213e-05
2019,MOZ,1.0200886504639503e-05
2020,MOZ,9.89387706555508e-05
2021,MOZ,9.89387706555508e-05
2022,MOZ,9.89387706555508e-05
2023,MOZ,9.89387706555508e-05
2024,MOZ,9.89387706555508e-05
2025,MOZ,9.89387706555508e-05
2026,MOZ,9.89387706555508e-05
2027,MOZ,9.89387706555508e-05
2028,MOZ,9.89387706555508e-05
2029,MOZ,9.89387706555508e-05
2030,MOZ,9.89387706555508e-05
2031,MOZ,9.89387706555508e-05
2032,MOZ,9.89387706555508e-05
2033,MOZ,9.89387706555508e-05
2034,MOZ,9.89387706555508e-05
2035,MOZ,9.89387706555508e-05
2036,MOZ,9.89387706555508e-05
2037,MOZ,9.89387706555508e-05
2038,MOZ,9.89387706555508e-05
2039,MOZ,9.89387706555508e-05
2040,MOZ,9.89387706555508e-05
2041,MOZ,9.89387706555508e-05
2042,MOZ,9.89387706555508e-05
2043,MOZ,9.89387706555508e-05
2044,MOZ,9.89387706555508e-05
2045,MOZ,9.89387706555508e-05
2046,MOZ,9.89387706555508e-05
2047,MOZ,9.89387706555508e-05
2048,MOZ,9.89387706555508e-05
2049,MOZ,9.89387706555508e-05
2050,MOZ,9.89387706555508e-05
2019,MRT,0.0016616828222072
2020,MRT,0.0005469800362411
2021,MRT,0.0005469800362411
2022,MRT,0.0005469800362411
2023,MRT,0.0005469800362411
2024,MRT,0.0005469800362411
2025,MRT,0.0005469800362411
2026,MRT,0.0005469800362411
2027,MRT,0.0005469800362411
2028,MRT,0.0005469800362411
2029,MRT,0.0005469800362411
2030,MRT,0.0005469800362411
2031,MRT,0.0005469800362411
2032,MRT,0.0005469800362411
2033,MRT,0.0005469800362411
2034,MRT,0.0005469800362411
2035,MRT,0.0005469800362411
2036,MRT,0.0005469800362411
2037,MRT,0.0005469800362411
2038,MRT,0.0005469800362411
2039,MRT,0.0005469800362411
2040,MRT,0.0005469800362411
2041,MRT,0.0005469800362411
2042,MRT,0.0005469800362411
2043,MRT,0.0005469800362411
2044,MRT,0.0005469800362411
2045,MRT,0.0005469800362411
2046,MRT,0.0005469800362411
2047,MRT,0.0005469800362411
2048,MRT,0.0005469800362411
2049,MRT,0.0005469800362411
2050,MRT,0.0005469800362411
2019,MUS,0.0
2020,MUS,0.0002479934196429
2021,MUS,0.0002479934196429
2022,MUS,0.0002479934196429
2023,MUS,0.0002479934196429
2024,MUS,0.0002479934196429
2025,MUS,0.0002479934196429
2026,MUS,0.0002479934196429
2027,MUS,0.0002479934196429
2028,MUS,0.0002479934196429
2029,MUS,0.0002479934196429
2030,MUS,0.0002479934196429
2031,MUS,0.0002479934196429
2032,MUS,0.0002479934196429
2033,MUS,0.0002479934196429
2034,MUS,0.0002479934196429
2035,MUS,0.0002479934196429
2036,MUS,0.0002479934196429
2037,MUS,0.0002479934196429
2038,MUS,0.0002479934196429
2039,MUS,0.0002479934196429
2040,MUS,0.0002479934196429
2041,MUS,0.0002479934196429
2042,MUS,0.0002479934196429
2043,MUS,0.0002479934196429
2044,MUS,0.0002479934196429
2045,MUS,0.0002479934196429
2046,MUS,0.0002479934196429
2047,MUS,0.0002479934196429
2048,MUS,0.0002479934196429
2049,MUS,0.0002479934196429
2050,MUS,0.0002479934196429
2019,MWI,0.0030058045665407
2020,MWI,0.0030262723241606
2021,MWI,0.0030262723241606
2022,MWI,0.0030262723241606
2023,MWI,0.0030262723241606
2024,MWI,0.0030262723241606
2025,MWI,0.0030262723241606
2026,MWI,0.0030262723241606
2027,MWI,0.0030262723241606
2028,MWI,0.0030262723241606
2029,MWI,0.0030262723241606
2030,MWI,0.0030262723241606
2031,MWI,0.0030262723241606
2032,MWI,0.0030262723241606
2033,MWI,0.0030262723241606
2034,MWI,0.0030262723241606
2035,MWI,0.0030262723241606
2036,MWI,0.0030262723241606
2037,MWI,0.0030262723241606
2038,MWI,0.0030262723241606
2039,MWI,0.0030262723241606
2040,MWI,0.0030262723241606
2041,MWI,0.0030262723241606
2042,MWI,0.0030262723241606
2043,MWI,0.0030262723241606
2044,MWI,0.0030262723241606
2045,MWI,0.0030262723241606
2046,MWI,0.0030262723241606
2047,MWI,0.0030262723241606
2048,MWI,0.0030262723241606
2049,MWI,0.0030262723241606
2050,MWI,0.0030262723241606
2019,MYS,0.0
2020,MYS,0.0
2021,MYS,0.0
2022,MYS,0.0
2023,MYS,0.0
2024,MYS,0.0
2025,MYS,0.0
2026,MYS,0.0
2027,MYS,0.0
2028,MYS,0.0
2029,MYS,0.0
2030,MYS,0.0
2031,MYS,0.0
2032,MYS,0.0
2033,MYS,0.0
2034,MYS,0.0
2035,MYS,0.0
2036,MYS,0.0
2037,MYS,0.0
2038,MYS,0.0
2039,MYS,0.0
2040,MYS,0.0
2041,MYS,0.0
2042,MYS,0.0
2043,MYS,0.0
2044,MYS,0.0
2045,MYS,0.0
2046,MYS,0.0
2047,MYS,0.0
2048,MYS,0.0
2049,MYS,0.0
2050,MYS,0.0
2019,NAM,0.0
2020,NAM,1.1173943485667427e-05
2021,NAM,1.1173943485667427e-05
2022,NAM,1.1173943485667427e-05
2023,NAM,1.1173943485667427e-05
2024,NAM,1.1173943485667427e-05
2025,NAM,1.1173943485667427e-05
2026,NAM,1.1173943485667427e-05
2027,NAM,1.1173943485667427e-05
2028,NAM,1.1173943485667427e-05
2029,NAM,1.1173943485667427e-05
2030,NAM,1.1173943485667427e-05
2031,NAM,1.1173943485667427e-05
2032,NAM,1.1173943485667427e-05
2033,NAM,1.1173943485667427e-05
2034,NAM,1.1173943485667427e-05
2035,NAM,1.1173943485667427e-05
2036,NAM,1.1173943485667427e-05
2037,NAM,1.1173943485667427e-05
2038,NAM,1.1173943485667427e-05
2039,NAM,1.1173943485667427e-05
2040,NAM,1.1173943485667427e-05
2041,NAM,1.1173943485667427e-05
2042,NAM,1.1173943485667427e-05
2043,NAM,1.1173943485667427e-05
2044,NAM,1.1173943485667427e-05
2045,NAM,1.1173943485667427e-05
2046,NAM,1.1173943485667427e-05
2047,NAM,1.1173943485667427e-05
2048,NAM,1.1173943485667427e-05
2049,NAM,1.1173943485667427e-05
2050,NAM,1.1173943485667427e-05
2019,NCL,0.0
2020,NCL,0.0
2021,NCL,0.0
2022,NCL,0.0
2023,NCL,0.0
2024,NCL,0.0
2025,NCL,0.0
2026,NCL,0.0
2027,NCL,0.0
2028,NCL,0.0
2029,NCL,0.0
2030,NCL,0.0
2031,NCL,0.0
2032,NCL,0.0
2033,NCL,0.0
2034,NCL,0.0
2035,NCL,0.0
2036,NCL,0.0
2037,NCL,0.0
2038,NCL,0.0
2039,NCL,0.0
2040,NCL,0.0
2041,NCL,0.0
2042,NCL,0.0
2043,NCL,0.0
2044,NCL,0.0
2045,NCL,0.0
2046,NCL,0.0
2047,NCL,0.0
2048,NCL,0.0
2049,NCL,0.0
2050,NCL,0.0
2019,NER,4.417303541115042e-05
2020,NER,1.0230282643843125e-05
2021,NER,1.0230282643843125e-05
2022,NER,1.0230282643843125e-05
2023,NER,1.0230282643843125e-05
2024,NER,1.0230282643843125e-05
2025,NER,1.0230282643843125e-05
2026,NER,1.0230282643843125e-05
2027,NER,1.0230282643843125e-05
2028,NER,1.0230282643843125e-05
2029,NER,1.0230282643843125e-05
2030,NER,1.0230282643843125e-05
2031,NER,1.0230282643843125e-05
2032,NER,1.0230282643843125e-05
2033,NER,1.0230282643843125e-05
2034,NER,1.0230282643843125e-05
2035,NER,1.0230282643843125e-05
2036,NER,1.0230282643843125e-05
2037,NER,1.0230282643843125e-05
2038,NER,1.0230282643843125e-05
2039,NER,1.0230282643843125e-05
2040,NER,1.0230282643843125e-05
2041,NER,1.0230282643843125e-05
2042,NER,1.0230282643843125e-05
2043,NER,1.0230282643843125e-05
2044,NER,1.0230282643843125e-05
2045,NER,1.0230282643843125e-05
2046,NER,1.0230282643843125e-05
2047,NER,1.0230282643843125e-05
2048,NER,1.0230282643843125e-05
2049,NER,1.0230282643843125e-05
2050,NER,1.0230282643843125e-05
2019,NGA,0.0
2020,NGA,0.0
2021,NGA,0.0
2022,NGA,0.0
2023,NGA,0.0
2024,NGA,0.0
2025,NGA,0.0
2026,NGA,0.0
2027,NGA,0.0
2028,NGA,0.0
2029,NGA,0.0
2030,NGA,0.0
2031,NGA,0.0
2032,NGA,0.0
2033,NGA,0.0
2034,NGA,0.0
2035,NGA,0.0
2036,NGA,0.0
2037,NGA,0.0
2038,NGA,0.0
2039,NGA,0.0
2040,NGA,0.0
2041,NGA,0.0
2042,NGA,0.0
2043,NGA,0.0
2044,NGA,0.0
2045,NGA,0.0
2046,NGA,0.0
2047,NGA,0.0
2048,NGA,0.0
2049,NGA,0.0
2050,NGA,0.0
2019,NIC,5.112594551653534e-06
2020,NIC,0.001389794764884
2021,NIC,0.001389794764884
2022,NIC,0.001389794764884
2023,NIC,0.001389794764884
2024,NIC,0.001389794764884
2025,NIC,0.001389794764884
2026,NIC,0.001389794764884
2027,NIC,0.001389794764884
2028,NIC,0.001389794764884
2029,NIC,0.001389794764884
2030,NIC,0.001389794764884
2031,NIC,0.001389794764884
2032,NIC,0.001389794764884
2033,NIC,0.001389794764884
2034,NIC,0.001389794764884
2035,NIC,0.001389794764884
2036,NIC,0.001389794764884
2037,NIC,0.001389794764884
2038,NIC,0.001389794764884
2039,NIC,0.001389794764884
2040,NIC,0.001389794764884
2041,NIC,0.001389794764884
2042,NIC,0.001389794764884
2043,NIC,0.001389794764884
2044,NIC,0.001389794764884
2045,NIC,0.001389794764884
2046,NIC,0.001389794764884
2047,NIC,0.001389794764884
2048,NIC,0.001389794764884
2049,NIC,0.001389794764884
2050,NIC,0.001389794764884
2019,NLD,0.0007419450154096
2020,NLD,0.0003281319190383
2021,NLD,0.0003281319190383
2022,NLD,0.0003281319190383
2023,NLD,0.0003281319190383
2024,NLD,0.0003281319190383
2025,NLD,0.0003281319190383
2026,NLD,0.0003281319190383
2027,NLD,0.0003281319190383
2028,NLD,0.0003281319190383
2029,NLD,0.0003281319190383
2030,NLD,0.0003281319190383
2031,NLD,0.0003281319190383
2032,NLD,0.0003281319190383
2033,NLD,0.0003281319190383
2034,NLD,0.0003281319190383
2035,NLD,0.0003281319190383
2036,NLD,0.0003281319190383
2037,NLD,0.0003281319190383
2038,NLD,0.0003281319190383
2039,NLD,0.0003281319190383
2040,NLD,0.0003281319190383
2041,NLD,0.0003281319190383
2042,NLD,0.0003281319190383
2043,NLD,0.0003281319190383
2044,NLD,0.0003281319190383
2045,NLD,0.0003281319190383
2046,NLD,0.0003281319190383
2047,NLD,0.0003281319190383
2048,NLD,0.0003281319190383
2049,NLD,0.0003281319190383
2050,NLD,0.0003281319190383
2019,NOR,0.0026328534611027
2020,NOR,0.0050031531494712
2021,NOR,0.0050031531494712
2022,NOR,0.0050031531494712
2023,NOR,0.0050031531494712
2024,NOR,0.0050031531494712
2025,NOR,0.0050031531494712
2026,NOR,0.0050031531494712
2027,NOR,0.0050031531494712
2028,NOR,0.0050031531494712
2029,NOR,0.0050031531494712
2030,NOR,0.0050031531494712
2031,NOR,0.0050031531494712
2032,NOR,0.0050031531494712
2033,NOR,0.0050031531494712
2034,NOR,0.0050031531494712
2035,NOR,0.0050031531494712
2036,NOR,0.0050031531494712
2037,NOR,0.0050031531494712
2038,NOR,0.0050031531494712
2039,NOR,0.0050031531494712
2040,NOR,0.0050031531494712
2041,NOR,0.0050031531494712
2042,NOR,0.0050031531494712
2043,NOR,0.0050031531494712
2044,NOR,0.0050031531494712
2045,NOR,0.0050031531494712
2046,NOR,0.0050031531494712
2047,NOR,0.0050031531494712
2048,NOR,0.0050031531494712
2049,NOR,0.0050031531494712
2050,NOR,0.0050031531494712
2019,NPL,4.366117358871428e-05
2020,NPL,3.418548669740445e-05
2021,NPL,3.418548669740445e-05
2022,NPL,3.418548669740445e-05
2023,NPL,3.418548669740445e-05
2024,NPL,3.418548669740445e-05
2025,NPL,3.418548669740445e-05
2026,NPL,3.418548669740445e-05
2027,NPL,3.418548669740445e-05
2028,NPL,3.418548669740445e-05
2029,NPL,3.418548669740445e-05
2030,NPL,3.418548669740445e-05
2031,NPL,3.418548669740445e-05
2032,NPL,3.418548669740445e-05
2033,NPL,3.418548669740445e-05
2034,NPL,3.418548669740445e-05
2035,NPL,3.418548669740445e-05
2036,NPL,3.418548669740445e-05
2037,NPL,3.418548669740445e-05
2038,NPL,3.418548669740445e-05
2039,NPL,3.418548669740445e-05
2040,NPL,3.418548669740445e-05
2041,NPL,3.418548669740445e-05
2042,NPL,3.418548669740445e-05
2043,NPL,3.418548669740445e-05
2044,NPL,3.418548669740445e-05
2045,NPL,3.418548669740445e-05
2046,NPL,3.418548669740445e-05
2047,NPL,3.418548669740445e-05
2048,NPL,3.418548669740445e-05
2049,NPL,3.418548669740445e-05
2050,NPL,3.418548669740445e-05
2019,NZL,0.0004129366985832
2020,NZL,0.0007102249995684
2021,NZL,0.0007102249995684
2022,NZL,0.0007102249995684
2023,NZL,0.0007102249995684
2024,NZL,0.0007102249995684
2025,NZL,0.0007102249995684
2026,NZL,0.0007102249995684
2027,NZL,0.0007102249995684
2028,NZL,0.0007102249995684
2029,NZL,0.0007102249995684
2030,NZL,0.0007102249995684
2031,NZL,0.0007102249995684
2032,NZL,0.0007102249995684
2033,NZL,0.0007102249995684
2034,NZL,0.0007102249995684
2035,NZL,0.0007102249995684
2036,NZL,0.0007102249995684
2037,NZL,0.0007102249995684
2038,NZL,0.0007102249995684
2039,NZL,0.0007102249995684
2040,NZL,0.0007102249995684
2041,NZL,0.0007102249995684
2042,NZL,0.0007102249995684
2043,NZL,0.0007102249995684
2044,NZL,0.0007102249995684
2045,NZL,0.0007102249995684
2046,NZL,0.0007102249995684
2047,NZL,0.0007102249995684
2048,NZL,0.0007102249995684
2049,NZL,0.0007102249995684
2050,NZL,0.0007102249995684
2019,PAK,0.0001094531841752
2020,PAK,3.662840430249521e-05
2021,PAK,3.662840430249521e-05
2022,PAK,3.662840430249521e-05
2023,PAK,3.662840430249521e-05
2024,PAK,3.662840430249521e-05
2025,PAK,3.662840430249521e-05
2026,PAK,3.662840430249521e-05
2027,PAK,3.662840430249521e-05
2028,PAK,3.662840430249521e-05
2029,PAK,3.662840430249521e-05
2030,PAK,3.662840430249521e-05
2031,PAK,3.662840430249521e-05
2032,PAK,3.662840430249521e-05
2033,PAK,3.662840430249521e-05
2034,PAK,3.662840430249521e-05
2035,PAK,3.662840430249521e-05
2036,PAK,3.662840430249521e-05
2037,PAK,3.662840430249521e-05
2038,PAK,3.662840430249521e-05
2039,PAK,3.662840430249521e-05
