Year,iso_code3,nemomod_entc_frac_min_share_production_pp_gas
2016,SEN,0.2674423400519852
2017,SEN,0.2696512916942669
2018,SEN,0.2694147272622158
2019,SEN,0.2785555728269729
2020,SEN,0.2704952536746894
2010,SGP,0.0251469503243695
2011,SGP,0.0251469503243695
2012,SGP,0.0251469503243695
2013,SGP,0.0251469503243695
2014,SGP,0.0251469503243695
2015,SGP,0.0251469503243695
2016,SGP,0.0279044708547933
2017,SGP,0.0276750520038339
2018,SGP,0.028847824973552
2019,SGP,0.0281307045235582
2020,SGP,0.027632339312462
2010,SLB,0.19304209354922
2011,SLB,0.186687679017823
2012,SLB,0.2033974923740704
2013,SLB,0.1993723369769582
2014,SLB,0.22637881069693
2015,SLB,0.1964385832944483
2016,SLB,0.1790806209458386
2017,SLB,0.2118180542680117
2018,SLB,0.1880837065589068
2019,SLB,0.2023194482495518
2020,SLB,0.1936828087189686
2010,SLE,0.2612799604807872
2011,SLE,0.2674350739517805
2012,SLE,0.262731975019404
2013,SLE,0.261608471520581
2014,SLE,0.2624938911886789
2015,SLE,0.2726294743241191
2016,SLE,0.2674423400519852
2017,SLE,0.2696512916942669
2018,SLE,0.2694147272622158
2019,SLE,0.2785555728269729
2020,SLE,0.2704952536746894
2010,SLV,0.0
2011,SLV,0.0
2012,SLV,0.0
2013,SLV,0.0
2014,SLV,0.0
2015,SLV,0.0
2016,SLV,0.0
2017,SLV,0.0
2018,SLV,0.0
2019,SLV,0.0
2020,SLV,0.0
2010,SMR,0.5068783728827837
2011,SMR,0.4790825353094866
2012,SMR,0.4316330997159966
2013,SMR,0.3749614538746288
2014,SMR,0.3336019559349912
2015,SMR,0.3916129625037874
2016,SMR,0.4362985639638208
2017,SMR,0.4754666259002463
2018,SMR,0.4439836565633315
2019,SMR,0.4825814867139554
2020,SMR,0.4769313321436839
2010,SOM,0.2612799604807872
2011,SOM,0.2674350739517805
2012,SOM,0.262731975019404
2013,SOM,0.261608471520581
2014,SOM,0.2624938911886789
2015,SOM,0.2726294743241191
2016,SOM,0.2674423400519852
2017,SOM,0.2696512916942669
2018,SOM,0.2694147272622158
2019,SOM,0.2785555728269729
2020,SOM,0.2704952536746894
2010,SRB,0.005545275665512
2011,SRB,0.005545275665512
2012,SRB,0.005545275665512
2013,SRB,0.005545275665512
2014,SRB,0.005545275665512
2015,SRB,0.005545275665512
2016,SRB,0.0092971959440346
2017,SRB,0.0144643065526606
2018,SRB,0.0154496567965568
2019,SRB,0.017110900986859
2020,SRB,0.0131194725218292
2010,SSD,0.2612799604807872
2011,SSD,0.2674350739517805
2012,SSD,0.262731975019404
2013,SSD,0.261608471520581
2014,SSD,0.2624938911886789
2015,SSD,0.2726294743241191
2016,SSD,0.2674423400519852
2017,SSD,0.2696512916942669
2018,SSD,0.2694147272622158
2019,SSD,0.2785555728269729
2020,SSD,0.2704952536746894
2010,STP,0.2612799604807872
2011,STP,0.2674350739517805
2012,STP,0.262731975019404
2013,STP,0.261608471520581
2014,STP,0.2624938911886789
2015,STP,0.2726294743241191
2016,STP,0.2674423400519852
2017,STP,0.2696512916942669
2018,STP,0.2694147272622158
2019,STP,0.2785555728269729
2020,STP,0.2704952536746894
2010,SUR,0.1936248668932359
2011,SUR,0.1936248668932359
2012,SUR,0.1936248668932359
2013,SUR,0.1936248668932359
2014,SUR,0.1936248668932359
2015,SUR,0.2213534369580492
2016,SUR,0.2003403648635055
2017,SUR,0.1334526516495628
2018,SUR,0.1456336857961369
2019,SUR,0.1639042311610509
2020,SUR,0.1909935070601536
2010,SVK,0.0804572577519337
2011,SVK,0.1081558896019908
2012,SVK,0.0958982822868696
2013,SVK,0.087869031185683
2014,SVK,0.0567840167105159
2015,SVK,0.0566995089000705
2016,SVK,0.0529886552242877
2017,SVK,0.0568461802538747
2018,SVK,0.065594274103554
2019,SVK,0.1041665670568839
2020,SVK,0.1219921468152824
2010,SVN,0.0315438838533978
2011,SVN,0.0289184191121938
2012,SVN,0.0319584383085735
2013,SVN,0.0297924763503271
2014,SVN,0.0198320221714762
2015,SVN,0.0252494786030129
2016,SVN,0.024155479117465
2017,SVN,0.0276974490758051
2018,SVN,0.027899628767314
2019,SVN,0.0315158739877141
2020,SVN,0.032080768624971
2010,SWE,0.019035574135338
2011,SWE,0.010260062250843
2012,SWE,0.0053504940269964
2013,SWE,0.0055621218914142
2014,SWE,0.0026771500972762
2015,SWE,0.0025973843693484
2016,SWE,0.0039818903547722
2017,SWE,0.0016457565751599
2018,SWE,0.0022925468121968
2019,SWE,0.0016707186289716
2020,SWE,0.0003455806447074
2010,SWZ,0.2612799604807872
2011,SWZ,0.2674350739517805
2012,SWZ,0.262731975019404
2013,SWZ,0.261608471520581
2014,SWZ,0.2624938911886789
2015,SWZ,0.2726294743241191
2016,SWZ,0.2674423400519852
2017,SWZ,0.2696512916942669
2018,SWZ,0.2694147272622158
2019,SWZ,0.2785555728269729
2020,SWZ,0.2704952536746894
2010,SXM,0.1936248668932359
2011,SXM,0.1936248668932359
2012,SXM,0.1936248668932359
2013,SXM,0.1936248668932359
2014,SXM,0.1936248668932359
2015,SXM,0.2213534369580492
2016,SXM,0.2003403648635055
2017,SXM,0.1334526516495628
2018,SXM,0.1456336857961369
2019,SXM,0.1639042311610509
2020,SXM,0.1909935070601536
2010,SYC,0.2612799604807872
2011,SYC,0.2674350739517805
2012,SYC,0.262731975019404
2013,SYC,0.261608471520581
2014,SYC,0.2624938911886789
2015,SYC,0.2726294743241191
2016,SYC,0.2674423400519852
2017,SYC,0.2696512916942669
2018,SYC,0.2694147272622158
2019,SYC,0.2785555728269729
2020,SYC,0.2704952536746894
2010,SYR,0.0
2011,SYR,0.0
2012,SYR,0.0
2013,SYR,0.0
2014,SYR,0.0
2015,SYR,0.0
2016,SYR,0.0
2017,SYR,0.7762811880248968
2018,SYR,0.887437807072795
2019,SYR,0.8845975752095131
2020,SYR,0.8579434450818743
2010,TCA,0.1936248668932359
2011,TCA,0.1936248668932359
2012,TCA,0.1936248668932359
2013,TCA,0.1936248668932359
2014,TCA,0.1936248668932359
2015,TCA,0.2213534369580492
2016,TCA,0.2003403648635055
2017,TCA,0.1334526516495628
2018,TCA,0.1456336857961369
2019,TCA,0.1639042311610509
2020,TCA,0.1909935070601536
2010,TCD,0.2612799604807872
2011,TCD,0.2674350739517805
2012,TCD,0.262731975019404
2013,TCD,0.261608471520581
2014,TCD,0.2624938911886789
2015,TCD,0.2726294743241191
2016,TCD,0.2674423400519852
2017,TCD,0.2696512916942669
2018,TCD,0.2694147272622158
2019,TCD,0.2785555728269729
2020,TCD,0.2704952536746894
2010,TGO,0.2612799604807872
2011,TGO,0.2674350739517805
2012,TGO,0.262731975019404
2013,TGO,0.261608471520581
2014,TGO,0.2624938911886789
2015,TGO,0.2726294743241191
2016,TGO,0.2674423400519852
2017,TGO,0.2696512916942669
2018,TGO,0.2694147272622158
2019,TGO,0.2785555728269729
2020,TGO,0.2704952536746894
2010,THA,0.0251469503243695
2011,THA,0.0251469503243695
2012,THA,0.0251469503243695
2013,THA,0.0251469503243695
2014,THA,0.0251469503243695
2015,THA,0.0251469503243695
2016,THA,0.0279044708547933
2017,THA,0.0276750520038339
2018,THA,0.028847824973552
2019,THA,0.0281307045235582
2020,THA,0.027632339312462
2010,TJK,0.459802271585901
2011,TJK,0.4491261763290437
2012,TJK,0.4317500774987762
2013,TJK,0.4335023471726462
2014,TJK,0.4759208978267177
2015,TJK,0.3755666590296141
2016,TJK,0.3214101199570406
2017,TJK,0.3688479641273919
2018,TJK,0.301732124787096
2019,TJK,0.1850755028225637
2020,TJK,0.2226273681746437
2010,TKM,0.459802271585901
2011,TKM,0.4491261763290437
2012,TKM,0.4317500774987762
2013,TKM,0.4335023471726462
2014,TKM,0.4759208978267177
2015,TKM,0.3755666590296141
2016,TKM,0.3214101199570406
2017,TKM,0.3688479641273919
2018,TKM,0.301732124787096
2019,TKM,0.1850755028225637
2020,TKM,0.2226273681746437
2010,TLS,0.19304209354922
2011,TLS,0.186687679017823
2012,TLS,0.2033974923740704
2013,TLS,0.1993723369769582
2014,TLS,0.22637881069693
2015,TLS,0.1964385832944483
2016,TLS,0.1790806209458386
2017,TLS,0.2118180542680117
2018,TLS,0.1880837065589068
2019,TLS,0.2023194482495518
2020,TLS,0.1936828087189686
2010,TON,0.2133395617438323
2011,TON,0.1823595898205075
2012,TON,0.1941184810589696
2013,TON,0.1946149539362577
2014,TON,0.156642395665781
2015,TON,0.1500147153930947
2016,TON,0.1270365036656848
2017,TON,0.1539522598647503
2018,TON,0.1242981789930908
2019,TON,0.1263812897341749
2020,TON,0.1375802021346837
2010,TTO,0.1936248668932359
2011,TTO,0.1936248668932359
2012,TTO,0.1936248668932359
2013,TTO,0.1936248668932359
2014,TTO,0.1936248668932359
2015,TTO,0.2213534369580492
2016,TTO,0.2003403648635055
2017,TTO,0.1334526516495628
2018,TTO,0.1456336857961369
2019,TTO,0.1639042311610509
2020,TTO,0.1909935070601536
2010,TUN,0.0
2011,TUN,0.0
2012,TUN,0.0
2013,TUN,0.0
2014,TUN,0.0
2015,TUN,0.0
2016,TUN,0.0
2017,TUN,0.7762811880248968
2018,TUN,0.887437807072795
2019,TUN,0.8845975752095131
2020,TUN,0.8579434450818743
2010,TUR,0.459802271585901
2011,TUR,0.4491261763290437
2012,TUR,0.4317500774987762
2013,TUR,0.4335023471726462
2014,TUR,0.4759208978267177
2015,TUR,0.3755666590296141
2016,TUR,0.3214101199570406
2017,TUR,0.3688479641273919
2018,TUR,0.301732124787096
2019,TUR,0.1850755028225637
2020,TUR,0.2226273681746437
2010,TUV,0.2133395617438323
2011,TUV,0.1823595898205075
2012,TUV,0.1941184810589696
2013,TUV,0.1946149539362577
2014,TUV,0.156642395665781
2015,TUV,0.1500147153930947
2016,TUV,0.1270365036656848
2017,TUV,0.1539522598647503
2018,TUV,0.1242981789930908
2019,TUV,0.1263812897341749
2020,TUV,0.1375802021346837
2010,TZA,0.2612799604807872
2011,TZA,0.2674350739517805
2012,TZA,0.262731975019404
2013,TZA,0.261608471520581
2014,TZA,0.2624938911886789
2015,TZA,0.2726294743241191
2016,TZA,0.2674423400519852
2017,TZA,0.2696512916942669
2018,TZA,0.2694147272622158
2019,TZA,0.2785555728269729
2020,TZA,0.2704952536746894
2010,UGA,0.2612799604807872
2011,UGA,0.2674350739517805
2012,UGA,0.262731975019404
2013,UGA,0.261608471520581
2014,UGA,0.2624938911886789
2015,UGA,0.2726294743241191
2016,UGA,0.2674423400519852
2017,UGA,0.2696512916942669
2018,UGA,0.2694147272622158
2019,UGA,0.2785555728269729
2020,UGA,0.2704952536746894
2010,UKR,0.1322568032419472
2011,UKR,0.1322568032419472
2012,UKR,0.1322568032419472
2013,UKR,0.1322568032419472
2014,UKR,0.1322568032419472
2015,UKR,0.1322568032419472
2016,UKR,0.138962841874668
2017,UKR,0.1560594387474923
2018,UKR,0.1522139178297379
2019,UKR,0.1399202661729435
2020,UKR,0.156205494687524
2010,URY,0.5372573912682105
2011,URY,0.5372573912682105
2012,URY,0.5372573912682105
2013,URY,0.5372573912682105
2014,URY,0.5372573912682105
2015,URY,0.5372573912682105
2016,URY,0.5653874743503849
2017,URY,0.6220959208058456
2018,URY,0.6429245356690712
2019,URY,0.6457985147348254
2020,URY,0.6029204121779104
2010,USA,0.2312680467204078
2011,USA,0.2389039525745646
2012,USA,0.2932052337126732
2013,USA,0.2675983550877289
2014,USA,0.2660708891835589
2015,USA,0.3163679016107102
2016,USA,0.3263548126241931
2017,USA,0.3098322560449117
2018,USA,0.3382751065984676
2019,USA,0.3709410538447895
2020,USA,0.3947036671544687
2010,UZB,0.459802271585901
2011,UZB,0.4491261763290437
2012,UZB,0.4317500774987762
2013,UZB,0.4335023471726462
2014,UZB,0.4759208978267177
2015,UZB,0.3755666590296141
2016,UZB,0.3214101199570406
2017,UZB,0.3688479641273919
2018,UZB,0.301732124787096
2019,UZB,0.1850755028225637
2020,UZB,0.2226273681746437
2010,VCT,0.1936248668932359
2011,VCT,0.1936248668932359
2012,VCT,0.1936248668932359
2013,VCT,0.1936248668932359
2014,VCT,0.1936248668932359
2015,VCT,0.2213534369580492
2016,VCT,0.2003403648635055
2017,VCT,0.1334526516495628
2018,VCT,0.1456336857961369
2019,VCT,0.1639042311610509
2020,VCT,0.1909935070601536
2010,VEN,0.1936248668932359
2011,VEN,0.1936248668932359
2012,VEN,0.1936248668932359
2013,VEN,0.1936248668932359
2014,VEN,0.1936248668932359
2015,VEN,0.2213534369580492
2016,VEN,0.2003403648635055
2017,VEN,0.1334526516495628
2018,VEN,0.1456336857961369
2019,VEN,0.1639042311610509
2020,VEN,0.1909935070601536
2010,VGB,0.1936248668932359
2011,VGB,0.1936248668932359
2012,VGB,0.1936248668932359
2013,VGB,0.1936248668932359
2014,VGB,0.1936248668932359
2015,VGB,0.2213534369580492
2016,VGB,0.2003403648635055
2017,VGB,0.1334526516495628
2018,VGB,0.1456336857961369
2019,VGB,0.1639042311610509
2020,VGB,0.1909935070601536
2010,VIR,0.1936248668932359
2011,VIR,0.1936248668932359
2012,VIR,0.1936248668932359
2013,VIR,0.1936248668932359
2014,VIR,0.1936248668932359
2015,VIR,0.2213534369580492
2016,VIR,0.2003403648635055
2017,VIR,0.1334526516495628
2018,VIR,0.1456336857961369
2019,VIR,0.1639042311610509
2020,VIR,0.1909935070601536
2010,VNM,0.0251469503243695
2011,VNM,0.0251469503243695
2012,VNM,0.0251469503243695
2013,VNM,0.0251469503243695
2014,VNM,0.0251469503243695
2015,VNM,0.0251469503243695
2016,VNM,0.0279044708547933
2017,VNM,0.0276750520038339
2018,VNM,0.028847824973552
2019,VNM,0.0281307045235582
2020,VNM,0.027632339312462
2010,VUT,0.2133395617438323
2011,VUT,0.1823595898205075
2012,VUT,0.1941184810589696
2013,VUT,0.1946149539362577
2014,VUT,0.156642395665781
2015,VUT,0.1500147153930947
2016,VUT,0.1270365036656848
2017,VUT,0.1539522598647503
2018,VUT,0.1242981789930908
2019,VUT,0.1263812897341749
2020,VUT,0.1375802021346837
2010,WSM,0.2133395617438323
2011,WSM,0.1823595898205075
2012,WSM,0.1941184810589696
2013,WSM,0.1946149539362577
2014,WSM,0.156642395665781
2015,WSM,0.1500147153930947
2016,WSM,0.1270365036656848
2017,WSM,0.1539522598647503
2018,WSM,0.1242981789930908
2019,WSM,0.1263812897341749
2020,WSM,0.1375802021346837
2010,XKX,0.0313453841055763
2011,XKX,0.0313453841055763
2012,XKX,0.0313453841055763
2013,XKX,0.0313453841055763
2014,XKX,0.0313453841055763
2015,XKX,0.0313453841055763
2016,XKX,0.0981918741257047
2017,XKX,0.1458327872760391
2018,XKX,0.1294411315252154
2019,XKX,0.1603235659363062
2020,XKX,0.2095781654155334
2010,YEM,0.0
2011,YEM,0.0
2012,YEM,0.0
2013,YEM,0.0
2014,YEM,0.0
2015,YEM,0.0
2016,YEM,0.0
2017,YEM,0.7762811880248968
2018,YEM,0.887437807072795
2019,YEM,0.8845975752095131
2020,YEM,0.8579434450818743
2010,ZAF,0.2612799604807872
2011,ZAF,0.2674350739517805
2012,ZAF,0.262731975019404
2013,ZAF,0.261608471520581
2014,ZAF,0.2624938911886789
2015,ZAF,0.2726294743241191
2016,ZAF,0.2674423400519852
2017,ZAF,0.2696512916942669
2018,ZAF,0.2694147272622158
2019,ZAF,0.2785555728269729
2020,ZAF,0.2704952536746894
2010,ZMB,0.2612799604807872
2011,ZMB,0.2674350739517805
2012,ZMB,0.262731975019404
2013,ZMB,0.261608471520581
2014,ZMB,0.2624938911886789
2015,ZMB,0.2726294743241191
2016,ZMB,0.2674423400519852
2017,ZMB,0.2696512916942669
2018,ZMB,0.2694147272622158
2019,ZMB,0.2785555728269729
2020,ZMB,0.2704952536746894
2010,ZWE,0.2612799604807872
2011,ZWE,0.2674350739517805
2012,ZWE,0.262731975019404
2013,ZWE,0.261608471520581
2014,ZWE,0.2624938911886789
2015,ZWE,0.2726294743241191
2016,ZWE,0.2674423400519852
2017,ZWE,0.2696512916942669
2018,ZWE,0.2694147272622158
2019,ZWE,0.2785555728269729
2020,ZWE,0.2704952536746894
