Year,iso_code3,nemomod_entc_frac_min_share_production_pp_gas
2015,BDI,0.2726294743241191
2016,BDI,0.2674423400519852
2017,BDI,0.2696512916942669
2018,BDI,0.2694147272622158
2019,BDI,0.2785555728269729
2020,BDI,0.2704952536746894
2010,BEL,0.3379190307775906
2011,BEL,0.2875779135102399
2012,BEL,0.2904030191096437
2013,BEL,0.2575192808194161
2014,BEL,0.2740501780045445
2015,BEL,0.3252294481152851
2016,BEL,0.2648706639868805
2017,BEL,0.2716285134810935
2018,BEL,0.3271842228624033
2019,BEL,0.2787662154459726
2020,BEL,0.3060947795460418
2010,BEN,0.2612799604807872
2011,BEN,0.2674350739517805
2012,BEN,0.262731975019404
2013,BEN,0.261608471520581
2014,BEN,0.2624938911886789
2015,BEN,0.2726294743241191
2016,BEN,0.2674423400519852
2017,BEN,0.2696512916942669
2018,BEN,0.2694147272622158
2019,BEN,0.2785555728269729
2020,BEN,0.2704952536746894
2010,BFA,0.2612799604807872
2011,BFA,0.2674350739517805
2012,BFA,0.262731975019404
2013,BFA,0.261608471520581
2014,BFA,0.2624938911886789
2015,BFA,0.2726294743241191
2016,BFA,0.2674423400519852
2017,BFA,0.2696512916942669
2018,BFA,0.2694147272622158
2019,BFA,0.2785555728269729
2020,BFA,0.2704952536746894
2010,BGD,0.0451102869214265
2011,BGD,0.0451102869214265
2012,BGD,0.0451102869214265
2013,BGD,0.0451102869214265
2014,BGD,0.0451102869214265
2015,BGD,0.0451102869214265
2016,BGD,0.0493448369330093
2017,BGD,0.0491832759587673
2018,BGD,0.0424601163989626
2019,BGD,0.0395780231738693
2020,BGD,0.0427919841339772
2010,BGR,0.0357794396823299
2011,BGR,0.0357794396823299
2012,BGR,0.0357794396823299
2013,BGR,0.0357794396823299
2014,BGR,0.0357794396823299
2015,BGR,0.0357794396823299
2016,BGR,0.0426718593727249
2017,BGR,0.0398413729635473
2018,BGR,0.0405015136778381
2019,BGR,0.0457906548650234
2020,BGR,0.0524330064179944
2010,BHR,0.0
2011,BHR,0.0
2012,BHR,0.0
2013,BHR,0.0
2014,BHR,0.0
2015,BHR,0.0
2016,BHR,0.0
2017,BHR,0.7762811880248968
2018,BHR,0.887437807072795
2019,BHR,0.8845975752095131
2020,BHR,0.8579434450818743
2010,BHS,0.0
2011,BHS,0.0
2012,BHS,0.0
2013,BHS,0.0
2014,BHS,0.0
2015,BHS,0.0
2016,BHS,0.0
2017,BHS,0.0
2018,BHS,0.0
2019,BHS,0.0
2020,BHS,0.0
2010,BIH,0.098562851941573
2011,BIH,0.098562851941573
2012,BIH,0.098562851941573
2013,BIH,0.098562851941573
2014,BIH,0.098562851941573
2015,BIH,0.098562851941573
2016,BIH,0.1169499634361682
2017,BIH,0.2482840472697018
2018,BIH,0.156665258289354
2019,BIH,0.1977793389622996
2020,BIH,0.2470683761224126
2010,BLR,0.5656516635154684
2011,BLR,0.562568843800609
2012,BLR,0.5811724501936789
2013,BLR,0.4751541709440665
2014,BLR,0.4088193612418672
2015,BLR,0.4159057890837719
2016,BLR,0.2386989887775107
2017,BLR,0.1429599874117333
2018,BLR,0.0933321020667855
2019,BLR,0.1307398720051872
2020,BLR,0.3295492329323449
2010,BLZ,0.0
2011,BLZ,0.0
2012,BLZ,0.0
2013,BLZ,0.0
2014,BLZ,0.0
2015,BLZ,0.0
2016,BLZ,0.0
2017,BLZ,0.0
2018,BLZ,0.0
2019,BLZ,0.0
2020,BLZ,0.0
2010,BMU,0.0826410309443437
2011,BMU,0.0888034591097388
2012,BMU,0.0936763011298112
2013,BMU,0.0860333653732006
2014,BMU,0.0844057436574341
2015,BMU,0.09451069764383
2016,BMU,0.089522298842296
2017,BMU,0.0786015243542879
2018,BMU,0.0976225168424587
2019,BMU,0.1013317852394463
2020,BMU,0.0938177769829442
2010,BOL,0.5372573912682105
2011,BOL,0.5372573912682105
2012,BOL,0.5372573912682105
2013,BOL,0.5372573912682105
2014,BOL,0.5372573912682105
2015,BOL,0.5372573912682105
2016,BOL,0.5653874743503849
2017,BOL,0.6220959208058456
2018,BOL,0.6429245356690712
2019,BOL,0.6457985147348254
2020,BOL,0.6029204121779104
2010,BRA,0.1322573642183202
2011,BRA,0.1322573642183202
2012,BRA,0.1322573642183202
2013,BRA,0.1322573642183202
2014,BRA,0.1322573642183202
2015,BRA,0.1322573642183202
2016,BRA,0.0941104443433073
2017,BRA,0.1078485413317637
2018,BRA,0.08784908485709
2019,BRA,0.0932776088225942
2020,BRA,0.0831025935356779
2010,BRB,0.1936248668932359
2011,BRB,0.1936248668932359
2012,BRB,0.1936248668932359
2013,BRB,0.1936248668932359
2014,BRB,0.1936248668932359
2015,BRB,0.2213534369580492
2016,BRB,0.2003403648635055
2017,BRB,0.1334526516495628
2018,BRB,0.1456336857961369
2019,BRB,0.1639042311610509
2020,BRB,0.1909935070601536
2010,BRN,0.0251469503243695
2011,BRN,0.0251469503243695
2012,BRN,0.0251469503243695
2013,BRN,0.0251469503243695
2014,BRN,0.0251469503243695
2015,BRN,0.0251469503243695
2016,BRN,0.0279044708547933
2017,BRN,0.0276750520038339
2018,BRN,0.028847824973552
2019,BRN,0.0281307045235582
2020,BRN,0.027632339312462
2010,BTN,0.0451102869214265
2011,BTN,0.0451102869214265
2012,BTN,0.0451102869214265
2013,BTN,0.0451102869214265
2014,BTN,0.0451102869214265
2015,BTN,0.0451102869214265
2016,BTN,0.0493448369330093
2017,BTN,0.0491832759587673
2018,BTN,0.0424601163989626
2019,BTN,0.0395780231738693
2020,BTN,0.0427919841339772
2010,BWA,0.2612799604807872
2011,BWA,0.2674350739517805
2012,BWA,0.262731975019404
2013,BWA,0.261608471520581
2014,BWA,0.2624938911886789
2015,BWA,0.2726294743241191
2016,BWA,0.2674423400519852
2017,BWA,0.2696512916942669
2018,BWA,0.2694147272622158
2019,BWA,0.2785555728269729
2020,BWA,0.2704952536746894
2010,CAF,0.2612799604807872
2011,CAF,0.2674350739517805
2012,CAF,0.262731975019404
2013,CAF,0.261608471520581
2014,CAF,0.2624938911886789
2015,CAF,0.2726294743241191
2016,CAF,0.2674423400519852
2017,CAF,0.2696512916942669
2018,CAF,0.2694147272622158
2019,CAF,0.2785555728269729
2020,CAF,0.2704952536746894
2010,CAN,0.0826410309443437
2011,CAN,0.0888034591097388
2012,CAN,0.0936763011298112
2013,CAN,0.0860333653732006
2014,CAN,0.0844057436574341
2015,CAN,0.09451069764383
2016,CAN,0.089522298842296
2017,CAN,0.0786015243542879
2018,CAN,0.0976225168424587
2019,CAN,0.1013317852394463
2020,CAN,0.0938177769829442
2010,CHE,0.0150073760933397
2011,CHE,0.0147566103596582
2012,CHE,0.0129345629667343
2013,CHE,0.010656970579451
2014,CHE,0.0069545439613658
2015,CHE,0.0092040968008735
2016,CHE,0.0134922487806295
2017,CHE,0.0113687994439223
2018,CHE,0.0089039551921032
2019,CHE,0.0081528921315952
2020,CHE,0.0085303339789856
2010,CHL,0.1738977676153727
2011,CHL,0.2051113927248193
2012,CHL,0.1803548201808875
2013,CHL,0.1503802421399653
2014,CHL,0.1443605190156227
2015,CHL,0.1483229969640422
2016,CHL,0.1478258860968918
2017,CHL,0.1668388481989563
2018,CHL,0.1576813482839842
2019,CHL,0.1860448563613811
2020,CHL,0.1799425023451785
2010,CHN,0.0251469503243695
2011,CHN,0.0251469503243695
2012,CHN,0.0251469503243695
2013,CHN,0.0251469503243695
2014,CHN,0.0251469503243695
2015,CHN,0.0251469503243695
2016,CHN,0.0279044708547933
2017,CHN,0.0276750520038339
2018,CHN,0.028847824973552
2019,CHN,0.0281307045235582
2020,CHN,0.027632339312462
2010,CIV,0.2612799604807872
2011,CIV,0.2674350739517805
2012,CIV,0.262731975019404
2013,CIV,0.261608471520581
2014,CIV,0.2624938911886789
2015,CIV,0.2726294743241191
2016,CIV,0.2674423400519852
2017,CIV,0.2696512916942669
2018,CIV,0.2694147272622158
2019,CIV,0.2785555728269729
2020,CIV,0.2704952536746894
2010,CMR,0.2612799604807872
2011,CMR,0.2674350739517805
2012,CMR,0.262731975019404
2013,CMR,0.261608471520581
2014,CMR,0.2624938911886789
2015,CMR,0.2726294743241191
2016,CMR,0.2674423400519852
2017,CMR,0.2696512916942669
2018,CMR,0.2694147272622158
2019,CMR,0.2785555728269729
2020,CMR,0.2704952536746894
2010,COD,0.2612799604807872
2011,COD,0.2674350739517805
2012,COD,0.262731975019404
2013,COD,0.261608471520581
2014,COD,0.2624938911886789
2015,COD,0.2726294743241191
2016,COD,0.2674423400519852
2017,COD,0.2696512916942669
2018,COD,0.2694147272622158
2019,COD,0.2785555728269729
2020,COD,0.2704952536746894
2010,COG,0.2612799604807872
2011,COG,0.2674350739517805
2012,COG,0.262731975019404
2013,COG,0.261608471520581
2014,COG,0.2624938911886789
2015,COG,0.2726294743241191
2016,COG,0.2674423400519852
2017,COG,0.2696512916942669
2018,COG,0.2694147272622158
2019,COG,0.2785555728269729
2020,COG,0.2704952536746894
2010,COL,0.1936248668932359
2011,COL,0.1936248668932359
2012,COL,0.1936248668932359
2013,COL,0.1936248668932359
2014,COL,0.1936248668932359
2015,COL,0.2213534369580492
2016,COL,0.2003403648635055
2017,COL,0.1334526516495628
2018,COL,0.1456336857961369
2019,COL,0.1639042311610509
2020,COL,0.1909935070601536
2010,COM,0.2612799604807872
2011,COM,0.2674350739517805
2012,COM,0.262731975019404
2013,COM,0.261608471520581
2014,COM,0.2624938911886789
2015,COM,0.2726294743241191
2016,COM,0.2674423400519852
2017,COM,0.2696512916942669
2018,COM,0.2694147272622158
2019,COM,0.2785555728269729
2020,COM,0.2704952536746894
2010,CPV,0.2612799604807872
2011,CPV,0.2674350739517805
2012,CPV,0.262731975019404
2013,CPV,0.261608471520581
2014,CPV,0.2624938911886789
2015,CPV,0.2726294743241191
2016,CPV,0.2674423400519852
2017,CPV,0.2696512916942669
2018,CPV,0.2694147272622158
2019,CPV,0.2785555728269729
2020,CPV,0.2704952536746894
2010,CRI,0.0
2011,CRI,0.0
2012,CRI,0.0
2013,CRI,0.0
2014,CRI,0.0
2015,CRI,0.0
2016,CRI,0.0
2017,CRI,0.0
2018,CRI,0.0
2019,CRI,0.0
2020,CRI,0.0
2010,CUB,0.0
2011,CUB,0.0
2012,CUB,0.0
2013,CUB,0.0
2014,CUB,0.0
2015,CUB,0.0
2016,CUB,0.0
2017,CUB,0.0
2018,CUB,0.0
2019,CUB,0.0
2020,CUB,0.0
2010,CUW,0.1936248668932359
2011,CUW,0.1936248668932359
2012,CUW,0.1936248668932359
2013,CUW,0.1936248668932359
2014,CUW,0.1936248668932359
2015,CUW,0.2213534369580492
2016,CUW,0.2003403648635055
2017,CUW,0.1334526516495628
2018,CUW,0.1456336857961369
2019,CUW,0.1639042311610509
2020,CUW,0.1909935070601536
2010,CYM,0.0
2011,CYM,0.0
2012,CYM,0.0
2013,CYM,0.0
2014,CYM,0.0
2015,CYM,0.0
2016,CYM,0.0
2017,CYM,0.0
2018,CYM,0.0
2019,CYM,0.0
2020,CYM,0.0
2010,CYP,0.0
2011,CYP,0.0
2012,CYP,0.0
2013,CYP,0.0
2014,CYP,0.0
2015,CYP,0.0
2016,CYP,0.0
2017,CYP,0.0
2018,CYP,0.0
2019,CYP,0.0
2020,CYP,0.0
2010,CZE,0.0154879301712451
2011,CZE,0.015609466335082
2012,CZE,0.0165370787920144
2013,CZE,0.0227097978110534
2014,CZE,0.0204590409958745
2015,CZE,0.026371108874192
2016,CZE,0.0436736293827181
2017,CZE,0.0413194782875691
2018,CZE,0.0416802158378444
2019,CZE,0.0650213519298752
2020,CZE,0.0818941473808319
2010,DEU,0.1428994731532173
2011,DEU,0.1424159980591914
2012,DEU,0.1235237786884846
2013,DEU,0.1074742426115838
2014,DEU,0.0991473633230977
2015,DEU,0.096793637958921
2016,DEU,0.1263277773780452
2017,DEU,0.1335878650897016
2018,DEU,0.1289394422054264
2019,DEU,0.1485135777363731
2020,DEU,0.1650671220114368
2010,DJI,0.0
2011,DJI,0.0
2012,DJI,0.0
2013,DJI,0.0
2014,DJI,0.0
2015,DJI,0.0
2016,DJI,0.0
2017,DJI,0.7762811880248968
2018,DJI,0.887437807072795
2019,DJI,0.8845975752095131
2020,DJI,0.8579434450818743
2010,DMA,0.1936248668932359
2011,DMA,0.1936248668932359
2012,DMA,0.1936248668932359
2013,DMA,0.1936248668932359
2014,DMA,0.1936248668932359
2015,DMA,0.2213534369580492
2016,DMA,0.2003403648635055
2017,DMA,0.1334526516495628
2018,DMA,0.1456336857961369
2019,DMA,0.1639042311610509
2020,DMA,0.1909935070601536
2010,DNK,0.2045424330798394
2011,DNK,0.1661982195067466
2012,DNK,0.1361055544687674
2013,DNK,0.0979165541363892
2014,DNK,0.0643778924065004
2015,DNK,0.0621954378546658
2016,DNK,0.0724933660698649
2017,DNK,0.0633813314664836
2018,DNK,0.0673812257229061
2019,DNK,0.0701470582338033
2020,DNK,0.0405376173711992
2010,DOM,0.1936248668932359
2011,DOM,0.1936248668932359
2012,DOM,0.1936248668932359
2013,DOM,0.1936248668932359
2014,DOM,0.1936248668932359
2015,DOM,0.2213534369580492
2016,DOM,0.2003403648635055
2017,DOM,0.1334526516495628
2018,DOM,0.1456336857961369
2019,DOM,0.1639042311610509
2020,DOM,0.1909935070601536
2010,DZA,0.0
2011,DZA,0.0
2012,DZA,0.0
2013,DZA,0.0
2014,DZA,0.0
2015,DZA,0.0
2016,DZA,0.0
2017,DZA,0.7762811880248968
2018,DZA,0.887437807072795
2019,DZA,0.8845975752095131
2020,DZA,0.8579434450818743
2010,ECU,0.1936248668932359
2011,ECU,0.1936248668932359
2012,ECU,0.1936248668932359
2013,ECU,0.1936248668932359
2014,ECU,0.1936248668932359
2015,ECU,0.2213534369580492
2016,ECU,0.2003403648635055
2017,ECU,0.1334526516495628
2018,ECU,0.1456336857961369
2019,ECU,0.1639042311610509
2020,ECU,0.1909935070601536
2010,EGY,0.0
2011,EGY,0.0
2012,EGY,0.0
2013,EGY,0.0
2014,EGY,0.0
2015,EGY,0.0
2016,EGY,0.0
2017,EGY,0.7762811880248968
2018,EGY,0.887437807072795
2019,EGY,0.8845975752095131
2020,EGY,0.8579434450818743
2010,ERI,0.2612799604807872
2011,ERI,0.2674350739517805
2012,ERI,0.262731975019404
2013,ERI,0.261608471520581
2014,ERI,0.2624938911886789
2015,ERI,0.2726294743241191
2016,ERI,0.2674423400519852
2017,ERI,0.2696512916942669
2018,ERI,0.2694147272622158
2019,ERI,0.2785555728269729
2020,ERI,0.2704952536746894
2010,ESP,0.3130415918552575
2011,ESP,0.2902158846628557
2012,ESP,0.2457096347791232
2013,ESP,0.198724999067249
2014,ESP,0.1670603205811003
2015,ESP,0.1855154896214563
2016,ESP,0.1908757253911418
2017,ESP,0.2313177400855432
2018,ESP,0.2101172409712707
2019,ESP,0.306383542282732
2020,ESP,0.2644539187131643
2010,EST,0.0233133350346633
2011,EST,0.0193255302433307
2012,EST,0.0104692685029668
2013,EST,0.0066986393118078
2014,EST,0.0055377485168767
2015,EST,0.0059676852874623
2016,EST,0.0060564606775674
2017,EST,0.0047668767952502
2018,EST,0.0046915749947849
2019,EST,0.0049512740538316
2020,EST,0.0045797749495882
2010,ETH,0.2612799604807872
2011,ETH,0.2674350739517805
2012,ETH,0.262731975019404
2013,ETH,0.261608471520581
2014,ETH,0.2624938911886789
2015,ETH,0.2726294743241191
2016,ETH,0.2674423400519852
2017,ETH,0.2696512916942669
2018,ETH,0.2694147272622158
2019,ETH,0.2785555728269729
2020,ETH,0.2704952536746894
2010,FIN,0.1389793360326849
2011,FIN,0.1278649281949061
2012,FIN,0.094837554795196
2013,FIN,0.0948744895420753
2014,FIN,0.0807896345304713
2015,FIN,0.0752114126076816
2016,FIN,0.0538961501984888
2017,FIN,0.0485849236734173
2018,FIN,0.0591616025868343
2019,FIN,0.0556870859689373
2020,FIN,0.0572039104068517
2010,FJI,0.2133395617438323
2011,FJI,0.1823595898205075
2012,FJI,0.1941184810589696
2013,FJI,0.1946149539362577
2014,FJI,0.156642395665781
2015,FJI,0.1500147153930947
2016,FJI,0.1270365036656848
2017,FJI,0.1539522598647503
2018,FJI,0.1242981789930908
2019,FJI,0.1263812897341749
2020,FJI,0.1375802021346837
2010,FRA,0.0413340258986266
2011,FRA,0.051276201892597
2012,FRA,0.0394961771105882
2013,FRA,0.0312015884448957
2014,FRA,0.0226517551872774
2015,FRA,0.0360230656996692
2016,FRA,0.0613593090529763
2017,FRA,0.0714359233483869
2018,FRA,0.0520391141298771
2019,FRA,0.0681460777389429
2020,FRA,0.0657752680477782
2010,FRO,0.0
2011,FRO,0.0
2012,FRO,0.0
2013,FRO,0.0
2014,FRO,0.0
2015,FRO,0.0
2016,FRO,0.0
2017,FRO,0.0
2018,FRO,0.0
2019,FRO,0.0
2020,FRO,0.0
2010,FSM,0.2837913281556997
2011,FSM,0.3469399004042575
2012,FSM,0.3978572550848529
2013,FSM,0.4021156871401273
2014,FSM,0.4161660176453329
2015,FSM,0.4022915118150447
2016,FSM,0.3976934709701252
2017,FSM,0.3943336026995359
2018,FSM,0.3999219594625167
2019,FSM,0.3841722017462022
2020,FSM,0.3968776363312479
2010,GAB,0.2612799604807872
2011,GAB,0.2674350739517805
2012,GAB,0.262731975019404
2013,GAB,0.261608471520581
2014,GAB,0.2624938911886789
2015,GAB,0.2726294743241191
2016,GAB,0.2674423400519852
2017,GAB,0.2696512916942669
2018,GAB,0.2694147272622158
2019,GAB,0.2785555728269729
2020,GAB,0.2704952536746894
2010,GBR,0.4652624596692468
2011,GBR,0.4034365106854558
2012,GBR,0.2786108046379427
2013,GBR,0.2702440504860203
2014,GBR,0.301484372260851
2015,GBR,0.3001188110159887
2016,GBR,0.4306461406088306
2017,GBR,0.410233800197906
2018,GBR,0.3997587353133165
2019,GBR,0.4109313146349781
2020,GBR,0.3606337459573673
2010,GEO,0.459802271585901
2011,GEO,0.4491261763290437
2012,GEO,0.4317500774987762
2013,GEO,0.4335023471726462
2014,GEO,0.4759208978267177
2015,GEO,0.3755666590296141
2016,GEO,0.3214101199570406
2017,GEO,0.3688479641273919
2018,GEO,0.301732124787096
2019,GEO,0.1850755028225637
2020,GEO,0.2226273681746437
2010,GHA,0.2612799604807872
2011,GHA,0.2674350739517805
2012,GHA,0.262731975019404
2013,GHA,0.261608471520581
2014,GHA,0.2624938911886789
2015,GHA,0.2726294743241191
2016,GHA,0.2674423400519852
2017,GHA,0.2696512916942669
2018,GHA,0.2694147272622158
2019,GHA,0.2785555728269729
2020,GHA,0.2704952536746894
2010,GIB,0.3130415918552575
2011,GIB,0.2902158846628557
2012,GIB,0.2457096347791232
2013,GIB,0.198724999067249
2014,GIB,0.1670603205811003
2015,GIB,0.1855154896214563
2016,GIB,0.1908757253911418
2017,GIB,0.2313177400855432
2018,GIB,0.2101172409712707
2019,GIB,0.306383542282732
2020,GIB,0.2644539187131643
2010,GIN,0.2612799604807872
2011,GIN,0.2674350739517805
2012,GIN,0.262731975019404
2013,GIN,0.261608471520581
2014,GIN,0.2624938911886789
2015,GIN,0.2726294743241191
2016,GIN,0.2674423400519852
2017,GIN,0.2696512916942669
2018,GIN,0.2694147272622158
2019,GIN,0.2785555728269729
2020,GIN,0.2704952536746894
2010,GMB,0.2612799604807872
2011,GMB,0.2674350739517805
2012,GMB,0.262731975019404
2013,GMB,0.261608471520581
2014,GMB,0.2624938911886789
2015,GMB,0.2726294743241191
2016,GMB,0.2674423400519852
2017,GMB,0.2696512916942669
2018,GMB,0.2694147272622158
2019,GMB,0.2785555728269729
2020,GMB,0.2704952536746894
2010,GNB,0.2612799604807872
2011,GNB,0.2674350739517805
2012,GNB,0.262731975019404
2013,GNB,0.261608471520581
2014,GNB,0.2624938911886789
2015,GNB,0.2726294743241191
2016,GNB,0.2674423400519852
2017,GNB,0.2696512916942669
2018,GNB,0.2694147272622158
2019,GNB,0.2785555728269729
2020,GNB,0.2704952536746894
2010,GNQ,0.2612799604807872
2011,GNQ,0.2674350739517805
2012,GNQ,0.262731975019404
2013,GNQ,0.261608471520581
2014,GNQ,0.2624938911886789
2015,GNQ,0.2726294743241191
2016,GNQ,0.2674423400519852
2017,GNQ,0.2696512916942669
2018,GNQ,0.2694147272622158
2019,GNQ,0.2785555728269729
2020,GNQ,0.2704952536746894
2010,GRC,0.1689376373662576
2011,GRC,0.2311562014488649
2012,GRC,0.2177979285123618
2013,GRC,0.1848564081197908
2014,GRC,0.1311315273069503
2015,GRC,0.1713280153489051
2016,GRC,0.2656701766849952
2017,GRC,0.300339791798307
2018,GRC,0.2639743678042162
2019,GRC,0.290548140608789
2020,GRC,0.3404639090915529
2010,GRD,0.1936248668932359
2011,GRD,0.1936248668932359
2012,GRD,0.1936248668932359
2013,GRD,0.1936248668932359
2014,GRD,0.1936248668932359
2015,GRD,0.2213534369580492
2016,GRD,0.2003403648635055
2017,GRD,0.1334526516495628
2018,GRD,0.1456336857961369
2019,GRD,0.1639042311610509
2020,GRD,0.1909935070601536
2010,GRL,0.0
2011,GRL,0.0
2012,GRL,0.0
2013,GRL,0.0
2014,GRL,0.0
2015,GRL,0.0
2016,GRL,0.0
2017,GRL,0.0
2018,GRL,0.0
2019,GRL,0.0
2020,GRL,0.0
2010,GTM,0.0
2011,GTM,0.0
2012,GTM,0.0
2013,GTM,0.0
2014,GTM,0.0
2015,GTM,0.0
2016,GTM,0.0
2017,GTM,0.0
2018,GTM,0.0
2019,GTM,0.0
2020,GTM,0.0
2010,GUM,0.2837913281556997
2011,GUM,0.3469399004042575
2012,GUM,0.3978572550848529
2013,GUM,0.4021156871401273
2014,GUM,0.4161660176453329
2015,GUM,0.4022915118150447
2016,GUM,0.3976934709701252
2017,GUM,0.3943336026995359
2018,GUM,0.3999219594625167
2019,GUM,0.3841722017462022
2020,GUM,0.3968776363312479
2010,GUY,0.1936248668932359
2011,GUY,0.1936248668932359
2012,GUY,0.1936248668932359
2013,GUY,0.1936248668932359
2014,GUY,0.1936248668932359
2015,GUY,0.2213534369580492
2016,GUY,0.2003403648635055
2017,GUY,0.1334526516495628
2018,GUY,0.1456336857961369
2019,GUY,0.1639042311610509
2020,GUY,0.1909935070601536
2010,HKG,0.0251469503243695
2011,HKG,0.0251469503243695
2012,HKG,0.0251469503243695
2013,HKG,0.0251469503243695
2014,HKG,0.0251469503243695
2015,HKG,0.0251469503243695
2016,HKG,0.0279044708547933
2017,HKG,0.0276750520038339
2018,HKG,0.028847824973552
2019,HKG,0.0281307045235582
2020,HKG,0.027632339312462
2010,HND,0.0
2011,HND,0.0
2012,HND,0.0
2013,HND,0.0
2014,HND,0.0
2015,HND,0.0
2016,HND,0.0
2017,HND,0.0
2018,HND,0.0
2019,HND,0.0
2020,HND,0.0
2010,HRV,0.098562851941573
2011,HRV,0.098562851941573
2012,HRV,0.098562851941573
2013,HRV,0.098562851941573
2014,HRV,0.098562851941573
2015,HRV,0.098562851941573
2016,HRV,0.1169499634361682
2017,HRV,0.2482840472697018
2018,HRV,0.156665258289354
2019,HRV,0.1977793389622996
2020,HRV,0.2470683761224126
2010,HTI,0.1936248668932359
