,Nation,iso_code3,Year,frac_scoe_heat_energy_residential_natural_gas
105,Algeria,DZA,2036,0.22143398925043845
106,Algeria,DZA,2037,0.22143398925043845
107,Algeria,DZA,2038,0.22143398925043845
108,Algeria,DZA,2039,0.22143398925043845
109,Algeria,DZA,2040,0.22143398925043845
110,Algeria,DZA,2041,0.22143398925043845
111,Algeria,DZA,2042,0.22143398925043845
112,Algeria,DZA,2043,0.22143398925043845
113,Algeria,DZA,2044,0.22143398925043845
114,Algeria,DZA,2045,0.22143398925043845
115,Algeria,DZA,2046,0.22143398925043845
116,Algeria,DZA,2047,0.22143398925043845
117,Algeria,DZA,2048,0.22143398925043845
118,Algeria,DZA,2049,0.22143398925043845
119,Algeria,DZA,2050,0.22143398925043845
129,Angola,AGO,2020,0.22143398925043845
130,Angola,AGO,2021,0.22143398925043845
131,Angola,AGO,2022,0.22143398925043845
132,Angola,AGO,2023,0.22143398925043845
133,Angola,AGO,2024,0.22143398925043845
134,Angola,AGO,2025,0.22143398925043845
135,Angola,AGO,2026,0.22143398925043845
136,Angola,AGO,2027,0.22143398925043845
137,Angola,AGO,2028,0.22143398925043845
138,Angola,AGO,2029,0.22143398925043845
139,Angola,AGO,2030,0.22143398925043845
140,Angola,AGO,2031,0.22143398925043845
141,Angola,AGO,2032,0.22143398925043845
142,Angola,AGO,2033,0.22143398925043845
143,Angola,AGO,2034,0.22143398925043845
144,Angola,AGO,2035,0.22143398925043845
145,Angola,AGO,2036,0.22143398925043845
146,Angola,AGO,2037,0.22143398925043845
147,Angola,AGO,2038,0.22143398925043845
148,Angola,AGO,2039,0.22143398925043845
149,Angola,AGO,2040,0.22143398925043845
150,Angola,AGO,2041,0.22143398925043845
151,Angola,AGO,2042,0.22143398925043845
152,Angola,AGO,2043,0.22143398925043845
153,Angola,AGO,2044,0.22143398925043845
154,Angola,AGO,2045,0.22143398925043845
155,Angola,AGO,2046,0.22143398925043845
156,Angola,AGO,2047,0.22143398925043845
157,Angola,AGO,2048,0.22143398925043845
158,Angola,AGO,2049,0.22143398925043845
159,Angola,AGO,2050,0.22143398925043845
169,Argentina,ARG,2020,0.8118416273156557
170,Argentina,ARG,2021,0.8118416273156557
171,Argentina,ARG,2022,0.8118416273156557
172,Argentina,ARG,2023,0.8118416273156557
173,Argentina,ARG,2024,0.8118416273156557
174,Argentina,ARG,2025,0.8118416273156557
175,Argentina,ARG,2026,0.8118416273156557
176,Argentina,ARG,2027,0.8118416273156557
177,Argentina,ARG,2028,0.8118416273156557
178,Argentina,ARG,2029,0.8118416273156557
179,Argentina,ARG,2030,0.8118416273156557
180,Argentina,ARG,2031,0.8118416273156557
181,Argentina,ARG,2032,0.8118416273156557
182,Argentina,ARG,2033,0.8118416273156557
183,Argentina,ARG,2034,0.8118416273156557
184,Argentina,ARG,2035,0.8118416273156557
185,Argentina,ARG,2036,0.8118416273156557
186,Argentina,ARG,2037,0.8118416273156557
187,Argentina,ARG,2038,0.8118416273156557
188,Argentina,ARG,2039,0.8118416273156557
189,Argentina,ARG,2040,0.8118416273156557
190,Argentina,ARG,2041,0.8118416273156557
191,Argentina,ARG,2042,0.8118416273156557
192,Argentina,ARG,2043,0.8118416273156557
193,Argentina,ARG,2044,0.8118416273156557
194,Argentina,ARG,2045,0.8118416273156557
195,Argentina,ARG,2046,0.8118416273156557
196,Argentina,ARG,2047,0.8118416273156557
197,Argentina,ARG,2048,0.8118416273156557
198,Argentina,ARG,2049,0.8118416273156557
199,Argentina,ARG,2050,0.8118416273156557
209,Armenia,ARM,2020,0.22143398925043845
210,Armenia,ARM,2021,0.22143398925043845
211,Armenia,ARM,2022,0.22143398925043845
212,Armenia,ARM,2023,0.22143398925043845
213,Armenia,ARM,2024,0.22143398925043845
214,Armenia,ARM,2025,0.22143398925043845
215,Armenia,ARM,2026,0.22143398925043845
216,Armenia,ARM,2027,0.22143398925043845
217,Armenia,ARM,2028,0.22143398925043845
218,Armenia,ARM,2029,0.22143398925043845
219,Armenia,ARM,2030,0.22143398925043845
220,Armenia,ARM,2031,0.22143398925043845
221,Armenia,ARM,2032,0.22143398925043845
222,Armenia,ARM,2033,0.22143398925043845
223,Armenia,ARM,2034,0.22143398925043845
224,Armenia,ARM,2035,0.22143398925043845
225,Armenia,ARM,2036,0.22143398925043845
226,Armenia,ARM,2037,0.22143398925043845
227,Armenia,ARM,2038,0.22143398925043845
228,Armenia,ARM,2039,0.22143398925043845
229,Armenia,ARM,2040,0.22143398925043845
230,Armenia,ARM,2041,0.22143398925043845
231,Armenia,ARM,2042,0.22143398925043845
232,Armenia,ARM,2043,0.22143398925043845
233,Armenia,ARM,2044,0.22143398925043845
234,Armenia,ARM,2045,0.22143398925043845
235,Armenia,ARM,2046,0.22143398925043845
236,Armenia,ARM,2047,0.22143398925043845
237,Armenia,ARM,2048,0.22143398925043845
238,Armenia,ARM,2049,0.22143398925043845
239,Armenia,ARM,2050,0.22143398925043845
249,Aruba,ABW,2020,0.22143398925043845
250,Aruba,ABW,2021,0.22143398925043845
251,Aruba,ABW,2022,0.22143398925043845
252,Aruba,ABW,2023,0.22143398925043845
253,Aruba,ABW,2024,0.22143398925043845
254,Aruba,ABW,2025,0.22143398925043845
255,Aruba,ABW,2026,0.22143398925043845
256,Aruba,ABW,2027,0.22143398925043845
257,Aruba,ABW,2028,0.22143398925043845
258,Aruba,ABW,2029,0.22143398925043845
259,Aruba,ABW,2030,0.22143398925043845
260,Aruba,ABW,2031,0.22143398925043845
261,Aruba,ABW,2032,0.22143398925043845
262,Aruba,ABW,2033,0.22143398925043845
263,Aruba,ABW,2034,0.22143398925043845
264,Aruba,ABW,2035,0.22143398925043845
265,Aruba,ABW,2036,0.22143398925043845
266,Aruba,ABW,2037,0.22143398925043845
267,Aruba,ABW,2038,0.22143398925043845
268,Aruba,ABW,2039,0.22143398925043845
269,Aruba,ABW,2040,0.22143398925043845
270,Aruba,ABW,2041,0.22143398925043845
271,Aruba,ABW,2042,0.22143398925043845
272,Aruba,ABW,2043,0.22143398925043845
273,Aruba,ABW,2044,0.22143398925043845
274,Aruba,ABW,2045,0.22143398925043845
275,Aruba,ABW,2046,0.22143398925043845
276,Aruba,ABW,2047,0.22143398925043845
277,Aruba,ABW,2048,0.22143398925043845
278,Aruba,ABW,2049,0.22143398925043845
279,Aruba,ABW,2050,0.22143398925043845
289,Australia,AUS,2020,0.5310460160759561
290,Australia,AUS,2021,0.5310460160759561
291,Australia,AUS,2022,0.5310460160759561
292,Australia,AUS,2023,0.5310460160759561
293,Australia,AUS,2024,0.5310460160759561
294,Australia,AUS,2025,0.5310460160759561
295,Australia,AUS,2026,0.5310460160759561
296,Australia,AUS,2027,0.5310460160759561
297,Australia,AUS,2028,0.5310460160759561
298,Australia,AUS,2029,0.5310460160759561
299,Australia,AUS,2030,0.5310460160759561
300,Australia,AUS,2031,0.5310460160759561
301,Australia,AUS,2032,0.5310460160759561
302,Australia,AUS,2033,0.5310460160759561
303,Australia,AUS,2034,0.5310460160759561
304,Australia,AUS,2035,0.5310460160759561
305,Australia,AUS,2036,0.5310460160759561
306,Australia,AUS,2037,0.5310460160759561
307,Australia,AUS,2038,0.5310460160759561
308,Australia,AUS,2039,0.5310460160759561
309,Australia,AUS,2040,0.5310460160759561
310,Australia,AUS,2041,0.5310460160759561
311,Australia,AUS,2042,0.5310460160759561
312,Australia,AUS,2043,0.5310460160759561
313,Australia,AUS,2044,0.5310460160759561
314,Australia,AUS,2045,0.5310460160759561
315,Australia,AUS,2046,0.5310460160759561
316,Australia,AUS,2047,0.5310460160759561
317,Australia,AUS,2048,0.5310460160759561
318,Australia,AUS,2049,0.5310460160759561
319,Australia,AUS,2050,0.5310460160759561
329,Austria,AUT,2020,0.3997415892262585
330,Austria,AUT,2021,0.3997415892262585
331,Austria,AUT,2022,0.3997415892262585
332,Austria,AUT,2023,0.3997415892262585
333,Austria,AUT,2024,0.3997415892262585
334,Austria,AUT,2025,0.3997415892262585
335,Austria,AUT,2026,0.3997415892262585
336,Austria,AUT,2027,0.3997415892262585
337,Austria,AUT,2028,0.3997415892262585
338,Austria,AUT,2029,0.3997415892262585
339,Austria,AUT,2030,0.3997415892262585
340,Austria,AUT,2031,0.3997415892262585
341,Austria,AUT,2032,0.3997415892262585
342,Austria,AUT,2033,0.3997415892262585
343,Austria,AUT,2034,0.3997415892262585
344,Austria,AUT,2035,0.3997415892262585
345,Austria,AUT,2036,0.3997415892262585
346,Austria,AUT,2037,0.3997415892262585
347,Austria,AUT,2038,0.3997415892262585
348,Austria,AUT,2039,0.3997415892262585
349,Austria,AUT,2040,0.3997415892262585
350,Austria,AUT,2041,0.3997415892262585
351,Austria,AUT,2042,0.3997415892262585
352,Austria,AUT,2043,0.3997415892262585
353,Austria,AUT,2044,0.3997415892262585
354,Austria,AUT,2045,0.3997415892262585
355,Austria,AUT,2046,0.3997415892262585
356,Austria,AUT,2047,0.3997415892262585
357,Austria,AUT,2048,0.3997415892262585
358,Austria,AUT,2049,0.3997415892262585
359,Austria,AUT,2050,0.3997415892262585
369,Azerbaijan,AZE,2020,0.0
370,Azerbaijan,AZE,2021,0.0
371,Azerbaijan,AZE,2022,0.0
372,Azerbaijan,AZE,2023,0.0
373,Azerbaijan,AZE,2024,0.0
374,Azerbaijan,AZE,2025,0.0
375,Azerbaijan,AZE,2026,0.0
376,Azerbaijan,AZE,2027,0.0
377,Azerbaijan,AZE,2028,0.0
378,Azerbaijan,AZE,2029,0.0
379,Azerbaijan,AZE,2030,0.0
380,Azerbaijan,AZE,2031,0.0
381,Azerbaijan,AZE,2032,0.0
382,Azerbaijan,AZE,2033,0.0
383,Azerbaijan,AZE,2034,0.0
384,Azerbaijan,AZE,2035,0.0
385,Azerbaijan,AZE,2036,0.0
386,Azerbaijan,AZE,2037,0.0
387,Azerbaijan,AZE,2038,0.0
388,Azerbaijan,AZE,2039,0.0
389,Azerbaijan,AZE,2040,0.0
390,Azerbaijan,AZE,2041,0.0
391,Azerbaijan,AZE,2042,0.0
392,Azerbaijan,AZE,2043,0.0
393,Azerbaijan,AZE,2044,0.0
394,Azerbaijan,AZE,2045,0.0
395,Azerbaijan,AZE,2046,0.0
396,Azerbaijan,AZE,2047,0.0
397,Azerbaijan,AZE,2048,0.0
398,Azerbaijan,AZE,2049,0.0
399,Azerbaijan,AZE,2050,0.0
409,"Bahamas, The",BHS,2020,0.22143398925043845
410,"Bahamas, The",BHS,2021,0.22143398925043845
411,"Bahamas, The",BHS,2022,0.22143398925043845
412,"Bahamas, The",BHS,2023,0.22143398925043845
413,"Bahamas, The",BHS,2024,0.22143398925043845
414,"Bahamas, The",BHS,2025,0.22143398925043845
415,"Bahamas, The",BHS,2026,0.22143398925043845
416,"Bahamas, The",BHS,2027,0.22143398925043845
417,"Bahamas, The",BHS,2028,0.22143398925043845
418,"Bahamas, The",BHS,2029,0.22143398925043845
419,"Bahamas, The",BHS,2030,0.22143398925043845
420,"Bahamas, The",BHS,2031,0.22143398925043845
421,"Bahamas, The",BHS,2032,0.22143398925043845
422,"Bahamas, The",BHS,2033,0.22143398925043845
423,"Bahamas, The",BHS,2034,0.22143398925043845
424,"Bahamas, The",BHS,2035,0.22143398925043845
425,"Bahamas, The",BHS,2036,0.22143398925043845
426,"Bahamas, The",BHS,2037,0.22143398925043845
427,"Bahamas, The",BHS,2038,0.22143398925043845
428,"Bahamas, The",BHS,2039,0.22143398925043845
429,"Bahamas, The",BHS,2040,0.22143398925043845
430,"Bahamas, The",BHS,2041,0.22143398925043845
431,"Bahamas, The",BHS,2042,0.22143398925043845
432,"Bahamas, The",BHS,2043,0.22143398925043845
433,"Bahamas, The",BHS,2044,0.22143398925043845
434,"Bahamas, The",BHS,2045,0.22143398925043845
435,"Bahamas, The",BHS,2046,0.22143398925043845
436,"Bahamas, The",BHS,2047,0.22143398925043845
437,"Bahamas, The",BHS,2048,0.22143398925043845
438,"Bahamas, The",BHS,2049,0.22143398925043845
439,"Bahamas, The",BHS,2050,0.22143398925043845
449,Bahrain,BHR,2020,0.22143398925043845
450,Bahrain,BHR,2021,0.22143398925043845
451,Bahrain,BHR,2022,0.22143398925043845
452,Bahrain,BHR,2023,0.22143398925043845
453,Bahrain,BHR,2024,0.22143398925043845
454,Bahrain,BHR,2025,0.22143398925043845
455,Bahrain,BHR,2026,0.22143398925043845
456,Bahrain,BHR,2027,0.22143398925043845
457,Bahrain,BHR,2028,0.22143398925043845
458,Bahrain,BHR,2029,0.22143398925043845
459,Bahrain,BHR,2030,0.22143398925043845
460,Bahrain,BHR,2031,0.22143398925043845
461,Bahrain,BHR,2032,0.22143398925043845
462,Bahrain,BHR,2033,0.22143398925043845
463,Bahrain,BHR,2034,0.22143398925043845
464,Bahrain,BHR,2035,0.22143398925043845
465,Bahrain,BHR,2036,0.22143398925043845
466,Bahrain,BHR,2037,0.22143398925043845
467,Bahrain,BHR,2038,0.22143398925043845
468,Bahrain,BHR,2039,0.22143398925043845
469,Bahrain,BHR,2040,0.22143398925043845
470,Bahrain,BHR,2041,0.22143398925043845
471,Bahrain,BHR,2042,0.22143398925043845
472,Bahrain,BHR,2043,0.22143398925043845
473,Bahrain,BHR,2044,0.22143398925043845
474,Bahrain,BHR,2045,0.22143398925043845
475,Bahrain,BHR,2046,0.22143398925043845
476,Bahrain,BHR,2047,0.22143398925043845
477,Bahrain,BHR,2048,0.22143398925043845
478,Bahrain,BHR,2049,0.22143398925043845
479,Bahrain,BHR,2050,0.22143398925043845
489,Bangladesh,BGD,2020,0.22143398925043845
490,Bangladesh,BGD,2021,0.22143398925043845
491,Bangladesh,BGD,2022,0.22143398925043845
492,Bangladesh,BGD,2023,0.22143398925043845
493,Bangladesh,BGD,2024,0.22143398925043845
494,Bangladesh,BGD,2025,0.22143398925043845
495,Bangladesh,BGD,2026,0.22143398925043845
496,Bangladesh,BGD,2027,0.22143398925043845
497,Bangladesh,BGD,2028,0.22143398925043845
498,Bangladesh,BGD,2029,0.22143398925043845
499,Bangladesh,BGD,2030,0.22143398925043845
500,Bangladesh,BGD,2031,0.22143398925043845
501,Bangladesh,BGD,2032,0.22143398925043845
502,Bangladesh,BGD,2033,0.22143398925043845
503,Bangladesh,BGD,2034,0.22143398925043845
504,Bangladesh,BGD,2035,0.22143398925043845
505,Bangladesh,BGD,2036,0.22143398925043845
506,Bangladesh,BGD,2037,0.22143398925043845
507,Bangladesh,BGD,2038,0.22143398925043845
508,Bangladesh,BGD,2039,0.22143398925043845
509,Bangladesh,BGD,2040,0.22143398925043845
510,Bangladesh,BGD,2041,0.22143398925043845
511,Bangladesh,BGD,2042,0.22143398925043845
512,Bangladesh,BGD,2043,0.22143398925043845
513,Bangladesh,BGD,2044,0.22143398925043845
514,Bangladesh,BGD,2045,0.22143398925043845
515,Bangladesh,BGD,2046,0.22143398925043845
516,Bangladesh,BGD,2047,0.22143398925043845
517,Bangladesh,BGD,2048,0.22143398925043845
518,Bangladesh,BGD,2049,0.22143398925043845
519,Bangladesh,BGD,2050,0.22143398925043845
529,Barbados,BRB,2020,0.22143398925043845
530,Barbados,BRB,2021,0.22143398925043845
531,Barbados,BRB,2022,0.22143398925043845
532,Barbados,BRB,2023,0.22143398925043845
533,Barbados,BRB,2024,0.22143398925043845
534,Barbados,BRB,2025,0.22143398925043845
535,Barbados,BRB,2026,0.22143398925043845
536,Barbados,BRB,2027,0.22143398925043845
537,Barbados,BRB,2028,0.22143398925043845
538,Barbados,BRB,2029,0.22143398925043845
539,Barbados,BRB,2030,0.22143398925043845
540,Barbados,BRB,2031,0.22143398925043845
541,Barbados,BRB,2032,0.22143398925043845
542,Barbados,BRB,2033,0.22143398925043845
543,Barbados,BRB,2034,0.22143398925043845
544,Barbados,BRB,2035,0.22143398925043845
545,Barbados,BRB,2036,0.22143398925043845
546,Barbados,BRB,2037,0.22143398925043845
547,Barbados,BRB,2038,0.22143398925043845
548,Barbados,BRB,2039,0.22143398925043845
549,Barbados,BRB,2040,0.22143398925043845
550,Barbados,BRB,2041,0.22143398925043845
551,Barbados,BRB,2042,0.22143398925043845
552,Barbados,BRB,2043,0.22143398925043845
553,Barbados,BRB,2044,0.22143398925043845
554,Barbados,BRB,2045,0.22143398925043845
555,Barbados,BRB,2046,0.22143398925043845
556,Barbados,BRB,2047,0.22143398925043845
557,Barbados,BRB,2048,0.22143398925043845
558,Barbados,BRB,2049,0.22143398925043845
559,Barbados,BRB,2050,0.22143398925043845
569,Belarus,BLR,2020,0.8192109317435863
570,Belarus,BLR,2021,0.8192109317435863
571,Belarus,BLR,2022,0.8192109317435863
572,Belarus,BLR,2023,0.8192109317435863
573,Belarus,BLR,2024,0.8192109317435863
574,Belarus,BLR,2025,0.8192109317435863
575,Belarus,BLR,2026,0.8192109317435863
576,Belarus,BLR,2027,0.8192109317435863
577,Belarus,BLR,2028,0.8192109317435863
578,Belarus,BLR,2029,0.8192109317435863
579,Belarus,BLR,2030,0.8192109317435863
580,Belarus,BLR,2031,0.8192109317435863
581,Belarus,BLR,2032,0.8192109317435863
582,Belarus,BLR,2033,0.8192109317435863
583,Belarus,BLR,2034,0.8192109317435863
584,Belarus,BLR,2035,0.8192109317435863
585,Belarus,BLR,2036,0.8192109317435863
586,Belarus,BLR,2037,0.8192109317435863
587,Belarus,BLR,2038,0.8192109317435863
588,Belarus,BLR,2039,0.8192109317435863
589,Belarus,BLR,2040,0.8192109317435863
590,Belarus,BLR,2041,0.8192109317435863
591,Belarus,BLR,2042,0.8192109317435863
592,Belarus,BLR,2043,0.8192109317435863
593,Belarus,BLR,2044,0.8192109317435863
594,Belarus,BLR,2045,0.8192109317435863
595,Belarus,BLR,2046,0.8192109317435863
596,Belarus,BLR,2047,0.8192109317435863
597,Belarus,BLR,2048,0.8192109317435863
598,Belarus,BLR,2049,0.8192109317435863
599,Belarus,BLR,2050,0.8192109317435863
609,Belgium,BEL,2020,0.4811301213803389
610,Belgium,BEL,2021,0.4811301213803389
611,Belgium,BEL,2022,0.4811301213803389
612,Belgium,BEL,2023,0.4811301213803389
613,Belgium,BEL,2024,0.4811301213803389
614,Belgium,BEL,2025,0.4811301213803389
615,Belgium,BEL,2026,0.4811301213803389
616,Belgium,BEL,2027,0.4811301213803389
617,Belgium,BEL,2028,0.4811301213803389
618,Belgium,BEL,2029,0.4811301213803389
619,Belgium,BEL,2030,0.4811301213803389
620,Belgium,BEL,2031,0.4811301213803389
621,Belgium,BEL,2032,0.4811301213803389
622,Belgium,BEL,2033,0.4811301213803389
623,Belgium,BEL,2034,0.4811301213803389
624,Belgium,BEL,2035,0.4811301213803389
625,Belgium,BEL,2036,0.4811301213803389
626,Belgium,BEL,2037,0.4811301213803389
627,Belgium,BEL,2038,0.4811301213803389
628,Belgium,BEL,2039,0.4811301213803389
629,Belgium,BEL,2040,0.4811301213803389
630,Belgium,BEL,2041,0.4811301213803389
631,Belgium,BEL,2042,0.4811301213803389
632,Belgium,BEL,2043,0.4811301213803389
633,Belgium,BEL,2044,0.4811301213803389
634,Belgium,BEL,2045,0.4811301213803389
635,Belgium,BEL,2046,0.4811301213803389
636,Belgium,BEL,2047,0.4811301213803389
637,Belgium,BEL,2048,0.4811301213803389
638,Belgium,BEL,2049,0.4811301213803389
639,Belgium,BEL,2050,0.4811301213803389
649,Belize,BLZ,2020,0.22143398925043845
650,Belize,BLZ,2021,0.22143398925043845
651,Belize,BLZ,2022,0.22143398925043845
652,Belize,BLZ,2023,0.22143398925043845
653,Belize,BLZ,2024,0.22143398925043845
654,Belize,BLZ,2025,0.22143398925043845
655,Belize,BLZ,2026,0.22143398925043845
656,Belize,BLZ,2027,0.22143398925043845
657,Belize,BLZ,2028,0.22143398925043845
658,Belize,BLZ,2029,0.22143398925043845
659,Belize,BLZ,2030,0.22143398925043845
660,Belize,BLZ,2031,0.22143398925043845
661,Belize,BLZ,2032,0.22143398925043845
662,Belize,BLZ,2033,0.22143398925043845
663,Belize,BLZ,2034,0.22143398925043845
664,Belize,BLZ,2035,0.22143398925043845
665,Belize,BLZ,2036,0.22143398925043845
666,Belize,BLZ,2037,0.22143398925043845
667,Belize,BLZ,2038,0.22143398925043845
668,Belize,BLZ,2039,0.22143398925043845
669,Belize,BLZ,2040,0.22143398925043845
670,Belize,BLZ,2041,0.22143398925043845
671,Belize,BLZ,2042,0.22143398925043845
672,Belize,BLZ,2043,0.22143398925043845
673,Belize,BLZ,2044,0.22143398925043845
674,Belize,BLZ,2045,0.22143398925043845
675,Belize,BLZ,2046,0.22143398925043845
676,Belize,BLZ,2047,0.22143398925043845
677,Belize,BLZ,2048,0.22143398925043845
678,Belize,BLZ,2049,0.22143398925043845
679,Belize,BLZ,2050,0.22143398925043845
689,Benin,BEN,2020,0.22143398925043845
690,Benin,BEN,2021,0.22143398925043845
691,Benin,BEN,2022,0.22143398925043845
692,Benin,BEN,2023,0.22143398925043845
693,Benin,BEN,2024,0.22143398925043845
694,Benin,BEN,2025,0.22143398925043845
695,Benin,BEN,2026,0.22143398925043845
696,Benin,BEN,2027,0.22143398925043845
697,Benin,BEN,2028,0.22143398925043845
698,Benin,BEN,2029,0.22143398925043845
699,Benin,BEN,2030,0.22143398925043845
700,Benin,BEN,2031,0.22143398925043845
701,Benin,BEN,2032,0.22143398925043845
702,Benin,BEN,2033,0.22143398925043845
703,Benin,BEN,2034,0.22143398925043845
704,Benin,BEN,2035,0.22143398925043845
705,Benin,BEN,2036,0.22143398925043845
706,Benin,BEN,2037,0.22143398925043845
707,Benin,BEN,2038,0.22143398925043845
708,Benin,BEN,2039,0.22143398925043845
709,Benin,BEN,2040,0.22143398925043845
710,Benin,BEN,2041,0.22143398925043845
711,Benin,BEN,2042,0.22143398925043845
712,Benin,BEN,2043,0.22143398925043845
713,Benin,BEN,2044,0.22143398925043845
714,Benin,BEN,2045,0.22143398925043845
715,Benin,BEN,2046,0.22143398925043845
716,Benin,BEN,2047,0.22143398925043845
717,Benin,BEN,2048,0.22143398925043845
718,Benin,BEN,2049,0.22143398925043845
719,Benin,BEN,2050,0.22143398925043845
729,Bhutan,BTN,2020,0.22143398925043845
730,Bhutan,BTN,2021,0.22143398925043845
731,Bhutan,BTN,2022,0.22143398925043845
732,Bhutan,BTN,2023,0.22143398925043845
733,Bhutan,BTN,2024,0.22143398925043845
734,Bhutan,BTN,2025,0.22143398925043845
735,Bhutan,BTN,2026,0.22143398925043845
736,Bhutan,BTN,2027,0.22143398925043845
737,Bhutan,BTN,2028,0.22143398925043845
738,Bhutan,BTN,2029,0.22143398925043845
739,Bhutan,BTN,2030,0.22143398925043845
740,Bhutan,BTN,2031,0.22143398925043845
741,Bhutan,BTN,2032,0.22143398925043845
742,Bhutan,BTN,2033,0.22143398925043845
743,Bhutan,BTN,2034,0.22143398925043845
744,Bhutan,BTN,2035,0.22143398925043845
745,Bhutan,BTN,2036,0.22143398925043845
746,Bhutan,BTN,2037,0.22143398925043845
747,Bhutan,BTN,2038,0.22143398925043845
748,Bhutan,BTN,2039,0.22143398925043845
749,Bhutan,BTN,2040,0.22143398925043845
750,Bhutan,BTN,2041,0.22143398925043845
751,Bhutan,BTN,2042,0.22143398925043845
752,Bhutan,BTN,2043,0.22143398925043845
753,Bhutan,BTN,2044,0.22143398925043845
754,Bhutan,BTN,2045,0.22143398925043845
755,Bhutan,BTN,2046,0.22143398925043845
756,Bhutan,BTN,2047,0.22143398925043845
757,Bhutan,BTN,2048,0.22143398925043845
758,Bhutan,BTN,2049,0.22143398925043845
759,Bhutan,BTN,2050,0.22143398925043845
769,Bolivia,BOL,2020,0.22143398925043845
770,Bolivia,BOL,2021,0.22143398925043845
771,Bolivia,BOL,2022,0.22143398925043845
772,Bolivia,BOL,2023,0.22143398925043845
773,Bolivia,BOL,2024,0.22143398925043845
774,Bolivia,BOL,2025,0.22143398925043845
775,Bolivia,BOL,2026,0.22143398925043845
776,Bolivia,BOL,2027,0.22143398925043845
777,Bolivia,BOL,2028,0.22143398925043845
778,Bolivia,BOL,2029,0.22143398925043845
779,Bolivia,BOL,2030,0.22143398925043845
780,Bolivia,BOL,2031,0.22143398925043845
781,Bolivia,BOL,2032,0.22143398925043845
782,Bolivia,BOL,2033,0.22143398925043845
783,Bolivia,BOL,2034,0.22143398925043845
784,Bolivia,BOL,2035,0.22143398925043845
785,Bolivia,BOL,2036,0.22143398925043845
786,Bolivia,BOL,2037,0.22143398925043845
