Year,Nation,iso_code3,population_gnrl_urban
2028,Cyprus,CYP,938549.1565854809
2029,Cyprus,CYP,951348.864882112
2030,Cyprus,CYP,964148.573178743
2031,Cyprus,CYP,976442.443094368
2032,Cyprus,CYP,988736.313009992
2033,Cyprus,CYP,1001030.18292562
2034,Cyprus,CYP,1013324.05284124
2035,Cyprus,CYP,1025617.92275687
2036,Cyprus,CYP,1037720.54901278
2037,Cyprus,CYP,1049823.1752687
2038,Cyprus,CYP,1061925.80152461
2039,Cyprus,CYP,1074028.42778053
2040,Cyprus,CYP,1086131.05403644
2041,Cyprus,CYP,1098182.51278265
2042,Cyprus,CYP,1110233.97152886
2043,Cyprus,CYP,1122285.43027506
2044,Cyprus,CYP,1134336.88902127
2045,Cyprus,CYP,1146388.34776748
2046,Cyprus,CYP,1158174.7445636
2047,Cyprus,CYP,1169961.14135973
2048,Cyprus,CYP,1181747.53815586
2049,Cyprus,CYP,1193533.93495199
2050,Cyprus,CYP,1205320.33174811
2021,Czech Republic,CZE,8164290.94920423
2022,Czech Republic,CZE,8202669.46402716
2023,Czech Republic,CZE,8241047.97885009
2024,Czech Republic,CZE,8279426.49367302
2025,Czech Republic,CZE,8317805.00849595
2026,Czech Republic,CZE,8350051.30952436
2027,Czech Republic,CZE,8382297.61055277
2028,Czech Republic,CZE,8414543.91158118
2029,Czech Republic,CZE,8446790.21260959
2030,Czech Republic,CZE,8479036.513638001
2031,Czech Republic,CZE,8505009.88389117
2032,Czech Republic,CZE,8530983.25414434
2033,Czech Republic,CZE,8556956.62439751
2034,Czech Republic,CZE,8582929.99465068
2035,Czech Republic,CZE,8608903.36490385
2036,Czech Republic,CZE,8634476.22825354
2037,Czech Republic,CZE,8660049.09160323
2038,Czech Republic,CZE,8685621.95495292
2039,Czech Republic,CZE,8711194.81830261
2040,Czech Republic,CZE,8736767.6816523
2041,Czech Republic,CZE,8765599.84185357
2042,Czech Republic,CZE,8794432.00205484
2043,Czech Republic,CZE,8823264.16225611
2044,Czech Republic,CZE,8852096.32245738
2045,Czech Republic,CZE,8880928.48265865
2046,Czech Republic,CZE,8910577.03716588
2047,Czech Republic,CZE,8940225.59167311
2048,Czech Republic,CZE,8969874.14618034
2049,Czech Republic,CZE,8999522.70068757
2050,Czech Republic,CZE,9029171.255194802
2021,Germany,DEU,63438157.6509831
2022,Germany,DEU,63434405.896300904
2023,Germany,DEU,63430654.141618796
2024,Germany,DEU,63426902.3869366
2025,Germany,DEU,63423150.6322545
2026,Germany,DEU,63403750.621833496
2027,Germany,DEU,63384350.6114125
2028,Germany,DEU,63364950.60099139
2029,Germany,DEU,63345550.5905704
2030,Germany,DEU,63326150.580149405
2031,Germany,DEU,63288145.2622339
2032,Germany,DEU,63250139.9443184
2033,Germany,DEU,63212134.626402795
2034,Germany,DEU,63174129.308487296
2035,Germany,DEU,63136123.990571804
2036,Germany,DEU,63081662.039381705
2037,Germany,DEU,63027200.0881916
2038,Germany,DEU,62972738.1370016
2039,Germany,DEU,62918276.1858115
2040,Germany,DEU,62863814.2346214
2041,Germany,DEU,62792434.015803896
2042,Germany,DEU,62721053.79698629
2043,Germany,DEU,62649673.5781688
2044,Germany,DEU,62578293.35935121
2045,Germany,DEU,62506913.1405337
2046,Germany,DEU,62414468.7787469
2047,Germany,DEU,62322024.41696
2048,Germany,DEU,62229580.0551732
2049,Germany,DEU,62137135.693386294
2050,Germany,DEU,62044691.3315995
2021,Djibouti,DJI,827878.94628997
2022,Djibouti,DJI,840321.89086218
2023,Djibouti,DJI,852764.83543439
2024,Djibouti,DJI,865207.7800066
2025,Djibouti,DJI,877650.72457881
2026,Djibouti,DJI,889344.472649628
2027,Djibouti,DJI,901038.220720446
2028,Djibouti,DJI,912731.9687912641
2029,Djibouti,DJI,924425.716862082
2030,Djibouti,DJI,936119.4649329
2031,Djibouti,DJI,946958.349168555
2032,Djibouti,DJI,957797.23340421
2033,Djibouti,DJI,968636.117639865
2034,Djibouti,DJI,979475.00187552
2035,Djibouti,DJI,990313.886111175
2036,Djibouti,DJI,1000248.64544216
2037,Djibouti,DJI,1010183.40477314
2038,Djibouti,DJI,1020118.16410412
2039,Djibouti,DJI,1030052.9234351
2040,Djibouti,DJI,1039987.68276608
2041,Djibouti,DJI,1048900.88014467
2042,Djibouti,DJI,1057814.07752325
2043,Djibouti,DJI,1066727.27490184
2044,Djibouti,DJI,1075640.47228042
2045,Djibouti,DJI,1084553.66965901
2046,Djibouti,DJI,1092282.7607678
2047,Djibouti,DJI,1100011.8518766002
2048,Djibouti,DJI,1107740.9429853999
2049,Djibouti,DJI,1115470.03409419
2050,Djibouti,DJI,1123199.12520299
2021,Denmark,DNK,5148507.27403933
2022,Denmark,DNK,5180821.65367754
2023,Denmark,DNK,5213136.03331575
2024,Denmark,DNK,5245450.41295396
2025,Denmark,DNK,5277764.79259217
2026,Denmark,DNK,5310544.45727738
2027,Denmark,DNK,5343324.12196258
2028,Denmark,DNK,5376103.78664778
2029,Denmark,DNK,5408883.45133299
2030,Denmark,DNK,5441663.11601819
2031,Denmark,DNK,5473035.72531085
2032,Denmark,DNK,5504408.33460352
2033,Denmark,DNK,5535780.94389618
2034,Denmark,DNK,5567153.55318884
2035,Denmark,DNK,5598526.16248151
2036,Denmark,DNK,5628242.52811257
2037,Denmark,DNK,5657958.89374362
2038,Denmark,DNK,5687675.25937468
2039,Denmark,DNK,5717391.62500574
2040,Denmark,DNK,5747107.9906367995
2041,Denmark,DNK,5776544.31876934
2042,Denmark,DNK,5805980.64690188
2043,Denmark,DNK,5835416.97503442
2044,Denmark,DNK,5864853.30316697
2045,Denmark,DNK,5894289.63129951
2046,Denmark,DNK,5924582.59295665
2047,Denmark,DNK,5954875.5546138
2048,Denmark,DNK,5985168.51627095
2049,Denmark,DNK,6015461.4779281
2050,Denmark,DNK,6045754.43958525
2021,Dominican Republic,DOM,9312435.31426674
2022,Dominican Republic,DOM,9491110.42834548
2023,Dominican Republic,DOM,9669785.54242422
2024,Dominican Republic,DOM,9848460.65650296
2025,Dominican Republic,DOM,10027135.770581698
2026,Dominican Republic,DOM,10204968.7200539
2027,Dominican Republic,DOM,10382801.6695261
2028,Dominican Republic,DOM,10560634.6189982
2029,Dominican Republic,DOM,10738467.568470402
2030,Dominican Republic,DOM,10916300.5179426
2031,Dominican Republic,DOM,11089672.672107901
2032,Dominican Republic,DOM,11263044.8262731
2033,Dominican Republic,DOM,11436416.9804384
2034,Dominican Republic,DOM,11609789.1346036
2035,Dominican Republic,DOM,11783161.2887689
2036,Dominican Republic,DOM,11948289.3053905
2037,Dominican Republic,DOM,12113417.3220121
2038,Dominican Republic,DOM,12278545.3386336
2039,Dominican Republic,DOM,12443673.3552552
2040,Dominican Republic,DOM,12608801.3718768
2041,Dominican Republic,DOM,12649904.638981402
2042,Dominican Republic,DOM,12691007.906086098
2043,Dominican Republic,DOM,12732111.1731907
2044,Dominican Republic,DOM,12773214.4402954
2045,Dominican Republic,DOM,12814317.7074
2046,Dominican Republic,DOM,12851625.80592
2047,Dominican Republic,DOM,12888933.904439999
2048,Dominican Republic,DOM,12926242.00296
2049,Dominican Republic,DOM,12963550.10148
2050,Dominican Republic,DOM,13000858.2
2021,Algeria,DZA,30461825.284592
2022,Algeria,DZA,31041421.303527
2023,Algeria,DZA,31621017.322462104
2024,Algeria,DZA,32200613.3413971
2025,Algeria,DZA,32780209.360332202
2026,Algeria,DZA,33325589.046039503
2027,Algeria,DZA,33870968.7317468
2028,Algeria,DZA,34416348.4174542
2029,Algeria,DZA,34961728.1031615
2030,Algeria,DZA,35507107.7888688
2031,Algeria,DZA,36030998.931959994
2032,Algeria,DZA,36554890.07505129
2033,Algeria,DZA,37078781.2181425
2034,Algeria,DZA,37602672.36123379
2035,Algeria,DZA,38126563.504325
2036,Algeria,DZA,38639794.5324791
2037,Algeria,DZA,39153025.5606331
2038,Algeria,DZA,39666256.5887872
2039,Algeria,DZA,40179487.616941206
2040,Algeria,DZA,40692718.645095296
2041,Algeria,DZA,41192116.5392925
2042,Algeria,DZA,41691514.4334896
2043,Algeria,DZA,42190912.3276868
2044,Algeria,DZA,42690310.221884005
2045,Algeria,DZA,43189708.1160811
2046,Algeria,DZA,43645327.5658665
2047,Algeria,DZA,44100947.0156519
2048,Algeria,DZA,44556566.4654372
2049,Algeria,DZA,45012185.9152226
2050,Algeria,DZA,45467805.365008004
2021,Ecuador,ECU,10625274.778718302
2022,Ecuador,ECU,10761144.6519824
2023,Ecuador,ECU,10897014.5252466
2024,Ecuador,ECU,11032884.3985107
2025,Ecuador,ECU,11168754.2717748
2026,Ecuador,ECU,11295897.843965
2027,Ecuador,ECU,11423041.416155301
2028,Ecuador,ECU,11550184.9883455
2029,Ecuador,ECU,11677328.5605358
2030,Ecuador,ECU,11804472.132725999
2031,Ecuador,ECU,11921797.713531699
2032,Ecuador,ECU,12039123.294337401
2033,Ecuador,ECU,12156448.8751431
2034,Ecuador,ECU,12273774.4559488
2035,Ecuador,ECU,12391100.0367545
2036,Ecuador,ECU,12498149.49044
2037,Ecuador,ECU,12605198.944125399
2038,Ecuador,ECU,12712248.3978109
2039,Ecuador,ECU,12819297.851496302
2040,Ecuador,ECU,12926347.305181801
2041,Ecuador,ECU,13020238.013011
2042,Ecuador,ECU,13114128.7208401
2043,Ecuador,ECU,13208019.4286693
2044,Ecuador,ECU,13301910.136498401
2045,Ecuador,ECU,13395800.8443276
2046,Ecuador,ECU,13476723.4265286
2047,Ecuador,ECU,13557646.0087297
2048,Ecuador,ECU,13638568.590930698
2049,Ecuador,ECU,13719491.173131801
2050,Ecuador,ECU,13800413.7553328
2021,"Egypt, Arab Rep.",EGY,41387952.210886
2022,"Egypt, Arab Rep.",EGY,42239074.7657207
2023,"Egypt, Arab Rep.",EGY,43090197.3205555
2024,"Egypt, Arab Rep.",EGY,43941319.8753902
2025,"Egypt, Arab Rep.",EGY,44792442.430224895
2026,"Egypt, Arab Rep.",EGY,45640362.1717176
2027,"Egypt, Arab Rep.",EGY,46488281.913210295
2028,"Egypt, Arab Rep.",EGY,47336201.6547031
2029,"Egypt, Arab Rep.",EGY,48184121.39619579
2030,"Egypt, Arab Rep.",EGY,49032041.1376885
2031,"Egypt, Arab Rep.",EGY,49876342.3067997
2032,"Egypt, Arab Rep.",EGY,50720643.4759109
2033,"Egypt, Arab Rep.",EGY,51564944.6450221
2034,"Egypt, Arab Rep.",EGY,52409245.814133294
2035,"Egypt, Arab Rep.",EGY,53253546.9832445
2036,"Egypt, Arab Rep.",EGY,54087651.8685415
2037,"Egypt, Arab Rep.",EGY,54921756.7538385
2038,"Egypt, Arab Rep.",EGY,55755861.639135495
2039,"Egypt, Arab Rep.",EGY,56589966.5244324
2040,"Egypt, Arab Rep.",EGY,57424071.40972939
2041,"Egypt, Arab Rep.",EGY,58235024.745941505
2042,"Egypt, Arab Rep.",EGY,59045978.08215351
2043,"Egypt, Arab Rep.",EGY,59856931.4183656
2044,"Egypt, Arab Rep.",EGY,60667884.7545776
2045,"Egypt, Arab Rep.",EGY,61478838.0907897
2046,"Egypt, Arab Rep.",EGY,62246605.2299682
2047,"Egypt, Arab Rep.",EGY,63014372.3691468
2048,"Egypt, Arab Rep.",EGY,63782139.508325405
2049,"Egypt, Arab Rep.",EGY,64549906.6475039
2050,"Egypt, Arab Rep.",EGY,65317673.786682494
2021,Spain,ESP,39651815.0395831
2022,Spain,ESP,39893384.1282562
2023,Spain,ESP,40134953.216929294
2024,Spain,ESP,40376522.3056024
2025,Spain,ESP,40618091.3942755
2026,Spain,ESP,40848344.7269544
2027,Spain,ESP,41078598.05963329
2028,Spain,ESP,41308851.392312296
2029,Spain,ESP,41539104.7249912
2030,Spain,ESP,41769358.0576701
2031,Spain,ESP,42009808.022957705
2032,Spain,ESP,42250257.9882454
2033,Spain,ESP,42490707.953533
2034,Spain,ESP,42731157.9188207
2035,Spain,ESP,42971607.8841083
2036,Spain,ESP,43221504.277163
2037,Spain,ESP,43471400.6702176
2038,Spain,ESP,43721297.0632723
2039,Spain,ESP,43971193.456327
2040,Spain,ESP,44221089.8493816
2041,Spain,ESP,44457477.03820921
2042,Spain,ESP,44693864.22703689
2043,Spain,ESP,44930251.415864505
2044,Spain,ESP,45166638.6046921
2045,Spain,ESP,45403025.793519706
2046,Spain,ESP,45603919.42382679
2047,Spain,ESP,45804813.054133795
2048,Spain,ESP,46005706.6844408
2049,Spain,ESP,46206600.3147479
2050,Spain,ESP,46407493.9450549
2021,Estonia,EST,917192.59631524
2022,Estonia,EST,917360.31877104
2023,Estonia,EST,917528.04122684
2024,Estonia,EST,917695.76368264
2025,Estonia,EST,917863.48613844
2026,Estonia,EST,917626.965945602
2027,Estonia,EST,917390.4457527641
2028,Estonia,EST,917153.925559926
2029,Estonia,EST,916917.4053670879
2030,Estonia,EST,916680.88517425
2031,Estonia,EST,916536.1597373041
2032,Estonia,EST,916391.4343003579
2033,Estonia,EST,916246.708863412
2034,Estonia,EST,916101.9834264659
2035,Estonia,EST,915957.25798952
2036,Estonia,EST,916394.9514818259
2037,Estonia,EST,916832.6449741321
2038,Estonia,EST,917270.338466438
2039,Estonia,EST,917708.031958744
2040,Estonia,EST,918145.72545105
2041,Estonia,EST,918992.349656408
2042,Estonia,EST,919838.9738617659
2043,Estonia,EST,920685.598067124
2044,Estonia,EST,921532.222272482
2045,Estonia,EST,922378.84647784
2046,Estonia,EST,923234.807872422
2047,Estonia,EST,924090.7692670041
2048,Estonia,EST,924946.7306615859
2049,Estonia,EST,925802.692056168
2050,Estonia,EST,926658.65345075
2021,Ethiopia,ETH,23318145.2227935
2022,Ethiopia,ETH,24285795.415917
2023,Ethiopia,ETH,25253445.6090405
2024,Ethiopia,ETH,26221095.802164003
2025,Ethiopia,ETH,27188745.9952875
2026,Ethiopia,ETH,28230732.7972144
2027,Ethiopia,ETH,29272719.599141303
2028,Ethiopia,ETH,30314706.4010682
2029,Ethiopia,ETH,31356693.2029951
2030,Ethiopia,ETH,32398680.004922
2031,Ethiopia,ETH,33494776.8444492
2032,Ethiopia,ETH,34590873.6839764
2033,Ethiopia,ETH,35686970.5235036
2034,Ethiopia,ETH,36783067.3630308
2035,Ethiopia,ETH,37879164.202558
2036,Ethiopia,ETH,39023360.3308532
2037,Ethiopia,ETH,40167556.4591484
2038,Ethiopia,ETH,41311752.587443605
2039,Ethiopia,ETH,42455948.715738796
2040,Ethiopia,ETH,43600144.844034
2041,Ethiopia,ETH,44787897.426732704
2042,Ethiopia,ETH,45975650.0094314
2043,Ethiopia,ETH,47163402.5921301
2044,Ethiopia,ETH,48351155.1748288
2045,Ethiopia,ETH,49538907.7575275
2046,Ethiopia,ETH,50752955.2106036
2047,Ethiopia,ETH,51967002.663679704
2048,Ethiopia,ETH,53181050.1167558
2049,Ethiopia,ETH,54395097.5698319
2050,Ethiopia,ETH,55609145.022907995
2021,Finland,FIN,4831551.12053189
2022,Finland,FIN,4859577.96809875
2023,Finland,FIN,4887604.81566562
2024,Finland,FIN,4915631.66323248
2025,Finland,FIN,4943658.51079935
2026,Finland,FIN,4969565.99899868
2027,Finland,FIN,4995473.48719801
2028,Finland,FIN,5021380.97539734
2029,Finland,FIN,5047288.46359667
2030,Finland,FIN,5073195.951796
2031,Finland,FIN,5096288.50732727
2032,Finland,FIN,5119381.06285853
2033,Finland,FIN,5142473.618389799
2034,Finland,FIN,5165566.17392106
2035,Finland,FIN,5188658.72945233
2036,Finland,FIN,5210024.05695675
2037,Finland,FIN,5231389.38446117
2038,Finland,FIN,5252754.7119656
2039,Finland,FIN,5274120.03947002
2040,Finland,FIN,5295485.36697444
2041,Finland,FIN,5317074.40807654
2042,Finland,FIN,5338663.44917864
2043,Finland,FIN,5360252.49028073
2044,Finland,FIN,5381841.53138283
2045,Finland,FIN,5403430.57248493
2046,Finland,FIN,5426517.15980747
2047,Finland,FIN,5449603.74713001
2048,Finland,FIN,5472690.33445256
2049,Finland,FIN,5495776.9217751
2050,Finland,FIN,5518863.50909764
2021,Fiji,FJI,536389.89971054
2022,Fiji,FJI,543485.18341198
2023,Fiji,FJI,550580.46711342
2024,Fiji,FJI,557675.75081486
2025,Fiji,FJI,564771.0345163
2026,Fiji,FJI,571449.017965616
2027,Fiji,FJI,578127.0014149321
2028,Fiji,FJI,584804.984864248
2029,Fiji,FJI,591482.968313564
2030,Fiji,FJI,598160.95176288
2031,Fiji,FJI,604368.644688294
2032,Fiji,FJI,610576.337613708
2033,Fiji,FJI,616784.0305391221
2034,Fiji,FJI,622991.723464536
2035,Fiji,FJI,629199.41638995
2036,Fiji,FJI,634736.695577838
2037,Fiji,FJI,640273.974765726
2038,Fiji,FJI,645811.253953614
2039,Fiji,FJI,651348.5331415021
2040,Fiji,FJI,656885.81232939
2041,Fiji,FJI,661716.31346655
2042,Fiji,FJI,666546.81460371
2043,Fiji,FJI,671377.31574087
2044,Fiji,FJI,676207.81687803
2045,Fiji,FJI,681038.31801519
2046,Fiji,FJI,685249.939974912
2047,Fiji,FJI,689461.561934634
2048,Fiji,FJI,693673.183894356
2049,Fiji,FJI,697884.8058540779
2050,Fiji,FJI,702096.4278138
2021,France,FRA,54422289.0604781
2022,France,FRA,54907839.3708387
2023,France,FRA,55393389.68119929
2024,France,FRA,55878939.9915599
2025,France,FRA,56364490.301920496
2026,France,FRA,56849115.315711595
2027,France,FRA,57333740.329502694
2028,France,FRA,57818365.3432938
2029,France,FRA,58302990.3570849
2030,France,FRA,58787615.370876
2031,France,FRA,59268469.9970689
2032,France,FRA,59749324.623261794
2033,France,FRA,60230179.2494547
2034,France,FRA,60711033.875647604
2035,France,FRA,61191888.5018405
2036,France,FRA,61662882.85463871
2037,France,FRA,62133877.207436904
2038,France,FRA,62604871.560235105
2039,France,FRA,63075865.9130333
2040,France,FRA,63546860.26583149
2041,France,FRA,63998649.2155567
2042,France,FRA,64450438.1652819
2043,France,FRA,64902227.1150071
2044,France,FRA,65354016.0647323
2045,France,FRA,65805805.014457494
2046,France,FRA,66237087.752874404
2047,France,FRA,66668370.4912913
2048,France,FRA,67099653.2297082
2049,France,FRA,67530935.9681251
2050,France,FRA,67962218.706542
2021,Gabon,GAB,1614410.23449939
2022,Gabon,GAB,1643690.62171518
2023,Gabon,GAB,1672971.00893097
2024,Gabon,GAB,1702251.39614676
2025,Gabon,GAB,1731531.78336255
2026,Gabon,GAB,1759488.22637484
2027,Gabon,GAB,1787444.66938713
2028,Gabon,GAB,1815401.11239943
2029,Gabon,GAB,1843357.55541172
2030,Gabon,GAB,1871313.99842401
2031,Gabon,GAB,1897977.27739899
2032,Gabon,GAB,1924640.55637398
2033,Gabon,GAB,1951303.83534896
2034,Gabon,GAB,1977967.11432395
2035,Gabon,GAB,2004630.39329893
2036,Gabon,GAB,2029945.48726503
2037,Gabon,GAB,2055260.58123113
2038,Gabon,GAB,2080575.67519724
2039,Gabon,GAB,2105890.76916334
2040,Gabon,GAB,2131205.86312944
2041,Gabon,GAB,2146311.89394355
2042,Gabon,GAB,2161417.92475766
2043,Gabon,GAB,2176523.95557178
2044,Gabon,GAB,2191629.98638589
2045,Gabon,GAB,2206736.0172
2046,Gabon,GAB,2218319.3682540003
2047,Gabon,GAB,2229902.719308
2048,Gabon,GAB,2241486.070362
2049,Gabon,GAB,2253069.421416
2050,Gabon,GAB,2264652.77247
2021,United Kingdom,GBR,56059700.937568106
2022,United Kingdom,GBR,56568396.24852429
2023,United Kingdom,GBR,57077091.5594805
2024,United Kingdom,GBR,57585786.870436594
2025,United Kingdom,GBR,58094482.1813928
2026,United Kingdom,GBR,58589835.98407571
2027,United Kingdom,GBR,59085189.786758706
2028,United Kingdom,GBR,59580543.589441605
2029,United Kingdom,GBR,60075897.3921246
2030,United Kingdom,GBR,60571251.19480749
2031,United Kingdom,GBR,61052823.1322422
2032,United Kingdom,GBR,61534395.069676794
2033,United Kingdom,GBR,62015967.0071115
2034,United Kingdom,GBR,62497538.9445461
2035,United Kingdom,GBR,62979110.8819808
2036,United Kingdom,GBR,63457576.5596182
2037,United Kingdom,GBR,63936042.2372556
2038,United Kingdom,GBR,64414507.91489301
2039,United Kingdom,GBR,64892973.59253039
2040,United Kingdom,GBR,65371439.2701678
2041,United Kingdom,GBR,65855469.94061021
2042,United Kingdom,GBR,66339500.6110526
2043,United Kingdom,GBR,66823531.281495
2044,United Kingdom,GBR,67307561.9519374
2045,United Kingdom,GBR,67791592.6223798
2046,United Kingdom,GBR,68272346.2577498
2047,United Kingdom,GBR,68753099.8931199
2048,United Kingdom,GBR,69233853.52848989
2049,United Kingdom,GBR,69714607.1638599
2050,United Kingdom,GBR,70195360.79922989
2021,Georgia,GEO,2456625.7409402
2022,Georgia,GEO,2455496.69491888
2023,Georgia,GEO,2454367.64889756
2024,Georgia,GEO,2453238.60287624
2025,Georgia,GEO,2452109.55685493
2026,Georgia,GEO,2448894.20040949
2027,Georgia,GEO,2445678.84396406
2028,Georgia,GEO,2442463.48751863
2029,Georgia,GEO,2439248.13107319
2030,Georgia,GEO,2436032.77462776
2031,Georgia,GEO,2431795.1905838
2032,Georgia,GEO,2427557.60653985
2033,Georgia,GEO,2423320.02249589
2034,Georgia,GEO,2419082.43845193
2035,Georgia,GEO,2414844.85440797
2036,Georgia,GEO,2409239.79916006
2037,Georgia,GEO,2403634.74391215
2038,Georgia,GEO,2398029.68866424
2039,Georgia,GEO,2392424.63341633
2040,Georgia,GEO,2386819.57816842
2041,Georgia,GEO,2379180.4583198996
2042,Georgia,GEO,2371541.33847139
2043,Georgia,GEO,2363902.21862287
2044,Georgia,GEO,2356263.09877435
2045,Georgia,GEO,2348623.97892584
2046,Georgia,GEO,2339025.64737872
2047,Georgia,GEO,2329427.3158316
2048,Georgia,GEO,2319828.98428448
2049,Georgia,GEO,2310230.65273736
2050,Georgia,GEO,2300632.32119024
2021,Ghana,GHA,17847762.709718104
2022,Ghana,GHA,18398244.7781488
2023,Ghana,GHA,18948726.8465794
2024,Ghana,GHA,19499208.91501
2025,Ghana,GHA,20049690.9834406
2026,Ghana,GHA,20634660.7264361
2027,Ghana,GHA,21219630.4694316
2028,Ghana,GHA,21804600.212427102
2029,Ghana,GHA,22389569.955422502
2030,Ghana,GHA,22974539.698418
2031,Ghana,GHA,23592205.9150916
2032,Ghana,GHA,24209872.131765302
2033,Ghana,GHA,24827538.348438896
2034,Ghana,GHA,25445204.5651125
2035,Ghana,GHA,26062870.781786103
2036,Ghana,GHA,26704360.694793697
2037,Ghana,GHA,27345850.6078012
2038,Ghana,GHA,27987340.5208088
2039,Ghana,GHA,28628830.4338164
2040,Ghana,GHA,29270320.3468239
2041,Ghana,GHA,29921334.419392303
2042,Ghana,GHA,30572348.4919606
2043,Ghana,GHA,31223362.564528998
2044,Ghana,GHA,31874376.637097303
2045,Ghana,GHA,32525390.709665697
2046,Ghana,GHA,33173568.006878998
2047,Ghana,GHA,33821745.3040924
2048,Ghana,GHA,34469922.6013057
2049,Ghana,GHA,35118099.898519106
2050,Ghana,GHA,35766277.1957324
2021,Guinea,GIN,4445693.45746192
2022,Guinea,GIN,4548203.83373634
2023,Guinea,GIN,4650714.21001076
2024,Guinea,GIN,4753224.58628518
2025,Guinea,GIN,4855734.962559599
2026,Guinea,GIN,4957652.66092908
2027,Guinea,GIN,5059570.35929856
2028,Guinea,GIN,5161488.05766804
2029,Guinea,GIN,5263405.75603752
2030,Guinea,GIN,5365323.454407
2031,Guinea,GIN,5465758.25593128
2032,Guinea,GIN,5566193.05745556
2033,Guinea,GIN,5666627.85897984
2034,Guinea,GIN,5767062.66050412
2035,Guinea,GIN,5867497.4620284
2036,Guinea,GIN,5964451.73884044
2037,Guinea,GIN,6061406.01565248
2038,Guinea,GIN,6158360.29246452
2039,Guinea,GIN,6255314.56927656
2040,Guinea,GIN,6352268.846088599
2041,Guinea,GIN,6444363.13991088
2042,Guinea,GIN,6536457.43373316
2043,Guinea,GIN,6628551.72755544
2044,Guinea,GIN,6720646.02137772
2045,Guinea,GIN,6812740.3152
2046,Guinea,GIN,6898139.13930536
2047,Guinea,GIN,6983537.96341072
2048,Guinea,GIN,7068936.78751608
2049,Guinea,GIN,7154335.61162144
2050,Guinea,GIN,7239734.435726801
2021,"Gambia, The",GMB,1410538.39201694
2022,"Gambia, The",GMB,1453832.24085767
2023,"Gambia, The",GMB,1497126.08969841
2024,"Gambia, The",GMB,1540419.93853914
2025,"Gambia, The",GMB,1583713.78737988
2026,"Gambia, The",GMB,1628147.83951102
2027,"Gambia, The",GMB,1672581.89164217
2028,"Gambia, The",GMB,1717015.94377331
2029,"Gambia, The",GMB,1761449.99590446
2030,"Gambia, The",GMB,1805884.0480356002
2031,"Gambia, The",GMB,1851702.99918505
2032,"Gambia, The",GMB,1897521.9503345
2033,"Gambia, The",GMB,1943340.90148396
2034,"Gambia, The",GMB,1989159.85263341
2035,"Gambia, The",GMB,2034978.80378286
2036,"Gambia, The",GMB,2081855.42679582
2037,"Gambia, The",GMB,2128732.04980878
2038,"Gambia, The",GMB,2175608.67282174
2039,"Gambia, The",GMB,2222485.2958347
2040,"Gambia, The",GMB,2269361.91884766
2041,"Gambia, The",GMB,2315363.97163071
2042,"Gambia, The",GMB,2361366.02441376
2043,"Gambia, The",GMB,2407368.07719681
2044,"Gambia, The",GMB,2453370.12997986
2045,"Gambia, The",GMB,2499372.18276291
2046,"Gambia, The",GMB,2543456.74394188
2047,"Gambia, The",GMB,2587541.30512085
2048,"Gambia, The",GMB,2631625.86629982
2049,"Gambia, The",GMB,2675710.42747879
2050,"Gambia, The",GMB,2719794.98865776
2021,Guinea-Bissau,GNB,820581.570724267
2022,Guinea-Bissau,GNB,840681.6444873741
2023,Guinea-Bissau,GNB,860781.718250481
2024,Guinea-Bissau,GNB,880881.792013588
2025,Guinea-Bissau,GNB,900981.865776695
2026,Guinea-Bissau,GNB,921198.833531946
2027,Guinea-Bissau,GNB,941415.801287197
2028,Guinea-Bissau,GNB,961632.769042448
2029,Guinea-Bissau,GNB,981849.736797699
2030,Guinea-Bissau,GNB,1002066.70455295
2031,Guinea-Bissau,GNB,1022729.30135695
2032,Guinea-Bissau,GNB,1043391.89816095
2033,Guinea-Bissau,GNB,1064054.49496495
2034,Guinea-Bissau,GNB,1084717.09176895
2035,Guinea-Bissau,GNB,1105379.68857295
2036,Guinea-Bissau,GNB,1126100.25068274
2037,Guinea-Bissau,GNB,1146820.81279252
2038,Guinea-Bissau,GNB,1167541.37490231
2039,Guinea-Bissau,GNB,1188261.93701209
2040,Guinea-Bissau,GNB,1208982.49912188
2041,Guinea-Bissau,GNB,1229213.11304047
2042,Guinea-Bissau,GNB,1249443.72695905
2043,Guinea-Bissau,GNB,1269674.34087764
2044,Guinea-Bissau,GNB,1289904.95479623
2045,Guinea-Bissau,GNB,1310135.56871481
2046,Guinea-Bissau,GNB,1329416.35166622
2047,Guinea-Bissau,GNB,1348697.13461762
2048,Guinea-Bissau,GNB,1367977.91756902
2049,Guinea-Bissau,GNB,1387258.70052043
2050,Guinea-Bissau,GNB,1406539.48347183
2021,Equatorial Guinea,GNQ,679407.206797748
2022,Equatorial Guinea,GNQ,700125.573951496
2023,Equatorial Guinea,GNQ,720843.9411052441
2024,Equatorial Guinea,GNQ,741562.308258992
2025,Equatorial Guinea,GNQ,762280.67541274
2026,Equatorial Guinea,GNQ,783570.42323894
2027,Equatorial Guinea,GNQ,804860.17106514
2028,Equatorial Guinea,GNQ,826149.91889134
2029,Equatorial Guinea,GNQ,847439.66671754
2030,Equatorial Guinea,GNQ,868729.41454374
2031,Equatorial Guinea,GNQ,890767.425460193
2032,Equatorial Guinea,GNQ,912805.4363766459
2033,Equatorial Guinea,GNQ,934843.447293099
2034,Equatorial Guinea,GNQ,956881.458209552
