,Nation,iso_code3,Year,occrate_trns_passenger_per_vehicle_aviation
1952,Iceland,ISL,2005,113.85
1953,Iceland,ISL,2006,114.60000000000001
1954,Iceland,ISL,2007,115.5
1955,Israel,ISR,1991,85.19999999999999
1956,Israel,ISR,1992,85.05000000000001
1957,Israel,ISR,1993,86.85
1958,Israel,ISR,1994,90.89999999999999
1959,Israel,ISR,1995,91.95
1960,Israel,ISR,1996,91.5
1961,Israel,ISR,1997,94.95
1962,Israel,ISR,1998,95.7
1963,Israel,ISR,1999,93.3
1964,Israel,ISR,2000,95.4
1965,Israel,ISR,2001,93.0
1966,Israel,ISR,2002,97.05
1967,Israel,ISR,2003,97.05
1968,Israel,ISR,2004,98.10000000000001
1969,Israel,ISR,2005,113.85
1970,Israel,ISR,2006,114.60000000000001
1971,Israel,ISR,2007,115.5
1972,Italy,ITA,1991,85.19999999999999
1973,Italy,ITA,1992,85.05000000000001
1974,Italy,ITA,1993,86.85
1975,Italy,ITA,1994,90.89999999999999
1976,Italy,ITA,1995,91.95
1977,Italy,ITA,1996,91.5
1978,Italy,ITA,1997,94.95
1979,Italy,ITA,1998,95.7
1980,Italy,ITA,1999,93.3
1981,Italy,ITA,2000,95.4
1982,Italy,ITA,2001,93.0
1983,Italy,ITA,2002,97.05
1984,Italy,ITA,2003,97.05
1985,Italy,ITA,2004,98.10000000000001
1986,Italy,ITA,2005,113.85
1987,Italy,ITA,2006,114.60000000000001
1988,Italy,ITA,2007,115.5
1989,Jamaica,JAM,1991,85.19999999999999
1990,Jamaica,JAM,1992,85.05000000000001
1991,Jamaica,JAM,1993,86.85
1992,Jamaica,JAM,1994,90.89999999999999
1993,Jamaica,JAM,1995,91.95
1994,Jamaica,JAM,1996,91.5
1995,Jamaica,JAM,1997,94.95
1996,Jamaica,JAM,1998,95.7
1997,Jamaica,JAM,1999,93.3
1998,Jamaica,JAM,2000,95.4
1999,Jamaica,JAM,2001,93.0
2000,Jamaica,JAM,2002,97.05
2001,Jamaica,JAM,2003,97.05
2002,Jamaica,JAM,2004,98.10000000000001
2003,Jamaica,JAM,2005,113.85
2004,Jamaica,JAM,2006,114.60000000000001
2005,Jamaica,JAM,2007,115.5
2006,Jordan,JOR,1991,85.19999999999999
2007,Jordan,JOR,1992,85.05000000000001
2008,Jordan,JOR,1993,86.85
2009,Jordan,JOR,1994,90.89999999999999
2010,Jordan,JOR,1995,91.95
2011,Jordan,JOR,1996,91.5
2012,Jordan,JOR,1997,94.95
2013,Jordan,JOR,1998,95.7
2014,Jordan,JOR,1999,93.3
2015,Jordan,JOR,2000,95.4
2016,Jordan,JOR,2001,93.0
2017,Jordan,JOR,2002,97.05
2018,Jordan,JOR,2003,97.05
2019,Jordan,JOR,2004,98.10000000000001
2020,Jordan,JOR,2005,113.85
2021,Jordan,JOR,2006,114.60000000000001
2022,Jordan,JOR,2007,115.5
2023,Japan,JPN,1991,85.19999999999999
2024,Japan,JPN,1992,85.05000000000001
2025,Japan,JPN,1993,86.85
2026,Japan,JPN,1994,90.89999999999999
2027,Japan,JPN,1995,91.95
2028,Japan,JPN,1996,91.5
2029,Japan,JPN,1997,94.95
2030,Japan,JPN,1998,95.7
2031,Japan,JPN,1999,93.3
2032,Japan,JPN,2000,95.4
2033,Japan,JPN,2001,93.0
2034,Japan,JPN,2002,97.05
2035,Japan,JPN,2003,97.05
2036,Japan,JPN,2004,98.10000000000001
2037,Japan,JPN,2005,113.85
2038,Japan,JPN,2006,114.60000000000001
2039,Japan,JPN,2007,115.5
2040,Kazakhstan,KAZ,1991,85.19999999999999
2041,Kazakhstan,KAZ,1992,85.05000000000001
2042,Kazakhstan,KAZ,1993,86.85
2043,Kazakhstan,KAZ,1994,90.89999999999999
2044,Kazakhstan,KAZ,1995,91.95
2045,Kazakhstan,KAZ,1996,91.5
2046,Kazakhstan,KAZ,1997,94.95
2047,Kazakhstan,KAZ,1998,95.7
2048,Kazakhstan,KAZ,1999,93.3
2049,Kazakhstan,KAZ,2000,95.4
2050,Kazakhstan,KAZ,2001,93.0
2051,Kazakhstan,KAZ,2002,97.05
2052,Kazakhstan,KAZ,2003,97.05
2053,Kazakhstan,KAZ,2004,98.10000000000001
2054,Kazakhstan,KAZ,2005,113.85
2055,Kazakhstan,KAZ,2006,114.60000000000001
2056,Kazakhstan,KAZ,2007,115.5
2057,Kenya,KEN,1991,85.19999999999999
2058,Kenya,KEN,1992,85.05000000000001
2059,Kenya,KEN,1993,86.85
2060,Kenya,KEN,1994,90.89999999999999
2061,Kenya,KEN,1995,91.95
2062,Kenya,KEN,1996,91.5
2063,Kenya,KEN,1997,94.95
2064,Kenya,KEN,1998,95.7
2065,Kenya,KEN,1999,93.3
2066,Kenya,KEN,2000,95.4
2067,Kenya,KEN,2001,93.0
2068,Kenya,KEN,2002,97.05
2069,Kenya,KEN,2003,97.05
2070,Kenya,KEN,2004,98.10000000000001
2071,Kenya,KEN,2005,113.85
2072,Kenya,KEN,2006,114.60000000000001
2073,Kenya,KEN,2007,115.5
2074,Kyrgyz Republic,KGZ,1991,85.19999999999999
2075,Kyrgyz Republic,KGZ,1992,85.05000000000001
2076,Kyrgyz Republic,KGZ,1993,86.85
2077,Kyrgyz Republic,KGZ,1994,90.89999999999999
2078,Kyrgyz Republic,KGZ,1995,91.95
2079,Kyrgyz Republic,KGZ,1996,91.5
2080,Kyrgyz Republic,KGZ,1997,94.95
2081,Kyrgyz Republic,KGZ,1998,95.7
2082,Kyrgyz Republic,KGZ,1999,93.3
2083,Kyrgyz Republic,KGZ,2000,95.4
2084,Kyrgyz Republic,KGZ,2001,93.0
2085,Kyrgyz Republic,KGZ,2002,97.05
2086,Kyrgyz Republic,KGZ,2003,97.05
2087,Kyrgyz Republic,KGZ,2004,98.10000000000001
2088,Kyrgyz Republic,KGZ,2005,113.85
2089,Kyrgyz Republic,KGZ,2006,114.60000000000001
2090,Kyrgyz Republic,KGZ,2007,115.5
2091,Cambodia,KHM,1991,85.19999999999999
2092,Cambodia,KHM,1992,85.05000000000001
2093,Cambodia,KHM,1993,86.85
2094,Cambodia,KHM,1994,90.89999999999999
2095,Cambodia,KHM,1995,91.95
2096,Cambodia,KHM,1996,91.5
2097,Cambodia,KHM,1997,94.95
2098,Cambodia,KHM,1998,95.7
2099,Cambodia,KHM,1999,93.3
2100,Cambodia,KHM,2000,95.4
2101,Cambodia,KHM,2001,93.0
2102,Cambodia,KHM,2002,97.05
2103,Cambodia,KHM,2003,97.05
2104,Cambodia,KHM,2004,98.10000000000001
2105,Cambodia,KHM,2005,113.85
2106,Cambodia,KHM,2006,114.60000000000001
2107,Cambodia,KHM,2007,115.5
2108,Kiribati,KIR,1991,85.19999999999999
2109,Kiribati,KIR,1992,85.05000000000001
2110,Kiribati,KIR,1993,86.85
2111,Kiribati,KIR,1994,90.89999999999999
2112,Kiribati,KIR,1995,91.95
2113,Kiribati,KIR,1996,91.5
2114,Kiribati,KIR,1997,94.95
2115,Kiribati,KIR,1998,95.7
2116,Kiribati,KIR,1999,93.3
2117,Kiribati,KIR,2000,95.4
2118,Kiribati,KIR,2001,93.0
2119,Kiribati,KIR,2002,97.05
2120,Kiribati,KIR,2003,97.05
2121,Kiribati,KIR,2004,98.10000000000001
2122,Kiribati,KIR,2005,113.85
2123,Kiribati,KIR,2006,114.60000000000001
2124,Kiribati,KIR,2007,115.5
2125,St. Kitts and Nevis,KNA,1991,85.19999999999999
2126,St. Kitts and Nevis,KNA,1992,85.05000000000001
2127,St. Kitts and Nevis,KNA,1993,86.85
2128,St. Kitts and Nevis,KNA,1994,90.89999999999999
2129,St. Kitts and Nevis,KNA,1995,91.95
2130,St. Kitts and Nevis,KNA,1996,91.5
2131,St. Kitts and Nevis,KNA,1997,94.95
2132,St. Kitts and Nevis,KNA,1998,95.7
2133,St. Kitts and Nevis,KNA,1999,93.3
2134,St. Kitts and Nevis,KNA,2000,95.4
2135,St. Kitts and Nevis,KNA,2001,93.0
2136,St. Kitts and Nevis,KNA,2002,97.05
2137,St. Kitts and Nevis,KNA,2003,97.05
2138,St. Kitts and Nevis,KNA,2004,98.10000000000001
2139,St. Kitts and Nevis,KNA,2005,113.85
2140,St. Kitts and Nevis,KNA,2006,114.60000000000001
2141,St. Kitts and Nevis,KNA,2007,115.5
2142,"Korea, Rep.",KOR,1991,85.19999999999999
2143,"Korea, Rep.",KOR,1992,85.05000000000001
2144,"Korea, Rep.",KOR,1993,86.85
2145,"Korea, Rep.",KOR,1994,90.89999999999999
2146,"Korea, Rep.",KOR,1995,91.95
2147,"Korea, Rep.",KOR,1996,91.5
2148,"Korea, Rep.",KOR,1997,94.95
2149,"Korea, Rep.",KOR,1998,95.7
2150,"Korea, Rep.",KOR,1999,93.3
2151,"Korea, Rep.",KOR,2000,95.4
2152,"Korea, Rep.",KOR,2001,93.0
2153,"Korea, Rep.",KOR,2002,97.05
2154,"Korea, Rep.",KOR,2003,97.05
2155,"Korea, Rep.",KOR,2004,98.10000000000001
2156,"Korea, Rep.",KOR,2005,113.85
2157,"Korea, Rep.",KOR,2006,114.60000000000001
2158,"Korea, Rep.",KOR,2007,115.5
2159,Kuwait,KWT,1991,85.19999999999999
2160,Kuwait,KWT,1992,85.05000000000001
2161,Kuwait,KWT,1993,86.85
2162,Kuwait,KWT,1994,90.89999999999999
2163,Kuwait,KWT,1995,91.95
2164,Kuwait,KWT,1996,91.5
2165,Kuwait,KWT,1997,94.95
2166,Kuwait,KWT,1998,95.7
2167,Kuwait,KWT,1999,93.3
2168,Kuwait,KWT,2000,95.4
2169,Kuwait,KWT,2001,93.0
2170,Kuwait,KWT,2002,97.05
2171,Kuwait,KWT,2003,97.05
2172,Kuwait,KWT,2004,98.10000000000001
2173,Kuwait,KWT,2005,113.85
2174,Kuwait,KWT,2006,114.60000000000001
2175,Kuwait,KWT,2007,115.5
2176,Latin America & Caribbean (excluding high income),LAC,1991,85.19999999999999
2177,Latin America & Caribbean (excluding high income),LAC,1992,85.05000000000001
2178,Latin America & Caribbean (excluding high income),LAC,1993,86.85
2179,Latin America & Caribbean (excluding high income),LAC,1994,90.89999999999999
2180,Latin America & Caribbean (excluding high income),LAC,1995,91.95
2181,Latin America & Caribbean (excluding high income),LAC,1996,91.5
2182,Latin America & Caribbean (excluding high income),LAC,1997,94.95
2183,Latin America & Caribbean (excluding high income),LAC,1998,95.7
2184,Latin America & Caribbean (excluding high income),LAC,1999,93.3
2185,Latin America & Caribbean (excluding high income),LAC,2000,95.4
2186,Latin America & Caribbean (excluding high income),LAC,2001,93.0
2187,Latin America & Caribbean (excluding high income),LAC,2002,97.05
2188,Latin America & Caribbean (excluding high income),LAC,2003,97.05
2189,Latin America & Caribbean (excluding high income),LAC,2004,98.10000000000001
2190,Latin America & Caribbean (excluding high income),LAC,2005,113.85
2191,Latin America & Caribbean (excluding high income),LAC,2006,114.60000000000001
2192,Latin America & Caribbean (excluding high income),LAC,2007,115.5
2193,Lao PDR,LAO,1991,85.19999999999999
2194,Lao PDR,LAO,1992,85.05000000000001
2195,Lao PDR,LAO,1993,86.85
2196,Lao PDR,LAO,1994,90.89999999999999
2197,Lao PDR,LAO,1995,91.95
2198,Lao PDR,LAO,1996,91.5
2199,Lao PDR,LAO,1997,94.95
2200,Lao PDR,LAO,1998,95.7
2201,Lao PDR,LAO,1999,93.3
2202,Lao PDR,LAO,2000,95.4
2203,Lao PDR,LAO,2001,93.0
2204,Lao PDR,LAO,2002,97.05
2205,Lao PDR,LAO,2003,97.05
2206,Lao PDR,LAO,2004,98.10000000000001
2207,Lao PDR,LAO,2005,113.85
2208,Lao PDR,LAO,2006,114.60000000000001
2209,Lao PDR,LAO,2007,115.5
2210,Lebanon,LBN,1991,85.19999999999999
2211,Lebanon,LBN,1992,85.05000000000001
2212,Lebanon,LBN,1993,86.85
2213,Lebanon,LBN,1994,90.89999999999999
2214,Lebanon,LBN,1995,91.95
2215,Lebanon,LBN,1996,91.5
2216,Lebanon,LBN,1997,94.95
2217,Lebanon,LBN,1998,95.7
2218,Lebanon,LBN,1999,93.3
2219,Lebanon,LBN,2000,95.4
2220,Lebanon,LBN,2001,93.0
2221,Lebanon,LBN,2002,97.05
2222,Lebanon,LBN,2003,97.05
2223,Lebanon,LBN,2004,98.10000000000001
2224,Lebanon,LBN,2005,113.85
2225,Lebanon,LBN,2006,114.60000000000001
2226,Lebanon,LBN,2007,115.5
2227,Liberia,LBR,1991,85.19999999999999
2228,Liberia,LBR,1992,85.05000000000001
2229,Liberia,LBR,1993,86.85
2230,Liberia,LBR,1994,90.89999999999999
2231,Liberia,LBR,1995,91.95
2232,Liberia,LBR,1996,91.5
2233,Liberia,LBR,1997,94.95
2234,Liberia,LBR,1998,95.7
2235,Liberia,LBR,1999,93.3
2236,Liberia,LBR,2000,95.4
2237,Liberia,LBR,2001,93.0
2238,Liberia,LBR,2002,97.05
2239,Liberia,LBR,2003,97.05
2240,Liberia,LBR,2004,98.10000000000001
2241,Liberia,LBR,2005,113.85
2242,Liberia,LBR,2006,114.60000000000001
2243,Liberia,LBR,2007,115.5
2244,Libya,LBY,1991,85.19999999999999
2245,Libya,LBY,1992,85.05000000000001
2246,Libya,LBY,1993,86.85
2247,Libya,LBY,1994,90.89999999999999
2248,Libya,LBY,1995,91.95
2249,Libya,LBY,1996,91.5
2250,Libya,LBY,1997,94.95
2251,Libya,LBY,1998,95.7
2252,Libya,LBY,1999,93.3
2253,Libya,LBY,2000,95.4
2254,Libya,LBY,2001,93.0
2255,Libya,LBY,2002,97.05
2256,Libya,LBY,2003,97.05
2257,Libya,LBY,2004,98.10000000000001
2258,Libya,LBY,2005,113.85
2259,Libya,LBY,2006,114.60000000000001
2260,Libya,LBY,2007,115.5
2261,St. Lucia,LCA,1991,85.19999999999999
2262,St. Lucia,LCA,1992,85.05000000000001
2263,St. Lucia,LCA,1993,86.85
2264,St. Lucia,LCA,1994,90.89999999999999
2265,St. Lucia,LCA,1995,91.95
2266,St. Lucia,LCA,1996,91.5
2267,St. Lucia,LCA,1997,94.95
2268,St. Lucia,LCA,1998,95.7
2269,St. Lucia,LCA,1999,93.3
2270,St. Lucia,LCA,2000,95.4
2271,St. Lucia,LCA,2001,93.0
2272,St. Lucia,LCA,2002,97.05
2273,St. Lucia,LCA,2003,97.05
2274,St. Lucia,LCA,2004,98.10000000000001
2275,St. Lucia,LCA,2005,113.85
2276,St. Lucia,LCA,2006,114.60000000000001
2277,St. Lucia,LCA,2007,115.5
2278,Latin America & Caribbean,LCN,1991,85.19999999999999
2279,Latin America & Caribbean,LCN,1992,85.05000000000001
2280,Latin America & Caribbean,LCN,1993,86.85
2281,Latin America & Caribbean,LCN,1994,90.89999999999999
2282,Latin America & Caribbean,LCN,1995,91.95
2283,Latin America & Caribbean,LCN,1996,91.5
2284,Latin America & Caribbean,LCN,1997,94.95
2285,Latin America & Caribbean,LCN,1998,95.7
2286,Latin America & Caribbean,LCN,1999,93.3
2287,Latin America & Caribbean,LCN,2000,95.4
2288,Latin America & Caribbean,LCN,2001,93.0
2289,Latin America & Caribbean,LCN,2002,97.05
2290,Latin America & Caribbean,LCN,2003,97.05
2291,Latin America & Caribbean,LCN,2004,98.10000000000001
2292,Latin America & Caribbean,LCN,2005,113.85
2293,Latin America & Caribbean,LCN,2006,114.60000000000001
2294,Latin America & Caribbean,LCN,2007,115.5
2295,Least developed countries: UN classification,LDC,1991,85.19999999999999
2296,Least developed countries: UN classification,LDC,1992,85.05000000000001
2297,Least developed countries: UN classification,LDC,1993,86.85
2298,Least developed countries: UN classification,LDC,1994,90.89999999999999
2299,Least developed countries: UN classification,LDC,1995,91.95
2300,Least developed countries: UN classification,LDC,1996,91.5
2301,Least developed countries: UN classification,LDC,1997,94.95
2302,Least developed countries: UN classification,LDC,1998,95.7
2303,Least developed countries: UN classification,LDC,1999,93.3
2304,Least developed countries: UN classification,LDC,2000,95.4
2305,Least developed countries: UN classification,LDC,2001,93.0
2306,Least developed countries: UN classification,LDC,2002,97.05
2307,Least developed countries: UN classification,LDC,2003,97.05
2308,Least developed countries: UN classification,LDC,2004,98.10000000000001
2309,Least developed countries: UN classification,LDC,2005,113.85
2310,Least developed countries: UN classification,LDC,2006,114.60000000000001
2311,Least developed countries: UN classification,LDC,2007,115.5
2312,Low income,LIC,1991,85.19999999999999
2313,Low income,LIC,1992,85.05000000000001
2314,Low income,LIC,1993,86.85
2315,Low income,LIC,1994,90.89999999999999
2316,Low income,LIC,1995,91.95
2317,Low income,LIC,1996,91.5
2318,Low income,LIC,1997,94.95
2319,Low income,LIC,1998,95.7
2320,Low income,LIC,1999,93.3
2321,Low income,LIC,2000,95.4
2322,Low income,LIC,2001,93.0
2323,Low income,LIC,2002,97.05
2324,Low income,LIC,2003,97.05
2325,Low income,LIC,2004,98.10000000000001
2326,Low income,LIC,2005,113.85
2327,Low income,LIC,2006,114.60000000000001
2328,Low income,LIC,2007,115.5
2329,Liechtenstein,LIE,1991,85.19999999999999
2330,Liechtenstein,LIE,1992,85.05000000000001
2331,Liechtenstein,LIE,1993,86.85
2332,Liechtenstein,LIE,1994,90.89999999999999
2333,Liechtenstein,LIE,1995,91.95
2334,Liechtenstein,LIE,1996,91.5
2335,Liechtenstein,LIE,1997,94.95
2336,Liechtenstein,LIE,1998,95.7
2337,Liechtenstein,LIE,1999,93.3
2338,Liechtenstein,LIE,2000,95.4
2339,Liechtenstein,LIE,2001,93.0
2340,Liechtenstein,LIE,2002,97.05
2341,Liechtenstein,LIE,2003,97.05
2342,Liechtenstein,LIE,2004,98.10000000000001
2343,Liechtenstein,LIE,2005,113.85
2344,Liechtenstein,LIE,2006,114.60000000000001
2345,Liechtenstein,LIE,2007,115.5
2346,Sri Lanka,LKA,1991,85.19999999999999
2347,Sri Lanka,LKA,1992,85.05000000000001
2348,Sri Lanka,LKA,1993,86.85
2349,Sri Lanka,LKA,1994,90.89999999999999
2350,Sri Lanka,LKA,1995,91.95
2351,Sri Lanka,LKA,1996,91.5
2352,Sri Lanka,LKA,1997,94.95
2353,Sri Lanka,LKA,1998,95.7
2354,Sri Lanka,LKA,1999,93.3
2355,Sri Lanka,LKA,2000,95.4
2356,Sri Lanka,LKA,2001,93.0
2357,Sri Lanka,LKA,2002,97.05
2358,Sri Lanka,LKA,2003,97.05
2359,Sri Lanka,LKA,2004,98.10000000000001
2360,Sri Lanka,LKA,2005,113.85
2361,Sri Lanka,LKA,2006,114.60000000000001
2362,Sri Lanka,LKA,2007,115.5
2363,Lower middle income,LMC,1991,85.19999999999999
2364,Lower middle income,LMC,1992,85.05000000000001
2365,Lower middle income,LMC,1993,86.85
2366,Lower middle income,LMC,1994,90.89999999999999
2367,Lower middle income,LMC,1995,91.95
2368,Lower middle income,LMC,1996,91.5
2369,Lower middle income,LMC,1997,94.95
2370,Lower middle income,LMC,1998,95.7
2371,Lower middle income,LMC,1999,93.3
2372,Lower middle income,LMC,2000,95.4
2373,Lower middle income,LMC,2001,93.0
2374,Lower middle income,LMC,2002,97.05
2375,Lower middle income,LMC,2003,97.05
2376,Lower middle income,LMC,2004,98.10000000000001
2377,Lower middle income,LMC,2005,113.85
2378,Lower middle income,LMC,2006,114.60000000000001
2379,Lower middle income,LMC,2007,115.5
2380,Low & middle income,LMY,1991,85.19999999999999
2381,Low & middle income,LMY,1992,85.05000000000001
2382,Low & middle income,LMY,1993,86.85
2383,Low & middle income,LMY,1994,90.89999999999999
2384,Low & middle income,LMY,1995,91.95
2385,Low & middle income,LMY,1996,91.5
2386,Low & middle income,LMY,1997,94.95
2387,Low & middle income,LMY,1998,95.7
2388,Low & middle income,LMY,1999,93.3
2389,Low & middle income,LMY,2000,95.4
2390,Low & middle income,LMY,2001,93.0
2391,Low & middle income,LMY,2002,97.05
2392,Low & middle income,LMY,2003,97.05
2393,Low & middle income,LMY,2004,98.10000000000001
2394,Low & middle income,LMY,2005,113.85
2395,Low & middle income,LMY,2006,114.60000000000001
2396,Low & middle income,LMY,2007,115.5
2397,Lesotho,LSO,1991,85.19999999999999
2398,Lesotho,LSO,1992,85.05000000000001
2399,Lesotho,LSO,1993,86.85
2400,Lesotho,LSO,1994,90.89999999999999
2401,Lesotho,LSO,1995,91.95
2402,Lesotho,LSO,1996,91.5
2403,Lesotho,LSO,1997,94.95
2404,Lesotho,LSO,1998,95.7
2405,Lesotho,LSO,1999,93.3
2406,Lesotho,LSO,2000,95.4
2407,Lesotho,LSO,2001,93.0
2408,Lesotho,LSO,2002,97.05
2409,Lesotho,LSO,2003,97.05
2410,Lesotho,LSO,2004,98.10000000000001
2411,Lesotho,LSO,2005,113.85
2412,Lesotho,LSO,2006,114.60000000000001
2413,Lesotho,LSO,2007,115.5
2414,Late-demographic dividend,LTE,1991,85.19999999999999
2415,Late-demographic dividend,LTE,1992,85.05000000000001
2416,Late-demographic dividend,LTE,1993,86.85
2417,Late-demographic dividend,LTE,1994,90.89999999999999
2418,Late-demographic dividend,LTE,1995,91.95
2419,Late-demographic dividend,LTE,1996,91.5
2420,Late-demographic dividend,LTE,1997,94.95
2421,Late-demographic dividend,LTE,1998,95.7
2422,Late-demographic dividend,LTE,1999,93.3
2423,Late-demographic dividend,LTE,2000,95.4
2424,Late-demographic dividend,LTE,2001,93.0
2425,Late-demographic dividend,LTE,2002,97.05
2426,Late-demographic dividend,LTE,2003,97.05
2427,Late-demographic dividend,LTE,2004,98.10000000000001
2428,Late-demographic dividend,LTE,2005,113.85
2429,Late-demographic dividend,LTE,2006,114.60000000000001
2430,Late-demographic dividend,LTE,2007,115.5
2431,Lithuania,LTU,1991,85.19999999999999
2432,Lithuania,LTU,1992,85.05000000000001
2433,Lithuania,LTU,1993,86.85
2434,Lithuania,LTU,1994,90.89999999999999
2435,Lithuania,LTU,1995,91.95
2436,Lithuania,LTU,1996,91.5
2437,Lithuania,LTU,1997,94.95
2438,Lithuania,LTU,1998,95.7
2439,Lithuania,LTU,1999,93.3
2440,Lithuania,LTU,2000,95.4
2441,Lithuania,LTU,2001,93.0
2442,Lithuania,LTU,2002,97.05
2443,Lithuania,LTU,2003,97.05
2444,Lithuania,LTU,2004,98.10000000000001
2445,Lithuania,LTU,2005,113.85
2446,Lithuania,LTU,2006,114.60000000000001
2447,Lithuania,LTU,2007,115.5
2448,Luxembourg,LUX,1991,85.19999999999999
2449,Luxembourg,LUX,1992,85.05000000000001
2450,Luxembourg,LUX,1993,86.85
2451,Luxembourg,LUX,1994,90.89999999999999
2452,Luxembourg,LUX,1995,91.95
2453,Luxembourg,LUX,1996,91.5
2454,Luxembourg,LUX,1997,94.95
2455,Luxembourg,LUX,1998,95.7
2456,Luxembourg,LUX,1999,93.3
2457,Luxembourg,LUX,2000,95.4
2458,Luxembourg,LUX,2001,93.0
2459,Luxembourg,LUX,2002,97.05
2460,Luxembourg,LUX,2003,97.05
2461,Luxembourg,LUX,2004,98.10000000000001
2462,Luxembourg,LUX,2005,113.85
2463,Luxembourg,LUX,2006,114.60000000000001
2464,Luxembourg,LUX,2007,115.5
2465,Latvia,LVA,1991,85.19999999999999
2466,Latvia,LVA,1992,85.05000000000001
2467,Latvia,LVA,1993,86.85
2468,Latvia,LVA,1994,90.89999999999999
2469,Latvia,LVA,1995,91.95
2470,Latvia,LVA,1996,91.5
2471,Latvia,LVA,1997,94.95
2472,Latvia,LVA,1998,95.7
2473,Latvia,LVA,1999,93.3
2474,Latvia,LVA,2000,95.4
2475,Latvia,LVA,2001,93.0
2476,Latvia,LVA,2002,97.05
2477,Latvia,LVA,2003,97.05
2478,Latvia,LVA,2004,98.10000000000001
2479,Latvia,LVA,2005,113.85
2480,Latvia,LVA,2006,114.60000000000001
2481,Latvia,LVA,2007,115.5
2482,"Macao SAR, China",MAC,1991,85.19999999999999
2483,"Macao SAR, China",MAC,1992,85.05000000000001
2484,"Macao SAR, China",MAC,1993,86.85
2485,"Macao SAR, China",MAC,1994,90.89999999999999
2486,"Macao SAR, China",MAC,1995,91.95
2487,"Macao SAR, China",MAC,1996,91.5
2488,"Macao SAR, China",MAC,1997,94.95
2489,"Macao SAR, China",MAC,1998,95.7
2490,"Macao SAR, China",MAC,1999,93.3
2491,"Macao SAR, China",MAC,2000,95.4
2492,"Macao SAR, China",MAC,2001,93.0
2493,"Macao SAR, China",MAC,2002,97.05
2494,"Macao SAR, China",MAC,2003,97.05
2495,"Macao SAR, China",MAC,2004,98.10000000000001
2496,"Macao SAR, China",MAC,2005,113.85
2497,"Macao SAR, China",MAC,2006,114.60000000000001
2498,"Macao SAR, China",MAC,2007,115.5
2499,St. Martin (French part),MAF,1991,85.19999999999999
2500,St. Martin (French part),MAF,1992,85.05000000000001
2501,St. Martin (French part),MAF,1993,86.85
2502,St. Martin (French part),MAF,1994,90.89999999999999
2503,St. Martin (French part),MAF,1995,91.95
2504,St. Martin (French part),MAF,1996,91.5
2505,St. Martin (French part),MAF,1997,94.95
2506,St. Martin (French part),MAF,1998,95.7
2507,St. Martin (French part),MAF,1999,93.3
2508,St. Martin (French part),MAF,2000,95.4
2509,St. Martin (French part),MAF,2001,93.0
2510,St. Martin (French part),MAF,2002,97.05
2511,St. Martin (French part),MAF,2003,97.05
2512,St. Martin (French part),MAF,2004,98.10000000000001
2513,St. Martin (French part),MAF,2005,113.85
2514,St. Martin (French part),MAF,2006,114.60000000000001
2515,St. Martin (French part),MAF,2007,115.5
2516,Morocco,MAR,1991,85.19999999999999
2517,Morocco,MAR,1992,85.05000000000001
2518,Morocco,MAR,1993,86.85
2519,Morocco,MAR,1994,90.89999999999999
2520,Morocco,MAR,1995,91.95
2521,Morocco,MAR,1996,91.5
2522,Morocco,MAR,1997,94.95
2523,Morocco,MAR,1998,95.7
2524,Morocco,MAR,1999,93.3
2525,Morocco,MAR,2000,95.4
2526,Morocco,MAR,2001,93.0
2527,Morocco,MAR,2002,97.05
2528,Morocco,MAR,2003,97.05
2529,Morocco,MAR,2004,98.10000000000001
2530,Morocco,MAR,2005,113.85
2531,Morocco,MAR,2006,114.60000000000001
2532,Morocco,MAR,2007,115.5
2533,Monaco,MCO,1991,85.19999999999999
2534,Monaco,MCO,1992,85.05000000000001
2535,Monaco,MCO,1993,86.85
2536,Monaco,MCO,1994,90.89999999999999
2537,Monaco,MCO,1995,91.95
2538,Monaco,MCO,1996,91.5
2539,Monaco,MCO,1997,94.95
2540,Monaco,MCO,1998,95.7
2541,Monaco,MCO,1999,93.3
2542,Monaco,MCO,2000,95.4
2543,Monaco,MCO,2001,93.0
2544,Monaco,MCO,2002,97.05
2545,Monaco,MCO,2003,97.05
2546,Monaco,MCO,2004,98.10000000000001
2547,Monaco,MCO,2005,113.85
2548,Monaco,MCO,2006,114.60000000000001
2549,Monaco,MCO,2007,115.5
2550,Moldova,MDA,1991,85.19999999999999
2551,Moldova,MDA,1992,85.05000000000001
2552,Moldova,MDA,1993,86.85
2553,Moldova,MDA,1994,90.89999999999999
2554,Moldova,MDA,1995,91.95
2555,Moldova,MDA,1996,91.5
2556,Moldova,MDA,1997,94.95
2557,Moldova,MDA,1998,95.7
2558,Moldova,MDA,1999,93.3
2559,Moldova,MDA,2000,95.4
2560,Moldova,MDA,2001,93.0
2561,Moldova,MDA,2002,97.05
2562,Moldova,MDA,2003,97.05
2563,Moldova,MDA,2004,98.10000000000001
2564,Moldova,MDA,2005,113.85
2565,Moldova,MDA,2006,114.60000000000001
2566,Moldova,MDA,2007,115.5
2567,Madagascar,MDG,1991,85.19999999999999
2568,Madagascar,MDG,1992,85.05000000000001
2569,Madagascar,MDG,1993,86.85
2570,Madagascar,MDG,1994,90.89999999999999
2571,Madagascar,MDG,1995,91.95
2572,Madagascar,MDG,1996,91.5
2573,Madagascar,MDG,1997,94.95
2574,Madagascar,MDG,1998,95.7
2575,Madagascar,MDG,1999,93.3
