iso_code3,Nation,Year,pop_lvst_initial_sheep
SRB,Serbia,2048,1720826.0
SRB,Serbia,2049,1720826.0
SRB,Serbia,2050,1720826.0
SSD,South Sudan,2023,14563459.0
SSD,South Sudan,2024,14563459.0
SSD,South Sudan,2025,14563459.0
SSD,South Sudan,2026,14563459.0
SSD,South Sudan,2027,14563459.0
SSD,South Sudan,2028,14563459.0
SSD,South Sudan,2029,14563459.0
SSD,South Sudan,2030,14563459.0
SSD,South Sudan,2031,14563459.0
SSD,South Sudan,2032,14563459.0
SSD,South Sudan,2033,14563459.0
SSD,South Sudan,2034,14563459.0
SSD,South Sudan,2035,14563459.0
SSD,South Sudan,2036,14563459.0
SSD,South Sudan,2037,14563459.0
SSD,South Sudan,2038,14563459.0
SSD,South Sudan,2039,14563459.0
SSD,South Sudan,2040,14563459.0
SSD,South Sudan,2041,14563459.0
SSD,South Sudan,2042,14563459.0
SSD,South Sudan,2043,14563459.0
SSD,South Sudan,2044,14563459.0
SSD,South Sudan,2045,14563459.0
SSD,South Sudan,2046,14563459.0
SSD,South Sudan,2047,14563459.0
SSD,South Sudan,2048,14563459.0
SSD,South Sudan,2049,14563459.0
SSD,South Sudan,2050,14563459.0
STP,Sao Tome and Principe,2023,3329.0
STP,Sao Tome and Principe,2024,3329.0
STP,Sao Tome and Principe,2025,3329.0
STP,Sao Tome and Principe,2026,3329.0
STP,Sao Tome and Principe,2027,3329.0
STP,Sao Tome and Principe,2028,3329.0
STP,Sao Tome and Principe,2029,3329.0
STP,Sao Tome and Principe,2030,3329.0
STP,Sao Tome and Principe,2031,3329.0
STP,Sao Tome and Principe,2032,3329.0
STP,Sao Tome and Principe,2033,3329.0
STP,Sao Tome and Principe,2034,3329.0
STP,Sao Tome and Principe,2035,3329.0
STP,Sao Tome and Principe,2036,3329.0
STP,Sao Tome and Principe,2037,3329.0
STP,Sao Tome and Principe,2038,3329.0
STP,Sao Tome and Principe,2039,3329.0
STP,Sao Tome and Principe,2040,3329.0
STP,Sao Tome and Principe,2041,3329.0
STP,Sao Tome and Principe,2042,3329.0
STP,Sao Tome and Principe,2043,3329.0
STP,Sao Tome and Principe,2044,3329.0
STP,Sao Tome and Principe,2045,3329.0
STP,Sao Tome and Principe,2046,3329.0
STP,Sao Tome and Principe,2047,3329.0
STP,Sao Tome and Principe,2048,3329.0
STP,Sao Tome and Principe,2049,3329.0
STP,Sao Tome and Principe,2050,3329.0
SUR,Suriname,2023,6005.0
SUR,Suriname,2024,6005.0
SUR,Suriname,2025,6005.0
SUR,Suriname,2026,6005.0
SUR,Suriname,2027,6005.0
SUR,Suriname,2028,6005.0
SUR,Suriname,2029,6005.0
SUR,Suriname,2030,6005.0
SUR,Suriname,2031,6005.0
SUR,Suriname,2032,6005.0
SUR,Suriname,2033,6005.0
SUR,Suriname,2034,6005.0
SUR,Suriname,2035,6005.0
SUR,Suriname,2036,6005.0
SUR,Suriname,2037,6005.0
SUR,Suriname,2038,6005.0
SUR,Suriname,2039,6005.0
SUR,Suriname,2040,6005.0
SUR,Suriname,2041,6005.0
SUR,Suriname,2042,6005.0
SUR,Suriname,2043,6005.0
SUR,Suriname,2044,6005.0
SUR,Suriname,2045,6005.0
SUR,Suriname,2046,6005.0
SUR,Suriname,2047,6005.0
SUR,Suriname,2048,6005.0
SUR,Suriname,2049,6005.0
SUR,Suriname,2050,6005.0
SVK,Slovakia,2023,301130.0
SVK,Slovakia,2024,301130.0
SVK,Slovakia,2025,301130.0
SVK,Slovakia,2026,301130.0
SVK,Slovakia,2027,301130.0
SVK,Slovakia,2028,301130.0
SVK,Slovakia,2029,301130.0
SVK,Slovakia,2030,301130.0
SVK,Slovakia,2031,301130.0
SVK,Slovakia,2032,301130.0
SVK,Slovakia,2033,301130.0
SVK,Slovakia,2034,301130.0
SVK,Slovakia,2035,301130.0
SVK,Slovakia,2036,301130.0
SVK,Slovakia,2037,301130.0
SVK,Slovakia,2038,301130.0
SVK,Slovakia,2039,301130.0
SVK,Slovakia,2040,301130.0
SVK,Slovakia,2041,301130.0
SVK,Slovakia,2042,301130.0
SVK,Slovakia,2043,301130.0
SVK,Slovakia,2044,301130.0
SVK,Slovakia,2045,301130.0
SVK,Slovakia,2046,301130.0
SVK,Slovakia,2047,301130.0
SVK,Slovakia,2048,301130.0
SVK,Slovakia,2049,301130.0
SVK,Slovakia,2050,301130.0
SVN,Slovenia,2023,117200.0
SVN,Slovenia,2024,117200.0
SVN,Slovenia,2025,117200.0
SVN,Slovenia,2026,117200.0
SVN,Slovenia,2027,117200.0
SVN,Slovenia,2028,117200.0
SVN,Slovenia,2029,117200.0
SVN,Slovenia,2030,117200.0
SVN,Slovenia,2031,117200.0
SVN,Slovenia,2032,117200.0
SVN,Slovenia,2033,117200.0
SVN,Slovenia,2034,117200.0
SVN,Slovenia,2035,117200.0
SVN,Slovenia,2036,117200.0
SVN,Slovenia,2037,117200.0
SVN,Slovenia,2038,117200.0
SVN,Slovenia,2039,117200.0
SVN,Slovenia,2040,117200.0
SVN,Slovenia,2041,117200.0
SVN,Slovenia,2042,117200.0
SVN,Slovenia,2043,117200.0
SVN,Slovenia,2044,117200.0
SVN,Slovenia,2045,117200.0
SVN,Slovenia,2046,117200.0
SVN,Slovenia,2047,117200.0
SVN,Slovenia,2048,117200.0
SVN,Slovenia,2049,117200.0
SVN,Slovenia,2050,117200.0
SWE,Sweden,2023,340840.0
SWE,Sweden,2024,340840.0
SWE,Sweden,2025,340840.0
SWE,Sweden,2026,340840.0
SWE,Sweden,2027,340840.0
SWE,Sweden,2028,340840.0
SWE,Sweden,2029,340840.0
SWE,Sweden,2030,340840.0
SWE,Sweden,2031,340840.0
SWE,Sweden,2032,340840.0
SWE,Sweden,2033,340840.0
SWE,Sweden,2034,340840.0
SWE,Sweden,2035,340840.0
SWE,Sweden,2036,340840.0
SWE,Sweden,2037,340840.0
SWE,Sweden,2038,340840.0
SWE,Sweden,2039,340840.0
SWE,Sweden,2040,340840.0
SWE,Sweden,2041,340840.0
SWE,Sweden,2042,340840.0
SWE,Sweden,2043,340840.0
SWE,Sweden,2044,340840.0
SWE,Sweden,2045,340840.0
SWE,Sweden,2046,340840.0
SWE,Sweden,2047,340840.0
SWE,Sweden,2048,340840.0
SWE,Sweden,2049,340840.0
SWE,Sweden,2050,340840.0
SWZ,Eswatini,2023,37623.0
SWZ,Eswatini,2024,37623.0
SWZ,Eswatini,2025,37623.0
SWZ,Eswatini,2026,37623.0
SWZ,Eswatini,2027,37623.0
SWZ,Eswatini,2028,37623.0
SWZ,Eswatini,2029,37623.0
SWZ,Eswatini,2030,37623.0
SWZ,Eswatini,2031,37623.0
SWZ,Eswatini,2032,37623.0
SWZ,Eswatini,2033,37623.0
SWZ,Eswatini,2034,37623.0
SWZ,Eswatini,2035,37623.0
SWZ,Eswatini,2036,37623.0
SWZ,Eswatini,2037,37623.0
SWZ,Eswatini,2038,37623.0
SWZ,Eswatini,2039,37623.0
SWZ,Eswatini,2040,37623.0
SWZ,Eswatini,2041,37623.0
SWZ,Eswatini,2042,37623.0
SWZ,Eswatini,2043,37623.0
SWZ,Eswatini,2044,37623.0
SWZ,Eswatini,2045,37623.0
SWZ,Eswatini,2046,37623.0
SWZ,Eswatini,2047,37623.0
SWZ,Eswatini,2048,37623.0
SWZ,Eswatini,2049,37623.0
SWZ,Eswatini,2050,37623.0
SYC,Seychelles,2023,0.0
SYC,Seychelles,2024,0.0
SYC,Seychelles,2025,0.0
SYC,Seychelles,2026,0.0
SYC,Seychelles,2027,0.0
SYC,Seychelles,2028,0.0
SYC,Seychelles,2029,0.0
SYC,Seychelles,2030,0.0
SYC,Seychelles,2031,0.0
SYC,Seychelles,2032,0.0
SYC,Seychelles,2033,0.0
SYC,Seychelles,2034,0.0
SYC,Seychelles,2035,0.0
SYC,Seychelles,2036,0.0
SYC,Seychelles,2037,0.0
SYC,Seychelles,2038,0.0
SYC,Seychelles,2039,0.0
SYC,Seychelles,2040,0.0
SYC,Seychelles,2041,0.0
SYC,Seychelles,2042,0.0
SYC,Seychelles,2043,0.0
SYC,Seychelles,2044,0.0
SYC,Seychelles,2045,0.0
SYC,Seychelles,2046,0.0
SYC,Seychelles,2047,0.0
SYC,Seychelles,2048,0.0
SYC,Seychelles,2049,0.0
SYC,Seychelles,2050,0.0
SYR,Syrian Arab Republic,2023,17847163.0
SYR,Syrian Arab Republic,2024,17847163.0
SYR,Syrian Arab Republic,2025,17847163.0
SYR,Syrian Arab Republic,2026,17847163.0
SYR,Syrian Arab Republic,2027,17847163.0
SYR,Syrian Arab Republic,2028,17847163.0
SYR,Syrian Arab Republic,2029,17847163.0
SYR,Syrian Arab Republic,2030,17847163.0
SYR,Syrian Arab Republic,2031,17847163.0
SYR,Syrian Arab Republic,2032,17847163.0
SYR,Syrian Arab Republic,2033,17847163.0
SYR,Syrian Arab Republic,2034,17847163.0
SYR,Syrian Arab Republic,2035,17847163.0
SYR,Syrian Arab Republic,2036,17847163.0
SYR,Syrian Arab Republic,2037,17847163.0
SYR,Syrian Arab Republic,2038,17847163.0
SYR,Syrian Arab Republic,2039,17847163.0
SYR,Syrian Arab Republic,2040,17847163.0
SYR,Syrian Arab Republic,2041,17847163.0
SYR,Syrian Arab Republic,2042,17847163.0
SYR,Syrian Arab Republic,2043,17847163.0
SYR,Syrian Arab Republic,2044,17847163.0
SYR,Syrian Arab Republic,2045,17847163.0
SYR,Syrian Arab Republic,2046,17847163.0
SYR,Syrian Arab Republic,2047,17847163.0
SYR,Syrian Arab Republic,2048,17847163.0
SYR,Syrian Arab Republic,2049,17847163.0
SYR,Syrian Arab Republic,2050,17847163.0
TCD,Chad,2023,45081553.0
TCD,Chad,2024,45081553.0
TCD,Chad,2025,45081553.0
TCD,Chad,2026,45081553.0
TCD,Chad,2027,45081553.0
TCD,Chad,2028,45081553.0
TCD,Chad,2029,45081553.0
TCD,Chad,2030,45081553.0
TCD,Chad,2031,45081553.0
TCD,Chad,2032,45081553.0
TCD,Chad,2033,45081553.0
TCD,Chad,2034,45081553.0
TCD,Chad,2035,45081553.0
TCD,Chad,2036,45081553.0
TCD,Chad,2037,45081553.0
TCD,Chad,2038,45081553.0
TCD,Chad,2039,45081553.0
TCD,Chad,2040,45081553.0
TCD,Chad,2041,45081553.0
TCD,Chad,2042,45081553.0
TCD,Chad,2043,45081553.0
TCD,Chad,2044,45081553.0
TCD,Chad,2045,45081553.0
TCD,Chad,2046,45081553.0
TCD,Chad,2047,45081553.0
TCD,Chad,2048,45081553.0
TCD,Chad,2049,45081553.0
TCD,Chad,2050,45081553.0
TGO,Togo,2023,1991392.0
TGO,Togo,2024,1991392.0
TGO,Togo,2025,1991392.0
TGO,Togo,2026,1991392.0
TGO,Togo,2027,1991392.0
TGO,Togo,2028,1991392.0
TGO,Togo,2029,1991392.0
TGO,Togo,2030,1991392.0
TGO,Togo,2031,1991392.0
TGO,Togo,2032,1991392.0
TGO,Togo,2033,1991392.0
TGO,Togo,2034,1991392.0
TGO,Togo,2035,1991392.0
TGO,Togo,2036,1991392.0
TGO,Togo,2037,1991392.0
TGO,Togo,2038,1991392.0
TGO,Togo,2039,1991392.0
TGO,Togo,2040,1991392.0
TGO,Togo,2041,1991392.0
TGO,Togo,2042,1991392.0
TGO,Togo,2043,1991392.0
TGO,Togo,2044,1991392.0
TGO,Togo,2045,1991392.0
TGO,Togo,2046,1991392.0
TGO,Togo,2047,1991392.0
TGO,Togo,2048,1991392.0
TGO,Togo,2049,1991392.0
TGO,Togo,2050,1991392.0
THA,Thailand,2023,40534.0
THA,Thailand,2024,40534.0
THA,Thailand,2025,40534.0
THA,Thailand,2026,40534.0
THA,Thailand,2027,40534.0
THA,Thailand,2028,40534.0
THA,Thailand,2029,40534.0
THA,Thailand,2030,40534.0
THA,Thailand,2031,40534.0
THA,Thailand,2032,40534.0
THA,Thailand,2033,40534.0
THA,Thailand,2034,40534.0
THA,Thailand,2035,40534.0
THA,Thailand,2036,40534.0
THA,Thailand,2037,40534.0
THA,Thailand,2038,40534.0
THA,Thailand,2039,40534.0
THA,Thailand,2040,40534.0
THA,Thailand,2041,40534.0
THA,Thailand,2042,40534.0
THA,Thailand,2043,40534.0
THA,Thailand,2044,40534.0
THA,Thailand,2045,40534.0
THA,Thailand,2046,40534.0
THA,Thailand,2047,40534.0
THA,Thailand,2048,40534.0
THA,Thailand,2049,40534.0
THA,Thailand,2050,40534.0
TJK,Tajikistan,2023,4175661.0
TJK,Tajikistan,2024,4175661.0
TJK,Tajikistan,2025,4175661.0
TJK,Tajikistan,2026,4175661.0
TJK,Tajikistan,2027,4175661.0
TJK,Tajikistan,2028,4175661.0
TJK,Tajikistan,2029,4175661.0
TJK,Tajikistan,2030,4175661.0
TJK,Tajikistan,2031,4175661.0
TJK,Tajikistan,2032,4175661.0
TJK,Tajikistan,2033,4175661.0
TJK,Tajikistan,2034,4175661.0
TJK,Tajikistan,2035,4175661.0
TJK,Tajikistan,2036,4175661.0
TJK,Tajikistan,2037,4175661.0
TJK,Tajikistan,2038,4175661.0
TJK,Tajikistan,2039,4175661.0
TJK,Tajikistan,2040,4175661.0
TJK,Tajikistan,2041,4175661.0
TJK,Tajikistan,2042,4175661.0
TJK,Tajikistan,2043,4175661.0
TJK,Tajikistan,2044,4175661.0
TJK,Tajikistan,2045,4175661.0
TJK,Tajikistan,2046,4175661.0
TJK,Tajikistan,2047,4175661.0
TJK,Tajikistan,2048,4175661.0
TJK,Tajikistan,2049,4175661.0
TJK,Tajikistan,2050,4175661.0
TKL,Tokelau,2023,0.0
TKL,Tokelau,2024,0.0
TKL,Tokelau,2025,0.0
TKL,Tokelau,2026,0.0
TKL,Tokelau,2027,0.0
TKL,Tokelau,2028,0.0
TKL,Tokelau,2029,0.0
TKL,Tokelau,2030,0.0
TKL,Tokelau,2031,0.0
TKL,Tokelau,2032,0.0
TKL,Tokelau,2033,0.0
TKL,Tokelau,2034,0.0
TKL,Tokelau,2035,0.0
TKL,Tokelau,2036,0.0
TKL,Tokelau,2037,0.0
TKL,Tokelau,2038,0.0
TKL,Tokelau,2039,0.0
TKL,Tokelau,2040,0.0
TKL,Tokelau,2041,0.0
TKL,Tokelau,2042,0.0
TKL,Tokelau,2043,0.0
TKL,Tokelau,2044,0.0
TKL,Tokelau,2045,0.0
TKL,Tokelau,2046,0.0
TKL,Tokelau,2047,0.0
TKL,Tokelau,2048,0.0
TKL,Tokelau,2049,0.0
TKL,Tokelau,2050,0.0
TKM,Turkmenistan,2023,14281484.0
TKM,Turkmenistan,2024,14281484.0
TKM,Turkmenistan,2025,14281484.0
TKM,Turkmenistan,2026,14281484.0
TKM,Turkmenistan,2027,14281484.0
TKM,Turkmenistan,2028,14281484.0
TKM,Turkmenistan,2029,14281484.0
TKM,Turkmenistan,2030,14281484.0
TKM,Turkmenistan,2031,14281484.0
TKM,Turkmenistan,2032,14281484.0
TKM,Turkmenistan,2033,14281484.0
TKM,Turkmenistan,2034,14281484.0
TKM,Turkmenistan,2035,14281484.0
TKM,Turkmenistan,2036,14281484.0
TKM,Turkmenistan,2037,14281484.0
TKM,Turkmenistan,2038,14281484.0
TKM,Turkmenistan,2039,14281484.0
TKM,Turkmenistan,2040,14281484.0
TKM,Turkmenistan,2041,14281484.0
TKM,Turkmenistan,2042,14281484.0
TKM,Turkmenistan,2043,14281484.0
TKM,Turkmenistan,2044,14281484.0
TKM,Turkmenistan,2045,14281484.0
TKM,Turkmenistan,2046,14281484.0
TKM,Turkmenistan,2047,14281484.0
TKM,Turkmenistan,2048,14281484.0
TKM,Turkmenistan,2049,14281484.0
TKM,Turkmenistan,2050,14281484.0
TLS,Timor-Leste,2023,43363.0
TLS,Timor-Leste,2024,43363.0
TLS,Timor-Leste,2025,43363.0
TLS,Timor-Leste,2026,43363.0
TLS,Timor-Leste,2027,43363.0
TLS,Timor-Leste,2028,43363.0
TLS,Timor-Leste,2029,43363.0
TLS,Timor-Leste,2030,43363.0
TLS,Timor-Leste,2031,43363.0
TLS,Timor-Leste,2032,43363.0
TLS,Timor-Leste,2033,43363.0
TLS,Timor-Leste,2034,43363.0
TLS,Timor-Leste,2035,43363.0
TLS,Timor-Leste,2036,43363.0
TLS,Timor-Leste,2037,43363.0
TLS,Timor-Leste,2038,43363.0
TLS,Timor-Leste,2039,43363.0
TLS,Timor-Leste,2040,43363.0
TLS,Timor-Leste,2041,43363.0
TLS,Timor-Leste,2042,43363.0
TLS,Timor-Leste,2043,43363.0
TLS,Timor-Leste,2044,43363.0
TLS,Timor-Leste,2045,43363.0
TLS,Timor-Leste,2046,43363.0
TLS,Timor-Leste,2047,43363.0
TLS,Timor-Leste,2048,43363.0
TLS,Timor-Leste,2049,43363.0
TLS,Timor-Leste,2050,43363.0
TON,Tonga,2023,0.0
TON,Tonga,2024,0.0
TON,Tonga,2025,0.0
TON,Tonga,2026,0.0
TON,Tonga,2027,0.0
TON,Tonga,2028,0.0
TON,Tonga,2029,0.0
TON,Tonga,2030,0.0
TON,Tonga,2031,0.0
TON,Tonga,2032,0.0
TON,Tonga,2033,0.0
TON,Tonga,2034,0.0
TON,Tonga,2035,0.0
TON,Tonga,2036,0.0
TON,Tonga,2037,0.0
TON,Tonga,2038,0.0
TON,Tonga,2039,0.0
TON,Tonga,2040,0.0
TON,Tonga,2041,0.0
TON,Tonga,2042,0.0
TON,Tonga,2043,0.0
TON,Tonga,2044,0.0
TON,Tonga,2045,0.0
TON,Tonga,2046,0.0
TON,Tonga,2047,0.0
TON,Tonga,2048,0.0
TON,Tonga,2049,0.0
TON,Tonga,2050,0.0
TTO,Trinidad and Tobago,2023,16604.0
TTO,Trinidad and Tobago,2024,16604.0
TTO,Trinidad and Tobago,2025,16604.0
TTO,Trinidad and Tobago,2026,16604.0
TTO,Trinidad and Tobago,2027,16604.0
TTO,Trinidad and Tobago,2028,16604.0
TTO,Trinidad and Tobago,2029,16604.0
TTO,Trinidad and Tobago,2030,16604.0
TTO,Trinidad and Tobago,2031,16604.0
TTO,Trinidad and Tobago,2032,16604.0
TTO,Trinidad and Tobago,2033,16604.0
TTO,Trinidad and Tobago,2034,16604.0
TTO,Trinidad and Tobago,2035,16604.0
TTO,Trinidad and Tobago,2036,16604.0
TTO,Trinidad and Tobago,2037,16604.0
TTO,Trinidad and Tobago,2038,16604.0
TTO,Trinidad and Tobago,2039,16604.0
TTO,Trinidad and Tobago,2040,16604.0
TTO,Trinidad and Tobago,2041,16604.0
TTO,Trinidad and Tobago,2042,16604.0
TTO,Trinidad and Tobago,2043,16604.0
TTO,Trinidad and Tobago,2044,16604.0
TTO,Trinidad and Tobago,2045,16604.0
TTO,Trinidad and Tobago,2046,16604.0
TTO,Trinidad and Tobago,2047,16604.0
TTO,Trinidad and Tobago,2048,16604.0
TTO,Trinidad and Tobago,2049,16604.0
TTO,Trinidad and Tobago,2050,16604.0
TUN,Tunisia,2023,6195681.0
TUN,Tunisia,2024,6195681.0
TUN,Tunisia,2025,6195681.0
TUN,Tunisia,2026,6195681.0
TUN,Tunisia,2027,6195681.0
TUN,Tunisia,2028,6195681.0
TUN,Tunisia,2029,6195681.0
TUN,Tunisia,2030,6195681.0
TUN,Tunisia,2031,6195681.0
TUN,Tunisia,2032,6195681.0
TUN,Tunisia,2033,6195681.0
TUN,Tunisia,2034,6195681.0
TUN,Tunisia,2035,6195681.0
TUN,Tunisia,2036,6195681.0
TUN,Tunisia,2037,6195681.0
TUN,Tunisia,2038,6195681.0
TUN,Tunisia,2039,6195681.0
TUN,Tunisia,2040,6195681.0
TUN,Tunisia,2041,6195681.0
TUN,Tunisia,2042,6195681.0
TUN,Tunisia,2043,6195681.0
TUN,Tunisia,2044,6195681.0
TUN,Tunisia,2045,6195681.0
TUN,Tunisia,2046,6195681.0
TUN,Tunisia,2047,6195681.0
TUN,Tunisia,2048,6195681.0
TUN,Tunisia,2049,6195681.0
TUN,Tunisia,2050,6195681.0
TUR,Türkiye,2023,44687888.0
TUR,Türkiye,2024,44687888.0
TUR,Türkiye,2025,44687888.0
TUR,Türkiye,2026,44687888.0
TUR,Türkiye,2027,44687888.0
TUR,Türkiye,2028,44687888.0
TUR,Türkiye,2029,44687888.0
TUR,Türkiye,2030,44687888.0
TUR,Türkiye,2031,44687888.0
TUR,Türkiye,2032,44687888.0
TUR,Türkiye,2033,44687888.0
TUR,Türkiye,2034,44687888.0
TUR,Türkiye,2035,44687888.0
TUR,Türkiye,2036,44687888.0
TUR,Türkiye,2037,44687888.0
TUR,Türkiye,2038,44687888.0
TUR,Türkiye,2039,44687888.0
TUR,Türkiye,2040,44687888.0
TUR,Türkiye,2041,44687888.0
TUR,Türkiye,2042,44687888.0
TUR,Türkiye,2043,44687888.0
TUR,Türkiye,2044,44687888.0
TUR,Türkiye,2045,44687888.0
TUR,Türkiye,2046,44687888.0
TUR,Türkiye,2047,44687888.0
TUR,Türkiye,2048,44687888.0
TUR,Türkiye,2049,44687888.0
TUR,Türkiye,2050,44687888.0
TUV,Tuvalu,2023,0.0
TUV,Tuvalu,2024,0.0
TUV,Tuvalu,2025,0.0
TUV,Tuvalu,2026,0.0
TUV,Tuvalu,2027,0.0
TUV,Tuvalu,2028,0.0
TUV,Tuvalu,2029,0.0
TUV,Tuvalu,2030,0.0
TUV,Tuvalu,2031,0.0
TUV,Tuvalu,2032,0.0
TUV,Tuvalu,2033,0.0
TUV,Tuvalu,2034,0.0
TUV,Tuvalu,2035,0.0
TUV,Tuvalu,2036,0.0
TUV,Tuvalu,2037,0.0
TUV,Tuvalu,2038,0.0
TUV,Tuvalu,2039,0.0
TUV,Tuvalu,2040,0.0
TUV,Tuvalu,2041,0.0
TUV,Tuvalu,2042,0.0
TUV,Tuvalu,2043,0.0
TUV,Tuvalu,2044,0.0
TUV,Tuvalu,2045,0.0
TUV,Tuvalu,2046,0.0
TUV,Tuvalu,2047,0.0
TUV,Tuvalu,2048,0.0
TUV,Tuvalu,2049,0.0
TUV,Tuvalu,2050,0.0
TWN,"China, Taiwan Province of",2023,176.0
TWN,"China, Taiwan Province of",2024,176.0
TWN,"China, Taiwan Province of",2025,176.0
TWN,"China, Taiwan Province of",2026,176.0
TWN,"China, Taiwan Province of",2027,176.0
TWN,"China, Taiwan Province of",2028,176.0
TWN,"China, Taiwan Province of",2029,176.0
TWN,"China, Taiwan Province of",2030,176.0
TWN,"China, Taiwan Province of",2031,176.0
TWN,"China, Taiwan Province of",2032,176.0
TWN,"China, Taiwan Province of",2033,176.0
TWN,"China, Taiwan Province of",2034,176.0
TWN,"China, Taiwan Province of",2035,176.0
TWN,"China, Taiwan Province of",2036,176.0
TWN,"China, Taiwan Province of",2037,176.0
TWN,"China, Taiwan Province of",2038,176.0
TWN,"China, Taiwan Province of",2039,176.0
TWN,"China, Taiwan Province of",2040,176.0
TWN,"China, Taiwan Province of",2041,176.0
TWN,"China, Taiwan Province of",2042,176.0
TWN,"China, Taiwan Province of",2043,176.0
TWN,"China, Taiwan Province of",2044,176.0
TWN,"China, Taiwan Province of",2045,176.0
TWN,"China, Taiwan Province of",2046,176.0
TWN,"China, Taiwan Province of",2047,176.0
TWN,"China, Taiwan Province of",2048,176.0
TWN,"China, Taiwan Province of",2049,176.0
TWN,"China, Taiwan Province of",2050,176.0
TZA,United Republic of Tanzania,2023,6226177.0
TZA,United Republic of Tanzania,2024,6226177.0
TZA,United Republic of Tanzania,2025,6226177.0
TZA,United Republic of Tanzania,2026,6226177.0
TZA,United Republic of Tanzania,2027,6226177.0
TZA,United Republic of Tanzania,2028,6226177.0
TZA,United Republic of Tanzania,2029,6226177.0
TZA,United Republic of Tanzania,2030,6226177.0
TZA,United Republic of Tanzania,2031,6226177.0
TZA,United Republic of Tanzania,2032,6226177.0
TZA,United Republic of Tanzania,2033,6226177.0
TZA,United Republic of Tanzania,2034,6226177.0
TZA,United Republic of Tanzania,2035,6226177.0
TZA,United Republic of Tanzania,2036,6226177.0
TZA,United Republic of Tanzania,2037,6226177.0
TZA,United Republic of Tanzania,2038,6226177.0
TZA,United Republic of Tanzania,2039,6226177.0
TZA,United Republic of Tanzania,2040,6226177.0
TZA,United Republic of Tanzania,2041,6226177.0
TZA,United Republic of Tanzania,2042,6226177.0
TZA,United Republic of Tanzania,2043,6226177.0
TZA,United Republic of Tanzania,2044,6226177.0
TZA,United Republic of Tanzania,2045,6226177.0
TZA,United Republic of Tanzania,2046,6226177.0
TZA,United Republic of Tanzania,2047,6226177.0
TZA,United Republic of Tanzania,2048,6226177.0
TZA,United Republic of Tanzania,2049,6226177.0
TZA,United Republic of Tanzania,2050,6226177.0
UGA,Uganda,2023,2192607.0
UGA,Uganda,2024,2192607.0
UGA,Uganda,2025,2192607.0
UGA,Uganda,2026,2192607.0
UGA,Uganda,2027,2192607.0
UGA,Uganda,2028,2192607.0
UGA,Uganda,2029,2192607.0
UGA,Uganda,2030,2192607.0
UGA,Uganda,2031,2192607.0
UGA,Uganda,2032,2192607.0
UGA,Uganda,2033,2192607.0
UGA,Uganda,2034,2192607.0
UGA,Uganda,2035,2192607.0
UGA,Uganda,2036,2192607.0
UGA,Uganda,2037,2192607.0
UGA,Uganda,2038,2192607.0
UGA,Uganda,2039,2192607.0
UGA,Uganda,2040,2192607.0
UGA,Uganda,2041,2192607.0
UGA,Uganda,2042,2192607.0
UGA,Uganda,2043,2192607.0
UGA,Uganda,2044,2192607.0
UGA,Uganda,2045,2192607.0
UGA,Uganda,2046,2192607.0
UGA,Uganda,2047,2192607.0
UGA,Uganda,2048,2192607.0
UGA,Uganda,2049,2192607.0
UGA,Uganda,2050,2192607.0
UKR,Ukraine,2023,607100.0
UKR,Ukraine,2024,607100.0
UKR,Ukraine,2025,607100.0
UKR,Ukraine,2026,607100.0
UKR,Ukraine,2027,607100.0
UKR,Ukraine,2028,607100.0
UKR,Ukraine,2029,607100.0
UKR,Ukraine,2030,607100.0
UKR,Ukraine,2031,607100.0
UKR,Ukraine,2032,607100.0
UKR,Ukraine,2033,607100.0
UKR,Ukraine,2034,607100.0
UKR,Ukraine,2035,607100.0
UKR,Ukraine,2036,607100.0
UKR,Ukraine,2037,607100.0
UKR,Ukraine,2038,607100.0
UKR,Ukraine,2039,607100.0
UKR,Ukraine,2040,607100.0
UKR,Ukraine,2041,607100.0
UKR,Ukraine,2042,607100.0
UKR,Ukraine,2043,607100.0
UKR,Ukraine,2044,607100.0
UKR,Ukraine,2045,607100.0
UKR,Ukraine,2046,607100.0
UKR,Ukraine,2047,607100.0
UKR,Ukraine,2048,607100.0
UKR,Ukraine,2049,607100.0
UKR,Ukraine,2050,607100.0
URY,Uruguay,2023,6164000.0
URY,Uruguay,2024,6164000.0
URY,Uruguay,2025,6164000.0
URY,Uruguay,2026,6164000.0
URY,Uruguay,2027,6164000.0
URY,Uruguay,2028,6164000.0
URY,Uruguay,2029,6164000.0
URY,Uruguay,2030,6164000.0
URY,Uruguay,2031,6164000.0
URY,Uruguay,2032,6164000.0
URY,Uruguay,2033,6164000.0
URY,Uruguay,2034,6164000.0
URY,Uruguay,2035,6164000.0
URY,Uruguay,2036,6164000.0
URY,Uruguay,2037,6164000.0
URY,Uruguay,2038,6164000.0
URY,Uruguay,2039,6164000.0
URY,Uruguay,2040,6164000.0
URY,Uruguay,2041,6164000.0
URY,Uruguay,2042,6164000.0
URY,Uruguay,2043,6164000.0
URY,Uruguay,2044,6164000.0
URY,Uruguay,2045,6164000.0
URY,Uruguay,2046,6164000.0
URY,Uruguay,2047,6164000.0
URY,Uruguay,2048,6164000.0
URY,Uruguay,2049,6164000.0
URY,Uruguay,2050,6164000.0
USA,United States of America,2023,5065000.0
USA,United States of America,2024,5065000.0
USA,United States of America,2025,5065000.0
USA,United States of America,2026,5065000.0
USA,United States of America,2027,5065000.0
