Year,iso_code3,cost_enfu_fuel_kerosene_usd_per_m3
2034,GMB,274.0889068
2035,GMB,274.0889068
2036,GMB,274.0889068
2037,GMB,274.0889068
2038,GMB,274.0889068
2039,GMB,274.0889068
2040,GMB,274.0889068
2041,GMB,274.0889068
2042,GMB,274.0889068
2043,GMB,274.0889068
2044,GMB,274.0889068
2045,GMB,274.0889068
2046,GMB,274.0889068
2047,GMB,274.0889068
2048,GMB,274.0889068
2049,GMB,274.0889068
2050,GMB,274.0889068
2021,GNB,274.0889068
2022,GNB,274.0889068
2023,GNB,274.0889068
2024,GNB,274.0889068
2025,GNB,274.0889068
2026,GNB,274.0889068
2027,GNB,274.0889068
2028,GNB,274.0889068
2029,GNB,274.0889068
2030,GNB,274.0889068
2031,GNB,274.0889068
2032,GNB,274.0889068
2033,GNB,274.0889068
2034,GNB,274.0889068
2035,GNB,274.0889068
2036,GNB,274.0889068
2037,GNB,274.0889068
2038,GNB,274.0889068
2039,GNB,274.0889068
2040,GNB,274.0889068
2041,GNB,274.0889068
2042,GNB,274.0889068
2043,GNB,274.0889068
2044,GNB,274.0889068
2045,GNB,274.0889068
2046,GNB,274.0889068
2047,GNB,274.0889068
2048,GNB,274.0889068
2049,GNB,274.0889068
2050,GNB,274.0889068
2021,GNQ,274.0889068
2022,GNQ,274.0889068
2023,GNQ,274.0889068
2024,GNQ,274.0889068
2025,GNQ,274.0889068
2026,GNQ,274.0889068
2027,GNQ,274.0889068
2028,GNQ,274.0889068
2029,GNQ,274.0889068
2030,GNQ,274.0889068
2031,GNQ,274.0889068
2032,GNQ,274.0889068
2033,GNQ,274.0889068
2034,GNQ,274.0889068
2035,GNQ,274.0889068
2036,GNQ,274.0889068
2037,GNQ,274.0889068
2038,GNQ,274.0889068
2039,GNQ,274.0889068
2040,GNQ,274.0889068
2041,GNQ,274.0889068
2042,GNQ,274.0889068
2043,GNQ,274.0889068
2044,GNQ,274.0889068
2045,GNQ,274.0889068
2046,GNQ,274.0889068
2047,GNQ,274.0889068
2048,GNQ,274.0889068
2049,GNQ,274.0889068
2050,GNQ,274.0889068
2021,GRC,274.0889068
2022,GRC,274.0889068
2023,GRC,274.0889068
2024,GRC,274.0889068
2025,GRC,274.0889068
2026,GRC,274.0889068
2027,GRC,274.0889068
2028,GRC,274.0889068
2029,GRC,274.0889068
2030,GRC,274.0889068
2031,GRC,274.0889068
2032,GRC,274.0889068
2033,GRC,274.0889068
2034,GRC,274.0889068
2035,GRC,274.0889068
2036,GRC,274.0889068
2037,GRC,274.0889068
2038,GRC,274.0889068
2039,GRC,274.0889068
2040,GRC,274.0889068
2041,GRC,274.0889068
2042,GRC,274.0889068
2043,GRC,274.0889068
2044,GRC,274.0889068
2045,GRC,274.0889068
2046,GRC,274.0889068
2047,GRC,274.0889068
2048,GRC,274.0889068
2049,GRC,274.0889068
2050,GRC,274.0889068
2021,GRD,274.0889068
2022,GRD,274.0889068
2023,GRD,274.0889068
2024,GRD,274.0889068
2025,GRD,274.0889068
2026,GRD,274.0889068
2027,GRD,274.0889068
2028,GRD,274.0889068
2029,GRD,274.0889068
2030,GRD,274.0889068
2031,GRD,274.0889068
2032,GRD,274.0889068
2033,GRD,274.0889068
2034,GRD,274.0889068
2035,GRD,274.0889068
2036,GRD,274.0889068
2037,GRD,274.0889068
2038,GRD,274.0889068
2039,GRD,274.0889068
2040,GRD,274.0889068
2041,GRD,274.0889068
2042,GRD,274.0889068
2043,GRD,274.0889068
2044,GRD,274.0889068
2045,GRD,274.0889068
2046,GRD,274.0889068
2047,GRD,274.0889068
2048,GRD,274.0889068
2049,GRD,274.0889068
2050,GRD,274.0889068
2021,GRL,274.0889068
2022,GRL,274.0889068
2023,GRL,274.0889068
2024,GRL,274.0889068
2025,GRL,274.0889068
2026,GRL,274.0889068
2027,GRL,274.0889068
2028,GRL,274.0889068
2029,GRL,274.0889068
2030,GRL,274.0889068
2031,GRL,274.0889068
2032,GRL,274.0889068
2033,GRL,274.0889068
2034,GRL,274.0889068
2035,GRL,274.0889068
2036,GRL,274.0889068
2037,GRL,274.0889068
2038,GRL,274.0889068
2039,GRL,274.0889068
2040,GRL,274.0889068
2041,GRL,274.0889068
2042,GRL,274.0889068
2043,GRL,274.0889068
2044,GRL,274.0889068
2045,GRL,274.0889068
2046,GRL,274.0889068
2047,GRL,274.0889068
2048,GRL,274.0889068
2049,GRL,274.0889068
2050,GRL,274.0889068
2021,GTM,274.0889068
2022,GTM,274.0889068
2023,GTM,274.0889068
2024,GTM,274.0889068
2025,GTM,274.0889068
2026,GTM,274.0889068
2027,GTM,274.0889068
2028,GTM,274.0889068
2029,GTM,274.0889068
2030,GTM,274.0889068
2031,GTM,274.0889068
2032,GTM,274.0889068
2033,GTM,274.0889068
2034,GTM,274.0889068
2035,GTM,274.0889068
2036,GTM,274.0889068
2037,GTM,274.0889068
2038,GTM,274.0889068
2039,GTM,274.0889068
2040,GTM,274.0889068
2041,GTM,274.0889068
2042,GTM,274.0889068
2043,GTM,274.0889068
2044,GTM,274.0889068
2045,GTM,274.0889068
2046,GTM,274.0889068
2047,GTM,274.0889068
2048,GTM,274.0889068
2049,GTM,274.0889068
2050,GTM,274.0889068
2021,GUM,274.0889068
2022,GUM,274.0889068
2023,GUM,274.0889068
2024,GUM,274.0889068
2025,GUM,274.0889068
2026,GUM,274.0889068
2027,GUM,274.0889068
2028,GUM,274.0889068
2029,GUM,274.0889068
2030,GUM,274.0889068
2031,GUM,274.0889068
2032,GUM,274.0889068
2033,GUM,274.0889068
2034,GUM,274.0889068
2035,GUM,274.0889068
2036,GUM,274.0889068
2037,GUM,274.0889068
2038,GUM,274.0889068
2039,GUM,274.0889068
2040,GUM,274.0889068
2041,GUM,274.0889068
2042,GUM,274.0889068
2043,GUM,274.0889068
2044,GUM,274.0889068
2045,GUM,274.0889068
2046,GUM,274.0889068
2047,GUM,274.0889068
2048,GUM,274.0889068
2049,GUM,274.0889068
2050,GUM,274.0889068
2021,GUY,274.0889068
2022,GUY,274.0889068
2023,GUY,274.0889068
2024,GUY,274.0889068
2025,GUY,274.0889068
2026,GUY,274.0889068
2027,GUY,274.0889068
2028,GUY,274.0889068
2029,GUY,274.0889068
2030,GUY,274.0889068
2031,GUY,274.0889068
2032,GUY,274.0889068
2033,GUY,274.0889068
2034,GUY,274.0889068
2035,GUY,274.0889068
2036,GUY,274.0889068
2037,GUY,274.0889068
2038,GUY,274.0889068
2039,GUY,274.0889068
2040,GUY,274.0889068
2041,GUY,274.0889068
2042,GUY,274.0889068
2043,GUY,274.0889068
2044,GUY,274.0889068
2045,GUY,274.0889068
2046,GUY,274.0889068
2047,GUY,274.0889068
2048,GUY,274.0889068
2049,GUY,274.0889068
2050,GUY,274.0889068
2021,HKG,274.0889068
2022,HKG,274.0889068
2023,HKG,274.0889068
2024,HKG,274.0889068
2025,HKG,274.0889068
2026,HKG,274.0889068
2027,HKG,274.0889068
2028,HKG,274.0889068
2029,HKG,274.0889068
2030,HKG,274.0889068
2031,HKG,274.0889068
2032,HKG,274.0889068
2033,HKG,274.0889068
2034,HKG,274.0889068
2035,HKG,274.0889068
2036,HKG,274.0889068
2037,HKG,274.0889068
2038,HKG,274.0889068
2039,HKG,274.0889068
2040,HKG,274.0889068
2041,HKG,274.0889068
2042,HKG,274.0889068
2043,HKG,274.0889068
2044,HKG,274.0889068
2045,HKG,274.0889068
2046,HKG,274.0889068
2047,HKG,274.0889068
2048,HKG,274.0889068
2049,HKG,274.0889068
2050,HKG,274.0889068
2021,HND,274.0889068
2022,HND,274.0889068
2023,HND,274.0889068
2024,HND,274.0889068
2025,HND,274.0889068
2026,HND,274.0889068
2027,HND,274.0889068
2028,HND,274.0889068
2029,HND,274.0889068
2030,HND,274.0889068
2031,HND,274.0889068
2032,HND,274.0889068
2033,HND,274.0889068
2034,HND,274.0889068
2035,HND,274.0889068
2036,HND,274.0889068
2037,HND,274.0889068
2038,HND,274.0889068
2039,HND,274.0889068
2040,HND,274.0889068
2041,HND,274.0889068
2042,HND,274.0889068
2043,HND,274.0889068
2044,HND,274.0889068
2045,HND,274.0889068
2046,HND,274.0889068
2047,HND,274.0889068
2048,HND,274.0889068
2049,HND,274.0889068
2050,HND,274.0889068
2021,HRV,291.8592308
2022,HRV,291.8592308
2023,HRV,291.8592308
2024,HRV,291.8592308
2025,HRV,291.8592308
2026,HRV,291.8592308
2027,HRV,291.8592308
2028,HRV,291.8592308
2029,HRV,291.8592308
2030,HRV,291.8592308
2031,HRV,291.8592308
2032,HRV,291.8592308
2033,HRV,291.8592308
2034,HRV,291.8592308
2035,HRV,291.8592308
2036,HRV,291.8592308
2037,HRV,291.8592308
2038,HRV,291.8592308
2039,HRV,291.8592308
2040,HRV,291.8592308
2041,HRV,291.8592308
2042,HRV,291.8592308
2043,HRV,291.8592308
2044,HRV,291.8592308
2045,HRV,291.8592308
2046,HRV,291.8592308
2047,HRV,291.8592308
2048,HRV,291.8592308
2049,HRV,291.8592308
2050,HRV,291.8592308
2021,HTI,274.0889068
2022,HTI,274.0889068
2023,HTI,274.0889068
2024,HTI,274.0889068
2025,HTI,274.0889068
2026,HTI,274.0889068
2027,HTI,274.0889068
2028,HTI,274.0889068
2029,HTI,274.0889068
2030,HTI,274.0889068
2031,HTI,274.0889068
2032,HTI,274.0889068
2033,HTI,274.0889068
2034,HTI,274.0889068
2035,HTI,274.0889068
2036,HTI,274.0889068
2037,HTI,274.0889068
2038,HTI,274.0889068
2039,HTI,274.0889068
2040,HTI,274.0889068
2041,HTI,274.0889068
2042,HTI,274.0889068
2043,HTI,274.0889068
2044,HTI,274.0889068
2045,HTI,274.0889068
2046,HTI,274.0889068
2047,HTI,274.0889068
2048,HTI,274.0889068
2049,HTI,274.0889068
2050,HTI,274.0889068
2021,HUN,274.0889068
2022,HUN,274.0889068
2023,HUN,274.0889068
2024,HUN,274.0889068
2025,HUN,274.0889068
2026,HUN,274.0889068
2027,HUN,274.0889068
2028,HUN,274.0889068
2029,HUN,274.0889068
2030,HUN,274.0889068
2031,HUN,274.0889068
2032,HUN,274.0889068
2033,HUN,274.0889068
2034,HUN,274.0889068
2035,HUN,274.0889068
2036,HUN,274.0889068
2037,HUN,274.0889068
2038,HUN,274.0889068
2039,HUN,274.0889068
2040,HUN,274.0889068
2041,HUN,274.0889068
2042,HUN,274.0889068
2043,HUN,274.0889068
2044,HUN,274.0889068
2045,HUN,274.0889068
2046,HUN,274.0889068
2047,HUN,274.0889068
2048,HUN,274.0889068
2049,HUN,274.0889068
2050,HUN,274.0889068
2021,IDN,140.5607143
2022,IDN,140.5607143
2023,IDN,140.5607143
2024,IDN,140.5607143
2025,IDN,140.5607143
2026,IDN,140.5607143
2027,IDN,140.5607143
2028,IDN,140.5607143
2029,IDN,140.5607143
2030,IDN,140.5607143
2031,IDN,140.5607143
2032,IDN,140.5607143
2033,IDN,140.5607143
2034,IDN,140.5607143
2035,IDN,140.5607143
2036,IDN,140.5607143
2037,IDN,140.5607143
2038,IDN,140.5607143
2039,IDN,140.5607143
2040,IDN,140.5607143
2041,IDN,140.5607143
2042,IDN,140.5607143
2043,IDN,140.5607143
2044,IDN,140.5607143
2045,IDN,140.5607143
2046,IDN,140.5607143
2047,IDN,140.5607143
2048,IDN,140.5607143
2049,IDN,140.5607143
2050,IDN,140.5607143
2021,IMN,274.0889068
2022,IMN,274.0889068
2023,IMN,274.0889068
2024,IMN,274.0889068
2025,IMN,274.0889068
2026,IMN,274.0889068
2027,IMN,274.0889068
2028,IMN,274.0889068
2029,IMN,274.0889068
2030,IMN,274.0889068
2031,IMN,274.0889068
2032,IMN,274.0889068
2033,IMN,274.0889068
2034,IMN,274.0889068
2035,IMN,274.0889068
2036,IMN,274.0889068
2037,IMN,274.0889068
2038,IMN,274.0889068
2039,IMN,274.0889068
2040,IMN,274.0889068
2041,IMN,274.0889068
2042,IMN,274.0889068
2043,IMN,274.0889068
2044,IMN,274.0889068
2045,IMN,274.0889068
2046,IMN,274.0889068
2047,IMN,274.0889068
2048,IMN,274.0889068
2049,IMN,274.0889068
2050,IMN,274.0889068
2021,IND,274.0889068
2022,IND,274.0889068
2023,IND,274.0889068
2024,IND,274.0889068
2025,IND,274.0889068
2026,IND,274.0889068
2027,IND,274.0889068
2028,IND,274.0889068
2029,IND,274.0889068
2030,IND,274.0889068
2031,IND,274.0889068
2032,IND,274.0889068
2033,IND,274.0889068
2034,IND,274.0889068
2035,IND,274.0889068
2036,IND,274.0889068
2037,IND,274.0889068
2038,IND,274.0889068
2039,IND,274.0889068
2040,IND,274.0889068
2041,IND,274.0889068
2042,IND,274.0889068
2043,IND,274.0889068
2044,IND,274.0889068
2045,IND,274.0889068
2046,IND,274.0889068
2047,IND,274.0889068
2048,IND,274.0889068
2049,IND,274.0889068
2050,IND,274.0889068
2021,IRL,274.0889068
2022,IRL,274.0889068
2023,IRL,274.0889068
2024,IRL,274.0889068
2025,IRL,274.0889068
2026,IRL,274.0889068
2027,IRL,274.0889068
2028,IRL,274.0889068
2029,IRL,274.0889068
2030,IRL,274.0889068
2031,IRL,274.0889068
2032,IRL,274.0889068
2033,IRL,274.0889068
2034,IRL,274.0889068
2035,IRL,274.0889068
2036,IRL,274.0889068
2037,IRL,274.0889068
2038,IRL,274.0889068
2039,IRL,274.0889068
2040,IRL,274.0889068
2041,IRL,274.0889068
2042,IRL,274.0889068
2043,IRL,274.0889068
2044,IRL,274.0889068
2045,IRL,274.0889068
2046,IRL,274.0889068
2047,IRL,274.0889068
2048,IRL,274.0889068
2049,IRL,274.0889068
2050,IRL,274.0889068
2021,IRN,4.114
2022,IRN,4.114
2023,IRN,4.114
2024,IRN,4.114
2025,IRN,4.114
2026,IRN,4.114
2027,IRN,4.114
2028,IRN,4.114
2029,IRN,4.114
2030,IRN,4.114
2031,IRN,4.114
2032,IRN,4.114
2033,IRN,4.114
2034,IRN,4.114
2035,IRN,4.114
2036,IRN,4.114
2037,IRN,4.114
2038,IRN,4.114
2039,IRN,4.114
2040,IRN,4.114
2041,IRN,4.114
2042,IRN,4.114
2043,IRN,4.114
2044,IRN,4.114
2045,IRN,4.114
2046,IRN,4.114
2047,IRN,4.114
2048,IRN,4.114
2049,IRN,4.114
2050,IRN,4.114
2021,IRQ,274.0889068
2022,IRQ,274.0889068
2023,IRQ,274.0889068
2024,IRQ,274.0889068
2025,IRQ,274.0889068
2026,IRQ,274.0889068
2027,IRQ,274.0889068
2028,IRQ,274.0889068
2029,IRQ,274.0889068
2030,IRQ,274.0889068
2031,IRQ,274.0889068
2032,IRQ,274.0889068
2033,IRQ,274.0889068
2034,IRQ,274.0889068
2035,IRQ,274.0889068
2036,IRQ,274.0889068
2037,IRQ,274.0889068
2038,IRQ,274.0889068
2039,IRQ,274.0889068
2040,IRQ,274.0889068
2041,IRQ,274.0889068
2042,IRQ,274.0889068
2043,IRQ,274.0889068
2044,IRQ,274.0889068
2045,IRQ,274.0889068
2046,IRQ,274.0889068
2047,IRQ,274.0889068
2048,IRQ,274.0889068
2049,IRQ,274.0889068
2050,IRQ,274.0889068
2021,ISL,274.0889068
2022,ISL,274.0889068
2023,ISL,274.0889068
2024,ISL,274.0889068
2025,ISL,274.0889068
2026,ISL,274.0889068
2027,ISL,274.0889068
2028,ISL,274.0889068
2029,ISL,274.0889068
2030,ISL,274.0889068
2031,ISL,274.0889068
2032,ISL,274.0889068
2033,ISL,274.0889068
2034,ISL,274.0889068
2035,ISL,274.0889068
2036,ISL,274.0889068
2037,ISL,274.0889068
2038,ISL,274.0889068
2039,ISL,274.0889068
2040,ISL,274.0889068
2041,ISL,274.0889068
2042,ISL,274.0889068
2043,ISL,274.0889068
2044,ISL,274.0889068
2045,ISL,274.0889068
2046,ISL,274.0889068
2047,ISL,274.0889068
2048,ISL,274.0889068
2049,ISL,274.0889068
2050,ISL,274.0889068
2021,ISR,274.0889068
2022,ISR,274.0889068
2023,ISR,274.0889068
2024,ISR,274.0889068
2025,ISR,274.0889068
2026,ISR,274.0889068
2027,ISR,274.0889068
2028,ISR,274.0889068
2029,ISR,274.0889068
2030,ISR,274.0889068
2031,ISR,274.0889068
2032,ISR,274.0889068
2033,ISR,274.0889068
2034,ISR,274.0889068
2035,ISR,274.0889068
2036,ISR,274.0889068
2037,ISR,274.0889068
2038,ISR,274.0889068
2039,ISR,274.0889068
2040,ISR,274.0889068
2041,ISR,274.0889068
2042,ISR,274.0889068
2043,ISR,274.0889068
2044,ISR,274.0889068
2045,ISR,274.0889068
2046,ISR,274.0889068
2047,ISR,274.0889068
2048,ISR,274.0889068
2049,ISR,274.0889068
2050,ISR,274.0889068
2021,ITA,274.0889068
2022,ITA,274.0889068
2023,ITA,274.0889068
2024,ITA,274.0889068
2025,ITA,274.0889068
2026,ITA,274.0889068
2027,ITA,274.0889068
2028,ITA,274.0889068
2029,ITA,274.0889068
2030,ITA,274.0889068
2031,ITA,274.0889068
2032,ITA,274.0889068
2033,ITA,274.0889068
2034,ITA,274.0889068
2035,ITA,274.0889068
2036,ITA,274.0889068
2037,ITA,274.0889068
2038,ITA,274.0889068
2039,ITA,274.0889068
2040,ITA,274.0889068
2041,ITA,274.0889068
2042,ITA,274.0889068
2043,ITA,274.0889068
2044,ITA,274.0889068
2045,ITA,274.0889068
2046,ITA,274.0889068
2047,ITA,274.0889068
2048,ITA,274.0889068
2049,ITA,274.0889068
2050,ITA,274.0889068
2021,JAM,274.0889068
2022,JAM,274.0889068
2023,JAM,274.0889068
2024,JAM,274.0889068
2025,JAM,274.0889068
2026,JAM,274.0889068
2027,JAM,274.0889068
2028,JAM,274.0889068
2029,JAM,274.0889068
2030,JAM,274.0889068
2031,JAM,274.0889068
2032,JAM,274.0889068
2033,JAM,274.0889068
2034,JAM,274.0889068
2035,JAM,274.0889068
2036,JAM,274.0889068
2037,JAM,274.0889068
2038,JAM,274.0889068
2039,JAM,274.0889068
2040,JAM,274.0889068
2041,JAM,274.0889068
2042,JAM,274.0889068
2043,JAM,274.0889068
2044,JAM,274.0889068
2045,JAM,274.0889068
2046,JAM,274.0889068
2047,JAM,274.0889068
2048,JAM,274.0889068
2049,JAM,274.0889068
2050,JAM,274.0889068
2021,JOR,0.526
2022,JOR,0.526
2023,JOR,0.526
2024,JOR,0.526
2025,JOR,0.526
2026,JOR,0.526
2027,JOR,0.526
2028,JOR,0.526
2029,JOR,0.526
2030,JOR,0.526
2031,JOR,0.526
2032,JOR,0.526
2033,JOR,0.526
2034,JOR,0.526
2035,JOR,0.526
2036,JOR,0.526
2037,JOR,0.526
2038,JOR,0.526
2039,JOR,0.526
2040,JOR,0.526
2041,JOR,0.526
2042,JOR,0.526
2043,JOR,0.526
2044,JOR,0.526
2045,JOR,0.526
2046,JOR,0.526
2047,JOR,0.526
2048,JOR,0.526
2049,JOR,0.526
2050,JOR,0.526
2021,JPN,274.0889068
2022,JPN,274.0889068
2023,JPN,274.0889068
2024,JPN,274.0889068
2025,JPN,274.0889068
2026,JPN,274.0889068
2027,JPN,274.0889068
2028,JPN,274.0889068
2029,JPN,274.0889068
2030,JPN,274.0889068
2031,JPN,274.0889068
2032,JPN,274.0889068
2033,JPN,274.0889068
2034,JPN,274.0889068
2035,JPN,274.0889068
2036,JPN,274.0889068
2037,JPN,274.0889068
2038,JPN,274.0889068
2039,JPN,274.0889068
2040,JPN,274.0889068
2041,JPN,274.0889068
2042,JPN,274.0889068
2043,JPN,274.0889068
2044,JPN,274.0889068
2045,JPN,274.0889068
2046,JPN,274.0889068
2047,JPN,274.0889068
2048,JPN,274.0889068
2049,JPN,274.0889068
2050,JPN,274.0889068
2021,KAZ,274.0889068
2022,KAZ,274.0889068
2023,KAZ,274.0889068
2024,KAZ,274.0889068
2025,KAZ,274.0889068
2026,KAZ,274.0889068
2027,KAZ,274.0889068
2028,KAZ,274.0889068
2029,KAZ,274.0889068
2030,KAZ,274.0889068
2031,KAZ,274.0889068
2032,KAZ,274.0889068
2033,KAZ,274.0889068
2034,KAZ,274.0889068
2035,KAZ,274.0889068
2036,KAZ,274.0889068
2037,KAZ,274.0889068
2038,KAZ,274.0889068
2039,KAZ,274.0889068
2040,KAZ,274.0889068
2041,KAZ,274.0889068
2042,KAZ,274.0889068
2043,KAZ,274.0889068
2044,KAZ,274.0889068
2045,KAZ,274.0889068
2046,KAZ,274.0889068
2047,KAZ,274.0889068
2048,KAZ,274.0889068
2049,KAZ,274.0889068
2050,KAZ,274.0889068
2021,KEN,274.0889068
2022,KEN,274.0889068
2023,KEN,274.0889068
2024,KEN,274.0889068
2025,KEN,274.0889068
2026,KEN,274.0889068
2027,KEN,274.0889068
2028,KEN,274.0889068
2029,KEN,274.0889068
2030,KEN,274.0889068
2031,KEN,274.0889068
2032,KEN,274.0889068
2033,KEN,274.0889068
2034,KEN,274.0889068
2035,KEN,274.0889068
2036,KEN,274.0889068
2037,KEN,274.0889068
2038,KEN,274.0889068
2039,KEN,274.0889068
2040,KEN,274.0889068
2041,KEN,274.0889068
2042,KEN,274.0889068
2043,KEN,274.0889068
2044,KEN,274.0889068
2045,KEN,274.0889068
2046,KEN,274.0889068
2047,KEN,274.0889068
2048,KEN,274.0889068
2049,KEN,274.0889068
2050,KEN,274.0889068
2021,KGZ,274.0889068
2022,KGZ,274.0889068
2023,KGZ,274.0889068
2024,KGZ,274.0889068
2025,KGZ,274.0889068
2026,KGZ,274.0889068
2027,KGZ,274.0889068
2028,KGZ,274.0889068
2029,KGZ,274.0889068
2030,KGZ,274.0889068
2031,KGZ,274.0889068
2032,KGZ,274.0889068
2033,KGZ,274.0889068
2034,KGZ,274.0889068
2035,KGZ,274.0889068
2036,KGZ,274.0889068
2037,KGZ,274.0889068
2038,KGZ,274.0889068
2039,KGZ,274.0889068
2040,KGZ,274.0889068
2041,KGZ,274.0889068
2042,KGZ,274.0889068
2043,KGZ,274.0889068
2044,KGZ,274.0889068
2045,KGZ,274.0889068
2046,KGZ,274.0889068
2047,KGZ,274.0889068
2048,KGZ,274.0889068
2049,KGZ,274.0889068
2050,KGZ,274.0889068
2021,KHM,274.0889068
2022,KHM,274.0889068
2023,KHM,274.0889068
2024,KHM,274.0889068
2025,KHM,274.0889068
2026,KHM,274.0889068
2027,KHM,274.0889068
2028,KHM,274.0889068
2029,KHM,274.0889068
2030,KHM,274.0889068
2031,KHM,274.0889068
2032,KHM,274.0889068
2033,KHM,274.0889068
2034,KHM,274.0889068
2035,KHM,274.0889068
2036,KHM,274.0889068
2037,KHM,274.0889068
2038,KHM,274.0889068
2039,KHM,274.0889068
2040,KHM,274.0889068
2041,KHM,274.0889068
2042,KHM,274.0889068
2043,KHM,274.0889068
2044,KHM,274.0889068
2045,KHM,274.0889068
2046,KHM,274.0889068
2047,KHM,274.0889068
2048,KHM,274.0889068
2049,KHM,274.0889068
2050,KHM,274.0889068
2021,KIR,274.0889068
2022,KIR,274.0889068
2023,KIR,274.0889068
2024,KIR,274.0889068
2025,KIR,274.0889068
2026,KIR,274.0889068
2027,KIR,274.0889068
2028,KIR,274.0889068
2029,KIR,274.0889068
2030,KIR,274.0889068
2031,KIR,274.0889068
2032,KIR,274.0889068
2033,KIR,274.0889068
2034,KIR,274.0889068
2035,KIR,274.0889068
2036,KIR,274.0889068
2037,KIR,274.0889068
2038,KIR,274.0889068
2039,KIR,274.0889068
2040,KIR,274.0889068
2041,KIR,274.0889068
2042,KIR,274.0889068
2043,KIR,274.0889068
2044,KIR,274.0889068
2045,KIR,274.0889068
2046,KIR,274.0889068
2047,KIR,274.0889068
2048,KIR,274.0889068
2049,KIR,274.0889068
2050,KIR,274.0889068
2021,KNA,274.0889068
2022,KNA,274.0889068
2023,KNA,274.0889068
2024,KNA,274.0889068
2025,KNA,274.0889068
2026,KNA,274.0889068
2027,KNA,274.0889068
2028,KNA,274.0889068
2029,KNA,274.0889068
2030,KNA,274.0889068
2031,KNA,274.0889068
2032,KNA,274.0889068
2033,KNA,274.0889068
2034,KNA,274.0889068
2035,KNA,274.0889068
2036,KNA,274.0889068
2037,KNA,274.0889068
2038,KNA,274.0889068
2039,KNA,274.0889068
2040,KNA,274.0889068
2041,KNA,274.0889068
2042,KNA,274.0889068
2043,KNA,274.0889068
2044,KNA,274.0889068
2045,KNA,274.0889068
2046,KNA,274.0889068
2047,KNA,274.0889068
2048,KNA,274.0889068
2049,KNA,274.0889068
2050,KNA,274.0889068
2021,KOR,274.0889068
2022,KOR,274.0889068
2023,KOR,274.0889068
2024,KOR,274.0889068
2025,KOR,274.0889068
2026,KOR,274.0889068
2027,KOR,274.0889068
2028,KOR,274.0889068
2029,KOR,274.0889068
2030,KOR,274.0889068
2031,KOR,274.0889068
2032,KOR,274.0889068
2033,KOR,274.0889068
2034,KOR,274.0889068
2035,KOR,274.0889068
2036,KOR,274.0889068
2037,KOR,274.0889068
2038,KOR,274.0889068
2039,KOR,274.0889068
2040,KOR,274.0889068
2041,KOR,274.0889068
2042,KOR,274.0889068
2043,KOR,274.0889068
2044,KOR,274.0889068
2045,KOR,274.0889068
2046,KOR,274.0889068
2047,KOR,274.0889068
2048,KOR,274.0889068
2049,KOR,274.0889068
2050,KOR,274.0889068
2021,KWT,274.0889068
2022,KWT,274.0889068
2023,KWT,274.0889068
2024,KWT,274.0889068
2025,KWT,274.0889068
2026,KWT,274.0889068
2027,KWT,274.0889068
2028,KWT,274.0889068
2029,KWT,274.0889068
2030,KWT,274.0889068
2031,KWT,274.0889068
2032,KWT,274.0889068
2033,KWT,274.0889068
2034,KWT,274.0889068
2035,KWT,274.0889068
2036,KWT,274.0889068
2037,KWT,274.0889068
2038,KWT,274.0889068
2039,KWT,274.0889068
2040,KWT,274.0889068
2041,KWT,274.0889068
2042,KWT,274.0889068
2043,KWT,274.0889068
2044,KWT,274.0889068
2045,KWT,274.0889068
2046,KWT,274.0889068
2047,KWT,274.0889068
2048,KWT,274.0889068
2049,KWT,274.0889068
2050,KWT,274.0889068
2021,LAO,274.0889068
2022,LAO,274.0889068
2023,LAO,274.0889068
2024,LAO,274.0889068
2025,LAO,274.0889068
2026,LAO,274.0889068
2027,LAO,274.0889068
2028,LAO,274.0889068
2029,LAO,274.0889068
2030,LAO,274.0889068
2031,LAO,274.0889068
2032,LAO,274.0889068
2033,LAO,274.0889068
2034,LAO,274.0889068
2035,LAO,274.0889068
2036,LAO,274.0889068
2037,LAO,274.0889068
2038,LAO,274.0889068
2039,LAO,274.0889068
2040,LAO,274.0889068
2041,LAO,274.0889068
2042,LAO,274.0889068
2043,LAO,274.0889068
2044,LAO,274.0889068
2045,LAO,274.0889068
2046,LAO,274.0889068
2047,LAO,274.0889068
2048,LAO,274.0889068
2049,LAO,274.0889068
2050,LAO,274.0889068
2021,LBN,274.0889068
2022,LBN,274.0889068
2023,LBN,274.0889068
2024,LBN,274.0889068
2025,LBN,274.0889068
2026,LBN,274.0889068
2027,LBN,274.0889068
2028,LBN,274.0889068
2029,LBN,274.0889068
2030,LBN,274.0889068
2031,LBN,274.0889068
2032,LBN,274.0889068
2033,LBN,274.0889068
2034,LBN,274.0889068
2035,LBN,274.0889068
2036,LBN,274.0889068
2037,LBN,274.0889068
2038,LBN,274.0889068
2039,LBN,274.0889068
2040,LBN,274.0889068
2041,LBN,274.0889068
2042,LBN,274.0889068
2043,LBN,274.0889068
2044,LBN,274.0889068
2045,LBN,274.0889068
2046,LBN,274.0889068
2047,LBN,274.0889068
2048,LBN,274.0889068
2049,LBN,274.0889068
2050,LBN,274.0889068
2021,LBR,274.0889068
2022,LBR,274.0889068
2023,LBR,274.0889068
2024,LBR,274.0889068
2025,LBR,274.0889068
2026,LBR,274.0889068
2027,LBR,274.0889068
2028,LBR,274.0889068
2029,LBR,274.0889068
2030,LBR,274.0889068
2031,LBR,274.0889068
2032,LBR,274.0889068
