Year,iso_code3,cost_enfu_fuel_kerosene_usd_per_m3
2024,BGD,698.9014286
2025,BGD,698.9014286
2026,BGD,698.9014286
2027,BGD,698.9014286
2028,BGD,698.9014286
2029,BGD,698.9014286
2030,BGD,698.9014286
2031,BGD,698.9014286
2032,BGD,698.9014286
2033,BGD,698.9014286
2034,BGD,698.9014286
2035,BGD,698.9014286
2036,BGD,698.9014286
2037,BGD,698.9014286
2038,BGD,698.9014286
2039,BGD,698.9014286
2040,BGD,698.9014286
2041,BGD,698.9014286
2042,BGD,698.9014286
2043,BGD,698.9014286
2044,BGD,698.9014286
2045,BGD,698.9014286
2046,BGD,698.9014286
2047,BGD,698.9014286
2048,BGD,698.9014286
2049,BGD,698.9014286
2050,BGD,698.9014286
2021,BGR,478.7975
2022,BGR,478.7975
2023,BGR,478.7975
2024,BGR,478.7975
2025,BGR,478.7975
2026,BGR,478.7975
2027,BGR,478.7975
2028,BGR,478.7975
2029,BGR,478.7975
2030,BGR,478.7975
2031,BGR,478.7975
2032,BGR,478.7975
2033,BGR,478.7975
2034,BGR,478.7975
2035,BGR,478.7975
2036,BGR,478.7975
2037,BGR,478.7975
2038,BGR,478.7975
2039,BGR,478.7975
2040,BGR,478.7975
2041,BGR,478.7975
2042,BGR,478.7975
2043,BGR,478.7975
2044,BGR,478.7975
2045,BGR,478.7975
2046,BGR,478.7975
2047,BGR,478.7975
2048,BGR,478.7975
2049,BGR,478.7975
2050,BGR,478.7975
2021,BHR,203.95125
2022,BHR,203.95125
2023,BHR,203.95125
2024,BHR,203.95125
2025,BHR,203.95125
2026,BHR,203.95125
2027,BHR,203.95125
2028,BHR,203.95125
2029,BHR,203.95125
2030,BHR,203.95125
2031,BHR,203.95125
2032,BHR,203.95125
2033,BHR,203.95125
2034,BHR,203.95125
2035,BHR,203.95125
2036,BHR,203.95125
2037,BHR,203.95125
2038,BHR,203.95125
2039,BHR,203.95125
2040,BHR,203.95125
2041,BHR,203.95125
2042,BHR,203.95125
2043,BHR,203.95125
2044,BHR,203.95125
2045,BHR,203.95125
2046,BHR,203.95125
2047,BHR,203.95125
2048,BHR,203.95125
2049,BHR,203.95125
2050,BHR,203.95125
2021,BHS,274.0889068
2022,BHS,274.0889068
2023,BHS,274.0889068
2024,BHS,274.0889068
2025,BHS,274.0889068
2026,BHS,274.0889068
2027,BHS,274.0889068
2028,BHS,274.0889068
2029,BHS,274.0889068
2030,BHS,274.0889068
2031,BHS,274.0889068
2032,BHS,274.0889068
2033,BHS,274.0889068
2034,BHS,274.0889068
2035,BHS,274.0889068
2036,BHS,274.0889068
2037,BHS,274.0889068
2038,BHS,274.0889068
2039,BHS,274.0889068
2040,BHS,274.0889068
2041,BHS,274.0889068
2042,BHS,274.0889068
2043,BHS,274.0889068
2044,BHS,274.0889068
2045,BHS,274.0889068
2046,BHS,274.0889068
2047,BHS,274.0889068
2048,BHS,274.0889068
2049,BHS,274.0889068
2050,BHS,274.0889068
2021,BIH,274.0889068
2022,BIH,274.0889068
2023,BIH,274.0889068
2024,BIH,274.0889068
2025,BIH,274.0889068
2026,BIH,274.0889068
2027,BIH,274.0889068
2028,BIH,274.0889068
2029,BIH,274.0889068
2030,BIH,274.0889068
2031,BIH,274.0889068
2032,BIH,274.0889068
2033,BIH,274.0889068
2034,BIH,274.0889068
2035,BIH,274.0889068
2036,BIH,274.0889068
2037,BIH,274.0889068
2038,BIH,274.0889068
2039,BIH,274.0889068
2040,BIH,274.0889068
2041,BIH,274.0889068
2042,BIH,274.0889068
2043,BIH,274.0889068
2044,BIH,274.0889068
2045,BIH,274.0889068
2046,BIH,274.0889068
2047,BIH,274.0889068
2048,BIH,274.0889068
2049,BIH,274.0889068
2050,BIH,274.0889068
2021,BLR,6.91625
2022,BLR,6.91625
2023,BLR,6.91625
2024,BLR,6.91625
2025,BLR,6.91625
2026,BLR,6.91625
2027,BLR,6.91625
2028,BLR,6.91625
2029,BLR,6.91625
2030,BLR,6.91625
2031,BLR,6.91625
2032,BLR,6.91625
2033,BLR,6.91625
2034,BLR,6.91625
2035,BLR,6.91625
2036,BLR,6.91625
2037,BLR,6.91625
2038,BLR,6.91625
2039,BLR,6.91625
2040,BLR,6.91625
2041,BLR,6.91625
2042,BLR,6.91625
2043,BLR,6.91625
2044,BLR,6.91625
2045,BLR,6.91625
2046,BLR,6.91625
2047,BLR,6.91625
2048,BLR,6.91625
2049,BLR,6.91625
2050,BLR,6.91625
2021,BLZ,274.0889068
2022,BLZ,274.0889068
2023,BLZ,274.0889068
2024,BLZ,274.0889068
2025,BLZ,274.0889068
2026,BLZ,274.0889068
2027,BLZ,274.0889068
2028,BLZ,274.0889068
2029,BLZ,274.0889068
2030,BLZ,274.0889068
2031,BLZ,274.0889068
2032,BLZ,274.0889068
2033,BLZ,274.0889068
2034,BLZ,274.0889068
2035,BLZ,274.0889068
2036,BLZ,274.0889068
2037,BLZ,274.0889068
2038,BLZ,274.0889068
2039,BLZ,274.0889068
2040,BLZ,274.0889068
2041,BLZ,274.0889068
2042,BLZ,274.0889068
2043,BLZ,274.0889068
2044,BLZ,274.0889068
2045,BLZ,274.0889068
2046,BLZ,274.0889068
2047,BLZ,274.0889068
2048,BLZ,274.0889068
2049,BLZ,274.0889068
2050,BLZ,274.0889068
2021,BMU,274.0889068
2022,BMU,274.0889068
2023,BMU,274.0889068
2024,BMU,274.0889068
2025,BMU,274.0889068
2026,BMU,274.0889068
2027,BMU,274.0889068
2028,BMU,274.0889068
2029,BMU,274.0889068
2030,BMU,274.0889068
2031,BMU,274.0889068
2032,BMU,274.0889068
2033,BMU,274.0889068
2034,BMU,274.0889068
2035,BMU,274.0889068
2036,BMU,274.0889068
2037,BMU,274.0889068
2038,BMU,274.0889068
2039,BMU,274.0889068
2040,BMU,274.0889068
2041,BMU,274.0889068
2042,BMU,274.0889068
2043,BMU,274.0889068
2044,BMU,274.0889068
2045,BMU,274.0889068
2046,BMU,274.0889068
2047,BMU,274.0889068
2048,BMU,274.0889068
2049,BMU,274.0889068
2050,BMU,274.0889068
2021,BOL,274.0889068
2022,BOL,274.0889068
2023,BOL,274.0889068
2024,BOL,274.0889068
2025,BOL,274.0889068
2026,BOL,274.0889068
2027,BOL,274.0889068
2028,BOL,274.0889068
2029,BOL,274.0889068
2030,BOL,274.0889068
2031,BOL,274.0889068
2032,BOL,274.0889068
2033,BOL,274.0889068
2034,BOL,274.0889068
2035,BOL,274.0889068
2036,BOL,274.0889068
2037,BOL,274.0889068
2038,BOL,274.0889068
2039,BOL,274.0889068
2040,BOL,274.0889068
2041,BOL,274.0889068
2042,BOL,274.0889068
2043,BOL,274.0889068
2044,BOL,274.0889068
2045,BOL,274.0889068
2046,BOL,274.0889068
2047,BOL,274.0889068
2048,BOL,274.0889068
2049,BOL,274.0889068
2050,BOL,274.0889068
2021,BRA,21.69214286
2022,BRA,21.69214286
2023,BRA,21.69214286
2024,BRA,21.69214286
2025,BRA,21.69214286
2026,BRA,21.69214286
2027,BRA,21.69214286
2028,BRA,21.69214286
2029,BRA,21.69214286
2030,BRA,21.69214286
2031,BRA,21.69214286
2032,BRA,21.69214286
2033,BRA,21.69214286
2034,BRA,21.69214286
2035,BRA,21.69214286
2036,BRA,21.69214286
2037,BRA,21.69214286
2038,BRA,21.69214286
2039,BRA,21.69214286
2040,BRA,21.69214286
2041,BRA,21.69214286
2042,BRA,21.69214286
2043,BRA,21.69214286
2044,BRA,21.69214286
2045,BRA,21.69214286
2046,BRA,21.69214286
2047,BRA,21.69214286
2048,BRA,21.69214286
2049,BRA,21.69214286
2050,BRA,21.69214286
2021,BRB,274.0889068
2022,BRB,274.0889068
2023,BRB,274.0889068
2024,BRB,274.0889068
2025,BRB,274.0889068
2026,BRB,274.0889068
2027,BRB,274.0889068
2028,BRB,274.0889068
2029,BRB,274.0889068
2030,BRB,274.0889068
2031,BRB,274.0889068
2032,BRB,274.0889068
2033,BRB,274.0889068
2034,BRB,274.0889068
2035,BRB,274.0889068
2036,BRB,274.0889068
2037,BRB,274.0889068
2038,BRB,274.0889068
2039,BRB,274.0889068
2040,BRB,274.0889068
2041,BRB,274.0889068
2042,BRB,274.0889068
2043,BRB,274.0889068
2044,BRB,274.0889068
2045,BRB,274.0889068
2046,BRB,274.0889068
2047,BRB,274.0889068
2048,BRB,274.0889068
2049,BRB,274.0889068
2050,BRB,274.0889068
2021,BRN,274.0889068
2022,BRN,274.0889068
2023,BRN,274.0889068
2024,BRN,274.0889068
2025,BRN,274.0889068
2026,BRN,274.0889068
2027,BRN,274.0889068
2028,BRN,274.0889068
2029,BRN,274.0889068
2030,BRN,274.0889068
2031,BRN,274.0889068
2032,BRN,274.0889068
2033,BRN,274.0889068
2034,BRN,274.0889068
2035,BRN,274.0889068
2036,BRN,274.0889068
2037,BRN,274.0889068
2038,BRN,274.0889068
2039,BRN,274.0889068
2040,BRN,274.0889068
2041,BRN,274.0889068
2042,BRN,274.0889068
2043,BRN,274.0889068
2044,BRN,274.0889068
2045,BRN,274.0889068
2046,BRN,274.0889068
2047,BRN,274.0889068
2048,BRN,274.0889068
2049,BRN,274.0889068
2050,BRN,274.0889068
2021,BTN,274.0889068
2022,BTN,274.0889068
2023,BTN,274.0889068
2024,BTN,274.0889068
2025,BTN,274.0889068
2026,BTN,274.0889068
2027,BTN,274.0889068
2028,BTN,274.0889068
2029,BTN,274.0889068
2030,BTN,274.0889068
2031,BTN,274.0889068
2032,BTN,274.0889068
2033,BTN,274.0889068
2034,BTN,274.0889068
2035,BTN,274.0889068
2036,BTN,274.0889068
2037,BTN,274.0889068
2038,BTN,274.0889068
2039,BTN,274.0889068
2040,BTN,274.0889068
2041,BTN,274.0889068
2042,BTN,274.0889068
2043,BTN,274.0889068
2044,BTN,274.0889068
2045,BTN,274.0889068
2046,BTN,274.0889068
2047,BTN,274.0889068
2048,BTN,274.0889068
2049,BTN,274.0889068
2050,BTN,274.0889068
2021,BWA,274.0889068
2022,BWA,274.0889068
2023,BWA,274.0889068
2024,BWA,274.0889068
2025,BWA,274.0889068
2026,BWA,274.0889068
2027,BWA,274.0889068
2028,BWA,274.0889068
2029,BWA,274.0889068
2030,BWA,274.0889068
2031,BWA,274.0889068
2032,BWA,274.0889068
2033,BWA,274.0889068
2034,BWA,274.0889068
2035,BWA,274.0889068
2036,BWA,274.0889068
2037,BWA,274.0889068
2038,BWA,274.0889068
2039,BWA,274.0889068
2040,BWA,274.0889068
2041,BWA,274.0889068
2042,BWA,274.0889068
2043,BWA,274.0889068
2044,BWA,274.0889068
2045,BWA,274.0889068
2046,BWA,274.0889068
2047,BWA,274.0889068
2048,BWA,274.0889068
2049,BWA,274.0889068
2050,BWA,274.0889068
2021,CAF,274.0889068
2022,CAF,274.0889068
2023,CAF,274.0889068
2024,CAF,274.0889068
2025,CAF,274.0889068
2026,CAF,274.0889068
2027,CAF,274.0889068
2028,CAF,274.0889068
2029,CAF,274.0889068
2030,CAF,274.0889068
2031,CAF,274.0889068
2032,CAF,274.0889068
2033,CAF,274.0889068
2034,CAF,274.0889068
2035,CAF,274.0889068
2036,CAF,274.0889068
2037,CAF,274.0889068
2038,CAF,274.0889068
2039,CAF,274.0889068
2040,CAF,274.0889068
2041,CAF,274.0889068
2042,CAF,274.0889068
2043,CAF,274.0889068
2044,CAF,274.0889068
2045,CAF,274.0889068
2046,CAF,274.0889068
2047,CAF,274.0889068
2048,CAF,274.0889068
2049,CAF,274.0889068
2050,CAF,274.0889068
2021,CAN,274.0889068
2022,CAN,274.0889068
2023,CAN,274.0889068
2024,CAN,274.0889068
2025,CAN,274.0889068
2026,CAN,274.0889068
2027,CAN,274.0889068
2028,CAN,274.0889068
2029,CAN,274.0889068
2030,CAN,274.0889068
2031,CAN,274.0889068
2032,CAN,274.0889068
2033,CAN,274.0889068
2034,CAN,274.0889068
2035,CAN,274.0889068
2036,CAN,274.0889068
2037,CAN,274.0889068
2038,CAN,274.0889068
2039,CAN,274.0889068
2040,CAN,274.0889068
2041,CAN,274.0889068
2042,CAN,274.0889068
2043,CAN,274.0889068
2044,CAN,274.0889068
2045,CAN,274.0889068
2046,CAN,274.0889068
2047,CAN,274.0889068
2048,CAN,274.0889068
2049,CAN,274.0889068
2050,CAN,274.0889068
2021,CHE,274.0889068
2022,CHE,274.0889068
2023,CHE,274.0889068
2024,CHE,274.0889068
2025,CHE,274.0889068
2026,CHE,274.0889068
2027,CHE,274.0889068
2028,CHE,274.0889068
2029,CHE,274.0889068
2030,CHE,274.0889068
2031,CHE,274.0889068
2032,CHE,274.0889068
2033,CHE,274.0889068
2034,CHE,274.0889068
2035,CHE,274.0889068
2036,CHE,274.0889068
2037,CHE,274.0889068
2038,CHE,274.0889068
2039,CHE,274.0889068
2040,CHE,274.0889068
2041,CHE,274.0889068
2042,CHE,274.0889068
2043,CHE,274.0889068
2044,CHE,274.0889068
2045,CHE,274.0889068
2046,CHE,274.0889068
2047,CHE,274.0889068
2048,CHE,274.0889068
2049,CHE,274.0889068
2050,CHE,274.0889068
2021,CHL,274.0889068
2022,CHL,274.0889068
2023,CHL,274.0889068
2024,CHL,274.0889068
2025,CHL,274.0889068
2026,CHL,274.0889068
2027,CHL,274.0889068
2028,CHL,274.0889068
2029,CHL,274.0889068
2030,CHL,274.0889068
2031,CHL,274.0889068
2032,CHL,274.0889068
2033,CHL,274.0889068
2034,CHL,274.0889068
2035,CHL,274.0889068
2036,CHL,274.0889068
2037,CHL,274.0889068
2038,CHL,274.0889068
2039,CHL,274.0889068
2040,CHL,274.0889068
2041,CHL,274.0889068
2042,CHL,274.0889068
2043,CHL,274.0889068
2044,CHL,274.0889068
2045,CHL,274.0889068
2046,CHL,274.0889068
2047,CHL,274.0889068
2048,CHL,274.0889068
2049,CHL,274.0889068
2050,CHL,274.0889068
2021,CHN,274.0889068
2022,CHN,274.0889068
2023,CHN,274.0889068
2024,CHN,274.0889068
2025,CHN,274.0889068
2026,CHN,274.0889068
2027,CHN,274.0889068
2028,CHN,274.0889068
2029,CHN,274.0889068
2030,CHN,274.0889068
2031,CHN,274.0889068
2032,CHN,274.0889068
2033,CHN,274.0889068
2034,CHN,274.0889068
2035,CHN,274.0889068
2036,CHN,274.0889068
2037,CHN,274.0889068
2038,CHN,274.0889068
2039,CHN,274.0889068
2040,CHN,274.0889068
2041,CHN,274.0889068
2042,CHN,274.0889068
2043,CHN,274.0889068
2044,CHN,274.0889068
2045,CHN,274.0889068
2046,CHN,274.0889068
2047,CHN,274.0889068
2048,CHN,274.0889068
2049,CHN,274.0889068
2050,CHN,274.0889068
2021,CIV,274.0889068
