,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_wind_mm_usd_per_gw
154,Afghanistan,ALB,2025,2989.760817879989
155,Afghanistan,ALB,2026,2921.4745864255556
156,Afghanistan,ALB,2027,2854.7480146530474
157,Afghanistan,ALB,2028,2789.5454798860987
158,Afghanistan,ALB,2029,2725.8321730713933
159,Afghanistan,ALB,2030,2663.574080195495
160,Afghanistan,ALB,2031,2602.7379641261055
161,Afghanistan,ALB,2032,2543.291346868079
162,Afghanistan,ALB,2033,2485.202492224703
163,Afghanistan,ALB,2034,2428.440388855
164,Afghanistan,ALB,2035,2372.9747337179997
165,Afghanistan,ALB,2036,2318.775915895144
166,Afghanistan,ALB,2037,2265.8150007821887
167,Afghanistan,ALB,2038,2214.063714642164
168,Afghanistan,ALB,2039,2163.4944295111463
169,Afghanistan,ALB,2040,2114.080148448779
170,Afghanistan,ALB,2041,2065.7944911256745
171,Afghanistan,ALB,2042,2018.6116797400036
172,Afghanistan,ALB,2043,1972.5065252557422
173,Afghanistan,ALB,2044,1927.4544139552452
174,Afghanistan,ALB,2045,1883.4312942989557
175,Afghanistan,ALB,2046,1840.413664085238
176,Afghanistan,ALB,2047,1798.3785579034864
177,Afghanistan,ALB,2048,1757.3035348737956
178,Afghanistan,ALB,2049,1717.1666666666667
179,Afghanistan,ALB,2050,1677.9465257963395
180,Afghanistan,AND,2021,3279.2443483630072
181,Afghanistan,AND,2022,3204.3463039345756
182,Afghanistan,AND,2023,3131.1589332051026
183,Afghanistan,AND,2024,3059.6431643333053
184,Afghanistan,AND,2025,2989.760817879989
185,Afghanistan,AND,2026,2921.4745864255556
186,Afghanistan,AND,2027,2854.7480146530474
187,Afghanistan,AND,2028,2789.5454798860987
188,Afghanistan,AND,2029,2725.8321730713933
189,Afghanistan,AND,2030,2663.574080195495
190,Afghanistan,AND,2031,2602.7379641261055
191,Afghanistan,AND,2032,2543.291346868079
192,Afghanistan,AND,2033,2485.202492224703
193,Afghanistan,AND,2034,2428.440388855
194,Afghanistan,AND,2035,2372.9747337179997
195,Afghanistan,AND,2036,2318.775915895144
196,Afghanistan,AND,2037,2265.8150007821887
197,Afghanistan,AND,2038,2214.063714642164
198,Afghanistan,AND,2039,2163.4944295111463
199,Afghanistan,AND,2040,2114.080148448779
200,Afghanistan,AND,2041,2065.7944911256745
201,Afghanistan,AND,2042,2018.6116797400036
202,Afghanistan,AND,2043,1972.5065252557422
203,Afghanistan,AND,2044,1927.4544139552452
204,Afghanistan,AND,2045,1883.4312942989557
205,Afghanistan,AND,2046,1840.413664085238
206,Afghanistan,AND,2047,1798.3785579034864
207,Afghanistan,AND,2048,1757.3035348737956
208,Afghanistan,AND,2049,1717.1666666666667
209,Afghanistan,AND,2050,1677.9465257963395
210,Afghanistan,ARE,2021,3279.2443483630072
211,Afghanistan,ARE,2022,3204.3463039345756
212,Afghanistan,ARE,2023,3131.1589332051026
213,Afghanistan,ARE,2024,3059.6431643333053
214,Afghanistan,ARE,2025,2989.760817879989
215,Afghanistan,ARE,2026,2921.4745864255556
216,Afghanistan,ARE,2027,2854.7480146530474
217,Afghanistan,ARE,2028,2789.5454798860987
218,Afghanistan,ARE,2029,2725.8321730713933
219,Afghanistan,ARE,2030,2663.574080195495
220,Afghanistan,ARE,2031,2602.7379641261055
221,Afghanistan,ARE,2032,2543.291346868079
222,Afghanistan,ARE,2033,2485.202492224703
223,Afghanistan,ARE,2034,2428.440388855
224,Afghanistan,ARE,2035,2372.9747337179997
225,Afghanistan,ARE,2036,2318.775915895144
226,Afghanistan,ARE,2037,2265.8150007821887
227,Afghanistan,ARE,2038,2214.063714642164
228,Afghanistan,ARE,2039,2163.4944295111463
229,Afghanistan,ARE,2040,2114.080148448779
230,Afghanistan,ARE,2041,2065.7944911256745
231,Afghanistan,ARE,2042,2018.6116797400036
232,Afghanistan,ARE,2043,1972.5065252557422
233,Afghanistan,ARE,2044,1927.4544139552452
234,Afghanistan,ARE,2045,1883.4312942989557
235,Afghanistan,ARE,2046,1840.413664085238
236,Afghanistan,ARE,2047,1798.3785579034864
237,Afghanistan,ARE,2048,1757.3035348737956
238,Afghanistan,ARE,2049,1717.1666666666667
239,Afghanistan,ARE,2050,1677.9465257963395
240,Afghanistan,ARG,2021,3279.2443483630072
241,Afghanistan,ARG,2022,3204.3463039345756
242,Afghanistan,ARG,2023,3131.1589332051026
243,Afghanistan,ARG,2024,3059.6431643333053
244,Afghanistan,ARG,2025,2989.760817879989
245,Afghanistan,ARG,2026,2921.4745864255556
246,Afghanistan,ARG,2027,2854.7480146530474
247,Afghanistan,ARG,2028,2789.5454798860987
248,Afghanistan,ARG,2029,2725.8321730713933
249,Afghanistan,ARG,2030,2663.574080195495
250,Afghanistan,ARG,2031,2602.7379641261055
251,Afghanistan,ARG,2032,2543.291346868079
252,Afghanistan,ARG,2033,2485.202492224703
253,Afghanistan,ARG,2034,2428.440388855
254,Afghanistan,ARG,2035,2372.9747337179997
255,Afghanistan,ARG,2036,2318.775915895144
256,Afghanistan,ARG,2037,2265.8150007821887
257,Afghanistan,ARG,2038,2214.063714642164
258,Afghanistan,ARG,2039,2163.4944295111463
259,Afghanistan,ARG,2040,2114.080148448779
260,Afghanistan,ARG,2041,2065.7944911256745
261,Afghanistan,ARG,2042,2018.6116797400036
262,Afghanistan,ARG,2043,1972.5065252557422
263,Afghanistan,ARG,2044,1927.4544139552452
264,Afghanistan,ARG,2045,1883.4312942989557
265,Afghanistan,ARG,2046,1840.413664085238
266,Afghanistan,ARG,2047,1798.3785579034864
267,Afghanistan,ARG,2048,1757.3035348737956
268,Afghanistan,ARG,2049,1717.1666666666667
269,Afghanistan,ARG,2050,1677.9465257963395
270,Afghanistan,ARM,2021,3279.2443483630072
271,Afghanistan,ARM,2022,3204.3463039345756
272,Afghanistan,ARM,2023,3131.1589332051026
273,Afghanistan,ARM,2024,3059.6431643333053
274,Afghanistan,ARM,2025,2989.760817879989
275,Afghanistan,ARM,2026,2921.4745864255556
276,Afghanistan,ARM,2027,2854.7480146530474
277,Afghanistan,ARM,2028,2789.5454798860987
278,Afghanistan,ARM,2029,2725.8321730713933
279,Afghanistan,ARM,2030,2663.574080195495
280,Afghanistan,ARM,2031,2602.7379641261055
281,Afghanistan,ARM,2032,2543.291346868079
282,Afghanistan,ARM,2033,2485.202492224703
283,Afghanistan,ARM,2034,2428.440388855
284,Afghanistan,ARM,2035,2372.9747337179997
285,Afghanistan,ARM,2036,2318.775915895144
286,Afghanistan,ARM,2037,2265.8150007821887
287,Afghanistan,ARM,2038,2214.063714642164
288,Afghanistan,ARM,2039,2163.4944295111463
289,Afghanistan,ARM,2040,2114.080148448779
290,Afghanistan,ARM,2041,2065.7944911256745
291,Afghanistan,ARM,2042,2018.6116797400036
292,Afghanistan,ARM,2043,1972.5065252557422
293,Afghanistan,ARM,2044,1927.4544139552452
294,Afghanistan,ARM,2045,1883.4312942989557
295,Afghanistan,ARM,2046,1840.413664085238
296,Afghanistan,ARM,2047,1798.3785579034864
297,Afghanistan,ARM,2048,1757.3035348737956
298,Afghanistan,ARM,2049,1717.1666666666667
299,Afghanistan,ARM,2050,1677.9465257963395
300,Afghanistan,ASM,2021,3279.2443483630072
301,Afghanistan,ASM,2022,3204.3463039345756
302,Afghanistan,ASM,2023,3131.1589332051026
303,Afghanistan,ASM,2024,3059.6431643333053
304,Afghanistan,ASM,2025,2989.760817879989
305,Afghanistan,ASM,2026,2921.4745864255556
306,Afghanistan,ASM,2027,2854.7480146530474
307,Afghanistan,ASM,2028,2789.5454798860987
308,Afghanistan,ASM,2029,2725.8321730713933
309,Afghanistan,ASM,2030,2663.574080195495
310,Afghanistan,ASM,2031,2602.7379641261055
311,Afghanistan,ASM,2032,2543.291346868079
312,Afghanistan,ASM,2033,2485.202492224703
313,Afghanistan,ASM,2034,2428.440388855
314,Afghanistan,ASM,2035,2372.9747337179997
315,Afghanistan,ASM,2036,2318.775915895144
316,Afghanistan,ASM,2037,2265.8150007821887
317,Afghanistan,ASM,2038,2214.063714642164
318,Afghanistan,ASM,2039,2163.4944295111463
319,Afghanistan,ASM,2040,2114.080148448779
320,Afghanistan,ASM,2041,2065.7944911256745
321,Afghanistan,ASM,2042,2018.6116797400036
322,Afghanistan,ASM,2043,1972.5065252557422
323,Afghanistan,ASM,2044,1927.4544139552452
324,Afghanistan,ASM,2045,1883.4312942989557
325,Afghanistan,ASM,2046,1840.413664085238
326,Afghanistan,ASM,2047,1798.3785579034864
327,Afghanistan,ASM,2048,1757.3035348737956
328,Afghanistan,ASM,2049,1717.1666666666667
329,Afghanistan,ASM,2050,1677.9465257963395
330,Afghanistan,ATA,2021,3279.2443483630072
331,Afghanistan,ATA,2022,3204.3463039345756
332,Afghanistan,ATA,2023,3131.1589332051026
333,Afghanistan,ATA,2024,3059.6431643333053
334,Afghanistan,ATA,2025,2989.760817879989
335,Afghanistan,ATA,2026,2921.4745864255556
336,Afghanistan,ATA,2027,2854.7480146530474
337,Afghanistan,ATA,2028,2789.5454798860987
338,Afghanistan,ATA,2029,2725.8321730713933
339,Afghanistan,ATA,2030,2663.574080195495
340,Afghanistan,ATA,2031,2602.7379641261055
341,Afghanistan,ATA,2032,2543.291346868079
342,Afghanistan,ATA,2033,2485.202492224703
343,Afghanistan,ATA,2034,2428.440388855
344,Afghanistan,ATA,2035,2372.9747337179997
345,Afghanistan,ATA,2036,2318.775915895144
346,Afghanistan,ATA,2037,2265.8150007821887
347,Afghanistan,ATA,2038,2214.063714642164
348,Afghanistan,ATA,2039,2163.4944295111463
349,Afghanistan,ATA,2040,2114.080148448779
350,Afghanistan,ATA,2041,2065.7944911256745
351,Afghanistan,ATA,2042,2018.6116797400036
352,Afghanistan,ATA,2043,1972.5065252557422
353,Afghanistan,ATA,2044,1927.4544139552452
354,Afghanistan,ATA,2045,1883.4312942989557
355,Afghanistan,ATA,2046,1840.413664085238
356,Afghanistan,ATA,2047,1798.3785579034864
357,Afghanistan,ATA,2048,1757.3035348737956
358,Afghanistan,ATA,2049,1717.1666666666667
359,Afghanistan,ATA,2050,1677.9465257963395
360,Afghanistan,ATF,2021,3279.2443483630072
361,Afghanistan,ATF,2022,3204.3463039345756
362,Afghanistan,ATF,2023,3131.1589332051026
363,Afghanistan,ATF,2024,3059.6431643333053
364,Afghanistan,ATF,2025,2989.760817879989
365,Afghanistan,ATF,2026,2921.4745864255556
366,Afghanistan,ATF,2027,2854.7480146530474
367,Afghanistan,ATF,2028,2789.5454798860987
368,Afghanistan,ATF,2029,2725.8321730713933
369,Afghanistan,ATF,2030,2663.574080195495
370,Afghanistan,ATF,2031,2602.7379641261055
371,Afghanistan,ATF,2032,2543.291346868079
372,Afghanistan,ATF,2033,2485.202492224703
373,Afghanistan,ATF,2034,2428.440388855
374,Afghanistan,ATF,2035,2372.9747337179997
375,Afghanistan,ATF,2036,2318.775915895144
376,Afghanistan,ATF,2037,2265.8150007821887
377,Afghanistan,ATF,2038,2214.063714642164
378,Afghanistan,ATF,2039,2163.4944295111463
379,Afghanistan,ATF,2040,2114.080148448779
380,Afghanistan,ATF,2041,2065.7944911256745
381,Afghanistan,ATF,2042,2018.6116797400036
382,Afghanistan,ATF,2043,1972.5065252557422
383,Afghanistan,ATF,2044,1927.4544139552452
384,Afghanistan,ATF,2045,1883.4312942989557
385,Afghanistan,ATF,2046,1840.413664085238
386,Afghanistan,ATF,2047,1798.3785579034864
387,Afghanistan,ATF,2048,1757.3035348737956
388,Afghanistan,ATF,2049,1717.1666666666667
389,Afghanistan,ATF,2050,1677.9465257963395
390,Afghanistan,ATG,2021,3279.2443483630072
391,Afghanistan,ATG,2022,3204.3463039345756
392,Afghanistan,ATG,2023,3131.1589332051026
393,Afghanistan,ATG,2024,3059.6431643333053
394,Afghanistan,ATG,2025,2989.760817879989
395,Afghanistan,ATG,2026,2921.4745864255556
396,Afghanistan,ATG,2027,2854.7480146530474
397,Afghanistan,ATG,2028,2789.5454798860987
398,Afghanistan,ATG,2029,2725.8321730713933
399,Afghanistan,ATG,2030,2663.574080195495
400,Afghanistan,ATG,2031,2602.7379641261055
401,Afghanistan,ATG,2032,2543.291346868079
402,Afghanistan,ATG,2033,2485.202492224703
403,Afghanistan,ATG,2034,2428.440388855
404,Afghanistan,ATG,2035,2372.9747337179997
405,Afghanistan,ATG,2036,2318.775915895144
406,Afghanistan,ATG,2037,2265.8150007821887
407,Afghanistan,ATG,2038,2214.063714642164
408,Afghanistan,ATG,2039,2163.4944295111463
409,Afghanistan,ATG,2040,2114.080148448779
410,Afghanistan,ATG,2041,2065.7944911256745
411,Afghanistan,ATG,2042,2018.6116797400036
412,Afghanistan,ATG,2043,1972.5065252557422
413,Afghanistan,ATG,2044,1927.4544139552452
414,Afghanistan,ATG,2045,1883.4312942989557
415,Afghanistan,ATG,2046,1840.413664085238
416,Afghanistan,ATG,2047,1798.3785579034864
417,Afghanistan,ATG,2048,1757.3035348737956
418,Afghanistan,ATG,2049,1717.1666666666667
419,Afghanistan,ATG,2050,1677.9465257963395
420,Afghanistan,AUS,2021,3279.2443483630072
421,Afghanistan,AUS,2022,3204.3463039345756
422,Afghanistan,AUS,2023,3131.1589332051026
423,Afghanistan,AUS,2024,3059.6431643333053
424,Afghanistan,AUS,2025,2989.760817879989
425,Afghanistan,AUS,2026,2921.4745864255556
426,Afghanistan,AUS,2027,2854.7480146530474
427,Afghanistan,AUS,2028,2789.5454798860987
428,Afghanistan,AUS,2029,2725.8321730713933
429,Afghanistan,AUS,2030,2663.574080195495
430,Afghanistan,AUS,2031,2602.7379641261055
431,Afghanistan,AUS,2032,2543.291346868079
432,Afghanistan,AUS,2033,2485.202492224703
433,Afghanistan,AUS,2034,2428.440388855
434,Afghanistan,AUS,2035,2372.9747337179997
435,Afghanistan,AUS,2036,2318.775915895144
436,Afghanistan,AUS,2037,2265.8150007821887
437,Afghanistan,AUS,2038,2214.063714642164
438,Afghanistan,AUS,2039,2163.4944295111463
439,Afghanistan,AUS,2040,2114.080148448779
440,Afghanistan,AUS,2041,2065.7944911256745
441,Afghanistan,AUS,2042,2018.6116797400036
442,Afghanistan,AUS,2043,1972.5065252557422
443,Afghanistan,AUS,2044,1927.4544139552452
444,Afghanistan,AUS,2045,1883.4312942989557
445,Afghanistan,AUS,2046,1840.413664085238
446,Afghanistan,AUS,2047,1798.3785579034864
447,Afghanistan,AUS,2048,1757.3035348737956
448,Afghanistan,AUS,2049,1717.1666666666667
449,Afghanistan,AUS,2050,1677.9465257963395
450,Afghanistan,AUT,2021,3279.2443483630072
451,Afghanistan,AUT,2022,3204.3463039345756
452,Afghanistan,AUT,2023,3131.1589332051026
453,Afghanistan,AUT,2024,3059.6431643333053
454,Afghanistan,AUT,2025,2989.760817879989
455,Afghanistan,AUT,2026,2921.4745864255556
456,Afghanistan,AUT,2027,2854.7480146530474
457,Afghanistan,AUT,2028,2789.5454798860987
458,Afghanistan,AUT,2029,2725.8321730713933
459,Afghanistan,AUT,2030,2663.574080195495
460,Afghanistan,AUT,2031,2602.7379641261055
461,Afghanistan,AUT,2032,2543.291346868079
462,Afghanistan,AUT,2033,2485.202492224703
463,Afghanistan,AUT,2034,2428.440388855
464,Afghanistan,AUT,2035,2372.9747337179997
465,Afghanistan,AUT,2036,2318.775915895144
466,Afghanistan,AUT,2037,2265.8150007821887
467,Afghanistan,AUT,2038,2214.063714642164
468,Afghanistan,AUT,2039,2163.4944295111463
469,Afghanistan,AUT,2040,2114.080148448779
470,Afghanistan,AUT,2041,2065.7944911256745
471,Afghanistan,AUT,2042,2018.6116797400036
472,Afghanistan,AUT,2043,1972.5065252557422
473,Afghanistan,AUT,2044,1927.4544139552452
474,Afghanistan,AUT,2045,1883.4312942989557
475,Afghanistan,AUT,2046,1840.413664085238
476,Afghanistan,AUT,2047,1798.3785579034864
477,Afghanistan,AUT,2048,1757.3035348737956
478,Afghanistan,AUT,2049,1717.1666666666667
479,Afghanistan,AUT,2050,1677.9465257963395
480,Afghanistan,AZE,2021,3279.2443483630072
481,Afghanistan,AZE,2022,3204.3463039345756
482,Afghanistan,AZE,2023,3131.1589332051026
483,Afghanistan,AZE,2024,3059.6431643333053
484,Afghanistan,AZE,2025,2989.760817879989
485,Afghanistan,AZE,2026,2921.4745864255556
486,Afghanistan,AZE,2027,2854.7480146530474
487,Afghanistan,AZE,2028,2789.5454798860987
488,Afghanistan,AZE,2029,2725.8321730713933
489,Afghanistan,AZE,2030,2663.574080195495
490,Afghanistan,AZE,2031,2602.7379641261055
491,Afghanistan,AZE,2032,2543.291346868079
492,Afghanistan,AZE,2033,2485.202492224703
493,Afghanistan,AZE,2034,2428.440388855
494,Afghanistan,AZE,2035,2372.9747337179997
495,Afghanistan,AZE,2036,2318.775915895144
496,Afghanistan,AZE,2037,2265.8150007821887
497,Afghanistan,AZE,2038,2214.063714642164
498,Afghanistan,AZE,2039,2163.4944295111463
499,Afghanistan,AZE,2040,2114.080148448779
500,Afghanistan,AZE,2041,2065.7944911256745
501,Afghanistan,AZE,2042,2018.6116797400036
502,Afghanistan,AZE,2043,1972.5065252557422
503,Afghanistan,AZE,2044,1927.4544139552452
504,Afghanistan,AZE,2045,1883.4312942989557
505,Afghanistan,AZE,2046,1840.413664085238
506,Afghanistan,AZE,2047,1798.3785579034864
507,Afghanistan,AZE,2048,1757.3035348737956
508,Afghanistan,AZE,2049,1717.1666666666667
509,Afghanistan,AZE,2050,1677.9465257963395
510,Afghanistan,BDI,2021,3279.2443483630072
511,Afghanistan,BDI,2022,3204.3463039345756
512,Afghanistan,BDI,2023,3131.1589332051026
513,Afghanistan,BDI,2024,3059.6431643333053
514,Afghanistan,BDI,2025,2989.760817879989
515,Afghanistan,BDI,2026,2921.4745864255556
516,Afghanistan,BDI,2027,2854.7480146530474
517,Afghanistan,BDI,2028,2789.5454798860987
518,Afghanistan,BDI,2029,2725.8321730713933
519,Afghanistan,BDI,2030,2663.574080195495
520,Afghanistan,BDI,2031,2602.7379641261055
521,Afghanistan,BDI,2032,2543.291346868079
522,Afghanistan,BDI,2033,2485.202492224703
523,Afghanistan,BDI,2034,2428.440388855
524,Afghanistan,BDI,2035,2372.9747337179997
525,Afghanistan,BDI,2036,2318.775915895144
526,Afghanistan,BDI,2037,2265.8150007821887
527,Afghanistan,BDI,2038,2214.063714642164
528,Afghanistan,BDI,2039,2163.4944295111463
529,Afghanistan,BDI,2040,2114.080148448779
530,Afghanistan,BDI,2041,2065.7944911256745
531,Afghanistan,BDI,2042,2018.6116797400036
532,Afghanistan,BDI,2043,1972.5065252557422
533,Afghanistan,BDI,2044,1927.4544139552452
534,Afghanistan,BDI,2045,1883.4312942989557
535,Afghanistan,BDI,2046,1840.413664085238
536,Afghanistan,BDI,2047,1798.3785579034864
537,Afghanistan,BDI,2048,1757.3035348737956
538,Afghanistan,BDI,2049,1717.1666666666667
539,Afghanistan,BDI,2050,1677.9465257963395
540,Afghanistan,BEL,2021,3279.2443483630072
541,Afghanistan,BEL,2022,3204.3463039345756
542,Afghanistan,BEL,2023,3131.1589332051026
543,Afghanistan,BEL,2024,3059.6431643333053
544,Afghanistan,BEL,2025,2989.760817879989
545,Afghanistan,BEL,2026,2921.4745864255556
546,Afghanistan,BEL,2027,2854.7480146530474
547,Afghanistan,BEL,2028,2789.5454798860987
548,Afghanistan,BEL,2029,2725.8321730713933
549,Afghanistan,BEL,2030,2663.574080195495
550,Afghanistan,BEL,2031,2602.7379641261055
551,Afghanistan,BEL,2032,2543.291346868079
552,Afghanistan,BEL,2033,2485.202492224703
553,Afghanistan,BEL,2034,2428.440388855
554,Afghanistan,BEL,2035,2372.9747337179997
555,Afghanistan,BEL,2036,2318.775915895144
556,Afghanistan,BEL,2037,2265.8150007821887
557,Afghanistan,BEL,2038,2214.063714642164
558,Afghanistan,BEL,2039,2163.4944295111463
559,Afghanistan,BEL,2040,2114.080148448779
560,Afghanistan,BEL,2041,2065.7944911256745
561,Afghanistan,BEL,2042,2018.6116797400036
562,Afghanistan,BEL,2043,1972.5065252557422
563,Afghanistan,BEL,2044,1927.4544139552452
564,Afghanistan,BEL,2045,1883.4312942989557
