Year,iso_code3,nemomod_entc_frac_min_share_production_pp_solar
2012,AUS,0.0123498536731334
2013,AUS,0.0162188595410675
2014,AUS,0.0190351937131624
2015,AUS,0.0208363241202792
2016,AUS,0.0287376687227313
2017,AUS,0.0354037100465397
2018,AUS,0.0495483577665311
2019,AUS,0.073995688392026
2020,AUS,0.0976003492097607
2010,AUT,0.0012593917520185
2011,AUT,0.0026681868770755
2012,AUT,0.0046934948866213
2013,AUT,0.0092430842336801
2014,AUT,0.0121054362961286
2015,AUT,0.0145052367124539
2016,AUT,0.0162188335889754
2017,AUT,0.0179696893753391
2018,AUT,0.0214342103082057
2019,AUT,0.0233103452433091
2020,AUT,0.0288091649151524
2010,AZE,0.0
2011,AZE,0.0
2012,AZE,0.0
2013,AZE,0.0
2014,AZE,7.109470174764744e-05
2015,AZE,0.0007658035316445
2016,AZE,0.0038782695268202
2017,AZE,0.0099422566692064
2018,AZE,0.0260138204497531
2019,AZE,0.0310528771167266
2020,AZE,0.0358283386476769
2010,BDI,0.0011737024481943
2011,BDI,0.0011785568491525
2012,BDI,0.0011946231876772
2013,BDI,0.0012351678401487
2014,BDI,0.002437742832959
2015,BDI,0.0041505102818377
2016,BDI,0.0070603325720561
2017,BDI,0.0102829631870572
2018,BDI,0.0136249810186272
2019,BDI,0.0205425806128919
2020,BDI,0.0261924811920392
2010,BEL,0.0062245011504156
2011,BEL,0.0136773243989789
2012,BEL,0.0272047167256157
2013,BEL,0.033323794224273
2014,BEL,0.0420211250675664
2015,BEL,0.0461925187296047
2016,BEL,0.038090475311658
2017,BEL,0.0404062406350407
2018,BEL,0.055182902710129
2019,BEL,0.0477898252835907
2020,BEL,0.0600556487864783
2010,BEN,0.0011737024481943
2011,BEN,0.0011785568491525
2012,BEN,0.0011946231876772
2013,BEN,0.0012351678401487
2014,BEN,0.002437742832959
2015,BEN,0.0041505102818377
2016,BEN,0.0070603325720561
2017,BEN,0.0102829631870572
2018,BEN,0.0136249810186272
2019,BEN,0.0205425806128919
2020,BEN,0.0261924811920392
2010,BFA,0.0011737024481943
2011,BFA,0.0011785568491525
2012,BFA,0.0011946231876772
2013,BFA,0.0012351678401487
2014,BFA,0.002437742832959
2015,BFA,0.0041505102818377
2016,BFA,0.0070603325720561
2017,BFA,0.0102829631870572
2018,BFA,0.0136249810186272
2019,BFA,0.0205425806128919
2020,BFA,0.0261924811920392
2010,BGD,0.0061674306646039
2011,BGD,0.0061674306646039
2012,BGD,0.0061674306646039
2013,BGD,0.0061674306646039
2014,BGD,0.0061674306646039
2015,BGD,0.0061674306646039
2016,BGD,0.0117800799548976
2017,BGD,0.0164052950828502
2018,BGD,0.0240444317176323
2019,BGD,0.0300050049449633
2020,BGD,0.0387873589972912
2010,BGR,0.0309368303031867
2011,BGR,0.0309368303031867
2012,BGR,0.0309368303031867
2013,BGR,0.0309368303031867
2014,BGR,0.0309368303031867
2015,BGR,0.0309368303031867
2016,BGR,0.0336513681269792
2017,BGR,0.0339543526703048
2018,BGR,0.0314668469924741
2019,BGR,0.0357875585336801
2020,BGR,0.0398119693041388
2010,BHR,0.0765437271855534
2011,BHR,0.0765437271855534
2012,BHR,0.0765437271855534
2013,BHR,0.0765437271855534
2014,BHR,0.0765437271855534
2015,BHR,0.0765437271855534
2016,BHR,0.158572271737567
2017,BHR,0.1012575680610661
2018,BHR,0.0988033118768835
2019,BHR,0.0977142427997371
2020,BHR,0.1142371548800392
2010,BHS,0.0065829414060865
2011,BHS,0.0065829414060865
2012,BHS,0.0065829414060865
2013,BHS,0.0065829414060865
2014,BHS,0.0065829414060865
2015,BHS,0.0065829414060865
2016,BHS,0.0065829414060865
2017,BHS,0.0065829414060865
2018,BHS,0.0065829414060865
2019,BHS,0.0065829414060865
2020,BHS,0.0065829414060865
2010,BIH,0.005189837896779
2011,BIH,0.005189837896779
2012,BIH,0.005189837896779
2013,BIH,0.005189837896779
2014,BIH,0.005189837896779
2015,BIH,0.005189837896779
2016,BIH,0.0053728440343969
2017,BIH,0.0068297049206106
2018,BIH,0.0056821629288984
2019,BIH,0.0067672916403352
2020,BIH,0.0074018766052594
2010,BLR,0.0
2011,BLR,0.0
2012,BLR,0.0005179678484206
2013,BLR,0.0106634357266055
2014,BLR,0.018853424140174
2015,BLR,0.0167947433358211
2016,BLR,0.0179852543692987
2017,BLR,0.0182084167999006
2018,BLR,0.0277565261377727
2019,BLR,0.0241886829962617
2020,BLR,0.0227381001866082
2010,BLZ,0.0065829414060865
2011,BLZ,0.0065829414060865
2012,BLZ,0.0065829414060865
2013,BLZ,0.0065829414060865
2014,BLZ,0.0065829414060865
2015,BLZ,0.0065829414060865
2016,BLZ,0.0065829414060865
2017,BLZ,0.0065829414060865
2018,BLZ,0.0065829414060865
2019,BLZ,0.0065829414060865
2020,BLZ,0.0065829414060865
2010,BMU,0.0004344109510529
2011,BMU,0.0009251101967455
2012,BMU,0.0014249787900569
2013,BMU,0.0023296241541058
2014,BMU,0.0032850750826413
2015,BMU,0.0044902784536604
2016,BMU,0.00619709907417
2017,BMU,0.0054950596887954
2018,BMU,0.005919136196502
2019,BMU,0.0064424654975136
2020,BMU,0.0067999237323771
2010,BOL,0.0001083793133224
2011,BOL,0.0001083793133224
2012,BOL,0.0001083793133224
2013,BOL,0.0001083793133224
2014,BOL,0.0001083793133224
2015,BOL,0.0001083793133224
2016,BOL,9.999844293579189e-05
2017,BOL,0.0001183625622782
2018,BOL,0.0007724251362041
2019,BOL,0.0059778776608963
2020,BOL,0.0096758688883617
2010,BRA,0.0001039870212878
2011,BRA,0.0001039870212878
2012,BRA,0.0001039870212878
2013,BRA,0.0001039870212878
2014,BRA,0.0001039870212878
2015,BRA,0.0001039870212878
2016,BRA,0.0001500195156929
2017,BRA,0.0014491162975367
2018,BRA,0.0058972948749796
2019,BRA,0.0108149191975813
2020,BRA,0.0175979417917382
2010,BRB,0.0001296153915691
2011,BRB,0.0001296153915691
2012,BRB,0.0001296153915691
2013,BRB,0.0001296153915691
2014,BRB,0.0001296153915691
2015,BRB,0.000117535018854
2016,BRB,0.0001201564249441
2017,BRB,0.0001841037433833
2018,BRB,0.0002624595883512
2019,BRB,0.001707405395871
2020,BRB,0.0025248968897425
2010,BRN,0.0069103267796047
2011,BRN,0.0069103267796047
2012,BRN,0.0069103267796047
2013,BRN,0.0069103267796047
2014,BRN,0.0069103267796047
2015,BRN,0.0069103267796047
2016,BRN,0.0110025023404084
2017,BRN,0.0179970311646822
2018,BRN,0.025928854808924
2019,BRN,0.0313441246292393
2020,BRN,0.0361422197740578
2010,BTN,0.0061674306646039
2011,BTN,0.0061674306646039
2012,BTN,0.0061674306646039
2013,BTN,0.0061674306646039
2014,BTN,0.0061674306646039
2015,BTN,0.0061674306646039
2016,BTN,0.0117800799548976
2017,BTN,0.0164052950828502
2018,BTN,0.0240444317176323
2019,BTN,0.0300050049449633
2020,BTN,0.0387873589972912
2010,BWA,0.0011737024481943
2011,BWA,0.0011785568491525
2012,BWA,0.0011946231876772
2013,BWA,0.0012351678401487
2014,BWA,0.002437742832959
2015,BWA,0.0041505102818377
2016,BWA,0.0070603325720561
2017,BWA,0.0102829631870572
2018,BWA,0.0136249810186272
2019,BWA,0.0205425806128919
2020,BWA,0.0261924811920392
2010,CAF,0.0011737024481943
2011,CAF,0.0011785568491525
2012,CAF,0.0011946231876772
2013,CAF,0.0012351678401487
2014,CAF,0.002437742832959
2015,CAF,0.0041505102818377
2016,CAF,0.0070603325720561
2017,CAF,0.0102829631870572
2018,CAF,0.0136249810186272
2019,CAF,0.0205425806128919
2020,CAF,0.0261924811920392
2010,CAN,0.0004344109510529
2011,CAN,0.0009251101967455
2012,CAN,0.0014249787900569
2013,CAN,0.0023296241541058
2014,CAN,0.0032850750826413
2015,CAN,0.0044902784536604
2016,CAN,0.00619709907417
2017,CAN,0.0054950596887954
2018,CAN,0.005919136196502
2019,CAN,0.0064424654975136
2020,CAN,0.0067999237323771
2010,CHE,0.0014452226114056
2011,CHE,0.0027151017547411
2012,CHE,0.0044765458132647
2013,CHE,0.0074253853823842
2014,CHE,0.0122496416984058
2015,CHE,0.017219940746784
2016,CHE,0.0220307921390299
2017,CHE,0.0278390627695647
2018,CHE,0.0293561531668349
2019,CHE,0.0308698342472303
2020,CHE,0.0377501135742585
2010,CHL,0.0
2011,CHL,0.0
2012,CHL,0.0
2013,CHL,0.0001149755594297
2014,CHL,0.0069403130819347
2015,CHL,0.0171875358145682
2016,CHL,0.0338765541077394
2017,CHL,0.0498868992120664
2018,CHL,0.0641168325003787
2019,CHL,0.076741978465508
2020,CHL,0.0919176424600451
2010,CHN,0.0069103267796047
2011,CHN,0.0069103267796047
2012,CHN,0.0069103267796047
2013,CHN,0.0069103267796047
2014,CHN,0.0069103267796047
2015,CHN,0.0069103267796047
2016,CHN,0.0110025023404084
2017,CHN,0.0179970311646822
2018,CHN,0.025928854808924
2019,CHN,0.0313441246292393
2020,CHN,0.0361422197740578
2010,CIV,0.0011737024481943
2011,CIV,0.0011785568491525
2012,CIV,0.0011946231876772
2013,CIV,0.0012351678401487
2014,CIV,0.002437742832959
2015,CIV,0.0041505102818377
2016,CIV,0.0070603325720561
2017,CIV,0.0102829631870572
2018,CIV,0.0136249810186272
2019,CIV,0.0205425806128919
2020,CIV,0.0261924811920392
2010,CMR,0.0011737024481943
2011,CMR,0.0011785568491525
2012,CMR,0.0011946231876772
2013,CMR,0.0012351678401487
2014,CMR,0.002437742832959
2015,CMR,0.0041505102818377
2016,CMR,0.0070603325720561
2017,CMR,0.0102829631870572
2018,CMR,0.0136249810186272
2019,CMR,0.0205425806128919
2020,CMR,0.0261924811920392
2010,COD,0.0011737024481943
2011,COD,0.0011785568491525
2012,COD,0.0011946231876772
2013,COD,0.0012351678401487
2014,COD,0.002437742832959
2015,COD,0.0041505102818377
2016,COD,0.0070603325720561
2017,COD,0.0102829631870572
2018,COD,0.0136249810186272
2019,COD,0.0205425806128919
2020,COD,0.0261924811920392
2010,COG,0.0011737024481943
2011,COG,0.0011785568491525
2012,COG,0.0011946231876772
2013,COG,0.0012351678401487
2014,COG,0.002437742832959
2015,COG,0.0041505102818377
2016,COG,0.0070603325720561
2017,COG,0.0102829631870572
2018,COG,0.0136249810186272
2019,COG,0.0205425806128919
2020,COG,0.0261924811920392
2010,COL,0.0001296153915691
2011,COL,0.0001296153915691
2012,COL,0.0001296153915691
2013,COL,0.0001296153915691
2014,COL,0.0001296153915691
2015,COL,0.000117535018854
2016,COL,0.0001201564249441
2017,COL,0.0001841037433833
2018,COL,0.0002624595883512
2019,COL,0.001707405395871
2020,COL,0.0025248968897425
2010,COM,0.0011737024481943
2011,COM,0.0011785568491525
2012,COM,0.0011946231876772
2013,COM,0.0012351678401487
2014,COM,0.002437742832959
2015,COM,0.0041505102818377
2016,COM,0.0070603325720561
2017,COM,0.0102829631870572
2018,COM,0.0136249810186272
2019,COM,0.0205425806128919
2020,COM,0.0261924811920392
2010,CPV,0.0011737024481943
2011,CPV,0.0011785568491525
2012,CPV,0.0011946231876772
2013,CPV,0.0012351678401487
2014,CPV,0.002437742832959
2015,CPV,0.0041505102818377
2016,CPV,0.0070603325720561
2017,CPV,0.0102829631870572
2018,CPV,0.0136249810186272
2019,CPV,0.0205425806128919
2020,CPV,0.0261924811920392
2010,CRI,0.0065829414060865
2011,CRI,0.0065829414060865
2012,CRI,0.0065829414060865
2013,CRI,0.0065829414060865
2014,CRI,0.0065829414060865
2015,CRI,0.0065829414060865
2016,CRI,0.0065829414060865
2017,CRI,0.0065829414060865
2018,CRI,0.0065829414060865
2019,CRI,0.0065829414060865
2020,CRI,0.0065829414060865
2010,CUB,0.0065829414060865
2011,CUB,0.0065829414060865
2012,CUB,0.0065829414060865
2013,CUB,0.0065829414060865
2014,CUB,0.0065829414060865
2015,CUB,0.0065829414060865
2016,CUB,0.0065829414060865
2017,CUB,0.0065829414060865
2018,CUB,0.0065829414060865
2019,CUB,0.0065829414060865
2020,CUB,0.0065829414060865
2010,CUW,0.0001296153915691
2011,CUW,0.0001296153915691
2012,CUW,0.0001296153915691
2013,CUW,0.0001296153915691
2014,CUW,0.0001296153915691
2015,CUW,0.000117535018854
2016,CUW,0.0001201564249441
2017,CUW,0.0001841037433833
2018,CUW,0.0002624595883512
2019,CUW,0.001707405395871
2020,CUW,0.0025248968897425
2010,CYM,0.0065829414060865
2011,CYM,0.0065829414060865
2012,CYM,0.0065829414060865
2013,CYM,0.0065829414060865
2014,CYM,0.0065829414060865
2015,CYM,0.0065829414060865
2016,CYM,0.0065829414060865
2017,CYM,0.0065829414060865
2018,CYM,0.0065829414060865
2019,CYM,0.0065829414060865
2020,CYM,0.0065829414060865
2010,CYP,0.0293632850788081
2011,CYP,0.0293632850788081
2012,CYP,0.0293632850788081
2013,CYP,0.0293632850788081
2014,CYP,0.0293632850788081
2015,CYP,0.0293632850788081
2016,CYP,0.0312659274917908
2017,CYP,0.0359991762719441
2018,CYP,0.0413261626990432
2019,CYP,0.0444192767135772
2020,CYP,0.0635672363841002
2010,CZE,0.0078261134326729
2011,CZE,0.0271909287593356
2012,CZE,0.0265400437189849
2013,CZE,0.0252850555904351
2014,CZE,0.0266398911997964
2015,CZE,0.0292285514598215
2016,CZE,0.027681805181543
2017,CZE,0.0272085194307039
2018,CZE,0.0287407364981648
2019,CZE,0.0286647809933152
2020,CZE,0.0302715867189047
2010,DEU,0.0199957637750834
2011,DEU,0.0344846127789182
2012,DEU,0.045198536052712
2013,DEU,0.0522753657028904
2014,DEU,0.0619419847447109
2015,DEU,0.0643254611154504
2016,DEU,0.0628980290252107
2017,DEU,0.064523360705588
2018,DEU,0.0761978273172517
2019,DEU,0.0765839384443937
2020,DEU,0.0887582767588813
2010,DJI,0.0765437271855534
2011,DJI,0.0765437271855534
2012,DJI,0.0765437271855534
2013,DJI,0.0765437271855534
2014,DJI,0.0765437271855534
2015,DJI,0.0765437271855534
2016,DJI,0.158572271737567
2017,DJI,0.1012575680610661
2018,DJI,0.0988033118768835
2019,DJI,0.0977142427997371
2020,DJI,0.1142371548800392
2010,DMA,0.0001296153915691
2011,DMA,0.0001296153915691
2012,DMA,0.0001296153915691
2013,DMA,0.0001296153915691
2014,DMA,0.0001296153915691
2015,DMA,0.000117535018854
2016,DMA,0.0001201564249441
2017,DMA,0.0001841037433833
2018,DMA,0.0002624595883512
2019,DMA,0.001707405395871
2020,DMA,0.0025248968897425
2010,DNK,0.0001658696033253
2011,DNK,0.0004551836644758
2012,DNK,0.0036411257441869
2013,DNK,0.0159377055377707
2014,DNK,0.0197553364749616
2015,DNK,0.0221963312002259
2016,DNK,0.0261552322068956
2017,DNK,0.0259311796101147
2018,DNK,0.033253319323135
2019,DNK,0.034458881720609
2020,DNK,0.043766271554233
2010,DOM,0.0001296153915691
2011,DOM,0.0001296153915691
2012,DOM,0.0001296153915691
2013,DOM,0.0001296153915691
2014,DOM,0.0001296153915691
2015,DOM,0.000117535018854
2016,DOM,0.0001201564249441
2017,DOM,0.0001841037433833
2018,DOM,0.0002624595883512
2019,DOM,0.001707405395871
2020,DOM,0.0025248968897425
2010,DZA,0.0765437271855534
2011,DZA,0.0765437271855534
2012,DZA,0.0765437271855534
2013,DZA,0.0765437271855534
2014,DZA,0.0765437271855534
2015,DZA,0.0765437271855534
2016,DZA,0.158572271737567
2017,DZA,0.1012575680610661
2018,DZA,0.0988033118768835
2019,DZA,0.0977142427997371
2020,DZA,0.1142371548800392
2010,ECU,0.0001296153915691
2011,ECU,0.0001296153915691
2012,ECU,0.0001296153915691
2013,ECU,0.0001296153915691
2014,ECU,0.0001296153915691
2015,ECU,0.000117535018854
2016,ECU,0.0001201564249441
2017,ECU,0.0001841037433833
2018,ECU,0.0002624595883512
2019,ECU,0.001707405395871
2020,ECU,0.0025248968897425
2010,EGY,0.0765437271855534
2011,EGY,0.0765437271855534
2012,EGY,0.0765437271855534
2013,EGY,0.0765437271855534
2014,EGY,0.0765437271855534
2015,EGY,0.0765437271855534
2016,EGY,0.158572271737567
2017,EGY,0.1012575680610661
2018,EGY,0.0988033118768835
2019,EGY,0.0977142427997371
2020,EGY,0.1142371548800392
2010,ERI,0.0011737024481943
2011,ERI,0.0011785568491525
2012,ERI,0.0011946231876772
2013,ERI,0.0012351678401487
2014,ERI,0.002437742832959
2015,ERI,0.0041505102818377
2016,ERI,0.0070603325720561
2017,ERI,0.0102829631870572
2018,ERI,0.0136249810186272
2019,ERI,0.0205425806128919
2020,ERI,0.0261924811920392
2010,ESP,0.0245264194630802
2011,ESP,0.0326566472984522
2012,ESP,0.0406846654405693
2013,ESP,0.0460852269069219
2014,ESP,0.0492173220680633
2015,ESP,0.0496654939396123
2016,ESP,0.0495194469131869
2017,ESP,0.0521689373591454
2018,ESP,0.0465185199106012
2019,ESP,0.0551644054025278
2020,ESP,0.0791430505500618
2010,EST,0.0
2011,EST,0.0
2012,EST,0.0
2013,EST,0.0
2014,EST,0.0
2015,EST,0.0
2016,EST,0.000932378338453
2017,EST,0.001296413708687
2018,EST,0.0028394623465786
2019,EST,0.0112290070276167
2020,EST,0.0145220327787372
2010,ETH,0.0011737024481943
2011,ETH,0.0011785568491525
2012,ETH,0.0011946231876772
2013,ETH,0.0012351678401487
2014,ETH,0.002437742832959
2015,ETH,0.0041505102818377
2016,ETH,0.0070603325720561
2017,ETH,0.0102829631870572
2018,ETH,0.0136249810186272
2019,ETH,0.0205425806128919
2020,ETH,0.0261924811920392
2010,FIN,6.177662214657497e-05
2011,FIN,7.582000710771446e-05
2012,FIN,8.556946890875248e-05
2013,FIN,9.521498790163124e-05
2014,FIN,0.0001195930756519
2015,FIN,0.000145293160565
2016,FIN,0.0003366958061859
2017,FIN,0.000754976274953
2018,FIN,0.0013472910858108
2019,FIN,0.002253338017277
2020,FIN,0.0033187945883462
2010,FJI,8.73507837151496e-05
2011,FJI,9.491753007988369e-05
2012,FJI,0.0001116424173101
2013,FJI,0.0001635800906246
2014,FJI,0.0004337101819783
2015,FJI,0.0008385556835842
2016,FJI,0.0013230180774398
2017,FJI,0.0017769275912538
2018,FJI,0.0023048720693352
2019,FJI,0.0029071041758305
2020,FJI,0.0036824809667745
2010,FRA,0.0011433885215407
2011,FRA,0.0042770700634082
2012,FRA,0.0081218380999698
2013,FRA,0.0093583773093163
2014,FRA,0.0117109534759367
2015,FRA,0.0140383668939766
2016,FRA,0.0161076766719727
2017,FRA,0.017923188841025
2018,FRA,0.0196256804767484
2019,FRA,0.0224625702975969
2020,FRA,0.0264510712340122
2010,FRO,0.0
2011,FRO,0.0
2012,FRO,0.0
2013,FRO,0.0
2014,FRO,0.0
2015,FRO,0.0
2016,FRO,0.0
2017,FRO,0.0
2018,FRO,0.0
2019,FRO,0.0
2020,FRO,0.0
2010,FSM,0.0014625527770648
2011,FSM,0.0051071109600774
2012,FSM,0.0068289413237215
2013,FSM,0.0113652423220517
2014,FSM,0.019567189961787
2015,FSM,0.0329854662687631
2016,FSM,0.0431312759148223
2017,FSM,0.0539730877319465
2018,FSM,0.0583424422628909
2019,FSM,0.0692089487807648
2020,FSM,0.0811423375743001
2010,GAB,0.0011737024481943
2011,GAB,0.0011785568491525
2012,GAB,0.0011946231876772
2013,GAB,0.0012351678401487
2014,GAB,0.002437742832959
2015,GAB,0.0041505102818377
2016,GAB,0.0070603325720561
2017,GAB,0.0102829631870572
2018,GAB,0.0136249810186272
2019,GAB,0.0205425806128919
2020,GAB,0.0261924811920392
2010,GBR,0.0001097139716439
2011,GBR,0.0006975894080402
2012,GBR,0.0039375189941753
2013,GBR,0.0059371242941224
2014,GBR,0.0126988054136016
2015,GBR,0.0232502291012706
2016,GBR,0.0325632705630919
2017,GBR,0.0359500287438234
2018,GBR,0.040615934918506
2019,GBR,0.0413030926391089
2020,GBR,0.0450067730589063
2010,GEO,0.0
2011,GEO,0.0
2012,GEO,0.0
2013,GEO,0.0
2014,GEO,7.109470174764744e-05
2015,GEO,0.0007658035316445
2016,GEO,0.0038782695268202
2017,GEO,0.0099422566692064
2018,GEO,0.0260138204497531
2019,GEO,0.0310528771167266
2020,GEO,0.0358283386476769
2010,GHA,0.0011737024481943
2011,GHA,0.0011785568491525
2012,GHA,0.0011946231876772
2013,GHA,0.0012351678401487
2014,GHA,0.002437742832959
2015,GHA,0.0041505102818377
2016,GHA,0.0070603325720561
2017,GHA,0.0102829631870572
2018,GHA,0.0136249810186272
2019,GHA,0.0205425806128919
2020,GHA,0.0261924811920392
2010,GIB,0.0245264194630802
2011,GIB,0.0326566472984522
2012,GIB,0.0406846654405693
2013,GIB,0.0460852269069219
2014,GIB,0.0492173220680633
2015,GIB,0.0496654939396123
2016,GIB,0.0495194469131869
2017,GIB,0.0521689373591454
2018,GIB,0.0465185199106012
2019,GIB,0.0551644054025278
2020,GIB,0.0791430505500618
2010,GIN,0.0011737024481943
2011,GIN,0.0011785568491525
2012,GIN,0.0011946231876772
2013,GIN,0.0012351678401487
2014,GIN,0.002437742832959
2015,GIN,0.0041505102818377
2016,GIN,0.0070603325720561
2017,GIN,0.0102829631870572
2018,GIN,0.0136249810186272
2019,GIN,0.0205425806128919
2020,GIN,0.0261924811920392
2010,GMB,0.0011737024481943
2011,GMB,0.0011785568491525
2012,GMB,0.0011946231876772
2013,GMB,0.0012351678401487
2014,GMB,0.002437742832959
2015,GMB,0.0041505102818377
2016,GMB,0.0070603325720561
2017,GMB,0.0102829631870572
2018,GMB,0.0136249810186272
2019,GMB,0.0205425806128919
2020,GMB,0.0261924811920392
2010,GNB,0.0011737024481943
2011,GNB,0.0011785568491525
2012,GNB,0.0011946231876772
2013,GNB,0.0012351678401487
2014,GNB,0.002437742832959
2015,GNB,0.0041505102818377
2016,GNB,0.0070603325720561
2017,GNB,0.0102829631870572
2018,GNB,0.0136249810186272
2019,GNB,0.0205425806128919
2020,GNB,0.0261924811920392
2010,GNQ,0.0011737024481943
2011,GNQ,0.0011785568491525
2012,GNQ,0.0011946231876772
2013,GNQ,0.0012351678401487
2014,GNQ,0.002437742832959
2015,GNQ,0.0041505102818377
2016,GNQ,0.0070603325720561
2017,GNQ,0.0102829631870572
2018,GNQ,0.0136249810186272
2019,GNQ,0.0205425806128919
2020,GNQ,0.0261924811920392
2010,GRC,0.0029660467948489
2011,GRC,0.0113414429166179
2012,GRC,0.0281708140105957
2013,GRC,0.0695067975018167
2014,GRC,0.0813527760226188
2015,GRC,0.0817519364518301
2016,GRC,0.0785287850052458
2017,GRC,0.07889974333264
2018,GRC,0.0760924386945498
2019,GRC,0.0977726461243338
2020,GRC,0.1148311716430055
2010,GRD,0.0001296153915691
2011,GRD,0.0001296153915691
2012,GRD,0.0001296153915691
2013,GRD,0.0001296153915691
2014,GRD,0.0001296153915691
2015,GRD,0.000117535018854
2016,GRD,0.0001201564249441
2017,GRD,0.0001841037433833
2018,GRD,0.0002624595883512
2019,GRD,0.001707405395871
2020,GRD,0.0025248968897425
2010,GRL,0.0
2011,GRL,0.0
2012,GRL,0.0
2013,GRL,0.0
2014,GRL,0.0
2015,GRL,0.0
2016,GRL,0.0
2017,GRL,0.0
2018,GRL,0.0
2019,GRL,0.0
2020,GRL,0.0
2010,GTM,0.0065829414060865
2011,GTM,0.0065829414060865
2012,GTM,0.0065829414060865
2013,GTM,0.0065829414060865
2014,GTM,0.0065829414060865
2015,GTM,0.0065829414060865
2016,GTM,0.0065829414060865
2017,GTM,0.0065829414060865
2018,GTM,0.0065829414060865
2019,GTM,0.0065829414060865
2020,GTM,0.0065829414060865
2010,GUM,0.0014625527770648
2011,GUM,0.0051071109600774
2012,GUM,0.0068289413237215
2013,GUM,0.0113652423220517
2014,GUM,0.019567189961787
2015,GUM,0.0329854662687631
2016,GUM,0.0431312759148223
2017,GUM,0.0539730877319465
2018,GUM,0.0583424422628909
2019,GUM,0.0692089487807648
2020,GUM,0.0811423375743001
2010,GUY,0.0001296153915691
2011,GUY,0.0001296153915691
2012,GUY,0.0001296153915691
2013,GUY,0.0001296153915691
2014,GUY,0.0001296153915691
2015,GUY,0.000117535018854
2016,GUY,0.0001201564249441
2017,GUY,0.0001841037433833
2018,GUY,0.0002624595883512
2019,GUY,0.001707405395871
2020,GUY,0.0025248968897425
