,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_tonne_production_chemicals
379,Pakistan,PAK,2022,0.07521983556524212
380,Pakistan,PAK,2023,0.07193873498364425
381,Pakistan,PAK,2024,0.06880075650468946
382,Pakistan,PAK,2025,0.06579965712065683
383,Pakistan,PAK,2026,0.06292946614476369
384,Pakistan,PAK,2027,0.06018447333248692
385,Pakistan,PAK,2028,0.05755921752103147
386,Pakistan,PAK,2029,0.05504847576434729
387,Pakistan,PAK,2030,0.052647252942079815
388,Pakistan,PAK,2031,0.05035077182177807
389,Pakistan,PAK,2032,0.04815446355459186
390,Pakistan,PAK,2033,0.046053958585547276
391,Pakistan,PAK,2034,0.04404507796031849
392,Pakistan,PAK,2035,0.042123825011197415
393,Pakistan,PAK,2036,0.04028637740572525
394,Pakistan,PAK,2037,0.03852907954216186
395,Pakistan,PAK,2038,0.03684843527666667
396,Pakistan,PAK,2039,0.035241100967721366
397,Pakistan,PAK,2040,0.033703878823955244
398,Pakistan,PAK,2041,0.03223371054213997
399,Pakistan,PAK,2042,0.03082767122269563
400,Pakistan,PAK,2043,0.02948296355060348
401,Pakistan,PAK,2044,0.028196912230148197
402,Pakistan,PAK,2045,0.02696695866241731
403,Pakistan,PAK,2046,0.02579065585496918
404,Pakistan,PAK,2047,0.024665663553541856
405,Pakistan,PAK,2048,0.023589743586117484
406,Pakistan,PAK,2049,0.02256075541007956
407,Pakistan,PAK,2050,0.021576651853603544
408,Canada,CAN,2017,0.03186548981201674
409,Canada,CAN,2018,0.03120379101763881
410,Canada,CAN,2019,0.030339834695509698
411,Canada,CAN,2020,0.03003396984085527
412,Canada,CAN,2021,0.030033971086825897
413,Canada,CAN,2022,0.029917809611338376
414,Canada,CAN,2023,0.029802097410052682
415,Canada,CAN,2024,0.029686832745324666
416,Canada,CAN,2025,0.029572013886230795
417,Canada,CAN,2026,0.02945763910854219
418,Canada,CAN,2027,0.029343706694698716
419,Canada,CAN,2028,0.02923021493378321
420,Canada,CAN,2029,0.02911716212149578
421,Canada,CAN,2030,0.029004546560128155
422,Canada,CAN,2031,0.028892366558538253
423,Canada,CAN,2032,0.02878062043212485
424,Canada,CAN,2033,0.028669306502802142
425,Canada,CAN,2034,0.028558423098974443
426,Canada,CAN,2035,0.028447968555511533
427,Canada,CAN,2036,0.02833794121372313
428,Canada,CAN,2037,0.028228339421334608
429,Canada,CAN,2038,0.02811916153246114
430,Canada,CAN,2039,0.028010405907584312
431,Canada,CAN,2040,0.027902070913526155
432,Canada,CAN,2041,0.027794154923426108
433,Canada,CAN,2042,0.027686656316715137
434,Canada,CAN,2043,0.027579573479092023
435,Canada,CAN,2044,0.02747290480249974
436,Canada,CAN,2045,0.0273666486850997
437,Canada,CAN,2046,0.027260803531249825
438,Canada,CAN,2047,0.027155367751478657
439,Canada,CAN,2048,0.027050339762462485
440,Canada,CAN,2049,0.02694571798700164
441,Canada,CAN,2050,0.026841500853995948
442,Dominica,DMA,2017,336.77843220626454
443,Dominica,DMA,2018,176.022237551943
444,Dominica,DMA,2019,186.70121522990308
445,Dominica,DMA,2020,186.70121522990308
446,Dominica,DMA,2021,186.70120981333204
447,Dominica,DMA,2022,174.74936201729213
448,Dominica,DMA,2023,163.56262263100845
449,Dominica,DMA,2024,153.09201254357694
450,Dominica,DMA,2025,143.29168808644215
451,Dominica,DMA,2026,134.11874031519295
452,Dominica,DMA,2027,125.53300714053123
453,Dominica,DMA,2028,117.49689748584386
454,Dominica,DMA,2029,109.97522670148288
455,Dominica,DMA,2030,102.93506251515949
456,Dominica,DMA,2031,96.34558084395263
457,Dominica,DMA,2032,90.17793083665363
458,Dominica,DMA,2033,84.40510855553852
459,Dominica,DMA,2034,79.00183874452536
460,Dominica,DMA,2035,73.94446416604318
461,Dominica,DMA,2036,69.21084202210577
462,Dominica,DMA,2037,64.78024700608509
463,Dominica,DMA,2038,60.633280560711135
464,Dominica,DMA,2039,56.75178594500549
465,Dominica,DMA,2040,53.11876873828072
466,Dominica,DMA,2041,49.71832243315119
467,Dominica,DMA,2042,46.5355587917715
468,Dominica,DMA,2043,43.556542660387
469,Dominica,DMA,2044,40.76823095678776
470,Dominica,DMA,2045,38.15841556353721
471,Dominica,DMA,2046,35.71566987694295
472,Dominica,DMA,2047,33.42929877774324
473,Dominica,DMA,2048,31.289291804465474
474,Dominica,DMA,2049,29.286279324435213
475,Dominica,DMA,2050,27.411491510537687
476,Poland,POL,2017,0.04474168838459501
477,Poland,POL,2018,0.04573673022064455
478,Poland,POL,2019,0.043615356381842885
479,Poland,POL,2020,0.03730087253343578
480,Poland,POL,2021,0.03730087434474612
481,Poland,POL,2022,0.035635035490283476
482,Poland,POL,2023,0.034043592186536166
483,Poland,POL,2024,0.03252322196449604
484,Poland,POL,2025,0.031070750735000617
485,Poland,POL,2026,0.029683146162160997
486,Poland,POL,2027,0.0283575113327301
487,Poland,POL,2028,0.027091078708193543
488,Poland,POL,2029,0.025881204346957
489,Poland,POL,2030,0.024725362384568284
490,Poland,POL,2031,0.023621139760449453
491,Poland,POL,2032,0.022566231180131156
492,Poland,POL,2033,0.021558434302470498
493,Poland,POL,2034,0.020595645141805865
494,Poland,POL,2035,0.019675853675449075
495,Poland,POL,2036,0.0187971396473448
496,Poland,POL,2037,0.01795766855913646
497,Poland,POL,2038,0.01715568784026935
498,Poland,POL,2039,0.0163895231891349
499,Poland,POL,2040,0.015657575077617714
500,Poland,POL,2041,0.014958315411747856
501,Poland,POL,2042,0.014290284341486747
502,Poland,POL,2043,0.013652087212986464
503,Poland,POL,2044,0.01304239165695968
504,Poland,POL,2045,0.012459924807081602
505,Poland,POL,2046,0.011903470642616624
506,Poland,POL,2047,0.011371867449722068
507,Poland,POL,2048,0.010864005396128841
508,Poland,POL,2049,0.010378824214135652
509,Poland,POL,2050,0.009915310987079672
510,Cuba,CUB,2017,0.8634768358613608
511,Cuba,CUB,2018,0.9324435008746764
512,Cuba,CUB,2019,1.1270244995269791
513,Cuba,CUB,2020,0.9665757394206584
514,Cuba,CUB,2021,0.9665755124353691
515,Cuba,CUB,2022,0.945590073539273
516,Cuba,CUB,2023,0.9250602520677867
517,Cuba,CUB,2024,0.9049761560554012
518,Cuba,CUB,2025,0.8853281083022831
519,Cuba,CUB,2026,0.8661066417114727
520,Cuba,CUB,2027,0.8473024947273007
521,Cuba,CUB,2028,0.8289066068728617
522,Cuba,CUB,2029,0.8109101143843753
523,Cuba,CUB,2030,0.7933043459403128
524,Cuba,CUB,2031,0.776080818483267
525,Cuba,CUB,2032,0.7592312331325336
526,Cuba,CUB,2033,0.7427474711854034
527,Cuba,CUB,2034,0.7266215902053274
528,Cuba,CUB,2035,0.710845820194957
529,Cuba,CUB,2036,0.6954125598523068
530,Cuba,CUB,2037,0.6803143729081869
531,Cuba,CUB,2038,0.6655439845431559
532,Cuba,CUB,2039,0.6510942778822632
533,Cuba,CUB,2040,0.6369582905658997
534,Cuba,CUB,2041,0.6231292113950921
535,Cuba,CUB,2042,0.6096003770496473
536,Cuba,CUB,2043,0.59636526887752
537,Cuba,CUB,2044,0.583417509753921
538,Cuba,CUB,2045,0.5707508610085963
539,Cuba,CUB,2046,0.5583592194198173
540,Cuba,CUB,2047,0.5462366142736524
541,Cuba,CUB,2048,0.534377204487068
542,Cuba,CUB,2049,0.5227752757934951
543,Cuba,CUB,2050,0.5114252379895053
544,South Sudan,SSD,2017,335.8802081196541
545,South Sudan,SSD,2018,335.8802081196541
546,South Sudan,SSD,2019,335.8802081196541
547,South Sudan,SSD,2020,335.8802081196541
548,South Sudan,SSD,2021,335.88021597098674
549,South Sudan,SSD,2022,257.1747606510344
550,South Sudan,SSD,2023,196.91203700318562
551,South Sudan,SSD,2024,150.7704341537527
552,South Sudan,SSD,2025,115.44100686208074
553,South Sudan,SSD,2026,88.39018167010643
554,South Sudan,SSD,2027,67.67806716211786
555,South Sudan,SSD,2028,51.81933884800696
556,South Sudan,SSD,2029,39.676722330326804
557,South Sudan,SSD,2030,30.37943613088765
558,South Sudan,SSD,2031,23.260745480612933
559,South Sudan,SSD,2032,17.810148877771358
560,South Sudan,SSD,2033,13.636768577032749
561,South Sudan,SSD,2034,10.441319637459394
562,South Sudan,SSD,2035,7.994647350341445
563,South Sudan,SSD,2036,6.121293904941052
564,South Sudan,SSD,2037,4.6869158111230735
565,South Sudan,SSD,2038,3.588649746555018
566,South Sudan,SSD,2039,2.7477359360469267
567,South Sudan,SSD,2040,2.103870064636837
568,South Sudan,SSD,2041,1.6108786840859752
569,South Sudan,SSD,2042,1.23340798391486
570,South Sudan,SSD,2043,0.9443884693577177
571,South Sudan,SSD,2044,0.7230937310986103
572,South Sudan,SSD,2045,0.553654095660138
573,South Sudan,SSD,2046,0.42391856609726775
574,South Sudan,SSD,2047,0.32458343953491936
575,South Sudan,SSD,2048,0.24852511224088583
576,South Sudan,SSD,2049,0.19028922579304952
577,South Sudan,SSD,2050,0.1456995195633234
578,Tonga,TON,2017,1547.6536418137546
579,Tonga,TON,2018,1452.5692602178576
580,Tonga,TON,2019,977.5344287611168
581,Tonga,TON,2020,1231.0463859707845
582,Tonga,TON,2021,1231.0461394349513
583,Tonga,TON,2022,1136.3794543250349
584,Tonga,TON,2023,1048.9925786248755
585,Tonga,TON,2024,968.3256995029434
586,Tonga,TON,2025,893.8620533874868
587,Tonga,TON,2026,825.1246155051208
588,Tonga,TON,2027,761.6730439918748
589,Tonga,TON,2028,703.1008590001837
590,Tonga,TON,2029,649.0328387308277
