iso_code3,Nation,Year,frac_trns_fuelmix_road_heavy_regional_diesel
AUT,Austria,2031,0.7634370328183955
AUT,Austria,2032,0.7634370328183955
AUT,Austria,2033,0.7634370328183955
AUT,Austria,2034,0.7634370328183955
AUT,Austria,2035,0.7634370328183955
AUT,Austria,2036,0.7634370328183955
AUT,Austria,2037,0.7634370328183955
AUT,Austria,2038,0.7634370328183955
AUT,Austria,2039,0.7634370328183955
AUT,Austria,2040,0.7634370328183955
AUT,Austria,2041,0.7634370328183955
AUT,Austria,2042,0.7634370328183955
AUT,Austria,2043,0.7634370328183955
AUT,Austria,2044,0.7634370328183955
AUT,Austria,2045,0.7634370328183955
AUT,Austria,2046,0.7634370328183955
AUT,Austria,2047,0.7634370328183955
AUT,Austria,2048,0.7634370328183955
AUT,Austria,2049,0.7634370328183955
AUT,Austria,2050,0.7634370328183955
AZE,Azerbaijan,2021,0.42234517569404
AZE,Azerbaijan,2022,0.42234517569404
AZE,Azerbaijan,2023,0.42234517569404
AZE,Azerbaijan,2024,0.42234517569404
AZE,Azerbaijan,2025,0.42234517569404
AZE,Azerbaijan,2026,0.42234517569404
AZE,Azerbaijan,2027,0.42234517569404
AZE,Azerbaijan,2028,0.42234517569404
AZE,Azerbaijan,2029,0.42234517569404
AZE,Azerbaijan,2030,0.42234517569404
AZE,Azerbaijan,2031,0.42234517569404
AZE,Azerbaijan,2032,0.42234517569404
AZE,Azerbaijan,2033,0.42234517569404
AZE,Azerbaijan,2034,0.42234517569404
AZE,Azerbaijan,2035,0.42234517569404
AZE,Azerbaijan,2036,0.42234517569404
AZE,Azerbaijan,2037,0.42234517569404
AZE,Azerbaijan,2038,0.42234517569404
AZE,Azerbaijan,2039,0.42234517569404
AZE,Azerbaijan,2040,0.42234517569404
AZE,Azerbaijan,2041,0.42234517569404
AZE,Azerbaijan,2042,0.42234517569404
AZE,Azerbaijan,2043,0.42234517569404
AZE,Azerbaijan,2044,0.42234517569404
AZE,Azerbaijan,2045,0.42234517569404
AZE,Azerbaijan,2046,0.42234517569404
AZE,Azerbaijan,2047,0.42234517569404
AZE,Azerbaijan,2048,0.42234517569404
AZE,Azerbaijan,2049,0.42234517569404
AZE,Azerbaijan,2050,0.42234517569404
BDI,Burundi,2021,0.9274668622714918
BDI,Burundi,2022,0.9276910195821136
BDI,Burundi,2023,0.9279080577007798
BDI,Burundi,2024,0.9281183104821086
BDI,Burundi,2025,0.9283220912271826
BDI,Burundi,2026,0.9262378433770191
BDI,Burundi,2027,0.9242203498059799
BDI,Burundi,2028,0.9222664540530737
BDI,Burundi,2029,0.9203731955727642
BDI,Burundi,2030,0.9185377947671045
BDI,Burundi,2031,0.915749475578682
BDI,Burundi,2032,0.9130448610992279
BDI,Burundi,2033,0.9104202378727582
BDI,Burundi,2034,0.907872108899531
BDI,Burundi,2035,0.9053971780911133
BDI,Burundi,2036,0.9016974658110455
BDI,Burundi,2037,0.8981085152313782
BDI,Burundi,2038,0.8946254257462477
BDI,Burundi,2039,0.8912435816484368
BDI,Burundi,2040,0.8879586317225923
BDI,Burundi,2041,0.8832933282354117
BDI,Burundi,2042,0.8787682480575217
BDI,Burundi,2043,0.8743771628300923
BDI,Burundi,2044,0.8701142076762312
BDI,Burundi,2045,0.8659738550666353
BDI,Burundi,2046,0.8603257357216253
BDI,Burundi,2047,0.8548488144976031
BDI,Burundi,2048,0.8495354239104254
BDI,Burundi,2049,0.844378347614385
BDI,Burundi,2050,0.8393707877031572
BEL,Belgium,2021,0.7642430177974403
BEL,Belgium,2022,0.7642430177974403
BEL,Belgium,2023,0.7642430177974403
BEL,Belgium,2024,0.7642430177974403
BEL,Belgium,2025,0.7642430177974403
BEL,Belgium,2026,0.7642430177974403
BEL,Belgium,2027,0.7642430177974403
BEL,Belgium,2028,0.7642430177974403
BEL,Belgium,2029,0.7642430177974403
BEL,Belgium,2030,0.7642430177974403
BEL,Belgium,2031,0.7642430177974403
BEL,Belgium,2032,0.7642430177974403
BEL,Belgium,2033,0.7642430177974403
BEL,Belgium,2034,0.7642430177974403
BEL,Belgium,2035,0.7642430177974403
BEL,Belgium,2036,0.7642430177974403
BEL,Belgium,2037,0.7642430177974403
BEL,Belgium,2038,0.7642430177974403
BEL,Belgium,2039,0.7642430177974403
BEL,Belgium,2040,0.7642430177974403
BEL,Belgium,2041,0.7642430177974403
BEL,Belgium,2042,0.7642430177974403
BEL,Belgium,2043,0.7642430177974403
BEL,Belgium,2044,0.7642430177974403
BEL,Belgium,2045,0.7642430177974403
BEL,Belgium,2046,0.7642430177974403
BEL,Belgium,2047,0.7642430177974403
BEL,Belgium,2048,0.7642430177974403
BEL,Belgium,2049,0.7642430177974403
BEL,Belgium,2050,0.7642430177974403
BEN,Benin,2021,0.739810527874873
BEN,Benin,2022,0.7338830478341435
BEN,Benin,2023,0.7282306613229749
BEN,Benin,2024,0.7228346520720664
BEN,Benin,2025,0.7176779640018829
BEN,Benin,2026,0.7112186178320933
BEN,Benin,2027,0.70503972566766
BEN,Benin,2028,0.6991234103412879
BEN,Benin,2029,0.6934532824814745
BEN,Benin,2030,0.6880142888930915
BEN,Benin,2031,0.6805295368425964
BEN,Benin,2032,0.6733747081978604
BEN,Benin,2033,0.6665284591301118
BEN,Benin,2034,0.6599712480168821
BEN,Benin,2035,0.6536851491584595
BEN,Benin,2036,0.6449234134824346
BEN,Benin,2037,0.6365824934356415
BEN,Benin,2038,0.6286327830837805
BEN,Benin,2039,0.621047390039029
BEN,Benin,2040,0.6138018315348477
BEN,Benin,2041,0.6040932843177722
BEN,Benin,2042,0.5948979094094549
BEN,Benin,2043,0.5861760667255141
BEN,Benin,2044,0.5778920963717065
BEN,Benin,2045,0.5700138313219704
BEN,Benin,2046,0.559826621771104
BEN,Benin,2047,0.5502279577004119
BEN,Benin,2048,0.5411682680035446
BEN,Benin,2049,0.5326033964802079
BEN,Benin,2050,0.5244938821183487
BFA,Burkina Faso,2021,0.829073467743585
BFA,Burkina Faso,2022,0.8263424202220883
BFA,Burkina Faso,2023,0.8237177120271628
BFA,Burkina Faso,2024,0.8211932509334396
BFA,Burkina Faso,2025,0.8187634013632892
BFA,Burkina Faso,2026,0.8128897122671038
BFA,Burkina Faso,2027,0.8072842263178092
BFA,Burkina Faso,2028,0.801928983603361
BFA,Burkina Faso,2029,0.796807592752726
BFA,Burkina Faso,2030,0.791905063357783
BFA,Burkina Faso,2031,0.785102302653747
BFA,Burkina Faso,2032,0.7786052374507261
BFA,Burkina Faso,2033,0.7723937150029285
BFA,Burkina Faso,2034,0.7664493158814865
BFA,Burkina Faso,2035,0.7607551715460698
BFA,Burkina Faso,2036,0.7526435075430785
BFA,Burkina Faso,2037,0.7449079082128648
BFA,Burkina Faso,2038,0.7375228139507752
BFA,Burkina Faso,2039,0.7304649300842111
BFA,Burkina Faso,2040,0.7237129814299081
BFA,Burkina Faso,2041,0.7143376000578755
BFA,Burkina Faso,2042,0.7054192744571777
BFA,Burkina Faso,2043,0.6969253772925553
BFA,Burkina Faso,2044,0.6888263145584611
BFA,Burkina Faso,2045,0.6810951810790994
BFA,Burkina Faso,2046,0.6707710058190803
BFA,Burkina Faso,2047,0.6609869196147455
BFA,Burkina Faso,2048,0.6517016221824605
BFA,Burkina Faso,2049,0.6428779195140932
BFA,Burkina Faso,2050,0.6344822259218834
BGD,Bangladesh,2021,0.7647874403413254
BGD,Bangladesh,2022,0.7537663081842367
BGD,Bangladesh,2023,0.7431357548330135
BGD,Bangladesh,2024,0.7328753791548883
BGD,Bangladesh,2025,0.7229661765211126
BGD,Bangladesh,2026,0.7119496882987091
BGD,Bangladesh,2027,0.7013103986888961
BGD,Bangladesh,2028,0.6910292611479056
BGD,Bangladesh,2029,0.681088490239108
BGD,Bangladesh,2030,0.671471458957282
BGD,Bangladesh,2031,0.6607950641587306
BGD,Bangladesh,2032,0.6504750449728816
BGD,Bangladesh,2033,0.6404938507141927
BGD,Bangladesh,2034,0.6308350645259023
BGD,Bangladesh,2035,0.621483313274234
BGD,Bangladesh,2036,0.6107461031619069
BGD,Bangladesh,2037,0.6003920869020549
BGD,Bangladesh,2038,0.5904011107585857
BGD,Bangladesh,2039,0.5807544099355563
BGD,Bangladesh,2040,0.5714344909513597
BGD,Bangladesh,2041,0.5610688218365506
BGD,Bangladesh,2042,0.5510895487915514
BGD,Bangladesh,2043,0.5414754618815297
BGD,Bangladesh,2044,0.532206875610972
BGD,Bangladesh,2045,0.5232654943820663
BGD,Bangladesh,2046,0.5135594923081521
BGD,Bangladesh,2047,0.5042274977917621
BGD,Bangladesh,2048,0.4952483016591881
BGD,Bangladesh,2049,0.4866022686223717
BGD,Bangladesh,2050,0.47827119394483464
BGR,Bulgaria,2021,0.7797139141742523
BGR,Bulgaria,2022,0.7797139141742523
BGR,Bulgaria,2023,0.7797139141742523
BGR,Bulgaria,2024,0.7797139141742523
BGR,Bulgaria,2025,0.7797139141742523
BGR,Bulgaria,2026,0.7797139141742523
BGR,Bulgaria,2027,0.7797139141742523
BGR,Bulgaria,2028,0.7797139141742523
BGR,Bulgaria,2029,0.7797139141742523
BGR,Bulgaria,2030,0.7797139141742523
BGR,Bulgaria,2031,0.7797139141742523
BGR,Bulgaria,2032,0.7797139141742523
BGR,Bulgaria,2033,0.7797139141742523
BGR,Bulgaria,2034,0.7797139141742523
BGR,Bulgaria,2035,0.7797139141742523
BGR,Bulgaria,2036,0.7797139141742523
BGR,Bulgaria,2037,0.7797139141742523
BGR,Bulgaria,2038,0.7797139141742523
BGR,Bulgaria,2039,0.7797139141742523
BGR,Bulgaria,2040,0.7797139141742523
BGR,Bulgaria,2041,0.7797139141742523
BGR,Bulgaria,2042,0.7797139141742523
BGR,Bulgaria,2043,0.7797139141742523
BGR,Bulgaria,2044,0.7797139141742523
BGR,Bulgaria,2045,0.7797139141742523
BGR,Bulgaria,2046,0.7797139141742523
BGR,Bulgaria,2047,0.7797139141742523
BGR,Bulgaria,2048,0.7797139141742523
BGR,Bulgaria,2049,0.7797139141742523
BGR,Bulgaria,2050,0.7797139141742523
BHR,Bahrain,2021,0.27049100207858184
BHR,Bahrain,2022,0.2705778250026598
BHR,Bahrain,2023,0.27066114098118005
BHR,Bahrain,2024,0.2707411582863389
BHR,Bahrain,2025,0.2708180690185114
BHR,Bahrain,2026,0.2705703936755238
BHR,Bahrain,2027,0.27034127668227265
BHR,Bahrain,2028,0.2701287074941616
BHR,Bahrain,2029,0.26993095586462396
BHR,Bahrain,2030,0.26974652464343596
BHR,Bahrain,2031,0.2694793683337272
BHR,Bahrain,2032,0.2692308183283928
BHR,Bahrain,2033,0.2689989962621921
BHR,Bahrain,2034,0.2687822683745573
BHR,Bahrain,2035,0.2685792069487922
BHR,Bahrain,2036,0.2683307446454445
BHR,Bahrain,2037,0.26809775752033116
BHR,Bahrain,2038,0.2678788434584527
BHR,Bahrain,2039,0.26767276476237856
BHR,Bahrain,2040,0.2674784247383285
BHR,Bahrain,2041,0.2672518327694634
BHR,Bahrain,2042,0.26703744000547003
BHR,Bahrain,2043,0.2668342871039106
BHR,Bahrain,2044,0.26664151274284575
BHR,Bahrain,2045,0.26645834141363617
BHR,Bahrain,2046,0.26623944208594064
BHR,Bahrain,2047,0.2660309210166455
BHR,Bahrain,2048,0.26583205722987646
BHR,Bahrain,2049,0.2656421950197582
BHR,Bahrain,2050,0.2654607367277594
BHS,"Bahamas, The",2021,0.25302297171255034
BHS,"Bahamas, The",2022,0.25321325093870056
BHS,"Bahamas, The",2023,0.2533987918907085
BHS,"Bahamas, The",2024,0.25357976937858645
BHS,"Bahamas, The",2025,0.2537563497177477
BHS,"Bahamas, The",2026,0.2539009718559296
BHS,"Bahamas, The",2027,0.25404158403091004
BHS,"Bahamas, The",2028,0.2541783507395934
BHS,"Bahamas, The",2029,0.25431142760292086
BHS,"Bahamas, The",2030,0.2544409619565665
BHS,"Bahamas, The",2031,0.2545278532381644
BHS,"Bahamas, The",2032,0.25461253630146724
BHS,"Bahamas, The",2033,0.2546950942683522
BHS,"Bahamas, The",2034,0.2547756061405554
BHS,"Bahamas, The",2035,0.2548541470518287
BHS,"Bahamas, The",2036,0.2548960766889839
BHS,"Bahamas, The",2037,0.25493698658015457
BHS,"Bahamas, The",2038,0.2549769134793653
BHS,"Bahamas, The",2039,0.2550158923953416
BHS,"Bahamas, The",2040,0.2550539566938902
BHS,"Bahamas, The",2041,0.2550607203072059
BHS,"Bahamas, The",2042,0.2550673219946215
BHS,"Bahamas, The",2043,0.2550737675022918
BHS,"Bahamas, The",2044,0.2550800623076705
BHS,"Bahamas, The",2045,0.2550862116350341
BHS,"Bahamas, The",2046,0.2550667683402734
BHS,"Bahamas, The",2047,0.25504774773952427
BHS,"Bahamas, The",2048,0.2550291361970592
BHS,"Bahamas, The",2049,0.25501092065741254
BHS,"Bahamas, The",2050,0.25499308861484005
BIH,Bosnia and Herzegovina,2021,0.8640304504123494
BIH,Bosnia and Herzegovina,2022,0.8640304504123494
BIH,Bosnia and Herzegovina,2023,0.8640304504123494
BIH,Bosnia and Herzegovina,2024,0.8640304504123494
BIH,Bosnia and Herzegovina,2025,0.8640304504123494
BIH,Bosnia and Herzegovina,2026,0.8640304504123494
BIH,Bosnia and Herzegovina,2027,0.8640304504123494
BIH,Bosnia and Herzegovina,2028,0.8640304504123494
BIH,Bosnia and Herzegovina,2029,0.8640304504123494
BIH,Bosnia and Herzegovina,2030,0.8640304504123494
BIH,Bosnia and Herzegovina,2031,0.8640304504123494
BIH,Bosnia and Herzegovina,2032,0.8640304504123494
BIH,Bosnia and Herzegovina,2033,0.8640304504123494
BIH,Bosnia and Herzegovina,2034,0.8640304504123494
BIH,Bosnia and Herzegovina,2035,0.8640304504123494
BIH,Bosnia and Herzegovina,2036,0.8640304504123494
BIH,Bosnia and Herzegovina,2037,0.8640304504123494
BIH,Bosnia and Herzegovina,2038,0.8640304504123494
BIH,Bosnia and Herzegovina,2039,0.8640304504123494
BIH,Bosnia and Herzegovina,2040,0.8640304504123494
BIH,Bosnia and Herzegovina,2041,0.8640304504123494
BIH,Bosnia and Herzegovina,2042,0.8640304504123494
BIH,Bosnia and Herzegovina,2043,0.8640304504123494
BIH,Bosnia and Herzegovina,2044,0.8640304504123494
BIH,Bosnia and Herzegovina,2045,0.8640304504123494
BIH,Bosnia and Herzegovina,2046,0.8640304504123494
BIH,Bosnia and Herzegovina,2047,0.8640304504123494
BIH,Bosnia and Herzegovina,2048,0.8640304504123494
BIH,Bosnia and Herzegovina,2049,0.8640304504123494
BIH,Bosnia and Herzegovina,2050,0.8640304504123494
BLR,Belarus,2021,0.6180699525178894
BLR,Belarus,2022,0.6180699525178894
BLR,Belarus,2023,0.6180699525178894
BLR,Belarus,2024,0.6180699525178894
BLR,Belarus,2025,0.6180699525178894
BLR,Belarus,2026,0.6180699525178894
BLR,Belarus,2027,0.6180699525178894
BLR,Belarus,2028,0.6180699525178894
BLR,Belarus,2029,0.6180699525178894
BLR,Belarus,2030,0.6180699525178894
BLR,Belarus,2031,0.6180699525178894
BLR,Belarus,2032,0.6180699525178894
BLR,Belarus,2033,0.6180699525178894
BLR,Belarus,2034,0.6180699525178894
BLR,Belarus,2035,0.6180699525178894
BLR,Belarus,2036,0.6180699525178894
BLR,Belarus,2037,0.6180699525178894
BLR,Belarus,2038,0.6180699525178894
BLR,Belarus,2039,0.6180699525178894
BLR,Belarus,2040,0.6180699525178894
BLR,Belarus,2041,0.6180699525178894
BLR,Belarus,2042,0.6180699525178894
BLR,Belarus,2043,0.6180699525178894
BLR,Belarus,2044,0.6180699525178894
BLR,Belarus,2045,0.6180699525178894
BLR,Belarus,2046,0.6180699525178894
BLR,Belarus,2047,0.6180699525178894
BLR,Belarus,2048,0.6180699525178894
BLR,Belarus,2049,0.6180699525178894
BLR,Belarus,2050,0.6180699525178894
BLZ,Belize,2021,0.3922547668711331
BLZ,Belize,2022,0.3929274657845717
BLZ,Belize,2023,0.39359016356448984
BLZ,Belize,2024,0.39424308159811283
BLZ,Belize,2025,0.39488643478629404
BLZ,Belize,2026,0.3945344746798307
BLZ,Belize,2027,0.39419092256634547
BLZ,Belize,2028,0.3938554807136468
BLZ,Belize,2029,0.3935278652827271
BLZ,Belize,2030,0.3932078055267302
BLZ,Belize,2031,0.39246954528646827
BLZ,Belize,2032,0.3917496247043733
BLZ,Belize,2033,0.3910473687813877
BLZ,Belize,2034,0.3903621352418308
BLZ,Belize,2035,0.38969331257414375
BLZ,Belize,2036,0.38862743413625966
BLZ,Belize,2037,0.3875894544902864
BLZ,Belize,2038,0.38657829243249114
BLZ,Belize,2039,0.3855929219153041
BLZ,Belize,2040,0.384632368574463
BLZ,Belize,2041,0.38331365541006784
BLZ,Belize,2042,0.3820308076277339
BLZ,Belize,2043,0.380782381697421
BLZ,Belize,2044,0.37956701053021724
BLZ,Belize,2045,0.3783833984845912
BLZ,Belize,2046,0.37689393780204916
BLZ,Belize,2047,0.37544596604808844
BLZ,Belize,2048,0.3740377735233361
BLZ,Belize,2049,0.3726677431945591
BLZ,Belize,2050,0.37133434450043573
BOL,Bolivia,2021,0.5195150326534628
