Year,iso_code3,ef_frst_sequestration_secondary_kt_co2_ha
2016,DOM,0.007427103713452556
2017,DOM,0.007427103713452556
2018,DOM,0.007427103713452556
2019,DOM,0.007427103713452556
2015,DZA,0.0036422435220391483
2016,DZA,0.0036422435220391483
2017,DZA,0.0036422435220391483
2018,DZA,0.0036422435220391483
2019,DZA,0.0036422435220391483
2015,ECU,0.006113381074423673
2016,ECU,0.006113381074423673
2017,ECU,0.006113381074423673
2018,ECU,0.006113381074423673
2019,ECU,0.006113381074423673
2015,ERI,0.002693041177379481
2016,ERI,0.002693041177379481
2017,ERI,0.002693041177379481
2018,ERI,0.002693041177379481
2019,ERI,0.002693041177379481
2015,ESP,0.004027700809042507
2016,ESP,0.004027700809042507
2017,ESP,0.004027700809042507
2018,ESP,0.004027700809042507
2019,ESP,0.004027700809042507
2015,EST,0.0039636666666666666
2016,EST,0.0039636666666666666
2017,EST,0.0039636666666666666
2018,EST,0.0039636666666666666
2019,EST,0.0039636666666666666
2015,ETH,0.0016098636152797698
2016,ETH,0.0016098636152797698
2017,ETH,0.0016098636152797698
2018,ETH,0.0016098636152797698
2019,ETH,0.0016098636152797698
2015,FIN,0.0012926919625912184
2016,FIN,0.0012926919625912184
2017,FIN,0.0012926919625912184
2018,FIN,0.0012926919625912184
2019,FIN,0.0012926919625912184
2015,GBR,0.0039636666666666666
2016,GBR,0.0039636666666666666
2017,GBR,0.0039636666666666666
2018,GBR,0.0039636666666666666
2019,GBR,0.0039636666666666666
2015,GEO,0.0016854388320545607
2016,GEO,0.0016854388320545607
2017,GEO,0.0016854388320545607
2018,GEO,0.0016854388320545607
2019,GEO,0.0016854388320545607
2015,GHA,0.0013070626406869363
2016,GHA,0.0013070626406869363
2017,GHA,0.0013070626406869363
2018,GHA,0.0013070626406869363
2019,GHA,0.0013070626406869363
2015,GIN,0.0014188878033132711
2016,GIN,0.0014188878033132711
2017,GIN,0.0014188878033132711
2018,GIN,0.0014188878033132711
2019,GIN,0.0014188878033132711
2015,GMB,0.0011988313773653567
2016,GMB,0.0011988313773653567
2017,GMB,0.0011988313773653567
2018,GMB,0.0011988313773653567
2019,GMB,0.0011988313773653567
2015,GNB,0.0012158080912863072
2016,GNB,0.0012158080912863072
2017,GNB,0.0012158080912863072
2018,GNB,0.0012158080912863072
2019,GNB,0.0012158080912863072
2015,GRC,0.003960983540925266
2016,GRC,0.003960983540925266
2017,GRC,0.003960983540925266
2018,GRC,0.003960983540925266
2019,GRC,0.003960983540925266
2015,GTM,0.006218081057003477
2016,GTM,0.006218081057003477
2017,GTM,0.006218081057003477
2018,GTM,0.006218081057003477
2019,GTM,0.006218081057003477
2015,HND,0.005670987387001107
2016,HND,0.005670987387001107
2017,HND,0.005670987387001107
2018,HND,0.005670987387001107
2019,HND,0.005670987387001107
2015,HRV,0.006109164299734441
2016,HRV,0.006109164299734441
2017,HRV,0.006109164299734441
2018,HRV,0.006109164299734441
2019,HRV,0.006109164299734441
2015,HUN,0.0039636666666666666
2016,HUN,0.0039636666666666666
2017,HUN,0.0039636666666666666
2018,HUN,0.0039636666666666666
2019,HUN,0.0039636666666666666
2015,IDN,0.005068885941873491
2016,IDN,0.005068885941873491
2017,IDN,0.005068885941873491
2018,IDN,0.005068885941873491
2019,IDN,0.005068885941873491
2015,IND,0.0032989680549363447
2016,IND,0.0032989680549363447
2017,IND,0.0032989680549363447
2018,IND,0.0032989680549363447
2019,IND,0.0032989680549363447
2015,IRL,0.0039636666666666666
2016,IRL,0.0039636666666666666
2017,IRL,0.0039636666666666666
2018,IRL,0.0039636666666666666
2019,IRL,0.0039636666666666666
2015,IRN,0.006384443268267309
2016,IRN,0.006384443268267309
2017,IRN,0.006384443268267309
2018,IRN,0.006384443268267309
2019,IRN,0.006384443268267309
2015,IRQ,0.012731616444866919
2016,IRQ,0.012731616444866919
2017,IRQ,0.012731616444866919
2018,IRQ,0.012731616444866919
2019,IRQ,0.012731616444866919
2015,ISL,0.003115599467518637
2016,ISL,0.003115599467518637
2017,ISL,0.003115599467518637
2018,ISL,0.003115599467518637
2019,ISL,0.003115599467518637
2015,ISR,0.006980805555555555
2016,ISR,0.006980805555555555
2017,ISR,0.006980805555555555
2018,ISR,0.006980805555555555
2019,ISR,0.006980805555555555
2015,ITA,0.002813669929738924
2016,ITA,0.002813669929738924
2017,ITA,0.002813669929738924
2018,ITA,0.002813669929738924
2019,ITA,0.002813669929738924
2015,JAM,0.00667680718825765
2016,JAM,0.00667680718825765
2017,JAM,0.00667680718825765
2018,JAM,0.00667680718825765
2019,JAM,0.00667680718825765
2015,JPN,0.002899417777635144
2016,JPN,0.002899417777635144
2017,JPN,0.002899417777635144
2018,JPN,0.002899417777635144
2019,JPN,0.002899417777635144
2015,KAZ,0.0013986962858017454
2016,KAZ,0.0013986962858017454
2017,KAZ,0.0013986962858017454
2018,KAZ,0.0013986962858017454
2019,KAZ,0.0013986962858017454
2015,KEN,0.0032195390450074413
2016,KEN,0.0032195390450074413
2017,KEN,0.0032195390450074413
2018,KEN,0.0032195390450074413
2019,KEN,0.0032195390450074413
2015,KGZ,0.0014548420633736254
2016,KGZ,0.0014548420633736254
2017,KGZ,0.0014548420633736254
2018,KGZ,0.0014548420633736254
2019,KGZ,0.0014548420633736254
2015,KHM,0.003815411590125087
2016,KHM,0.003815411590125087
2017,KHM,0.003815411590125087
2018,KHM,0.003815411590125087
2019,KHM,0.003815411590125087
2015,LAO,0.0033516171486243536
2016,LAO,0.0033516171486243536
2017,LAO,0.0033516171486243536
2018,LAO,0.0033516171486243536
2019,LAO,0.0033516171486243536
2015,LBN,0.00710875
2016,LBN,0.00710875
2017,LBN,0.00710875
2018,LBN,0.00710875
2019,LBN,0.00710875
2015,LBY,0.001658606405750079
2016,LBY,0.001658606405750079
2017,LBY,0.001658606405750079
2018,LBY,0.001658606405750079
2019,LBY,0.001658606405750079
2015,LKA,0.004258486610704966
2016,LKA,0.004258486610704966
2017,LKA,0.004258486610704966
2018,LKA,0.004258486610704966
2019,LKA,0.004258486610704966
2015,LTU,0.0039636666666666666
2016,LTU,0.0039636666666666666
2017,LTU,0.0039636666666666666
2018,LTU,0.0039636666666666666
2019,LTU,0.0039636666666666666
2015,LVA,0.0039636666666666666
2016,LVA,0.0039636666666666666
2017,LVA,0.0039636666666666666
2018,LVA,0.0039636666666666666
2019,LVA,0.0039636666666666666
2015,MAR,0.0036150809541888127
2016,MAR,0.0036150809541888127
2017,MAR,0.0036150809541888127
2018,MAR,0.0036150809541888127
2019,MAR,0.0036150809541888127
2015,MDA,0.0039636666666666666
2016,MDA,0.0039636666666666666
2017,MDA,0.0039636666666666666
2018,MDA,0.0039636666666666666
2019,MDA,0.0039636666666666666
2015,MEX,0.004094879544931784
2016,MEX,0.004094879544931784
2017,MEX,0.004094879544931784
2018,MEX,0.004094879544931784
2019,MEX,0.004094879544931784
2015,MKD,0.0038935683887694437
2016,MKD,0.0038935683887694437
2017,MKD,0.0038935683887694437
2018,MKD,0.0038935683887694437
2019,MKD,0.0038935683887694437
2015,MLI,0.0056654019551508
2016,MLI,0.0056654019551508
2017,MLI,0.0056654019551508
2018,MLI,0.0056654019551508
2019,MLI,0.0056654019551508
2015,MMR,0.0030972827529855917
2016,MMR,0.0030972827529855917
2017,MMR,0.0030972827529855917
2018,MMR,0.0030972827529855917
2019,MMR,0.0030972827529855917
2015,MNE,0.0049348001003856916
2016,MNE,0.0049348001003856916
2017,MNE,0.0049348001003856916
2018,MNE,0.0049348001003856916
2019,MNE,0.0049348001003856916
2015,MNG,0.0013188794640111928
2016,MNG,0.0013188794640111928
2017,MNG,0.0013188794640111928
2018,MNG,0.0013188794640111928
2019,MNG,0.0013188794640111928
2015,MOZ,0.002189972656958743
2016,MOZ,0.002189972656958743
2017,MOZ,0.002189972656958743
2018,MOZ,0.002189972656958743
2019,MOZ,0.002189972656958743
2015,MWI,0.0022373572599197864
2016,MWI,0.0022373572599197864
2017,MWI,0.0022373572599197864
2018,MWI,0.0022373572599197864
2019,MWI,0.0022373572599197864
2015,NER,0.004813247858672377
2016,NER,0.004813247858672377
2017,NER,0.004813247858672377
2018,NER,0.004813247858672377
2019,NER,0.004813247858672377
2015,NGA,0.001846528820256259
2016,NGA,0.001846528820256259
2017,NGA,0.001846528820256259
2018,NGA,0.001846528820256259
2019,NGA,0.001846528820256259
2015,NIC,0.006241213298835706
2016,NIC,0.006241213298835706
2017,NIC,0.006241213298835706
2018,NIC,0.006241213298835706
2019,NIC,0.006241213298835706
2015,NLD,0.0039636666666666666
2016,NLD,0.0039636666666666666
2017,NLD,0.0039636666666666666
2018,NLD,0.0039636666666666666
2019,NLD,0.0039636666666666666
2015,NPL,0.002666897643455206
2016,NPL,0.002666897643455206
2017,NPL,0.002666897643455206
2018,NPL,0.002666897643455206
2019,NPL,0.002666897643455206
2015,NZL,0.00446893776878514
2016,NZL,0.00446893776878514
2017,NZL,0.00446893776878514
2018,NZL,0.00446893776878514
2019,NZL,0.00446893776878514
2015,PAK,0.0036255641592190745
2016,PAK,0.0036255641592190745
2017,PAK,0.0036255641592190745
2018,PAK,0.0036255641592190745
2019,PAK,0.0036255641592190745
2015,PAN,0.00663640294378621
2016,PAN,0.00663640294378621
2017,PAN,0.00663640294378621
2018,PAN,0.00663640294378621
2019,PAN,0.00663640294378621
2015,PER,0.006826095951231943
2016,PER,0.006826095951231943
2017,PER,0.006826095951231943
2018,PER,0.006826095951231943
2019,PER,0.006826095951231943
2015,PNG,0.004426263818556039
2016,PNG,0.004426263818556039
2017,PNG,0.004426263818556039
2018,PNG,0.004426263818556039
2019,PNG,0.004426263818556039
2015,POL,0.005584549395629939
2016,POL,0.005584549395629939
2017,POL,0.005584549395629939
2018,POL,0.005584549395629939
2019,POL,0.005584549395629939
2015,PRI,0.006855564527072872
2016,PRI,0.006855564527072872
2017,PRI,0.006855564527072872
2018,PRI,0.006855564527072872
2019,PRI,0.006855564527072872
2015,PRK,0.0012997048090322887
2016,PRK,0.0012997048090322887
2017,PRK,0.0012997048090322887
2018,PRK,0.0012997048090322887
2019,PRK,0.0012997048090322887
2015,PRT,0.01285972222222222
2016,PRT,0.01285972222222222
2017,PRT,0.01285972222222222
2018,PRT,0.01285972222222222
2019,PRT,0.01285972222222222
2015,PRY,0.0043399385787291495
2016,PRY,0.0043399385787291495
2017,PRY,0.0043399385787291495
2018,PRY,0.0043399385787291495
2019,PRY,0.0043399385787291495
2015,ROU,0.002774321486745597
2016,ROU,0.002774321486745597
2017,ROU,0.002774321486745597
2018,ROU,0.002774321486745597
2019,ROU,0.002774321486745597
2015,RUS,0.001293736636320805
2016,RUS,0.001293736636320805
2017,RUS,0.001293736636320805
2018,RUS,0.001293736636320805
2019,RUS,0.001293736636320805
2015,RWA,0.0030271962209302322
2016,RWA,0.0030271962209302322
2017,RWA,0.0030271962209302322
2018,RWA,0.0030271962209302322
2019,RWA,0.0030271962209302322
2015,SDN,0.0024664067268886365
2016,SDN,0.0024664067268886365
2017,SDN,0.0024664067268886365
2018,SDN,0.0024664067268886365
2019,SDN,0.0024664067268886365
2015,SEN,0.0014493667797916513
2016,SEN,0.0014493667797916513
2017,SEN,0.0014493667797916513
2018,SEN,0.0014493667797916513
2019,SEN,0.0014493667797916513
2015,SLE,0.0026543455184821715
2016,SLE,0.0026543455184821715
2017,SLE,0.0026543455184821715
2018,SLE,0.0026543455184821715
2019,SLE,0.0026543455184821715
2015,SOM,0.0034355837103165927
2016,SOM,0.0034355837103165927
2017,SOM,0.0034355837103165927
2018,SOM,0.0034355837103165927
2019,SOM,0.0034355837103165927
2015,SRB,0.00605586804078463
2016,SRB,0.00605586804078463
2017,SRB,0.00605586804078463
2018,SRB,0.00605586804078463
2019,SRB,0.00605586804078463
2015,SSD,0.001289918783351466
2016,SSD,0.001289918783351466
2017,SSD,0.001289918783351466
2018,SSD,0.001289918783351466
2019,SSD,0.001289918783351466
2015,SVK,0.0020494174629268123
2016,SVK,0.0020494174629268123
2017,SVK,0.0020494174629268123
2018,SVK,0.0020494174629268123
2019,SVK,0.0020494174629268123
2015,SVN,0.0052013865609664015
2016,SVN,0.0052013865609664015
2017,SVN,0.0052013865609664015
2018,SVN,0.0052013865609664015
2019,SVN,0.0052013865609664015
2015,SWE,0.0014134514677071604
2016,SWE,0.0014134514677071604
2017,SWE,0.0014134514677071604
2018,SWE,0.0014134514677071604
2019,SWE,0.0014134514677071604
2015,SWZ,0.004548798776508972
2016,SWZ,0.004548798776508972
2017,SWZ,0.004548798776508972
2018,SWZ,0.004548798776508972
2019,SWZ,0.004548798776508972
2015,SYR,0.005419862768496419
2016,SYR,0.005419862768496419
2017,SYR,0.005419862768496419
2018,SYR,0.005419862768496419
2019,SYR,0.005419862768496419
2015,TCD,0.00605949650638438
2016,TCD,0.00605949650638438
2017,TCD,0.00605949650638438
2018,TCD,0.00605949650638438
2019,TCD,0.00605949650638438
2015,TGO,0.0011668971350417504
2016,TGO,0.0011668971350417504
2017,TGO,0.0011668971350417504
2018,TGO,0.0011668971350417504
2019,TGO,0.0011668971350417504
2015,THA,0.003840086788963281
2016,THA,0.003840086788963281
2017,THA,0.003840086788963281
2018,THA,0.003840086788963281
2019,THA,0.003840086788963281
2015,TKM,0.004363107621440536
2016,TKM,0.004363107621440536
2017,TKM,0.004363107621440536
2018,TKM,0.004363107621440536
2019,TKM,0.004363107621440536
2015,TUN,0.00387894668905257
2016,TUN,0.00387894668905257
2017,TUN,0.00387894668905257
2018,TUN,0.00387894668905257
2019,TUN,0.00387894668905257
2015,TUR,0.006744841069101996
2016,TUR,0.006744841069101996
2017,TUR,0.006744841069101996
2018,TUR,0.006744841069101996
2019,TUR,0.006744841069101996
2015,TZA,0.0016271673507635227
2016,TZA,0.0016271673507635227
2017,TZA,0.0016271673507635227
2018,TZA,0.0016271673507635227
2019,TZA,0.0016271673507635227
2015,UGA,0.0016223587038137204
2016,UGA,0.0016223587038137204
2017,UGA,0.0016223587038137204
2018,UGA,0.0016223587038137204
2019,UGA,0.0016223587038137204
2015,UKR,0.001850214385658673
2016,UKR,0.001850214385658673
2017,UKR,0.001850214385658673
2018,UKR,0.001850214385658673
2019,UKR,0.001850214385658673
2015,USA,0.0026392759405070017
2016,USA,0.0026392759405070017
2017,USA,0.0026392759405070017
2018,USA,0.0026392759405070017
2019,USA,0.0026392759405070017
2015,UZB,0.0012282551470588234
2016,UZB,0.0012282551470588234
2017,UZB,0.0012282551470588234
2018,UZB,0.0012282551470588234
2019,UZB,0.0012282551470588234
2015,VEN,0.006234987006749227
2016,VEN,0.006234987006749227
2017,VEN,0.006234987006749227
2018,VEN,0.006234987006749227
2019,VEN,0.006234987006749227
2015,VIR,0.004336253258845437
2016,VIR,0.004336253258845437
2017,VIR,0.004336253258845437
2018,VIR,0.004336253258845437
2019,VIR,0.004336253258845437
2015,VNM,0.0031697140597524874
2016,VNM,0.0031697140597524874
2017,VNM,0.0031697140597524874
2018,VNM,0.0031697140597524874
2019,VNM,0.0031697140597524874
2015,ZAF,0.004466654790431747
2016,ZAF,0.004466654790431747
2017,ZAF,0.004466654790431747
2018,ZAF,0.004466654790431747
2019,ZAF,0.004466654790431747
2015,ZMB,0.0027122620682265724
2016,ZMB,0.0027122620682265724
2017,ZMB,0.0027122620682265724
2018,ZMB,0.0027122620682265724
2019,ZMB,0.0027122620682265724
2015,ZWE,0.00431438535498831
2016,ZWE,0.00431438535498831
2017,ZWE,0.00431438535498831
2018,ZWE,0.00431438535498831
2019,ZWE,0.00431438535498831
2015,ABW,0.008084681159420288
2016,ABW,0.008084681159420288
2017,ABW,0.008084681159420288
2018,ABW,0.008084681159420288
2019,ABW,0.008084681159420288
2015,AND,0.004027700809042507
2016,AND,0.004027700809042507
2017,AND,0.004027700809042507
2018,AND,0.004027700809042507
2019,AND,0.004027700809042507
2015,ARE,0.006384443268267309
2016,ARE,0.006384443268267309
2017,ARE,0.006384443268267309
2018,ARE,0.006384443268267309
2019,ARE,0.006384443268267309
2015,ARM,0.0016854388320545607
2016,ARM,0.0016854388320545607
2017,ARM,0.0016854388320545607
2018,ARM,0.0016854388320545607
2019,ARM,0.0016854388320545607
2015,ASM,0.00446893776878514
2016,ASM,0.00446893776878514
2017,ASM,0.00446893776878514
2018,ASM,0.00446893776878514
2019,ASM,0.00446893776878514
2015,ATG,0.004336253258845437
2016,ATG,0.004336253258845437
2017,ATG,0.004336253258845437
2018,ATG,0.004336253258845437
2019,ATG,0.004336253258845437
2015,BHR,0.006384443268267309
2016,BHR,0.006384443268267309
2017,BHR,0.006384443268267309
2018,BHR,0.006384443268267309
2019,BHR,0.006384443268267309
2015,BLR,0.0039636666666666666
2016,BLR,0.0039636666666666666
2017,BLR,0.0039636666666666666
2018,BLR,0.0039636666666666666
2019,BLR,0.0039636666666666666
2015,BLZ,0.005670987387001107
2016,BLZ,0.005670987387001107
2017,BLZ,0.005670987387001107
2018,BLZ,0.005670987387001107
2019,BLZ,0.005670987387001107
2015,BMU,0.004511601089435014
2016,BMU,0.004511601089435014
2017,BMU,0.004511601089435014
2018,BMU,0.004511601089435014
2019,BMU,0.004511601089435014
2015,BRB,0.004336253258845437
2016,BRB,0.004336253258845437
2017,BRB,0.004336253258845437
2018,BRB,0.004336253258845437
2019,BRB,0.004336253258845437
2015,BRN,0.005068885941873491
2016,BRN,0.005068885941873491
2017,BRN,0.005068885941873491
2018,BRN,0.005068885941873491
2019,BRN,0.005068885941873491
2015,BWA,0.004466654790431747
2016,BWA,0.004466654790431747
2017,BWA,0.004466654790431747
2018,BWA,0.004466654790431747
2019,BWA,0.004466654790431747
2015,COM,0.0022373572599197864
2016,COM,0.0022373572599197864
2017,COM,0.0022373572599197864
2018,COM,0.0022373572599197864
2019,COM,0.0022373572599197864
2015,CPV,0.0014493667797916513
2016,CPV,0.0014493667797916513
2017,CPV,0.0014493667797916513
2018,CPV,0.0014493667797916513
2019,CPV,0.0014493667797916513
2015,CYM,0.004931321915607238
2016,CYM,0.004931321915607238
2017,CYM,0.004931321915607238
2018,CYM,0.004931321915607238
2019,CYM,0.004931321915607238
2015,DJI,0.0016098636152797698
2016,DJI,0.0016098636152797698
2017,DJI,0.0016098636152797698
2018,DJI,0.0016098636152797698
2019,DJI,0.0016098636152797698
2015,DMA,0.004336253258845437
2016,DMA,0.004336253258845437
2017,DMA,0.004336253258845437
2018,DMA,0.004336253258845437
2019,DMA,0.004336253258845437
2015,EGY,0.006980805555555555
2016,EGY,0.006980805555555555
2017,EGY,0.006980805555555555
2018,EGY,0.006980805555555555
2019,EGY,0.006980805555555555
2015,FJI,0.00446893776878514
2016,FJI,0.00446893776878514
2017,FJI,0.00446893776878514
2018,FJI,0.00446893776878514
2019,FJI,0.00446893776878514
2015,FRA,0.0023889057315657418
2016,FRA,0.0023889057315657418
2017,FRA,0.0023889057315657418
2018,FRA,0.0023889057315657418
2019,FRA,0.0023889057315657418
2015,FRO,0.003115599467518637
2016,FRO,0.003115599467518637
2017,FRO,0.003115599467518637
2018,FRO,0.003115599467518637
2019,FRO,0.003115599467518637
2015,FSM,0.004426263818556039
2016,FSM,0.004426263818556039
2017,FSM,0.004426263818556039
2018,FSM,0.004426263818556039
2019,FSM,0.004426263818556039
2015,GAB,0.006875753369287474
2016,GAB,0.006875753369287474
2017,GAB,0.006875753369287474
2018,GAB,0.006875753369287474
2019,GAB,0.006875753369287474
2015,GIB,0.0036150809541888127
2016,GIB,0.0036150809541888127
2017,GIB,0.0036150809541888127
2018,GIB,0.0036150809541888127
2019,GIB,0.0036150809541888127
2015,GNQ,0.0019013804685553879
2016,GNQ,0.0019013804685553879
2017,GNQ,0.0019013804685553879
2018,GNQ,0.0019013804685553879
2019,GNQ,0.0019013804685553879
2015,GRD,0.006234987006749227
2016,GRD,0.006234987006749227
2017,GRD,0.006234987006749227
2018,GRD,0.006234987006749227
2019,GRD,0.006234987006749227
2015,GRL,0.003115599467518637
2016,GRL,0.003115599467518637
2017,GRL,0.003115599467518637
2018,GRL,0.003115599467518637
2019,GRL,0.003115599467518637
2015,GUM,0.004426263818556039
2016,GUM,0.004426263818556039
2017,GUM,0.004426263818556039
2018,GUM,0.004426263818556039
2019,GUM,0.004426263818556039
2015,GUY,0.006234987006749227
2016,GUY,0.006234987006749227
2017,GUY,0.006234987006749227
2018,GUY,0.006234987006749227
2019,GUY,0.006234987006749227
2015,HKG,0.0020538844943680345
2016,HKG,0.0020538844943680345
2017,HKG,0.0020538844943680345
2018,HKG,0.0020538844943680345
2019,HKG,0.0020538844943680345
2015,HTI,0.007427103713452556
2016,HTI,0.007427103713452556
2017,HTI,0.007427103713452556
2018,HTI,0.007427103713452556
2019,HTI,0.007427103713452556
2015,IMN,0.0039636666666666666
2016,IMN,0.0039636666666666666
2017,IMN,0.0039636666666666666
2018,IMN,0.0039636666666666666
2019,IMN,0.0039636666666666666
2015,JOR,0.006980805555555555
2016,JOR,0.006980805555555555
2017,JOR,0.006980805555555555
2018,JOR,0.006980805555555555
2019,JOR,0.006980805555555555
2015,KIR,0.004426263818556039
2016,KIR,0.004426263818556039
2017,KIR,0.004426263818556039
2018,KIR,0.004426263818556039
2019,KIR,0.004426263818556039
2015,KNA,0.004336253258845437
2016,KNA,0.004336253258845437
2017,KNA,0.004336253258845437
2018,KNA,0.004336253258845437
2019,KNA,0.004336253258845437
2015,KOR,0.0012997048090322887
2016,KOR,0.0012997048090322887
2017,KOR,0.0012997048090322887
2018,KOR,0.0012997048090322887
2019,KOR,0.0012997048090322887
2015,KWT,0.012731616444866919
2016,KWT,0.012731616444866919
2017,KWT,0.012731616444866919
2018,KWT,0.012731616444866919
2019,KWT,0.012731616444866919
2015,LBR,0.0026543455184821715
2016,LBR,0.0026543455184821715
2017,LBR,0.0026543455184821715
2018,LBR,0.0026543455184821715
2019,LBR,0.0026543455184821715
2015,LCA,0.004336253258845437
2016,LCA,0.004336253258845437
2017,LCA,0.004336253258845437
2018,LCA,0.004336253258845437
2019,LCA,0.004336253258845437
