Year,iso_code3,cost_enfu_fuel_furnace_gas_usd_per_m3
2039,LBN,13725.64626
2040,LBN,13725.64626
2041,LBN,13725.64626
2042,LBN,13725.64626
2043,LBN,13725.64626
2044,LBN,13725.64626
2045,LBN,13725.64626
2046,LBN,13725.64626
2047,LBN,13725.64626
2048,LBN,13725.64626
2049,LBN,13725.64626
2050,LBN,13725.64626
2021,LBR,13725.64626
2022,LBR,13725.64626
2023,LBR,13725.64626
2024,LBR,13725.64626
2025,LBR,13725.64626
2026,LBR,13725.64626
2027,LBR,13725.64626
2028,LBR,13725.64626
2029,LBR,13725.64626
2030,LBR,13725.64626
2031,LBR,13725.64626
2032,LBR,13725.64626
2033,LBR,13725.64626
2034,LBR,13725.64626
2035,LBR,13725.64626
2036,LBR,13725.64626
2037,LBR,13725.64626
2038,LBR,13725.64626
2039,LBR,13725.64626
2040,LBR,13725.64626
2041,LBR,13725.64626
2042,LBR,13725.64626
2043,LBR,13725.64626
2044,LBR,13725.64626
2045,LBR,13725.64626
2046,LBR,13725.64626
2047,LBR,13725.64626
2048,LBR,13725.64626
2049,LBR,13725.64626
2050,LBR,13725.64626
2021,LBY,13725.64626
2022,LBY,13725.64626
2023,LBY,13725.64626
2024,LBY,13725.64626
2025,LBY,13725.64626
2026,LBY,13725.64626
2027,LBY,13725.64626
2028,LBY,13725.64626
2029,LBY,13725.64626
2030,LBY,13725.64626
2031,LBY,13725.64626
2032,LBY,13725.64626
2033,LBY,13725.64626
2034,LBY,13725.64626
2035,LBY,13725.64626
2036,LBY,13725.64626
2037,LBY,13725.64626
2038,LBY,13725.64626
2039,LBY,13725.64626
2040,LBY,13725.64626
2041,LBY,13725.64626
2042,LBY,13725.64626
2043,LBY,13725.64626
2044,LBY,13725.64626
2045,LBY,13725.64626
2046,LBY,13725.64626
2047,LBY,13725.64626
2048,LBY,13725.64626
2049,LBY,13725.64626
2050,LBY,13725.64626
2021,LCA,13725.64626
2022,LCA,13725.64626
2023,LCA,13725.64626
2024,LCA,13725.64626
2025,LCA,13725.64626
2026,LCA,13725.64626
2027,LCA,13725.64626
2028,LCA,13725.64626
2029,LCA,13725.64626
2030,LCA,13725.64626
2031,LCA,13725.64626
2032,LCA,13725.64626
2033,LCA,13725.64626
2034,LCA,13725.64626
2035,LCA,13725.64626
2036,LCA,13725.64626
2037,LCA,13725.64626
2038,LCA,13725.64626
2039,LCA,13725.64626
2040,LCA,13725.64626
2041,LCA,13725.64626
2042,LCA,13725.64626
2043,LCA,13725.64626
2044,LCA,13725.64626
2045,LCA,13725.64626
2046,LCA,13725.64626
2047,LCA,13725.64626
2048,LCA,13725.64626
2049,LCA,13725.64626
2050,LCA,13725.64626
2021,LIE,13725.64626
2022,LIE,13725.64626
2023,LIE,13725.64626
2024,LIE,13725.64626
2025,LIE,13725.64626
2026,LIE,13725.64626
2027,LIE,13725.64626
2028,LIE,13725.64626
2029,LIE,13725.64626
2030,LIE,13725.64626
2031,LIE,13725.64626
2032,LIE,13725.64626
2033,LIE,13725.64626
2034,LIE,13725.64626
2035,LIE,13725.64626
2036,LIE,13725.64626
2037,LIE,13725.64626
2038,LIE,13725.64626
2039,LIE,13725.64626
2040,LIE,13725.64626
2041,LIE,13725.64626
2042,LIE,13725.64626
2043,LIE,13725.64626
2044,LIE,13725.64626
2045,LIE,13725.64626
2046,LIE,13725.64626
2047,LIE,13725.64626
2048,LIE,13725.64626
2049,LIE,13725.64626
2050,LIE,13725.64626
2021,LKA,13725.64626
2022,LKA,13725.64626
2023,LKA,13725.64626
2024,LKA,13725.64626
2025,LKA,13725.64626
2026,LKA,13725.64626
2027,LKA,13725.64626
2028,LKA,13725.64626
2029,LKA,13725.64626
2030,LKA,13725.64626
2031,LKA,13725.64626
2032,LKA,13725.64626
2033,LKA,13725.64626
2034,LKA,13725.64626
2035,LKA,13725.64626
2036,LKA,13725.64626
2037,LKA,13725.64626
2038,LKA,13725.64626
2039,LKA,13725.64626
2040,LKA,13725.64626
2041,LKA,13725.64626
2042,LKA,13725.64626
2043,LKA,13725.64626
2044,LKA,13725.64626
2045,LKA,13725.64626
2046,LKA,13725.64626
2047,LKA,13725.64626
2048,LKA,13725.64626
2049,LKA,13725.64626
2050,LKA,13725.64626
2021,LSO,13725.64626
2022,LSO,13725.64626
2023,LSO,13725.64626
2024,LSO,13725.64626
2025,LSO,13725.64626
2026,LSO,13725.64626
2027,LSO,13725.64626
2028,LSO,13725.64626
2029,LSO,13725.64626
2030,LSO,13725.64626
2031,LSO,13725.64626
2032,LSO,13725.64626
2033,LSO,13725.64626
2034,LSO,13725.64626
2035,LSO,13725.64626
2036,LSO,13725.64626
2037,LSO,13725.64626
2038,LSO,13725.64626
2039,LSO,13725.64626
2040,LSO,13725.64626
2041,LSO,13725.64626
2042,LSO,13725.64626
2043,LSO,13725.64626
2044,LSO,13725.64626
2045,LSO,13725.64626
2046,LSO,13725.64626
2047,LSO,13725.64626
2048,LSO,13725.64626
2049,LSO,13725.64626
2050,LSO,13725.64626
2021,LTU,13725.64626
2022,LTU,13725.64626
2023,LTU,13725.64626
2024,LTU,13725.64626
2025,LTU,13725.64626
2026,LTU,13725.64626
2027,LTU,13725.64626
2028,LTU,13725.64626
2029,LTU,13725.64626
2030,LTU,13725.64626
2031,LTU,13725.64626
2032,LTU,13725.64626
2033,LTU,13725.64626
2034,LTU,13725.64626
2035,LTU,13725.64626
2036,LTU,13725.64626
2037,LTU,13725.64626
2038,LTU,13725.64626
2039,LTU,13725.64626
2040,LTU,13725.64626
2041,LTU,13725.64626
2042,LTU,13725.64626
2043,LTU,13725.64626
2044,LTU,13725.64626
2045,LTU,13725.64626
2046,LTU,13725.64626
2047,LTU,13725.64626
2048,LTU,13725.64626
2049,LTU,13725.64626
2050,LTU,13725.64626
2021,LUX,13725.64626
2022,LUX,13725.64626
2023,LUX,13725.64626
2024,LUX,13725.64626
2025,LUX,13725.64626
2026,LUX,13725.64626
2027,LUX,13725.64626
2028,LUX,13725.64626
2029,LUX,13725.64626
2030,LUX,13725.64626
2031,LUX,13725.64626
2032,LUX,13725.64626
2033,LUX,13725.64626
2034,LUX,13725.64626
2035,LUX,13725.64626
2036,LUX,13725.64626
2037,LUX,13725.64626
2038,LUX,13725.64626
2039,LUX,13725.64626
2040,LUX,13725.64626
2041,LUX,13725.64626
2042,LUX,13725.64626
2043,LUX,13725.64626
2044,LUX,13725.64626
2045,LUX,13725.64626
2046,LUX,13725.64626
2047,LUX,13725.64626
2048,LUX,13725.64626
2049,LUX,13725.64626
2050,LUX,13725.64626
2021,LVA,13725.64626
2022,LVA,13725.64626
2023,LVA,13725.64626
2024,LVA,13725.64626
2025,LVA,13725.64626
2026,LVA,13725.64626
2027,LVA,13725.64626
2028,LVA,13725.64626
2029,LVA,13725.64626
2030,LVA,13725.64626
2031,LVA,13725.64626
2032,LVA,13725.64626
2033,LVA,13725.64626
2034,LVA,13725.64626
2035,LVA,13725.64626
2036,LVA,13725.64626
2037,LVA,13725.64626
2038,LVA,13725.64626
2039,LVA,13725.64626
2040,LVA,13725.64626
2041,LVA,13725.64626
2042,LVA,13725.64626
2043,LVA,13725.64626
2044,LVA,13725.64626
2045,LVA,13725.64626
2046,LVA,13725.64626
2047,LVA,13725.64626
2048,LVA,13725.64626
2049,LVA,13725.64626
2050,LVA,13725.64626
2021,MAC,13725.64626
2022,MAC,13725.64626
2023,MAC,13725.64626
2024,MAC,13725.64626
2025,MAC,13725.64626
2026,MAC,13725.64626
2027,MAC,13725.64626
2028,MAC,13725.64626
2029,MAC,13725.64626
2030,MAC,13725.64626
2031,MAC,13725.64626
2032,MAC,13725.64626
2033,MAC,13725.64626
2034,MAC,13725.64626
2035,MAC,13725.64626
2036,MAC,13725.64626
2037,MAC,13725.64626
2038,MAC,13725.64626
2039,MAC,13725.64626
2040,MAC,13725.64626
2041,MAC,13725.64626
2042,MAC,13725.64626
2043,MAC,13725.64626
2044,MAC,13725.64626
2045,MAC,13725.64626
2046,MAC,13725.64626
2047,MAC,13725.64626
2048,MAC,13725.64626
2049,MAC,13725.64626
2050,MAC,13725.64626
2021,MAF,13725.64626
2022,MAF,13725.64626
2023,MAF,13725.64626
2024,MAF,13725.64626
2025,MAF,13725.64626
2026,MAF,13725.64626
2027,MAF,13725.64626
2028,MAF,13725.64626
2029,MAF,13725.64626
2030,MAF,13725.64626
2031,MAF,13725.64626
2032,MAF,13725.64626
2033,MAF,13725.64626
2034,MAF,13725.64626
2035,MAF,13725.64626
2036,MAF,13725.64626
2037,MAF,13725.64626
2038,MAF,13725.64626
2039,MAF,13725.64626
2040,MAF,13725.64626
2041,MAF,13725.64626
2042,MAF,13725.64626
2043,MAF,13725.64626
2044,MAF,13725.64626
2045,MAF,13725.64626
2046,MAF,13725.64626
2047,MAF,13725.64626
2048,MAF,13725.64626
2049,MAF,13725.64626
2050,MAF,13725.64626
2021,MAR,13725.64626
2022,MAR,13725.64626
2023,MAR,13725.64626
2024,MAR,13725.64626
2025,MAR,13725.64626
2026,MAR,13725.64626
2027,MAR,13725.64626
2028,MAR,13725.64626
2029,MAR,13725.64626
2030,MAR,13725.64626
2031,MAR,13725.64626
2032,MAR,13725.64626
2033,MAR,13725.64626
2034,MAR,13725.64626
2035,MAR,13725.64626
2036,MAR,13725.64626
2037,MAR,13725.64626
2038,MAR,13725.64626
2039,MAR,13725.64626
2040,MAR,13725.64626
2041,MAR,13725.64626
2042,MAR,13725.64626
2043,MAR,13725.64626
2044,MAR,13725.64626
2045,MAR,13725.64626
2046,MAR,13725.64626
2047,MAR,13725.64626
2048,MAR,13725.64626
2049,MAR,13725.64626
2050,MAR,13725.64626
2021,MCO,13725.64626
2022,MCO,13725.64626
2023,MCO,13725.64626
2024,MCO,13725.64626
2025,MCO,13725.64626
2026,MCO,13725.64626
2027,MCO,13725.64626
2028,MCO,13725.64626
2029,MCO,13725.64626
2030,MCO,13725.64626
2031,MCO,13725.64626
2032,MCO,13725.64626
2033,MCO,13725.64626
2034,MCO,13725.64626
2035,MCO,13725.64626
2036,MCO,13725.64626
2037,MCO,13725.64626
2038,MCO,13725.64626
2039,MCO,13725.64626
2040,MCO,13725.64626
2041,MCO,13725.64626
2042,MCO,13725.64626
2043,MCO,13725.64626
2044,MCO,13725.64626
2045,MCO,13725.64626
2046,MCO,13725.64626
2047,MCO,13725.64626
2048,MCO,13725.64626
2049,MCO,13725.64626
2050,MCO,13725.64626
2021,MDA,13725.64626
2022,MDA,13725.64626
2023,MDA,13725.64626
2024,MDA,13725.64626
2025,MDA,13725.64626
2026,MDA,13725.64626
2027,MDA,13725.64626
2028,MDA,13725.64626
2029,MDA,13725.64626
2030,MDA,13725.64626
2031,MDA,13725.64626
2032,MDA,13725.64626
2033,MDA,13725.64626
2034,MDA,13725.64626
2035,MDA,13725.64626
2036,MDA,13725.64626
2037,MDA,13725.64626
2038,MDA,13725.64626
2039,MDA,13725.64626
2040,MDA,13725.64626
2041,MDA,13725.64626
2042,MDA,13725.64626
2043,MDA,13725.64626
2044,MDA,13725.64626
2045,MDA,13725.64626
2046,MDA,13725.64626
2047,MDA,13725.64626
2048,MDA,13725.64626
2049,MDA,13725.64626
2050,MDA,13725.64626
2021,MDG,13725.64626
2022,MDG,13725.64626
2023,MDG,13725.64626
2024,MDG,13725.64626
2025,MDG,13725.64626
2026,MDG,13725.64626
2027,MDG,13725.64626
2028,MDG,13725.64626
2029,MDG,13725.64626
2030,MDG,13725.64626
2031,MDG,13725.64626
2032,MDG,13725.64626
2033,MDG,13725.64626
2034,MDG,13725.64626
2035,MDG,13725.64626
2036,MDG,13725.64626
2037,MDG,13725.64626
2038,MDG,13725.64626
2039,MDG,13725.64626
2040,MDG,13725.64626
2041,MDG,13725.64626
2042,MDG,13725.64626
2043,MDG,13725.64626
2044,MDG,13725.64626
2045,MDG,13725.64626
2046,MDG,13725.64626
2047,MDG,13725.64626
2048,MDG,13725.64626
2049,MDG,13725.64626
2050,MDG,13725.64626
2021,MDV,13725.64626
2022,MDV,13725.64626
2023,MDV,13725.64626
2024,MDV,13725.64626
2025,MDV,13725.64626
2026,MDV,13725.64626
2027,MDV,13725.64626
2028,MDV,13725.64626
2029,MDV,13725.64626
2030,MDV,13725.64626
2031,MDV,13725.64626
2032,MDV,13725.64626
2033,MDV,13725.64626
2034,MDV,13725.64626
2035,MDV,13725.64626
2036,MDV,13725.64626
2037,MDV,13725.64626
2038,MDV,13725.64626
2039,MDV,13725.64626
2040,MDV,13725.64626
2041,MDV,13725.64626
2042,MDV,13725.64626
2043,MDV,13725.64626
2044,MDV,13725.64626
2045,MDV,13725.64626
2046,MDV,13725.64626
2047,MDV,13725.64626
2048,MDV,13725.64626
2049,MDV,13725.64626
2050,MDV,13725.64626
2021,MEX,13725.64626
2022,MEX,13725.64626
2023,MEX,13725.64626
2024,MEX,13725.64626
2025,MEX,13725.64626
2026,MEX,13725.64626
2027,MEX,13725.64626
2028,MEX,13725.64626
2029,MEX,13725.64626
2030,MEX,13725.64626
2031,MEX,13725.64626
2032,MEX,13725.64626
2033,MEX,13725.64626
2034,MEX,13725.64626
2035,MEX,13725.64626
2036,MEX,13725.64626
2037,MEX,13725.64626
2038,MEX,13725.64626
2039,MEX,13725.64626
2040,MEX,13725.64626
2041,MEX,13725.64626
2042,MEX,13725.64626
2043,MEX,13725.64626
2044,MEX,13725.64626
2045,MEX,13725.64626
2046,MEX,13725.64626
2047,MEX,13725.64626
2048,MEX,13725.64626
2049,MEX,13725.64626
2050,MEX,13725.64626
2021,MHL,13725.64626
2022,MHL,13725.64626
2023,MHL,13725.64626
2024,MHL,13725.64626
2025,MHL,13725.64626
2026,MHL,13725.64626
2027,MHL,13725.64626
2028,MHL,13725.64626
2029,MHL,13725.64626
2030,MHL,13725.64626
2031,MHL,13725.64626
2032,MHL,13725.64626
2033,MHL,13725.64626
2034,MHL,13725.64626
2035,MHL,13725.64626
2036,MHL,13725.64626
2037,MHL,13725.64626
2038,MHL,13725.64626
2039,MHL,13725.64626
2040,MHL,13725.64626
2041,MHL,13725.64626
2042,MHL,13725.64626
2043,MHL,13725.64626
2044,MHL,13725.64626
2045,MHL,13725.64626
2046,MHL,13725.64626
2047,MHL,13725.64626
2048,MHL,13725.64626
2049,MHL,13725.64626
2050,MHL,13725.64626
2021,MKD,13725.64626
2022,MKD,13725.64626
2023,MKD,13725.64626
2024,MKD,13725.64626
2025,MKD,13725.64626
2026,MKD,13725.64626
2027,MKD,13725.64626
2028,MKD,13725.64626
2029,MKD,13725.64626
2030,MKD,13725.64626
2031,MKD,13725.64626
2032,MKD,13725.64626
2033,MKD,13725.64626
2034,MKD,13725.64626
2035,MKD,13725.64626
2036,MKD,13725.64626
2037,MKD,13725.64626
2038,MKD,13725.64626
2039,MKD,13725.64626
2040,MKD,13725.64626
2041,MKD,13725.64626
2042,MKD,13725.64626
2043,MKD,13725.64626
2044,MKD,13725.64626
2045,MKD,13725.64626
2046,MKD,13725.64626
2047,MKD,13725.64626
2048,MKD,13725.64626
2049,MKD,13725.64626
2050,MKD,13725.64626
2021,MLI,13725.64626
2022,MLI,13725.64626
2023,MLI,13725.64626
2024,MLI,13725.64626
2025,MLI,13725.64626
2026,MLI,13725.64626
2027,MLI,13725.64626
2028,MLI,13725.64626
2029,MLI,13725.64626
2030,MLI,13725.64626
2031,MLI,13725.64626
2032,MLI,13725.64626
2033,MLI,13725.64626
2034,MLI,13725.64626
2035,MLI,13725.64626
2036,MLI,13725.64626
2037,MLI,13725.64626
2038,MLI,13725.64626
2039,MLI,13725.64626
2040,MLI,13725.64626
2041,MLI,13725.64626
2042,MLI,13725.64626
2043,MLI,13725.64626
2044,MLI,13725.64626
2045,MLI,13725.64626
2046,MLI,13725.64626
2047,MLI,13725.64626
2048,MLI,13725.64626
2049,MLI,13725.64626
2050,MLI,13725.64626
2021,MLT,13725.64626
2022,MLT,13725.64626
2023,MLT,13725.64626
2024,MLT,13725.64626
2025,MLT,13725.64626
2026,MLT,13725.64626
2027,MLT,13725.64626
2028,MLT,13725.64626
2029,MLT,13725.64626
2030,MLT,13725.64626
2031,MLT,13725.64626
2032,MLT,13725.64626
2033,MLT,13725.64626
2034,MLT,13725.64626
2035,MLT,13725.64626
2036,MLT,13725.64626
2037,MLT,13725.64626
2038,MLT,13725.64626
2039,MLT,13725.64626
2040,MLT,13725.64626
2041,MLT,13725.64626
2042,MLT,13725.64626
2043,MLT,13725.64626
2044,MLT,13725.64626
2045,MLT,13725.64626
2046,MLT,13725.64626
2047,MLT,13725.64626
2048,MLT,13725.64626
2049,MLT,13725.64626
2050,MLT,13725.64626
2021,MMR,13725.64626
2022,MMR,13725.64626
2023,MMR,13725.64626
2024,MMR,13725.64626
2025,MMR,13725.64626
2026,MMR,13725.64626
2027,MMR,13725.64626
2028,MMR,13725.64626
2029,MMR,13725.64626
2030,MMR,13725.64626
2031,MMR,13725.64626
2032,MMR,13725.64626
2033,MMR,13725.64626
2034,MMR,13725.64626
2035,MMR,13725.64626
2036,MMR,13725.64626
2037,MMR,13725.64626
2038,MMR,13725.64626
2039,MMR,13725.64626
2040,MMR,13725.64626
2041,MMR,13725.64626
2042,MMR,13725.64626
2043,MMR,13725.64626
2044,MMR,13725.64626
2045,MMR,13725.64626
2046,MMR,13725.64626
2047,MMR,13725.64626
2048,MMR,13725.64626
2049,MMR,13725.64626
2050,MMR,13725.64626
2021,MNE,13725.64626
2022,MNE,13725.64626
2023,MNE,13725.64626
2024,MNE,13725.64626
2025,MNE,13725.64626
2026,MNE,13725.64626
2027,MNE,13725.64626
2028,MNE,13725.64626
2029,MNE,13725.64626
2030,MNE,13725.64626
2031,MNE,13725.64626
2032,MNE,13725.64626
2033,MNE,13725.64626
2034,MNE,13725.64626
2035,MNE,13725.64626
2036,MNE,13725.64626
2037,MNE,13725.64626
2038,MNE,13725.64626
2039,MNE,13725.64626
2040,MNE,13725.64626
2041,MNE,13725.64626
2042,MNE,13725.64626
2043,MNE,13725.64626
2044,MNE,13725.64626
2045,MNE,13725.64626
2046,MNE,13725.64626
2047,MNE,13725.64626
2048,MNE,13725.64626
2049,MNE,13725.64626
2050,MNE,13725.64626
2021,MNG,13725.64626
2022,MNG,13725.64626
2023,MNG,13725.64626
2024,MNG,13725.64626
2025,MNG,13725.64626
2026,MNG,13725.64626
2027,MNG,13725.64626
2028,MNG,13725.64626
2029,MNG,13725.64626
2030,MNG,13725.64626
2031,MNG,13725.64626
2032,MNG,13725.64626
2033,MNG,13725.64626
2034,MNG,13725.64626
2035,MNG,13725.64626
2036,MNG,13725.64626
2037,MNG,13725.64626
2038,MNG,13725.64626
2039,MNG,13725.64626
2040,MNG,13725.64626
2041,MNG,13725.64626
2042,MNG,13725.64626
2043,MNG,13725.64626
2044,MNG,13725.64626
2045,MNG,13725.64626
2046,MNG,13725.64626
2047,MNG,13725.64626
2048,MNG,13725.64626
2049,MNG,13725.64626
2050,MNG,13725.64626
2021,MNP,13725.64626
2022,MNP,13725.64626
2023,MNP,13725.64626
2024,MNP,13725.64626
2025,MNP,13725.64626
2026,MNP,13725.64626
2027,MNP,13725.64626
2028,MNP,13725.64626
2029,MNP,13725.64626
2030,MNP,13725.64626
2031,MNP,13725.64626
2032,MNP,13725.64626
2033,MNP,13725.64626
2034,MNP,13725.64626
2035,MNP,13725.64626
2036,MNP,13725.64626
2037,MNP,13725.64626
2038,MNP,13725.64626
2039,MNP,13725.64626
2040,MNP,13725.64626
2041,MNP,13725.64626
2042,MNP,13725.64626
2043,MNP,13725.64626
2044,MNP,13725.64626
2045,MNP,13725.64626
2046,MNP,13725.64626
2047,MNP,13725.64626
2048,MNP,13725.64626
2049,MNP,13725.64626
2050,MNP,13725.64626
2021,MOZ,13725.64626
2022,MOZ,13725.64626
2023,MOZ,13725.64626
2024,MOZ,13725.64626
2025,MOZ,13725.64626
2026,MOZ,13725.64626
2027,MOZ,13725.64626
2028,MOZ,13725.64626
2029,MOZ,13725.64626
2030,MOZ,13725.64626
2031,MOZ,13725.64626
2032,MOZ,13725.64626
2033,MOZ,13725.64626
2034,MOZ,13725.64626
2035,MOZ,13725.64626
2036,MOZ,13725.64626
2037,MOZ,13725.64626
2038,MOZ,13725.64626
2039,MOZ,13725.64626
2040,MOZ,13725.64626
2041,MOZ,13725.64626
2042,MOZ,13725.64626
2043,MOZ,13725.64626
2044,MOZ,13725.64626
2045,MOZ,13725.64626
2046,MOZ,13725.64626
2047,MOZ,13725.64626
2048,MOZ,13725.64626
2049,MOZ,13725.64626
2050,MOZ,13725.64626
2021,MRT,13725.64626
2022,MRT,13725.64626
2023,MRT,13725.64626
2024,MRT,13725.64626
2025,MRT,13725.64626
2026,MRT,13725.64626
2027,MRT,13725.64626
2028,MRT,13725.64626
2029,MRT,13725.64626
2030,MRT,13725.64626
2031,MRT,13725.64626
2032,MRT,13725.64626
2033,MRT,13725.64626
2034,MRT,13725.64626
2035,MRT,13725.64626
2036,MRT,13725.64626
2037,MRT,13725.64626
2038,MRT,13725.64626
2039,MRT,13725.64626
2040,MRT,13725.64626
2041,MRT,13725.64626
2042,MRT,13725.64626
2043,MRT,13725.64626
2044,MRT,13725.64626
2045,MRT,13725.64626
2046,MRT,13725.64626
2047,MRT,13725.64626
2048,MRT,13725.64626
2049,MRT,13725.64626
2050,MRT,13725.64626
2021,MUS,1928.571429
2022,MUS,1928.571429
2023,MUS,1928.571429
2024,MUS,1928.571429
2025,MUS,1928.571429
2026,MUS,1928.571429
2027,MUS,1928.571429
2028,MUS,1928.571429
2029,MUS,1928.571429
2030,MUS,1928.571429
2031,MUS,1928.571429
2032,MUS,1928.571429
2033,MUS,1928.571429
2034,MUS,1928.571429
2035,MUS,1928.571429
2036,MUS,1928.571429
2037,MUS,1928.571429
2038,MUS,1928.571429
2039,MUS,1928.571429
2040,MUS,1928.571429
2041,MUS,1928.571429
2042,MUS,1928.571429
2043,MUS,1928.571429
2044,MUS,1928.571429
2045,MUS,1928.571429
2046,MUS,1928.571429
2047,MUS,1928.571429
2048,MUS,1928.571429
2049,MUS,1928.571429
2050,MUS,1928.571429
2021,MWI,13725.64626
2022,MWI,13725.64626
2023,MWI,13725.64626
2024,MWI,13725.64626
2025,MWI,13725.64626
2026,MWI,13725.64626
2027,MWI,13725.64626
2028,MWI,13725.64626
2029,MWI,13725.64626
2030,MWI,13725.64626
2031,MWI,13725.64626
2032,MWI,13725.64626
2033,MWI,13725.64626
2034,MWI,13725.64626
2035,MWI,13725.64626
2036,MWI,13725.64626
2037,MWI,13725.64626
2038,MWI,13725.64626
2039,MWI,13725.64626
2040,MWI,13725.64626
2041,MWI,13725.64626
2042,MWI,13725.64626
2043,MWI,13725.64626
2044,MWI,13725.64626
2045,MWI,13725.64626
2046,MWI,13725.64626
2047,MWI,13725.64626
2048,MWI,13725.64626
2049,MWI,13725.64626
2050,MWI,13725.64626
2021,MYS,13725.64626
2022,MYS,13725.64626
2023,MYS,13725.64626
2024,MYS,13725.64626
2025,MYS,13725.64626
2026,MYS,13725.64626
2027,MYS,13725.64626
2028,MYS,13725.64626
2029,MYS,13725.64626
2030,MYS,13725.64626
2031,MYS,13725.64626
2032,MYS,13725.64626
2033,MYS,13725.64626
2034,MYS,13725.64626
2035,MYS,13725.64626
2036,MYS,13725.64626
2037,MYS,13725.64626
2038,MYS,13725.64626
2039,MYS,13725.64626
2040,MYS,13725.64626
2041,MYS,13725.64626
2042,MYS,13725.64626
2043,MYS,13725.64626
2044,MYS,13725.64626
2045,MYS,13725.64626
2046,MYS,13725.64626
2047,MYS,13725.64626
2048,MYS,13725.64626
2049,MYS,13725.64626
2050,MYS,13725.64626
2021,NAM,13725.64626
2022,NAM,13725.64626
2023,NAM,13725.64626
2024,NAM,13725.64626
2025,NAM,13725.64626
2026,NAM,13725.64626
2027,NAM,13725.64626
2028,NAM,13725.64626
2029,NAM,13725.64626
2030,NAM,13725.64626
2031,NAM,13725.64626
2032,NAM,13725.64626
2033,NAM,13725.64626
2034,NAM,13725.64626
2035,NAM,13725.64626
2036,NAM,13725.64626
2037,NAM,13725.64626
2038,NAM,13725.64626
2039,NAM,13725.64626
2040,NAM,13725.64626
2041,NAM,13725.64626
2042,NAM,13725.64626
2043,NAM,13725.64626
2044,NAM,13725.64626
2045,NAM,13725.64626
2046,NAM,13725.64626
2047,NAM,13725.64626
2048,NAM,13725.64626
2049,NAM,13725.64626
2050,NAM,13725.64626
2021,NCL,13725.64626
2022,NCL,13725.64626
2023,NCL,13725.64626
2024,NCL,13725.64626
2025,NCL,13725.64626
2026,NCL,13725.64626
2027,NCL,13725.64626
2028,NCL,13725.64626
2029,NCL,13725.64626
2030,NCL,13725.64626
2031,NCL,13725.64626
2032,NCL,13725.64626
2033,NCL,13725.64626
2034,NCL,13725.64626
2035,NCL,13725.64626
2036,NCL,13725.64626
2037,NCL,13725.64626
2038,NCL,13725.64626
2039,NCL,13725.64626
2040,NCL,13725.64626
2041,NCL,13725.64626
2042,NCL,13725.64626
2043,NCL,13725.64626
2044,NCL,13725.64626
2045,NCL,13725.64626
2046,NCL,13725.64626
2047,NCL,13725.64626
2048,NCL,13725.64626
2049,NCL,13725.64626
2050,NCL,13725.64626
2021,NER,13725.64626
2022,NER,13725.64626
2023,NER,13725.64626
2024,NER,13725.64626
2025,NER,13725.64626
2026,NER,13725.64626
2027,NER,13725.64626
2028,NER,13725.64626
2029,NER,13725.64626
2030,NER,13725.64626
2031,NER,13725.64626
2032,NER,13725.64626
2033,NER,13725.64626
2034,NER,13725.64626
2035,NER,13725.64626
2036,NER,13725.64626
2037,NER,13725.64626
2038,NER,13725.64626
2039,NER,13725.64626
2040,NER,13725.64626
2041,NER,13725.64626
2042,NER,13725.64626
2043,NER,13725.64626
2044,NER,13725.64626
2045,NER,13725.64626
2046,NER,13725.64626
2047,NER,13725.64626
2048,NER,13725.64626
2049,NER,13725.64626
2050,NER,13725.64626
2021,NGA,13725.64626
2022,NGA,13725.64626
2023,NGA,13725.64626
2024,NGA,13725.64626
2025,NGA,13725.64626
2026,NGA,13725.64626
2027,NGA,13725.64626
2028,NGA,13725.64626
2029,NGA,13725.64626
2030,NGA,13725.64626
2031,NGA,13725.64626
2032,NGA,13725.64626
2033,NGA,13725.64626
2034,NGA,13725.64626
2035,NGA,13725.64626
2036,NGA,13725.64626
2037,NGA,13725.64626
2038,NGA,13725.64626
2039,NGA,13725.64626
2040,NGA,13725.64626
2041,NGA,13725.64626
2042,NGA,13725.64626
2043,NGA,13725.64626
2044,NGA,13725.64626
2045,NGA,13725.64626
2046,NGA,13725.64626
2047,NGA,13725.64626
2048,NGA,13725.64626
2049,NGA,13725.64626
2050,NGA,13725.64626
2021,NIC,13725.64626
2022,NIC,13725.64626
2023,NIC,13725.64626
2024,NIC,13725.64626
2025,NIC,13725.64626
2026,NIC,13725.64626
2027,NIC,13725.64626
2028,NIC,13725.64626
2029,NIC,13725.64626
2030,NIC,13725.64626
2031,NIC,13725.64626
2032,NIC,13725.64626
2033,NIC,13725.64626
2034,NIC,13725.64626
2035,NIC,13725.64626
2036,NIC,13725.64626
2037,NIC,13725.64626
2038,NIC,13725.64626
2039,NIC,13725.64626
2040,NIC,13725.64626
2041,NIC,13725.64626
2042,NIC,13725.64626
2043,NIC,13725.64626
2044,NIC,13725.64626
2045,NIC,13725.64626
2046,NIC,13725.64626
2047,NIC,13725.64626
2048,NIC,13725.64626
2049,NIC,13725.64626
2050,NIC,13725.64626
2021,NLD,13725.64626
2022,NLD,13725.64626
2023,NLD,13725.64626
2024,NLD,13725.64626
2025,NLD,13725.64626
2026,NLD,13725.64626
2027,NLD,13725.64626
2028,NLD,13725.64626
2029,NLD,13725.64626
2030,NLD,13725.64626
2031,NLD,13725.64626
2032,NLD,13725.64626
