Nation,iso_code3,Year,nemomod_entc_variable_cost_pp_wind_mm_usd_per_mwh
Antarctica,QAT,2040,1.975815791
Antarctica,QAT,2041,1.930688096
Antarctica,QAT,2042,1.886591119
Antarctica,QAT,2043,1.843501318
Antarctica,QAT,2044,1.80139569
Antarctica,QAT,2045,1.760251756
Antarctica,QAT,2046,1.72004755
Antarctica,QAT,2047,1.68076161
Antarctica,QAT,2048,1.642372961
Antarctica,QAT,2049,1.604861111
Antarctica,QAT,2050,1.568206033
Antarctica,REU,2021,3.064776315
Antarctica,REU,2022,2.994776727
Antarctica,REU,2023,2.926375932
Antarctica,REU,2024,2.859537413
Antarctica,REU,2025,2.794225489
Antarctica,REU,2026,2.73040529
Antarctica,REU,2027,2.668042747
Antarctica,REU,2028,2.607104567
Antarctica,REU,2029,2.547558216
Antarctica,REU,2030,2.489371906
Antarctica,REU,2031,2.432514573
Antarctica,REU,2032,2.376955863
Antarctica,REU,2033,2.322666116
Antarctica,REU,2034,2.269616349
Antarctica,REU,2035,2.21777824
Antarctica,REU,2036,2.167124115
Antarctica,REU,2037,2.117626932
Antarctica,REU,2038,2.069260266
Antarctica,REU,2039,2.021998296
Antarctica,REU,2040,1.975815791
Antarctica,REU,2041,1.930688096
Antarctica,REU,2042,1.886591119
Antarctica,REU,2043,1.843501318
Antarctica,REU,2044,1.80139569
Antarctica,REU,2045,1.760251756
Antarctica,REU,2046,1.72004755
Antarctica,REU,2047,1.68076161
Antarctica,REU,2048,1.642372961
Antarctica,REU,2049,1.604861111
Antarctica,REU,2050,1.568206033
Antarctica,ROU,2021,3.064776315
Antarctica,ROU,2022,2.994776727
Antarctica,ROU,2023,2.926375932
Antarctica,ROU,2024,2.859537413
Antarctica,ROU,2025,2.794225489
Antarctica,ROU,2026,2.73040529
Antarctica,ROU,2027,2.668042747
Antarctica,ROU,2028,2.607104567
Antarctica,ROU,2029,2.547558216
Antarctica,ROU,2030,2.489371906
Antarctica,ROU,2031,2.432514573
Antarctica,ROU,2032,2.376955863
Antarctica,ROU,2033,2.322666116
Antarctica,ROU,2034,2.269616349
Antarctica,ROU,2035,2.21777824
Antarctica,ROU,2036,2.167124115
Antarctica,ROU,2037,2.117626932
Antarctica,ROU,2038,2.069260266
Antarctica,ROU,2039,2.021998296
Antarctica,ROU,2040,1.975815791
Antarctica,ROU,2041,1.930688096
Antarctica,ROU,2042,1.886591119
Antarctica,ROU,2043,1.843501318
Antarctica,ROU,2044,1.80139569
Antarctica,ROU,2045,1.760251756
Antarctica,ROU,2046,1.72004755
Antarctica,ROU,2047,1.68076161
Antarctica,ROU,2048,1.642372961
Antarctica,ROU,2049,1.604861111
Antarctica,ROU,2050,1.568206033
Antigua and Barbuda,RUS,2021,3.064776315
Antigua and Barbuda,RUS,2022,2.994776727
Antigua and Barbuda,RUS,2023,2.926375932
Antigua and Barbuda,RUS,2024,2.859537413
Antigua and Barbuda,RUS,2025,2.794225489
Antigua and Barbuda,RUS,2026,2.73040529
Antigua and Barbuda,RUS,2027,2.668042747
Antigua and Barbuda,RUS,2028,2.607104567
Antigua and Barbuda,RUS,2029,2.547558216
Antigua and Barbuda,RUS,2030,2.489371906
Antigua and Barbuda,RUS,2031,2.432514573
Antigua and Barbuda,RUS,2032,2.376955863
Antigua and Barbuda,RUS,2033,2.322666116
Antigua and Barbuda,RUS,2034,2.269616349
Antigua and Barbuda,RUS,2035,2.21777824
Antigua and Barbuda,RUS,2036,2.167124115
Antigua and Barbuda,RUS,2037,2.117626932
Antigua and Barbuda,RUS,2038,2.069260266
Antigua and Barbuda,RUS,2039,2.021998296
Antigua and Barbuda,RUS,2040,1.975815791
Antigua and Barbuda,RUS,2041,1.930688096
Antigua and Barbuda,RUS,2042,1.886591119
Antigua and Barbuda,RUS,2043,1.843501318
Antigua and Barbuda,RUS,2044,1.80139569
Antigua and Barbuda,RUS,2045,1.760251756
Antigua and Barbuda,RUS,2046,1.72004755
Antigua and Barbuda,RUS,2047,1.68076161
Antigua and Barbuda,RUS,2048,1.642372961
Antigua and Barbuda,RUS,2049,1.604861111
Antigua and Barbuda,RUS,2050,1.568206033
Antigua and Barbuda,RWA,2021,3.064776315
Antigua and Barbuda,RWA,2022,2.994776727
Antigua and Barbuda,RWA,2023,2.926375932
Antigua and Barbuda,RWA,2024,2.859537413
Antigua and Barbuda,RWA,2025,2.794225489
Antigua and Barbuda,RWA,2026,2.73040529
Antigua and Barbuda,RWA,2027,2.668042747
Antigua and Barbuda,RWA,2028,2.607104567
Antigua and Barbuda,RWA,2029,2.547558216
Antigua and Barbuda,RWA,2030,2.489371906
Antigua and Barbuda,RWA,2031,2.432514573
Antigua and Barbuda,RWA,2032,2.376955863
Antigua and Barbuda,RWA,2033,2.322666116
Antigua and Barbuda,RWA,2034,2.269616349
Antigua and Barbuda,RWA,2035,2.21777824
Antigua and Barbuda,RWA,2036,2.167124115
Antigua and Barbuda,RWA,2037,2.117626932
Antigua and Barbuda,RWA,2038,2.069260266
Antigua and Barbuda,RWA,2039,2.021998296
Antigua and Barbuda,RWA,2040,1.975815791
Antigua and Barbuda,RWA,2041,1.930688096
Antigua and Barbuda,RWA,2042,1.886591119
Antigua and Barbuda,RWA,2043,1.843501318
Antigua and Barbuda,RWA,2044,1.80139569
Antigua and Barbuda,RWA,2045,1.760251756
Antigua and Barbuda,RWA,2046,1.72004755
Antigua and Barbuda,RWA,2047,1.68076161
Antigua and Barbuda,RWA,2048,1.642372961
Antigua and Barbuda,RWA,2049,1.604861111
Antigua and Barbuda,RWA,2050,1.568206033
Antigua and Barbuda,SAU,2021,3.064776315
Antigua and Barbuda,SAU,2022,2.994776727
Antigua and Barbuda,SAU,2023,2.926375932
Antigua and Barbuda,SAU,2024,2.859537413
Antigua and Barbuda,SAU,2025,2.794225489
Antigua and Barbuda,SAU,2026,2.73040529
Antigua and Barbuda,SAU,2027,2.668042747
Antigua and Barbuda,SAU,2028,2.607104567
Antigua and Barbuda,SAU,2029,2.547558216
Antigua and Barbuda,SAU,2030,2.489371906
Antigua and Barbuda,SAU,2031,2.432514573
Antigua and Barbuda,SAU,2032,2.376955863
Antigua and Barbuda,SAU,2033,2.322666116
Antigua and Barbuda,SAU,2034,2.269616349
Antigua and Barbuda,SAU,2035,2.21777824
Antigua and Barbuda,SAU,2036,2.167124115
Antigua and Barbuda,SAU,2037,2.117626932
Antigua and Barbuda,SAU,2038,2.069260266
Antigua and Barbuda,SAU,2039,2.021998296
Antigua and Barbuda,SAU,2040,1.975815791
Antigua and Barbuda,SAU,2041,1.930688096
Antigua and Barbuda,SAU,2042,1.886591119
Antigua and Barbuda,SAU,2043,1.843501318
Antigua and Barbuda,SAU,2044,1.80139569
Antigua and Barbuda,SAU,2045,1.760251756
Antigua and Barbuda,SAU,2046,1.72004755
Antigua and Barbuda,SAU,2047,1.68076161
Antigua and Barbuda,SAU,2048,1.642372961
Antigua and Barbuda,SAU,2049,1.604861111
Antigua and Barbuda,SAU,2050,1.568206033
Antigua and Barbuda,SDN,2021,3.064776315
Antigua and Barbuda,SDN,2022,2.994776727
Antigua and Barbuda,SDN,2023,2.926375932
Antigua and Barbuda,SDN,2024,2.859537413
Antigua and Barbuda,SDN,2025,2.794225489
Antigua and Barbuda,SDN,2026,2.73040529
Antigua and Barbuda,SDN,2027,2.668042747
Antigua and Barbuda,SDN,2028,2.607104567
Antigua and Barbuda,SDN,2029,2.547558216
Antigua and Barbuda,SDN,2030,2.489371906
Antigua and Barbuda,SDN,2031,2.432514573
Antigua and Barbuda,SDN,2032,2.376955863
Antigua and Barbuda,SDN,2033,2.322666116
Antigua and Barbuda,SDN,2034,2.269616349
Antigua and Barbuda,SDN,2035,2.21777824
Antigua and Barbuda,SDN,2036,2.167124115
Antigua and Barbuda,SDN,2037,2.117626932
Antigua and Barbuda,SDN,2038,2.069260266
Antigua and Barbuda,SDN,2039,2.021998296
Antigua and Barbuda,SDN,2040,1.975815791
Antigua and Barbuda,SDN,2041,1.930688096
Antigua and Barbuda,SDN,2042,1.886591119
Antigua and Barbuda,SDN,2043,1.843501318
Antigua and Barbuda,SDN,2044,1.80139569
Antigua and Barbuda,SDN,2045,1.760251756
Antigua and Barbuda,SDN,2046,1.72004755
Antigua and Barbuda,SDN,2047,1.68076161
Antigua and Barbuda,SDN,2048,1.642372961
Antigua and Barbuda,SDN,2049,1.604861111
Antigua and Barbuda,SDN,2050,1.568206033
Antigua and Barbuda,SEN,2021,3.064776315
Antigua and Barbuda,SEN,2022,2.994776727
Antigua and Barbuda,SEN,2023,2.926375932
Antigua and Barbuda,SEN,2024,2.859537413
Antigua and Barbuda,SEN,2025,2.794225489
Antigua and Barbuda,SEN,2026,2.73040529
Antigua and Barbuda,SEN,2027,2.668042747
Antigua and Barbuda,SEN,2028,2.607104567
Antigua and Barbuda,SEN,2029,2.547558216
Antigua and Barbuda,SEN,2030,2.489371906
Antigua and Barbuda,SEN,2031,2.432514573
Antigua and Barbuda,SEN,2032,2.376955863
Antigua and Barbuda,SEN,2033,2.322666116
Antigua and Barbuda,SEN,2034,2.269616349
Antigua and Barbuda,SEN,2035,2.21777824
Antigua and Barbuda,SEN,2036,2.167124115
Antigua and Barbuda,SEN,2037,2.117626932
Antigua and Barbuda,SEN,2038,2.069260266
Antigua and Barbuda,SEN,2039,2.021998296
Antigua and Barbuda,SEN,2040,1.975815791
Antigua and Barbuda,SEN,2041,1.930688096
Antigua and Barbuda,SEN,2042,1.886591119
Antigua and Barbuda,SEN,2043,1.843501318
Antigua and Barbuda,SEN,2044,1.80139569
Antigua and Barbuda,SEN,2045,1.760251756
Antigua and Barbuda,SEN,2046,1.72004755
Antigua and Barbuda,SEN,2047,1.68076161
Antigua and Barbuda,SEN,2048,1.642372961
Antigua and Barbuda,SEN,2049,1.604861111
Antigua and Barbuda,SEN,2050,1.568206033
Antigua and Barbuda,SGP,2021,3.064776315
Antigua and Barbuda,SGP,2022,2.994776727
Antigua and Barbuda,SGP,2023,2.926375932
Antigua and Barbuda,SGP,2024,2.859537413
Antigua and Barbuda,SGP,2025,2.794225489
Antigua and Barbuda,SGP,2026,2.73040529
Antigua and Barbuda,SGP,2027,2.668042747
Antigua and Barbuda,SGP,2028,2.607104567
Antigua and Barbuda,SGP,2029,2.547558216
Antigua and Barbuda,SGP,2030,2.489371906
Antigua and Barbuda,SGP,2031,2.432514573
Antigua and Barbuda,SGP,2032,2.376955863
Antigua and Barbuda,SGP,2033,2.322666116
Antigua and Barbuda,SGP,2034,2.269616349
Antigua and Barbuda,SGP,2035,2.21777824
Antigua and Barbuda,SGP,2036,2.167124115
Antigua and Barbuda,SGP,2037,2.117626932
Antigua and Barbuda,SGP,2038,2.069260266
Antigua and Barbuda,SGP,2039,2.021998296
Antigua and Barbuda,SGP,2040,1.975815791
Antigua and Barbuda,SGP,2041,1.930688096
Antigua and Barbuda,SGP,2042,1.886591119
Antigua and Barbuda,SGP,2043,1.843501318
Antigua and Barbuda,SGP,2044,1.80139569
Antigua and Barbuda,SGP,2045,1.760251756
Antigua and Barbuda,SGP,2046,1.72004755
Antigua and Barbuda,SGP,2047,1.68076161
Antigua and Barbuda,SGP,2048,1.642372961
Antigua and Barbuda,SGP,2049,1.604861111
Antigua and Barbuda,SGP,2050,1.568206033
Antigua and Barbuda,SGS,2021,3.064776315
Antigua and Barbuda,SGS,2022,2.994776727
Antigua and Barbuda,SGS,2023,2.926375932
Antigua and Barbuda,SGS,2024,2.859537413
Antigua and Barbuda,SGS,2025,2.794225489
Antigua and Barbuda,SGS,2026,2.73040529
Antigua and Barbuda,SGS,2027,2.668042747
Antigua and Barbuda,SGS,2028,2.607104567
Antigua and Barbuda,SGS,2029,2.547558216
Antigua and Barbuda,SGS,2030,2.489371906
Antigua and Barbuda,SGS,2031,2.432514573
Antigua and Barbuda,SGS,2032,2.376955863
Antigua and Barbuda,SGS,2033,2.322666116
Antigua and Barbuda,SGS,2034,2.269616349
Antigua and Barbuda,SGS,2035,2.21777824
Antigua and Barbuda,SGS,2036,2.167124115
Antigua and Barbuda,SGS,2037,2.117626932
Antigua and Barbuda,SGS,2038,2.069260266
Antigua and Barbuda,SGS,2039,2.021998296
Antigua and Barbuda,SGS,2040,1.975815791
Antigua and Barbuda,SGS,2041,1.930688096
Antigua and Barbuda,SGS,2042,1.886591119
Antigua and Barbuda,SGS,2043,1.843501318
Antigua and Barbuda,SGS,2044,1.80139569
Antigua and Barbuda,SGS,2045,1.760251756
Antigua and Barbuda,SGS,2046,1.72004755
Antigua and Barbuda,SGS,2047,1.68076161
Antigua and Barbuda,SGS,2048,1.642372961
Antigua and Barbuda,SGS,2049,1.604861111
Antigua and Barbuda,SGS,2050,1.568206033
Antigua and Barbuda,SHN,2021,3.064776315
Antigua and Barbuda,SHN,2022,2.994776727
Antigua and Barbuda,SHN,2023,2.926375932
Antigua and Barbuda,SHN,2024,2.859537413
Antigua and Barbuda,SHN,2025,2.794225489
Antigua and Barbuda,SHN,2026,2.73040529
Antigua and Barbuda,SHN,2027,2.668042747
Antigua and Barbuda,SHN,2028,2.607104567
Antigua and Barbuda,SHN,2029,2.547558216
Antigua and Barbuda,SHN,2030,2.489371906
Antigua and Barbuda,SHN,2031,2.432514573
Antigua and Barbuda,SHN,2032,2.376955863
Antigua and Barbuda,SHN,2033,2.322666116
Antigua and Barbuda,SHN,2034,2.269616349
Antigua and Barbuda,SHN,2035,2.21777824
Antigua and Barbuda,SHN,2036,2.167124115
Antigua and Barbuda,SHN,2037,2.117626932
Antigua and Barbuda,SHN,2038,2.069260266
Antigua and Barbuda,SHN,2039,2.021998296
Antigua and Barbuda,SHN,2040,1.975815791
Antigua and Barbuda,SHN,2041,1.930688096
Antigua and Barbuda,SHN,2042,1.886591119
Antigua and Barbuda,SHN,2043,1.843501318
Antigua and Barbuda,SHN,2044,1.80139569
Antigua and Barbuda,SHN,2045,1.760251756
Antigua and Barbuda,SHN,2046,1.72004755
Antigua and Barbuda,SHN,2047,1.68076161
Antigua and Barbuda,SHN,2048,1.642372961
Antigua and Barbuda,SHN,2049,1.604861111
Antigua and Barbuda,SHN,2050,1.568206033
Antigua and Barbuda,SJM,2021,3.064776315
Antigua and Barbuda,SJM,2022,2.994776727
Antigua and Barbuda,SJM,2023,2.926375932
Antigua and Barbuda,SJM,2024,2.859537413
Antigua and Barbuda,SJM,2025,2.794225489
Antigua and Barbuda,SJM,2026,2.73040529
Antigua and Barbuda,SJM,2027,2.668042747
Antigua and Barbuda,SJM,2028,2.607104567
Antigua and Barbuda,SJM,2029,2.547558216
Antigua and Barbuda,SJM,2030,2.489371906
Antigua and Barbuda,SJM,2031,2.432514573
Antigua and Barbuda,SJM,2032,2.376955863
Antigua and Barbuda,SJM,2033,2.322666116
Antigua and Barbuda,SJM,2034,2.269616349
Antigua and Barbuda,SJM,2035,2.21777824
Antigua and Barbuda,SJM,2036,2.167124115
Antigua and Barbuda,SJM,2037,2.117626932
Antigua and Barbuda,SJM,2038,2.069260266
Antigua and Barbuda,SJM,2039,2.021998296
Antigua and Barbuda,SJM,2040,1.975815791
Antigua and Barbuda,SJM,2041,1.930688096
Antigua and Barbuda,SJM,2042,1.886591119
Antigua and Barbuda,SJM,2043,1.843501318
Antigua and Barbuda,SJM,2044,1.80139569
Antigua and Barbuda,SJM,2045,1.760251756
Antigua and Barbuda,SJM,2046,1.72004755
Antigua and Barbuda,SJM,2047,1.68076161
Antigua and Barbuda,SJM,2048,1.642372961
Antigua and Barbuda,SJM,2049,1.604861111
Antigua and Barbuda,SJM,2050,1.568206033
Antigua and Barbuda,SLB,2021,3.064776315
Antigua and Barbuda,SLB,2022,2.994776727
Antigua and Barbuda,SLB,2023,2.926375932
Antigua and Barbuda,SLB,2024,2.859537413
Antigua and Barbuda,SLB,2025,2.794225489
Antigua and Barbuda,SLB,2026,2.73040529
Antigua and Barbuda,SLB,2027,2.668042747
Antigua and Barbuda,SLB,2028,2.607104567
Antigua and Barbuda,SLB,2029,2.547558216
Antigua and Barbuda,SLB,2030,2.489371906
Antigua and Barbuda,SLB,2031,2.432514573
Antigua and Barbuda,SLB,2032,2.376955863
Antigua and Barbuda,SLB,2033,2.322666116
Antigua and Barbuda,SLB,2034,2.269616349
Antigua and Barbuda,SLB,2035,2.21777824
Antigua and Barbuda,SLB,2036,2.167124115
Antigua and Barbuda,SLB,2037,2.117626932
Antigua and Barbuda,SLB,2038,2.069260266
Antigua and Barbuda,SLB,2039,2.021998296
Antigua and Barbuda,SLB,2040,1.975815791
Antigua and Barbuda,SLB,2041,1.930688096
Antigua and Barbuda,SLB,2042,1.886591119
Antigua and Barbuda,SLB,2043,1.843501318
Antigua and Barbuda,SLB,2044,1.80139569
Antigua and Barbuda,SLB,2045,1.760251756
Antigua and Barbuda,SLB,2046,1.72004755
Antigua and Barbuda,SLB,2047,1.68076161
Antigua and Barbuda,SLB,2048,1.642372961
Antigua and Barbuda,SLB,2049,1.604861111
Antigua and Barbuda,SLB,2050,1.568206033
Antigua and Barbuda,SLE,2021,3.064776315
Antigua and Barbuda,SLE,2022,2.994776727
Antigua and Barbuda,SLE,2023,2.926375932
Antigua and Barbuda,SLE,2024,2.859537413
Antigua and Barbuda,SLE,2025,2.794225489
Antigua and Barbuda,SLE,2026,2.73040529
Antigua and Barbuda,SLE,2027,2.668042747
Antigua and Barbuda,SLE,2028,2.607104567
Antigua and Barbuda,SLE,2029,2.547558216
Antigua and Barbuda,SLE,2030,2.489371906
Antigua and Barbuda,SLE,2031,2.432514573
Antigua and Barbuda,SLE,2032,2.376955863
Antigua and Barbuda,SLE,2033,2.322666116
Antigua and Barbuda,SLE,2034,2.269616349
Antigua and Barbuda,SLE,2035,2.21777824
Antigua and Barbuda,SLE,2036,2.167124115
Antigua and Barbuda,SLE,2037,2.117626932
Antigua and Barbuda,SLE,2038,2.069260266
Antigua and Barbuda,SLE,2039,2.021998296
Antigua and Barbuda,SLE,2040,1.975815791
Antigua and Barbuda,SLE,2041,1.930688096
Antigua and Barbuda,SLE,2042,1.886591119
Antigua and Barbuda,SLE,2043,1.843501318
Antigua and Barbuda,SLE,2044,1.80139569
Antigua and Barbuda,SLE,2045,1.760251756
Antigua and Barbuda,SLE,2046,1.72004755
Antigua and Barbuda,SLE,2047,1.68076161
Antigua and Barbuda,SLE,2048,1.642372961
Antigua and Barbuda,SLE,2049,1.604861111
Antigua and Barbuda,SLE,2050,1.568206033
Antigua and Barbuda,SLV,2021,3.064776315
Antigua and Barbuda,SLV,2022,2.994776727
Antigua and Barbuda,SLV,2023,2.926375932
Antigua and Barbuda,SLV,2024,2.859537413
Antigua and Barbuda,SLV,2025,2.794225489
Antigua and Barbuda,SLV,2026,2.73040529
Antigua and Barbuda,SLV,2027,2.668042747
Antigua and Barbuda,SLV,2028,2.607104567
Antigua and Barbuda,SLV,2029,2.547558216
Antigua and Barbuda,SLV,2030,2.489371906
Antigua and Barbuda,SLV,2031,2.432514573
Antigua and Barbuda,SLV,2032,2.376955863
Antigua and Barbuda,SLV,2033,2.322666116
Antigua and Barbuda,SLV,2034,2.269616349
Antigua and Barbuda,SLV,2035,2.21777824
Antigua and Barbuda,SLV,2036,2.167124115
Antigua and Barbuda,SLV,2037,2.117626932
Antigua and Barbuda,SLV,2038,2.069260266
Antigua and Barbuda,SLV,2039,2.021998296
Antigua and Barbuda,SLV,2040,1.975815791
Antigua and Barbuda,SLV,2041,1.930688096
Antigua and Barbuda,SLV,2042,1.886591119
Antigua and Barbuda,SLV,2043,1.843501318
Antigua and Barbuda,SLV,2044,1.80139569
Antigua and Barbuda,SLV,2045,1.760251756
Antigua and Barbuda,SLV,2046,1.72004755
Antigua and Barbuda,SLV,2047,1.68076161
Antigua and Barbuda,SLV,2048,1.642372961
Antigua and Barbuda,SLV,2049,1.604861111
Antigua and Barbuda,SLV,2050,1.568206033
Antigua and Barbuda,SMR,2021,3.064776315
Antigua and Barbuda,SMR,2022,2.994776727
Antigua and Barbuda,SMR,2023,2.926375932
Antigua and Barbuda,SMR,2024,2.859537413
Antigua and Barbuda,SMR,2025,2.794225489
Antigua and Barbuda,SMR,2026,2.73040529
Antigua and Barbuda,SMR,2027,2.668042747
Antigua and Barbuda,SMR,2028,2.607104567
Antigua and Barbuda,SMR,2029,2.547558216
Antigua and Barbuda,SMR,2030,2.489371906
Antigua and Barbuda,SMR,2031,2.432514573
Antigua and Barbuda,SMR,2032,2.376955863
Antigua and Barbuda,SMR,2033,2.322666116
Antigua and Barbuda,SMR,2034,2.269616349
Antigua and Barbuda,SMR,2035,2.21777824
Antigua and Barbuda,SMR,2036,2.167124115
Antigua and Barbuda,SMR,2037,2.117626932
Antigua and Barbuda,SMR,2038,2.069260266
Antigua and Barbuda,SMR,2039,2.021998296
Antigua and Barbuda,SMR,2040,1.975815791
Antigua and Barbuda,SMR,2041,1.930688096
Antigua and Barbuda,SMR,2042,1.886591119
Antigua and Barbuda,SMR,2043,1.843501318
Antigua and Barbuda,SMR,2044,1.80139569
Antigua and Barbuda,SMR,2045,1.760251756
Antigua and Barbuda,SMR,2046,1.72004755
Antigua and Barbuda,SMR,2047,1.68076161
Antigua and Barbuda,SMR,2048,1.642372961
Antigua and Barbuda,SMR,2049,1.604861111
Antigua and Barbuda,SMR,2050,1.568206033
Antigua and Barbuda,SOM,2021,3.064776315
Antigua and Barbuda,SOM,2022,2.994776727
Antigua and Barbuda,SOM,2023,2.926375932
Antigua and Barbuda,SOM,2024,2.859537413
Antigua and Barbuda,SOM,2025,2.794225489
Antigua and Barbuda,SOM,2026,2.73040529
Antigua and Barbuda,SOM,2027,2.668042747
Antigua and Barbuda,SOM,2028,2.607104567
Antigua and Barbuda,SOM,2029,2.547558216
Antigua and Barbuda,SOM,2030,2.489371906
Antigua and Barbuda,SOM,2031,2.432514573
Antigua and Barbuda,SOM,2032,2.376955863
Antigua and Barbuda,SOM,2033,2.322666116
Antigua and Barbuda,SOM,2034,2.269616349
Antigua and Barbuda,SOM,2035,2.21777824
Antigua and Barbuda,SOM,2036,2.167124115
Antigua and Barbuda,SOM,2037,2.117626932
Antigua and Barbuda,SOM,2038,2.069260266
Antigua and Barbuda,SOM,2039,2.021998296
Antigua and Barbuda,SOM,2040,1.975815791
Antigua and Barbuda,SOM,2041,1.930688096
Antigua and Barbuda,SOM,2042,1.886591119
Antigua and Barbuda,SOM,2043,1.843501318
Antigua and Barbuda,SOM,2044,1.80139569
Antigua and Barbuda,SOM,2045,1.760251756
Antigua and Barbuda,SOM,2046,1.72004755
Antigua and Barbuda,SOM,2047,1.68076161
Antigua and Barbuda,SOM,2048,1.642372961
Antigua and Barbuda,SOM,2049,1.604861111
Antigua and Barbuda,SOM,2050,1.568206033
Antigua and Barbuda,SPM,2021,3.064776315
Antigua and Barbuda,SPM,2022,2.994776727
Antigua and Barbuda,SPM,2023,2.926375932
Antigua and Barbuda,SPM,2024,2.859537413
Antigua and Barbuda,SPM,2025,2.794225489
Antigua and Barbuda,SPM,2026,2.73040529
Antigua and Barbuda,SPM,2027,2.668042747
Antigua and Barbuda,SPM,2028,2.607104567
Antigua and Barbuda,SPM,2029,2.547558216
Antigua and Barbuda,SPM,2030,2.489371906
Antigua and Barbuda,SPM,2031,2.432514573
Antigua and Barbuda,SPM,2032,2.376955863
Antigua and Barbuda,SPM,2033,2.322666116
Antigua and Barbuda,SPM,2034,2.269616349
Antigua and Barbuda,SPM,2035,2.21777824
Antigua and Barbuda,SPM,2036,2.167124115
Antigua and Barbuda,SPM,2037,2.117626932
Antigua and Barbuda,SPM,2038,2.069260266
Antigua and Barbuda,SPM,2039,2.021998296
Antigua and Barbuda,SPM,2040,1.975815791
Antigua and Barbuda,SPM,2041,1.930688096
Antigua and Barbuda,SPM,2042,1.886591119
Antigua and Barbuda,SPM,2043,1.843501318
Antigua and Barbuda,SPM,2044,1.80139569
Antigua and Barbuda,SPM,2045,1.760251756
Antigua and Barbuda,SPM,2046,1.72004755
Antigua and Barbuda,SPM,2047,1.68076161
Antigua and Barbuda,SPM,2048,1.642372961
Antigua and Barbuda,SPM,2049,1.604861111
Antigua and Barbuda,SPM,2050,1.568206033
Antigua and Barbuda,SRB,2021,3.064776315
Antigua and Barbuda,SRB,2022,2.994776727
Antigua and Barbuda,SRB,2023,2.926375932
Antigua and Barbuda,SRB,2024,2.859537413
Antigua and Barbuda,SRB,2025,2.794225489
Antigua and Barbuda,SRB,2026,2.73040529
Antigua and Barbuda,SRB,2027,2.668042747
Antigua and Barbuda,SRB,2028,2.607104567
Antigua and Barbuda,SRB,2029,2.547558216
Antigua and Barbuda,SRB,2030,2.489371906
Antigua and Barbuda,SRB,2031,2.432514573
Antigua and Barbuda,SRB,2032,2.376955863
Antigua and Barbuda,SRB,2033,2.322666116
Antigua and Barbuda,SRB,2034,2.269616349
Antigua and Barbuda,SRB,2035,2.21777824
Antigua and Barbuda,SRB,2036,2.167124115
Antigua and Barbuda,SRB,2037,2.117626932
Antigua and Barbuda,SRB,2038,2.069260266
Antigua and Barbuda,SRB,2039,2.021998296
Antigua and Barbuda,SRB,2040,1.975815791
Antigua and Barbuda,SRB,2041,1.930688096
Antigua and Barbuda,SRB,2042,1.886591119
Antigua and Barbuda,SRB,2043,1.843501318
Antigua and Barbuda,SRB,2044,1.80139569
Antigua and Barbuda,SRB,2045,1.760251756
Antigua and Barbuda,SRB,2046,1.72004755
Antigua and Barbuda,SRB,2047,1.68076161
Antigua and Barbuda,SRB,2048,1.642372961
Antigua and Barbuda,SRB,2049,1.604861111
Antigua and Barbuda,SRB,2050,1.568206033
Antigua and Barbuda,SSD,2021,3.064776315
Antigua and Barbuda,SSD,2022,2.994776727
Antigua and Barbuda,SSD,2023,2.926375932
Antigua and Barbuda,SSD,2024,2.859537413
Antigua and Barbuda,SSD,2025,2.794225489
Antigua and Barbuda,SSD,2026,2.73040529
Antigua and Barbuda,SSD,2027,2.668042747
Antigua and Barbuda,SSD,2028,2.607104567
Antigua and Barbuda,SSD,2029,2.547558216
Antigua and Barbuda,SSD,2030,2.489371906
Antigua and Barbuda,SSD,2031,2.432514573
Antigua and Barbuda,SSD,2032,2.376955863
Antigua and Barbuda,SSD,2033,2.322666116
Antigua and Barbuda,SSD,2034,2.269616349
Antigua and Barbuda,SSD,2035,2.21777824
Antigua and Barbuda,SSD,2036,2.167124115
Antigua and Barbuda,SSD,2037,2.117626932
Antigua and Barbuda,SSD,2038,2.069260266
Antigua and Barbuda,SSD,2039,2.021998296
Antigua and Barbuda,SSD,2040,1.975815791
Antigua and Barbuda,SSD,2041,1.930688096
Antigua and Barbuda,SSD,2042,1.886591119
Antigua and Barbuda,SSD,2043,1.843501318
Antigua and Barbuda,SSD,2044,1.80139569
Antigua and Barbuda,SSD,2045,1.760251756
Antigua and Barbuda,SSD,2046,1.72004755
Antigua and Barbuda,SSD,2047,1.68076161
Antigua and Barbuda,SSD,2048,1.642372961
Antigua and Barbuda,SSD,2049,1.604861111
Antigua and Barbuda,SSD,2050,1.568206033
Antigua and Barbuda,STP,2021,3.064776315
Antigua and Barbuda,STP,2022,2.994776727
Antigua and Barbuda,STP,2023,2.926375932
Antigua and Barbuda,STP,2024,2.859537413
Antigua and Barbuda,STP,2025,2.794225489
Antigua and Barbuda,STP,2026,2.73040529
Antigua and Barbuda,STP,2027,2.668042747
Antigua and Barbuda,STP,2028,2.607104567
Antigua and Barbuda,STP,2029,2.547558216
Antigua and Barbuda,STP,2030,2.489371906
Antigua and Barbuda,STP,2031,2.432514573
Antigua and Barbuda,STP,2032,2.376955863
Antigua and Barbuda,STP,2033,2.322666116
Antigua and Barbuda,STP,2034,2.269616349
Antigua and Barbuda,STP,2035,2.21777824
Antigua and Barbuda,STP,2036,2.167124115
Antigua and Barbuda,STP,2037,2.117626932
