Nation,iso_code3,Year,nemomod_entc_variable_cost_pp_wind_mm_usd_per_mwh
Albania,COK,2031,1.933170171
Albania,COK,2032,1.889016503
Albania,COK,2033,1.845871307
Albania,COK,2034,1.803711548
Albania,COK,2035,1.762514719
Albania,COK,2036,1.722258827
Albania,COK,2037,1.682922381
Albania,COK,2038,1.644484381
Albania,COK,2039,1.606924306
Albania,COK,2040,1.570222104
Albania,COK,2041,1.534358181
Albania,COK,2042,1.499313392
Albania,COK,2043,1.465069027
Albania,COK,2044,1.431606804
Albania,COK,2045,1.39890886
Albania,COK,2046,1.366957737
Albania,COK,2047,1.335736379
Albania,COK,2048,1.305228118
Albania,COK,2049,1.275416667
Albania,COK,2050,1.24628611
Albania,COL,2021,2.435641791
Albania,COL,2022,2.380011656
Albania,COL,2023,2.325652115
Albania,COL,2024,2.272534147
Albania,COL,2025,2.220629395
Albania,COL,2026,2.16991015
Albania,COL,2027,2.120349333
Albania,COL,2028,2.071920488
Albania,COL,2029,2.024597758
Albania,COL,2030,1.978355882
Albania,COL,2031,1.933170171
Albania,COL,2032,1.889016503
Albania,COL,2033,1.845871307
Albania,COL,2034,1.803711548
Albania,COL,2035,1.762514719
Albania,COL,2036,1.722258827
Albania,COL,2037,1.682922381
Albania,COL,2038,1.644484381
Albania,COL,2039,1.606924306
Albania,COL,2040,1.570222104
Albania,COL,2041,1.534358181
Albania,COL,2042,1.499313392
Albania,COL,2043,1.465069027
Albania,COL,2044,1.431606804
Albania,COL,2045,1.39890886
Albania,COL,2046,1.366957737
Albania,COL,2047,1.335736379
Albania,COL,2048,1.305228118
Albania,COL,2049,1.275416667
Albania,COL,2050,1.24628611
Albania,COM,2021,2.435641791
Albania,COM,2022,2.380011656
Albania,COM,2023,2.325652115
Albania,COM,2024,2.272534147
Albania,COM,2025,2.220629395
Albania,COM,2026,2.16991015
Albania,COM,2027,2.120349333
Albania,COM,2028,2.071920488
Albania,COM,2029,2.024597758
Albania,COM,2030,1.978355882
Albania,COM,2031,1.933170171
Albania,COM,2032,1.889016503
Albania,COM,2033,1.845871307
Albania,COM,2034,1.803711548
Albania,COM,2035,1.762514719
Albania,COM,2036,1.722258827
Albania,COM,2037,1.682922381
Albania,COM,2038,1.644484381
Albania,COM,2039,1.606924306
Albania,COM,2040,1.570222104
Albania,COM,2041,1.534358181
Albania,COM,2042,1.499313392
Albania,COM,2043,1.465069027
Albania,COM,2044,1.431606804
Albania,COM,2045,1.39890886
Albania,COM,2046,1.366957737
Albania,COM,2047,1.335736379
Albania,COM,2048,1.305228118
Albania,COM,2049,1.275416667
Albania,COM,2050,1.24628611
Albania,CPV,2021,2.435641791
Albania,CPV,2022,2.380011656
Albania,CPV,2023,2.325652115
Albania,CPV,2024,2.272534147
Albania,CPV,2025,2.220629395
Albania,CPV,2026,2.16991015
Albania,CPV,2027,2.120349333
Albania,CPV,2028,2.071920488
Albania,CPV,2029,2.024597758
Albania,CPV,2030,1.978355882
Albania,CPV,2031,1.933170171
Albania,CPV,2032,1.889016503
Albania,CPV,2033,1.845871307
Albania,CPV,2034,1.803711548
Albania,CPV,2035,1.762514719
Albania,CPV,2036,1.722258827
Albania,CPV,2037,1.682922381
Albania,CPV,2038,1.644484381
Albania,CPV,2039,1.606924306
Albania,CPV,2040,1.570222104
Albania,CPV,2041,1.534358181
Albania,CPV,2042,1.499313392
Albania,CPV,2043,1.465069027
Albania,CPV,2044,1.431606804
Albania,CPV,2045,1.39890886
Albania,CPV,2046,1.366957737
Albania,CPV,2047,1.335736379
Albania,CPV,2048,1.305228118
Albania,CPV,2049,1.275416667
Albania,CPV,2050,1.24628611
Albania,CRI,2021,2.435641791
Albania,CRI,2022,2.380011656
Albania,CRI,2023,2.325652115
Albania,CRI,2024,2.272534147
Albania,CRI,2025,2.220629395
Albania,CRI,2026,2.16991015
Albania,CRI,2027,2.120349333
Albania,CRI,2028,2.071920488
Albania,CRI,2029,2.024597758
Albania,CRI,2030,1.978355882
Albania,CRI,2031,1.933170171
Albania,CRI,2032,1.889016503
Albania,CRI,2033,1.845871307
Albania,CRI,2034,1.803711548
Albania,CRI,2035,1.762514719
Albania,CRI,2036,1.722258827
Albania,CRI,2037,1.682922381
Albania,CRI,2038,1.644484381
Albania,CRI,2039,1.606924306
Albania,CRI,2040,1.570222104
Albania,CRI,2041,1.534358181
Albania,CRI,2042,1.499313392
Albania,CRI,2043,1.465069027
Albania,CRI,2044,1.431606804
Albania,CRI,2045,1.39890886
Albania,CRI,2046,1.366957737
Albania,CRI,2047,1.335736379
Albania,CRI,2048,1.305228118
Albania,CRI,2049,1.275416667
Albania,CRI,2050,1.24628611
Albania,CUB,2021,2.435641791
Albania,CUB,2022,2.380011656
Albania,CUB,2023,2.325652115
Albania,CUB,2024,2.272534147
Albania,CUB,2025,2.220629395
Albania,CUB,2026,2.16991015
Albania,CUB,2027,2.120349333
Albania,CUB,2028,2.071920488
Albania,CUB,2029,2.024597758
Albania,CUB,2030,1.978355882
Albania,CUB,2031,1.933170171
Albania,CUB,2032,1.889016503
Albania,CUB,2033,1.845871307
Albania,CUB,2034,1.803711548
Albania,CUB,2035,1.762514719
Albania,CUB,2036,1.722258827
Albania,CUB,2037,1.682922381
Albania,CUB,2038,1.644484381
Albania,CUB,2039,1.606924306
Albania,CUB,2040,1.570222104
Albania,CUB,2041,1.534358181
Albania,CUB,2042,1.499313392
Albania,CUB,2043,1.465069027
Albania,CUB,2044,1.431606804
Albania,CUB,2045,1.39890886
Albania,CUB,2046,1.366957737
Albania,CUB,2047,1.335736379
Albania,CUB,2048,1.305228118
Albania,CUB,2049,1.275416667
Albania,CUB,2050,1.24628611
Albania,CUW,2021,2.435641791
Albania,CUW,2022,2.380011656
Albania,CUW,2023,2.325652115
Albania,CUW,2024,2.272534147
Albania,CUW,2025,2.220629395
Albania,CUW,2026,2.16991015
Albania,CUW,2027,2.120349333
Albania,CUW,2028,2.071920488
Albania,CUW,2029,2.024597758
Albania,CUW,2030,1.978355882
Albania,CUW,2031,1.933170171
Albania,CUW,2032,1.889016503
Albania,CUW,2033,1.845871307
Albania,CUW,2034,1.803711548
Albania,CUW,2035,1.762514719
Albania,CUW,2036,1.722258827
Albania,CUW,2037,1.682922381
Albania,CUW,2038,1.644484381
Albania,CUW,2039,1.606924306
Albania,CUW,2040,1.570222104
Albania,CUW,2041,1.534358181
Albania,CUW,2042,1.499313392
Albania,CUW,2043,1.465069027
Albania,CUW,2044,1.431606804
Albania,CUW,2045,1.39890886
Albania,CUW,2046,1.366957737
Albania,CUW,2047,1.335736379
Albania,CUW,2048,1.305228118
Albania,CUW,2049,1.275416667
Albania,CUW,2050,1.24628611
Albania,CXR,2021,2.435641791
Albania,CXR,2022,2.380011656
Albania,CXR,2023,2.325652115
Albania,CXR,2024,2.272534147
Albania,CXR,2025,2.220629395
Albania,CXR,2026,2.16991015
Albania,CXR,2027,2.120349333
Albania,CXR,2028,2.071920488
Albania,CXR,2029,2.024597758
Albania,CXR,2030,1.978355882
Albania,CXR,2031,1.933170171
Albania,CXR,2032,1.889016503
Albania,CXR,2033,1.845871307
Albania,CXR,2034,1.803711548
Albania,CXR,2035,1.762514719
Albania,CXR,2036,1.722258827
Albania,CXR,2037,1.682922381
Albania,CXR,2038,1.644484381
Albania,CXR,2039,1.606924306
Albania,CXR,2040,1.570222104
Albania,CXR,2041,1.534358181
Albania,CXR,2042,1.499313392
Albania,CXR,2043,1.465069027
Albania,CXR,2044,1.431606804
Albania,CXR,2045,1.39890886
Albania,CXR,2046,1.366957737
Albania,CXR,2047,1.335736379
Albania,CXR,2048,1.305228118
Albania,CXR,2049,1.275416667
Albania,CXR,2050,1.24628611
Albania,CYM,2021,2.435641791
Albania,CYM,2022,2.380011656
Albania,CYM,2023,2.325652115
Albania,CYM,2024,2.272534147
Albania,CYM,2025,2.220629395
Albania,CYM,2026,2.16991015
Albania,CYM,2027,2.120349333
Albania,CYM,2028,2.071920488
Albania,CYM,2029,2.024597758
Albania,CYM,2030,1.978355882
Albania,CYM,2031,1.933170171
Albania,CYM,2032,1.889016503
Albania,CYM,2033,1.845871307
Albania,CYM,2034,1.803711548
Albania,CYM,2035,1.762514719
Albania,CYM,2036,1.722258827
Albania,CYM,2037,1.682922381
Albania,CYM,2038,1.644484381
Albania,CYM,2039,1.606924306
Albania,CYM,2040,1.570222104
Albania,CYM,2041,1.534358181
Albania,CYM,2042,1.499313392
Albania,CYM,2043,1.465069027
Albania,CYM,2044,1.431606804
Albania,CYM,2045,1.39890886
Albania,CYM,2046,1.366957737
Albania,CYM,2047,1.335736379
Albania,CYM,2048,1.305228118
Albania,CYM,2049,1.275416667
Albania,CYM,2050,1.24628611
Albania,CYP,2021,2.435641791
Albania,CYP,2022,2.380011656
Albania,CYP,2023,2.325652115
Albania,CYP,2024,2.272534147
Albania,CYP,2025,2.220629395
Albania,CYP,2026,2.16991015
Albania,CYP,2027,2.120349333
Albania,CYP,2028,2.071920488
Albania,CYP,2029,2.024597758
Albania,CYP,2030,1.978355882
Albania,CYP,2031,1.933170171
Albania,CYP,2032,1.889016503
Albania,CYP,2033,1.845871307
Albania,CYP,2034,1.803711548
Albania,CYP,2035,1.762514719
Albania,CYP,2036,1.722258827
Albania,CYP,2037,1.682922381
Albania,CYP,2038,1.644484381
Albania,CYP,2039,1.606924306
Albania,CYP,2040,1.570222104
Albania,CYP,2041,1.534358181
Albania,CYP,2042,1.499313392
Albania,CYP,2043,1.465069027
Albania,CYP,2044,1.431606804
Albania,CYP,2045,1.39890886
Albania,CYP,2046,1.366957737
Albania,CYP,2047,1.335736379
Albania,CYP,2048,1.305228118
Albania,CYP,2049,1.275416667
Albania,CYP,2050,1.24628611
Albania,CZE,2021,2.435641791
Albania,CZE,2022,2.380011656
Albania,CZE,2023,2.325652115
Albania,CZE,2024,2.272534147
Albania,CZE,2025,2.220629395
Albania,CZE,2026,2.16991015
Albania,CZE,2027,2.120349333
Albania,CZE,2028,2.071920488
Albania,CZE,2029,2.024597758
Albania,CZE,2030,1.978355882
Albania,CZE,2031,1.933170171
Albania,CZE,2032,1.889016503
Albania,CZE,2033,1.845871307
Albania,CZE,2034,1.803711548
Albania,CZE,2035,1.762514719
Albania,CZE,2036,1.722258827
Albania,CZE,2037,1.682922381
Albania,CZE,2038,1.644484381
Albania,CZE,2039,1.606924306
Albania,CZE,2040,1.570222104
Albania,CZE,2041,1.534358181
Albania,CZE,2042,1.499313392
Albania,CZE,2043,1.465069027
Albania,CZE,2044,1.431606804
Albania,CZE,2045,1.39890886
Albania,CZE,2046,1.366957737
Albania,CZE,2047,1.335736379
Albania,CZE,2048,1.305228118
Albania,CZE,2049,1.275416667
Albania,CZE,2050,1.24628611
Albania,DEU,2021,2.435641791
Albania,DEU,2022,2.380011656
Albania,DEU,2023,2.325652115
Albania,DEU,2024,2.272534147
Albania,DEU,2025,2.220629395
Albania,DEU,2026,2.16991015
Albania,DEU,2027,2.120349333
Albania,DEU,2028,2.071920488
Albania,DEU,2029,2.024597758
Albania,DEU,2030,1.978355882
Albania,DEU,2031,1.933170171
Albania,DEU,2032,1.889016503
Albania,DEU,2033,1.845871307
Albania,DEU,2034,1.803711548
Albania,DEU,2035,1.762514719
Albania,DEU,2036,1.722258827
Albania,DEU,2037,1.682922381
Albania,DEU,2038,1.644484381
Albania,DEU,2039,1.606924306
Albania,DEU,2040,1.570222104
Albania,DEU,2041,1.534358181
Albania,DEU,2042,1.499313392
Albania,DEU,2043,1.465069027
Albania,DEU,2044,1.431606804
Albania,DEU,2045,1.39890886
Albania,DEU,2046,1.366957737
Albania,DEU,2047,1.335736379
Albania,DEU,2048,1.305228118
Albania,DEU,2049,1.275416667
Albania,DEU,2050,1.24628611
Albania,DJI,2021,2.435641791
Albania,DJI,2022,2.380011656
Albania,DJI,2023,2.325652115
Albania,DJI,2024,2.272534147
Albania,DJI,2025,2.220629395
Albania,DJI,2026,2.16991015
Albania,DJI,2027,2.120349333
Albania,DJI,2028,2.071920488
Albania,DJI,2029,2.024597758
Albania,DJI,2030,1.978355882
Albania,DJI,2031,1.933170171
Albania,DJI,2032,1.889016503
Albania,DJI,2033,1.845871307
Albania,DJI,2034,1.803711548
Albania,DJI,2035,1.762514719
Albania,DJI,2036,1.722258827
Albania,DJI,2037,1.682922381
Albania,DJI,2038,1.644484381
Albania,DJI,2039,1.606924306
Albania,DJI,2040,1.570222104
Albania,DJI,2041,1.534358181
Albania,DJI,2042,1.499313392
Albania,DJI,2043,1.465069027
Albania,DJI,2044,1.431606804
Albania,DJI,2045,1.39890886
Albania,DJI,2046,1.366957737
Albania,DJI,2047,1.335736379
Albania,DJI,2048,1.305228118
Albania,DJI,2049,1.275416667
Albania,DJI,2050,1.24628611
Albania,DMA,2021,2.435641791
Albania,DMA,2022,2.380011656
Albania,DMA,2023,2.325652115
Albania,DMA,2024,2.272534147
Albania,DMA,2025,2.220629395
Albania,DMA,2026,2.16991015
Albania,DMA,2027,2.120349333
Albania,DMA,2028,2.071920488
Albania,DMA,2029,2.024597758
Albania,DMA,2030,1.978355882
Albania,DMA,2031,1.933170171
Albania,DMA,2032,1.889016503
Albania,DMA,2033,1.845871307
Albania,DMA,2034,1.803711548
Albania,DMA,2035,1.762514719
Albania,DMA,2036,1.722258827
Albania,DMA,2037,1.682922381
Albania,DMA,2038,1.644484381
Albania,DMA,2039,1.606924306
Albania,DMA,2040,1.570222104
Albania,DMA,2041,1.534358181
Albania,DMA,2042,1.499313392
Albania,DMA,2043,1.465069027
Albania,DMA,2044,1.431606804
Albania,DMA,2045,1.39890886
Albania,DMA,2046,1.366957737
Albania,DMA,2047,1.335736379
Albania,DMA,2048,1.305228118
Albania,DMA,2049,1.275416667
Albania,DMA,2050,1.24628611
Albania,DNK,2021,2.435641791
Albania,DNK,2022,2.380011656
Albania,DNK,2023,2.325652115
Albania,DNK,2024,2.272534147
Albania,DNK,2025,2.220629395
Albania,DNK,2026,2.16991015
Albania,DNK,2027,2.120349333
Albania,DNK,2028,2.071920488
Albania,DNK,2029,2.024597758
Albania,DNK,2030,1.978355882
Albania,DNK,2031,1.933170171
Albania,DNK,2032,1.889016503
Albania,DNK,2033,1.845871307
Albania,DNK,2034,1.803711548
Albania,DNK,2035,1.762514719
Albania,DNK,2036,1.722258827
Albania,DNK,2037,1.682922381
Albania,DNK,2038,1.644484381
Albania,DNK,2039,1.606924306
Albania,DNK,2040,1.570222104
Albania,DNK,2041,1.534358181
Albania,DNK,2042,1.499313392
Albania,DNK,2043,1.465069027
Albania,DNK,2044,1.431606804
Albania,DNK,2045,1.39890886
Albania,DNK,2046,1.366957737
Albania,DNK,2047,1.335736379
Albania,DNK,2048,1.305228118
Albania,DNK,2049,1.275416667
Albania,DNK,2050,1.24628611
Algeria,DOM,2021,3.064776315
Algeria,DOM,2022,2.994776727
Algeria,DOM,2023,2.926375932
Algeria,DOM,2024,2.859537413
Algeria,DOM,2025,2.794225489
Algeria,DOM,2026,2.73040529
Algeria,DOM,2027,2.668042747
Algeria,DOM,2028,2.607104567
Algeria,DOM,2029,2.547558216
Algeria,DOM,2030,2.489371906
Algeria,DOM,2031,2.432514573
Algeria,DOM,2032,2.376955863
Algeria,DOM,2033,2.322666116
Algeria,DOM,2034,2.269616349
Algeria,DOM,2035,2.21777824
Algeria,DOM,2036,2.167124115
Algeria,DOM,2037,2.117626932
Algeria,DOM,2038,2.069260266
Algeria,DOM,2039,2.021998296
Algeria,DOM,2040,1.975815791
Algeria,DOM,2041,1.930688096
Algeria,DOM,2042,1.886591119
Algeria,DOM,2043,1.843501318
Algeria,DOM,2044,1.80139569
Algeria,DOM,2045,1.760251756
Algeria,DOM,2046,1.72004755
Algeria,DOM,2047,1.68076161
Algeria,DOM,2048,1.642372961
Algeria,DOM,2049,1.604861111
Algeria,DOM,2050,1.568206033
Algeria,DZA,2021,3.064776315
Algeria,DZA,2022,2.994776727
Algeria,DZA,2023,2.926375932
Algeria,DZA,2024,2.859537413
Algeria,DZA,2025,2.794225489
Algeria,DZA,2026,2.73040529
Algeria,DZA,2027,2.668042747
Algeria,DZA,2028,2.607104567
Algeria,DZA,2029,2.547558216
Algeria,DZA,2030,2.489371906
Algeria,DZA,2031,2.432514573
Algeria,DZA,2032,2.376955863
Algeria,DZA,2033,2.322666116
Algeria,DZA,2034,2.269616349
Algeria,DZA,2035,2.21777824
Algeria,DZA,2036,2.167124115
Algeria,DZA,2037,2.117626932
Algeria,DZA,2038,2.069260266
Algeria,DZA,2039,2.021998296
Algeria,DZA,2040,1.975815791
Algeria,DZA,2041,1.930688096
Algeria,DZA,2042,1.886591119
Algeria,DZA,2043,1.843501318
Algeria,DZA,2044,1.80139569
Algeria,DZA,2045,1.760251756
Algeria,DZA,2046,1.72004755
Algeria,DZA,2047,1.68076161
Algeria,DZA,2048,1.642372961
Algeria,DZA,2049,1.604861111
Algeria,DZA,2050,1.568206033
Algeria,ECU,2021,3.064776315
Algeria,ECU,2022,2.994776727
Algeria,ECU,2023,2.926375932
Algeria,ECU,2024,2.859537413
Algeria,ECU,2025,2.794225489
Algeria,ECU,2026,2.73040529
Algeria,ECU,2027,2.668042747
Algeria,ECU,2028,2.607104567
Algeria,ECU,2029,2.547558216
Algeria,ECU,2030,2.489371906
Algeria,ECU,2031,2.432514573
Algeria,ECU,2032,2.376955863
Algeria,ECU,2033,2.322666116
Algeria,ECU,2034,2.269616349
Algeria,ECU,2035,2.21777824
Algeria,ECU,2036,2.167124115
Algeria,ECU,2037,2.117626932
Algeria,ECU,2038,2.069260266
Algeria,ECU,2039,2.021998296
Algeria,ECU,2040,1.975815791
Algeria,ECU,2041,1.930688096
Algeria,ECU,2042,1.886591119
Algeria,ECU,2043,1.843501318
Algeria,ECU,2044,1.80139569
Algeria,ECU,2045,1.760251756
Algeria,ECU,2046,1.72004755
Algeria,ECU,2047,1.68076161
Algeria,ECU,2048,1.642372961
Algeria,ECU,2049,1.604861111
Algeria,ECU,2050,1.568206033
Algeria,EGY,2021,3.064776315
Algeria,EGY,2022,2.994776727
Algeria,EGY,2023,2.926375932
Algeria,EGY,2024,2.859537413
Algeria,EGY,2025,2.794225489
Algeria,EGY,2026,2.73040529
Algeria,EGY,2027,2.668042747
Algeria,EGY,2028,2.607104567
Algeria,EGY,2029,2.547558216
Algeria,EGY,2030,2.489371906
Algeria,EGY,2031,2.432514573
Algeria,EGY,2032,2.376955863
Algeria,EGY,2033,2.322666116
Algeria,EGY,2034,2.269616349
Algeria,EGY,2035,2.21777824
Algeria,EGY,2036,2.167124115
Algeria,EGY,2037,2.117626932
Algeria,EGY,2038,2.069260266
Algeria,EGY,2039,2.021998296
Algeria,EGY,2040,1.975815791
Algeria,EGY,2041,1.930688096
Algeria,EGY,2042,1.886591119
Algeria,EGY,2043,1.843501318
Algeria,EGY,2044,1.80139569
Algeria,EGY,2045,1.760251756
Algeria,EGY,2046,1.72004755
Algeria,EGY,2047,1.68076161
Algeria,EGY,2048,1.642372961
Algeria,EGY,2049,1.604861111
Algeria,EGY,2050,1.568206033
Algeria,ERI,2021,3.064776315
Algeria,ERI,2022,2.994776727
Algeria,ERI,2023,2.926375932
Algeria,ERI,2024,2.859537413
Algeria,ERI,2025,2.794225489
Algeria,ERI,2026,2.73040529
Algeria,ERI,2027,2.668042747
Algeria,ERI,2028,2.607104567
Algeria,ERI,2029,2.547558216
Algeria,ERI,2030,2.489371906
Algeria,ERI,2031,2.432514573
Algeria,ERI,2032,2.376955863
Algeria,ERI,2033,2.322666116
Algeria,ERI,2034,2.269616349
Algeria,ERI,2035,2.21777824
Algeria,ERI,2036,2.167124115
Algeria,ERI,2037,2.117626932
Algeria,ERI,2038,2.069260266
Algeria,ERI,2039,2.021998296
Algeria,ERI,2040,1.975815791
Algeria,ERI,2041,1.930688096
Algeria,ERI,2042,1.886591119
Algeria,ERI,2043,1.843501318
Algeria,ERI,2044,1.80139569
Algeria,ERI,2045,1.760251756
Algeria,ERI,2046,1.72004755
Algeria,ERI,2047,1.68076161
Algeria,ERI,2048,1.642372961
Algeria,ERI,2049,1.604861111
Algeria,ERI,2050,1.568206033
Algeria,ESH,2021,3.064776315
Algeria,ESH,2022,2.994776727
Algeria,ESH,2023,2.926375932
Algeria,ESH,2024,2.859537413
Algeria,ESH,2025,2.794225489
Algeria,ESH,2026,2.73040529
Algeria,ESH,2027,2.668042747
Algeria,ESH,2028,2.607104567
Algeria,ESH,2029,2.547558216
Algeria,ESH,2030,2.489371906
Algeria,ESH,2031,2.432514573
Algeria,ESH,2032,2.376955863
Algeria,ESH,2033,2.322666116
Algeria,ESH,2034,2.269616349
Algeria,ESH,2035,2.21777824
Algeria,ESH,2036,2.167124115
Algeria,ESH,2037,2.117626932
Algeria,ESH,2038,2.069260266
Algeria,ESH,2039,2.021998296
Algeria,ESH,2040,1.975815791
Algeria,ESH,2041,1.930688096
Algeria,ESH,2042,1.886591119
Algeria,ESH,2043,1.843501318
Algeria,ESH,2044,1.80139569
Algeria,ESH,2045,1.760251756
Algeria,ESH,2046,1.72004755
Algeria,ESH,2047,1.68076161
Algeria,ESH,2048,1.642372961
Algeria,ESH,2049,1.604861111
Algeria,ESH,2050,1.568206033
Algeria,ESP,2021,3.064776315
Algeria,ESP,2022,2.994776727
Algeria,ESP,2023,2.926375932
Algeria,ESP,2024,2.859537413
Algeria,ESP,2025,2.794225489
Algeria,ESP,2026,2.73040529
Algeria,ESP,2027,2.668042747
Algeria,ESP,2028,2.607104567
Algeria,ESP,2029,2.547558216
Algeria,ESP,2030,2.489371906
Algeria,ESP,2031,2.432514573
Algeria,ESP,2032,2.376955863
Algeria,ESP,2033,2.322666116
Algeria,ESP,2034,2.269616349
Algeria,ESP,2035,2.21777824
Algeria,ESP,2036,2.167124115
Algeria,ESP,2037,2.117626932
Algeria,ESP,2038,2.069260266
Algeria,ESP,2039,2.021998296
Algeria,ESP,2040,1.975815791
Algeria,ESP,2041,1.930688096
Algeria,ESP,2042,1.886591119
Algeria,ESP,2043,1.843501318
Algeria,ESP,2044,1.80139569
Algeria,ESP,2045,1.760251756
Algeria,ESP,2046,1.72004755
Algeria,ESP,2047,1.68076161
Algeria,ESP,2048,1.642372961
Algeria,ESP,2049,1.604861111
Algeria,ESP,2050,1.568206033
Algeria,EST,2021,3.064776315
Algeria,EST,2022,2.994776727
Algeria,EST,2023,2.926375932
Algeria,EST,2024,2.859537413
Algeria,EST,2025,2.794225489
Algeria,EST,2026,2.73040529
Algeria,EST,2027,2.668042747
Algeria,EST,2028,2.607104567
Algeria,EST,2029,2.547558216
Algeria,EST,2030,2.489371906
Algeria,EST,2031,2.432514573
Algeria,EST,2032,2.376955863
Algeria,EST,2033,2.322666116
Algeria,EST,2034,2.269616349
Algeria,EST,2035,2.21777824
Algeria,EST,2036,2.167124115
Algeria,EST,2037,2.117626932
Algeria,EST,2038,2.069260266
Algeria,EST,2039,2.021998296
Algeria,EST,2040,1.975815791
Algeria,EST,2041,1.930688096
Algeria,EST,2042,1.886591119
Algeria,EST,2043,1.843501318
Algeria,EST,2044,1.80139569
Algeria,EST,2045,1.760251756
Algeria,EST,2046,1.72004755
Algeria,EST,2047,1.68076161
Algeria,EST,2048,1.642372961
Algeria,EST,2049,1.604861111
Algeria,EST,2050,1.568206033
Algeria,ETH,2021,3.064776315
Algeria,ETH,2022,2.994776727
Algeria,ETH,2023,2.926375932
Algeria,ETH,2024,2.859537413
Algeria,ETH,2025,2.794225489
Algeria,ETH,2026,2.73040529
Algeria,ETH,2027,2.668042747
Algeria,ETH,2028,2.607104567
Algeria,ETH,2029,2.547558216
Algeria,ETH,2030,2.489371906
Algeria,ETH,2031,2.432514573
Algeria,ETH,2032,2.376955863
Algeria,ETH,2033,2.322666116
Algeria,ETH,2034,2.269616349
Algeria,ETH,2035,2.21777824
Algeria,ETH,2036,2.167124115
Algeria,ETH,2037,2.117626932
Algeria,ETH,2038,2.069260266
Algeria,ETH,2039,2.021998296
Algeria,ETH,2040,1.975815791
Algeria,ETH,2041,1.930688096
Algeria,ETH,2042,1.886591119
Algeria,ETH,2043,1.843501318
Algeria,ETH,2044,1.80139569
Algeria,ETH,2045,1.760251756
Algeria,ETH,2046,1.72004755
Algeria,ETH,2047,1.68076161
Algeria,ETH,2048,1.642372961
Algeria,ETH,2049,1.604861111
Algeria,ETH,2050,1.568206033
Algeria,FIN,2021,3.064776315
Algeria,FIN,2022,2.994776727
Algeria,FIN,2023,2.926375932
Algeria,FIN,2024,2.859537413
Algeria,FIN,2025,2.794225489
Algeria,FIN,2026,2.73040529
Algeria,FIN,2027,2.668042747
Algeria,FIN,2028,2.607104567
Algeria,FIN,2029,2.547558216
Algeria,FIN,2030,2.489371906
Algeria,FIN,2031,2.432514573
Algeria,FIN,2032,2.376955863
Algeria,FIN,2033,2.322666116
Algeria,FIN,2034,2.269616349
Algeria,FIN,2035,2.21777824
Algeria,FIN,2036,2.167124115
Algeria,FIN,2037,2.117626932
Algeria,FIN,2038,2.069260266
Algeria,FIN,2039,2.021998296
Algeria,FIN,2040,1.975815791
Algeria,FIN,2041,1.930688096
Algeria,FIN,2042,1.886591119
Algeria,FIN,2043,1.843501318
Algeria,FIN,2044,1.80139569
Algeria,FIN,2045,1.760251756
Algeria,FIN,2046,1.72004755
Algeria,FIN,2047,1.68076161
Algeria,FIN,2048,1.642372961
Algeria,FIN,2049,1.604861111
Algeria,FIN,2050,1.568206033
Algeria,FJI,2021,3.064776315
Algeria,FJI,2022,2.994776727
Algeria,FJI,2023,2.926375932
Algeria,FJI,2024,2.859537413
Algeria,FJI,2025,2.794225489
Algeria,FJI,2026,2.73040529
Algeria,FJI,2027,2.668042747
Algeria,FJI,2028,2.607104567
Algeria,FJI,2029,2.547558216
Algeria,FJI,2030,2.489371906
Algeria,FJI,2031,2.432514573
Algeria,FJI,2032,2.376955863
Algeria,FJI,2033,2.322666116
Algeria,FJI,2034,2.269616349
Algeria,FJI,2035,2.21777824
Algeria,FJI,2036,2.167124115
Algeria,FJI,2037,2.117626932
Algeria,FJI,2038,2.069260266
Algeria,FJI,2039,2.021998296
Algeria,FJI,2040,1.975815791
Algeria,FJI,2041,1.930688096
Algeria,FJI,2042,1.886591119
Algeria,FJI,2043,1.843501318
Algeria,FJI,2044,1.80139569
Algeria,FJI,2045,1.760251756
Algeria,FJI,2046,1.72004755
Algeria,FJI,2047,1.68076161
Algeria,FJI,2048,1.642372961
Algeria,FJI,2049,1.604861111
Algeria,FJI,2050,1.568206033
Algeria,FLK,2021,3.064776315
Algeria,FLK,2022,2.994776727
Algeria,FLK,2023,2.926375932
Algeria,FLK,2024,2.859537413
Algeria,FLK,2025,2.794225489
Algeria,FLK,2026,2.73040529
Algeria,FLK,2027,2.668042747
Algeria,FLK,2028,2.607104567
Algeria,FLK,2029,2.547558216
Algeria,FLK,2030,2.489371906
Algeria,FLK,2031,2.432514573
Algeria,FLK,2032,2.376955863
Algeria,FLK,2033,2.322666116
Algeria,FLK,2034,2.269616349
Algeria,FLK,2035,2.21777824
Algeria,FLK,2036,2.167124115
Algeria,FLK,2037,2.117626932
Algeria,FLK,2038,2.069260266
Algeria,FLK,2039,2.021998296
Algeria,FLK,2040,1.975815791
Algeria,FLK,2041,1.930688096
Algeria,FLK,2042,1.886591119
Algeria,FLK,2043,1.843501318
Algeria,FLK,2044,1.80139569
Algeria,FLK,2045,1.760251756
Algeria,FLK,2046,1.72004755
Algeria,FLK,2047,1.68076161
Algeria,FLK,2048,1.642372961
Algeria,FLK,2049,1.604861111
Algeria,FLK,2050,1.568206033
Algeria,FRA,2021,3.064776315
Algeria,FRA,2022,2.994776727
Algeria,FRA,2023,2.926375932
Algeria,FRA,2024,2.859537413
Algeria,FRA,2025,2.794225489
