"Nation","iso_code3","efficfactor_scoe_heat_energy_residential_gas_petroleum_liquid","Year"
"United Arab Emirates","ARE",1.1297,2044
"United Kingdom","GBR",1.0987,2044
"United States","USA",1.1297,2044
"Uruguay","URY",1.11658260869565,2044
"Uzbekistan","UZB",1.0987,2044
"Venezuela","VEN",1.1768,2044
"Vietnam","VNM",1.088,2044
"Zambia","ZMB",1.09386,2044
"Zimbabwe","ZWE",1.1297,2044
"Albania","ALB",1.0987,2045
"Algeria","DZA",1.18,2045
"Angola","AGO",1.1297,2045
"Argentina","ARG",1.10977608695652,2045
"Armenia","ARM",1.0987,2045
"Australia","AUS",1.1393,2045
"Austria","AUT",1.0987,2045
"Azerbaijan","AZE",1.0987,2045
"Bahrain","BHR",1.1297,2045
"Bangladesh","BGD",1.1297,2045
"Belarus","BLR",1.0987,2045
"Belgium","BEL",1.0987,2045
"Benin","BEN",1.1297,2045
"Bolivia","BOL",1.1297,2045
"Bosnia and Herzegovina","BIH",1.0987,2045
"Botswana","BWA",1.1297,2045
"Brazil","BRA",1.11678723404255,2045
"Brunei Darussalam","BRN",1.1297,2045
"Bulgaria","BGR",1.0987,2045
"Cambodia","KHM",1.18,2045
"Cameroon","CMR",1.1297,2045
"Canada","CAN",1.1297,2045
"Chile","CHL",1.1297,2045
"China","CHN",1.17360930232558,2045
"Colombia","COL",1.102,2045
"Costa Rica","CRI",1.1297,2045
"Croatia","HRV",1.0987,2045
"Cuba","CUB",1.12005652173913,2045
"Cyprus","CYP",1.0987,2045
"Denmark","DNK",1.0987,2045
"Dominican Republic","DOM",1.1297,2045
"Ecuador","ECU",1.1297,2045
"Egypt","EGY",1.1297,2045
"El Salvador","SLV",1.1297,2045
"Eritrea","ERI",1.1297,2045
"Estonia","EST",1.0987,2045
"Ethiopia","ETH",1.1297,2045
"Finland","FIN",1.0987,2045
"France","FRA",1.0987,2045
"Gabon","GAB",1.1297,2045
"Georgia","GEO",1.0987,2045
"Germany","DEU",1.0987,2045
"Ghana","GHA",1.1297,2045
"Gibraltar","GIB",1.11779932589735,2045
"Greece","GRC",1.0987,2045
"Guatemala","GTM",1.1297,2045
"Haiti","HTI",1.1297,2045
"Honduras","HND",1.1297,2045
"Hungary","HUN",1.0987,2045
"Iceland","ISL",1.0987,2045
"India","IND",1.1297,2045
"Indonesia","IDN",1.1297,2045
"Iraq","IRQ",1.1297,2045
"Ireland","IRL",1.0987,2045
"Israel","ISR",1.1297,2045
"Italy","ITA",1.0987,2045
"Jamaica","JAM",1.1297,2045
"Japan","JPN",1.1393,2045
"Jordan","JOR",1.11931086956522,2045
"Kazakhstan","KAZ",1.0987,2045
"Kenya","KEN",1.1297,2045
"Korea","KOR",1.1393,2045
"Kosovo","XKX",1.0987,2045
"Kuwait","KWT",1.1297,2045
"Latvia","LVA",1.0987,2045
"Lebanon","LBN",1.1297,2045
"Libya","LBY",1.1297,2045
"Lithuania","LTU",1.0987,2045
"Luxembourg","LUX",1.0987,2045
"Malaysia","MYS",1.10802826086957,2045
"Malta","MLT",1.0987,2045
"Mauritius","MUS",1.1297,2045
"Mexico","MEX",1.1297,2045
"Mongolia","MNG",1.11779932589735,2045
"Montenegro","MNE",1.0987,2045
"Morocco","MAR",1.1297,2045
"Mozambique","MOZ",1.10758043478261,2045
"Myanmar","MMR",1.1297,2045
"Namibia","NAM",1.1297,2045
"Nepal","NPL",1.17287837837838,2045
"Netherlands","NLD",1.0987,2045
"New Zealand","NZL",1.1393,2045
"Nicaragua","NIC",1.12678695652174,2045
"Niger","NER",1.1297,2045
"Nigeria","NGA",1.1297,2045
"Norway","NOR",1.0987,2045
"Oman","OMN",1.1297,2045
"Pakistan","PAK",1.085,2045
"Panama","PAN",1.1297,2045
"Paraguay","PRY",1.095,2045
"Peru","PER",1.1297,2045
"Philippines","PHL",1.076,2045
"Poland","POL",1.0987,2045
"Portugal","PRT",1.0987,2045
"Qatar","QAT",1.1297,2045
"Romania","ROU",1.0987,2045
"Russian Federation","RUS",1.0987,2045
"Saudi Arabia","SAU",1.1297,2045
"Senegal","SEN",1.1297,2045
"Serbia","SRB",1.0987,2045
"Singapore","SGP",1.1297,2045
"Slovak Republic","SVK",1.0987,2045
"Slovenia","SVN",1.0987,2045
"South Africa","ZAF",1.12307391304348,2045
"South Sudan","SSD",1.1297,2045
"Spain","ESP",1.0987,2045
"Sri Lanka","LKA",1.09241860465116,2045
"Sudan","SDN",1.1297,2045
"Suriname","SUR",1.1297,2045
"Sweden","SWE",1.0987,2045
"Switzerland","CHE",1.0987,2045
"Syrian Arab Republic","SYR",1.1297,2045
"Tajikistan","TJK",1.0987,2045
"Thailand","THA",1.1774,2045
"Togo","TGO",1.1297,2045
"Trinidad and Tobago","TTO",1.1297,2045
"Tunisia","TUN",1.1183652173913,2045
"Turkey","TUR",1.0987,2045
"Turkmenistan","TKM",1.0987,2045
"Ukraine","UKR",1.0987,2045
"United Arab Emirates","ARE",1.1297,2045
"United Kingdom","GBR",1.0987,2045
"United States","USA",1.1297,2045
"Uruguay","URY",1.11658260869565,2045
"Uzbekistan","UZB",1.0987,2045
"Venezuela","VEN",1.1768,2045
"Vietnam","VNM",1.088,2045
"Zambia","ZMB",1.09386,2045
"Zimbabwe","ZWE",1.1297,2045
"Albania","ALB",1.0987,2046
"Algeria","DZA",1.18,2046
"Angola","AGO",1.1297,2046
"Argentina","ARG",1.10977608695652,2046
"Armenia","ARM",1.0987,2046
"Australia","AUS",1.1393,2046
"Austria","AUT",1.0987,2046
"Azerbaijan","AZE",1.0987,2046
"Bahrain","BHR",1.1297,2046
"Bangladesh","BGD",1.1297,2046
"Belarus","BLR",1.0987,2046
"Belgium","BEL",1.0987,2046
"Benin","BEN",1.1297,2046
"Bolivia","BOL",1.1297,2046
"Bosnia and Herzegovina","BIH",1.0987,2046
"Botswana","BWA",1.1297,2046
"Brazil","BRA",1.11678723404255,2046
"Brunei Darussalam","BRN",1.1297,2046
"Bulgaria","BGR",1.0987,2046
"Cambodia","KHM",1.18,2046
"Cameroon","CMR",1.1297,2046
"Canada","CAN",1.1297,2046
"Chile","CHL",1.1297,2046
"China","CHN",1.17360930232558,2046
"Colombia","COL",1.102,2046
"Costa Rica","CRI",1.1297,2046
"Croatia","HRV",1.0987,2046
"Cuba","CUB",1.12005652173913,2046
"Cyprus","CYP",1.0987,2046
"Denmark","DNK",1.0987,2046
"Dominican Republic","DOM",1.1297,2046
"Ecuador","ECU",1.1297,2046
"Egypt","EGY",1.1297,2046
"El Salvador","SLV",1.1297,2046
"Eritrea","ERI",1.1297,2046
"Estonia","EST",1.0987,2046
"Ethiopia","ETH",1.1297,2046
"Finland","FIN",1.0987,2046
"France","FRA",1.0987,2046
"Gabon","GAB",1.1297,2046
"Georgia","GEO",1.0987,2046
"Germany","DEU",1.0987,2046
"Ghana","GHA",1.1297,2046
"Gibraltar","GIB",1.11779932589735,2046
"Greece","GRC",1.0987,2046
"Guatemala","GTM",1.1297,2046
"Haiti","HTI",1.1297,2046
"Honduras","HND",1.1297,2046
"Hungary","HUN",1.0987,2046
"Iceland","ISL",1.0987,2046
"India","IND",1.1297,2046
"Indonesia","IDN",1.1297,2046
"Iraq","IRQ",1.1297,2046
"Ireland","IRL",1.0987,2046
"Israel","ISR",1.1297,2046
"Italy","ITA",1.0987,2046
"Jamaica","JAM",1.1297,2046
"Japan","JPN",1.1393,2046
"Jordan","JOR",1.11931086956522,2046
"Kazakhstan","KAZ",1.0987,2046
"Kenya","KEN",1.1297,2046
"Korea","KOR",1.1393,2046
"Kosovo","XKX",1.0987,2046
"Kuwait","KWT",1.1297,2046
"Latvia","LVA",1.0987,2046
"Lebanon","LBN",1.1297,2046
"Libya","LBY",1.1297,2046
"Lithuania","LTU",1.0987,2046
"Luxembourg","LUX",1.0987,2046
"Malaysia","MYS",1.10802826086957,2046
"Malta","MLT",1.0987,2046
"Mauritius","MUS",1.1297,2046
"Mexico","MEX",1.1297,2046
"Mongolia","MNG",1.11779932589735,2046
"Montenegro","MNE",1.0987,2046
"Morocco","MAR",1.1297,2046
"Mozambique","MOZ",1.10758043478261,2046
"Myanmar","MMR",1.1297,2046
"Namibia","NAM",1.1297,2046
"Nepal","NPL",1.17287837837838,2046
"Netherlands","NLD",1.0987,2046
"New Zealand","NZL",1.1393,2046
"Nicaragua","NIC",1.12678695652174,2046
"Niger","NER",1.1297,2046
"Nigeria","NGA",1.1297,2046
"Norway","NOR",1.0987,2046
"Oman","OMN",1.1297,2046
"Pakistan","PAK",1.085,2046
"Panama","PAN",1.1297,2046
"Paraguay","PRY",1.095,2046
"Peru","PER",1.1297,2046
"Philippines","PHL",1.076,2046
"Poland","POL",1.0987,2046
"Portugal","PRT",1.0987,2046
"Qatar","QAT",1.1297,2046
"Romania","ROU",1.0987,2046
"Russian Federation","RUS",1.0987,2046
"Saudi Arabia","SAU",1.1297,2046
"Senegal","SEN",1.1297,2046
"Serbia","SRB",1.0987,2046
"Singapore","SGP",1.1297,2046
"Slovak Republic","SVK",1.0987,2046
"Slovenia","SVN",1.0987,2046
"South Africa","ZAF",1.12307391304348,2046
"South Sudan","SSD",1.1297,2046
"Spain","ESP",1.0987,2046
"Sri Lanka","LKA",1.09241860465116,2046
"Sudan","SDN",1.1297,2046
"Suriname","SUR",1.1297,2046
"Sweden","SWE",1.0987,2046
"Switzerland","CHE",1.0987,2046
"Syrian Arab Republic","SYR",1.1297,2046
"Tajikistan","TJK",1.0987,2046
"Thailand","THA",1.1774,2046
"Togo","TGO",1.1297,2046
"Trinidad and Tobago","TTO",1.1297,2046
"Tunisia","TUN",1.1183652173913,2046
"Turkey","TUR",1.0987,2046
"Turkmenistan","TKM",1.0987,2046
"Ukraine","UKR",1.0987,2046
"United Arab Emirates","ARE",1.1297,2046
"United Kingdom","GBR",1.0987,2046
"United States","USA",1.1297,2046
"Uruguay","URY",1.11658260869565,2046
"Uzbekistan","UZB",1.0987,2046
"Venezuela","VEN",1.1768,2046
"Vietnam","VNM",1.088,2046
"Zambia","ZMB",1.09386,2046
"Zimbabwe","ZWE",1.1297,2046
"Albania","ALB",1.0987,2047
"Algeria","DZA",1.18,2047
"Angola","AGO",1.1297,2047
"Argentina","ARG",1.10977608695652,2047
"Armenia","ARM",1.0987,2047
"Australia","AUS",1.1393,2047
"Austria","AUT",1.0987,2047
"Azerbaijan","AZE",1.0987,2047
"Bahrain","BHR",1.1297,2047
"Bangladesh","BGD",1.1297,2047
"Belarus","BLR",1.0987,2047
"Belgium","BEL",1.0987,2047
"Benin","BEN",1.1297,2047
"Bolivia","BOL",1.1297,2047
"Bosnia and Herzegovina","BIH",1.0987,2047
"Botswana","BWA",1.1297,2047
"Brazil","BRA",1.11678723404255,2047
"Brunei Darussalam","BRN",1.1297,2047
"Bulgaria","BGR",1.0987,2047
"Cambodia","KHM",1.18,2047
"Cameroon","CMR",1.1297,2047
"Canada","CAN",1.1297,2047
"Chile","CHL",1.1297,2047
"China","CHN",1.17360930232558,2047
"Colombia","COL",1.102,2047
"Costa Rica","CRI",1.1297,2047
"Croatia","HRV",1.0987,2047
"Cuba","CUB",1.12005652173913,2047
"Cyprus","CYP",1.0987,2047
"Denmark","DNK",1.0987,2047
"Dominican Republic","DOM",1.1297,2047
"Ecuador","ECU",1.1297,2047
"Egypt","EGY",1.1297,2047
"El Salvador","SLV",1.1297,2047
"Eritrea","ERI",1.1297,2047
"Estonia","EST",1.0987,2047
"Ethiopia","ETH",1.1297,2047
"Finland","FIN",1.0987,2047
"France","FRA",1.0987,2047
"Gabon","GAB",1.1297,2047
"Georgia","GEO",1.0987,2047
"Germany","DEU",1.0987,2047
"Ghana","GHA",1.1297,2047
"Gibraltar","GIB",1.11779932589735,2047
"Greece","GRC",1.0987,2047
"Guatemala","GTM",1.1297,2047
"Haiti","HTI",1.1297,2047
"Honduras","HND",1.1297,2047
"Hungary","HUN",1.0987,2047
"Iceland","ISL",1.0987,2047
"India","IND",1.1297,2047
"Indonesia","IDN",1.1297,2047
"Iraq","IRQ",1.1297,2047
"Ireland","IRL",1.0987,2047
"Israel","ISR",1.1297,2047
"Italy","ITA",1.0987,2047
"Jamaica","JAM",1.1297,2047
"Japan","JPN",1.1393,2047
"Jordan","JOR",1.11931086956522,2047
"Kazakhstan","KAZ",1.0987,2047
"Kenya","KEN",1.1297,2047
"Korea","KOR",1.1393,2047
"Kosovo","XKX",1.0987,2047
"Kuwait","KWT",1.1297,2047
"Latvia","LVA",1.0987,2047
"Lebanon","LBN",1.1297,2047
"Libya","LBY",1.1297,2047
"Lithuania","LTU",1.0987,2047
"Luxembourg","LUX",1.0987,2047
"Malaysia","MYS",1.10802826086957,2047
"Malta","MLT",1.0987,2047
"Mauritius","MUS",1.1297,2047
"Mexico","MEX",1.1297,2047
"Mongolia","MNG",1.11779932589735,2047
"Montenegro","MNE",1.0987,2047
"Morocco","MAR",1.1297,2047
"Mozambique","MOZ",1.10758043478261,2047
"Myanmar","MMR",1.1297,2047
"Namibia","NAM",1.1297,2047
"Nepal","NPL",1.17287837837838,2047
"Netherlands","NLD",1.0987,2047
"New Zealand","NZL",1.1393,2047
"Nicaragua","NIC",1.12678695652174,2047
"Niger","NER",1.1297,2047
"Nigeria","NGA",1.1297,2047
"Norway","NOR",1.0987,2047
"Oman","OMN",1.1297,2047
"Pakistan","PAK",1.085,2047
"Panama","PAN",1.1297,2047
"Paraguay","PRY",1.095,2047
"Peru","PER",1.1297,2047
"Philippines","PHL",1.076,2047
"Poland","POL",1.0987,2047
"Portugal","PRT",1.0987,2047
"Qatar","QAT",1.1297,2047
"Romania","ROU",1.0987,2047
"Russian Federation","RUS",1.0987,2047
"Saudi Arabia","SAU",1.1297,2047
"Senegal","SEN",1.1297,2047
"Serbia","SRB",1.0987,2047
"Singapore","SGP",1.1297,2047
"Slovak Republic","SVK",1.0987,2047
"Slovenia","SVN",1.0987,2047
"South Africa","ZAF",1.12307391304348,2047
"South Sudan","SSD",1.1297,2047
"Spain","ESP",1.0987,2047
"Sri Lanka","LKA",1.09241860465116,2047
"Sudan","SDN",1.1297,2047
"Suriname","SUR",1.1297,2047
"Sweden","SWE",1.0987,2047
"Switzerland","CHE",1.0987,2047
"Syrian Arab Republic","SYR",1.1297,2047
"Tajikistan","TJK",1.0987,2047
"Thailand","THA",1.1774,2047
"Togo","TGO",1.1297,2047
"Trinidad and Tobago","TTO",1.1297,2047
"Tunisia","TUN",1.1183652173913,2047
"Turkey","TUR",1.0987,2047
"Turkmenistan","TKM",1.0987,2047
"Ukraine","UKR",1.0987,2047
"United Arab Emirates","ARE",1.1297,2047
"United Kingdom","GBR",1.0987,2047
"United States","USA",1.1297,2047
"Uruguay","URY",1.11658260869565,2047
"Uzbekistan","UZB",1.0987,2047
"Venezuela","VEN",1.1768,2047
"Vietnam","VNM",1.088,2047
"Zambia","ZMB",1.09386,2047
"Zimbabwe","ZWE",1.1297,2047
"Albania","ALB",1.0987,2048
"Algeria","DZA",1.18,2048
"Angola","AGO",1.1297,2048
"Argentina","ARG",1.10977608695652,2048
"Armenia","ARM",1.0987,2048
"Australia","AUS",1.1393,2048
"Austria","AUT",1.0987,2048
"Azerbaijan","AZE",1.0987,2048
"Bahrain","BHR",1.1297,2048
"Bangladesh","BGD",1.1297,2048
"Belarus","BLR",1.0987,2048
"Belgium","BEL",1.0987,2048
"Benin","BEN",1.1297,2048
"Bolivia","BOL",1.1297,2048
"Bosnia and Herzegovina","BIH",1.0987,2048
"Botswana","BWA",1.1297,2048
"Brazil","BRA",1.11678723404255,2048
"Brunei Darussalam","BRN",1.1297,2048
"Bulgaria","BGR",1.0987,2048
"Cambodia","KHM",1.18,2048
"Cameroon","CMR",1.1297,2048
"Canada","CAN",1.1297,2048
"Chile","CHL",1.1297,2048
"China","CHN",1.17360930232558,2048
"Colombia","COL",1.102,2048
"Costa Rica","CRI",1.1297,2048
"Croatia","HRV",1.0987,2048
"Cuba","CUB",1.12005652173913,2048
"Cyprus","CYP",1.0987,2048
"Denmark","DNK",1.0987,2048
"Dominican Republic","DOM",1.1297,2048
"Ecuador","ECU",1.1297,2048
"Egypt","EGY",1.1297,2048
"El Salvador","SLV",1.1297,2048
"Eritrea","ERI",1.1297,2048
"Estonia","EST",1.0987,2048
"Ethiopia","ETH",1.1297,2048
"Finland","FIN",1.0987,2048
"France","FRA",1.0987,2048
"Gabon","GAB",1.1297,2048
"Georgia","GEO",1.0987,2048
"Germany","DEU",1.0987,2048
"Ghana","GHA",1.1297,2048
"Gibraltar","GIB",1.11779932589735,2048
"Greece","GRC",1.0987,2048
"Guatemala","GTM",1.1297,2048
"Haiti","HTI",1.1297,2048
"Honduras","HND",1.1297,2048
"Hungary","HUN",1.0987,2048
"Iceland","ISL",1.0987,2048
"India","IND",1.1297,2048
"Indonesia","IDN",1.1297,2048
"Iraq","IRQ",1.1297,2048
"Ireland","IRL",1.0987,2048
"Israel","ISR",1.1297,2048
"Italy","ITA",1.0987,2048
"Jamaica","JAM",1.1297,2048
"Japan","JPN",1.1393,2048
"Jordan","JOR",1.11931086956522,2048
"Kazakhstan","KAZ",1.0987,2048
"Kenya","KEN",1.1297,2048
"Korea","KOR",1.1393,2048
"Kosovo","XKX",1.0987,2048
"Kuwait","KWT",1.1297,2048
"Latvia","LVA",1.0987,2048
"Lebanon","LBN",1.1297,2048
"Libya","LBY",1.1297,2048
"Lithuania","LTU",1.0987,2048
"Luxembourg","LUX",1.0987,2048
"Malaysia","MYS",1.10802826086957,2048
"Malta","MLT",1.0987,2048
"Mauritius","MUS",1.1297,2048
"Mexico","MEX",1.1297,2048
"Mongolia","MNG",1.11779932589735,2048
"Montenegro","MNE",1.0987,2048
"Morocco","MAR",1.1297,2048
"Mozambique","MOZ",1.10758043478261,2048
"Myanmar","MMR",1.1297,2048
"Namibia","NAM",1.1297,2048
"Nepal","NPL",1.17287837837838,2048
"Netherlands","NLD",1.0987,2048
"New Zealand","NZL",1.1393,2048
"Nicaragua","NIC",1.12678695652174,2048
"Niger","NER",1.1297,2048
"Nigeria","NGA",1.1297,2048
"Norway","NOR",1.0987,2048
"Oman","OMN",1.1297,2048
"Pakistan","PAK",1.085,2048
"Panama","PAN",1.1297,2048
"Paraguay","PRY",1.095,2048
"Peru","PER",1.1297,2048
"Philippines","PHL",1.076,2048
"Poland","POL",1.0987,2048
"Portugal","PRT",1.0987,2048
"Qatar","QAT",1.1297,2048
"Romania","ROU",1.0987,2048
"Russian Federation","RUS",1.0987,2048
"Saudi Arabia","SAU",1.1297,2048
"Senegal","SEN",1.1297,2048
"Serbia","SRB",1.0987,2048
"Singapore","SGP",1.1297,2048
"Slovak Republic","SVK",1.0987,2048
"Slovenia","SVN",1.0987,2048
"South Africa","ZAF",1.12307391304348,2048
"South Sudan","SSD",1.1297,2048
"Spain","ESP",1.0987,2048
"Sri Lanka","LKA",1.09241860465116,2048
"Sudan","SDN",1.1297,2048
"Suriname","SUR",1.1297,2048
"Sweden","SWE",1.0987,2048
"Switzerland","CHE",1.0987,2048
"Syrian Arab Republic","SYR",1.1297,2048
"Tajikistan","TJK",1.0987,2048
"Thailand","THA",1.1774,2048
"Togo","TGO",1.1297,2048
"Trinidad and Tobago","TTO",1.1297,2048
"Tunisia","TUN",1.1183652173913,2048
"Turkey","TUR",1.0987,2048
"Turkmenistan","TKM",1.0987,2048
"Ukraine","UKR",1.0987,2048
"United Arab Emirates","ARE",1.1297,2048
"United Kingdom","GBR",1.0987,2048
"United States","USA",1.1297,2048
"Uruguay","URY",1.11658260869565,2048
"Uzbekistan","UZB",1.0987,2048
"Venezuela","VEN",1.1768,2048
"Vietnam","VNM",1.088,2048
"Zambia","ZMB",1.09386,2048
"Zimbabwe","ZWE",1.1297,2048
"Albania","ALB",1.0987,2049
"Algeria","DZA",1.18,2049
"Angola","AGO",1.1297,2049
"Argentina","ARG",1.10977608695652,2049
"Armenia","ARM",1.0987,2049
"Australia","AUS",1.1393,2049
"Austria","AUT",1.0987,2049
"Azerbaijan","AZE",1.0987,2049
"Bahrain","BHR",1.1297,2049
"Bangladesh","BGD",1.1297,2049
"Belarus","BLR",1.0987,2049
"Belgium","BEL",1.0987,2049
"Benin","BEN",1.1297,2049
"Bolivia","BOL",1.1297,2049
"Bosnia and Herzegovina","BIH",1.0987,2049
"Botswana","BWA",1.1297,2049
"Brazil","BRA",1.11678723404255,2049
"Brunei Darussalam","BRN",1.1297,2049
"Bulgaria","BGR",1.0987,2049
"Cambodia","KHM",1.18,2049
"Cameroon","CMR",1.1297,2049
"Canada","CAN",1.1297,2049
"Chile","CHL",1.1297,2049
"China","CHN",1.17360930232558,2049
"Colombia","COL",1.102,2049
"Costa Rica","CRI",1.1297,2049
"Croatia","HRV",1.0987,2049
"Cuba","CUB",1.12005652173913,2049
"Cyprus","CYP",1.0987,2049
"Denmark","DNK",1.0987,2049
"Dominican Republic","DOM",1.1297,2049
"Ecuador","ECU",1.1297,2049
"Egypt","EGY",1.1297,2049
"El Salvador","SLV",1.1297,2049
"Eritrea","ERI",1.1297,2049
"Estonia","EST",1.0987,2049
"Ethiopia","ETH",1.1297,2049
"Finland","FIN",1.0987,2049
"France","FRA",1.0987,2049
"Gabon","GAB",1.1297,2049
"Georgia","GEO",1.0987,2049
"Germany","DEU",1.0987,2049
"Ghana","GHA",1.1297,2049
"Gibraltar","GIB",1.11779932589735,2049
"Greece","GRC",1.0987,2049
"Guatemala","GTM",1.1297,2049
"Haiti","HTI",1.1297,2049
"Honduras","HND",1.1297,2049
"Hungary","HUN",1.0987,2049
"Iceland","ISL",1.0987,2049
"India","IND",1.1297,2049
"Indonesia","IDN",1.1297,2049
"Iraq","IRQ",1.1297,2049
"Ireland","IRL",1.0987,2049
"Israel","ISR",1.1297,2049
"Italy","ITA",1.0987,2049
"Jamaica","JAM",1.1297,2049
"Japan","JPN",1.1393,2049
"Jordan","JOR",1.11931086956522,2049
"Kazakhstan","KAZ",1.0987,2049
"Kenya","KEN",1.1297,2049
"Korea","KOR",1.1393,2049
"Kosovo","XKX",1.0987,2049
"Kuwait","KWT",1.1297,2049
"Latvia","LVA",1.0987,2049
"Lebanon","LBN",1.1297,2049
"Libya","LBY",1.1297,2049
"Lithuania","LTU",1.0987,2049
"Luxembourg","LUX",1.0987,2049
"Malaysia","MYS",1.10802826086957,2049
"Malta","MLT",1.0987,2049
"Mauritius","MUS",1.1297,2049
"Mexico","MEX",1.1297,2049
"Mongolia","MNG",1.11779932589735,2049
"Montenegro","MNE",1.0987,2049
"Morocco","MAR",1.1297,2049
"Mozambique","MOZ",1.10758043478261,2049
"Myanmar","MMR",1.1297,2049
"Namibia","NAM",1.1297,2049
"Nepal","NPL",1.17287837837838,2049
"Netherlands","NLD",1.0987,2049
"New Zealand","NZL",1.1393,2049
"Nicaragua","NIC",1.12678695652174,2049
"Niger","NER",1.1297,2049
"Nigeria","NGA",1.1297,2049
"Norway","NOR",1.0987,2049
"Oman","OMN",1.1297,2049
"Pakistan","PAK",1.085,2049
"Panama","PAN",1.1297,2049
"Paraguay","PRY",1.095,2049
"Peru","PER",1.1297,2049
"Philippines","PHL",1.076,2049
"Poland","POL",1.0987,2049
"Portugal","PRT",1.0987,2049
"Qatar","QAT",1.1297,2049
"Romania","ROU",1.0987,2049
"Russian Federation","RUS",1.0987,2049
"Saudi Arabia","SAU",1.1297,2049
"Senegal","SEN",1.1297,2049
"Serbia","SRB",1.0987,2049
"Singapore","SGP",1.1297,2049
"Slovak Republic","SVK",1.0987,2049
"Slovenia","SVN",1.0987,2049
"South Africa","ZAF",1.12307391304348,2049
"South Sudan","SSD",1.1297,2049
"Spain","ESP",1.0987,2049
"Sri Lanka","LKA",1.09241860465116,2049
"Sudan","SDN",1.1297,2049
"Suriname","SUR",1.1297,2049
"Sweden","SWE",1.0987,2049
"Switzerland","CHE",1.0987,2049
"Syrian Arab Republic","SYR",1.1297,2049
"Tajikistan","TJK",1.0987,2049
"Thailand","THA",1.1774,2049
"Togo","TGO",1.1297,2049
"Trinidad and Tobago","TTO",1.1297,2049
"Tunisia","TUN",1.1183652173913,2049
"Turkey","TUR",1.0987,2049
"Turkmenistan","TKM",1.0987,2049
"Ukraine","UKR",1.0987,2049
"United Arab Emirates","ARE",1.1297,2049
"United Kingdom","GBR",1.0987,2049
"United States","USA",1.1297,2049
"Uruguay","URY",1.11658260869565,2049
"Uzbekistan","UZB",1.0987,2049
"Venezuela","VEN",1.1768,2049
"Vietnam","VNM",1.088,2049
"Zambia","ZMB",1.09386,2049
"Zimbabwe","ZWE",1.1297,2049
"Albania","ALB",1.0987,2050
"Algeria","DZA",1.18,2050
"Angola","AGO",1.1297,2050
"Argentina","ARG",1.10977608695652,2050
"Armenia","ARM",1.0987,2050
"Australia","AUS",1.1393,2050
"Austria","AUT",1.0987,2050
"Azerbaijan","AZE",1.0987,2050
"Bahrain","BHR",1.1297,2050
"Bangladesh","BGD",1.1297,2050
"Belarus","BLR",1.0987,2050
"Belgium","BEL",1.0987,2050
"Benin","BEN",1.1297,2050
"Bolivia","BOL",1.1297,2050
"Bosnia and Herzegovina","BIH",1.0987,2050
"Botswana","BWA",1.1297,2050
"Brazil","BRA",1.11678723404255,2050
"Brunei Darussalam","BRN",1.1297,2050
"Bulgaria","BGR",1.0987,2050
"Cambodia","KHM",1.18,2050
"Cameroon","CMR",1.1297,2050
"Canada","CAN",1.1297,2050
"Chile","CHL",1.1297,2050
"China","CHN",1.17360930232558,2050
"Colombia","COL",1.102,2050
"Costa Rica","CRI",1.1297,2050
"Croatia","HRV",1.0987,2050
"Cuba","CUB",1.12005652173913,2050
"Cyprus","CYP",1.0987,2050
"Denmark","DNK",1.0987,2050
"Dominican Republic","DOM",1.1297,2050
"Ecuador","ECU",1.1297,2050
"Egypt","EGY",1.1297,2050
"El Salvador","SLV",1.1297,2050
"Eritrea","ERI",1.1297,2050
"Estonia","EST",1.0987,2050
"Ethiopia","ETH",1.1297,2050
"Finland","FIN",1.0987,2050
"France","FRA",1.0987,2050
"Gabon","GAB",1.1297,2050
"Georgia","GEO",1.0987,2050
"Germany","DEU",1.0987,2050
"Ghana","GHA",1.1297,2050
"Gibraltar","GIB",1.11779932589735,2050
"Greece","GRC",1.0987,2050
"Guatemala","GTM",1.1297,2050
"Haiti","HTI",1.1297,2050
"Honduras","HND",1.1297,2050
"Hungary","HUN",1.0987,2050
"Iceland","ISL",1.0987,2050
"India","IND",1.1297,2050
"Indonesia","IDN",1.1297,2050
"Iraq","IRQ",1.1297,2050
"Ireland","IRL",1.0987,2050
"Israel","ISR",1.1297,2050
"Italy","ITA",1.0987,2050
"Jamaica","JAM",1.1297,2050
"Japan","JPN",1.1393,2050
"Jordan","JOR",1.11931086956522,2050
"Kazakhstan","KAZ",1.0987,2050
"Kenya","KEN",1.1297,2050
"Korea","KOR",1.1393,2050
"Kosovo","XKX",1.0987,2050
"Kuwait","KWT",1.1297,2050
"Latvia","LVA",1.0987,2050
"Lebanon","LBN",1.1297,2050
"Libya","LBY",1.1297,2050
"Lithuania","LTU",1.0987,2050
"Luxembourg","LUX",1.0987,2050
"Malaysia","MYS",1.10802826086957,2050
"Malta","MLT",1.0987,2050
"Mauritius","MUS",1.1297,2050
"Mexico","MEX",1.1297,2050
"Mongolia","MNG",1.11779932589735,2050
"Montenegro","MNE",1.0987,2050
"Morocco","MAR",1.1297,2050
"Mozambique","MOZ",1.10758043478261,2050
"Myanmar","MMR",1.1297,2050
"Namibia","NAM",1.1297,2050
"Nepal","NPL",1.17287837837838,2050
"Netherlands","NLD",1.0987,2050
"New Zealand","NZL",1.1393,2050
"Nicaragua","NIC",1.12678695652174,2050
"Niger","NER",1.1297,2050
"Nigeria","NGA",1.1297,2050
"Norway","NOR",1.0987,2050
